wavelength,Back_PooWhif,Belly_PooWhif,Breast_PooWhif,Crissum_PooWhif,Crown_PooWhif,DorTail_PooWhif,Patch10_PooWhif,Patch11_PooWhif,Patch12_PooWhif,Rump_PooWhif,Throat_PooWhif,WingTip_PooWhif
510.32,11.1709,45.577,7.5358,26.4664,11.6844666667,8.53806666667,26.7938666667,7.96386666667,32.0451666667,13.0588,14.5941333333,11.3509
510.66,11.1501333333,45.5802,7.5346,26.4915333333,11.6612666667,8.54056666667,26.8042,7.95773333333,32.0305,13.038,14.6070666667,11.3463333333
511.01,11.1509,45.6098,7.52786666667,26.5118666667,11.6581333333,8.52483333333,26.8226,7.9482,32.0103333333,13.0326666667,14.6078666667,11.3511
511.36,11.1448,45.6689333333,7.5538,26.5618666667,11.6588,8.53806666667,26.8521333333,7.94693333333,32.0265,13.0470666667,14.6186666667,11.3701333333
511.70,11.1723333333,45.7224666667,7.59153333333,26.6278666667,11.7080666667,8.574,26.8679333333,7.97266666667,32.0531,13.0931333333,14.6486666667,11.4021333333
512.05,11.1857333333,45.6995333333,7.61026666667,26.6351333333,11.7249333333,8.58623333333,26.8728666667,8.0224,32.0045333333,13.0987333333,14.6471333333,11.4165
512.40,11.2294333333,45.7886666667,7.64586666667,26.7134666667,11.7602,8.62583333333,26.9506666667,8.0598,32.0505666667,13.1398666667,14.6828,11.4637333333
512.75,11.2578666667,45.8354666667,7.671,26.7607333333,11.7962,8.67166666667,27.0143333333,8.1008,32.0660666667,13.176,14.6996,11.4787333333
513.09,11.2425,45.8674666667,7.66713333333,26.774,11.7662666667,8.65763333333,27.0412666667,8.09146666667,32.0720333333,13.1803333333,14.7022666667,11.4841333333
513.44,11.1872333333,45.8598,7.63493333333,26.7932,11.7372,8.61426666667,27.0382,8.03886666667,32.0421,13.1501333333,14.6560666667,11.4517333333
513.79,11.1909666667,45.8654,7.63986666667,26.8105333333,11.7472,8.6363,27.0423333334,8.04906666667,32.0356,13.1578666667,14.6696666666,11.4595666667
514.13,11.1954333333,45.8976666667,7.6628,26.8719333333,11.7708,8.6669,27.0702666667,8.062,32.0476333333,13.1714666667,14.6912666667,11.4552
514.48,11.2332,45.9468,7.70086666667,26.9218,11.7790666667,8.6797,27.1185333333,8.07726666667,32.0524666667,13.2094,14.7102,11.4864333333
514.83,11.2157666667,45.9720666667,7.68753333333,26.9494,11.776,8.66733333333,27.1349333333,8.0756,32.0701666667,13.2314666667,14.7214666667,11.4592666667
515.17,11.2471,45.9602,7.7134,26.9876,11.8183333333,8.68996666667,27.1326666667,8.0968,32.0660333333,13.257,14.7432666667,11.4927333333
515.52,11.2507,45.9795333333,7.6856,27.0104,11.7882666667,8.671,27.1319333333,8.07646666667,32.0570666667,13.2104,14.7244,11.4700333333
515.87,11.2448333333,46.0032,7.70106666667,27.0419333333,11.7776666667,8.6624,27.1370666667,8.052,32.0715,13.2144,14.739,11.4688
516.21,11.2982333333,46.0331333333,7.7544,27.0978666667,11.8200666667,8.68433333333,27.1523333333,8.07653333333,32.1184666667,13.2444,14.786,11.5148
516.56,11.2845333333,46.0081333333,7.76453333333,27.1031333333,11.7678666667,8.6658,27.1386666667,8.0444,32.0757,13.2350666667,14.7754,11.5264666667
516.91,11.3056666667,46.0120666667,7.80646666667,27.1325333333,11.8050666667,8.71063333333,27.1580666667,8.0826,32.0858333333,13.2382,14.8076666667,11.5665
517.25,11.3184333333,45.9988666667,7.8146,27.1268,11.8037333333,8.71803333333,27.1486,8.09106666667,32.0539666667,13.2402666667,14.8245333333,11.5754
517.60,11.2956666667,46.0065333333,7.79813333333,27.1403333333,11.7676,8.69063333333,27.1480666667,8.0492,32.0438666667,13.1982666667,14.8047333333,11.5480333333
517.95,11.3223333333,46.0162666667,7.82920000001,27.1548666667,11.7979333333,8.7193,27.1683333333,8.08213333333,32.0452333333,13.2102666666,14.8306,11.5833333333
518.29,11.3163666667,45.9898,7.84673333333,27.1499333333,11.7998,8.717,27.1452,8.08513333334,32.0388,13.2026666667,14.8472666667,11.5855
518.64,11.3357,46.0472666667,7.88053333333,27.2156,11.8056,8.74716666667,27.1872666667,8.09813333334,32.0708666667,13.2127333333,14.8712,11.6203666667
518.99,11.3376,46.0966666667,7.88746666667,27.2503333333,11.7962,8.7384,27.2413333333,8.09473333333,32.0877666667,13.2092,14.8784,11.6054
519.33,11.3223333333,46.075,7.89880000001,27.2496,11.7984666667,8.72506666667,27.2416666667,8.09053333333,32.0680333333,13.2219333333,14.8878666667,11.6141666667
519.68,11.3096666667,46.1068,7.89026666667,27.2800666667,11.7923333333,8.6987,27.2802,8.07666666667,32.0830333333,13.1940666667,14.8876666667,11.6019333333
520.02,11.2789333333,46.165,7.87693333333,27.3085333333,11.774,8.67423333333,27.2957333333,8.06553333333,32.0791333333,13.1765333333,14.8946,11.5753333333
520.37,11.2876333333,46.2106,7.89313333333,27.3472666667,11.7966666667,8.69136666667,27.3224,8.09066666667,32.0887333333,13.183,14.9166666667,11.5842333333
520.72,11.3031333333,46.2961333333,7.91706666666,27.4035333334,11.8033333333,8.69513333333,27.3767333333,8.08166666667,32.1128,13.2034666667,14.9179333333,11.5831333333
521.06,11.3576666667,46.4046666667,7.97306666667,27.4898,11.8512666667,8.71476666667,27.4574666667,8.12306666668,32.1691,13.2573333333,14.9679333333,11.6350666667
521.41,11.3809,46.4584666667,7.99893333333,27.5402666667,11.8846,8.72263333333,27.489,8.15013333334,32.1754333333,13.3013333333,14.9922,11.6640333333
521.75,11.3846666667,46.5166,7.99293333333,27.5871333333,11.8731333333,8.69753333333,27.5116,8.13786666667,32.1899,13.3046666667,14.9976,11.6656666667
522.10,11.4145,46.5748666667,8.02313333334,27.6493333333,11.9072,8.7314,27.5589333333,8.17553333333,32.2103666667,13.3512,15.0152666667,11.6861666667
522.45,11.4239666667,46.5230666667,8.04966666666,27.6364666667,11.9278,8.72156666667,27.5579333333,8.20173333334,32.1587333333,13.3386666667,15.0131333333,11.6866666667
522.79,11.4280666667,46.5653333333,8.07899999999,27.6782666667,11.9516666667,8.7668,27.5720666667,8.22353333333,32.1646666667,13.3656666667,15.0486,11.7436
523.14,11.4391,46.6355333333,8.08406666667,27.7369333333,11.9512666667,8.79453333333,27.6194666667,8.22353333333,32.1900333333,13.3644,15.0671333333,11.7443
523.48,11.4533666667,46.6388,8.11026666666,27.7608,11.9678666667,8.82753333333,27.6172,8.25486666667,32.1764666667,13.4107333333,15.084,11.7837666667
523.83,11.4502666667,46.5922666667,8.12380000001,27.768,11.9612,8.84686666667,27.6043333333,8.2572,32.1544666667,13.4222666667,15.0721333333,11.7918333333
524.17,11.4516666667,46.6086,8.13646666667,27.8159333333,11.9576666667,8.84066666667,27.6252666667,8.25786666667,32.1956666667,13.4300666667,15.0934,11.7963333333
524.52,11.4351666667,46.5589333333,8.15266666668,27.8154666667,11.9609333333,8.83986666667,27.5987333334,8.25239999999,32.1663666667,13.4199333333,15.1105333333,11.7908
524.87,11.4006,46.5157333333,8.15266666666,27.8236666667,11.9294,8.8381,27.5783333334,8.24906666666,32.1442666666,13.388,15.0989333333,11.7692333333
525.21,11.3996,46.4845333333,8.17526666667,27.8299333333,11.9288666667,8.846,27.5662,8.27226666667,32.1468666667,13.3760666667,15.1140666667,11.7753
525.56,11.3760666667,46.4382,8.19186666667,27.8319333333,11.9202,8.85263333333,27.5595333333,8.25613333334,32.1362666667,13.3601333333,15.1138,11.7689
525.90,11.3566333333,46.419,8.18680000001,27.8604,11.9186666667,8.83196666667,27.527,8.23906666667,32.1286333333,13.3228,15.1171333333,11.7585333333
526.25,11.3311666667,46.3594666667,8.18386666667,27.8629333333,11.8858,8.82313333333,27.4998666667,8.22093333334,32.1069333333,13.3014,15.1013333334,11.7482666667
526.59,11.3103,46.3362,8.15986666667,27.8585333333,11.8560666667,8.78966666667,27.4662,8.19173333333,32.092,13.2653333333,15.0796666667,11.7140333333
526.94,11.2867666667,46.2838,8.16126666666,27.8630666667,11.8396,8.77576666667,27.4332666667,8.17,32.0728666667,13.2391333333,15.0634,11.7108666667
527.28,11.2658333333,46.2615333333,8.1546,27.8702666667,11.8164,8.75403333333,27.4208666667,8.14380000001,32.0585,13.2102,15.0562666667,11.701
527.63,11.2559,46.2625333333,8.14853333334,27.8762666667,11.8185333333,8.75516666667,27.4186,8.1412,32.0567333333,13.2002666667,15.0678,11.7062666667
527.97,11.2559333333,46.2495333333,8.14606666667,27.8818,11.8104666667,8.75493333333,27.4082666667,8.13399999999,32.0431,13.194,15.0634666667,11.7094
528.32,11.2533666667,46.2576,8.14299999999,27.9078666667,11.8127333333,8.746,27.4082,8.14106666667,32.0542666667,13.1967333333,15.0661333333,11.7112666667
528.66,11.2625,46.2589333333,8.15160000001,27.9284666667,11.8189333333,8.74923333333,27.4196,8.12919999999,32.0533333333,13.2021333333,15.0666,11.7155333333
529.01,11.2576666667,46.2632666667,8.15639999999,27.9555333333,11.8154666667,8.73746666667,27.4256,8.11433333333,32.0474,13.2040666667,15.0722,11.7104
529.35,11.2588,46.2442,8.15926666667,27.9608,11.8043333333,8.742,27.4226666667,8.11506666666,32.0366,13.2064666666,15.0724666667,11.7130666667
529.70,11.2675666667,46.2872666667,8.16873333334,27.9908666667,11.8077333333,8.7491,27.4688,8.11926666666,32.0529,13.2238,15.0851333333,11.7302666667
530.04,11.2687,46.3492666667,8.16733333334,28.0255333333,11.8128666667,8.74466666667,27.4868,8.10973333334,32.0569333333,13.2393333333,15.1008,11.7459
530.39,11.2473333333,46.3348666667,8.16046666667,28.0209333333,11.7915333333,8.7222,27.4789333333,8.09253333333,32.0273666667,13.221,15.0962666667,11.7272
530.73,11.2623333333,46.3710666667,8.19113333335,28.0489333333,11.8047333333,8.7328,27.5061333333,8.1132,32.0216,13.2543333333,15.1262,11.7428666667
531.08,11.2802,46.4291333333,8.21806666666,28.0952,11.8220666667,8.75253333333,27.5346666667,8.12853333333,32.0458,13.2803333333,15.1622666667,11.7587333333
531.42,11.279,46.4137333333,8.23966666667,28.1108,11.8059333333,8.74373333333,27.5324,8.12226666666,32.0112666667,13.2773333333,15.1539333333,11.7467
531.77,11.2804666667,46.4565333333,8.25520000001,28.1556,11.8154666667,8.7476,27.5459333333,8.13146666667,32.0128333333,13.2752666667,15.1806666666,11.7549
532.11,11.3059,46.5144666667,8.2852,28.2170666667,11.8328666667,8.76323333333,27.5882,8.14513333333,32.0298666667,13.2852,15.2104,11.7867333333
532.46,11.2973,46.5622666667,8.29240000001,28.2733333333,11.8347333333,8.76473333333,27.6148666667,8.14853333334,32.058,13.2942,15.2432666667,11.7915666667
532.80,11.3080333333,46.5851333333,8.29079999999,28.2988,11.8365333333,8.77386666667,27.6285333333,8.15360000001,32.0534666667,13.2966666667,15.2448666667,11.8163333333
533.15,11.3141666667,46.6373333333,8.29686666665,28.3423333333,11.8476,8.77573333333,27.6622666667,8.16699999999,32.0582,13.3,15.2632,11.8326
533.49,11.3080666667,46.6071333333,8.31626666667,28.3485333333,11.843,8.78743333333,27.6501333334,8.1722,32.0224333333,13.3050666667,15.2605333333,11.8293666667
533.84,11.3289666667,46.6332666667,8.35466666666,28.383,11.86,8.8141,27.6838666667,8.19753333333,32.0463666667,13.3255333333,15.2858666667,11.8472
534.18,11.3829333333,46.6778,8.4092,28.4573333333,11.9092666667,8.87473333333,27.7292,8.24053333333,32.0825333333,13.3770666667,15.3266666667,11.9166333333
534.52,11.4117,46.7374666667,8.42313333333,28.5028666667,11.9312666667,8.9046,27.7766,8.27273333332,32.1144333333,13.3939333333,15.3481333333,11.9560666667
534.87,11.4137333333,46.7472,8.43246666667,28.5396666667,11.9292,8.91376666667,27.8003333333,8.28033333334,32.1085666667,13.3999333333,15.3502666667,11.9574333333
535.21,11.4017,46.7974666667,8.42513333334,28.5875333333,11.9265333333,8.90676666667,27.8256,8.27559999999,32.1259,13.3958666666,15.3635333333,11.973
535.56,11.4294666667,46.8575333333,8.462,28.6408,11.9633333333,8.92426666667,27.8858,8.28273333333,32.1453666667,13.4299333333,15.3838,11.9945
535.90,11.4446333333,46.8736,8.48353333333,28.6554666667,11.9646,8.9324,27.9046666667,8.28913333334,32.1254333333,13.4499333333,15.3939333333,11.9970666667
536.25,11.4468666667,46.8983333333,8.50093333333,28.6578,11.9678666667,8.92956666666,27.9124666667,8.29506666667,32.0956333333,13.4461333333,15.3859333333,12.0046
536.59,11.4406333333,46.9509333333,8.52053333333,28.6918,11.9651333333,8.9301,27.9216,8.29933333333,32.0987333334,13.4408,15.4057333333,11.9865666667
536.93,11.4546,47.0192666667,8.55953333333,28.7546666667,11.9784666667,8.932,27.9512666667,8.28766666666,32.1075333333,13.4637333333,15.4252666667,12.0004666667
537.28,11.4695333333,47.0846666667,8.5788,28.7843333333,11.98,8.9259,27.9838666667,8.28373333333,32.123,13.4602,15.4336,12.0
537.62,11.4572666667,47.0807333333,8.57893333333,28.8080666666,11.9834,8.9185,27.9706666667,8.27253333334,32.1034333333,13.4498666667,15.4321333333,11.9868
537.97,11.4329666667,47.1089333333,8.58759999999,28.8281333334,11.982,8.8982,27.9896666667,8.27066666667,32.0922666667,13.4358666667,15.4448,11.9721666667
538.31,11.4316666667,47.0832,8.62059999999,28.8534666667,11.9797333333,8.87746666667,27.9727333333,8.26406666667,32.0676666667,13.4369333333,15.4701333334,11.9639
538.65,11.4556,47.1106666667,8.67326666667,28.9072666666,12.0104,8.8875,27.9952666667,8.28953333333,32.0961333333,13.4464,15.5060666667,11.9918333333
539.00,11.4598666667,47.0908666667,8.70079999999,28.9245333333,12.0139333333,8.9053,27.9984666667,8.29433333333,32.069,13.4546666667,15.5326666667,11.9959
539.34,11.4448666667,47.0822,8.71819999999,28.9291333333,11.9868666667,8.91963333333,27.9866,8.30253333333,32.0485,13.4329333333,15.5507333333,11.9976
539.69,11.4244666667,47.1009333333,8.70766666667,28.9748,11.9640666667,8.92336666667,27.9956,8.2868,32.0669666667,13.4258666667,15.5559333333,12.0006
540.03,11.4291,47.0616,8.72126666667,28.9862666667,11.9751333333,8.92393333333,27.9829333333,8.29813333334,32.0576666667,13.4252666667,15.5707333333,11.9967
540.37,11.4377,47.0646666667,8.74046666667,29.0138,11.9882666667,8.93726666667,28.0108666667,8.2986,32.069,13.4313333333,15.592,12.0065333333
540.72,11.411,47.0195333333,8.72233333333,28.9920666667,11.9701333333,8.91373333333,27.9804,8.29460000001,32.0468,13.4210666666,15.5784666667,11.9815
541.06,11.3673333333,46.9403333333,8.68886666667,28.9713333333,11.935,8.88866666667,27.9398,8.273,31.9899333333,13.3864,15.5624666666,11.9634
541.40,11.3459666667,46.9180666667,8.68086666666,28.9752,11.9118,8.8592,27.9431333333,8.25926666667,31.9740333333,13.3629333333,15.562,11.9543666667
541.75,11.3486,46.9207333333,8.68906666668,28.9892,11.9024666667,8.85516666667,27.9374,8.25066666666,31.9624,13.3630666667,15.5660666667,11.9436
542.09,11.3289333333,46.921,8.68853333333,29.0074666667,11.8952666667,8.86336666667,27.9452666667,8.24913333333,31.9529666667,13.3598666667,15.5630666667,11.9335666667
542.43,11.3104333333,46.9015333333,8.67613333333,29.0145333333,11.8866666667,8.8553,27.9319333333,8.24400000001,31.9208666667,13.3591333333,15.5579333333,11.9334666667
542.78,11.3378333333,46.94,8.71259999999,29.0648666667,11.9124,8.86393333333,27.9602666667,8.27206666667,31.9548333333,13.3802666667,15.582,11.96
543.12,11.3086,46.8969333333,8.70586666667,29.0618,11.8999333333,8.84596666667,27.9282,8.26733333333,31.9064666667,13.375,15.5624,11.9413
543.46,11.3071333333,46.8739333334,8.72546666667,29.0526666667,11.9065333333,8.84476666667,27.9279333333,8.2832,31.8573333333,13.3848666667,15.5681333333,11.9415333333
543.81,11.3073666667,46.9354666667,8.74853333334,29.1042666667,11.911,8.8478,27.9668,8.28866666667,31.8582,13.4019333334,15.5936,11.9667
544.15,11.3013,46.9282,8.76313333334,29.1299333334,11.896,8.84193333333,27.9792,8.30866666666,31.8384,13.4108666667,15.5942666666,11.9846666667
544.49,11.3215333333,46.9658,8.78173333333,29.1696,11.9014,8.85706666667,28.0034,8.32093333332,31.8505666667,13.4094,15.6098666667,11.9971
544.84,11.3827666667,47.0807333333,8.8504,29.2666,11.9615333333,8.9062,28.0813333333,8.3668,31.9217666667,13.4719333333,15.6685333333,12.0368
545.18,11.4474,47.1955333333,8.9032,29.3548666667,12.0189333333,8.96856666667,28.1354,8.41733333333,31.9838333333,13.5288666667,15.7292,12.0910666667
545.52,11.4792,47.2293333333,8.94626666667,29.4172666667,12.0539333333,9.00246666667,28.1864666667,8.45753333333,32.0202333333,13.5687333333,15.7703333333,12.1332
545.87,11.5085666667,47.3059333333,8.98086666667,29.4786,12.0851333333,9.00316666667,28.2268,8.45720000001,32.0653666667,13.5783333333,15.7992,12.1602
546.21,11.5584333333,47.3986666667,9.04666666667,29.5496666667,12.1203333333,9.04716666667,28.2896,8.48493333335,32.1100333333,13.6168,15.8538,12.2065666667
546.55,11.5767333333,47.4690666667,9.08406666668,29.6013333333,12.1324666667,9.06486666667,28.3405333333,8.48999999999,32.129,13.6156666667,15.8828666667,12.2244333333
546.90,11.6288,47.5904666667,9.1396,29.7263333333,12.185,9.09473333333,28.4450666667,8.51473333335,32.2228,13.6573333333,15.9433333333,12.2706333333
547.24,11.6641,47.6577333333,9.206,29.8008666667,12.2262666667,9.13013333333,28.5044666667,8.54926666667,32.2862333333,13.6769333333,15.9975333333,12.3163333333
547.58,11.6840333333,47.704,9.25133333334,29.8446,12.2370666667,9.14813333333,28.5416,8.56480000001,32.3322666667,13.695,16.0326,12.3246333333
547.92,11.6801666667,47.7900666666,9.27946666666,29.8884,12.2652666667,9.1457,28.5671333334,8.53933333333,32.3593,13.7095333333,16.0593333333,12.3209666667
548.27,11.7209,47.9441333333,9.35986666668,30.005,12.33,9.20876666666,28.6703333333,8.57766666666,32.4308333333,13.7705333333,16.1373333333,12.3800666667
548.61,11.7222,47.9969333333,9.38326666667,30.0391333333,12.3293333333,9.21283333334,28.7126,8.58079999999,32.4490333333,13.7931333333,16.1615333333,12.3964333333
548.95,11.7113,48.0286,9.40393333333,30.0662666667,12.3223333333,9.19653333333,28.7438666667,8.5608,32.4450666667,13.7840666667,16.1792666667,12.3751333333
549.29,11.7365666667,48.0928,9.45460000001,30.1184666667,12.3290666667,9.19906666666,28.8208,8.58399999999,32.4774333333,13.8098,16.2118,12.4133
549.64,11.7560666667,48.1131333333,9.49173333333,30.1474,12.3338,9.24956666667,28.8630666667,8.62413333333,32.4785,13.8375333333,16.2615333333,12.4442
549.98,11.7366666667,48.1350666667,9.50853333333,30.158,12.3318666667,9.26089999999,28.8652,8.63480000001,32.4357333333,13.8424,16.2527333333,12.4279666667
550.32,11.7540666667,48.1718,9.50926666667,30.1909333333,12.3388,9.28536666667,28.9014,8.62979999999,32.4224333333,13.8843333333,16.2823333333,12.4441333333
550.66,11.7622666667,48.2143333333,9.54433333335,30.1995333334,12.355,9.29253333333,28.9151333333,8.65886666667,32.4097666667,13.9105333333,16.3222666667,12.4698666667
551.01,11.7754666667,48.3138,9.55260000001,30.2811333333,12.3752,9.29403333333,28.9432,8.6424,32.4493,13.9224,16.3557333333,12.4581333333
551.35,11.8016666667,48.3902,9.57606666667,30.3477333333,12.3990666667,9.32670000001,28.9606666667,8.64966666666,32.4754666667,13.9498,16.387,12.4801
551.69,11.8457333333,48.4622,9.61566666666,30.4287333333,12.4008,9.36673333334,29.0031333333,8.69813333332,32.5134,13.9714666667,16.4310666667,12.5134666667
552.03,11.8237666667,48.4306666667,9.61633333333,30.438,12.3986666667,9.34540000001,28.9945333333,8.70106666666,32.5258666666,13.9665333333,16.4478666667,12.5156
552.38,11.8689666666,48.4945333333,9.69833333333,30.5300666667,12.4496666667,9.38343333333,29.0467333333,8.74246666665,32.5842,13.9936666667,16.5054,12.5832666667
552.72,11.8674666667,48.5134666667,9.72179999999,30.5616,12.4422666667,9.38113333333,29.0632,8.75840000001,32.5819,13.9958666667,16.4994,12.6062
553.06,11.8546,48.529,9.72639999999,30.5817333333,12.4579333333,9.38710000001,29.0303333333,8.76253333333,32.5585,13.9997333333,16.4984666667,12.5966
553.40,11.8469333333,48.5898,9.74073333333,30.6498,12.458,9.36943333333,29.0505333333,8.76113333335,32.5605333333,14.0084,16.4952,12.6223333333
553.74,11.8624,48.6857333334,9.74133333332,30.7458,12.4728666667,9.35183333334,29.1305333333,8.7436,32.6441333333,14.0174666666,16.5256,12.6444333333
554.09,11.8490666667,48.7408,9.7774,30.8028,12.4888666667,9.3388,29.1378,8.76239999999,32.6674333333,14.0391333333,16.5420666667,12.6532666667
554.43,11.8347,48.7098666667,9.77733333334,30.7966666667,12.4704,9.32783333333,29.1208,8.71873333333,32.647,13.9987333333,16.5130666667,12.6689333333
554.77,11.8181666667,48.668,9.77846666668,30.8028,12.4657333333,9.31116666666,29.1054666667,8.71706666666,32.6017666667,13.9858666667,16.503,12.6888666667
555.11,11.8439,48.7079333333,9.79193333333,30.8736,12.4976666667,9.33133333333,29.1818,8.75093333332,32.6169,14.0126666667,16.5361333333,12.7015666667
555.45,11.8435666667,48.723,9.82586666666,30.9153333333,12.5344666667,9.31370000001,29.209,8.71459999999,32.6466,14.0201333333,16.5479333333,12.7054666667
555.80,11.8632333333,48.79,9.86713333333,30.9715333333,12.5624,9.33993333334,29.2604,8.72640000001,32.6657333333,14.0327333333,16.5908,12.7211333333
556.14,11.8155333333,48.7982,9.82253333332,30.9510666667,12.5043333333,9.30956666666,29.2298666667,8.67546666667,32.5981333333,13.9829333333,16.5787333333,12.6897333333
556.48,11.8970666667,48.9658,9.92433333333,31.0926666667,12.6414666667,9.42936666666,29.3606,8.75093333335,32.7343,14.0924666667,16.6976,12.77
556.82,11.9955,49.0821333333,10.0110666667,31.2069333333,12.7454,9.52913333333,29.4852666667,8.79233333334,32.8109666667,14.1694,16.8248666667,12.8629333333
557.16,12.0229333333,49.1663333333,10.0404,31.2984666667,12.7726,9.54096666667,29.5502666667,8.81539999999,32.8529333333,14.1954,16.8781333333,12.8608333333
557.50,12.0627333333,49.1897333333,10.0892666667,31.3466666667,12.7879333333,9.58326666667,29.5772666667,8.83779999999,32.8591666667,14.2032666667,16.9326,12.8694666667
557.85,12.0810666667,49.1756666667,10.0944666667,31.3519333333,12.7724666667,9.5956,29.5954,8.81373333335,32.8602333333,14.1859333333,16.9502,12.8544
558.19,12.0626666667,49.2583333333,10.1056,31.4076666667,12.7583333333,9.58963333333,29.6471333333,8.8194,32.8683,14.2045333333,16.9624,12.8345
558.53,12.0615666667,49.2968,10.1066666667,31.4158,12.7274,9.6173,29.6504666667,8.80393333333,32.8846333333,14.2156666667,16.9686,12.8452
558.87,12.0898666667,49.2797333333,10.1868,31.4068666667,12.7485333333,9.64806666667,29.6556666667,8.86613333333,32.8665333333,14.2438666667,16.9874666667,12.9305333333
559.21,12.1227333333,49.3418666667,10.2256,31.4458666666,12.763,9.69556666667,29.7196666667,8.93146666667,32.8902333333,14.2901333333,17.0430666667,12.9804333333
559.55,12.1615333333,49.372,10.2718,31.5141333333,12.7835333333,9.73166666667,29.7441333333,8.97813333333,32.8841333333,14.3227333333,17.0772,13.0239666667
559.89,12.1677333333,49.4038,10.3212666667,31.5735333333,12.7962666667,9.73193333334,29.7744,8.99106666665,32.8950333333,14.3434,17.1073333333,13.035
560.23,12.1355666667,49.3588,10.3160666667,31.5701333333,12.7352,9.66490000001,29.7477333333,8.98246666666,32.8394666667,14.3001333333,17.0802666667,13.027
560.58,12.0449,49.3508,10.2587333333,31.5841333333,12.6438666667,9.56276666667,29.6923333333,8.91646666666,32.7928333333,14.2267333333,17.0048666667,12.9449666667
560.92,12.0643333333,49.4042,10.2778,31.5982666667,12.6652666667,9.564,29.7080666667,8.90206666666,32.7972666667,14.2418,17.0303333333,12.957
561.26,12.0533,49.4014666667,10.2962,31.6017333333,12.692,9.52910000001,29.676,8.92006666668,32.7970333333,14.2543333333,17.0334,12.9948333333
561.60,12.0640666667,49.4858666667,10.2979333333,31.6526,12.7054,9.53123333333,29.7128,8.93219999999,32.8117333333,14.2739333333,17.0342,13.0095333333
561.94,12.1322,49.5194666667,10.3625333333,31.7312,12.7629333333,9.5872,29.7779333333,8.98826666667,32.8865333333,14.3398,17.1325333333,13.0596
562.28,12.1739,49.5576,10.4182666667,31.7886666667,12.8002,9.6205,29.8285333334,9.02346666667,32.8928,14.3627333333,17.1576,13.0591333333
562.62,12.1774666667,49.6087333334,10.4231333333,31.8532666667,12.7821333334,9.62110000001,29.8052,8.98006666667,32.9141666667,14.3272666667,17.1666,13.0324666667
562.96,12.1336,49.5009333333,10.4016,31.8088666667,12.753,9.59873333334,29.7170666666,8.94633333335,32.8232,14.2694666667,17.1272666666,13.0022666667
563.30,12.1125,49.4850666667,10.4047333333,31.8175333333,12.7296666667,9.59096666667,29.6876,8.91926666667,32.8271666667,14.2377333333,17.1072,13.0021666667
563.64,12.1378333333,49.4188,10.421,31.795,12.7370666667,9.5793,29.6529333334,8.94206666667,32.8267,14.2382666667,17.1201333333,13.0206333333
563.99,12.0824,49.3177333333,10.3960666667,31.6982666667,12.6380666667,9.52586666667,29.5387333333,8.86886666666,32.7369,14.1555333333,17.0460666667,12.9502
564.33,12.0686,49.3352,10.4248666667,31.6737333333,12.6248,9.55389999999,29.5434,8.86073333332,32.7425666667,14.1283333333,17.0518666667,12.9580333333
564.67,12.0381666667,49.2929333333,10.4517333333,31.6979333333,12.6186,9.55506666667,29.5288666667,8.85626666667,32.7403,14.0852,17.0517333333,12.9615333333
565.01,11.9504333333,49.1704,10.3899333333,31.606,12.5356,9.51756666667,29.4523333333,8.7858,32.6324333333,14.0114,16.9980666667,12.8860666667
565.35,11.8878666667,49.0964666667,10.3882,31.5884,12.5030666667,9.46430000001,29.3960666667,8.74780000001,32.5821666667,13.9446666666,16.9992,12.8383666667
565.69,11.846,49.0680666666,10.3760666667,31.5816,12.4497333333,9.43486666666,29.3496666667,8.70806666666,32.5338666667,13.9010666667,16.9633333333,12.8265666667
566.03,11.8421333333,49.05,10.3997333333,31.5816666667,12.4199333333,9.41296666666,29.3442,8.71939999999,32.5199,13.9230666666,16.9978,12.8600666667
566.37,11.7728666667,49.0004666667,10.3776666667,31.5480666667,12.3793333333,9.37186666666,29.3512,8.67939999999,32.4657333333,13.8977333333,16.9817333334,12.8144333333
566.71,11.8109333333,49.1288,10.443,31.6380666667,12.4166,9.39133333334,29.4403333333,8.71933333333,32.5478,13.9416666667,17.0398,12.8773333333
567.05,11.8103,49.1359333333,10.4395333333,31.6442666667,12.4130666667,9.36336666666,29.4392666667,8.71026666667,32.5040666667,13.9504,17.0525333333,12.8729666667
567.39,11.8379333333,49.2645333333,10.4864,31.7531333333,12.4683333333,9.4025,29.4916,8.7326,32.5754,13.9823333333,17.0760666667,12.9128333333
567.73,11.8879,49.3501333333,10.5355333333,31.8526,12.5486666667,9.47333333333,29.5879333333,8.76413333335,32.6385666667,14.0366666667,17.1769333333,12.9840666667
568.07,11.9142333333,49.3106666667,10.5784666667,31.8988666667,12.5753333333,9.50473333333,29.6158666667,8.79133333332,32.6463,14.0804,17.2236666667,13.0101666667
568.41,11.9379333333,49.3588666667,10.6324,31.933,12.589,9.51513333334,29.6351333333,8.79453333335,32.6893666667,14.1359333333,17.2628,13.0518666667
568.75,12.0473,49.5334666667,10.7538666667,32.1092,12.6773333333,9.58833333333,29.7708666667,8.86940000001,32.8375666667,14.2434666667,17.3934666667,13.1700333333
569.09,12.1121,49.5703333333,10.8653333333,32.1597333333,12.7370666667,9.65426666667,29.8568666667,8.93719999999,32.8708,14.3241333333,17.4483333333,13.2582
