wavelength,Back_SalCoem,Belly_SalCoem,Breast_SalCoem,Crissum_SalCoem,Crown_SalCoem,DorTail_SalCoem,Patch10_SalCoem,Patch11_SalCoem,Rump_SalCoem,Throat_SalCoem,WingTip_SalCoem
188.67,61.2962666666,130.925866666,78.1481999999,82.2223333333,98.1481333334,67.2221999999,94.6296333333,46.8517333333,44.0740666667,66.9444333333,140.1852
189.05,48.9583333332,126.770833333,70.2083333333,73.125,80.4166666667,55.2083333334,92.1875000001,40.2083333334,27.0833333333,52.9166666667,139.166666667
189.43,8.04600000006,100.114933333,37.7010666667,44.1379333334,45.7471333334,28.0460000001,69.9999666667,1.60920000001,-11.4943333333,29.7701999999,101.149466667
189.81,-53.6666666666,86.5,-9.99999999994,5.3333333334,20.0,-13.6666666666,51.8333333333,-49.3333333334,-86.6666666666,0.16666666666,93.9999999999
190.19,-86.9333333334,41.9999999999,-42.1333333333,-28.5333333334,-16.0,-37.0666666667,4.53333333333,-60.5333333333,-93.3333333333,-29.7333333333,53.8666666666
190.57,-66.8888666665,49.6666999999,-13.3333333333,-17.5556,-6.66659999995,-17.5555333333,17.0000333333,-37.5554666666,-65.3332666666,-17.2222333333,50.2222666667
190.95,-82.069,30.5747666667,-30.3446666667,-36.3219333333,-17.4711999999,-39.3102,-0.459699999934,-43.9078000001,-85.0574666667,-21.4942666667,42.7586666667
191.33,-68.8333333334,10.9166666667,-26.3333333333,-23.0,-18.9999999999,-28.8333333333,-12.5000000001,-37.9999999999,-61.8333333334,-16.0,24.0000000001
191.71,-49.4203333333,17.4636333333,-19.4203333334,-5.79713333332,-4.05793333334,-7.53633333335,-6.6667,-33.1883333333,-42.8985333333,-0.579533333354,22.8983333333
192.09,-44.4444666666,18.4722,-13.0556666667,0.277866666673,5.13886666666,4.86099999995,-2.98620000001,-21.6667333333,-31.3889333333,7.77783333335,23.4722
192.47,-57.2222666667,13.0555666667,-21.6667333333,-5.27786666665,-3.05566666666,7.63886666667,-10.2082333333,-20.9722,-29.5834,9.51390000002,22.7777333333
192.85,-84.7367333333,14.1226333333,-32.1052666665,-10.5264,-11.7544,19.6491333333,-9.73696666666,-35.2630000001,-37.7192,17.2806333333,21.2280666666
193.23,-176.190533333,11.7461,-75.5554666668,-49.5239333334,-36.5079333333,16.5080000001,-46.1904666666,-89.5238666666,-83.4920666667,19.3650333333,22.2221999999
193.61,-125.1514,55.1514333333,-40.9091333333,-11.5151333334,10.3029333333,56.6668,-25.4546333333,-45.1515333334,-40.3031333334,48.1818666666,74.8483333333
193.99,-36.3808666667,71.8093666666,5.14286666668,24.381,40.5714666667,60.3810000001,7.14303333332,4.95239999994,13.1428666667,59.0475333333,80.3810000001
194.37,-23.7036666666,113.580166667,39.0123333335,59.0124000001,74.0740666667,87.9011999999,32.0985333333,26.6667999999,34.5679999999,109.629666667,129.382666667
194.75,-17.7778,147.618966667,44.7619333333,93.0159333333,107.3016,123.809533334,51.1111333333,42.5396666667,57.143,164.4445,196.5078
195.13,24.6152666667,151.794766667,65.8975333333,116.1538,116.6666,137.179533333,71.5386666666,61.0256,66.4102666668,164.102566666,179.2308
195.51,2.02893333332,130.579666667,34.7826666667,104.058,92.7535999999,124.927466667,59.4202999999,39.7101999999,26.0868666666,147.391266667,171.884133333
195.89,909.999999998,-496.666666666,493.333333333,-346.666666667,-86.666666668,-453.333333333,209.999999999,563.333333333,793.333333333,-686.666666666,-1186.66666667
196.27,676.666666665,-51.6666666665,465.0,-21.6666666667,170.000000001,31.6666666666,239.166666667,561.666666666,656.666666667,-67.4999999998,-401.666666667
196.65,790.000000001,115.0,539.999999999,18.3333333333,200.000000001,191.666666666,324.166666666,680.000000001,738.333333333,65.8333333332,-271.666666667
197.03,456.190400001,124.761833333,340.9524,26.6667333333,137.143,187.618933333,298.0952,409.523666667,452.380999999,128.0953,-94.2858666666
197.40,-607.999999999,-192.666666667,-507.999999999,41.3333333334,-192.0,-290.666666666,-468.0,-502.666666666,-688.000000001,-204.666666667,129.333333333
197.78,3813.33333333,2063.33333333,3133.33333333,406.666666666,2093.33333333,2426.66666667,2940.0,3126.66666667,4413.33333333,1853.33333333,213.333333333
198.16,290.9804,180.3923,215.294266667,65.8823333333,200.3922,182.745,208.431366667,235.294066667,319.607866667,163.137366667,67.8431333333
198.54,644.999999999,449.583333333,501.666666666,175.0,456.666666667,419.166666667,466.666666667,579.166666667,716.666666667,413.333333333,210.833333334
198.92,533.846,412.051166667,423.589733333,213.846066667,406.6666,423.589666667,396.1539,480.000066667,549.743666667,400.769133333,264.1026
199.30,713.939333334,569.393766667,572.727266667,353.333333333,563.030266666,613.939333333,540.9091,643.636333333,727.878800001,582.424166667,395.1516
199.68,392.666666667,302.333333333,303.0,211.333333333,293.333333333,358.333333333,294.666666667,359.0,396.666666667,328.0,208.666666666
200.06,540.952333333,389.999933333,396.6668,302.380933333,398.5714,496.1904,396.428466667,460.476066667,521.904733333,435.7143,260.9524
200.44,276.6666,207.2618,210.476266666,174.285733333,224.047666667,264.0476,226.1904,238.8094,280.238066667,234.4046,147.381
200.82,224.583333333,172.395833333,183.333333333,150.416666667,198.958333333,225.625,197.708333333,194.791666667,244.375,203.4375,131.041666667
201.19,231.458333333,186.666666667,195.625,174.166666667,220.416666667,232.083333333,192.291666667,194.583333333,257.5,210.416666667,135.0
201.57,245.057466667,203.103466667,203.908,195.172266667,242.2988,251.724133333,187.1266,210.344866667,267.356333333,214.138033333,137.0114
201.95,186.0606,148.9394,156.515133333,156.363466667,180.909066667,191.666666667,149.469566667,160.606066667,200.4546,161.666733333,107.575666667
202.33,229.743666667,194.017133333,197.264866667,202.051266667,230.427266667,240.512866667,193.931733333,202.2222,248.718,202.4788,142.735066667
202.71,200.000133333,174.015233333,177.5758,184.242466667,215.909133333,211.212066667,174.6212,175.1514,221.515133333,175.151333333,123.030266667
203.09,195.609733334,164.796633333,170.243866667,190.406533333,216.097666667,195.2846,169.674633333,160.325133333,225.365866667,164.959366667,116.747933333
203.47,179.999933334,145.744666667,149.219866667,169.078,188.368533333,170.071066667,160.496466667,145.673733333,198.2978,141.134766667,103.829866667
203.85,200.416666667,164.235966667,170.138866667,185.416733333,210.000133333,179.027733333,185.9723,162.6388,209.7222,159.027766667,130.833266667
204.22,216.148133333,181.925833333,186.6666,203.703733333,231.1112,189.925933333,205.037133333,181.6296,225.185266667,180.814733333,152.5926
204.60,250.350933333,217.280733333,220.701666667,237.543933333,277.543933333,218.0702,234.386,211.578866667,261.929733333,202.982366667,179.473733333
204.98,230.3702,199.777733333,201.4814,218.3704,255.703866666,208.296266666,214.148333333,206.6666,238.666666667,183.1852,166.2222
205.36,218.3334,187.291566667,190.833266667,196.805533333,235.0,203.888733333,207.5001,199.7222,224.305533333,165.486266667,159.583333333
205.74,191.069266667,169.245233333,169.685466667,172.5786,212.578533333,188.6792,198.364766667,182.641466667,200.754666667,147.358533333,157.61
206.12,194.0,180.266666667,180.8,175.066666667,220.933333333,197.066666667,205.666666667,191.733333333,206.8,148.0,178.4
206.50,148.0,141.444433333,145.555466667,138.222266667,170.555466666,154.222266667,168.111233333,147.222266667,162.555533333,112.333333333,143.111133333
206.87,151.979066667,143.905966667,150.6248,139.7914,169.062266667,159.374733333,173.906033333,146.1456,169.374666667,122.864266667,156.978933334
207.25,182.313,175.8503,186.802733333,161.7688,208.027066667,201.088333333,222.653066667,182.040733333,212.517066666,152.993,200.272066667
207.63,173.464,178.562,183.9216,157.647133333,209.934733333,198.6928,217.7778,179.4772,204.183,151.241833333,203.398666667
208.01,148.235333334,161.045833333,161.437933334,137.385533333,195.294066667,184.8366,196.0131,160.2614,190.457466667,131.764666667,187.451066667
208.39,157.0542,175.503733333,170.852666667,139.379933333,214.4186,202.945733333,209.767433333,178.604733333,212.403,134.263533333,207.441866667
208.77,180.350866667,194.736766667,187.017466667,153.684266667,232.6316,229.298266667,241.403533334,208.771933333,236.666666667,161.228,239.122666667
209.14,204.509866667,216.3725,209.6078,176.470533333,265.098,250.392066667,273.529233333,231.7648,268.4314,188.3333,278.2352
209.52,219.583333333,238.125,228.541666667,201.25,295.416666667,266.666666667,290.520833333,259.583333333,295.208333333,216.041666667,303.333333334
209.90,182.127666667,189.2909,187.517666667,169.219933333,234.042466667,206.383066667,217.092,204.2554,234.1844,182.340333333,229.219866667
210.28,181.6326,186.938833333,182.857066667,175.2382,231.700733333,204.0816,215.101933333,204.353866667,228.0272,188.4354,218.775466667
210.66,181.960733333,188.0391,181.437866667,176.862666667,231.764666667,204.444466667,207.7125,210.849666667,221.699333333,190.9803,215.9478
211.03,170.457533333,176.9935,165.8824,167.973733333,220.392133333,194.901866667,193.5947,208.4968,203.529533333,175.163366667,197.516266667
211.41,129.3518,130.185166667,121.3888,129.722066667,164.351866667,140.1852,141.944366667,153.888933333,147.222133333,128.842666667,143.426
211.79,115.068533333,107.3973,102.191733333,115.9818,145.388133333,123.196266667,122.191633333,134.063866667,128.949733333,106.0273,126.484
212.17,121.126733333,108.920333333,108.5446,121.126733333,149.108066667,128.356866667,123.3803,138.779466667,131.361533333,106.431933333,131.925
212.55,111.8518,102.222233333,102.3046,111.7696,133.251066667,123.4568,114.938233333,123.2098,123.0452,97.2838333334,117.366266667
212.92,98.0470666665,91.0436999999,92.3232,97.3064666665,115.555666667,110.370466667,99.8654,106.195333333,108.619533333,81.2457666666,102.558866667
213.30,90.4094,82.3683666667,86.0818666665,89.0058666666,104.7368,102.105333333,91.842,97.8948,98.6549333334,76.6666333333,91.4036666667
213.68,90.404,80.7829333333,85.6061333333,86.6667999999,100.707066667,98.9394666666,89.7222333334,94.596,92.7778,77.3486333333,90.8080666667
214.06,90.101,79.7474333333,85.2021333335,86.8686666667,98.1819333334,96.7170666666,89.1667333333,95.4040666666,91.1615333333,77.7273000001,89.8990000001
214.44,87.9788666667,79.3701,83.7270666667,84.4620666667,97.2704666667,92.7558666666,86.5092,92.7560000001,91.5485999999,75.8266666667,86.3516666667
214.81,93.3332666667,80.4715,86.0376000001,89.0566666667,104.2138,95.5974666667,90.3772333334,95.2830666667,97.4842666667,76.5094999999,90.4402000001
215.19,95.2830666666,81.1006666667,90.6288666668,91.1948666667,106.8554,95.5974666665,91.9496333333,97.9244666667,100.188666667,77.9243333334,95.6603999999
215.57,103.071266666,90.4868999999,101.947533333,99.1012,118.202266667,106.816466667,103.2209,110.936266667,112.584266667,86.2170666666,107.865066667
215.95,105.017933333,98.9247333333,109.3908,100.9318,123.154133333,110.681,109.139766667,116.917466667,118.207866667,96.8101,109.390733333
216.32,96.9280666667,92.6796666667,100.457466667,93.9215333333,112.9412,100.980266667,101.6013,105.882266667,108.2352,92.7776999999,101.241866667
216.70,98.6538,90.1601333334,101.7948,95.1923333333,113.2052,97.2436666667,102.1474,108.397466667,106.4744,94.7115333334,102.179533333
217.08,112.449733333,95.5420666667,108.273133334,106.747,128.6748,106.104466667,113.132566667,120.562333333,115.8232,106.626466667,114.6988
217.46,134.619933333,112.573066667,122.924,122.5732,157.660733334,127.368333333,136.491233333,143.508866667,137.075933333,122.748533333,143.625666667
217.83,170.101,134.848566667,150.100933333,152.3232,209.292933333,160.808,188.1818,185.656466666,175.5556,158.1818,189.090866667
218.21,237.101466667,180.144933333,194.492733333,198.260866667,279.7102,216.2316,250.724666667,238.2608,230.724733333,198.550833333,253.623133333
218.59,188.7356,134.8276,148.275933333,162.5288,214.942533333,171.2644,192.298766667,189.195466667,170.804466667,152.183933333,211.494133333
218.97,170.940333333,133.162466667,150.598266667,148.888933333,188.376066667,161.538466667,174.1879,175.213533333,154.017,151.0257,191.111066667
219.34,169.333333333,135.583333334,144.333333333,143.333333333,181.666666667,158.166666667,173.416666667,167.166666667,152.833333333,154.833333333,180.666666667
219.72,142.222333333,116.666733333,121.1112,121.605,149.5062,134.320866667,144.382566667,142.839466667,129.8766,133.950666667,148.271666666
220.10,150.512866667,127.948833333,127.179533333,133.2052,157.692333333,141.153933333,148.333433333,154.359066666,142.179466667,144.8717,162.692266667
220.47,161.6352,143.647833333,138.364666667,144.402533333,170.817533333,155.220133333,161.949766667,168.553333333,158.4906,159.308066667,175.723266667
220.85,184.148266667,176.5186,161.481466667,172.5926,197.3332,185.1852,191.851766667,189.037066667,190.370333333,186.3704,215.111066667
221.23,210.0,227.407433333,201.851866666,202.222133333,234.074133333,224.8148,229.1666,224.2592,234.4446,226.666666667,259.2592
221.61,183.768066667,203.6232,184.637666667,184.4928,200.434866667,192.608733334,192.826033333,194.782666667,209.5654,199.782533333,223.3332
221.98,179.166733333,202.5694,187.916533333,185.694466667,199.027733333,195.416666667,184.0277,198.611266667,214.722266667,198.333266667,216.9444
222.36,173.3334,206.383033333,187.234,182.1276,196.312133334,193.9006,181.063766667,201.985666667,213.4752,199.2906,211.631333333
222.74,257.555666667,299.111166667,285.555533333,259.111066667,287.111133333,289.999866667,264.555566667,306.888933333,320.666666667,298.222166666,315.111066667
223.11,305.925933333,333.456833333,329.3828,297.037133333,323.9506,326.419733333,299.2592,349.3826,365.185133333,335.6791,362.222133333
223.49,611.282066667,652.0514,658.974466667,611.282066667,628.205,646.6666,589.999966667,678.9744,711.7948,658.205133333,721.538466667
223.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224.24,4376.66666667,4300.0,4626.66666667,4446.66666667,4126.66666667,4400.0,4010.0,4536.66666667,4690.0,4218.33333333,4770.0
224.62,-1037.5,-993.333333333,-1099.16666667,-1064.16666667,-938.333333334,-1010.0,-905.416666667,-1073.33333333,-1066.66666667,-957.5,-1085.0
225.00,-1211.42866667,-1085.2382,-1256.1906,-1178.09526667,-1093.3334,-1118.09526667,-1017.1429,-1237.14293333,-1196.1904,-1081.9047,-1201.9048
225.38,1940.0,1654.0,1988.0,1870.66666667,1793.33333333,1733.33333333,1670.66666667,1948.0,1869.33333333,1746.0,1850.66666667
225.75,1332.38093333,1093.3333,1386.66686667,1291.42846667,1247.61906667,1173.3334,1189.52383333,1351.42866667,1238.09533333,1179.04773333,1219.99993333
226.13,1416.19033333,1141.90483333,1429.52386667,1370.4762,1327.619,1177.1428,1284.762,1368.5714,1300.9522,1196.66676667,1298.0952
226.51,-773.8888,-580.000033333,-778.8888,-750.0,-727.777733333,-616.111133333,-702.7778,-733.888866667,-702.7778,-615.833233333,-702.7778
226.88,-357.948666667,-277.6924,-367.435933333,-358.717933333,-355.128333333,-293.5898,-353.205133333,-343.3334,-331.282066667,-279.487166667,-326.666666667
227.26,-180.851133333,-146.099333333,-192.340533333,-191.347666667,-190.4964,-157.163066667,-192.127633333,-186.5248,-176.0284,-145.248133333,-165.673733333
227.64,-129.271066667,-106.3545,-137.396066667,-137.6044,-141.458466667,-113.437666667,-141.093933334,-140.000266667,-130.312666667,-106.927266667,-120.729333333
228.01,-99.4239999999,-85.1028,-111.604866667,-105.102866667,-112.757266667,-89.8765333333,-109.9178,-114.897066667,-96.5431333333,-84.1563,-93.6624666667
228.39,-47.3656,-39.0325,-59.1934,-51.6128,-58.8171333333,-40.5378,-57.1506666667,-57.043,-47.9570666666,-39.2473333333,-44.785
228.76,-33.8563333333,-27.7342333333,-44.7058666667,-36.4706,-44.7929333333,-28.8452,-42.9412,-43.6164666667,-36.8628,-28.6056666667,-32.9412
229.14,-24.6442,-21.7415666667,-34.2322666667,-29.4007333333,-35.5430666667,-21.9100666667,-33.1835,-35.7302666667,-27.5656,-23.4083333333,-24.6442666666
229.52,-14.1061333333,-12.3188333333,-21.9000666667,-18.3575333333,-23.2527333333,-11.8196666667,-21.095,-25.3462666667,-15.8454,-11.9968666667,-13.8162666667
229.89,-8.68853333333,-8.6613,-15.3004,-11.4754,-16.4206666667,-6.88533333333,-14.2348666667,-19.3988666667,-11.0656666667,-7.45896666667,-9.50826666668
230.27,-3.985,-4.68673333333,-9.04760000001,-6.41606666667,-11.5789333333,-3.3834,-8.28316666667,-14.5614666667,-5.5638,-3.14526666667,-4.5864
230.65,-3.8384,-5.34083333333,-9.06566666668,-6.36366666666,-12.4748666667,-4.69686666667,-8.85096666667,-15.7323333333,-6.43926666667,-5.202,-5.20206666667
231.02,-3.05266666667,-4.26146666667,-7.44813333333,-4.46886666666,-10.7936,-4.71306666667,-7.00843333334,-14.3590666667,-5.44566666666,-4.2858,-4.42006666667
231.40,-3.208,-3.38353333333,-6.5164,-2.88233333333,-9.57386666667,-3.7844,-4.96243333333,-13.6342,-4.9122,-3.87226666667,-3.78453333334
231.78,0.913466666665,0.888866666667,-2.51846666666,1.65426666667,-5.53093333334,0.197666666665,-0.444366666674,-10.2962666667,-0.814733333333,0.703833333332,0.543333333339
232.15,0.760533333333,0.899966666666,-1.52086666667,1.54626666667,-6.7428,-1.52086666667,-2.63626666666,-10.4183333334,-2.56026666667,0.608366666666,0.60826666666
232.53,-4.85599999999,-4.10156666666,-5.04813333333,-3.12753333333,-11.7695333333,-7.70913333334,-8.7791,-15.7202,-8.06579999999,-4.40333333333,-3.56659999999
232.90,-4.30386666667,-2.4051,-3.8256,-2.0816,-10.183,-7.31373333335,-8.4668,-14.5990666667,-6.329,-2.37683333333,-1.2096
233.28,-9.91079999999,-6.47326666667,-8.09513333333,-5.11913333333,-15.6250666667,-11.3988666667,-13.1845,-18.3034666667,-10.387,-5.61003333334,-3.7798
233.66,-12.7189333333,-8.6177,-10.9062,-8.26419999999,-18.4946,-14.7772666667,-16.5283666666,-20.8908666667,-13.9478,-8.15656666666,-5.65286666667
234.03,-11.4898,-6.1598,-8.57140000001,-7.77273333334,-17.7879333333,-13.3641333333,-15.4684666667,-18.5254,-11.8894,-6.78970000001,-3.50233333334
234.41,-12.3726,-6.97243333333,-10.1892666667,-7.8894,-17.0888666667,-12.9839333333,-17.2634666667,-18.6317333333,-12.5182,-7.42353333333,-3.52266666666
234.78,-15.889,-10.8056,-14.3056,-12.3612,-18.6944666667,-15.2778666667,-21.1668333333,-20.6944666666,-16.2500666667,-10.3056666667,-7.22213333333
235.16,-15.2732666667,-11.4208,-13.8524666667,-12.1858,-16.9670666667,-13.1420666666,-20.3552666667,-18.3332666667,-15.2732,-10.4644333333,-5.84713333333
235.54,-10.9396,-8.42983333333,-9.98706666667,-8.98313333332,-13.256,-9.11206666667,-15.7657333333,-14.0283333333,-10.6049333333,-6.9627,-1.82746666667
235.91,-14.798,-11.9949333333,-14.6969333333,-12.2474666667,-17.2726666667,-12.2726666667,-19.1666666667,-15.7574666667,-13.0052,-10.4419,-5.25253333333
236.29,-11.3781333333,-8.9164,-11.543,-8.83399999999,-13.8986666667,-7.49126666666,-13.5098666667,-11.8021333333,-8.622,-7.93883333333,-2.37933333333
236.66,-6.51326666666,-4.32013333333,-6.9298,-5.26320000001,-9.16673333334,-2.2148,-7.97136666666,-6.79833333335,-3.99126666667,-3.2235,1.40360000001
237.04,-2.26193333333,-0.515899999998,-2.4604,-1.74586666667,-4.46426666667,1.98406666667,-3.39283333333,-2.16279999999,-0.198399999998,1.28966666667,4.58326666667
237.41,3.93126666667,6.01446666666,2.95286666667,3.7682,2.78986666667,7.50006666665,2.08333333333,3.15213333334,5.86953333334,7.63586666667,8.94926666667
237.79,4.35293333333,6.39236666666,3.34186666667,4.19873333333,4.11306666667,8.51746666667,3.02483333333,3.599,6.54659999999,7.80650000001,8.96306666667
238.17,3.80013333333,5.52003333333,2.11293333333,3.66906666666,3.4726,8.25559999999,2.3998,2.4242,5.81493333334,7.96893333333,8.8124
238.54,5.39913333333,7.2222,3.67766666667,5.43026666666,5.4774,10.1094666667,4.31916666667,4.14713333333,7.44913333333,9.74170000001,10.5006666667
238.92,8.11786666666,10.3520666667,6.523,8.06026666667,7.5862,12.5000666667,7.68683333333,6.66666666667,10.2298,12.4425333333,13.5777333333
239.29,8.44960000001,11.2641,6.7864,8.62273333333,7.7844,13.1203333333,8.23676666667,6.41386666667,10.2195333333,12.8076,13.9187333333
239.67,6.77726666667,9.71753333333,4.99686666667,6.58073333333,6.05273333333,11.6144666667,5.48176666667,4.88646666667,7.91906666667,10.6568666667,11.9091333333
240.04,6.2458,8.60643333333,4.5506,5.3812,5.31286666667,10.1820666667,4.19803333333,3.4698,6.1774,9.42553333334,11.1034666667
240.42,5.1172,7.12043333333,3.4148,3.99593333333,3.9858,8.63413333333,2.518,2.18153333333,4.44433333333,7.88483333333,9.53106666667
240.79,4.23986666667,5.78756666667,2.4176,3.24173333334,3.16833333333,7.94866666667,1.49736666667,1.337,3.1868,6.2821,8.32406666667
241.17,3.71286666667,5.13276666667,1.85233333333,2.701,2.5542,7.51526666667,0.8772,1.02806666667,2.807,4.72866666667,7.81726666666
241.54,3.5014,4.58693333333,1.64473333334,2.3318,2.10533333333,7.39773333333,0.902666666665,1.08186666667,2.28793333333,4.03876666667,7.63160000001
241.92,3.77246666667,5.0764,1.90953333333,2.47513333333,2.149,7.75106666667,1.3406,1.35073333333,2.74106666667,4.1782,7.91073333333
242.29,3.17066666667,4.5809,1.3758,1.78866666667,1.52586666667,6.93546666667,0.922433333334,0.881933333332,2.00746666667,3.2491,7.19193333333
242.67,2.5994,4.06733333333,0.825266666665,0.943133333333,0.7838,6.0772,0.4892,0.636600000002,1.3734,2.62306666667,6.48986666667
243.05,2.5904,3.6549,0.8654,1.0134,0.774200000001,5.9378,0.261866666667,0.728733333334,1.27533333333,2.43956666667,6.46740000001
243.42,2.79813333333,3.63446666667,1.37133333333,1.03113333333,0.892000000001,6.00893333333,0.490400000001,1.21513333333,1.6778,2.7648,6.77259999999
243.80,3.05413333333,3.98193333333,1.94833333333,1.64753333333,1.18786666667,5.9332,1.06466666667,1.65306666667,1.97033333333,3.377,7.09373333334
244.17,4.1792,5.4176,3.18233333333,2.9222,2.48733333333,7.1332,2.6623,2.9648,3.25113333333,4.44173333333,8.24719999999
244.55,4.79546666667,6.0934,3.71113333334,3.59133333333,3.14833333333,7.6778,3.33856666667,3.6956,3.81026666667,4.97523333333,8.93933333333
244.92,4.59113333333,5.8538,3.76086666667,3.3508,2.8256,7.41193333333,3.3508,3.2858,3.826,4.71606666667,8.8924
245.30,4.20246666667,5.3009,3.3858,2.93206666667,2.35913333333,6.99606666667,2.906,2.62173333333,3.15186666667,4.52,8.49080000001
245.67,3.40026666667,4.49123333333,2.606,2.1062,1.6332,6.30066666667,2.11946666667,1.83393333333,2.307,3.976,7.70653333333
246.05,3.09353333333,4.1606,2.4714,1.8008,1.56506666667,6.10986666667,1.92273333333,1.82926666667,2.00393333333,3.83743333333,7.53246666667
246.42,3.36513333333,4.57383333333,2.75333333333,2.1862,2.27566666667,6.68913333333,2.2198,2.2906,2.50333333333,4.2604,8.04326666667
246.79,3.65106666667,4.80163333333,3.00526666667,2.4386,2.66526666667,7.14753333333,2.39393333334,2.4592,2.68246666667,4.33796666667,8.27753333333
247.17,3.85613333333,5.3543,3.38913333333,2.82013333333,3.09193333333,7.66106666667,2.76106666667,2.91286666667,3.06653333333,4.71133333333,8.55640000001
247.54,4.00193333333,5.5134,3.52,2.99313333333,3.36046666666,7.9012,2.91173333333,3.04726666667,3.31833333333,4.84806666667,8.62393333333
247.92,3.93886666666,5.3204,3.35526666667,2.725,3.23853333334,7.86306666667,2.62723333333,2.8738,3.31426666667,4.70016666667,8.56886666667
248.29,3.7418,4.97343333333,3.0854,2.3886,2.90173333333,7.7248,2.27096666667,2.62653333333,3.13126666667,4.48473333333,8.34419999999
248.67,3.55106666667,4.78503333333,2.89473333333,2.13533333333,2.72273333333,7.62693333333,2.1655,2.31026666667,3.14986666667,4.28766666667,8.10266666667
