wavelength,Back_TanChrf,Belly_TanChrf,Breast_TanChrf,Crissum_TanChrf,Crown_TanChrf,DorTail_TanChrf,Patch10_TanChrf,Patch11_TanChrf,Patch12_TanChrf,Patch13_TanChrf,Rump_TanChrf,Throat_TanChrf,WingTip_TanChrf
508.93,3.81133333333,13.5749166667,42.8785833333,10.0248333333,3.62625,4.61983333334,24.2830833333,21.6455833334,11.2983333333,2.13341666667,48.9074166667,31.1065833334,6.32633333333
509.27,3.88416666667,13.6798333333,43.2584166667,10.13775,3.69025,4.7045,24.4823333333,21.8805833333,11.4419166667,2.19658333333,49.3120833334,31.3956666667,6.42716666667
509.62,3.86391666667,13.6854166667,43.602,10.1578333333,3.6825,4.69775,24.61225,22.0321666667,11.474,2.18516666666,49.6371666667,31.5890833333,6.41391666667
509.97,3.86416666667,13.7156666667,43.908,10.1719166667,3.689,4.684,24.731,22.1674166667,11.5331666667,2.16625,49.9265833334,31.7759166667,6.4125
510.32,3.87516666666,13.77525,44.23525,10.2049166667,3.68625,4.69766666667,24.8776666667,22.34575,11.599,2.17558333333,50.2693333333,32.0043333333,6.431
510.66,3.91008333333,13.8416666667,44.5721666667,10.2553333333,3.70541666667,4.71058333333,25.0325833334,22.5358333333,11.6816666667,2.20275,50.6188333334,32.20775,6.44625
511.01,3.9275,13.8993333334,44.8790833334,10.2835,3.72533333333,4.71833333333,25.187125,22.7281666667,11.75625,2.21116666667,50.9794166666,32.4284166667,6.4695
511.36,3.95833333333,13.9406666666,45.17,10.3219166666,3.755,4.742,25.334125,22.9233333333,11.8320833333,2.23625,51.3180833333,32.6399166667,6.51108333333
511.70,3.94616666666,13.9666666667,45.4695833333,10.344,3.75366666667,4.72041666666,25.4590416667,23.0499166667,11.8950833333,2.22725,51.6181666666,32.834,6.50116666667
512.05,3.94533333333,14.0166666667,45.85575,10.3959166667,3.76466666667,4.72591666667,25.6640416667,23.2474166667,11.9884166667,2.22225,52.0400833333,33.0774166667,6.50025
512.40,3.95425,14.0608333333,46.20025,10.4405833333,3.76358333333,4.73908333333,25.8525416667,23.4246666667,12.0810833333,2.21408333333,52.3770833333,33.3004166667,6.51175
512.75,3.97283333333,14.1085,46.5225833333,10.4816666667,3.77,4.75883333333,25.9949583333,23.5956666667,12.1503333333,2.23308333333,52.7364166667,33.5226666667,6.51833333333
513.09,3.96208333333,14.12725,46.7936666667,10.476,3.75483333334,4.72441666667,26.140875,23.74775,12.1898333333,2.21191666667,53.01725,33.7033333333,6.49258333333
513.44,3.98533333333,14.1741666667,47.1206666666,10.5199166667,3.76458333333,4.73925,26.3224166667,23.9468333333,12.2919166667,2.22966666667,53.3854166667,33.9473333333,6.49733333333
513.79,4.00958333333,14.2240833333,47.4786666667,10.576,3.78191666667,4.755,26.5197083333,24.154,12.3738333333,2.24258333333,53.8051666667,34.2225833333,6.50925
514.13,3.98575,14.2361666666,47.8270833333,10.5901666667,3.75916666667,4.73191666667,26.697625,24.3271666667,12.4355833333,2.22591666667,54.18375,34.446,6.48683333333
514.48,3.96275,14.23225,48.1371666667,10.5988333333,3.74141666667,4.71358333333,26.854375,24.47225,12.482,2.1915,54.4911666667,34.66725,6.48041666667
514.83,3.94375,14.246,48.525,10.6136666667,3.72316666667,4.70275,27.04975,24.6548333333,12.5335,2.16825,54.8985833333,34.9185833333,6.44425
515.17,3.9065,14.2811666667,48.92925,10.6216666667,3.67191666667,4.66841666667,27.2528333333,24.8531666667,12.60375,2.12441666667,55.3433333333,35.1976666667,6.38266666667
515.52,3.9125,14.349,49.3661666667,10.6580833333,3.66133333333,4.693,27.509,25.0994166667,12.69775,2.11783333333,55.8068333333,35.4823333333,6.38016666667
515.87,3.92641666667,14.3941666667,49.75475,10.6805,3.663,4.70633333333,27.7419583333,25.3388333333,12.7800833333,2.13016666667,56.256,35.7965,6.40033333334
516.21,3.93333333333,14.4356666667,50.1386666666,10.7194166667,3.67,4.70125,27.98325,25.5681666667,12.873,2.15025,56.72025,36.09,6.41858333333
516.56,3.95291666666,14.5129166667,50.5713333333,10.7888333333,3.70416666666,4.73875,28.2533333333,25.80825,13.0035833333,2.17875,57.1810833334,36.3879166667,6.4655
516.91,4.00308333333,14.5925,51.0245833333,10.8718333333,3.75508333333,4.78975,28.5372083333,26.05125,13.1303333333,2.21783333334,57.6806666667,36.6784166667,6.519
517.25,3.9915,14.6386666666,51.3884166667,10.8954166667,3.73458333334,4.77616666666,28.775375,26.2501666667,13.1988333333,2.19108333333,58.13025,36.9505833333,6.51766666666
517.60,3.9785,14.6755833333,51.7091666667,10.9234166666,3.70591666666,4.77416666666,28.975,26.4200833334,13.2573333333,2.18891666666,58.4596666667,37.1661666667,6.50341666667
517.95,3.98733333333,14.71375,52.0326666667,10.9553333333,3.70591666667,4.78141666666,29.1666666667,26.5995833334,13.331,2.193,58.8014166666,37.4186666667,6.50108333333
518.29,4.01533333333,14.7856666667,52.3445833333,11.0075,3.72658333333,4.81683333333,29.372625,26.814,13.4215833333,2.22408333333,59.16175,37.6579166666,6.50858333333
518.64,4.03616666667,14.8408333333,52.6173333333,11.0451666666,3.74316666667,4.83033333334,29.5661666666,27.00075,13.51175,2.24908333333,59.4805,37.8661666667,6.54133333333
518.99,4.05508333333,14.88525,52.9190833334,11.0843333333,3.7665,4.85408333333,29.755125,27.1826666667,13.5895,2.26783333333,59.81275,38.0839166667,6.55966666667
519.33,4.06366666667,14.9225,53.1805833333,11.1221666667,3.77425,4.85616666667,29.9179166667,27.3723333333,13.65,2.27625,60.13575,38.3001666667,6.56233333334
519.68,4.07375,14.98325,53.4723333334,11.1625833334,3.78141666666,4.86566666666,30.100875,27.54925,13.7428333333,2.28933333334,60.4508333333,38.48975,6.56466666666
520.02,4.07625,15.0253333333,53.7825833333,11.19425,3.77125,4.87291666667,30.2862083334,27.7325833333,13.81375,2.28208333333,60.78275,38.7085833333,6.54575
520.37,4.0915,15.0776666666,54.1015833333,11.2276666667,3.76758333333,4.88308333333,30.4925,27.94125,13.8905833333,2.2825,61.1601666667,38.9598333333,6.54325
520.72,4.07775,15.1060833333,54.3909166667,11.2520833333,3.75141666666,4.87933333334,30.662375,28.1310833333,13.9638333333,2.26966666667,61.47275,39.1879166667,6.52525
521.06,4.11008333333,15.16375,54.6639166666,11.2991666667,3.78183333333,4.90475,30.8297916667,28.3378333333,14.0466666667,2.30075,61.7365,39.3839166666,6.55691666667
521.41,4.14608333333,15.2520833333,55.0376666667,11.3558333333,3.831,4.93708333333,31.08525,28.6125,14.1871666667,2.33741666667,62.19275,39.6821666666,6.58775
521.75,4.17108333333,15.3160833333,55.4074166667,11.3993333333,3.86483333333,4.9555,31.3720416666,28.8748333334,14.2968333333,2.34966666667,62.6418333334,39.94975,6.60991666667
522.10,4.17358333334,15.36225,55.80675,11.4481666667,3.87683333333,4.95291666666,31.6626666667,29.1418333334,14.4126666667,2.34516666667,63.11375,40.2591666667,6.61666666667
522.45,4.14933333333,15.3719166667,56.20275,11.454,3.83191666667,4.93175,31.9214583333,29.3780833333,14.4931666666,2.31575,63.55025,40.5405833333,6.575
522.79,4.12633333333,15.4065833333,56.60725,11.47825,3.80366666667,4.90158333333,32.246875,29.6290833333,14.5895,2.2845,64.0289166667,40.8628333333,6.5735
523.14,4.12975,15.4410833333,57.0326666667,11.51125,3.79983333333,4.90408333334,32.587125,29.9045833333,14.7021666667,2.27475,64.5084166667,41.1795833333,6.57216666666
523.48,4.13466666667,15.4729166667,57.42325,11.5446666667,3.78516666667,4.90133333333,32.8879583333,30.15725,14.7904166667,2.26083333334,64.9839166667,41.4795,6.57366666667
523.83,4.11466666667,15.50225,57.8196666667,11.55175,3.78008333333,4.89566666667,33.183375,30.4155,14.8770833333,2.24516666666,65.4641666667,41.8075833333,6.57725
524.17,4.0905,15.525,58.13975,11.5701666667,3.75608333333,4.871,33.4657083334,30.6359166667,14.9659166667,2.22291666667,65.8918333333,42.0976666666,6.56883333333
524.52,4.08016666667,15.54,58.5080833333,11.5769166667,3.73716666667,4.86491666666,33.7640833334,30.8878333333,15.0449166667,2.20958333333,66.3551666667,42.4030833333,6.54958333333
524.87,4.055,15.5518333333,58.9040833334,11.5871666667,3.70575,4.859,34.0679166666,31.1215,15.1438333333,2.189,66.8325,42.70625,6.52283333333
525.21,4.03291666666,15.5435,59.2218333333,11.58575,3.66433333333,4.83408333334,34.313125,31.31875,15.2004166667,2.15158333333,67.2175,42.9495833333,6.49841666667
525.56,4.02691666667,15.57575,59.6024166667,11.6261666667,3.64691666667,4.83633333334,34.59975,31.5429166667,15.3051666666,2.13816666667,67.67675,43.23875,6.49325
525.90,4.03158333333,15.6196666666,60.0221666667,11.6530833333,3.64141666667,4.85166666667,34.9671666667,31.80225,15.4173333333,2.141,68.2025833333,43.5748333333,6.51108333333
526.25,4.04125,15.6874166666,60.5195,11.693,3.662,4.86733333333,35.3445833333,32.09775,15.55225,2.15558333333,68.7566666666,43.9440833333,6.53825
526.59,4.06725,15.7458333333,60.9319166667,11.7495,3.67733333334,4.8965,35.6785416667,32.3741666666,15.6783333333,2.18058333333,69.2455833333,44.2765833333,6.55666666667
526.94,4.08075,15.7948333334,61.3469166667,11.7913333333,3.68,4.90258333333,35.9902083333,32.627,15.79325,2.18825,69.7358333334,44.6076666667,6.57991666667
527.28,4.07525,15.8415,61.684,11.827,3.68666666667,4.90133333333,36.2689166667,32.861,15.892,2.18741666666,70.1291666667,44.8855,6.5845
527.63,4.0925,15.8945833333,61.9890833334,11.8631666667,3.70158333333,4.90916666667,36.5185416667,33.0795,15.9868333334,2.19925,70.4855833333,45.1189166667,6.58816666667
527.97,4.09216666667,15.9163333333,62.27525,11.8868333333,3.70525,4.912,36.7130416667,33.2631666667,16.0690833334,2.19841666667,70.78225,45.3281666666,6.58266666667
528.32,4.08825,15.939,62.4965833333,11.9118333333,3.69841666667,4.89958333333,36.8765416667,33.41625,16.1401666666,2.19708333333,71.0415,45.50925,6.57608333333
528.66,4.09783333333,15.9734166666,62.7074166666,11.9456666667,3.70966666667,4.9075,37.0402916666,33.5730833333,16.21325,2.20908333333,71.2889166667,45.6868333333,6.58341666667
529.01,4.10166666667,16.0205833333,62.9295,11.977,3.72108333333,4.91583333333,37.2096666667,33.7421666667,16.2925833333,2.22208333333,71.54125,45.8683333333,6.59175
529.35,4.10416666667,16.0499166667,63.1269166667,11.9968333333,3.7175,4.91675,37.3761666667,33.9138333333,16.3621666667,2.21958333333,71.779,46.0449166667,6.59358333333
529.70,4.10116666667,16.0718333333,63.32725,12.0135,3.70041666667,4.89775,37.509875,34.0711666667,16.4220833334,2.20708333333,71.989,46.203,6.57025
530.04,4.11441666667,16.1154166667,63.50575,12.0571666666,3.70416666666,4.90883333334,37.68375,34.2579166667,16.509,2.20908333334,72.2306666667,46.3771666666,6.57325
530.39,4.10308333333,16.13575,63.729,12.0759166667,3.69941666667,4.90033333333,37.8787916667,34.464,16.5945,2.19933333333,72.4914166667,46.5618333333,6.56958333333
530.73,4.07891666667,16.1575,63.9653333333,12.0935,3.68066666667,4.88333333333,38.1067916667,34.6815833333,16.6805,2.17716666666,72.78425,46.7545,6.54158333333
531.08,4.08666666667,16.1964166667,64.29125,12.1273333333,3.67658333333,4.8905,38.3928333333,34.9503333334,16.8030833333,2.17816666667,73.1685833333,47.0033333333,6.5375
531.42,4.07633333334,16.2213333333,64.6284166666,12.1676666667,3.65283333333,4.8855,38.7029583333,35.2309166666,16.9263333333,2.16233333333,73.5735,47.2695833333,6.52933333333
531.77,4.07466666667,16.2765833333,64.9705833334,12.2028333333,3.63941666667,4.88425,39.0592916667,35.5269166667,17.061,2.1585,74.0151666667,47.5575833334,6.527
532.11,4.06125,16.3225833333,65.284,12.2353333333,3.6405,4.89308333333,39.3847916667,35.7916666667,17.1879166667,2.14716666667,74.3923333333,47.7983333334,6.53058333333
532.46,4.06716666667,16.3825,65.6249166667,12.2786666667,3.64058333333,4.88525,39.7168333333,36.0958333333,17.3265833334,2.142,74.79025,48.0874166667,6.53666666667
532.80,4.06691666667,16.4096666667,65.912,12.3194166667,3.6345,4.88608333333,40.0112916667,36.349,17.4323333334,2.1285,75.14025,48.3095,6.52558333333
533.15,4.06925,16.4619166667,66.2215,12.3550833333,3.64566666667,4.88616666667,40.3045833334,36.61425,17.5525,2.14125,75.4874166667,48.54725,6.52525
533.49,4.08283333333,16.5290833333,66.5093333333,12.4121666667,3.67408333334,4.91383333333,40.5950833333,36.888,17.6908333333,2.16908333334,75.8421666667,48.7965,6.55041666667
533.84,4.07766666667,16.5455833333,66.7545,12.4389166667,3.67508333333,4.90733333333,40.845,37.12675,17.7866666667,2.1685,76.15775,49.0144166667,6.54725
534.18,4.09608333333,16.612,67.0674166667,12.5003333333,3.68808333333,4.92591666666,41.1325833333,37.4108333333,17.91475,2.18641666667,76.5194166667,49.2765,6.55216666667
534.52,4.12275,16.6815,67.30925,12.55525,3.70908333333,4.95241666667,41.39675,37.6821666667,18.0555,2.20825,76.8159166666,49.5009166666,6.57416666667
534.87,4.11441666666,16.7280833333,67.5711666667,12.5939166666,3.70575,4.94633333333,41.6615,37.9428333334,18.1804166667,2.20308333333,77.14325,49.7574166667,6.56916666667
535.21,4.128,16.8055,67.79975,12.6445833333,3.72958333333,4.9645,41.9090416666,38.1931666667,18.3185,2.22141666667,77.4144166667,49.9740833333,6.58116666667
535.56,4.158,16.8649166667,68.0498333333,12.7225833334,3.76575,5.0,42.1754583333,38.47575,18.4546666667,2.25158333333,77.7106666667,50.2131666666,6.61608333334
535.90,4.19108333333,16.93575,68.3319166667,12.7859166666,3.78616666667,5.02133333333,42.471,38.7928333334,18.6051666666,2.28016666667,78.0828333333,50.4931666667,6.64491666667
536.25,4.20875,16.98925,68.57075,12.8390833334,3.80175,5.04808333333,42.7432083333,39.0701666667,18.7308333333,2.2935,78.40975,50.7048333333,6.66025
536.59,4.22608333333,17.0589166666,68.8246666667,12.8821666667,3.81816666667,5.06716666667,43.0199583333,39.35825,18.879,2.31866666667,78.7289166667,50.9734166667,6.70383333333
536.93,4.21558333333,17.1014166667,69.0183333334,12.914,3.80916666667,5.07016666667,43.248125,39.6064166667,18.9840833333,2.30733333333,79.0221666667,51.1801666667,6.70991666667
537.28,4.19691666667,17.133,69.2391666667,12.9435,3.79741666667,5.06816666667,43.5097083333,39.8589166667,19.086,2.29016666667,79.3174166666,51.3731666667,6.69575
537.62,4.184,17.1931666667,69.4736666667,12.9685833334,3.78583333333,5.07158333333,43.7482083333,40.1215833333,19.21,2.28258333333,79.5719166667,51.5961666667,6.69983333333
537.97,4.17133333333,17.2528333334,69.7410833334,13.0015833334,3.76691666666,5.06375,44.0567916667,40.4110833333,19.3441666667,2.268,79.92425,51.8641666667,6.70241666667
538.31,4.17525,17.3075,70.168,13.05075,3.75683333333,5.06508333334,44.4334166667,40.7864166666,19.51175,2.26033333333,80.4204999999,52.1985833333,6.69058333333
538.65,4.18208333333,17.3665833334,70.5289166666,13.09825,3.76575,5.06075,44.8249583333,41.1591666666,19.6839166667,2.25191666667,80.8929166667,52.496,6.683
539.00,4.16783333333,17.4035833333,70.9211666667,13.12925,3.741,5.05,45.2254166667,41.5401666667,19.851,2.22966666667,81.3925000001,52.82325,6.67825
539.34,4.1545,17.45725,71.2591666667,13.1416666667,3.7215,5.02533333334,45.5528333333,41.8651666667,20.006,2.2065,81.8463333334,53.10775,6.64941666667
539.69,4.13375,17.5020833333,71.59075,13.158,3.69575,5.00458333334,45.874,42.1730833333,20.13075,2.17808333333,82.2290833334,53.364,6.62375
540.03,4.12883333333,17.5371666667,71.898,13.188,3.6785,5.00641666667,46.1941666667,42.4526666667,20.2729166667,2.16116666667,82.6024166668,53.6209166667,6.607
540.37,4.13258333333,17.5680833333,72.2341666667,13.2348333333,3.67225,5.002,46.49575,42.7535833334,20.4216666667,2.1485,83.0205833334,53.8856666667,6.60341666666
540.72,4.13991666667,17.6040833333,72.50625,13.2655833333,3.66841666667,5.00375,46.7676666667,43.0133333333,20.5485,2.14175,83.3548333332,54.105,6.60241666667
541.06,4.16241666666,17.6513333333,72.7865,13.3041666667,3.68391666667,5.01916666667,47.0197916667,43.3005,20.7074166667,2.14841666667,83.7070833333,54.3641666667,6.63583333334
541.40,4.18383333333,17.6994166667,73.0404166667,13.3545833333,3.69275,5.025,47.2684583333,43.5679166667,20.8446666667,2.16208333334,84.0483333332,54.5678333333,6.62425
541.75,4.18325,17.71725,73.1444166667,13.3678333333,3.70558333333,5.0315,47.4051666667,43.7305,20.9516666666,2.16591666667,84.2284999999,54.6755833333,6.62066666667
542.09,4.18541666667,17.7595833333,73.25875,13.3955,3.71708333334,5.04366666667,47.5723333333,43.9165,21.05325,2.17333333334,84.4471666667,54.8200833333,6.63925
542.43,4.1885,17.7993333333,73.3823333333,13.4275,3.72258333333,5.06466666667,47.7009166667,44.109,21.14825,2.18108333333,84.6195833333,54.9490833333,6.65841666667
542.78,4.22208333333,17.8664166667,73.555,13.4913333333,3.76108333333,5.10525,47.87125,44.3604166666,21.3063333333,2.217,84.8550833333,55.1311666667,6.68841666666
543.12,4.23508333333,17.918,73.7514166667,13.5405,3.7735,5.1325,48.075875,44.6366666667,21.4578333333,2.22908333333,85.0742500001,55.2995833333,6.70808333333
543.46,4.25033333333,17.9725833333,73.9320833333,13.5986666667,3.80416666667,5.17133333333,48.2655,44.9123333333,21.6375,2.25225,85.3218333333,55.49925,6.73966666667
543.81,4.25866666667,18.0330833333,74.1576666667,13.6535,3.82633333334,5.19083333334,48.4820416667,45.2234166667,21.8065833333,2.269,85.6228333333,55.73075,6.77408333333
544.15,4.25491666667,18.0853333333,74.3148333333,13.6870833333,3.82925,5.1905,48.7062083333,45.4878333333,21.9628333333,2.25525,85.8514999999,55.9104166667,6.76116666667
544.49,4.24,18.1280833333,74.4955833333,13.7358333333,3.82466666667,5.2055,48.913625,45.7650833333,22.1271666667,2.25358333333,86.0740833333,56.11725,6.76758333333
544.84,4.22233333333,18.1616666667,74.65325,13.7749166667,3.80158333333,5.1945,49.1202916667,46.01725,22.262,2.24166666667,86.2850833333,56.29975,6.7435
545.18,4.23783333333,18.2329166667,74.92025,13.8454166667,3.825,5.24083333333,49.4309166666,46.32975,22.4480833333,2.257,86.6019166667,56.5880833333,6.79775
545.52,4.25683333333,18.2966666667,75.2226666666,13.907,3.83225,5.25775,49.702,46.6565833333,22.6181666667,2.25425,86.9033333333,56.8535,6.825
545.87,4.24416666667,18.3425,75.4433333333,13.9396666667,3.82358333333,5.2515,49.9294583333,46.9423333333,22.77625,2.24533333333,87.11575,57.0683333333,6.81883333333
546.21,4.24675,18.3910833333,75.6886666666,13.9874166667,3.81458333333,5.2565,50.16575,47.2475,22.9585,2.25241666667,87.3557500001,57.3246666667,6.82166666667
546.55,4.2445,18.4285833333,75.898,14.0254166667,3.816,5.25333333334,50.402375,47.50475,23.1045,2.25241666666,87.5931666667,57.5468333333,6.83341666667
546.90,4.21966666666,18.4624166667,76.0714166666,14.0536666667,3.79,5.23741666667,50.587375,47.7346666667,23.2235833333,2.23558333334,87.7747500001,57.7438333333,6.81791666667
547.24,4.22825,18.5163333333,76.3208333334,14.0874166667,3.76958333333,5.22625,50.8337083333,47.9839166667,23.3630833333,2.227,88.0460833333,57.971,6.79891666666
547.58,4.23716666667,18.5923333334,76.492,14.1353333333,3.784,5.23841666667,51.03,48.2388333333,23.5158333334,2.24158333333,88.22925,58.1531666667,6.80041666666
547.92,4.27566666666,18.6836666666,76.7095833333,14.2065833333,3.81308333334,5.28925,51.2222083333,48.5133333333,23.6855,2.295,88.4305833333,58.3679166667,6.83375
548.27,4.30808333333,18.774,77.056,14.2655,3.83783333333,5.29591666667,51.484375,48.8426666667,23.8786666667,2.31058333333,88.7577499999,58.6345,6.84791666667
548.61,4.32291666667,18.8546666667,77.34175,14.3238333333,3.85308333333,5.30441666667,51.7159583333,49.1188333333,24.0878333333,2.31416666667,89.0231666666,58.8594166667,6.86858333333
548.95,4.30691666667,18.88425,77.4788333333,14.34625,3.83383333333,5.26008333334,51.8428333334,49.3468333333,24.234,2.29108333333,89.1483333333,58.98125,6.84466666666
549.29,4.26941666667,18.9251666667,77.6815833333,14.3566666666,3.80516666667,5.23783333333,52.0925,49.6338333333,24.4055,2.27691666667,89.3695,59.17475,6.8165
549.64,4.31283333333,19.0564166667,78.0743333333,14.4653333333,3.84108333333,5.29691666667,52.4417916667,50.0428333333,24.6855,2.3125,89.7920833334,59.521,6.85608333333
549.98,4.31666666667,19.1311666667,78.3565833333,14.5305833333,3.84991666666,5.29525,52.754875,50.3891666667,24.9105833333,2.31058333333,90.1287499999,59.7773333333,6.8685
550.32,4.30666666666,19.1968333333,78.591,14.559,3.82341666667,5.29683333333,53.0150833333,50.70475,25.1044166666,2.28275,90.3811666667,59.97125,6.83525
550.66,4.30691666667,19.24175,78.9075,14.5861666667,3.81425,5.27566666667,53.3435416667,51.0319166667,25.3173333333,2.25416666667,90.7607499999,60.23425,6.84125
551.01,4.30416666667,19.3111666666,79.1855,14.6615833333,3.81525,5.28583333333,53.6621666667,51.4429166666,25.5565833333,2.25483333333,91.1014166666,60.5036666667,6.86075
551.35,4.25458333333,19.3036666667,79.3910833333,14.6574166667,3.74241666667,5.23908333333,53.8987916666,51.6634166667,25.71875,2.20683333333,91.3300833334,60.6710833333,6.80691666667
551.69,4.20266666667,19.3160833333,79.60675,14.6725833333,3.68375,5.18958333333,54.134,51.9198333333,25.8884166666,2.15366666667,91.5805833334,60.851,6.76741666667
552.03,4.23383333333,19.3780833333,79.823,14.72675,3.68066666667,5.20466666667,54.4369583333,52.233,26.0961666666,2.15641666667,91.8856666667,61.1134166667,6.76075
552.38,4.24591666667,19.4401666667,80.0885833333,14.7885833334,3.69466666667,5.2265,54.7404166666,52.5375833333,26.2965833334,2.16933333334,92.1673333334,61.3541666667,6.78291666667
552.72,4.272,19.5149166667,80.35475,14.8609166667,3.72116666666,5.24691666667,54.99925,52.8479166667,26.49725,2.16991666667,92.4751666667,61.6074166667,6.80666666667
553.06,4.32408333333,19.5989166667,80.60225,14.9655833333,3.76083333333,5.2695,55.24525,53.1545,26.7353333333,2.20275,92.7880833333,61.8084166667,6.83466666667
553.40,4.34116666667,19.62275,80.6650833333,14.9925,3.78091666667,5.2575,55.3899583333,53.3310833334,26.8794166667,2.20666666667,92.8651666666,61.892,6.85241666667
553.74,4.37725,19.6790833334,80.8179166667,15.0573333333,3.81866666667,5.29375,55.54925,53.53425,27.0630833333,2.23791666667,93.0129999999,62.0356666667,6.85241666667
554.09,4.3605,19.7005833334,80.9731666667,15.1191666667,3.81983333334,5.2695,55.7226666666,53.7468333333,27.21625,2.24483333333,93.1775833334,62.2135833334,6.84825
554.43,4.38625,19.74175,81.0796666666,15.1888333333,3.852,5.273,55.874875,54.00575,27.3975833333,2.27133333333,93.3184166667,62.3755833333,6.86
554.77,4.39458333334,19.7714166666,81.1153333333,15.2204166667,3.862,5.27966666667,55.9411666667,54.1631666667,27.5320833333,2.27758333333,93.2826666668,62.43925,6.86925
555.11,4.42125,19.8146666667,81.2461666667,15.2993333333,3.89425,5.28683333333,56.1265833333,54.4270833333,27.7433333333,2.30375,93.4580833333,62.6390833333,6.87741666666
555.45,4.44908333334,19.872,81.3531666666,15.3679166667,3.91408333333,5.32283333333,56.3042916667,54.6680833333,27.9251666667,2.32866666667,93.5725833333,62.7680833333,6.90225
555.80,4.45266666667,19.9061666667,81.3604166666,15.41125,3.95225,5.34008333333,56.3660416667,54.8126666667,28.12125,2.36375,93.5140833332,62.7795,6.96366666667
556.14,4.478,19.9675,81.4153333333,15.4911666667,3.9845,5.36566666667,56.4680833333,55.0365833334,28.2880833333,2.41066666667,93.6180000001,62.8735833333,6.97791666667
556.48,4.45641666667,19.96725,81.4874166667,15.5086666667,3.94866666667,5.34183333333,56.6183333334,55.2295,28.4824166666,2.40883333334,93.7058333332,62.9518333333,6.95133333333
556.82,4.48933333333,20.0614166667,81.67525,15.59,3.97166666667,5.397,56.8383333333,55.5305,28.72825,2.44825,93.8873333334,63.19425,7.00866666667
557.16,4.41008333333,20.0653333333,81.8865,15.60825,3.88766666667,5.34383333333,57.02575,55.8016666667,28.9291666667,2.389,94.1171666666,63.3818333334,6.91883333333
557.50,4.34633333333,20.0574166666,82.0611666667,15.6008333333,3.80275,5.2825,57.2470416667,56.0875,29.1076666667,2.33158333333,94.3550833333,63.5748333333,6.88991666667
557.85,4.34091666667,20.1540833334,82.2715833333,15.6505833333,3.75983333333,5.27683333333,57.5229166666,56.3994166666,29.3496666667,2.27866666666,94.5925,63.76175,6.86558333333
558.19,4.34133333333,20.2238333334,82.4758333334,15.702,3.73991666667,5.29716666666,57.7795416667,56.6620833333,29.6265,2.28166666667,94.8500833333,63.96025,6.87158333333
558.53,4.33841666667,20.3145833334,82.8496666666,15.7769166667,3.72958333333,5.30325,58.155,57.0235833334,29.9055833333,2.261,95.3440833334,64.26975,6.86908333334
558.87,4.376,20.4359166667,83.16475,15.84875,3.76275,5.35325,58.466625,57.3925,30.19975,2.28,95.6665000001,64.5034166667,6.92191666667
559.21,4.332,20.46725,83.3521666667,15.8489166667,3.74833333334,5.31916666667,58.6939166666,57.6919166667,30.4343333333,2.23666666667,95.87525,64.7394166667,6.89991666667
559.55,4.28508333333,20.4736666667,83.4264166667,15.8535,3.70941666667,5.29208333334,58.8593333333,57.8990833333,30.6239166666,2.18291666667,96.0010833333,64.8514166667,6.84491666667
559.89,4.25158333333,20.4949166666,83.5740833333,15.83925,3.66516666667,5.27308333334,59.067625,58.1524166667,30.87525,2.12533333333,96.1525833334,65.0359166667,6.81508333334
560.23,4.2535,20.6001666667,83.7501666667,15.90225,3.6635,5.28983333333,59.33825,58.4734166667,31.1488333334,2.124,96.3973333333,65.2560833334,6.81441666667
560.58,4.22183333333,20.603,83.8628333333,15.9008333334,3.63666666667,5.25341666667,59.5067916667,58.7044166667,31.3440833333,2.0875,96.5486666666,65.37925,6.75708333334
560.92,4.2535,20.6449166667,83.8951666667,15.92725,3.684,5.26491666667,59.64175,58.886,31.5856666666,2.1285,96.5468333334,65.4625,6.78483333333
561.26,4.28033333334,20.7224166666,83.944,15.9851666667,3.71575,5.29616666667,59.8244166667,59.1380833333,31.8533333334,2.15475,96.6251666668,65.5776666667,6.81308333333
561.60,4.30666666667,20.7425,84.0450833334,16.0138333334,3.75325,5.30608333333,59.9747083333,59.3380833333,32.1345833333,2.19725,96.7743333334,65.7051666667,6.85375
561.94,4.32183333333,20.8485833333,84.1428333333,16.063,3.7765,5.32366666667,60.1445,59.625,32.371,2.20575,96.8693333332,65.85325,6.87316666666
562.28,4.32733333333,20.8846666667,84.1338333333,16.0829166667,3.79025,5.32158333333,60.230625,59.8224166667,32.6315,2.23333333333,96.8398333332,65.9215833334,6.89508333334
562.62,4.31875,20.9025833333,84.0736666666,16.0835833333,3.78075,5.30475,60.2564583333,59.9525,32.855,2.22525,96.7893333332,65.9430833333,6.89291666667
562.96,4.34483333333,20.9980833333,84.2480833333,16.1829166667,3.80641666667,5.3325,60.5357916666,60.2680833333,33.1555,2.26225,97.0579999999,66.1094166666,6.94525
563.30,4.37758333333,21.1060833333,84.5465,16.31475,3.82916666667,5.37366666667,60.9192916667,60.6723333333,33.5208333333,2.30508333333,97.4438333332,66.42475,6.98491666667
563.64,4.378,21.1775,84.6313333333,16.3669166667,3.83316666666,5.39016666667,61.133125,60.94675,33.7666666667,2.32041666667,97.5820000001,66.5051666666,6.98625
563.99,4.35675,21.1939166667,84.6661666667,16.3943333334,3.83266666667,5.40291666666,61.2228333333,61.1234166667,33.98825,2.31283333333,97.5851666667,66.5654166667,6.97125
