wavelength,Back_DigIndm,Belly_DigIndm,Breast_DigIndm,Crissum_DigIndm,Crown_DigIndm,DorTail_DigIndm,Patch10_DigIndm,Rump_DigIndm,Throat_DigIndm,WingTip_DigIndm
190.19,15.119,27.8570833334,36.3095,29.524,24.762,51.7697111111,37.976,48.5715,49.2856666667,31.7855
190.57,12.7778333333,25.16675,30.2221666667,26.5554166667,19.8888333333,44.0812555556,33.889,44.1111666667,41.3335,26.3335
190.95,13.8156666667,24.12275,31.7981666666,30.9211666667,16.3378333334,43.3550444445,38.2673333333,47.4778333333,45.0656666667,26.316
191.33,13.8695,25.1165,32.1676666666,34.6154166666,17.1328333333,44.8951555556,38.8108333333,49.7668333333,43.9393333333,23.776
191.71,17.8833333333,21.4110833333,30.7786666667,38.4428333334,16.0581666666,49.3675,43.0655,49.1485,41.7276666667,22.9925
192.09,17.5286666667,25.5028333334,33.1896666666,51.3651666666,20.115,56.2356333333,47.5576666667,54.7413333333,48.9941666667,27.586
192.47,16.6665,25.809,29.7735,54.6116666667,13.754,57.4216,54.5306666667,53.2361666666,48.7053333334,27.184
192.85,14.6046666667,20.87625,29.725,53.2646666667,6.701,61.9244222222,61.6836666666,51.7183333333,50.3436666667,32.99
193.23,18.5508333333,24.6376666667,36.8116666666,59.2029166666,16.2318333334,70.5990888889,56.087,50.7246666666,55.5071666667,38.696
193.61,14.7798333334,25.3143333333,39.78,69.2609166666,11.7925,79.6540444444,63.6795,53.7736666667,60.3775,47.17
193.99,10.7638333334,17.2744166667,41.1458333333,74.2189166667,6.4235,79.1321777778,62.6736666666,53.4721666667,59.8956666667,47.9165
194.37,21.0885,25.0001666666,52.7211666667,83.4183333334,21.9388333333,81.3494111111,65.6461666667,61.2243333334,67.8570000001,53.061
194.75,21.5686666666,22.353,59.8041666667,90.39225,21.9606666667,94.5098,73.5293333333,66.0783333334,84.3136666666,63.5295
195.13,25.5555,15.3331666667,67.1111666667,94.3335833335,22.2221666667,97.7776666666,81.3331666667,71.3331666667,90.6666666669,59.3335
195.51,29.8243333333,16.8859166667,71.4913333333,102.30275,28.2893333333,88.7278777778,86.184,77.6315,103.728,60.5265
195.89,36.1788333333,40.4471666666,74.3903333334,102.74375,36.5853333334,93.956522222,84.1465,78.4555,111.382,64.0245
196.27,35.1626666666,47.1544166665,73.9838333334,94.5121666667,28.8618333333,91.409022222,78.252,71.5448333333,109.1465,57.317
196.65,27.9118333333,40.8635,74.2973333333,90.9636666666,21.8873333333,87.2958444444,69.0766666666,70.6828333334,104.618333333,50.6025
197.03,28.2771666667,45.6926666667,70.9736666667,88.3898333333,23.7828333333,78.2148444444,61.2355,62.5468333333,94.1945,35.955
197.40,26.9076666667,47.59025,70.0803333333,90.0601666666,21.0841666666,72.5034555556,61.4456666666,61.6466666667,88.1526666666,24.096
197.78,40.9725,54.6006666665,70.486,89.4965833334,34.0276666667,69.6528222222,58.3335,61.8056666666,77.6041666667,26.5625
198.16,48.3738333333,61.0435,67.6151666667,84.8238333333,40.3793333333,72.4661666666,61.7888333333,63.6856666667,69.1055,35.772
198.54,56.3768333333,68.3335833335,70.8693333333,92.02875,41.739,82.4733,71.7393333334,69.1305,71.4491666667,39.1305
198.92,54.5455,63.7738333335,65.8401666667,85.8125833334,36.639,77.6309111111,67.631,62.1211666667,62.121,30.9915
199.30,54.8345,67.6211666665,69.7198333333,86.0685833334,44.7835,80.8738666667,66.0305,60.687,64.5038333334,41.603
199.68,61.3475,64.6570833335,66.7848333334,80.4375833334,44.2078333334,85.0515,62.6478333334,57.5648333334,61.4658333333,46.0995
200.06,60.5953333333,58.4525,63.2143333333,80.8334166667,41.0715,84.4920222222,60.5951666667,55.5951666667,59.286,47.5
200.44,61.9956666667,54.5649166667,58.8111666666,79.6709166666,44.3738333333,83.3262111111,61.2526666667,55.414,56.7938333333,50.318
200.82,68.4048333333,62.0655,63.4968333334,85.4805,50.7158333333,90.1772888889,69.9388333334,61.043,63.1903333333,57.362
201.19,72.7463333333,60.9016666665,64.7798333333,86.3206666666,52.306,95.2971666666,72.8511666666,63.1028333333,67.505,63.836
201.57,72.8681666666,58.1395,61.8216666667,80.475,47.4806666666,93.4367333333,69.8643333334,61.531,67.0543333334,63.0815
201.95,75.1461666667,62.9630833333,64.7175,81.62775,47.9533333333,97.5958222222,76.7055,63.5476666667,74.4638333333,66.6665
202.33,73.7671666666,57.6924166667,60.5525,75.2466666667,45.5621666667,93.5568555556,70.1185,55.7198333333,72.8796666666,66.864
202.71,70.4818333333,53.3134166666,56.9276666666,66.3655833334,39.9598333333,91.5458555555,66.6663333333,50.8033333333,68.3736666667,69.8795
203.09,76.1638333333,60.42825,63.594,71.4620833333,47.8585,92.9110333334,71.4151666667,57.0761666666,71.974,77.933
203.47,78.7878333333,62.5948333334,65.4356666667,75.9945833333,48.2008333333,96.1808333333,77.4621666667,62.5945,76.5155,77.557
203.85,74.1378333333,62.1168333334,65.4215,78.3526666665,45.4981666667,94.6681333333,77.2031666666,60.9196666667,77.5861666667,72.414
204.22,72.4853333334,62.8205,66.3708333333,77.3669166665,47.9291666666,93.2414555556,77.2191666666,60.7495,77.9095,69.231
204.60,73.0936666666,62.2549166665,66.5578333334,74.7820833335,48.6928333333,98.4025888889,78.1045,59.4771666667,77.451,67.9735
204.98,76.7338333333,60.1791666666,68.0091666667,69.8545833333,51.7896666666,97.2112,72.4833333334,58.9486666667,80.2011666666,74.4965
205.36,75.9713333334,64.67275,69.5298333333,68.8650833334,53.2718333334,93.6676,68.3026666666,61.9633333334,79.039,76.3805
205.74,83.7901666667,73.34475,79.4523333333,84.41775,63.0136666667,103.402,78.7673333333,69.7488333333,86.4156666665,85.959
206.12,80.592,71.6555,80.263,83.6623333334,63.2675,98.8959444444,74.2323333333,70.0656666667,83.2235,84.2105
206.50,89.643,81.3689166665,92.857,96.3095833335,68.6905,106.245877778,84.0478333333,83.5715,93.3333333335,91.0715
206.87,86.6228333334,81.4145,91.3376666667,97.3685,70.7236666667,103.135855556,80.3728333334,82.237,92.4343333331,81.908
207.25,88.8496666667,79.636,91.784,100.176,71.2441666667,106.322266667,74.7653333334,83.9201666667,92.7228333331,80.986
207.63,92.0045,81.3064166665,89.6395,97.01575,70.4955,105.292611111,73.3106666667,81.9818333333,91.5541666668,85.1355
208.01,92.647,78.4929166665,89.4608333333,98.407,69.6078333334,106.568711111,73.0391666667,78.9215,90.9313333335,90.0735
208.39,89.2093333333,74.4123333335,82.265,94.4444166666,67.4145,103.910411111,73.8248333333,77.6708333334,86.6455,94.5515
208.77,92.7631666667,76.8089166665,84.2106666667,97.2036666665,66.0086666667,103.501133333,76.5351666666,79.8246666666,88.5966666665,104.934
209.14,90.1465,73.4803333335,82.7043333334,94.75875,62.6836666666,99.4899333333,76.7295,76.3103333334,81.4465,97.799
209.52,91.83,72.2766666665,78.7583333333,94.77125,61.6556666666,105.322944444,77.8865,72.2221666667,82.1351666667,100.0
209.90,83.4355,61.503,68.0981666667,80.2659166666,55.4191666667,93.2035555555,69.0183333334,59.6111666666,68.7116666667,88.037
210.28,82.5805,52.6884166666,60.8601666667,77.2041666666,49.785,88.7167333333,64.8385,51.5053333333,62.473,87.097
210.66,78.0821666667,46.74675,56.1643333333,76.5980833334,47.6026666666,87.0094333334,59.8175,42.3516666667,58.5616666666,87.329
211.03,85.0393333334,46.063,58.3991666667,82.7428333335,49.3436666666,88.8451333334,58.6616666666,42.651,62.2046666666,96.063
211.41,83.7333333334,47.4666666666,58.2666666667,85.8666666665,49.6,85.0222222222,66.0,42.6666666667,62.6666666667,99.6
211.79,84.5679999999,45.602,55.7098333333,88.8116666665,47.8395,87.4073111111,61.883,33.7963333333,60.0308333334,97.222
212.17,89.1243333331,52.3305833333,59.7458333333,84.3221666665,54.0958333334,84.9530888889,65.6778333334,44.9153333334,57.6271666666,94.915
212.55,96.2585,47.4490833333,60.7141666667,83.6738333335,47.619,79.2856888889,60.7145,37.9251666667,53.0611666666,88.2655
212.92,99.8263333335,45.39925,58.3333333333,83.6808333335,41.6666666667,74.0509222222,58.854,32.8126666667,52.7778333334,74.479
213.30,98.3516666668,43.4981666667,47.0696666667,82.0514166665,37.9118333333,65.9341777778,52.3808333333,22.7106666666,44.5053333334,66.484
213.68,98.2559999998,35.85275,42.0543333334,79.3605,34.8838333333,50.4911,48.256,22.287,35.6588333333,51.744
214.06,117.117166667,44.144,39.865,90.65325,32.6576666667,57.9581666667,55.6305,29.0541666667,50.2253333333,60.811
214.44,117.580166667,48.6300833335,41.0958333334,92.2375833335,36.073,59.9848,64.8403333334,32.8768333333,53.4245,62.3285
214.81,118.6665,55.44425,38.8888333334,79.4444166665,36.0,59.3926333333,67.5553333334,34.6666666667,47.3333333333,68.0
215.19,108.4415,53.3550833335,33.9826666667,72.727,33.1168333333,55.2671333334,69.9133333334,36.3636666666,40.6926666666,70.13
215.57,98.0263333335,43.9695,21.2718333333,50.32875,19.5175,47.3977777778,55.9213333333,28.7283333333,27.6318333334,55.921
215.95,93.5416666667,37.5,16.4583333333,52.3958333333,27.9166666667,40.9166666667,50.625,29.7916666667,23.75,48.125
216.32,81.0416666667,32.9166666667,8.95833333334,51.7708333333,21.25,33.4305555556,29.7916666667,13.75,21.25,31.875
216.70,84.1461666665,40.4471666666,17.2763333333,55.5893333333,28.4551666667,35.5014,30.691,15.4471666667,22.9675,40.8535
217.08,75.7575,44.79175,25.3788333334,49.7158333334,37.1211666666,37.0201333334,30.8711666667,25.5681666667,18.1818333333,44.318
217.46,76.4705,46.17625,32.9411666666,47.1568333334,41.7648333333,44.9801333333,36.2745,34.706,21.3725,48.8235
217.83,67.9776666667,44.0075833333,36.5166666666,42.4155833333,38.3896666667,44.6817555555,29.4006666667,33.3333333333,24.9063333333,46.629
218.21,66.6666666667,45.1553333334,42.0543333333,41.8604166666,43.2171666667,44.4701777778,29.651,37.403,17.6358333333,55.2325
218.59,71.7946666665,49.9999166667,57.5091666667,48.62625,47.9855,49.7678222222,33.6995,48.5346666666,24.7251666667,56.5935
218.97,60.6796666667,40.2910833334,51.4563333333,40.3721666667,40.9385,46.8393222222,29.1261666666,44.9838333333,25.4045,38.35
219.34,65.7141666667,43.8096666667,60.7935,48.1745,45.7141666667,58.7405888889,36.3491666666,53.1746666666,27.619,38.095
219.72,78.1361666666,52.3299166666,77.9568333334,64.2473333333,55.7346666666,78.1598555555,47.8495,58.0646666666,41.3978333333,52.688
220.10,83.3335,56.8965833333,84.0996666666,66.47525,57.6628333334,81.3025444445,59.7701666666,60.7278333333,45.0191666667,69.54
220.47,93.6990000001,61.1790833334,91.87,72.9674166666,68.6993333333,89.9867111111,72.764,68.6991666667,45.5285,95.122
220.85,89.0871666667,55.5555833334,84.127,65.3768333333,64.4841666666,91.8255333333,69.0473333333,69.246,41.2698333334,88.6905
221.23,80.8511666667,53.01425,79.7873333334,67.1096666666,60.8155,86.0167111111,65.4256666667,60.1063333333,47.1631666667,85.6385
221.61,71.2869999998,43.6466666666,71.7823333333,62.7888333333,56.6008333333,79.8126,57.2605,51.3198333334,46.2046666667,80.198
221.98,74.8103333331,48.2954166665,79.3558333334,78.0304166665,62.1211666667,87.8028444445,68.7498333334,59.2801666667,48.8635,88.6365
222.36,65.9795,39.0893333333,70.9621666667,68.9003333334,58.4191666666,84.5362555555,65.8073333334,53.0926666667,54.2953333334,75.7735
222.74,54.375,27.5,48.5416666667,54.8958333333,50.4166666667,86.2916666667,54.1666666667,37.2916666667,36.6666666667,71.875
223.11,60.6666666666,32.1111666666,47.111,65.7776666665,52.4445,85.7035777778,52.4445,35.3333333333,37.7778333333,73.333
223.49,48.4851666667,20.4546666666,29.0043333334,46.5365833334,40.6928333333,64.1412444444,37.879,15.801,30.5195,71.4285
223.87,40.0,6.875,8.54166666668,29.7916666667,24.5833333333,42.9166666667,23.9583333333,8.74999999999,16.25,49.375
224.24,21.2641666667,-6.99208333335,-4.21466666666,16.1875833334,5.747,35.4789444444,0.191333333335,-1.91583333333,3.63983333333,27.586
224.62,17.3541666667,-4.72508333335,-7.04483333331,11.68375,4.12366666667,31.0997555555,4.46766666666,2.74916666667,6.52899999998,14.433
225.00,11.215,-9.03433333335,-3.89416666667,9.11191666665,3.42683333333,23.9561555556,5.14016666666,-1.86916666665,3.58266666665,7.944
225.38,8.15616666667,-11.5249166666,-12.4113333333,6.02825,-2.6595,24.8578888889,0.00016666665,-4.078,-6.91483333335,0.532
225.75,-0.20833333335,-19.0625,-20.2083333333,-1.14583333334,-14.375,20.6111111111,-13.5416666667,-11.6666666667,-27.9166666666,-0.625
226.13,-1.66666666665,-17.2223333333,-22.2221666666,-4.62983333334,-15.5555,19.9134888889,-19.8148333334,-13.5186666667,-23.3333333334,3.333
226.51,-7.38649999998,-18.1819166667,-25.568,-6.91275,-22.1591666667,9.4318888889,-29.9243333333,-19.1288333333,-27.8408333334,4.5455
226.88,1.66666666666,-9.0,-13.1666666667,0.333333333335,-13.3333333333,6.2,-22.1666666667,-11.5,-14.0,9.0
227.26,-3.30033333333,-17.2444166667,-12.7061666667,-10.3136666667,-16.6666666667,3.45412222222,-24.4225,-11.2213333333,-20.7921666667,10.396
227.64,0.801,-8.09325,-4.80766666666,-0.801416666665,-10.577,15.2031111111,-16.5065,-4.48716666666,-16.9871666667,7.692
228.01,6.32183333332,2.22691666667,3.87933333333,6.75283333334,-0.71833333333,22.8062555555,-5.891,4.59783333334,-11.0633333333,18.5345
228.39,13.3333333334,13.20525,14.7435,10.7694166667,8.84633333335,24.5468444444,4.1025,11.0255,1.02583333334,25.3845
228.76,1.49066666667,0.4065,7.859,-0.88075,-5.0135,13.6674333334,-8.8075,0.81316666665,-6.9105,17.886
229.14,8.73016666665,10.3836666667,15.476,6.48141666665,-1.32266666667,17.6364555556,-3.43933333335,7.01066666665,1.45483333334,23.4125
229.52,2.79733333335,-0.466166666665,5.59416666667,0.932333333335,-6.87633333332,9.89145555555,-10.0235,-1.51516666665,-1.16533333333,13.986
229.89,12.5266666667,6.58175,7.85549999998,8.91725,-1.6985,14.0694111111,-0.42483333335,4.671,8.4925,20.0635
230.27,14.8646666667,4.72991666666,7.31983333333,7.0945,-0.900833333335,13.5282222222,4.05383333335,4.95499999999,5.63083333332,16.554
230.65,16.9791666667,9.63541666666,9.37500000001,9.01041666665,4.47916666667,17.9305555556,6.77083333335,6.14583333332,1.97916666667,16.25
231.02,21.2031666666,13.1658333333,17.8501666667,11.34125,11.637,25.4305777778,14.9903333333,10.2563333334,6.01583333334,23.669
231.40,23.0621666667,16.8604166666,21.6083333334,19.5250833334,14.4378333333,32.3900555555,22.8683333334,12.2093333333,11.1433333333,26.163
231.78,24.5715,16.2855833334,18.7618333334,17.6665,14.5715,28.6031444445,24.1906666666,12.0953333334,11.0476666667,26.5715
232.15,22.6821666666,12.771,15.4833333333,14.2013333334,13.511,24.4772777778,24.556,9.46766666667,10.6508333333,22.4855
232.53,18.7631666667,6.86583333335,9.85316666665,9.38133333335,10.692,20.9575,25.2618333334,9.85333333335,5.34599999999,22.956
232.90,22.878,11.5426666666,14.1823333333,14.8550833333,16.8736666667,22.1806444444,31.677,16.5631666666,10.9733333334,27.329
233.28,16.3218333333,1.609,3.10333333333,7.816,13.6781666667,17.0650444444,29.6553333334,9.655,3.1035,24.483
233.66,22.7585,10.40225,11.7241666667,14.7700833334,21.0345,26.6127888889,37.7011666666,17.7011666666,11.4943333333,30.0
234.03,17.0941666667,9.40166666665,9.188,10.5236666666,17.842,25.0569333334,31.1965,13.248,11.859,13.782
234.41,18.976,12.5000833334,10.3415,9.4375,16.265,22.8180666667,29.6186666667,13.2531666667,12.9518333333,15.0605
234.78,18.9161666666,10.5316666667,9.816,10.0715,10.9408333333,20.8385222222,32.5151666667,15.3373333333,15.6438333333,16.5645
235.16,16.767,10.7931666667,7.229,12.9515833333,9.6385,16.6331888889,29.5183333334,16.8673333333,16.5663333333,14.4575
235.54,12.037,5.09258333335,-1.02866666666,5.504,3.395,3.97101111111,19.5475,11.317,6.99583333333,8.3335
235.91,4.85233333332,2.32066666665,-2.74266666669,2.74283333333,1.16033333334,4.39518888889,15.2951666667,10.232,4.325,5.696
236.29,6.03266666665,4.80566666665,0.715666666665,4.14125,4.8055,6.07363333333,15.2351666667,15.5418333333,3.78316666667,10.123
236.66,5.71716666667,4.06975,2.5195,5.08725,3.68216666667,3.8049,7.75216666665,12.3063333333,2.51933333334,9.3025
237.04,2.809,5.2435,3.08983333333,2.66875,4.86883333333,6.82261111111,2.80916666665,8.708,3.93266666667,8.9885
237.41,-0.8505,6.03758333335,1.53066666667,1.403,3.74133333333,4.81847777778,-1.61583333334,7.73816666667,1.5305,4.3365
237.79,-1.228,4.47383333335,0.613833333335,-1.62283333334,2.89483333333,1.36235555555,-2.36833333334,6.75433333333,-0.702,6.0525
238.17,1.94583333333,8.33325,4.9915,6.09158333334,9.22166666668,5.40887777778,2.1995,12.6056666666,2.53816666667,18.7815
238.54,-1.89583333333,7.741,3.2385,4.18641666667,8.37283333334,4.36537777778,-0.5525,10.4268333333,2.8435,20.142
238.92,-5.60466666667,3.9455,2.1385,-1.65958333333,7.44833333335,2.44344444445,-3.6135,6.416,2.80233333334,16.593
239.29,-5.325,3.18108333335,1.38316666666,-4.73725,7.60699999998,3.36582222222,-4.5645,5.46333333334,2.69716666666,15.768
239.67,1.48266666666,7.68091666665,6.10916666667,0.504,12.5741666667,11.1189222222,2.66883333335,11.3285,7.76983333333,17.082
240.04,1.87566666666,5.25183333334,4.82316666667,-1.12558333333,9.37850000001,6.87715555555,-0.160833333335,7.28833333334,6.27016666667,11.0935
240.42,-0.141166666666,3.05991666666,2.68366666667,-1.43608333334,5.791,5.73761111111,-0.000166666665,3.86066666667,4.19016666667,8.475
240.79,3.22583333334,6.43091666667,3.63916666666,0.723416666665,5.50033333333,8.8091222222,4.96283333335,5.3765,4.79733333333,10.422
241.17,4.699,6.40583333333,2.8635,1.13783333333,4.29516666667,7.99558888889,7.342,5.43333333333,2.6065,11.894
241.54,7.8125,8.15441666666,6.1525,3.97116666666,6.2175,10.4402333334,9.73333333335,7.55216666669,6.15233333334,14.746
241.92,7.23883333333,7.82241666666,6.12966666666,3.28358333333,5.6625,9.6708888889,9.603,7.268,5.89616666667,13.485
242.29,5.145,5.47333333333,4.07766666667,0.164083333335,3.22933333334,7.12443333333,7.79983333334,4.54316666666,3.85883333333,9.852
242.67,5.09983333333,4.91591666666,4.15333333333,1.53783333333,3.2335,7.4905,8.07033333335,4.62683333333,3.81183333333,9.464
243.05,3.87183333334,4.16666666666,2.20516666666,1.23075,1.97416666666,6.1232,6.64116666666,4.1795,2.231,8.6925
243.42,3.02133333333,2.93466666666,1.3125,1.49816666666,0.569666666667,5.32435555555,6.1665,2.50133333333,1.23833333333,7.3555
243.80,2.367,2.4645,1.02483333333,1.30533333334,-0.634333333335,3.64736666667,5.27083333334,1.73233333333,0.854333333333,7.467
244.17,3.62716666666,3.57983333334,2.2995,2.14558333333,0.402833333334,4.51392222222,6.80433333334,3.60366666667,2.13383333333,10.0995
244.55,5.181,4.98633333334,4.264,2.54475,2.40716666666,5.3234,7.17566666667,5.0665,4.19533333334,11.8295
244.92,3.548,3.75616666666,3.98583333333,1.48925,2.29983333334,4.63296666667,6.35116666666,4.02966666667,3.8545,10.71
245.30,2.93166666666,3.46383333333,3.69483333333,1.918,1.94766666666,4.78465555556,5.58233333333,4.3575,3.97583333333,9.217
245.67,1.4105,2.54275,2.487,0.501083333333,0.593833333333,3.7925,4.75166666666,3.4335,2.28283333333,8.9085
246.05,1.3195,2.56341666666,2.57183333334,1.49458333334,0.851833333333,4.2572,4.459,3.50716666667,2.52166666666,9.619
246.42,1.49166666667,2.78541666667,2.283,1.33941666667,0.563166666666,4.20398888889,4.61183333334,3.66816666666,2.45033333334,9.315
246.79,2.134,2.96366666667,2.48266666667,1.19233333333,1.21333333334,4.67233333334,4.76966666666,3.66816666667,2.399,9.414
247.17,3.859,4.08983333334,3.80766666666,2.69233333334,2.62816666666,5.75477777778,5.79483333334,4.42316666666,3.41033333334,9.8075
247.54,3.90133333334,4.16958333333,3.93816666667,2.68841666666,2.49933333334,5.91614444444,5.852,5.084,3.5355,10.278
247.92,3.7115,4.26583333334,4.015,2.77791666666,3.04633333333,6.54545555555,6.12716666666,5.3105,3.89816666667,10.5045
248.29,3.87566666666,4.9265,4.27116666666,3.03391666667,3.63833333333,7.09912222222,6.40683333334,5.46916666667,3.97766666666,10.5085
248.67,3.81333333333,4.89033333333,3.8695,3.34225,3.55533333333,6.65681111111,6.10116666666,5.02466666667,3.533,10.128
249.04,4.0865,4.63033333333,3.77733333333,3.70866666666,3.6975,6.6476,5.81516666667,5.17416666667,3.457,9.6155
249.42,4.54116666667,4.89458333333,3.82233333334,3.81,4.22966666667,7.02442222222,5.99083333333,5.48766666666,3.5585,9.885
249.79,5.75183333333,5.79591666666,4.28566666666,5.12558333333,5.50116666667,7.93315555556,6.94233333334,6.40366666666,4.6115,10.714
250.17,5.89016666667,5.71625,3.92233333333,4.5985,5.40833333333,7.3762,6.7065,6.292,3.93566666666,10.241
250.54,7.27633333333,6.73766666666,4.5675,6.06383333333,6.908,8.30938888889,7.60283333333,7.33333333333,4.86533333333,12.1275
250.92,7.61216666666,7.27775,5.06983333333,6.646,7.31483333334,8.6096,8.088,7.9095,5.35233333334,12.712
251.29,6.65716666667,7.03925,4.8175,5.59725,6.782,8.25163333334,7.84233333334,8.02916666667,4.69266666666,12.816
251.66,6.7345,7.413,4.7965,5.42633333334,7.00933333334,7.91331111111,7.78416666667,7.94583333333,4.60266666667,12.209
252.04,6.84716666667,7.699,4.893,5.21025,6.81366666667,7.68675555556,7.3645,7.91583333333,4.20816666666,11.523
252.41,5.72866666667,6.37758333334,2.92483333333,5.25266666667,5.39983333333,7.0925,6.33466666667,7.47666666667,2.99433333333,11.1115
252.79,5.12933333333,5.75083333334,2.12983333333,4.748,4.22416666667,7.54346666667,5.96366666667,7.68533333334,2.67983333333,10.33
253.16,4.20716666667,5.02883333334,1.35416666667,4.25241666666,3.52133333333,6.34296666666,5.43533333334,7.06033333334,2.6545,10.13
253.54,4.04783333334,4.42316666666,1.282,4.2675,3.27833333334,6.4483,5.6045,6.5935,2.94883333334,9.6155
253.91,2.38916666666,1.82008333333,-0.530999999999,2.35133333333,1.1375,4.28916666667,3.6785,5.40383333334,1.38433333334,7.3945
254.28,1.35083333333,0.387416666666,-1.72833333333,1.53966666667,-0.02,3.78112222222,3.417,4.33066666667,0.437166666669,5.6015
254.66,-0.021166666667,-1.54875,-2.3175,0.632333333333,-1.43283333333,3.94718888889,2.50716666667,3.645,-1.1165,3.7925
255.03,0.566999999999,-1.15608333333,-2.116,0.9925,-1.50516666666,4.37043333333,2.50866666666,3.5995,-1.11266666667,2.8145
255.41,0.664000000002,-1.48808333333,-3.04483333333,1.21341666667,-2.198,4.82153333333,2.0375,2.8845,-1.1675,2.129
255.78,1.59366666666,-1.01325,-2.573,2.88033333333,-0.910666666667,6.3935,3.75683333333,3.36983333333,0.2505,3.4835
256.15,1.33983333334,-0.579083333334,-2.793,3.45166666666,-0.522333333333,7.20433333333,3.56516666667,2.9745,0.908500000001,4.155
256.53,3.0555,0.907916666666,-0.512666666667,4.26283333334,1.26066666667,8.24374444444,5.3845,3.248,3.41883333333,4.487
256.90,4.37866666667,2.66266666666,1.40066666667,5.25658333333,2.91916666667,8.75885555555,6.52866666666,3.94483333334,4.61566666666,5.74
257.28,5.05916666667,3.65983333333,1.84783333333,5.194,3.55216666667,9.33611111111,6.81733333334,4.39516666667,4.32383333334,6.028
