wavelength,Back_TacCrim,Belly_TacCrim,Breast_TacCrim,Crissum_TacCrim,Crown_TacCrim,DorTail_TacCrim,Patch10_TacCrim,Rump_TacCrim,Throat_TacCrim,WingTip_TacCrim
191.71,1057.78745556,1101.48153333,1188.88886667,891.111133333,962.778533331,1114.0742,24.813,922.995466667,1007.4074,1151.1112
192.09,1864.97486667,1918.66666667,2125.33333333,1509.33333333,1731.74213333,1876.0,25.2201333333,1682.6352,1729.33333333,1937.33333333
192.47,-7872.56666667,-8079.99999999,-9040.0,-5920.0,-7555.73333333,-7839.99999999,26.0666666667,-7187.03333333,-7226.66666667,-8493.33333334
192.85,1.78242222223,0.0,0.0,0.0,10.9375333333,0.0,24.3750666667,-0.208333333334,0.0,0.0
193.23,385.070633333,443.492066667,455.238066667,289.2062,404.041666667,397.460333333,28.325,358.062066667,385.714266667,410.4762
193.61,223.096677778,259.145266667,257.264866667,171.453066667,233.588333333,217.948666667,27.987,209.275333333,227.179533333,237.094066667
193.99,246.709877778,291.515133333,288.080733333,186.666533333,264.512466667,229.495,23.9017333333,229.569266667,250.101066667,264.848533333
194.37,196.189877778,229.696933333,223.181733333,151.818133333,215.236866667,184.848533333,20.0324,184.771866667,194.090866667,208.030333333
194.75,201.780311111,233.809466667,223.650866667,158.412666667,223.541066667,196.984266667,16.3701333333,183.2128,193.809533333,214.920666667
195.13,174.374288889,194.090866667,185.909266666,124.5454,192.0746,162.5758,16.1366666667,155.992266667,149.242466667,181.818133333
195.51,173.868111111,201.801866667,185.225266667,116.937,200.596266667,161.081066667,15.7733333333,153.659266667,135.3154,174.054133333
195.89,118.525666667,134.965933333,122.312866667,76.3265333334,145.1856,112.925066667,15.861,100.3062,90.8842666666,108.2996
196.27,104.152511111,124.2856,109.285733333,72.5001333333,133.090666667,112.9762,10.0314666667,82.4573333334,87.5002,105.714333333
196.65,104.740355556,139.487133333,120.256333333,79.8718666667,138.353466667,126.410266667,10.314,83.3372666668,94.7436666666,106.154
197.03,119.096611111,154.8612,144.722066667,100.138866667,151.504733333,142.0834,13.0496,93.0077333333,116.25,114.861
197.40,196.5471,271.388933334,255.555466666,176.944466667,262.507066667,253.888933333,13.2770666667,158.505666667,183.6112,193.611133333
197.78,145.271888889,202.222266667,191.8518,142.407466667,195.666266667,199.0742,12.2733333333,135.0938,147.5926,146.481466667
198.16,138.033144445,209.5726,190.598266667,156.2392,190.544866667,213.333333333,9.61106666668,138.835533333,143.589733333,151.111133333
198.54,178.436266667,274.252933333,251.724066667,201.149333333,245.050866667,268.735533333,10.4098,171.84,185.057466667,190.115
198.92,225.242888889,361.27,333.015933333,252.0634,314.3334,355.555733333,9.61106666666,233.813533333,238.4128,249.841266667
199.30,306.669244445,505.333333333,470.6666,336.888933334,419.703133333,520.444466667,12.0689333333,310.808466667,347.111133333,340.8888
199.68,813.586033333,1354.66666667,1292.0,928.000000001,1184.90853333,1429.33333334,13.0088,855.056066667,1002.66666667,893.333333335
200.06,4375.33532222,7086.66666667,6886.66666667,4926.66666667,6222.22226667,7013.33333333,14.0240666667,4778.73873333,5339.99999999,4966.66666667
200.44,430.022222222,712.0,694.0,481.333333333,627.5556,674.666666666,22.2222,533.1704,512.666666667,480.0
200.82,254.135877778,369.666666667,358.666666667,270.666666667,333.8404,348.333333333,27.2549333333,310.106466667,267.666666667,257.666666667
201.19,249.918744445,346.9842,333.650933333,256.825466667,321.591533333,330.476266667,26.5184,323.327,241.904733333,246.3492
201.57,188.097755555,248.000066667,233.1428,190.6666,225.307733333,232.762,26.1260666667,235.640533333,183.809466667,192.9522
201.95,230.609511111,303.8888,279.166666667,228.0556,275.711533333,271.666666667,26.8493333333,286.9598,203.333333333,241.111133333
202.33,271.389533333,358.333333333,335.833333334,228.333333333,319.457133333,279.583333333,31.6512666667,344.824133333,229.583333333,258.333333333
202.71,-2913.84493333,-4393.33333333,-3766.66666667,-2300.0,-3560.9612,-3246.66666667,34.1396,-4420.62013333,-2386.66666667,-2780.00000001
203.09,-78.4864222221,-158.039333333,-114.117666667,-63.1373333333,-119.833066667,-80.7843333334,37.5309333333,-156.457933333,-52.1566666667,-67.8430666668
203.47,-23.4487000001,-75.9999333333,-42.2220666667,-19.5556,-49.5019333333,-2.66673333326,37.9167333333,-69.8392,-10.6666666668,-26.4444666666
203.85,-90.9313777777,-168.181933333,-122.727266667,-90.0000666668,-110.670333333,-42.7270666665,39.9410666667,-135.0256,-77.2727333334,-101.818133333
204.22,-30.4474111112,-75.6139333333,-51.9298666667,-39.2982666667,-37.9280000001,0.70166666666,42.9727333333,-60.4132000001,-20.5262666667,-43.3334
204.60,-25.5851666666,-58.4313999999,-38.8234666667,-37.5163333333,-26.0751333333,6.7974,42.4786,-35.9979333333,-21.6994,-31.5032
204.98,-21.5108333334,-56.7251333334,-39.4151333333,-34.1518666667,-28.6255333333,5.38006666668,41.8714666667,-25.7601999999,-16.959,-31.2279999999
205.36,-16.3279777778,-63.2050666667,-41.4102,-28.718,-27.6419333333,10.3844,42.3432,-14.7709333333,-8.84613333328,-18.4615333333
205.74,9.22326666676,-34.4826666667,-15.9769333333,-0.229933333334,-3.35713333333,29.885,41.4875333333,11.7651333333,17.5863333333,17.9308666667
206.12,13.7441,-27.8787333333,-7.97966666665,4.34346666667,1.82433333334,29.2930666667,42.7247333334,15.8745333333,19.8989333333,20.0
206.50,8.36558888882,-35.1794666667,-12.3074,-8.92306666664,-8.18593333333,21.4360666667,43.6110666667,8.18373333332,10.4615333333,11.8975333333
206.87,-14.8396666667,-83.3334,-49.8244000001,-44.9122666667,-43.3159999999,4.21066666666,45.1912666667,-8.52159999994,-12.8070000001,-13.5088000001
207.25,-16.6650333333,-78.8619333334,-49.9186666667,-40.1625999999,-41.6499333333,3.25206666666,47.4219333333,-10.0738000001,-12.3576666667,-12.1949999999
207.63,-33.1532444445,-96.7677333334,-67.0706666667,-59.5958666667,-60.6726,-11.5151333333,45.8039333333,-21.1170666667,-20.4040666667,-18.5859333335
208.01,-7.06836666666,-58.5,-18.6666666667,-22.4999999999,-18.5512666668,7.16666666654,42.8206,3.1282,1.83333333346,2.83333333334
208.39,-3.79901111118,-76.7741333332,-7.3118666666,-23.6558000001,-23.9423333333,2.36566666674,41.0156666667,11.7288666667,6.23646666654,14.8387333331
208.77,26.6829555556,-56.4284666667,21.6668000001,10.2381333333,7.29693333334,17.6190666667,39.1316,31.9468,37.6189333333,44.2858666668
209.14,53.1849111111,-17.5,48.5416666666,41.25,45.4372666666,42.2916666667,38.9127333333,43.9958666667,55.0,79.9999999999
209.52,41.4432111112,-10.1753333334,42.6316666667,25.6140666667,39.6696666666,37.3684666667,37.2974,34.6546,42.2806666665,44.3858666667
209.90,46.7075111111,4.50979999995,57.2548,23.1373333334,49.9241333333,42.9411333335,37.2657333333,40.1212000001,48.4313999999,51.1764666666
210.28,38.7772777779,-11.8279333335,32.4730666667,13.5486,48.7159333333,27.9568666667,35.5655333333,26.8846,41.9353333333,42.5807333332
210.66,55.619288889,13.9047999999,44.0,46.0952666667,69.2133333334,43.2380666668,30.4898,52.8205333334,67.2381333333,60.1905333333
211.03,55.9073444445,35.7895333333,47.2513333333,55.5554666667,64.9624666667,51.345,27.9536666667,54.7430666667,70.5262666667,65.1461333334
211.41,62.730088889,31.9656666667,51.6240666666,62.5642000001,79.2620000001,44.7861999999,23.8448666667,63.4540666665,89.9144666667,76.4103333333
211.79,60.7725444445,21.1765333333,45.6863333333,53.7254000002,74.0482666667,35.8823333333,25.2556666667,60.8942666665,94.3136666669,69.4118
212.17,60.510511111,-12.7272666666,4.54540000002,36.6665999999,47.4062666667,-3.3332666666,27.8410666667,42.3127333333,111.212133333,70.3031999999
212.55,50.7207111113,-12.4636666666,-21.7393333334,31.3044,42.5084,-25.2174000001,27.0991333333,34.0635333333,95.9419333333,56.5216666667
212.92,59.9617111112,-49.0477333333,-79.5237999999,10.9524,38.3021333333,-72.3810666667,27.7138,40.7529333334,127.142733333,65.7144
213.30,29.4906888889,-8.33326666666,-63.6111999999,0.27780000008,10.5977333333,-30.5555999999,29.5286666667,24.8569999999,70.5554666667,14.7221333333
213.68,45.0113000001,5.75766666667,-62.7272000001,5.15166666654,19.2734666667,-26.0606000001,35.6468666667,25.2399999999,82.7272666667,12.4242666667
214.06,41.5601444444,13.8095333333,-40.7143333334,20.2381333333,29.3956666667,-3.0952666666,39.065,28.8332666667,85.7143333333,4.04759999994
214.44,55.1037333335,26.6665999999,-4.3137333334,22.7450666668,48.6265333333,10.0000666666,44.1186,50.9437333334,85.4902000002,29.8039333333
214.81,33.1918333334,8.66666666667,-8.6666666666,0.666666666606,28.1702666667,-6.83333333322,48.6636666667,27.4493333334,66.8333333333,17.0
215.19,-35.3983777777,-89.8414000001,-123.809466667,-111.1112,-42.6996666667,-109.841266667,49.2837333333,-30.1338666666,10.1588666667,-62.2223333333
215.57,16.7985555556,-5.48153333332,-31.8518666667,-15.4075333333,12.9248666667,-11.2594,51.336,18.7644,31.4074666667,2.96279999994
215.95,15.3774222222,-7.18953333332,-25.4902,-9.9346666668,18.6851333333,-8.1046,49.598,25.2944666667,28.6274666666,9.54240000002
216.32,13.3771666667,1.77773333334,-16.4444666667,-5.44439999998,23.785,0.11106666668,50.2408,32.5110666667,28.6667333333,4.22226666668
216.70,10.6279000001,2.29506666668,-13.0052666667,-6.55739999993,22.4087333333,6.44799999999,50.9645333333,35.6751333333,28.9618,-4.80886666668
217.08,19.7047444444,18.6008666667,7.9012,7.40733333335,31.2181333333,21.9753333334,52.6716,42.642,36.5432666667,8.31280000002
217.46,13.5972,0.28986666666,-0.86959999998,-7.24639999998,26.3588666667,5.79713333335,55.3845333333,38.2102666667,27.9226666667,-4.831
217.83,15.6128777778,-6.66666460005e-05,0.0002,-6.31106666666,26.7046666667,4.35573333331,56.9251333334,39.6662666667,28.1777333333,0.26673333334
218.21,13.9727777778,-7.7636,-7.76359999999,-13.3332,21.6180000001,-1.26579999999,55.6036666667,35.4383333333,19.5781333333,0.08433333334
218.59,12.0544111111,-9.45133333334,-15.2743333333,-16.4556666667,13.2189333333,-5.40086666667,52.4323333334,27.4857333333,15.8647333333,-10.3797333333
218.97,12.3380222222,-16.3712666667,-21.6033333333,-18.7341333333,11.6,-8.77633333333,51.5454666666,21.2448,6.07579999999,-21.6032666667
219.34,22.9170333333,-0.80593333334,-3.66313333334,-5.78753333333,23.3727333333,3.73626666666,51.876,24.3004666667,17.2161333333,-12.2344666667
219.72,10.1426222222,-19.3035333333,-25.5722,-34.2288666667,9.10313333334,-17.4129333333,51.1214666667,8.8896,7.76126666667,-36.1193333333
220.10,12.6083777778,-13.5236,-22.0952666667,-32.0952,11.257,-16.9524666667,52.3611333333,3.753,6.1904,-38.4761333333
220.47,21.5256555555,-2.66666666668,-15.8333333333,-16.75,22.1398666666,-9.08333333334,55.3367333335,6.60926666668,11.0,-20.1666666667
220.85,22.5956555556,-2.52866666668,-14.3295333333,-10.8044666667,26.0355999999,-7.04973333333,57.4113999999,6.65879999998,15.2490666667,-15.9387333334
221.23,17.7947666667,-9.59353333334,-23.9836666667,-15.7723333334,19.7383333333,-12.6016666667,56.0763333333,-0.48093333332,13.4147333333,-27.7236
221.61,23.6473555556,2.8946,-16.4911333333,-6.84206666667,27.8368666667,-2.80699999999,54.6666666667,6.75973333332,26.6665333334,-17.8948
221.98,23.7079333333,2.61266666667,-19.0091333333,-5.40533333333,28.6054666666,-2.97299999999,52.7123333334,6.50853333334,24.7748666667,-15.4956666667
222.36,23.4140555556,7.19699999999,-10.3030666667,3.48493333333,33.1909333333,2.57579999999,54.9,11.3304,24.5454,-10.8333333333
222.74,23.5977,13.2704666667,0.69193333332,8.239,36.3420666667,10.1257333333,56.0000000001,18.9965333333,26.1006,-1.00620000002
223.11,21.1471888889,15.2647333333,0.685466666666,5.79446666667,35.8649333333,9.2212,56.7202000001,20.9176,25.5451333333,2.67906666668
223.49,22.3578333333,15.9195333333,2.2414,9.25279999999,38.0464666667,10.8046666667,56.4324000001,24.0024666667,25.345,6.14939999999
223.87,18.5960666666,9.82186666669,-0.559799999994,7.43,33.5545333334,8.39706666667,54.4321333335,18.0742666667,15.9287333333,1.47586666666
224.24,14.6613111111,4.57706666669,-4.42779999999,7.31333333333,32.6553333333,6.41806666666,53.7728000001,17.3238666667,13.2338,1.44286666667
224.62,9.14284444445,-0.800000000014,-4.53333333334,2.08000000001,29.1929999999,6.39999999999,52.6706666666,17.2307333334,9.06666666667,-1.76000000001
225.00,9.46233333333,1.93380000001,0.25446666666,3.40973333333,29.2708666667,10.1272,46.4715999999,16.9163333333,8.90580000001,5.44546666667
225.38,6.03515555556,-1.99546666666,-2.94786666666,-2.53966666666,26.7438666667,4.03646666667,46.9822666666,11.0952,0.997666666674,5.2608
225.75,4.94627777779,-2.84646666666,-1.53566666667,-1.98506666667,26.2808666666,5.39339999999,44.5316666667,10.6694666667,-0.82406666666,5.84273333334
226.13,6.132,-0.453800000006,1.81493333333,0.593399999988,29.5525333334,9.35439999999,47.1462000001,11.3440666667,1.91973333334,8.02779999999
226.51,4.59335555556,-1.7194,2.0702,-2.14040000001,27.8214000001,8.42100000001,50.9749999999,8.81886666668,0.2106,8.21046666666
226.88,5.2927222222,-2.55893333333,0.875333333326,-2.05399999999,27.7246000001,7.6768,51.6227333333,7.59086666667,-1.27946666669,7.03693333333
227.26,8.1706777778,0.703333333332,4.03673333333,1.80426666667,33.3318,12.2629333333,57.1501333333,9.94773333333,2.07953333333,9.20493333333
227.64,8.04018888891,0.227000000002,2.43966666666,1.64533333333,38.1519333333,12.1134666666,65.0641333334,8.23646666667,1.78733333333,8.02826666667
228.01,10.3704222222,1.88233333333,3.68626666667,3.13713333333,48.5490666667,12.8364666667,77.9606666666,11.5816666667,3.99993333333,8.60133333334
228.39,12.9519888889,4.74453333333,4.64719999999,4.62300000001,61.9286,15.1338,99.1111333334,12.2894666667,7.03153333333,11.2651333333
228.76,14.3187666667,5.43633333333,3.06473333333,4.31773333333,89.9449999999,12.7070666667,138.738866667,9.46433333333,7.49446666668,9.48553333332
229.14,23.5174000001,5.07826666667,0.6688,2.61233333333,172.832866667,9.86426666666,317.333333333,10.8789333333,5.74706666665,6.49946666667
229.52,-129.762855555,6.38213333333,1.36186666667,3.73986666667,-1649.20733333,10.9958666667,-2886.66666667,14.5122,6.80893333332,6.89019999999
229.89,-32.2609777781,8.77619999999,2.70653333333,4.31840000001,-458.587133334,11.4428,-801.904733332,10.9566666667,8.49760000001,7.66166666667
230.27,-14.5078222223,6.94280000001,1.2228,1.42006666667,-207.359933334,7.81066666667,-378.095200001,6.91179999999,5.42406666667,5.30579999999
230.65,-10.8029888889,3.932,-1.996,-0.878333333332,-109.239733333,5.02993333333,-203.888933333,3.60453333333,2.03593333334,2.29546666667
231.02,-7.08932222219,-0.758933333333,-7.85626666667,-5.90773333334,-58.5513333333,-0.6564,-91.0,-0.7488,-2.52326666666,-2.6258
231.40,-15.1388111111,-1.07266666667,-8.89586666666,-6.05673333334,-78.6492666667,-2.734,-139.139733333,-2.65586666667,-3.09146666668,-2.94420000001
231.78,-25.9548222222,-1.73160000001,-8.11693333331,-6.38526666667,-112.9942,-4.1558,-207.936533333,-1.89753333334,-3.1818,-3.85279999999
232.15,-24.6395888888,1.30766666666,-5.25193333333,-3.53686666667,-119.236666667,-2.85093333333,-210.740666667,5.83179999999,-0.66446666666,-1.0076
232.53,84.0643111111,3.23866666667,-3.13360000001,-3.78553333333,365.269733333,-2.41859999999,746.666666665,-15.8869333333,-1.26199999999,-0.714866666666
232.90,57.0238999999,1.54506666667,-4.19046666667,-5.62973333335,243.819999999,-3.28053333334,525.555466666,-1.74073333333,-2.81466666666,-2.60313333333
233.28,81.9775888889,2.38386666666,-1.33326666667,-3.83839999999,329.387333333,-1.7574,700.0,12.0876,-0.828266666653,0.323266666674
233.66,126.852377778,1.74546666667,-1.45106666667,-4.35326666666,479.866800001,-2.96546666667,1055.5556,17.6236,-1.24073333334,0.294399999993
234.03,-72.6519333333,-0.318533333334,-3.29079999999,-4.09759999999,-261.9236,-3.99146666667,-581.333333333,-12.0722,-3.05733333331,-1.54986666667
234.41,-34.5553555556,3.12626666666,-0.683333333346,-0.248400000006,-139.607666667,0.559133333332,-297.8946,-1.83286666667,0.041466666654,0.786799999987
234.78,-11.3840555555,4.04979999999,-1.16306666667,0.830666666674,-58.1288,1.34979999999,-114.666666667,6.50886666667,1.26686666667,0.56066666666
235.16,-7.37304444447,7.13273333332,1.94526666667,4.49846666667,-43.471,5.45086666668,-104.1026,9.22493333333,4.88346666666,4.37686666666
235.54,-4.29914444445,8.45866666666,4.64359999999,5.8574,-42.7346666667,7.70706666667,-102.820533333,11.1850666667,6.24273333332,5.37566666667
235.91,-3.60403333334,9.75053333334,4.89373333334,8.16246666667,-52.8324000001,9.25206666666,-124.1134,12.3,7.27606666667,7.66386666666
236.29,-8.07426666667,7.88046666667,3.11846666665,6.53579999999,-69.926,7.48819999999,-164.2276,9.76200000001,4.94873333333,5.90093333333
236.66,-6.20972222222,5.79799999999,2.37960000001,5.83566666667,-59.0683999999,6.5156,-142.083266667,9.60066666665,4.26826666667,4.13593333333
237.04,-5.07783333333,5.58386666666,2.01333333333,6.00200000001,-54.4338,5.90693333333,-127.619066667,9.87939999999,3.58966666668,5.09026666667
237.41,-5.50014444447,2.26826666667,-1.83440000001,2.70213333333,-44.2283333333,2.7022,-91.9539999999,8.68873333334,-0.236733333342,1.83426666667
237.79,-11.9400111111,-1.36413333333,-4.84140000001,6.66666714001e-05,-56.1974666667,-0.326599999999,-115.466666667,5.05600000001,-2.95873333333,-1.84433333333
238.17,-20.0832666667,0.294,-2.86506666667,1.23046666667,-103.853,0.624533333332,-241.555466667,5.29660000001,-1.28566666667,-0.202133333341
238.54,-22.0101222222,-1.8198,-4.75939999999,0.490000000006,-107.259866667,-1.01473333333,-268.222266667,-0.339466666674,-2.02973333334,-0.122533333326
238.92,-39.4376777777,-3.42206666667,-4.72960000001,-1.01699999999,-175.6604,-1.95313333333,-445.614,-6.78306666667,-2.84093333333,0.90393333334
239.29,-18.4427888889,-4.24106666667,-5.46159999999,-1.58653333333,-85.6239333334,-2.7918,-212.972933333,-5.44813333333,-3.87493333333,-0.045799999994
239.67,-12.3659,-5.3562,-7.67806666667,-2.9344,-45.6459333333,-4.41593333333,-108.075066667,-5.3086,-5.15666666666,-0.897333333334
240.04,-9.21504444445,-6.24366666667,-7.3846,-4.141,-26.1607333334,-5.218,-54.2256666667,-5.29206666667,-5.79486666666,-2.15386666667
240.42,-7.1565,-5.34013333332,-6.11773333334,-4.17386666667,-17.5693333333,-4.151,-32.0634666667,-4.5622,-5.14573333334,-1.5438
240.79,-3.22678888889,-2.46333333333,-3.695,-1.6128,-10.5838666667,-1.3392,-19.4052666667,-1.52686666667,-2.90313333333,1.00673333334
241.17,0.672688888886,0.665866666669,-0.505600000001,1.53386666667,-4.95086666666,2.11553333333,-13.7816,2.20666666667,0.438266666668,3.83486666666
241.54,2.57885555556,2.2798,0.96,2.96953333333,-1.84233333333,4.04193333333,-8.49793333333,3.48073333333,1.61986666667,5.05420000001
241.92,5.42417777778,4.85406666667,3.53133333333,5.2768,1.11806666667,6.47193333333,-4.23386666667,5.4582,3.84026666667,7.46566666667
242.29,5.52308888889,5.0,3.54253333333,5.2214,1.78893333333,6.67893333333,-1.23546666667,5.57346666667,3.86846666667,7.74300000001
242.67,6.38963333334,6.25906666667,4.49606666667,5.90286666667,3.51246666667,7.56806666666,1.45940000002,6.68153333333,4.89226666667,8.50419999999
243.05,7.11906666667,7.41346666667,5.3224,6.95993333333,4.48273333333,8.48133333334,1.77653333332,7.31946666666,5.95846666666,9.12326666666
243.42,7.19288888888,7.83973333333,5.90806666667,7.03240000001,4.9982,8.74899999999,1.84613333333,7.54006666666,6.177,9.36766666667
243.80,7.20077777778,7.89813333333,5.9342,6.79939999999,5.12526666667,8.62526666666,1.97013333334,7.27233333334,5.97133333334,9.2516
244.17,7.08195555555,7.8236,5.60466666667,6.45006666666,5.10833333333,8.65293333333,1.40593333332,7.19946666666,5.6524,9.01733333334
244.55,7.01073333333,7.23553333333,5.01673333333,6.33046666667,4.80633333333,8.38886666666,1.03193333334,7.0762,5.43566666667,8.79233333333
244.92,5.79005555556,5.7238,3.61073333333,4.84126666667,3.70126666667,6.85326666667,1.70313333334,5.8084,4.13006666667,7.52386666666
245.30,5.25537777778,4.94446666667,3.0944,3.8988,3.22513333334,6.19353333334,2.79813333334,4.7498,3.31206666667,6.68093333333
245.67,5.12941111111,4.815,2.98986666667,3.84333333333,3.0596,6.10633333333,2.15506666667,4.47386666667,3.39253333333,6.39086666667
246.05,4.08308888889,3.69606666667,2.00846666667,2.73806666667,2.46873333333,5.28766666667,2.9418,3.50773333333,2.36526666667,5.08733333333
246.42,3.66788888889,3.1106,1.7818,2.1974,2.45266666667,4.97406666667,3.5124,2.9512,1.92273333333,4.48033333333
246.79,3.08216666666,2.23273333333,1.29453333333,1.53,2.12806666667,4.3336,4.28653333333,2.30213333333,1.13193333334,3.74526666667
247.17,3.16188888889,2.08086666667,1.26206666666,1.32026666667,2.1,4.1682,5.0958,2.1734,0.902933333333,3.47246666667
247.54,3.63206666667,2.47926666667,1.62813333333,2.0462,2.3042,4.70973333333,5.30046666667,2.74406666667,1.33326666667,3.99053333333
247.92,4.20286666667,2.97373333333,2.35766666667,2.79993333333,2.91306666667,5.59386666667,6.07626666668,3.6852,2.04246666667,4.63606666667
248.29,4.33982222222,3.2468,2.58293333333,2.93793333333,3.02726666667,5.93086666667,6.32586666666,3.88846666667,2.36946666667,5.03893333333
248.67,4.35481111111,3.5082,2.78006666667,3.27993333333,3.34673333333,6.18406666667,6.60846666667,4.14433333334,2.64133333333,5.193
249.04,4.22381111111,3.68206666667,2.91053333333,3.3792,3.35693333333,6.2632,6.3528,4.13933333333,2.80673333333,5.1594
249.42,4.15408888889,3.72513333333,2.87913333333,3.65326666667,3.267,6.27333333333,6.21566666667,4.23073333333,2.95066666667,5.20526666667
249.79,3.66873333333,3.22533333333,2.4206,3.31186666667,2.6554,5.86213333333,5.89339999999,3.88826666667,2.53706666667,4.70173333333
250.17,3.95946666667,3.60466666667,2.54113333333,3.7402,2.70986666667,6.24913333333,4.91406666667,4.26693333333,3.0372,5.08573333333
250.54,4.20965555556,4.04626666667,2.499,4.11453333334,2.65846666667,6.54533333334,4.88999999999,4.80453333333,3.38646666667,5.23693333333
250.92,4.79165555556,4.40046666667,2.69873333333,4.50446666667,2.56926666667,6.63866666666,5.68846666666,5.38673333333,3.76373333333,5.3094
251.29,4.57881111111,4.30933333333,2.49533333333,4.32186666667,2.1768,6.6166,5.67513333334,5.39946666667,3.51933333333,5.0576
251.66,3.96,3.77613333333,1.89673333333,3.4954,1.85273333333,6.0576,6.02893333333,4.8958,2.96826666667,4.37233333334
252.04,3.26667777778,3.20933333333,0.917399999999,2.6242,1.16293333333,5.00893333334,5.43353333333,3.783,2.26066666667,3.5328
