wavelength,Back_DacCaym,Belly_DacCaym,Breast_DacCaym,Crissum_DacCaym,Crown_DacCaym,DorTail_DacCaym,Rump_DacCaym,Throat_DacCaym,WingTip_DacCaym
528.32,7.10466666667,64.2862,55.2131333333,58.8914,53.4199333333,5.66626666667,61.4668666667,11.2798,5.89193333333
528.66,7.10773333333,64.3703333333,55.2669,58.9458,53.4364,5.67006666667,61.5243333333,11.2954666667,5.8946
529.01,7.12053333333,64.4999333334,55.3742666667,59.0736666667,53.4968666667,5.6754,61.6357333333,11.3256,5.9046
529.35,7.1266,64.6046,55.4700333333,59.1702,53.542,5.68153333334,61.7297333333,11.3473333333,5.91726666667
529.70,7.13113333333,64.7067333333,55.5697,59.25,53.5802,5.68266666667,61.802,11.3640666667,5.92533333333
530.04,7.1318,64.7966,55.6418666667,59.3506666667,53.5994666667,5.6772,61.9011333334,11.381,5.92286666667
530.39,7.14553333333,64.8589333333,55.7039666667,59.4132,53.6032666667,5.68446666667,61.9474,11.4008666667,5.9306
530.73,7.1508,64.9232666667,55.7415333333,59.4764666667,53.6036,5.6902,61.9981333334,11.4282666667,5.93746666667
531.08,7.17153333333,64.9939333333,55.7880333333,59.5406,53.5898,5.71793333333,62.0532666667,11.4637333333,5.9672
531.42,7.1702,65.0534,55.8283,59.5762666667,53.5506666667,5.7094,62.0751333333,11.4774,5.9718
531.77,7.19186666667,65.1896,55.9028,59.6681333333,53.5561333333,5.71793333333,62.1559333334,11.5124,5.99633333333
532.11,7.19033333334,65.2605333334,55.9178,59.7078,53.5114666667,5.7138,62.1753333333,11.5208,5.9892
532.46,7.18313333333,65.4010666667,56.0106,59.8341333333,53.5382666667,5.70873333333,62.2788666667,11.5211333333,5.98773333333
532.80,7.199,65.4656,56.0182,59.8678666667,53.4936,5.72286666667,62.3162666667,11.5422666667,5.99866666667
533.15,7.21473333333,65.5564666667,56.0508,59.9205333333,53.4686,5.7332,62.3309333333,11.5657333333,6.0074
533.49,7.2138,65.5666666667,56.0111,59.9184666667,53.4030666667,5.73526666667,62.3132666667,11.5741333333,6.00313333333
533.84,7.2218,65.64,56.0503,59.9661333333,53.3741333333,5.73773333333,62.3299333333,11.5942666667,6.01366666667
534.18,7.20673333333,65.6949333333,56.0534,59.9850666667,53.3161333333,5.72146666667,62.3466,11.5947333333,5.99846666667
534.52,7.1904,65.7046,56.0284333333,59.9719333333,53.2196666667,5.6918,62.2736666667,11.5782,5.97953333333
534.87,7.1822,65.7770666667,56.0488,60.0116666667,53.1695333334,5.66953333333,62.2736,11.5798666667,5.96093333333
535.21,7.1938,65.818,56.0648,60.0402,53.1342,5.6734,62.2646,11.6052666667,5.95953333333
535.56,7.19953333333,65.8663333333,56.1009333333,60.0868666667,53.1091333333,5.6812,62.2732,11.6225333333,5.96426666667
535.90,7.21213333333,65.9216,56.1546666667,60.1530666667,53.1014666667,5.6892,62.2933333333,11.6576666667,5.9784
536.25,7.2344,65.9943333333,56.1879333333,60.2126666666,53.0742,5.70906666667,62.2966,11.7054666667,5.98813333333
536.59,7.22813333333,66.0492666667,56.225,60.2463333333,53.0526,5.6932,62.2875333333,11.704,5.98293333333
536.93,7.24326666667,66.0915333334,56.2524,60.2942,53.0398666666,5.70306666667,62.2899333333,11.7317333333,5.9992
537.28,7.24126666666,66.1674666667,56.2925666667,60.3697333333,53.0156,5.69873333333,62.3136666667,11.75,5.98806666667
537.62,7.2364,66.1858666667,56.2597666667,60.3598666667,52.918,5.67926666667,62.2542,11.7423333333,5.97793333333
537.97,7.241,66.2034,56.2575333333,60.3746666667,52.8579333333,5.69333333333,62.2176,11.7686,6.00606666667
538.31,7.27446666667,66.3547333333,56.3661,60.5033333333,52.8840666667,5.7292,62.2932,11.8255333333,6.04506666667
538.65,7.26766666667,66.3186666667,56.2940333333,60.4548,52.7146,5.7254,62.1741333333,11.8301333333,6.04206666667
539.00,7.2506,66.3106,56.2470666667,60.4458666667,52.5661333333,5.7208,62.1092666666,11.8284666667,6.0302
539.34,7.2418,66.3798666666,56.2526333333,60.5116,52.4634,5.7084,62.1046,11.8250666667,6.028
539.69,7.23266666667,66.4034,56.222,60.4764,52.3038,5.71833333333,62.0558666667,11.8210666667,6.04186666667
540.03,7.22373333333,66.4066,56.2160333333,60.4648,52.189,5.699,62.0088,11.8183333333,6.03733333333
540.37,7.21946666667,66.3972666667,56.1888333333,60.4296,52.0558666667,5.70013333333,61.9262666667,11.8192,6.0348
540.72,7.18966666667,66.397,56.1527,60.4055333333,51.9314,5.6688,61.8660666667,11.7869333334,6.00126666667
541.06,7.1786,66.3954,56.1104,60.3883333333,51.8312666667,5.65206666667,61.8071333333,11.7776,5.99186666666
541.40,7.1736,66.4032,56.0914666667,60.4036666666,51.7584,5.6532,61.7728666667,11.782,5.98826666667
541.75,7.18306666667,66.3918,56.0462333333,60.3762666667,51.655,5.65726666667,61.7106,11.7793333333,5.98733333333
542.09,7.18506666667,66.3917333333,56.0166333333,60.3625333333,51.5907333334,5.65326666667,61.6787333333,11.7794666667,5.97806666667
542.43,7.19853333333,66.4192666667,56.0185333333,60.3749333333,51.5651333333,5.67773333334,61.6708,11.8025333333,6.00366666667
542.78,7.2348,66.4506666667,56.0404333333,60.3956666667,51.5363333333,5.70906666667,61.6527333333,11.8425333333,6.04773333333
543.12,7.25006666667,66.3702666667,55.9846,60.3147333333,51.4238666666,5.73566666666,61.5538666667,11.8594,6.06333333333
543.46,7.255,66.3135333333,55.925,60.2569333333,51.3102666667,5.72506666667,61.4438,11.8704,6.05473333333
543.81,7.26466666667,66.2208666667,55.8151666667,60.1482,51.1446,5.7372,61.2995333333,11.8738,6.0662
544.15,7.2746,66.178,55.7376333333,60.1105333333,51.0297333333,5.75226666667,61.2146,11.8874,6.08213333333
544.49,7.29493333333,66.1178666666,55.6397333333,60.0336666667,50.9018,5.76793333333,61.0970666666,11.9090666666,6.0966
544.84,7.31206666667,66.0134666667,55.5399666667,59.9248666667,50.7402666667,5.79393333333,60.9721333333,11.9322666667,6.13693333333
545.18,7.33173333333,65.9782,55.4749333333,59.8789333333,50.6315333333,5.81553333333,60.8899333333,11.9491333333,6.1714
545.52,7.3326,65.9755333333,55.4355666667,59.8550666667,50.5407333333,5.81886666667,60.8062666667,11.9676,6.1788
545.87,7.33993333333,65.888,55.3154666667,59.7332,50.3641333333,5.8466,60.6831333333,11.9873333333,6.209
546.21,7.33986666667,65.7876666667,55.2038666667,59.639,50.2021333334,5.83906666667,60.5453333333,11.9967333333,6.20093333333
546.55,7.32666666667,65.6808,55.0671,59.5097333333,49.9999333333,5.82166666667,60.3870666667,11.9732,6.16666666666
546.90,7.33006666667,65.6740666667,54.955,59.4525333333,49.8611333333,5.80633333333,60.3038,11.9737333333,6.163
547.24,7.32,65.6468,54.8545333333,59.3987333334,49.7618,5.80993333333,60.2014666667,11.9598,6.16486666667
547.58,7.3238,65.5734666667,54.7389,59.3406,49.6374,5.81433333333,60.0994666666,11.9756666667,6.17806666667
547.92,7.33013333333,65.5128666667,54.6601666667,59.2768666667,49.5108,5.81573333333,59.9998,12.0046666667,6.18753333333
548.27,7.32426666667,65.4568,54.5697333333,59.224,49.3724,5.8266,59.8682666667,12.0214,6.19453333333
548.61,7.31806666667,65.4308666667,54.4743,59.1814666667,49.2382,5.82053333333,59.7505333333,12.0166,6.17613333333
548.95,7.32286666667,65.2604666667,54.2976333333,59.0414666667,49.032,5.83373333333,59.5582,12.044,6.15993333334
549.29,7.33866666667,65.1139333333,54.1283666667,58.9095333333,48.825,5.85053333333,59.3935333333,12.0566,6.1654
549.64,7.30533333333,64.9634666667,53.9875666667,58.7790666667,48.6127333333,5.8184,59.1715333333,12.0165333333,6.12333333333
549.98,7.2952,64.867,53.8665333333,58.6767333333,48.438,5.8048,59.0007333333,11.9919333333,6.1144
550.32,7.27606666667,64.748,53.7195666667,58.5521333333,48.2442666667,5.78826666667,58.7764,11.9574,6.09993333333
550.66,7.28586666667,64.4595333333,53.4737333333,58.2582666667,47.9424666667,5.82073333333,58.4342,11.9677333333,6.11566666667
551.01,7.3394,64.337,53.3702666667,58.1809333333,47.7687333333,5.8548,58.3140666667,12.0130666667,6.1606
551.35,7.32213333334,64.2098,53.1975666667,58.0255333333,47.5319333333,5.85393333333,58.0920666667,11.9966,6.15746666667
551.69,7.35493333333,64.0999333333,53.0458,57.8752666667,47.3567333333,5.88786666667,57.9170666667,11.9975333333,6.1814
552.03,7.39473333333,64.011,52.9824,57.7672,47.2114,5.9352,57.8100666667,12.0297333333,6.234
552.38,7.42826666667,63.9047333333,52.9091333333,57.6634,47.0550666667,5.9798,57.6700666667,12.0586666667,6.2768
552.72,7.41446666667,63.7606,52.7786333333,57.473,46.8254666667,5.97166666667,57.4588666667,12.0332,6.29733333333
553.06,7.39633333333,63.5946,52.6273333333,57.3103333333,46.6265333333,5.94153333333,57.2241333333,12.0056,6.28873333333
553.40,7.40253333333,63.4295333333,52.4656333333,57.1796666667,46.4336666667,5.9294,57.0374666667,11.9960666667,6.296
553.74,7.43433333333,63.2736666667,52.3272333333,57.0256,46.2628,5.96393333333,56.8841333333,12.0098,6.32426666667
554.09,7.46126666667,63.1454666667,52.2031666667,56.9143333333,46.0956666667,5.99693333333,56.7342,12.0443333333,6.35286666667
554.43,7.39533333333,63.0516,52.0788333333,56.8341333333,45.9423333333,5.93913333333,56.5668,12.0086,6.31146666667
554.77,7.37426666667,62.8048,51.8666333333,56.5796,45.668,5.9428,56.2767333333,11.9875333333,6.30033333333
555.11,7.40106666667,62.6012,51.7329,56.4003333333,45.4345333333,5.96053333333,56.0354666667,11.9906,6.32086666667
555.45,7.3638,62.3891333333,51.5553666667,56.2513333333,45.1946666667,5.94073333333,55.8085333333,11.9776,6.30526666667
555.80,7.34093333333,62.0951333333,51.3079,55.971,44.8896666667,5.92026666667,55.4879333333,11.9352666667,6.2842
556.14,7.30046666667,61.8567333333,51.0868666667,55.7094666667,44.6467333333,5.87973333333,55.2120666667,11.8946666667,6.2426
556.48,7.32606666667,61.7811333333,51.0137,55.6338,44.5280666667,5.9044,55.0696,11.9209333333,6.2716
556.82,7.3482,61.6068,50.8533,55.4852666667,44.3295333333,5.9608,54.8735333334,11.945,6.31393333333
557.16,7.34493333333,61.4076,50.6377333333,55.2885333333,44.1018666667,5.97973333333,54.6166666667,11.9601333333,6.3282
557.50,7.29506666667,61.1280666666,50.3285333333,55.0215333333,43.7631333333,5.94126666667,54.2393333333,11.8919333333,6.29673333333
557.85,7.305,60.8406,50.0814666667,54.7602666667,43.5068,5.9618,53.9279333333,11.8960666667,6.31626666667
558.19,7.32,60.5912,49.8562333333,54.5128666667,43.2371333333,5.9726,53.6482,11.847,6.309
558.53,7.3298,60.3831333333,49.6723,54.323,43.0006666667,5.98226666667,53.3938666667,11.8382666667,6.29106666667
558.87,7.306,60.2103333333,49.4605,54.1449333333,42.7838666667,5.98406666667,53.1749333334,11.7969333333,6.272
559.21,7.31466666667,59.9731333333,49.2606333333,53.8856666666,42.5218,6.00126666667,52.8941333333,11.7933333333,6.2892
559.55,7.29513333333,59.7281333334,48.9886666667,53.6518666667,42.2333333333,5.98253333333,52.6309333333,11.7840666666,6.27166666667
559.89,7.34073333333,59.4950666667,48.7809,53.4610666667,41.9675333333,6.0114,52.3814,11.7922666667,6.31846666667
560.23,7.33266666667,59.1468666667,48.4547666667,53.1466,41.6265333333,6.0106,52.0404,11.7478,6.3116
560.58,7.29906666667,58.8944,48.2232,52.8518666667,41.3560666667,5.988,51.7278,11.6870666667,6.2928
560.92,7.29933333333,58.7559333333,48.0781,52.6610666667,41.1132666667,5.97533333333,51.5235333333,11.6824666667,6.2884
561.26,7.29053333333,58.4916,47.8676,52.4044666667,40.8926666667,5.94786666667,51.2846,11.6735333333,6.27486666667
561.60,7.24833333333,58.2209333333,47.6013666666,52.1253333333,40.6238666667,5.8938,50.9898666667,11.6143333333,6.25426666667
561.94,7.26186666667,58.0755333333,47.4553333333,51.9696,40.4476,5.8984,50.8222,11.6416,6.26553333333
562.28,7.22813333333,57.8854,47.2172,51.7476666667,40.2096,5.8504,50.5676666667,11.606,6.25673333333
562.62,7.2344,57.6081333333,46.9840333333,51.4958,39.968,5.83546666667,50.2820666667,11.6089333333,6.26706666667
562.96,7.2048,57.3433333333,46.7394333333,51.2296,39.6856,5.80806666667,49.9727333333,11.5505333333,6.2428
563.30,7.2078,57.1080666667,46.5401333333,51.0089333333,39.4663333333,5.82866666666,49.7223333333,11.5446666667,6.28833333333
563.64,7.17346666666,56.8545333333,46.2779,50.7485333333,39.1876,5.81033333333,49.4122666667,11.5175333333,6.27066666667
563.99,7.2038,56.5808666667,46.0578666667,50.471,38.9492,5.82333333333,49.1218666666,11.5286666667,6.2794
564.33,7.22653333333,56.3655333333,45.8430333333,50.2816666667,38.7246,5.8324,48.8508,11.5498,6.29366666667
564.67,7.2412,56.0691333333,45.5719666667,49.9829333333,38.4665333333,5.84873333333,48.5242,11.538,6.311
565.01,7.22586666667,55.8378,45.3497333333,49.7538666667,38.1848666667,5.85793333333,48.2228,11.5306666667,6.30473333333
565.35,7.23613333333,55.6628666666,45.1974333333,49.5791333333,37.9875333333,5.8884,47.9989333333,11.5390666667,6.33533333333
565.69,7.2892,55.4066,45.0065333333,49.3900666667,37.7883333333,5.96086666667,47.7234666667,11.5852666667,6.40086666667
566.03,7.3092,55.1487333333,44.7971666667,49.1666666667,37.5550666667,6.00053333333,47.4392,11.5843333333,6.42846666667
566.37,7.3004,54.9377333333,44.5925,48.9336666667,37.3306,6.01066666667,47.2008666667,11.5628666667,6.44606666667
566.71,7.31873333333,54.6868666667,44.3485333333,48.7047333333,37.1177333333,6.02173333333,46.9345333333,11.5736,6.4522
567.05,7.32053333333,54.4782,44.1573333333,48.5176666667,36.9468666667,6.02493333333,46.6920666667,11.5542,6.4322
567.39,7.337,54.243,43.9596,48.2706,36.7464,6.05426666667,46.4403333333,11.5598,6.44286666667
567.73,7.309,54.0239333333,43.7644333333,48.0403333334,36.5354,6.04726666667,46.1835333333,11.5465333333,6.4392
568.07,7.30246666667,53.7244666667,43.4981666667,47.7590666667,36.2514,6.04666666667,45.8964666667,11.5004666667,6.41813333333
568.41,7.30186666667,53.3872666667,43.2116666667,47.4578,36.0002666667,6.0664,45.5478666667,11.47,6.42926666667
568.75,7.30153333333,53.0904,42.9784666667,47.2026,35.7829333333,6.0882,45.2832,11.4599333333,6.45306666667
569.09,7.306,52.8337333333,42.7177333333,46.9426,35.5299333334,6.08866666667,44.9869333334,11.4295333333,6.43166666667
569.43,7.228,52.5579333333,42.4084666667,46.6174666667,35.2341333333,5.99826666667,44.6419333333,11.3328,6.35586666667
569.77,7.21126666667,52.2478,42.1364333333,46.3315333333,34.9722666667,5.97793333333,44.3486,11.2950666667,6.3412
570.11,7.2072,51.9426666667,41.8610666667,46.0686666667,34.7279333333,5.9932,44.0168,11.2729333333,6.3256
570.45,7.18426666667,51.6795333333,41.6309666667,45.8220666667,34.467,5.98546666667,43.7404666667,11.2328,6.33566666667
570.79,7.17753333333,51.3972666667,41.3751333333,45.5350666667,34.2001333333,5.977,43.4301333333,11.2190666667,6.3544
571.13,7.18506666667,51.141,41.1461666667,45.3208,33.9883333333,5.9706,43.1603333333,11.205,6.3738
571.47,7.16306666667,50.9034,40.9043666667,45.1153333333,33.7768,5.96326666667,42.9030666667,11.1744,6.3626
571.81,7.1684,50.6622,40.6981666667,44.8828,33.6041333333,5.98513333333,42.6658,11.1800666667,6.39313333333
572.15,7.17266666667,50.4163333333,40.4971,44.6599333333,33.3858666667,5.98473333333,42.4192666667,11.1771333333,6.41373333334
572.49,7.19773333333,50.1962,40.2436,44.4224,33.1685333333,6.015,42.1631333333,11.1712,6.4396
572.83,7.2,49.9202,39.9963,44.1606666667,32.954,6.03593333333,41.9014666667,11.1632,6.45833333334
573.17,7.2186,49.6395333333,39.7758666667,43.9401333333,32.728,6.0712,41.6451333333,11.1422666667,6.4856
573.51,7.21313333333,49.4062,39.5480666667,43.7102,32.5214,6.10053333333,41.3718,11.1352666667,6.50753333333
573.85,7.17973333334,49.1284666667,39.3120666667,43.4176,32.2676666667,6.05373333333,41.1016,11.0921333333,6.4944
574.19,7.18366666667,48.8734,39.0867666667,43.1664,32.0731333333,6.0406,40.8398,11.0752666667,6.49413333333
574.53,7.16473333333,48.5676,38.8120333333,42.8816666667,31.8284,6.03213333333,40.5298666667,11.0397333333,6.4674
574.87,7.13106666667,48.2594,38.5458666667,42.5970666667,31.5963333333,6.0144,40.2108666667,10.9968666667,6.4378
575.21,7.12826666667,47.9631333333,38.2832,42.3018666667,31.3493333333,6.02606666667,39.9277333333,10.9654666667,6.4434
575.55,7.08873333333,47.6846,38.0304,42.0221333333,31.1044666667,5.98066666667,39.6234,10.9168666667,6.40813333333
575.89,7.04986666667,47.3899333333,37.7572333333,41.7526,30.8548,5.9572,39.3264,10.8524666667,6.36586666667
576.22,7.06806666666,47.1582,37.5926666667,41.5302666667,30.6832,5.96993333333,39.0799333333,10.854,6.3726
576.56,7.026,46.8272,37.3608333333,41.2538666667,30.4359333333,5.93406666667,38.7876,10.8030666667,6.33746666667
576.90,6.99593333333,46.5622666667,37.1298,40.966,30.2257333333,5.9178,38.4999333333,10.7802666666,6.34026666667
577.24,6.9532,46.2466,36.8882,40.6745333333,30.0156,5.86086666667,38.2131333333,10.7274,6.30846666666
577.58,6.94,45.9273333333,36.6533,40.4352666667,29.8052,5.85513333333,37.9108666667,10.6854666667,6.28346666667
577.92,6.90706666667,45.6099333333,36.3954,40.1609333333,29.5768,5.8666,37.6066666667,10.6543333333,6.25773333333
578.26,6.91186666667,45.374,36.2071666667,39.9395333333,29.3784666667,5.88333333333,37.3723333333,10.6451333333,6.27086666667
578.60,6.94153333333,45.1044,35.9699333333,39.7105333333,29.1564666667,5.92286666667,37.1344666666,10.6381333333,6.30373333333
578.94,6.91886666667,44.7354,35.6817666667,39.4082,28.9164666667,5.89286666667,36.7833333333,10.572,6.27153333333
579.28,6.88566666667,44.4581333334,35.4340333333,39.166,28.7188666667,5.88026666667,36.4888,10.5262666666,6.26626666667
579.61,6.84613333333,44.2225333333,35.2440666667,38.9396,28.526,5.8746,36.2653333333,10.5050666667,6.26233333333
579.95,6.7978,43.9247333333,35.0227333333,38.69,28.292,5.8286,36.0078666667,10.4295333333,6.22886666666
580.29,6.81546666667,43.6848,34.7829666667,38.4230666667,28.0974,5.82373333333,35.7192,10.4134,6.24213333333
580.63,6.84286666667,43.3633333333,34.5331333333,38.1332666667,27.8902666667,5.8466,35.4497333333,10.3949333333,6.2652
580.97,6.8886,43.1318666667,34.3283666667,37.9013333333,27.6778,5.88826666666,35.2068666667,10.4226,6.31546666667
581.31,6.97266666667,42.8598666667,34.1064,37.6582666667,27.5075333333,5.9488,34.9596,10.4761333333,6.4104
581.65,6.99293333333,42.5694666667,33.8500333333,37.4119333333,27.3156,5.95466666667,34.6682,10.4649333333,6.4498
581.98,6.97493333333,42.2669333333,33.5901666667,37.1476666667,27.0998,5.9332,34.3849333333,10.4313333333,6.44946666667
582.32,6.96926666667,42.0624,33.4216333333,36.9387333333,26.9588666667,5.9434,34.1931333333,10.4173333333,6.4622
582.66,6.97866666667,41.881,33.2876666667,36.7821333333,26.8076666667,5.976,33.9965333333,10.433,6.52
583.00,7.0722,41.695,33.1339,36.6492,26.6836666667,6.0758,33.8654,10.4931333333,6.601
583.34,7.174,41.4717333334,32.9776333333,36.4776666667,26.5754666667,6.1308,33.6553333333,10.5279333333,6.66133333334
583.68,7.1974,41.2425333333,32.7537,36.2472666667,26.3921333333,6.15226666667,33.3935333334,10.5427333333,6.68846666667
584.01,7.2706,41.032,32.5633333333,36.0704666667,26.2567333333,6.21813333333,33.2189333333,10.5933333333,6.7548
584.35,7.27333333333,40.8116666667,32.3704666667,35.9234666667,26.1008666667,6.2288,33.0189333333,10.6298666667,6.77633333333
584.69,7.27813333333,40.5534,32.1585666667,35.7213333333,25.9635333333,6.2324,32.8122666666,10.6179333333,6.79426666667
585.03,7.19586666667,40.3352666667,31.9302666667,35.5074666667,25.7638666667,6.18746666667,32.5659333333,10.5222,6.73586666667
585.37,7.21466666667,40.1708666667,31.7858,35.3216,25.6202666667,6.2148,32.4140666667,10.5539333333,6.7452
585.70,7.21366666667,39.9427333333,31.6088333333,35.1660666667,25.4499333334,6.2176,32.2294666667,10.522,6.729
586.04,7.23006666667,39.7632666667,31.4494333333,34.9816,25.2957333333,6.2196,32.0158,10.524,6.75053333333
586.38,7.21906666667,39.5448,31.2409,34.7627333333,25.1490666667,6.2172,31.8123333333,10.5272,6.73606666667
586.72,7.2552,39.3561333333,31.1657333333,34.5984,25.0463333333,6.24266666667,31.6504666667,10.5714,6.77666666667
587.06,7.1288,39.0587333333,30.8669666667,34.3022666667,24.7364,6.1232,31.3308,10.4474,6.6836
587.39,7.0896,38.7608,30.6020666667,34.0738666667,24.5618666667,6.083,31.0732666667,10.3902666667,6.6458
587.73,7.03673333333,38.4922666667,30.4365333333,33.8842666667,24.3954,6.05086666667,30.8326,10.3454,6.62033333333
588.07,7.03206666667,38.2813333333,30.2814666667,33.7014666667,24.2186666667,6.0568,30.6031333333,10.3209333333,6.61306666667
588.41,6.98353333334,38.0396666667,30.0952666667,33.4677333333,24.0142666667,6.03746666667,30.3471333333,10.2556,6.56173333333
588.74,7.03766666667,37.9026666667,29.9983,33.3449333333,23.9152,6.11233333333,30.2204,10.3195333333,6.62013333334
589.08,7.02586666666,37.7522666667,29.9228333333,33.2526666667,23.8339333333,6.14013333333,30.0813333333,10.2925333333,6.63906666667
589.42,7.00093333334,37.4872,29.7085666667,33.023,23.6755333333,6.1194,29.8408,10.2524,6.6318
589.76,6.92653333333,37.1994,29.4675333333,32.803,23.4987333333,6.0792,29.6064,10.1713333333,6.55846666667
590.09,7.00186666667,37.0441333333,29.3569,32.6542,23.4129333333,6.1298,29.4758666667,10.2050666667,6.59926666667
590.43,6.9072,36.7165333333,29.0533666667,32.3440666667,23.1361333333,6.05693333333,29.1765333333,10.0968666667,6.53013333333
590.77,6.9776,36.6164,29.0093666667,32.2755333333,23.1497333333,6.1544,29.1212,10.172,6.636
591.11,6.98913333333,36.4514,28.9290666667,32.0913333333,22.9978,6.16566666667,28.9102,10.1811333333,6.65486666667
591.44,6.92666666667,36.1802,28.6834666667,31.8223333333,22.7526,6.1322,28.6727333333,10.0930666667,6.60406666667
591.78,6.9024,35.9951333333,28.5251333333,31.6208666667,22.6350666667,6.11826666667,28.5005333334,10.0369333333,6.58626666667
592.12,6.93046666667,35.8491333333,28.3998666667,31.5173333333,22.5364666667,6.142,28.3748666667,10.0411333333,6.62333333333
592.46,6.92946666667,35.6687333334,28.2942666667,31.3554,22.4214,6.1354,28.2026666667,10.0372666667,6.64546666667
592.79,6.86086666667,35.3050666667,27.9656,31.0244666667,22.1486666667,6.0556,27.8562666667,9.9318,6.57466666667
593.13,6.85933333333,35.1272666666,27.8138,30.8539333334,22.0125333333,6.07426666667,27.6638666667,9.93093333334,6.61133333333
593.47,6.89846666667,34.9816666667,27.7431666667,30.7192666666,21.8947333333,6.10813333333,27.5014666667,9.96899999999,6.64953333333
593.80,6.83786666667,34.7581333333,27.5452333334,30.4976666667,21.6976,6.0634,27.2655333333,9.88586666668,6.62433333333
594.14,6.86146666667,34.6030666667,27.3977666667,30.3334666667,21.6068666667,6.08626666667,27.0997333333,9.90086666668,6.63693333333
594.48,6.8538,34.356,27.2202,30.1406,21.4410666667,6.08626666667,26.9050666667,9.88633333333,6.61646666667
594.81,6.92633333333,34.2526666667,27.1213333333,30.0775333333,21.4383333333,6.16213333333,26.8450666667,9.96019999999,6.7038
595.15,6.9358,34.1391333333,27.0402,29.9653333333,21.3695333333,6.1726,26.6975333333,9.98033333332,6.735
595.49,6.96953333333,33.9799333333,26.9086,29.8286666667,21.2462666667,6.2028,26.5657333333,10.0034,6.7458
595.82,6.9632,33.8000666667,26.8092666667,29.6535333333,21.1268,6.23913333333,26.4071333333,9.9952,6.7456
596.16,6.93786666667,33.5884,26.6300333333,29.4398666667,20.9813333333,6.22493333333,26.248,9.95700000001,6.71973333333
596.50,6.9922,33.4919333333,26.5803666667,29.3472666667,20.9318666667,6.28153333333,26.2065333333,10.0052666667,6.79153333333
596.83,7.00353333333,33.3479333333,26.4905333333,29.1992666667,20.8392,6.28626666667,26.099,9.98446666668,6.803
597.17,6.96406666667,33.1747333333,26.3350666667,29.0214666667,20.7104666667,6.24633333333,25.9435333333,9.93579999999,6.75893333333
597.51,6.93273333333,32.9949333333,26.1769333333,28.882,20.5938,6.19866666667,25.7994,9.89506666667,6.72326666667
597.84,6.93446666667,32.8162,26.0506666667,28.7529333333,20.4871333333,6.1862,25.6727333333,9.8852,6.71853333334
598.18,6.906,32.6404,25.9039333333,28.5849333333,20.3419333333,6.16726666667,25.5167333333,9.85046666667,6.6852
598.52,6.8368,32.3582666667,25.701,28.322,20.1555333333,6.09253333333,25.2824666666,9.75299999999,6.60753333333
598.85,6.89453333333,32.2188,25.5994333333,28.1961333333,20.0927333333,6.14613333333,25.1774,9.77319999999,6.6402
599.19,6.91626666667,32.0067333333,25.4753,28.0474,19.9996666667,6.16906666667,25.0002,9.78206666667,6.70093333333
599.53,6.97046666667,31.8622,25.3659,27.9417333333,19.9668666666,6.19453333333,24.9045333333,9.82973333332,6.76046666667
599.86,6.9938,31.7173333333,25.2257333333,27.8097333334,19.8876666667,6.22346666667,24.7952666667,9.85066666667,6.801
600.20,6.98606666667,31.5197333333,25.0694666667,27.6356,19.7584666667,6.21273333333,24.5906,9.835,6.79626666667
600.53,7.00046666667,31.3573333333,24.9342666667,27.5004666667,19.6925333334,6.22366666666,24.4452666667,9.84026666667,6.80226666666
600.87,7.05133333333,31.1556666667,24.7859,27.3362,19.6011333333,6.2694,24.2747333334,9.85693333335,6.893
601.21,7.0706,30.9912,24.7221333333,27.1878,19.4946666667,6.2974,24.1274,9.88726666667,6.93213333334
601.54,7.04453333333,30.8376666667,24.5964666667,27.0502666666,19.3838666667,6.30766666667,23.9330666667,9.82033333335,6.941
601.88,7.05193333333,30.7132666667,24.5038666667,26.9256,19.3438666667,6.327,23.8156666667,9.82286666666,6.97353333333
602.21,7.08913333334,30.6060666667,24.43,26.8354666667,19.2652,6.38746666667,23.7304,9.84406666666,7.024
602.55,7.06746666667,30.4613333333,24.3454333333,26.7256666667,19.165,6.40033333333,23.6184,9.84840000001,7.04506666667
602.88,7.0096,30.3114666667,24.1863666667,26.5378,19.0382666667,6.37633333333,23.4887333334,9.80073333333,6.99213333333
603.22,6.9358,30.1447333333,23.9942333333,26.3491333333,18.8644,6.3044,23.2822666667,9.73893333333,6.93346666667
603.56,6.92653333333,30.0002,23.9159666667,26.2502666667,18.7676666667,6.27873333333,23.127,9.71333333332,6.90273333333
603.89,6.90126666667,29.8786,23.7933333333,26.1226,18.682,6.2614,23.0314666667,9.66946666668,6.8796
604.23,6.8936,29.7396666667,23.6935,25.9880666667,18.5850666667,6.25493333333,22.8908666667,9.65413333333,6.87246666667
604.56,6.8698,29.6478,23.6129,25.8741333333,18.53,6.2588,22.7954666667,9.64753333333,6.8584
604.90,6.87273333333,29.5037333333,23.5001333333,25.7372,18.4734666667,6.27653333333,22.6548666667,9.64566666667,6.8668
605.23,6.9058,29.4000666667,23.428,25.6584666667,18.4234,6.30466666667,22.5716,9.68786666667,6.8898
605.57,6.94046666667,29.2872666667,23.3349666667,25.5677333333,18.3685333333,6.32646666667,22.4648,9.7036,6.94
605.90,6.8694,29.1071333333,23.1865666667,25.3966666667,18.2300666667,6.28753333333,22.3170666667,9.64046666666,6.90106666667
