wavelength,Back_DigGlof,Belly_DigGlof,Breast_DigGlof,Crissum_DigGlof,Crown_DigGlof,DorTail_DigGlof,Patch10_DigGlof,Rump_DigGlof,Throat_DigGlof,WingTip_DigGlof
363.11,5.29148888889,1.98188888889,1.83961111111,2.41733333333,5.34933333333,5.13433333333,12.7814444444,7.30022222222,2.61083333333,7.17338888889
363.48,5.19913333333,1.962,1.80644444444,2.411,5.35644444444,5.06811111111,12.7468888889,7.32666666667,2.55588888889,7.12077777778
363.84,5.24557777778,2.05733333333,1.88027777778,2.45444444445,5.36511111111,5.088,12.767,7.36055555556,2.57083333333,7.12472222222
364.20,5.23586666666,2.00666666667,1.81488888889,2.43588888889,5.38933333333,5.07777777778,12.7543333333,7.31444444444,2.5445,7.0645
364.57,5.35648888889,2.05788888889,1.80094444444,2.463,5.46677777778,5.15355555555,12.9473333333,7.36022222222,2.59094444444,7.09677777778
364.93,5.35351111111,2.09322222222,1.74761111111,2.56877777778,5.50855555555,5.152,12.9913333333,7.39888888889,2.63888888889,7.02038888889
365.29,5.58686666666,2.316,1.92111111111,2.84777777778,5.675,5.39944444444,13.1603333333,7.61888888889,2.79511111111,7.22122222222
365.66,5.4356,2.25077777778,1.82611111111,2.74488888889,5.54744444444,5.21144444445,13.0951111111,7.53011111111,2.69227777778,7.12855555555
366.02,5.58182222222,2.40377777778,1.994,2.908,5.65855555556,5.433,13.1628888889,7.66755555555,2.85966666667,7.22761111111
366.38,5.35355555556,2.34644444445,1.85894444444,2.82722222222,5.48322222222,5.35677777778,12.9303333333,7.51266666667,2.66116666667,7.12988888889
366.75,5.45315555556,2.524,1.9835,2.97411111111,5.58766666666,5.44022222222,13.1044444445,7.64933333333,2.825,7.25805555556
367.11,5.26395555556,2.41988888889,1.91588888889,2.90466666667,5.482,5.43844444444,13.012,7.52688888889,2.657,7.1295
367.47,5.27942222222,2.44144444444,1.97816666667,2.97977777778,5.48288888889,5.46044444444,13.0968888889,7.53911111111,2.69555555555,7.09638888889
367.84,5.2454,2.4,2.00472222222,3.03722222222,5.49455555556,5.43144444444,13.1782222222,7.55255555556,2.693,7.08933333333
368.20,5.17173333333,2.42577777778,1.98416666667,3.00555555555,5.42222222222,5.40133333333,13.1375555556,7.58866666667,2.66438888889,7.03266666667
368.56,5.12682222222,2.46055555556,2.05077777778,2.98833333333,5.38288888889,5.312,12.9671111111,7.54655555556,2.64383333333,7.0535
368.93,5.11004444445,2.51188888889,2.10883333333,2.95066666667,5.377,5.31811111111,12.9338888889,7.51666666667,2.67416666667,7.07455555555
369.29,5.02082222222,2.41511111111,2.02288888889,2.875,5.35655555556,5.21688888889,12.9448888889,7.48611111111,2.73683333333,7.003
369.65,5.15082222222,2.53822222222,2.17105555556,3.00766666667,5.53844444444,5.41922222222,13.1515555556,7.652,2.95772222222,7.04605555556
370.01,5.08155555556,2.51022222222,2.13761111111,2.96888888889,5.56233333333,5.36055555556,13.1515555555,7.579,2.92716666667,6.99172222222
370.38,5.1888,2.56477777778,2.18577777778,3.00366666667,5.66188888889,5.38133333333,13.2863333333,7.66711111111,2.9725,7.04272222222
370.74,4.99597777778,2.35988888889,2.01377777778,2.80344444444,5.41855555556,5.14722222222,13.004,7.346,2.71855555555,6.79988888889
371.10,5.14926666667,2.43677777778,2.08761111111,2.95455555556,5.47444444444,5.20488888889,13.1334444445,7.43377777778,2.86911111111,6.86294444445
371.46,5.36273333334,2.59866666667,2.18838888889,3.09133333333,5.63466666667,5.37544444445,13.3114444445,7.58155555555,3.07338888889,7.06061111111
371.83,5.463,2.71566666667,2.223,3.15011111111,5.73455555555,5.44155555556,13.3657777778,7.63522222222,3.14138888889,7.14955555556
372.19,5.58226666667,2.74644444444,2.33011111111,3.30188888889,5.84088888889,5.54355555556,13.5463333334,7.69277777778,3.30038888889,7.26327777778
372.55,5.62255555556,2.70955555556,2.32144444444,3.39922222222,5.843,5.61755555555,13.6626666667,7.71755555556,3.40333333333,7.29783333333
372.92,5.62968888889,2.66744444445,2.33827777778,3.41988888889,5.85733333333,5.59666666667,13.7605555556,7.73733333333,3.41927777778,7.28638888889
373.28,5.74422222222,2.74911111111,2.50233333333,3.44733333333,5.91155555556,5.65144444445,13.8351111111,7.76511111111,3.487,7.35361111111
373.64,5.8544,2.87088888889,2.602,3.544,5.98733333333,5.65566666667,13.871,7.785,3.48716666667,7.50522222222
374.00,5.84282222222,2.87911111111,2.57561111111,3.50722222222,5.90766666667,5.57344444445,13.8978888889,7.73211111111,3.42244444444,7.45333333333
374.37,5.84471111111,2.918,2.60994444444,3.56833333333,5.91433333334,5.57133333333,13.8714444444,7.73888888889,3.51061111111,7.45888888889
374.73,6.12291111111,3.221,2.84477777778,3.84244444444,6.16366666667,5.88677777778,14.2017777778,8.04211111111,3.76538888889,7.68111111112
375.09,6.23964444444,3.48155555556,2.97327777778,4.01577777778,6.32566666667,6.021,14.2892222222,8.16255555556,3.83411111111,7.78716666668
375.45,6.22915555556,3.45266666667,3.01683333333,3.99322222222,6.30611111111,6.00222222222,14.2713333333,8.17233333333,3.79177777778,7.76483333332
375.81,6.34102222222,3.59233333333,3.17166666667,4.12633333333,6.43788888889,6.06066666667,14.4596666667,8.30788888889,3.96933333333,7.88449999999
376.18,6.37611111111,3.71088888889,3.22816666667,4.11555555556,6.45877777778,6.04,14.4925555556,8.29666666667,3.95033333333,7.94833333334
376.54,6.3156,3.74933333333,3.15788888889,4.02266666667,6.42433333333,5.99233333333,14.4981111111,8.28688888889,3.90644444444,7.88733333334
376.90,6.27846666667,3.75355555555,3.13016666667,3.97922222222,6.369,5.95866666667,14.4616666667,8.20866666666,3.85322222222,7.882
377.26,6.29417777778,3.84677777778,3.20022222222,4.07588888889,6.43111111111,6.03966666667,14.5307777778,8.27155555556,3.91983333333,7.91822222222
377.63,6.21115555555,3.76977777778,3.12477777778,3.98922222222,6.33133333333,5.95255555556,14.5067777778,8.20455555556,3.883,7.82066666667
377.99,6.25342222222,3.84644444445,3.23444444444,4.01466666667,6.41855555556,6.01944444444,14.5315555555,8.25477777778,3.92822222222,7.922
378.35,6.19173333333,3.85755555556,3.22144444444,3.98088888889,6.38788888889,6.02477777778,14.5097777778,8.19788888889,3.88283333333,7.848
378.71,6.02766666666,3.662,3.05388888889,3.77211111111,6.23911111111,5.80333333333,14.2995555555,8.05922222222,3.75727777778,7.72111111111
379.07,5.86391111111,3.45811111111,2.89844444444,3.52622222222,6.07888888889,5.60044444444,14.1328888889,7.901,3.62344444444,7.56016666667
379.44,5.84488888889,3.51044444445,2.92183333333,3.47855555556,6.08455555556,5.57377777778,14.0472222222,7.82877777778,3.63866666667,7.56622222222
379.80,5.77542222222,3.44722222222,2.89394444444,3.37922222222,6.06077777778,5.58277777778,13.9761111111,7.777,3.56861111111,7.50055555555
380.16,5.74708888889,3.44055555556,2.93283333333,3.42244444444,6.07877777778,5.62355555555,13.9483333333,7.76555555556,3.63372222222,7.44094444445
380.52,5.82611111111,3.50577777778,3.07138888889,3.51588888889,6.17755555556,5.69544444444,13.9553333333,7.762,3.69327777778,7.54005555556
380.88,5.9476,3.66755555556,3.25733333333,3.65877777778,6.38111111111,5.78888888889,14.1046666667,7.93755555556,3.89344444444,7.61561111111
381.24,5.85651111111,3.58777777778,3.17433333333,3.57877777778,6.29833333333,5.672,13.9548888889,7.84233333333,3.8205,7.54
381.61,5.90155555555,3.61155555556,3.23338888889,3.62177777778,6.37844444444,5.70177777778,13.9976666667,7.90211111111,3.80388888889,7.55777777778
381.97,5.80351111111,3.53744444444,3.16772222222,3.63166666667,6.29811111111,5.62911111111,13.9628888889,7.83811111111,3.80044444445,7.45522222222
382.33,5.88933333334,3.59888888889,3.2235,3.68411111111,6.34477777778,5.69,14.0251111111,7.92677777778,3.86127777778,7.55394444445
382.69,5.97671111111,3.74777777778,3.35388888889,3.80822222222,6.45088888889,5.81533333333,14.1883333333,8.03722222222,3.99994444444,7.65255555555
383.05,6.16193333333,3.88311111111,3.54516666667,3.98755555555,6.54522222222,5.962,14.344,8.19933333333,4.14583333333,7.83316666667
383.41,6.21677777778,3.913,3.552,4.07588888889,6.56666666667,5.99777777778,14.433,8.28377777778,4.16911111111,7.89477777777
383.77,6.16964444444,3.90433333333,3.47961111111,4.009,6.47844444445,5.95266666667,14.3472222222,8.21966666667,4.12411111111,7.86572222223
384.14,6.20477777778,3.95422222222,3.53238888889,3.98155555556,6.48466666666,5.978,14.4075555556,8.29522222222,4.11666666667,7.95377777778
384.50,6.20715555556,3.98133333333,3.484,3.91533333333,6.45444444444,5.97844444444,14.3904444444,8.31855555556,4.08188888889,7.90372222221
384.86,6.20542222222,4.00955555556,3.44433333333,3.89766666667,6.37777777778,6.01933333333,14.2896666667,8.288,4.03955555556,7.94294444444
385.22,6.19348888889,3.98188888889,3.41333333333,3.88088888889,6.34011111111,6.03533333333,14.309,8.30433333333,3.99133333333,7.91822222221
385.58,6.22324444444,4.03911111111,3.46577777778,3.888,6.36233333333,6.08566666667,14.296,8.32277777778,4.06661111111,7.95577777777
385.94,6.31377777778,4.10688888889,3.48961111111,3.90233333333,6.44844444445,6.15477777778,14.3575555556,8.45566666667,4.07722222222,7.99694444446
386.30,6.35368888889,4.10544444445,3.52355555556,3.88855555556,6.484,6.17666666667,14.4157777778,8.48344444444,4.08866666667,8.008
386.66,6.4152,4.10577777778,3.56594444444,3.95,6.51266666667,6.181,14.399,8.50811111111,4.08733333333,8.03338888888
387.03,6.27175555556,3.99433333333,3.44961111111,3.84744444444,6.43455555556,6.05944444444,14.3248888889,8.38622222222,3.99988888889,7.90377777779
387.39,6.22737777778,3.94022222222,3.46338888889,3.79755555555,6.45388888889,5.99566666667,14.2957777778,8.30222222222,3.94777777778,7.82477777778
387.75,6.25053333333,3.917,3.52105555556,3.86111111111,6.48222222222,5.98388888889,14.3725555556,8.29288888889,3.95561111111,7.83938888889
388.11,6.17526666667,3.77777777778,3.40933333333,3.75622222222,6.40188888889,5.833,14.2426666667,8.19366666667,3.83133333333,7.71272222222
388.47,6.16844444445,3.77133333333,3.48666666667,3.81411111111,6.43733333333,5.83344444445,14.2676666667,8.20566666667,3.84588888889,7.75572222222
388.83,6.16135555556,3.73077777778,3.49222222222,3.82544444444,6.454,5.83577777778,14.3077777778,8.19566666667,3.82194444445,7.73555555556
389.19,6.20342222222,3.83377777778,3.55761111111,3.86844444445,6.47555555556,5.84855555556,14.3374444444,8.18744444444,3.86188888889,7.79355555556
389.55,6.18633333333,3.80311111111,3.47766666667,3.86977777778,6.45711111111,5.86722222222,14.3575555556,8.18144444444,3.81894444445,7.79866666667
389.91,6.18722222222,3.84333333333,3.46622222222,3.87166666667,6.44255555556,5.90877777778,14.317,8.112,3.82183333333,7.81877777778
390.27,6.2096,3.91222222222,3.51505555556,3.931,6.47922222222,5.94544444445,14.3594444445,8.15355555556,3.86227777778,7.865
390.63,6.17348888889,3.88055555555,3.51972222222,3.88544444444,6.45966666666,5.917,14.3287777778,8.13544444444,3.85088888889,7.86822222222
391.00,6.21584444444,3.93944444444,3.55688888889,3.91488888889,6.493,5.96333333333,14.3358888889,8.22511111111,3.88533333333,7.91794444446
391.36,6.1804,3.90433333333,3.50894444444,3.87011111111,6.46755555556,5.94966666667,14.3345555556,8.23955555556,3.85444444444,7.90466666667
391.72,6.15135555555,3.894,3.47394444444,3.79366666667,6.45088888889,5.92566666667,14.2894444444,8.23566666667,3.80961111111,7.88966666666
392.08,6.21655555555,4.01077777778,3.5815,3.88466666667,6.52455555556,6.02955555555,14.3861111111,8.26433333333,3.92627777778,7.97816666666
392.44,6.18931111111,3.97188888889,3.51416666667,3.83522222222,6.52077777778,5.97077777778,14.3776666667,8.25122222222,3.90988888889,7.95861111112
392.80,6.18673333333,3.98277777778,3.50138888889,3.77611111111,6.47966666667,5.89688888889,14.3751111111,8.25644444445,3.89783333333,7.94400000001
393.16,6.21768888889,3.96033333333,3.49433333333,3.76844444445,6.55222222222,5.94133333333,14.4426666667,8.305,3.87788888889,7.94722222223
393.52,6.17924444444,3.93977777778,3.4725,3.73055555556,6.51044444444,5.85655555555,14.3911111111,8.28666666667,3.82822222222,7.90572222221
393.88,6.18895555556,3.94188888889,3.48733333333,3.75566666666,6.53644444444,5.82466666667,14.4878888889,8.35633333333,3.83672222222,7.96888888889
394.24,6.10417777778,3.83766666667,3.37711111111,3.62922222222,6.45122222222,5.74888888889,14.4061111111,8.27233333333,3.72761111111,7.86138888889
394.60,6.05911111111,3.81833333333,3.293,3.58877777778,6.442,5.71588888889,14.435,8.27177777778,3.67227777778,7.85177777778
394.96,6.07022222222,3.79711111111,3.27905555556,3.59755555556,6.45122222222,5.71011111111,14.4624444445,8.26244444444,3.64794444444,7.84205555557
395.32,5.99575555556,3.76788888889,3.20427777778,3.54422222222,6.37222222222,5.655,14.3951111111,8.19222222222,3.624,7.81038888888
395.68,6.01044444444,3.82544444444,3.19688888889,3.58588888889,6.39488888889,5.69177777778,14.4338888889,8.23055555556,3.6675,7.82288888889
396.04,5.94371111111,3.76822222222,3.09672222222,3.51288888889,6.32733333333,5.62,14.4071111111,8.18622222222,3.57372222222,7.73694444446
396.40,5.88482222222,3.74233333333,3.06344444444,3.46977777778,6.24644444444,5.61933333333,14.3991111111,8.17344444444,3.51405555556,7.70694444443
396.76,5.92871111111,3.746,3.12405555556,3.524,6.33033333333,5.67388888889,14.4531111111,8.252,3.55505555555,7.72822222223
397.12,5.92117777778,3.74822222222,3.1545,3.55844444444,6.33811111111,5.64833333333,14.492,8.27622222222,3.5525,7.74083333333
397.48,5.89788888889,3.69988888889,3.13538888889,3.561,6.33633333334,5.646,14.4898888889,8.23133333333,3.51872222222,7.72722222221
397.84,5.85286666666,3.66833333333,3.1445,3.522,6.31566666667,5.66066666667,14.3841111111,8.17377777778,3.50533333333,7.67722222222
398.20,5.92164444445,3.71888888889,3.22172222222,3.61055555556,6.36688888889,5.70922222222,14.4628888889,8.24088888889,3.59016666667,7.76116666667
398.56,5.85968888889,3.66355555555,3.21255555556,3.54166666667,6.30055555555,5.67455555555,14.3803333333,8.15288888889,3.52072222222,7.67166666666
398.92,5.86231111111,3.68133333333,3.21811111111,3.54366666667,6.29855555555,5.69388888889,14.391,8.13855555556,3.52822222222,7.68616666668
399.28,5.97893333333,3.78544444445,3.36227777778,3.63677777778,6.39822222222,5.81277777778,14.5068888889,8.26733333333,3.59033333333,7.79172222222
399.64,6.05164444445,3.78611111111,3.46294444444,3.68033333333,6.43644444444,5.84488888889,14.5452222222,8.31544444445,3.62944444444,7.85816666666
400.00,6.14077777778,3.86455555556,3.5445,3.80966666667,6.55811111111,5.96288888889,14.6342222222,8.47222222222,3.73522222222,7.99938888888
400.36,6.20568888889,3.91788888889,3.59288888889,3.88377777778,6.61244444444,6.004,14.6892222222,8.52011111111,3.78316666667,8.0163888889
400.72,6.23575555556,3.96522222222,3.59794444444,3.92811111111,6.636,6.05177777778,14.732,8.53088888889,3.75638888889,8.08233333332
401.08,6.23226666667,3.957,3.57227777778,3.887,6.61388888889,6.05022222222,14.7117777778,8.497,3.74677777778,8.07977777779
401.44,6.31711111111,4.047,3.66066666667,3.94766666666,6.675,6.09422222222,14.7782222222,8.58622222222,3.82133333333,8.1493888889
401.80,6.39064444444,4.05877777778,3.72566666667,3.98411111111,6.67966666667,6.10922222222,14.8413333333,8.644,3.85316666667,8.16733333334
402.16,6.42082222222,4.08055555556,3.77861111111,3.99777777778,6.69411111111,6.09088888889,14.8404444444,8.66833333333,3.85683333333,8.18633333334
402.52,6.50706666667,4.15922222222,3.84472222222,4.09255555555,6.72688888889,6.13477777778,14.9438888889,8.75977777778,3.9415,8.2651111111
402.88,6.53413333333,4.18533333334,3.88288888889,4.10533333333,6.74944444444,6.17233333333,14.9832222222,8.80155555555,3.9675,8.31694444446
403.24,6.5526,4.21011111111,3.86227777778,4.15377777778,6.74522222222,6.14477777778,14.9666666667,8.79955555555,3.97438888889,8.33344444443
403.60,6.60471111111,4.21911111111,3.87822222222,4.21044444444,6.79433333333,6.17877777778,15.0231111111,8.85922222222,4.01288888889,8.36477777777
403.95,6.62433333333,4.22855555556,3.86827777778,4.18922222222,6.78288888889,6.17844444444,15.0082222222,8.84477777778,4.02433333333,8.361
404.31,6.65433333333,4.23511111111,3.89277777778,4.23344444444,6.84677777778,6.179,15.0365555555,8.86144444445,4.05105555556,8.40005555557
404.67,6.62842222222,4.19777777778,3.86,4.195,6.81922222222,6.12533333333,15.0792222222,8.83811111111,4.03272222222,8.36855555554
405.03,6.64366666667,4.22222222222,3.8835,4.24233333333,6.83411111111,6.10955555556,15.1161111111,8.89,4.05044444444,8.37111111112
405.39,6.63377777778,4.22044444445,3.83044444444,4.25011111111,6.83,6.12577777778,15.1406666667,8.87999999999,4.03472222222,8.37377777777
405.75,6.61608888889,4.23611111111,3.77788888889,4.27755555556,6.85033333333,6.08866666667,15.2093333333,8.86477777778,4.00566666667,8.3643888889
406.11,6.64506666667,4.26844444445,3.78183333333,4.32911111111,6.90577777778,6.12166666667,15.2668888889,8.89244444445,4.01616666667,8.39555555554
406.47,6.73631111111,4.336,3.86055555556,4.44033333333,7.03511111111,6.23877777778,15.3677777778,8.99055555556,4.0675,8.52361111112
406.83,6.73408888889,4.36922222222,3.84105555556,4.45322222222,7.04533333333,6.216,15.3618888889,8.97333333333,4.06122222222,8.49344444446
407.19,6.71117777778,4.34133333334,3.82322222222,4.41733333333,7.02022222222,6.23144444444,15.3638888889,8.93799999999,4.05011111111,8.47344444446
407.55,6.69368888889,4.36255555555,3.80272222222,4.41944444445,7.01388888889,6.23844444445,15.3913333333,8.92577777778,4.04861111111,8.48088888889
407.90,6.69006666667,4.36144444445,3.82211111111,4.45166666667,7.03533333334,6.25633333333,15.4205555556,8.9251111111,4.02761111111,8.48427777779
408.26,6.75628888889,4.39677777778,3.87733333333,4.50588888889,7.06122222222,6.31844444444,15.4842222222,9.00177777778,4.09022222222,8.6041111111
408.62,6.80771111111,4.45388888889,3.9485,4.58922222222,7.14988888889,6.36977777778,15.52,9.04300000001,4.16516666667,8.67533333334
408.98,6.80302222222,4.42844444445,3.94155555556,4.58244444445,7.128,6.38144444445,15.4755555556,8.99833333333,4.1715,8.67494444443
409.34,6.86568888889,4.49366666667,4.039,4.65955555555,7.185,6.44155555556,15.5515555555,9.05855555556,4.22472222222,8.72455555557
409.70,6.92255555556,4.50722222222,4.09888888889,4.70088888889,7.227,6.50777777778,15.5685555556,9.11944444443,4.28916666667,8.79722222221
410.06,6.93753333333,4.54588888889,4.12094444444,4.73611111111,7.25388888889,6.55277777778,15.5754444444,9.152,4.34377777778,8.82594444443
410.42,6.90468888889,4.54933333333,4.08033333333,4.675,7.222,6.49788888889,15.5528888889,9.11377777779,4.31377777778,8.75877777779
410.77,6.94177777778,4.526,4.11694444444,4.69688888889,7.22277777778,6.50911111111,15.6001111111,9.1571111111,4.33188888889,8.77705555554
411.13,6.98184444445,4.55577777778,4.19333333333,4.76322222222,7.27388888889,6.52833333333,15.6474444444,9.20544444443,4.36388888889,8.78272222223
411.49,6.93966666667,4.53522222222,4.17694444444,4.74577777778,7.26033333333,6.48977777778,15.6591111111,9.18633333334,4.32983333333,8.74322222223
411.85,6.95397777778,4.57322222222,4.20172222222,4.76366666667,7.28077777778,6.50777777778,15.6595555556,9.18811111112,4.36761111111,8.7753888889
412.21,6.91955555556,4.591,4.16588888889,4.72111111111,7.25888888889,6.47311111111,15.6342222222,9.15188888889,4.33155555555,8.67116666666
412.57,6.92915555556,4.59422222222,4.14527777778,4.70077777778,7.22455555556,6.48388888889,15.6147777778,9.16299999999,4.29033333333,8.6121111111
412.92,6.95797777778,4.66366666667,4.19922222222,4.73988888889,7.28922222222,6.52933333333,15.6887777778,9.23233333333,4.31933333333,8.65444444446
413.28,6.93124444444,4.65044444444,4.23188888889,4.72988888889,7.27666666667,6.52166666667,15.6845555556,9.23977777779,4.34633333333,8.65538888888
413.64,6.9504,4.70877777778,4.27583333333,4.75366666666,7.31422222222,6.53411111111,15.6908888889,9.25533333332,4.34533333333,8.65716666666
414.00,6.95088888889,4.73444444445,4.25222222222,4.753,7.30166666667,6.52677777778,15.7353333333,9.24622222223,4.33338888889,8.65083333334
414.36,6.99473333333,4.73777777778,4.29872222222,4.795,7.325,6.56088888889,15.7994444445,9.26366666666,4.40366666667,8.67511111112
414.72,7.00217777778,4.76377777778,4.30544444444,4.83355555556,7.36255555556,6.60222222222,15.8235555555,9.30033333332,4.42194444445,8.70694444444
415.07,7.03295555555,4.79144444444,4.29811111111,4.86366666667,7.37022222222,6.62566666667,15.8937777778,9.31977777779,4.42488888889,8.74688888889
415.43,7.08951111111,4.80711111111,4.32716666667,4.89288888889,7.38933333333,6.67211111111,15.8781111111,9.31555555557,4.45605555556,8.7643888889
415.79,7.10624444444,4.79466666667,4.34955555556,4.90644444444,7.36866666667,6.70877777778,15.9363333333,9.34377777777,4.45061111111,8.77777777778
416.15,7.10028888889,4.79844444444,4.33244444444,4.917,7.37888888889,6.70111111111,15.9412222222,9.324,4.43255555556,8.76944444446
416.51,7.05226666667,4.76955555555,4.29988888889,4.91255555555,7.31944444444,6.679,15.8932222222,9.27155555554,4.42877777778,8.74055555557
416.86,7.09306666667,4.75833333334,4.28866666667,4.93555555555,7.32711111111,6.68133333333,15.9075555556,9.30588888888,4.44194444445,8.74972222223
417.22,7.15455555556,4.77977777778,4.28033333333,4.93266666667,7.34711111111,6.70755555556,15.9196666667,9.3141111111,4.45238888889,8.75549999999
417.58,7.10051111111,4.71366666667,4.24411111111,4.903,7.29655555556,6.70433333333,15.9067777778,9.27411111111,4.452,8.71088888889
417.94,7.04728888889,4.63977777778,4.201,4.85244444445,7.232,6.65277777778,15.8548888889,9.20022222221,4.37322222222,8.65227777778
418.29,7.00037777778,4.60677777778,4.16261111111,4.82766666667,7.18744444445,6.61077777778,15.7984444444,9.19033333332,4.32227777778,8.61483333333
418.65,6.98571111111,4.603,4.15166666667,4.81955555556,7.17655555556,6.57477777778,15.7718888889,9.1348888889,4.31461111111,8.59250000001
419.01,6.96791111111,4.58711111111,4.146,4.811,7.18155555556,6.56133333333,15.7537777778,9.1188888889,4.31377777778,8.58166666667
419.37,6.95571111111,4.60833333333,4.16383333333,4.81544444444,7.18566666667,6.56233333333,15.7686666667,9.12677777777,4.30033333333,8.59822222221
419.73,6.94102222222,4.60811111111,4.15888888889,4.80477777778,7.19488888889,6.52811111111,15.7583333333,9.10944444446,4.29133333333,8.59494444444
420.08,6.97237777778,4.62677777778,4.23422222222,4.85522222222,7.21522222222,6.56477777778,15.7766666667,9.14777777779,4.32022222222,8.64327777779
420.44,7.01175555555,4.66944444444,4.27222222222,4.88611111111,7.25455555556,6.60333333333,15.8215555555,9.18111111111,4.35394444445,8.69805555557
420.80,6.99326666667,4.68911111111,4.25861111111,4.88455555556,7.23944444445,6.60811111111,15.7995555556,9.13899999999,4.34972222222,8.6998888889
421.16,6.97353333333,4.69711111111,4.26011111111,4.89166666667,7.24422222222,6.59233333333,15.7912222222,9.1311111111,4.34344444444,8.70055555557
421.51,7.01526666666,4.725,4.28372222222,4.91933333333,7.26511111111,6.60644444444,15.8124444445,9.14266666666,4.36327777778,8.72422222223
421.87,7.05484444444,4.76966666667,4.33283333333,4.94377777778,7.30888888889,6.62966666667,15.8266666667,9.19222222222,4.418,8.75933333334
422.23,7.08851111111,4.80877777778,4.36783333333,4.99077777778,7.367,6.67877777778,15.879,9.21166666668,4.46094444444,8.80694444446
422.58,7.10353333333,4.83433333333,4.39644444444,5.01288888889,7.38677777778,6.72411111111,15.9041111111,9.24566666667,4.48561111111,8.81950000001
422.94,7.10937777778,4.842,4.39794444444,5.01644444444,7.37277777778,6.71544444445,15.9021111111,9.24188888889,4.47211111111,8.82644444446
423.30,7.10864444445,4.85355555556,4.40472222222,5.05522222222,7.377,6.705,15.8952222222,9.25355555555,4.47855555556,8.83522222222
423.66,7.10648888889,4.837,4.38133333333,5.04477777778,7.356,6.68911111111,15.8846666667,9.23033333333,4.45583333333,8.80327777778
424.01,7.10982222222,4.84211111111,4.36955555556,5.05633333333,7.362,6.68855555556,15.892,9.23655555557,4.47822222222,8.79672222222
424.37,7.0954,4.84077777778,4.36422222222,5.06011111111,7.36711111111,6.67811111111,15.8805555556,9.22688888889,4.46461111111,8.77322222223
424.73,7.11071111111,4.85544444444,4.40016666667,5.08677777778,7.39644444444,6.67944444444,15.8915555555,9.25866666668,4.49255555556,8.79161111112
425.08,7.10728888889,4.84833333333,4.40888888889,5.09911111111,7.40477777778,6.68044444444,15.908,9.26700000001,4.50233333333,8.8003888889
425.44,7.08202222222,4.85988888889,4.38033333333,5.095,7.38433333333,6.65033333333,15.8805555556,9.26,4.47655555555,8.79733333334
425.80,7.05853333333,4.85111111111,4.35955555556,5.11088888889,7.38644444444,6.64977777778,15.8876666667,9.23666666666,4.45477777778,8.79016666667
426.16,7.04582222222,4.85466666667,4.34061111111,5.08777777778,7.34955555556,6.62,15.8702222222,9.20277777777,4.4325,8.75866666667
426.51,7.0522,4.861,4.3385,5.10866666667,7.35288888889,6.60877777778,15.89,9.20388888888,4.43177777778,8.78555555554
426.87,7.07624444444,4.89211111111,4.36094444444,5.13511111111,7.40744444445,6.649,15.9218888889,9.24966666668,4.47816666667,8.79444444443
427.23,7.09304444444,4.89077777778,4.34938888889,5.10822222222,7.42666666667,6.68366666667,15.9363333334,9.24033333332,4.49283333333,8.78505555554
427.58,7.10304444445,4.93133333333,4.37466666667,5.14655555556,7.46033333333,6.70822222222,15.9277777778,9.26722222223,4.53616666667,8.80661111111
427.94,7.07,4.90555555556,4.31033333333,5.06677777778,7.41988888889,6.66866666667,15.8985555555,9.209,4.47361111111,8.76622222222
428.30,7.04522222222,4.86566666666,4.30322222222,5.04066666667,7.39244444444,6.64133333333,15.869,9.18033333332,4.45383333333,8.75077777778
428.65,7.03062222222,4.83533333333,4.26994444444,5.01277777778,7.34577777778,6.62722222222,15.8428888889,9.14388888888,4.39566666667,8.71577777779
429.01,7.017,4.83277777778,4.25166666667,5.002,7.32288888889,6.62144444445,15.8151111111,9.1018888889,4.361,8.67666666668
429.37,7.01068888889,4.81677777778,4.25238888889,4.98611111111,7.31788888889,6.60788888889,15.803,9.09655555557,4.33533333333,8.64127777779
429.72,7.03175555555,4.83322222222,4.27772222222,4.99977777778,7.29844444444,6.62933333333,15.8075555556,9.08966666666,4.32816666667,8.64666666667
430.08,7.03308888889,4.83255555556,4.27916666667,5.014,7.29011111111,6.63522222222,15.7794444444,9.09277777777,4.31366666667,8.67172222221
430.44,7.04435555555,4.85177777778,4.31188888889,5.02766666667,7.299,6.64433333333,15.7767777778,9.11544444445,4.31927777778,8.68016666668
430.79,7.03002222222,4.84211111111,4.31055555556,5.033,7.28655555556,6.63422222222,15.7788888889,9.10066666667,4.31505555556,8.68872222223
431.15,7.03437777778,4.861,4.33583333333,5.05755555556,7.28433333333,6.62488888889,15.7808888889,9.11399999999,4.32755555556,8.68922222221
431.50,7.04817777778,4.85833333333,4.34572222222,5.06888888889,7.292,6.62833333333,15.8168888889,9.12433333332,4.33894444444,8.72416666666
431.86,7.04244444444,4.85288888889,4.37311111111,5.08933333333,7.30433333333,6.61055555556,15.8204444444,9.12955555555,4.33788888889,8.73588888889
432.22,7.0454,4.866,4.35561111111,5.10055555555,7.295,6.61566666667,15.8201111111,9.12844444444,4.35,8.7431111111
432.57,7.04193333333,4.87077777778,4.35205555556,5.11188888889,7.30555555556,6.62977777778,15.8315555556,9.12577777779,4.36866666667,8.72749999999
432.93,6.99904444445,4.85188888889,4.32288888889,5.07944444445,7.27722222222,6.60522222222,15.8207777778,9.08777777778,4.35994444444,8.71961111112
