wavelength,Back_DigGlof,Belly_DigGlof,Breast_DigGlof,Crissum_DigGlof,Crown_DigGlof,DorTail_DigGlof,Patch10_DigGlof,Rump_DigGlof,Throat_DigGlof,WingTip_DigGlof
757.87,10.0824,22.4987777778,17.9436666667,21.2065555556,8.36088888889,8.34077777778,16.5256666667,9.4771111111,5.05788888889,16.3926666667
758.18,9.75026666667,22.1321111111,17.5746666667,20.9465555556,7.90933333334,8.17433333333,16.1838888889,9.41033333332,4.78016666667,16.174
758.50,10.0173111111,22.4716666667,17.9362777778,21.0496666667,8.20233333332,8.23722222222,16.3446666667,9.82411111112,4.82955555556,16.5546666667
758.81,10.2861777778,22.757,18.4342777778,20.9942222222,8.49666666665,8.58588888889,16.4092222222,10.1306666667,5.27333333333,16.7830555556
759.13,10.3067333333,22.7113333333,18.6970555556,21.0316666667,8.60622222223,8.57177777778,16.338,10.1723333333,5.25666666667,16.8667777778
759.44,9.88637777777,22.4645555555,18.2655,20.7294444444,8.10111111111,8.09133333333,15.7572222222,9.70744444443,4.81911111111,16.6098333333
759.75,9.87142222221,22.331,18.1987222222,20.9667777778,8.16544444443,8.38288888889,15.6634444444,9.65322222221,4.84894444444,16.9015
760.07,10.1516666667,22.3357777778,18.3242777778,21.0167777778,8.39855555557,8.56188888889,15.8194444444,9.92522222221,4.75033333333,16.8642777778
760.38,9.85039999999,22.0014444444,17.9811111111,20.7702222222,8.06466666666,8.50633333333,15.4328888889,9.7181111111,4.58672222222,16.7058333333
760.69,9.10451111111,21.2802222222,17.2898888889,20.4251111111,7.27544444444,7.92255555556,14.6233333333,9.03855555554,4.13055555555,15.925
761.01,8.94062222223,21.1951111111,17.3190555556,20.295,7.24255555555,7.756,14.3765555556,9.11322222221,4.18433333333,15.7807222222
761.32,9.20597777778,21.5733333334,17.4616666667,20.6642222222,7.65255555557,8.05033333333,14.83,9.4618888889,4.65094444445,16.2462222222
761.63,9.5516,21.9395555555,17.8486666667,21.184,8.07166666666,8.32333333333,15.3346666667,9.77688888889,5.00983333333,16.7682222222
761.94,9.5976,22.0236666666,18.014,21.3313333333,8.12533333332,8.64066666667,15.5326666667,9.83144444445,5.32122222222,16.7764444444
762.26,9.49197777777,21.7247777778,17.7265555556,21.3254444444,7.936,8.33533333333,15.4805555555,9.79055555556,5.06244444444,16.6891666667
762.57,9.47466666668,21.6267777778,17.6677777778,21.2958888889,7.73744444446,8.11155555556,15.4784444444,9.64488888889,5.02144444445,16.761
762.88,9.26177777778,21.3626666667,17.6583333333,21.1408888889,7.56911111112,8.06955555556,15.3295555556,9.54466666667,4.801,16.6685
763.20,9.35737777777,21.4588888889,17.774,21.0265555555,7.51644444444,7.92244444445,15.4843333333,9.58077777778,4.77711111111,16.6854444445
763.51,9.07073333333,21.2288888889,17.5842777778,20.8781111111,7.34477777778,7.64366666667,15.3136666666,9.24633333332,4.61944444445,16.543
763.82,8.95642222223,21.4586666667,17.6100555556,20.9485555556,7.36333333334,7.53955555556,15.3251111111,9.29788888889,4.50394444444,16.5968888889
764.14,9.40893333332,21.8677777778,18.1382777778,21.325,7.773,7.89855555556,15.8821111111,9.66755555556,4.85405555556,17.2464444444
764.45,9.40433333332,21.9234444444,18.1122777778,21.2436666667,7.72722222222,8.00000000001,15.8916666667,9.53500000002,4.84783333333,17.2716666667
764.76,9.50284444446,21.9036666667,18.3881666667,21.1283333333,7.69166666667,8.02533333333,15.8128888889,9.45311111111,4.76488888889,17.2385555556
765.07,9.62951111111,21.8967777778,18.5881666667,20.936,7.81622222222,8.27666666666,15.9618888889,9.686,4.948,17.2362222222
765.39,9.58486666666,21.6645555556,18.7438888889,21.0066666667,7.943,8.20111111112,16.0984444444,9.67899999999,5.04544444444,17.416
765.70,9.44666666669,21.5163333333,18.8549444444,20.9637777778,7.86177777779,8.09877777777,16.0351111111,9.62477777777,4.86038888889,17.4845
766.01,9.5101777778,21.346,18.8341111111,20.8413333333,7.87222222223,8.34955555554,16.1116666667,9.72555555557,4.81455555556,17.481
766.32,9.57837777778,21.3131111111,18.8448333333,20.6412222222,7.95855555554,8.3308888889,16.3862222222,9.65077777778,4.90033333333,17.554
766.64,9.40188888888,21.0101111111,18.9023333333,20.6177777778,7.90211111112,8.18377777778,16.1964444444,9.56199999999,4.92427777778,17.5016111111
766.95,9.30342222223,20.7071111111,18.8421666667,20.6176666667,7.49155555556,8.165,16.0247777778,9.51711111111,4.9085,17.1851666667
767.26,9.37115555554,20.0242222222,18.6406666667,20.5217777778,7.31622222222,8.23466666667,15.945,9.39411111111,5.06344444444,16.9182222222
767.57,9.4576888889,19.8032222222,18.6721111111,20.3285555556,7.52477777778,8.35155555555,16.1444444444,9.5468888889,5.25111111111,17.0327777778
767.88,9.60515555554,19.6338888889,18.9203333333,20.5236666667,7.52855555556,8.268,16.3633333333,9.574,5.32422222222,17.1955555555
768.20,9.10924444444,19.1066666667,18.6151111111,20.475,7.04811111111,8.12611111111,15.9205555555,9.12111111111,4.85661111111,16.6046666667
768.51,8.73179999999,18.854,17.8999444444,20.308,6.50344444444,7.50377777778,15.3444444445,8.36855555557,4.11377777778,16.0285
768.82,8.74324444444,18.7004444445,17.4450555556,20.157,6.18333333334,7.125,15.1287777778,8.17955555555,3.83855555555,15.6246666667
769.13,8.90046666666,18.769,17.3663888889,20.2452222222,6.04011111111,7.15711111111,15.0587777778,8.11355555555,3.88344444444,15.6878888889
769.44,8.52420000001,18.6397777778,17.1888333333,20.3052222222,5.97533333334,6.68911111111,14.8854444444,7.79966666667,3.78088888889,15.6815555556
769.76,8.9210888889,18.6103333333,17.2540555556,20.3961111111,5.92811111111,6.82788888889,14.8505555555,8.0831111111,4.0585,15.8173888889
770.07,9.01215555556,18.6552222222,16.6323888889,20.1312222222,5.97933333333,6.79955555555,14.938,7.94744444446,3.82,15.6144444444
770.38,9.81026666667,19.2582222222,17.2075,20.4664444444,6.70755555556,7.25522222222,15.6834444444,8.39299999999,4.09122222222,16.2206666667
770.69,9.64377777776,19.6873333334,17.2643333333,20.4621111111,6.71455555556,7.06944444446,15.6165555555,8.55411111112,3.71222222222,16.4421666667
771.00,8.81848888889,19.2537777778,16.9843333333,20.2632222222,6.08655555556,6.44522222222,14.8124444444,8.20244444444,2.9535,15.9675555556
771.32,8.55764444446,18.7957777778,16.6820555556,19.9605555555,6.02088888889,6.089,14.8022222222,8.18388888889,2.63222222222,15.8838888889
771.63,8.8414222222,18.6127777778,16.7046666667,19.6527777778,6.16355555555,5.87277777778,15.187,8.14422222223,2.99388888889,16.2383333333
771.94,8.71651111111,18.3903333333,17.209,19.9445555556,6.41733333333,5.68622222222,15.4278888889,8.18733333335,3.50116666667,16.336
772.25,8.61533333332,18.2662222222,17.5629444444,19.5952222222,6.45188888889,5.78733333333,15.299,8.12844444443,3.71261111111,16.6046666667
772.56,8.38715555554,17.984,17.7398333333,19.2656666667,6.401,5.591,14.988,7.81644444443,3.7235,16.5407222222
772.87,8.47022222223,17.9794444444,18.0863888889,19.1847777778,6.17033333333,5.853,14.9894444444,7.6928888889,3.72738888889,16.5993888889
773.18,8.50962222222,18.1506666667,18.8424444444,19.4943333333,6.43944444444,6.10344444443,15.2626666667,7.84733333332,3.97955555555,16.5306666667
773.50,8.00804444446,17.9896666667,19.1372777778,19.072,5.77944444444,5.52688888889,14.6275555555,7.39933333334,3.63455555556,16.3572222222
773.81,7.10191111112,17.648,18.7974444444,18.5021111111,5.00955555556,5.12422222222,13.9606666667,6.91466666668,2.98088888889,15.9646111111
774.12,7.85619999999,17.9475555556,19.604,18.4484444444,5.63233333334,5.81811111111,14.3595555556,7.41011111111,3.71727777778,16.3877777778
774.43,7.9362,18.0931111111,19.3247222222,18.0607777778,5.454,5.54333333333,14.2566666667,6.69733333334,3.59266666667,15.9432222222
774.74,7.20126666666,18.0773333334,18.7722222222,17.6304444445,4.98033333333,5.04666666667,13.7171111111,6.07266666667,3.14388888889,15.3801666667
775.05,6.7394888889,18.6171111111,18.812,17.3901111111,4.75577777778,4.925,13.4212222222,5.86433333334,2.66555555556,15.2618888889
775.36,6.98546666667,19.5778888889,19.4743888889,18.0531111111,5.17644444444,5.93466666668,13.6777777778,6.14977777778,2.235,15.7924444444
775.67,7.58135555555,20.5201111111,20.0968888889,18.3468888889,5.56,6.66855555556,14.4191111111,6.64222222221,2.10333333333,16.348
775.98,8.19726666668,21.4236666667,20.6469444444,18.5973333333,6.24877777778,7.46011111111,15.5871111111,7.21422222222,2.33888888889,16.6711111111
776.30,8.39728888889,21.4768888889,20.2918333333,18.2906666667,6.38966666667,7.30377777778,15.4242222222,7.41033333333,2.24522222222,16.2806666667
776.61,7.70515555554,21.2971111111,19.5005,17.8747777778,5.77544444445,6.23377777779,14.5961111111,6.53011111111,1.45077777778,15.9211666667
776.92,7.81973333333,21.2128888889,19.7536111111,18.349,6.12833333333,6.856,14.8116666667,6.62833333332,1.31388888889,16.2483333333
777.23,8.28057777778,21.5066666667,20.2227222222,18.8584444445,7.19277777779,7.79222222223,15.2175555556,7.36277777778,2.28583333333,17.0603333333
777.54,8.03017777777,21.4868888889,19.726,18.9543333333,6.83577777779,7.88833333333,15.1145555556,7.02622222222,2.03794444445,16.8936666667
777.85,8.83984444443,22.113,20.4962777778,20.0637777778,7.70499999999,8.87055555553,15.6648888889,8.2331111111,2.95533333333,18.0510555555
778.16,9.85433333332,22.7323333333,21.0653333333,20.5554444444,8.22388888889,9.96366666667,16.1565555555,9.00755555555,3.82966666667,18.7796666667
778.47,10.1781333333,22.3488888889,21.0585555556,20.5921111111,8.43044444443,9.9247777778,16.2181111111,9.51711111112,4.09783333333,18.4187777778
778.78,9.7530888889,21.2772222222,20.4881111111,19.378,7.88155555557,9.377,16.1207777778,9.07433333332,4.17016666667,18.0842777778
779.09,8.99031111111,20.6471111111,20.0562777778,19.1091111111,7.398,8.53255555553,15.6585555555,8.60755555554,3.73183333333,17.5997222222
779.40,8.77599999999,19.9352222222,19.7731111111,19.4907777778,7.29622222222,8.08333333333,14.9721111111,8.64800000001,4.1205,16.9676111111
779.71,8.2024888889,19.4094444444,19.5078888889,19.7,6.901,7.81055555557,14.5055555555,8.42011111111,3.73188888889,16.5306666667
780.02,8.52635555557,19.7771111111,19.9001111111,19.8717777778,7.27855555555,8.80777777777,15.095,9.06266666667,4.04038888889,16.8412222222
780.33,8.81937777779,20.1371111111,20.3718333333,19.8555555556,7.57022222222,9.2891111111,15.7696666667,9.86188888888,4.43788888889,16.8968333333
780.64,8.61624444443,20.0172222222,20.2397777778,19.2536666667,6.75944444444,8.71299999999,15.4143333333,9.49622222223,3.96488888889,16.2411111111
780.95,9.11488888888,20.4386666667,21.5643888889,19.3471111111,7.34877777778,8.98644444443,15.8871111111,10.1171111111,4.67355555555,16.7348333333
781.26,9.1321111111,20.9772222222,22.2222777778,19.2256666667,7.764,8.90255555557,16.4428888889,10.4298888889,5.03505555555,16.5108888889
781.57,8.27126666668,20.4622222222,22.1633888889,18.7905555556,7.19755555556,8.2201111111,15.8997777778,9.66577777778,4.20366666667,15.6391666667
781.88,7.97373333334,20.6675555555,21.9894444444,18.8156666667,7.06077777777,8.58577777779,15.9833333333,9.63555555554,4.23838888889,15.82
782.19,8.2469111111,21.2405555555,22.2025,19.3068888889,7.21433333333,8.96155555554,15.9108888889,9.94299999999,4.42683333333,15.6801666667
782.50,9.46257777779,22.6048888889,23.0588333333,20.2813333333,8.35722222223,10.3938888889,17.1162222222,10.8242222222,5.72766666667,16.4323333333
782.81,9.22026666666,23.1772222222,22.8753333333,19.8538888889,7.9628888889,10.8966666667,17.2514444444,10.5165555556,5.20966666667,16.7398888889
783.12,10.1588666667,24.2161111111,23.7468333333,20.2187777778,8.69155555556,11.8466666667,17.8377777778,10.9174444444,6.05388888889,17.8185
783.43,10.9422888889,24.7913333333,24.6754444444,20.9133333333,9.65677777777,12.4394444445,18.4312222222,11.7413333333,7.05372222222,18.2711666667
783.74,10.9282666667,24.5941111111,24.5261111111,20.8712222222,9.66244444445,12.0345555555,18.1297777778,11.4222222222,7.20811111111,18.1733333333
784.05,10.736,24.1751111111,24.1267777778,21.1061111111,9.93744444443,11.7173333333,18.2491111111,11.121,7.14783333333,17.7441666667
784.36,10.1216222222,24.1897777778,23.0276666667,21.4986666667,9.73188888888,11.2268888889,17.8336666666,10.5708888889,6.5825,17.0670555556
784.67,9.99813333334,23.5133333333,22.2321666667,21.3421111111,9.12566666667,11.1598888889,17.2633333333,9.7808888889,5.96644444444,16.3291111111
784.98,11.1618666667,24.3234444444,22.9355555556,21.9583333333,10.3001111111,12.0395555556,18.5575555556,10.6616666667,7.02616666667,17.1698888889
785.29,11.8813555556,24.9804444445,23.2843333333,22.7291111111,11.1598888889,12.7192222222,19.0546666667,11.2572222222,7.87516666666,17.8508888889
785.60,12.3461777778,25.0264444445,23.2352222222,22.8271111111,11.7447777778,13.1373333333,19.2067777778,11.3224444444,8.14366666667,18.2223333333
785.91,11.2710222222,24.0172222222,22.2955555556,22.0467777778,10.9841111111,12.4085555556,17.842,10.5551111111,7.16027777778,17.2373333333
786.22,11.4277777778,23.6998888889,22.8392777778,21.8818888889,11.1111111111,12.093,17.9255555555,10.9846666667,7.14494444446,16.9047777778
786.53,11.2018888889,23.9887777778,22.7677222222,21.701,11.2076666666,11.9798888889,18.3895555555,11.2075555555,6.9746111111,16.1116111111
786.84,9.98557777779,23.1521111111,21.532,20.8416666666,9.91266666668,10.7947777778,17.0644444444,10.21,5.82872222222,14.8834444445
787.14,10.4465333333,23.9797777778,22.0205555556,21.4635555555,10.631,11.3991111111,17.7758888889,10.9286666667,6.33355555555,15.6151111111
787.45,10.6948666667,24.6934444445,22.2362777778,21.652,10.5502222222,11.6337777778,17.9261111111,11.4248888889,6.56294444444,16.0205
787.76,11.1243333333,25.2116666667,22.8565555556,22.0624444444,11.1675555556,12.4742222222,18.6311111111,11.9946666667,7.27127777777,16.8546666667
788.07,11.0032888889,25.4923333333,23.0075,22.0923333333,11.6498888889,12.8762222222,18.8961111111,12.3652222222,7.44149999999,17.4748888889
788.38,10.1707111111,24.9247777778,22.5553333333,21.6654444444,10.8461111111,12.7545555556,18.1774444444,11.9784444444,6.95244444444,16.6438333333
788.69,9.78786666667,24.5326666666,22.6508333333,21.103,10.4521111111,12.5645555556,18.1604444445,11.6075555555,6.68844444444,16.3147222222
789.00,9.0682888889,24.5195555556,22.4374444444,20.8766666666,9.80233333332,11.7518888889,18.0393333334,11.3398888889,6.02233333333,16.0581666667
789.31,8.55519999999,24.1681111111,21.8468333333,20.2206666667,9.35966666667,11.2224444444,17.7091111111,10.7313333333,5.96338888889,15.5636111111
789.62,8.5426888889,24.9441111111,21.7453333333,20.9782222222,10.185,11.4667777778,18.2845555555,10.8492222222,6.09355555556,16.1615555556
789.92,8.90220000001,24.8646666667,22.1272777778,21.2623333333,10.3315555556,11.9097777778,18.3347777778,10.9685555556,6.37772222222,16.6953333333
790.23,9.98755555557,26.0634444445,23.3266111111,22.3085555556,11.5816666667,13.1757777778,19.6485555556,11.9273333333,7.67294444444,18.088
790.54,10.1283777778,25.9673333333,23.0699444444,22.2413333333,11.3887777778,12.9981111111,19.2241111111,11.4272222222,7.83538888888,18.1320555556
790.85,9.80653333334,25.7663333333,22.8078888889,22.1441111111,11.0231111111,13.1127777778,18.6681111111,11.111,7.63999999999,17.8971111111
791.16,8.58820000001,24.3964444444,21.1600555556,20.5291111111,9.38788888888,11.6322222222,17.0924444444,9.81877777779,6.43216666668,16.4211666667
791.47,8.07364444445,24.4035555555,21.0751666667,20.174,8.58166666668,11.5207777778,16.3853333333,9.42133333332,6.37483333332,16.0777777778
791.78,7.69757777777,24.1865555556,20.1887222222,20.0253333333,8.1748888889,11.164,16.0224444445,8.80877777779,5.809,15.9485555556
792.08,7.98702222221,24.7141111111,20.2371111111,20.7227777778,8.54355555554,11.7907777778,16.2781111111,9.52544444444,5.98688888889,16.2353333333
792.39,9.07735555557,25.1874444444,21.4835555556,21.7834444444,10.0298888889,13.6478888889,17.0306666667,10.6402222222,7.4716111111,17.2019444444
792.70,10.0323777778,25.8946666667,22.5196666667,23.1924444444,11.3405555556,15.1797777778,18.1428888889,11.8726666667,8.46633333333,18.2473333333
793.01,9.69835555556,25.541,22.5238333333,22.9608888889,10.5908888889,15.262,17.218,11.7977777778,8.94727777779,17.8421666667
793.32,8.52577777778,25.1684444444,21.4703333333,22.8032222222,10.1047777778,14.3478888889,16.371,11.7854444444,8.63172222222,17.2684444445
793.62,6.92153333333,23.641,19.7213888889,21.1661111111,9.09177777779,13.3894444444,15.2117777778,10.7693333333,6.91733333332,15.8641111111
793.93,5.45455555556,22.517,18.0977222222,19.9601111111,7.8178888889,12.3421111111,14.2361111111,9.84833333334,5.42405555556,14.5780555556
794.24,5.14191111111,21.7076666667,17.8221111111,19.6281111111,7.91866666668,11.7515555556,14.6082222222,9.40977777779,5.16177777778,14.3089444444
794.55,4.79244444444,21.5655555556,17.8603333333,19.2724444445,7.90077777779,11.4237777778,14.8425555556,9.24533333332,4.47672222222,13.7376666667
794.86,4.29977777778,21.3634444444,17.8187222222,19.1326666667,8.294,10.9122222222,15.2265555556,9.32044444446,4.21522222222,13.3103333333
795.16,4.51755555556,21.5224444444,18.0242777778,19.3087777778,9.08522222222,11.1006666667,15.3926666667,9.59688888889,4.23977777778,13.8679444445
795.47,3.56102222222,20.7322222222,17.459,18.7282222222,8.29933333334,10.2192222222,14.5,8.49855555557,3.59377777778,13.1517222222
795.78,1.96106666666,19.7706666667,16.1041111111,17.7122222222,6.89811111111,8.23522222222,13.4458888889,7.41799999999,2.30288888889,11.7477222222
796.09,1.26913333333,19.3651111111,15.4563333333,16.9883333333,5.53911111111,6.65133333333,12.5722222222,6.40077777779,1.20494444445,11.0784444445
796.40,1.76444444444,19.3213333333,15.4679444444,17.11,5.94433333333,6.50233333333,12.9393333334,6.31633333334,0.782722222223,10.5746666667
796.70,1.32228888889,18.8777777778,14.7743333333,16.3145555556,5.44566666667,5.85266666667,12.1892222222,4.70855555555,-0.247555555557,9.9668888889
797.01,2.50591111111,20.2011111111,15.8514444444,17.9563333333,6.16422222222,6.83444444446,13.0542222222,5.2148888889,0.351611111111,10.6979444444
797.32,3.73735555556,21.2783333333,17.3143333333,19.17,7.45522222222,8.11366666667,14.3281111111,6.40122222221,1.81161111111,11.5171666667
797.63,3.60088888889,21.6784444445,16.8940555556,19.4251111111,7.34822222223,8.33611111111,13.8641111111,6.67122222221,2.17005555555,11.8048888889
797.93,3.46295555556,22.0514444444,17.082,20.4347777778,7.16077777779,8.44733333332,13.3537777778,6.51188888888,2.2485,12.1867777778
798.24,4.0736,22.3121111111,16.9307222222,20.7842222222,7.28011111111,9.11144444444,13.392,6.83077777778,2.33122222222,12.8411111111
798.55,2.05428888889,21.3708888889,15.8612777778,19.6458888889,5.48644444445,7.37288888889,11.4445555556,5.16444444444,0.638333333334,11.0536666667
798.85,1.03128888889,20.6517777778,15.055,18.917,4.489,6.001,10.5367777778,4.278,-0.49811111111,10.4898333333
799.16,1.18253333333,20.9585555556,15.0810555556,19.0153333334,4.61377777778,6.23522222223,10.1335555556,4.19644444444,-0.268277777779,10.9202777778
799.47,1.08373333334,20.7185555556,15.1927777778,19.6324444444,5.16766666667,6.50444444444,10.5023333333,4.84522222222,0.340222222223,11.5049444445
799.78,0.182422222223,20.2385555556,14.2509444444,19.0216666667,4.12544444444,5.82955555555,9.43155555554,3.99177777778,0.067,11.464
800.08,0.282266666667,20.3805555556,15.2486666667,19.9387777778,4.30933333332,6.02811111111,10.0675555555,4.72677777778,1.14811111111,12.0688888889
800.39,-1.80502222222,18.3951111111,13.4506111111,18.4074444444,2.30866666667,4.12333333333,8.02466666668,2.93811111111,-0.611,11.2035555556
800.70,-3.21602222223,16.9884444445,11.9813333333,17.2154444444,0.428666666667,2.57288888889,6.104,1.47555555556,-2.2325,10.4677777778
801.00,-4.32702222222,16.201,11.7746111111,16.2137777778,-0.803666666667,1.84966666667,5.09,0.522999999999,-3.53361111111,9.76516666668
801.31,-2.8734,16.7795555555,13.0530555556,16.8427777778,0.490111111113,3.55688888889,6.54855555557,1.88533333333,-2.16827777778,11.1111111111
801.62,-3.72288888889,16.1391111111,12.3290555556,17.0378888889,-0.377666666667,2.93088888889,6.27844444444,0.677111111112,-3.13916666667,10.5575
801.92,-1.80297777778,17.4528888889,14.2756111111,18.3961111111,0.799111111113,4.66477777778,8.50366666668,2.48955555556,-1.36922222222,12.6571666667
802.23,-0.0706444444444,18.6451111111,15.4155,19.5884444445,1.96544444445,6.01422222222,9.81399999998,3.56377777778,-0.235722222223,13.5547777778
802.54,0.615777777776,18.9467777778,16.0115,19.7064444444,2.29288888888,6.47277777778,10.1415555555,3.81266666667,-0.589666666667,14.1443333333
802.84,0.682244444444,19.3151111111,16.5203888889,19.4477777778,2.40277777777,6.717,10.142,3.35833333333,-1.20783333333,13.8522777778
803.15,0.698555555557,18.7961111111,17.1838888889,19.3606666667,2.14944444445,6.71755555556,10.5332222222,3.50655555555,-1.57216666667,14.0802777778
803.46,1.42164444444,18.7416666667,16.7603888889,18.6878888889,2.48977777777,6.881,10.3746666667,4.20344444445,-1.79377777778,13.8820555556
803.76,3.32671111111,19.9572222222,17.6248888889,19.3406666667,4.00755555555,8.26977777778,11.5267777778,5.69611111111,0.274666666668,14.415
804.07,4.07768888889,21.2851111111,18.1741666667,20.8094444445,4.98522222221,9.48122222223,12.4558888889,6.65577777778,0.787944444444,14.7377222222
804.38,5.72662222222,22.6297777778,18.6090555556,22.1271111111,6.24833333334,10.3366666667,13.4883333333,7.53844444444,1.73888888889,15.4713333333
804.68,4.2856,21.4702222222,17.2862777778,21.2195555555,5.08200000001,8.25677777778,12.3504444444,6.15411111111,-0.278444444445,13.7637222222
804.99,4.40871111111,20.7956666667,17.3801111111,20.7271111111,4.48555555557,7.31133333333,11.8245555556,6.17277777778,0.0135,13.4430555555
805.30,4.01046666667,20.4777777778,16.7492777778,21.0273333333,3.91444444446,6.59255555556,10.7953333333,5.79588888889,-0.638611111111,13.5489444444
805.60,3.84846666667,20.5931111111,16.2905,20.7465555555,4.24677777778,6.83644444444,10.7074444445,5.90377777778,-1.093,13.6731111111
805.91,3.70362222222,20.8563333333,16.6175555556,20.9545555556,4.46422222222,6.98466666667,11.4067777778,6.12611111111,-0.922444444444,12.8151111111
806.21,3.78724444444,20.8281111111,16.0051111111,20.8421111111,4.23966666666,7.284,10.9404444445,6.37377777778,-0.889166666667,12.6832777778
806.52,3.86395555555,21.1836666667,15.2795,21.2405555556,4.14011111111,7.75333333333,10.7698888889,6.38777777778,-1.00294444445,12.6547777778
806.83,3.4442,20.9685555556,15.0742777778,21.487,3.38677777778,7.69577777778,10.895,6.13922222222,-1.49144444444,12.8332777778
807.13,2.93951111111,20.8898888889,15.2907777778,21.5926666667,3.17677777778,6.88044444444,11.1696666667,6.01677777778,-1.78611111111,12.6775
807.44,2.55573333333,19.6547777778,14.9918888889,20.3925555556,3.34966666667,6.10888888889,11.1114444444,5.25311111111,-1.98455555556,12.4612222222
807.74,0.75468888889,17.1863333333,14.5573888889,18.8205555555,1.87177777778,4.39688888889,10.0265555555,3.60955555555,-3.69138888889,11.4229444444
808.05,1.93555555556,17.6864444444,15.2780555556,18.8236666667,3.162,4.89055555556,10.8305555556,4.77244444444,-2.14222222222,12.8325555556
808.35,3.36042222222,19.8497777778,16.4489444444,19.2793333333,4.95511111111,6.06611111111,12.042,6.39622222222,-0.990944444443,14.1816111111
808.66,3.36382222222,20.003,15.4957777778,18.1052222222,5.61677777778,5.44833333333,12.5036666667,6.02988888889,-0.895222222223,13.3456111111
808.97,2.65922222222,19.0698888889,15.036,17.6342222222,4.43188888889,4.40066666667,11.2982222222,5.02488888889,-1.58377777778,12.4141666667
809.27,2.89655555556,18.2336666667,14.4663888889,17.3947777778,3.86211111111,3.78266666667,10.9846666667,4.71666666667,-1.60655555555,12.3298333333
809.58,3.03664444445,18.1658888889,14.5906111111,17.2358888889,3.44722222222,3.44711111111,11.1914444444,4.69788888889,-2.05233333333,12.2013333333
809.88,1.84351111111,16.791,13.2866666667,15.6285555556,1.89333333333,1.76044444444,9.94855555554,3.15555555556,-3.80327777778,11.2273333333
810.19,2.75048888889,17.144,13.6846111111,16.0703333333,2.062,2.19833333333,10.0373333333,3.52766666667,-3.17816666667,11.3071666667
810.49,3.48093333333,17.0612222222,13.5716111111,16.3752222222,2.26355555555,2.84633333333,10.6137777778,3.56655555556,-3.40366666667,11.4540555556
810.80,3.4272,17.7211111111,13.5743888889,17.2957777778,1.4,3.243,10.1541111111,3.17211111111,-3.73905555556,11.1729444444
811.10,4.31608888889,18.8852222222,13.0547777778,18.1333333333,1.50344444444,3.15377777778,9.42411111111,3.20855555555,-3.46544444444,10.2493333333
811.41,5.50846666667,20.1167777778,14.1567777778,20.5677777778,1.598,3.42166666667,9.81400000001,3.25266666667,-2.88594444445,11.064
811.71,5.25077777778,18.4556666667,13.1365555556,20.651,0.662666666664,2.97177777778,8.04488888889,2.347,-3.71011111111,10.9783888889
812.02,6.29448888889,18.5944444445,14.1502777778,22.2032222222,0.51277777778,4.59644444444,8.3001111111,3.03888888889,-2.75405555556,12.6307222222
812.32,5.91437777778,18.2714444444,13.4569444444,21.9372222222,-0.34188888889,4.14055555556,7.92022222222,2.22233333333,-3.30494444445,12.2981666667
812.63,5.18646666667,18.6858888889,12.3672222222,22.1448888889,-1.06277777778,4.42533333333,6.76333333333,1.14,-3.82605555555,12.4733888889
812.93,4.40588888889,17.282,11.015,21.7416666667,-1.51866666667,3.90222222222,6.09377777779,0.365222222223,-3.537,11.7070555556
813.24,6.20497777778,19.2568888889,12.0588888889,23.6486666667,0.58177777778,5.40555555555,7.86433333334,2.45866666668,-1.4545,12.3686111111
813.54,7.36104444445,20.5142222222,13.2882777778,24.9624444444,1.61411111111,6.70066666667,9.19677777777,2.74033333332,-1.04155555556,13.3727777778
813.85,6.35197777778,20.3033333333,13.4811111111,24.3523333333,0.49911111111,6.48633333333,8.21333333332,2.45633333333,-2.24538888889,13.6056666667
814.15,6.963,20.5507777778,13.7131111111,24.4065555556,0.759555555557,6.21077777778,8.96466666666,3.13388888888,-1.24405555555,14.6438888889
814.46,9.28064444443,22.6065555555,15.5500555556,25.4621111111,3.73411111111,8.42022222222,12.5024444444,5.71111111112,1.08916666667,17.7649444444
814.76,8.89248888889,21.6648888889,14.2755,23.8582222222,3.57788888889,8.75566666667,12.7651111111,5.14200000001,0.332666666666,16.4237222222
815.07,8.74593333334,21.3646666667,14.0673333333,23.2225555556,2.96533333333,8.57433333333,13.362,5.28733333333,0.151777777779,15.5501666667
815.37,7.82971111111,20.4151111111,13.607,22.5086666667,2.63022222222,7.69377777778,12.8111111111,4.92055555555,-0.778277777777,13.9647777778
815.68,7.23557777778,19.9856666667,12.7930555556,21.2204444444,2.50488888889,7.10322222222,12.4532222222,4.54455555555,-1.15405555556,12.7213333333
815.98,7.75822222222,19.9111111111,13.3422222222,20.7466666666,3.05777777778,7.02222222222,13.8133333334,4.94222222222,-0.560000000001,12.7911111111
816.29,8.04622222222,20.6577777778,14.6222222222,20.5333333333,3.76888888889,5.90222222222,14.6133333333,5.49333333334,-1.03111111111,12.32
816.59,9.45935555556,21.6272222222,16.7977222222,21.2248888889,5.45922222223,6.94655555556,16.1155555556,6.36933333334,0.157555555557,14.0507222222
816.89,8.93037777777,21.8756666667,16.7446666667,20.6103333333,6.4481111111,7.00277777778,16.5537777778,6.50033333334,-0.164666666667,13.7285
817.20,10.2523777778,23.0292222222,18.2035,21.9817777778,8.32900000001,7.88255555556,18.4441111111,7.28144444443,1.27944444444,14.7517222222
