wavelength,Back_RamFlam,Belly_RamFlam,Breast_RamFlam,Crissum_RamFlam,Crown_RamFlam,DorTail_RamFlam,Rump_RamFlam,Throat_RamFlam,WingTip_RamFlam
567.73,1.47313333333,2.71713333333,1.62186666667,2.57073333333,0.4686,2.31346666667,58.3254,0.981266666668,1.55313333333
568.07,1.45393333334,2.72433333333,1.6056,2.5628,0.454066666667,2.30373333333,58.35,0.972066666666,1.53486666667
568.41,1.46413333333,2.72553333333,1.60673333333,2.57346666667,0.455066666667,2.31573333333,58.4365333333,0.964266666667,1.53846666667
568.75,1.49726666667,2.75206666667,1.6356,2.59806666667,0.491066666667,2.3486,58.4717333333,0.995666666666,1.57386666667
569.09,1.52453333333,2.77766666667,1.654,2.61126666667,0.513999999999,2.36866666667,58.5327333333,1.02433333333,1.59026666667
569.43,1.55153333333,2.78793333333,1.66913333333,2.63046666667,0.541533333333,2.38586666667,58.5558,1.05006666667,1.60313333333
569.77,1.55893333333,2.7878,1.66853333333,2.62093333333,0.551133333333,2.37173333333,58.6284666666,1.04546666667,1.60806666667
570.11,1.58086666667,2.80813333333,1.6874,2.63613333333,0.564066666667,2.37693333333,58.6640666667,1.05653333333,1.62346666667
570.45,1.6032,2.81753333333,1.71206666667,2.66266666667,0.585133333333,2.38546666667,58.6278,1.0772,1.63673333333
570.79,1.62333333333,2.83893333333,1.72933333333,2.6948,0.605333333333,2.407,58.6479333333,1.09233333333,1.67066666667
571.13,1.63553333333,2.85466666667,1.73786666667,2.71393333334,0.6208,2.428,58.6562666667,1.11133333333,1.6856
571.47,1.68286666667,2.9076,1.78033333333,2.76086666667,0.674200000001,2.48273333333,58.7611333333,1.1672,1.74933333333
571.81,1.72653333333,2.93573333333,1.82453333333,2.80813333333,0.721600000001,2.52873333333,58.8083333333,1.20606666667,1.79906666667
572.15,1.7384,2.95286666667,1.844,2.82973333333,0.734666666666,2.53286666667,58.8294,1.22406666667,1.82646666667
572.49,1.7228,2.95606666667,1.84253333333,2.83973333333,0.734199999999,2.5208,58.8548666667,1.2134,1.81726666667
572.83,1.6924,2.92906666667,1.811,2.82033333333,0.707933333333,2.4894,58.8364,1.17846666667,1.79206666667
573.17,1.68873333333,2.9234,1.80133333333,2.82693333333,0.699533333333,2.489,58.8469333333,1.16926666667,1.78973333333
573.51,1.6928,2.92693333333,1.80466666667,2.847,0.695866666667,2.4872,58.8696666667,1.1682,1.79466666667
573.85,1.6828,2.9236,1.79886666667,2.8466,0.690666666667,2.4942,58.9285333333,1.16813333333,1.7968
574.19,1.66546666667,2.89973333334,1.78026666666,2.83173333333,0.669600000001,2.48173333333,58.9324666667,1.14886666667,1.7734
574.53,1.67986666667,2.91073333333,1.79146666667,2.83153333333,0.677133333333,2.4992,59.0009333333,1.1586,1.76746666667
574.87,1.6884,2.89833333333,1.78566666667,2.82333333333,0.668133333333,2.49273333333,59.0778,1.15226666667,1.7584
575.21,1.6686,2.8624,1.76026666667,2.80166666667,0.637066666666,2.4592,59.1016,1.12153333333,1.72033333334
575.55,1.63686666667,2.8308,1.72886666667,2.7648,0.600800000001,2.43366666667,59.1815333333,1.0844,1.68426666667
575.89,1.63213333333,2.8154,1.71746666667,2.75006666667,0.593066666667,2.43346666667,59.2423333333,1.06833333333,1.67266666667
576.22,1.6308,2.80813333333,1.6988,2.74306666667,0.568666666667,2.43446666667,59.2938,1.05266666667,1.6612
576.56,1.63793333333,2.81013333333,1.71066666667,2.7482,0.5666,2.4344,59.3836,1.05753333333,1.66506666667
576.90,1.6176,2.7874,1.69686666667,2.72133333333,0.549,2.42106666667,59.4224,1.0386,1.64153333333
577.24,1.6164,2.78493333334,1.69333333333,2.7058,0.549199999999,2.41986666667,59.5160666666,1.04293333333,1.63733333333
577.58,1.621,2.79126666667,1.701,2.70873333333,0.548600000001,2.41013333333,59.5831333333,1.03846666667,1.62373333333
577.92,1.64606666667,2.8228,1.72086666667,2.7334,0.567800000001,2.43626666667,59.6582,1.06073333333,1.64233333333
578.26,1.63373333333,2.8098,1.7192,2.73993333333,0.564333333333,2.42273333333,59.6832,1.0592,1.64566666666
578.60,1.62606666667,2.82386666667,1.736,2.76406666667,0.590000000001,2.4328,59.7251333333,1.0718,1.6532
578.94,1.61713333333,2.81866666666,1.745,2.76413333333,0.5868,2.43973333333,59.7214666667,1.0776,1.65473333333
579.28,1.65526666667,2.85693333333,1.79046666667,2.79366666667,0.6198,2.46953333333,59.7448,1.11633333333,1.69726666666
579.61,1.6524,2.8424,1.78353333333,2.78406666667,0.6146,2.46173333334,59.704,1.11453333333,1.68306666667
579.95,1.66186666667,2.85193333333,1.80186666667,2.78373333333,0.625333333333,2.47626666667,59.7409333333,1.12513333333,1.6958
580.29,1.66206666666,2.85853333333,1.8108,2.79226666667,0.6366,2.48933333333,59.7627333333,1.12486666667,1.7036
580.63,1.69626666667,2.88746666667,1.8592,2.83213333333,0.674066666666,2.5192,59.8262666667,1.15306666666,1.7398
580.97,1.69773333334,2.88493333333,1.868,2.83206666667,0.687866666666,2.5362,59.8132,1.16093333333,1.7332
581.31,1.68986666666,2.874,1.86073333333,2.81533333333,0.690933333333,2.5344,59.8073333333,1.1536,1.72666666667
581.65,1.68146666667,2.86426666667,1.84806666667,2.79526666667,0.700266666668,2.52513333333,59.8006,1.1496,1.73066666667
581.98,1.667,2.84326666667,1.823,2.769,0.6746,2.49566666667,59.8077333333,1.1104,1.6996
582.32,1.64433333333,2.80113333333,1.7834,2.715,0.617666666668,2.45806666667,59.8403333334,1.05413333333,1.66573333333
582.66,1.63813333333,2.8168,1.77953333333,2.7134,0.617866666666,2.4518,59.8626,1.036,1.6628
583.00,1.6074,2.79426666667,1.75606666667,2.69493333333,0.588400000001,2.41933333333,59.9128666667,1.00453333333,1.62613333333
583.34,1.60646666667,2.813,1.76306666667,2.7106,0.590066666667,2.43293333333,60.0569333333,1.02486666667,1.6426
583.68,1.6258,2.8248,1.77613333333,2.739,0.614933333334,2.43166666667,60.0786666667,1.05386666667,1.6566
584.01,1.67306666667,2.84686666666,1.795,2.76813333333,0.649533333333,2.47386666667,60.1564,1.08513333333,1.67873333333
584.35,1.65873333333,2.84306666667,1.76746666667,2.76073333333,0.628199999999,2.45506666666,60.1868666667,1.07586666667,1.64966666667
584.69,1.67966666667,2.8674,1.78246666667,2.78126666667,0.636666666666,2.46906666667,60.2579333334,1.08526666667,1.66326666667
585.03,1.66113333333,2.847,1.75546666667,2.75953333333,0.614066666667,2.4518,60.183,1.06493333333,1.63873333333
585.37,1.64866666666,2.822,1.73633333333,2.73506666667,0.5906,2.43446666667,60.2770666667,1.0432,1.61866666667
585.70,1.68353333333,2.84866666667,1.77346666667,2.76113333333,0.624933333333,2.4714,60.3496,1.0944,1.64773333333
586.04,1.73686666667,2.90293333333,1.82866666667,2.81106666667,0.6786,2.51806666667,60.4039333333,1.16913333333,1.69
586.38,1.74666666667,2.90973333333,1.8428,2.81266666667,0.680333333333,2.53413333333,60.4500666667,1.2004,1.70173333333
586.72,1.77993333333,2.9472,1.87953333333,2.872,0.719,2.6066,60.4415333333,1.2448,1.74333333333
587.06,1.78933333333,2.9542,1.90293333334,2.88073333333,0.7424,2.61126666667,60.3918666667,1.249,1.74133333333
587.39,1.77446666667,2.91986666667,1.88906666667,2.85446666667,0.715133333333,2.5958,60.4365333333,1.2106,1.70746666667
587.73,1.7398,2.8848,1.87333333333,2.83686666667,0.6718,2.566,60.4116666666,1.1892,1.68286666667
588.07,1.7438,2.9028,1.88406666667,2.84753333333,0.679533333333,2.5824,60.4054,1.20953333333,1.71146666667
588.41,1.73866666667,2.90766666667,1.89246666666,2.8664,0.679333333333,2.5776,60.3974,1.22206666667,1.7232
588.74,1.73906666667,2.91086666667,1.89353333333,2.89106666667,0.680066666667,2.57353333333,60.5029333333,1.23453333333,1.743
589.08,1.73953333333,2.9202,1.89353333333,2.90566666667,0.668733333333,2.5836,60.5473333333,1.23946666667,1.74173333333
589.42,1.72806666667,2.934,1.89186666667,2.90566666666,0.6678,2.58433333333,60.5328,1.2204,1.7474
589.76,1.69046666667,2.879,1.8488,2.85793333333,0.6292,2.55286666667,60.4672666666,1.17126666667,1.7068
590.09,1.6998,2.887,1.85633333333,2.86266666667,0.652333333334,2.55993333333,60.4649333333,1.18186666667,1.70513333333
590.43,1.69213333333,2.85353333333,1.83313333333,2.8158,0.634866666667,2.53293333333,60.4246666667,1.16293333333,1.6772
590.77,1.72866666667,2.87046666667,1.856,2.83086666667,0.654399999999,2.56486666667,60.4916,1.18833333333,1.69693333333
591.11,1.75413333333,2.91753333333,1.88506666667,2.8546,0.693333333333,2.60526666667,60.5194666667,1.22393333333,1.73786666667
591.44,1.78673333333,2.9666,1.91873333333,2.87686666667,0.736866666667,2.64006666667,60.5836,1.24393333333,1.77766666666
591.78,1.7954,2.98086666667,1.93346666667,2.8836,0.745800000001,2.659,60.6243333333,1.23753333333,1.78233333333
592.12,1.80746666667,2.9824,1.9324,2.8796,0.760133333334,2.67106666667,60.6599333333,1.2314,1.7944
592.46,1.80646666667,2.98526666667,1.9492,2.89053333333,0.760799999999,2.69726666667,60.6804,1.23646666667,1.81606666667
592.79,1.80293333333,2.9848,1.94813333333,2.88846666667,0.765266666667,2.69546666667,60.6516666667,1.23286666667,1.81786666667
593.13,1.7582,2.9236,1.9006,2.82366666667,0.726400000001,2.66766666667,60.6094,1.20386666667,1.7876
593.47,1.785,2.96906666667,1.94026666667,2.86566666667,0.765533333333,2.7126,60.6614,1.23386666667,1.83453333333
593.80,1.80646666667,2.9726,1.96546666667,2.88133333333,0.776666666667,2.7322,60.6652666667,1.25773333333,1.87226666667
594.14,1.81693333333,3.0044,1.98973333333,2.913,0.7874,2.72526666667,60.7561333333,1.2728,1.89666666667
594.48,1.81426666667,3.01706666667,1.98133333333,2.92533333333,0.770599999999,2.72766666667,60.6886,1.26593333333,1.91486666667
594.81,1.85273333333,3.06473333333,2.0216,2.9784,0.793733333333,2.76693333333,60.6724,1.31,1.95413333333
595.15,1.84933333333,3.06013333333,2.01073333333,2.97693333333,0.774266666667,2.74993333333,60.6214666667,1.31493333333,1.9444
595.49,1.83893333333,3.0368,1.97666666667,2.94953333333,0.756333333333,2.72606666667,60.5600666667,1.29973333333,1.9302
595.82,1.82773333333,3.03306666667,1.96873333333,2.9404,0.741000000001,2.73706666667,60.4878,1.29993333333,1.9368
596.16,1.85146666667,3.07386666667,1.99606666667,2.95146666667,0.770133333334,2.75813333333,60.4898666667,1.33553333333,1.95866666667
596.50,1.89793333333,3.13726666667,2.0514,2.99966666667,0.826866666667,2.80773333333,60.5534,1.40046666667,2.01706666667
596.83,1.93413333333,3.192,2.10406666667,3.05553333333,0.854066666665,2.84453333333,60.6542,1.441,2.04913333333
597.17,1.91873333333,3.1824,2.09073333333,3.0478,0.826066666667,2.83373333333,60.6764,1.44333333333,2.03566666667
597.51,1.90633333333,3.18106666666,2.0766,3.05333333333,0.804933333333,2.81493333333,60.6802666667,1.41633333333,2.02313333333
597.84,1.89546666667,3.17573333333,2.06593333333,3.04493333333,0.793066666666,2.81793333333,60.62,1.41213333333,2.02306666667
598.18,1.86026666667,3.14993333333,2.03313333333,3.02033333333,0.771733333333,2.79573333333,60.6860666666,1.39306666667,1.98873333333
598.52,1.8092,3.1052,1.98806666667,2.97446666667,0.727199999999,2.76953333333,60.6762666667,1.36413333333,1.95493333333
598.85,1.76333333333,3.0624,1.94726666667,2.93966666667,0.696666666666,2.7448,60.6932666667,1.32666666667,1.9146
599.19,1.78293333333,3.0846,1.97693333333,2.9754,0.721200000001,2.76646666667,60.7415333333,1.34593333333,1.93873333333
599.53,1.8062,3.09926666666,2.00373333333,2.98753333334,0.737066666666,2.75906666667,60.8428,1.355,1.94986666667
599.86,1.803,3.0808,1.99406666667,2.97833333333,0.718733333334,2.75233333333,60.8498,1.33666666667,1.9398
600.20,1.75993333333,3.03173333333,1.9538,2.93826666666,0.674933333333,2.72186666667,60.8706,1.2904,1.90106666667
600.53,1.74233333333,3.00273333333,1.92073333333,2.9216,0.661933333333,2.69553333333,60.836,1.2622,1.88213333333
600.87,1.74573333333,3.01,1.92033333333,2.92393333333,0.687733333333,2.6912,60.8958,1.25633333333,1.89366666667
601.21,1.75046666667,3.02786666667,1.91806666667,2.92266666667,0.697933333333,2.70533333333,61.0133333333,1.25833333333,1.90193333334
601.54,1.73173333333,3.01606666667,1.89673333333,2.90066666666,0.692133333333,2.69986666667,61.0910666666,1.23166666667,1.88253333333
601.88,1.71966666667,3.001,1.89926666667,2.8802,0.673733333333,2.68946666667,61.1136,1.2104,1.864
602.21,1.70473333333,2.97506666667,1.86953333333,2.8504,0.674,2.65413333333,61.1062,1.17086666667,1.8404
602.55,1.74126666667,3.00046666667,1.8838,2.85866666667,0.696266666666,2.68333333333,61.1350666667,1.19433333333,1.86866666666
602.88,1.7188,2.98266666667,1.86033333333,2.8322,0.661933333333,2.67386666667,61.1443333333,1.17666666667,1.86153333333
603.22,1.68553333333,2.9634,1.83173333333,2.81326666667,0.6346,2.65993333333,61.13,1.16,1.83926666667
603.56,1.71613333333,2.98953333333,1.85073333333,2.84133333333,0.656666666667,2.68573333333,61.1362,1.17726666667,1.85286666667
603.89,1.74253333333,2.9994,1.8656,2.85526666667,0.659066666667,2.69106666667,61.1196,1.18186666667,1.85913333334
604.23,1.74866666667,3.01433333334,1.88293333333,2.8666,0.659866666667,2.70906666667,61.1526666666,1.19246666667,1.873
604.56,1.76326666667,3.01906666667,1.892,2.872,0.6594,2.71813333333,61.1335333333,1.204,1.8822
604.90,1.74813333333,2.99493333333,1.87753333334,2.856,0.644266666667,2.71046666667,61.0913333333,1.19933333333,1.87593333334
605.23,1.76386666667,2.996,1.87533333333,2.86733333333,0.655333333333,2.717,61.0374,1.22273333333,1.88326666667
605.57,1.80826666667,3.03913333333,1.90426666667,2.90346666667,0.702866666667,2.7536,61.0664666666,1.26313333333,1.93326666667
605.90,1.7986,3.03173333333,1.9008,2.89346666667,0.685,2.7464,61.0943333334,1.25953333333,1.91986666667
606.24,1.788,3.03973333333,1.9084,2.9056,0.691466666667,2.73333333333,61.1414666667,1.26326666667,1.9226
606.58,1.8024,3.0432,1.9102,2.921,0.698,2.72186666667,61.219,1.27386666667,1.93053333333
606.91,1.8222,3.05853333333,1.91126666667,2.936,0.707266666667,2.7198,61.2692666667,1.2908,1.9468
607.25,1.78806666667,3.04626666667,1.883,2.9228,0.685466666667,2.70273333333,61.2975333333,1.27626666667,1.93106666667
607.58,1.7952,3.07373333333,1.90206666667,2.95113333333,0.7062,2.73266666667,61.2632,1.29966666667,1.9668
607.92,1.80113333333,3.087,1.90573333333,2.96413333333,0.7184,2.74873333333,61.1954666667,1.31006666667,1.9882
608.25,1.7922,3.10046666667,1.90326666667,2.97233333333,0.716,2.74146666667,61.1766666667,1.3072,1.9816
608.59,1.8434,3.1458,1.94546666667,3.02233333333,0.7652,2.7754,61.1827333333,1.34806666667,2.00353333333
608.92,1.85586666667,3.15053333333,1.96286666667,3.03406666667,0.759333333333,2.77693333333,61.2099333333,1.34093333333,2.01833333333
609.26,1.79873333333,3.11706666667,1.9174,2.9916,0.700066666667,2.71946666667,61.1642666667,1.27906666667,1.9676
609.59,1.81673333333,3.13073333333,1.92046666667,3.01266666667,0.7134,2.73646666667,61.1549333333,1.2858,1.99053333333
609.93,1.86553333333,3.1648,1.96266666667,3.0628,0.745466666667,2.78626666667,61.1486,1.32453333333,2.03873333333
610.26,1.85853333333,3.16206666667,1.9636,3.0356,0.745133333333,2.779,61.1132666667,1.3212,2.0146
