wavelength,Back_PhrPunm,Belly_PhrPunm,Breast_PhrPunm,Crissum_PhrPunm,Crown_PhrPunm,DorTail_PhrPunm,Rump_PhrPunm,Throat_PhrPunm,WingTip_PhrPunm
189.43,-20.0000666666,20.6666666667,2.76186666667,4.76173333335,-1.23799999998,5.14280000001,-32.0,-0.285799999994,2.38106666667
189.81,-20.8080666667,13.7375333333,3.13140000001,1.31313333332,-3.1312,0.404066666728,-36.8685333333,-2.82840000001,2.22219999999
190.19,-45.0666666666,-3.06666666667,-14.6666666667,-21.0666666667,-23.0666666667,-16.5333333333,-70.8,-22.9333333333,-19.3333333333
190.57,-48.2608666667,2.75360000002,-3.04346666668,-19.7100666665,-25.7971333333,-23.1885333332,-70.1449333333,-19.2753333333,-19.4202
190.95,-37.7192666667,31.4032666667,18.4210666667,-1.75426666668,-17.5438,-3.50886666654,-64.0352,3.68426666667,0.35099999992
191.33,-34.5,31.8333333333,15.1666666667,1.16666666666,-19.1666666667,4.33333333334,-62.3333333333,12.0,8.33333333346
191.71,-13.4959333333,46.0162666667,34.3089999999,24.2275333333,3.41473333334,25.0407333333,-38.8618,30.5691333333,35.6097333335
192.09,1.11119999992,54.7618666667,50.4761333333,39.8413333333,11.7460666667,28.0952,-27.3016666667,35.5556,49.2065333333
192.47,7.39413333334,50.4242,53.4544666667,38.9091333334,19.2728,24.0,-8.96966666666,34.5456,49.8181333332
192.85,-9.04753333334,42.5397333333,50.7936666666,19.8414000001,-1.11106666667,4.4444666666,-34.6032,23.8094666667,34.9206
193.23,6.17886666666,46.5042666667,63.5772,38.0487333334,4.878,16.2601333333,-30.5690666667,36.5853333333,47.6422666667
193.61,-8.95833333334,50.4166666666,61.6666666667,46.0416666667,-10.4166666667,6.04166666672,-57.5,36.0416666666,50.0000000001
193.99,-18.4946666666,49.2474000001,55.0538,45.1612,-21.9355333333,-5.80646666666,-67.5268666667,23.2258000001,50.9678666666
194.37,7.12133333326,48.9393333333,54.8484,53.4847333333,3.5527136788e-16,7.87873333326,-24.0908,35.3030666667,46.5152666666
194.75,10.1586666666,50.9524000001,51.746,65.2382666666,5.07933333334,15.0793333334,-26.8253333333,32.0635999999,54.7618666667
195.13,2.56406666667,37.9487333333,35.1281333333,53.0768000001,2.05133333332,-0.1282666666,-13.5896666667,15.7693333333,43.2050666667
195.51,-13.3332666667,32.8570666667,34.4444,63.4919999999,-13.0159333333,-22.5397333334,-25.3968,-2.22226666666,36.8254666667
195.89,-21.4583333333,35.8333333334,37.9166666666,80.6250000001,-29.1666666667,-38.9583333335,-32.2916666667,-6.66666666666,35.625
196.27,-75.5555999999,9.84120000006,12.0636666667,79.3651333333,-77.7778666667,-93.3332666669,-71.4286666667,-38.4126666665,-5.0792666666
196.65,-141.025666667,-51.2820000001,-38.4616000001,98.9742000001,-166.666733333,-188.717933333,-147.179533333,-75.8975333334,-77.4359333333
197.03,-66.6666666667,-32.5489333334,-20.7842666667,116.862733333,-87.0588000001,-116.862733333,-97.6472,-51.3725333335,-38.0392000001
197.40,-126.25,-71.6666666667,-93.3333333333,57.5,-130.833333333,-188.75,-144.166666667,-124.166666667,-123.75
197.78,-29.5236666667,-0.952466666667,-17.3332666667,61.5238,-26.0952,-56.3809333333,-35.4285333333,-28.0,-36.7618666667
198.16,-20.8333333333,16.25,-16.4583333333,91.6666666668,-11.25,-53.5416666667,-28.75,-13.3333333334,-41.0416666665
198.54,-84.1666666666,-9.58333333326,-60.4166666667,155.416666667,-52.4999999999,-150.833333333,-110.0,-65.8333333333,-97.5
198.92,-65.7141999999,-17.1428666667,-43.8095333333,80.2382,-41.6667333334,-99.762,-68.8095333333,-41.6667333333,-78.5713999999
199.30,-109.565333333,-60.8695333335,-75.6521333333,70.1449333333,-78.2608666665,-145.217266667,-121.159466667,-77.1015333333,-136.5218
199.68,-99.1666666667,-56.6666666665,-73.3332666668,69.7222666667,-60.2777333335,-138.0556,-110.277733333,-65.2776666667,-124.999866667
200.06,-153.333333333,-124.545533333,-135.151533333,25.4544666666,-114.8484,-226.969733333,-179.090933333,-135.757666667,-171.212
200.44,-85.625,-65.2083333334,-72.9166666667,41.4583333334,-53.1250000001,-137.708333333,-100.208333333,-78.75,-84.3749999999
200.82,-190.8772,-151.578866667,-176.4912,8.772,-138.245666667,-271.578866667,-206.3156,-192.2808,-165.9648
201.19,-333.333333333,-262.222333333,-289.444533333,0.5554,-243.888733333,-441.666666667,-340.000133333,-322.7778,-237.777733333
201.57,-440.0,-366.666666667,-338.333333333,100.833333333,-308.333333333,-611.666666667,-412.5,-395.0,-254.166666667
201.95,3380.0,3153.33333333,2606.66666667,-693.333333335,2673.33333333,5093.33333333,3473.33333334,3573.33333334,1920.0
202.33,364.242466667,341.2122,295.757533333,4.84853333326,287.272733333,517.575733333,361.212,384.2424,194.545533333
202.71,250.5264,250.877333333,231.9298,47.7192666666,222.806933333,343.157933334,258.596466667,252.631533333,164.210533333
203.09,169.2594,184.259266667,168.148266667,74.2593333332,172.963,229.6296,187.037066667,187.963,128.518533333
203.47,197.011466667,220.0,204.138,85.0574666667,212.873533333,284.3678,218.6208,224.367733333,154.712733333
203.85,166.470533333,194.5098,180.196,78.2352666667,189.215666667,242.744933333,183.9216,195.882266667,132.548933333
204.22,165.333333333,206.888733333,189.5556,75.5555333334,189.333266667,246.4444,173.555466667,197.111133333,135.555533333
204.60,107.376,147.234066667,135.886533333,59.9999999999,131.063733333,173.191466667,123.829733333,133.049733333,102.1276
204.98,134.017133333,185.641066667,161.367466667,70.5981333333,154.700866667,216.410266667,157.264933333,164.2734,130.2564
205.36,136.666533334,198.421066667,184.210333333,80.0,159.6492,235.789466667,169.649133333,168.421066667,148.947333333
205.74,155.555666666,226.296333333,219.8148,110.925866667,184.444466667,267.592466667,200.740666666,186.666666667,172.037
206.12,176.952266667,258.285733333,250.6668,140.0,210.666666667,303.047733333,219.0478,200.381066667,195.4286
206.50,274.166733333,411.6666,387.2222,223.8888,328.6112,461.944533333,338.611,317.5,312.777733333
206.87,321.7392,468.695666667,432.753666667,261.159333333,356.521733333,515.362333333,375.652133334,383.1884,364.9276
207.25,330.606133333,471.818133333,445.151533333,254.242533333,353.333333333,520.606133333,368.787866666,368.484733333,359.696933333
207.63,183.066666667,239.066666667,229.733333333,139.6,185.866666666,248.0,197.333333333,188.0,185.733333333
208.01,218.166666667,292.166666667,285.166666667,168.666666667,224.666666667,300.5,234.666666667,224.166666667,225.166666667
208.39,210.454533333,270.151533333,270.909066667,155.909066667,219.545466666,280.909133333,231.0606,207.878866667,211.212133333
208.77,204.4898,247.891133333,251.8366,152.652933333,212.517,265.850333333,221.224533333,204.898,198.911533333
209.14,172.413733333,211.034533333,219.770066667,133.6782,191.3794,230.3448,189.310333333,178.275933333,170.229866667
209.52,154.285733333,184.867666667,187.830666667,118.624533333,169.5238,202.2222,162.645466667,153.8624,145.1852
209.90,144.800066667,171.2,169.422333334,112.266666667,156.622266667,181.866733333,150.222133333,143.288866667,134.133333333
210.28,143.821066667,169.105733333,163.821133333,112.601666667,151.4634,174.878066667,144.878,140.325133333,131.138266667
210.66,126.601933334,145.889933333,140.6472,101.6828,131.974133333,148.3496,125.7604,117.993533333,114.3688
211.03,121.279466667,139.932733333,136.161666667,97.7776666667,129.629666667,145.252533334,120.269333333,112.727266667,106.8688
211.41,111.333333333,132.933333333,123.266666667,90.6666666666,118.533333333,140.4,111.066666667,106.466666667,96.9333333333
211.79,103.8,130.266666667,117.266666667,87.6,112.666666667,141.2,104.2,102.133333334,91.2
212.17,103.5088,125.497133333,113.2748,89.2983333333,110.5848,136.023533333,103.2164,102.865533333,90.9942666667
212.55,108.7654,130.617266667,113.1482,94.4443333332,115.555666667,140.0616,104.3828,107.7778,94.8146666666
212.92,115.466666667,141.133333333,122.533333333,100.333333333,127.333333333,149.266666667,110.066666667,115.6,102.533333333
213.30,125.941933333,152.318733333,129.855,107.173933333,135.7246,158.6232,118.7682,123.333333333,110.797
213.68,137.614066667,162.807,140.350933333,119.649066666,147.228066667,168.701733333,131.298333333,134.7368,122.736933333
214.06,125.882333333,149.1504,129.0196,109.6732,136.601333333,155.947733333,122.679666667,126.1438,111.437933333
214.44,135.5058,157.977533333,138.052533333,117.303466667,146.292066667,170.187333333,134.157333333,136.1796,118.1274
214.81,147.160533334,174.321,147.654466667,129.3004,159.917666667,189.8764,144.773666667,153.0864,129.876466667
215.19,154.871866667,186.239466667,158.205066667,136.581266667,170.2564,198.717933333,152.6496,160.2564,137.1794
215.57,175.399,209.014066667,180.3756,150.985866667,197.464866667,219.248733333,171.079733334,181.784,157.7464
215.95,175.748866667,210.338133334,183.478333333,148.405866667,201.449266667,222.8018,174.589266667,185.507266667,155.362333333
216.32,184.408666667,223.9786,196.021533333,155.053733333,215.806533333,243.3334,185.806466667,193.763466667,165.268666667
216.70,201.438066667,247.451066667,222.091533333,171.634,237.908666667,285.0982,206.666733333,212.026133333,186.405333333
217.08,227.681333333,275.3624,245.797066667,190.4348,254.3478,313.043533333,229.2754,232.6088,205.072466667
217.46,187.142866667,228.452266667,205.238066667,158.333266667,207.381066667,255.238066667,187.857133333,189.047666667,164.523933333
217.83,196.0256,235.128133333,214.487066667,154.487133333,213.333333333,263.589666667,187.4358,188.205066667,160.897533333
218.21,218.840533333,259.275333333,245.3624,169.275266667,237.246466667,293.478266667,200.4348,210.869733333,176.666666667
218.59,181.222133333,209.000133333,199.777733333,136.333466667,194.111266667,228.111133333,163.666666667,163.8888,150.222066667
218.97,198.750066667,229.305533333,222.777866667,140.9722,211.805533333,248.611066667,176.250133333,170.833466667,159.583266667
219.34,175.976866667,196.5518,193.793066667,127.816,180.344733333,211.379466667,150.5748,148.505733333,138.046
219.72,173.703666667,195.926,200.493733333,128.5184,171.604866667,211.6048,149.752933333,142.839533333,128.395
220.10,216.666666667,250.476133333,251.269733333,173.492,212.698333333,260.476066667,191.5872,181.428533333,163.809466667
220.47,265.555533333,298.3334,296.111133333,210.3702,255.185133333,301.481466667,235.370266667,221.851866667,190.740733333
220.85,284.444533333,332.2222,319.629533333,223.518266667,286.111066666,307.963,263.703733333,246.481533333,217.037066667
221.23,298.666666667,371.555466667,356.222133333,238.444466667,318.888866667,346.2222,294.888933333,265.555466667,229.5556
221.61,355.6522,451.304533333,426.956466667,285.5074,381.159333333,427.536133334,348.115933333,316.521733333,275.652066667
221.98,314.871933333,421.281933333,381.794933333,269.743666667,339.2308,386.153866667,324.872,311.538333333,268.205133333
222.36,505.490266667,681.5686,583.137266667,451.764666667,530.980466667,609.411733333,533.7254,491.3726,447.843133333
222.74,431.746,592.063333333,498.730266667,410.158666667,466.984266667,528.888933333,476.825466667,452.380866667,383.174733333
223.11,415.652133333,557.971066667,456.521733333,387.246333333,448.985466667,493.623133333,464.927533333,438.260733333,368.405733333
223.49,4150.0,5600.0,4320.0,3663.33333333,4493.33333333,5020.0,4746.66666667,4210.0,3506.66666667
223.87,584.583333333,732.5,577.5,502.5,604.583333333,667.916666667,636.25,566.666666667,496.25
224.24,308.125,366.666666667,303.75,249.791666667,318.541666667,344.791666667,324.166666667,296.666666667,260.0
224.62,224.8888,270.222266667,214.222266667,179.851866667,233.1852,250.222333333,231.703666667,217.185066667,196.888866667
225.00,172.626266666,196.3636,159.596,141.818066667,171.717066666,190.606066667,173.535533333,166.3636,145.6566
225.38,188.571466667,202.381,165.904733333,156.0,180.476266666,196.761933333,178.000066667,180.5716,160.380933333
225.75,284.7408,305.6296,258.222333333,232.000066667,278.962933333,302.6666,274.8148,278.963,247.111066667
226.13,350.095266667,367.999933333,318.2858,283.999933333,346.857066667,380.381,332.190466667,343.047533334,303.238133333
226.51,836.922999999,863.589600001,768.205133333,645.640933333,845.128333333,931.794866667,772.820533333,817.435799999,716.410266667
226.88,-417.6812,-431.884066667,-385.507133333,-301.739133333,-425.507266667,-479.7102,-377.681133333,-415.0724,-362.3188
227.26,-162.619,-162.9762,-150.119,-110.833266667,-163.809533333,-183.809466667,-137.8572,-159.880933333,-135.3572
227.64,-117.890266667,-121.940866667,-112.826933333,-86.1603333333,-125.3166,-135.7806,-103.1224,-124.979,-103.037933333
228.01,-75.1566666667,-80.7406666667,-72.8206,-53.5613333333,-82.2792666667,-86.8946000001,-66.6668000001,-80.7407333333,-66.3818000001
228.39,-58.0768666667,-63.2478666667,-54.9146,-41.1537333333,-62.6068666667,-63.7606666667,-51.3248,-61.4529333333,-49.7436
228.76,-37.6586,-41.4635333333,-36.3576666667,-25.5284666667,-39.7723333334,-41.4308666667,-33.6260666666,-39.5771333333,-29.1708
229.14,-27.7042,-31.8807333333,-27.5746666666,-17.9766666667,-30.7134666667,-30.4021333333,-24.9026666667,-30.2465333333,-20.1815333333
229.52,-15.477,-19.8927333333,-16.3343333333,-7.50266666667,-18.9925333333,-18.3708666667,-14.2979333334,-17.2561333334,-8.4674
229.89,-14.5364666667,-18.6587333333,-15.0494,-7.04166666667,-17.2386,-15.8974,-13.1164,-15.3846666667,-6.88373333333
230.27,-10.1762666667,-14.3032666667,-9.87653333333,-3.12173333333,-11.4992,-10.1940666667,-9.20626666667,-10.3174,-2.20453333334
230.65,-10.5982,-15.2136,-9.57273333334,-3.82906666667,-11.7436,-10.2223333333,-9.812,-11.3846666667,-2.7008
231.02,-10.3459333333,-14.211,-7.93253333335,-3.7638,-11.0886666667,-9.08013333332,-9.0634,-9.82273333333,-1.70453333333
231.40,-9.20633333334,-12.7652,-5.99839999999,-3.52546666667,-9.64073333333,-8.0702,-8.1872,-7.60226666667,-0.751933333334
231.78,-7.88906666666,-10.2362,-4.1564,-2.07006666667,-6.16133333333,-5.62346666667,-5.90040000001,-4.36813333333,1.7604
232.15,-7.23186666667,-9.47626666665,-3.65753333333,-1.82873333333,-6.03500000001,-5.3034,-5.78546666666,-4.55526666667,2.07806666667
232.53,-6.68353333334,-7.97979999999,-2.87866666667,-0.892266666667,-5.25266666667,-5.06739999999,-4.5454,-3.889,2.54193333333
232.90,-8.50339999999,-9.48980000001,-4.0986,-2.75506666667,-7.72113333333,-6.64966666666,-5.57819999999,-5.91833333333,-0.102066666666
233.28,-4.7524,-5.67593333334,-0.352666666667,0.352666666666,-4.14773333333,-2.82119999999,-1.54493333333,-2.13273333333,3.45933333333
233.66,-4.35953333333,-6.10693333334,0.050866666668,0.0170666666674,-4.156,-2.1544,-1.7302,-1.883,3.27406666667
234.03,-2.3618,-4.5226,1.52426666667,1.18926666667,-2.7638,-0.653333333334,-1.03853333334,-0.921266666667,4.48893333334
234.41,-2.6462,-5.07213333333,0.0001333333334,-0.169733333336,-4.2918,-1.71320000001,-2.324,-1.8492,3.10433333333
234.78,-3.3672,-5.83746666667,-0.812266666668,-1.40453333333,-5.07606666667,-1.67513333334,-3.16413333333,-2.06426666667,2.96100000001
235.16,-5.29366666667,-8.58553333333,-4.6484,-4.2844,-8.13900000001,-4.61546666667,-5.5584,-5.35973333333,-0.595533333334
235.54,-6.08826666666,-10.0402666667,-7.29320000001,-6.32926666667,-10.2008,-6.08846666667,-7.1164,-8.56219999999,-2.55413333333
235.91,-4.71506666667,-9.47686666667,-6.96326666666,-5.35513333333,-10.0702666667,-4.60586666666,-6.27633333333,-9.03973333332,-2.26393333333
236.29,-3.43073333333,-7.98506666667,-5.22846666666,-3.73026666666,-8.01499999999,-2.93633333333,-4.6442,-6.87646666667,-0.838866666667
236.66,-1.92306666667,-6.66673333333,-3.76066666667,-2.906,-6.75213333333,-1.96573333333,-3.43306666667,-5.41306666667,0.1852
237.04,-0.249533333333,-5.0728,-3.06306666667,-2.06513333333,-5.641,-0.762333333334,-1.84333333333,-4.3938,1.64933333333
237.41,-0.944533333333,-5.11966666667,-4.2574,-2.6422,-5.69473333333,-1.28673333333,-2.60086666667,-5.01033333333,0.4516
237.79,-3.85466666667,-7.48966666667,-8.38146666666,-5.15786666666,-8.76540000001,-3.9506,-5.63786666667,-8.4362,-2.19473333333
238.17,-6.5722,-9.37926666665,-10.1348,-7.08480000001,-10.6746666667,-5.0742,-7.3144,-10.0269333333,-3.75173333334
238.54,-7.82493333334,-10.09,-10.3731333333,-7.812,-11.3512666667,-6.12606666667,-8.04380000001,-10.8494,-5.0322
238.92,-6.69046666667,-8.87313333334,-9.1576,-6.40566666665,-10.1542,-5.25513333333,-7.17673333333,-9.37126666667,-4.18726666667
239.29,-4.25533333333,-6.56846666667,-6.18666666667,-4.39713333333,-7.76879999999,-2.70586666667,-5.4228,-6.86306666667,-1.68026666667
239.67,-3.24373333333,-5.23373333333,-5.21393333333,-2.9952,-6.52733333333,-1.82093333333,-4.806,-5.05486666667,-0.547333333332
240.04,-3.2388,-5.04706666667,-4.60633333333,-2.78,-6.09093333333,-1.77246666667,-5.03826666667,-4.3006,-0.854599999999
240.42,-2.34786666667,-4.02826666667,-3.55706666667,-2.09646666667,-5.02553333333,-0.565466666666,-4.24813333333,-3.4236,0.180533333334
240.79,-1.05233333333,-2.49213333333,-2.34673333333,-0.830666666664,-3.31606666667,1.0384,-3.12913333333,-2.03526666667,1.46073333333
241.17,-0.522866666666,-1.83933333333,-1.56306666667,0.216333333333,-2.10406666667,1.80346666667,-2.5068,-1.1842,2.10986666666
241.54,-0.244666666666,-1.43666666667,-0.813999999999,0.627799999999,-1.48446666667,2.16553333333,-1.96333333333,-0.569199999999,2.623
241.92,0.310066666667,-0.7158,0.143133333335,1.3266,-0.620399999999,2.9922,-1.00693333333,0.167066666667,3.36906666667
242.29,0.888399999999,-0.0703333333328,0.611266666667,1.93933333333,0.1274,3.28926666667,-0.285866666667,0.650799999999,3.74246666667
242.67,0.769133333333,-0.0500666666674,0.6018,2.11073333333,0.0668666666646,3.6948,-0.342800000001,0.589266666667,3.86213333333
243.05,1.32366666667,0.575999999999,1.16826666667,2.8268,0.755800000002,4.5588,0.216533333333,1.07846666667,4.39133333334
243.42,1.24873333333,0.608199999999,1.10373333333,3.0694,0.958733333334,4.67266666667,0.378733333332,1.15606666667,4.61626666667
243.80,1.35246666667,0.664200000001,1.1854,3.17826666667,1.09786666667,4.78133333333,0.513066666668,1.15753333333,4.71773333333
244.17,1.72953333333,0.999933333333,1.34513333333,3.5646,1.42746666667,5.0824,1.03526666667,1.4548,5.39613333333
244.55,2.00833333333,1.13686666667,1.32486666667,3.67893333333,1.66286666667,5.13453333333,1.19433333333,1.60893333333,5.49153333333
244.92,1.62266666667,0.734266666667,1.1234,3.37006666667,1.373,4.93013333333,1.061,1.4428,5.17613333334
245.30,1.22993333333,0.440999999999,0.782066666668,3.11453333333,1.22993333333,4.65813333333,0.785466666667,1.27133333333,4.90959999999
245.67,1.21693333333,0.388733333333,0.527866666666,2.94286666667,1.06526666667,4.64353333333,0.616533333335,1.16646666667,4.67213333334
246.05,1.43046666667,0.606866666667,0.734000000001,3.05446666667,1.36693333333,4.8778,0.788799999999,1.54893333333,4.98766666667
246.42,1.48393333333,0.742000000001,0.874933333335,2.94106666667,1.44913333333,4.95946666667,0.882800000001,1.63293333333,5.15366666667
246.79,1.7338,0.987933333335,0.961399999999,3.0514,1.60793333333,5.0272,1.2132,1.89846666667,5.41706666667
247.17,1.86153333333,1.19613333333,0.969933333333,3.07326666667,1.80773333333,5.0022,1.37333333333,2.0386,5.64520000001
247.54,2.07846666667,1.48553333333,1.13493333333,3.25993333333,2.13806666667,5.2044,1.66186666667,2.274,5.82720000001
247.92,2.01626666667,1.47713333333,1.068,3.231,2.23106666667,5.23093333333,1.6444,2.24973333333,5.88793333333
248.29,2.1472,1.61146666667,1.06346666667,3.27546666667,2.30326666667,5.32726666667,1.6844,2.32773333333,5.86700000001
248.67,1.7974,1.19893333333,0.731133333333,3.0086,2.00366666667,5.05926666667,1.45006666667,2.0118,5.6046
249.04,1.77193333333,1.20806666667,0.612333333333,2.96106666667,2.03206666667,4.98066666667,1.50993333333,2.07193333333,5.56793333334
249.42,1.90093333333,1.32493333333,0.753266666667,2.88453333333,2.06693333333,5.09373333333,1.5996,2.1624,5.62540000001
249.79,1.8776,1.2366,0.7624,2.8306,2.14686666667,4.9726,1.70846666667,2.13946666667,5.66593333333
250.17,1.88273333333,1.36726666666,0.754133333335,2.82433333333,2.15973333333,4.88386666667,1.77506666667,2.1316,5.43553333333
250.54,1.95286666667,1.40626666667,0.755466666666,2.9226,2.26046666667,4.88126666667,1.88713333333,2.38153333333,5.38380000001
250.92,1.9102,1.4468,0.655533333333,2.92873333333,2.3532,4.70913333334,1.77733333333,2.51246666667,5.30259999999
251.29,1.11233333333,0.701866666666,-0.263200000001,2.06146666667,1.4286,3.74993333333,1.0934,1.77633333333,4.21993333333
251.66,-0.124533333334,-0.534066666667,-1.47406666667,0.828800000001,0.157266666665,2.516,-0.140999999999,0.491400000001,3.0696
252.04,-0.584333333333,-1.23173333333,-1.9998,0.350533333333,-0.430600000001,1.89286666667,-0.614333333334,-0.103533333334,2.47033333333
252.41,-1.2268,-1.9546,-2.58673333333,-0.324533333334,-0.956666666668,1.2302,-1.27113333333,-0.782533333335,1.77686666667
252.79,-0.695600000001,-1.15706666667,-1.91446666667,0.316933333333,-0.423666666668,1.86293333333,-0.668066666667,-0.234066666666,2.26926666667
253.16,-0.127933333333,-0.660600000001,-1.3416,1.027,0.183266666665,2.43426666667,-0.176400000001,0.114,2.8388
253.54,-0.408666666667,-1.04773333333,-1.76013333333,0.859066666667,0.034999999998,2.16866666667,-0.558800000002,-0.136333333333,2.63653333333
253.91,-0.789866666668,-1.30213333334,-2.33726666667,0.487400000001,-0.2312,1.9602,-1.0246,-0.530133333332,2.36933333333
254.28,-1.13,-1.8212,-2.78293333333,0.106133333333,-0.508266666668,1.5104,-1.44813333333,-1.0568,2.1174
254.66,-1.59713333333,-2.2032,-3.17893333333,-0.2096,-0.830933333332,1.23873333333,-1.79913333333,-1.6314,1.88293333333
255.03,-1.95206666667,-2.49506666667,-3.3572,-0.582933333334,-0.982066666666,1.25753333333,-1.99593333333,-2.02393333333,1.65673333333
255.41,-1.7112,-2.40726666667,-2.9584,-0.373,-0.588466666666,1.68233333333,-1.8314,-1.78986666667,1.97213333333
255.78,-0.645200000001,-1.31986666667,-1.92713333333,0.607066666667,0.476533333334,2.7324,-0.864466666667,-0.531400000001,2.88006666667
256.15,-0.164799999999,-0.549933333333,-1.2648,1.1422,1.05746666667,3.46013333333,-0.312999999999,0.325666666667,3.31206666667
256.53,-0.346399999999,-0.647400000001,-1.208,1.22866666667,0.944133333333,3.4384,-0.548199999998,0.474200000001,3.3808
256.90,-0.449666666665,-0.832800000001,-1.349,0.950133333333,0.809466666666,2.909,-0.770399999999,0.336399999999,3.39793333333
257.28,-0.787,-1.07113333333,-1.71586666667,0.393533333334,0.160266666666,2.3752,-1.22046666667,0.0001333333334,2.97626666667
257.65,0.0641333333334,-0.0672,-0.881400000001,1.1506,0.727466666668,2.98406666667,-0.256466666667,0.746866666667,3.80760000001
258.02,1.16846666667,0.984133333333,0.352066666666,2.2956,1.56153333333,3.857,0.745000000001,1.70993333333,4.79453333334
258.40,1.7266,1.5902,0.950466666667,2.84633333334,2.12173333333,4.39426666667,1.36433333333,2.4676,5.43633333333
258.77,2.0266,1.8026,1.19766666667,3.06753333333,2.27733333333,4.62966666667,1.58666666667,2.69073333333,5.59119999999
259.15,2.1184,1.76833333334,1.23413333333,3.13186666666,2.2696,4.59573333333,1.63513333333,2.69813333333,5.61486666667
259.52,2.11333333333,1.7746,1.28586666667,3.28406666667,2.29833333334,4.62513333333,1.65466666667,2.82053333333,5.72926666667
259.89,2.10733333333,1.73046666667,1.27813333333,3.32006666667,2.25466666667,4.65466666667,1.66946666667,2.74906666667,5.72320000001
260.27,2.10233333333,1.71373333334,1.31026666667,3.30846666667,2.27693333333,4.6292,1.7168,2.65653333333,5.79026666667
260.64,2.22266666667,1.8226,1.43893333333,3.42293333333,2.43906666667,4.7166,1.88473333333,2.69093333333,5.90193333334
