wavelength,Back_SpoCasf,Belly_SpoCasf,Breast_SpoCasf,Crissum_SpoCasf,Crown_SpoCasf,DorTail_SpoCasf,Patch10_SpoCasf,Patch11_SpoCasf,Rump_SpoCasf,Throat_SpoCasf,WingTip_SpoCasf
590.09,13.9304,45.1754666667,26.9729333333,45.4484666667,13.0223333333,11.1027333333,16.1558,26.7488666667,18.0998,28.1321333333,12.8404666667
590.43,13.8050666667,45.1196,26.8810666667,45.4444,12.9092,10.9974,16.0466,26.6744666667,17.9964666667,28.053,12.7142
590.77,13.8486,45.1502,26.9426,45.4648,12.9307333333,11.0487,16.077,26.7327333333,18.0290666667,28.1049333333,12.7564666667
591.11,13.8262666667,45.1929333333,26.9605333333,45.4918666667,12.9014666667,11.0389,16.0417333333,26.7248,18.0382,28.1216,12.7608
591.44,13.8727333333,45.2854,27.0449333333,45.6,12.9368,11.1023,16.0878,26.7998,18.0948666667,28.2258666667,12.8024666667
591.78,13.9334,45.3343333333,27.1294,45.6228666667,12.9801333333,11.1717333333,16.1263333333,26.8618666667,18.1853333333,28.2977333334,12.861
592.12,13.9599333333,45.2993333333,27.1570666667,45.623,13.038,11.1947,16.1584,26.8891333333,18.2076,28.3125333333,12.8716
592.46,13.9706,45.3164,27.189,45.6524,13.0016,11.1737,16.1345333333,26.8759333333,18.2130666667,28.3318666667,12.8696
592.79,14.0077333333,45.3089333333,27.2468,45.6684,13.0356666667,11.2298,16.1637333333,26.9106,18.256,28.3792666667,12.9116
593.13,14.0300666666,45.3206,27.2698666667,45.6702,13.0385333333,11.2717666667,16.1552,26.9224,18.2648666667,28.4054666667,12.9376666667
593.47,14.1033333333,45.3496,27.319,45.6818666667,13.1228666667,11.3533333333,16.2191333333,26.9644666666,18.3252666667,28.4675333333,13.0298666667
593.80,14.1352,45.3882666667,27.3904666667,45.7304666667,13.1197333333,11.3672666667,16.2446666667,26.9912666667,18.3679333333,28.4919333333,13.0546666667
594.14,14.2042,45.4754666667,27.4770666667,45.7565333333,13.1772666667,11.4294,16.3113333333,27.0385333333,18.431,28.5500666667,13.1082666667
594.48,14.2168,45.4888,27.5218666667,45.7577333333,13.2017333333,11.4395333333,16.3525333333,27.0512,18.4557333333,28.5594666667,13.1236
594.81,14.278,45.5229333333,27.6019333333,45.7953333333,13.2866666667,11.5002666667,16.4375333333,27.1194666667,18.5289333333,28.6323333333,13.1865333333
595.15,14.2801333333,45.5622666667,27.6241333333,45.8221333333,13.3079333333,11.5089333333,16.4656666667,27.1514,18.5505333333,28.6504666667,13.2024
595.49,14.2643333333,45.6129333333,27.6321333333,45.8444,13.3321333333,11.5273333333,16.5059333333,27.1648,18.535,28.6608666667,13.1984666667
595.82,14.241,45.6966,27.6504,45.8898666667,13.2984,11.5014,16.4958,27.1791333333,18.5078666667,28.6622,13.1833333333
596.16,14.2436,45.7340666667,27.6936,45.9107333333,13.3029333333,11.4859333333,16.5124666667,27.2191333333,18.5142666667,28.6660666667,13.1802666667
596.50,14.2330666667,45.7981333333,27.7116666667,45.9498666667,13.3096666667,11.4499333333,16.5019333334,27.2382666667,18.5218666667,28.7039333333,13.1864666667
596.83,14.2667333333,45.9076666667,27.8038666667,46.0519333333,13.3394666667,11.4668,16.5437333333,27.2854,18.5721333333,28.7648666667,13.2187333333
597.17,14.2644666667,45.9633333333,27.8462666667,46.1176666667,13.3426,11.4765666667,16.5724,27.3264666667,18.5941333333,28.7948,13.2469333333
597.51,14.2980666667,45.9763333333,27.8633333333,46.1450666667,13.3675333333,11.5009333333,16.5934666667,27.3504,18.5884,28.8323333334,13.2622666667
597.84,14.2808666667,45.9984666667,27.8864,46.1773333334,13.3786666667,11.5009666667,16.6031333333,27.3845333333,18.5849333333,28.8512,13.2714
598.18,14.2611333333,46.0178,27.8672666667,46.1630666667,13.3626,11.4761666667,16.5714666667,27.4002,18.5644666667,28.8524,13.2462666667
598.52,14.2614,46.0495333333,27.8746666667,46.2177333333,13.3633333333,11.4592666667,16.5741333333,27.4316666667,18.5657333333,28.8636666667,13.2488
598.85,14.2631333333,46.0237333333,27.8992666667,46.2302666667,13.3561333333,11.4358666667,16.5664,27.3842666667,18.5571333333,28.8627333333,13.2356
599.19,14.2934666667,46.0462,27.9556666667,46.3020666667,13.3436666667,11.4207666667,16.5621333333,27.4076,18.59,28.8896,13.2623333333
599.53,14.3511333333,46.1358,28.0408,46.395,13.4036,11.44,16.6085333334,27.4785333333,18.6876666667,28.9692666667,13.3228
599.86,14.382,46.1293333333,28.0596,46.4182,13.4341333333,11.4831333333,16.6472666667,27.4899333333,18.7174,29.0162,13.3426666667
600.20,14.4708,46.2216666666,28.1565333333,46.5032666667,13.4849333333,11.5477,16.7416666667,27.6000666667,18.7978666667,29.1116666667,13.4308666667
600.53,14.471,46.1923333333,28.1622666667,46.4797333333,13.4905333333,11.5677666667,16.7537333333,27.617,18.7887333333,29.1200666667,13.4256666667
600.87,14.4928,46.2226666667,28.1648,46.5202,13.5062666667,11.5913666667,16.767,27.6719333333,18.82,29.1414666667,13.4111333333
601.21,14.444,46.2243333333,28.172,46.5001333333,13.4879333333,11.5763666667,16.7730666667,27.674,18.8252,29.1107333333,13.3999333334
601.54,14.453,46.2752666667,28.1908666667,46.5270666667,13.4680666667,11.5742333333,16.7688,27.6975333333,18.8484666667,29.1380666667,13.3909333333
601.88,14.5040666667,46.3298666667,28.2382666667,46.5815333333,13.5062,11.6327333333,16.8191333333,27.7576,18.9097333333,29.2008,13.4289333333
602.21,14.5062,46.3744,28.2443333333,46.5844666666,13.4840666666,11.6128666667,16.7956,27.7528666667,18.8779333333,29.2006666667,13.4014
602.55,14.5180666666,46.4538,28.2925333333,46.6452666667,13.5084666667,11.6313666667,16.8064,27.8594,18.9228666667,29.2544666667,13.4263333333
602.88,14.5179333333,46.4962,28.2888,46.6340666667,13.5200666667,11.6406333333,16.8197333333,27.8850666667,18.9381333333,29.3039333333,13.4279333333
603.22,14.4814666667,46.4328,28.2560666667,46.5946,13.4895333333,11.6559333333,16.7878666667,27.8666666667,18.9115333333,29.2832666667,13.3852666667
603.56,14.4799333333,46.4606,28.2547333333,46.6368,13.4744,11.6662666667,16.7802666667,27.8687333333,18.9117333333,29.2802666667,13.3856
603.89,14.5116,46.5054,28.2992,46.6891333333,13.5142,11.7317333333,16.8314,27.9258666667,18.9489333333,29.3336666667,13.3944666667
604.23,14.4964,46.4878666667,28.2637333333,46.6855333333,13.4970666667,11.6964666667,16.83,27.9050666667,18.9171333333,29.3182,13.3872666667
604.56,14.4476,46.4536,28.2447333333,46.619,13.4652,11.6615666667,16.8045333333,27.86,18.8684666667,29.3054666667,13.3578666667
604.90,14.4282666667,46.4219333333,28.2059333333,46.6206666667,13.4386,11.6294,16.7679333333,27.8503333333,18.8482666667,29.2906666667,13.3545333333
605.23,14.4342,46.3935333333,28.1859333333,46.5942666667,13.4350666667,11.6071,16.7461333333,27.8382666667,18.8231333333,29.2663333333,13.3374666666
605.57,14.4138666667,46.391,28.1893333333,46.6178,13.439,11.5758666667,16.7392,27.8342666667,18.8148,29.2824666666,13.3352
605.90,14.4123333333,46.3548666667,28.2041333334,46.6214666667,13.4487333333,11.5944666667,16.7494,27.8389333334,18.8375333333,29.2928,13.3419333334
606.24,14.3948666667,46.3180666667,28.1912666667,46.5721333333,13.4226666667,11.5974,16.7581333333,27.7946666667,18.8114666667,29.2861333333,13.3270666667
606.58,14.4442,46.3475333334,28.2606,46.6226666667,13.4614666667,11.6432666667,16.8026,27.8342666667,18.8474,29.3226,13.3733333333
606.91,14.5292666667,46.4261333333,28.3328666667,46.6808666667,13.5146666667,11.6987666667,16.8898666667,27.896,18.9025333333,29.3995333333,13.4703333333
607.25,14.524,46.4242,28.3468,46.6474666666,13.5460666667,11.7251,16.92,27.9387333333,18.9148,29.4140666667,13.4917333333
607.58,14.4869333333,46.3833333333,28.3104666667,46.5974,13.5074666667,11.6682666667,16.8831333334,27.8903333333,18.8753333333,29.3796666667,13.4750666667
607.92,14.5026,46.4528,28.3582666667,46.6317333333,13.5224666667,11.7015666667,16.8904666667,27.9554666667,18.9264,29.4126,13.5062666667
608.25,14.5364,46.4913333333,28.4040666667,46.6865333333,13.5172,11.6835333333,16.9034,27.9778666667,18.9433333333,29.4465333333,13.5115333333
608.59,14.5851333333,46.5642666667,28.4389333333,46.7210666667,13.5541333333,11.7249666667,16.9467333333,28.0216,18.9566666667,29.5083333333,13.5318666667
608.92,14.5876,46.5508,28.4527333333,46.7325333333,13.5522666666,11.7389333333,16.9832,28.0138666667,18.9745333333,29.5413333333,13.5838
609.26,14.5704666667,46.5036666667,28.4490666667,46.7208666667,13.5137333333,11.7337333333,16.9796,27.993,18.9415333333,29.5161333333,13.5803333333
609.59,14.5927333333,46.5500666667,28.4814666667,46.7830666667,13.5436,11.7624,17.0045333333,28.0342666667,18.9448666667,29.5608,13.6416
609.93,14.6316,46.6084,28.5344666667,46.8408666667,13.6023333333,11.8195,17.0501333333,28.1148,19.0118666667,29.6443333333,13.7007333333
610.26,14.5641333333,46.6068666667,28.4946,46.8755333333,13.5752666667,11.7829666667,17.0361333333,28.1031333333,18.9910666667,29.6472,13.6831333333
610.60,14.5399333333,46.5953333333,28.4968,46.9101333334,13.5442666667,11.7502,17.015,28.0971333334,18.9525333333,29.6358,13.6566666667
610.93,14.5592,46.6036666667,28.4889333333,46.9528666667,13.5359333333,11.7293666667,17.0556666667,28.1073333333,18.9757333333,29.6575333333,13.6792
611.27,14.5273333333,46.6403333333,28.5044,47.0208666667,13.5158,11.7236,17.0419333333,28.1187333333,18.9589333333,29.694,13.6772
611.60,14.5621333333,46.6503333333,28.5587333333,47.0588,13.5712666667,11.7428666667,17.0702,28.1260666667,18.9709333333,29.737,13.7314
611.93,14.5918666666,46.6519333333,28.6020666667,47.1102,13.6104666667,11.8204666667,17.1202,28.1818,19.0212,29.7817333333,13.7936666667
612.27,14.5669333333,46.6114666667,28.6043333333,47.112,13.5883333333,11.7729333333,17.0878666667,28.1460666667,18.9972,29.7566666667,13.7766666667
612.60,14.5834,46.6639333334,28.6488666667,47.2142666667,13.6041333333,11.8160333333,17.1145333333,28.2108666667,19.0151333333,29.8371333333,13.7799333333
612.94,14.5760666667,46.7294666667,28.6688666667,47.2430666667,13.6033333333,11.8053,17.1021333334,28.185,19.0216,29.832,13.7793333333
613.27,14.5581333334,46.723,28.6539333333,47.1972666667,13.5558666667,11.7716333333,17.0746666667,28.1681333333,18.992,29.8054,13.7428
613.61,14.5046,46.6906,28.6217333333,47.2,13.4871333334,11.6896333333,17.0398,28.099,18.8856666667,29.7146,13.7144666667
613.94,14.5288666667,46.7244666667,28.6690666667,47.1951333333,13.4766666667,11.6868,17.0653333333,28.1075333333,18.8707333333,29.7367333334,13.7194
614.28,14.4855333333,46.7104666667,28.6188,47.1736,13.464,11.6447666667,17.0508666667,28.0812,18.8730666667,29.7607333333,13.6981333333
614.61,14.476,46.8192,28.7284,47.2490666667,13.4738,11.6454333333,17.0257333333,28.1037333333,18.8620666666,29.862,13.6994
614.94,14.4773333333,46.7697333333,28.7258,47.1582,13.495,11.6577666667,17.0081333333,28.0861333333,18.8699333333,29.8045333333,13.6759333333
615.28,14.5029333333,46.8198,28.7789333333,47.206,13.5166,11.6915666667,17.0585333333,28.1252666667,18.9159333333,29.8892,13.6758666667
615.61,14.5047333333,46.8880666667,28.7937333333,47.1920666667,13.5099333333,11.6765666667,17.0737333333,28.1734,18.9227333333,29.9047333333,13.6939333333
615.95,14.5064666667,46.9672666667,28.8352,47.2596666667,13.5228666667,11.6964,17.1166,28.2249333333,18.9554,29.9390666667,13.7156
616.28,14.4926666667,46.9698,28.8643333333,47.2022666667,13.5178,11.6791,17.0703333334,28.2188666667,18.9579333333,29.8848,13.7223333333
616.61,14.5708,47.0217333333,28.9204666667,47.2671333333,13.5989333333,11.7467666667,17.1705333333,28.3072,19.0251333333,29.9663333333,13.7624666667
616.95,14.5906666667,47.0524666667,28.9661333333,47.3576,13.6344,11.7724,17.2432666667,28.3688,19.1065333333,30.012,13.7821333333
617.28,14.6656,47.1584666667,29.0454,47.3978,13.7140666667,11.8686333333,17.3053333334,28.4878666667,19.2442,30.1224666667,13.8119333334
617.62,14.6682666667,47.1496666667,29.0493333333,47.3892666667,13.7201333334,11.8815333333,17.3085333334,28.5126,19.2698666667,30.0909333333,13.7990666666
617.95,14.8047333333,47.3057333333,29.1959333333,47.5333333333,13.8273333333,12.0104,17.4230666667,28.6418,19.3854666667,30.1750666667,13.9099333333
618.28,14.8844666667,47.3217333334,29.2148,47.5268666667,13.8788666667,12.0808666667,17.4876,28.6943333333,19.4585333333,30.1743333333,14.0033333333
618.62,14.8684666667,47.2930666667,29.1803333333,47.5278666667,13.8413333333,12.063,17.4899333333,28.6848666667,19.4334666667,30.1452666666,14.0039333334
618.95,14.8725333333,47.3375333333,29.1821333333,47.5726666667,13.8264666666,12.0688,17.4994666667,28.7518,19.4700666667,30.1739333333,14.0064
619.28,14.9561333333,47.4048666667,29.2827333333,47.6657333333,13.928,12.1146,17.5562666667,28.8021333333,19.5444666667,30.2632,14.0498
619.62,15.0282666667,47.4381333333,29.3176666667,47.6701333333,14.0035333333,12.1805666667,17.6078,28.8484666667,19.6063333334,30.3566,14.0976
619.95,15.0655333334,47.4748666667,29.3013333333,47.7480666667,14.0090666667,12.1791,17.6778666667,28.8720666667,19.6686,30.4222,14.0858666667
620.28,15.0797333333,47.5404,29.3037333333,47.7613333333,13.9903333334,12.1964333333,17.6415333333,28.9075333333,19.7032666667,30.4707333333,14.1117333333
620.62,15.0463333333,47.5851333333,29.3149333333,47.7540666667,13.9764,12.1848666667,17.6386666667,28.8913333333,19.6778,30.4866666667,14.1142
620.95,15.0061333333,47.4953333333,29.2741333333,47.7440666667,13.9546,12.1335,17.5897333333,28.8283333333,19.6101333333,30.4326,14.0938
621.28,15.0004,47.5011333333,29.2822,47.775,13.9943333333,12.1598,17.5958666667,28.8626666667,19.6092666667,30.5193333333,14.0957333333
621.62,14.9438666667,47.3892666667,29.2164,47.6314,13.9517333333,12.1097333333,17.5196666667,28.7766666667,19.5435333333,30.4773333333,14.0204666667
621.95,14.9378,47.3784666667,29.208,47.6475333333,13.9144,12.0956666667,17.4646,28.7803333333,19.5222,30.5175333333,13.9647333333
622.28,15.0340666667,47.5004666667,29.3217333333,47.8086666667,13.9878666667,12.1372333333,17.5309333333,28.8717333333,19.5992666667,30.6446,13.9966666667
622.62,15.0156666667,47.4788666667,29.3001333333,47.7676,13.9665333333,12.1332,17.5324,28.8408,19.575,30.6200666666,13.9998
622.95,14.892,47.4154666667,29.2268,47.7145333333,13.8612,12.0693333333,17.4358,28.7663333333,19.4898666667,30.5507333333,13.9108
623.28,14.9269333334,47.4694,29.3129333333,47.7808,13.8996666667,12.1242666667,17.4890666667,28.8588,19.5772,30.5706666667,13.9958
623.62,14.9609333333,47.4120666667,29.3774,47.7206,13.9548,12.1761,17.4991333333,28.8728,19.553,30.5886666667,14.0641333333
623.95,15.0698666667,47.4505333333,29.5144,47.7952,14.0714,12.2648666667,17.6146,28.9508666667,19.6529333333,30.6762666667,14.1844666667
624.28,15.1868,47.5368,29.6095333333,47.8484666666,14.1630666667,12.3707,17.6862666667,29.0572,19.7333333333,30.777,14.2562666667
624.62,15.2506,47.6385333333,29.7029333333,47.9108,14.2128,12.4507,17.7596,29.1618,19.8154,30.9110666667,14.3094
624.95,15.2906666667,47.6572666667,29.7297333333,47.9018,14.2020666667,12.4383,17.7458666667,29.1321333333,19.8078666667,30.8829333334,14.3322
625.28,15.3062666667,47.8319333333,29.8186,48.0619333333,14.2274666667,12.4611666667,17.8106,29.2232,19.8688,30.936,14.3789333333
625.61,15.2521333333,47.7231333333,29.7776,47.9385333333,14.2249333333,12.4218666667,17.8008,29.1762666667,19.8207333334,30.8224666667,14.3646666667
625.95,15.2566666667,47.7092666667,29.7842,47.9016,14.2524,12.4484666667,17.8161333333,29.2008,19.8540666667,30.8366,14.4014666667
626.28,15.2542,47.7403333333,29.8114666667,47.9346666667,14.2554666667,12.4298,17.8193333334,29.2276,19.8587333333,30.8388,14.3757333333
626.61,15.2861333333,47.7255333334,29.816,47.9107333333,14.2604,12.4452333333,17.8204666667,29.255,19.8826666667,30.8413333333,14.4108
626.94,15.2402,47.7320666667,29.8136,47.881,14.2064666667,12.3944333333,17.7707333333,29.2004,19.8067333333,30.8210666667,14.3328
627.28,15.2361333333,47.7523333333,29.811,47.8796666667,14.1903333333,12.3734333333,17.7886666667,29.1993333333,19.795,30.8087333333,14.2969333333
627.61,15.1608,47.749,29.7771333333,47.8722,14.1323333333,12.3351666667,17.7412666667,29.1823333333,19.7336666667,30.7614,14.2032
627.94,15.1202,47.757,29.7632,47.9071333333,14.1117333333,12.2893333333,17.7369333333,29.1798666667,19.7598666667,30.7446,14.1668666667
628.27,15.1118,47.8052,29.7550666667,47.9526666667,14.1000666667,12.2528,17.7282,29.1738666667,19.7634666667,30.7138,14.1813333333
628.61,15.0960666667,47.8265333334,29.7865333333,47.9572,14.1003333333,12.2743,17.7773333334,29.1973333333,19.784,30.7077333333,14.191
628.94,15.1111333333,47.7766,29.8123333334,47.926,14.1328,12.3094,17.7998666667,29.2354,19.7992,30.7454666667,14.1982
629.27,15.1398666667,47.9352,29.9288,48.1078666667,14.1486666667,12.3394666667,17.889,29.3068,19.8500666667,30.8650666667,14.2145333333
629.60,15.1682,48.0902,29.9992,48.2295333333,14.1867333333,12.3742666667,17.9816666667,29.3724,19.9142666667,30.9566,14.2688
629.94,15.1756,48.1007333333,30.0290666667,48.2962,14.1907333333,12.3834666667,17.9774,29.3680666667,19.9213333333,31.0037333333,14.3020666667
630.27,15.1782666667,48.0888666667,30.028,48.3163333333,14.205,12.3827666667,18.0300666667,29.3431333333,19.9344,30.9870666667,14.267
630.60,15.2465333333,48.0745333333,30.06,48.3603333333,14.2584666667,12.4613666667,18.1261333333,29.4214666667,20.0338,31.0591333333,14.3212666667
630.93,15.2367333333,48.1332,30.0762666667,48.4143333333,14.2544666666,12.4892666667,18.1183333333,29.4566666667,20.0673333333,31.0862666667,14.3245333333
631.26,15.2470666667,48.1873333333,30.0856666667,48.4592666667,14.2804666667,12.5032,18.1529333333,29.4836666667,20.0674666667,31.1357333333,14.3549333333
631.60,15.2954666666,48.1890666667,30.0999333333,48.4395333333,14.3093333333,12.5645333333,18.1518,29.488,20.0456,31.1686,14.4042
631.93,15.3776666667,48.1654666667,30.1458,48.4232666667,14.3395333334,12.6256666667,18.2199333333,29.499,20.0731333333,31.2129333333,14.4181333333
632.26,15.4455333333,48.3024,30.2479333333,48.5447333333,14.3927333334,12.6930333333,18.2403333333,29.6191333333,20.15,31.313,14.476
632.59,15.4324666667,48.2754666667,30.22,48.5014666667,14.3676666667,12.6430666667,18.1858,29.5389333333,20.1162,31.2868666667,14.4604666667
632.92,15.5345333333,48.3961333333,30.2950666667,48.5583333333,14.4546666667,12.7074666667,18.246,29.6383333333,20.2192666667,31.3834,14.5412666667
633.26,15.5,48.3024,30.2818666667,48.4914666667,14.3966,12.6887666667,18.2002666667,29.5818,20.1401333334,31.2918666667,14.4817333333
633.59,15.5162,48.3267333333,30.3215333333,48.4562,14.4315333333,12.7125,18.2311333333,29.6236666667,20.1661333333,31.3087333333,14.4678
633.92,15.518,48.4164666667,30.3931333333,48.5688,14.4684666667,12.7458333333,18.2342666667,29.7257333333,20.1830666667,31.3782666667,14.5152
634.25,15.4771333333,48.4542666667,30.4148666667,48.5640666667,14.4318,12.6940666667,18.197,29.7004,20.1669333333,31.3525333333,14.4824
634.58,15.4775333333,48.4935333333,30.4404,48.5541333333,14.4616,12.7031,18.2050666667,29.7498666667,20.1825333333,31.3601333333,14.4927333333
634.91,15.5203333333,48.4779333333,30.4686,48.5454,14.4752666667,12.7025,18.2259333333,29.7932666667,20.2132,31.3864,14.5191333333
635.25,15.5305333333,48.4962666667,30.4933333333,48.5972,14.4824666666,12.7186,18.2545333333,29.8242666667,20.2338,31.3798666667,14.4982
635.58,15.4563333333,48.5399333333,30.4934,48.6224,14.4552,12.6808,18.2211333333,29.8572666667,20.2023333333,31.3631333333,14.4794
635.91,15.4723333333,48.5108666667,30.4913333333,48.6674666667,14.4868,12.6976666667,18.261,29.8583333333,20.2161333333,31.3978666667,14.4651333333
636.24,15.4569333333,48.5216,30.5038666667,48.7109333333,14.4730666667,12.6738666667,18.2929333333,29.8767333333,20.2177333333,31.3859333333,14.4690666667
636.57,15.4184,48.4921333333,30.4802666667,48.7476,14.4154666667,12.6558666667,18.2566,29.8592666666,20.2067333333,31.369,14.4222
636.90,15.4150666667,48.5452,30.4862666667,48.756,14.4567333333,12.6664666667,18.2353333333,29.9005333333,20.2206666667,31.3888666667,14.4448
637.23,15.3656,48.532,30.4814,48.8142666667,14.4297333333,12.6433333333,18.2248,29.8892,20.1880666667,31.3602,14.4413333333
637.56,15.4248,48.5548,30.505,48.8075333333,14.4216666667,12.6581666667,18.2632,29.863,20.2172,31.3959333333,14.4222666667
637.90,15.4924666667,48.6466,30.5784,48.9239333333,14.4959333333,12.7521,18.3372666667,29.9356,20.2622,31.4772666667,14.5029333333
638.23,15.506,48.6918,30.6812666667,49.0557333333,14.5328666667,12.7629666666,18.3779333333,29.9550666667,20.2644666667,31.532,14.5548
638.56,15.4742666667,48.7406,30.6955333333,49.0606,14.4892666667,12.7703333333,18.3663333333,29.9294,20.2618,31.5083333333,14.5318666667
638.89,15.4476,48.7215333333,30.6879333333,49.0023333333,14.4918666667,12.7178666667,18.3358,29.8756,20.267,31.5545333333,14.5335333333
639.22,15.5165333333,48.8334,30.7881333333,49.1663333333,14.5722666667,12.752,18.4071333333,29.9464,20.3647333333,31.6424,14.5882666667
639.55,15.4976666667,48.8407333334,30.7847333333,49.1281333334,14.5479333333,12.7358,18.4212666667,29.9452666667,20.3536666667,31.6265333333,14.5882666667
639.88,15.5252666667,48.8345333333,30.8468666667,49.1613333333,14.6074666666,12.8099666667,18.4521333333,29.9798666667,20.3769333333,31.6764666667,14.6075333333
640.21,15.5322666667,48.7892,30.8192,49.1182666667,14.635,12.8488,18.4455333333,29.9302666667,20.3697333333,31.6600666667,14.6598
640.54,15.5172,48.7614666666,30.7986666667,49.0802666667,14.6334666667,12.8375333333,18.4546,29.9495333333,20.3656666667,31.7072666667,14.6716666667
640.87,15.6019333333,48.7726666667,30.8394,49.0374666667,14.6893333333,12.9127333333,18.5381333333,29.9824666667,20.4214,31.7364666667,14.7981333333
641.20,15.5666666667,48.7733333333,30.8266666667,49.0644666667,14.7266666667,12.9393666667,18.5535333333,29.9608666667,20.4585333333,31.6952,14.8606
641.53,15.532,48.7059333333,30.7603333333,49.0504,14.682,12.8812333333,18.5194666667,29.8944,20.4381333333,31.658,14.7932666667
641.87,15.5252666667,48.7598,30.7127333333,49.0084666667,14.6335333333,12.8853333333,18.5185333333,29.8732666667,20.4459333333,31.6659333333,14.7693333333
642.20,15.5319333333,48.8164666667,30.7588,49.0766666667,14.6544,12.8924333333,18.5395333333,29.9418,20.4676666667,31.7050666667,14.7925333333
642.53,15.5375333333,48.8844,30.8070666667,49.1498666667,14.6302666667,12.9205666667,18.5457333333,30.0009333333,20.4432666667,31.7216666667,14.8013333333
642.86,15.4393333333,48.7678,30.6774,48.9592,14.505,12.8826666667,18.4142,29.8520666667,20.2744,31.5868666667,14.6901333333
643.19,15.4267333334,48.8302666667,30.6986,48.9800666667,14.4743333334,12.8452,18.3732,29.8435333333,20.2903333333,31.6396,14.6584
643.52,15.3814,48.9085333334,30.6904666667,48.9834666667,14.3982666667,12.8186333333,18.3409333333,29.8624666667,20.2738,31.6966,14.5950666667
643.85,15.3094,48.8396666667,30.6237333334,48.8916,14.3431333333,12.7853666667,18.288,29.8084,20.1878666667,31.6406666667,14.5202666667
644.18,15.456,49.0168,30.7949333333,49.0207333333,14.4518666667,12.8937333333,18.4168,29.9224666667,20.3195333333,31.7545333334,14.5964666667
644.51,15.4598666667,48.9624666667,30.7707333333,48.9631333333,14.4799333333,12.8933333333,18.4128,29.8850666667,20.3400666667,31.7634,14.5418666667
644.84,15.4615333333,48.9122666667,30.7561333333,48.8445333333,14.4150666667,12.8646,18.4266,29.8636666667,20.2937333333,31.7541333333,14.5306
645.17,15.4213333333,48.9204666667,30.7564666667,48.7824,14.4309333333,12.8738,18.4052,29.8704,20.2334,31.7579333334,14.5528
645.50,15.4983333333,48.9582666667,30.8417333333,48.8754666666,14.5110666667,12.9141666667,18.4917333333,29.9441333333,20.2982666667,31.8329333333,14.6264
645.83,15.6092666667,49.0278,30.9656,48.9382,14.6454666666,13.0122,18.629,30.0516666667,20.4169333333,31.9357333333,14.7378666667
646.16,15.5695333333,48.9642666667,30.954,48.9022666667,14.6489333333,12.9704,18.651,30.0628666667,20.4077333333,31.8976666667,14.7708
646.49,15.6242666667,49.0181333334,31.0488666667,48.981,14.7757333333,13.0176333333,18.7466666667,30.1635333333,20.5688666667,32.0160666667,14.8739333333
646.82,15.6576666667,48.9582666667,31.0372,48.9524666667,14.7949333333,13.0563666667,18.7689333333,30.1931333333,20.5744,31.9406,14.9062666667
647.15,15.7264,48.8837333333,31.0173333333,48.9222666667,14.8548,13.0958333333,18.7892666667,30.2082,20.5670666667,31.8754,14.9736666667
647.48,15.8907333333,49.0693333333,31.2328,49.118,15.0304666667,13.2205666667,18.9944666667,30.4277333333,20.7493333333,32.0372666667,15.1402
647.81,15.7814,48.8568,31.0912,49.0166,14.8714666667,13.0971666667,18.9174666667,30.3018666667,20.6289333333,31.9144666667,15.0556
648.14,15.7467333333,48.9276,31.1119333333,49.0440666667,14.7988,13.0813666667,18.8736666667,30.3353333333,20.6091333333,31.9096,15.0109333333
648.47,15.712,48.9662,31.1439333333,49.1388666667,14.8071333333,13.0384333333,18.8366666667,30.3703333333,20.6017333333,31.9459333333,14.9752
648.80,15.6947333333,48.9881333333,31.2029333333,49.1762,14.8014666667,13.0072666667,18.8337333334,30.4100666667,20.6518666667,31.9502666667,14.9636
649.13,15.7293333333,49.0594666667,31.2856666667,49.2643333333,14.8721333333,13.0957,18.8828,30.4883333333,20.7492,32.0632,15.0154666667
649.46,15.7226666667,49.0458666667,31.2652,49.3165333333,14.817,13.0895333333,18.8523333333,30.4302666667,20.7857333333,32.0861333333,14.9614
649.79,15.7856666667,49.1932666667,31.3668666667,49.4297333333,14.8385333333,13.1639666667,18.8863333333,30.4876666667,20.8676,32.1857333333,14.966
650.11,15.8393333333,49.2762,31.4859333333,49.5543333333,14.8821333333,13.2408666667,18.9488,30.5676666667,20.894,32.2617333333,15.0086666667
650.44,15.9174,49.4512666667,31.6410666667,49.758,15.0013333333,13.3411,19.0906,30.6912,21.0155333333,32.4603333333,15.1184
650.77,15.9418666667,49.5254,31.7488666667,49.8100666667,15.0436666667,13.4249333333,19.1746,30.8169333333,21.0986,32.5583333333,15.1936666667
651.10,15.7893333333,49.3023333333,31.5830666667,49.5756666667,14.8687333333,13.2852,18.9851333333,30.6192666667,20.9524,32.3841333333,15.0332666667
651.43,15.8219333333,49.3922666667,31.6764,49.6432666667,14.9268666667,13.3237333333,18.985,30.6409333333,21.0099333333,32.4524666667,15.0599333333
651.76,15.8926,49.4618666667,31.7322666667,49.7336,15.028,13.3693,19.0514,30.6882,21.0718,32.5014,15.1555333333
652.09,15.9807333333,49.5642,31.7877333333,49.7901333333,15.0942666667,13.4660666667,19.0902666667,30.7592,21.0927333333,32.6104666667,15.2275333333
652.42,16.1056666667,49.6984666667,31.8674666667,49.9205333333,15.1497333333,13.5969,19.1994,30.8528666667,21.2,32.7706666667,15.3016
652.75,16.068,49.5962666667,31.7446666667,49.7732,15.0858,13.5124,19.0786666667,30.7402666667,21.0954,32.6348,15.2289333333
