wavelength,Back_OryNutf,Belly_OryNutf,Breast_OryNutf,Crissum_OryNutf,Crown_OryNutf,DorTail_OryNutf,Rump_OryNutf,Throat_OryNutf,WingTip_OryNutf
534.52,7.24611111111,10.5683333334,9.72455555557,9.01177777778,8.57158119658,6.919,7.20333333333,9.95833333332,8.71577777778
534.87,7.26488888889,10.5933333333,9.743,9.04344444445,8.58012735042,6.92888888889,7.22055555556,9.98711111112,8.71755555555
535.21,7.28966666666,10.6261111111,9.78066666667,9.08444444444,8.6042051282,6.95455555556,7.24322222222,10.0163333333,8.75388888889
535.56,7.31366666667,10.6566666667,9.80955555557,9.1198888889,8.6229034188,6.96188888889,7.253,10.033,8.78577777778
535.90,7.342,10.7071111111,9.82866666667,9.172,8.64432051282,6.99355555556,7.27622222222,10.0767777778,8.80422222222
536.25,7.35977777778,10.739,9.83855555557,9.203,8.66998632479,6.99888888889,7.27622222222,10.102,8.80733333333
536.59,7.37688888889,10.7662222222,9.84933333333,9.20855555554,8.68346239317,7.00222222222,7.28866666667,10.1454444444,8.83066666667
536.93,7.37133333333,10.7818888889,9.83866666667,9.21522222223,8.68004529915,6.99566666667,7.29655555556,10.1661111111,8.84777777778
537.28,7.34588888889,10.7934444444,9.86177777777,9.23422222221,8.66443333333,6.98144444444,7.28222222222,10.1885555555,8.82077777778
537.62,7.31466666667,10.7837777778,9.869,9.20966666668,8.64821025641,6.95877777778,7.25322222222,10.1937777778,8.78988888889
537.97,7.31166666667,10.7988888889,9.89166666667,9.20988888889,8.64044358974,6.93788888889,7.256,10.207,8.781
538.31,7.29966666667,10.808,9.91,9.23344444443,8.64806666667,6.93277777778,7.26244444444,10.2433333333,8.799
538.65,7.31111111111,10.8282222222,9.9381111111,9.24944444445,8.66218974359,6.93677777778,7.26133333333,10.2566666667,8.82611111111
539.00,7.30211111111,10.864,9.96466666667,9.2688888889,8.6848051282,6.93511111111,7.27522222222,10.3023333333,8.83888888889
539.34,7.31,10.8884444444,9.97144444443,9.27466666668,8.69619230769,6.95744444444,7.29455555556,10.3314444445,8.84666666667
539.69,7.31855555556,10.9117777778,10.0007777778,9.28666666665,8.71184444444,6.97377777778,7.28833333333,10.316,8.85955555556
540.03,7.31566666667,10.9302222222,10.0183333333,9.27988888889,8.70182820513,6.97366666667,7.29466666666,10.3397777778,8.85155555555
540.37,7.31488888889,10.939,10.0322222222,9.30355555556,8.71355555555,6.96277777778,7.29333333333,10.3442222222,8.848
540.72,7.30977777778,10.9414444445,10.0383333333,9.30611111112,8.71686153847,6.95522222222,7.29466666667,10.3425555555,8.833
541.06,7.33644444445,10.9713333333,10.0374444444,9.31133333332,8.73077179487,6.98411111111,7.31311111111,10.3605555556,8.84711111111
541.40,7.34377777778,10.9964444444,10.0435555556,9.32722222222,8.7395991453,6.99677777778,7.32722222222,10.3744444445,8.84933333333
541.75,7.31455555556,10.966,10.006,9.29077777777,8.70845897436,6.96866666667,7.29344444444,10.3764444445,8.80144444444
542.09,7.30244444444,10.9706666667,9.999,9.28611111111,8.68986239317,6.96666666667,7.27866666667,10.3673333333,8.75977777778
542.43,7.305,10.9903333333,10.0108888889,9.29544444443,8.68841623931,6.96588888889,7.28366666667,10.3961111111,8.76333333333
542.78,7.30922222222,11.0191111111,10.0244444444,9.29711111112,8.67686153847,6.978,7.27777777778,10.4047777778,8.76488888889
543.12,7.30533333333,11.0382222222,10.0512222222,9.31666666668,8.6791957265,6.979,7.26433333333,10.4318888889,8.77644444445
543.46,7.32111111111,11.0805555556,10.0805555556,9.32822222223,8.69162222222,6.97766666667,7.27588888889,10.4893333333,8.79155555555
543.81,7.334,11.0973333334,10.0866666667,9.36333333332,8.70376837607,7.00566666667,7.29633333333,10.5405555556,8.80244444444
544.15,7.33155555556,11.1274444444,10.0941111111,9.35477777779,8.69277435898,7.02422222222,7.28555555556,10.5583333333,8.79666666667
544.49,7.38133333333,11.1996666666,10.1615555556,9.41633333334,8.7332965812,7.06266666667,7.30455555556,10.6372222222,8.83866666667
544.84,7.392,11.2161111111,10.1977777778,9.46266666667,8.76444786325,7.07555555556,7.32622222222,10.6871111111,8.86855555556
545.18,7.44211111111,11.263,10.2716666667,9.53388888888,8.8247965812,7.12355555556,7.37177777778,10.7527777778,8.909
545.52,7.492,11.3637777778,10.3521111111,9.63144444444,8.88521794872,7.17488888889,7.43388888889,10.793,8.97377777778
545.87,7.52922222222,11.414,10.4102222222,9.67988888889,8.93233418803,7.18211111111,7.46733333333,10.8323333333,9.03733333334
546.21,7.57544444444,11.4612222222,10.4481111111,9.76222222222,8.97373760683,7.24444444444,7.50277777778,10.8694444444,9.06200000001
546.55,7.57988888889,11.4488888889,10.4427777778,9.78300000001,8.97715042736,7.22566666667,7.51288888889,10.8924444444,9.04622222221
546.90,7.61366666667,11.4823333333,10.4847777778,9.80911111111,9.0061034188,7.25366666667,7.56744444444,10.8977777778,9.07344444444
547.24,7.61744444444,11.4695555555,10.4586666667,9.82466666668,9.00332136752,7.24044444444,7.57222222222,10.8827777778,9.07022222222
547.58,7.67755555555,11.5328888889,10.5457777778,9.88366666667,9.06599316239,7.27355555556,7.612,10.9121111111,9.1398888889
547.92,7.71955555556,11.5684444444,10.5686666667,9.9258888889,9.11363162394,7.29266666666,7.64244444444,10.9627777778,9.17366666667
548.27,7.70155555555,11.5673333333,10.6041111111,9.90166666665,9.10757435898,7.27844444444,7.65022222222,10.9531111111,9.16333333334
548.61,7.72966666667,11.621,10.667,9.92855555556,9.12661282051,7.29455555556,7.68711111111,10.9992222222,9.16400000001
548.95,7.71766666667,11.6335555556,10.6376666667,9.91766666665,9.10180683761,7.25544444444,7.66744444444,10.9663333333,9.15677777777
549.29,7.80533333333,11.7238888889,10.739,9.99777777778,9.19386495727,7.30822222222,7.74111111111,11.0544444444,9.25944444444
549.64,7.81655555556,11.7484444445,10.767,9.997,9.1674,7.32922222222,7.74744444444,11.1218888889,9.23588888889
549.98,7.77555555555,11.7533333334,10.7443333333,9.95977777777,9.16016581197,7.25066666666,7.73544444444,11.1168888889,9.21377777778
550.32,7.77888888889,11.7681111111,10.7605555556,9.976,9.17491196581,7.24577777778,7.75511111111,11.1463333333,9.21277777777
550.66,7.76088888889,11.7911111111,10.7617777778,9.98388888889,9.1639991453,7.215,7.74744444445,11.1878888889,9.16288888889
551.01,7.76355555556,11.8725555555,10.8162222222,10.0377777778,9.1991025641,7.23944444445,7.76422222222,11.2647777778,9.1648888889
551.35,7.70566666667,11.886,10.7968888889,10.0262222222,9.19667948718,7.19622222222,7.75588888889,11.2607777778,9.10822222223
551.69,7.739,11.9106666667,10.8523333333,10.0723333333,9.19825897435,7.20766666666,7.79833333333,11.2682222222,9.10666666668
552.03,7.83977777778,12.0222222222,10.9481111111,10.2068888889,9.28555897435,7.29355555556,7.87622222222,11.3662222222,9.18388888888
552.38,7.85066666667,12.0505555556,10.9554444444,10.2167777778,9.28672051282,7.31611111111,7.84422222222,11.3718888889,9.20511111111
552.72,7.90366666667,12.1206666667,11.0295555556,10.2647777778,9.31355299146,7.36111111111,7.89511111111,11.4323333333,9.25199999999
553.06,7.87811111111,12.0805555556,10.9786666667,10.2378888889,9.26759230769,7.33444444444,7.85344444444,11.4033333333,9.20655555557
553.40,7.91822222222,12.1264444445,11.0497777778,10.3157777778,9.32593675212,7.36411111111,7.89888888889,11.4101111111,9.26677777777
553.74,7.96544444444,12.1933333333,11.1152222222,10.3441111111,9.37233504272,7.41844444445,7.95122222222,11.4487777778,9.31488888889
554.09,8.00522222222,12.2781111111,11.1805555556,10.401,9.43099743589,7.461,7.99733333333,11.4938888889,9.38444444446
554.43,8.02011111111,12.2872222222,11.198,10.4244444444,9.43533504272,7.457,7.99822222222,11.4935555556,9.38911111112
554.77,8.01944444444,12.2737777778,11.2631111111,10.4652222222,9.43644188034,7.46133333333,8.013,11.4625555556,9.40800000001
555.11,8.11222222222,12.3283333333,11.3551111111,10.5442222222,9.48482393161,7.52688888889,8.08444444444,11.5137777778,9.48133333332
555.45,8.14155555556,12.4027777778,11.4131111111,10.6142222222,9.53312991454,7.54066666667,8.13266666666,11.5664444444,9.56555555556
555.80,8.10833333334,12.3383333333,11.3133333333,10.5451111111,9.47042564102,7.496,8.09055555556,11.5044444445,9.54844444443
556.14,8.14211111111,12.4004444444,11.348,10.6133333333,9.52137948718,7.50577777778,8.15111111111,11.5132222222,9.58833333333
556.48,8.11255555556,12.4005555556,11.3208888889,10.6062222222,9.52368717949,7.49411111111,8.13688888889,11.5667777778,9.57388888889
556.82,8.16955555556,12.5042222222,11.4521111111,10.7083333334,9.61652136753,7.56666666667,8.23533333333,11.6893333333,9.62833333333
557.16,8.174,12.5122222222,11.4475555556,10.717,9.64563846154,7.57977777778,8.22788888889,11.7305555556,9.63855555554
557.50,8.18011111111,12.5121111111,11.4631111111,10.7832222222,9.64915384615,7.56588888889,8.21588888889,11.7457777778,9.63377777779
557.85,8.17377777778,12.4878888889,11.4715555556,10.8205555556,9.64097863247,7.57777777778,8.18922222222,11.7425555556,9.62977777779
558.19,8.17722222222,12.5581111111,11.5063333333,10.8963333334,9.69916666665,7.62988888889,8.21111111111,11.7802222222,9.69411111112
558.53,8.17733333333,12.5743333333,11.4707777778,10.8733333333,9.70285811965,7.616,8.21122222222,11.8117777778,9.68255555554
558.87,8.09566666667,12.5298888889,11.3878888889,10.7948888889,9.6265863248,7.526,8.14311111111,11.7838888889,9.62900000001
559.21,8.07155555556,12.5224444444,11.3327777778,10.7937777778,9.64834273505,7.51944444444,8.11366666667,11.8014444444,9.6261111111
559.55,8.078,12.578,11.3765555556,10.8196666667,9.69115641025,7.53366666666,8.14322222222,11.8181111111,9.61177777778
559.89,8.06733333334,12.592,11.4132222222,10.8138888889,9.697108547,7.55366666667,8.10766666667,11.8606666667,9.59955555556
560.23,8.09688888889,12.6057777778,11.4527777778,10.8735555556,9.74298888889,7.58877777778,8.13311111111,11.8456666667,9.64077777778
560.58,8.024,12.5424444444,11.3591111111,10.7831111111,9.66766495727,7.50577777778,8.04277777778,11.7391111111,9.55722222223
560.92,8.09255555556,12.63,11.3678888889,10.8534444444,9.70442820513,7.52233333333,8.09966666666,11.7483333333,9.60988888888
561.26,8.10655555556,12.6801111111,11.4161111111,10.8436666667,9.72456153845,7.56611111111,8.13188888889,11.791,9.61377777777
561.60,8.13511111111,12.7444444444,11.4683333333,10.8934444445,9.79358888888,7.62066666667,8.19155555556,11.8421111111,9.663
561.94,8.19055555556,12.7922222222,11.532,10.9356666667,9.80905982904,7.666,8.24777777778,11.8566666667,9.65655555554
562.28,8.26311111111,12.8422222222,11.5731111111,10.98,9.8542854701,7.74455555555,8.31722222222,11.879,9.6811111111
562.62,8.30888888889,12.9276666666,11.6416666667,11.0658888889,9.90901880343,7.791,8.33966666667,11.9185555556,9.69522222221
562.96,8.31722222222,12.9454444444,11.7231111111,11.0702222222,9.91364957265,7.80977777778,8.36566666667,11.9526666667,9.66744444446
563.30,8.35066666667,13.0203333333,11.7694444444,11.1426666667,9.95743333333,7.84855555556,8.38211111111,12.0142222222,9.69077777779
563.64,8.39066666667,13.0533333333,11.7653333333,11.1706666667,9.99384615384,7.838,8.41633333333,12.0092222222,9.72355555554
563.99,8.40166666667,13.0948888889,11.8152222222,11.2054444444,9.99794957266,7.82633333334,8.42211111111,12.037,9.71044444444
564.33,8.41933333333,13.1426666667,11.8096666667,11.2581111111,10.0177367521,7.84555555556,8.44322222222,12.0385555555,9.76488888888
564.67,8.41088888889,13.1757777778,11.8603333333,11.2625555556,10.0324136752,7.86744444445,8.43522222222,12.0498888889,9.74199999999
565.01,8.46077777778,13.202,11.886,11.3301111111,10.0782786325,7.87577777778,8.48066666667,12.1238888889,9.805
565.35,8.41122222222,13.1741111111,11.8665555556,11.2784444445,10.0026641026,7.79433333333,8.41255555556,12.0623333333,9.71233333334
565.69,8.41877777778,13.1771111111,11.8598888889,11.2762222222,10.0032871795,7.76022222222,8.375,12.0657777778,9.74433333334
566.03,8.41922222222,13.1886666667,11.8881111111,11.3244444444,10.0342162393,7.74844444444,8.35266666667,12.0915555556,9.79055555554
566.37,8.39822222222,13.1695555556,11.8565555556,11.3005555556,10.0258538462,7.74155555555,8.328,12.0751111111,9.78755555556
566.71,8.39066666667,13.1896666667,11.8473333333,11.3045555556,9.99333504272,7.74077777778,8.29333333334,12.019,9.77311111111
567.05,8.37455555555,13.1867777778,11.8494444444,11.2987777778,9.99841794872,7.73388888889,8.31455555556,12.039,9.78499999999
567.39,8.36011111111,13.2268888889,11.8343333333,11.3337777778,9.98746324788,7.75233333334,8.32755555556,12.0634444444,9.78066666667
567.73,8.34011111111,13.2371111111,11.8243333333,11.3175555555,9.96424529914,7.74677777778,8.336,12.0592222222,9.77266666667
568.07,8.41688888889,13.3071111111,11.9226666667,11.3838888889,10.0243094017,7.81122222222,8.39866666667,12.1417777778,9.84933333333
568.41,8.408,13.3367777778,11.9214444444,11.4037777778,10.0271162393,7.80433333333,8.41833333333,12.2133333333,9.85022222221
568.75,8.418,13.4008888889,11.9855555556,11.4406666667,10.0491068376,7.85433333334,8.44044444445,12.2371111111,9.84644444443
569.09,8.47644444444,13.4458888889,11.9957777778,11.4675555556,10.1087230769,7.88433333333,8.49344444444,12.2975555555,9.89722222223
569.43,8.46611111111,13.505,11.9911111111,11.4722222222,10.140625641,7.90555555556,8.513,12.356,9.86855555557
569.77,8.50011111111,13.5591111111,12.0483333333,11.5076666667,10.192740171,7.92211111111,8.548,12.4015555556,9.88455555556
570.11,8.58811111111,13.6392222222,12.136,11.5901111111,10.2478666667,7.98144444445,8.62466666667,12.4974444445,9.94733333332
570.45,8.64311111111,13.7232222222,12.1905555556,11.6632222222,10.3337034188,8.034,8.69444444444,12.6068888889,10.02
570.79,8.65122222222,13.7184444444,12.1716666667,11.6777777778,10.2909940171,7.99911111111,8.67322222222,12.6085555556,9.98622222222
571.13,8.64355555556,13.7,12.2178888889,11.6773333333,10.2994042735,7.98966666667,8.68911111111,12.6448888889,9.98200000001
571.47,8.68288888889,13.7552222222,12.264,11.7328888889,10.3490205128,8.02966666667,8.72366666667,12.7003333333,10.0027777778
571.81,8.60577777778,13.684,12.215,11.666,10.2805991453,7.95377777778,8.62511111111,12.6608888889,9.8978888889
572.15,8.62366666667,13.6734444444,12.2527777778,11.7133333333,10.3041111111,7.97255555555,8.61533333334,12.6393333333,9.9208888889
572.49,8.56377777778,13.6402222222,12.2006666667,11.694,10.2603,7.91922222222,8.55533333333,12.5875555555,9.89366666668
572.83,8.59333333333,13.7427777778,12.2763333333,11.7798888889,10.2980948718,7.98522222222,8.59244444444,12.6514444444,9.9591111111
573.17,8.57633333333,13.704,12.3047777778,11.7892222222,10.2835760684,7.96177777778,8.59155555556,12.6441111111,9.95544444446
573.51,8.54233333333,13.7254444444,12.2452222222,11.7734444445,10.2195452991,7.935,8.551,12.6245555556,9.91855555557
573.85,8.49144444444,13.6888888889,12.2525555556,11.7776666666,10.1875358974,7.90944444444,8.52322222222,12.5856666667,9.8908888889
574.19,8.47877777778,13.689,12.2693333333,11.7702222222,10.1859615384,7.884,8.512,12.5524444445,9.8651111111
574.53,8.45588888889,13.7,12.2921111111,11.7604444444,10.2042179487,7.88266666666,8.49977777778,12.5216666667,9.85844444444
574.87,8.488,13.7322222222,12.3305555556,11.7801111111,10.2168717949,7.88755555556,8.49333333333,12.5316666667,9.87244444443
575.21,8.46655555555,13.7403333333,12.3231111111,11.7636666667,10.1949632479,7.87833333333,8.44433333333,12.5055555556,9.846
575.55,8.51388888889,13.8621111111,12.3832222222,11.8424444444,10.2479153846,7.95477777778,8.51988888889,12.5725555555,9.8941111111
575.89,8.50777777778,13.8742222222,12.3627777778,11.7972222222,10.237608547,7.93866666667,8.55488888889,12.5733333333,9.85200000001
576.22,8.53277777778,13.9255555555,12.3784444444,11.7761111111,10.2521376068,7.94411111111,8.563,12.5867777778,9.84266666668
576.56,8.52377777778,13.9161111111,12.4078888889,11.7717777778,10.2656547009,7.90577777778,8.55522222222,12.5988888889,9.81966666666
576.90,8.551,13.9877777778,12.4393333333,11.8368888889,10.2732649573,7.93944444444,8.55522222222,12.6144444444,9.82577777779
577.24,8.53844444444,13.9835555556,12.5215555556,11.8623333333,10.3002470085,7.94733333333,8.57744444445,12.6505555556,9.84133333332
577.58,8.56455555556,14.0478888889,12.4925555556,11.8555555555,10.3283205128,7.94455555556,8.58677777778,12.7,9.83144444443
577.92,8.55033333333,14.0521111111,12.506,11.884,10.2949068376,7.964,8.55,12.7421111111,9.82622222223
578.26,8.60922222222,14.1166666667,12.5597777778,11.9566666667,10.3427692308,8.02377777778,8.62666666667,12.8064444445,9.93155555557
578.60,8.62855555555,14.1861111111,12.5743333333,12.0327777778,10.4101641026,8.06144444444,8.67988888889,12.8793333333,10.0055555556
578.94,8.68711111111,14.2576666667,12.6708888889,12.0922222222,10.4948470086,8.08522222222,8.77,13.0068888889,10.0792222222
579.28,8.64511111111,14.1983333334,12.6194444444,12.0305555556,10.4642683761,8.00122222222,8.75166666667,12.9941111111,10.0637777778
579.61,8.66355555556,14.2661111111,12.6991111111,12.114,10.4927760684,8.02311111111,8.74844444445,13.0695555555,10.1357777778
579.95,8.78433333333,14.3764444444,12.8254444444,12.2633333333,10.6201008547,8.12211111111,8.87466666666,13.2344444444,10.2895555556
580.29,8.82022222222,14.4503333333,12.8194444444,12.3192222222,10.6567401709,8.21277777778,8.92711111111,13.2931111111,10.3433333333
580.63,8.88833333333,14.532,12.8928888889,12.3811111111,10.7360470085,8.22977777778,9.00688888889,13.4305555555,10.4438888889
580.97,8.88633333333,14.5557777778,12.885,12.3814444444,10.7586367521,8.25811111111,9.00133333333,13.4155555555,10.4471111111
581.31,8.87666666667,14.5771111111,12.9452222222,12.4495555556,10.7576247863,8.26988888889,8.99577777778,13.4026666667,10.4464444444
581.65,8.90322222222,14.6566666667,12.9536666667,12.4741111111,10.7839726496,8.27733333333,9.05455555555,13.4592222222,10.4523333333
581.98,8.84755555556,14.66,12.9424444444,12.473,10.7696888889,8.23211111111,8.97933333333,13.4768888889,10.3894444444
582.32,8.76588888889,14.6173333333,12.8954444444,12.412,10.672657265,8.118,8.88655555556,13.4021111111,10.2742222222
582.66,8.70311111111,14.5677777778,12.7895555556,12.3897777778,10.6073376068,8.10233333334,8.80022222222,13.2934444444,10.2408888889
583.00,8.70944444444,14.5867777778,12.8524444444,12.453,10.6362111111,8.16466666667,8.79566666666,13.3507777778,10.2763333333
583.34,8.73811111111,14.6218888889,12.8691111111,12.4397777778,10.6478051282,8.15477777778,8.79711111111,13.4072222222,10.2597777778
583.68,8.68422222222,14.5967777778,12.881,12.4263333333,10.6038880342,8.15444444444,8.73411111111,13.3857777778,10.1951111111
584.01,8.63133333333,14.5306666667,12.8797777778,12.3473333334,10.5235153846,8.07,8.65944444444,13.3507777778,10.1306666667
584.35,8.56755555556,14.5142222222,12.7904444444,12.2953333333,10.4506094017,8.02944444444,8.589,13.2301111111,10.0918888889
584.69,8.57144444444,14.5384444444,12.8226666667,12.304,10.4178376068,8.01222222222,8.56533333333,13.2651111111,10.0582222222
585.03,8.54411111111,14.5338888889,12.7903333333,12.2371111111,10.3870769231,8.00022222222,8.53122222222,13.2872222222,10.0271111111
585.37,8.49877777778,14.4438888889,12.7561111111,12.1803333333,10.3486880342,7.90911111111,8.47533333333,13.2237777778,9.95966666666
585.70,8.46811111111,14.4601111111,12.7011111111,12.1934444444,10.305917094,7.899,8.47344444445,13.2104444444,9.9038888889
586.04,8.50422222222,14.4796666667,12.7671111111,12.1884444445,10.3101957265,7.93977777778,8.467,13.2084444445,9.8628888889
586.38,8.57033333333,14.5926666667,12.8246666667,12.2244444445,10.3936213675,7.99355555556,8.56955555556,13.3022222222,9.92977777778
586.72,8.673,14.7146666667,12.912,12.3278888889,10.4743965812,8.05988888889,8.64888888889,13.3606666667,9.98788888889
587.06,8.53844444445,14.6108888889,12.7757777778,12.2456666667,10.3518282051,7.963,8.528,13.2692222222,9.87633333333
587.39,8.52622222222,14.6218888889,12.7171111111,12.2147777778,10.3272692308,7.90177777778,8.52166666666,13.2447777778,9.81099999999
587.73,8.56033333333,14.6655555556,12.7355555556,12.274,10.3864042735,7.92088888889,8.576,13.2694444444,9.85077777779
588.07,8.54522222222,14.6697777778,12.7521111111,12.2493333333,10.3860470085,7.93933333333,8.55344444445,13.3086666667,9.74444444444
588.41,8.54211111111,14.6797777778,12.7386666667,12.2533333333,10.3965128205,7.94822222222,8.60044444444,13.339,9.75877777779
588.74,8.655,14.8055555556,12.8574444444,12.3807777778,10.5170119658,8.01833333333,8.72511111111,13.4397777778,9.89755555556
589.08,8.687,14.9137777778,12.8951111111,12.4532222222,10.5641452992,8.067,8.77822222222,13.5021111111,9.96400000001
589.42,8.78433333333,14.9986666667,13.1067777778,12.5104444445,10.6676666667,8.15144444445,8.87333333333,13.6823333333,10.0732222222
589.76,8.84822222222,15.0925555555,13.1757777778,12.5606666666,10.7446709402,8.21644444444,9.00077777778,13.7962222222,10.1763333333
590.09,8.808,15.0457777778,13.1582222222,12.5557777778,10.6723461538,8.15522222222,8.90488888889,13.7784444444,10.1163333333
590.43,8.77711111111,14.9767777778,13.0792222222,12.5306666667,10.6167598291,8.05622222222,8.85477777778,13.7445555555,10.0686666667
590.77,8.77722222222,15.0442222222,13.1083333333,12.539,10.6320641026,8.03711111111,8.87077777778,13.6892222222,10.091
591.11,8.776,15.0508888889,13.1125555556,12.5711111111,10.6353316239,8.03666666667,8.87288888889,13.754,10.1261111111
591.44,8.86277777778,15.1233333333,13.2285555556,12.658,10.7136239316,8.10922222222,8.94211111111,13.8223333333,10.1683333333
591.78,8.95266666667,15.1856666667,13.3217777778,12.7253333333,10.7609854701,8.14455555555,9.017,13.8812222222,10.2878888889
592.12,9.01444444444,15.2593333333,13.3986666667,12.8042222222,10.8372145299,8.175,9.08266666667,13.8711111111,10.3734444445
592.46,8.93,15.1874444444,13.3132222222,12.7628888889,10.7686931624,8.103,9.01577777778,13.8347777778,10.3043333333
592.79,8.97755555555,15.2325555556,13.3756666667,12.8222222222,10.8089102564,8.17533333333,9.06588888889,13.8506666667,10.3585555556
593.13,9.04111111111,15.2787777778,13.3817777778,12.8832222222,10.8945051282,8.253,9.11144444444,13.8233333333,10.4451111111
593.47,9.10577777778,15.3177777778,13.4388888889,12.9914444444,10.9548025641,8.33077777778,9.14577777778,13.893,10.5035555556
593.80,9.18555555555,15.3906666666,13.5612222222,13.0661111111,11.025442735,8.42255555556,9.25988888889,13.9716666667,10.5716666667
594.14,9.11811111111,15.4597777778,13.6301111111,13.0484444444,11.0444401709,8.48011111111,9.27755555555,14.0026666667,10.5493333333
594.48,9.18166666667,15.52,13.6962222222,13.144,11.1374264957,8.57833333333,9.36933333333,14.1108888889,10.602
594.81,9.16444444444,15.5274444444,13.7273333333,13.1481111111,11.1373991453,8.60055555556,9.35188888889,14.0518888889,10.6084444444
595.15,9.03122222222,15.4592222222,13.5844444444,13.0032222222,10.9968290598,8.48055555555,9.22311111111,13.9365555555,10.4983333333
595.49,8.993,15.4267777778,13.5304444444,13.0423333333,10.9680871795,8.48122222222,9.20166666667,13.9021111111,10.4762222222
595.82,9.00533333333,15.4712222222,13.5812222222,13.0585555556,10.9618512821,8.52555555556,9.20844444444,13.9693333333,10.4702222222
596.16,9.049,15.5144444444,13.6266666667,13.1167777778,11.0003760684,8.60066666667,9.247,13.9854444445,10.4545555556
596.50,9.01666666667,15.4665555556,13.6012222222,13.0504444444,10.9839367521,8.54155555555,9.21677777778,13.9837777778,10.4005555555
596.83,8.95133333333,15.4192222222,13.5841111111,13.0002222222,10.9026008547,8.452,9.17022222222,13.9163333333,10.2794444445
597.17,8.85588888889,15.3776666667,13.5405555556,12.9342222222,10.8437538462,8.38366666667,9.10733333333,13.8328888889,10.2111111111
597.51,8.79833333333,15.3452222222,13.4611111111,12.8737777778,10.8000076923,8.33544444444,9.05277777778,13.8116666667,10.1458888889
597.84,8.83911111111,15.3113333333,13.4778888889,12.8868888889,10.7863205128,8.28044444444,9.05411111111,13.7765555556,10.142
598.18,8.866,15.3352222222,13.5546666667,12.935,10.7704846154,8.29122222222,9.03688888889,13.8033333333,10.1682222222
598.52,8.898,15.3751111111,13.5731111111,12.9403333333,10.8062273504,8.29233333333,9.08033333333,13.8185555555,10.2017777778
598.85,9.01144444445,15.446,13.6778888889,13.1054444444,10.9325717949,8.38577777778,9.20077777778,13.9432222222,10.3167777778
599.19,9.07966666667,15.5926666667,13.8834444444,13.1744444445,11.0910675214,8.45911111111,9.30233333333,14.1274444444,10.3873333333
599.53,9.17944444444,15.6716666666,13.9281111111,13.3048888889,11.1609649573,8.48433333333,9.35588888889,14.189,10.4288888889
599.86,9.40888888889,15.9396666666,14.1526666667,13.5053333334,11.3788401709,8.68866666667,9.541,14.4442222222,10.6868888889
600.20,9.56511111111,16.109,14.278,13.6745555555,11.506365812,8.81455555555,9.651,14.5691111111,10.8346666667
600.53,9.62311111111,16.2553333333,14.3404444444,13.8131111111,11.6093905983,8.85288888889,9.70066666666,14.6156666667,10.9311111111
600.87,9.62611111111,16.2804444444,14.2855555556,13.8018888889,11.586817094,8.84133333333,9.66244444444,14.6173333333,10.9263333333
601.21,9.68844444444,16.3615555556,14.4084444444,13.9488888889,11.6921017094,8.87688888889,9.73222222222,14.6567777778,11.0603333333
601.54,9.77611111111,16.5083333333,14.5251111111,14.0786666667,11.8083153846,9.01077777778,9.83577777777,14.7782222222,11.1874444444
601.88,9.77788888889,16.4786666667,14.4772222222,14.0938888889,11.8344213675,9.031,9.87266666668,14.7303333333,11.1964444445
602.21,9.76622222222,16.5235555555,14.4746666667,14.1554444444,11.8222239316,9.064,9.91399999998,14.7861111111,11.1238888889
602.55,9.761,16.6067777778,14.5116666667,14.1832222222,11.8053410256,9.12255555556,9.93188888887,14.8314444444,11.1255555556
602.88,9.75377777778,16.5501111111,14.4468888889,14.149,11.7524760684,9.09322222222,9.91044444446,14.7458888889,11.0933333333
603.22,9.68144444445,16.5271111111,14.4456666667,14.1045555555,11.7421333333,9.02122222222,9.86222222222,14.7453333333,11.0756666667
603.56,9.476,16.3296666667,14.3138888889,13.9377777778,11.5396521367,8.82677777778,9.71511111111,14.5221111111,10.8831111111
603.89,9.35511111111,16.2578888889,14.2408888889,13.8428888889,11.4549384615,8.73766666667,9.61477777778,14.4452222222,10.7726666667
604.23,9.32988888889,16.1777777778,14.1901111111,13.7841111111,11.3743213675,8.721,9.55822222222,14.4355555556,10.7124444445
604.56,9.38455555556,16.2382222222,14.2668888889,13.8908888889,11.4251615385,8.774,9.62755555555,14.4898888889,10.7272222222
604.90,9.41933333333,16.2468888889,14.2438888889,13.9055555555,11.4307965812,8.79466666667,9.60477777778,14.5103333333,10.7243333333
605.23,9.42433333333,16.2944444444,14.2484444444,13.9222222222,11.4813897436,8.81633333334,9.621,14.5667777778,10.7162222222
605.57,9.48044444444,16.3534444444,14.3335555556,13.9475555555,11.5271427351,8.84788888889,9.66066666666,14.6813333333,10.7495555555
605.90,9.534,16.3707777778,14.417,13.9728888889,11.5810376068,8.887,9.68966666667,14.7021111111,10.8213333333
606.24,9.52555555556,16.3471111111,14.4336666667,13.9866666667,11.5846623931,8.86,9.68111111111,14.668,10.8151111111
606.58,9.49788888889,16.3734444445,14.3907777778,13.9927777778,11.5716700855,8.83688888889,9.654,14.6511111111,10.7937777778
606.91,9.49177777778,16.401,14.3387777778,13.9622222222,11.528325641,8.84811111111,9.64733333333,14.6556666667,10.7426666667
607.25,9.47933333333,16.4571111111,14.3341111111,14.012,11.5786495726,8.85866666666,9.64222222222,14.722,10.7313333333
