wavelength,Back_ThlInof,Belly_ThlInof,Breast_ThlInof,Crissum_ThlInof,Crown_ThlInof,DorTail_ThlInof,Rump_ThlInof,Throat_ThlInof,WingTip_ThlInof
375.81,9.05113333333,15.9551333333,12.2938666667,18.9984333333,5.558,9.77409999999,8.99154666666,19.5118,9.87653333334
376.18,9.09520000001,16.0251,12.3519333333,19.095,5.52653333333,9.80993333335,8.99869333334,19.6235333333,9.90360000001
376.54,9.12066666667,16.1220333333,12.3640666667,19.1967,5.5384,9.82429999999,8.99818666667,19.7026666667,9.92979999999
376.90,9.21260000001,16.2501,12.5106,19.3342333333,5.62406666667,9.88786666665,9.09527333333,19.8494666667,10.047
377.26,9.08439999999,16.1627333333,12.3836666667,19.2511333333,5.52193333333,9.77669999999,8.9728,19.7457333333,9.93073333334
377.63,9.14599999999,16.2372666667,12.4791333333,19.3619,5.57413333333,9.84976666667,8.97990666668,19.8621333333,10.0213333333
377.99,9.22626666667,16.2701,12.5270666667,19.4423666667,5.64053333333,9.89216666667,9.01859333334,19.9150666667,10.0472666667
378.35,9.24286666667,16.3250666667,12.5374666667,19.4833666667,5.64626666667,9.86873333333,9.03819333333,19.9289333333,10.0702666667
378.71,9.28593333334,16.4271333333,12.5918,19.5975333333,5.65926666667,9.87876666665,9.06822666667,20.0366666667,10.0788
379.07,9.30126666666,16.4586333334,12.6276,19.5922,5.6618,9.88503333333,9.07242666667,20.0907333333,10.055
379.44,9.28646666666,16.4866666667,12.6424,19.5906,5.65873333333,9.87653333332,9.09096666667,20.1053333333,10.0365333333
379.80,9.30253333333,16.5262,12.6975333333,19.6578,5.68786666667,9.88636666667,9.09249333333,20.1371333333,10.0755333333
380.16,9.20693333333,16.4526,12.6327333333,19.5791666667,5.589,9.79946666666,8.97832666666,20.0502666667,9.9614
380.52,9.17766666667,16.4687666667,12.62,19.5785333333,5.57106666667,9.83256666666,8.95366666668,20.0512,9.95293333332
380.88,9.19500000001,16.5255666667,12.6351333333,19.6360666667,5.5614,9.86399999999,8.95424,20.1295333333,9.95600000001
381.24,9.25833333334,16.5452666667,12.7050666667,19.6876,5.58513333333,9.86010000001,8.96896666666,20.1866666667,9.96746666667
381.61,9.21766666667,16.5499666667,12.6642666667,19.6926333333,5.51473333333,9.76786666666,8.93174666666,20.1592666667,9.87266666666
381.97,9.28386666666,16.6739666667,12.7584,19.8395333333,5.59433333333,9.84953333333,9.03481999999,20.2705333333,9.96753333333
382.33,9.36726666667,16.8334333333,12.8709333333,19.9854,5.66226666667,9.95806666667,9.13270666667,20.4252,10.0595333333
382.69,9.2904,16.8232333333,12.8303333333,19.9092333333,5.59246666667,9.89823333335,9.08259333334,20.3902,10.0068
383.05,9.23333333334,16.7723666667,12.7945333333,19.9176333333,5.53126666667,9.82840000001,9.02202666667,20.3656666667,9.9654
383.41,9.21066666667,16.7852666666,12.8169333333,19.9400666667,5.5042,9.80496666667,8.97910666667,20.433,9.95446666666
383.77,9.1282,16.7428,12.7725333333,19.8894333333,5.42426666667,9.74480000001,8.93289333333,20.4404,9.885
384.14,9.22506666667,16.8891333333,12.8519333333,20.0196666667,5.54166666667,9.83783333333,9.07436,20.5724,9.99473333334
384.50,9.34093333333,16.9913,12.9948,20.1509333333,5.63333333333,9.86533333333,9.17426666667,20.7024,10.0742666667
384.86,9.35493333333,17.0311,13.0464666667,20.1953666667,5.6658,9.86516666667,9.18714666667,20.7406666667,10.0681333333
385.22,9.3814,17.1349333333,13.1169333333,20.2985666667,5.68113333333,9.91749999999,9.26098666666,20.8448666667,10.1258
385.58,9.35286666666,17.1338666667,13.1290666667,20.3097,5.66073333333,9.90943333333,9.25819333333,20.8722,10.1220666667
385.94,9.35173333333,17.1800666667,13.1698666667,20.3076333333,5.67186666666,9.89923333332,9.26487999999,20.9022666667,10.1322666667
386.30,9.36113333333,17.1673666667,13.2258,20.3722333333,5.7086,9.95263333333,9.29425333333,20.9580666667,10.1524666667
386.66,9.40413333333,17.1972,13.2612,20.4657,5.7564,9.99273333335,9.35626,21.0288666667,10.1603333333
387.03,9.47206666667,17.3328666667,13.3530666667,20.5851,5.8208,10.0542666667,9.42256666667,21.1264666667,10.2082666667
387.39,9.53720000001,17.4568666666,13.4585333333,20.7207,5.90713333333,10.1391333333,9.51732666666,21.2406666667,10.2919333333
387.75,9.63513333333,17.6078333333,13.5760666667,20.8845666667,5.99206666667,10.1971333333,9.58675333333,21.3563333333,10.3652
388.11,9.58139999999,17.5991333333,13.5812666667,20.8778,5.93586666667,10.1249666667,9.55792666666,21.385,10.3243333333
388.47,9.53106666667,17.6157,13.5706,20.8621333333,5.91366666667,10.0837666667,9.53775999999,21.4100666666,10.2845333333
388.83,9.46373333334,17.5990666667,13.5142,20.8549,5.83553333333,10.0198,9.462,21.3868666667,10.2257333333
389.19,9.45146666666,17.6638333333,13.5510666667,20.9053333333,5.8364,10.0132,9.46176000001,21.4662666667,10.2230666667
389.55,9.50820000001,17.7644333333,13.5936,20.9971666667,5.87226666667,10.0598333333,9.50249999999,21.5816666667,10.2461333333
389.91,9.51566666666,17.8138333334,13.6043333333,21.0405333333,5.85826666667,10.0668666667,9.51471999999,21.6300666667,10.2179333333
390.27,9.49573333333,17.8814,13.6002666667,21.0680666667,5.83193333333,10.0216,9.48957999999,21.6355333333,10.1948666667
390.63,9.53680000001,17.9539,13.6633333333,21.0934,5.84953333333,10.0254333333,9.49442666666,21.7019333333,10.2216666667
391.00,9.55853333334,18.0312666667,13.6921333333,21.1377333333,5.8502,10.0572,9.496,21.7903333333,10.2492666667
391.36,9.53146666667,17.9897333333,13.6424,21.0956333333,5.77693333333,9.99619999999,9.43877333334,21.7791333333,10.2028
391.72,9.5154,17.9952333333,13.6348666667,21.1041,5.74053333333,10.0073,9.46062000001,21.8244666667,10.1829333333
392.08,9.56566666666,18.0512333333,13.6641333333,21.1791,5.74326666667,10.029,9.44305999999,21.8415333333,10.1888
392.44,9.60113333333,18.1098333333,13.7012666667,21.2590333333,5.73346666667,10.0662,9.45735999999,21.904,10.2086
392.80,9.66206666667,18.2038333333,13.7669333333,21.3584333334,5.81406666667,10.1224,9.54337999999,21.9957333333,10.2554666667
393.16,9.67840000001,18.245,13.807,21.4016,5.8302,10.1278,9.54304,22.0299333333,10.2691333333
393.52,9.6612,18.3042,13.8444,21.4117666667,5.82786666667,10.1139666667,9.54068666667,22.0448666667,10.2818666667
393.88,9.6042,18.2740666667,13.8303333334,21.4037333333,5.7522,10.0408333333,9.48961333333,22.0131333333,10.208
394.24,9.6212,18.3253333333,13.868,21.4478666667,5.76006666667,10.0403333333,9.51369999999,22.0862666667,10.2134
394.60,9.63746666667,18.3863333333,13.9126666667,21.4994,5.775,10.0766,9.54759333334,22.1233333333,10.2351333333
394.96,9.63886666667,18.4115,13.9380666667,21.5140666666,5.76533333333,10.0659666667,9.58270666667,22.1412,10.2042666667
395.32,9.65486666667,18.5016333334,13.9906666666,21.6012333333,5.7844,10.0624333333,9.64455333333,22.2164666667,10.1959333333
395.68,9.65586666667,18.5504666667,14.0137333333,21.6529,5.79026666667,10.0343333333,9.62769333333,22.236,10.1900666667
396.04,9.60639999999,18.5605333333,14.0064,21.6736666667,5.754,9.99219999999,9.6294,22.2805333333,10.1558
396.40,9.59020000001,18.6147666667,14.0182,21.7413,5.74533333333,9.99023333333,9.64372000001,22.3396666667,10.1656666667
396.76,9.61693333334,18.7053,14.0927333333,21.8138333333,5.74733333333,10.0183666667,9.68405333334,22.4426,10.1904666667
397.12,9.65680000001,18.7440333333,14.1392666667,21.8837333333,5.75173333333,10.0472,9.71856,22.4894,10.2012666667
397.48,9.67919999999,18.8035666667,14.1916666667,21.9582333333,5.77933333333,10.0735666667,9.75812666666,22.5428666667,10.2111333333
397.84,9.76266666666,18.9433,14.3152666667,22.0881,5.87546666667,10.1538,9.82893333334,22.7089333333,10.2999333333
398.20,9.77793333333,18.9752,14.3402,22.1068333333,5.87006666667,10.1420666667,9.81251999999,22.7412666667,10.2866
398.56,9.74779999999,18.9770666667,14.3474,22.1568333333,5.85693333333,10.1171666667,9.78147333334,22.7736,10.2886
398.92,9.74613333333,18.9872666667,14.3785333333,22.1971666667,5.887,10.1246333333,9.77250000001,22.789,10.3085333333
399.28,9.76533333333,19.0258666666,14.4365333333,22.2539666667,5.90546666667,10.1530666667,9.78512666666,22.8554,10.3304666667
399.64,9.73026666666,19.0409333333,14.4511333333,22.2501333333,5.8622,10.1324333333,9.75152666666,22.8782,10.2968666667
400.00,9.79906666667,19.1517666667,14.5536,22.3446666667,5.95033333333,10.1952666667,9.81841999999,22.983,10.3643333333
400.36,9.83279999999,19.2097333333,14.6158,22.3799666667,5.97286666667,10.2111666667,9.84912666667,23.0408,10.3803333333
400.72,9.82640000001,19.2143333334,14.6318666667,22.4036333333,5.9506,10.1828666667,9.83784666666,23.0442666667,10.3523333333
401.08,9.8416,19.3037,14.6842,22.4622333333,5.98366666667,10.199,9.89037333334,23.1344666667,10.3482
401.44,9.85726666669,19.356,14.7230666667,22.542,5.991,10.1906333333,9.89515333333,23.2223333333,10.3501333333
401.80,9.82593333333,19.3636333333,14.7116666667,22.5530333333,5.93373333333,10.1517,9.85352666667,23.2463333333,10.2897333333
402.16,9.81220000001,19.4159333333,14.7383333333,22.6092333333,5.91213333333,10.1497,9.86105333333,23.3047333333,10.29
402.52,9.78753333333,19.4656,14.7288,22.6429333333,5.866,10.0987666667,9.84858000001,23.3521333333,10.2531333333
402.88,9.81126666668,19.5430333333,14.779,22.7405,5.88113333334,10.0989,9.89399999999,23.4296,10.2784
403.24,9.82106666667,19.6057666667,14.8165333333,22.8104666667,5.8904,10.1179333333,9.90313333334,23.4804,10.2772666667
403.60,9.84893333334,19.6127333333,14.8269333333,22.8387666667,5.91233333333,10.121,9.92096666667,23.4790666667,10.261
403.95,9.86713333334,19.6876333333,14.8696666667,22.8878666667,5.9276,10.1400333333,9.93871333334,23.5511333333,10.2646
404.31,9.81820000001,19.7019333333,14.8528666667,22.8764666667,5.8786,10.1033,9.91044666667,23.5355333333,10.2084
404.67,9.82666666667,19.7585,14.8951333333,22.9251333333,5.88973333333,10.1032,9.91415999999,23.5973333333,10.2179333333
405.03,9.85400000001,19.7787666667,14.909,22.9656333333,5.86453333333,10.0942666667,9.89129999999,23.6364666667,10.2447333333
405.39,9.84986666666,19.8164666667,14.9336666667,23.0026333333,5.86046666667,10.0892333333,9.90430666666,23.6578,10.2386
405.75,9.86813333333,19.8570666667,14.9640666667,23.0544,5.88406666667,10.1124333333,9.93586666666,23.7066,10.2614666667
406.11,9.83246666667,19.8591333333,14.982,23.0786666667,5.8714,10.0845,9.91810666667,23.7452,10.2284666667
406.47,9.88193333333,19.9404333333,15.0634666667,23.1578333333,5.92153333333,10.1392,9.97735333333,23.8106666667,10.2527333333
406.83,9.905,19.9826,15.1052666667,23.213,5.92653333333,10.153,9.97445333333,23.9015333333,10.2489333333
407.19,9.89873333332,20.0172,15.1204,23.2258,5.91293333333,10.1208,9.95895333333,23.9211333333,10.2459333333
407.55,9.92566666667,20.1177666667,15.1945333333,23.3131666667,5.93346666667,10.1518666667,10.0029333333,24.0619333333,10.3035333333
407.90,9.89620000001,20.1164666667,15.1772666667,23.3162333333,5.85226666667,10.0961666667,9.95203333333,24.0365333333,10.2578
408.26,9.90993333335,20.1592666667,15.2397333333,23.4008333333,5.8736,10.1075,9.95782666666,24.096,10.2682
408.62,9.8864,20.1534,15.2364666667,23.4205333333,5.8516,10.0839,9.94976666667,24.1105333333,10.2362
408.98,9.87760000001,20.2379,15.2943333333,23.4789666667,5.88093333333,10.0872333333,9.98308000001,24.17,10.2311333333
409.34,9.89066666666,20.274,15.3148,23.5265,5.88806666667,10.0943333333,9.98575333334,24.2383333333,10.2360666667
409.70,9.90273333332,20.3456,15.3602666667,23.5924666667,5.89986666667,10.1026333333,10.0236466667,24.2962666667,10.2508666667
410.06,9.93506666667,20.3988333333,15.3841333333,23.6303333334,5.89593333333,10.0933666667,10.02892,24.3122666667,10.2577333333
410.42,9.94693333333,20.4071,15.4009333333,23.6653666667,5.89153333333,10.0778333333,10.0202533333,24.361,10.2508666667
410.77,9.97566666667,20.4688666667,15.4462,23.7235333333,5.90953333333,10.1273666667,10.0476,24.3996,10.2894666667
411.13,10.0252666667,20.5425333333,15.5152,23.8009666667,5.95793333333,10.2008333333,10.1101133333,24.4948,10.3472666667
411.49,10.0396666667,20.5920333333,15.5415333333,23.8585,5.97133333333,10.2154,10.10878,24.5274666667,10.3456
411.85,10.1379333333,20.6896333333,15.6429333333,23.9907,6.0782,10.2788666667,10.2137,24.6694666667,10.4248
412.21,10.1888666667,20.7501,15.7051333334,24.0826333333,6.10953333333,10.2835666667,10.24926,24.763,10.456
412.57,10.2834666667,20.8982666667,15.8192,24.2076333333,6.17206666666,10.3528666667,10.3283,24.8939333333,10.5299333333
412.92,10.2778,20.9189666667,15.8376,24.2353666667,6.14553333333,10.3521666667,10.2992933333,24.9290666667,10.5083333333
413.28,10.2805333333,20.9677333333,15.8833333333,24.2721666667,6.13853333333,10.3498,10.3025,24.9761333333,10.5074
413.64,10.3022,21.0140666667,15.9238666667,24.3350666667,6.14586666667,10.3705,10.3185,25.0356,10.5158666667
414.00,10.349,21.1004666667,16.0122,24.4191,6.19033333333,10.4149333333,10.37382,25.1495333333,10.5792666667
414.36,10.3514,21.2095333333,16.0760666667,24.4863,6.20166666667,10.4315666667,10.4049066667,25.2215333334,10.6038666667
414.72,10.3057333333,21.2351,16.0732,24.4943666667,6.14793333333,10.3605666667,10.3767933333,25.2366,10.5582
415.07,10.3196666667,21.3049666667,16.1028666667,24.5715666667,6.14293333333,10.3348666667,10.38242,25.2807333333,10.5306
415.43,10.3234666667,21.3665333333,16.135,24.6287,6.14546666667,10.3310666667,10.42648,25.3166,10.555
415.79,10.2412666667,21.3663333333,16.1164,24.6083,6.07446666666,10.2962333333,10.36612,25.3011333333,10.4893333333
416.15,10.1974,21.3811666667,16.1048666667,24.5878,6.02273333333,10.2793666667,10.35482,25.3090666667,10.4630666667
416.51,10.1798666667,21.4113,16.1230666667,24.5969333334,6.01813333334,10.2872333333,10.3453866667,25.3603333334,10.4547333333
416.86,10.2011333333,21.4690333333,16.1774,24.6665333333,6.04473333333,10.3168333333,10.3956333333,25.4099333333,10.4807333333
417.22,10.195,21.5134,16.1992,24.6656333333,6.03053333333,10.3196,10.4086266667,25.4576,10.4862666667
417.58,10.1982,21.5454333333,16.2216,24.6873666667,6.01833333333,10.3094666667,10.3960666667,25.491,10.478
417.94,10.1927333333,21.5668,16.255,24.7391,6.01813333333,10.3166,10.3973666667,25.5229333333,10.4702666667
418.29,10.1689333333,21.5527333333,16.2417333333,24.7256333333,5.98986666667,10.2811,10.3534466667,25.5195333333,10.4312
418.65,10.1964,21.6091,16.3024,24.7704,6.0024,10.3097,10.38054,25.567,10.4519333333
419.01,10.1859333333,21.6479666667,16.3306,24.7903,5.99766666667,10.3114666667,10.3864333333,25.5952666667,10.4563333333
419.37,10.1793333333,21.6667333333,16.3702666667,24.8103666667,5.97726666667,10.3012333333,10.36238,25.6320666667,10.4400666667
419.73,10.2142666667,21.7083,16.4170666667,24.8658333333,5.9932,10.3102333333,10.39778,25.6856,10.4606666667
420.08,10.2361333333,21.7432666667,16.4675333333,24.9237,6.0094,10.3145,10.4215533333,25.7360666667,10.4614
420.44,10.2306666667,21.7674,16.4938666667,24.9599,5.99833333333,10.2983666667,10.42186,25.7552,10.4572
420.80,10.247,21.8033666667,16.5097333333,24.9977666667,6.00793333333,10.3090333333,10.43242,25.8106,10.4641333333
421.16,10.2662,21.8463666667,16.5446666667,25.0716333333,6.01353333333,10.3143,10.44856,25.8450666667,10.4579333333
421.51,10.2635333333,21.8965666667,16.5688666667,25.1183333333,6.021,10.3068,10.4477533333,25.8792,10.4632666667
421.87,10.2602,21.9257333333,16.5802,25.1291666667,6.01346666667,10.2937333333,10.4372533333,25.8989333333,10.44
422.23,10.2718,21.9861,16.6302666667,25.1881333333,6.02286666667,10.3092333333,10.4626533333,25.9579333333,10.4536666667
422.58,10.2883333333,22.0665,16.6768666667,25.2654,6.03593333333,10.3131333333,10.4886733333,26.0276666667,10.4598
422.94,10.2966666667,22.0949666667,16.719,25.3145666667,6.03506666667,10.3245,10.4898933333,26.0900666667,10.4617333333
423.30,10.3214666667,22.1697666667,16.7628,25.3723666667,6.04586666667,10.3442333333,10.51676,26.1536666667,10.464
423.66,10.3316666667,22.2444333333,16.8194,25.4380666667,6.05966666667,10.3648333333,10.5259266667,26.2374666667,10.4676666667
424.01,10.3320666667,22.2970333333,16.8343333333,25.4600333333,6.065,10.3658666667,10.5266,26.2747333333,10.4666
424.37,10.35,22.3713,16.8856666667,25.5237666667,6.07946666667,10.3830666667,10.5443266667,26.3569333333,10.4851333333
424.73,10.3222666667,22.4122666667,16.9102,25.5587333333,6.05233333333,10.3585,10.5250666667,26.382,10.4580666667
425.08,10.316,22.4486,16.9428,25.5705333333,6.0474,10.3548666667,10.5182466667,26.4184,10.4510666667
425.44,10.3284,22.5024666667,17.0026666666,25.6137666667,6.0516,10.3748666667,10.5444066667,26.4797333333,10.4574
425.80,10.3490666667,22.5905,17.0652666666,25.6880333333,6.0668,10.3956333333,10.5703533333,26.5646666667,10.4793333333
426.16,10.3859333334,22.6591666667,17.1358666667,25.7708333333,6.09773333333,10.4353333333,10.6130266667,26.6528,10.5078666667
426.51,10.3993333333,22.6924666667,17.1656666667,25.8014,6.112,10.4471,10.6186266667,26.7046666667,10.5175333333
426.87,10.4301333333,22.7778333333,17.2272666667,25.8626666667,6.1354,10.471,10.6498533333,26.7652666667,10.5362666667
427.23,10.4708,22.8496333333,17.2939333333,25.9518333333,6.18646666666,10.4989666667,10.6986,26.8559333334,10.5734
427.58,10.4863333333,22.9185,17.3346,25.991,6.20073333333,10.5119666667,10.71994,26.9017333333,10.5868666667
427.94,10.5186666667,23.018,17.4168,26.0876333333,6.22646666667,10.5461333333,10.7468733333,26.995,10.6152
428.30,10.5296666667,23.0702,17.4569333333,26.1176,6.22393333333,10.5422666667,10.7598333333,27.0277333334,10.5986
428.65,10.5764,23.1603666667,17.5312,26.1903666667,6.26153333333,10.5695666667,10.8100066667,27.11,10.6336
429.01,10.6062666667,23.2512,17.6136,26.3070666667,6.28346666667,10.5932333333,10.84214,27.2041333333,10.6658666667
429.37,10.642,23.3215333333,17.6745333333,26.3628666667,6.3198,10.6077,10.8645533333,27.283,10.6797333333
429.72,10.6564666667,23.3779666667,17.7278666667,26.4273333333,6.33393333333,10.6217666667,10.89234,27.3568666667,10.6853333333
430.08,10.6704666667,23.4671,17.7878,26.4815666667,6.346,10.6220333333,10.9178666667,27.4381333333,10.7102666667
430.44,10.6775333333,23.5322666667,17.8450666667,26.5449333333,6.367,10.6384,10.94464,27.5044666667,10.721
430.79,10.7064666667,23.5936666667,17.8933333333,26.6189666667,6.3864,10.6477666667,10.9782066667,27.5971333333,10.7326666667
431.15,10.6821333333,23.636,17.9202,26.6367666667,6.35853333333,10.6300333333,10.9609666667,27.621,10.7095333334
431.50,10.6862,23.6652666667,17.9663333334,26.6824666667,6.351,10.6221333333,10.9690466667,27.6808666667,10.7144666667
431.86,10.6831333333,23.6898666667,17.9906666667,26.7165,6.34506666667,10.6271,10.9749266667,27.7148,10.7041333333
432.22,10.6834666667,23.7146,18.0294666667,26.7638333333,6.3436,10.6306,10.9765666667,27.7397333333,10.7058666667
432.57,10.6822666667,23.7509,18.0738,26.7955333333,6.33113333333,10.6245,10.9705,27.7923333333,10.6918666667
432.93,10.6960666667,23.7761333333,18.1146666667,26.8396666667,6.3322,10.6256,10.9860533333,27.8528,10.6913333333
433.29,10.6964666667,23.8435,18.1542666666,26.9043333333,6.31486666667,10.6278333333,10.9933733333,27.9025333333,10.6918666667
433.64,10.7087333333,23.8924333333,18.1866666667,26.9383666667,6.308,10.6254333333,11.0047466667,27.9277333333,10.6914666667
434.00,10.7194,23.9494333333,18.2262,26.9836,6.31586666667,10.6295666667,11.0111866667,27.9790666667,10.6889333334
434.35,10.7096666667,23.9672,18.2452,26.9950333333,6.29006666667,10.6113333333,10.99476,28.0109333333,10.6587333333
434.71,10.6822,23.9879333333,18.2544,27.0005,6.25546666667,10.5881333333,10.97634,28.0232666667,10.6230666667
435.07,10.7141333333,24.0430666667,18.2980666667,27.0546333333,6.26126666667,10.6005333333,10.99896,28.0854,10.6363333333
435.42,10.7255333333,24.0959333333,18.3372,27.0961,6.28146666667,10.6108666667,11.0219333333,28.1152666667,10.6428
435.78,10.7539333333,24.1774333333,18.4078,27.1603,6.30426666667,10.6185333333,11.0426933333,28.1928666667,10.6554
436.13,10.7686,24.2547666667,18.4549333333,27.2001666667,6.32273333333,10.6295333333,11.07296,28.2758666667,10.6581333333
436.49,10.8202666667,24.3558666667,18.525,27.2824333333,6.38206666667,10.6953666667,11.1284666666,28.3638666667,10.7078
436.84,10.863,24.4628333333,18.6018,27.3363333333,6.43973333333,10.7391666667,11.1738333333,28.42,10.7582
437.20,10.8664,24.5023333333,18.6441333333,27.3711333333,6.43653333333,10.7217666667,11.18468,28.4796,10.7466
437.56,10.876,24.5613,18.6944666667,27.4193,6.4364,10.7320333333,11.1930733333,28.5566666667,10.752
437.91,10.8712,24.5933333333,18.7252,27.4508666667,6.4138,10.7159,11.19274,28.5816,10.7328666667
438.27,10.9006,24.6806,18.7986,27.5168666667,6.44213333333,10.7424,11.23422,28.65,10.7804666667
438.62,10.9038,24.7457,18.8645333333,27.5813,6.45886666667,10.7411666667,11.2426333333,28.7017333333,10.8094
438.98,10.8866666667,24.8184333333,18.9239333333,27.6353666667,6.45733333333,10.7383666667,11.2380333333,28.7704666667,10.8088
439.33,10.881,24.8638,18.9628,27.6739333333,6.449,10.7309,11.22296,28.8156666667,10.8028666667
439.69,10.8924666667,24.9383666667,19.0327333333,27.7159666667,6.45193333333,10.7363,11.2453666666,28.8918666667,10.8167333333
440.04,10.9097333333,25.0041333333,19.0913333333,27.7972,6.46686666667,10.7495666667,11.26476,28.9664,10.8387333333
440.40,10.8906,25.0296666667,19.1173333334,27.8246,6.44733333333,10.7165333333,11.2457533334,28.9984,10.8198666667
440.75,10.8632,25.0592333333,19.1297333333,27.8572333333,6.40946666667,10.6801666667,11.2277933333,29.0488,10.779
441.11,10.8826666667,25.1124333333,19.1718666667,27.9118666667,6.43073333333,10.7102666667,11.2584133333,29.0958,10.8048
441.47,10.8961333333,25.1869333333,19.2328,27.9873,6.442,10.7101,11.2786266667,29.1554666667,10.8191333333
441.82,10.9214,25.2654333333,19.2982,28.0525666667,6.47053333333,10.7341,11.3107,29.2354666667,10.837
442.18,10.9307333333,25.3247333333,19.3628,28.1138,6.47633333333,10.7350333333,11.3104733333,29.2992,10.8301333334
442.53,10.9533333333,25.3947333333,19.4126,28.1650333333,6.48446666667,10.739,11.3342,29.3856666667,10.8276666667
442.89,10.9873333333,25.4439333333,19.4723333333,28.2292666667,6.51493333333,10.7574333334,11.36664,29.4508666667,10.8553333333
443.24,11.0135333333,25.5570333333,19.5601333333,28.3312666667,6.5312,10.7853,11.40686,29.5597333333,10.8841333334
443.60,11.0254,25.6328,19.604,28.4154,6.53486666667,10.7960333333,11.4233866667,29.6277333333,10.8994
443.95,11.0344,25.7011,19.6616666667,28.4664,6.53873333333,10.7958,11.4318933333,29.6842,10.893
444.31,11.0136666667,25.7265666667,19.6812666667,28.4607333333,6.51966666667,10.7844,11.43372,29.6970666667,10.8798666667
444.66,11.0128666667,25.7772,19.7199333333,28.5049,6.52013333333,10.7963333333,11.4447333333,29.7461333333,10.8838666667
445.02,11.0091333333,25.8379333333,19.7762666667,28.5477,6.5168,10.7928666667,11.4444866667,29.8007333333,10.8706666667
445.37,10.9944,25.8485666667,19.7814,28.5539333333,6.51453333333,10.7896333333,11.4365533333,29.8276,10.8586
445.72,10.9778666667,25.8682,19.8058666667,28.5764,6.49993333333,10.7799333333,11.43014,29.8433333333,10.8572666667
446.08,10.9785333333,25.9272,19.8318,28.6237666667,6.49493333334,10.7891333333,11.4503533333,29.898,10.8568666667
446.43,10.9870666667,25.9870666667,19.8755333334,28.6688333333,6.52033333334,10.8097666667,11.46672,29.9424,10.8761333333
446.79,10.9809333333,26.0314333333,19.9015333333,28.6786,6.50613333333,10.8027,11.4722066667,29.9702666667,10.8564
447.14,10.9834666667,26.0313666667,19.91,28.6699333333,6.50493333333,10.7894333333,11.47314,29.9788,10.8488
447.50,10.9865333333,26.0584,19.9372666666,28.6878666667,6.51233333333,10.7821333333,11.47942,30.0016,10.8430666667
447.85,10.9840666667,26.0943,19.9651333333,28.7043333333,6.51453333333,10.7844333333,11.4912066667,30.0378666667,10.8494666667
448.21,11.0150666666,26.1723666667,20.0288,28.7756333333,6.53353333333,10.7914333333,11.5204533333,30.1238666667,10.8724
448.56,11.0403333333,26.2479666667,20.09,28.8261666667,6.55906666667,10.8037666667,11.53944,30.1838666667,10.8856666667
448.92,11.0546,26.3107333333,20.134,28.8751,6.5722,10.8034,11.5540266667,30.2542666667,10.8977333333
449.27,11.0814666667,26.4091333333,20.2202,28.9518666667,6.58753333334,10.8172666667,11.5847,30.338,10.9137333333
449.62,11.1362,26.5168,20.3128,29.0301,6.63113333333,10.8529333333,11.6278,30.4352666667,10.9446
449.98,11.1482666667,26.5668333333,20.3772666667,29.0808666667,6.64953333333,10.8392,11.63708,30.4899333333,10.9524666667
450.33,11.1558666667,26.6115,20.4126,29.1145333333,6.6282,10.8222,11.63414,30.5308,10.9346666667
450.69,11.1572,26.6821333333,20.4668666667,29.1821,6.6306,10.8306666667,11.6433266667,30.6133333333,10.9546
451.04,11.1782666666,26.7931333333,20.5594,29.2867666667,6.64686666667,10.8469666667,11.6582333333,30.7301333333,10.96
451.40,11.2178,26.9055666667,20.6546,29.3859,6.66973333333,10.8928666667,11.7069933333,30.8691333333,10.9878666667
451.75,11.2517333333,26.9796666667,20.7149333333,29.4549333333,6.67906666667,10.9099666667,11.7255266667,30.9327333333,10.9997333333
452.10,11.2798666667,27.0483666667,20.8037333333,29.5389333333,6.704,10.9462,11.7567333333,31.0028666667,11.0186666667
452.46,11.3036,27.1114,20.8745333333,29.6055666667,6.736,10.9723333333,11.80178,31.0684,11.048
452.81,11.3393333334,27.1695,20.9386,29.6571666666,6.76973333333,11.0134666667,11.8383266667,31.1401333333,11.0789333333
453.17,11.3545333333,27.2425333333,20.9901333333,29.7104333333,6.78626666667,11.0241,11.8486,31.2046,11.0867333333
453.52,11.3354666667,27.2741333333,21.0171333333,29.7542333333,6.78466666666,11.0187666667,11.8459133333,31.2418,11.0743333333
453.87,11.3772,27.3720333333,21.0976,29.8289666667,6.8124,11.0714,11.8941266667,31.3396666667,11.0969333333
454.23,11.4012,27.4608333333,21.1812666667,29.8944666667,6.8264,11.0856333333,11.9237466667,31.4476,11.1074666667
454.58,11.4106,27.513,21.2410666667,29.9320333333,6.8234,11.0655666667,11.9330466666,31.5046,11.0834666666
454.93,11.3942666667,27.5453666667,21.2558,29.9216,6.81346666667,11.0511666666,11.9375733333,31.5062,11.0666
455.29,11.3709333333,27.5811333333,21.2950666667,29.9303666667,6.80273333333,11.0319333333,11.9208133333,31.5162,11.047
455.64,11.3761333333,27.6624,21.3605333333,29.9874666667,6.81906666667,11.0331666667,11.93124,31.5934,11.0600666667
456.00,11.4016666666,27.7791,21.4259333333,30.0523,6.84593333333,11.0569666667,11.96698,31.6908666667,11.0887333334
456.35,11.4021333333,27.8537333333,21.4658,30.0912333333,6.84113333333,11.0606,11.9640866667,31.7537333334,11.0825333333
456.70,11.4172,27.9476333333,21.5363333333,30.1869666667,6.8354,11.0623,11.99752,31.8394666667,11.1048
