wavelength,Back_PyrRufm,Belly_PyrRufm,Breast_PyrRufm,Crissum_PyrRufm,Crown_PyrRufm,DorTail_PyrRufm,Patch10_PyrRufm,Rump_PyrRufm,Throat_PyrRufm,WingTip_PyrRufm
191.33,44.5144,37.8478,47.1391333333,28.3464666667,40.8924666667,44.6194,48.5039333333,22.7822666667,35.0655333333,35.7479333333
191.71,49.3432666667,46.6665333333,54.2424666666,33.5352666667,45.4546666667,53.3334666667,53.6869333333,30.3031333333,40.9090666667,40.808
192.09,52.2741333333,48.162,53.7072,29.7819333333,40.436,53.0839333334,56.1370666667,24.8598666667,39.6886,39.7508
192.47,43.6508666667,38.3334,44.8413333333,17.3808666667,22.9366,43.4921333333,46.9840666667,3.09520000001,24.9998666667,25.0001333333
192.85,34.8648666667,33.6036,43.6036666667,13.3332666666,19.099,42.1622666667,43.8739999999,1.71166666665,16.4863333333,26.3063333333
193.23,24.3386,30.2646,40.1058666667,7.83073333336,5.50266666667,36.8254,35.0265333334,-12.9098666667,2.75133333332,15.1322
193.61,30.8,42.4000000001,41.4666666667,7.86666666666,5.73333333333,39.7333333333,51.2000000002,-19.2,0.400000000026,13.2
193.99,43.768,41.4493333334,43.1883333333,10.7247333333,18.8404666667,51.8841333334,51.7391333333,-19.7100666667,2.17386666669,17.3914
194.37,61.5151333335,52.1212000001,41.2122000001,-15.4545333333,3.63633333332,89.3939333335,72.1212666666,-89.091,-27.2726666667,10.0000666667
194.75,49.2064000002,24.7618000001,32.6984666668,-33.3332,-13.3334000001,77.4602000001,43.1745333332,-111.1112,-55.5554000001,-6.0316666666
195.13,62.7272666665,35.4545333333,37.8788000001,-24.2426,-6.36346666654,113.939333333,63.3333333331,-89.0909333332,-52.4242666667,5.15146666673
195.51,-6.0605333332,-7.87880000008,-26.0605333333,-151.515133333,-93.9395333334,130.303066667,-13.9393333334,-289.697133333,-216.969666667,-67.8787999999
195.89,85.1852666665,137.0368,182.962933333,299.259266667,208.1482,-40.0,104.444466666,471.111133333,360.740866667,146.666666667
196.27,-83.3333333333,-153.333333333,-105.333333333,-271.333333333,-113.333333333,45.3333333333,-94.0,-418.0,-286.0,-105.333333333
196.65,5.81206666668,2.56406666667,8.37599999994,-38.4616,15.7266,45.8120000001,12.9914666669,-63.9315333333,-42.7350666666,11.1110666667
197.03,15.969,4.65126666666,13.9534,-31.938,12.0931333333,45.5814666667,22.1706666666,-66.9767999999,-38.6046666668,9.14726666673
197.40,-0.1388,-16.8055333333,-10.1389333333,-56.5278666667,3.05560000001,23.6110666667,13.7499999999,-75.9721333333,-44.3054,-5.97219999993
197.78,-2.963,-25.3332666667,-15.5556,-60.2962666667,0.88893333332,27.7036666667,4.74066666668,-84.1481333334,-52.7407333333,-0.4444
198.16,-44.2105999999,-51.7544666667,-40.5262,-95.4385333331,-26.6665333334,-0.87706666666,-20.1755333333,-126.3158,-90.3510000001,-30.3509333333
198.54,-90.3030666666,-94.3434,-88.8888000001,-151.111066667,-65.2524666667,-49.2929333333,-74.7474666667,-191.313066667,-149.899,-73.1313333335
198.92,-74.4761333333,-72.5714,-73.7143333333,-125.3334,-53.9047333332,-34.2856000001,-55.0476,-159.8094,-133.142866667,-57.1429333334
199.30,-448.148133333,-445.1852,-451.851866667,-640.740733333,-363.703666666,-315.555466667,-422.2222,-818.5184,-711.111000001,-422.963
199.68,-2103.33333333,-2010.0,-2053.33333333,-2966.66666667,-1796.66666667,-1360.0,-1976.66666667,-3976.66666667,-3340.0,-2010.0
200.06,-5446.66666667,-5100.0,-4806.66666667,-6626.66666667,-4420.0,-3753.33333333,-5039.99999999,-8593.33333333,-7653.33333333,-5186.66666667
200.44,951.111199999,874.444466667,937.777866665,1136.6666,866.666733333,703.333333334,986.666666665,1516.66653333,1332.2222,971.111066667
200.82,213.793066667,211.4942,216.7816,253.793,195.862,168.965466667,243.4484,334.712666667,295.4024,228.965533334
201.19,131.724133333,124.482733333,134.023,153.333333333,118.046066667,107.1264,156.206866667,179.425266666,168.8504,143.218333333
201.57,110.166666667,101.25,110.916666667,121.916666667,99.4999999999,89.6666666667,129.083333333,145.25,133.666666667,116.166666667
201.95,110.107533334,98.4227999999,108.8172,114.6952,99.2113999999,95.1971333334,122.795733333,133.5484,129.0324,116.917533333
202.33,106.941533333,94.0894000001,103.573866667,109.828266667,93.4021333334,88.7284666666,119.1066,125.704466667,121.924533333,109.5532
202.71,116.416666667,96.9166666667,107.416666667,119.25,97.7499999999,95.1666666667,125.583333333,132.416666667,127.916666667,119.583333333
203.09,106.900466667,89.0059333333,98.9472666668,106.198866667,91.2866000001,90.6432666667,109.707533333,116.199066666,108.713333334,107.017666667
203.47,102.666733333,84.1667333334,96.6665999999,102.888866667,89.7776666668,88.6666000001,103.999866667,108.500066667,104.388866667,100.999866667
203.85,100.5084,81.9209333334,97.5706666665,101.920866667,87.1751333334,90.3390666666,102.316466667,104.293933333,100.056466667,99.6044000001
204.22,86.7733333332,68.4266666667,84.32,93.8666666666,75.5733333333,79.1466666667,91.0933333333,93.0133333333,86.3999999999,84.2133333333
204.60,88.5578666667,71.6784666667,82.033,93.7588666665,74.5153333333,78.9126,88.8416,91.0637333333,86.1938666666,83.2152
204.98,94.5547333333,72.4682666667,86.0049999999,98.8296000001,80.3562,83.0534000001,92.0609333333,93.3332000001,89.1093333333,84.6310666667
205.36,114.5396,85.9048000001,104.317333333,120.254,93.3967333333,98.6666,107.8096,111.618866667,103.746066667,98.9841333333
205.74,107.133333333,78.7333333333,100.066666667,118.666666667,88.0,95.9999999999,103.6,106.866666667,98.7333333334,97.4666666667
206.12,126.320466667,92.6406666667,115.497866667,146.407,101.7316,106.320333333,123.030333333,129.0908,113.679666667,112.467666667
206.50,130.8546,100.4274,124.871733333,156.581266667,113.5898,115.555533333,133.247933333,136.4958,122.051466667,123.931666667
206.87,122.2222,102.518466667,121.7776,147.3334,112.148066667,111.037066667,126.8888,132.1482,117.3334,119.555666666
207.25,109.272,95.4022666667,118.4674,144.138066667,104.9042,104.4444,122.452266667,125.976933333,109.1188,111.111066667
207.63,129.7512,112.139333333,136.616933333,162.8856,115.5224,119.204,140.796133333,141.094666667,120.6966,126.865666667
208.01,112.162066667,95.8558,114.144133333,136.036,102.2522,103.243266667,123.783866667,117.567666667,107.2072,107.297466667
208.39,114.7826,101.884,115.652133333,124.855133333,106.666733333,99.4203333333,119.420333333,111.956466667,107.971,112.753666667
208.77,107.7366,93.1687333333,110.864266667,115.8848,101.810666667,92.7571999999,115.144066667,101.069866667,100.8232,102.7984
209.14,117.982466667,105.8772,118.5088,126.666666667,111.5788,103.2456,130.614133333,111.140333334,108.421133333,115.789466667
209.52,103.8462,101.538466667,105.213666667,113.760733333,109.059933333,97.4358000001,122.820466666,104.273466667,103.076866667,109.7434
209.90,125.666666667,121.2222,125.333266667,131.555533333,131.777733333,122.666733333,158.1112,119.3332,131.1112,128.111066667
210.28,104.901933333,106.2746,109.1176,119.313666667,113.5294,111.176533333,141.764733333,98.8234000001,110.6862,111.470533333
210.66,84.2276,87.805,87.6422666666,99.0244666666,94.3087333333,96.3414666666,116.829066667,77.4796666667,91.5448,88.5365333333
211.03,72.8514666667,80.7228666667,81.9277333332,90.0402000001,89.3976,92.5301333335,113.493866667,67.7108,87.8715333334,85.1404666667
211.41,65.8064000001,72.7957333333,73.6558666667,85.0537333333,88.9247333334,94.9461333333,118.494666667,59.57,85.0537333334,77.7419333334
211.79,54.2565333332,60.9231333333,62.0511999999,74.3589333333,77.7435999999,86.9744,104.8206,53.5384,75.6924,67.3846666667
212.17,76.5956666666,95.4610000001,88.0851333335,113.900866667,102.694866667,120.851133333,147.234133333,74.0425333333,94.1843333332,96.7375999999
212.55,119.259266667,245.1852,185.185133333,334.814866667,285.925866667,382.962933333,485.1852,128.8888,248.148066667,205.926
212.92,-656.666666668,-1400.0,-1146.66666667,-1813.33333333,-1510.0,-1970.0,-2293.33333333,-930.000000001,-1373.33333333,-1396.66666667
213.30,106.25,212.5,187.916666667,259.583333333,217.916666667,310.0,287.916666667,146.25,204.166666667,190.833333333
213.68,176.2964,309.629666667,320.740733333,414.814733333,299.999933333,485.1852,434.814733333,139.999933333,257.037066667,228.888733333
214.06,96.4444666667,207.999866667,187.999933333,250.666666667,168.444533333,265.333266667,224.444333333,66.2222666667,123.111133333,134.666733333
214.44,146.666666667,213.666666666,194.666666667,215.0,205.333333333,263.0,214.333333333,91.3333333333,148.0,153.333333333
214.81,-1753.33333333,-3053.33333333,-3033.33333333,-2780.0,-2593.33333333,-3926.66666666,-2946.66666667,-833.333333332,-1680.0,-1806.66666667
215.19,1326.66666667,2000.0,1780.0,1786.66666667,1220.0,2513.33333333,1620.0,-293.333333332,393.333333333,440.000000001
215.57,-1586.66666667,-2246.66666667,-1566.66666667,-1666.66666666,-1293.33333333,-2253.33333333,-1580.0,520.0,-533.333333333,-513.333333333
215.95,-105.454533333,-173.939333333,-101.212133333,-137.5758,-90.3028000001,-155.7576,-103.030333333,87.2728000001,1.21219999993,-6.6667333334
216.32,202.962933333,267.407333333,178.5186,237.037,164.444533333,277.777666667,152.592666667,-25.9260666666,98.5184666667,74.8147999999
216.70,149.473666667,188.421,142.807,173.684133333,109.4736,206.315733333,137.894866667,43.1578666667,85.614,105.614133333
217.08,121.111066667,215.555533333,79.9999333334,178.888933333,5.5554666666,310.0,91.1111333332,-251.111133333,-104.4444,-101.111133333
217.46,-39.9999333333,-56.1111333333,-18.3333999999,-41.6666666666,13.3334,-62.7776666666,-16.6665999999,158.888866667,77.2221999999,79.9999333333
217.83,22.1053333333,3.1578666666,26.3157333334,11.2281333334,47.7193333333,-6.6666666666,16.8422666667,121.754466667,71.9297333333,85.9649333332
218.21,10.4348000001,-15.9422000002,2.31886666654,13.3332666666,22.6086,-10.7246666667,-1.73913333334,77.9709333334,47.5363333333,63.4782666667
218.59,52.3809333334,37.3016666667,44.9206666667,46.6666666667,59.3652,42.3809333333,40.6348666666,76.3492666667,69.3649333333,73.8093333333
218.97,37.2043333333,9.89240000012,38.2794666665,33.3333999999,39.785,19.3549999999,19.3547333333,72.6881999999,61.5053333333,66.0216000001
219.34,20.5127333333,-30.2564000001,21.0256,34.1025333334,29.4872,-28.4616666667,-0.512799999934,46.6665333333,50.5127999999,41.7949333334
219.72,14.7476,-29.6968666667,3.2322666666,29.0909333334,29.2929333333,-22.8283333333,2.42426666667,27.4748666667,28.8890000001,29.2927999999
220.10,-11.6665999999,-85.8333333334,-44.4444,6.3889333334,0.27786666666,-75.2778,-48.3333333333,-6.38879999999,-7.7778,5.83326666682
220.47,17.0832666666,-29.3056666667,-9.02766666667,24.3055333334,9.72213333333,-20.1388666667,-9.86113333332,9.44446666667,6.11113333334,23.3333333334
220.85,24.0907333333,-24.394,-4.54546666675,34.2424666666,4.54526666667,-26.8182,-2.57573333326,9.09080000002,-3.93946666668,28.3333333333
221.23,-22.6666666667,-79.5556000001,-58.2220666666,5.99986666658,-43.111,-83.9999333333,-50.6667333333,-28.0,-53.3333333333,-10.6665999999
221.61,20.381,-36.9523333333,-5.33320000008,35.9998666667,-2.66666666668,-38.4761333333,-9.14280000002,13.7142666667,-10.4762666667,16.5714
221.98,-27.5362666667,-106.666733333,-56.5216666667,4.34786666654,-76.8116000001,-133.333266667,-67.2464666667,-35.942,-66.3769333333,-18.5507999998
222.36,-6.92306666673,-53.0770666667,-19.2308,32.3077333333,-46.4102666667,-81.5384666666,-27.4358666667,-7.43593333334,-27.4359333333,1.79493333334
222.74,-60.0000000001,-132.222266667,-96.2962666667,-4.44453333348,-115.185266667,-161.8518,-87.4074,-48.1481333334,-112.5926,-44.4445333334
223.11,-26.0214666667,-46.4516666666,-39.3548666666,16.7741999999,-42.5806,-70.3225333333,-29.6774666667,-12.9032666667,-54.1935999999,-1.07526666652
223.49,-16.0000666667,-28.7406,-25.9258,-7.1112,-40.8888666667,-37.3332,-23.5556,-5.92593333333,-43.7036666667,4.29613333326
223.87,-23.4920666666,-41.2698666667,-30.1586,-22.0636,-55.0794,-49.2062666667,-34.127,-13.3332,-53.3334666667,-5.55566666666
224.24,2.59886666665,-4.40666666666,3.5028,6.10166666667,-25.7627333333,-11.4124,-2.25999999999,9.49139999999,-15.5931333333,11.0735333333
224.62,-85.6409333333,-94.6153999999,-78.2052666667,-70.2563333334,-163.333333333,-112.051333333,-95.6410666667,-58.9743333334,-113.589866667,-62.8204666667
225.00,-73.9785333333,-92.4731333332,-72.0430000001,-65.5913333333,-136.774066667,-77.6342666667,-89.0322,-44.5162,-89.0322666667,-52.9032666666
225.38,-108.533333333,-135.733333333,-110.666666667,-99.7333333334,-174.666666667,-108.266666667,-133.866666667,-75.7333333333,-132.8,-82.1333333335
225.75,-99.5401333333,-134.023,-113.563266667,-94.0229333334,-160.689666667,-114.482866667,-129.884933333,-79.5402000001,-141.379333333,-84.8275333334
226.13,-75.8333333333,-96.6666666667,-81.3333333334,-60.6666666667,-110.5,-75.8333333333,-89.5000000001,-61.1666666666,-104.833333333,-70.1666666667
226.51,-82.6355999999,-101.550466667,-76.5891333334,-63.4106666666,-108.5272,-94.4186000001,-91.0078,-64.0309333333,-112.5582,-67.9070666666
226.88,-81.3605333332,-87.0747999999,-71.5644666667,-59.4558,-109.115666667,-85.8503333334,-80.0000666667,-64.4898,-102.857133333,-62.9932
227.26,-67.7248666667,-73.4392666667,-61.7988,-49.1004666667,-89.2064666668,-64.7619333333,-67.8306000001,-57.4604,-79.8942666667,-53.5449999999
227.64,-63.3332666667,-59.9999333333,-56.7592,-37.2222000001,-75.7408,-56.2035333333,-57.5924,-49.0741333333,-65.6482666667,-44.8149333333
228.01,-56.6254,-51.2756,-46.9959333333,-32.5101333333,-65.5968,-48.7240666667,-55.4734,-40.9877333333,-55.2262666667,-42.5514
228.39,-59.9215333333,-53.6471333333,-50.9020666667,-37.8822666666,-65.2548666667,-49.4117333333,-58.0392666667,-41.5686666667,-62.0392,-41.8824666667
228.76,-20.2754666667,-11.1294666667,-12.1763333333,-3.52619999999,-18.3470666667,-10.0827333333,-16.4739333333,-2.42419999999,-19.3939333333,-6.44619999999
229.14,-11.1273333333,-0.490266666668,-5.29406666666,4.50979999998,-10.6372666667,-3.38239999999,-5.49013333334,3.13740000001,-12.7451333333,-2.40199999999
229.52,-1.2836,3.35400000001,0.86953333332,8.98539999999,-5.21740000001,3.14706666665,1.78053333335,8.40586666666,-4.05786666666,0.24839999998
229.89,-6.78726666667,2.12846666667,-1.20473333333,6.1446,-6.2652,1.44573333333,-0.9638,2.77106666667,-4.37753333334,-0.602466666666
230.27,-8.83633333335,1.02566666668,-2.76133333332,3.74753333332,-8.40240000001,0.710000000006,-3.47146666667,0.946800000006,-5.99606666667,-1.9328
230.65,-0.066666666668,8.86666666668,2.06666666668,9.03333333335,0.433333333333,9.53333333333,4.99999999999,6.23333333334,3.76666666668,4.80000000001
231.02,2.79813333333,9.04999999998,3.41986666667,8.77366666669,2.2454,10.2936666667,6.32133333333,7.04666666667,7.15026666667,5.94126666666
231.40,-0.11553333334,4.54733333333,-1.19453333333,5.12513333333,-3.73806666667,7.01333333333,3.89213333335,3.62239999999,4.39293333334,1.69553333333
231.78,6.37033333333,9.29626666666,1.62973333334,7.74066666667,-0.629600000001,10.1481333333,8.07413333334,7.92586666667,7.62960000001,5.25920000001
232.15,11.5152,14.2760666667,6.80120000001,13.0302,4.3434,15.3198,14.8148,13.9394,12.1886,11.5826
232.53,12.0588666667,15.0,7.38559999999,14.8693333333,5.81713333333,15.5555333333,15.2287333333,13.4639333333,13.8562666667,11.0131333334
232.90,14.6078666667,14.8692,7.61446666667,15.5881333333,5.294,15.9477333333,16.7974,10.3268666667,15.2288,10.6536666667
233.28,9.8564,11.8339333333,4.75286666666,12.3446,1.05253333333,12.5039333333,11.1641333333,8.32539999999,11.1324,7.68740000001
233.66,10.8453333333,15.1833333333,5.96493333333,14.2902666667,2.55179999999,15.2152666667,13.3970666667,9.31426666667,13.6522666667,10.0478666667
234.03,10.9969333333,12.4612,4.29900000001,12.0250666667,0.747666666664,13.6759333333,11.5888,7.78813333332,13.3022,7.50779999999
234.41,10.961,13.3333333333,4.26433333334,12.7028,1.5916,12.9129333333,12.012,8.19839999999,11.3214,8.88893333333
234.78,5.46326666667,8.943,-2.27626666667,6.24393333333,-6.53653333333,6.27626666667,3.15440000002,2.63426666667,3.51226666668,2.8618
235.16,1.81546666667,7.08333333333,-4.13686666667,4.73213333335,-6.22026666666,3.21426666667,-0.119133333332,-1.07146666666,-1.25013333332,-0.416666666661
235.54,5.11200000001,11.9894,-0.606133333334,9.19639999999,-0.869466666666,7.747,4.32153333333,3.53100000001,3.32026666666,2.58226666667
235.91,-0.249866666672,7.58326666667,-4.61113333334,6.4166,-5.99993333333,3.55553333333,-3.27779999999,-1.72226666665,-1.30540000001,-2.72220000001
236.29,-4.72560000001,4.58506666667,-11.1674666667,2.08166666667,-11.1392666667,-1.85653333333,-8.41073333333,-7.82,-6.89173333333,-8.692
236.66,-1.04000000001,8.24000000001,-7.62666666666,3.22666666666,-8.96000000001,0.933333333332,-4.42666666668,-5.97333333333,-4.77333333333,-6.26666666667
237.04,-7.40733333333,5.98066666667,-12.5375333333,-0.603666666666,-13.8545333333,-3.37453333334,-12.0439333333,-9.71206666666,-11.5500666667,-10.5624
237.41,-4.80746666667,9.50860000001,-11.1288,1.2748,-9.85393333333,-0.3452,-8.52593333334,-8.89766666668,-8.60553333332,-6.16199999999
237.79,-6.17373333333,6.7704,-12.5032666667,-0.493066666668,-10.6096,-3.73546666667,-11.6989333333,-10.4539333333,-12.4514,-5.99206666666
238.17,0.8856,13.7514,-6.1008,7.0356,-4.2804,3.7146,-4.8954,-3.7638,-7.4046,0.6642
238.54,6.81106666666,19.0612,-2.28633333333,11.3598,1.01073333333,10.4452666667,0.264733333318,0.240800000014,-2.33453333334,5.15046666668
238.92,10.4987333333,22.5850666667,2.15426666666,14.9433333333,5.0794,15.3514666667,5.03393333333,5.21526666666,2.8572,10.0000666667
239.29,10.9174,24.0186,-0.301933333339,14.7967333333,3.78626666667,15.9116666667,3.78626666667,4.27400000001,2.67126666666,10.2904
239.67,10.9425333333,22.2757333334,-0.873466666674,12.2758,2.34486666667,14.5058,2.39080000001,2.59780000001,0.804533333326,11.8851333333
240.04,15.5691333333,25.8942666667,4.77633333333,15.935,7.94720000001,18.9634,8.13006666665,7.439,4.87806666667,16.7682666667
240.42,16.5242666667,26.3438,6.98946666667,16.8662,9.89553333332,21.0826666667,9.00286666667,8.43293333333,6.26780000001,18.5754
240.79,13.7244,22.6132666667,4.07113333334,15.3067333333,8.14220000001,18.2221333333,5.74226666666,7.30666666667,4.1244,17.1377333333
241.17,16.7994666667,23.2942666667,7.46286666666,16.8305333333,11.2100666667,20.9212666667,9.96093333333,10.4762,7.65013333333,20.1872666667
241.54,16.979,21.7864,8.20613333334,16.8046666667,10.9513333333,20.6970666666,9.16486666667,10.4284666667,8.30793333334,19.8113333333
241.92,15.1403333333,20.7118666667,7.29646666667,15.0992666667,10.1985333333,20.1506,8.26826666665,9.08959999999,7.84393333333,18.4531333333
242.29,12.2176,18.2124,5.25526666667,12.2582,7.75539999999,18.1854,5.51066666667,7.41933333332,5.9274,16.9084
242.67,9.75753333333,15.6122666667,3.62793333333,9.73153333334,5.88080000001,15.8218666667,2.88153333334,6.06413333334,3.759,14.3025333333
243.05,8.25100000001,13.4654666667,1.98013333334,8.87126666666,4.47533333333,13.8878,1.17493333333,3.48526666666,1.1748,12.132
243.42,10.0381333333,15.4071333333,4.92366666667,11.3103333333,7.21373333334,16.7557333333,3.38426666667,5.85240000001,3.93133333333,14.1094666666
243.80,10.4761333333,15.9372666666,5.58173333333,11.8746666667,8.04106666667,17.1066666667,3.4118,6.65460000001,4.3642,13.5021333333
244.17,9.93526666665,14.6854,4.6092,11.2756666667,7.52486666667,16.602,3.02173333333,5.93773333334,4.1036,12.2046666667
244.55,10.1667333333,14.4,4.73326666667,11.5222666667,8.04446666667,16.4,3.38893333333,6.64453333333,4.46673333333,13.1444666666
244.92,10.0467333333,15.3302666667,5.94893333333,11.4091333333,8.75706666667,16.9838666667,4.16013333333,7.20746666666,5.34573333333,13.8325333333
245.30,7.65680000001,12.9216,4.2156,9.6274,6.35286666666,14.4315333333,1.33326666667,5.1372,2.89206666667,11.1176666667
245.67,8.04573333333,13.8264666667,5.3242,9.40626666666,7.26939999999,15.4064,2.21913333333,6.12786666667,3.87226666667,11.7625333333
246.05,8.58606666668,13.707,6.0382,9.792,6.66666666667,15.6348,3.09106666667,7.06586666666,4.10193333333,12.2123333333
246.42,9.82213333335,14.7564,7.16946666667,10.6574666667,8.17480000001,16.5506,4.78726666667,8.2522,4.95746666667,13.6192666667
246.79,10.2636,14.7418666667,7.9162,11.1377333333,8.48686666665,16.7713333333,5.42433333333,8.48693333333,5.56873333333,13.9184
247.17,10.5861333333,14.5056,8.2548,11.0634,8.6774,17.2801333333,5.70546666667,9.35933333333,6.03946666667,14.4306666666
247.54,10.4258,14.1582666667,8.20346666666,10.8981333333,8.48293333333,16.7598666667,5.5156,9.57426666667,5.71526666667,14.6839333333
247.92,10.7289333333,14.2146,8.46266666666,11.1066666667,8.46920000001,16.8853333333,5.63286666667,9.7018,5.70573333333,14.6387333333
248.29,10.6036666667,14.5606,8.83313333333,11.0932,8.46420000001,17.1294666667,5.4662,9.79893333335,5.7478,15.2246666667
248.67,10.6208666667,14.5472666666,8.5536,11.4463333333,8.1998,17.0379333333,5.1682,9.80919999999,5.68153333333,15.2965333333
249.04,11.261,14.9483333333,8.77566666667,12.0649333333,8.71673333333,18.0679333333,5.3614,10.0737333333,6.003,15.3392666667
249.42,13.3026,16.8392,10.1956666667,13.8780666667,10.8016666667,20.1840666667,7.38006666667,11.7376,8.4312,17.2458666667
249.79,12.7280666667,16.4795333333,9.31893333333,13.9625333333,10.0438,19.6654,6.9694,11.4217333333,8.04466666667,16.6548
250.17,13.5145333333,17.9892666667,10.1440666667,15.2616,11.2732,20.5768,7.59786666667,12.0643333333,8.99053333333,17.2146666667
250.54,12.4626666667,17.2382666667,8.91813333333,14.5558666667,10.3342,19.4283333333,6.6226,11.1345333333,8.32893333333,15.4968666667
250.92,12.7947333333,17.8538,8.87666666667,15.1233333333,11.1141333333,20.2376,6.42013333333,11.6894666667,9.15986666666,15.9634
251.29,12.3551333333,17.7778,8.24306666667,14.8527333333,10.3513333333,19.8100666667,5.90693333333,11.0922,8.92686666666,14.8812
251.66,12.8725333333,17.969,9.08326666668,15.2703333333,10.7945333333,19.8214,6.48799999999,11.6690666667,9.53459999999,15.2985333333
252.04,14.3772666667,19.6456,10.8620666667,16.1111333333,12.5958,21.7912,8.33326666668,13.4386666667,11.5516,17.3659333333
252.41,13.5571333333,18.8126666667,9.81986666666,15.0171333333,12.0972666667,21.0218666667,7.66913333333,12.6520666667,10.6471333333,16.1752666667
