wavelength,Back_PyrRufm,Belly_PyrRufm,Breast_PyrRufm,Crissum_PyrRufm,Crown_PyrRufm,DorTail_PyrRufm,Patch10_PyrRufm,Rump_PyrRufm,Throat_PyrRufm,WingTip_PyrRufm
559.21,9.76726666667,14.5099333333,12.185,13.6946,7.44466666667,9.27353333334,6.1982,10.404,11.568,10.7482
559.55,9.75633333333,14.5104666667,12.2210666667,13.6964,7.4574,9.29080000001,6.2182,10.4068666667,11.6068,10.7559333333
559.89,9.74899999999,14.5343333333,12.2731333333,13.6708,7.47953333333,9.30586666667,6.21613333333,10.4065333333,11.6519333333,10.7808
560.23,9.71040000001,14.4975333333,12.2093333333,13.628,7.4214,9.26933333333,6.13066666667,10.3532666667,11.6649333333,10.7528666667
560.58,9.7926,14.5682,12.2714666667,13.6623333333,7.503,9.34733333333,6.19953333333,10.4016666667,11.7581333333,10.8418666667
560.92,9.78286666667,14.5871333333,12.2605333333,13.6454,7.50726666667,9.36933333333,6.20946666667,10.4079333333,11.7746,10.8454
561.26,9.80933333333,14.593,12.3050666667,13.6722666667,7.55806666667,9.39799999999,6.2212,10.4532,11.8343333333,10.8756666667
561.60,9.90373333333,14.6861333333,12.3950666667,13.7733333333,7.65593333333,9.48999999999,6.32666666666,10.5262666667,11.9763333333,10.9877333333
561.94,9.85713333333,14.6279333333,12.3307333333,13.7001333333,7.58613333333,9.44706666667,6.2686,10.4626,11.9359333333,10.9344666667
562.28,9.75906666667,14.547,12.243,13.5644666667,7.51073333333,9.35593333334,6.1668,10.3807333333,11.851,10.8427333333
562.62,9.81893333333,14.5772,12.282,13.5861333333,7.56373333333,9.38753333334,6.21006666667,10.3991333333,11.919,10.8776
562.96,9.83973333333,14.6047333333,12.2906,13.6077333333,7.60106666667,9.41226666667,6.221,10.4228,11.9982,10.946
563.30,9.83226666667,14.6024,12.27,13.5874,7.62273333333,9.42300000001,6.21866666667,10.4326,12.0504,10.9577333333
563.64,9.80573333333,14.563,12.2165333333,13.5649333333,7.599,9.38166666666,6.197,10.3614,12.0346,10.9299333333
563.99,9.84853333333,14.6050666667,12.2722,13.5849333333,7.6906,9.42446666667,6.25553333333,10.416,12.1166,10.9880666667
564.33,9.81866666667,14.5810666667,12.2424666667,13.5618666667,7.66666666667,9.38086666667,6.203,10.3802,12.095,10.945
564.67,9.75840000001,14.4935333333,12.2138666667,13.4979333333,7.617,9.30486666666,6.15326666667,10.3111333333,12.0738666666,10.8908666667
565.01,9.71173333333,14.47,12.1564666667,13.4482666667,7.5744,9.273,6.1072,10.2580666667,12.0736666667,10.8521333333
565.35,9.63713333334,14.4007333334,12.077,13.3473333333,7.5306,9.18493333333,6.02246666666,10.1866,12.0430666667,10.7672666667
565.69,9.66280000001,14.4385333333,12.1574,13.3792,7.61473333333,9.1988,6.06773333333,10.2270666667,12.1420666667,10.8109333333
566.03,9.68240000001,14.4552,12.1642666667,13.4236666667,7.655,9.22786666666,6.08573333333,10.2447333333,12.1946,10.8254666667
566.37,9.64106666666,14.4669333333,12.1442,13.4202666667,7.649,9.23106666667,6.0706,10.2448666667,12.2308666667,10.8139333333
566.71,9.62420000001,14.4544666667,12.1254,13.413,7.63173333333,9.19933333334,6.0488,10.2448,12.2506,10.7884
567.05,9.60466666666,14.4137333333,12.1043333333,13.3968,7.60966666666,9.14146666666,6.01073333333,10.2058,12.2667333333,10.7504
567.39,9.64973333333,14.4475333333,12.1589333333,13.4298666666,7.65293333333,9.18173333333,6.0456,10.2916,12.3581333333,10.7916
567.73,9.66093333333,14.4444,12.1579333333,13.4586666667,7.64766666667,9.18233333333,6.03193333333,10.2774666667,12.3890666667,10.8100666667
568.07,9.69173333334,14.4727333333,12.1934,13.4956666667,7.70206666667,9.24606666667,6.099,10.3369333333,12.482,10.8744
568.41,9.72353333333,14.5073333333,12.2088,13.5076666667,7.73573333333,9.2816,6.11113333333,10.3537333333,12.5546,10.8982
568.75,9.70553333333,14.4759333333,12.2123333333,13.4977333333,7.76353333333,9.28086666666,6.11233333333,10.3424666667,12.582,10.8826666667
569.09,9.74733333333,14.5371333333,12.2569333333,13.5608,7.80166666667,9.33673333333,6.15253333333,10.3752666667,12.6756,10.9497333334
569.43,9.6864,14.4700666667,12.1767333333,13.4873333333,7.7632,9.30046666666,6.0884,10.3345333333,12.6568,10.9094
569.77,9.67893333333,14.4602,12.2034666667,13.4830666667,7.79153333333,9.33840000001,6.08086666667,10.3324,12.7335333333,10.9462
570.11,9.6916,14.4665333333,12.2134666667,13.4903333333,7.82746666667,9.34966666667,6.08606666667,10.3394666667,12.7969333333,10.9809333333
570.45,9.64146666666,14.3939333333,12.1555333333,13.4413333333,7.8202,9.31613333334,6.04946666667,10.275,12.7817333333,10.9401333333
570.79,9.63793333333,14.3964,12.1472666667,13.4275333333,7.8374,9.31166666667,6.01333333333,10.2506,12.8036666667,10.9238
571.13,9.5966,14.3745333333,12.1089333333,13.4036,7.83413333333,9.301,5.997,10.2024666667,12.8109333333,10.9083333333
571.47,9.574,14.3432,12.0890666667,13.3718,7.84453333333,9.28386666667,5.97826666667,10.1999333333,12.8512666667,10.8779333333
571.81,9.5418,14.2793333333,12.0663333333,13.3300666667,7.82193333333,9.24006666667,5.92873333333,10.1422666667,12.8558,10.8532666667
572.15,9.5328,14.2936666667,12.0756,13.3561333333,7.84926666667,9.24980000001,5.94606666667,10.1622,12.8983333333,10.8541333333
572.49,9.56106666667,14.3422,12.0880666667,13.3946,7.88686666667,9.28213333333,5.96286666667,10.1894,12.9747333333,10.9032
572.83,9.56506666667,14.3463333333,12.0945333333,13.3840666667,7.9218,9.27626666667,5.98153333333,10.2068666667,13.0168666667,10.904
573.17,9.58213333333,14.3718,12.1057333333,13.4183333333,7.93713333333,9.3138,5.99933333333,10.2162,13.0652666667,10.9389333333
573.51,9.50433333333,14.3152,12.0290666667,13.3785333333,7.87946666667,9.23780000001,5.93986666667,10.1472666667,13.0362,10.8623333333
573.85,9.43086666666,14.2241333333,11.9598,13.2818666667,7.81033333333,9.15926666666,5.8484,10.0655333333,12.9767333333,10.7757333333
574.19,9.43986666666,14.2382666667,11.9670666667,13.2772,7.79733333333,9.14466666667,5.856,10.0797333333,13.0154,10.7796666667
574.53,9.38546666667,14.2104666667,11.935,13.2598666667,7.785,9.1398,5.85486666667,10.0577333333,13.0438,10.7766
574.87,9.33646666667,14.1246666667,11.8467333333,13.2076,7.7452,9.07666666667,5.79606666667,10.0014666667,13.0222666667,10.7125333334
575.21,9.26486666667,14.0769333333,11.8205333333,13.1813333333,7.70406666666,9.04326666667,5.75133333333,9.93806666668,13.0176,10.6651333333
575.55,9.24226666667,14.0844,11.8144666666,13.192,7.725,9.03666666666,5.73666666667,9.93880000001,13.0352,10.6423333333
575.89,9.19473333333,14.0206666667,11.7451333333,13.1529333333,7.67726666667,8.98553333333,5.66626666667,9.87726666665,13.0246666667,10.5946
576.22,9.10226666667,13.9217333333,11.6819333333,13.0946,7.5916,8.88700000001,5.595,9.7956,12.9677333333,10.5246666667
576.56,9.10273333333,13.9244,11.6990666667,13.1355333333,7.63426666667,8.92219999999,5.59573333333,9.80793333332,12.9954,10.5608
576.90,9.02073333333,13.8511333333,11.616,13.0961333333,7.57186666667,8.82053333333,5.51653333333,9.71726666665,12.9644666667,10.4498666667
577.24,9.0784,13.8806666667,11.6664,13.1498,7.64406666667,8.86766666667,5.57606666667,9.74526666667,13.0376666667,10.4993333333
577.58,9.083,13.8898,11.7106666667,13.2197333333,7.69433333333,8.8966,5.6258,9.78220000001,13.1356,10.555
577.92,9.05006666667,13.8642,11.701,13.2415333333,7.72593333333,8.89839999999,5.60713333333,9.76833333333,13.1514,10.5546666667
578.26,9.0444,13.8442666667,11.6753333333,13.2438666667,7.72066666667,8.88933333334,5.58586666667,9.76026666667,13.1479333333,10.5332666667
578.60,9.07613333334,13.9055333333,11.7424,13.3015333333,7.78433333333,8.91199999999,5.6256,9.78913333334,13.2251333333,10.5946666667
578.94,9.0444,13.8648,11.7067333334,13.2904,7.79626666667,8.89013333334,5.6138,9.74526666667,13.2242666667,10.5977333333
579.28,8.98386666667,13.7998666667,11.6243333333,13.2395333333,7.74046666667,8.81540000001,5.522,9.68046666666,13.2040666667,10.538
579.61,8.97946666667,13.7972666667,11.6288666667,13.3024666667,7.80293333333,8.84680000001,5.54786666667,9.67046666668,13.2506,10.5869333333
579.95,8.95986666667,13.8120666667,11.6033333333,13.3189333333,7.84546666667,8.87626666666,5.5504,9.6714,13.2910666667,10.5907333333
580.29,8.85946666667,13.7026,11.5232666667,13.2625333333,7.77146666667,8.79453333333,5.47686666667,9.58033333334,13.2830666667,10.5027333333
580.63,8.9108,13.7358,11.5937333333,13.3117333333,7.83786666667,8.84506666667,5.5298,9.60846666666,13.3678,10.5902
580.97,8.83733333333,13.6729333333,11.5552,13.262,7.82026666667,8.79026666667,5.4568,9.57639999999,13.348,10.5429333333
581.31,8.79006666667,13.6576666666,11.4825333333,13.2520666667,7.78313333333,8.73626666667,5.4102,9.51473333333,13.3198666667,10.4874666667
581.65,8.83346666667,13.6744666667,11.5307333333,13.3065333333,7.806,8.7802,5.44413333333,9.53600000001,13.402,10.5048
581.98,8.78046666667,13.5888666667,11.4848,13.2570666667,7.75413333333,8.70513333334,5.39733333333,9.47560000001,13.3786666667,10.4497333333
582.32,8.746,13.5565333333,11.4595333333,13.2421333333,7.74246666667,8.70766666667,5.37753333333,9.45793333334,13.3946,10.4151333333
582.66,8.776,13.5842666667,11.4440666667,13.2575333333,7.75773333333,8.67593333333,5.3916,9.49153333334,13.4366,10.402
583.00,8.74506666667,13.5740666667,11.4511333333,13.2658,7.74833333333,8.65353333333,5.40273333333,9.48106666667,13.4839333333,10.3777333333
583.34,8.762,13.5934666667,11.4888666666,13.2776666667,7.7596,8.6376,5.42973333333,9.51340000001,13.5244,10.3709333333
583.68,8.72773333333,13.5234666667,11.4567333333,13.2416666667,7.74013333333,8.60213333333,5.3746,9.47766666667,13.5157333333,10.3379333333
584.01,8.74846666667,13.5672,11.4739333333,13.2852666667,7.798,8.63253333333,5.417,9.49293333334,13.5765333333,10.3686
584.35,8.7162,13.5551333333,11.473,13.3006666667,7.7948,8.63833333333,5.41366666666,9.50193333333,13.6314666667,10.3792666667
584.69,8.7298,13.5582666667,11.4373333334,13.2916,7.80233333333,8.61053333333,5.41686666667,9.50193333333,13.6880666667,10.3609333333
585.03,8.84626666666,13.6311333333,11.5448,13.3881333333,7.94526666667,8.73053333334,5.5402,9.62633333333,13.8261333333,10.4692
585.37,8.92426666667,13.6937333333,11.6143333333,13.4614,8.06706666667,8.80520000001,5.61293333333,9.68173333333,13.9370666667,10.5686666667
585.70,8.9736,13.8066666667,11.6918,13.5804,8.17793333333,8.90213333334,5.6954,9.76926666667,14.0650666667,10.6784
586.04,9.04786666667,13.8682,11.7858666667,13.6599333333,8.30146666666,8.98253333333,5.73213333333,9.83326666666,14.1793333333,10.7560666667
586.38,8.99726666667,13.8193333333,11.7569333333,13.6450666667,8.3044,8.98473333333,5.68473333334,9.79733333333,14.2141333333,10.7135333333
586.72,9.131,13.9215333333,11.8458666667,13.7317333333,8.44353333334,9.12173333333,5.81613333333,9.86233333334,14.3676666667,10.843
587.06,9.11826666667,13.9061333333,11.8107333333,13.7095333333,8.48826666666,9.09593333333,5.7782,9.85873333333,14.4258,10.8448666667
587.39,9.14173333333,13.9233333333,11.8156,13.6837333333,8.51019999999,9.07653333334,5.79393333333,9.84546666666,14.4854,10.8512
587.73,9.1416,13.897,11.8077333333,13.6356,8.48753333333,9.04613333334,5.78226666667,9.84946666665,14.4872666667,10.8356666667
588.07,9.22833333333,13.9483333333,11.8859333333,13.6712666667,8.60033333334,9.10946666666,5.83586666667,9.89406666666,14.5656666667,10.9142666667
588.41,9.22533333333,13.9699333333,11.9318,13.7070666667,8.63926666667,9.12966666666,5.838,9.90799999999,14.6118,10.9416666667
588.74,9.12313333333,13.8848666667,11.8628666667,13.6272,8.572,9.01853333333,5.71226666667,9.82259999999,14.5782666666,10.8614
589.08,9.0906,13.8733333333,11.8302,13.5746,8.56173333333,8.99666666666,5.68073333333,9.80660000001,14.5958666667,10.8054666667
589.42,9.08766666667,13.8502666667,11.8194666667,13.5364,8.56186666666,8.96266666666,5.6406,9.78306666667,14.621,10.7694666667
589.76,9.046,13.837,11.7952666666,13.501,8.52586666667,8.93826666667,5.656,9.77073333333,14.6558666667,10.7746
590.09,9.12086666667,13.9204666666,11.8948,13.5661333333,8.61953333334,9.01673333333,5.734,9.82980000001,14.7516666666,10.8819333333
590.43,9.14473333334,13.9280666667,11.9214,13.5889333333,8.65226666667,9.01386666666,5.73513333333,9.88873333333,14.7882,10.8889333333
590.77,9.15826666667,13.9280666667,11.9381333333,13.5762666667,8.68353333334,9.04380000001,5.72786666667,9.88886666666,14.8118666667,10.8877333333
591.11,9.22313333333,13.988,12.0389333333,13.6664,8.78580000001,9.13166666667,5.79413333333,9.96280000001,14.9183333333,10.9534
591.44,9.16013333333,13.9520666667,12.0186666667,13.613,8.77653333333,9.13126666667,5.72813333333,9.91339999999,14.8938666667,10.8972
591.78,9.1186,13.9612,11.9678,13.5984666667,8.76299999999,9.12093333333,5.72186666667,9.91593333333,14.9260666667,10.8498666667
592.12,9.09146666667,13.9282666667,11.9089333333,13.5582,8.71673333333,9.09853333334,5.6732,9.85926666667,14.9350666667,10.8209333333
592.46,9.1776,14.035,11.9726666667,13.6313333333,8.83800000001,9.22253333334,5.77546666667,9.90693333333,15.0248666667,10.893
592.79,9.14933333333,14.0432,11.9178666667,13.6051333333,8.84813333333,9.20633333334,5.7454,9.88226666668,15.0682,10.896
593.13,9.20953333333,14.1094,11.9874666666,13.6472666667,8.93753333334,9.28893333334,5.82,9.93506666666,15.1416,10.9806666667
593.47,9.24966666667,14.1608666667,12.0064,13.6948,9.02286666666,9.33246666667,5.8458,9.95333333334,15.1866666667,11.0363333333
593.80,9.308,14.2197333333,12.051,13.7458666667,9.08933333332,9.40466666667,5.8698,10.0093333333,15.2782666667,11.0856
594.14,9.20806666667,14.1510666667,11.9886,13.6323333333,9.03753333335,9.35526666667,5.78193333333,9.91746666665,15.2184666667,11.0378666667
594.48,9.31106666667,14.2882666667,12.1115333333,13.7042,9.12446666667,9.4782,5.88526666667,10.0268666667,15.3644666667,11.1554666667
594.81,9.348,14.3434,12.1387333333,13.6792,9.15593333335,9.51253333332,5.90326666667,10.0587333333,15.4535333333,11.1952666667
595.15,9.4648,14.4685333333,12.2368,13.7582,9.29073333334,9.59626666665,6.03653333333,10.1657333333,15.6475333333,11.3368666667
595.49,9.51406666667,14.5033333333,12.2587333333,13.7626666666,9.36313333332,9.62346666666,6.05593333333,10.1952666667,15.7132,11.3632
595.82,9.58273333334,14.5477333333,12.3227333333,13.7590666667,9.45466666667,9.68193333334,6.10986666667,10.2458,15.766,11.4042666666
596.16,9.61746666667,14.585,12.3583333333,13.7614,9.49033333333,9.7,6.1334,10.3081333333,15.8656666667,11.4546666667
596.50,9.61779999999,14.5776,12.3898666667,13.7542,9.52933333335,9.686,6.12706666667,10.2978666667,15.8727333333,11.4663333333
596.83,9.6154,14.5638666667,12.3734666667,13.7464666667,9.5624,9.67740000001,6.10153333333,10.2788,15.9293333333,11.4563333333
597.17,9.61040000001,14.5254,12.3556,13.6939333333,9.54766666665,9.6212,6.07346666667,10.2489333333,15.9508666667,11.4124
597.51,9.62359999999,14.5331333333,12.3565333333,13.6756666667,9.59046666667,9.63926666667,6.117,10.2797333333,15.9796,11.453
597.84,9.70646666667,14.602,12.4235333333,13.7698,9.69559999999,9.69913333332,6.18866666666,10.4039333333,16.1196666667,11.5266
598.18,9.70426666667,14.5788666667,12.4097333333,13.7812,9.72786666667,9.69680000001,6.22666666667,10.4206666667,16.1452,11.5526
598.52,9.73586666667,14.5897333333,12.4430666667,13.8252,9.79513333332,9.7226,6.27346666667,10.4707333333,16.1792666667,11.6003333333
598.85,9.76400000001,14.6056,12.469,13.8757333333,9.84333333333,9.76866666667,6.30213333334,10.4991333333,16.205,11.6141333333
599.19,9.79180000001,14.6417333333,12.5304,13.8961333333,9.90900000001,9.78213333333,6.32853333334,10.5288,16.2562,11.6698
599.53,9.82253333334,14.6706,12.5571333333,13.9712666667,9.97640000001,9.8236,6.3756,10.5599333333,16.3321333333,11.7478
599.86,9.81153333333,14.6361333333,12.545,13.969,9.96933333335,9.79066666666,6.35986666667,10.4995333333,16.2954666667,11.7063333333
600.20,9.85386666666,14.6742666667,12.5620666667,14.0194666667,10.0088666667,9.84353333335,6.38206666667,10.5496,16.3634,11.7543333334
600.53,9.90613333334,14.7241333333,12.5498666666,14.0208666667,10.0249333333,9.86293333335,6.4128,10.6039333333,16.3962666667,11.7814
600.87,9.9566,14.7626,12.6105333333,14.0838666667,10.1282666667,9.9542,6.46753333333,10.6829333333,16.4984,11.8327333333
601.21,9.96966666667,14.7966,12.6545333333,14.0709333333,10.1526666667,9.93060000001,6.4464,10.6628,16.5611333333,11.8134666667
601.54,9.98393333334,14.7915333334,12.6522,14.0566,10.181,9.92666666665,6.44313333333,10.5734666667,16.6167333334,11.8062
601.88,9.90980000001,14.7392666667,12.5768666667,13.9826666667,10.1588,9.84266666667,6.34746666667,10.4760666667,16.6076666667,11.7155333333
602.21,9.91493333333,14.7524,12.5701333333,13.9795333333,10.1858666667,9.84099999999,6.32526666667,10.4500666667,16.6774666667,11.7142666667
602.55,9.94539999999,14.7668,12.5763333333,13.9598,10.1978666667,9.853,6.30586666667,10.4718,16.7645333333,11.7453333333
602.88,9.92419999999,14.7622666667,12.5548666666,13.9481333333,10.2237333334,9.87939999999,6.33593333333,10.4700666667,16.8175333333,11.741
603.22,10.009,14.8509333333,12.6160666667,13.9904666667,10.3388,9.96093333333,6.39653333333,10.5682666667,16.966,11.8266
603.56,10.0358,14.9034666667,12.6703333333,13.9948,10.3986666667,10.0182,6.42586666667,10.6124,17.0711333333,11.8578
603.89,10.1081333333,14.9688666667,12.7030666666,14.0118666667,10.4710666667,10.0419333333,6.5276,10.674,17.1745333334,11.9048666667
604.23,10.0753333333,14.9192,12.7400666667,13.9807333333,10.4686,10.0519333333,6.52753333333,10.6569333333,17.2200666667,11.9056666667
604.56,10.1102,14.9386666667,12.7410666667,13.9914,10.4902666667,10.0947333333,6.53926666667,10.6692,17.2520666667,11.9421333333
604.90,10.1476666667,14.9612,12.7604,14.0276,10.5462,10.1334,6.5668,10.6940666667,17.3334,11.9805333333
605.23,10.1625333333,15.0135333333,12.8092,14.0819333333,10.6156,10.182,6.60293333333,10.7596666667,17.4007333333,12.021
605.57,10.2664666667,15.0905333333,12.8798,14.1726,10.7058666667,10.2585333333,6.6658,10.8344,17.5008,12.0876666667
605.90,10.279,15.0709333334,12.8438666667,14.1802666667,10.7220666667,10.2594666667,6.6478,10.8223333333,17.5218,12.0651333333
606.24,10.3122666667,15.1192,12.8460666667,14.2230666667,10.7900666667,10.2862666667,6.69066666667,10.8458,17.5602666667,12.0916
606.58,10.3981333333,15.1974666667,12.9178,14.2906,10.872,10.3286,6.7568,10.8978,17.6506,12.1498
606.91,10.3802666667,15.1894666667,12.9190666667,14.3080666667,10.8737333333,10.3316666667,6.7958,10.8977333333,17.6666,12.1251333334
607.25,10.396,15.2000666667,12.8948,14.3273333333,10.9174,10.3404666667,6.7774,10.8935333333,17.7094,12.1505333334
607.58,10.3822666666,15.1705333333,12.8931333333,14.3162,10.8966,10.3514666667,6.733,10.8372,17.7047333333,12.1281333333
607.92,10.4092,15.2168666667,12.8837333334,14.3525333333,10.9618666667,10.3626666667,6.75726666667,10.8298666667,17.7543333333,12.1196666667
608.25,10.4219333333,15.2858,12.905,14.3536666667,11.0246,10.3593333333,6.7924,10.8474666667,17.8191333333,12.1237333333
608.59,10.3464,15.1990666667,12.8174666667,14.2922666667,10.9454,10.2817333333,6.7382,10.7821333333,17.7684,12.0507333333
608.92,10.3916,15.1922,12.8063333333,14.2760666667,10.9441333333,10.2840666667,6.7518,10.7854666667,17.8435333333,12.0822
609.26,10.3868666667,15.1971333333,12.8331333333,14.2600666667,10.9754666667,10.3108666667,6.78646666667,10.8035333333,17.9150666667,12.0865333333
609.59,10.4169333333,15.2664,12.9134666667,14.3080666667,11.0406,10.3834,6.86086666667,10.8704666667,17.9728,12.1392
609.93,10.3529333334,15.1872,12.8431333333,14.2616666667,10.9879333333,10.3030666667,6.77833333333,10.7948666667,17.9599333333,12.0564
610.26,10.3304666667,15.1034,12.8033333333,14.2664666667,10.9704666667,10.2966,6.72666666667,10.7598666667,17.9962,12.0282
610.60,10.3253333333,15.1033333333,12.8016666667,14.2862666667,10.9860666667,10.3154,6.708,10.7383333333,18.0479333333,12.0270666667
610.93,10.3236666667,15.0841333333,12.8068666667,14.3036666667,10.9822,10.3040666667,6.7324,10.7337333333,18.0708666667,12.0137333333
611.27,10.2941333333,15.0837333333,12.8230666667,14.3256666667,11.0577333333,10.2918,6.7244,10.7471333333,18.1383333333,12.0015333333
611.60,10.3148,15.0972,12.8590666667,14.3524,11.0942666667,10.3359333333,6.71406666667,10.7618666667,18.1907333333,12.0296
611.93,10.2672,15.0112,12.7988666667,14.3406666667,11.0356,10.2798,6.6394,10.6931333333,18.2062,11.9595333333
612.27,10.3374666667,15.0716,12.8584,14.4247333333,11.1844,10.3567333333,6.74133333333,10.7638666667,18.3259333333,12.0439333333
612.60,10.4112,15.2199333333,12.964,14.5493333333,11.3385333333,10.4602666667,6.8686,10.8666,18.4304,12.1317333333
612.94,10.4122,15.1653333333,12.9504,14.5448,11.3184666667,10.4209333333,6.8594,10.865,18.4542666667,12.1224
613.27,10.5097333333,15.2478,13.0192,14.6410666667,11.4439333333,10.5092666667,6.92813333333,10.9132,18.6298,12.1957333333
613.61,10.601,15.3259333333,13.142,14.7074666667,11.6093333333,10.6169333333,7.02059999999,10.9920666667,18.7648,12.2962
613.94,10.5964666667,15.3413333333,13.1224666667,14.6726666667,11.626,10.6180666667,6.98013333334,11.0015333333,18.7806,12.3016
614.28,10.6395333333,15.4114666667,13.2216666667,14.7283333333,11.7305333333,10.6656666667,7.04846666666,11.0642,18.8651333333,12.3796
614.61,10.6667333333,15.4227333333,13.2063333333,14.7518666667,11.7956666667,10.6882666667,7.06933333333,11.1076666667,18.9429333333,12.4181333333
614.94,10.6420666667,15.3534,13.1391333333,14.699,11.7389333333,10.6516,7.02339999999,11.0600666667,18.9171333333,12.3923333333
615.28,10.6478,15.3725333333,13.1212,14.7142,11.7469333333,10.6593333334,7.03313333333,11.0892666667,18.9728666667,12.4064
615.61,10.6599333333,15.4242,13.1695333333,14.7644,11.8370666667,10.7047333333,7.08326666667,11.1192,19.0828666667,12.4674666667
615.95,10.7563333333,15.5476,13.2769333333,14.8492666667,11.9186,10.8297333333,7.15806666667,11.2156,19.2484666667,12.5574
616.28,10.7038666667,15.4344,13.1796,14.7574666667,11.8961333333,10.7714,7.06693333333,11.1262666667,19.2061333333,12.4778666667
616.61,10.6332666667,15.3996666666,13.1058666667,14.7234666667,11.8622,10.7278,7.00466666667,11.0452666667,19.2292666667,12.4648666667
616.95,10.5512,15.3104666667,13.0368666667,14.6410666667,11.8168,10.6448666667,6.9642,11.0427333333,19.2527333333,12.4224
617.28,10.4645333333,15.2089333333,12.9723333333,14.5797333333,11.7054,10.5804666666,6.8788,10.9848666667,19.1831333333,12.3122666667
617.62,10.5193333333,15.2690666667,13.0558666667,14.6398,11.7892,10.6236,6.94933333334,11.0322,19.2414,12.3666
617.95,10.4132666667,15.1236666667,12.8678666667,14.5131333333,11.6570666667,10.467,6.76946666667,10.8561333333,19.1556,12.2128
618.28,10.3092666667,15.0405333333,12.826,14.4196,11.5696,10.3924666667,6.665,10.773,19.1018666667,12.1083333333
618.62,10.2690666666,15.0278,12.7782,14.4507333334,11.5281333333,10.3828,6.6506,10.7682666667,19.1322,12.092
618.95,10.3024666667,15.0782,12.7914666667,14.497,11.6013333334,10.3819333333,6.7138,10.7931333333,19.2092666667,12.1035333333
619.28,10.258,15.0396,12.7719333333,14.4352666667,11.5636666667,10.3673333333,6.6804,10.764,19.1904666667,12.0614666667
619.62,10.108,14.8538,12.6080666667,14.2799333333,11.4245333333,10.1762,6.47886666667,10.5819333333,19.0614666667,11.8792666667
619.95,10.102,14.8368666667,12.6176666667,14.2796666667,11.4162,10.1698666667,6.49846666667,10.5968,19.0744,11.8754
620.28,10.2568,15.025,12.7668666667,14.4295333333,11.5834666667,10.3481333333,6.6626,10.7354666667,19.2111333333,11.9728
620.62,10.2649333333,15.0322666667,12.7618,14.4364666667,11.6187333333,10.3526,6.65266666667,10.7137333333,19.1855333333,11.9628
620.95,10.1808666667,14.9510666667,12.6754666667,14.36,11.5815333333,10.2476666667,6.60073333333,10.6004666667,19.1853333333,11.9076
621.28,10.0480666667,14.8242666667,12.5514666666,14.2412,11.4736,10.1650666667,6.48486666667,10.4862,19.1486,11.7937333333
621.62,9.97493333333,14.7248,12.4567333333,14.1410666667,11.4176666667,10.1331333333,6.43573333333,10.4449333333,19.1364,11.7488666667
621.95,10.0794,14.8206666667,12.536,14.214,11.5312666667,10.2572666667,6.50366666667,10.523,19.2316,11.8342666667
622.28,10.0719333333,14.8038666667,12.5256666667,14.1392666667,11.5702,10.2183333333,6.48206666667,10.4795333333,19.2914,11.7958
622.62,9.98273333333,14.6844,12.4646,14.0575333333,11.5325333333,10.1551333333,6.374,10.4054,19.2734,11.7416666667
622.95,9.85373333334,14.564,12.3050666667,13.954,11.4356,9.9912,6.20773333333,10.2730666667,19.175,11.5890666667
623.28,9.73853333333,14.5185333333,12.2176,13.8917333333,11.3938,9.93086666667,6.15413333333,10.211,19.1173333333,11.5314
623.62,9.51686666667,14.3681333333,12.0366666667,13.7239333333,11.2257333334,9.76933333335,5.92973333333,9.97233333334,19.0328666667,11.3535333333
623.95,9.3454,14.1959333333,11.9078666667,13.5578666667,11.1224666667,9.62113333335,5.71086666667,9.82033333333,18.9538,11.2265333333
624.28,9.3384,14.1904666667,11.8997333333,13.4962666667,11.1078,9.6192,5.67826666667,9.77606666667,18.9865333333,11.2900666667
624.62,9.38546666667,14.3074666667,11.9442,13.5453333333,11.1858,9.7044,5.72806666667,9.84513333334,19.0931333333,11.3577333333
624.95,9.39946666667,14.3552666667,12.0014666667,13.5530666667,11.2200666667,9.72939999999,5.7402,9.86233333333,19.1274,11.3809333333
625.28,9.4954,14.4901333333,12.1406,13.6499333333,11.3256,9.79113333333,5.84466666667,9.97886666667,19.2635333333,11.4636666667
625.61,9.3926,14.4054,12.0156666667,13.5636,11.2891333333,9.70513333333,5.80173333333,9.8902,19.2192666667,11.4259333333
625.95,9.43926666667,14.4442666667,12.0924666667,13.6048666667,11.3653333333,9.78146666667,5.86006666667,9.95973333333,19.2661333333,11.4922
626.28,9.45013333333,14.4795333333,12.1086,13.5938,11.3982666667,9.821,5.8874,9.99460000001,19.3013333333,11.5218
626.61,9.51106666667,14.5363333333,12.1642,13.6126666667,11.4414666667,9.90786666665,5.9636,10.0637333333,19.3684,11.6275333333
626.94,9.6052,14.6082666667,12.2682,13.6789333333,11.5556666667,10.0084,6.02293333333,10.1476,19.4828,11.7274
627.28,9.65586666667,14.6536,12.3166666667,13.7214666667,11.6023333333,10.0408,6.071,10.232,19.5341333333,11.7922
627.61,9.70786666667,14.7158666667,12.3596666667,13.7654666667,11.6728666667,10.106,6.17373333333,10.2940666667,19.5845333333,11.8659333333
627.94,9.71153333333,14.7478,12.4204666667,13.8256,11.7422,10.1302,6.25306666667,10.378,19.6693333333,11.8646666667
628.27,9.71259999999,14.7505333333,12.4226,13.8144,11.7919333333,10.1522666667,6.25133333333,10.3918,19.6952,11.8703333333
