wavelength,Back_SpoAmem,Belly_SpoAmem,Breast_SpoAmem,Crissum_SpoAmem,Crown_SpoAmem,DorTail_SpoAmem,Rump_SpoAmem,Throat_SpoAmem,WingTip_SpoAmem
533.49,5.60733333333,47.384,7.28813333333,37.5082666667,3.8166,6.4446,21.012,32.4378,7.46866666667
533.84,5.6284,47.4144,7.30593333333,37.5616,3.82706666667,6.46393333333,21.0451333333,32.4764666667,7.489
534.18,5.60546666667,47.4288666667,7.28873333334,37.5667333333,3.8088,6.44113333333,21.0251333333,32.4787333333,7.46933333333
534.52,5.6118,47.425,7.28686666666,37.561,3.822,6.43186666667,21.0319333333,32.4846666667,7.47446666667
534.87,5.61226666667,47.4391333333,7.28999999999,37.5855333334,3.82293333333,6.434,21.0237333333,32.5183333333,7.48173333333
535.21,5.6096,47.4696666667,7.29406666667,37.6250666667,3.83526666667,6.44286666667,21.0338666667,32.5303333333,7.48206666667
535.56,5.6034,47.4891333333,7.28760000001,37.6448,3.83553333333,6.4438,21.0151333333,32.5073333333,7.48266666667
535.90,5.61593333333,47.5270666667,7.29479999999,37.6749333334,3.8464,6.45146666667,21.0308,32.4972,7.49693333333
536.25,5.59853333333,47.5006666667,7.29533333334,37.6606666667,3.8334,6.4366,21.0038666667,32.4754666667,7.48153333333
536.59,5.57686666667,47.521,7.26953333333,37.6737333333,3.8082,6.42206666667,20.9994,32.4738666667,7.467
536.93,5.56846666667,47.4987333333,7.26200000001,37.6747333333,3.79346666667,6.42293333333,20.9825333333,32.4699333333,7.46106666667
537.28,5.56433333333,47.5523333333,7.26653333333,37.6996,3.79406666667,6.42426666667,20.9843333333,32.503,7.4624
537.62,5.5484,47.5466,7.25760000001,37.6569333333,3.78153333333,6.411,20.9694666667,32.485,7.44593333333
537.97,5.5546,47.5362666667,7.26073333333,37.6401333333,3.78486666667,6.4176,20.9905333333,32.4772666667,7.45646666667
538.31,5.5268,47.5427333333,7.22933333333,37.6298666667,3.74306666667,6.403,20.9789333333,32.4686,7.4512
538.65,5.53366666666,47.5846,7.23253333333,37.6324,3.734,6.41113333333,21.0135333334,32.4755333333,7.45553333333
539.00,5.56013333333,47.5815333333,7.25180000001,37.6175333333,3.73666666667,6.42973333333,21.0266,32.4990666667,7.475
539.34,5.5854,47.564,7.27086666667,37.5932666667,3.74993333333,6.4544,21.0543333333,32.5442,7.50993333333
539.69,5.5982,47.5609333333,7.28206666666,37.5778666667,3.7386,6.4676,21.0495333333,32.5970666667,7.51873333333
540.03,5.59553333333,47.5334,7.26193333334,37.5372666667,3.7256,6.46633333333,21.0472666667,32.5889333333,7.5234
540.37,5.58333333333,47.5031333333,7.24946666667,37.4932666667,3.71313333333,6.46013333333,21.0304,32.5768666667,7.51146666667
540.72,5.58533333333,47.5385333333,7.25566666666,37.5028,3.71813333333,6.46226666667,21.0466666667,32.5803333333,7.521
541.06,5.58613333333,47.5541333333,7.25726666666,37.52,3.71426666667,6.464,21.0556,32.6007333333,7.52339999999
541.40,5.588,47.5563333333,7.25299999999,37.5348,3.7144,6.46106666667,21.0563333333,32.6208,7.52766666667
541.75,5.603,47.5746,7.2664,37.5756666667,3.735,6.4778,21.0572666667,32.6327333333,7.54206666666
542.09,5.62646666667,47.6242,7.30313333334,37.6446666667,3.772,6.5064,21.0858,32.6881333333,7.56260000001
542.43,5.63286666667,47.6394666667,7.30073333334,37.6634,3.7776,6.49753333333,21.0734,32.7146,7.56820000001
542.78,5.63753333333,47.6979333334,7.31333333334,37.7404,3.79833333333,6.5044,21.0883333333,32.7398666667,7.58933333334
543.12,5.64866666667,47.7140666667,7.32539999999,37.7703333333,3.8246,6.5112,21.0860666667,32.7529333333,7.5936
543.46,5.66466666667,47.7594,7.34633333334,37.8368,3.86726666667,6.5358,21.1270666667,32.7850666667,7.62893333334
543.81,5.67806666667,47.8432,7.36566666667,37.9275333333,3.8966,6.53993333333,21.1522,32.8347333333,7.64306666667
544.15,5.6616,47.8412,7.3548,37.9606666667,3.8994,6.5294,21.1464666667,32.8372666667,7.64273333333
544.49,5.67113333333,47.8956,7.35286666666,38.0148,3.90653333333,6.5356,21.1715333333,32.8962,7.64813333333
544.84,5.69953333333,47.8953333334,7.37026666667,38.0120666667,3.93093333333,6.5524,21.1829333333,32.8783333333,7.65946666667
545.18,5.6948,47.9218,7.3802,38.0463333333,3.947,6.5658,21.1960666667,32.8912666667,7.67519999999
545.52,5.68846666667,47.896,7.37960000001,38.0236666667,3.9402,6.55533333333,21.2062666667,32.8727333333,7.6636
545.87,5.698,47.9284666667,7.37440000001,38.0295333333,3.93686666667,6.5686,21.2275333333,32.888,7.6708
546.21,5.70273333333,47.9754,7.38340000001,38.0818,3.95393333333,6.5894,21.265,32.9011333333,7.68619999999
546.55,5.68793333333,47.9458,7.36306666667,38.0544,3.94466666667,6.57633333333,21.2540666667,32.8809333333,7.67373333333
546.90,5.68946666667,47.9927333333,7.35173333333,38.0866,3.9304,6.58213333333,21.2593333333,32.8795333333,7.6814
547.24,5.6582,48.0614,7.32673333334,38.1194666667,3.8988,6.5358,21.2309333333,32.8718666667,7.6436
547.58,5.6646,48.059,7.32513333333,38.1042666666,3.89646666667,6.54306666667,21.2436,32.8525333333,7.64860000001
547.92,5.72826666667,48.1904,7.39273333334,38.2002,3.94413333333,6.59553333333,21.3009333333,32.903,7.72026666667
548.27,5.7408,48.2803333333,7.42199999999,38.274,3.9608,6.62566666667,21.3392,32.9387333333,7.74153333333
548.61,5.7308,48.3404666667,7.41499999999,38.2979333334,3.96326666667,6.63466666667,21.3406,32.9546666667,7.76100000001
548.95,5.76466666667,48.4015333333,7.42533333334,38.3341333333,3.96966666667,6.64653333333,21.3875333333,32.9748666667,7.78460000001
549.29,5.78266666667,48.5522,7.45639999999,38.4297333333,3.992,6.68486666667,21.4398666667,33.0354,7.83859999999
549.64,5.801,48.6268666667,7.46646666667,38.4816,4.00733333333,6.68966666667,21.4556666667,33.0381333333,7.86946666666
549.98,5.8328,48.6482666667,7.51140000001,38.4824666667,4.02453333333,6.72286666667,21.4876,33.0455333333,7.9022
550.32,5.85826666667,48.7121333333,7.52219999999,38.5072666667,4.01693333333,6.72773333333,21.5186,33.0542666667,7.91726666666
550.66,5.8598,48.7215333333,7.55626666667,38.5504,4.0252,6.7278,21.5619333333,33.0693333333,7.93126666667
551.01,5.89033333333,48.6656666667,7.5836,38.5199333333,4.038,6.75173333333,21.5972,33.0458,7.96653333334
551.35,5.87886666667,48.66,7.59053333333,38.5124,4.02313333333,6.76886666667,21.5842,33.0436,7.96219999999
551.69,5.85426666667,48.5681333333,7.56733333333,38.4483333333,4.00573333333,6.74806666667,21.5545333333,32.9871333333,7.93673333333
552.03,5.82853333333,48.4912,7.54486666667,38.3922666667,3.98726666667,6.71913333333,21.5136,32.9591333333,7.9142
552.38,5.81106666667,48.4705333333,7.5386,38.3834666667,3.96773333333,6.70106666666,21.4992666667,32.9416666667,7.89400000001
552.72,5.78913333333,48.5268,7.5282,38.4304,3.9518,6.6926,21.4811333333,32.9633333333,7.8752
553.06,5.81853333333,48.5203333334,7.54799999999,38.4307333333,3.97966666667,6.71253333334,21.4819333333,32.9795333333,7.89159999999
553.40,5.82673333333,48.5115333333,7.57899999999,38.4389333333,3.99906666667,6.73493333333,21.5021333333,32.9802,7.894
553.74,5.79426666667,48.594,7.56293333333,38.4991333333,3.98246666667,6.70953333334,21.5223333333,32.9906,7.87419999999
554.09,5.76866666667,48.6260666667,7.54460000001,38.5042,3.98173333333,6.71746666667,21.5342666667,33.0290666667,7.85413333334
554.43,5.7638,48.7492,7.54140000001,38.5380666667,3.996,6.71673333333,21.5486,33.0525333333,7.84900000001
554.77,5.7382,48.7852,7.52053333334,38.5593333333,3.9814,6.7058,21.5326666667,33.0641333333,7.82699999999
555.11,5.7502,48.8747333333,7.51713333334,38.6278,3.99646666667,6.7106,21.5364,33.0844666667,7.82873333333
555.45,5.7606,48.9609333333,7.50913333333,38.663,4.001,6.73406666667,21.5727333333,33.1178666667,7.82886666667
555.80,5.78826666667,48.9543333333,7.52700000001,38.653,4.03553333333,6.7446,21.5790666667,33.0796,7.85146666667
556.14,5.80626666667,48.966,7.54,38.6757333333,4.05466666666,6.7476,21.6038666667,33.1056,7.877
556.48,5.82533333333,48.8908,7.55246666667,38.6001333333,4.0732,6.76006666667,21.6102666667,33.0872,7.87406666666
556.82,5.80066666667,48.8550666667,7.50086666666,38.57,4.04633333333,6.72726666667,21.5833333333,33.0818,7.8518
557.16,5.75513333333,48.8176666667,7.458,38.5451333333,3.99853333333,6.66406666666,21.5558,33.0530666667,7.82353333333
557.50,5.7704,48.7531333333,7.4586,38.5054666667,4.002,6.68373333333,21.5254,33.0350666667,7.84073333333
557.85,5.82066666667,48.8332666667,7.50986666667,38.5954666667,4.0388,6.72366666667,21.5806666667,33.0868666667,7.89000000001
558.19,5.8254,48.7629333333,7.50873333333,38.5660666667,4.01313333333,6.71913333333,21.5331333333,33.087,7.88633333334
558.53,5.8428,48.811,7.53739999999,38.5876,4.0354,6.7526,21.5782,33.1196666667,7.92453333333
558.87,5.8554,48.7872666667,7.56353333333,38.5677333333,4.04826666666,6.76293333333,21.6335333333,33.172,7.96173333333
559.21,5.84826666667,48.7752666667,7.55193333333,38.5433333334,4.0312,6.73066666667,21.6320666667,33.1707333333,7.93426666666
559.55,5.8542,48.8916666667,7.584,38.6222,4.01906666666,6.7572,21.6828,33.2815333333,7.96806666667
559.89,5.87193333333,48.8742666667,7.59826666666,38.5905333333,4.02806666667,6.7826,21.6777333333,33.2555333333,7.98326666667
560.23,5.91846666666,49.0048666667,7.6554,38.6978,4.05933333333,6.8258,21.7578,33.3172666667,8.04633333333
560.58,5.91106666667,49.0848,7.67039999999,38.7144666667,4.04653333333,6.8258,21.7817333333,33.3372666667,8.03673333333
560.92,5.924,49.0756666667,7.67813333333,38.6882,4.05593333333,6.84186666667,21.7564,33.2886666667,8.04313333333
561.26,5.9336,49.0519333333,7.68506666666,38.6791333333,4.072,6.84066666667,21.7568,33.3011333333,8.05566666666
561.60,5.94406666667,49.0095333333,7.68206666666,38.6370666667,4.08506666667,6.8372,21.7330666667,33.2836666667,8.04373333334
561.94,5.94773333333,49.0700666667,7.69513333333,38.698,4.10006666667,6.88426666667,21.7932666667,33.3059333333,8.06873333333
562.28,5.9414,49.0207333333,7.66746666667,38.6799333333,4.0906,6.86693333333,21.7586666666,33.2546,8.06313333333
562.62,5.97093333333,49.0592666667,7.69526666667,38.6826666667,4.1206,6.8794,21.7622666667,33.2486666667,8.09886666666
562.96,5.99186666667,49.0855333333,7.72553333333,38.7258666667,4.16713333334,6.914,21.7761333333,33.2670666667,8.14233333334
563.30,5.98793333333,48.9884,7.69686666666,38.6916,4.15493333333,6.91086666667,21.7612666667,33.1552,8.11153333334
563.64,5.9462,49.0216,7.64459999999,38.7356,4.10173333333,6.88086666667,21.7694,33.2133333333,8.07653333333
563.99,5.87926666667,48.9195333333,7.5586,38.6721333333,4.0388,6.82133333333,21.6814,33.1601333333,8.00013333333
564.33,5.86573333333,48.8952,7.53846666667,38.6738666667,4.007,6.78926666667,21.6605333333,33.1176666667,7.98473333334
564.67,5.8748,48.9039333333,7.54553333333,38.7045333334,4.00586666667,6.8278,21.7059333333,33.1556666667,8.01846666666
565.01,5.8782,48.8804,7.54966666667,38.6681333333,3.99413333333,6.81646666667,21.7066,33.1066,8.00800000001
565.35,5.8292,48.8259333333,7.51846666667,38.6198666667,3.95293333333,6.7826,21.6536666667,33.0616666667,7.9862
565.69,5.80566666667,48.7699333333,7.5028,38.5604,3.93873333333,6.7522,21.6304666667,33.0113333333,7.96446666667
566.03,5.84593333333,48.7912,7.55513333333,38.5898,3.965,6.79353333333,21.6538666667,33.0096666667,7.9976
566.37,5.82046666667,48.7970666667,7.53140000001,38.6196666667,3.9486,6.77226666667,21.6326,33.0199333333,7.95226666667
566.71,5.81413333333,48.7719333333,7.52506666666,38.5920666667,3.93473333333,6.77386666667,21.6149333333,33.0013333333,7.95346666666
567.05,5.83153333333,48.8126666667,7.56093333332,38.5983333333,3.96713333334,6.80026666667,21.625,33.0331333333,7.99473333334
567.39,5.8736,48.8262,7.60546666667,38.6410666667,4.01946666667,6.838,21.6449333333,33.0230666667,8.04346666667
567.73,5.87393333333,48.8271333333,7.62993333334,38.6292666667,4.0378,6.8312,21.6590666667,33.0003333333,8.05786666666
568.07,5.885,48.8313333333,7.64706666667,38.6298,4.05406666667,6.85666666667,21.6797333333,33.0300666667,8.09553333334
568.41,5.86353333333,48.8017333333,7.645,38.5892666667,4.0488,6.8134,21.6518666667,32.9985333333,8.08160000001
568.75,5.86446666667,48.8725333333,7.64486666667,38.6492666666,4.06293333333,6.84166666667,21.6805333333,33.0524666667,8.1218
569.09,5.9046,48.9090666667,7.68686666667,38.6615333333,4.0846,6.87693333333,21.7439333333,33.0728666667,8.17673333334
569.43,5.91133333333,48.8591333333,7.6776,38.6526666666,4.08726666667,6.86666666667,21.7189333333,33.0537333333,8.18506666666
569.77,5.873,48.8136666667,7.62740000001,38.5876666667,4.05733333333,6.81306666667,21.6886666667,33.0544666667,8.15473333334
570.11,5.8724,48.7223333333,7.6272,38.5049333333,4.04966666667,6.84006666667,21.6789333333,33.0006,8.17773333333
570.45,5.87426666667,48.7308,7.6302,38.5188,4.03906666667,6.82093333333,21.6783333333,33.0218,8.16013333333
570.79,5.84833333333,48.7249333333,7.59213333333,38.5042666667,3.99393333333,6.77953333334,21.6541333333,33.0196666667,8.1186
571.13,5.86966666667,48.7318,7.60886666666,38.4703333333,4.01206666667,6.80253333333,21.6648666667,33.0057333333,8.13773333334
571.47,5.88126666667,48.794,7.60299999999,38.5374666667,4.01886666667,6.84646666667,21.6818666666,33.0442666667,8.15939999999
571.81,5.885,48.7837333333,7.6134,38.5434666667,4.02233333333,6.864,21.6750666667,33.0477333333,8.15293333334
572.15,5.86233333333,48.7993333333,7.58679999999,38.5501333333,3.99966666667,6.84486666667,21.6542666667,33.048,8.12619999999
572.49,5.81353333333,48.767,7.551,38.5256666667,3.95493333333,6.80053333333,21.611,32.9752666667,8.07059999999
572.83,5.8114,48.7820666667,7.55373333334,38.5396,3.96253333333,6.79793333333,21.5951333333,32.9709333333,8.05653333334
573.17,5.8418,48.8804666667,7.58046666667,38.5832666667,3.98306666667,6.81966666667,21.6292,33.0224,8.07666666666
573.51,5.8424,48.8816666667,7.58793333333,38.5767333333,3.99286666667,6.84506666667,21.6278666667,33.0046,8.09173333334
573.85,5.8406,48.9184,7.57179999999,38.6166666667,3.9776,6.82593333333,21.6423333333,33.0008,8.06773333333
574.19,5.83013333333,48.9386666667,7.55853333333,38.6397333333,3.95726666667,6.82,21.65,33.0015333333,8.07946666666
574.53,5.80553333333,48.9602,7.55026666667,38.6462666667,3.9526,6.8234,21.6516666667,32.9908666667,8.07573333333
574.87,5.80206666667,48.9456666667,7.55073333333,38.6515333333,3.958,6.82873333333,21.6434,32.9792,8.08326666667
575.21,5.8356,48.9844,7.59293333333,38.6788,3.9786,6.85273333334,21.6782,33.0188666667,8.1246
575.55,5.86226666667,49.0434,7.60353333333,38.7104666667,4.01533333333,6.8832,21.7208,33.0568,8.15440000001
575.89,5.8992,49.1478,7.63333333334,38.7876,4.04206666667,6.9254,21.7716666667,33.1024666667,8.19133333333
576.22,5.8872,49.1446,7.61006666667,38.7787333333,4.01266666667,6.91013333334,21.7720666667,33.1072666667,8.18073333333
576.56,5.85113333333,49.1566,7.57006666667,38.7847333333,3.98293333333,6.89253333333,21.7624666667,33.1142,8.16246666667
576.90,5.80486666667,49.1095333333,7.54133333333,38.7582,3.95686666667,6.8616,21.7405333333,33.0853333333,8.14266666667
577.24,5.8002,49.1599333333,7.55286666667,38.8276,3.97233333333,6.8746,21.7638,33.1266,8.15893333333
577.58,5.78693333333,49.2350666667,7.58000000001,38.8855333333,3.99226666667,6.8998,21.7826666666,33.1752,8.19626666666
577.92,5.74706666667,49.1893333333,7.55606666667,38.8460666667,3.99873333333,6.9004,21.7650666667,33.1256666667,8.18246666666
578.26,5.8102,49.2591333333,7.62020000001,38.9242,4.05753333333,6.9444,21.8319333333,33.1967333333,8.26066666668
578.60,5.79473333333,49.3491333334,7.60926666666,39.0025333333,4.02053333333,6.902,21.8568666667,33.2677333333,8.24286666667
578.94,5.7558,49.2808,7.58313333333,38.9345333333,3.98666666667,6.83373333333,21.7988666666,33.2023333333,8.17466666667
579.28,5.73593333333,49.2434666667,7.6038,38.8926,3.9784,6.81706666667,21.7790666667,33.1741333333,8.18153333333
579.61,5.7678,49.1986666667,7.60446666666,38.8622666667,3.99206666667,6.8332,21.7690666667,33.1891333333,8.20526666666
579.95,5.8736,49.306,7.71553333334,38.9657333333,4.1082,6.91633333334,21.8779333333,33.2912666667,8.30419999999
580.29,5.90853333333,49.2967333333,7.75953333333,38.9844666667,4.1434,6.9318,21.9161333333,33.2777333333,8.34946666667
580.63,5.946,49.2619333333,7.792,39.0059333333,4.20213333333,6.98686666667,21.8977333333,33.2896666667,8.40466666666
580.97,5.93833333333,49.2899333333,7.76619999999,39.0310666667,4.16566666667,6.9606,21.8972666666,33.2902,8.37206666666
581.31,5.9812,49.1819333333,7.77626666667,38.9699333333,4.2122,6.99233333333,21.8932666667,33.2324,8.4016
581.65,6.03653333333,49.2102666667,7.8594,39.006,4.27773333333,7.02853333333,21.9331333333,33.2486666667,8.45033333334
581.98,6.02246666667,49.2142666667,7.83793333334,39.0160666667,4.2574,6.99993333333,21.9461333333,33.2416,8.41899999999
582.32,6.0072,49.1642,7.81959999999,38.9342666667,4.2636,7.00893333333,21.9077333334,33.211,8.40813333333
582.66,6.04413333334,49.1583333333,7.85193333334,38.9711333333,4.3016,7.0988,21.9502,33.2222666667,8.49246666666
583.00,6.10593333333,49.2524666667,7.88480000001,39.0971333333,4.33293333333,7.14806666667,22.0193333333,33.2744666667,8.539
583.34,6.06846666667,49.2224666667,7.90153333332,39.1055333333,4.36046666667,7.1568,22.0512666667,33.2654,8.53313333333
583.68,5.96533333333,49.2301333333,7.81339999999,39.0624,4.27526666667,7.08826666667,21.9848,33.2919333333,8.45673333334
584.01,5.93346666667,49.2620666667,7.77253333334,39.0797333333,4.22193333333,7.06173333334,21.9734,33.3278666667,8.40813333333
584.35,5.93713333333,49.477,7.78720000001,39.191,4.1838,7.0456,22.0915333333,33.4704,8.39593333334
584.69,5.93073333334,49.417,7.80833333333,39.1232,4.1918,7.0574,22.0875333333,33.4574,8.41133333334
585.03,5.94886666667,49.5603333333,7.84586666667,39.2443333333,4.2052,7.0686,22.1486666667,33.5998,8.41446666666
585.37,5.9784,49.6234,7.82713333334,39.3122,4.182,7.09506666667,22.1742666667,33.6944666667,8.42539999999
585.70,5.95693333333,49.4943333333,7.78933333333,39.2008,4.15986666667,7.08366666667,22.0961333333,33.6344666667,8.40446666667
586.04,5.97066666667,49.4281333333,7.81446666667,39.2135333334,4.18,7.11193333333,22.1334,33.6333333333,8.42793333333
586.38,5.91533333333,49.4109333333,7.7676,39.1352666667,4.12513333333,7.05413333333,22.0769333333,33.5741333333,8.3634
586.72,5.8496,49.3764666667,7.72113333334,39.0796666667,4.06333333333,7.00866666667,22.0278,33.5345333333,8.33013333333
587.06,5.80526666667,49.3206666667,7.63639999999,39.0355333333,3.9782,6.9284,21.9365333333,33.4733333333,8.27466666666
587.39,5.85306666667,49.2429333333,7.64246666667,39.0146,3.99113333334,6.94133333333,21.93,33.4054666667,8.29566666666
587.73,5.89866666667,49.2801333333,7.6894,39.0490666667,4.04853333333,6.98226666667,21.9531333333,33.4382666667,8.36060000001
588.07,5.85933333333,49.1402,7.65566666667,38.9198,4.01966666666,6.94733333333,21.8565333333,33.2764,8.32573333333
588.41,5.8756,49.1730666667,7.6626,38.9485333333,4.0044,6.93513333333,21.8682666667,33.2684,8.34393333334
588.74,5.84506666667,49.1611333333,7.62473333333,38.8961333333,3.95686666667,6.89986666667,21.8411333333,33.1865333333,8.34126666667
589.08,5.82526666667,49.1520666666,7.62213333333,38.8436,3.96253333333,6.8934,21.8299333333,33.1518,8.36340000001
589.42,5.86746666667,49.2385333333,7.65253333333,38.9154,4.00146666667,6.92853333333,21.8856666667,33.1961333333,8.41886666667
589.76,5.861,49.3509333333,7.64613333332,38.9658666667,3.981,6.87646666667,21.8844666667,33.2314666667,8.41353333333
590.09,5.86346666667,49.3725333333,7.64786666667,39.0448,3.98826666667,6.86513333333,21.9112,33.3273333333,8.42926666667
590.43,5.87146666667,49.3096666667,7.62,39.0375333333,3.988,6.84653333334,21.8804666667,33.2642666667,8.4142
590.77,5.9292,49.3455333334,7.65806666668,39.0450666667,4.01946666667,6.88373333333,21.9057333333,33.2900666667,8.44240000001
591.11,5.911,49.4196,7.66566666667,39.0930666667,4.02393333333,6.88226666667,21.9204,33.319,8.43186666667
591.44,5.85746666667,49.349,7.63286666667,39.0161333333,4.00693333333,6.84466666666,21.882,33.2513333333,8.40586666667
591.78,5.88606666667,49.3241333333,7.62026666667,39.0224666667,4.01473333333,6.8678,21.8972666667,33.2914666667,8.42793333333
592.12,5.87766666667,49.3116666667,7.59600000001,39.0308,4.00213333333,6.86813333333,21.8748,33.3095333333,8.39639999999
592.46,5.896,49.2728,7.588,39.0270666667,3.9814,6.87913333333,21.8614666667,33.2857333333,8.41100000001
592.79,5.91186666666,49.2894666667,7.57746666666,39.0688,3.96966666667,6.86713333333,21.8863333333,33.2800666667,8.41540000001
593.13,5.90226666667,49.2489333333,7.58893333334,39.0552666667,3.95666666667,6.87453333333,21.8663333333,33.2428666667,8.4056
593.47,5.8938,49.2546666667,7.61766666667,39.0554,3.9578,6.91093333333,21.8887333333,33.2599333333,8.41333333333
593.80,5.9008,49.2690666667,7.62906666667,39.0267333333,3.97633333333,6.93966666667,21.9148,33.2246,8.42640000001
594.14,5.92573333333,49.3247333333,7.68693333333,39.0517333334,4.02526666667,6.96273333333,21.9814,33.2964,8.443
594.48,5.8742,49.3257333333,7.69953333333,39.0149333334,4.01733333333,6.96233333333,22.0094,33.2453333333,8.45046666667
594.81,5.93633333333,49.2672666667,7.74226666667,38.9888666667,4.057,7.0236,22.039,33.234,8.49913333333
595.15,5.99193333333,49.3118666667,7.78473333333,39.0365333333,4.07333333333,7.08273333333,22.0882,33.2761333333,8.55793333333
595.49,6.05106666667,49.3212666667,7.82399999999,39.0277333333,4.11973333333,7.1324,22.1139333333,33.3194666667,8.58646666667
595.82,6.1252,49.4002,7.87840000001,39.0771333333,4.20973333333,7.2054,22.2079333333,33.3935333333,8.67793333333
596.16,6.09326666667,49.4296,7.84073333333,39.0704,4.18013333333,7.1712,22.1897333333,33.4345333333,8.62433333333
596.50,6.108,49.4346,7.89166666666,39.1037333333,4.20846666667,7.21433333333,22.2116,33.4596666667,8.6306
596.83,6.04353333334,49.4753333334,7.84153333334,39.0886,4.16633333333,7.15966666667,22.1678666667,33.4602666667,8.58786666667
597.17,5.98206666667,49.4312,7.77313333334,39.0706666667,4.12193333334,7.114,22.1204,33.4005333333,8.53786666667
597.51,5.97893333333,49.4540666667,7.7644,39.0612,4.11133333334,7.08146666667,22.0846,33.3562666667,8.5366
597.84,5.87993333333,49.4026,7.646,38.9812666667,3.9806,6.98713333333,21.9852,33.2844666667,8.4492
598.18,5.88813333333,49.4754,7.64853333334,39.0639333333,3.94193333333,6.98446666667,21.9764666667,33.3504,8.4362
598.52,5.87173333333,49.5215333333,7.64460000001,39.0881333333,3.94686666667,6.98206666667,21.9633333333,33.4011333333,8.45033333333
598.85,5.79466666667,49.4742,7.56040000001,39.0392,3.8844,6.8934,21.8725333333,33.3155333333,8.35346666667
599.19,5.7234,49.5572666667,7.54506666667,39.1266,3.8334,6.844,21.8949333334,33.2915333333,8.327
599.53,5.6792,49.5697333333,7.5284,39.1560666667,3.77393333333,6.80726666667,21.8417333333,33.2882666667,8.2966
599.86,5.71293333333,49.5900666667,7.5976,39.2158666667,3.83573333333,6.8546,21.8786666667,33.3244666667,8.35786666666
600.20,5.62566666667,49.5622666667,7.48546666667,39.1456666667,3.74173333333,6.75473333333,21.8203333333,33.306,8.29473333334
600.53,5.72766666667,49.6365333333,7.55059999999,39.2525333333,3.8072,6.8392,21.9271333333,33.4171333333,8.38139999999
600.87,5.81813333333,49.6488666667,7.62573333334,39.2731333333,3.88906666667,6.93906666667,22.0227333333,33.4937333333,8.47746666667
601.21,5.85666666667,49.6122666666,7.65626666667,39.2870666667,3.9306,6.9944,22.0729333333,33.5800666667,8.50806666667
601.54,5.98833333333,49.6366666667,7.80286666667,39.3377333333,4.0826,7.14653333333,22.2261333333,33.6258666667,8.64520000001
601.88,6.0626,49.6649333333,7.85746666667,39.3530666667,4.1848,7.22366666667,22.2858666667,33.6839333333,8.73220000001
602.21,6.045,49.6006666667,7.80606666667,39.2956666667,4.149,7.19406666667,22.2596666667,33.5881333333,8.67913333334
602.55,6.0776,49.5334,7.822,39.2664666667,4.17633333333,7.22526666667,22.2973333333,33.5606,8.69540000001
602.88,6.10166666666,49.5345333333,7.8188,39.2555333333,4.19453333333,7.24746666667,22.2871333333,33.6028666667,8.72406666666
603.22,6.0612,49.4694,7.78593333333,39.2054666667,4.17266666667,7.215,22.2530666667,33.5319333333,8.6726
603.56,6.06766666667,49.4564,7.78466666667,39.1842666667,4.17313333333,7.2178,22.2374,33.4994666667,8.6636
603.89,6.1306,49.5168666666,7.85120000001,39.23,4.23346666667,7.27313333333,22.2833333334,33.4923333333,8.71239999999
604.23,6.12553333333,49.4794,7.84166666667,39.2115333333,4.22166666667,7.26973333333,22.2572,33.4289333333,8.71193333334
604.56,6.07913333334,49.4399333333,7.81426666667,39.1474,4.18806666667,7.22066666667,22.1782,33.3522666667,8.65300000001
604.90,6.06613333333,49.5,7.81986666667,39.1946,4.1928,7.22893333333,22.192,33.3460666667,8.63673333333
605.23,6.03186666667,49.5357333333,7.79713333334,39.2428,4.17346666667,7.18673333333,22.1610666667,33.3750666667,8.61433333333
605.57,5.95566666667,49.4897333333,7.7284,39.1859333333,4.1002,7.111,22.1156,33.2966666667,8.54359999999
605.90,5.90766666667,49.5278,7.71353333334,39.2133333333,4.05533333333,7.07053333333,22.1175333333,33.3019333333,8.54219999999
606.24,5.8998,49.6152,7.71193333333,39.2672666667,4.03413333333,7.071,22.1220666667,33.3595333333,8.55886666667
606.58,5.8616,49.5224666667,7.69466666667,39.2252,4.00226666667,7.0334,22.0734,33.2846666667,8.5338
606.91,5.844,49.4973333333,7.65626666666,39.1935333333,3.967,7.00346666667,22.0652,33.2615333333,8.53333333333
607.25,5.82513333333,49.5416,7.62233333333,39.2456666667,3.9412,6.9792,22.0928,33.3110666667,8.51253333333
607.58,5.81833333333,49.5338,7.60173333334,39.2435333333,3.91173333333,6.96453333333,22.0815333334,33.3450666667,8.49573333334
607.92,5.7826,49.4556,7.57046666667,39.1752666667,3.88286666667,6.91613333334,22.0614,33.3298,8.45246666666
608.25,5.84153333333,49.5098,7.60433333333,39.2548,3.90993333333,6.95893333333,22.1366666667,33.4353333333,8.51533333333
608.59,5.8314,49.4065333333,7.59379999999,39.1590666667,3.8738,6.91773333333,22.0822,33.4228666667,8.51946666666
608.92,5.82253333333,49.3933333334,7.57706666666,39.1271333333,3.85433333333,6.8962,22.0220666667,33.4606,8.51879999999
609.26,5.8606,49.3538,7.60299999999,39.1317333333,3.8916,6.91486666667,22.0122666666,33.4974666667,8.55520000001
609.59,5.89586666667,49.3389333333,7.66526666667,39.1663333334,3.95093333333,6.96273333333,22.0238,33.5730666667,8.60700000001
609.93,5.912,49.3900666667,7.7214,39.2148666667,3.984,6.9742,22.0587333334,33.6991333333,8.64433333334
