wavelength,Back_SicAurf,Belly_SicAurf,Breast_SicAurf,Crissum_SicAurf,Crown_SicAurf,DorTail_SicAurf,Rump_SicAurf,Throat_SicAurf,WingTip_SicAurf
541.75,17.1451111111,38.4261111111,26.7508888889,34.3343333333,15.8008888889,16.3491111111,19.6271222222,26.3086666667,14.5533333333
542.09,17.2033333334,38.4462222222,26.7565555556,34.3782222222,15.7974444444,16.3853333333,19.6186444444,26.3172222222,14.5451111111
542.43,17.3208888889,38.451,26.7594444445,34.4216666666,15.8245555555,16.4386666667,19.6169333333,26.3158888889,14.5592222222
542.78,17.4841111111,38.5064444445,26.8106666667,34.4938888889,15.9093333333,16.5558888889,19.6572,26.3388888889,14.6388888889
543.12,17.5975555556,38.5463333333,26.8155555555,34.5838888889,15.9295555556,16.6421111111,19.6755777778,26.3351111111,14.6467777778
543.46,17.7556666667,38.6187777778,26.8595555555,34.7033333334,16.014,16.7161111111,19.6943555556,26.3501111111,14.6765555555
543.81,17.9224444445,38.6905555555,26.9067777778,34.8593333333,16.0974444445,16.8271111111,19.7518555556,26.3706666667,14.7547777778
544.15,18.0847777778,38.7522222222,26.9578888889,34.972,16.1697777778,16.934,19.7827666666,26.426,14.85
544.49,18.1924444444,38.8051111111,26.9895555555,35.0365555556,16.2034444444,16.9988888889,19.7942222222,26.4218888889,14.8914444444
544.84,18.3561111111,38.9052222222,27.0626666667,35.1547777778,16.2843333333,17.1093333333,19.865,26.509,14.9997777778
545.18,18.5015555555,38.9731111111,27.1083333333,35.2766666667,16.3462222222,17.2157777778,19.9273333333,26.5352222222,15.0754444444
545.52,18.5852222222,39.0288888889,27.1275555556,35.3497777778,16.3894444444,17.2692222222,19.9816222222,26.5681111111,15.1441111111
545.87,18.688,39.0944444444,27.152,35.4237777778,16.4482222222,17.3437777778,20.0168888889,26.6068888889,15.1844444444
546.21,18.7941111111,39.1988888889,27.187,35.5374444445,16.4906666667,17.426,20.0841222222,26.6525555556,15.2666666667
546.55,18.8906666667,39.2758888889,27.2352222222,35.6721111111,16.5454444444,17.5327777778,20.1340666666,26.7303333333,15.3391111111
546.90,19.022,39.385,27.3042222222,35.7932222222,16.6317777778,17.6703333333,20.2095555556,26.767,15.4278888889
547.24,19.1635555556,39.4521111111,27.3587777778,35.8951111111,16.6986666667,17.8062222222,20.2924888889,26.8426666667,15.493
547.58,19.286,39.5275555556,27.3975555556,35.9807777778,16.7187777778,17.8795555556,20.3352333333,26.8948888889,15.5544444444
547.92,19.4508888889,39.6273333333,27.4474444444,36.1188888889,16.7911111111,17.9947777778,20.4146666667,26.9278888889,15.6196666667
548.27,19.6028888889,39.6884444445,27.4945555556,36.2671111111,16.8378888889,18.1032222222,20.4609888889,26.965,15.6701111111
548.61,19.7112222222,39.6784444445,27.4886666667,36.382,16.827,18.1746666667,20.4780333333,26.9184444444,15.6842222222
548.95,19.9441111111,39.7756666667,27.5801111111,36.5122222222,16.9185555556,18.2936666667,20.5755111111,27.0073333333,15.805
549.29,20.0647777778,39.8014444444,27.6071111111,36.5973333333,16.9574444445,18.39,20.5747555556,26.9925555555,15.8223333333
549.64,20.2,39.8622222222,27.6295555556,36.7384444445,17.0261111111,18.4945555555,20.6319111111,27.0343333333,15.9361111111
549.98,20.3222222222,39.8792222222,27.6878888889,36.8535555556,17.1013333333,18.6055555556,20.6684222222,27.1075555556,15.9945555555
550.32,20.339,39.9612222222,27.7176666667,36.9093333333,17.0672222222,18.59,20.6826888889,27.1088888889,15.9812222222
550.66,20.3744444445,40.0752222222,27.794,37.0101111111,17.0904444445,18.5824444444,20.7026,27.1968888889,16.0231111111
551.01,20.4315555556,40.2192222222,27.8894444444,37.1274444444,17.1235555556,18.6391111111,20.7633666667,27.2888888889,16.0952222222
551.35,20.5225555556,40.2998888889,27.9731111111,37.2471111111,17.2453333333,18.7394444444,20.8387111111,27.4005555555,16.1214444444
551.69,20.5536666667,40.3321111111,28.0135555556,37.3144444445,17.238,18.7835555555,20.8366666667,27.4222222222,16.1487777778
552.03,20.5727777778,40.3832222222,28.0911111111,37.3593333333,17.2661111111,18.803,20.8694222222,27.4596666667,16.1761111111
552.38,20.6286666667,40.501,28.1638888889,37.4211111111,17.3027777778,18.8465555556,20.9094222222,27.528,16.2216666667
552.72,20.558,40.4653333333,28.1447777778,37.4034444444,17.2968888889,18.8396666667,20.8677666667,27.5476666667,16.154
553.06,20.6354444444,40.5427777778,28.2226666667,37.4765555556,17.3598888889,18.9246666667,20.9467444444,27.6484444445,16.2518888889
553.40,20.6678888889,40.6171111111,28.3098888889,37.499,17.3454444444,18.988,20.9585222222,27.6816666667,16.2577777778
553.74,20.66,40.6327777778,28.3238888889,37.4594444444,17.3143333333,18.9587777778,20.9583222222,27.6783333333,16.2255555556
554.09,20.8045555555,40.701,28.4027777778,37.5276666667,17.459,19.0887777778,21.0566333333,27.7685555556,16.3463333333
554.43,20.8341111111,40.6675555556,28.35,37.5315555556,17.442,19.0915555556,21.0116555556,27.7058888889,16.3336666667
554.77,20.8593333333,40.6384444444,28.3388888889,37.5576666667,17.4317777778,19.0987777778,20.9836555555,27.6573333333,16.3135555556
555.11,20.8505555555,40.6596666667,28.3355555555,37.5828888889,17.381,19.0758888889,20.9414333333,27.6302222222,16.3126666667
555.45,20.7888888889,40.586,28.2396666667,37.4984444444,17.3106666667,18.9787777778,20.8838888889,27.5533333333,16.217
555.80,20.8658888889,40.6573333333,28.2455555556,37.5717777778,17.3516666666,19.0445555556,20.9086444444,27.609,16.2778888889
556.14,20.9307777778,40.7311111111,28.2988888889,37.6376666667,17.4625555556,19.1202222222,20.9447222222,27.6547777778,16.3392222222
556.48,20.9995555555,40.8412222222,28.3762222222,37.7658888889,17.498,19.1705555555,21.0057555556,27.7186666667,16.4046666667
556.82,21.0194444445,40.8948888889,28.4316666667,37.8658888889,17.5225555556,19.192,21.0140666667,27.7346666667,16.4143333333
557.16,21.0652222222,40.9697777778,28.4225555556,37.9556666667,17.6097777778,19.2292222222,21.0953666667,27.7935555556,16.4353333333
557.50,21.1398888889,41.1163333333,28.4875555556,38.0626666667,17.7143333334,19.3033333333,21.1483777778,27.8562222222,16.4663333333
557.85,21.091,41.0584444444,28.4445555555,38.0346666667,17.6153333334,19.2292222222,21.0934111111,27.8343333333,16.3847777778
558.19,21.1635555556,41.1575555556,28.5105555556,38.0926666666,17.6666666667,19.2893333333,21.1919777778,27.9275555555,16.3964444444
558.53,21.2428888889,41.298,28.5934444444,38.216,17.7768888889,19.3711111111,21.2697333333,28.0267777778,16.4695555556
558.87,21.2585555555,41.3204444444,28.599,38.2275555556,17.8133333333,19.3987777778,21.2662666666,28.0422222222,16.4538888889
559.21,21.3947777778,41.4687777778,28.7812222222,38.3598888889,17.9231111111,19.5122222222,21.3989444444,28.1977777778,16.5915555556
559.55,21.3902222222,41.4785555556,28.7996666666,38.3484444445,17.9535555556,19.5391111111,21.4523222222,28.26,16.576
559.89,21.3187777778,41.423,28.7611111111,38.3222222222,17.8712222222,19.467,21.4129888889,28.2423333333,16.5026666667
560.23,21.3742222222,41.4524444444,28.8164444444,38.3603333333,17.958,19.5598888889,21.4857222222,28.2573333333,16.5678888889
560.58,21.4427777778,41.5221111111,28.8748888889,38.365,18.0133333333,19.6222222222,21.5373,28.3015555555,16.6137777778
560.92,21.4363333333,41.4843333334,28.8823333333,38.3466666667,17.9692222222,19.6115555555,21.5054444445,28.2828888889,16.5981111111
561.26,21.482,41.4974444444,28.9164444444,38.3591111111,17.9851111111,19.6735555555,21.5601666666,28.3086666667,16.6678888889
561.60,21.5723333333,41.6253333333,29.0425555556,38.4596666667,18.0696666667,19.7707777778,21.6097,28.3903333333,16.7308888889
561.94,21.5965555556,41.6601111111,29.1072222222,38.521,18.1464444444,19.8437777778,21.6237333333,28.4507777778,16.8164444444
562.28,21.5514444444,41.6334444444,29.1073333333,38.4446666667,18.0983333333,19.8162222222,21.5978111111,28.4211111111,16.7823333333
562.62,21.5793333334,41.7005555555,29.1773333333,38.4752222222,18.1258888889,19.8438888889,21.6542555556,28.4938888889,16.8677777778
562.96,21.5382222222,41.7693333333,29.2067777778,38.4867777778,18.1872222222,19.8387777778,21.6706222222,28.5287777778,16.8753333333
563.30,21.4631111111,41.8094444444,29.221,38.4523333333,18.1504444444,19.8188888889,21.6234555555,28.5284444444,16.902
563.64,21.4715555555,41.876,29.2788888889,38.4433333333,18.2017777778,19.857,21.6916333333,28.6045555555,16.936
563.99,21.3872222222,41.9288888889,29.3223333333,38.415,18.2035555556,19.8125555556,21.6644111111,28.6524444444,16.923
564.33,21.2055555555,41.8768888889,29.2226666667,38.3125555555,18.0992222222,19.6713333333,21.6016666667,28.5983333333,16.8193333333
564.67,21.1825555556,41.9964444444,29.338,38.361,18.1402222222,19.6357777778,21.6570444445,28.6665555556,16.8342222222
565.01,21.0837777778,41.998,29.3766666667,38.3545555555,18.132,19.5597777778,21.6460666667,28.701,16.8261111111
565.35,20.993,41.9843333333,29.3314444445,38.3322222222,18.0757777778,19.453,21.613,28.6504444444,16.7924444445
565.69,20.953,42.0142222222,29.3498888889,38.3078888889,18.0852222222,19.4526666667,21.6322111111,28.6532222222,16.7361111111
566.03,20.9687777778,42.0596666667,29.4001111111,38.3521111111,18.1173333333,19.4533333333,21.6505333333,28.705,16.7621111111
566.37,20.9012222222,42.0705555556,29.3668888889,38.2723333333,18.096,19.4096666667,21.6197555556,28.6437777778,16.7324444445
566.71,20.9174444445,42.1377777778,29.4294444445,38.3406666667,18.096,19.4658888889,21.6572,28.6597777778,16.7544444444
567.05,20.9848888889,42.2447777778,29.5188888889,38.4342222222,18.1416666667,19.4694444445,21.7154666667,28.6873333333,16.7397777778
567.39,21.0111111111,42.3317777778,29.5858888889,38.5244444445,18.1794444444,19.5091111111,21.7523444445,28.7524444445,16.7624444445
567.73,21.0136666667,42.3522222222,29.5464444444,38.5294444445,18.0825555555,19.4353333333,21.7280444444,28.7108888889,16.6896666667
568.07,21.0873333334,42.4328888889,29.5835555556,38.6153333333,18.1295555555,19.5054444445,21.7743666667,28.7682222222,16.7456666667
568.41,21.1198888889,42.4308888889,29.5738888889,38.5866666667,18.1502222222,19.5086666667,21.7720555556,28.7592222222,16.7637777778
568.75,21.0346666667,42.3642222222,29.4591111111,38.5421111111,18.0433333333,19.441,21.7025777778,28.6845555556,16.6673333333
569.09,21.0303333334,42.4005555556,29.4886666667,38.5646666667,18.0996666667,19.4737777778,21.7364888889,28.7198888889,16.677
569.43,20.9673333333,42.4225555556,29.4491111111,38.5445555555,18.066,19.4086666667,21.7192,28.7073333334,16.6553333333
569.77,20.9144444444,42.4957777778,29.4523333333,38.568,18.0748888889,19.395,21.7494222222,28.7243333333,16.6457777778
570.11,20.9352222222,42.5722222222,29.5384444444,38.6768888889,18.1111111111,19.4562222222,21.8485111111,28.8221111111,16.6936666667
570.45,20.8678888889,42.5564444444,29.5074444445,38.6231111111,18.0525555556,19.3691111111,21.8045,28.8291111111,16.6247777778
570.79,20.8511111111,42.5721111111,29.5024444445,38.6065555556,18.0864444444,19.3756666667,21.8348111111,28.8523333333,16.6536666667
571.13,20.8221111111,42.5631111111,29.4916666667,38.592,18.0658888889,19.3541111111,21.7961222222,28.8324444444,16.6551111111
571.47,20.817,42.568,29.5337777778,38.5845555556,18.1202222222,19.4146666667,21.8303333333,28.8533333333,16.7071111111
571.81,20.7797777778,42.6014444445,29.5357777778,38.5594444445,18.1104444444,19.4055555555,21.7974111111,28.8372222222,16.6504444445
572.15,20.7546666667,42.6486666667,29.5162222222,38.5893333333,18.1066666667,19.4298888889,21.8102222222,28.8384444444,16.6392222222
572.49,20.8215555555,42.8013333333,29.5968888889,38.6777777778,18.1974444444,19.4667777778,21.8678,28.911,16.688
572.83,20.7955555556,42.7795555556,29.579,38.628,18.1453333333,19.4484444444,21.8541111111,28.8674444444,16.672
573.17,20.8917777778,42.892,29.6801111111,38.7257777778,18.1966666667,19.4934444445,21.9216888889,28.9381111111,16.7314444444
573.51,20.912,42.9396666667,29.7208888889,38.7242222222,18.1864444444,19.5122222222,21.8905444444,28.947,16.7343333333
573.85,20.9717777778,43.0114444444,29.7271111111,38.7312222222,18.2234444444,19.503,21.8842555556,28.99,16.7031111111
574.19,21.0287777778,43.0345555556,29.7278888889,38.7654444445,18.3033333333,19.5592222222,21.9097222222,28.9931111111,16.743
574.53,21.0327777778,43.0234444444,29.7077777778,38.7734444445,18.2958888889,19.5555555556,21.8663444444,28.961,16.7373333333
574.87,21.1242222222,43.0835555555,29.7486666667,38.8628888889,18.3668888889,19.6101111111,21.9118555555,28.9964444444,16.7694444445
575.21,21.1975555555,43.1182222222,29.7565555556,38.9373333333,18.4117777778,19.6365555555,21.9204333333,29.0231111111,16.7898888889
575.55,21.3204444444,43.1044444444,29.8151111111,39.0178888889,18.4644444444,19.6915555556,21.9318111111,29.0345555556,16.8786666667
575.89,21.4357777778,43.1146666667,29.8798888889,39.112,18.4681111111,19.7411111111,21.9466222222,29.0806666667,16.9482222222
576.22,21.5868888889,43.0795555555,29.9075555555,39.1691111111,18.5277777778,19.8733333333,21.9595666667,29.106,17.0106666667
576.56,21.748,43.1334444444,29.8983333333,39.2745555555,18.5993333334,19.9658888889,21.9494666667,29.1397777778,17.0032222222
576.90,21.8855555556,43.1055555556,29.8867777778,39.3193333334,18.6278888889,20.0796666667,21.9321333333,29.1284444444,17.0541111111
577.24,22.029,43.0196666667,29.8437777778,39.3642222222,18.6767777778,20.1687777778,21.9463555556,29.0715555555,17.0853333333
577.58,22.2402222222,43.0195555556,29.8653333333,39.4978888889,18.7536666666,20.3168888889,21.9907444444,29.0933333333,17.239
577.92,22.4233333333,43.0365555556,29.8508888889,39.6207777778,18.7936666667,20.3866666667,21.9925777778,29.0947777778,17.2761111111
578.26,22.6686666667,43.1444444444,29.9195555556,39.8094444445,18.9044444444,20.6008888889,22.0672777778,29.1913333333,17.4022222222
578.60,22.8703333333,43.2018888889,29.9148888889,39.8993333333,18.9403333333,20.7343333333,22.0894555555,29.2244444444,17.473
578.94,23.1461111111,43.3683333333,29.9755555555,40.0808888889,19.0534444444,20.9286666667,22.1974888889,29.3026666667,17.567
579.28,23.3651111111,43.5221111111,30.0233333333,40.2552222222,19.1511111111,21.0491111111,22.2966888889,29.3754444444,17.62
579.61,23.5454444444,43.5922222222,30.0278888889,40.4018888889,19.2412222222,21.1705555555,22.3328222222,29.4204444445,17.6188888889
579.95,23.8008888889,43.6994444444,30.085,40.569,19.3427777778,21.325,22.4710888889,29.5047777778,17.7832222222
580.29,23.9915555556,43.845,30.1576666667,40.7603333333,19.4704444444,21.4424444445,22.5595555556,29.5723333333,17.8882222222
580.63,24.1426666667,43.8826666667,30.1188888889,40.8976666667,19.4854444444,21.498,22.5799444444,29.6098888889,17.8944444444
580.97,24.3696666666,44.0076666666,30.1622222222,41.0936666667,19.574,21.6377777778,22.6721555555,29.7644444444,17.9898888889
581.31,24.3974444445,43.9971111111,30.0833333333,41.1066666667,19.5528888889,21.6676666667,22.5971333333,29.6788888889,17.9112222222
581.65,24.4987777778,44.0717777778,30.163,41.1833333333,19.6227777778,21.821,22.6835333333,29.7133333333,17.9905555556
581.98,24.5553333333,44.0273333333,30.1437777778,41.2036666667,19.6465555555,21.8116666667,22.7194666667,29.659,18.0062222222
582.32,24.6791111111,44.0525555555,30.213,41.3207777778,19.7355555556,21.8943333333,22.7438888889,29.6676666667,18.0417777778
582.66,24.6443333333,43.8986666666,30.1528888889,41.264,19.689,21.8136666667,22.6373111111,29.5507777778,18.0111111111
583.00,24.6784444444,43.8604444445,30.1613333333,41.2378888889,19.6865555556,21.8567777778,22.6191666667,29.5283333333,17.9798888889
583.34,24.7203333333,43.8786666667,30.1955555556,41.2326666667,19.7393333333,21.8891111111,22.6290777778,29.464,18.057
583.68,24.6174444444,43.8267777778,30.0636666667,41.1175555556,19.5872222222,21.7974444444,22.4122666667,29.2731111111,17.886
584.01,24.6948888889,43.8352222222,30.1122222222,41.1568888889,19.5774444444,21.8886666667,22.4371333333,29.3022222222,17.9412222222
584.35,24.7685555556,43.8705555556,30.1985555555,41.1728888889,19.6657777778,21.9471111111,22.4616222222,29.2758888889,18.0003333333
584.69,24.8165555556,43.8685555556,30.1725555556,41.2201111111,19.6581111111,21.9176666667,22.4338555556,29.2328888889,17.9998888889
585.03,24.9345555556,43.9538888889,30.273,41.3572222222,19.7102222222,22.0175555556,22.5230555556,29.3201111111,18.1038888889
585.37,24.9952222222,43.9478888889,30.2444444444,41.3985555556,19.6676666667,22.0477777778,22.4445,29.2602222222,18.1148888889
585.70,25.1781111111,44.0878888889,30.3712222222,41.542,19.6992222222,22.1967777778,22.5540111111,29.3877777778,18.2487777778
586.04,25.1223333333,44.1028888889,30.3353333333,41.4606666667,19.6283333333,22.1705555556,22.5564777778,29.3337777778,18.2304444445
586.38,25.13,44.2304444444,30.3606666667,41.5032222222,19.6852222222,22.252,22.6439,29.4297777778,18.2827777778
586.72,25.095,44.2452222222,30.3257777778,41.5076666667,19.6283333333,22.1653333334,22.6280888889,29.4144444444,18.3324444445
587.06,25.0262222222,44.2771111111,30.3602222222,41.5008888889,19.5945555556,22.1262222222,22.6319777778,29.4658888889,18.2866666666
587.39,25.0442222222,44.3723333333,30.5625555555,41.6108888889,19.7305555556,22.1926666667,22.7981444444,29.6221111111,18.3726666667
587.73,24.9556666667,44.3683333333,30.5728888889,41.5665555555,19.7353333333,22.1971111111,22.8446,29.6434444444,18.3492222222
588.07,24.8231111111,44.3955555555,30.5277777778,41.4898888889,19.6496666667,22.0862222222,22.8146111111,29.6505555556,18.3268888889
588.41,24.7016666666,44.3785555556,30.5703333333,41.3635555556,19.631,22.0453333333,22.7688666667,29.5937777778,18.328
588.74,24.516,44.3584444444,30.4915555556,41.21,19.5355555556,21.899,22.7133555556,29.4872222222,18.2393333333
589.08,24.358,44.364,30.4368888889,41.0984444444,19.4682222222,21.8101111111,22.7184333333,29.4786666667,18.1598888889
589.42,24.2646666667,44.3466666667,30.4016666667,41.0411111111,19.4672222222,21.7258888889,22.6728444445,29.4606666667,18.0602222222
589.76,24.23,44.3585555556,30.3637777778,41.0377777778,19.4383333333,21.6484444444,22.6529,29.4651111111,18.0618888889
590.09,24.2623333333,44.3414444444,30.3635555556,40.9665555556,19.4161111111,21.5791111111,22.6245888889,29.3913333333,18.0724444444
590.43,24.3328888889,44.4358888889,30.4576666667,41.078,19.467,21.6982222222,22.6949111111,29.4588888889,18.1285555556
590.77,24.3428888889,44.3613333333,30.3847777778,41.0192222222,19.4665555555,21.7302222222,22.7045222222,29.4145555556,18.1798888889
591.11,24.3273333333,44.387,30.2735555556,40.9823333333,19.3887777778,21.6837777778,22.6079333333,29.321,18.1686666667
591.44,24.3774444444,44.4426666667,30.3011111111,41.0203333333,19.4605555555,21.7087777778,22.6205444445,29.3606666667,18.2348888889
591.78,24.4275555555,44.4926666667,30.3587777778,41.0405555555,19.5347777778,21.8601111111,22.6979444445,29.413,18.3303333333
592.12,24.4445555556,44.53,30.3695555555,41.0287777778,19.5435555556,21.8722222222,22.75,29.4095555556,18.2761111111
592.46,24.4617777778,44.5567777778,30.4356666667,41.0817777778,19.5797777778,21.911,22.7398111111,29.4587777778,18.2678888889
592.79,24.5797777778,44.686,30.5996666667,41.241,19.7224444445,22.0407777778,22.9178,29.6,18.3566666666
593.13,24.4122222222,44.5948888889,30.5491111111,41.0747777778,19.5866666667,21.9643333333,22.7948222222,29.4643333333,18.2627777778
593.47,24.3481111111,44.6231111111,30.5973333333,41.0525555556,19.5756666667,21.9525555555,22.8615777778,29.4765555556,18.3213333333
593.80,24.2871111111,44.7386666667,30.7202222222,41.1637777778,19.6177777778,22.0397777778,22.9569111111,29.6131111111,18.376
594.14,24.1454444444,44.7074444444,30.7155555555,41.0807777778,19.5772222222,21.9221111111,22.9456555556,29.6094444444,18.3137777778
594.48,24.0336666667,44.7334444444,30.75,41.0503333333,19.5545555556,21.8513333333,22.9668333334,29.6594444445,18.2794444444
594.81,23.8553333333,44.7211111111,30.7341111111,40.9324444445,19.4968888889,21.8022222222,22.9977666667,29.706,18.231
595.15,23.7334444444,44.7275555556,30.7608888889,40.8448888889,19.417,21.7146666667,23.0004555555,29.6464444445,18.225
595.49,23.6394444444,44.7168888889,30.7867777778,40.8105555556,19.4175555556,21.6188888889,23.0263444444,29.6704444444,18.1691111111
595.82,23.479,44.7195555555,30.7547777778,40.7584444444,19.3678888889,21.5248888889,23.0037,29.6775555556,18.194
596.16,23.5123333334,44.7105555556,30.8052222222,40.7634444445,19.4393333333,21.5574444444,23.0688,29.7177777778,18.2541111111
596.50,23.4603333333,44.7073333333,30.8063333333,40.7237777778,19.4295555555,21.5108888889,23.0277555555,29.7552222222,18.293
596.83,23.5256666667,44.7727777778,30.8275555555,40.7878888889,19.4806666667,21.5372222222,23.1136111111,29.8258888889,18.3467777778
597.17,23.4857777778,44.7298888889,30.8292222222,40.7704444444,19.481,21.551,23.0697555555,29.7833333333,18.2688888889
597.51,23.5794444444,44.7582222222,30.8556666667,40.8292222222,19.5398888889,21.586,23.0961,29.805,18.2958888889
597.84,23.6214444444,44.8342222222,30.8982222222,40.886,19.5797777778,21.6744444445,23.1454777778,29.8344444445,18.3318888889
598.18,23.7121111111,44.9313333333,30.9395555555,40.9695555555,19.6301111111,21.7407777778,23.1669,29.8298888889,18.3534444444
598.52,23.9897777778,45.0664444444,31.0755555556,41.1782222222,19.8093333333,21.8713333333,23.2993555556,29.8983333333,18.5292222222
598.85,24.1636666667,45.1266666667,31.1171111111,41.3122222222,19.8801111111,21.9822222222,23.3674,30.0023333333,18.6072222222
599.19,24.2671111111,45.126,31.1264444444,41.3852222222,19.9054444444,22.0453333334,23.3413333333,29.966,18.6228888889
599.53,24.4842222222,45.1798888889,31.1877777778,41.4981111111,20.0154444445,22.2002222222,23.4078777778,30.024,18.7225555556
599.86,24.4971111111,45.2338888889,31.1631111111,41.4615555556,19.9638888889,22.2023333333,23.3946777778,30.0073333333,18.7333333333
600.20,24.5306666667,45.2228888889,31.1538888889,41.4858888889,19.8911111111,22.2265555556,23.3382666667,29.9574444444,18.7242222222
600.53,24.5414444445,45.2674444445,31.1932222222,41.5784444444,19.9423333333,22.2861111111,23.3402555556,30.0063333333,18.7721111111
600.87,24.6291111111,45.4414444444,31.3314444444,41.6698888889,20.0405555556,22.381,23.4648555556,30.1965555556,18.9082222222
601.21,24.4858888889,45.475,31.3422222222,41.6218888889,19.9821111111,22.3174444445,23.4735555556,30.1525555556,18.8841111111
601.54,24.3326666667,45.3881111111,31.2398888889,41.4617777778,19.9476666667,22.2068888889,23.3797333333,30.0525555555,18.8228888889
601.88,24.2817777778,45.4646666667,31.3211111111,41.4354444444,19.9981111111,22.2096666666,23.437,30.0873333333,18.8294444444
602.21,24.1244444444,45.472,31.3922222222,41.3603333333,20.0315555556,22.1955555555,23.4726444444,30.1578888889,18.7791111111
602.55,23.9376666667,45.4818888889,31.4328888889,41.2447777778,20.0308888889,22.1168888889,23.4357666667,30.1086666667,18.7276666667
602.88,23.7291111111,45.4872222222,31.4237777778,41.1586666667,19.9134444445,21.9766666667,23.4009,30.0812222222,18.623
603.22,23.6542222222,45.4928888889,31.5001111111,41.1574444444,19.9574444444,21.9495555556,23.4777666667,30.1158888889,18.6078888889
603.56,23.5542222222,45.4826666667,31.474,41.1525555556,19.9505555556,21.8747777778,23.493,30.1385555555,18.5507777778
603.89,23.3862222222,45.4823333333,31.4587777778,41.0385555556,19.9188888889,21.7941111111,23.5078,30.1504444445,18.4743333333
604.23,23.3785555556,45.5108888889,31.4998888889,40.975,19.955,21.7906666667,23.5534444444,30.2092222222,18.4785555555
604.56,23.3865555556,45.544,31.5347777778,41.0463333333,19.9833333333,21.7755555556,23.5884888889,30.2291111111,18.4807777778
604.90,23.445,45.5062222222,31.5168888889,41.0266666667,20.0401111111,21.7943333333,23.6018888889,30.2502222222,18.5005555556
605.23,23.6235555556,45.6273333333,31.6295555556,41.1846666666,20.1583333333,21.9594444444,23.7177444444,30.421,18.648
605.57,23.6222222222,45.6042222222,31.5982222222,41.2261111111,20.1233333333,21.9771111111,23.6572,30.4104444444,18.6758888889
605.90,23.5888888889,45.5213333333,31.5308888889,41.2148888889,20.04,21.9271111111,23.5922111111,30.3776666667,18.6143333334
606.24,23.6407777778,45.4521111111,31.4438888889,41.2247777778,19.9791111111,21.9374444445,23.5393111111,30.3892222222,18.6122222222
606.58,23.7651111111,45.4991111111,31.4923333333,41.2813333333,20.103,22.0275555556,23.5673111111,30.4477777778,18.7326666667
606.91,23.7745555556,45.5693333333,31.4741111111,41.3111111111,20.0602222222,22.025,23.5569888889,30.4934444445,18.7047777778
607.25,23.875,45.651,31.5227777778,41.362,20.0805555556,22.1366666666,23.5923,30.5308888889,18.7831111111
607.58,24.0527777778,45.6603333333,31.5612222222,41.4927777778,20.2023333333,22.2052222222,23.6289444444,30.5183333333,18.9093333333
607.92,23.9974444445,45.6025555555,31.4661111111,41.4565555555,20.1344444444,22.1834444444,23.5558,30.3842222222,18.8936666667
608.25,24.0933333333,45.5675555556,31.4706666667,41.4303333333,20.1497777778,22.2584444445,23.5341111111,30.3608888889,18.898
608.59,24.2973333333,45.5867777778,31.5067777778,41.5008888889,20.1676666667,22.3421111111,23.5472555556,30.3837777778,18.9846666667
608.92,24.3916666667,45.5167777778,31.501,41.5098888889,20.1795555555,22.4095555556,23.5409444444,30.3256666667,18.978
609.26,24.6571111111,45.6083333333,31.5842222222,41.6536666666,20.2892222222,22.5702222222,23.6404333333,30.4242222222,19.0635555556
609.59,24.9637777778,45.7093333333,31.6315555556,41.8188888889,20.3952222222,22.7454444445,23.7147555556,30.4495555556,19.1721111111
609.93,25.2501111111,45.8356666667,31.7141111111,42.0408888889,20.5197777778,22.8998888889,23.8143111111,30.4688888889,19.2492222222
610.26,25.515,45.8955555556,31.7083333333,42.1996666666,20.5814444444,23.053,23.8895333333,30.493,19.3007777778
610.60,25.8388888889,46.0415555556,31.7885555556,42.3831111111,20.755,23.3253333333,23.9754444444,30.6245555556,19.475
610.93,26.1718888889,46.134,31.9007777778,42.6375555556,20.9513333334,23.5632222222,24.0698555556,30.7277777778,19.6143333333
611.27,26.5831111111,46.3525555556,32.0477777778,42.8847777778,21.191,23.8741111111,24.2515444445,30.8703333333,19.8555555556
611.60,26.9901111111,46.5461111111,32.1886666667,43.1711111111,21.3993333333,24.1228888889,24.4672888889,31.0546666667,19.9947777778
611.93,27.1478888889,46.5142222222,32.0618888889,43.245,21.4538888889,24.2032222222,24.4486444444,31.0161111111,20.0163333333
612.27,27.2662222222,46.5687777778,32.0421111111,43.3244444444,21.52,24.3131111111,24.4739333333,31.0313333333,20.0204444444
612.60,27.4385555556,46.6977777778,32.0873333333,43.4687777778,21.6555555555,24.3786666667,24.5682,31.1433333333,20.1391111111
612.94,27.4928888889,46.697,32.0656666667,43.5142222222,21.6966666666,24.4652222222,24.6356888889,31.2123333333,20.2354444445
613.27,27.4571111111,46.7182222222,32.0863333333,43.4927777778,21.7372222222,24.526,24.6456222222,31.2261111111,20.317
613.61,27.4788888889,46.7524444444,32.0935555556,43.5305555555,21.8516666667,24.611,24.7154777778,31.2798888889,20.4002222222
613.94,27.5496666667,46.7154444444,32.1016666667,43.4871111111,21.8867777778,24.6895555556,24.7653888889,31.3425555556,20.4536666666
614.28,27.4733333333,46.633,32.0184444444,43.4646666667,21.8383333333,24.6447777778,24.7073444445,31.1666666667,20.3776666667
614.61,27.3785555556,46.5738888889,31.9824444445,43.4004444444,21.7756666667,24.4914444444,24.6518888889,31.0983333333,20.2871111111
614.94,27.2553333333,46.4615555556,31.901,43.2893333333,21.665,24.3651111111,24.5647666667,31.0564444445,20.0875555555
