wavelength,Back_SicAurf,Belly_SicAurf,Breast_SicAurf,Crissum_SicAurf,Crown_SicAurf,DorTail_SicAurf,Rump_SicAurf,Throat_SicAurf,WingTip_SicAurf
189.05,60.7407777778,98.7654444445,59.9998888889,54.0741111111,66.4197777778,72.0987777778,103.926,91.8517777777,78.0247777777
189.43,42.3774444444,71.0595555556,31.266,31.5244444444,66.925,56.3307777779,80.7495000001,81.395111111,60.4651111112
189.81,42.8571111111,91.1110000001,31.7461111111,40.3173333332,76.1904444445,62.2222222223,79.2696666668,91.1112222221,75.5557777778
190.19,47.4536666667,76.8518888888,41.6666666667,34.2592222222,70.6018888889,56.9445555555,67.0603,75.2315555556,73.8426666665
190.57,48.6337777778,71.4025555556,57.9234444443,38.9798888889,59.1984444445,55.3734444446,64.9909333333,62.2948888889,63.0236666667
190.95,43.4341111111,75.3536666667,61.818111111,32.3231111111,64.2423333333,70.505111111,73.5755777779,66.2624444444,76.1614444444
191.33,34.8926666667,80.8967777777,59.4542222222,40.9356666667,66.8615555556,72.5144444443,69.961011111,68.6158888889,81.0915555557
191.71,44.2177777778,95.4646666666,62.811888889,56.2357777778,82.0862222222,78.2313333335,72.3354888888,68.9342222222,95.2382222222
192.09,30.7187777778,125.816888889,62.4183333334,44.7711111111,81.3724444445,77.7777777778,77.5164666668,67.3203333334,108.169888889
192.47,17.647,110.457666667,38.8888888889,34.3137777778,57.5163333333,42.157,62.6471555557,53.2678888889,82.026111111
192.85,30.787,88.6574444446,45.3703333333,46.9907777778,58.5648888889,44.9073333335,71.7130777777,59.490888889,63.8888888889
193.23,37.3015555554,83.7302222222,49.0078888889,54.1666666666,58.3333333333,51.9841111111,68.7897000001,63.2934444443,65.4763333332
193.61,38.1226666667,79.8848888889,51.5324444444,56.705,43.2951111111,45.7854444444,70.0765666667,65.7087777779,70.114888889
193.99,33.3334444445,63.5965555556,40.7893333333,45.3214444445,33.4796666666,38.7426666667,58.5525111111,46.6372222222,57.3098888889
194.37,40.4513333333,79.5138888889,56.4235555556,58.3333333333,36.111,59.7223333333,72.0485000001,59.7222222223,67.5347777778
194.75,34.2404444444,80.272,51.7006666667,52.6076666667,18.1406666667,51.2473333333,81.3381000001,61.2244444443,69.8411111111
195.13,67.3757777778,100.000111111,68.0851111112,77.5414444444,28.6052222222,59.338,95.9338666668,77.3047777778,79.4327777778
195.51,72.4999999999,121.111111111,90.2777777779,83.0555555556,40.5555555555,67.7777777779,125.361111111,103.888888889,99.1666666667
195.89,67.7083333333,141.666666667,110.763888889,86.4583333336,32.9861111111,67.0138888888,133.263888889,110.069444444,107.291666667
196.27,70.707,113.636444444,93.4342222221,92.4243333336,39.1413333333,65.6564444444,109.469766667,102.525444445,88.1313333333
196.65,97.8394444446,130.864333333,105.864333333,129.012444444,58.9506666667,96.6051111111,140.000077778,128.395111111,115.123333333
197.03,95.0980000001,153.921666667,97.385777778,116.993444444,49.9997777778,79.0849999999,122.908488889,123.529444444,103.594666667
197.40,96.0000000001,184.0,99.111111111,116.444444444,31.5555555554,65.3333333333,126.622222222,124.444444444,112.888888889
197.78,130.808222222,222.727333333,119.191666667,165.656666667,43.4344444444,107.070777778,152.575722222,126.262777778,114.141222222
198.16,206.060444444,390.909111111,218.181777778,305.050444444,131.313222222,177.777777778,311.7171,271.717111111,223.232333333
198.54,122.222222222,228.333333333,123.333333333,176.666666667,67.7777777777,81.111111111,187.5,161.666666667,123.333333333
198.92,394.444444444,788.888888889,300.000111111,564.814666667,337.037,320.370444445,551.666666667,498.148222222,359.259222222
199.30,-58.3333333333,-775.0,-55.5555555553,-411.111111111,-50.0,5.55555555557,-394.722222221,-308.333333333,-122.222222222
199.68,-30.5555555558,-311.111111111,52.7777777777,-184.722222222,119.444444444,59.7222222223,-79.0277777777,24.9999999999,68.0555555554
200.06,58.4796666667,134.502777778,-21.6373333333,97.0758888889,-33.918,-0.584888888778,96.7251444443,-0.584777777667,22.8071111111
200.44,66.6666666667,119.658222222,-87.1794444443,52.1368888889,-96.5810000002,-37.606777778,86.0683222223,-117.948888889,1.70944444443
200.82,37.3333333333,71.1111111109,-22.6666666666,33.7777777778,-61.7777777778,-29.3333333334,23.3777777778,-50.6666666667,20.4444444445
201.19,16.0494444446,37.0368888887,-139.506222222,13.5803333335,-288.888777778,-182.716,-40.2469666667,-282.716111111,32.0987777779
201.57,177.777777777,200.0,-1377.77777778,311.111111112,-2744.44444445,-1466.66666667,-86.666666669,-2522.22222222,33.3333333333
201.95,-57.4075555558,31.4814444444,-238.888888889,-85.1851111112,-472.222333333,-288.888888889,-78.3331444443,-479.629666667,-42.5924444445
202.33,24.0741111111,68.5185555556,-0.925888888767,33.7964444445,-97.6852222223,-28.7036666668,5.0927111111,-96.7591111111,28.2407777778
202.71,8.73011111133,72.2222222222,-19.8411111111,64.2857777779,-165.079333333,-35.7143333334,-25.8730555556,-207.142777778,56.3493333333
203.09,14.9305555556,0.694444444433,-14.5833333333,16.3194444444,-98.9583333334,-27.7777777779,-17.8125,-96.875,28.4722222222
203.47,34.2911111111,18.9655555556,9.00377777777,30.4597777778,-35.4407777778,1.14944444443,9.67423333334,-30.2682222222,35.249
203.85,48.1481111111,41.1238888889,26.8198888889,41.5071111111,2.8097777778,25.1595555556,34.2529444445,7.02433333333,51.724
204.22,51.9072222222,47.5952222222,34.3284444445,54.063,-8.29177777779,31.6751111111,29.3367222222,8.45766666667,58.2088888889
204.60,57.2015555555,51.4402222222,37.4486666666,60.9054444443,-26.1314444444,31.8932222222,27.8806777778,1.8518888889,55.3498888889
204.98,75.4788888889,67.4330000001,41.3792222223,84.6742222222,-92.7202222222,39.4637777779,31.2260444444,-44.4443333334,53.6397777778
205.36,58.1017777778,60.8796666667,34.9536666668,63.6575555556,-42.8241111111,35.4165555555,34.3055888889,-8.10166666664,40.2777777778
205.74,44.4445555555,43.0041111111,25.720111111,51.2346666666,-47.5307777778,20.1645555556,21.8311666666,-14.4035555555,23.8681111111
206.12,49.4553333333,35.7298888889,24.6187777778,61.6557777778,-53.3771111111,19.6077777778,27.1023333333,-19.6077777778,25.4903333333
206.50,70.6666666667,0.444444444567,-10.2222222224,84.8888888889,-166.222222222,0.444444444457,12.6666666666,-82.6666666666,16.0
206.87,86.3636666668,-19.1918888888,-11.1111111111,109.596,-182.828333333,-9.596,8.5354,-93.4345555555,-12.6261111111
207.25,111.851777778,10.3703333333,14.8147777777,199.259222222,-246.666666666,9.62966666663,11.0370333333,-114.074,-12.5926666666
207.63,158.518444444,44.4445555557,124.444444444,285.925888889,-182.222444444,82.963,80.0001111111,-51.111,45.9258888888
208.01,6.06055555533,233.333444444,12.1212222223,-174.747555556,461.616,71.717111111,109.191922222,259.595777778,121.212111111
208.39,-112.963,320.370333333,7.40744444333,-440.740666667,705.555333333,150.0,42.5927444447,405.555444444,166.666777778
208.77,22.2220000003,711.11111111,88.8886666667,-733.333444444,1514.81488889,381.481555556,222.963033333,829.629666668,466.666666668
209.14,32.7777777779,-69.9999999999,1.1111111111,117.222222222,-191.111111111,-41.6666666667,-28.7777777778,-104.444444444,-46.6666666667
209.52,58.9745555554,-33.7606666668,38.8887777777,129.059888889,-100.854666667,30.7693333333,2.0513777778,-43.1622222222,1.28222222233
209.90,134.567888889,-113.580333333,72.8394444443,330.864222222,-287.654333333,85.1852222224,-61.7284444446,-198.765333333,-29.6295555553
210.28,166.666777778,-20.2022222222,127.272555556,310.100777778,-164.646555555,116.161555556,-15.9595111111,-108.080888889,13.1313333334
210.66,187.301666667,-11.1111111113,130.158888889,371.428666667,-330.158666667,187.301555556,-7.619,-134.920666667,-69.8415555557
211.03,123.456777778,-2.4691111111,116.049333333,211.111,-328.395111111,107.407444444,-85.5555222222,-124.691444444,-49.3827777777
211.41,203.703777778,-9.25922222233,174.074111111,301.851777778,-498.148111111,170.370333334,-121.666555555,-224.074111111,-50.0
211.79,-86.1111111112,24.9999999998,80.5555555567,-197.222222222,888.888888888,-113.888888889,326.111111111,547.222222222,263.888888889
212.17,377.777777777,366.666666667,-144.444444446,833.333333333,-3466.66666666,355.555555556,-760.000000001,-2177.77777778,-1077.77777778
212.55,-96.8253333335,11.1108888889,-39.6823333331,34.9205555556,-539.682444445,33.3333333332,-225.873055555,-369.841222222,-179.365111111
212.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213.30,104.678333333,40.3507777778,72.5145555553,33.9181111112,240.351,40.3507777778,119.415155556,147.953222222,77.7777777779
213.68,105.228777778,11.7648888889,94.1175555553,10.4574444443,283.006666667,35.9478888889,108.627555556,173.856111111,85.6209999999
214.06,288.889111111,-229.629666667,281.481555558,-362.963000001,1188.88888889,-100.000111111,171.481488889,496.296333333,66.666666667
214.44,120.370222222,-28.7037777778,123.148,-15.7406666666,351.851777778,-2.77777777779,65.0927,151.851777778,37.037111111
214.81,174.603222222,-22.2223333333,155.555444445,-60.3174444444,593.650777778,25.3968888888,254.9206,304.761888889,115.873
215.19,87.5817777779,-14.379,107.843111111,-39.8693333333,243.137222222,17.647,89.6732555556,133.986888889,43.7909999999
215.57,134.567888889,-79.0123333333,180.247,-156.79,425.925888889,-16.0493333332,115.925855556,207.407444445,85.185
215.95,95.9597777777,-40.4040000001,98.9897777778,-150.505222222,334.343333333,-42.4242222221,66.1617222222,131.313222222,52.5252222223
216.32,87.0369999999,-41.6664444442,135.185222222,-148.148111111,324.074111111,-55.5554444445,126.0184,178.703777778,95.3703333333
216.70,56.2287777778,16.1616666666,81.818111111,-14.1413333333,165.993333334,-2.02011111111,75.3871333333,101.346888889,69.6972222221
217.08,51.8521111111,7.87033333332,71.7593333331,-70.8334444445,180.092666667,-55.5555555555,79.3056444444,136.111111111,66.2036666667
217.46,37.037,-15.3439999999,32.804222222,-116.402222222,171.428666666,-112.169222222,58.8888888889,120.634777778,53.4392222221
217.83,43.5433333333,17.4174444444,30.930888889,-28.5284444444,107.507555555,-30.3302222222,53.3932333334,67.8677777778,47.4474444444
218.21,75.6271111111,41.9354444444,52.6882222223,-2.50911111112,144.086111111,-35.4838888889,92.6882,103.584222222,85.6630000001
218.59,124.279666667,68.3126666667,79.0123333332,13.9916666667,186.419555555,-14.8148888889,136.378433333,135.802444444,117.283888889
218.97,149.259111111,93.7037777778,112.222222222,44.4443333334,178.148,25.9258888889,137.629477778,150.740666667,134.444333333
219.34,178.240666666,119.444444444,117.592555556,90.2777777778,198.148111111,33.7963333333,169.907333333,181.481444444,162.962777778
219.72,176.388777778,111.574111111,101.851777778,115.740777778,157.870444444,16.6666666667,167.222255556,170.370333333,144.444444445
220.10,128.571444444,93.423888889,90.4764444444,99.7732222221,112.698444445,50.5668888889,134.467122222,132.879777778,114.966
220.47,112.444444444,74.8888888889,67.7777777778,80.8888888889,89.1111111111,43.7777777778,114.244444444,99.111111111,88.8888888889
220.85,126.608111111,73.6841111111,56.4326666667,84.2105555555,72.8068888889,42.9824444444,131.8713,99.1226666664,95.6139999998
221.23,147.301555555,80.000111111,95.2381111111,122.539777778,95.2382222221,85.7141111111,172.158722222,110.476111111,115.873
221.61,256.725111111,122.807111111,170.175444444,205.263111111,143.274777778,146.198888889,300.292444444,194.736888889,194.736666667
221.98,-152.777777778,-1.18423789293e-15,-51.111111111,-88.3333333335,-22.7777777778,-16.1111111111,-169.055555556,-103.333333333,-56.111111111
222.36,-111.111111111,27.5132222222,-3.17455555557,-26.4552222222,3.70388888887,-24.3387777778,-106.772411111,-88.3596666666,-25.9259999997
222.74,-45.0,87.7777777778,57.2222222222,55.0,88.3333333331,38.3333333333,-58.3888888888,-44.9999999999,39.4444444445
223.11,-6.1111111111,147.222222222,123.888888889,98.3333333333,126.111111111,87.7777777779,-7.5,28.3333333334,110.555555556
223.49,-29.6297777778,121.759222222,68.5185555556,97.2223333334,70.8333333335,54.6296666666,-12.7315111111,15.7406666668,88.4260000001
223.87,-17.1716666667,150.0,60.1008888889,122.222111111,88.383888889,34.3434444444,-16.5149111111,46.4646666668,105.050444445
224.24,38.4614444445,100.0,65.299,89.9146666668,75.2136666667,63.2478888889,42.0170777778,62.7349999999,85.1281111111
224.62,27.7074444444,86.3571111111,59.9155555555,76.793111111,65.8227777778,59.775,42.8411222222,54.1492222222,70.3233333332
225.00,39.0277777778,91.8055555556,65.5555555556,84.3055555554,75.8333333333,71.8055555555,52.625,66.25,76.6666666667
225.38,46.4878888889,93.4866666665,78.2886666667,92.9756666667,85.6957777778,79.0548888889,62.1713444444,69.8594444445,83.5250000001
225.75,53.724,95.4823333333,81.1965555556,98.4126666666,89.9877777778,79.365,65.8852222222,77.5335555556,84.005
226.13,55.5554444445,121.637222222,101.754555556,124.561333333,112.670555556,94.736888889,66.7253,91.813,99.0253333332
226.51,62.6103333333,120.458666667,99.2945555554,116.225666667,116.931222222,101.410888889,65.3615111111,98.2363333331,101.410777778
226.88,54.7841111111,98.148111111,79.6296666667,88.7345555554,100.308666667,85.0307777778,51.9444111111,80.7101111111,83.4877777778
227.26,44.832,83.2043333333,69.2505555556,75.4522222222,84.4963333333,70.4135555555,48.5272,62.9198888889,62.5324444444
227.64,43.8471111111,82.0788888889,67.742,70.251,84.4683333334,65.4718888889,45.9856888889,62.963,57.4671111111
228.01,44.6295555556,70.7408888889,62.037,63.2407777778,70.0001111111,58.5185555555,46.1018111111,54.4444444444,49.4443333333
228.39,38.5911111111,63.9881111111,55.8531111111,57.0434444445,66.3691111111,49.6031111111,42.2918111111,47.3214444445,40.8731111111
228.76,46.4,62.1333333333,51.5555555555,55.1111111111,64.0,44.2666666667,41.4222222222,47.4666666667,41.4222222222
229.14,40.4762222222,53.9683333333,45.7936666667,50.3175555556,57.0635555555,34.2856666666,34.9919555556,37.3014444445,35.635
229.52,31.4284444444,48.1745555556,36.4287777778,43.0952222222,51.6667777778,29.365,32.9683222222,33.5714444445,28.5716666667
229.89,24.6633333334,45.623,30.1346666667,35.9426666667,49.4107777778,25.3367777778,29.3769888889,27.1043333333,22.643
230.27,20.0324444445,35.7664444444,22.3843333333,31.1434444445,44.5254444445,18.6537777778,24.9553888889,23.52,13.7875555556
230.65,13.8046666667,31.5657777778,17.0875555555,28.2826666667,38.7205555556,11.7844444445,19.8147777778,18.266,11.5317777778
231.02,11.3777777778,34.9333333333,18.0444444444,33.8666666667,34.5777777778,9.5111111111,24.56,24.1777777778,9.06666666667
231.40,21.0646666666,38.426,25.4628888889,39.1202222222,40.5864444444,20.4476666667,28.0864111111,31.8672222222,22.9938888889
231.78,24.6345555555,38.5965555555,28.1433333333,41.4473333333,45.0293333333,27.2661111111,31.9882555555,34.503,28.0703333333
232.15,12.6036666667,32.6701111111,20.8124444444,35.8211111111,39.6352222222,19.9004444444,25.4311666667,27.8606666667,16.7495555556
232.53,11.3757777778,31.5696666666,14.1975555555,31.3051111111,36.949,14.3737777778,18.7389444444,29.6295555556,10.6702222222
232.90,8.79233333332,32.7536666667,12.8501111111,28.2125555555,42.4156666667,18.8404444444,18.2607777778,30.2415555556,10.4348888889
233.28,0.653555555543,27.7777777778,0.762444444443,21.6775555555,36.4924444444,14.2702222222,13.2244,30.9367777778,4.684
233.66,1.73300000001,24.7706666667,3.15999999999,17.6351111111,29.4597777778,11.7226666667,7.66576666668,24.7704444444,2.65033333336
234.03,2.27922222222,23.077,6.83744444444,17.094,24.2164444444,8.26199999999,4.70075555555,22.1273333333,3.22866666664
234.41,0.779666666656,26.6083333333,5.65299999999,20.4677777778,25.4384444444,5.94544444444,7.92387777778,20.8576666667,3.5088888889
234.78,5.60655555557,29.8673333334,1.83477777779,19.0622222222,25.1783333333,10.3975555556,9.37815555557,22.5278888889,3.66955555557
235.16,8.672,29.9005555555,2.80022222223,17.2537777778,29.3585555556,12.5564444444,8.31971111111,20.4154444444,9.3948888889
235.54,-3.80955555555,20.2116666667,-14.18,8.57144444446,20.2115555555,-0.317333333333,-5.13235555555,8.3598888889,-6.03177777777
235.91,5.603,27.3504444444,-7.21744444446,16.8092222222,26.211,2.184,1.78531111111,10.2564444444,1.51944444447
236.29,21.9597777778,42.2572222222,8.31155555554,33.4208888889,42.4322222222,16.0106666667,16.0717,24.4968888889,21.3472222222
236.66,20.286,37.7104444445,11.1112222222,36.5321111111,42.8452222222,18.1816666667,14.1834333333,22.6432222222,23.4006666667
237.04,18.6298888889,35.5054444444,10.4427777778,37.4266666666,38.5964444444,14.035,11.2279666667,18.6298888889,16.3743333333
237.41,23.6203333333,38.2635555556,17.3656666667,41.354,43.8558888889,20.1618888889,19.3229888889,24.3562222222,21.9278888889
237.79,30.4055555556,43.2432222222,20.6456666667,48.5734444445,48.5734444444,22.8978888889,24.0088444445,31.9067777778,30.1051111111
238.17,36.3096666667,44.2461111111,22.2883333333,51.7197777778,53.4391111111,27.91,30.5358444444,36.8385555556,34.7882222222
238.54,38.6831111111,41.2207777778,24.5544444445,49.5884444444,51.7833333333,30.7956666667,29.7668777778,35.6653333333,36.2826666667
238.92,30.5554444445,32.8704444445,22.1561111111,44.709,45.1056666667,24.4707777778,24.7616444444,28.7698888889,30.5555555555
239.29,28.0897777778,26.779,22.4094444444,40.2623333333,41.8227777778,21.4107777778,26.1922444445,26.467,25.9674444444
239.67,31.3181111111,32.135,25.3268888889,42.538,41.4487777778,24.1827777778,30.6154333333,31.4814444444,27.9955555556
240.04,22.3326666667,21.5035555556,18.6842222222,32.7805555555,32.0064444444,19.0713333333,23.4879666667,25.8706666667,21.0061111111
240.42,14.2034444444,10.849,10.6394444445,23.3753333333,21.1215555555,13.6267777778,15.3826,16.8238888889,13.1028888889
240.79,12.9473333333,9.32200000001,9.69877777777,20.5742222222,18.7854444444,13.5121111111,15.3154555556,14.7834444445,12.3354444444
241.17,15.2574444444,10.8696666667,10.4266666667,21.4574444445,19.4042222222,15.942,17.3912111111,17.5118888889,16.7874444444
241.54,18.0465555556,13.9073333333,12.9266666667,21.714,18.9906666667,16.1218888889,18.5512222222,17.2838888889,16.9572222222
241.92,13.5236666667,8.56255555556,9.00455555556,16.4798888889,15.2903333333,12.3343333334,13.7716222222,12.4703333333,11.0432222222
242.29,14.0281111111,9.34122222222,10.5538888889,17.5023333333,15.2736666667,14.0611111111,14.7033888889,13.2742222222,12.7827777778
242.67,14.6167777778,12.4482222222,10.7546666667,19.1326666667,15.7158888889,14.7356666667,16.7527444445,14.6167777778,13.7847777778
243.05,16.5566666667,15.319,12.2661111111,21.2871111111,19.2243333333,17.3267777778,18.9576222222,18.0693333333,15.2914444445
243.42,17.2006666667,17.2808888889,11.8323333333,22.6495555556,20.1122222222,19.0705555555,17.9967333333,19.4976666667,16.1324444444
243.80,13.0028888889,12.7364444444,7.19422222222,17.3993333333,17.8523333334,15.401,13.5892,14.0686666667,12.8431111111
244.17,15.5003333333,15.4,9.17977777779,20.4415555556,19.8896666667,17.5568888889,15.4300222222,16.5287777778,14.121
244.55,14.992,16.9553333334,10.0253333333,21.0441111111,19.7967777778,18.3183333333,15.6987555556,17.2326666667,15.4308888889
244.92,14.0952222222,16.2538888889,8.61377777778,19.8096666667,17.8835555555,16.5714444444,14.6326888889,15.598,14.6876666667
245.30,11.1705555556,13.8,6.62311111111,17.2993333333,14.1953333333,14.4722222222,12.4456444444,12.9103333334,12.2183333333
245.67,6.73011111111,9.73155555557,3.13211111111,13.9634444445,10.2352222222,11.6888888889,8.60357777777,9.69433333333,8.94844444443
246.05,8.92611111112,11.8395555556,5.84333333333,15.735,12.0425555556,14.4477777778,11.4974777778,12.1782222222,11.7378888889
246.42,7.17155555556,9.95333333332,3.63388888889,12.6708888889,9.27788888888,12.0761111111,9.06584444446,9.61566666665,9.96944444444
246.79,5.66433333333,8.29455555557,2.75444444444,10.7842222222,7.84299999999,10.5196666667,6.72581111111,8.57444444446,9.29033333335
247.17,6.41088888889,8.61244444444,3.45088888889,10.4418888889,7.08033333332,10.6946666667,6.4271,8.01733333333,9.41544444443
247.54,7.34022222222,8.63566666667,4.17388888889,9.859,6.54844444444,10.665,6.65518888889,7.46966666667,9.9021111111
247.92,8.15388888888,8.79988888889,4.86655555556,10.6374444444,6.54611111112,10.6373333333,7.27401111111,8.283,10.2787777778
248.29,7.02355555556,7.484,3.79988888889,8.82277777779,5.22444444445,9.08188888889,6.08956666667,6.28955555555,9.02422222222
248.67,8.20433333333,7.71744444445,4.47088888889,8.73533333334,5.85788888889,9.65022222222,7.28507777778,7.34844444444,9.36988888889
249.04,9.76822222222,9.1878888889,6.71555555555,10.1952222222,7.75333333334,11.4622222222,9.79553333335,8.95911111112,11.4621111111
249.42,11.9756666667,10.5507777778,8.72566666666,12.1997777778,11.015,13.1443333333,11.6027555556,10.7107777778,13.1604444444
249.79,14.6472222222,12.8708888889,11.3626666667,14.2955555555,13.2727777778,14.8985555555,14.2737,12.6863333333,16.5913333333
250.17,14.9585555556,11.9738888889,10.9852222222,14.9405555556,12.855,14.3653333333,14.3870111111,11.7402222222,16.5407777778
250.54,15.4362222222,12.3043333333,11.2602222222,16.2566666666,12.8263333334,14.709,15.9024888889,12.267,16.7598888889
250.92,16.1234444444,12.7311111111,11.7591111111,17.0954444445,13.5888888889,15.647,17.1203444444,12.6167777778,17.4386666667
251.29,14.5056666667,10.5386666667,10.6572222222,16.499,12.986,14.5054444445,16.6270111111,11.7426666667,17.111
251.66,12.7182222222,9.5831111111,10.7736666666,17.1032222222,12.4206666667,13.6308888889,16.1290111111,12.3015555555,16.3887777778
252.04,14.8736666667,11.6795555555,13.7762222222,18.7734444444,14.07,16.5197777778,18.5303333333,14.3251111111,18.2246666667
252.41,14.558,10.4622222222,12.875,18.3697777778,13.4628888889,16.1192222222,17.8385777778,13.1184444444,17.7612222222
252.79,11.5335555555,7.92144444444,10.4562222222,17.068,11.3224444444,13.984,15.5197222222,9.31566666668,15.4625555555
253.16,9.40688888889,4.95799999999,8.05677777777,14.4532222222,8.65433333333,11.6863333333,12.5541333333,6.04266666667,13.2801111111
253.54,8.24222222223,4.30333333333,6.73966666665,12.3862222222,5.76044444445,10.7012222222,11.1975555556,3.93888888889,12.5455555556
253.91,6.38722222222,0.747222222223,3.51888888889,10.3881111111,3.085,8.55622222221,8.75395555554,1.25322222222,9.06255555554
254.28,6.24077777778,2.227,4.50333333333,10.4257777778,3.769,9.47133333334,8.81553333332,0.734444444444,9.05533333333
254.66,5.47888888889,1.20322222222,3.68677777778,9.575,3.12333333333,10.1383333333,7.13504444444,-0.537666666663,7.37344444444
255.03,5.26877777779,1.28322222222,3.65822222222,9.52788888889,2.40244444444,9.60966666668,6.37993333333,-1.85644444445,6.47022222224
255.41,3.09133333333,-0.612333333333,2.94544444444,7.64066666666,-0.962333333333,6.06577777778,3.58408888889,-5.22011111111,3.79133333333
255.78,2.82922222222,-0.884222222223,1.70933333333,6.7491111111,-1.621,4.922,3.25986666667,-7.66277777779,4.33244444444
256.15,-2.74144444444,-5.27844444446,-4.05355555554,1.51655555556,-6.97,0.32077777778,-1.83442222222,-12.1317777778,0.1748888889
256.53,0.891,-1.02211111111,0.209666666667,4.14044444445,-4.11422222222,3.95711111111,1.2682,-6.78711111112,2.568
256.90,4.80422222222,1.73044444444,3.59744444444,6.42077777778,-1.04733333333,6.5118888889,3.16008888889,-2.96,5.10011111109
257.28,4.88733333335,2.97222222222,4.36855555555,7.16133333333,-0.63811111111,6.8621111111,4.34077777778,-0.478666666667,5.0068888889
257.65,4.97311111111,3.04311111111,5.52933333333,6.43388888889,0.452111111113,6.451,4.48777777778,0.66088888889,4.67722222222
258.02,6.20133333332,5.31522222222,7.71777777778,7.65766666667,3.03311111111,8.84377777778,6.39034444445,2.67266666667,7.56733333334
258.40,4.39433333332,3.61577777778,5.81955555556,5.10688888889,0.871111111111,7.09933333333,4.31638888889,1.491,6.862
258.77,4.92111111111,4.19766666667,6.99622222222,5.45455555555,2.348,7.34022222222,5.46073333333,2.83411111111,7.96855555557
259.15,5.7108888889,5.18666666667,7.91366666668,6.49133333333,3.72133333333,8.24511111111,6.77791111111,4.10655555555,9.10055555557
259.52,6.31477777777,5.98533333333,7.754,6.90455555555,4.14655555556,8.96255555557,7.42395555557,5.13588888889,9.43244444443
