wavelength,Back_LanVerf,Belly_LanVerf,Breast_LanVerf,Crissum_LanVerf,Crown_LanVerf,DorTail_LanVerf,Patch10_LanVerf,Patch11_LanVerf,Rump_LanVerf,Throat_LanVerf,WingTip_LanVerf
565.35,8.21583333334,31.3459166667,17.1118333333,15.2361666667,7.35133333333,10.2178333333,9.91075000001,7.16008333333,9.93158333334,17.0000833333,11.7178333333
565.69,8.22691666667,31.3945833333,17.169,15.2943333334,7.344,10.2559166667,9.9295,7.18379166667,9.95124999999,17.0308333333,11.7219166667
566.03,8.20441666667,31.4036666667,17.1570833333,15.2885,7.32133333333,10.2519166667,9.921,7.151875,9.93708333334,17.0280833333,11.7213333333
566.37,8.19508333333,31.3905,17.16725,15.2845,7.31141666667,10.2426666667,9.92083333335,7.129125,9.91733333333,16.991,11.7188333333
566.71,8.19541666667,31.4064166667,17.19275,15.2789166667,7.30458333333,10.2241666666,9.90391666667,7.11604166667,9.91324999999,16.9860833333,11.6990833333
567.05,8.19083333333,31.434,17.2155833333,15.2945,7.30183333333,10.2298333333,9.92391666667,7.12541666667,9.92191666667,16.9840833334,11.70825
567.39,8.19183333333,31.4668333333,17.2465,15.3228333333,7.30275,10.2335833333,9.93100000002,7.1395,9.92541666666,17.0071666667,11.7231666667
567.73,8.21716666667,31.5138333333,17.2854166667,15.34525,7.3215,10.2525,9.92991666668,7.14570833333,9.94908333333,17.02775,11.76575
568.07,8.25525,31.592,17.358,15.4060833334,7.33441666667,10.2633333333,9.95591666667,7.16595833333,9.98091666667,17.08225,11.7879166667
568.41,8.2725,31.6995833333,17.4045833334,15.4625833333,7.3355,10.2710833333,9.96375000001,7.18095833333,10.0021666667,17.1311666667,11.7940833334
568.75,8.266,31.7661666667,17.443,15.4903333333,7.32008333333,10.2829166667,9.97691666666,7.17795833333,10.0169166667,17.1540833333,11.8016666667
569.09,8.289,31.8443333333,17.4908333333,15.5634166667,7.33041666667,10.3214166667,10.01725,7.19933333333,10.0295,17.2005833334,11.8289166667
569.43,8.283,31.8665833333,17.4820833333,15.5669166667,7.33183333333,10.3016666667,10.0116666667,7.17441666667,10.0241666667,17.185,11.8236666667
569.77,8.29116666666,31.8605833333,17.5025833333,15.5810833333,7.34333333333,10.3054166667,10.0074166667,7.181125,10.04,17.1855833333,11.821
570.11,8.30866666667,31.9144166666,17.52425,15.6060833333,7.33933333334,10.3295,10.0106666667,7.18775,10.0685833333,17.2215,11.8329166667
570.45,8.31283333333,31.94425,17.54925,15.64575,7.34008333334,10.3244166667,10.0256666667,7.18966666667,10.0799166667,17.2359166667,11.8471666667
570.79,8.34016666667,31.9769166667,17.57625,15.67325,7.349,10.3528333333,10.041,7.195125,10.09675,17.25125,11.8523333333
571.13,8.35408333333,32.0409166666,17.6200833333,15.71175,7.35433333334,10.3665833333,10.0569166667,7.18675,10.11775,17.2600833333,11.8488333333
571.47,8.35758333334,32.08575,17.6540833333,15.7358333333,7.35891666667,10.38775,10.0714166667,7.180375,10.14,17.28,11.8585
571.81,8.36241666667,32.1486666667,17.6854166666,15.7576666667,7.38083333333,10.40725,10.0915833333,7.21275,10.1619166667,17.3029166667,11.8789166667
572.15,8.39316666667,32.1850833333,17.72975,15.8060833333,7.39475,10.4491666667,10.1349166667,7.230625,10.2053333333,17.33925,11.9164166667
572.49,8.37575,32.1953333333,17.7250833333,15.79725,7.37191666666,10.4378333333,10.124,7.21283333333,10.1865,17.3423333333,11.8978333334
572.83,8.388,32.252,17.7588333333,15.8335833333,7.38975,10.4650833333,10.1385833333,7.22170833333,10.2194166667,17.3664166667,11.9125
573.17,8.42058333333,32.3706666667,17.8288333334,15.8885833333,7.41775,10.52925,10.1826666667,7.26554166667,10.2611666667,17.4329166667,11.9496666667
573.51,8.459,32.48175,17.90025,15.9624166667,7.42933333333,10.57125,10.2154166667,7.30008333333,10.2899166667,17.4970833333,11.9894166667
573.85,8.48725,32.5776666667,17.9631666667,16.0156666667,7.4565,10.5893333333,10.24325,7.32741666667,10.3231666667,17.5353333333,12.0129166667
574.19,8.50141666667,32.6589166667,17.9943333333,16.0411666667,7.46183333333,10.63275,10.2625833333,7.3355,10.3428333333,17.5579166667,12.0346666667
574.53,8.49466666667,32.7199166667,18.01675,16.0635,7.46691666666,10.6340833333,10.2638333333,7.32629166667,10.3514166666,17.5815,12.041
574.87,8.51983333334,32.7825,18.057,16.1021666666,7.48583333333,10.6666666667,10.2885833333,7.35058333333,10.3735,17.6278333333,12.0825
575.21,8.55583333333,32.8945833333,18.114,16.18425,7.50583333333,10.7120833333,10.3251666667,7.38420833333,10.3995,17.6898333333,12.1085
575.55,8.57325,32.9006666667,18.13175,16.2056666666,7.49875,10.7229166667,10.3179166667,7.37820833333,10.4051666667,17.7004166666,12.0980833333
575.89,8.54608333333,32.9015833333,18.1316666667,16.1836666666,7.48625,10.7055833333,10.2733333333,7.34641666667,10.3850833333,17.69575,12.0578333333
576.22,8.57108333334,32.9988333333,18.1905833333,16.2260833333,7.50608333333,10.73675,10.2939166667,7.36458333333,10.4214166667,17.7451666667,12.08425
576.56,8.58766666667,33.0245833333,18.2334166667,16.2378333334,7.527,10.7454166667,10.32075,7.38045833333,10.4511666667,17.7691666667,12.0840833333
576.90,8.61925,33.0566666667,18.2555833333,16.2800833333,7.54558333333,10.7610833333,10.3385,7.38075,10.4678333333,17.8085833334,12.09825
577.24,8.59433333333,33.0405833333,18.26275,16.2575833333,7.52975,10.7454166667,10.3390833333,7.36195833334,10.4543333333,17.8126666666,12.0754166667
577.58,8.591,33.0455833333,18.2719166667,16.2796666667,7.53358333333,10.758,10.3631666667,7.37283333334,10.4639166667,17.831,12.0764166667
577.92,8.63033333333,33.12325,18.32775,16.3450833333,7.5665,10.7998333333,10.4020833333,7.42054166666,10.4990833333,17.89,12.1064166667
578.26,8.667,33.1991666667,18.3933333333,16.41725,7.59116666667,10.83275,10.43375,7.44116666667,10.5395,17.9554166666,12.14075
578.60,8.64575,33.202,18.4025833334,16.427,7.57866666666,10.8358333333,10.4229166667,7.42233333334,10.5336666667,17.96975,12.12
578.94,8.62383333333,33.19625,18.3999166667,16.3968333333,7.57491666667,10.81325,10.42175,7.41333333333,10.5381666667,17.98475,12.0948333333
579.28,8.6335,33.2628333333,18.4473333334,16.42725,7.596,10.8379166667,10.45475,7.413625,10.5531666667,18.0236666667,12.1265
579.61,8.6255,33.3088333334,18.45675,16.446,7.58,10.8410833333,10.4679166667,7.41129166666,10.56525,18.0495,12.1530833334
579.95,8.65266666667,33.3493333333,18.4790833333,16.5003333333,7.58933333333,10.8506666667,10.4761666667,7.41758333333,10.5823333333,18.0950833334,12.1539166666
580.29,8.62716666666,33.4516666667,18.5103333333,16.5129166667,7.58658333333,10.858,10.4509166667,7.40170833333,10.591,18.1414166667,12.16825
580.63,8.63583333334,33.5285833333,18.5889166667,16.5381666666,7.61808333333,10.88425,10.483,7.41904166667,10.6230833333,18.1734166667,12.1949166667
580.97,8.67533333334,33.6479166667,18.65425,16.6275,7.66066666667,10.95375,10.5266666667,7.460375,10.6901666667,18.23525,12.2376666667
581.31,8.68675,33.70725,18.7058333334,16.6643333333,7.66716666667,11.0035833333,10.5484166667,7.46766666667,10.7189166667,18.2845833333,12.2471666667
581.65,8.67608333333,33.76975,18.7459166667,16.6879166667,7.67241666667,11.0196666667,10.5519166667,7.46783333333,10.747,18.3401666667,12.2501666667
581.98,8.67216666666,33.8051666667,18.7578333333,16.6924166667,7.67108333333,11.02775,10.5625833333,7.491375,10.7538333333,18.3570833333,12.25125
582.32,8.69083333334,33.8500833333,18.7659166667,16.7051666667,7.67508333334,11.0184166667,10.5703333333,7.500125,10.7544166667,18.3576666666,12.24875
582.66,8.71808333334,33.8768333333,18.8066666667,16.7426666667,7.66958333333,11.0375,10.56925,7.521125,10.7665,18.3915,12.2685
583.00,8.74391666667,33.9580833334,18.8518333334,16.8005833334,7.696,11.0819166667,10.5870833333,7.5595,10.8164166666,18.4445833333,12.2904166667
583.34,8.76891666667,34.0110833333,18.9005833333,16.8378333333,7.71191666667,11.0919166667,10.5896666667,7.56370833333,10.8125833333,18.4593333333,12.2945
583.68,8.78183333333,34.0424166667,18.9403333334,16.86375,7.71658333333,11.1214166667,10.6035,7.58175,10.83625,18.479,12.32925
584.01,8.80708333333,34.0951666667,18.97925,16.9099166667,7.707,11.1745833334,10.6199166666,7.60454166667,10.8545833333,18.5080833334,12.3545
584.35,8.82683333333,34.106,18.9909166667,16.9426666667,7.67833333334,11.1956666667,10.61625,7.604875,10.86275,18.5403333333,12.3586666667
584.69,8.8775,34.1981666667,19.0389166666,16.97225,7.7175,11.2564166667,10.6409166667,7.6275,10.8998333333,18.6019166667,12.4221666667
585.03,8.89475,34.2266666667,19.0601666667,16.9899166667,7.71758333333,11.2551666667,10.61475,7.636,10.8986666667,18.6168333334,12.4168333333
585.37,8.93333333333,34.2305833333,19.07825,17.0064166667,7.72733333334,11.277,10.6305,7.64566666666,10.9068333333,18.6109166666,12.4328333333
585.70,8.96625,34.2805833333,19.1569166666,17.0555833334,7.76483333333,11.3116666666,10.6564166667,7.67583333333,10.9634166667,18.6675833334,12.4636666667
586.04,8.97966666666,34.34825,19.2248333333,17.0815,7.79,11.34675,10.6699166667,7.68770833333,11.0066666667,18.7263333333,12.4953333334
586.38,9.00833333333,34.4565833333,19.3215,17.1294166667,7.82158333333,11.35125,10.7044166667,7.70283333333,11.0336666667,18.7614166666,12.5350833334
586.72,9.02766666667,34.4738333333,19.3635,17.1475833333,7.821,11.3660833333,10.7316666667,7.6865,11.0663333333,18.7928333333,12.5601666666
587.06,9.04916666667,34.55825,19.4076666667,17.18825,7.85775,11.3906666667,10.78275,7.71691666667,11.10225,18.8436666667,12.5675833334
587.39,9.083,34.6716666667,19.4919166666,17.2554166667,7.9105,11.4225833334,10.8185833333,7.778875,11.167,18.8965833333,12.6091666667
587.73,9.14650000001,34.7303333333,19.5724166667,17.3199166667,7.94675,11.4439166667,10.8575833333,7.81033333333,11.2025833333,18.9474166667,12.639
588.07,9.17649999999,34.835,19.66275,17.36325,7.99825,11.4993333333,10.8895,7.85654166667,11.2459166667,18.9958333333,12.6736666667
588.41,9.17158333334,34.8385,19.6890833333,17.3943333333,7.99083333333,11.482,10.8981666667,7.87729166667,11.2545,18.9840833333,12.6438333333
588.74,9.19883333333,34.8955833333,19.7311666667,17.4239166667,8.00458333333,11.5186666667,10.9543333333,7.88833333333,11.2995833333,19.017,12.6746666667
589.08,9.21475000001,34.9755,19.7988333333,17.4780833333,8.03466666667,11.5568333333,11.0025,7.91525,11.3475,19.062,12.7169166667
589.42,9.22241666668,35.01475,19.8043333333,17.5125,8.01433333333,11.5878333333,11.0191666666,7.91595833333,11.3459166667,19.0570833333,12.722
589.76,9.20541666667,35.0091666667,19.7925833333,17.51475,7.99133333333,11.5699166667,11.0150833333,7.88625,11.3434166667,19.0373333333,12.6951666667
590.09,9.21983333333,35.00625,19.7688333333,17.5450833333,8.00608333333,11.6045833333,11.0148333333,7.90066666666,11.3515833334,19.0330833333,12.6860833333
590.43,9.20516666667,35.0565,19.7618333333,17.5666666667,7.98708333333,11.5848333333,10.9956666667,7.89779166667,11.34125,19.0205833333,12.6783333334
590.77,9.22983333332,35.1018333333,19.8055,17.6018333333,7.98141666667,11.646,11.0044166666,7.926875,11.3875833333,19.032,12.7041666666
591.11,9.25366666668,35.124,19.812,17.6208333333,7.975,11.6735,11.0315,7.909875,11.3804166667,19.062,12.7084166667
591.44,9.24791666667,35.1386666667,19.80575,17.6496666666,7.98925,11.694,11.0276666666,7.89829166667,11.4193333334,19.06225,12.7411666667
591.78,9.195,35.1149166667,19.76425,17.6354166666,7.93391666667,11.6205,10.9809166667,7.85433333333,11.3933333333,19.0168333333,12.7163333333
592.12,9.16891666667,35.125,19.7599166667,17.606,7.89791666667,11.6238333333,10.9730833334,7.82333333333,11.3819166667,18.9908333334,12.7104166667
592.46,9.10016666666,35.1241666666,19.7419166667,17.57525,7.83358333333,11.5759166667,10.916,7.78066666667,11.3265833334,18.9536666667,12.68475
592.79,9.05883333332,35.129,19.7304166667,17.5610833333,7.76933333333,11.52125,10.8605833333,7.709375,11.2921666667,18.9390833333,12.6526666667
593.13,9.04883333333,35.1715833333,19.73875,17.5528333333,7.76175,11.5159166667,10.8538333333,7.70166666666,11.2809166667,18.9494166667,12.6576666667
593.47,9.09,35.3120833334,19.8273333333,17.618,7.79466666667,11.5883333333,10.9006666667,7.748125,11.3273333333,19.0291666667,12.7256666667
593.80,9.10533333332,35.3861666666,19.89525,17.6551666667,7.80216666667,11.623,10.9350833333,7.749375,11.3593333334,19.0609166667,12.7858333334
594.14,9.14991666667,35.4345833333,19.9649166667,17.7094166667,7.8345,11.67575,10.9844166667,7.77708333333,11.3945833333,19.1243333333,12.83925
594.48,9.1625,35.494,20.004,17.75725,7.8405,11.6923333333,11.0150833333,7.77291666667,11.4288333333,19.1396666667,12.8614166667
594.81,9.16799999999,35.5095833334,20.0373333334,17.7655833334,7.84766666667,11.7156666666,11.0176666667,7.7715,11.4321666666,19.1210833333,12.8784166667
595.15,9.17124999999,35.5379166667,20.0483333334,17.755,7.80533333333,11.6989166667,11.0154166667,7.766125,11.3943333333,19.0925833333,12.8718333333
595.49,9.21116666667,35.5770833334,20.0725833333,17.8045,7.836,11.7484166667,11.0485833333,7.77145833333,11.4368333333,19.1103333333,12.8965
595.82,9.24316666666,35.6509166667,20.1251666667,17.8429166667,7.88116666667,11.7675,11.0718333333,7.76991666667,11.4619166667,19.1565833333,12.93325
596.16,9.32225,35.72225,20.1913333333,17.9158333334,7.96658333333,11.8461666667,11.1395833334,7.82620833333,11.52375,19.2259166667,12.9790833333
596.50,9.38675000001,35.7925,20.2501666667,17.973,8.02408333333,11.9064166667,11.2004166667,7.8835,11.563,19.2774166667,13.0100833333
596.83,9.41775000001,35.8329166667,20.2916666667,18.0135,8.0395,11.9120833334,11.20525,7.87866666667,11.5824166667,19.3079166667,13.0118333334
597.17,9.44608333333,35.8610833333,20.3159166667,18.0640833333,8.07133333333,11.9446666667,11.2179166666,7.892875,11.61275,19.3203333333,13.0330833333
597.51,9.47358333333,35.8900833333,20.358,18.07825,8.08491666667,11.9669166667,11.2369166667,7.91779166667,11.6511666667,19.3506666666,13.0494166667
597.84,9.45783333333,35.9148333333,20.35775,18.0645833333,8.0825,11.9724166667,11.2164166667,7.91470833333,11.6605833333,19.3471666667,13.0176666667
598.18,9.47841666667,35.9539166667,20.4030833333,18.10525,8.11791666667,12.0039166667,11.23825,7.956,11.6853333333,19.4150833333,13.043
598.52,9.48141666666,36.0065833333,20.4414166667,18.1300833333,8.12866666667,11.9945833334,11.2611666667,7.96295833333,11.7134166667,19.45,13.0534166667
598.85,9.50816666667,36.1015833333,20.5130833334,18.1869166666,8.18875,12.05425,11.29625,8.00404166667,11.75725,19.5280833333,13.0574166666
599.19,9.52083333334,36.16525,20.577,18.20975,8.20625,12.0909166667,11.3305833333,8.043875,11.7695,19.567,13.0705833333
599.53,9.53683333334,36.2693333333,20.652,18.2971666667,8.23308333333,12.14725,11.3703333333,8.113125,11.8341666666,19.6214166667,13.10425
599.86,9.52208333334,36.3325833334,20.6798333334,18.3438333333,8.22433333334,12.1463333333,11.36775,8.09083333333,11.857,19.62875,13.1153333333
600.20,9.47141666668,36.3338333334,20.64775,18.3411666667,8.18708333333,12.12725,11.3301666667,8.06375,11.8545,19.60625,13.1001666667
600.53,9.47666666668,36.4140833333,20.7089166666,18.3948333333,8.216,12.1814166667,11.36275,8.09316666667,11.91525,19.6728333333,13.1659166667
600.87,9.46566666667,36.428,20.7338333333,18.39725,8.18158333333,12.1616666667,11.3570833333,8.10033333333,11.9120833333,19.67225,13.1421666667
601.21,9.43183333333,36.4691666667,20.7289166667,18.437,8.16066666667,12.1695,11.3488333333,8.10258333333,11.9156666667,19.6751666667,13.1144166666
601.54,9.46083333333,36.54875,20.8019166667,18.50225,8.18158333334,12.20875,11.3913333334,8.12329166667,11.94725,19.7325833333,13.1539166667
601.88,9.47925000001,36.6313333333,20.8381666667,18.52175,8.18558333333,12.2291666667,11.4179166666,8.12395833333,11.94625,19.7306666666,13.192
602.21,9.49616666666,36.6506666666,20.8606666667,18.57675,8.18691666666,12.2838333333,11.442,8.135375,11.9714166667,19.75725,13.23425
602.55,9.48075,36.5838333334,20.8340833333,18.548,8.148,12.2635,11.4291666666,8.10933333333,11.9528333333,19.70775,13.23625
602.88,9.47599999999,36.622,20.851,18.5485833333,8.13925,12.25775,11.3975833333,8.08908333333,11.9505833333,19.7124166667,13.2229166667
603.22,9.47225,36.6379166666,20.8605,18.5505833333,8.12175,12.2394166667,11.37175,8.05483333333,11.9368333334,19.7104166667,13.2101666667
603.56,9.49766666667,36.6604166667,20.87425,18.553,8.13691666666,12.2539166666,11.38925,8.08345833333,11.9529166667,19.7165,13.2175
603.89,9.52083333334,36.729,20.9409166667,18.5735,8.15933333333,12.2783333333,11.3934166667,8.09683333333,11.9665833333,19.7328333333,13.2311666667
604.23,9.52083333334,36.7253333334,20.9376666667,18.5619166666,8.15391666666,12.2535,11.3846666667,8.079875,11.9513333333,19.6896666667,13.21475
604.56,9.56874999999,36.78175,20.9758333333,18.5975833333,8.18525,12.30625,11.43275,8.10716666667,11.9844166667,19.7428333333,13.2615833333
604.90,9.59333333332,36.81975,21.0075,18.5975,8.19383333333,12.3244166667,11.44575,8.10429166667,11.9819166667,19.7595,13.2699166667
605.23,9.5875,36.80475,21.0035,18.5705833334,8.1805,12.31475,11.4404166667,8.09708333333,11.9758333333,19.7236666666,13.2703333333
605.57,9.61566666667,36.83375,21.0268333333,18.6055,8.19058333333,12.33425,11.4559166667,8.10245833333,12.0211666667,19.7423333333,13.2800833333
605.90,9.63433333334,36.8990833333,21.0528333333,18.60675,8.2205,12.3505833333,11.469,8.12625,12.0415833333,19.7639166667,13.2839166667
606.24,9.66399999999,37.0139166666,21.1354166667,18.6839166666,8.25783333334,12.4003333333,11.5063333333,8.14841666667,12.0843333333,19.8384166667,13.3088333333
606.58,9.69275,37.068,21.1780833334,18.73775,8.28883333333,12.4251666667,11.5616666667,8.156125,12.1163333333,19.8776666667,13.3625
606.91,9.71541666668,37.10825,21.2199166667,18.76775,8.31691666667,12.4549166666,11.5850833333,8.18875,12.13825,19.9356666667,13.3779166667
607.25,9.72766666667,37.1445833333,21.27825,18.8243333333,8.31833333333,12.4858333333,11.6011666667,8.19541666667,12.17575,19.97625,13.3886666667
607.58,9.782,37.2148333333,21.3315,18.9084166666,8.364,12.5571666667,11.6726666667,8.234125,12.2365833333,20.0860833333,13.4539166667
607.92,9.82191666667,37.3219166666,21.3895,19.0006666666,8.40891666667,12.64475,11.7368333333,8.302625,12.2999166666,20.203,13.5095833333
608.25,9.79658333333,37.3169166667,21.3989166667,18.9969166667,8.39575,12.6363333333,11.723,8.28625,12.2973333333,20.24175,13.4888333333
608.59,9.77533333334,37.2909166667,21.3893333333,19.0143333333,8.38725,12.6495,11.7220833333,8.28541666667,12.3118333333,20.2894166667,13.4919166667
608.92,9.76208333333,37.3319166667,21.3998333333,19.04775,8.38808333334,12.6730833333,11.7258333333,8.27633333333,12.3126666667,20.3529166667,13.487
609.26,9.72341666668,37.32575,21.3874166667,19.03625,8.378,12.6610833333,11.7063333334,8.265625,12.2985833333,20.4083333333,13.4659166667
609.59,9.68158333334,37.31875,21.3823333334,19.0213333333,8.33441666666,12.65875,11.6828333334,8.25083333333,12.2715833333,20.448,13.4180833333
609.93,9.69100000001,37.3094166667,21.3796666667,19.0216666667,8.3335,12.67175,11.7021666666,8.26904166667,12.3076666667,20.5075833333,13.4335
610.26,9.69125000001,37.2855,21.3641666667,19.0226666667,8.32741666667,12.69525,11.7024166667,8.29733333333,12.3275833334,20.57,13.4044166667
610.60,9.67683333332,37.2396666667,21.3440833333,19.0054166667,8.30041666667,12.7154166667,11.7246666667,8.286375,12.3195,20.58775,13.3825833333
610.93,9.71866666666,37.3055,21.40475,19.053,8.34966666667,12.79075,11.7788333334,8.34066666667,12.36175,20.69775,13.43475
611.27,9.73941666668,37.3334166667,21.4206666666,19.0745,8.36975,12.8235,11.8270833333,8.38141666667,12.4076666667,20.7461666667,13.459
611.60,9.74808333334,37.3246666667,21.4448333334,19.0500833333,8.35116666666,12.8335,11.8291666667,8.36304166667,12.402,20.7605,13.4495833333
611.93,9.75366666666,37.4295,21.5080833333,19.11725,8.37608333333,12.89,11.8744166667,8.38208333333,12.4345,20.7983333333,13.4830833333
612.27,9.79975000001,37.562,21.6029166667,19.1971666667,8.41458333333,12.95725,11.9369166667,8.43979166667,12.48725,20.8726666667,13.5381666666
612.60,9.85791666668,37.5943333333,21.6479166667,19.2576666666,8.42616666667,13.0140833334,11.977,8.48945833333,12.5145,20.9200833333,13.5608333334
612.94,9.89116666668,37.6209166667,21.7026666667,19.2845833333,8.40933333332,13.051,11.9840833333,8.50395833333,12.51825,20.9116666667,13.5640833334
613.27,9.98391666667,37.71975,21.8083333333,19.3968333333,8.49066666666,13.13725,12.0563333334,8.55887499999,12.6164166667,20.9695833334,13.6656666667
613.61,9.95950000001,37.7199166667,21.7864166666,19.3959166666,8.47091666668,13.1246666667,12.026,8.54383333333,12.5883333334,20.9216666667,13.6468333333
613.94,10.0046666667,37.86775,21.8824166667,19.4748333333,8.51875,13.201,12.0668333334,8.55745833333,12.6374166667,20.9435,13.7249166666
614.28,10.0429166667,37.999,21.95525,19.56475,8.54216666666,13.23325,12.0785833334,8.59129166667,12.6810833333,20.974,13.7895
614.61,10.073,38.1036666666,21.9935,19.629,8.57649999999,13.2609166666,12.1009166667,8.59720833334,12.7200833334,21.0150833333,13.8415
614.94,10.0595,38.1270833333,22.0199166667,19.6249166667,8.55391666667,13.243,12.0681666667,8.56137500001,12.6643333334,20.96375,13.8248333333
615.28,10.0633333333,38.1695,22.0380833333,19.654,8.54358333334,13.243,12.05875,8.54066666667,12.6659166666,20.95325,13.81325
615.61,10.0688333333,38.15875,22.01525,19.6413333333,8.54199999999,13.2143333333,12.0275,8.530375,12.666,20.91825,13.78325
615.95,10.1075,38.2515,22.0878333334,19.6826666667,8.58016666668,13.2421666667,12.0370833333,8.54995833333,12.7280833333,20.951,13.8173333333
616.28,10.1190833333,38.3681666666,22.1265,19.73925,8.62100000001,13.2376666667,12.0720833334,8.56408333334,12.7595,20.9580833334,13.8883333333
616.61,10.1020833333,38.381,22.13725,19.74475,8.64116666668,13.23675,12.0629166667,8.54141666666,12.7411666667,20.9424166667,13.88325
616.95,10.0955,38.41175,22.1436666667,19.74275,8.62866666667,13.2086666667,12.0445833333,8.52658333334,12.72775,20.9269166667,13.8691666666
617.28,10.1365,38.5386666667,22.2071666667,19.8093333333,8.65766666666,13.2466666667,12.0821666667,8.53158333333,12.7455,20.9933333333,13.9055
617.62,10.1245,38.5114166666,22.207,19.8360833334,8.64066666667,13.2205,12.0856666667,8.53375,12.7351666667,21.011,13.88175
617.95,10.1470833333,38.4948333334,22.2076666667,19.8441666667,8.64108333334,13.20275,12.0849166667,8.499625,12.7529166667,21.0000833333,13.8738333333
618.28,10.0889166667,38.45475,22.1968333333,19.7935,8.56616666668,13.1355833334,12.0378333333,8.42966666666,12.6868333334,20.92275,13.7974166667
618.62,10.0554166667,38.44525,22.171,19.7743333333,8.52599999999,13.1115,12.0056666667,8.41495833334,12.6914166667,20.9356666667,13.7725833333
618.95,10.0069166667,38.4095,22.1401666666,19.7536666666,8.50699999999,13.0763333333,12.00225,8.386875,12.6598333334,20.90825,13.75075
619.28,10.03375,38.4653333333,22.1878333333,19.7804166666,8.53508333334,13.1139166667,12.02575,8.42412499999,12.69625,20.9690833333,13.7906666667
619.62,10.02175,38.4448333334,22.1745833334,19.7833333334,8.54474999999,13.0816666667,12.0315833333,8.4235,12.6690833334,20.9404166666,13.77575
619.95,10.0595833333,38.4815,22.2271666666,19.8389166667,8.57216666666,13.1593333334,12.063,8.45737500001,12.7428333334,20.9910833333,13.7781666666
620.28,10.1099166667,38.5475,22.2911666667,19.8976666667,8.61983333334,13.221,12.096,8.52966666668,12.8251666667,21.0635833333,13.8310833333
620.62,10.1269166667,38.6104166667,22.3343333333,19.9231666667,8.65166666667,13.2683333334,12.1809166666,8.58120833332,12.8658333333,21.1160833333,13.8611666666
620.95,10.1285833333,38.6133333333,22.3643333334,19.957,8.66616666666,13.2916666667,12.2158333333,8.61075,12.8993333333,21.1130833333,13.8750833333
621.28,10.1540833333,38.70175,22.41175,19.95475,8.67666666667,13.3139166667,12.2495833333,8.61854166667,12.92025,21.128,13.8938333333
621.62,10.1530833333,38.79925,22.43075,19.99525,8.70224999999,13.3584166667,12.2785833333,8.65079166667,12.9324166667,21.18025,13.8986666666
621.95,10.1519166667,38.8233333333,22.4589166667,19.9925833333,8.71408333333,13.3741666666,12.2976666666,8.69320833333,12.94825,21.2220833333,13.9416666667
622.28,10.2055,38.9106666667,22.5466666667,20.0681666667,8.77908333334,13.4425,12.3604166667,8.73108333332,13.01275,21.2529166666,13.97975
622.62,10.2653333333,39.0104166667,22.6083333333,20.1158333333,8.82283333331,13.5169166666,12.4073333333,8.78495833333,13.0854166667,21.30925,14.0328333333
622.95,10.27675,39.04575,22.6534166666,20.155,8.83108333334,13.5361666667,12.4431666667,8.78662499999,13.1219166666,21.2985833333,14.0988333334
623.28,10.32175,39.1515,22.7075,20.2279166667,8.83183333334,13.6053333333,12.4711666666,8.78470833332,13.15325,21.3548333334,14.1444166667
623.62,10.28325,39.15525,22.6956666667,20.1716666667,8.77233333332,13.5279166667,12.4093333333,8.72329166667,13.0875,21.2925833333,14.1178333333
623.95,10.3005,39.2150833333,22.7058333334,20.1943333333,8.76224999998,13.5398333333,12.4414166667,8.69283333334,13.08625,21.31225,14.1421666667
624.28,10.3335833333,39.2730833333,22.7405,20.2595,8.76141666668,13.5653333333,12.4189166667,8.68354166667,13.09625,21.33,14.1541666666
624.62,10.31425,39.3465,22.7721666667,20.2646666667,8.73133333333,13.5739166666,12.3943333333,8.64416666667,13.076,21.3409166666,14.1441666667
624.95,10.3249166667,39.3721666667,22.8163333333,20.3169166667,8.75041666667,13.6234166667,12.3975,8.67479166667,13.1006666667,21.3484166667,14.17225
625.28,10.3660833333,39.41725,22.89225,20.3481666667,8.76133333335,13.664,12.4100833333,8.70508333333,13.1428333333,21.3511666666,14.21575
625.61,10.3873333333,39.4650833333,22.9090833333,20.3608333334,8.78349999999,13.6910833333,12.4195,8.699375,13.1583333334,21.32825,14.23
625.95,10.4059166667,39.49125,22.919,20.4051666667,8.78008333332,13.7298333333,12.4229166667,8.71829166666,13.1628333333,21.3299166667,14.2576666667
626.28,10.40075,39.5179166667,22.9701666667,20.4409166667,8.77316666667,13.7435,12.4223333334,8.74075,13.173,21.35025,14.2851666667
626.61,10.4010833333,39.51,22.9655833334,20.4644166667,8.76150000001,13.75025,12.40275,8.72820833333,13.1538333333,21.3665833334,14.2655
626.94,10.3615,39.4473333333,22.9189166667,20.396,8.70791666668,13.7140833333,12.3689166667,8.6945,13.1120833333,21.3249166667,14.2180833333
627.28,10.3643333333,39.4804166667,22.96025,20.4156666667,8.71966666667,13.74775,12.3954166667,8.70133333332,13.1483333333,21.3791666667,14.2213333333
627.61,10.3685,39.5444166667,22.999,20.4805,8.74208333333,13.75625,12.44175,8.71733333333,13.1644166667,21.40675,14.22225
627.94,10.29475,39.504,22.9465,20.4335833333,8.69358333333,13.7210833334,12.39925,8.6635,13.124,21.3495,14.1858333333
628.27,10.30625,39.5284166667,22.97325,20.45525,8.69308333334,13.7041666666,12.4095833333,8.64675000001,13.1526666667,21.3453333333,14.219
