wavelength,Back_LanVerf,Belly_LanVerf,Breast_LanVerf,Crissum_LanVerf,Crown_LanVerf,DorTail_LanVerf,Patch10_LanVerf,Patch11_LanVerf,Rump_LanVerf,Throat_LanVerf,WingTip_LanVerf
209.14,-52.57725,-52.4914166667,-56.9586666667,-59.1925,-16.0651666667,-67.8694166666,-72.5945,-53.7372083333,-28.60825,-36.9415833333,-53.1787499999
209.52,-51.1284166667,-50.78125,-56.0763333333,-56.5973333333,-17.2743333333,-66.6667500001,-71.0070833334,-53.73275,-30.7291666667,-37.5866666667,-54.6006666666
209.90,-54.078,-54.344,-55.4965833333,-59.3085833333,-23.1383333333,-68.5283333333,-73.8474166667,-53.8120416667,-31.7375,-40.2483333333,-60.5495833332
210.28,-49.9113333333,-49.2021666667,-48.227,-52.48225,-22.429,-58.7765,-66.8438333333,-48.8033333333,-31.649,-34.0425833334,-58.86525
210.66,-57.6599166667,-54.71375,-52.1044166667,-58.58575,-31.5655833333,-64.56225,-65.99325,-51.09425,-35.6901666667,-40.4883333333,-65.4040000001
211.03,-52.8985833333,-49.5470833333,-45.74275,-50.7245833333,-26.5399166667,-59.1484166667,-57.6086666667,-48.5506666667,-28.623,-35.5979166667,-67.1195833332
211.41,-48.5348333333,-42.94875,-41.3918333334,-45.0548333333,-22.9854166667,-56.1354166666,-50.18325,-45.421375,-26.923,-27.65575,-60.9889166667
211.79,-56.8518333334,-49.9073333334,-49.3519166667,-47.963,-28.79625,-59.9073333333,-55.6480833333,-56.75925,-33.5185,-32.7776666667,-68.7036666667
212.17,-42.2939166667,-32.16825,-36.2006666667,-32.1685,-13.6200833333,-41.577,-37.3656666667,-36.6934583334,-13.6200833333,-13.7096666667,-48.47675
212.55,-33.6634166667,-25.2475833333,-29.2903333333,-23.4323333333,-9.98341666667,-30.0331666667,-30.1156666667,-30.198125,-8.58091666665,-9.48858333334,-34.4885833333
212.92,-26.8181666667,-19.6970833334,-19.46975,-14.697,-1.96983333333,-21.9695,-18.7878333333,-23.8259166666,-0.909166666675,-4.62099999999,-25.7576666666
213.30,-20.1836666667,-9.17441666666,-11.0855833333,-7.49216666665,6.42199999999,-13.4555833333,-9.63308333333,-16.8195,4.89291666666,0.152916666668,-18.0429166667
213.68,-28.0159166667,-16.1905,-17.1428333333,-13.8094166667,-4.99983333332,-18.8888333333,-15.4764166667,-24.2855833333,-0.476166666667,-8.65083333334,-20.7143333333
214.06,-28.9309166667,-16.195,-20.6761666667,-12.8930833333,-4.79566666668,-20.1256666667,-16.3521666667,-23.7814166667,-3.53775000002,-9.827,-17.6100833333
214.44,-40.4290833333,-26.5676666666,-36.7986666667,-21.6171666667,-15.1815,-29.7028333333,-27.47525,-35.313625,-11.38625,-19.4720833333,-25.495
214.81,-44.2884166667,-26.6854166667,-45.7865833333,-22.6590833333,-18.3521666666,-31.9286666667,-31.55425,-42.1816666667,-13.2959166667,-19.9438333333,-27.71525
215.19,-59.1175,-41.0784166667,-64.0198333333,-39.1175833333,-33.0391666667,-47.255,-45.098,-55.9804583333,-28.23525,-29.0194166667,-37.1569166667
215.57,-50.648,-33.79625,-56.7591666667,-32.1295,-28.8888333333,-39.5370833333,-39.6295833333,-46.5277916667,-17.9629166666,-23.1480833333,-29.81475
215.95,-44.37975,-32.55825,-55.2325,-27.6164166667,-26.6473333333,-40.9883333333,-37.8875833333,-39.3894583333,-15.11625,-18.1200833333,-27.3255
216.32,-48.2353333333,-45.294,-59.5098333333,-33.5295,-35.7844166667,-48.33325,-46.1763333333,-48.872625,-26.4705833333,-26.8628333333,-37.843
216.70,-52.0833333333,-50.2083333333,-64.8958333332,-39.4791666667,-40.8333333333,-55.0,-54.1666666667,-58.28125,-33.1250000001,-31.25,-46.4583333332
217.08,-47.5490833333,-44.6078333333,-66.4704999999,-39.9020833333,-43.33325,-50.0980833333,-55.0,-56.3725416667,-35.0000000001,-29.1175833333,-44.0195833333
217.46,-47.4911666667,-45.878,-61.29025,-36.4695833333,-42.2939166667,-50.8065833333,-54.2114166667,-51.568,-36.2903333334,-29.5698333333,-44.1755833333
217.83,-46.1049166667,-45.6521666667,-61.8658333334,-35.0543333333,-40.761,-51.8114166667,-53.8044166666,-51.947625,-37.8621666666,-26.6304166667,-48.279
218.21,-49.8245833333,-46.9298333334,-65.08775,-41.9298333333,-47.9825,-53.158,-58.2456666667,-56.622875,-44.2103333334,-29.1228333333,-51.4911666667
218.59,-41.4166666667,-40.25,-52.9166666667,-38.6666666667,-41.0,-48.25,-50.3333333333,-48.3333333333,-41.0833333333,-26.4166666667,-46.8333333333
218.97,-33.89975,-37.45975,-43.042,-36.3268333333,-34.1424166667,-45.5501666667,-44.66025,-44.2555833333,-38.1875833334,-24.75725,-43.9320833333
219.34,-27.5993333333,-32.1865833334,-35.62675,-30.5045833333,-26.29975,-40.8258333333,-40.5963333334,-37.1560416667,-33.48625,-21.1775,-39.6788333333
219.72,-33.4889166667,-37.8503333334,-38.5514166667,-35.0466666667,-34.0343333333,-48.5981666667,-46.2618333333,-42.951625,-42.6011666667,-26.1683333333,-45.1713333333
220.10,-32.9510833333,-36.315,-37.997,-35.85625,-36.62075,-48.6238333334,-44.8776666667,-46.3684166667,-43.19575,-28.05825,-46.8655
220.47,-27.6785833333,-26.9345,-31.2499166667,-30.9525,-28.2738333333,-44.1965833333,-37.3511666667,-39.2114166667,-36.6071666667,-22.9166666667,-37.94625
220.85,-18.9394166667,-17.90625,-25.2065833334,-24.8623333333,-21.9008333333,-37.87875,-24.7935,-28.6500416667,-27.0663333333,-16.3910833333,-30.16525
221.23,-18.5103333333,-16.8140833333,-26.6961666667,-25.1473333333,-22.56625,-37.3895,-24.2626666667,-26.7331666666,-25.295,-14.1593333334,-30.4571666667
221.61,-13.11475,-13.2515,-24.112,-22.3360833334,-18.6476666667,-34.0163333333,-20.5599166667,-23.0875,-21.5163333333,-12.4316666666,-28.1421666667
221.98,-13.6039166667,-11.1111666667,-20.6553333334,-19.3733333333,-16.7379166667,-34.4018333333,-18.09125,-20.4771666666,-17.9486666667,-12.2506666667,-26.4246666667
222.36,-0.655916666675,2.36225000001,-4.19950000001,-2.55916666666,-0.72175,-20.1443333333,-0.9185,-7.84116666667,-0.52491666665,2.03408333334,-11.8111666667
222.74,-2.50741666667,2.286,-5.89958333335,-0.59,-1.84366666668,-24.41,2.13866666667,-7.78029166666,1.25366666666,1.54874999999,-11.2094166667
223.11,-17.4918333333,-6.68299999999,-20.0494166667,-7.83825,-15.7591666667,-38.2015,-6.84816666668,-17.6154583333,-8.9935,-7.09566666667,-19.5543333333
223.49,-16.13625,-1.96958333333,-11.9696666667,-0.98475,-13.4088333333,-30.1516666667,-0.378749999992,-11.4014583333,-2.80300000001,-3.78775000001,-11.1363333333
223.87,-6.24991666667,7.90241666667,-2.51433333333,5.45966666667,-2.29883333335,-16.523,6.39375,0.143541666667,6.89674999998,5.45966666666,-2.08333333335
224.24,-3.22574999999,10.0133333333,2.95691666666,7.66125,1.07516666665,-8.46783333333,9.47566666668,6.854875,11.0215833333,8.60216666666,4.70433333332
224.62,-2.84241666667,8.78566666665,3.29466666666,8.72091666668,-1.55041666666,-3.68216666667,9.36691666667,6.03995833334,11.0465833333,8.20425,5.10333333332
225.00,-5.5555,9.07400000002,8.14816666666,9.01233333333,-0.925916666675,-1.9135,6.97541666668,4.38266666667,13.5185,9.13566666668,6.79016666667
225.38,-5.68958333334,9.36775,11.3794166667,9.65508333335,1.26441666667,-2.75866666667,7.01150000001,4.25287499999,12.70125,9.42533333332,8.44833333334
225.75,-15.1514166666,3.34600000001,5.30316666668,1.07325,-7.19691666665,-9.65916666668,0.946833333317,-1.894125,5.87116666665,7.00766666665,4.54558333333
226.13,-11.9369166667,4.39191666668,5.06766666666,-0.900916666665,-5.29291666667,-8.67125,-1.12616666668,-0.732000000008,3.26583333332,8.16433333333,5.01133333333
226.51,-17.5000833333,-1.66666666667,-1.72225,-9.88883333332,-12.2778333333,-14.0556666666,-9.72225,-7.33341666668,-4.889,1.61100000001,0.166666666668
226.88,-13.1531666667,0.585666666667,0.67575,-6.66666666666,-8.24325000001,-8.37841666667,-8.108,-5.49537499999,-3.063,5.04508333333,1.12608333333
227.26,-14.3150833333,-4.33166666666,-2.76408333333,-11.1385833333,-11.386,-9.24083333334,-11.9223333333,-7.98262499998,-6.51824999999,1.07266666667,-2.47533333334
227.64,-8.44058333332,-3.25483333334,-2.25333333333,-9.58516666668,-9.19175,-5.50791666667,-8.61949999998,-6.86708333332,-6.40208333333,2.36058333333,-0.96575
228.01,-5.31133333335,-2.74725,-1.8315,-5.86091666667,-7.05116666667,-3.11358333333,-4.88408333334,-5.49462500001,-4.88399999999,3.75458333333,1.61783333333
228.39,-4.37749999999,-1.05483333333,-1.39766666667,-5.27433333333,-5.51166666667,-2.79541666667,-3.53375,-5.74900000001,-5.06325000001,4.32491666667,2.8745
228.76,-5.81625000001,-2.66366666667,-4.05675,-7.42916666667,-7.01383333334,-5.18091666667,-5.76733333333,-7.918,-8.28466666667,1.93066666667,0.757666666668
229.14,-5.44258333334,-3.02616666667,-5.03608333333,-6.86533333333,-7.09116666666,-4.67475,-4.96833333333,-8.07354166665,-9.32691666667,0.948500000002,0.700083333333
229.52,-6.05691666666,-3.73708333334,-5.47699999999,-7.3455,-7.38841666667,-4.42441666667,-4.93983333333,-8.29025000001,-9.98716666667,-0.386583333334,0.987916666667
229.89,-6.97191666665,-4.78541666668,-6.97200000001,-7.32275,-7.75566666666,-4.64108333333,-5.30116666666,-9.48833333334,-10.58175,-1.98016666667,-0.907583333335
230.27,-5.52941666666,-4.46266666667,-6.53633333334,-6.24024999999,-6.61533333333,-2.94233333333,-3.59408333333,-8.25450000001,-9.95258333333,-0.908416666667,0.079
230.65,-5.84533333332,-5.21341666667,-6.85233333333,-6.61533333332,-7.26700000001,-2.567,-3.436,-8.511125,-10.8411666667,-1.38225,-0.730666666667
231.02,-6.84383333334,-6.88408333333,-8.33325000001,-8.49433333333,-8.73600000001,-2.8785,-4.00566666667,-9.18883333333,-12.8220833333,-3.18025,-1.63025
231.40,-3.90991666666,-4.28516666666,-5.41075000001,-5.52924999999,-5.52916666666,-0.710666666666,-1.81675,-6.75354166667,-10.5646666667,-0.730583333332,0.256666666667
231.78,-4.38274999999,-3.78608333333,-5.24691666667,-5.39108333333,-4.033,-0.987583333331,-1.87241666667,-6.33741666667,-9.71200000001,-0.884749999999,0.966999999998
232.15,-10.5464166667,-9.57533333333,-11.2239166667,-12.1046666667,-9.59791666668,-6.97824999998,-8.67199999999,-12.1159583333,-16.1470833333,-7.40733333334,-5.03608333334
232.53,-11.1574166667,-10.50925,-11.7358333333,-11.4815,-9.60666666668,-6.24991666667,-8.40274999999,-10.706,-15.7639166667,-8.17133333333,-5.60191666667
232.90,-11.6294166667,-10.8404166667,-10.88675,-11.04925,-8.79758333333,-5.29250000001,-7.26550000001,-9.34316666667,-14.8329166667,-7.75299999999,-5.2925
233.28,-8.44741666666,-7.92225000001,-8.21908333334,-9.06400000001,-5.73066666666,-2.2375,-5.0685,-6.59825,-12.3059166667,-5.47933333334,-3.5845
233.66,-5.34766666667,-5.16941666667,-4.87975,-5.79316666667,-3.03025,0.178249999997,-1.73783333333,-2.9525,-8.60075000001,-2.38416666667,-1.35916666667
234.03,-2.71975,-2.981,-1.37066666667,-3.98166666667,-1.74066666666,2.43691666667,8.33333332502e-05,-0.663458333333,-6.0705,-0.565666666667,1.806
234.41,-4.37441666667,-3.39025,-2.90891666667,-5.29299999999,-3.237,0.437416666667,-1.33433333333,-2.57004166666,-6.43041666667,-2.75583333334,1.02808333333
234.78,-4.08333333334,-4.10416666667,-4.625,-5.02083333334,-3.41666666667,-0.458333333334,-1.6875,-3.5,-5.64583333334,-4.02083333334,0.124999999997
235.16,-2.384,-2.50408333333,-3.66575,-3.24508333334,-2.10333333334,-0.0200833333325,-0.801333333332,-3.015,-4.16658333333,-3.18508333333,1.30208333333
235.54,-0.495916666665,0.304916666668,-1.84966666667,-0.934499999999,0.171666666668,2.6125,1.84975,-1.09641666667,-1.62083333333,-0.610416666667,3.98558333333
235.91,-0.411166666668,0.393333333335,-1.93141666667,-0.751083333334,-0.625833333333,3.43341666666,1.6095,-1.61841666667,-2.03858333333,-0.196666666667,3.07591666666
236.29,2.58433333334,4.35716666667,1.87208333333,2.65066666667,2.78325,6.61033333333,5.35133333333,1.85566666667,1.44125,3.69466666667,6.19625
236.66,2.76108333333,5.20416666667,2.27583333333,2.99525,3.48066666667,6.6935,5.6225,1.21320833333,1.02083333333,4.68541666667,6.84400000001
237.04,2.9235,5.76275,2.7385,3.39383333333,3.125,6.63641666667,6.04833333333,0.571166666667,1.3105,5.37641666668,7.40924999999
237.41,1.048,4.05674999999,0.980499999998,2.85658333333,1.14933333333,5.02025,4.68233333333,-1.09033333333,-0.0337500000008,4.42875000001,6.67675
237.79,0.388416666668,3.31708333332,-0.0970833333318,2.57275,0.841416666665,4.7895,3.36575,-2.28166666667,-1.14883333333,3.70558333333,5.7605
238.17,1.16,3.49525,-0.198333333335,3.29675,1.404,5.31125,4.121,-1.465125,-0.656166666668,3.80033333332,6.22708333333
238.54,1.30508333333,3.04083333333,0.401666666665,3.5285,1.24791666667,6.19616666667,4.31716666667,-0.351333333333,-0.387166666667,3.72916666667,6.64075
238.92,2.01566666667,4.329,1.90741666667,3.96383333333,2.1105,6.913,5.18116666666,0.5275,0.283999999999,4.36958333333,8.04916666668
239.29,0.118166666665,2.82591666666,0.3155,2.24775,0.736083333334,6.19108333334,3.73283333333,-1.0055,-1.05158333333,3.14141666667,7.00600000001
239.67,-0.659916666666,1.74725,-0.464333333333,1.19758333333,-0.452166666667,5.15641666666,3.09141666666,-1.77166666667,-1.95516666667,1.74725,6.31708333333
240.04,-0.512499999999,1.52625,-0.111416666667,1.13625,-0.289583333332,4.86841666667,3.39783333333,-1.15304166667,-1.7045,1.48166666667,6.57300000001
240.42,0.274916666667,1.4625,0.510333333333,1.70791666667,0.529999999999,5.70266666667,4.28941666666,-0.59375,-0.952250000002,1.79633333333,7.19474999999
240.79,-0.774166666666,-0.0347499999999,-0.513250000001,0.495583333332,-0.58275,4.56683333333,3.31433333333,-1.32204166667,-1.63541666667,0.339083333333,6.08908333333
