wavelength,Back_IriReif,Belly_IriReif,Breast_IriReif,Crissum_IriReif,Crown_IriReif,DorTail_IriReif,Patch10_IriReif,Patch11_IriReif,Patch12_IriReif,Rump_IriReif,Throat_IriReif,WingTip_IriReif
202.33,-106.222066667,-150.222266667,-74.6666000001,-96.7407333333,-69.0369333333,-89.4814666667,-116.7408,-101.1852,-90.8147333333,-109.926066667,-141.7778,-137.037066667
202.71,-87.0511333332,-128.205133333,-55.0,-76.2820666667,-57.0511999999,-68.4614666666,-99.6153999999,-83.8462666667,-75.1282000001,-86.7949333332,-119.871866667,-112.179533333
203.09,-59.4623333333,-90.4300666665,-26.2365333333,-49.0321999999,-31.9355333333,-36.2367333333,-69.0323333335,-52.7957333333,-47.6344666667,-55.9140666667,-76.7742,-77.0968666666
203.47,-53.7502,-90.9377333333,-28.8542,-50.6253333333,-34.8959999999,-34.4792666667,-67.396,-53.0210666667,-44.0627333333,-55.0000666667,-75.0000666666,-77.0835333333
203.85,-78.4313999999,-139.3464,-67.1894,-87.5817333333,-64.4445333332,-61.6992,-110.457533333,-88.4967333335,-75.9476000001,-88.4967333333,-115.032733333,-121.5686
204.22,-254.2424,-388.787866667,-239.090933334,-280.303,-218.1818,-210.000066667,-333.939333333,-283.0304,-248.787933333,-262.727333333,-327.575733333,-364.848333333
204.60,-245.277733333,-383.3332,-242.499866667,-264.722266667,-236.111133333,-221.944466667,-340.5556,-283.611133333,-244.4444,-251.389,-329.166666667,-360.833266667
204.98,-301.052666667,-481.4036,-312.631533333,-352.982466667,-295.789333333,-291.228,-444.912333333,-384.5614,-298.245533333,-318.5966,-434.035133333,-469.473666667
205.36,-267.407333333,-459.629666667,-295.555533333,-320.740733333,-272.963066667,-281.851933333,-428.518533333,-358.5186,-273.703733333,-294.4446,-447.407266667,-465.185266667
205.74,-269.8246,-449.824666667,-309.122866667,-326.315733333,-260.0,-281.754333333,-404.561333333,-354.736733333,-270.175533333,-303.8596,-458.947333333,-457.8946
206.12,-207.160466667,-334.568066667,-237.530733333,-248.148133333,-202.962866667,-204.9382,-292.839533333,-265.925933333,-201.7284,-232.098866667,-326.4198,-340.987666667
206.50,-122.370266667,-200.444466667,-145.333266667,-141.333333333,-121.185266667,-122.518466667,-166.962933333,-152.2962,-125.333333333,-133.036933333,-195.703733333,-199.111133333
206.87,-168.5966,-258.5964,-187.017666667,-181.754466667,-157.543933333,-159.298266667,-216.3158,-198.0702,-168.771866667,-176.315866667,-242.280666667,-262.105266667
207.25,-219.215733333,-319.215733333,-238.235266667,-227.450933333,-208.627333333,-212.549066667,-270.980333333,-247.451066666,-204.509733333,-219.019533333,-302.549,-333.3332
207.63,-224.117666666,-304.509733333,-227.058733334,-217.058733333,-204.3138,-205.294133333,-273.7254,-242.353066667,-203.1372,-213.137066667,-294.509866666,-336.862666667
208.01,-222.6262,-304.0404,-214.3436,-203.434266667,-203.232333333,-197.9798,-273.131133333,-238.585866667,-196.565733334,-207.272733334,-292.121266667,-336.767666667
208.39,-144.031066667,-208.682333333,-140.9302,-128.992333333,-123.876,-126.201733333,-186.356466667,-162.0154,-120.930266667,-136.279133333,-195.348866667,-227.751866667
208.77,-112.8,-159.6,-109.866666667,-105.2,-90.7999999999,-86.5333333333,-144.933333333,-126.933333333,-92.1333333332,-110.933333333,-150.8,-183.333333333
209.14,-163.5772,-213.658533333,-162.601733333,-149.105666667,-138.374066667,-133.983866667,-195.772333333,-175.934866667,-135.2846,-162.113733333,-200.487733333,-256.748066667
209.52,-160.154933333,-211.3178,-163.565933333,-158.449666667,-139.224866667,-133.178333333,-189.9224,-181.0852,-140.310133333,-161.5504,-193.023266667,-250.232533333
209.90,-194.333333333,-245.833333333,-199.166666666,-192.666666667,-174.5,-160.333333333,-229.5,-223.333333333,-176.666666667,-194.666666667,-230.166666667,-292.166666667
210.28,-265.7778,-330.222133333,-270.000066667,-266.444466666,-236.666666667,-228.4444,-316.000066667,-312.222333334,-245.555666667,-280.6666,-316.222133333,-395.777733333
210.66,-282.857133333,-342.143,-264.761866667,-285.7142,-239.5238,-245.4762,-336.190533333,-329.762,-245.7144,-295.952333333,-339.2858,-421.9046
211.03,-594.8718,-717.948666667,-566.666733333,-611.794933333,-510.256466667,-560.512933333,-713.846133333,-704.6154,-519.487133333,-611.281933334,-725.128266667,-922.564133332
211.41,2422.22226667,2893.33326667,2306.66673333,2486.6666,2022.22233333,2333.33333333,3004.44453333,2935.55553333,2157.77786667,2493.3334,3104.4444,3857.77786667
211.79,2048.889,2548.88893333,2059.99993333,2135.55553333,1691.1112,2142.2222,2728.88886667,2660.00006667,1955.55546667,2131.11106667,2804.44446667,3520.00006667
212.17,-685.833333334,-805.833333333,-668.333333333,-640.833333335,-472.499999999,-715.833333333,-905.833333333,-868.333333333,-623.333333334,-674.999999999,-926.666666665,-1190.83333333
212.55,-843.809533334,-991.428533333,-826.666666668,-754.285733334,-614.285866667,-839.047466666,-1079.04746667,-1006.66666667,-822.857266667,-769.5238,-1115.2382,-1431.42853333
212.92,-6026.66666667,-7360.0,-5853.33333334,-5406.66666667,-4086.66666667,-6526.66666666,-7493.33333333,-7026.66666666,-6013.33333334,-5186.66666667,-7913.33333335,-10193.3333333
213.30,-5366.66666667,-6780.0,-5260.0,-5046.66666667,-3706.66666667,-5720.0,-7053.33333333,-6580.0,-5953.33333333,-4573.33333334,-7393.33333333,-9493.33333333
213.68,666.666666666,830.833333334,664.166666667,603.333333334,449.166666666,717.5,875.0,825.0,736.666666667,559.166666667,890.833333334,1172.5
214.06,607.619066666,816.190466667,564.761933334,489.523733334,373.333333334,696.190533333,829.5238,749.523933333,651.428666666,493.333333334,812.380933335,1167.61906667
214.44,381.212,515.757533333,358.181733333,290.909133333,241.212066667,418.787933334,508.4848,446.666666667,431.5152,270.303133333,505.454533333,719.393933333
214.81,342.7778,471.111133333,366.111133333,251.666666667,226.1112,367.2222,459.4444,417.777733333,411.666666667,250.0,443.8888,649.444533333
215.19,-250.666666667,-404.666666667,-311.333333333,-120.0,-111.333333333,-248.666666667,-379.333333333,-351.333333333,-336.0,-148.666666667,-383.333333333,-578.666666667
215.57,-74.4928,-156.521866667,-110.724533333,-25.2173333332,-24.6376666666,-73.913,-135.072466667,-121.739133333,-144.347866667,-30.7246,-135.3624,-217.970933333
215.95,-92.7271333335,-184.848333333,-129.9998,-61.2120666668,-46.0607999998,-85.4546,-146.666733333,-153.030266667,-159.999866667,-49.0909333334,-161.818133333,-248.4848
216.32,-189.824666667,-298.245466667,-215.087666667,-176.8422,-148.421133333,-176.1404,-233.684133333,-261.403466667,-267.719266667,-129.824533333,-270.877133333,-368.421066667
216.70,-2060.0,-3043.33333333,-2313.33333333,-2043.33333333,-1863.33333333,-2190.0,-2453.33333333,-2726.66666667,-2823.33333333,-1623.33333333,-2820.0,-3693.33333333
217.08,582.5,810.000000001,648.333333333,545.833333333,544.166666667,581.666666666,700.833333334,795.000000001,827.499999999,486.666666667,787.5,1015.0
217.46,-667.777799999,-991.111066665,-763.333333334,-600.000199999,-582.222266667,-678.888933333,-847.777733332,-967.777733333,-1007.77766667,-556.6666,-941.111200001,-1177.77786667
217.83,-208.333333333,-336.666666667,-236.25,-207.083333333,-179.166666667,-208.75,-266.666666667,-322.5,-341.25,-197.916666667,-334.166666667,-396.666666667
218.21,-278.333333333,-459.444333333,-364.444466667,-342.2222,-267.2224,-281.111133333,-386.110933333,-452.2222,-491.111066667,-291.666666667,-471.6666,-552.222133333
218.59,-109.7222,-206.111066667,-148.333266667,-143.0556,-114.166666667,-113.8888,-164.722266667,-198.055533333,-209.166733333,-129.722133333,-208.888866667,-247.222133333
218.97,-99.7333333333,-190.933333333,-129.6,-114.4,-94.6666666668,-89.0666666667,-146.4,-168.8,-196.8,-120.8,-179.733333333,-221.866666667
219.34,-95.4762,-181.428533333,-124.285733333,-113.095266667,-94.0476666666,-82.6188666667,-135.714333333,-162.857133333,-195.238,-119.285733333,-170.238,-209.285666667
219.72,-115.8026,-202.4692,-140.740733333,-141.2346,-109.382666667,-110.6172,-150.6174,-196.543133333,-213.086333333,-152.5926,-191.604933333,-228.3952
220.10,-99.4284666666,-156.381,-104.381066667,-104.952333333,-85.1427333333,-88.3808,-110.285733333,-143.047466667,-167.047733333,-124.0,-141.714333333,-175.0476
220.47,-80.0000000001,-129.666666667,-84.0,-83.4999999999,-65.0000000001,-65.8333333334,-87.8333333333,-112.833333333,-140.333333333,-106.333333333,-111.833333333,-147.166666667
220.85,-67.6000000001,-97.0666666667,-54.4,-63.4666666666,-40.5333333333,-51.3333333333,-72.4,-86.5333333333,-104.933333333,-88.6666666667,-87.3333333332,-116.933333333
221.23,-67.0439333333,-95.4717333333,-47.7986666667,-59.3710666667,-37.107,-45.7860666667,-62.5157333333,-77.4841333333,-87.2956,-86.4152,-75.0942666669,-106.6666
221.61,-82.5396000001,-120.635066667,-55.5553333334,-72.3809333333,-39.8412666667,-52.5397999999,-71.9048666665,-90.9524,-95.8730666668,-103.174666667,-87.1428666665,-129.365066667
221.98,-91.7947999999,-124.615466667,-55.3844666667,-68.8890000001,-35.2136666665,-58.2906000001,-80.6838,-87.3504,-98.2905999999,-94.0169333333,-87.8632,-143.248
222.36,-64.6259333333,-75.3741333334,-25.9863999999,-30.2040666667,-12.2449333333,-35.5102,-51.1566666666,-51.1564666667,-65.0339333333,-51.9727333333,-56.1903999999,-95.5103333333
222.74,-140.215066667,-141.935333333,-76.9894,-81.2903333333,-41.2903333333,-87.7419333333,-116.129133333,-117.204333333,-143.440933333,-107.096533333,-120.645066667,-178.064533333
223.11,-195.7576,-203.030333333,-106.666733333,-130.606066667,-80.6061333333,-149.999933333,-173.333266667,-173.0302,-214.8484,-144.545533333,-195.4546,-260.3028
223.49,-146.4,-160.8,-68.2666666666,-102.133333333,-57.8666666668,-114.666666667,-133.6,-124.8,-167.466666667,-109.866666667,-153.066666667,-212.533333333
223.87,-138.666533333,-157.333266667,-73.7777999999,-93.5556000001,-70.4444,-103.555666667,-136.222133333,-128.2224,-151.333333333,-99.7778666667,-134.666733333,-199.7778
224.24,-118.541666667,-154.375,-71.4583333333,-74.1666666667,-70.0000000001,-84.1666666667,-139.375,-128.75,-136.25,-87.2916666667,-126.666666667,-184.375
224.62,-42.3129999999,-66.1225333334,-18.6394666667,-11.1564,-16.7346666667,-28.5713333333,-59.4558666667,-54.0136,-49.2516666666,-21.3606,-51.7007333332,-90.2040666667
225.00,-26.9230666667,-63.5899333333,-18.9743999999,-11.6667333334,-21.7948666666,-17.5640666667,-48.9743333333,-51.0256000001,-43.8461999999,-15.2564666668,-46.0257999999,-79.3591333333
225.38,-7.05319999998,-34.1061333333,-5.21746666668,-0.966266666667,-7.43966666668,-0.86946666666,-31.0146,-27.2462666667,-24.2513333333,2.41533333335,-27.343,-48.9855333333
225.75,-3.13253333332,-22.4098,-0.080399999994,0.481866666687,-8.83540000002,0.08033333332,-25.0601333333,-20.3212666667,-20.2409333333,3.37333333339,-19.7590666667,-40.6426
226.13,-3.48153333334,-24.8149333333,0.88886666664,-0.5926,-10.0,1.85200000001,-22.2963333333,-21.9999333333,-21.1852666667,-0.74080000002,-17.0369333333,-34.1480666667
226.51,2.42986666666,-25.4204666667,4.42360000001,-1.80693333332,-5.2336,5.91899999999,-16.5733333333,-17.8815333333,-14.704,-0.4984,-10.3425333333,-27.1651333333
226.88,10.1470666667,-17.4999333333,7.74526666666,2.10786666667,-0.637333333334,10.0980666667,-7.353,-8.28440000001,-5.49019999999,3.0394,-1.96093333332,-16.1764
227.26,10.0192,-12.4470666667,7.09053333334,1.15606666665,1.54146666665,11.9846,-3.9306,-6.0502,-2.85159999999,2.0038,1.46433333334,-9.20993333335
227.64,2.84719999999,-16.2500666667,-1.04166666667,-7.15280000001,-4.58326666666,3.99320000001,-9.93053333334,-11.7012666667,-7.88199999999,-5.69453333333,-4.8958,-13.125
228.01,3.2424,-12.6666,-1.12120000001,-7.15159999998,-1.90900000001,4.06066666667,-6.33333333333,-7.36346666666,-5.33340000002,-4.8788,-3.51526666667,-9.48493333335
228.39,4.8366,-8.88900000001,-0.1046,-5.83,0.392,4.70586666667,-3.05893333334,-1.35946666666,-1.88233333333,-3.21560000001,-2.77126666667,-4.99339999999
228.76,1.96066666666,-12.1568,-3.33333333333,-10.1226,-2.64713333333,1.74033333334,-5.73533333334,-4.95113333333,-6.32340000001,-7.08333333333,-6.34813333333,-6.54406666666
229.14,4.76806666667,-6.66666666665,0.280533333348,-5.11313333335,1.66126666667,4.61706666667,-0.755066666669,-0.625599999999,-1.16506666667,-2.93413333334,-1.70453333332,-1.53173333334
229.52,6.42560000001,-4.75899999999,1.14459999999,-3.49393333333,2.91159999999,5.60246666667,1.3856,1.26506666667,0.301200000002,-1.14473333333,-0.441799999996,1.00406666667
229.89,5.54273333334,-7.23806666668,-0.857199999993,-4.1332,2.11419999999,4.47613333333,1.12373333333,0.857066666666,-1.65713333333,-2.81906666666,-2.19046666667,0.857133333334
230.27,4.43839999999,-7.63473333333,-3.23293333333,-5.60720000001,0.32873333332,3.08673333333,-0.621,0.474866666675,-3.59813333334,-4.6576,-3.57986666668,-0.310533333334
230.65,2.96686666667,-7.46946666667,-4.46793333334,-6.47466666667,-0.750400000014,1.69293333333,-0.802666666665,-0.0348000000014,-4.72946666667,-5.58466666666,-5.07853333335,-0.942466666668
231.02,5.10206666666,-4.64293333333,-1.12246666667,-3.8776,1.13939999999,4.13266666667,1.64966666667,2.34693333333,-2.24480000001,-3.29933333333,-2.53393333333,2.6362
231.40,4.30113333333,-5.00006666665,-1.54133333333,-4.76706666667,-0.10746666666,2.79573333333,0.967733333333,1.93553333333,-1.84586666667,-4.01433333333,-3.63806666667,1.6846
231.78,7.24073333334,-2.27779999999,1.96293333333,-1.5556,2.62966666666,5.64813333333,3.5926,4.61100000001,0.777866666668,-0.055533333328,-0.389000000012,4.62973333333
232.15,8.48646666667,-0.464333333328,4.04826666666,1.0214,3.21246666666,6.96366666667,5.4968,7.33526666665,1.8384,1.98693333334,0.928533333326,6.07233333333
232.53,6.60799999999,-2.63920000001,2.77613333333,-1.32953333333,2.01380000001,5.10253333333,4.45746666667,4.61386666667,-0.664600000007,0.899466666668,-0.19546666666,3.75360000001
232.90,7.56486666667,-2.4152,3.17366666666,-1.1376,2.11573333333,5.54866666667,4.6906,6.1876,-0.518866666673,1.75633333333,0.678733333332,3.83240000001
233.28,4.78713333333,-5.20273333334,0.92973333334,-3.77846666667,-0.336200000012,3.69933333334,1.444,5.04453333333,-3.63986666667,-0.41546666666,-1.85953333335,1.81993333334
233.66,4.67253333333,-6.4516,1.27073333333,-4.20339999999,-0.1564,2.67833333334,1.19253333333,5.10259999999,-4.02733333333,-1.81806666667,-1.62266666667,0.723333333325
234.03,5.39046666667,-4.87633333333,2.38106666667,-3.84766666667,0.400000000006,3.39046666666,1.54286666667,5.98093333334,-1.90473333333,-0.399933333342,-0.895266666667,1.162
234.41,6.51886666667,-4.13653333333,3.39800000001,-2.88073333333,0.572533333332,3.52726666667,1.51426666667,5.65093333334,-0.443266666668,0.77566666666,-0.44313333334,0.849599999992
234.78,8.85919999999,-2.35286666667,5.81100000001,-0.712933333334,2.85200000001,4.91979999999,3.35093333333,7.48646666667,2.21026666667,2.74526666667,1.78253333333,2.54899999999
235.16,6.46666666667,-3.35,3.01666666667,-2.51666666667,2.51666666667,2.93333333333,1.86666666666,6.03333333333,0.783333333332,1.80000000001,0.199999999998,0.033333333336
235.54,5.32693333334,-4.7352,1.09026666667,-3.67606666667,1.90033333334,2.5078,0.887933333331,4.99999999999,-0.186866666668,0.638533333334,-0.358266666666,-1.05926666667
235.91,4.82713333333,-5.06266666667,0.441466666669,-4.22386666667,1.42746666667,2.08973333333,0.897799999998,4.78306666666,-0.058799999998,0.456133333334,-1.35406666667,-1.1478
236.29,4.67846666666,-6.15493333333,-0.789533333335,-6.155,0.087733333334,0.614133333334,-0.4386,3.18726666667,-1.31566666667,-1.27179999999,-3.15793333334,-1.53513333334
236.66,5.15166666668,-5.87320000001,-1.81813333333,-7.08526666667,-0.952400000001,0.577133333335,-0.5772,2.88606666666,-2.49653333333,-1.86166666667,-3.2756,-1.42866666667
237.04,4.061,-6.07073333333,-2.67493333334,-7.63699999999,-1.74639999999,0.0277333333334,-1.31673333333,1.78793333333,-2.7858,-2.74440000001,-3.78366666666,-1.62173333333
237.41,4.57726666667,-6.22680000001,-2.7356,-7.91753333333,-1.38833333334,-0.426066666666,-0.618533333333,1.56693333333,-2.83166666667,-2.584,-3.64259999999,-2.2818
237.79,3.34020000001,-7.04526666667,-4.55726666667,-9.10080000001,-3.13726666666,-1.87973333333,-1.6498,0.527333333334,-3.94853333333,-3.3536,-4.40826666667,-3.01553333333
