wavelength,Back_RamCosm,Belly_RamCosm,Breast_RamCosm,Crissum_RamCosm,Crown_RamCosm,DorTail_RamCosm,Rump_RamCosm,Throat_RamCosm,WingTip_RamCosm
197.03,-105.416566667,-14.7619333333,-4.2857333334,-33.0952666666,-74.9999999999,-69.2856666668,-25.9523333335,-29.5237999999,-85.238
197.40,-147.967466667,-33.1707999999,-16.1788333333,-46.0163333333,-102.113866667,-100.813,-44.3903333336,-43.9023999999,-124.227666667
197.78,-194.019666667,-84.1175999999,-48.6274666666,-83.9215333333,-149.999933333,-148.039266667,-92.9411999998,-74.3137333333,-173.5294
198.16,-121.2403,-46.2016,-15.1163666667,-46.3565999999,-101.2402,-98.9147333334,-42.9458,-31.1627999999,-110.542666667
198.54,-165.000033333,-74.5614666666,-37.0175333334,-73.1577999999,-140.7018,-138.947266667,-72.9824000002,-66.1402666667,-142.105333333
198.92,-4205.0,-2703.33333333,-1835.0,-2610.0,-3983.33333333,-3966.66666667,-2540.0,-2500.0,-3703.33333333
199.30,398.3335,285.000133333,214.1666,286.111266667,391.944333333,386.944333333,272.499933333,263.611266667,347.500066667
199.68,338.214266666,248.333266667,189.285866667,234.762,328.095266667,327.381,215.0,224.0476,280.7142
200.06,419.666666667,306.333333333,216.833333333,276.0,404.0,396.0,250.666666667,259.666666667,339.333333333
200.44,553.703566667,453.333333333,332.592466666,400.740733333,562.2222,527.407400001,367.7778,384.444466667,467.407333333
200.82,656.041666667,576.666666667,444.791666667,517.5,705.833333334,634.166666667,474.583333333,510.0,581.666666667
201.19,444.9383,389.8766,327.284066667,360.740666667,499.2592,437.036866667,355.308533333,377.284066667,419.753
201.57,763.750000001,645.0,561.041666667,623.75,865.833333333,746.249999999,612.500000001,660.0,727.083333333
201.95,513.974366667,418.717866667,384.358833333,426.666666667,555.641,481.538333333,395.128266667,454.102533333,483.077
202.33,359.457433333,301.395266666,288.682066667,303.7208,381.550333333,336.589133333,290.3876,329.767466667,339.689866667
202.71,360.464966667,304.806133333,296.4341,310.5426,376.7442,331.3176,295.658933333,328.992266667,340.154933333
203.09,445.686233333,366.470733333,370.294166667,366.862733333,459.2158,404.117733333,363.5294,410.196066667,424.117533333
203.47,519.540266667,437.931066667,448.965666667,426.206933333,537.931066667,476.092,439.999933333,486.896533333,513.793066666
203.85,591.728433333,510.123466667,518.888966667,506.4198,625.432133333,553.580133333,540.7408,571.8518,597.530933333
204.22,440.175433333,384.912333333,391.491266667,374.386066667,459.6492,406.1402,404.7368,427.719333333,440.8772
204.60,430.0855,372.1368,399.7437,363.077,446.3248,403.931533333,408.0342,424.273533333,433.333333333
204.98,346.598633333,298.7756,329.7281,283.2652,357.551,327.483133333,340.136,341.904666667,347.755066667
205.36,631.2,551.466666667,612.8,517.866666667,637.066666667,590.933333333,616.0,627.466666667,630.666666667
205.74,589.523733333,535.714266667,582.381033333,495.9524,606.666733333,557.1428,586.1904,600.0,592.619
206.12,770.0,709.206266667,765.714433333,641.269866667,813.968266667,735.237933334,779.6824,781.904800001,784.444466667
206.50,592.380866667,534.523866666,582.857033333,495.000066667,621.666666667,563.333266667,604.285866667,600.714266667,594.762
206.87,767.424266667,696.6666,750.454400001,643.333266667,810.909066667,741.212066666,781.212133333,771.818066666,762.121133334
207.25,1028.43126667,950.5882,1013.1373,896.078333334,1093.33333333,1015.6864,1051.7646,1033.7256,1007.05886667
207.63,741.733333333,680.533333333,730.933333333,641.866666667,788.266666667,726.666666667,755.733333334,732.0,706.133333332
208.01,854.090766665,797.575666665,871.0606,740.605866667,915.151533334,850.606,862.424333335,837.575733333,801.515066667
208.39,1017.7192,953.333133335,1033.50866667,910.526399999,1098.94746667,1024.56126667,1030.17546667,988.771933334,949.4736
208.77,765.066666667,723.466666667,771.599999999,691.2,835.733333333,770.400000001,772.799999999,728.8,701.6
209.14,627.333333333,601.777666667,631.4445,576.666666667,690.8888,634.888933333,632.8888,591.5556,569.9998
209.52,409.858066667,393.758933333,412.269533333,377.163133333,459.716333333,421.134733333,418.014066667,384.539,368.226866667
209.90,358.9506,339.012333333,362.345633333,331.7284,395.555533333,370.864,363.333466667,332.963,315.555466667
210.28,291.497633333,277.391333333,299.323733333,275.942,317.3912,301.256,297.7778,273.8164,254.396133333
210.66,339.5554,324.333333333,348.388833333,320.555533333,361.888866667,347.2222,343.666733333,316.555666667,293.2222
211.03,305.2019,292.2222,314.1919,288.383866667,326.161533333,311.313133333,310.403933333,291.515066667,271.111133333
211.41,286.621566667,271.892,293.828966667,269.099066667,299.369533333,286.036,289.459533333,271.2612,253.874
211.79,334.043733333,317.814133333,343.06,316.721266667,346.448,334.972733333,335.5192,321.748733333,298.360666667
212.17,283.470333333,266.3014,288.036566667,270.319733333,290.3196,278.538733333,283.013866667,272.693933333,255.5252
212.55,282.149133333,262.368466667,287.0175,263.8596,283.771933333,273.421133333,278.333266667,273.333333333,253.947333334
212.92,366.257366667,333.450266667,367.543933333,336.1404,363.157933333,347.719333333,357.660733333,356.3742,329.122933334
213.30,469.645466667,421.702,470.780033333,430.071,457.163133333,439.290866667,450.070933334,459.007,423.9716
213.68,576.842133333,518.2456,591.579,530.000133333,564.9122,542.105266666,560.701733333,570.8772,532.2808
214.06,479.007033333,442.9788,497.6594,441.985733333,476.7376,453.191466667,468.794266667,478.155933333,445.3902
214.44,597.297366667,549.369266667,624.9548,543.963933333,595.135133333,569.369466667,580.900933333,592.4324,559.8198
214.81,503.100733333,468.837133333,536.3566,461.0852,509.7674,482.480666667,491.938,504.651066667,488.6822
215.19,607.523833333,566.285733333,663.523666667,560.571533333,623.238066667,580.571466667,595.238066667,602.476333333,580.380866667
215.57,1066.31576667,994.385999999,1165.78943333,975.438599999,1106.3158,1012.2806,1042.4562,1063.5086,1015.78946667
215.95,850.694400001,784.999933333,931.666733333,763.333400001,872.499933333,791.944466667,830.555533333,843.333333333,796.388866666
216.32,664.1935,618.709666667,721.0752,588.602133333,684.731133333,630.5376,666.236733333,673.118133333,610.7526
216.70,626.236533333,587.311666667,689.8924,554.623666667,655.483866667,608.387066667,637.849533333,644.516066667,574.838733333
217.08,420.3705,399.111133333,468.2223,379.259266667,441.926,412.740666667,428.740733333,438.370266667,386.8148
217.46,313.1146,300.2186,348.196766667,281.529933333,333.442466667,311.912533333,322.295133333,328.961733333,287.650333333
217.83,318.2513,302.841533333,344.863333333,283.606533333,330.928933333,310.054666667,320.764933333,327.6504,284.262333333
218.21,369.466666667,340.666666667,398.6,324.133333333,380.266666667,359.6,369.066666667,370.933333333,325.6
218.59,456.410166667,423.076933333,491.0257,403.076933333,470.2564,446.324733333,459.829066667,458.119666667,401.367466667
218.97,494.351733333,448.518466667,518.240733333,425.000133333,499.814866667,473.518666667,487.777733333,487.037066667,419.4444
219.34,511.111066667,461.8182,532.2222,434.343466666,512.525333333,493.9394,502.626266667,504.444466667,428.888933333
219.72,488.686766667,447.070733333,504.545433333,411.919333333,495.757533333,479.595933333,479.595933333,484.242333333,407.8788
220.10,861.851866667,793.333266667,876.296399999,743.333333333,895.185133333,840.7408,848.888866667,868.8888,721.851799998
220.47,2481.111,2213.33333333,2551.6667,2131.111,2543.3334,2394.44446667,2421.11113333,2491.1112,2120.0
220.85,2555.55553333,2326.6666,2623.8889,2221.11113333,2634.44453333,2449.99986667,2511.111,2610.0,2252.22213333
221.23,16636.6666667,15306.6666667,17103.3333333,14740.0,17140.0,15806.6666667,16666.6666667,16900.0,14926.6666667
221.61,-1116.19046667,-1007.61906667,-1138.0953,-961.904799999,-1134.28573333,-1026.19053333,-1096.19053333,-1120.47613333,-980.000066665
221.98,-1800.74083333,-1633.33333333,-1814.074,-1562.22226667,-1817.03713333,-1660.7408,-1743.70366667,-1811.85186667,-1595.55553333
222.36,-882.4074,-801.111133333,-868.518566667,-764.814933333,-878.148200001,-782.592533333,-845.185066665,-894.8148,-770.740800001
222.74,-751.0,-681.0,-729.833333333,-660.999999999,-759.666666667,-660.666666667,-714.0,-766.0,-638.666666667
223.11,-449.895833333,-416.875,-448.75,-425.208333333,-466.666666667,-412.5,-439.375,-469.375,-380.0
223.49,-432.058766667,-402.1568,-430.882366667,-417.6472,-448.235266667,-407.058733333,-424.5098,-460.588266667,-357.843066667
223.87,-405.1853,-373.7038,-410.185166667,-402.963066667,-422.592533333,-379.8148,-404.8148,-427.777666667,-332.2222
224.24,-439.2929,-398.585933333,-445.151433333,-434.9494,-452.121333333,-417.171733334,-436.161466667,-451.111133333,-349.0908
224.62,-328.484766667,-306.0606,-329.015133333,-329.090866667,-340.909066667,-307.121066667,-317.575733333,-329.696933333,-262.2728
225.00,-271.4816,-246.049466667,-269.259433333,-270.987666667,-279.753066667,-252.962933334,-258.2716,-260.8642,-214.938266667
225.38,-187.207233333,-166.486466667,-183.603566667,-185.225333333,-193.063133333,-174.774733333,-174.774733333,-178.0182,-144.7748
225.75,-163.935833333,-150.843466667,-161.526166667,-167.228866667,-173.012133333,-157.670733333,-155.1808,-156.867333333,-128.032066667
226.13,-137.482333333,-127.446666666,-135.921933333,-142.6242,-148.5108,-133.120733333,-131.844066667,-134.3262,-105.7446
226.51,-142.293833333,-135.6272,-142.007166667,-147.3118,-156.487466667,-141.505266667,-138.566466666,-140.501866667,-113.4052
226.88,-128.805033333,-123.962266667,-128.647766667,-129.308066667,-141.3208,-128.930866667,-127.295466667,-128.1762,-104.276733333
227.26,-103.8461,-98.3591333333,-103.282066667,-100.154,-113.538533333,-101.897533333,-102.615466667,-102.410133333,-83.7947999999
227.64,-87.0231333334,-82.39,-87.4632999999,-83.9413999999,-95.1362666667,-83.6478,-86.9600666667,-87.6311333333,-71.3627333333
228.01,-88.0159333332,-83.6905333333,-89.3451333333,-84.8413333333,-95.6349333333,-86.0317333333,-88.8889333333,-89.8015333333,-73.4522666667
228.39,-77.3897666667,-76.2257999999,-80.8289333333,-75.9789333335,-85.5378666667,-77.1076,-79.5414000001,-81.1287333335,-67.1251333334
228.76,-68.066,-66.4779333333,-71.2579,-65.1258666666,-75.6289333333,-67.5471333333,-70.6288666667,-72.1383333333,-57.6728666667
229.14,-57.5137333333,-58.1147333333,-60.0955666667,-55.1092,-63.2240666666,-57.459,-60.9289333333,-62.2677333333,-48.8524
229.52,-59.8224,-61.5846,-62.3361,-56.9671333333,-65.164,-61.1202,-62.8142666667,-64.8634,-51.7212
229.89,-62.5100666667,-62.7888666667,-64.9801666667,-59.3094666667,-66.7993333333,-62.7356666667,-64.8074666667,-66.5338,-53.6786
230.27,-63.9815333333,-63.9682666667,-66.7857333333,-61.0052666667,-68.4126,-64.9735333333,-66.8253333333,-66.9577333333,-55.5026
230.65,-60.2652,-59.1162,-63.0303666667,-58.7373333333,-63.8384,-61.111,-63.2578,-63.4343333333,-51.8688
231.02,-59.3002,-58.0915333333,-63.0024666667,-58.7532,-63.0026,-59.7456,-61.8575333333,-62.3155333334,-50.8398
231.40,-53.8568,-53.691,-57.8288333333,-54.3804666666,-59.2848,-55.1213333333,-56.3985333333,-57.2668,-46.4367333333
231.78,-63.8864,-65.6186666667,-68.2241,-64.1048,-71.4119333333,-66.0261333333,-66.1718,-65.8808666667,-56.6521333333
232.15,-53.4146666667,-55.0136,-57.2357666667,-52.7641333333,-59.3224666667,-54.7966666667,-54.3902,-53.9838,-46.5042666667
232.53,-53.8979,-54.3548,-55.914,-51.8548666667,-58.7902,-53.8441333333,-54.543,-52.2311333333,-45.8872
232.90,-52.4966666667,-54.6928,-54.7058333333,-52.4183333333,-57.7254,-53.2025333333,-53.9608666667,-50.3266666667,-45.6471333333
233.28,-50.8764666666,-53.174,-53.8910333333,-51.899,-58.486,-51.607,-52.4833333333,-47.7823333333,-43.2403333333
233.66,-43.6743333333,-45.8081333333,-47.159,-44.8484,-51.6161333333,-43.1314,-45.606,-41.2373333333,-35.6564
234.03,-35.7863333333,-38.0281333333,-39.3193666667,-37.1830666667,-43.474,-35.0235333333,-37.4883333333,-34.0141333333,-28.216
234.41,-25.6369666667,-28.8959333333,-29.9682333333,-27.6221333333,-32.5265333333,-24.8408,-28.7048,-24.9680666667,-19.8936666667
234.78,-19.0830333333,-21.6236666667,-22.1871,-20.0382666667,-25.0238,-17.3256666667,-22.1776666667,-17.8605333333,-13.9828
235.16,-20.4495333333,-22.3783333333,-23.3054333333,-20.6928,-25.9924666667,-17.8652666667,-22.9587333333,-20.0749333333,-15.4306666667
235.54,-20.4053333333,-22.1441333333,-22.9908666667,-20.8648,-24.991,-17.9099333333,-22.5223333333,-20.5945333333,-15.3512666667
235.91,-14.6747666667,-15.3495333333,-16.9268666667,-14.7968,-17.6422666667,-12.3902666667,-16.1789333333,-14.5853333333,-9.65853333334
236.29,-14.9388666667,-15.5664,-17.0658666667,-15.3381333333,-17.3429333333,-12.4858,-16.0390666667,-15.7131333333,-10.0732666667
236.66,-13.0470333333,-13.8901333333,-14.8926333333,-13.6514,-16.1654,-11.0422666667,-13.8584,-15.3859333333,-9.35566666669
237.04,-12.3572333333,-12.0316666667,-13.4919666667,-12.381,-14.4604,-10.0635333333,-12.3651333333,-14.4285333333,-8.46046666667
237.41,-12.1406666667,-11.643,-13.1517666667,-12.5592666667,-13.9969333333,-10.0316666667,-11.9114666667,-15.6238666667,-8.98886666667
237.79,-11.9059333333,-10.9035333333,-12.8625,-11.7539333333,-13.9256,-10.5392,-11.6628666667,-15.1254,-9.05093333335
238.17,-10.8848333333,-9.8082,-11.4528,-10.8556,-12.9350666667,-9.29193333334,-11.2536,-14.0855333333,-8.46613333335
238.54,-11.6279,-10.0633333333,-11.8745666667,-10.9091333333,-13.4602,-9.92253333333,-10.754,-14.2494,-9.04859999999
238.92,-11.2424666667,-9.98000000001,-11.9706,-10.3406666667,-12.9324666667,-10.167,-9.93993333331,-13.841,-9.0982
239.29,-9.30586666667,-8.31766666665,-10.5253666667,-9.11826666666,-11.0319333333,-8.99313333333,-8.58033333333,-11.1820666667,-7.54219999998
239.67,-8.48070000001,-6.94393333331,-9.47426666667,-7.92613333333,-9.63586666666,-7.96073333333,-7.39460000001,-9.53193333334,-6.74759999998
240.04,-7.45056666666,-5.86713333333,-8.22429999999,-6.7706,-8.972,-6.59393333333,-6.57333333333,-8.463,-6.16826666667
240.42,-5.69676666667,-4.44733333333,-5.94953333333,-4.88053333334,-7.78526666665,-5.11500000001,-5.18719999999,-6.44113333333,-4.62786666667
240.79,-4.07943333334,-2.62260000001,-4.27573333332,-3.07033333334,-5.67713333333,-3.52580000001,-3.50993333333,-4.46006666666,-2.80333333333
241.17,-2.3701,-1.07413333333,-2.81,-1.43446666667,-4.32419999998,-1.86413333334,-2.00266666667,-2.77906666667,-1.15033333333
241.54,-0.858066666666,0.493866666667,-0.888866666666,0.425933333334,-2.33953333333,-0.222266666666,-0.426066666668,-0.678933333334,0.512333333335
241.92,0.105933333331,0.992933333331,0.08373333334,0.97633333334,-1.19380000001,0.892666666668,0.273400000002,0.256600000002,1.43373333333
242.29,1.08793333333,1.6576,0.885233333328,1.89373333333,-0.179600000007,1.70393333333,1.46273333333,1.3138,2.099
242.67,1.14706666667,1.577,1.11773333333,1.82266666667,-0.206266666667,1.99953333333,1.41,1.2478,2.05846666667
243.05,0.8995,1.03413333333,0.7985,1.42859999999,-0.635,1.71246666667,0.981333333333,0.976266666668,1.55353333333
243.42,0.706266666666,0.843666666667,0.937066666664,1.557,-0.717999999998,1.71093333333,0.993000000001,0.937066666666,1.32866666667
243.80,0.718000000001,0.784666666669,0.899233333334,1.57386666667,-0.8718,1.75273333333,0.8626,0.885533333334,1.3902
244.17,0.631266666666,0.672133333332,0.753933333332,1.37153333333,-0.935533333334,1.54413333333,0.735666666665,0.762933333334,1.37146666667
244.55,0.404766666668,0.654133333334,0.471733333334,1.11266666667,-0.747666666667,1.61093333333,0.502933333334,0.5608,1.25053333333
244.92,0.225666666665,0.434266666666,0.1682,0.757666666666,-0.953666666667,1.4942,0.166066666666,0.319266666667,1.08133333333
245.30,-0.158233333333,0.2044,-0.1163,0.348866666668,-1.19466666667,1.08653333333,-0.112333333332,0.0161333333314,0.825933333333
245.67,-0.574499999999,-0.447066666668,-0.7682,-0.2106,-1.651,0.502333333334,-0.712866666665,-0.613133333334,0.210466666668
246.05,-0.560400000001,-0.298733333334,-0.687666666666,-0.146066666668,-1.6878,0.448266666666,-0.638533333333,-0.696133333332,0.224199999999
246.42,-0.905366666667,-0.645333333334,-0.911566666668,-0.422933333334,-2.0988,0.150133333332,-1.09953333333,-1.14333333333,-0.209800000001
246.79,-0.920066666666,-0.646933333332,-1.11193333333,-0.384266666666,-2.10566666667,-0.115533333334,-1.1208,-1.24493333333,-0.193400000001
247.17,-0.745200000001,-0.3828,-1.0144,-0.224866666666,-1.943,-0.029399999998,-0.816400000001,-1.15606666667,0.157866666668
247.54,-0.358600000001,-0.023066666666,-0.664566666664,0.0127333333346,-1.6202,0.237266666666,-0.438866666667,-0.852199999999,0.474466666666
247.92,-0.469033333331,-0.138933333334,-0.7632,-0.062133333336,-1.72986666667,0.089466666664,-0.501333333334,-0.982799999999,0.320199999999
248.29,-0.569433333333,-0.220933333332,-0.784233333334,-0.076,-1.85566666667,0.0343333333326,-0.503266666667,-1.0946,0.191466666668
248.67,-0.417533333333,-0.083666666668,-0.682466666668,0.032,-1.8748,0.0640666666654,-0.302999999999,-0.926333333331,0.293266666667
249.04,-0.192133333332,0.081333333334,-0.315699999998,0.366600000001,-1.5706,0.239266666666,0.0966666666667,-0.565,0.580400000001
249.42,-0.215466666668,-0.085733333332,-0.291766666668,0.374933333334,-1.6706,0.149866666668,0.141866666666,-0.5408,0.516866666667
249.79,0.1522,0.367,0.1166,0.782466666667,-1.3458,0.515066666668,0.731333333333,-0.0711999999994,0.796666666665
250.17,0.0568333333346,0.2026,-0.041433333332,0.567666666668,-1.553,0.270133333332,0.862533333334,-0.061333333332,0.509533333333
250.54,0.102533333333,0.347,0.011533333332,0.618133333333,-1.3784,0.158666666668,1.0246,-0.0562,0.627933333334
250.92,0.179666666667,0.524933333334,0.146266666666,0.680066666668,-1.24746666667,0.3066,1.18386666667,0.102199999998,0.616600000001
251.29,-0.053933333334,0.245266666666,-0.0799,0.3864,-1.4048,0.2268,0.914133333335,-0.118933333334,0.319533333334
251.66,-0.546466666666,-0.233866666668,-0.594333333332,-0.099666666666,-1.74433333333,-0.153333333334,0.344999999999,-0.667,-0.230066666666
252.04,-0.941699999999,-0.668066666666,-0.805033333332,-0.4258,-2.16886666667,-0.480599999998,-0.214866666667,-1.03553333333,-0.519800000001
252.41,-0.805733333333,-0.477933333334,-0.467999999998,-0.324000000002,-1.90753333333,-0.19353333333,-0.051266666666,-0.754333333334,-0.387133333336
252.79,-0.682633333333,-0.682666666666,-0.397166666666,-0.359266666664,-1.67673333333,0.048,-0.075733333332,-0.922133333334,-0.638666666666
253.16,-1.4167,-1.4512,-1.2968,-1.13813333333,-2.6056,-0.605733333332,-1.04873333333,-1.7886,-1.67073333333
253.54,-1.5331,-1.51066666667,-1.44283333333,-1.21513333333,-2.6026,-0.587066666666,-1.30953333333,-1.94173333333,-1.98266666667
253.91,-2.3809,-2.5706,-2.22703333333,-2.18706666667,-3.45966666666,-1.45806666667,-2.3052,-2.8824,-2.89513333333
254.28,-2.4807,-2.3902,-1.82623333333,-1.94653333333,-3.16973333333,-1.2318,-2.4076,-2.93273333333,-2.782
254.66,-2.996,-2.93393333333,-2.17256666667,-2.47666666667,-3.7284,-1.48693333333,-2.85846666667,-3.2756,-3.16026666667
255.03,-3.0687,-2.88386666667,-1.75903333333,-2.51893333333,-3.64133333333,-1.45106666667,-2.80633333333,-3.23066666667,-3.0482
255.41,-3.51363333333,-3.13866666667,-1.8385,-2.8022,-3.9558,-1.75426666667,-3.17706666667,-3.5616,-3.32613333333
255.78,-4.0196,-3.46173333333,-2.08393333333,-3.2344,-4.49393333333,-2.0986,-3.77286666667,-3.95546666666,-3.60493333333
256.15,-3.91456666667,-3.31353333333,-2.0616,-3.28366666666,-4.25746666667,-1.89273333333,-3.50226666667,-3.83986666667,-3.42773333333
256.53,-3.65016666667,-3.30426666667,-1.95213333333,-3.09153333333,-3.87026666667,-1.83846666667,-3.43006666666,-3.73006666667,-3.09626666667
256.90,-3.94516666667,-3.4868,-2.27943333333,-3.03773333333,-4.3024,-2.3964,-3.68386666667,-3.79393333333,-3.0516
257.28,-3.10786666667,-2.559,-1.7117,-2.09973333333,-3.2394,-1.7366,-2.70093333333,-2.99746666667,-2.083
257.65,-2.35283333333,-1.814,-1.13136666667,-1.52313333333,-2.69333333333,-1.28046666667,-2.03093333333,-2.51293333333,-1.36506666667
258.02,-1.8829,-1.17693333333,-0.927833333332,-1.08053333333,-2.41186666667,-0.929399999998,-1.55966666666,-2.02593333333,-0.784800000002
258.40,-1.07413333333,-0.559866666666,-0.5857,-0.44166666667,-1.89846666667,-0.260533333332,-0.916400000001,-1.3608,-0.203133333335
258.77,-0.788366666667,-0.352333333334,-0.546466666666,-0.330733333334,-1.67993333333,-0.165266666667,-0.814799999999,-1.20053333333,-0.062333333334
259.15,-0.165866666666,0.149933333333,-0.2067,0.321133333332,-1.16246666667,0.372533333335,-0.304066666666,-0.676466666668,0.490266666666
259.52,0.0291666666667,0.353333333333,-0.138633333334,0.616999999998,-0.995533333332,0.542733333333,-0.134666666667,-0.445133333334,0.624733333332
