wavelength,Back_PinInom,Belly_PinInom,Breast_PinInom,Crissum_PinInom,Crown_PinInom,DorTail_PinInom,Patch10_PinInom,Rump_PinInom,Throat_PinInom,WingTip_PinInom
749.70,8.92106666667,8.22033333333,7.9994,15.9988666667,7.6538,10.1151333333,8.68126666667,7.84976666667,8.93346666667,12.5082666667
750.01,9.00013333333,8.2422,8.08933333333,15.8788666667,7.77093333333,10.2215333333,8.7756,7.83843333333,8.79426666667,12.6811333333
750.33,8.87953333333,7.95713333334,7.9162,15.3666,7.37506666667,9.86453333333,8.5836,7.54839333333,8.60253333334,12.3514
750.64,8.39833333333,7.39293333333,7.26613333333,14.9096,6.7016,9.27996666667,8.0082,7.02128666667,7.82753333333,11.497
750.96,8.56733333334,7.3956,7.15053333333,14.8804666667,6.8514,9.49536666667,8.25526666667,7.03932,7.70766666667,11.6557333333
751.27,8.78013333333,7.69953333333,7.5318,15.0317333333,7.34166666666,9.77199999999,8.47266666667,7.34700666667,7.94686666666,12.0026666667
751.59,8.67779999999,7.606,7.41686666667,15.0418,7.19633333333,9.7855,8.26166666667,7.36008666667,7.92433333333,12.1198
751.90,8.89620000001,7.69406666667,7.62393333333,15.2194,7.34733333333,10.0809333333,8.45086666667,7.54892666667,8.0026,12.5412
752.22,8.88573333334,7.90173333333,7.75873333333,15.2508,7.3618,10.2379666667,8.40953333333,7.9083,7.96833333333,12.7746
752.53,9.41826666667,8.6068,8.28026666667,15.9707333333,7.70326666667,10.967,8.93326666667,8.56100666667,8.45466666667,13.4126
752.85,10.0760666667,9.57226666667,9.14466666667,16.7047333333,8.384,12.0532,9.6928,9.36642,9.1666,14.0556
753.16,10.0605333333,9.67493333334,9.06313333333,16.896,8.34286666667,11.9741333333,9.78013333333,9.38328,9.19066666667,14.0153333333
753.47,10.4314,10.1330666667,9.277,17.0503333333,8.49026666667,12.1853666667,10.2442666667,9.73871999999,9.58453333333,14.1929333334
753.79,11.3851333333,10.897,10.0092666667,18.0076,9.48073333333,13.0690666667,11.1647333333,10.7787266666,10.4657333333,14.9638666667
754.10,11.8728,11.4008,10.4122666667,18.3225333333,10.0314,13.5347333333,11.7028,11.2439533333,11.0954666667,15.5398666667
754.42,12.0962,11.4969333333,10.6722,18.5063333333,10.0254,14.0198666667,11.8139333333,11.4087066667,11.2528,15.5216
754.73,12.1855333334,11.6006,10.8378666667,18.6203333333,9.96966666667,14.0009666667,12.0044,11.587,11.5911333334,15.5238666666
755.05,12.811,12.1620666667,11.4308,19.3288,10.6997333333,14.7228666667,12.7572,12.1111133333,12.2381333333,15.926
755.36,13.2636,12.5946666666,11.577,19.6036666667,11.0762,15.0498,13.2002666667,12.4704266667,12.7626666667,16.1294
755.67,13.8232,13.0016666667,12.2116,20.0252,11.5071333333,15.6177,13.6840666667,12.90108,13.3682666667,16.5024
755.99,13.8989333333,12.8751333333,12.1832,19.8862666667,11.6303333333,15.7029333333,13.8072,12.9522466667,13.4629333333,16.6382
756.30,13.6020666667,12.5683333334,11.857,19.7090666666,11.579,15.4055666667,13.4850666667,12.68134,13.2510666667,16.2984666666
756.62,13.5814666667,12.6232666666,12.1927333333,19.6638666667,11.6933333333,15.4743666667,13.3804,12.9644733333,13.4902666667,16.4247333333
756.93,13.5828,12.4931333333,12.3102666667,19.8515333333,11.8112666667,15.5472333333,13.3176,12.98228,13.6081333334,16.2922666667
757.24,12.8171333333,11.8045333333,11.8398,19.298,11.2276,15.0209,12.5833333333,12.34006,12.9391333333,15.641
757.56,12.6992666667,11.5688666666,11.7964,19.2378,11.1302666667,14.9744,12.3983333333,12.3833933333,12.693,15.6292666666
757.87,12.3671333333,11.2886,11.4203333333,18.8413333333,10.9709333333,14.4728666667,12.133,12.1162866667,12.4506,15.4518666667
758.18,11.5918,10.3757333333,10.6176666667,17.9292666667,10.1694666667,13.7914,11.3047333333,11.22596,11.3852666666,14.5718
758.50,11.2136666667,9.8968,10.4928666667,17.5038,9.67393333335,13.1302666667,10.9351333333,10.91518,10.7846,14.1392666667
758.81,10.7456666667,9.37286666667,10.1794666667,17.0732,9.31673333332,12.5697333333,10.4987333333,10.3983933333,10.061,13.7613333333
759.13,10.1947333333,8.81513333333,9.47519999999,16.4586666667,8.76233333333,11.7229,9.97033333335,9.78738,9.34306666667,13.165
759.44,9.97180000001,8.6424,9.47453333334,16.5423333333,8.65906666667,11.7304,9.57400000001,9.71796666666,9.07346666667,12.9620666667
759.75,9.6378,8.36826666667,9.259,16.2912,8.21873333333,11.2942666667,9.20253333333,9.52972000001,8.71053333333,12.8581333333
760.07,9.51373333333,8.2218,8.93446666667,16.0240666667,7.9988,11.149,9.18406666667,9.29502000001,8.2452,12.7406666667
760.38,9.0102,7.97206666667,8.50613333333,15.6534666667,7.67493333333,10.6441666667,8.61633333333,8.80354666667,7.7048,12.5322666667
760.69,9.00086666666,8.18773333333,8.56633333333,15.7662666667,7.69393333333,10.7901333333,8.708,8.74712,7.93753333333,12.6715333333
761.01,8.80666666667,8.14353333333,8.669,15.7551333333,7.55393333333,10.9195,8.6592,8.71926,7.95773333333,12.4556666667
761.32,9.03086666667,8.362,8.8692,16.1735333334,7.64346666667,11.2505,8.82853333333,8.94140666667,8.15993333333,12.7423333334
761.63,9.68993333333,9.00406666667,9.47253333333,16.9946666666,8.39893333333,12.0706666667,9.48426666666,9.68906,9.03693333333,13.5928
761.94,9.69959999999,9.093,9.452,17.0127333333,8.47226666667,12.0361333333,9.40353333333,9.71187333333,9.32646666666,13.7064666667
762.26,10.0941333333,9.47513333333,9.88400000001,17.4696666667,8.67613333333,12.5930666667,9.72599999999,9.98736666667,9.80773333333,13.9604666667
762.57,10.3761333333,9.80273333333,10.3104,17.782,9.02646666666,13.1177,10.0998666667,10.3199266667,10.2024666667,14.1884666667
762.88,10.2650666667,9.6788,10.0737333333,17.5663333333,8.79719999999,12.8095666667,10.0459333333,10.0573666667,10.1861333333,14.0113333333
763.20,10.8478666667,10.1403333333,10.5624666667,17.9144,9.30606666667,13.3856,10.6368666667,10.4546133333,10.7163333333,14.5276
763.51,10.9441333333,10.2601333333,10.6438,18.0262,9.43933333334,13.3993666667,10.6412666667,10.5684133333,10.8561333333,14.5205333333
763.82,11.0618,10.2340666667,10.7049333333,18.1360666667,9.46726666666,13.5917,10.7366,10.82216,10.9913333333,14.7193333333
764.14,11.5476666667,10.5756666667,11.1663333333,18.5715333333,9.85180000001,13.9651,11.1297333333,11.34448,11.278,15.3134
764.45,11.8026666667,10.7986666667,11.2314666667,18.7634666666,10.0545333333,14.0814333333,11.2636666667,11.4677,11.4712666667,15.6280666667
764.76,11.3625333333,10.3594,10.885,18.3874,9.74726666665,13.5809666667,10.7579333333,11.1395733333,11.1744,15.2228666667
765.07,11.2587333333,10.3412666667,10.7947333333,18.3339333333,9.61120000001,13.4124,10.5285333333,11.0382,11.1453333333,15.2550666667
765.39,11.3135333333,10.3408,10.8794666667,18.3293333333,9.6538,13.6218666667,10.6101333333,10.93672,11.2366666667,15.2321333333
765.70,11.4092666667,10.4776,10.9577333333,18.3577333333,9.85619999999,13.6769666667,10.7363333333,11.1241266667,11.3258666667,15.5796
766.01,11.1272,10.1090666667,10.6121333333,18.2273333333,9.58486666667,13.2271666667,10.3424666667,10.8477866667,11.0090666667,15.3908
766.32,10.6582666667,9.65326666667,10.1381333333,17.7810666667,9.21653333334,12.7551333333,9.80733333335,10.4852933333,10.456,15.1026666667
766.64,10.4612666667,9.43433333334,10.1244666667,17.6431333333,9.05400000001,12.6413333333,9.64646666667,10.3418466667,10.1549333333,14.9628
766.95,10.2791333333,9.2966,9.95420000001,17.7129333333,9.07380000001,12.6863666667,9.48379999999,10.1895333333,10.2049333333,15.0900666667
767.26,10.6958,9.52273333333,10.2515333333,17.9454,9.44633333334,12.7886333333,9.88719999999,10.3215466667,10.4554,15.337
767.57,10.5231333333,9.08773333333,9.97553333333,17.6506,9.05766666667,12.3021333333,9.69226666666,9.85045333333,10.1566666667,14.7989333333
767.88,10.4116666667,8.81986666666,10.0098,17.4956,8.88633333333,11.9779666667,9.66266666668,9.49181999999,10.0448666667,14.5583333333
768.20,11.328,9.73833333334,10.7250666667,18.1106,9.78633333334,12.9659,10.6010666667,10.0702266667,10.657,15.4864
768.51,11.4190666667,9.23006666666,10.5743333333,17.9524666667,9.47553333333,12.5011666667,10.7366666667,9.85147999999,10.2663333333,15.0561333333
768.82,11.818,9.67159999999,10.865,18.2872666667,9.79179999999,12.7281666667,11.0196666667,10.2412866667,10.3884666667,15.4496
769.13,11.5838666667,9.3394,10.8062,18.1002666667,9.56939999999,12.3547666667,10.8018666667,10.29158,10.0861333333,15.1888
769.44,11.7812,9.27606666666,10.8418,17.8760666667,9.53933333334,12.0152,11.0052,10.2534733333,9.97946666665,15.2484
769.76,12.9802,9.88533333333,11.8111333333,18.7987333333,10.353,12.6455333333,12.1596,11.2403733333,10.7016,15.9882
770.07,13.1136666667,9.96019999998,11.6888,19.0096,10.2733333333,12.135,12.0206,11.2031133333,10.6844666667,15.8094
770.38,12.7367333333,9.46506666668,11.4206,18.2433333333,9.39866666667,11.4774,11.6004666667,10.6911933333,10.0331333333,15.2936
770.69,12.1083333333,8.93606666665,10.6636,17.9356,8.66766666667,11.0298333333,10.9127333333,10.10848,9.5802,14.8902
771.00,11.1293333333,8.40406666667,9.77913333333,17.4236,7.86793333333,10.5584666667,10.0224,9.50853333333,8.94520000001,14.5296666666
771.32,11.3248,8.56933333333,9.80586666666,17.3858,8.0496,10.7823666667,10.2044666667,9.98185333333,9.10426666666,15.1704666667
771.63,10.8308666667,7.9722,9.40673333333,17.1826,7.35806666667,9.97663333334,9.75226666666,9.70580000001,8.92146666667,14.6594
771.94,11.5347333333,9.49546666667,10.6174,18.5038,8.49086666667,11.4244333333,10.6173333333,11.0940133333,10.1665333333,15.9724
772.25,11.7748666667,9.67413333333,10.7741333333,18.6708666667,8.50146666666,11.8295666667,10.9460666667,11.49188,10.5186666667,16.4766
772.56,11.7112666667,9.72799999999,10.3141333333,18.7231333333,8.2312,11.4938333333,10.649,11.13338,10.5023333333,16.3998
772.87,11.45,9.87706666668,10.6904666667,18.684,8.11126666667,11.9663666667,10.3745333333,11.3123666667,10.7865333333,16.6132
773.18,10.5274666666,9.35660000001,10.4998666667,18.1716666667,7.4952,11.7786666667,9.37866666667,10.4656666667,10.6380666667,16.4044
773.50,9.71899999999,8.5498,9.98313333332,17.2062666667,7.00946666667,11.8213,8.7296,9.96177333333,10.2868,15.6492666667
773.81,10.5470666667,9.18213333333,10.7897333333,17.8906,8.25713333333,12.9245333333,9.50926666667,10.80426,11.2295333333,16.5256666667
774.12,10.3251333333,8.86053333333,10.7944,17.3480666667,8.08586666667,12.2053333333,9.29039999999,10.48066,10.7492,15.8611333333
774.43,10.7472666667,9.10479999999,10.9066666667,17.1582666667,8.48526666667,11.9294666667,9.68453333333,10.4750666667,10.8779333333,15.9078
774.74,10.0114,8.50966666667,10.3413333333,16.7178,7.5654,11.0808333333,8.93066666666,9.67462000001,9.99426666668,14.9431333333
775.05,10.1841333333,8.7622,10.4604666667,16.7990666667,7.4554,11.3501333333,9.22266666667,9.60616666666,9.88493333333,15.2907333333
775.36,9.30733333333,7.62153333333,9.23653333335,15.2726,6.54266666666,10.4392,8.19319999999,8.39774666666,8.86539999999,14.1997333333
775.67,9.81746666667,8.12726666667,10.1412666667,16.1955333333,7.24386666667,11.0453333333,8.887,9.03302000001,9.52286666667,14.5464
775.98,10.4332666667,8.54999999999,11.065,16.5582666667,8.0264,12.0127333333,9.75939999999,9.53548666666,10.2648,15.283
776.30,11.7440666666,9.57746666666,11.8215333333,17.8868666667,9.30953333333,12.8244,11.2440666667,10.2742866667,11.2856666667,16.3094666667
776.61,13.2348,11.1902666667,13.1825333333,18.9807333333,10.8544666667,14.0427666667,13.0088666667,11.8458866667,12.6846,17.3819333333
776.92,14.57,12.8215333333,14.3342666667,20.6268666667,12.0218666667,14.8059333333,14.2938666667,12.9789266667,13.9199333333,18.8496
777.23,14.7287333333,13.0108666667,14.078,20.6565333333,11.7677333333,14.2977666667,14.4179333333,12.75354,13.7496,18.7746
777.54,15.3547333333,13.6998,14.8758666667,21.2706666667,12.1749333333,15.2453,15.0888,13.4226,14.675,19.3736666667
777.85,14.5892666667,13.2064,14.4988666667,20.6038666667,11.5760666667,14.8580666667,14.3477333333,12.9263666667,14.1848,18.7741333333
778.16,14.3296,13.3270666667,14.311,20.2952,11.4206666667,14.7355333333,13.9667333333,12.8087133333,14.2681333333,18.4379333334
778.47,14.1946,13.0960666667,14.4756666667,20.4058,11.4108666667,14.4850666667,13.7326,12.7627666667,14.2883333333,18.0087333333
778.78,14.0120666666,12.6737333333,14.2318666667,20.1508,11.0210666667,13.9584666667,13.4464666667,12.3280733333,14.0119333333,17.9892666667
779.09,12.8842,11.126,12.3709333333,18.2934,9.72066666665,12.2233333333,12.0501333333,10.9425133333,12.6852666667,16.8237333333
779.40,11.7858666667,10.0322666667,11.457,17.4920666667,8.78146666667,11.2829333333,11.0185333333,10.0515466667,11.8374666667,16.0348
779.71,10.5435333333,9.09626666667,10.1113333333,16.1167333333,7.64906666666,10.1865333333,9.48273333334,9.11786666667,10.7202666667,14.9705333333
780.02,9.42046666667,8.0804,8.83080000001,15.7116666667,6.5462,9.34,8.05366666668,8.12322666667,9.41380000001,14.4455333333
780.33,7.95726666666,6.29586666667,7.21606666667,14.2602666667,4.79913333333,7.99869999999,6.60473333333,6.84719333333,7.89566666666,13.3403333333
780.64,7.16,5.94026666667,7.03673333333,14.0458666667,4.3714,7.91019999999,6.3584,6.77846666667,7.66026666667,13.0111333333
780.95,6.3158,5.26313333334,5.97206666667,13.2702,3.6,7.2103,5.6562,6.07364666667,6.51226666667,12.309
781.26,7.35486666667,6.2286,7.04886666667,14.5916,4.55326666667,9.0093,6.70833333333,7.32289333334,7.5496,13.3471333333
781.57,8.14826666666,6.646,8.01666666667,15.4379333333,5.5036,9.93083333334,7.65666666667,7.95566666666,8.34186666666,14.2541333333
781.88,8.10453333334,6.7836,8.15286666667,15.755,5.76533333333,9.96899999999,7.60233333334,7.96430000001,8.57240000001,14.3996
782.19,8.82239999999,7.84753333333,8.93226666667,16.3474,6.74906666667,10.9028333333,8.37606666667,8.72375999999,9.22760000001,14.8506
782.50,8.85019999999,8.2136,9.46613333333,16.4888,6.9062,11.7317,8.508,8.68458666666,9.51413333334,15.0992
782.81,9.40373333333,8.93833333333,10.0177333333,17.1146,7.44253333334,11.9188,8.88886666665,9.13995333333,10.1022666667,15.8094
783.12,9.31173333334,8.85773333334,10.2487333333,17.5998666667,7.3874,12.3386666667,9.08100000001,9.07170000001,10.4216,16.1153333333
783.43,9.44566666667,9.32900000001,10.3938666667,17.7681333333,7.4544,12.5564666667,9.23406666667,9.18018,10.9773333333,15.7257333333
783.74,10.1059333333,10.1059333333,11.1938666667,18.5686666667,8.4994,13.7458333333,9.86486666667,9.25148000001,11.6538666667,16.1592666667
784.05,10.6531333333,10.2402,11.1111333333,18.5884666667,8.80619999999,13.9039,9.83479999999,8.86564666667,11.9144666667,16.4489333333
784.36,10.9900666667,10.3078,11.1606,18.6651333333,8.96539999999,13.8822333333,9.87766666667,8.76683333333,12.3619333333,16.5813333333
784.67,10.7542,9.77380000001,10.8218666667,18.3184,8.914,12.9335,9.32886666666,8.25647333333,11.9985333333,16.5459333333
784.98,10.3187333333,9.26193333334,9.81373333334,18.0886,8.41506666667,12.3426333333,8.54719999999,7.45058666667,11.0411333333,15.9752
785.29,10.1274,9.09226666667,9.35493333333,17.2421333333,8.10346666667,11.9969333333,8.52053333333,7.31318666667,10.5677333333,15.6664
785.60,9.48920000001,8.07013333334,9.13826666665,17.4580666667,7.75046666666,11.4386,7.69573333335,7.20463333334,10.5574,15.8752
785.91,9.64613333332,8.79046666667,9.62286666667,18.2497333334,8.30799999999,11.6375,7.84139999999,7.96884666667,10.8362666667,16.4682666667
786.22,9.12806666666,8.56186666667,9.07526666666,17.5841333333,7.67840000001,11.4497666667,7.38399999999,7.58943333334,10.0264,15.1757333333
786.53,9.02706666667,8.09473333334,8.25766666667,17.2328,7.21413333334,10.7288333333,7.13293333333,7.24456,9.23433333334,14.3619333333
786.84,9.58053333335,8.37299999999,8.272,17.2739333333,7.84526666667,11.2473333333,7.54160000001,7.81126000001,9.22639999999,15.1408666667
787.14,9.81266666667,8.5542,8.0876,17.469,8.22906666666,11.3961,7.84033333333,8.38740666666,9.20479999999,15.3482666667
787.45,9.97586666667,9.16226666667,8.96266666667,18.3867333333,8.92813333333,12.4129333333,7.89386666667,9.38921999999,9.72766666668,15.7876
787.76,9.82793333334,9.29066666667,9.33880000001,18.8637333333,9.42840000001,13.0681333333,7.65853333333,9.87254666667,9.60739999999,16.4601333333
788.07,9.86019999999,9.40293333333,9.08893333333,18.8809333333,9.51900000001,13.4936666667,7.82673333333,9.8948,9.65539999999,16.3699333333
788.38,9.64146666665,9.88953333334,9.44726666667,19.0150666666,9.73553333333,13.8624666667,8.14073333332,10.2652533333,10.0770666667,16.7972666667
788.69,10.1175333333,10.4531333333,10.1646,19.7853333333,10.3860666667,14.6492,8.53313333335,11.10302,10.4665333333,17.8986
789.00,10.315,11.0329333333,10.3823333333,19.7853333333,10.3017333334,15.0334,9.03406666668,10.76662,10.02,17.3441333333
789.31,10.7114666667,11.5310666667,10.8738666667,19.9592,10.6368666667,15.1084666667,9.55966666667,10.8807533333,10.1760666667,17.4457333333
789.62,10.8334,11.4959333333,10.533,20.2322666667,10.9631333333,14.8975666667,9.67906666665,10.8715066667,10.1844666667,17.6434
789.92,11.8449333333,12.5026,12.3088,21.1561333333,12.0386666667,16.1508333333,10.9173333333,12.18416,11.4848666667,18.8647333333
790.23,12.1803333334,12.4741333333,12.9324,21.5252666667,12.0659333333,16.6273666667,11.4213333334,12.2915133333,11.672,19.2052666667
790.54,12.7245333333,13.0140666667,14.2316666667,21.6628666667,12.2866666667,17.1937333333,11.9673333333,12.9072466667,12.3756,19.8218
790.85,13.5496,13.1096666667,14.6158666667,21.8269333333,12.6025333333,17.0059333333,13.2811333333,13.4489466667,12.8263333333,20.373
791.16,14.7715333333,13.9924,15.9175333333,23.0261333333,13.6105333333,17.7451666667,14.8838666667,14.51164,14.1272666666,21.3856
791.47,15.2599333333,14.4342,16.4830666667,23.5856,13.8608666667,18.0389333333,15.3515333333,14.9021866667,14.6252666667,21.5596
791.78,16.4557333333,15.0670666667,17.338,24.1504666667,14.6222,18.949,16.4098,15.8143,15.6041333333,22.2476666667
792.08,16.8086,15.5966,17.4376,24.3422,14.9138,19.0948,17.0080666667,15.9924266667,16.4940666667,21.9486
792.39,16.9141333333,15.4832666667,17.4166,24.2769333333,15.3055333333,18.8011666667,16.9991333333,16.1778,16.7360666667,22.4902666666
792.70,17.2293333333,14.9321333333,16.9421333333,24.5166666667,15.1339333333,18.8164333333,16.9732,16.0706266667,16.5385333333,22.7162666667
793.01,17.4066,14.743,17.5623333333,24.7118,14.9610666667,18.9914333333,17.1962666667,16.3917866666,16.838,22.9594666667
793.32,16.1428666667,13.5714666667,15.9046666667,23.5159333333,13.5476,17.3771666667,15.6745333333,14.9189933333,15.0556666667,22.1428666667
793.62,14.7726666667,13.0169333333,14.7093333333,22.3488,12.8508666667,16.1211,14.3851333333,13.8600866667,14.2426666667,20.9332
793.93,13.9526,12.0226,13.6065333333,21.6164,12.481,14.9297333333,13.3816666667,13.0293733333,13.0116,19.9597333333
794.24,13.038,11.0946,12.8494,20.7296,11.4718,13.9933,12.3246,11.60054,11.9392,18.7124
794.55,13.1531333333,11.4496666667,12.6618666667,20.811,11.5561333333,14.3285666667,12.3751333333,11.6069066667,11.9574,18.4848
794.86,12.5754666667,11.1971333333,12.3176666667,20.4433333333,10.9632666667,13.6921333333,11.8258666667,10.7376733333,11.4792666667,18.3230666667
795.16,12.4318,10.6368666667,12.2413333333,20.6450666667,10.4715333333,12.9776666667,11.8774666667,10.09854,11.1332666667,17.7833333333
795.47,12.4586666667,10.3959333333,11.6170666667,20.7591333333,10.2476,12.7556666667,11.2210666667,9.66918,10.1485333333,17.5908
795.78,14.0138,12.1032,12.8494,22.755,11.5538,14.4566,12.7756,11.28894,11.8162,18.4336
796.09,13.2752666667,11.4758666667,12.5952666667,22.2720666667,10.8375333333,14.0382,12.2719333333,10.73296,11.2188666667,17.5704666667
796.40,13.6552,12.0456666667,13.325,23.2106,10.936,14.6378666667,12.5285333333,10.9759266667,11.4697333333,18.3567333333
796.70,13.9642,12.3785333333,13.7085333333,23.6402666666,11.2957333333,15.1237666667,12.7877333333,11.0018066667,11.9351333333,18.8321333333
797.01,13.2473333333,11.8194,13.1872,23.372,10.4172,14.0988333333,12.0431333333,10.4927733333,10.9506,18.4945333333
797.32,13.819,12.2948,13.2411333333,23.7688,10.5946666667,14.3633333333,12.8726,11.0485733333,12.0436,19.4221333333
797.63,13.3666666666,12.3821333333,12.9496,24.0383333333,10.3212666667,14.3260666667,12.3654,10.95288,12.0985333333,19.925
797.93,12.9076,11.6646666667,12.3712,23.4312,9.38266666668,13.4143,11.656,10.38402,11.1536,19.4552
798.24,14.5042666667,12.9401333334,13.9145333333,24.4615333333,10.8802666667,14.2691666667,13.3845333333,12.28462,12.4870666667,20.658
798.55,15.0855333333,13.784,14.5598666667,24.2635333333,11.9398666667,15.0146333333,13.5252666667,13.5076933333,12.8578,21.26
798.85,14.1914,12.6298666667,14.3543333333,23.4834666667,11.1799333333,14.2857666667,13.3248,12.92662,12.0377333333,20.4033333333
799.16,13.272,11.4435333333,12.6686,22.2309333333,9.58000000001,12.6947666667,12.1172,11.8792933333,10.9274666667,19.545
799.47,14.0266,12.5116666667,12.6574,23.2264666667,10.6118666667,13.4573666667,12.3664666667,12.6204133333,11.87,20.3422666667
799.78,13.0178,11.9864,11.2615333333,21.3214666667,10.0,12.4038666667,11.4406666667,12.1986133333,11.2275333333,19.0708666667
800.08,13.6708666667,12.5738,12.076,22.3038666667,11.0041333333,13.7553333333,12.1266666667,13.0953666667,12.3628666667,19.6286666667
800.39,14.7606666667,12.9572666667,12.154,23.0426666667,11.4102,14.7650333333,13.1795333333,13.67258,13.1882,20.1283333333
800.70,13.7988666666,12.1036,11.234,22.2660666667,10.5138666667,14.0624333333,11.9366666667,12.4681466667,11.7082666667,18.8316666667
801.00,14.0314,12.2417333333,11.3558,22.6129333333,11.1857333333,14.0449,12.0627333333,12.6023133334,11.7674,18.3714666667
801.31,14.8058,12.9496666667,12.1196666667,23.543,12.3516666667,14.7209666667,13.0922666667,13.3957933333,13.2352,19.1164666667
801.62,14.0729333333,12.386,11.2584,23.3829333333,11.7094666667,14.939,12.3318,12.9481066667,12.4582666667,18.2951333333
801.92,13.5677333333,12.2176666667,10.7548666667,23.8068666667,10.9236,14.6364666667,12.1612,12.4969333333,12.4613333333,18.3497333333
802.23,12.0845333333,11.4026,9.2314,22.3247333333,9.60606666667,13.7031666667,10.3168666667,11.04024,11.5849333333,17.0892666667
802.54,10.3692666667,9.67019999999,8.6754,20.4825333333,8.18319999999,12.1222,8.85273333333,9.41687333333,10.1426666667,15.9232
802.84,9.78746666667,8.2634,7.85913333334,19.6163333333,7.08146666667,11.3011,8.63666666666,8.60656666665,9.56980000001,15.1374666667
803.15,11.3193333333,9.10086666667,9.4884,21.7663333333,8.72379999999,13.1773,10.2746,9.73516666667,10.49,17.2752666666
803.46,12.9294,11.1961333333,10.7178,22.8389333333,10.1859333333,14.3382,12.0575333333,11.209,11.6959333333,18.6496666667
803.76,14.2902666667,12.4606666667,12.4711333333,24.1428666667,12.1345333333,14.8844,13.3334,12.32288,12.9758666667,20.3364
804.07,13.0447333333,11.3141333333,10.8974,23.1944,10.9187333333,13.6057333333,12.1686666667,10.95296,11.6025333333,19.0491333333
804.38,12.4840666667,10.5732,9.73466666665,21.7622,9.74506666667,13.1209666667,11.2102,9.90126666665,10.2336,17.9617333333
804.68,10.5168666667,8.64699999999,7.52486666666,19.3068666667,7.44753333333,11.4246333333,8.5808,7.35423999999,7.8218,16.2706
804.99,8.75073333333,7.21560000001,6.40913333333,18.0279333333,5.78159999999,10.1288666667,7.11499999999,5.53171999999,6.58833333333,15.2605333333
805.30,9.29566666667,6.4116,6.4782,17.848,6.13413333333,10.2107,7.48746666666,4.86308,6.32273333333,15.1746666667
805.60,12.1883333333,8.36806666667,9.37406666666,19.7858666667,8.42166666666,12.6590333333,10.4441333333,6.85072,8.82826666667,17.9134
805.91,12.4946666667,8.84293333333,9.74520000001,20.9554,9.21446666667,14.5171333333,10.9766,7.59035333334,9.31006666665,18.4289333333
806.21,12.4035333333,9.17066666667,10.6075333333,21.3311333333,9.03326666665,14.1311666667,11.0406,7.3925,9.32913333334,18.8483333333
806.52,11.6872666667,9.11533333333,9.59893333334,20.5040666667,8.55973333335,13.5393,10.2675333333,6.56791333334,9.20773333334,18.0555333333
806.83,9.62146666666,7.66559999999,7.6342,19.3901333333,6.61406666667,11.6613666667,7.84446666667,5.17668666666,7.62366666667,16.0042
807.13,9.08113333332,7.08339999999,7.75633333333,18.5789333333,5.64086666667,10.9990333333,7.45713333333,4.77236666667,7.46793333333,14.8931333333
807.44,10.6326666667,8.8994,9.51613333333,20.0637333333,6.98566666667,12.5838666667,8.85700000001,6.80176,9.11220000001,16.9592
807.74,12.1827333333,10.6451333333,11.2148666667,22.0215333333,8.59139999999,14.6344333333,10.6988666667,9.00001333333,11.215,18.9246666667
808.05,12.4514,11.517,11.7374,23.0654666667,9.61679999999,15.1495666667,11.286,10.0378066667,11.1496666667,19.4331333333
808.35,15.0077333333,13.4264,13.9638666667,24.6203333333,12.0206666667,16.4806,13.5606666667,12.0753533333,13.3126,21.2714
808.66,14.4114,13.9822,13.7415333333,24.3641333333,11.6693333333,15.9027,13.0822666667,11.8357933333,13.1239333333,20.6279333333
808.97,14.0218666667,13.5628,12.4151333333,23.9891333333,11.1038,14.7597,12.4808666667,11.6743333333,12.3496,19.3771333334
809.27,15.2677333334,15.2021333333,13.1914,24.3716666667,12.2732,15.1693666667,13.7596,12.4054933333,13.2021333333,20.6556
809.58,15.0108666667,15.7683333333,13.0089333333,23.6471333333,12.4458666667,15.3031333333,13.6797333333,12.8117333333,13.2034666667,20.6384
809.88,14.1416,14.7176,12.4807333333,22.4252666667,11.196,14.1527,12.8018,12.12186,12.1816666667,19.2580666667
810.19,14.2953333333,14.6349333333,12.7109333333,22.0486666667,11.3864666667,14.0802,13.1522666666,12.13376,12.4278666667,19.4001333333
810.49,14.821,15.302,11.935,22.3155333333,12.0358666667,14.9048333333,13.4674666667,12.89154,12.7182,20.5256666667
810.80,14.1652,14.1767333333,11.7379333333,21.9714666667,11.6466666667,13.8633333333,13.2192,12.1151466667,12.4786666667,19.4644
811.10,14.7061333333,14.3921333333,12.3209333333,22.1871333333,11.7744,13.3275333333,13.8218666667,12.2686533333,12.5654,19.6858666667
811.41,17.227,16.2796,15.0665333333,23.3623333333,13.4142666667,14.9566,16.8573333333,14.0184333333,15.4132,21.5482666667
811.71,15.7090666667,14.8727333333,13.7214,21.7696666667,12.303,13.4909333333,15.2485333333,12.7611933333,13.6605333334,20.1818
812.02,16.2812,15.0124,14.3158666667,22.4502666667,13.2959333333,15.0062333333,15.7838,14.24502,14.4278666667,21.4304
812.32,17.0006,16.2598666667,15.3370666667,24.2014666667,14.4141333333,16.1869,16.8670666667,15.2508466667,15.7255333333,22.4408666667
812.63,16.7718,15.2504666667,15.6338,24.2547333333,14.0507333333,15.2009666667,16.0914666667,15.1328933333,15.3740666667,22.2017333333
812.93,17.9261333333,15.4962,16.7938,25.649,14.5293333333,15.2098666667,17.1627333333,16.0203333333,15.5597333333,22.7607333333
