wavelength,Back_ThlPecf,Belly_ThlPecf,Breast_ThlPecf,Crissum_ThlPecf,Crown_ThlPecf,DorTail_ThlPecf,Patch10_ThlPecf,Rump_ThlPecf,Throat_ThlPecf,WingTip_ThlPecf
518.99,9.37783333334,48.696,17.0335,23.349,7.64566666667,11.60175,18.403,12.2061666667,26.8266666666,12.3476666666
519.33,9.40616666666,48.7015,17.0916666667,23.3839166666,7.67966666666,11.6041666667,18.428,12.2405,26.8785,12.3315
519.68,9.39133333333,48.7705,17.1261666667,23.43,7.68733333334,11.6005,18.4423333333,12.2603333333,26.926,12.3198333333
520.02,9.41083333333,48.8206666666,17.1986666667,23.4976666666,7.715,11.6121666667,18.5,12.3058333333,26.999,12.3393333333
520.37,9.396,48.864,17.2568333333,23.5320833334,7.721,11.5999166666,18.5011666667,12.3166666667,27.0365,12.338
520.72,9.41333333334,48.853,17.3365,23.5966666667,7.73583333334,11.5748333333,18.5281666667,12.332,27.0845,12.3345
521.06,9.4105,48.9101666666,17.3841666667,23.6309166667,7.75766666667,11.5575833333,18.5775,12.3641666667,27.1478333334,12.3321666667
521.41,9.40783333333,48.9823333333,17.459,23.6590833333,7.77166666667,11.5514166666,18.6048333333,12.3631666667,27.1961666667,12.3313333333
521.75,9.416,49.0271666667,17.5238333333,23.73,7.79516666667,11.5695833333,18.662,12.3966666666,27.2621666666,12.3275
522.10,9.4195,49.0216666666,17.5808333333,23.74325,7.80566666667,11.55225,18.6995,12.3928333333,27.3106666667,12.3316666667
522.45,9.4235,49.0313333333,17.6533333333,23.786,7.83166666666,11.5639166666,18.7056666666,12.3916666667,27.3781666666,12.3373333333
522.79,9.44766666667,49.028,17.7306666667,23.841,7.88616666667,11.5955833333,18.7286666666,12.3978333334,27.471,12.3858333333
523.14,9.418,48.9793333333,17.7796666667,23.8553333333,7.89133333333,11.59725,18.7183333333,12.3631666667,27.5011666667,12.3893333334
523.48,9.4345,48.9075,17.8351666667,23.8686666667,7.91483333334,11.5928333334,18.7041666666,12.3473333334,27.5315,12.3851666667
523.83,9.423,48.9046666667,17.8793333333,23.90225,7.93116666666,11.5805,18.7256666667,12.3481666667,27.5555,12.3765
524.17,9.44433333334,48.8903333333,17.9336666667,23.9506666667,7.95316666667,11.5736666667,18.7546666667,12.3305,27.6061666666,12.3878333334
524.52,9.46983333333,48.9078333333,17.9796666667,23.9760833333,7.99383333333,11.5986666667,18.759,12.318,27.6506666667,12.3763333334
524.87,9.47333333333,48.8261666667,18.0445,23.98225,8.00216666667,11.61475,18.7493333334,12.308,27.6555,12.3543333334
525.21,9.48283333333,48.8421666667,18.1371666666,24.0301666667,8.0515,11.6385,18.782,12.3323333333,27.7396666666,12.3856666666
525.56,9.47016666667,48.8235,18.1991666667,24.049,8.062,11.6204166667,18.78,12.3168333334,27.7698333334,12.3818333334
525.90,9.4685,48.7705,18.2771666667,24.0874166667,8.0775,11.6234166666,18.7801666666,12.3301666667,27.8038333333,12.3756666666
526.25,9.474,48.8231666667,18.3831666666,24.1496666666,8.11033333333,11.6436666666,18.8205,12.3473333333,27.8898333333,12.3895
526.59,9.445,48.8325,18.4235,24.1894166667,8.0945,11.6069166667,18.8155,12.325,27.9213333333,12.3438333334
526.94,9.4465,48.8828333333,18.497,24.23775,8.12333333333,11.63025,18.8425,12.3411666667,27.9965,12.3675
527.28,9.4485,48.9286666667,18.5766666666,24.2983333334,8.14533333333,11.6465,18.8846666666,12.3635,28.0736666666,12.3796666666
527.63,9.45266666667,48.9713333334,18.6415,24.3378333333,8.15933333333,11.6540833334,18.8943333333,12.3548333334,28.1275,12.3746666667
527.97,9.4445,48.9826666667,18.6928333333,24.3438333333,8.17166666667,11.6500833334,18.9083333334,12.3656666667,28.1658333334,12.3725
528.32,9.43683333333,48.9995,18.7456666667,24.3629166667,8.19216666667,11.6515833334,18.9305,12.3806666667,28.2103333334,12.3825
528.66,9.46716666667,49.07,18.8111666667,24.4106666667,8.232,11.6726666667,18.9693333333,12.4078333333,28.2881666667,12.403
529.01,9.47666666667,49.065,18.8446666666,24.4321666666,8.2425,11.6699166666,18.9895,12.4093333334,28.3196666667,12.404
529.35,9.50916666667,49.1203333334,18.9121666667,24.4935,8.2775,11.6950833334,19.029,12.4353333334,28.3958333333,12.4258333333
529.70,9.52266666666,49.2058333334,18.9546666666,24.53025,8.31216666667,11.7008333334,19.069,12.4508333334,28.4536666667,12.4301666667
530.04,9.53083333333,49.209,18.9943333333,24.5365833334,8.3305,11.70125,19.091,12.4626666667,28.484,12.4306666666
530.39,9.57216666666,49.264,19.0876666667,24.56925,8.3895,11.7383333333,19.1376666666,12.5053333333,28.5576666667,12.459
530.73,9.60466666667,49.2618333333,19.1825,24.6296666667,8.42466666667,11.7435,19.1736666666,12.5231666666,28.621,12.4738333334
531.08,9.62166666666,49.2563333333,19.2726666667,24.6689166666,8.47683333334,11.7469166667,19.2051666667,12.537,28.6623333333,12.494
531.42,9.64633333334,49.2223333334,19.3613333334,24.6864166666,8.52,11.75875,19.2385,12.5695,28.7201666667,12.5123333333
531.77,9.66983333333,49.2358333334,19.4538333333,24.7535833334,8.576,11.7800833333,19.2745,12.585,28.7948333333,12.5231666666
532.11,9.67166666667,49.228,19.507,24.7890833333,8.57516666666,11.7785833333,19.2808333333,12.5778333334,28.8548333333,12.521
532.46,9.64916666666,49.1943333333,19.5428333333,24.8143333333,8.57033333333,11.7573333334,19.2918333333,12.5576666667,28.8871666667,12.5143333333
532.80,9.66866666667,49.1968333333,19.608,24.8499166666,8.61233333334,11.78225,19.3171666667,12.5811666666,28.9326666667,12.5155
533.15,9.6575,49.1821666667,19.6555,24.8575,8.63166666667,11.7764166667,19.3426666667,12.5821666667,28.977,12.507
533.49,9.67283333333,49.1601666667,19.723,24.9060833334,8.65783333334,11.7954166666,19.3615,12.5991666667,29.0381666666,12.5255
533.84,9.676,49.1743333333,19.7846666666,24.9659166666,8.69166666667,11.8095833333,19.3871666667,12.613,29.096,12.5341666667
534.18,9.69066666666,49.1633333333,19.8491666667,25.0176666667,8.73466666666,11.8054166667,19.412,12.6235,29.1443333333,12.5501666667
534.52,9.70883333335,49.2228333333,19.9113333334,25.0648333333,8.792,11.8238333333,19.4686666667,12.654,29.2218333333,12.5508333333
534.87,9.71983333331,49.2498333333,19.9615,25.0898333334,8.80066666667,11.8375833334,19.4865,12.67,29.2846666667,12.5501666667
535.21,9.73416666668,49.309,20.0383333333,25.1725833333,8.83983333334,11.8520833333,19.535,12.7048333333,29.3656666667,12.5668333334
535.56,9.74616666666,49.3343333334,20.1063333334,25.1988333333,8.86766666667,11.8556666666,19.5795,12.731,29.4205,12.5853333334
535.90,9.77766666669,49.3848333334,20.2086666667,25.2633333333,8.948,11.881,19.643,12.7675,29.4718333333,12.6096666667
536.25,9.80833333331,49.4408333333,20.3168333334,25.3135,9.016,11.9105,19.6906666667,12.8078333334,29.5286666667,12.6466666666
536.59,9.81483333333,49.4715,20.3991666667,25.3521666666,9.04933333333,11.9355833333,19.7225,12.8235,29.5885,12.6561666666
536.93,9.84450000001,49.4828333333,20.4461666667,25.3661666666,9.0935,11.95425,19.7456666667,12.8458333334,29.6266666666,12.7011666666
537.28,9.86933333332,49.5768333333,20.5665,25.4516666666,9.1495,12.0018333333,19.812,12.8903333333,29.7266666667,12.7205
537.62,9.90116666669,49.5891666667,20.6356666667,25.4835,9.18766666666,12.0103333333,19.8346666667,12.906,29.768,12.7471666667
537.97,9.90133333335,49.6058333333,20.6985,25.5156666666,9.201,12.03425,19.8701666667,12.9185,29.8046666667,12.7418333333
538.31,9.89816666669,49.5316666666,20.7703333333,25.5181666666,9.20783333333,12.0345833333,19.8645,12.9226666666,29.8266666667,12.7436666667
538.65,9.89483333331,49.5085,20.8625,25.5823333334,9.25716666667,12.02675,19.8843333333,12.9196666667,29.8903333334,12.745
539.00,9.87766666665,49.4431666667,20.9301666667,25.5490833333,9.2745,12.0376666667,19.8593333334,12.8848333334,29.9066666667,12.7221666667
539.34,9.86866666669,49.4226666667,21.0155,25.6095833334,9.28583333333,12.0493333333,19.861,12.8828333333,29.965,12.7156666667
539.69,9.87583333332,49.3905,21.1095,25.64475,9.30383333333,12.0669166667,19.868,12.8911666667,30.0296666667,12.7286666666
540.03,9.864,49.3735,21.166,25.6734166666,9.32316666667,12.0584166667,19.86,12.8911666667,30.0725,12.722
540.37,9.87433333334,49.3876666667,21.2316666666,25.7314166666,9.36633333333,12.0545,19.8803333333,12.8983333333,30.1061666666,12.7386666667
540.72,9.87483333334,49.3833333333,21.2888333333,25.7826666666,9.3715,12.0596666666,19.8868333333,12.8986666667,30.151,12.7295
541.06,9.87850000002,49.3378333333,21.3283333333,25.77375,9.37016666666,12.0390833333,19.8825,12.8653333333,30.1705,12.734
541.40,9.85383333334,49.2806666666,21.3498333333,25.7495833334,9.36783333333,12.025,19.885,12.8463333333,30.1828333333,12.7045
541.75,9.85083333335,49.2796666667,21.4073333333,25.7736666667,9.391,12.0325,19.9056666666,12.8491666666,30.2565,12.7265
542.09,9.84450000001,49.3013333334,21.4541666667,25.798,9.41566666667,12.02475,19.9268333334,12.8526666667,30.2813333333,12.7361666666
542.43,9.89149999999,49.3585,21.5306666666,25.8351666667,9.47633333333,12.07425,20.0036666666,12.9,30.3491666667,12.7743333333
542.78,9.94733333333,49.4251666667,21.6103333333,25.9188333334,9.53316666667,12.103,20.0826666666,12.9536666667,30.4541666666,12.8285
543.12,9.99200000002,49.4841666666,21.682,25.9685,9.59033333333,12.1315,20.1555,12.9876666667,30.5253333333,12.8783333333
543.46,10.0255,49.5211666667,21.7443333333,25.9920833334,9.64883333333,12.1550833333,20.2088333334,13.0136666666,30.5671666667,12.923
543.81,10.0553333333,49.5601666666,21.8276666667,26.0485,9.70366666667,12.19275,20.2671666667,13.0485,30.6473333334,12.9673333333
544.15,10.0613333333,49.5803333333,21.8896666667,26.05625,9.71266666667,12.2021666667,20.282,13.0688333333,30.6988333333,12.9718333334
544.49,10.0521666667,49.5923333333,21.9626666667,26.0555833334,9.74266666666,12.20925,20.2918333333,13.077,30.7043333334,12.9651666666
544.84,10.0671666666,49.6368333333,22.0363333333,26.10575,9.80816666667,12.224,20.338,13.1248333334,30.7713333334,12.9763333334
545.18,10.1036666666,49.6996666667,22.1461666667,26.1809166666,9.87883333333,12.26625,20.3795,13.1673333334,30.8431666666,13.0288333334
545.52,10.1413333333,49.775,22.2441666667,26.2333333334,9.92466666667,12.2895833333,20.4373333334,13.2021666667,30.8925,13.043
545.87,10.1876666666,49.849,22.3418333333,26.3075833333,9.9705,12.35825,20.4866666666,13.226,30.9791666667,13.0618333334
546.21,10.1988333334,49.902,22.416,26.3395,9.98866666665,12.3565,20.4926666667,13.2331666666,31.0296666667,13.0616666666
546.55,10.1675,49.9301666666,22.4745,26.37875,10.0028333333,12.3520833333,20.4916666666,13.2071666667,31.0266666667,13.0701666666
546.90,10.1625,49.9561666667,22.5518333334,26.4111666667,10.0471666667,12.36425,20.4958333333,13.2151666667,31.0531666667,13.035
547.24,10.1766666667,50.0276666667,22.6018333334,26.4833333334,10.0725,12.3766666666,20.545,13.2503333333,31.1386666666,13.0135
547.58,10.1863333333,50.0606666667,22.6631666666,26.4965,10.1025,12.3729166666,20.5811666667,13.2596666667,31.1966666667,12.995
547.92,10.2038333333,50.1278333333,22.7496666667,26.5966666667,10.1706666666,12.3906666666,20.6743333333,13.287,31.2946666667,13.0273333334
548.27,10.2788333334,50.2591666667,22.9105,26.72075,10.2805,12.4523333334,20.8176666666,13.3696666666,31.445,13.1113333333
548.61,10.2646666667,50.2983333334,22.9596666667,26.7435833334,10.2778333333,12.4516666667,20.837,13.3848333333,31.4525,13.1123333333
548.95,10.2975,50.4268333334,23.0918333334,26.82275,10.3253333333,12.4795833333,20.9253333333,13.425,31.5685,13.133
549.29,10.339,50.4766666667,23.1706666666,26.8749166666,10.4,12.517,20.9735,13.484,31.6005,13.1868333333
549.64,10.3615,50.596,23.2783333333,26.9325833333,10.4416666667,12.5045833334,21.0206666667,13.5105,31.6576666667,13.2143333334
549.98,10.3536666667,50.5698333334,23.3363333333,26.9569166666,10.4446666667,12.5045,21.0113333333,13.5278333333,31.6966666667,13.1938333333
550.32,10.3793333334,50.556,23.4236666667,26.9283333334,10.5011666667,12.5186666666,21.0471666666,13.5363333334,31.7686666666,13.2286666666
550.66,10.4225,50.6283333333,23.533,27.0105,10.5746666666,12.5525833334,21.1171666667,13.5618333333,31.9118333333,13.3305
551.01,10.4081666667,50.628,23.647,27.0533333333,10.6538333334,12.5418333333,21.1306666667,13.5625,31.9765,13.3771666666
551.35,10.4368333334,50.7043333333,23.7761666667,27.1795,10.7195,12.6125,21.1761666666,13.6053333333,32.0343333333,13.4288333333
551.69,10.5038333334,50.706,23.8901666666,27.249,10.806,12.6566666667,21.2165,13.6551666667,32.1075,13.476
552.03,10.4861666667,50.66,23.8983333333,27.2136666666,10.8055,12.6386666666,21.1761666666,13.6098333334,32.121,13.46
552.38,10.5381666667,50.7128333334,24.0151666667,27.3150833333,10.919,12.6971666666,21.2465,13.67,32.2348333333,13.5096666667
552.72,10.5426666667,50.7621666667,24.0785,27.35175,10.9573333334,12.65575,21.2553333333,13.6901666667,32.2803333334,13.5315
553.06,10.5475,50.8211666667,24.1881666666,27.3834166666,10.9905,12.6815,21.2871666667,13.6755,32.3603333333,13.528
553.40,10.5663333333,50.8123333333,24.2536666666,27.4265833333,11.062,12.7176666667,21.3628333334,13.732,32.4571666666,13.569
553.74,10.5906666667,50.8765,24.3336666667,27.5063333333,11.1321666667,12.7100833333,21.4608333333,13.7591666666,32.5176666667,13.6306666667
554.09,10.5811666667,50.8968333334,24.4093333333,27.5706666666,11.156,12.6963333334,21.4583333333,13.765,32.5368333333,13.5748333333
554.43,10.5785,50.9431666667,24.4776666667,27.6181666666,11.1541666666,12.7086666667,21.4596666667,13.7836666667,32.5846666667,13.576
554.77,10.5926666667,50.9115,24.5373333333,27.619,11.1315,12.7230833334,21.4998333333,13.7685,32.5601666667,13.5438333333
555.11,10.5941666667,50.8916666666,24.5348333333,27.5800833334,11.112,12.6676666666,21.5066666667,13.7405,32.5658333333,13.5005
555.45,10.5691666667,50.9108333333,24.6041666667,27.5901666666,11.126,12.6671666667,21.531,13.7338333333,32.6366666667,13.4826666667
555.80,10.5921666666,50.9816666667,24.7305,27.6870833333,11.1701666667,12.6994166666,21.5975,13.768,32.7033333333,13.4581666667
556.14,10.587,50.989,24.8056666667,27.72975,11.1948333334,12.7201666666,21.5856666667,13.7455,32.7406666667,13.4936666667
556.48,10.632,50.985,24.8896666667,27.83725,11.2813333333,12.8481666667,21.6586666667,13.7826666666,32.8428333333,13.5511666667
556.82,10.6356666666,50.9806666666,24.9685,27.936,11.3248333333,12.8265,21.6803333333,13.8325,32.9123333333,13.5568333333
557.16,10.6683333333,50.9976666667,25.0741666667,28.0076666666,11.3968333333,12.8714166666,21.6866666667,13.8481666667,32.9581666667,13.5848333333
557.50,10.7081666667,51.0633333334,25.1843333333,28.0491666666,11.4775,12.9275833334,21.6863333333,13.866,33.0638333333,13.595
557.85,10.742,51.067,25.2261666667,28.0916666666,11.5323333333,12.9660833333,21.7213333333,13.884,33.1346666667,13.616
558.19,10.7483333334,50.9965,25.2658333333,28.08225,11.5893333333,12.97525,21.7538333334,13.9031666666,33.1426666667,13.5715
558.53,10.786,51.1373333333,25.3861666667,28.23925,11.645,13.0209166666,21.8193333333,13.9618333333,33.2801666667,13.6006666666
558.87,10.778,51.1413333333,25.5203333334,28.2889166666,11.7005,13.0588333333,21.8703333334,14.0045,33.3296666666,13.6046666667
559.21,10.7713333334,51.1235,25.549,28.2815,11.6785,13.0588333333,21.8611666666,13.9986666667,33.3646666666,13.6068333334
559.55,10.7481666667,51.124,25.579,28.3034166667,11.6996666667,13.04925,21.8733333333,14.012,33.3826666666,13.6438333333
559.89,10.7831666667,51.115,25.6523333334,28.3333333334,11.7018333333,13.0238333334,21.9035,14.0413333333,33.4076666667,13.6366666667
560.23,10.7303333333,51.1511666667,25.7301666666,28.313,11.6608333333,12.9568333334,21.8786666666,13.9995,33.4168333333,13.569
560.58,10.7095,51.098,25.7591666667,28.3113333333,11.6873333334,12.9434166667,21.851,13.9396666667,33.4248333334,13.588
560.92,10.6835,51.1536666666,25.8368333333,28.3590833334,11.7033333333,12.9441666667,21.909,13.9498333333,33.4906666667,13.6063333334
561.26,10.6738333333,51.082,25.895,28.3843333333,11.7328333333,12.9295833333,21.912,13.9475,33.4988333333,13.6
561.60,10.644,51.1558333333,25.9606666666,28.4450833333,11.757,12.92,21.9611666667,13.9695,33.5315,13.632
561.94,10.6708333334,51.1471666666,26.0573333334,28.4875833333,11.8115,12.95325,22.0045,13.985,33.6013333333,13.6933333333
562.28,10.6473333333,51.1568333333,26.0883333334,28.4496666667,11.8366666667,12.9340833333,21.9673333333,13.9643333333,33.622,13.7023333334
562.62,10.6733333333,51.1963333333,26.1541666667,28.4816666666,11.9085,12.9591666666,21.9988333333,13.9733333333,33.7,13.7691666666
562.96,10.6585,51.2655,26.2405,28.54,11.9853333333,12.9694166666,22.0128333334,13.9488333333,33.7015,13.7841666667
563.30,10.6746666667,51.2816666667,26.3135,28.5905833334,12.045,12.96425,22.0163333333,13.943,33.7645,13.7826666666
563.64,10.6556666666,51.2961666666,26.3563333334,28.6055,12.1235,13.002,22.0715,13.9426666667,33.7998333334,13.7963333333
563.99,10.7605,51.3565,26.4953333333,28.699,12.2741666667,13.0978333333,22.1643333334,14.0243333334,33.8656666667,13.8998333333
564.33,10.7906666667,51.3561666666,26.5306666666,28.7019166666,12.2971666666,13.12925,22.2236666667,14.0815,33.9153333333,13.9003333333
564.67,10.8135,51.2551666667,26.5401666667,28.6614166666,12.3111666666,13.1195,22.183,14.0488333334,33.9018333333,13.8733333333
565.01,10.799,51.2821666667,26.5818333333,28.6618333333,12.2925,13.129,22.2111666667,14.0226666667,33.8891666667,13.8343333333
565.35,10.797,51.2333333334,26.6446666667,28.6258333333,12.314,13.1208333333,22.2251666666,14.0101666667,33.9151666666,13.8461666666
565.69,10.809,51.3041666667,26.715,28.6975833334,12.315,13.1208333333,22.2008333333,14.0331666667,33.925,13.8546666667
566.03,10.8525,51.3346666666,26.825,28.781,12.3875,13.1883333334,22.2686666666,14.0843333333,33.9878333333,13.903
566.37,10.8481666667,51.3291666666,26.8713333334,28.8178333334,12.4245,13.20575,22.2825,14.0856666666,34.031,13.8695
566.71,10.9305,51.3583333333,26.9676666667,28.8595833334,12.511,13.2625,22.3536666667,14.1601666666,34.1338333333,13.9143333334
567.05,10.948,51.3593333333,27.0551666667,28.8810833333,12.5543333333,13.3041666667,22.3896666667,14.199,34.2116666666,13.9318333333
567.39,10.978,51.3761666667,27.1273333333,28.8824166666,12.5811666667,13.3140833334,22.4153333333,14.223,34.2646666667,13.9361666667
567.73,10.932,51.3496666667,27.1278333333,28.8556666667,12.5321666667,13.2665,22.3826666667,14.1718333333,34.2743333334,13.8891666666
568.07,10.8715,51.3993333333,27.1925,28.89325,12.5546666667,13.2848333334,22.3366666667,14.1258333334,34.286,13.8561666667
568.41,10.8646666667,51.5068333333,27.3028333334,29.0020833334,12.612,13.324,22.4103333333,14.174,34.3613333333,13.8581666666
568.75,10.847,51.4496666667,27.3628333334,29.0309166667,12.6838333333,13.3805,22.3928333333,14.2058333333,34.4081666667,13.923
569.09,10.9215,51.5356666667,27.5031666666,29.1803333333,12.779,13.49625,22.4911666666,14.3111666666,34.4905,13.9268333334
569.43,10.9166666667,51.5103333334,27.582,29.203,12.8671666667,13.5383333333,22.5523333333,14.3193333333,34.5256666666,13.9051666667
569.77,10.9125,51.4018333333,27.5988333334,29.1568333334,12.9125,13.5240833333,22.547,14.3178333334,34.5216666666,13.8781666666
570.11,10.9336666666,51.3678333333,27.638,29.1675833334,12.8811666667,13.5081666667,22.5305,14.3038333333,34.5386666667,13.8855
570.45,10.8901666667,51.3618333333,27.7258333333,29.2186666666,12.8796666666,13.4845,22.517,14.3048333334,34.5558333333,13.8785
570.79,10.8751666666,51.2995,27.7676666667,29.2094166667,12.8665,13.4895,22.4855,14.251,34.499,13.8503333333
571.13,10.8278333334,51.2943333333,27.8138333334,29.2183333333,12.8531666667,13.4696666666,22.4496666666,14.2026666667,34.516,13.817
571.47,10.8415,51.2513333334,27.8841666666,29.2679166667,12.9115,13.5190833334,22.4791666667,14.2463333333,34.5851666667,13.8566666666
571.81,10.9301666667,51.2385,27.977,29.308,12.9981666667,13.5640833333,22.5708333334,14.3158333333,34.6655,13.9453333333
572.15,10.9268333334,51.1321666667,27.994,29.2555,13.0123333333,13.5538333333,22.5453333334,14.3115,34.6391666667,13.9865
572.49,10.988,51.1873333333,28.0938333333,29.3133333333,13.0688333333,13.5940833333,22.6378333333,14.3655,34.7416666667,14.0196666667
572.83,10.9433333333,51.1466666667,28.1141666667,29.2724166667,13.059,13.5086666667,22.5908333333,14.3208333333,34.7543333333,13.9946666666
573.17,10.9818333333,51.2001666667,28.2236666667,29.3053333333,13.077,13.5220833334,22.6406666667,14.3458333334,34.7973333333,14.0365
573.51,10.9375,51.1845,28.262,29.3090833334,13.0503333333,13.47975,22.6213333333,14.3126666666,34.7856666667,14.015
573.85,10.9218333333,51.1876666667,28.3143333333,29.3028333334,13.0991666667,13.4638333333,22.6468333333,14.318,34.7751666667,14.0121666666
574.19,10.9243333333,51.1255,28.3395,29.2766666667,13.1353333334,13.4738333334,22.6663333333,14.3035,34.7586666667,14.0041666667
574.53,10.9585,51.1446666666,28.394,29.3074166666,13.2203333334,13.4610833334,22.7133333334,14.3478333333,34.793,14.0308333333
574.87,11.0148333334,51.2085,28.4795,29.40475,13.3235,13.51875,22.795,14.4343333334,34.8805,14.0901666667
575.21,11.0215,51.2486666666,28.5388333333,29.4399166666,13.3618333333,13.4986666666,22.8173333333,14.4443333334,34.8771666666,14.074
575.55,11.012,51.2416666667,28.599,29.44175,13.3676666666,13.4838333334,22.8311666666,14.4131666667,34.8476666667,14.0243333333
575.89,11.0636666667,51.33,28.6961666667,29.5030833334,13.4416666667,13.5191666667,22.8978333333,14.4555,34.9405,14.0265
576.22,11.0936666666,51.3756666666,28.7953333334,29.55725,13.4985,13.5461666667,22.9315,14.4833333334,35.026,14.0675
576.56,11.1963333334,51.4991666666,28.917,29.68225,13.6293333334,13.6551666667,23.0091666667,14.5416666667,35.1455,14.1546666667
576.90,11.1808333334,51.4456666666,28.9286666667,29.6510833334,13.6625,13.6254166667,23.0163333334,14.5213333333,35.2053333333,14.131
577.24,11.2735,51.5561666667,29.0633333334,29.75825,13.7481666667,13.7143333334,23.0768333334,14.5833333334,35.3596666666,14.2191666667
577.58,11.3255,51.61,29.2016666666,29.8526666667,13.8523333333,13.7933333333,23.1256666667,14.6303333334,35.4768333334,14.2876666667
577.92,11.3653333333,51.716,29.2885,29.9383333333,13.8958333333,13.8104166666,23.1921666667,14.6626666667,35.5758333333,14.3255
578.26,11.3245,51.7933333334,29.372,30.0025833333,13.9481666666,13.83375,23.2393333333,14.6663333333,35.6955,14.3455
578.60,11.3753333333,51.7861666667,29.4828333333,30.053,13.9978333334,13.8540833334,23.2871666667,14.6748333333,35.7421666667,14.3583333334
578.94,11.4058333333,51.842,29.5933333333,30.0985,14.0638333334,13.9146666666,23.334,14.6876666666,35.8321666667,14.3681666666
579.28,11.4125,51.896,29.7105,30.1814166667,14.1423333333,13.9614166666,23.392,14.7426666666,35.9273333333,14.4231666666
579.61,11.3693333333,51.9143333333,29.7626666666,30.2166666666,14.1218333334,13.9019166666,23.362,14.6601666666,35.9446666667,14.3806666667
579.95,11.305,51.9451666667,29.7835,30.2124166667,14.1211666666,13.8034166667,23.3343333334,14.598,35.9013333334,14.2771666667
580.29,11.2758333334,51.8581666666,29.8035,30.1768333334,14.1001666667,13.7758333334,23.3875,14.5903333333,35.888,14.3046666667
580.63,11.325,51.8906666667,29.8831666666,30.2989166667,14.174,13.8328333333,23.4533333333,14.683,35.9323333334,14.3886666666
580.97,11.3218333333,51.8665,29.969,30.384,14.2505,13.7984166666,23.554,14.7078333333,35.9508333333,14.3723333333
581.31,11.3188333333,51.9543333334,30.0461666666,30.4716666667,14.3068333333,13.8365,23.6205,14.75,36.0368333333,14.4118333333
581.65,11.2951666667,51.887,30.0885,30.49475,14.3146666666,13.83375,23.5825,14.7503333333,36.0513333333,14.391
581.98,11.3138333333,51.8363333333,30.1161666667,30.4944166666,14.2771666667,13.8015833333,23.561,14.7448333333,36.0513333334,14.3861666666
582.32,11.3365,51.8151666667,30.2163333334,30.5321666666,14.3356666667,13.81525,23.5786666667,14.7513333334,36.135,14.4311666667
582.66,11.3448333333,51.7836666666,30.2406666667,30.5434166666,14.3501666667,13.7645833334,23.601,14.7705,36.1458333333,14.4123333333
583.00,11.3491666666,51.79,30.268,30.5628333333,14.3328333333,13.7093333333,23.6163333333,14.7478333333,36.2181666666,14.3736666666
583.34,11.4048333333,51.7918333333,30.4011666667,30.6023333333,14.4326666667,13.79275,23.7158333333,14.8126666666,36.3083333333,14.4338333333
583.68,11.4191666666,51.7128333334,30.47,30.6200833334,14.4875,13.8349166666,23.767,14.8256666667,36.3201666667,14.4695
584.01,11.4545,51.7911666666,30.5835,30.6869166666,14.5565,13.8555833334,23.765,14.8018333334,36.3771666666,14.4513333334
584.35,11.4585,51.8936666667,30.6948333334,30.7523333334,14.6125,13.84975,23.7898333334,14.7583333334,36.4225,14.413
584.69,11.5498333333,52.0403333333,30.7998333334,30.7955833333,14.7231666667,13.9708333334,23.8475,14.8423333333,36.5596666667,14.4753333334
585.03,11.6376666666,52.0445,30.9208333334,30.81425,14.7585,14.02575,23.894,14.878,36.61,14.5371666667
585.37,11.6976666667,52.091,30.9841666667,30.87525,14.834,14.0794166667,24.0046666667,14.9126666667,36.586,14.5896666667
585.70,11.7355,52.1336666667,31.0725,30.94075,14.895,14.1496666666,24.0468333334,14.9485,36.6211666666,14.5863333333
586.04,11.6648333333,52.087,31.08,30.8878333333,14.8831666667,14.1228333334,24.0265,14.9326666667,36.5508333333,14.5581666667
586.38,11.6861666666,52.0975,31.1893333333,30.9494166666,14.9798333333,14.2206666667,24.074,14.9675,36.6215,14.6578333333
586.72,11.846,52.2035,31.3985,31.1223333333,15.182,14.38225,24.2151666667,15.1235,36.7418333334,14.8006666667
587.06,11.8465,52.2525,31.4395,31.17075,15.2085,14.3838333334,24.2165,15.149,36.7858333333,14.7576666666
587.39,11.8558333334,52.2716666666,31.4866666667,31.2074166667,15.198,14.3848333333,24.2015,15.1436666666,36.8255,14.7075
587.73,11.8148333333,52.2098333333,31.5241666667,31.16175,15.1996666667,14.3923333333,24.2096666667,15.1825,36.8198333334,14.648
588.07,11.7953333333,52.1678333334,31.5483333333,31.158,15.2208333334,14.4255,24.1998333333,15.1661666667,36.8735,14.6633333333
588.41,11.753,52.1373333333,31.584,31.1296666666,15.1901666667,14.3439166666,24.1486666667,15.1088333333,36.8391666667,14.6695
588.74,11.7191666667,52.0773333333,31.5716666666,31.16525,15.2505,14.2873333334,24.1196666667,15.104,36.8356666666,14.6288333333
589.08,11.7491666667,52.131,31.6648333333,31.1829166666,15.3425,14.3101666667,24.1555,15.175,36.9778333333,14.6576666666
589.42,11.8426666667,52.2593333333,31.8785,31.3231666666,15.474,14.3785,24.3121666667,15.3226666667,37.0933333333,14.7673333333
589.76,11.8985,52.3588333333,31.9473333334,31.42925,15.5633333334,14.4535833334,24.385,15.3805,37.1733333333,14.8171666666
590.09,11.9586666667,52.454,32.043,31.518,15.6638333334,14.5528333333,24.4731666667,15.4373333334,37.2308333333,14.871
590.43,11.8081666667,52.363,32.0161666667,31.4761666667,15.5896666667,14.449,24.336,15.3413333334,37.1711666667,14.7668333334
