wavelength,Back_CypHirf,Belly_CypHirf,Breast_CypHirf,Crissum_CypHirf,Crown_CypHirf,DorTail_CypHirf,Patch10_CypHirf,Rump_CypHirf,Throat_CypHirf,WingTip_CypHirf
208.77,372.2225,613.888833331,419.444333333,22.2223333335,1024.99983333,763.888666667,875.0,552.778,583.333166667,1222.22216667
209.14,-2483.33333334,-3833.33333334,-2816.66666666,-233.33333333,-6716.66666666,-4433.33333334,-5683.33333334,-3400.0,-3916.66666666,-7366.66666666
209.52,1458.33333333,1733.33333333,1583.33333334,-116.666666665,3291.66666666,2341.66666666,2400.0,1600.0,1916.66666667,3750.0
209.90,1077.778,1294.4445,1299.99983333,277.777833333,2205.55566667,1722.22233333,1644.44433333,1233.33316667,1355.5555,2622.22216666
210.28,245.098166667,257.843166666,297.058833334,108.8235,411.764666667,345.098,321.568666667,256.862666667,249.019666667,482.353
210.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211.03,308.889,321.111166667,434.444333334,200.0,501.111166666,440.0,389.999833333,331.111,305.5555,583.333166667
211.41,198.2145,179.1665,261.904833333,118.452333333,285.119166667,258.3335,213.095166667,154.166666667,157.142833333,333.9285
211.79,159.090833333,147.474833333,239.898833333,95.9593333334,264.1415,211.616333333,193.4345,124.747333333,130.808166667,290.403833333
212.17,134.188,130.769166667,214.957333334,82.9061666668,230.341833334,188.4615,196.581333333,107.264833333,109.829,259.401666666
212.55,136.928333333,132.026166666,180.718833334,87.5816666668,206.862833333,182.353166666,183.006666666,108.496666667,116.013,239.869166667
212.92,138.679,131.446666666,177.672833333,99.3710000001,205.0315,188.993833333,179.559833333,104.402666666,116.0375,246.2265
213.30,108.461333333,102.3075,140.256333333,78.9741666669,163.846333334,151.281833333,137.436,76.6666666669,85.641,198.974333333
213.68,114.062333333,109.375,145.833,84.1145,163.541333333,154.426833333,142.968666667,72.3956666667,91.1456666667,206.25
214.06,124.853666667,109.649166667,134.7955,80.1171666667,167.544166667,155.555666667,146.491166666,63.158,92.1054999998,225.731
214.44,124.293833333,105.367166666,125.141333334,80.7906666668,172.598833334,160.1695,148.87,51.1301666667,99.7174999999,222.599166667
214.81,133.9745,99.0384999998,120.192333334,69.8716666665,188.141166666,172.756333333,151.602333333,31.41,90.3846666665,230.128333333
215.19,192.708333333,127.604166667,141.666666667,69.7916666667,257.291666666,243.229166666,209.375,12.5,127.604166666,324.479166667
215.57,180.555666667,113.333166666,121.111166666,62.7776666667,249.444333333,231.111166666,200.555666667,-3.33333333335,138.333166667,315.555666666
215.95,160.344833333,89.0803333335,73.563,21.8388333335,215.517333334,217.2415,170.115166666,-41.9538333334,104.023,305.172333333
216.32,213.768,136.956333333,78.2609999999,55.072166667,278.260833333,292.753666667,192.029,-51.4493333334,149.275333333,393.478333334
216.70,604.761833335,349.999833333,230.9525,119.047666667,833.333333331,785.714166667,519.0475,-288.095166667,419.047666666,1147.61916667
217.08,365.151666667,213.6365,146.969666667,27.273,548.484666666,460.606166667,300.0,-156.060666667,265.1515,715.1515
217.46,321.4285,238.095333333,179.762,73.8095,475.0,413.0955,320.238,-57.143,267.857,575.0
217.83,836.666666669,643.333333335,340.0,190.0,1346.66666666,1073.33333334,810.0,-240.0,600.0,1403.33333334
218.21,-435.714166667,-309.524,-180.9525,-47.6188333335,-878.571333333,-676.190333334,-461.904833334,252.381,-283.333333333,-823.809333335
218.59,-39.3333333333,-20.6666666665,-2.66666666665,69.9999999998,-180.666666666,-94.6666666667,-39.3333333333,123.333333333,-8.66666666668,-156.0
218.97,-96.4285000002,-54.762166667,-47.619,108.333333333,-322.619,-180.952333333,-80.9523333333,183.333166667,-57.1426666667,-325.0
219.34,-24.9999999999,3.788,-24.2425,101.515,-200.757666667,-90.1515,-19.6968333333,134.090833333,-7.576,-203.787666667
219.72,-60.119,-31.5473333333,-54.1668333335,49.4048333333,-181.5475,-96.4283333333,-27.381,64.8808333333,-26.1905,-199.404666666
220.10,-72.9884999998,-36.7816666669,-78.1608333335,12.0688333333,-191.379166666,-91.9538333334,-18.9655,48.276,-38.5058333333,-201.1495
220.47,-84.9999999999,-21.6666666665,-115.0,15.8333333333,-278.333333334,-116.666666666,10.8333333333,85.8333333333,-0.8333333333,-272.5
220.85,-151.282,-87.179666667,-211.5385,-71.7946666667,-457.692166666,-230.769333333,-56.4105,69.2309999998,-10.2563333333,-453.846
221.23,-87.5,-52.0833333331,-128.472333333,-66.6668333333,-250.6945,-141.666666666,-71.5275,34.0276666666,0.6945,-251.388833334
221.61,-85.9999999998,-16.6666666665,-108.666666666,-60.6666666667,-222.0,-111.333333333,-27.3333333333,55.3333333333,0.66666666665,-245.333333334
221.98,-402.381,-111.904666667,-488.095166667,-278.5715,-883.3335,-459.524,-197.619,161.905,-142.857,-995.238333333
222.36,1144.4445,505.555499999,1283.33333334,794.444333331,2538.88883333,1377.77766666,733.333333333,-155.555666667,661.111166667,2638.88883333
222.74,739.999999999,400.0,736.666666667,550.0,1646.66666666,993.333333335,623.333333333,33.3333333333,486.666666667,1553.33333334
223.11,312.500166667,193.0555,351.388666667,277.777666667,726.388833333,433.333333333,320.833166667,47.2221666666,254.166666667,620.8335
223.49,136.363666667,93.4343333333,150.505,125.2525,279.798,180.303,148.485,50.0,125.2525,244.949333333
223.87,167.307666667,113.461666667,193.589666667,170.512833333,354.487,232.692166666,211.538333333,55.7693333333,160.256666666,290.3845
224.24,200.000166667,169.047666667,251.587333333,215.873,415.873,313.492,273.016,65.0793333334,223.8095,343.650833333
224.62,401.666666667,285.0,478.333333334,340.0,781.666666667,585.0,575.0,91.6666666667,471.666666667,683.333333333
225.00,3616.66666666,1383.33333334,3966.66666666,1466.66666666,6950.0,4866.66666666,4516.66666667,366.666666667,4100.0,5750.0
225.38,-364.583333333,-120.833333334,-385.416666666,-47.9166666667,-831.25,-506.25,-408.333333334,8.3333333333,-460.416666667,-595.833333334
225.75,-105.072333333,-41.3041666665,-121.0145,5.07233333335,-271.014666667,-172.463833334,-132.608833334,-1.44933333335,-145.652,-192.7535
226.13,-14.0351666666,10.8185,-38.8886666667,20.468,-82.7486666668,-50.5848333334,-26.6083333334,14.9123333333,-40.9358333334,-57.6023333333
226.51,-2.59749999999,12.9868333333,-30.5193333333,15.5843333333,-46.5366666667,-28.1385,-11.2553333333,21.6451666667,-26.8398333334,-33.5496666667
226.88,-4.16666666665,8.15966666665,-26.736,10.0693333333,-30.382,-19.7916666666,-3.99300000001,18.9236666667,-26.0418333333,-31.25
227.26,-0.542,8.67216666665,-15.0405,4.878,-19.9185,-10.298,2.439,20.5963333333,-18.4283333333,-22.6285
227.64,0.7675,7.23700000001,-10.9648333333,3.9475,-13.9251666667,-7.56566666666,3.94733333333,21.4911666667,-14.2543333334,-14.8026666667
228.01,2.69733333334,7.51466666669,-5.58733333333,5.49116666667,-10.597,-3.66100000001,6.06933333333,20.6163333333,-14.2581666667,-10.9826666667
228.39,4.18683333333,9.33983333335,-1.52983333333,6.68266666666,-8.61516666667,0.966,5.87766666667,18.116,-9.66166666666,-7.48799999998
228.76,3.16083333333,7.90216666668,-2.73,3.30466666667,-9.84183333333,-0.503,3.951,16.8821666667,-9.91383333335,-5.10066666667
229.14,5.89733333335,7.37183333335,-1.92283333334,0.576833333335,-7.94866666666,0.12833333333,3.97433333334,17.6921666666,-8.71783333333,-3.205
229.52,3.24766666667,5.821,-4.289,-3.37,-7.53666666666,-1.40916666667,2.02216666667,14.951,-11.152,-5.4535
229.89,4.253,4.82733333333,-4.31033333333,-4.65533333333,-6.89633333333,-2.931,1.49433333333,14.2526666667,-11.3793333334,-4.54016666666
230.27,-2.68066666667,-3.26333333333,-8.10016666667,-12.4126666667,-10.8973333333,-8.79966666667,-4.83683333333,7.98366666667,-17.2495,-11.1306666667
230.65,-5.49816666668,-6.071,-9.45033333333,-14.3186666667,-12.7718333333,-11.6838333333,-7.4455,4.009,-18.4995,-14.0893333333
231.02,-8.33316666665,-6.55166666667,-10.6895,-16.6093333333,-13.678,-12.3563333334,-8.27566666665,3.62066666667,-18.3333333333,-13.9656666667
231.40,-4.886,-1.90016666667,-6.0805,-9.1205,-8.3605,-8.36066666668,-3.746,5.21166666667,-13.5723333333,-7.87183333333
231.78,-5.14466666666,-0.107333333335,-5.0375,-9.003,-7.60983333333,-7.6635,-3.42983333333,4.60866666667,-12.2723333333,-7.60983333334
232.15,-4.74633333333,0.4965,-6.01533333334,-8.99566666666,-10.5408333334,-8.49883333331,-2.53866666666,4.08383333333,-11.4238333334,-10.3201666666
232.53,-7.80516666667,-2.75833333333,-11.2676666666,-12.4998333333,-15.3168333334,-11.9716666667,-5.69233333334,-0.8215,-15.4343333334,-15.1408333333
232.90,-9.71216666669,-4.43666666666,-13.2495,-14.9281666667,-17.3263333334,-11.5108333333,-6.89450000002,-4.97633333333,-17.6258333334,-18.405
233.28,-8.98333333334,-4.3735,-11.4656666667,-13.416,-16.253,-10.6973333333,-6.67850000002,-6.91483333331,-14.8936666667,-17.967
233.66,-5.90166666667,-1.4755,-7.7595,-8.68866666669,-13.2241666666,-8.57933333334,-4.42616666666,-4.3715,-10.7651666667,-14.8633333333
234.03,-4.25966666667,0.692333333334,-6.1235,-4.579,-9.85083333334,-4.63266666667,-2.183,-1.11816666667,-7.93400000002,-12.0873333333
234.41,2.708,5.78116666667,-1.615,1.66666666667,-3.43766666667,1.14583333333,3.177,4.01016666667,-1.667,-5.83366666666
234.78,5.12433333333,8.79916666667,-0.259,4.503,-0.621,3.5195,4.089,4.6065,-0.362166666668,-3.67516666667
235.16,8.52916666665,11.2745,1.6665,7.15683333333,2.549,6.42183333333,4.902,6.66666666666,2.01,-1.3725
235.54,6.15366666668,7.6925,-1.7435,3.487,-0.05133333333,4.1025,0.512833333332,4.205,-1.12816666666,-6.0
235.91,5.77283333335,5.27083333333,-1.45616666667,3.16266666667,-0.1505,3.96583333334,0.1505,3.8655,-1.35533333333,-6.32516666665
236.29,6.77233333332,6.29183333334,2.0655,6.62833333334,4.85116666666,6.62833333334,2.83383333333,6.09983333333,2.2095,-1.96916666666
236.66,6.41016666667,6.90333333333,3.79666666667,7.2975,6.60766666667,8.57983333331,4.29,6.65683333333,3.0575,-0.690333333335
237.04,8.79866666666,8.47283333333,7.82116666665,10.2888333334,9.77650000001,10.2885,6.51766666666,9.77666666665,5.214,2.095
237.41,7.95233333333,7.85716666666,6.90483333334,9.28600000002,8.71433333334,9.90483333335,5.857,9.99999999999,3.76183333333,1.66683333334
237.79,9.04783333333,8.66666666665,8.66666666666,8.33333333334,10.619,12.0476666667,7.2855,11.1428333333,4.71433333334,3.2855
238.17,9.09483333331,9.095,10.2955,8.31016666668,9.87983333332,12.5576666667,8.91033333334,11.5418333333,5.1245,2.6315
238.54,4.311,5.9555,6.889,3.86666666667,3.6,7.68883333333,4.48883333333,7.9555,0.800000000002,0.133333333335
238.92,4.61166666667,6.02766666667,7.84799999999,3.27666666667,2.95316666667,8.57583333333,6.75566666667,10.5178333333,1.69916666667,1.05166666667
239.29,5.14233333333,6.82,9.22700000001,4.7775,2.3705,8.02316666667,8.24200000002,10.1386666666,3.46466666666,2.334
239.67,5.4905,7.05,8.9995,5.3605,2.20916666667,7.4075,8.67433333331,9.68166666667,4.3535,2.8265
240.04,7.069,8.90783333333,9.33916666667,6.69533333333,3.276,8.85066666666,9.13799999999,10.5461666666,6.092,4.9425
240.42,7.6005,9.4635,8.6935,6.3835,4.4215,8.9915,9.1655,10.8296666667,6.2345,6.43316666667
240.79,7.4925,9.10883333333,8.36616666667,6.35633333333,4.74016666666,8.58466666667,8.78116666668,11.0746666666,6.40016666667,6.9245
241.17,6.06416666667,7.60966666666,6.29883333334,5.10566666667,3.61883333333,7.57033333334,7.49216666666,9.97633333333,5.575,6.39666666667
241.54,5.1965,7.28183333333,5.87416666666,4.81383333333,4.11883333334,7.78583333333,7.66416666667,9.81916666666,5.49166666667,6.44783333333
241.92,5.0725,7.02583333334,5.52916666667,4.96233333333,4.2375,7.92366666666,7.49833333334,9.64083333333,5.6395,6.632
242.29,5.27533333334,7.68116666667,5.30433333333,5.377,5.07266666667,8.55066666669,7.1885,9.50716666667,6.029,7.55066666669
242.67,6.424,8.79683333333,6.30116666666,6.91516666666,6.2465,9.9155,8.59250000002,10.2155,7.24216666667,8.31966666669
243.05,6.85333333333,8.93333333331,6.44,7.26666666667,7.02666666667,10.3066666666,8.84,10.04,7.98666666667,9.0
243.42,6.78433333333,8.52033333333,5.80933333334,6.33033333333,7.13133333334,10.2965,8.44000000002,9.62883333333,7.532,8.57383333335
243.80,5.96483333333,7.953,4.89733333334,5.24416666667,6.61883333333,9.20733333334,7.76616666666,8.687,6.6855,7.88616666665
244.17,4.68666666667,5.99683333334,3.336,3.98433333333,5.55116666667,7.68516666667,6.834,7.06366666667,5.173,6.5235
244.55,4.14333333333,5.23883333334,2.86033333334,3.475,4.74466666667,7.43116666666,6.09466666667,6.17483333334,4.55766666666,5.7205
244.92,4.25216666667,5.19183333333,3.1735,3.49083333333,4.79816666667,7.81933333334,5.95333333333,5.97883333333,4.6075,5.877
245.30,3.76433333334,4.6875,3.33816666666,3.5395,4.97166666667,7.6585,5.7175,5.2675,4.30883333334,5.82383333334
245.67,3.87883333333,4.30266666666,3.27033333333,3.868,4.71533333333,7.74666666666,5.2695,5.24783333334,4.096,5.6715
246.05,3.373,3.8525,3.1535,3.33316666666,4.10166666667,7.05583333334,4.99,4.90033333334,3.58266666667,5.3095
246.42,2.54233333334,2.72566666667,2.71666666667,2.28533333334,3.08383333333,6.27766666667,4.35966666666,4.25833333333,2.92783333334,4.50616666666
246.79,2.31016666667,2.48933333333,2.9155,1.79866666666,2.94966666667,6.34266666667,3.97283333333,4.28833333334,2.5745,4.4585
247.17,2.11316666667,2.35133333333,2.69283333333,1.565,2.52633333333,5.92633333334,3.47183333333,4.17866666667,2.16866666666,4.00383333333
247.54,2.4035,2.55366666667,2.98183333333,1.998,2.65116666667,6.07633333334,3.69516666667,4.67916666667,2.531,4.424
247.92,3.10533333333,3.06216666667,3.9325,2.5975,3.41033333333,7.0745,4.448,5.725,3.27966666667,5.14416666667
248.29,3.3615,3.70133333334,4.57883333333,2.9865,3.942,7.70683333334,4.93983333333,6.511,3.86416666666,5.80316666666
248.67,3.58866666667,3.66733333333,5.03683333333,3.16783333333,4.15966666667,7.88383333333,5.28683333334,6.79916666667,3.8885,5.96466666666
249.04,4.08816666667,3.8405,5.61883333334,3.52733333333,4.71516666667,8.18383333333,5.80833333333,7.346,4.1905,6.15783333333
249.42,4.68616666667,4.1955,6.12066666666,3.743,4.79366666667,8.48283333333,6.28166666667,8.11466666667,4.51,6.481
249.79,4.94566666666,4.35516666667,6.4795,3.4695,4.8065,8.5055,6.49616666667,8.604,4.90483333334,6.4305
250.17,5.51683333333,4.547,6.84283333334,3.76383333333,5.17,8.77383333333,6.69166666667,9.34333333331,5.17883333333,6.70933333333
250.54,5.916,4.97783333333,7.24683333334,4.17383333333,5.2555,8.82633333333,6.998,10.0708333333,5.33216666666,6.902
250.92,6.0515,5.42833333333,7.64966666667,4.46333333333,5.579,8.87616666667,7.39833333333,10.5246666667,5.56883333333,7.06666666667
251.29,6.15416666666,5.77616666667,8.20216666667,4.6945,5.95466666667,9.39916666669,7.84483333333,10.838,5.91266666667,7.3515
251.66,5.599,5.36033333333,8.42,4.52466666667,5.8485,9.50516666665,7.46516666667,10.4923333333,5.47966666667,6.91183333333
252.04,4.79533333333,4.9285,7.79933333334,4.13883333333,5.07333333334,8.90066666667,6.89783333333,9.84666666665,4.93983333333,6.44183333333
252.41,4.606,4.83566666667,7.69583333333,3.9515,4.85883333333,8.53433333334,6.846,9.53366666667,4.85866666667,6.14516666667
252.79,3.81933333333,4.42133333333,6.4005,3.05566666667,4.2825,7.92833333334,6.11116666667,8.84266666667,4.38666666667,5.71783333333
253.16,2.82883333333,3.81866666666,5.245,2.393,3.5125,6.96616666667,5.42183333333,8.10933333333,3.6775,5.33933333333
253.54,2.07433333333,3.2145,4.45183333334,1.3585,2.87483333333,6.55033333334,4.573,7.21733333334,2.802,4.088
253.91,1.044,2.67916666667,3.61,0.80516666667,2.27666666667,5.66033333334,3.98733333333,6.088,1.47166666667,3.49683333334
254.28,-0.03883333333,1.65383333334,2.8295,-0.323,1.305,4.858,3.16533333333,4.61233333334,0.555666666667,2.37733333333
254.66,-0.432000000001,1.16166666667,2.78233333333,-1.013,1.39116666666,4.51116666666,2.79566666667,4.25416666667,0.216166666667,1.94483333334
255.03,-0.970500000002,-0.142666666667,1.7695,-1.56983333333,0.656499999998,3.55316666666,2.226,3.6245,-0.156833333334,1.0845
255.41,-1.17116666667,-0.465666666667,1.72666666667,-1.96716666667,0.285166666665,2.973,2.32733333333,3.72366666667,-0.555499999998,1.09583333334
255.78,-1.42233333334,-0.402166666665,1.144,-2.86016666667,-0.355666666667,2.5975,2.17983333333,3.3085,-0.896666666665,1.05133333334
