wavelength,Back_TanVasf,Belly_TanVasf,Breast_TanVasf,Crissum_TanVasf,Crown_TanVasf,DorTail_TanVasf,Patch10_TanVasf,Patch11_TanVasf,Rump_TanVasf,Throat_TanVasf,WingTip_TanVasf
539.69,6.66891666667,23.6614166667,24.2358333334,20.06925,16.9545833333,6.5475,26.2364166667,15.0950833333,33.72845,17.4935833333,8.73125
540.03,6.68841666667,23.6146666667,24.21425,20.0455833333,16.9460833333,6.56583333333,26.1175,15.0413333333,33.55295,17.4838333333,8.76883333334
540.37,6.72266666667,23.60625,24.223,20.0559166667,16.9590833333,6.60041666666,26.0450833333,15.0091666667,33.4595333333,17.4985833333,8.81675
540.72,6.72383333333,23.5643333333,24.2099166667,20.0431666667,16.9526666667,6.60575,25.936,14.9509166667,33.3342833334,17.4884166667,8.841
541.06,6.74166666666,23.54275,24.1861666667,20.022,16.9435833333,6.62391666667,25.8534166667,14.9135833333,33.20855,17.4754166667,8.85525
541.40,6.76441666667,23.5290833334,24.1784166667,20.0206666667,16.9505833333,6.64383333333,25.77225,14.892,33.1149,17.4790833333,8.87041666666
541.75,6.76675,23.4883333333,24.15625,19.9938333334,16.94025,6.6365,25.6900833333,14.84525,33.012,17.4543333333,8.87841666667
542.09,6.77208333333,23.47675,24.1449166667,19.99625,16.9705833333,6.64183333333,25.6465,14.83025,32.9260166666,17.45925,8.89925
542.43,6.77266666667,23.43,24.0966666667,19.9706666667,16.9575,6.63441666667,25.5441666667,14.78,32.8070333333,17.4455,8.90025
542.78,6.772,23.3843333333,24.0604166666,19.9445,16.9545833333,6.634,25.463,14.7365833333,32.6998666667,17.4308333333,8.89966666667
543.12,6.75033333333,23.3135,24.0050833334,19.90675,16.94275,6.6125,25.3535833333,14.6864166667,32.5407333334,17.3885,8.88733333333
543.46,6.75766666667,23.2458333333,23.9528333334,19.88225,16.9395,6.61708333333,25.2475833333,14.6420833333,32.40665,17.36825,8.905
543.81,6.72916666666,23.15675,23.8535833333,19.79625,16.88775,6.5925,25.0785833333,14.5404166667,32.2455166666,17.3150833333,8.87366666667
544.15,6.6955,23.0689166667,23.766,19.7305833333,16.855,6.57925,24.926,14.4606666667,32.0485166667,17.2818333333,8.848
544.49,6.70933333333,23.0073333333,23.7126666667,19.691,16.841,6.587,24.80775,14.39725,31.8976666667,17.2709166666,8.8425
544.84,6.68216666667,22.9224166667,23.6531666667,19.6498333333,16.82125,6.56541666666,24.6748333334,14.30925,31.7488166667,17.2429166667,8.82425
545.18,6.66525,22.8463333333,23.60425,19.6055,16.82125,6.56675,24.5456666667,14.24025,31.5851166666,17.22475,8.83641666667
545.52,6.67908333333,22.804,23.573,19.5861666667,16.8453333333,6.58258333333,24.4269166667,14.19175,31.46505,17.2465,8.85241666667
545.87,6.68758333333,22.7604166667,23.5485,19.5555,16.84475,6.59025,24.3145,14.1265833333,31.35885,17.23825,8.85366666667
546.21,6.69433333333,22.7485,23.5678333333,19.5580833333,16.8751666667,6.60066666667,24.2681666667,14.1011666667,31.3008666667,17.2610833333,8.867
546.55,6.67425,22.7096666666,23.5261666666,19.5195833333,16.8635833334,6.58266666667,24.1501666667,14.0395,31.1685,17.2480833333,8.8705
546.90,6.71125,22.69525,23.5224166667,19.5041666667,16.8860833334,6.60925,24.0805,13.9961666666,31.0806333333,17.2830833333,8.91216666666
547.24,6.683,22.6561666667,23.4834166667,19.4508333333,16.8653333333,6.57691666667,23.97225,13.9309166666,30.9639666667,17.28325,8.87608333333
547.58,6.73491666667,22.68875,23.5335,19.4991666667,16.9543333333,6.62058333333,23.9480833333,13.9503333333,30.9047333333,17.3374166667,8.92325
547.92,6.71125,22.6151666667,23.4723333334,19.43825,16.9283333334,6.57733333333,23.8125,13.8670833333,30.76045,17.28275,8.904
548.27,6.67966666667,22.5940833333,23.459,19.4259166667,16.941,6.56616666666,23.721,13.8389166667,30.6583666667,17.2805,8.90333333334
548.61,6.71633333334,22.5941666667,23.4684166667,19.4219166667,16.9790833334,6.596,23.6440833333,13.8280833333,30.5697333333,17.3059166666,8.94541666667
548.95,6.71866666667,22.56925,23.4258333333,19.4065833333,16.9840833333,6.58425,23.5556666667,13.7875,30.4713,17.314,8.95625
549.29,6.66975,22.4970833334,23.3645833333,19.3435,16.9428333333,6.54433333333,23.43575,13.7139166667,30.2909666667,17.27325,8.93733333333
549.64,6.70225,22.4698333333,23.3633333333,19.3306666666,16.9748333333,6.57741666667,23.3358333333,13.6938333333,30.1630666667,17.2908333333,8.96691666666
549.98,6.71458333333,22.4124166666,23.31525,19.279,16.9510833333,6.60258333333,23.2070833333,13.6276666667,29.97265,17.2750833333,8.97825
550.32,6.71375,22.3610833333,23.3068333333,19.252,16.9350833334,6.59808333333,23.10325,13.5896666667,29.8460666666,17.29775,8.9715
550.66,6.69058333333,22.2960833334,23.2810833333,19.1986666667,16.90975,6.58941666667,22.9478333333,13.5196666667,29.6689333334,17.2485,8.95675
551.01,6.73283333333,22.28475,23.29425,19.1838333333,16.9235,6.625,22.8823333333,13.4794166667,29.5674,17.267,9.00583333333
551.35,6.69933333333,22.20775,23.2364166667,19.1476666667,16.89025,6.61783333333,22.7493333333,13.3998333333,29.4363166667,17.2489166667,9.01208333333
551.69,6.74441666667,22.234,23.2801666667,19.155,16.9266666667,6.66708333333,22.7325833333,13.3964166666,29.3747666667,17.29775,9.07108333333
552.03,6.777,22.2001666667,23.2953333334,19.1415833333,16.9561666666,6.71008333333,22.6669166666,13.37525,29.2793,17.31325,9.11766666667
552.38,6.75066666667,22.12175,23.2553333333,19.0936666667,16.91575,6.67316666667,22.5594166667,13.308,29.1394,17.2789166666,9.11583333333
552.72,6.75466666666,22.0631666666,23.2185,19.0290833333,16.8998333333,6.68241666667,22.4611666667,13.2605,28.9829833333,17.23575,9.11666666667
553.06,6.80058333334,22.0620833333,23.2424166667,19.0394166666,16.9400833333,6.71475,22.3966666667,13.2335,28.9268166667,17.2678333333,9.15816666667
553.40,6.77833333334,22.02825,23.2255,19.01075,16.91125,6.70133333333,22.3218333333,13.1823333333,28.82685,17.26475,9.16733333333
553.74,6.77983333333,21.978,23.2205833333,19.0126666666,16.95625,6.70508333334,22.248,13.1604166667,28.7458833333,17.26575,9.18591666666
554.09,6.8255,21.9469166667,23.1983333333,18.9910833333,16.9915,6.73825,22.17825,13.15375,28.6518,17.2713333333,9.23366666667
554.43,6.84391666666,21.9175,23.1478333333,18.97975,16.99675,6.75991666667,22.12675,13.1298333333,28.5576166667,17.2825833333,9.25341666667
554.77,6.84333333333,21.83675,23.0996666667,18.9419166667,17.0020833333,6.75141666667,22.0328333333,13.0996666667,28.4213833333,17.2618333334,9.2705
555.11,6.82825,21.7941666667,23.08475,18.8730833333,16.9765,6.7215,21.9610833333,13.0455833333,28.2958166666,17.2379166667,9.27
555.45,6.81925,21.702,23.0299166667,18.8243333333,16.9799166667,6.72291666667,21.8350833333,13.0004166667,28.1420166667,17.20375,9.24533333333
555.80,6.77416666667,21.6010833333,22.92175,18.7075833334,16.9164166667,6.67241666667,21.6960833333,12.8920833333,27.9884333333,17.1554166667,9.17216666667
556.14,6.75766666667,21.4870833333,22.8443333333,18.6335,16.8645833333,6.65741666667,21.54675,12.79525,27.8172166667,17.1311666667,9.142
556.48,6.73775,21.4093333333,22.7949166666,18.58575,16.8435833334,6.64983333333,21.4435,12.7249166666,27.7351833334,17.1250833333,9.11866666667
556.82,6.70908333333,21.3160833333,22.7099166667,18.5006666667,16.79975,6.63758333333,21.32175,12.6559166667,27.5766333333,17.0653333334,9.09825
557.16,6.6615,21.19125,22.6076666667,18.4141666667,16.7338333333,6.60316666667,21.1791666667,12.5606666667,27.39275,16.9896666667,9.05083333333
557.50,6.6325,21.1404166666,22.5340833333,18.32575,16.6570833333,6.561,21.0431666666,12.4424166667,27.2610666667,16.93675,9.0305
557.85,6.62475,21.0895,22.50975,18.2954166667,16.631,6.56366666667,20.9561666667,12.39725,27.1185166667,16.9165833334,9.03291666666
558.19,6.61283333333,21.0250833334,22.4944166667,18.2364166667,16.6155,6.56216666667,20.8560833333,12.3410833333,27.0113,16.9064166666,9.043
558.53,6.62116666667,21.0128333333,22.4695,18.2189166666,16.6195833333,6.59691666667,20.7554166667,12.2938333333,26.9065166667,16.8988333333,9.05975
558.87,6.60158333333,20.9071666667,22.3936666666,18.14875,16.5655,6.57433333333,20.61575,12.2079166667,26.7372166667,16.8365833333,9.03616666667
559.21,6.592,20.8653333333,22.3665,18.10625,16.5661666667,6.55891666667,20.5280833334,12.1619166667,26.6671166667,16.85675,9.04175
559.55,6.63233333333,20.8405,22.3826666667,18.1040833334,16.5940833333,6.56966666667,20.4616666667,12.118,26.5636,16.86375,9.11175
559.89,6.65258333334,20.8485833333,22.4155833333,18.09225,16.6323333334,6.59575,20.4195833334,12.1165833333,26.5174,16.8813333333,9.11991666667
560.23,6.67533333333,20.7991666667,22.4146666666,18.0356666666,16.6275,6.61,20.33525,12.0708333333,26.3831166667,16.86625,9.14625
560.58,6.70283333333,20.795,22.43625,18.03,16.6254166667,6.64091666667,20.3085833333,12.0375833333,26.3330666667,16.9125833333,9.16733333333
560.92,6.78825,20.8289166667,22.4964166667,18.05725,16.6910833333,6.70575,20.3059166666,12.0901666667,26.3321833334,16.9935,9.26891666667
561.26,6.80341666667,20.7646666667,22.4715,18.0318333334,16.7019166666,6.73608333333,20.2314166667,12.0865,26.2322333333,17.0110833334,9.28441666666
561.60,6.76583333333,20.6670833333,22.3761666667,17.949,16.6265,6.70475,20.0955,11.9804166667,26.1080833333,16.9488333333,9.25358333333
561.94,6.75508333333,20.59575,22.31925,17.8915833333,16.5965,6.68308333334,19.9990833334,11.8969166667,26.0014333333,16.9130833333,9.22341666667
562.28,6.77966666667,20.57975,22.3324166667,17.8835,16.6105,6.68575,19.9784166666,11.8969166667,25.96075,16.9421666667,9.2455
562.62,6.79991666667,20.555,22.3264166667,17.8585833333,16.634,6.72116666667,19.94425,11.891,25.9132166667,16.9594166667,9.26291666667
562.96,6.7765,20.4843333333,22.3006666667,17.8079166667,16.5823333333,6.73075,19.8600833333,11.80925,25.7828333333,16.9316666667,9.27566666667
563.30,6.72225,20.4040833334,22.2515,17.7345833333,16.5305,6.71266666667,19.7498333333,11.7431666667,25.6690666667,16.8815,9.24025
563.64,6.70958333333,20.34575,22.2064166667,17.6899166666,16.4961666667,6.69858333333,19.6439166667,11.68275,25.5486,16.8668333334,9.27583333334
563.99,6.68508333334,20.2655,22.1233333333,17.6238333333,16.4153333333,6.67225,19.51825,11.6086666667,25.4078833333,16.81175,9.23066666667
564.33,6.67291666667,20.2113333333,22.1101666666,17.6081666667,16.4276666666,6.67425,19.45775,11.5891666667,25.32645,16.8111666667,9.261
564.67,6.6285,20.12525,22.0530833333,17.53775,16.38,6.64508333333,19.3510833334,11.49325,25.1928166667,16.7704166667,9.22483333333
565.01,6.64625,20.0935,22.0556666666,17.5009166667,16.4030833333,6.656,19.3135833333,11.4544166666,25.1281166667,16.7881666667,9.26458333333
565.35,6.66025,20.0804166666,22.0524166667,17.4829166667,16.43325,6.69516666667,19.2965833333,11.4413333333,25.0734666667,16.8113333333,9.28691666667
565.69,6.65791666666,20.03625,22.03025,17.4393333333,16.4249166667,6.7065,19.2186666667,11.4281666667,24.9873833333,16.8035833333,9.30241666667
566.03,6.61841666667,19.967,21.98875,17.37125,16.38625,6.70225,19.11125,11.3549166667,24.87985,16.762,9.2855
566.37,6.61558333333,19.9295833333,21.97325,17.3281666667,16.3685833333,6.68408333333,19.028,11.2899166667,24.78685,16.7431666667,9.28391666667
566.71,6.60158333334,19.8695,21.91125,17.2643333333,16.3364166667,6.65858333333,18.9405833333,11.2244166667,24.7044833333,16.70025,9.26083333333
567.05,6.58733333333,19.8070833334,21.86025,17.2139166667,16.3023333333,6.65041666667,18.8609166667,11.175,24.6041333333,16.6849166667,9.25841666667
567.39,6.56716666667,19.7549166667,21.84075,17.16675,16.3005,6.64258333333,18.8069166667,11.1411666667,24.52235,16.6635833333,9.2435
567.73,6.58533333333,19.7733333333,21.85975,17.1729166666,16.332,6.66216666667,18.7930833333,11.1379166667,24.4970333333,16.6949166667,9.28291666667
568.07,6.55775,19.6776666667,21.779,17.0823333333,16.2664166667,6.60991666667,18.6768333334,11.05675,24.3581333333,16.6450833333,9.25558333333
568.41,6.48483333333,19.5708333333,21.6844166667,16.9805833333,16.2095,6.54358333333,18.5350833333,10.9559166667,24.2016833334,16.5694166667,9.19841666667
568.75,6.45016666667,19.5206666667,21.639,16.9326666667,16.156,6.50966666667,18.43825,10.9160833333,24.1034666667,16.5293333333,9.18075
569.09,6.45491666667,19.4670833333,21.6284166667,16.8873333333,16.1478333333,6.50125,18.3528333333,10.8879166667,24.0062333333,16.5306666666,9.19291666667
569.43,6.452,19.4358333333,21.5871666667,16.861,16.1231666667,6.49275,18.28,10.8598333333,23.9059,16.53275,9.18983333333
569.77,6.46916666667,19.3848333333,21.5320833333,16.8109166667,16.09625,6.485,18.235,10.8305,23.8026333334,16.5169166667,9.20375
570.11,6.45158333333,19.3239166666,21.502,16.7758333333,16.0776666667,6.48891666667,18.16875,10.7963333333,23.7015166667,16.5145,9.224
570.45,6.499,19.3055,21.5405833333,16.7910833333,16.1164166667,6.52458333333,18.16375,10.81275,23.6643333333,16.5500833333,9.28091666667
570.79,6.52933333333,19.2926666667,21.5635,16.7961666667,16.123,6.54616666667,18.1431666667,10.80975,23.6366666667,16.5796666666,9.31283333333
571.13,6.53883333333,19.2569166667,21.5281666667,16.76375,16.11825,6.5665,18.1041666666,10.77925,23.5627666666,16.588,9.33666666666
571.47,6.53816666667,19.1901666667,21.5089166667,16.7250833333,16.1179166667,6.56983333333,18.0343333333,10.7469166666,23.4919833333,16.6006666667,9.35016666667
571.81,6.58433333333,19.2045833333,21.5325833333,16.72025,16.1664166667,6.61566666667,18.0091666667,10.74475,23.4500333333,16.6288333333,9.3875
572.15,6.67241666666,19.2223333334,21.5723333333,16.7236666667,16.2060833333,6.68083333333,18.0281666667,10.7739166667,23.4443333333,16.691,9.45908333334
572.49,6.69216666667,19.1710833333,21.54475,16.67975,16.2145,6.69841666667,17.9875,10.7481666667,23.3612333333,16.6898333334,9.4715
572.83,6.66975,19.1236666666,21.5414166667,16.6493333334,16.209,6.67825,17.92625,10.7165,23.29455,16.6773333333,9.47333333334
573.17,6.66408333333,19.0865833333,21.5316666667,16.6165833333,16.2045,6.67591666666,17.8966666667,10.66575,23.2289166667,16.6638333333,9.47758333333
573.51,6.63925,19.0598333333,21.537,16.5725,16.2109166667,6.66708333334,17.8324166667,10.65225,23.1714833333,16.6741666666,9.48675000001
573.85,6.66541666667,19.0634166667,21.5419166667,16.5600833333,16.23775,6.699,17.8355,10.664,23.1329166667,16.7180833333,9.53358333334
574.19,6.64291666667,19.0219166667,21.4874166667,16.49675,16.2156666667,6.68275,17.7371666667,10.6119166667,23.0194666667,16.7110833333,9.51566666667
574.53,6.63475,18.9775833333,21.4445,16.44675,16.2265833333,6.67308333333,17.6761666667,10.5904166667,22.9115166667,16.6789166667,9.50975
574.87,6.64158333333,18.9378333333,21.4245833333,16.402,16.2080833333,6.67825,17.6161666667,10.5610833333,22.8565666667,16.6605833333,9.51866666666
575.21,6.61358333333,18.8671666667,21.3555833333,16.3415833333,16.17675,6.64683333333,17.555,10.4930833333,22.732,16.6248333334,9.50416666667
575.55,6.59091666666,18.7863333334,21.2975,16.2796666667,16.1421666666,6.66058333334,17.4875,10.46125,22.6435333333,16.58875,9.50058333333
575.89,6.55358333333,18.7348333333,21.2545,16.254,16.1173333334,6.63933333333,17.4096666667,10.40675,22.55765,16.56125,9.475
576.22,6.50891666666,18.6699166667,21.2129166666,16.2029166667,16.0845833333,6.61116666667,17.3284166667,10.34775,22.4638,16.5213333334,9.45983333334
576.56,6.51108333333,18.6369166667,21.139,16.1808333333,16.071,6.61141666666,17.2964166666,10.3025,22.3792333333,16.5115833333,9.46058333334
576.90,6.49275,18.5878333334,21.1010833334,16.1395833333,16.06575,6.60008333333,17.2420833333,10.2641666667,22.30335,16.4993333333,9.47933333333
577.24,6.49008333333,18.489,21.043,16.1015833333,16.0283333333,6.5785,17.1598333334,10.18125,22.1904833333,16.4365833333,9.44333333333
577.58,6.4505,18.4086666667,20.9699166667,16.0315833333,15.98625,6.55041666667,17.0294166667,10.1020833333,22.07595,16.3709166667,9.409
577.92,6.38841666667,18.324,20.8828333333,15.92975,15.9369166667,6.49683333333,16.9494166667,10.02025,21.9753666667,16.3094166667,9.35408333333
578.26,6.38225,18.262,20.8158333333,15.86575,15.9136666667,6.48975,16.8673333333,9.96450000001,21.8966166667,16.3195,9.35933333333
578.60,6.38291666667,18.2314166667,20.78575,15.8489166667,15.9324166667,6.5015,16.809,9.94316666667,21.7697,16.3173333333,9.37483333333
578.94,6.42241666667,18.25125,20.8501666667,15.8561666667,15.9765,6.56875,16.792,9.96541666667,21.7571666667,16.3551666667,9.41416666667
579.28,6.42133333333,18.2316666666,20.8465,15.8586666666,15.9851666667,6.56525,16.74675,9.94566666667,21.6985166667,16.38125,9.41283333333
579.61,6.39225,18.17725,20.8153333333,15.7805833333,15.9831666667,6.5695,16.6711666667,9.91425000001,21.6041,16.33925,9.44791666667
579.95,6.43616666667,18.1888333333,20.8080833333,15.774,16.02175,6.61733333333,16.66375,9.93966666666,21.5900833333,16.39975,9.47133333333
580.29,6.47225,18.1735833333,20.8383333333,15.7425,16.05175,6.65633333333,16.60725,9.93075,21.5339166667,16.4046666667,9.50775
580.63,6.50091666667,18.16525,20.8380833333,15.7291666667,16.0640833333,6.69758333333,16.5619166667,9.94525000001,21.5170333333,16.42375,9.55583333334
580.97,6.49241666667,18.149,20.7603333334,15.683,16.04775,6.70675,16.49225,9.91541666668,21.4327333333,16.4225833333,9.55308333332
581.31,6.51625,18.1499166667,20.7499166667,15.6720833333,16.0618333334,6.71991666667,16.46975,9.90616666668,21.4055833334,16.443,9.56783333333
581.65,6.62916666667,18.2029166666,20.81,15.74575,16.1348333333,6.80466666667,16.5209166667,9.97866666666,21.40565,16.5165,9.67041666665
581.98,6.65625,18.2095,20.8488333333,15.7490833334,16.157,6.8345,16.4906666667,9.98858333334,21.35915,16.5241666667,9.70550000002
582.32,6.66875,18.1753333333,20.8239166667,15.7425,16.1579166667,6.83775,16.4821666667,9.97766666666,21.33345,16.5201666666,9.70858333333
582.66,6.62641666667,18.0871666666,20.7345833334,15.67675,16.14825,6.78625,16.4051666667,9.93241666667,21.2601666667,16.4769166666,9.68924999999
583.00,6.58091666666,18.0159166666,20.6605,15.5773333333,16.0753333333,6.72008333334,16.3244166666,9.85591666665,21.1569,16.4060833333,9.66691666668
583.34,6.65116666667,18.0431666667,20.6725833333,15.6126666667,16.1083333334,6.77858333333,16.34525,9.88166666668,21.1324333333,16.4596666667,9.69091666666
583.68,6.651,17.9820833334,20.6544166667,15.5743333333,16.0840833334,6.79175,16.30675,9.82491666667,21.06015,16.4273333333,9.70650000001
584.01,6.60708333333,17.93725,20.60875,15.5430833334,16.0418333333,6.76975,16.25475,9.80641666668,21.0000333333,16.38125,9.67675000001
584.35,6.59433333333,17.8493333333,20.5585,15.4660833333,16.0139166667,6.73833333333,16.2135,9.77283333334,20.874,16.36175,9.60658333333
584.69,6.63975,17.8374166667,20.5940833333,15.4704166667,16.0491666667,6.77983333333,16.2429166667,9.79400000001,20.8664166667,16.3976666667,9.63841666666
585.03,6.64216666667,17.7760833334,20.5405,15.4325,16.0280833333,6.79516666667,16.1820833333,9.77341666666,20.7875,16.3670833333,9.65508333334
585.37,6.59641666667,17.7064166667,20.48125,15.3740833333,16.00225,6.7665,16.0903333333,9.70941666666,20.7042166667,16.3261666667,9.64991666668
585.70,6.55208333333,17.62225,20.38175,15.3006666667,15.95125,6.74408333333,16.036,9.64975,20.6131333333,16.243,9.62541666666
586.04,6.51575,17.5748333333,20.3415833333,15.227,15.9145833333,6.71725,15.9716666667,9.58491666667,20.53935,16.24475,9.60624999999
586.38,6.52216666667,17.5845833334,20.338,15.2216666667,15.8784166666,6.73641666667,15.91775,9.56175000001,20.4781166667,16.242,9.65050000001
586.72,6.57975,17.63125,20.3895,15.264,15.961,6.78833333334,15.929,9.61241666667,20.4839,16.3158333333,9.71083333334
587.06,6.52858333333,17.5234166667,20.3056666667,15.1826666667,15.90425,6.74216666666,15.8405833333,9.54608333335,20.3869666667,16.27025,9.69141666665
587.39,6.49216666667,17.4818333334,20.24375,15.112,15.8610833333,6.70283333333,15.747,9.49508333333,20.2730333333,16.2248333333,9.68216666668
587.73,6.51208333333,17.4665,20.2111666667,15.0615833334,15.8539166667,6.70433333334,15.73425,9.46491666668,20.2250166666,16.2481666667,9.71700000001
588.07,6.53316666667,17.5041666667,20.2233333333,15.0705,15.8955833333,6.75275,15.6965833333,9.46391666667,20.22965,16.2520833333,9.80858333333
588.41,6.46758333333,17.4375833333,20.18225,14.994,15.86,6.69233333333,15.598,9.3795,20.1152666667,16.23575,9.78266666666
588.74,6.463,17.4264166667,20.1719166667,14.9604166667,15.8850833333,6.67766666666,15.5811666667,9.34583333332,20.0967833334,16.25275,9.78858333333
589.08,6.48533333333,17.43775,20.1910833333,14.9424166667,15.9210833333,6.72383333333,15.5558333333,9.35366666668,20.0840166667,16.29225,9.81349999999
589.42,6.52375,17.4844166666,20.2496666667,14.9863333334,15.9941666667,6.75316666666,15.55125,9.38075000001,20.11265,16.3759166667,9.86250000002
589.76,6.52008333333,17.4694166667,20.2344166667,14.94825,15.9474166667,6.74625,15.4840833334,9.37016666668,20.098,16.358,9.87691666666
590.09,6.55891666667,17.4728333333,20.2333333333,14.95225,15.9954166667,6.75941666667,15.5190833333,9.38908333334,20.0865333333,16.3786666666,9.90691666666
590.43,6.55758333333,17.4425,20.1775,14.9135833334,15.9773333333,6.775,15.4645833333,9.35491666667,20.0253333333,16.3674166667,9.90966666666
590.77,6.59041666666,17.4914166667,20.2223333333,14.9536666667,16.0235,6.82225,15.4805833334,9.37074999999,20.0137166667,16.3876666667,9.94908333332
591.11,6.63533333333,17.48975,20.2646666667,14.9938333333,16.08125,6.863,15.51125,9.40900000002,20.0345166667,16.42,9.99433333334
591.44,6.61566666667,17.4625,20.2816666667,14.96275,16.08275,6.86591666667,15.4516666667,9.39050000002,19.9971166667,16.4183333333,10.0133333333
591.78,6.61641666667,17.3859166667,20.2466666667,14.903,16.054,6.82866666667,15.4005833333,9.31699999999,19.89705,16.3949166667,9.99433333335
592.12,6.63091666667,17.3861666667,20.2405833333,14.88125,16.0543333333,6.87225,15.3706666667,9.30875,19.8955,16.3951666667,10.0090833333
592.46,6.62683333333,17.3458333334,20.245,14.8711666666,16.0404166667,6.88883333333,15.347,9.32516666665,19.8650166667,16.4006666667,10.0149166667
592.79,6.63183333333,17.31225,20.2174166666,14.8645833333,16.0160833333,6.90125,15.318,9.30483333332,19.8201833333,16.3838333333,10.0139166667
593.13,6.59625,17.2295833333,20.1579166667,14.7791666667,15.9571666667,6.86541666667,15.2429166667,9.23350000001,19.72615,16.327,9.97075000001
593.47,6.61366666666,17.2228333333,20.14375,14.8015,16.0145,6.89808333334,15.2531666667,9.22466666668,19.6698833333,16.3325833334,10.00275
593.80,6.57875,17.1294166667,20.0983333333,14.7311666666,15.9575,6.87958333333,15.1729166667,9.15749999999,19.5661833333,16.3145833333,9.9525
594.14,6.50225,17.0275833333,20.056,14.6526666667,15.8851666667,6.80858333333,15.1131666667,9.07316666666,19.4926166667,16.2240833333,9.89008333334
594.48,6.42558333334,16.9435833333,19.97575,14.5255833333,15.8241666667,6.7355,15.0165,8.96908333334,19.4075666667,16.1635833334,9.82100000002
594.81,6.39325,16.9339166666,19.9699166667,14.4858333333,15.8104166667,6.71408333333,14.9909166667,8.92116666666,19.3516,16.1458333334,9.78941666667
595.15,6.428,16.9330833333,20.0030833333,14.5008333334,15.8299166667,6.75708333333,15.0136666667,8.92275,19.3559333334,16.18,9.828
595.49,6.45466666667,16.9183333333,20.0164166666,14.5458333334,15.8549166667,6.78591666667,15.021,8.95233333333,19.3737666666,16.2340833333,9.85000000001
595.82,6.49525,16.9146666666,20.0415,14.5630833333,15.8776666667,6.80825,15.0373333334,9.00233333334,19.3659833333,16.2649166667,9.92416666665
596.16,6.46825,16.8495833333,19.9990833334,14.4941666667,15.83875,6.778,14.9816666667,8.94425,19.28775,16.213,9.90600000001
596.50,6.41508333333,16.8056666667,19.9739166667,14.4380833333,15.8114166667,6.73275,14.9665833333,8.9065,19.2406833333,16.1889166667,9.87850000001
596.83,6.40008333334,16.736,19.9353333333,14.3763333333,15.7790833333,6.71341666667,14.92025,8.85433333333,19.18675,16.1868333333,9.85708333333
597.17,6.42833333333,16.7093333333,19.9461666667,14.34925,15.8034166666,6.71258333333,14.8975,8.86066666666,19.1875333333,16.2238333333,9.85908333332
597.51,6.39516666667,16.66625,19.9323333333,14.30675,15.7965,6.68958333333,14.8428333334,8.84500000001,19.1925166667,16.1891666667,9.87725000001
597.84,6.39916666667,16.6371666667,19.89775,14.2718333334,15.78925,6.68033333333,14.77025,8.82558333332,19.13295,16.17325,9.88175000001
598.18,6.38858333333,16.5929166667,19.862,14.2433333333,15.78025,6.66708333333,14.7238333333,8.82991666668,19.0833,16.1524166667,9.87558333333
598.52,6.341,16.50775,19.8,14.1511666667,15.7340833334,6.6295,14.6093333333,8.78141666667,18.99795,16.1365,9.83441666665
598.85,6.31416666667,16.4371666667,19.71025,14.0805,15.6736666666,6.56775,14.5028333333,8.71433333333,18.8967333333,16.0779166667,9.78625
599.19,6.27608333333,16.3731666667,19.6155833333,13.9668333333,15.61825,6.5405,14.4305833334,8.68374999999,18.81135,16.017,9.75966666667
599.53,6.22325,16.2880833333,19.5373333333,13.8789166666,15.5713333334,6.50025,14.3333333333,8.60008333334,18.7093666667,15.942,9.72091666666
599.86,6.204,16.241,19.5185,13.8634166667,15.577,6.52116666667,14.2705,8.58650000001,18.6528,15.9515833333,9.72408333333
600.20,6.19483333333,16.1541666667,19.4509166667,13.8044166667,15.5416666667,6.49075,14.1524166666,8.52908333332,18.53825,15.9150833333,9.71541666666
600.53,6.25716666667,16.2205,19.4930833333,13.8661666667,15.6258333333,6.56933333333,14.19625,8.60908333334,18.5654166667,15.9509166667,9.82116666666
600.87,6.23741666667,16.1755833333,19.46925,13.8366666667,15.5723333333,6.58625,14.1578333334,8.57808333333,18.5138666667,15.90175,9.81283333332
601.21,6.2785,16.19425,19.4735,13.8345,15.5953333333,6.61016666667,14.1698333334,8.56758333333,18.4573833333,15.936,9.83358333334
601.54,6.27233333333,16.1924166667,19.4883333333,13.8415833333,15.626,6.62191666667,14.1609166666,8.56725000001,18.43565,15.9695833333,9.86533333333
601.88,6.33516666666,16.22275,19.5500833333,13.8834166667,15.65525,6.67883333333,14.1963333333,8.57858333332,18.4467166667,16.0228333333,9.95008333333
602.21,6.43333333333,16.29475,19.6015833333,13.9698333333,15.734,6.75775,14.2570833333,8.64841666668,18.4986166667,16.0818333333,10.0580833333
602.55,6.45666666666,16.3145,19.6241666667,13.9793333333,15.7700833333,6.80391666666,14.2523333334,8.68733333334,18.5199166667,16.14125,10.0856666667
602.88,6.4105,16.3014166667,19.6448333333,13.9605833333,15.76825,6.79083333333,14.2085833333,8.62325,18.48595,16.1351666667,10.0663333333
603.22,6.44125,16.3310833334,19.6855,13.9975,15.78875,6.84016666667,14.22175,8.63666666666,18.5392333333,16.1878333333,10.10475
603.56,6.47891666667,16.3779166666,19.70025,14.0050833333,15.8063333334,6.83725,14.21325,8.64533333333,18.5332,16.2089166667,10.1176666667
603.89,6.50566666667,16.3729166666,19.7231666667,14.01,15.82925,6.89491666667,14.2286666667,8.6795,18.5361166666,16.22775,10.149
