wavelength,Back_CerOlif,Belly_CerOlif,Breast_CerOlif,Crissum_CerOlif,Crown_CerOlif,DorTail_CerOlif,Rump_CerOlif,Throat_CerOlif,WingTip_CerOlif
367.11,9.32233333333,19.3448888889,11.4855555556,18.9913333333,7.47255555555,8.59622222222,8.59955555555,12.8036666667,8.68577777778
367.47,9.30644444444,19.4218888889,11.4518888889,19.0176666667,7.46911111111,8.57477777778,8.62133333333,12.774,8.72555555556
367.84,9.27533333333,19.4064444444,11.4166666667,19.0002222222,7.39033333333,8.55577777778,8.53233333333,12.7326666667,8.65555555555
368.20,9.29833333333,19.4265555555,11.4474444444,19.0294444444,7.40188888889,8.51622222222,8.55966666667,12.7415,8.63144444444
368.56,9.36411111111,19.4576666667,11.4595555556,19.0531111111,7.40277777778,8.53488888889,8.53233333333,12.7416666667,8.60977777778
368.93,9.42377777778,19.5704444444,11.5306666666,19.122,7.48166666667,8.51522222222,8.54666666667,12.773,8.66866666667
369.29,9.45722222222,19.6781111111,11.6383333333,19.1708888889,7.56122222222,8.65477777778,8.659,12.8375555555,8.79222222222
369.65,9.55266666668,19.8415555556,11.706,19.3052222222,7.66088888889,8.68511111111,8.66644444444,12.9344444444,8.82988888889
370.01,9.4928888889,19.8201111111,11.6798888889,19.3643333333,7.60688888889,8.59388888889,8.60477777778,12.8912222222,8.70588888889
370.38,9.49366666666,19.8525555556,11.7344444445,19.4491111111,7.59611111111,8.556,8.64022222222,12.9383333333,8.65322222222
370.74,9.45455555556,19.8451111111,11.6622222222,19.4266666667,7.52811111111,8.49688888889,8.56566666667,12.8148333333,8.52155555555
371.10,9.54877777778,19.915,11.7596666667,19.5243333333,7.55288888889,8.55133333334,8.66566666666,12.8827777778,8.59533333333
371.46,9.53966666667,19.8752222222,11.7862222222,19.4798888889,7.47133333333,8.50011111111,8.61888888889,12.8837777778,8.52566666667
371.83,9.52144444444,19.8721111111,11.7425555555,19.4326666667,7.45855555556,8.45888888889,8.64766666667,12.8382222222,8.51444444444
372.19,9.51033333333,19.9561111111,11.7608888889,19.5411111111,7.479,8.48633333333,8.61355555556,12.8738888889,8.5
372.55,9.573,20.0751111111,11.8863333334,19.6774444444,7.56077777778,8.50488888889,8.73277777778,12.9642777778,8.534
372.92,9.65144444444,20.1674444444,11.9921111111,19.811,7.61322222222,8.622,8.82966666667,13.0976666667,8.57522222222
373.28,9.71455555558,20.1995555556,12.0752222222,19.8843333333,7.66277777778,8.61255555556,8.81466666667,13.1246666667,8.54411111111
373.64,9.69933333331,20.147,12.083,19.8756666667,7.62622222222,8.55666666667,8.80211111112,13.113,8.51311111111
374.00,9.6508888889,20.1753333333,12.0868888889,19.8533333333,7.57211111111,8.44988888889,8.78022222222,13.037,8.486
374.37,9.67666666667,20.2121111111,12.1376666667,19.8656666667,7.55288888889,8.45144444444,8.85511111111,13.0761666667,8.478
374.73,9.57044444443,20.2098888889,12.09,19.8854444444,7.47344444445,8.34033333333,8.77533333332,13.0592222222,8.40455555555
375.09,9.42711111111,20.1895555556,12.1218888889,19.8911111111,7.37833333334,8.19422222222,8.66744444444,13.0102222222,8.316
375.45,9.39377777778,20.2382222222,12.1105555555,19.9605555556,7.377,8.17422222222,8.64822222223,13.0062222222,8.259
375.81,9.45855555556,20.3771111111,12.2357777778,20.1334444445,7.42577777778,8.21011111111,8.72944444445,13.1294444445,8.299
376.18,9.47,20.4154444444,12.2617777778,20.1681111111,7.43577777778,8.16033333333,8.72577777777,13.1773333333,8.30611111111
376.54,9.53066666668,20.5264444444,12.3231111111,20.284,7.52388888889,8.19877777778,8.77844444445,13.2218888889,8.36988888889
376.90,9.44155555555,20.4778888889,12.2594444444,20.2141111111,7.41122222222,8.08733333333,8.71344444444,13.1087222222,8.28577777778
377.26,9.31022222222,20.4088888889,12.1586666667,20.1592222222,7.26177777778,7.97188888889,8.62433333333,13.0304444445,8.172
377.63,9.25666666667,20.4566666667,12.1258888889,20.1565555555,7.18844444444,7.90488888889,8.58311111111,12.9771666667,8.06633333333
377.99,9.41844444444,20.5821111111,12.2678888889,20.2944444445,7.27833333333,8.01855555556,8.71944444444,13.1167777778,8.20022222222
378.35,9.32888888889,20.5572222222,12.2003333334,20.218,7.19566666667,7.93266666667,8.56066666666,13.0106666667,8.12866666667
378.71,9.40033333333,20.6568888889,12.2983333334,20.3222222222,7.19822222222,7.94033333333,8.63855555556,13.1004444445,8.17711111111
379.07,9.53344444444,20.7874444444,12.41,20.4683333333,7.29377777778,8.055,8.72411111111,13.1705,8.26033333333
379.44,9.5261111111,20.802,12.439,20.5218888889,7.24244444444,8.00088888889,8.72922222222,13.1579444444,8.27922222222
379.80,9.43744444445,20.6984444445,12.3621111111,20.4377777778,7.15977777778,7.91366666667,8.62633333333,13.0432777778,8.16611111111
380.16,9.41577777778,20.7052222222,12.3338888889,20.4415555556,7.09477777778,7.83077777778,8.61266666667,12.9518888889,8.07255555555
380.52,9.37188888889,20.7012222222,12.2888888889,20.3801111111,6.97755555555,7.74822222222,8.53244444444,12.8836666667,7.99277777778
380.88,9.40866666667,20.7942222222,12.3355555556,20.4181111111,7.01288888889,7.735,8.53655555555,12.9433333333,8.02055555556
381.24,9.41111111111,20.8865555555,12.3646666667,20.4395555556,6.99211111111,7.691,8.52355555556,12.8972777778,8.016
381.61,9.33177777778,20.9091111111,12.3985555556,20.4563333333,6.92633333333,7.62411111111,8.51133333333,12.8616666667,7.97688888889
381.97,9.23944444444,20.9098888889,12.3217777778,20.4911111111,6.86288888889,7.55255555556,8.42633333333,12.8021666667,7.87455555555
382.33,9.22288888889,20.9586666666,12.3567777778,20.5737777778,6.84511111111,7.51566666667,8.41677777778,12.8342777778,7.85077777778
382.69,9.26133333333,21.0364444445,12.4271111111,20.6336666667,6.93177777778,7.54355555556,8.46722222222,12.8615,7.89155555555
383.05,9.19655555556,21.0324444444,12.392,20.6203333333,6.86777777778,7.485,8.41633333333,12.8053888889,7.83088888889
383.41,9.27455555556,21.205,12.4817777778,20.6998888889,6.95855555556,7.54188888889,8.448,12.9148888889,7.85066666666
383.77,9.23944444444,21.2994444444,12.5505555556,20.7914444445,6.93444444445,7.52388888889,8.432,12.9236111111,7.858
384.14,9.23033333334,21.3338888889,12.5943333334,20.8387777778,6.915,7.54988888889,8.43911111111,12.9314444444,7.88633333334
384.50,9.19922222222,21.3156666667,12.5877777778,20.8676666667,6.853,7.50622222222,8.42044444444,12.9717777778,7.86366666666
384.86,9.16855555556,21.3187777778,12.587,20.9158888889,6.83033333333,7.44477777778,8.37966666667,12.941,7.81522222222
385.22,9.10955555556,21.2541111111,12.5482222222,20.9235555556,6.76633333333,7.39544444445,8.32855555555,12.9051666667,7.75177777778
385.58,9.21166666667,21.3518888889,12.6445555556,21.0498888889,6.84611111111,7.49677777778,8.40155555556,12.9601111111,7.83355555555
385.94,9.14077777778,21.3351111111,12.6634444445,21.0311111111,6.76255555556,7.44144444444,8.34511111111,12.9281111111,7.79666666667
386.30,9.13477777778,21.3418888889,12.6731111111,21.073,6.71744444445,7.39955555555,8.31666666667,12.9331666667,7.75733333333
386.66,9.04,21.2416666667,12.5827777778,21.0053333333,6.59133333333,7.31455555555,8.18222222222,12.8496666667,7.64855555556
387.03,9.03744444444,21.2778888889,12.5586666666,21.0311111111,6.575,7.31644444444,8.16911111111,12.8866666667,7.629
387.39,8.98033333333,21.2398888889,12.5191111111,21.018,6.49422222222,7.26088888889,8.13033333333,12.8198333333,7.56677777778
387.75,9.03133333333,21.3654444444,12.5971111111,21.1655555556,6.54733333333,7.27433333333,8.21877777778,12.8984444445,7.60811111111
388.11,9.12188888889,21.4913333333,12.6848888889,21.2795555556,6.624,7.34722222222,8.27633333333,13.0285555555,7.68833333333
388.47,9.15744444444,21.5747777778,12.7461111111,21.3572222222,6.67133333334,7.33855555556,8.31111111111,13.0595,7.68955555556
388.83,9.18566666667,21.6323333333,12.7963333333,21.4707777778,6.69033333333,7.40211111111,8.34555555556,13.1350555556,7.71344444445
389.19,9.23177777778,21.7614444444,12.8671111111,21.5698888889,6.71511111111,7.42088888889,8.36022222222,13.1939444444,7.73233333333
389.55,9.19188888889,21.7906666667,12.8401111111,21.5923333333,6.679,7.34755555556,8.31877777778,13.2195,7.70777777778
389.91,9.24777777778,21.8927777778,12.8906666667,21.6956666667,6.74266666667,7.37011111111,8.36977777778,13.2321111111,7.78344444444
390.27,9.30388888889,22.0155555556,12.9755555556,21.7806666667,6.803,7.43555555555,8.46122222222,13.2798333333,7.82822222222
390.63,9.37266666668,22.169,13.0612222222,21.9083333333,6.84855555555,7.46944444444,8.55366666667,13.3458333333,7.89055555556
391.00,9.38966666668,22.2582222222,13.1332222222,21.9677777778,6.842,7.411,8.56544444444,13.3573333333,7.92255555555
391.36,9.50055555555,22.3791111111,13.2348888889,22.103,6.90166666666,7.47722222222,8.64944444445,13.4866111111,8.02444444444
391.72,9.49677777777,22.3376666667,13.1984444444,22.0372222222,6.85422222222,7.47522222222,8.60466666667,13.4763888889,8.00144444444
392.08,9.44955555557,22.3754444444,13.195,22.0771111111,6.80466666667,7.40766666667,8.57022222222,13.4517222222,7.942
392.44,9.43466666666,22.3924444445,13.2031111111,22.1272222222,6.78566666667,7.45766666667,8.56488888889,13.4690555555,7.96722222222
392.80,9.43122222222,22.4148888889,13.1878888889,22.1552222222,6.75288888889,7.44777777778,8.55722222222,13.4361111111,7.976
393.16,9.40544444444,22.432,13.2242222222,22.1893333333,6.77166666667,7.46533333333,8.57377777778,13.4611111111,7.993
393.52,9.4378888889,22.4657777778,13.2477777778,22.2573333334,6.77233333333,7.47411111111,8.59644444445,13.5091111111,7.98933333333
393.88,9.4738888889,22.5487777778,13.3068888889,22.3354444444,6.79477777778,7.53322222222,8.64644444445,13.6360555555,7.98811111111
394.24,9.49177777778,22.6134444444,13.3271111111,22.3885555556,6.80388888889,7.52955555556,8.65411111111,13.6845555556,8.03188888889
394.60,9.48155555554,22.6031111111,13.3446666667,22.4132222222,6.81088888889,7.52544444444,8.61144444444,13.707,8.01422222222
394.96,9.503,22.6596666667,13.3921111111,22.4962222222,6.878,7.61155555556,8.65155555555,13.7970555555,8.05966666667
395.32,9.47522222221,22.6651111111,13.404,22.5038888889,6.84988888889,7.604,8.63733333333,13.7753888889,8.03
395.68,9.50988888888,22.747,13.4828888889,22.6411111111,6.91544444444,7.64688888889,8.65944444444,13.8357222222,8.09144444445
396.04,9.556,22.8023333333,13.552,22.7485555556,6.94233333333,7.72466666667,8.72355555556,13.8931666667,8.15277777778
396.40,9.56633333335,22.8323333333,13.5483333333,22.784,6.928,7.61688888889,8.70877777778,13.894,8.12911111111
396.76,9.57677777777,22.884,13.6246666667,22.8192222222,6.94411111111,7.61455555555,8.74633333333,13.9661111111,8.15733333333
397.12,9.62444444443,22.9776666666,13.6533333333,22.9163333333,6.95266666667,7.61911111111,8.77755555556,14.0310555556,8.17922222222
397.48,9.701,23.0844444444,13.7713333333,23.0177777778,7.02811111111,7.70866666667,8.85688888889,14.1143333333,8.26711111111
397.84,9.74955555554,23.1037777778,13.8003333333,23.0667777778,7.06222222222,7.73866666667,8.85922222222,14.1251111111,8.29233333333
398.20,9.81211111111,23.1871111111,13.9212222222,23.1702222222,7.16833333334,7.83133333333,8.93788888889,14.2226666667,8.36144444445
398.56,9.89966666668,23.3738888889,14.038,23.2876666667,7.24288888889,7.94611111111,9.04944444443,14.3296666667,8.48233333333
398.92,9.941,23.3815555555,14.0841111111,23.3406666667,7.24411111111,7.98833333333,9.09222222223,14.3301111111,8.51077777778
399.28,9.94166666668,23.3535555556,14.1078888889,23.3535555556,7.25633333334,7.99166666667,9.08022222221,14.3543333333,8.55266666667
399.64,9.93000000001,23.4181111111,14.1071111111,23.3188888889,7.19311111111,7.98166666667,9.06777777778,14.3706666667,8.50466666667
400.00,9.94077777777,23.4585555556,14.1502222222,23.3456666667,7.241,8.014,9.10311111111,14.3879444444,8.51822222222
400.36,9.93555555554,23.5315555555,14.2332222222,23.4068888889,7.30777777778,8.12377777778,9.13844444445,14.4545555556,8.54977777778
400.72,9.96544444447,23.6132222222,14.2634444445,23.4675555556,7.32611111111,8.12588888889,9.15744444443,14.4566666667,8.55433333333
401.08,10.0766666667,23.744,14.3863333333,23.5985555555,7.42388888889,8.20588888889,9.25944444445,14.5428888889,8.63055555556
401.44,10.0435555556,23.7874444445,14.413,23.5995555556,7.41322222222,8.17877777778,9.23499999999,14.5572777778,8.60511111111
401.80,10.0615555556,23.8827777778,14.493,23.6546666667,7.46322222222,8.21488888889,9.28166666668,14.621,8.64955555556
402.16,10.0825555556,23.9481111111,14.4801111111,23.6994444444,7.45844444445,8.20511111111,9.30522222222,14.6630555556,8.66
402.52,10.0557777778,23.9195555556,14.4382222222,23.6843333334,7.45366666667,8.17533333333,9.27933333334,14.6555,8.60788888889
402.88,10.0185555555,24.0068888889,14.4628888889,23.7143333333,7.44277777778,8.12877777778,9.24344444443,14.6846666667,8.589
403.24,10.0471111111,24.1126666667,14.5023333333,23.7913333333,7.49511111111,8.15533333333,9.2758888889,14.7048333333,8.60233333333
403.60,10.0531111111,24.132,14.5191111111,23.8461111111,7.535,8.16288888889,9.31000000001,14.7217222222,8.60633333334
403.95,10.11,24.2046666667,14.5798888889,23.9206666667,7.55677777778,8.18566666667,9.32166666666,14.7844444444,8.64888888889
404.31,10.1631111111,24.2893333333,14.6374444444,23.9975555555,7.58966666667,8.22533333333,9.37599999999,14.8371111111,8.686
404.67,10.1502222222,24.301,14.6627777778,24.0113333333,7.58777777778,8.23466666667,9.3751111111,14.9001111111,8.67988888889
405.03,10.1068888889,24.2796666666,14.6078888889,23.9851111111,7.53666666666,8.21855555556,9.33333333332,14.9031111111,8.65422222222
405.39,10.1114444444,24.2825555556,14.6007777778,24.0318888889,7.52177777778,8.19255555556,9.32777777777,14.8867222222,8.64544444445
405.75,10.1314444444,24.3241111111,14.6598888889,24.037,7.52277777778,8.19344444445,9.34877777777,14.9355,8.67011111111
406.11,10.1268888889,24.365,14.7143333333,24.0837777778,7.51233333333,8.21411111111,9.31655555556,14.9418333333,8.67622222222
406.47,10.1707777778,24.4543333333,14.798,24.1981111111,7.53722222222,8.24266666667,9.34344444446,14.9717222222,8.71533333333
406.83,10.2264444444,24.4852222222,14.8204444444,24.2563333333,7.579,8.28588888889,9.38966666666,15.0137222222,8.73455555555
407.19,10.1833333333,24.5068888889,14.8226666667,24.2742222222,7.554,8.25166666667,9.38100000001,15.0176111111,8.70033333333
407.55,10.2184444444,24.5561111111,14.8996666667,24.3258888889,7.58133333333,8.28222222222,9.41466666668,15.0678333333,8.75477777778
407.90,10.1516666667,24.5671111111,14.8648888889,24.2975555555,7.54655555555,8.21411111111,9.36311111112,15.0787222222,8.697
408.26,10.1467777778,24.5595555555,14.8436666667,24.2917777778,7.52333333333,8.19044444444,9.34322222222,15.077,8.69077777778
408.62,10.228,24.655,14.9293333333,24.3862222222,7.58566666667,8.24844444444,9.37711111111,15.1078888889,8.74311111111
408.98,10.2254444445,24.6778888889,14.9696666667,24.3765555555,7.60222222222,8.22977777778,9.37288888888,15.1182777778,8.72877777778
409.34,10.2257777778,24.7445555555,15.0153333333,24.412,7.62711111111,8.26333333333,9.37933333332,15.1701111111,8.72544444444
409.70,10.2028888889,24.7531111111,14.962,24.4717777778,7.61588888889,8.23322222222,9.36366666668,15.1299444445,8.67844444444
410.06,10.2205555556,24.7758888889,14.9781111111,24.5072222222,7.63355555555,8.23233333333,9.39577777779,15.1536111111,8.66711111111
410.42,10.1918888889,24.7806666667,14.9636666667,24.494,7.59344444444,8.188,9.33955555556,15.1619444444,8.61133333333
410.77,10.2175555556,24.8546666667,15.0136666667,24.5473333333,7.62388888889,8.19966666667,9.35655555557,15.1886666667,8.62211111111
411.13,10.2942222222,24.9466666667,15.1011111111,24.6416666667,7.66433333334,8.24566666667,9.37700000001,15.2785555556,8.651
411.49,10.3003333333,25.042,15.1412222222,24.7268888889,7.68477777778,8.23177777778,9.36155555556,15.3120555556,8.64066666667
411.85,10.339,25.067,15.2051111111,24.7991111111,7.72588888889,8.297,9.39144444445,15.3153888889,8.69533333333
412.21,10.3616666666,25.1658888889,15.3054444444,24.929,7.76555555556,8.34222222222,9.43155555557,15.3688888889,8.72222222222
412.57,10.3326666666,25.1688888889,15.3138888889,24.9653333333,7.77277777778,8.32377777778,9.43355555557,15.3894444444,8.701
412.92,10.3678888889,25.2383333333,15.3853333333,25.0285555556,7.81333333333,8.36222222222,9.47577777777,15.4040555555,8.75055555556
413.28,10.4077777778,25.2947777778,15.4364444444,25.0843333333,7.82366666666,8.38633333333,9.50833333334,15.4320555555,8.77922222222
413.64,10.3597777778,25.2598888889,15.4333333333,25.0544444444,7.78833333333,8.33688888889,9.46644444444,15.4080555556,8.76433333334
414.00,10.3602222222,25.2994444444,15.4716666667,25.0854444444,7.80722222222,8.34866666667,9.49155555554,15.4403333333,8.79933333334
414.36,10.3583333333,25.3375555556,15.5202222222,25.1082222222,7.829,8.35811111111,9.536,15.4698333333,8.83777777778
414.72,10.3361111111,25.3534444444,15.5298888889,25.1223333333,7.79955555556,8.35544444444,9.5368888889,15.4749444445,8.82288888889
415.07,10.2792222222,25.3312222222,15.4887777778,25.0883333333,7.76944444444,8.32266666667,9.51111111111,15.4043333333,8.782
415.43,10.2954444444,25.325,15.5167777778,25.0935555556,7.76033333333,8.33666666667,9.52711111112,15.4085,8.78555555555
415.79,10.2836666667,25.3535555555,15.5218888889,25.0911111111,7.74888888889,8.29888888889,9.5418888889,15.4183888889,8.76588888889
416.15,10.312,25.3681111111,15.5388888889,25.0962222222,7.76533333333,8.28388888889,9.55455555557,15.4315555556,8.76366666667
416.51,10.3026666667,25.4004444445,15.5472222222,25.0796666667,7.73511111111,8.25955555555,9.54433333333,15.4153333333,8.75477777778
416.86,10.3112222222,25.4132222222,15.5526666667,25.1166666667,7.75266666667,8.257,9.55055555555,15.4352222222,8.75511111111
417.22,10.3546666667,25.4813333333,15.5984444445,25.1635555555,7.79511111111,8.28533333333,9.57799999999,15.4626111111,8.79255555556
417.58,10.3866666667,25.5534444444,15.6434444445,25.2243333333,7.81911111111,8.31866666667,9.59599999999,15.4867222222,8.80866666667
417.94,10.3577777778,25.5533333333,15.6132222222,25.2198888889,7.77266666667,8.27388888889,9.54344444446,15.4682777778,8.74555555555
418.29,10.383,25.5608888889,15.627,25.2388888889,7.77288888889,8.28122222222,9.54377777777,15.4698333333,8.74777777778
418.65,10.3796666667,25.5575555556,15.6286666667,25.2207777778,7.76411111111,8.26011111111,9.53844444446,15.4518333333,8.74877777778
419.01,10.4225555556,25.5886666667,15.6822222222,25.2822222222,7.79811111111,8.28277777778,9.58077777778,15.5184444445,8.78777777778
419.37,10.3962222222,25.5856666667,15.6776666667,25.2847777778,7.785,8.25177777778,9.56255555555,15.5206111111,8.77455555556
419.73,10.4158888889,25.5736666667,15.6928888889,25.276,7.78077777778,8.25844444445,9.55844444443,15.5214444444,8.763
420.08,10.3967777778,25.5557777778,15.6722222222,25.2581111111,7.75311111111,8.22566666667,9.51955555557,15.4923333333,8.73966666667
420.44,10.4048888889,25.5432222222,15.6788888889,25.2596666667,7.74255555556,8.22711111111,9.52122222223,15.4971666667,8.74744444445
420.80,10.3835555555,25.5456666667,15.6908888889,25.2674444444,7.71433333333,8.21777777778,9.50188888888,15.4925,8.73566666667
421.16,10.3251111111,25.4857777778,15.6472222222,25.2192222222,7.65755555556,8.17011111111,9.44666666667,15.4498888889,8.69544444445
421.51,10.3352222222,25.4894444444,15.6764444444,25.2244444445,7.65988888889,8.17255555556,9.46211111111,15.4619444444,8.69722222222
421.87,10.3427777778,25.4832222222,15.7073333333,25.226,7.68122222222,8.178,9.48066666668,15.4617777778,8.71777777778
422.23,10.3198888889,25.4702222222,15.7054444444,25.2312222222,7.67111111111,8.15666666667,9.48233333332,15.4597777778,8.70611111111
422.58,10.3314444445,25.4887777778,15.7337777778,25.2688888889,7.68411111111,8.17744444445,9.49355555556,15.4876111111,8.72
422.94,10.306,25.4882222222,15.7255555556,25.2598888889,7.66433333333,8.16055555555,9.47933333334,15.4808333333,8.71333333333
423.30,10.3141111111,25.4816666667,15.7227777778,25.247,7.66511111111,8.17144444445,9.48455555556,15.4787222222,8.71355555555
423.66,10.3147777778,25.5085555556,15.7394444444,25.2788888889,7.66477777778,8.16677777778,9.49122222221,15.4999444445,8.71633333333
424.01,10.3247777778,25.5392222222,15.7713333333,25.2898888889,7.67711111111,8.17755555556,9.50633333333,15.5106111111,8.72388888889
424.37,10.3188888889,25.5754444444,15.798,25.3305555556,7.68733333333,8.171,9.50733333335,15.5178333333,8.70788888889
424.73,10.3352222222,25.5987777778,15.8296666667,25.355,7.691,8.17511111111,9.52088888889,15.5211111111,8.71455555556
425.08,10.3625555556,25.6357777778,15.8804444444,25.399,7.733,8.201,9.55300000001,15.5602222222,8.734
425.44,10.3644444444,25.6748888889,15.8932222222,25.437,7.73677777778,8.19255555556,9.56055555554,15.5920555556,8.73766666667
425.80,10.3934444444,25.7223333333,15.9274444444,25.4901111111,7.74533333333,8.22722222222,9.5871111111,15.631,8.75322222222
426.16,10.4086666667,25.7721111111,15.9643333333,25.515,7.76066666667,8.24077777778,9.59811111112,15.6546666667,8.76611111111
426.51,10.4251111111,25.786,15.9827777778,25.5387777778,7.76511111111,8.22366666667,9.58844444446,15.6812777778,8.76188888889
426.87,10.4735555556,25.8421111111,16.047,25.5788888889,7.79277777778,8.24277777778,9.61288888888,15.7165555555,8.77555555555
427.23,10.497,25.9125555555,16.1243333333,25.6511111111,7.82644444445,8.26388888889,9.64877777777,15.7712777778,8.80277777778
427.58,10.5292222222,25.9901111111,16.1921111111,25.723,7.85755555556,8.28822222222,9.66722222223,15.8238888889,8.84311111111
427.94,10.5175555555,26.0243333333,16.2523333333,25.7547777778,7.84733333334,8.30122222222,9.67966666665,15.8558888889,8.83855555555
428.30,10.5231111111,26.0454444444,16.2602222222,25.7678888889,7.82933333333,8.30588888889,9.66688888888,15.8815,8.84811111111
428.65,10.5408888889,26.0843333333,16.2807777778,25.8088888889,7.83755555556,8.30322222222,9.67177777778,15.9338333333,8.85855555556
429.01,10.5673333333,26.134,16.3174444445,25.8625555556,7.83588888889,8.29622222222,9.68322222222,15.9629444445,8.87822222222
429.37,10.6187777778,26.1743333333,16.3816666667,25.9277777778,7.85422222222,8.33211111111,9.70933333332,16.0174444444,8.90233333333
429.72,10.6294444444,26.2066666667,16.4145555556,25.943,7.84122222222,8.29966666667,9.69033333335,16.0292222222,8.89611111111
430.08,10.6806666667,26.2798888889,16.4863333333,26.029,7.86011111111,8.336,9.70966666668,16.0953888889,8.92266666666
430.44,10.6894444445,26.3175555555,16.5414444445,26.0682222222,7.88066666667,8.344,9.74344444443,16.1249444445,8.94488888889
430.79,10.6724444444,26.3375555555,16.5524444444,26.1247777778,7.86033333333,8.34555555556,9.72655555555,16.1243333333,8.939
431.15,10.6782222222,26.3708888889,16.5545555556,26.1444444444,7.84133333333,8.31366666667,9.70433333333,16.1199444445,8.92911111111
431.50,10.6672222222,26.3772222222,16.581,26.1676666667,7.83933333333,8.31244444444,9.703,16.115,8.92722222222
431.86,10.7163333334,26.4298888889,16.5918888889,26.2191111111,7.88133333334,8.33633333333,9.71233333333,16.1537777778,8.96011111111
432.22,10.7664444444,26.5126666667,16.6795555556,26.3293333333,7.93611111111,8.38744444444,9.76811111111,16.2132777778,9.02444444444
432.57,10.753,26.5344444445,16.7083333333,26.3522222222,7.93055555555,8.37455555556,9.75677777779,16.2182222222,9.023
432.93,10.7587777778,26.5983333333,16.7336666667,26.3857777778,7.92044444444,8.37533333333,9.75522222221,16.2394444444,9.00944444444
433.29,10.736,26.6424444444,16.7673333333,26.4188888889,7.93055555556,8.36411111111,9.74099999999,16.2443888889,9.01944444444
433.64,10.7307777778,26.6987777778,16.814,26.5144444445,7.94377777778,8.36466666667,9.74777777777,16.2856111111,9.033
434.00,10.7136666667,26.7065555555,16.8387777778,26.526,7.93055555555,8.33588888889,9.73822222222,16.2837222222,9.01511111111
434.35,10.7138888889,26.7495555555,16.871,26.5724444444,7.92288888889,8.339,9.73022222222,16.3085,8.99888888889
434.71,10.7236666667,26.8102222222,16.9287777778,26.604,7.93933333333,8.34611111111,9.73966666666,16.3348333333,9.01777777778
435.07,10.7383333334,26.8667777778,16.9714444445,26.6661111111,7.96222222222,8.36977777778,9.76122222222,16.3658888889,9.02522222222
435.42,10.7441111111,26.9117777778,17.0143333333,26.7188888889,7.97533333333,8.37188888889,9.77655555556,16.4056111111,9.03588888889
435.78,10.7421111111,26.989,17.0814444444,26.811,7.97955555556,8.37122222222,9.79122222222,16.4537777778,9.04566666667
436.13,10.7551111111,27.0314444445,17.1295555556,26.8512222222,7.98222222222,8.36144444444,9.79600000001,16.4911111111,9.02166666667
436.49,10.7891111111,27.0994444444,17.183,26.9202222222,8.01822222222,8.39922222222,9.82833333333,16.5367222222,9.05033333333
436.84,10.805,27.147,17.2646666667,26.9874444444,8.04433333333,8.41933333333,9.86166666666,16.5978888889,9.08355555556
437.20,10.8297777778,27.1966666667,17.298,27.042,8.04122222222,8.44177777778,9.88055555556,16.631,9.09133333334
437.56,10.8527777778,27.2366666667,17.3398888889,27.0657777778,8.07944444444,8.46022222222,9.91111111112,16.6678888889,9.10033333333
437.91,10.8834444444,27.2766666667,17.3588888889,27.1304444444,8.109,8.48911111111,9.95477777779,16.6892777778,9.14944444446
438.27,10.8967777778,27.33,17.3973333333,27.1793333333,8.11622222222,8.52111111111,9.96933333332,16.7053888889,9.17433333335
438.62,10.8933333333,27.3321111111,17.4165555556,27.2204444445,8.11411111111,8.5,9.96577777778,16.7246666667,9.17166666665
438.98,10.9302222222,27.3836666667,17.4845555556,27.271,8.14433333333,8.54177777778,9.99166666668,16.7826666667,9.20944444446
439.33,10.9376666667,27.4283333333,17.501,27.3093333333,8.13188888889,8.53188888889,9.98311111111,16.8003333333,9.19688888888
439.69,10.9373333333,27.435,17.5285555556,27.3015555555,8.13433333333,8.53477777778,9.99522222222,16.8007222222,9.20022222221
440.04,10.9364444444,27.4525555556,17.5378888889,27.303,8.14344444445,8.54522222222,10.0016666667,16.8038888889,9.22733333333
440.40,10.9473333333,27.4615555556,17.5564444445,27.3354444444,8.14,8.53588888889,9.99744444443,16.8246666667,9.21788888888
440.75,10.957,27.4966666667,17.5792222222,27.3731111111,8.15211111111,8.55755555555,10.0116666667,16.8252777778,9.23522222222
441.11,10.9582222222,27.4876666667,17.6007777778,27.3696666667,8.15777777778,8.543,10.0102222222,16.8308333333,9.23477777779
441.47,10.9443333333,27.476,17.6016666667,27.3531111111,8.13166666667,8.53322222222,9.99899999999,16.8108333333,9.22766666667
441.82,10.9391111111,27.5056666667,17.6377777778,27.3688888889,8.13555555556,8.541,9.99177777779,16.8518888889,9.22400000001
442.18,10.9523333334,27.5417777778,17.656,27.3946666667,8.173,8.55022222222,10.0085555556,16.8807777778,9.24044444443
442.53,10.9886666667,27.5865555556,17.6805555556,27.4157777778,8.21288888889,8.58833333333,10.0467777778,16.9280555556,9.25544444445
442.89,10.9997777778,27.6017777778,17.7185555556,27.4627777778,8.22966666667,8.59433333333,10.0728888889,16.9646111111,9.28722222221
443.24,11.0312222222,27.6116666667,17.7574444444,27.4897777778,8.27844444444,8.64488888889,10.1208888889,16.9984444445,9.32544444443
443.60,11.0706666667,27.6392222222,17.798,27.533,8.31022222222,8.69233333333,10.1526666667,17.0407777778,9.38344444443
443.95,11.1021111111,27.6642222222,17.8558888889,27.5905555556,8.35033333334,8.727,10.1893333333,17.0976666667,9.40644444446
444.31,11.1233333333,27.7066666667,17.8911111111,27.6044444445,8.40011111111,8.77655555555,10.2374444444,17.1411666667,9.45611111112
