wavelength,Back_HemTrim,Belly_HemTrim,Breast_HemTrim,Crissum_HemTrim,Crown_HemTrim,DorTail_HemTrim,Patch10_HemTrim,Patch11_HemTrim,Rump_HemTrim,Throat_HemTrim,WingTip_HemTrim
203.47,46.7661333333,75.5224000001,32.6366000001,80.5969999999,68.0596666667,46.1691333333,45.9702,18.0099333333,7.8608,30.3484,40.7959333333
203.85,22.8,68.2666666666,8.00000000008,76.3999999999,53.8666666666,22.4,30.9333333333,-12.2666666666,-25.0666666667,6.93333333336,17.6
204.22,7.69233333335,68.5469333334,-19.4872000001,67.8632,41.7094666667,1.53839999999,21.3674666667,-36.7519999999,-57.9487333333,-17.2650666667,-5.29926666666
204.60,3.50000000001,80.6666666667,-14.3333333333,67.9999999999,45.0,-0.66666666668,30.5000000001,-33.0000000001,-49.4999999999,-7.83333333332,-12.6666666667
204.98,18.9830666667,67.6836,5.64966666668,65.7628666667,47.2316,15.2543333333,37.2881333334,-1.58193333334,-16.7231333333,10.6215333334,3.72886666667
205.36,-7.95693333327,91.828,-31.6129333333,74.1935333334,55.2686666667,-9.24733333333,29.2472666667,-37.6343333334,-68.6021333333,-26.4515999999,-30.3226
205.74,-146.110933333,127.7778,-225.0,71.1110666668,48.3332666667,-133.888933333,-31.6668000001,-206.111,-313.333333333,-195.5556,-161.111133333
206.12,-405.714266666,80.9523999992,-541.904666667,-29.5237333334,-13.3332000002,-334.2858,-176.190466667,-481.904733334,-642.8572,-432.380933333,-366.6666
206.50,-159.999866666,100.000066667,-205.714066667,50.9522666666,67.1429333333,-115.238133333,-41.9047333333,-175.714333333,-273.8096,-136.6668,-80.0000666666
206.87,-134.5456,177.575733333,-203.636333334,108.4848,149.090933333,-55.1514666666,-12.7271999999,-154.545533333,-298.1818,-106.060533333,-41.8180666668
207.25,-256.6666,240.0,-395.555599999,157.7778,238.888933334,-108.8888,-99.9999999999,-297.777866666,-642.222199999,-288.888866667,-108.888933333
207.63,-265.555533333,221.111199999,-480.000066667,141.111133333,286.6666,-145.555466667,-116.6666,-278.8888,-606.666599999,-313.333266667,-136.666733333
208.01,-1473.33333333,719.999999998,-3286.66666667,593.333333335,1406.66666667,-999.999999999,-1040.0,-1900.0,-3813.33333333,-2420.0,-886.666666665
208.39,-460.000000001,446.666666667,-1426.66666667,666.666666667,966.666666665,-233.333333332,-296.666666665,-813.333333334,-1570.0,-983.333333335,-113.333333334
208.77,9.55309011866e+14,-5.7147949817e+14,3.24975654929e+15,-1.93620665798e+15,-2.54180433515e+15,7.25011303649e+14,3.66770424198e+14,1.48414078629e+15,4.10271102417e+15,2.70386568537e+15,-3.24122700454e+14
209.14,84.9999999999,29.1666666667,235.416666667,-31.2500000001,-55.0,102.5,63.75,147.083333333,277.916666667,191.666666667,39.1666666668
209.52,377.333333333,320.0,945.333333333,68.0,23.9999999999,557.333333333,373.333333333,685.333333333,1112.0,736.000000001,274.666666667
209.90,1493.33333333,1453.33333333,4526.66666667,480.0,-13.333333334,2466.66666667,1713.33333333,3693.33333333,5240.00000001,3386.66666667,1206.66666667
210.28,162.963066667,180.000066667,511.851933333,30.3703333336,39.2592666667,262.963,180.000066666,431.8518,587.407466667,364.444466667,158.518533333
210.66,87.6666666667,114.666666667,243.333333333,47.0,60.0000000001,126.0,103.0,224.0,279.666666667,173.666666667,98.0000000001
211.03,740.0,1046.66666667,2266.66666667,526.666666667,600.0,1310.0,876.666666667,2240.0,2806.66666667,1626.66666667,843.333333333
211.41,-508.888733334,-631.111,-1475.55553333,-220.000133333,-362.222333333,-828.888800001,-504.444400001,-1404.44446666,-1768.88893333,-899.999866666,-546.666666667
211.79,326.666666666,352.0,739.999999999,104.0,176.0,436.000000001,276.0,810.666666667,971.999999999,406.666666667,254.666666667
212.17,206.666666667,205.333333333,387.333333333,118.666666667,122.666666667,222.0,178.666666667,404.666666667,522.666666667,203.333333333,186.0
212.55,173.333333333,169.6968,344.848466667,124.848533333,86.0605333335,184.848533333,143.030333333,347.272733333,478.787866667,160.606066667,184.848533333
212.92,150.0,129.6296,263.7038,128.518466667,92.2221333334,150.3702,141.851933333,273.703666667,328.148,122.963,160.370333333
213.30,214.666666667,128.666666666,381.333333333,164.666666667,77.3333333332,162.0,184.0,402.0,480.0,152.0,190.0
213.68,198.095266667,27.619,467.619066667,159.0476,33.3334000001,137.142866667,188.571466667,467.619066666,578.095333334,154.285666667,215.238066667
214.06,173.333333334,-400.0,1166.66666667,96.6666666674,-256.666666666,236.666666667,183.333333334,1160.0,1656.66666666,170.000000001,353.333333333
214.44,17.7777999999,319.999933334,-677.777666667,-71.1112666666,184.4444,-137.777933333,-133.333266667,-582.222266667,-1035.5556,-104.444333334,-215.555733333
214.81,-34.4445333333,157.777866667,-403.333333333,-38.8889333335,69.9999999999,-117.7778,-84.4446666666,-332.222266667,-527.777666667,-65.5555333334,-196.6666
215.19,2.64415887213e+14,-1.45855215205e+15,3.10475428857e+15,-1.79120439725e+14,-4.2647723744e+14,6.05597677166e+14,4.52065871686e+14,2.06414982921e+15,3.60799742875e+15,3.497113347e+14,1.55237714429e+15
215.57,36.6666666667,-92.0000000001,279.333333333,27.9999999999,-2.66666666658,103.333333333,57.3333333333,204.0,309.333333333,52.6666666666,174.666666667
215.95,7.22219999995,-64.9999333333,237.222266667,27.2221999999,-13.3334,101.111133333,33.3333333333,184.444466667,267.222133333,21.6665999999,136.111133333
216.32,119.2592,148.888733333,-52.5925999999,104.074133333,123.3334,18.1480666667,99.2592666667,-21.1111999999,-73.7037333333,95.1851333331,35.9259999999
216.70,90.3030666666,122.727333333,-41.8181333334,82.7271333332,87.8787999999,5.45453333334,69.9999333332,-21.8181333333,-58.1817999999,79.0907999999,54.5455999999
217.08,96.3636666667,105.050466667,-8.28273333335,80.6061333335,79.9998666667,29.2929333334,77.7777333333,12.1211999999,-7.47473333326,71.1111333334,72.1213333332
217.46,90.2858000001,91.8093999999,-1.90480000007,90.4760666667,75.8094666668,22.8571999999,78.4760666666,17.9047999999,-6.28573333334,71.0476666665,60.3809333333
217.83,96.3636000001,97.1716666667,3.6364,107.070733333,86.6667333334,43.6362666666,96.7677333333,29.697,6.86853333332,89.0909333334,80.8080000001
218.21,115.757466667,125.757533333,-23.3335333334,155.151533333,115.7576,46.6666666667,111.818133333,36.9697999999,-0.90906666666,116.363666667,105.151533334
218.59,165.0,191.6666,-68.8888666668,250.555533333,198.333266667,54.4443333334,190.555466667,3.88893333318,-18.3334666668,192.2222,152.222133333
218.97,616.666666667,789.999999999,-716.666666668,1000.0,983.333333334,-16.666666666,726.666666667,-323.333333333,-343.333333333,770.000000001,640.000000001
219.34,-41.5384666668,-70.2564666668,143.589733334,-107.179466667,-126.153866667,54.8718,-62.5640666667,123.076933333,93.8462666667,-64.1026,-52.3077333332
219.72,-49.7779333333,-55.1111333334,113.777733333,-87.1110666667,-110.2222,42.6666666667,-39.5556666666,115.111,64.0000666667,-44.4445333333,-63.1111333333
220.10,-615.555533333,-626.666666667,164.444466667,-873.3334,-868.888866666,-173.333266666,-471.111133333,231.111,-104.444533333,-540.000000001,-813.333400001
220.47,-10.0000000001,-35.5555999999,71.9444666667,-62.7777333333,-62.5000000001,11.6666,-15.2776666668,70.8333333333,23.6111333334,-26.6668,-52.2221333334
220.85,-1.53853333338,-28.2051333334,67.9486666667,-65.8973999999,-60.7693333334,2.30773333334,-22.0512666667,61.2821333334,21.5385333333,-26.1537333333,-43.8459999999
221.23,14.1879333333,-11.2821333334,37.9487333333,-43.0769333333,-37.094,6.83766666667,-12.9915333333,41.5385333334,15.3845333333,-14.8719333333,-15.7264666667
221.61,-0.3922666666,-22.7451333333,19.8038666667,-61.7646666666,-57.6470666667,-3.92153333334,-25.098,33.1370666667,-7.84313333334,-37.2548666667,-44.7058000001
221.98,-7.04753333325,-33.3333333333,-7.04759999986,-74.4762,-69.5238666666,-7.42859999999,-20.9522666667,18.4762000001,-20.7619333333,-44.1904666667,-53.5238
222.36,-5.51720000005,-38.3907333333,-18.3908000001,-80.4597333332,-81.3794,-16.7816666667,-23.4483333333,35.8620666666,-29.1953333333,-58.8505333334,-61.1493999999
222.74,3.33333333342,-81.9047333334,-42.3809333334,-139.999933333,-156.666666667,-24.2855999999,-9.5238666666,69.5239333333,-47.1428666666,-111.904866667,-126.190266667
223.11,-59.9999999999,-173.333333333,-128.333333333,-318.333333333,-281.666666667,-95.0000000001,-55.0000000001,50.8333333333,-116.666666667,-186.666666667,-265.833333333
223.49,171.111133333,283.333266667,205.555533333,476.6666,412.222133333,197.777733333,106.666733333,22.2222666667,217.777733333,311.111066667,422.222266667
223.87,-20.0000000001,55.2380666665,18.0951999998,205.714333333,160.000066667,-7.61913333326,-79.0476000002,-146.6666,5.71433333354,121.904733333,200.952333333
224.24,1066.66666667,540.000000001,679.999999999,146.666666665,280.0,740.0,889.999999999,1246.66666667,843.333333335,410.0,399.999999999
224.62,-826.666666667,-423.333333333,-396.666666666,-23.3333333339,-326.666666667,-736.666666666,-933.333333334,-1133.33333333,-780.0,-396.666666667,-443.333333333
225.00,-380.0,-288.333333333,-123.333333333,-96.6666666667,-200.0,-406.666666667,-510.0,-506.666666666,-446.666666666,-261.666666667,-295.0
225.38,-364.444466667,-320.0,-244.444466667,-242.2222,-254.444533333,-432.222333333,-523.333333333,-478.888866666,-459.999933333,-334.4444,-294.444466666
225.75,310.303133333,292.727333333,259.393866667,290.303066667,280.605933333,357.575666667,428.484933333,391.515133333,416.363733333,329.696933333,309.090933333
226.13,287.333333333,328.666666667,290.0,321.333333333,287.333333333,394.666666667,432.0,406.666666667,449.333333333,336.0,343.333333333
226.51,320.0,440.0,398.666666667,447.999999999,340.0,582.666666667,640.0,502.666666666,701.333333333,429.333333333,477.333333333
226.88,68.7178666667,82.0512666667,83.8462666666,96.6664666667,70.2564666667,116.410133333,117.692266667,106.153933333,144.615466667,84.1025999999,106.666666667
227.26,25.17,34.4218,35.6461333333,40.4082,25.1700666667,51.1564666667,55.51,48.4353333333,65.7143999999,25.1699333333,48.1632666666
227.64,12.1519333333,14.4303333334,10.7173333333,20.8437333333,9.2828,26.4978666667,27.0886,22.5316666667,34.2616666667,9.62026666666,24.2194
228.01,8.13566666667,5.64980000001,4.01133333332,10.452,2.88140000001,14.0677333333,11.8643333333,8.98306666667,19.4916,7.45746666666,13.5592666667
228.39,3.77200000001,4.07899999999,3.20186666667,8.46473333332,0.175533333332,10.8772,11.1841333333,4.56133333335,13.8597333333,6.44753333335,10.8335333333
228.76,7.85959999999,9.01753333332,9.92993333334,13.0877333333,4.28073333334,14.5262666667,13.649,8.10520000001,15.8947333333,10.9475333333,14.4912
229.14,6.78833333335,7.33640000001,9.74133333332,10.9894666667,3.89659999999,13.3942,11.4154666667,7.73213333334,13.6987333333,10.5328,13.8814666667
229.52,4.2016,3.86546666667,5.7144,6.13446666667,-0.056066666668,8.54339999999,6.94666666667,3.13733333333,9.41180000001,6.69473333333,10.2521333333
229.89,0.13333333334,-2.72,1.06666666667,1.17333333333,-4.8,3.78666666667,1.14666666667,-1.89333333333,3.46666666667,2.16,5.09333333333
230.27,1.3942,-2.94060000001,0.963133333333,0.253466666668,-3.34606666667,2.76293333333,0.304200000002,-2.07853333333,2.94033333333,2.9658,4.15713333333
230.65,5.21940000001,0.189866666666,3.6536,2.23013333333,0.735399999999,5.50413333333,3.91453333333,1.54206666667,5.97860000001,6.31073333334,7.54440000001
231.02,3.01533333333,1.3428,2.0258,0.424133333334,0.612600000001,5.30026666667,2.80326666667,0.094133333332,4.7822,5.77159999999,6.40739999999
231.40,8.1918,6.0516,5.2644,5.0922,4.9446,9.84,6.1992,4.0344,9.0774,10.8978,11.439
231.78,13.1584,11.3856666667,10.8364666667,9.53813333334,11.4107333333,15.7054666667,11.1110666667,9.31333333331,12.7092,16.1298666666,17.4282
232.15,5.87913333333,5.37260000001,5.14766666667,3.43186666667,5.4572,10.4360666667,5.42900000001,3.40373333334,6.27273333333,9.90146666667,12.9393333333
232.53,1.60013333333,0.237066666668,0.207333333336,-0.85933333334,2.19253333333,7.0816,0.6518,-0.651733333333,1.126,4.71113333333,7.88133333333
232.90,0.155800000001,-2.1496,-4.36153333334,-2.67906666667,-0.280466666665,4.9844,-2.02486666667,-1.90033333333,-0.778866666668,2.95953333334,5.88780000001
233.28,-1.81813333333,-3.9394,-5.69686666667,-3.60606666666,-1.60613333334,3.15160000001,-2.42426666666,-2.69706666667,-1.69686666667,1.21206666667,4.48486666668
233.66,-0.144399999999,-0.317533333332,-1.9048,-0.230866666667,3.37659999999,6.58,0.288600000002,1.06786666667,2.04906666667,3.80966666666,8.10979999999
234.03,3.02039999999,4.89793333333,2.12246666666,3.75513333334,7.23813333333,10.0135333333,5.00673333333,5.11573333333,6.39453333333,6.96593333333,11.619
234.41,0.909066666668,3.14053333333,0.743733333339,3.49859999999,5.64733333333,9.03573333333,3.91193333333,4.3802,5.45459999999,5.2618,11.4598666667
234.78,0.297,3.37386666667,-0.188800000002,4.80426666667,5.2092,9.5276,2.942,4.48053333333,4.61533333333,4.83133333333,11.4979333333
235.16,3.63633333334,3.9646,2.39899999999,6.31313333333,6.28793333332,11.1868,5.32826666667,5.53040000001,6.31313333333,6.11106666667,13.106
235.54,3.87706666667,4.9882,4.04253333333,5.91013333333,6.73760000001,11.9149333333,5.72093333333,4.44446666666,6.38293333334,5.46106666665,12.9787333333
235.91,2.1768,3.46926666667,3.62813333333,4.19506666667,4.898,9.56926666668,3.80953333333,2.63033333333,6.25853333333,4.35379999999,10.9976666667
236.29,4.90013333333,4.98426666667,4.62680000001,5.3628,6.83486666667,11.0199333333,5.69926666667,5.1526,8.07573333334,6.35126666666,13.0388666667
236.66,7.49486666667,8.50933333333,8.01233333333,7.57773333333,10.2278,13.7268,7.9504,8.55060000001,11.0352,10.352,16.7287333333
237.04,7.80886666667,8.57746666667,8.0788,6.58360000001,11.7134,14.3718,8.3698,8.7642,11.4432666667,10.945,16.9470666667
237.41,9.43186666667,9.21746666666,8.16726666668,6.1522,12.8616666667,15.6483333333,8.16719999999,9.62480000001,12.0687333333,12.0471333333,17.8135333333
237.79,7.62213333332,5.64613333333,4.36466666667,3.062,9.51133333333,12.5515333333,5.2118,6.01513333333,8.90333333334,9.33773333333,15.6569333333
238.17,6.75213333333,4.31606666667,3.76053333334,1.7094,8.46146666666,11.5385333333,2.75633333333,4.9572,7.28626666666,8.41886666667,14.5298666667
238.54,8.86920000001,5.86026666667,6.2144,3.26466666667,10.3049333333,13.0776,4.81813333334,7.59086666666,8.594,9.85253333334,15.9488666667
238.92,8.71226666667,6.06373333333,7.15979999999,2.831,9.78986666668,12.4566666667,4.43833333333,7.81746666667,8.4018,9.16893333333,16.0364
239.29,5.57,3.239,5.05573333333,1.011,6.71806666667,9.51160000001,1.33666666667,5.77546666667,5.91253333334,6.75233333333,13.2132666667
239.67,3.15793333333,0.207199999999,3.04626666667,0.0318666666666,4.70493333333,7.38440000001,-0.909066666667,4.00313333333,3.54066666667,4.8006,11.4354
240.04,0.784266666665,-1.23453333333,0.145266666669,-1.40873333333,2.33846666667,5.24326666667,-2.62893333333,2.3384,1.32186666667,2.25126666667,9.36826666667
240.42,0.7124,0.152799999999,1.3868,-0.5598,2.9644,5.86506666666,-2.09913333334,2.43,2.23913333333,2.2266,9.60546666667
240.79,0.612133333334,6.6666666e-05,1.45786666666,0.233666666667,2.64886666667,5.77633333333,-1.80306666667,2.2704,2.3928,1.73613333333,8.98166666668
241.17,0.0882666666686,0.0195333333326,1.36073333333,0.411199999999,1.66426666667,4.9144,-1.93846666667,1.5174,1.4782,1.15526666667,8.73233333334
241.54,-0.348266666667,-0.0255333333326,1.36733333333,0.874733333333,1.02753333333,4.8746,-1.57953333333,0.738933333333,1.03613333333,0.458666666667,8.55193333333
241.92,1.2616,2.24713333333,2.934,2.822,2.695,6.59953333333,0.395666666666,2.17253333333,2.82186666667,2.2248,9.86193333334
242.29,2.53933333333,3.8604,4.011,3.9768,3.49073333333,7.6386,1.8274,3.2922,4.1684,3.23733333333,11.2661333333
242.67,2.78326666667,4.40133333333,3.93526666667,4.24586666667,3.16506666667,7.89,2.12953333333,3.17146666667,4.48546666667,3.5534,11.2361333333
243.05,2.68786666667,4.17753333333,3.54433333333,4.2582,2.9794,7.7094,2.0918,2.8368,4.3824,3.6312,10.9062
243.42,3.2598,4.88986666667,3.65206666667,4.54046666667,3.21093333333,8.18006666666,2.59186666667,3.0884,4.38726666667,3.79286666667,11.4338666667
243.80,2.87346666666,4.81513333333,3.4266,3.97946666667,2.85533333333,7.8208,2.32626666667,2.92746666666,4.0818,3.65506666667,10.9047333333
244.17,3.1278,4.96873333333,3.61633333333,4.17026666667,3.05033333333,8.0608,2.53193333333,3.1456,4.13466666667,3.7772,11.0337333333
244.55,3.67893333333,5.02053333333,3.61453333334,4.30593333333,2.82373333333,8.16053333333,2.87633333333,3.15173333333,3.77273333333,3.73753333333,10.9901333333
244.92,3.78786666667,4.9328,3.49606666667,3.96753333333,2.44646666667,7.82826666667,2.75533333333,2.84526666667,3.59706666667,3.55206666666,10.6228666667
