wavelength,Back_EmbDuim,Belly_EmbDuim,Breast_EmbDuim,Crissum_EmbDuim,Crown_EmbDuim,DorTail_EmbDuim,Patch10_EmbDuim,Patch11_EmbDuim,Rump_EmbDuim,Throat_EmbDuim,WingTip_EmbDuim
570.45,9.89,40.4623333333,22.8446666667,14.424,6.41833333333,6.30366666667,13.5386666667,6.77033333333,8.99686666667,46.577,11.849
570.79,9.875,40.4923333333,22.7853333333,14.4096666667,6.40733333333,6.284,13.5246666667,6.771,8.98386666667,46.5873333333,11.8453333333
571.13,9.85266666667,40.5733333333,22.839,14.4343333333,6.41566666667,6.294,13.5836666667,6.76333333333,9.01973333333,46.6676666667,11.8993333333
571.47,9.834,40.5173333333,22.7973333333,14.3553333333,6.368,6.28366666667,13.5523333333,6.727,8.99553333333,46.6473333333,11.8746666667
571.81,9.856,40.4686666667,22.842,14.3746666667,6.38466666667,6.242,13.5643333333,6.686,8.9854,46.7203333333,11.869
572.15,9.84666666667,40.402,22.809,14.3736666667,6.29466666667,6.23233333333,13.5516666667,6.64033333333,8.9426,46.702,11.852
572.49,9.87833333333,40.3703333333,22.8966666667,14.388,6.26533333333,6.19266666667,13.589,6.65333333333,8.94606666667,46.7443333333,11.8403333333
572.83,9.85633333333,40.3686666667,22.9363333333,14.3566666667,6.241,6.204,13.633,6.681,8.9514,46.711,11.8506666667
573.17,9.93533333333,40.4216666667,23.0303333333,14.4433333333,6.279,6.246,13.667,6.74533333333,9.02873333333,46.8113333333,11.8906666667
573.51,9.90666666667,40.4016666667,23.053,14.44,6.20833333333,6.21,13.683,6.72233333333,9.0108,46.804,11.89
573.85,9.88933333333,40.383,23.061,14.3843333333,6.19933333333,6.20866666667,13.652,6.696,8.9958,46.8583333333,11.9256666667
574.19,9.885,40.292,23.072,14.3646666667,6.21133333333,6.164,13.6553333333,6.70066666667,8.97926666667,46.803,11.919
574.53,9.902,40.3063333333,23.1866666667,14.387,6.16766666667,6.17766666667,13.635,6.63666666667,8.9602,46.8623333333,11.934
574.87,9.93966666667,40.306,23.2336666667,14.4036666667,6.15533333333,6.21366666667,13.7063333333,6.672,8.976,46.9193333333,11.9383333333
575.21,9.96066666667,40.3363333333,23.3326666667,14.44,6.18466666667,6.24533333333,13.7533333333,6.69666666667,8.96486666667,46.9026666667,11.953
575.55,9.924,40.3853333333,23.3283333333,14.3813333333,6.16166666667,6.278,13.6983333333,6.70033333333,8.98093333333,46.939,11.9746666667
575.89,9.91466666667,40.4456666667,23.3796666667,14.4166666667,6.28533333333,6.31666666667,13.7146666667,6.79366666667,9.03986666667,46.9556666667,12.0243333333
576.22,9.852,40.481,23.3303333333,14.4013333333,6.30166666667,6.28933333333,13.672,6.75733333333,9.00266666667,47.0193333333,12.0493333333
576.56,9.845,40.4223333333,23.2736666667,14.4196666667,6.26066666667,6.245,13.6156666667,6.71966666667,8.96326666667,47.0426666667,11.9726666667
576.90,9.78166666667,40.3996666667,23.231,14.3653333333,6.26366666667,6.24933333333,13.6473333333,6.659,8.90293333333,46.9356666667,11.9146666667
577.24,9.822,40.4123333333,23.271,14.397,6.31433333333,6.314,13.7173333333,6.70866666667,8.93673333333,47.013,11.941
577.58,9.81866666667,40.4283333333,23.326,14.4143333333,6.239,6.30133333333,13.708,6.65833333333,8.9152,47.0483333333,11.873
577.92,9.87033333333,40.578,23.3883333333,14.4843333333,6.28,6.36833333333,13.7636666667,6.706,8.93066666667,47.137,11.8933333333
578.26,9.90433333333,40.596,23.3896666667,14.572,6.354,6.41066666667,13.856,6.83466666667,9.02993333333,47.236,11.909
578.60,9.915,40.5576666667,23.3943333333,14.61,6.36566666667,6.404,13.797,6.82966666667,9.01426666667,47.2396666667,11.8773333333
578.94,9.925,40.536,23.3823333333,14.591,6.383,6.41266666667,13.7923333333,6.82166666667,9.0702,47.3183333333,11.9003333333
579.28,10.011,40.5166666667,23.4173333333,14.605,6.37833333333,6.41266666667,13.8536666667,6.88433333333,9.072,47.2756666667,11.8346666667
579.61,10.0133333333,40.526,23.432,14.611,6.29333333333,6.38633333333,13.8853333333,6.84733333333,9.09153333333,47.344,11.8366666667
579.95,10.0273333333,40.5473333333,23.4333333333,14.6323333333,6.243,6.437,13.965,6.86466666667,9.14413333333,47.2826666667,11.7836666667
580.29,10.075,40.591,23.4813333333,14.6766666667,6.26,6.42333333333,14.0053333333,6.903,9.18753333333,47.4163333333,11.8373333333
580.63,10.1486666667,40.584,23.5436666667,14.689,6.25966666667,6.45366666667,14.0453333333,6.99833333333,9.24413333333,47.5963333333,11.89
580.97,10.1143333333,40.5423333333,23.5153333333,14.6363333333,6.24733333333,6.42266666667,13.936,6.96,9.22426666667,47.6796666667,11.8103333333
581.31,10.158,40.4846666667,23.4123333333,14.6236666667,6.23933333333,6.38566666667,13.893,6.95766666667,9.20433333333,47.6363333333,11.807
581.65,10.1346666667,40.4706666667,23.4623333333,14.63,6.213,6.39166666667,13.8573333333,6.94633333333,9.23866666667,47.693,11.7903333333
581.98,10.1063333333,40.4476666667,23.5116666667,14.5756666667,6.21333333333,6.34733333333,13.8026666667,6.917,9.1998,47.6366666667,11.7503333333
582.32,10.1446666667,40.5056666667,23.526,14.5496666667,6.217,6.35633333333,13.7923333333,6.913,9.22233333333,47.706,11.7416666667
582.66,10.2043333333,40.484,23.5793333333,14.6833333333,6.19266666667,6.41566666667,13.8463333333,7.01866666667,9.28366666667,47.6703333333,11.778
583.00,10.194,40.5373333333,23.6336666667,14.7396666667,6.15033333333,6.39866666667,13.8443333333,7.00233333333,9.29606666667,47.7646666667,11.8353333333
583.34,10.351,40.5453333333,23.6883333333,14.8463333333,6.20033333333,6.48233333333,13.8173333333,7.07,9.31353333333,47.7036666667,11.8776666667
583.68,10.5166666667,40.55,23.691,14.8816666667,6.28833333333,6.518,13.8316666667,7.16033333333,9.34426666667,47.7993333333,11.999
584.01,10.59,40.5483333333,23.7563333333,14.9243333333,6.287,6.55666666667,13.774,7.13633333333,9.36773333333,47.7673333333,11.998
584.35,10.5063333333,40.4466666667,23.7163333333,14.8333333333,6.18433333333,6.48433333333,13.7576666667,7.03866666667,9.29193333333,47.75,11.9433333333
584.69,10.5393333333,40.5626666667,23.7803333333,14.9476666667,6.15466666667,6.53133333333,13.8356666667,7.031,9.33073333333,47.7766666667,11.962
585.03,10.572,40.582,23.9133333333,15.0613333333,6.203,6.56333333333,13.9026666667,7.063,9.36073333333,47.793,12.001
585.37,10.6663333333,40.5736666667,23.9503333333,15.0626666667,6.259,6.55866666667,13.921,7.08933333333,9.41533333333,47.8183333333,12.003
585.70,10.687,40.5976666667,23.982,15.073,6.27966666667,6.604,13.9013333333,7.10633333333,9.45453333333,47.8526666667,12.0876666667
586.04,10.778,40.6136666667,24.0323333333,15.148,6.31033333333,6.69266666667,13.9486666667,7.17366666667,9.51606666667,47.903,12.1753333333
586.38,10.776,40.5876666667,23.9766666667,15.094,6.338,6.656,13.877,7.07866666667,9.43413333333,48.0113333333,12.144
586.72,10.768,40.5576666667,24.0276666667,15.119,6.45433333333,6.74266666667,13.892,7.089,9.48186666667,48.044,12.1723333333
587.06,10.7096666667,40.5743333333,23.996,15.022,6.38433333333,6.68533333333,13.8973333333,7.03933333333,9.4372,48.1293333333,12.153
587.39,10.6546666667,40.4783333333,24.118,15.05,6.33166666667,6.68766666667,13.9206666667,7.044,9.43086666667,48.1176666667,12.1403333333
587.73,10.647,40.5683333333,24.142,15.091,6.32133333333,6.811,13.9756666667,7.095,9.40713333333,48.1423333333,12.1573333333
588.07,10.713,40.7166666667,24.1756666667,15.17,6.35966666667,6.864,13.969,7.207,9.4858,48.256,12.2076666667
588.41,10.7963333333,40.809,24.2276666667,15.135,6.39866666667,6.86266666667,13.969,7.275,9.49613333333,48.2503333333,12.262
588.74,10.7926666667,40.8216666667,24.2606666667,15.1033333333,6.52466666667,7.00533333333,14.0303333333,7.353,9.57826666667,48.3213333333,12.2973333333
589.08,10.7933333333,40.807,24.2263333333,15.1006666667,6.467,7.06,14.0623333333,7.40933333333,9.57813333333,48.2676666667,12.3243333333
589.42,10.8406666667,40.838,24.2373333333,15.1673333333,6.48,7.11933333333,14.14,7.41933333333,9.64293333333,48.3663333333,12.34
589.76,10.802,40.7886666667,24.1693333333,15.155,6.472,7.11233333333,14.1763333333,7.451,9.67793333333,48.3156666667,12.3276666667
590.09,10.823,40.8703333333,24.228,15.1356666667,6.474,7.155,14.1793333333,7.50466666667,9.72026666667,48.3536666667,12.3316666667
590.43,10.888,40.9276666667,24.2033333333,15.1443333333,6.389,7.17933333333,14.1336666667,7.513,9.67,48.2996666667,12.3416666667
590.77,10.8683333333,40.9,24.1933333333,15.1333333333,6.37466666667,7.20233333333,14.1203333333,7.49533333333,9.64326666667,48.29,12.2973333333
591.11,10.9256666667,41.0436666667,24.21,15.169,6.452,7.29333333333,14.1473333333,7.49566666667,9.6566,48.372,12.3493333333
591.44,10.9043333333,40.969,24.099,15.0553333333,6.45666666667,7.21866666667,14.0986666667,7.48733333333,9.63813333333,48.321,12.3256666667
591.78,10.8983333333,40.943,24.1646666667,15.042,6.50266666667,7.25266666667,14.163,7.48066666667,9.65046666667,48.1933333333,12.3673333333
592.12,10.8916666667,40.9166666667,24.1313333333,15.101,6.53066666667,7.23533333333,14.198,7.442,9.6416,48.2093333333,12.3786666667
592.46,10.9426666667,41.043,24.138,15.118,6.47433333333,7.22233333333,14.1443333333,7.46533333333,9.6002,48.1663333333,12.3573333333
592.79,10.882,41.0646666667,24.0423333333,15.0316666667,6.42733333333,7.08366666667,14.0483333333,7.382,9.52273333333,48.1176666667,12.327
593.13,10.904,41.0693333333,24.023,15.0706666667,6.36666666667,7.04366666667,14.0343333333,7.401,9.5036,48.0773333333,12.3146666667
593.47,10.9663333333,41.2273333333,24.1413333333,15.1533333333,6.379,7.097,14.047,7.374,9.47013333333,48.138,12.3693333333
593.80,10.927,41.181,24.0576666667,15.1843333333,6.346,7.063,14.0433333333,7.335,9.4208,48.0026666667,12.4073333333
594.14,10.9276666667,41.2663333333,24.1076666667,15.2423333333,6.35333333333,7.07133333333,14.098,7.363,9.48766666667,48.0976666667,12.419
594.48,10.9756666667,41.344,24.1623333333,15.3016666667,6.35733333333,7.056,14.1456666667,7.42966666667,9.58033333333,48.0266666667,12.4673333333
594.81,10.989,41.2936666667,24.1203333333,15.309,6.33766666667,7.101,14.165,7.465,9.67993333333,47.9156666667,12.5196666667
595.15,10.988,41.3466666667,24.1636666667,15.3566666667,6.30666666667,7.04433333333,14.1903333333,7.43133333333,9.68593333333,47.8826666667,12.5373333333
595.49,11.024,41.3653333333,24.0996666667,15.4026666667,6.26866666667,7.01133333333,14.1566666667,7.398,9.64746666667,47.8436666667,12.533
595.82,11.0316666667,41.369,24.0923333333,15.3986666667,6.306,7.05666666667,14.1573333333,7.42933333333,9.6566,47.8253333333,12.568
596.16,10.992,41.3366666667,24.055,15.433,6.325,7.08033333333,14.1806666667,7.413,9.67426666667,47.8823333333,12.6593333333
596.50,11.0513333333,41.4073333333,24.144,15.47,6.29366666667,7.172,14.2526666667,7.46633333333,9.71886666667,48.0046666667,12.6943333333
596.83,10.976,41.422,24.072,15.3823333333,6.24466666667,7.14633333333,14.2153333333,7.414,9.67053333333,47.9376666667,12.678
597.17,10.974,41.341,24.0283333333,15.3946666667,6.27933333333,7.092,14.1986666667,7.44766666667,9.67593333333,47.8706666667,12.673
597.51,10.992,41.4003333333,24.061,15.4113333333,6.29866666667,7.087,14.2913333333,7.45566666667,9.72353333333,47.8913333333,12.664
597.84,11.0636666667,41.3593333333,24.0083333333,15.4763333333,6.359,7.15433333333,14.4116666667,7.534,9.76733333333,47.8496666667,12.733
598.18,11.0996666667,41.3426666667,23.9933333333,15.5113333333,6.44766666667,7.18166666667,14.4093333333,7.57433333333,9.7492,47.9676666667,12.7316666667
598.52,11.1356666667,41.415,24.031,15.5143333333,6.44233333333,7.133,14.372,7.597,9.70226666667,48.079,12.6896666667
598.85,11.227,41.42,24.1213333333,15.5353333333,6.55433333333,7.27366666667,14.4523333333,7.72433333333,9.79186666667,48.1236666667,12.7733333333
599.19,11.253,41.5013333333,24.1936666667,15.4933333333,6.587,7.31266666667,14.509,7.75366666667,9.84806666667,48.2376666667,12.8136666667
599.53,11.3096666667,41.5086666667,24.151,15.5333333333,6.60233333333,7.31033333333,14.4966666667,7.76766666667,9.90733333333,48.302,12.859
599.86,11.3473333333,41.5466666667,24.179,15.54,6.582,7.323,14.5883333333,7.77033333333,9.935,48.358,12.8396666667
600.20,11.344,41.469,24.1536666667,15.7216666667,6.66966666667,7.35466666667,14.6013333333,7.77,9.9478,48.2846666667,12.911
600.53,11.4436666667,41.532,24.242,15.86,6.82066666667,7.43233333333,14.6156666667,7.87,9.97753333333,48.3506666667,12.9936666667
600.87,11.3323333333,41.573,24.2486666667,15.786,6.74866666667,7.42833333333,14.6273333333,7.785,9.94533333333,48.4013333333,12.948
601.21,11.2986666667,41.4926666667,24.2406666667,15.774,6.66766666667,7.402,14.5196666667,7.75233333333,9.88733333333,48.4473333333,12.9553333333
601.54,11.1883333333,41.4423333333,24.2043333333,15.6746666667,6.55266666667,7.23833333333,14.3656666667,7.617,9.743,48.407,12.8623333333
601.88,11.1523333333,41.5076666667,24.2723333333,15.7006666667,6.53033333333,7.28933333333,14.422,7.56966666667,9.81666666667,48.3446666667,12.9526666667
602.21,11.1213333333,41.551,24.3403333333,15.7583333333,6.54433333333,7.32133333333,14.5243333333,7.59066666667,9.8118,48.363,12.9933333333
602.55,11.129,41.573,24.375,15.8886666667,6.546,7.30933333333,14.5553333333,7.53933333333,9.8298,48.3403333333,13.0096666667
602.88,11.3126666667,41.6873333333,24.4903333333,16.148,6.67033333333,7.45,14.641,7.72533333333,9.93706666667,48.4163333333,13.1203333333
603.22,11.2726666667,41.729,24.6113333333,16.1986666667,6.622,7.471,14.706,7.73633333333,9.9106,48.4153333333,13.1296666667
603.56,11.2773333333,41.821,24.6016666667,16.2413333333,6.60866666667,7.45966666667,14.6793333333,7.77333333333,9.90186666667,48.373,13.127
603.89,11.3293333333,41.952,24.644,16.2796666667,6.69266666667,7.443,14.7703333333,7.771,9.9496,48.3996666667,13.1346666667
604.23,11.2746666667,41.851,24.6046666667,16.22,6.634,7.34066666667,14.768,7.69533333333,9.91653333333,48.3356666667,13.0836666667
604.56,11.3846666667,41.8816666667,24.6123333333,16.307,6.66833333333,7.33966666667,14.7706666667,7.68,9.9154,48.328,13.1116666667
604.90,11.4653333333,42.0743333333,24.6433333333,16.3963333333,6.76,7.42133333333,14.87,7.784,10.0012,48.466,13.224
605.23,11.5676666667,42.2216666667,24.7706666667,16.5546666667,6.901,7.54866666667,15.021,7.90633333333,10.1378,48.616,13.347
605.57,11.5716666667,42.1266666667,24.768,16.542,6.85566666667,7.45566666667,14.966,7.895,10.0383333333,48.5976666667,13.2596666667
605.90,11.5543333333,42.142,24.7026666667,16.5796666667,6.85333333333,7.41666666667,14.8926666667,7.86566666667,9.998,48.555,13.272
606.24,11.5616666667,42.2443333333,24.6696666667,16.606,6.85366666667,7.434,14.9556666667,7.88033333333,10.0138666667,48.5953333333,13.29
606.58,11.446,42.1983333333,24.633,16.4886666667,6.74433333333,7.33333333333,14.9566666667,7.74166666667,9.9978,48.6736666667,13.2413333333
606.91,11.504,42.2296666667,24.6206666667,16.5176666667,6.796,7.347,15.0216666667,7.74366666667,10.0267333333,48.6923333333,13.2506666667
607.25,11.493,42.185,24.696,16.531,6.81933333333,7.26333333333,15.031,7.67133333333,10.0278666667,48.732,13.285
607.58,11.5523333333,42.1733333333,24.808,16.544,6.75766666667,7.33966666667,15.0856666667,7.73233333333,10.1334666667,48.8343333333,13.3583333333
607.92,11.6413333333,42.412,24.9593333333,16.6373333333,6.81633333333,7.40966666667,15.211,7.85766666667,10.2752666667,49.1073333333,13.4853333333
608.25,11.6016666667,42.46,24.973,16.5966666667,6.783,7.39333333333,15.2696666667,7.93333333333,10.3805333333,49.2353333333,13.526
608.59,11.574,42.3183333333,24.9846666667,16.5643333333,6.77,7.36066666667,15.2483333333,7.88766666667,10.3263333333,49.1696666667,13.453
608.92,11.4956666667,42.2283333333,24.9196666667,16.4843333333,6.73766666667,7.23466666667,15.167,7.79666666667,10.2916666667,49.277,13.371
609.26,11.528,42.3293333333,24.9253333333,16.609,6.84466666667,7.32433333333,15.2746666667,7.86733333333,10.4049333333,49.5286666667,13.4816666667
609.59,11.593,42.3006666667,24.9986666667,16.6403333333,6.878,7.384,15.2656666667,7.85866666667,10.4785333333,49.667,13.5086666667
609.93,11.5826666667,42.1946666667,25.0483333333,16.6146666667,6.91166666667,7.394,15.2123333333,7.859,10.4481333333,49.8153333333,13.5283333333
610.26,11.5606666667,42.0946666667,25.0473333333,16.5883333333,6.98966666667,7.36866666667,15.154,7.86766666667,10.4228,49.8076666667,13.4996666667
610.60,11.5456666667,42.0246666667,25.0536666667,16.5893333333,6.98966666667,7.351,15.1183333333,7.872,10.4232666667,49.849,13.502
610.93,11.6366666667,41.9916666667,25.0893333333,16.6476666667,7.03266666667,7.41666666667,15.1613333333,7.989,10.5221333333,49.906,13.568
611.27,11.6266666667,41.881,25.0033333333,16.6336666667,7.05633333333,7.38733333333,15.1383333333,7.989,10.4783333333,49.826,13.5456666667
611.60,11.567,41.689,24.98,16.637,7.04733333333,7.39366666667,15.082,7.899,10.415,49.7493333333,13.4763333333
611.93,11.5526666667,41.669,25.0113333333,16.6576666667,7.04166666667,7.37933333333,15.0463333333,7.84866666667,10.3260666667,49.6776666667,13.432
612.27,11.5763333333,41.6826666667,25.1223333333,16.7596666667,7.10166666667,7.39333333333,15.104,7.799,10.3907333333,49.717,13.476
612.60,11.6503333333,41.789,25.1713333333,16.753,7.05533333333,7.42133333333,15.1733333333,7.86166666667,10.4008,49.6786666667,13.4976666667
612.94,11.61,41.7706666667,25.1353333333,16.6,6.991,7.366,15.041,7.72466666667,10.2708666667,49.5553333333,13.3553333333
613.27,11.612,41.7926666667,25.0916666667,16.586,6.98533333333,7.34966666667,15.1783333333,7.72333333333,10.2540666667,49.455,13.306
613.61,11.579,41.839,25.0753333333,16.609,6.929,7.34633333333,15.2073333333,7.691,10.3373333333,49.46,13.271
613.94,11.6133333333,41.943,25.0573333333,16.71,6.89133333333,7.33166666667,15.333,7.70333333333,10.3431333333,49.422,13.2936666667
614.28,11.55,42.0193333333,25.025,16.6833333333,6.867,7.30133333333,15.343,7.68733333333,10.3811333333,49.4063333333,13.2473333333
614.61,11.707,42.194,25.1183333333,16.756,6.955,7.36466666667,15.4696666667,7.73466666667,10.5024666667,49.496,13.3193333333
614.94,11.6906666667,42.391,25.1456666667,16.8683333333,6.97166666667,7.39633333333,15.5626666667,7.765,10.5507333333,49.6283333333,13.3676666667
615.28,11.8176666667,42.534,25.1223333333,16.887,7.01233333333,7.38433333333,15.614,7.76133333333,10.5770666667,49.552,13.42
615.61,11.8096666667,42.5813333333,25.1663333333,16.902,7.08133333333,7.42266666667,15.7326666667,7.74,10.6836666667,49.7166666667,13.4686666667
615.95,11.8453333333,42.658,25.1346666667,16.8953333333,7.11333333333,7.415,15.7916666667,7.72733333333,10.7245333333,49.696,13.4776666667
616.28,11.854,42.5816666667,25.229,17.0433333333,7.31033333333,7.49866666667,15.8163333333,7.71166666667,10.8405333333,49.521,13.4933333333
616.61,12.012,42.783,25.364,17.2033333333,7.41133333333,7.581,16.0326666667,7.88566666667,11.0438666667,49.582,13.6946666667
616.95,12.0556666667,42.8633333333,25.481,17.2693333333,7.55533333333,7.62033333333,16.121,7.95533333333,11.1977333333,49.73,13.8003333333
617.28,12.072,42.9383333333,25.567,17.2336666667,7.66133333333,7.548,16.124,7.958,11.1736666667,49.7406666667,13.7726666667
617.62,12.1,42.9223333333,25.6656666667,17.2456666667,7.77866666667,7.67333333333,16.179,7.929,11.2174,49.747,13.7623333333
617.95,12.138,42.9603333333,25.7133333333,17.2816666667,7.79766666667,7.68733333333,16.1866666667,7.94633333333,11.1486,49.8136666667,13.678
618.28,11.888,42.8476666667,25.6916666667,17.2176666667,7.66033333333,7.62033333333,16.0376666667,7.814,10.981,49.6646666667,13.4696666667
618.62,11.8726666667,42.759,25.7536666667,17.1053333333,7.64733333333,7.50933333333,15.9203333333,7.67966666667,10.9137333333,49.6776666667,13.3813333333
618.95,11.8883333333,42.7383333333,25.785,17.2123333333,7.67,7.567,16.0343333333,7.76466666667,10.9806,49.8403333333,13.3476666667
619.28,11.9576666667,42.708,25.8236666667,17.3056666667,7.73933333333,7.64766666667,16.0763333333,7.82333333333,10.9988,49.7473333333,13.39
619.62,11.906,42.686,25.8226666667,17.349,7.714,7.63233333333,15.9436666667,7.87166666667,10.9952,49.6863333333,13.4066666667
619.95,11.9296666667,42.7693333333,25.7843333333,17.2773333333,7.62,7.65266666667,15.9876666667,7.844,10.9588,49.791,13.4126666667
620.28,11.9013333333,42.6556666667,25.7753333333,17.264,7.58233333333,7.58533333333,15.905,7.777,10.9575333333,49.745,13.2523333333
620.62,11.8523333333,42.6023333333,25.8293333333,17.295,7.48733333333,7.50933333333,15.9203333333,7.67166666667,10.9024,49.611,13.139
620.95,11.933,42.7646666667,25.8416666667,17.4076666667,7.40866666667,7.528,15.9616666667,7.658,10.8531333333,49.6526666667,13.1273333333
621.28,11.988,42.8686666667,25.8943333333,17.481,7.38866666667,7.478,15.8913333333,7.63933333333,10.8549333333,49.6226666667,13.174
621.62,12.055,43.0126666667,25.9516666667,17.5193333333,7.37866666667,7.485,15.943,7.61933333333,10.9458,49.6476666667,13.2763333333
621.95,12.1873333333,43.0866666667,25.941,17.592,7.45966666667,7.54066666667,16.1346666667,7.72633333333,11.0688666667,49.903,13.4363333333
622.28,12.1563333333,43.1573333333,25.9233333333,17.6053333333,7.55933333333,7.57866666667,16.158,7.67433333333,11.0424,49.8143333333,13.463
622.62,12.1983333333,43.2353333333,25.9946666667,17.6176666667,7.55233333333,7.64833333333,16.146,7.693,11.0542,49.8,13.549
622.95,12.285,43.3406666667,26.045,17.6166666667,7.609,7.64866666667,16.1896666667,7.778,11.1272666667,49.9226666667,13.636
623.28,12.4256666667,43.3723333333,26.059,17.6103333333,7.63566666667,7.67533333333,16.301,7.84633333333,11.1718,49.9676666667,13.623
623.62,12.5626666667,43.3263333333,26.205,17.7386666667,7.67066666667,7.68766666667,16.348,7.957,11.2299333333,50.018,13.7116666667
623.95,12.6366666667,43.3086666667,26.2336666667,17.777,7.664,7.716,16.3873333333,7.96933333333,11.203,50.0703333333,13.8366666667
624.28,12.617,43.2483333333,26.1283333333,17.6323333333,7.54666666667,7.731,16.2243333333,7.98066666667,11.082,50.0296666667,13.824
624.62,12.6023333333,43.0176666667,26.0326666667,17.5133333333,7.54233333333,7.68033333333,16.1223333333,7.98033333333,11.1090666667,49.7983333333,13.8793333333
624.95,12.6096666667,42.8726666667,25.9446666667,17.414,7.43833333333,7.64366666667,16.1063333333,7.974,11.1122666667,49.7986666667,13.8653333333
625.28,12.6783333333,42.733,25.985,17.4646666667,7.47833333333,7.722,16.0973333333,7.96366666667,11.1520666667,49.817,13.8656666667
625.61,12.647,42.735,25.9713333333,17.4163333333,7.399,7.71566666667,16.0343333333,7.9,11.1043333333,49.7136666667,13.8973333333
625.95,12.73,42.8023333333,26.077,17.492,7.39833333333,7.768,16.1033333333,8.03466666667,11.2066666667,49.831,13.9783333333
626.28,12.544,42.696,26.068,17.3473333333,7.292,7.61066666667,16.0463333333,7.93133333333,11.1642666667,49.7323333333,13.8713333333
626.61,12.436,42.6013333333,26.06,17.3116666667,7.21633333333,7.586,15.926,7.851,11.0798,49.6336666667,13.717
626.94,12.296,42.6776666667,26.0736666667,17.226,7.162,7.51366666667,15.9053333333,7.72733333333,11.0471333333,49.65,13.6233333333
627.28,12.1913333333,42.7013333333,26.033,17.137,7.12966666667,7.54633333333,15.8223333333,7.65533333333,11.0394,49.5983333333,13.6006666667
627.61,12.1286666667,42.7703333333,26.0696666667,17.1413333333,7.19033333333,7.571,15.8903333333,7.65133333333,11.1052,49.6303333333,13.5936666667
627.94,12.1976666667,42.861,26.1403333333,17.2096666667,7.29866666667,7.61966666667,15.9246666667,7.69866666667,11.1992,49.7376666667,13.6623333333
628.27,12.183,42.9666666667,26.2503333333,17.358,7.34833333333,7.67633333333,15.992,7.73966666667,11.2606,49.9816666667,13.7073333333
628.61,12.214,43.104,26.33,17.4963333333,7.49533333333,7.775,16.0,7.88133333333,11.3309333333,50.0506666667,13.799
628.94,12.2066666667,43.182,26.3146666667,17.569,7.52866666667,7.771,16.0443333333,7.882,11.2867333333,50.087,13.8376666667
629.27,12.1573333333,43.0616666667,26.261,17.5083333333,7.58366666667,7.70733333333,15.98,7.82366666667,11.2409333333,50.044,13.742
629.60,12.123,42.8946666667,26.1333333333,17.4493333333,7.514,7.693,15.897,7.74833333333,11.1208666667,49.9446666667,13.6173333333
629.94,12.139,42.7933333333,25.9886666667,17.4653333333,7.511,7.67466666667,15.7953333333,7.65066666667,11.022,49.87,13.546
630.27,12.216,42.8253333333,25.9166666667,17.5373333333,7.545,7.698,15.853,7.68733333333,11.0614,49.9026666667,13.578
630.60,12.2966666667,42.592,25.87,17.5933333333,7.52733333333,7.777,15.779,7.72166666667,10.9762,49.8086666667,13.6176666667
630.93,12.4866666667,42.6206666667,25.9286666667,17.6953333333,7.59933333333,7.82433333333,15.8126666667,7.82733333333,11.0082666667,49.9916666667,13.6816666667
631.26,12.473,42.5086666667,25.8023333333,17.637,7.51666666667,7.81266666667,15.7193333333,7.83233333333,10.8974,49.929,13.6963333333
631.60,12.399,42.49,25.6963333333,17.5183333333,7.381,7.57933333333,15.7143333333,7.67466666667,10.7979333333,49.836,13.599
631.93,12.45,42.6113333333,25.735,17.5413333333,7.41333333333,7.63,15.824,7.71366666667,10.8738666667,49.8566666667,13.6236666667
632.26,12.2786666667,42.5553333333,25.6396666667,17.412,7.224,7.572,15.759,7.578,10.8038666667,49.8406666667,13.4593333333
632.59,12.2366666667,42.5496666667,25.6236666667,17.274,7.15,7.52666666667,15.7233333333,7.608,10.8616,49.7173333333,13.3756666667
632.92,12.3473333333,42.7926666667,25.8516666667,17.4016666667,7.238,7.70766666667,15.7373333333,7.70766666667,10.9322666667,49.842,13.5073333333
633.26,12.3193333333,42.9753333333,25.9713333333,17.375,7.275,7.70066666667,15.7673333333,7.794,11.015,49.8566666667,13.5273333333
633.59,12.4316666667,43.2336666667,26.1303333333,17.454,7.45866666667,7.867,15.9316666667,7.989,11.1952,49.958,13.742
633.92,12.337,43.15,26.1943333333,17.302,7.424,7.77033333333,15.866,7.933,11.1252666667,49.9026666667,13.703
634.25,12.2126666667,43.2203333333,26.1736666667,17.1486666667,7.384,7.67233333333,15.8696666667,7.93766666667,11.127,49.8613333333,13.6636666667
634.58,11.828,43.0133333333,25.9816666667,16.9703333333,7.179,7.42166666667,15.6733333333,7.72533333333,10.9224,49.55,13.403
634.91,11.8133333333,43.1903333333,26.123,17.0466666667,7.099,7.44066666667,15.659,7.741,10.9578666667,49.5756666667,13.419
635.25,11.88,43.2413333333,26.1806666667,17.1826666667,7.254,7.61266666667,15.688,7.924,11.0854,49.7093333333,13.4723333333
635.58,11.9136666667,43.0546666667,26.0946666667,17.0113333333,7.227,7.607,15.5913333333,7.95766666667,11.004,49.551,13.4053333333
635.91,12.0656666667,43.103,26.1483333333,17.1246666667,7.38566666667,7.67366666667,15.702,8.077,11.0088,49.5603333333,13.5606666667
636.24,12.057,43.0453333333,26.1673333333,17.1183333333,7.44966666667,7.56933333333,15.6543333333,8.05666666667,10.8844666667,49.564,13.5826666667
636.57,11.967,42.9046666667,26.0143333333,17.0773333333,7.47533333333,7.53766666667,15.7156666667,8.128,10.9300666667,49.4863333333,13.513
