wavelength,Back_EmbDuim,Belly_EmbDuim,Breast_EmbDuim,Crissum_EmbDuim,Crown_EmbDuim,DorTail_EmbDuim,Patch10_EmbDuim,Patch11_EmbDuim,Rump_EmbDuim,Throat_EmbDuim,WingTip_EmbDuim
183.35,216.049333333,114.814666667,334.567666667,150.617333333,199.999666667,167.901333333,144.444666667,62.963,-14.5678,-72.8393333333,227.160666667
183.73,221.739,88.406,327.536333333,128.985333333,218.840333333,152.173666667,118.840666667,36.2316666667,-45.7971333333,-120.29,207.246
184.11,228.889,85.5553333333,251.111,149.999666667,206.666666667,125.555666667,112.222,81.111,-11.1109333333,-82.2223333333,192.222
184.49,435.714333333,142.857,507.142666667,221.428666667,328.571333333,228.571666667,180.952333333,128.571333333,-102.856866667,-226.190333333,380.952333333
184.87,313.636333333,103.030333333,368.181666667,166.666666667,216.666666667,157.575666667,77.273,86.3636666667,-43.9393333333,-133.333666667,263.636333333
185.25,225.833333333,101.666666667,227.5,159.166666667,168.333333333,139.166666667,95.0,99.1666666667,27.8333333333,-14.1666666667,187.5
185.63,229.914333333,94.8716666667,235.042666667,151.281666667,158.974,129.059666667,91.453,93.1626666667,22.5640666667,-7.69233333333,194.871666667
186.01,174.666666667,75.3333333333,173.333333333,111.333333333,134.666666667,122.0,72.6666666667,89.3333333333,27.6,9.33333333333,157.333333333
186.39,141.666666667,79.8246666667,139.912333333,94.298,118.421,107.017333333,82.0176666667,79.8246666667,42.4561333333,21.9296666667,135.087666667
186.77,140.833333333,86.6666666667,140.833333333,96.25,122.5,98.75,86.6666666667,77.9166666667,48.0,26.6666666667,128.75
187.15,147.297333333,78.829,132.432666667,89.189,124.324333333,101.351666667,76.5766666667,80.18,42.883,19.3693333333,116.666666667
187.53,144.715333333,73.9836666667,123.170666667,77.6423333333,123.577333333,90.244,63.821,71.951,33.9836,29.2683333333,113.821
187.91,140.893333333,76.976,121.993,79.0376666667,117.869666667,94.1583333333,69.416,73.5396666667,47.1476666667,38.8316666667,114.433
188.29,131.111333333,72.0633333333,120.0,70.1586666667,108.889,92.381,67.3013333333,68.5716666667,49.7141333333,50.7936666667,111.746
188.67,120.0,67.7776666667,111.666666667,69.722,112.500333333,84.4443333333,68.611,70.5553333333,53.0554,58.0556666667,103.333333333
189.05,134.492666667,77.3916666667,109.275,69.5653333333,120.0,89.8553333333,74.203,82.319,62.5509333333,65.2173333333,102.319
189.43,146.926,75.081,120.712,72.1683333333,125.89,91.9093333333,72.1683333333,90.615,69.1909333333,68.2846666667,104.530666667
189.81,140.591333333,72.312,109.408666667,70.161,118.817,85.484,63.441,86.5593333333,70.1077333333,67.204,93.817
190.19,140.211666667,64.815,105.290666667,59.7883333333,120.370333333,81.4816666667,60.053,80.9523333333,67.6721333333,58.7303333333,85.4496666667
190.57,140.769333333,57.9483333333,102.820666667,53.8463333333,118.205,73.5896666667,54.359,82.8203333333,65.8459333333,64.1026666667,74.3586666667
190.95,144.531,45.5726666667,94.0103333333,48.6976666667,114.062666667,70.052,48.177,84.375,64.0623333333,58.3333333333,69.2706666667
191.33,162.797666667,55.6546666667,107.738,52.381,133.333333333,80.0596666667,58.9286666667,95.238,79.7026,65.4763333333,84.2263333333
191.71,159.482666667,52.8733333333,102.873666667,54.885,129.023,83.0463333333,58.908,96.2643333333,88.4483333333,58.046,87.931
192.09,192.553333333,59.5743333333,114.893666667,63.4753333333,163.120333333,95.39,70.5676666667,121.631333333,109.7164,74.468,102.482333333
192.47,174.528333333,55.3456666667,105.660333333,60.3773333333,156.918333333,83.019,71.384,116.352333333,103.2704,68.239,91.8236666667
192.85,177.273,58.788,103.030333333,57.8786666667,151.212,80.9093333333,80.0,116.060333333,109.575666667,68.485,91.8183333333
193.23,189.236,59.0276666667,115.972,64.236,164.236333333,81.2496666667,90.625,129.166666667,120.208333333,72.9166666667,111.458333333
193.61,160.818666667,57.0176666667,104.093666667,60.234,145.321666667,73.6843333333,89.4736666667,109.356666667,105.321666667,64.3273333333,107.894666667
193.99,153.687333333,56.932,99.7046666667,56.0473333333,142.477666667,73.4513333333,94.3953333333,106.784666667,103.068,59.882,106.489666667
194.37,175.157333333,71.0693333333,115.723333333,79.5596666667,153.459,87.7356666667,113.522333333,132.39,124.465333333,80.5033333333,127.987333333
194.75,188.316,83.505,123.367666667,91.7523333333,163.230333333,104.123666667,129.553,140.549666667,141.580866667,87.6286666667,140.549666667
195.13,181.944333333,99.653,119.444666667,96.528,169.097333333,106.250333333,145.833333333,146.875,150.6248,92.3613333333,146.527666667
195.51,175.577666667,100.990333333,111.881333333,96.7,161.386,96.3693333333,141.254333333,144.884333333,148.844933333,93.069,140.264
195.89,221.491,115.789666667,124.122666667,115.350666667,195.175666667,107.456,174.123,173.245666667,182.719333333,118.421,169.736666667
196.27,186.021333333,102.509,105.018,98.5663333333,156.631,84.2296666667,137.634333333,142.294333333,148.960533333,98.5663333333,132.258
196.65,246.377,146.86,131.884,124.637666667,192.270666667,105.314,173.913,187.439666667,193.4298,125.120666667,171.014666667
197.03,238.542,146.875,122.917,123.958666667,195.833666667,96.3543333333,162.500333333,194.271333333,202.292,128.646,176.563
197.40,184.337333333,106.827,97.1886666667,99.5986666667,156.225,71.4856666667,117.670666667,150.602333333,152.690533333,97.992,126.907666667
197.78,221.393,131.841,110.447666667,108.458,196.02,94.5273333333,135.323333333,184.079666667,189.651466667,123.880666667,134.328333333
198.16,307.752,160.465333333,121.705333333,151.162666667,269.767666667,103.100666667,154.263333333,262.790666667,269.6124,160.465,165.116333333
198.54,292.307666667,157.265,111.966,132.478666667,252.991666667,73.5043333333,123.931666667,257.265333333,271.795066667,133.333333333,123.931666667
198.92,248.148,142.963,118.518333333,142.963,240.0,77.778,113.333666667,260.0,243.999866667,124.444666667,119.259333333
199.30,180.729,102.083333333,91.1456666667,114.062333333,180.208,80.7286666667,77.0833333333,197.916333333,183.6458,108.854,98.958
199.68,202.381333333,102.976333333,105.952333333,133.333333333,195.238,101.190333333,85.119,219.047333333,211.904533333,125.0,112.5
200.06,164.815,102.315,114.352,131.944333333,173.611333333,98.148,86.574,192.129666667,174.537,121.759,93.0556666667
200.44,137.448666667,100.0,103.704,120.576333333,155.555666667,99.5883333333,87.2426666667,177.778,164.5266,106.996,101.646
200.82,135.317333333,93.651,100.0,117.063333333,157.936333333,103.571666667,83.3333333333,176.587,167.857066667,107.539666667,97.2223333333
201.19,146.184333333,99.5983333333,108.433666667,122.49,157.028333333,114.056333333,87.55,184.739,168.513866667,111.646666667,95.5823333333
201.57,144.0,112.0,105.333333333,114.222333333,167.111,124.444333333,90.6666666667,185.333333333,186.3112,121.333333333,94.6666666667
201.95,142.009,93.6073333333,101.369666667,116.894666667,151.598333333,111.415666667,79.9086666667,175.342333333,181.187133333,107.762333333,86.758
202.33,127.083333333,86.6666666667,102.5,108.333333333,133.333333333,107.083333333,92.9166666667,157.916666667,169.25,97.0833333333,77.9166666667
202.71,119.216,82.7453333333,99.608,105.098,130.588,96.8626666667,98.0393333333,152.549,165.176466667,92.549,87.451
203.09,131.140333333,82.8943333333,90.7893333333,96.9296666667,124.123,89.9123333333,101.754333333,150.438333333,180.350933333,90.3506666667,91.228
203.47,162.147,93.7853333333,114.689,107.344666667,145.762666667,91.5253333333,118.079,176.271333333,220.000066667,97.175,91.5253333333
203.85,121.519,76.3713333333,86.498,84.81,113.080333333,56.5403333333,98.3123333333,136.286666667,166.329133333,78.4813333333,70.464
204.22,93.6506666667,52.381,71.4286666667,60.3173333333,98.016,37.302,87.6983333333,123.412666667,158.015866667,67.4606666667,61.508
204.60,77.1316666667,31.3956666667,53.1006666667,46.5116666667,89.535,24.0306666667,79.845,114.341333333,147.364666667,63.5656666667,47.674
204.98,63.1373333333,22.353,49.804,47.4506666667,81.1763333333,23.1373333333,74.5096666667,109.803666667,142.5884,68.2353333333,45.49
205.36,42.616,6.329,41.772,40.506,61.1816666667,1.688,70.0423333333,101.687666667,137.552666667,61.1813333333,37.5523333333
205.74,53.9473333333,7.01766666667,51.7546666667,65.3506666667,65.7893333333,9.21033333333,90.351,125.438333333,147.192866667,78.9476666667,56.579
206.12,57.246,18.1156666667,45.652,61.594,66.667,15.5796666667,85.8693333333,117.391333333,135.942266667,87.3186666667,62.681
206.50,71.326,27.957,59.1396666667,63.4406666667,72.76,19.3546666667,88.5303333333,126.523333333,140.859933333,99.6413333333,73.1183333333
206.87,73.5393333333,19.5876666667,52.5773333333,57.0446666667,63.9173333333,25.0856666667,89.347,121.649666667,137.594333333,94.8456666667,71.8213333333
207.25,70.196,6.27466666667,52.1566666667,53.333,62.745,17.255,94.1176666667,130.980333333,141.646933333,106.666666667,78.4316666667
207.63,58.9146666667,3.48833333333,43.411,51.938,53.876,10.0776666667,98.4496666667,128.682,146.3564,116.279,78.2946666667
208.01,69.82,3.153,48.1983333333,52.252,46.847,18.018,110.810666667,142.342333333,175.044866667,126.576333333,90.5406666667
208.39,84.0796666667,14.4276666667,40.7963333333,50.2486666667,41.2933333333,26.368,121.890666667,147.263666667,187.263466667,133.333333333,108.457666667
208.77,116.025666667,8.333,63.4613333333,63.4613333333,29.487,21.795,157.051,170.512666667,227.179466667,157.051333333,132.692333333
209.14,105.128333333,-17.9483333333,51.282,25.641,-27.3503333333,-36.752,182.051,174.359,263.4188,153.846,116.239333333
209.52,166.666333333,-3.57133333333,88.095,61.9046666667,-15.4763333333,-28.5716666667,259.523666667,219.047666667,366.666866667,213.095333333,139.285666667
209.90,154.902,33.3333333333,111.764666667,45.098,7.84333333333,-4.90233333333,219.608,179.411666667,329.215866667,197.058666667,119.607666667
210.28,3466.66666667,233.333333333,3200.0,566.666666667,-1433.33333333,-1300.0,6266.66666667,4733.33333333,9566.66666667,5466.66666667,2400.0
210.66,-333.333333333,391.666666667,-308.333333333,25.0,666.666666667,508.333333333,-1416.66666667,-691.666666667,-2113.33333333,-1058.33333333,-225.0
211.03,26.1903333333,178.571333333,-38.0953333333,45.238,223.809666667,211.905,-338.095333333,-116.667,-516.1906,-264.285333333,23.8093333333
211.41,683.333333333,1300.0,283.333333333,266.666666667,1916.66666667,1733.33333333,-2033.33333333,-383.333333333,-3400.0,-1683.33333333,1000.0
211.79,-110.0,-240.0,-50.0,-73.3333333333,-396.666666667,-320.0,333.333333333,-43.3333333333,575.333333333,200.0,-210.0
212.17,-296.296333333,-344.444666667,-51.852,-81.4813333333,-444.444333333,-392.592333333,229.629666667,-129.629666667,451.851733333,233.333666667,-266.666666667
212.55,1116.66666667,1341.66666667,283.333333333,316.666666667,1391.66666667,1325.0,-150.0,675.0,-626.666666667,-191.666666667,1075.0
212.92,-2633.33333333,-2550.0,-750.0,-766.666666667,-2483.33333333,-2433.33333333,150.0,-1416.66666667,1276.66666667,366.666666667,-2383.33333333
213.30,-237.254666667,-282.352666667,-23.5293333333,13.7256666667,-250.980333333,-182.353,70.588,-119.607666667,201.176466667,100.0,-160.784333333
213.68,-123.232333333,-141.414333333,-12.121,12.121,-127.272666667,-69.697,76.768,-3.03033333333,135.959533333,91.9193333333,-51.5153333333
214.06,-289.473666667,-278.947333333,-114.035,-7.01733333333,-294.736666667,-166.666333333,66.6666666667,-66.6666666667,161.052533333,64.912,-150.877333333
214.44,-269.565333333,-230.435,-115.942,-46.377,-282.609,-166.666333333,49.2753333333,-81.1593333333,109.855066667,23.1883333333,-143.478333333
214.81,-954.166666667,-816.666666667,-525.0,-458.333333333,-1004.16666667,-633.333333333,-120.833333333,-350.0,77.5,-133.333333333,-550.0
215.19,8400.0,6466.66666667,5733.33333333,4266.66666667,9533.33333333,5366.66666667,1300.0,4266.66666667,513.333333333,1533.33333333,5100.0
215.57,1080.95233333,780.952333333,566.666666667,533.333333333,1166.66666667,504.762,9.52366666667,500.000333333,-21.9048,142.857333333,371.428333333
215.95,1012.5,679.166666667,412.5,412.5,1062.5,466.666666667,-12.5,383.333333333,-13.3333333333,104.166666667,379.166666667
216.32,648.718,453.846,323.077,269.230666667,725.641,410.256333333,-5.128,269.231,45.6411333333,135.897,358.974333333
216.70,780.0,486.666666667,423.333333333,323.333333333,916.666666667,453.333333333,-53.3333333333,333.333333333,93.3333333333,190.0,433.333333333
217.08,376.666666667,218.333333333,201.666666667,146.666666667,500.0,205.0,-3.33333333333,168.333333333,61.3333333333,75.0,215.0
217.46,223.958333333,138.541666667,161.458333333,111.458333333,315.625,139.583333333,9.375,122.916666667,47.2916666667,44.7916666667,167.708333333
217.83,162.222333333,102.963,125.926,71.111,217.777666667,90.3703333333,7.40733333333,115.555666667,50.5186,46.6663333333,117.778
218.21,189.473666667,142.982333333,149.123,92.1053333333,278.947333333,114.035,5.263,134.210333333,68.7718,47.3683333333,127.193
218.59,185.087666667,142.105,151.754,84.2106666667,269.298333333,100.000333333,-4.386,126.316,62.6314,43.8596666667,104.386
218.97,146.376666667,110.869333333,125.362666667,57.9713333333,209.420333333,91.3046666667,-4.34766666667,123.188666667,51.5941333333,23.1883333333,80.4346666667
219.34,177.419333333,136.559,169.892333333,74.1936666667,275.268666667,121.505666667,-4.30133333333,170.968,45.5916,1.07533333333,93.5483333333
219.72,238.271666667,176.543333333,227.160666667,91.358,351.851666667,188.888666667,37.037,233.333333333,87.1605333333,-6.173,156.79
220.10,128.333333333,117.5,160.833333333,62.5,248.333333333,122.5,6.66666666667,148.333333333,39.0,-5.83333333333,85.8333333333
220.47,127.777666667,123.809333333,157.142666667,59.5236666667,234.127,82.5396666667,5.55566666667,144.444333333,28.5714666667,-6.34933333333,52.381
220.85,99.359,103.205,135.897333333,56.4103333333,183.333333333,60.2563333333,5.128,120.513,23.5897333333,-3.846,50.0
221.23,121.428333333,120.238,148.809333333,62.5,176.190333333,92.262,16.0713333333,127.976,34.6428,17.8573333333,63.6903333333
221.61,153.216666667,126.315666667,160.234,71.345,181.286666667,103.509,36.2576666667,138.011666667,63.509,35.0876666667,74.854
221.98,164.815,141.975333333,178.395333333,103.704,204.938333333,125.308666667,54.321,156.172666667,76.1726666667,53.7033333333,100.0
222.36,151.741666667,130.348,165.174333333,90.5473333333,169.651666667,115.422666667,54.2286666667,154.726333333,83.2836,72.6366666667,115.920666667
222.74,190.123333333,160.494,203.086333333,106.173,195.061666667,153.086333333,74.6913333333,197.531,118.1482,94.4443333333,162.963
223.11,303.125,245.833333333,322.916666667,146.875,329.166666667,218.75,101.041666667,287.5,168.125,161.458333333,276.041666667
223.49,270.476,230.476333333,236.190333333,115.238,275.238333333,181.904666667,59.9996666667,222.857,131.0476,138.095,235.238
223.87,204.081666667,193.877333333,191.836666667,95.238,195.918333333,141.497,61.905,167.347,102.993533333,136.054333333,189.796
224.24,199.999666667,177.777666667,173.456666667,83.9506666667,168.518666667,143.827,66.667,153.703666667,116.666733333,122.839333333,190.740333333
224.62,190.104333333,160.416333333,163.541666667,101.041333333,153.646,151.041333333,87.5,159.374666667,130.312466667,122.916333333,186.979
225.00,220.115,174.138,170.115,99.4253333333,171.264333333,174.712666667,98.8506666667,169.540333333,141.724,126.436666667,201.724
225.38,230.0,194.666666667,182.666666667,109.333333333,178.0,180.0,104.666666667,179.333333333,164.533333333,138.0,221.333333333
225.75,280.952666667,258.095333333,232.381,140.0,228.571333333,236.190333333,116.190333333,208.571333333,187.4284,169.523666667,297.143
226.13,208.333333333,202.083333333,175.694333333,118.055666667,177.778,175.694333333,106.249666667,163.194666667,137.222,131.25,229.166666667
226.51,186.956666667,201.449333333,163.043666667,121.014333333,177.536333333,184.782666667,105.797,132.608666667,122.6088,106.522,201.449
226.88,133.854,151.562333333,129.166333333,105.208,140.625,135.416666667,74.479,100.520666667,92.1872666667,70.833,135.937333333
227.26,113.964,125.225,103.153333333,86.937,112.162,110.811,58.5586666667,88.7386666667,86.9370666667,50.9006666667,111.711333333
227.64,105.185333333,123.703666667,111.481333333,93.3333333333,113.333333333,114.814666667,67.7776666667,96.2963333333,97.5553333333,58.889,114.074
228.01,88.449,107.921,95.3793333333,87.4586666667,104.950333333,99.3396666667,53.1353333333,85.1483333333,88.5807333333,45.2146666667,99.67
228.39,78.4313333333,111.764666667,94.7713333333,94.4446666667,103.268,90.523,55.5556666667,87.2546666667,83.0717333333,44.1173333333,91.1763333333
228.76,54.1666666667,93.4523333333,86.9043333333,81.5473333333,90.1783333333,71.7263333333,41.6666666667,60.7143333333,68.5712,28.5713333333,78.2736666667
229.14,54.068,91.076,84.7766666667,85.8266666667,90.8136666667,70.3413333333,44.882,62.2046666667,63.0448,37.2703333333,71.3913333333
229.52,42.257,87.664,77.1656666667,79.265,91.3386666667,62.7296666667,39.895,57.7426666667,54.2256666667,23.3596666667,69.2913333333
229.89,32.4076666667,72.4536666667,54.861,62.2683333333,69.676,47.9166666667,28.009,47.2223333333,41.5742,16.898,49.537
230.27,27.3183333333,69.4236666667,46.115,48.8723333333,64.6616666667,41.8546666667,24.812,40.6013333333,41.7542666667,9.27333333333,41.3533333333
230.65,33.604,70.732,43.6313333333,50.4063333333,65.3116666667,37.3983333333,24.9323333333,43.3603333333,43.9024,11.924,44.7156666667
231.02,36.3363333333,73.273,37.5376666667,44.144,75.075,40.841,27.327,41.7416666667,43.6032666667,18.919,50.751
231.40,44.058,86.0873333333,41.1596666667,53.6233333333,72.7533333333,54.493,24.6376666667,44.348,37.1594,29.2753333333,51.884
231.78,35.238,77.143,30.7936666667,41.27,55.5553333333,41.9046666667,15.2383333333,26.984,22.0314666667,19.365,46.3493333333
232.15,23.3333333333,80.8333333333,14.5833333333,31.6666666667,49.1666666667,37.9166666667,-1.66666666667,9.58333333333,-0.333333333333,13.3333333333,44.1666666667
232.53,24.0003333333,80.4446666667,4.44433333333,19.5553333333,42.2223333333,40.0,-20.889,-9.33333333333,-7.289,3.111,43.5556666667
232.90,27.143,83.3333333333,-6.19033333333,10.4763333333,27.619,40.476,-32.857,-2.857,-18.0954,8.57133333333,39.9996666667
233.28,10.0,94.4446666667,-16.111,-11.1113333333,1.66633333333,38.8886666667,-53.8886666667,-21.6666666667,-34.1112,-0.555666666667,67.2223333333
233.66,37.963,78.2406666667,10.185,9.259,8.33333333333,40.741,-37.5,-4.16666666667,-15.4631333333,25.463,54.1666666667
234.03,51.082,87.879,27.2726666667,27.7056666667,24.6753333333,58.4416666667,-25.5413333333,9.524,4.93526666667,31.169,67.9656666667
234.41,48.684,86.4033333333,36.842,38.158,17.1053333333,62.7193333333,-36.4036666667,5.26333333333,-2.63146666667,28.0703333333,65.351
234.78,27.0,73.6666666667,28.6666666667,33.3333333333,10.0,51.3333333333,-27.6666666667,4.0,1.06666666667,18.3333333333,51.3333333333
235.16,11.594,61.739,23.7683333333,27.2463333333,-2.89866666667,36.2316666667,-26.3766666667,-4.92733333333,-3.24626666667,9.565,39.1303333333
235.54,7.94866666667,46.4103333333,19.487,16.6666666667,2.30766666667,30.7693333333,-19.2306666667,-2.05133333333,2.05106666667,6.66666666667,31.5386666667
235.91,3.00766666667,43.609,11.278,14.787,2.005,28.5713333333,-28.07,-4.76233333333,0.350733333333,1.253,21.303
236.29,6.34933333333,40.136,20.1816666667,18.1406666667,7.48266666667,27.2106666667,-17.0066666667,2.04066666667,7.211,2.94766666667,21.0886666667
236.66,9.20233333333,37.014,17.996,18.4046666667,5.93066666667,22.4946666667,-8.18,8.589,12.2696666667,10.4293333333,24.335
237.04,4.67066666667,40.9766666667,14.225,21.019,6.794,17.4096666667,-14.4373333333,1.911,8.11053333333,9.12966666667,23.567
237.41,-3.756,34.9766666667,3.52133333333,19.249,2.582,10.3286666667,-20.892,-9.62433333333,6.05606666667,0.704333333333,7.04233333333
237.79,-14.5413333333,32.4386666667,-6.04033333333,18.568,0.894666666667,12.0803333333,-19.9106666667,-12.9753333333,4.2056,5.593,6.26433333333
238.17,-17.58,30.5936666667,-7.53433333333,13.4703333333,-0.685,13.927,-21.233,-13.927,1.27846666667,11.187,5.70766666667
238.54,-16.331,25.5033333333,-9.172,8.501,1.11866666667,20.358,-13.6463333333,-12.528,5.2348,10.2906666667,6.264
238.92,-15.09,22.072,-6.75666666667,5.856,-5.18033333333,15.991,-17.5673333333,-15.9906666667,-3.51346666667,9.45966666667,6.75633333333
239.29,-7.85533333333,24.416,-8.705,9.12933333333,-2.12333333333,19.745,-15.499,-12.3143333333,-3.4396,9.342,6.36933333333
239.67,-25.056,18.792,-15.6596666667,2.68466666667,-16.5546666667,10.291,-18.3443333333,-25.9506666667,-15.2573333333,3.803,-0.223666666667
240.04,-21.9103333333,12.3596666667,-10.487,0.936333333333,-16.4793333333,7.865,-10.1123333333,-19.8503333333,-14.8314666667,5.056,2.80866666667
240.42,-15.7123333333,11.16,-11.16,2.79,-14.5373333333,8.37,-5.43333333333,-11.7476666667,-7.4304,7.48866666667,6.90166666667
240.79,-10.6226666667,12.9423333333,-4.029,6.47133333333,-6.83733333333,14.408,0.122,-6.47133333333,-3.19926666667,7.326,8.18066666667
241.17,-4.83566666667,7.81933333333,-2.572,4.11533333333,-7.30466666667,14.6093333333,2.16066666667,-4.62933333333,-2.9012,6.893,8.02433333333
241.54,-0.344666666667,7.83833333333,0.516666666667,4.65133333333,-5.25433333333,14.9006666667,3.61766666667,-1.464,-1.42986666667,8.01033333333,10.939
241.92,3.61466666667,8.755,1.285,3.61466666667,-5.06,13.2526666667,4.57833333333,-2.81133333333,-2.2008,4.57833333333,11.1646666667
242.29,2.402,7.80766666667,0.825666666667,3.67866666667,-5.781,9.985,4.72966666667,-3.52866666667,-3.814,2.77766666667,9.68466666667
242.67,2.974,8.64433333333,2.144,4.979,-5.04833333333,8.09133333333,4.426,-3.87266666667,-4.3706,3.873,9.889
243.05,3.595,6.66666666667,1.046,5.948,-3.33366666667,9.869,5.49033333333,-3.72533333333,-2.8364,4.575,9.54266666667
243.42,3.27066666667,7.673,3.27033333333,6.54066666667,-2.76733333333,10.44,5.157,-1.698,-2.1134,5.09433333333,10.8806666667
243.80,4.526,5.994,2.324,6.97266666667,-0.611666666667,10.581,4.832,-1.28466666667,-2.15293333333,4.03666666667,11.7433333333
244.17,6.99866666667,7.11766666667,3.55833333333,7.76966666667,1.48266666667,11.803,5.21933333333,-1.00833333333,-1.70833333333,7.35466666667,13.6416666667
244.55,8.28933333333,7.58866666667,4.26166666667,8.40633333333,3.50233333333,12.7846666667,3.678,-1.34266666667,-1.4944,7.764,14.4776666667
244.92,8.13533333333,6.21466666667,3.729,7.28833333333,1.97733333333,10.6213333333,2.14666666667,-2.09033333333,-2.97173333333,8.47466666667,13.672
245.30,5.71866666667,6.131,3.70933333333,5.461,1.082,9.06733333333,1.597,-1.70033333333,-2.41113333333,6.955,12.0556666667
245.67,6.829,5.44433333333,3.77266666667,4.96633333333,1.86233333333,9.50333333333,2.149,-1.051,-1.73833333333,6.35133333333,12.4643333333
246.05,6.7,5.90933333333,6.28366666667,5.45166666667,2.70466666667,11.236,3.662,0.499333333333,0.4492,8.03166666667,13.4833333333
246.42,6.24766666667,5.61166666667,6.098,4.714,2.357,10.1756666667,3.14233333333,0.561,0.733133333333,7.33266666667,13.3933333333
246.79,6.9,6.21366666667,6.04166666667,5.733,3.261,11.9463333333,3.67333333333,1.78533333333,1.936,8.47933333333,13.9376666667
247.17,6.942,6.71766666667,6.206,4.22266666667,3.42333333333,10.8126666667,3.93466666667,1.98333333333,1.91293333333,8.44533333333,13.4036666667
247.54,6.636,6.17733333333,6.17733333333,3.364,2.50766666667,10.948,4.22,0.703333333333,1.639,8.34866666667,13.2413333333
247.92,6.76666666667,7.267,7.414,4.11866666667,2.64766666667,11.856,4.619,1.29433333333,2.91866666667,9.64966666667,13.5333333333
248.29,6.518,7.26133333333,7.433,4.14533333333,2.88766666667,11.778,5.46033333333,1.71533333333,3.79073333333,8.83366666667,12.893
248.67,5.88233333333,6.86266666667,7.209,3.31633333333,2.04733333333,11.3036666667,5.796,0.490333333333,3.397,8.13166666667,11.9663333333
249.04,5.46266666667,6.84266666667,7.166,2.96633333333,1.909,11.6593333333,5.492,-0.0586666666667,2.9836,8.01766666667,11.6006666667
249.42,6.11666666667,7.32133333333,7.136,3.89233333333,2.873,12.8206666667,6.333,-0.247,3.34866666667,8.928,12.419
249.79,5.44866666667,7.91666666667,7.62833333333,4.55133333333,3.20533333333,13.045,6.63466666667,0.481,3.6412,9.391,11.3783333333
250.17,4.09766666667,7.576,5.33766666667,3.82233333333,2.96133333333,11.949,5.23433333333,-0.757333333333,2.87893333333,8.19533333333,9.95166666667
250.54,3.569,7.064,4.15766666667,3.67933333333,2.35466666667,12.9876666667,4.63566666667,-1.83966666667,2.8182,8.09433333333,9.345
250.92,2.37533333333,7.205,4.157,2.85,1.74166666667,11.2826666667,4.236,-3.32533333333,2.0348,7.99666666667,7.72
251.29,3.317,7.96033333333,6.136,5.47266666667,2.65333333333,12.272,4.353,-2.48766666667,3.2254,9.53566666667,8.29166666667
251.66,4.09733333333,7.38366666667,5.71933333333,4.951,3.15833333333,11.524,3.71333333333,-2.518,3.58533333333,9.56033333333,7.213
252.04,3.93933333333,6.883,4.24233333333,4.026,2.684,10.476,2.98733333333,-2.771,3.22086666667,9.17766666667,6.92633333333
252.41,4.023,6.71933333333,3.31566666667,4.06733333333,2.38733333333,10.2123333333,1.76833333333,-2.74066666667,3.51906666667,8.84166666667,6.631
252.79,5.31233333333,7.127,4.338,4.648,3.32,10.978,2.7,-1.72633333333,4.0728,10.1816666667,7.304
253.16,7.45733333333,7.95133333333,5.256,6.64833333333,4.04333333333,11.5003333333,4.223,-0.404333333333,6.09153333333,10.2423333333,8.89466666667
253.54,7.582,7.767,4.90033333333,6.334,3.606,11.373,3.51366666667,-0.739666666667,5.32606666667,9.84733333333,7.998
