wavelength,Back_SalMulf,Belly_SalMulf,Breast_SalMulf,Crissum_SalMulf,Crown_SalMulf,DorTail_SalMulf,Patch10_SalMulf,Patch11_SalMulf,Patch12_SalMulf,Patch13_SalMulf,Rump_SalMulf,Throat_SalMulf,WingTip_SalMulf
184.11,54.3458111112,50.1075333333,46.4516666667,84.4085999999,82.7956666667,40.9677,86.2366,76.3440666666,60.1075333334,66.7740666667,70.8600666667,53.1182,69.0322666667
184.49,44.7294,41.9658,33.5042,65.7265333332,67.7778,37.9059,70.1710666667,64.1878666667,44.7009333334,56.1537333334,57.094,42.1368,58.1198
184.87,41.7676055556,41.3637333333,28.1817333333,57.4999333334,58.3334,36.8561333333,63.1817333334,55.9849333333,41.8182666667,47.5757333333,54.7726,40.0,61.5152666667
185.25,41.5539555556,35.5857333333,20.4505333333,53.7838,59.7296666667,35.8558,66.5765333334,51.1711333332,40.0001333333,42.2522666667,48.1980666667,40.6306,62.1620666667
185.63,33.1362055556,28.1720666667,12.2581333333,43.0108,54.6237333334,26.2904666667,69.5700000001,51.3979333333,37.0968,35.5916,42.6882,37.4194666667,57.3118666666
186.01,16.8282611111,11.1514666667,-8.60613333335,19.2728,30.4243333333,9.6969,49.0907999999,34.5454,18.7877333333,18.182,27.515,20.3637333333,48.9695999999
186.39,4.127,-2.38093333332,-12.7381333333,9.64279999999,13.3333333333,-6.36910000006,31.7857333333,13.0953333333,8.33313333334,9.52386666662,7.14280000001,7.73813333332,36.6666666667
186.77,-6.07295000001,-10.6897333333,-24.138,-5.17239999999,4.13793333335,-13.9655666667,21.4942666667,-1.60926666667,1.03453333335,11.2642,-12.9884666667,1.49426666666,24.1380000001
187.15,-1.89437222221,-7.65013333332,-24.2622,-2.623,4.26233333332,-13.8250999999,20.0,1.63940000001,4.04373333332,17.7050666667,-14.5356,2.95100000002,19.7814
187.53,16.4338444444,11.7116666667,-7.83779999999,12.4324666667,19.1892,6.03606666666,38.1079333334,15.946,15.4052,35.1352,0.450399999986,20.5404,29.8197333333
187.91,15.0143444444,15.7575333333,-10.909,13.4198666667,17.9221333333,14.1990666667,42.4241333334,14.5455333333,16.0174,34.6322,-1.03900000003,27.0128666667,32.2077333333
188.29,-5.98888888881,-6.26666666666,-49.7333333334,-7.86666666666,-10.4,-5.46666666666,35.0666666667,-11.3333333334,-7.19999999999,18.1333333334,-41.6,4.13333333334,16.9333333333
188.67,-35.9721444444,-38.8095333333,-119.047533333,-38.8093999999,-59.5238666668,-41.7858000001,33.3334666667,-58.5714666666,-51.1906666666,3.09540000006,-103.571466667,-8.33339999986,7.3807333334
189.05,-65.9260388889,-78.1480000001,-192.592666667,-82.9629333334,-99.2592666669,-100.925933333,11.1110666667,-120.740933333,-93.7036,-2.59260000014,-201.851866667,-43.7035999999,-30.3702666665
189.43,-90.8950666668,-65.9259333333,-204.4444,-94.4444666667,-114.444533333,-140.555566667,4.07406666666,-140.370466667,-124.074266667,-28.8887333333,-208.888933333,-62.9629333335,-40.0000666667
189.81,5.69441666666,13.7037333333,-57.7779333333,2.96293333336,-16.8518666667,-30.6482333333,46.2963333334,-32.4073333334,-18.1481333333,27.2222666667,-63.1482666667,9.44439999998,25.0000666667
190.19,8.8618888889,14.9593333333,-43.5771333333,14.6341333333,1.30086666668,-23.1706333333,57.2357333334,-24.3902,-7.47953333332,27.6423333333,-51.0568666666,6.17893333334,16.7480666667
190.57,12.8194444445,9.33333333336,-45.1666666667,8.66666666668,-3.00000000002,-25.4166666667,57.1666666665,-30.1666666667,-16.1666666667,15.5,-51.5000000001,1.50000000008,2.0
190.95,-11.7433388888,-14.4827999999,-84.3678000001,-6.66679999999,-26.2068,-69.9998666667,46.6666666665,-76.7816000001,-49.8852,-27.8160666667,-89.6550666668,-27.1264666667,-22.5286666667
191.33,-63.9999999999,-49.3333999999,-203.111,-52.4443333333,-93.7778666666,-168.888933333,55.1111999999,-212.888933333,-133.777733333,-91.9998666665,-201.3334,-74.6665333334,-81.7778
191.71,-1.3498004565e+15,-1.42869874543e+15,-2.48636229428e+15,-1.04060445936e+15,-1.62487827465e+15,-2.20062254519e+15,-3.45446562326e+14,-2.71239523012e+15,-1.81252825912e+15,-1.41163965593e+15,-2.55033387989e+15,-1.31781466369e+15,-1.3988453388e+15
192.09,-595.370450001,-666.666533335,-1115.55546667,-468.8888,-739.999933333,-1104.44433333,-202.222266668,-1295.5556,-953.333399999,-757.777733333,-1286.66673333,-684.4444,-535.555533333
192.47,423.095138889,408.571466667,596.1904,384.761866667,466.666666667,659.047733333,234.2856,689.523733335,595.238066667,464.761933333,671.428599999,354.2858,404.762
192.85,524.6033,509.523933333,652.381066667,477.142933333,538.095133333,723.809566667,319.047666667,711.428533332,672.380866667,517.142933333,791.428733334,463.809666667,471.428466667
193.23,264.166733334,261.4814,315.926,247.036933333,294.074066667,342.777833333,163.333333333,340.370333333,322.963066667,256.296066667,375.925933333,228.888733333,248.5186
193.61,280.058522222,291.228133333,334.035066667,264.561466667,314.385933333,337.5437,190.526266667,329.473733333,320.0,251.228,395.0878,238.9474,259.298266667
193.99,188.227583333,184.285733333,201.4284,173.0158,197.301533333,201.746066667,142.222333333,205.237933333,201.587466667,173.651,220.4762,161.269733333,170.635
194.37,166.133866667,162.313,173.469266667,153.741466667,178.231266667,178.231333333,135.6462,181.2244,184.897933333,149.2518,192.925066667,134.693933333,151.700666667
194.75,149.777794445,138.111066667,153.1112,127.7778,154.5556,151.888666667,114.000066667,152.6666,158.444466667,124.0,169.111133333,112.8888,125.666666667
195.13,135.452477778,128.762,140.000066667,115.904666667,145.0476,139.333333333,101.3334,140.1904,145.7144,110.6668,153.142933333,103.714333333,111.4286
195.51,171.566516667,165.027333333,172.568266667,147.650333333,179.344266667,177.5956,130.710533333,173.223933333,186.011066667,138.251333333,195.300733333,136.065733333,138.47
195.89,156.611838889,147.9812,160.939,141.4084,166.666533333,161.878066667,119.906333333,162.535266667,172.488133333,133.0516,179.248866667,129.5774,130.610333333
196.27,143.098972222,137.831266667,147.630666667,129.5582,155.743,150.923733333,109.0762,150.040133333,157.108533333,126.9076,165.943733333,121.285,125.140666667
196.65,141.4275,139.999933333,147.209266667,128.527066667,153.9536,148.875933333,109.534866667,150.853066667,155.038733333,127.209266667,163.178333333,123.1008,124.961333333
197.03,137.025833333,139.9186,149.9186,131.625866667,152.9268,152.195033333,105.934933333,156.666666667,150.9756,129.918733334,157.073266667,119.837266667,126.178933334
197.40,158.059722222,165.373133333,177.9104,148.159333333,178.806,177.213966667,121.492466667,187.8606,175.820866667,151.0448,178.9054,133.432933333,145.2734
197.78,133.787861111,136.277133334,147.792133333,122.943666666,157.748733333,152.1644,99.3073333333,164.935,153.073533333,131.514866667,147.705666667,109.7836,124.848533333
198.16,128.589661111,133.076933333,147.265,117.7778,154.957333333,148.0341,96.5811333333,161.9658,150.5128,120.9402,152.307733333,101.966,119.572733333
198.54,126.457383333,125.974,145.714333333,110.909,152.6406,139.264033333,88.3118000001,159.913333333,149.6104,119.653733333,154.026,100.259666667,114.026066667
198.92,120.939733333,118.765466667,137.283866667,106.9136,149.465,134.8147,85.926,158.600666666,141.152133333,109.959,147.736666667,97.6132000001,109.3004
199.30,140.606927778,138.564,157.230666667,122.871733333,172.615533333,157.8461,96.7178666666,184.205,161.1282,117.538533333,172.102666667,109.128133333,132.512933333
199.68,105.087555556,110.263333333,121.929733334,95.9649333335,138.684266667,123.070133333,72.1930666666,149.385933333,125.7018,92.193,134.912333333,82.4561999999,103.596533333
200.06,114.38805,121.3526,127.9228,105.217533333,147.826066666,133.429833333,81.6425333334,163.9614,134.009666667,98.9372,148.695666667,86.5700666666,113.140066667
200.44,113.648627778,117.837933333,121.1712,108.648666667,143.153266667,130.270333333,82.973,161.4414,129.369466666,94.6846666667,143.873866667,86.5765999999,115.5856
200.82,116.589755555,116.615333333,123.282,110.666666667,153.641,139.179466667,88.4101999999,171.7948,137.948733334,99.5896666667,152.717866667,84.1024,117.846133333
201.19,123.873233333,123.4742,128.7324,113.145533333,156.5258,139.389933333,98.2160666666,170.422466667,145.3522,103.755733333,159.999933333,93.615,123.8498
201.57,107.058438889,102.3158,106.8072,98.5263333334,125.824533333,114.491133333,84.7717333332,138.3158,122.034933333,93.6141333333,132.842066667,83.7895333333,104.912333333
201.95,106.08975,102.884666667,104.166666667,99.423,116.730733333,114.5513,87.1153333334,133.461533333,118.269266667,94.0385333333,131.4102,85.5127999999,101.859066667
202.33,107.149027778,102.327133333,102.767333333,103.144666667,113.3964,115.157166667,88.7421333334,132.5786,116.289466667,94.1509333333,129.308133333,88.1761333333,103.647933333
202.71,103.947611111,101.218066667,100.9616,103.7178,112.1796,116.762666667,91.4103333334,132.628266667,111.923066667,87.9486,125.8974,86.2819333333,98.7180666666
203.09,104.322016667,106.972466667,103.058,105.0764,112.7828,118.165033333,94.8011999999,132.2936,117.370066667,97.7371333334,123.914266667,92.049,104.2814
203.47,93.9687722221,95.1009999999,93.0807999999,94.2424666665,104.747466667,103.4344,91.4142666667,116.5656,107.828333333,95.1010666667,110.505133333,86.8182666667,94.2424666666
203.85,103.761677778,100.305466667,100.661466667,100.661533333,114.351133333,108.651166667,100.814066667,123.307866666,114.096733333,102.493466667,115.6744,94.0967333334,102.799066667
204.22,96.2831222222,93.0323333333,94.4946666667,93.8064,106.279533333,101.354866667,93.4624666667,109.935533333,105.247266667,95.6128000001,105.247266666,89.8495333333,93.9784666667
204.60,98.1879833333,96.9574000001,98.6576666665,96.3759333334,109.261666667,102.796466667,98.3892666667,111.141,106.129733333,99.2393333334,105.727,94.7652000001,93.9148666667
204.98,102.993372222,101.403533333,104.342133333,99.6930000001,112.280733333,104.057033333,102.675466667,115.877066667,108.113933333,102.061466667,107.763066667,99.5613333333,97.4121333334
205.36,104.513416667,102.309266667,104.401,99.5207333334,114.204733333,104.0304,104.836666667,117.647133333,107.145933333,102.875666667,108.8452,101.132733333,99.1721333333
205.74,102.373383333,104.535066667,103.628133333,97.6417333334,114.784466667,103.537466667,106.666666667,115.918333333,105.124733333,104.444466667,108.344733333,99.7732,99.3198
206.12,103.595427778,111.126733333,108.215866667,100.7982,120.328533333,107.5352,110.3286,120.704266667,107.1832,107.370866667,113.8028,102.723066667,106.103333333
206.50,102.350161111,111.415,107.865733333,97.9375999999,120.143933333,108.9689,110.455733333,121.870533333,105.851466667,107.961666667,112.7578,105.036,107.338266667
206.87,105.050816666,110.798133333,108.967133333,100.657333333,121.737133333,109.3662,113.145533333,120.234733333,107.042133333,113.3802,113.708933333,108.497733333,110.7042
207.25,107.431061111,109.423666667,111.929933333,103.9098,123.659133333,109.248166667,115.1378,119.298266667,105.363466667,116.190466667,116.4912,108.2206,110.2758
207.63,124.0823,118.988133333,126.250066667,116.666733333,136.1904,123.184566667,125.416666667,134.881,119.880933333,129.6428,131.9644,117.678533333,119.2262
208.01,118.323227778,112.484866667,120.908866667,108.969666667,127.8182,117.8789,116.0606,125.696933333,115.454533333,123.8184,127.151533333,110.8486,112.788
208.39,132.721005556,130.6818,136.969666667,122.954466667,147.7274,132.954533333,132.424333333,143.2576,131.818066667,142.954466667,149.015133333,123.106,129.924266667
208.77,147.250777778,141.452933333,146.6666,134.8718,160.0,150.170933333,140.940266667,157.521533333,145.1282,152.564133333,165.213733333,127.948733333,143.504266667
209.14,148.881088889,143.148266667,146.666666667,133.7036,161.852,152.8239,138.703666667,158.611333333,147.8702,148.888866667,171.944466667,121.574,144.537133333
209.52,161.99155,155.6922,155.4872,147.692333334,171.281933333,173.179533333,152.0,169.7436,161.230866667,164.923066667,189.9486,130.871866667,156.102533333
209.90,166.120283333,144.000066667,151.333333333,147.888933333,174.666666667,173.055633333,146.555533333,170.222133333,158.5556,156.222333333,191.888866667,123.555533333,151.666733333
210.28,208.267216667,157.936733333,170.317466667,176.031733333,214.126933333,199.365233333,177.7778,201.1112,185.3968,187.618933333,232.063466667,141.745933333,169.206333333
210.66,289.094766667,199.753266667,231.111066667,239.2592,311.111266667,255.8025,230.370266667,277.5308,263.456733333,262.963066667,325.432066667,166.666533333,221.481533333
211.03,241.197916667,168.75,200.0,193.958333333,259.375,221.041666667,184.791666667,238.958333333,216.25,210.208333333,272.916666666,125.416666667,187.916666667
211.41,175.719633333,126.9698,146.0606,143.787866667,179.848466667,156.7423,133.9394,174.242466667,152.121133333,139.545533333,195.909066667,90.9090666667,135.3032
211.79,135.706083333,107.361133333,118.333333333,123.0556,154.4444,130.0695,107.6388,145.139066667,113.1944,111.6668,161.111066667,71.2498000001,114.4444
212.17,204.695383333,163.0108,186.0216,213.5484,241.2904,195.913866667,173.118266667,228.1722,169.892533333,182.1506,249.247333333,119.139733333,183.440866667
212.55,223.518544445,148.1482,207.4074,216.5432,252.345666667,207.531066667,188.148066667,251.111133333,185.926,186.9136,265.432066667,122.716066667,180.740733333
212.92,182.59855,118.4946,175.268866667,175.4838,215.053733333,171.182866667,160.4302,223.440866667,163.655733333,165.806533333,223.440866667,114.1936,146.021533333
213.30,276.143794444,160.391933333,263.529466667,280.392066667,346.274533333,251.176466667,235.686333333,341.960866667,254.117733333,277.647,338.823466667,170.980333333,216.078466667
213.68,192.830616666,96.8253333333,204.4444,190.793533333,275.238066667,174.9206,163.492133333,260.317533333,190.793466667,205.0794,232.6984,106.666666667,156.825466667
214.06,243.157888889,157.543933333,270.175466667,257.894666667,315.4386,233.6842,236.491133333,339.999933333,263.8596,267.719266667,295.789466667,181.0528,219.999933333
214.44,236.304266667,177.971,288.405733333,249.855,302.3188,230.724733333,231.8842,322.898466667,262.028933333,271.3044,285.5072,195.652133334,230.724666667
214.81,164.470261111,135.814,198.759666667,173.333333333,198.759666667,168.8374,173.178333333,209.922533333,169.302333333,185.581466667,192.093,154.4186,158.914733333
215.19,143.201533333,117.1752,168.361533333,149.265466667,165.1978,143.333233333,145.4238,173.3332,149.830533333,155.819333333,160.225933333,136.045133333,137.175266667
215.57,189.034388889,155.3968,225.555533333,193.809466667,222.0636,199.6827,185.714333333,235.873066667,209.682533333,211.428666667,218.095133333,184.285666667,183.809533333
215.95,190.861572222,157.687266667,219.0476,189.932,209.523733333,197.8232,185.714266667,227.482866667,213.7414,207.483,214.965933333,187.8912,179.591866667
216.32,159.276083334,135.656666667,175.858666667,151.6162,166.565733333,161.616266667,153.939533333,185.858733333,174.242333333,166.5658,174.545466667,152.9292,143.232266667
216.70,149.488388889,132.456066667,157.7192,144.298266667,157.105133333,153.508733333,141.052533333,170.701733333,160.175333333,156.403533333,157.719333333,142.543866666,138.8598
217.08,135.437838889,120.549066667,147.2942,129.9608,142.588066667,139.4509,128.235333333,150.666666667,146.431266667,139.6078,142.196,126.902,127.5294
217.46,140.025555556,128.505866666,150.421333333,136.1686,145.747066667,147.547966667,132.4138,152.9502,148.429,146.130133333,149.6552,133.6398,133.026866667
217.83,145.1443,132.727333333,153.333333333,142.597533333,148.398266667,151.817966667,135.930733333,156.450266667,148.3984,144.329133333,154.2858,139.653666667,134.372133333
218.21,127.832538889,118.3098,136.807466667,123.4742,139.718266667,138.5447,117.464666667,140.000066667,131.924933333,123.755933333,139.155066667,121.0328,118.685466667
218.59,130.242938889,114.687266667,141.145866667,122.395733333,147.3958,148.958233333,119.583266667,139.374866667,140.520733333,118.7498,143.854066667,120.520733333,121.8748
218.97,179.932733333,145.6564,197.777866667,156.1616,208.080866667,214.949366667,150.100933333,191.515066667,206.0606,138.989733333,197.7778,141.010133333,168.282666667
219.34,298.055544444,254.761933333,314.762,227.142733333,361.9048,382.380833333,255.238066667,344.761933333,353.333466667,207.619066667,322.3808,187.1428,262.857066667
219.72,234.18005,200.635,249.2064,194.285666666,277.777866667,292.857233333,218.412733333,274.9206,256.507933333,185.714266667,246.6666,159.365066667,214.603066666
220.10,264.999933333,221.7778,298.2222,211.111066667,317.7778,332.444366667,258.222133333,310.222066667,268.888733333,208.8888,284.8888,163.111133333,256.888933333
220.47,234.444411111,185.1282,278.9744,148.718066667,304.615333333,340.000066667,222.051133333,274.8718,241.0258,196.9232,274.359066667,139.487066667,212.307666667
220.85,251.049461111,171.1112,320.740733333,156.296266667,365.925866667,423.333233333,297.777666667,351.111,282.9628,188.888733333,353.333466667,134.074133333,240.740666667
221.23,114.53705,66.6666,178.888933333,52.2221999999,219.4444,249.722166667,140.5556,226.666733334,115.5556,83.3334,224.444466667,36.1111333333,137.222133333
221.61,51.2963666666,23.5554666667,78.4443333333,21.5555333333,99.1111333333,97.2221333333,71.7778,108.8888,60.0,28.8889333333,83.1111333333,22.2222,59.5555333333
221.98,42.3724388889,12.6125333333,71.7115999999,12.7926666667,82.8829333333,78.8288333333,52.9730666667,93.1531999999,61.982,37.1171333333,66.6666666666,19.2792666667,45.4053333334
222.36,64.4444888889,44.1110666667,84.8887999999,49.3333333333,87.8889333333,87.8889,71.7777333333,95.0000666667,76.5554666667,68.3333333333,75.1110666667,55.0,66.6666666666
222.74,54.3720166667,45.9903333333,74.3961333334,49.5652666666,72.3672666667,76.1353666667,65.4107333333,87.8260666667,65.2174666667,66.4734666667,63.1883999999,54.2994,56.5215999999
223.11,53.04775,52.381,70.0952666667,53.8094666666,71.8094666667,73.9045666667,67.4286,87.0477333334,65.8096666667,73.8095333333,66.9522666667,57.9998666667,55.0476
223.49,64.1004777778,64.1269999999,91.2169333333,68.3596,86.5608666666,92.3810333334,78.4126,97.1430000001,83.1747333333,85.6084666667,81.3756666665,75.873,67.8305333334
223.87,55.9368,53.0718666666,81.6994666667,53.0719333333,89.5424000001,81.8953666667,74.7712666667,87.7124,81.4378000001,73.4640666667,72.9411333333,72.9412666667,53.8561999999
224.24,47.5000611111,41.9231333333,72.8205333334,39.1024666667,78.8462666667,78.7819666667,63.9744,79.9999999999,70.2564,57.0513333334,57.6922000001,57.0513333333,43.5897999999
224.62,38.0138888889,33.8333333334,72.3333333333,36.5,82.3333333333,77.75,61.3333333333,90.8333333334,65.6666666667,45.5,51.8333333333,43.0,47.3333333333
225.00,49.88505,33.5631333334,101.149466667,42.7585333333,105.057266667,88.1608,65.2873999999,116.551733333,70.5746666667,57.2412000001,57.7010666667,42.7586666667,38.8507333333
225.38,103.671505556,83.1884666666,159.710266667,102.028933333,169.855,140.4347,130.724466667,168.695733333,128.116133333,116.521933333,104.637733333,94.4928,70.4349999999
225.75,-1628.88888889,-840.000000001,-2533.33333333,-1493.33333333,-2940.0,-2480.0,-1806.66666667,-2546.66666667,-1500.0,-1793.33333333,-1620.0,-1100.0,-473.333333334
226.13,-153.737466667,-89.0909333334,-244.8486,-143.030266667,-267.272733333,-240.303,-162.424133333,-209.090866667,-132.121333333,-173.9396,-168.485,-87.8787333333,-44.8486
226.51,-44.0066,-8.6869333334,-63.0302666667,-28.485,-67.6768666667,-65.2526333333,-28.6869333333,-51.7170666667,-31.3132,-28.8888666667,-43.0301333334,-10.9090666667,10.5049999999
226.88,-21.5717444444,18.0489333333,-32.3577333333,-3.08953333332,-41.7887333333,-33.5771666667,5.20313333332,-24.7152666667,-14.3089333333,-1.95126666666,-18.2112666667,10.4064666667,26.9918
227.26,-43.8032722222,8.88866666668,-53.3333333334,-16.5812,-57.9486666667,-44.9573333333,-8.7182,-45.2992666667,-28.2052,-16.2393333334,-31.9658666667,-12.3076,10.9402
227.64,-36.5556611111,10.3702666667,-38.6666666667,-11.4074666667,-48.7408,-27.7778333333,-2.22220000001,-38.5184,-16.8887333333,-17.6296666666,-25.9259333333,-12.5925333333,6.81473333332
228.01,-37.3530444444,11.7645333333,-39.6078666667,-13.3332666667,-37.2548,-28.8236333333,0.130733333326,-39.6078666667,-17.2550666667,-18.0391333333,-25.0979333334,-11.6339333333,2.48373333333
228.39,-39.84925,4.63293333334,-35.7063333333,-12.4293333333,-40.2258666667,-24.8020666667,-3.38980000001,-37.853,-28.3615333333,-17.627,-29.8305333333,-14.9152,-3.05079999999
228.76,-63.1111111111,-16.1333333333,-61.7333333333,-29.0666666667,-66.5333333333,-52.5333333333,-27.2,-62.0,-52.4,-36.4,-53.3333333333,-36.9333333333,-18.1333333333
229.14,-73.1943999999,-30.0000666667,-65.7574666667,-28.4848666667,-82.1212666666,-66.9695333333,-31.212,-71.0607333333,-70.3030000001,-43.0302,-62.1212666667,-45.0,-36.0605333333
229.52,-44.5267722222,-4.07399999999,-36.0494,-3.08646666667,-49.0122666667,-34.0738333333,-13.0863333333,-45.3087333333,-44.5678,-7.53106666668,-29.7530666667,-17.9012666667,-8.76540000001
229.89,-41.8955,-5.99875704665e-12,-40.1307333333,7.18960000002,-44.9672,-26.209,-10.9804,-50.3268,-55.0327333333,-2.48373333335,-24.7058,-19.2156,-9.80386666666
230.27,-41.57055,0.2564,-36.7947333333,12.8205333333,-44.7435333333,-22.9487,-13.5896666667,-52.4359333333,-52.8206,11.1538,-20.1280666667,-21.6666666667,-9.99993333332
230.65,-15.7660888889,14.1414666667,-14.0404666667,21.6161333333,-22.2222666667,5.0505,3.23239999999,-31.3131333333,-31.0101333333,20.9090666667,-1.41400000002,-2.62633333333,2.52533333332
231.02,-23.6301111111,6.758,-18.9040666667,13.4244666667,-22.9222666667,-0.77616666666,-5.02286666667,-39.0866,-30.7763333333,13.3333333333,-6.6668,-6.20993333334,-7.94519999997
231.40,-23.4493777778,6.06966666666,-22.3880666666,13.6318666667,-26.1691333333,-9.85060000001,-1.89060000001,-44.3781333333,-32.3382666667,8.6568,-7.4628,-3.88060000001,-7.36326666667
231.78,-30.115,1.95393333331,-33.3332666667,7.81600000001,-35.4022666667,-24.5976333333,-10.6897333333,-55.0574666667,-42.5288,7.47139999998,-16.4368666667,-4.71273333333,-14.2528666667
232.15,-61.8518777778,-24.3054666667,-71.5277333334,-17.0833333333,-72.0833999999,-64.7916666667,-46.3889333334,-92.3611333334,-78.6111333334,-20.8332666667,-52.9165999999,-29.861,-44.5832666667
232.53,-61.4583055556,-28.1944,-81.2501333332,-32.7778,-82.0833333333,-71.8750333333,-52.3611333333,-99.0277333334,-78.0555333334,-30.5556,-61.8055333333,-44.4444,-51.5276666667
232.90,-29.8613555555,-1.3542,-41.2503333333,-12.6044666667,-44.3752,-29.5314666667,-20.521,-56.4585333333,-43.9587333333,-5.41686666667,-26.4586,-16.2502,-20.3126666667
233.28,-7.18304444447,9.96073333333,-22.5098,1.96066666667,-19.3726,-10.4705,-5.41193333334,-30.7451333333,-16.8626666667,7.45099999999,-6.58819999999,-1.88239999999,-0.39213333334
233.66,-15.5676833333,2.39126666667,-29.0580666667,-4.85513333334,-23.7682,-18.0434,-8.11599999999,-32.3912,-24.4202666667,-3.18859999999,-15.2899333333,-9.42033333334,-7.02906666666
234.03,-16.6151222222,-0.549933333348,-28.0412666667,-8.31606666667,-26.3230666667,-23.1959333333,-11.4776666667,-33.402,-26.1855333333,-1.9242,-17.2508,-8.52246666667,-9.62213333335
234.41,-9.46539444444,3.58486666665,-18.7422,-5.66026666665,-16.3522666667,-16.8239666667,-5.53460000001,-25.1572,-20.5660666667,3.0818,-11.4464666667,-2.38980000001,-2.20133333333
234.78,-13.9218833333,-0.33006666666,-22.7721333333,-6.93079999999,-19.7359333333,-22.4751333333,-9.769,-25.9405333333,-24.8184,2.44206666668,-15.8415333333,-5.21446666667,-3.56446666667
235.16,-18.0705,-5.018,-25.448,-11.0395333333,-26.1648666667,-28.4586333333,-15.4123333333,-27.3118,-31.9713333333,1.50546666667,-22.3656,-11.0394666667,-6.52326666667
235.54,-21.89125,-7.65966666667,-23.8298666667,-15.8866,-29.5744666667,-27.4468666667,-19.7162666667,-25.3190666667,-36.9502666667,4.25533333332,-23.2624666667,-13.4752,-10.7802
235.91,-12.5488277778,-1.579,-10.3508666667,-8.42106666668,-16.0234666667,-14.5906666667,-9.64926666667,-15.7894666667,-25.0291333333,5.49706666666,-11.9298666667,-5.67253333333,-0.701733333338
236.29,2.07665555555,6.455,5.76713333332,1.53453333333,-3.70373333334,4.52396666667,5.82,-1.64006666665,-12.2752,17.2486666667,1.69300000001,6.0318,12.5926666667
236.66,2.33433333333,6.1828,5.10753333333,1.98920000001,-3.87100000001,5.51076666667,5.96766666665,-1.98933333335,-11.2904666667,17.312,5.16139999999,6.82799999999,14.8924
237.04,-2.39725,1.15493333334,-1.36486666666,-2.41466666667,-8.08393333334,-0.341233333334,1.78473333334,-5.77426666667,-15.5905333333,12.3358666667,1.46979999999,2.41446666668,12.0209333333
237.41,-20.02565,-10.4937333333,-15.4938666667,-17.716,-22.0988666666,-14.6295,-14.0741333333,-20.4322,-35.1233333333,2.83966666666,-12.8395333333,-9.07393333333,0.740800000006
237.79,-24.2873277778,-18.7204666667,-21.5487333333,-25.5892666667,-28.2154666666,-21.8182,-22.4915333333,-27.1380666667,-39.7979333333,-0.808066666666,-16.3636666667,-16.027,-5.99326666667
238.17,-19.8833333333,-18.6,-24.0,-25.6,-24.0,-16.3,-20.7333333333,-23.0,-31.4666666667,-1.86666666667,-15.0666666667,-14.0,-6.00000000001
