wavelength,Back_MelNigm,Belly_MelNigm,Breast_MelNigm,Crissum_MelNigm,Crown_MelNigm,DorTail_MelNigm,Patch10_MelNigm,Rump_MelNigm,Throat_MelNigm,WingTip_MelNigm
314.43,4.30213333333,4.5072,3.89486666667,4.38566666667,4.20413333333,5.78136666667,18.5101333333,4.92106666667,3.35293333333,8.28153333333
314.80,4.16853333333,4.40433333333,3.644,4.2316,4.08566666667,5.58423333333,18.5101333333,4.759,3.15526666667,8.103
315.17,4.22033333333,4.44953333333,3.69766666666,4.24793333333,4.16826666667,5.61503333333,18.6910666667,4.78986666667,3.10626666667,8.11826666667
315.54,4.2262,4.52373333333,3.70046666667,4.23593333333,4.1872,5.5806,18.7234666667,4.72813333333,3.11913333333,8.05586666667
315.91,4.382,4.6326,3.8122,4.3722,4.3162,5.7414,18.8538,4.8454,3.2746,8.141
316.28,4.20133333333,4.499,3.77793333333,4.19833333333,4.2294,5.6845,18.8808666666,4.78706666667,3.14126666667,8.0892
316.64,4.327,4.67226666667,3.92613333333,4.33693333333,4.41806666667,5.84846666667,19.2196,5.0392,3.27206666667,8.22893333334
317.01,4.2776,4.61266666667,3.86533333333,4.28893333333,4.39453333333,5.81663333333,19.2996,4.9722,3.16066666667,8.20153333333
317.38,4.2964,4.57626666666,3.87513333333,4.243,4.35113333333,5.83866666667,19.4359333333,5.02766666667,3.13646666667,8.1238
317.75,4.52153333333,4.71793333333,4.0434,4.36986666667,4.39286666667,6.07876666667,19.6764,5.235,3.327,8.19786666667
318.12,4.68273333333,4.814,4.0964,4.43853333333,4.59886666667,6.2262,19.8932,5.38873333333,3.451,8.31986666666
318.49,4.85453333333,4.8618,4.1904,4.50306666667,4.68013333333,6.3569,19.9669333333,5.46233333333,3.55226666667,8.39386666666
318.85,5.00073333333,4.94426666667,4.25446666667,4.57566666667,4.72013333333,6.46486666667,20.2314,5.53586666667,3.66593333333,8.52053333333
319.22,4.93313333333,4.8674,4.17886666667,4.5736,4.65106666667,6.45016666667,20.421,5.4638,3.64826666667,8.5346
319.59,5.08306666667,5.0152,4.41693333333,4.82013333333,4.82906666667,6.68,20.7947333333,5.75373333333,3.83913333333,8.78646666668
319.96,5.11006666667,5.0564,4.46093333333,4.80866666667,4.8354,6.73446666667,21.0146666667,5.83386666667,3.87133333333,8.80546666665
320.32,5.4782,5.3702,4.7226,5.19186666667,5.1168,7.0826,21.4447333333,6.16306666667,4.17713333333,9.12180000001
320.69,5.37566666667,5.31666666667,4.6388,5.12486666667,5.01033333333,6.9959,21.4993333333,5.9782,4.0966,9.02066666666
321.06,5.5336,5.42586666667,4.78113333333,5.18153333333,5.0632,7.06413333333,21.6927333333,6.07053333333,4.1942,9.03606666667
321.43,5.50153333333,5.47573333333,4.8448,5.24186666667,5.0366,7.05086666667,21.6964666667,6.00253333333,4.18226666667,9.04686666667
321.80,5.17093333333,5.1346,4.48146666667,4.93346666667,4.77286666667,6.69683333333,21.4552666666,5.60033333333,3.80873333333,8.71373333333
322.16,5.01,4.961,4.3526,4.83,4.62193333333,6.515,21.3592,5.35513333333,3.6716,8.63693333334
322.53,4.94546666667,4.9424,4.37446666667,4.91746666667,4.6094,6.4721,21.4733333333,5.33433333333,3.6936,8.614
322.90,4.8484,4.94206666667,4.4194,5.0054,4.64686666667,6.4838,21.562,5.32073333333,3.70833333333,8.56833333333
323.27,4.84353333333,4.8842,4.40986666667,4.94433333333,4.6128,6.3783,21.5462,5.24666666667,3.60266666667,8.50793333333
323.63,4.70526666667,4.72553333333,4.28013333333,4.78266666667,4.49186666667,6.14303333333,21.5185333333,5.07473333333,3.45286666667,8.32233333334
324.00,4.7384,4.78333333333,4.33366666666,4.87173333333,4.5512,6.11026666667,21.6432666667,5.121,3.4976,8.38106666667
324.37,4.6596,4.69146666667,4.22913333333,4.80173333333,4.488,5.93273333333,21.6522666667,5.04773333333,3.41466666667,8.28566666667
324.74,4.58286666667,4.56906666667,4.1704,4.73726666667,4.40213333333,5.83283333333,21.6987333333,5.02026666666,3.415,8.191
325.10,4.4736,4.4688,4.07406666667,4.66546666667,4.3558,5.73453333333,21.7449333333,4.95933333333,3.29686666667,8.08506666667
325.47,4.23666666667,4.1488,3.7324,4.38533333333,4.08213333333,5.35773333333,21.6319333333,4.7376,3.0116,7.8144
325.84,4.34273333333,4.304,3.8144,4.47893333333,4.20033333333,5.45503333333,21.8272,4.84633333333,3.1486,7.94353333333
326.21,4.17993333333,4.2178,3.66893333333,4.34273333333,4.05066666667,5.33926666667,21.9261333333,4.812,3.014,7.8142
326.57,3.99393333333,4.0216,3.48233333333,4.15053333333,3.8872,5.14793333333,21.8928666667,4.68066666667,2.82446666667,7.6442
326.94,4.11086666666,4.1132,3.58873333333,4.18886666667,4.02253333333,5.219,22.0576,4.78126666667,2.9024,7.7386
327.31,4.04206666667,4.11913333333,3.59646666667,4.1582,4.00406666667,5.19293333333,22.1078,4.8254,2.9348,7.75106666667
327.67,3.89766666667,4.0308,3.47233333333,4.02386666667,3.86506666667,5.16266666667,22.1642666667,4.7398,2.81413333333,7.61573333333
328.04,3.88493333334,3.98766666667,3.40053333333,3.88026666667,3.82306666667,5.11893333333,22.2389333333,4.64826666667,2.75833333333,7.56886666667
328.41,3.84813333333,3.97793333333,3.40486666667,3.8894,3.84913333333,5.1285,22.3340666667,4.63386666667,2.74413333333,7.53866666667
328.78,3.7836,3.92246666667,3.3178,3.80506666667,3.847,5.0472,22.3707333333,4.61913333333,2.60666666667,7.4568
329.14,3.7844,3.98026666667,3.3648,3.84473333333,3.85073333333,5.0604,22.4496,4.66933333333,2.66706666667,7.46813333333
329.51,3.89673333333,4.13353333333,3.49406666667,3.90153333334,3.9826,5.25903333333,22.7441333333,4.7938,2.76986666667,7.5848
329.88,4.0192,4.211,3.6436,4.0452,4.10446666666,5.4619,23.0068666667,4.96326666667,2.8668,7.71113333333
330.24,4.20613333333,4.27586666667,3.87093333333,4.1924,4.20493333333,5.62763333333,23.187,5.062,2.99253333333,7.8152
330.61,4.42933333333,4.4912,4.096,4.39693333333,4.38333333333,5.79076666667,23.5019333333,5.25453333333,3.165,8.02146666667
330.98,4.5506,4.63226666667,4.21373333333,4.5926,4.49113333333,5.91746666667,23.6838,5.40606666666,3.32473333333,8.10186666667
331.34,4.6392,4.66006666667,4.15333333333,4.66506666667,4.51986666666,5.92236666667,23.8000666667,5.36633333333,3.33526666667,8.0434
331.71,4.74513333333,4.65093333333,4.19046666667,4.75253333333,4.52853333333,5.89626666667,23.8161333333,5.38126666667,3.4224,8.11313333333
332.08,4.52253333333,4.454,4.02306666667,4.66173333333,4.298,5.70566666667,23.7758666667,5.24393333333,3.26553333333,7.9704
332.44,4.34593333333,4.2712,3.80973333333,4.4444,4.06953333333,5.4589,23.697,5.03893333333,3.05753333333,7.8068
332.81,4.23793333333,4.2346,3.7066,4.36193333333,3.905,5.31036666667,23.6821333333,4.8946,2.96706666667,7.70746666667
333.18,4.23246666667,4.25086666667,3.66913333333,4.3672,3.8834,5.31996666667,23.7854666667,4.84426666667,2.96186666667,7.69646666667
333.54,4.45493333333,4.4312,3.85573333333,4.56246666666,4.08306666667,5.5291,24.0412,4.9818,3.18173333333,7.86066666667
333.91,4.38813333333,4.41033333333,3.75686666667,4.49273333333,3.97726666667,5.3959,24.0440666666,4.92453333333,3.1392,7.7464
334.28,4.28253333333,4.4044,3.67746666667,4.4206,3.957,5.359,24.1400666667,4.9162,3.09113333333,7.6796
334.64,4.2174,4.37333333333,3.61446666667,4.33753333333,3.8678,5.33043333333,24.1958,4.84866666667,3.04273333333,7.6346
335.01,4.16233333333,4.30893333333,3.56326666667,4.2652,3.78266666667,5.2809,24.3582,4.80853333333,3.0016,7.64
335.38,4.13453333333,4.31426666667,3.60533333333,4.2444,3.78093333333,5.2662,24.4888,4.8476,3.0032,7.66033333333
335.74,4.09386666667,4.34273333333,3.59486666667,4.22733333333,3.8082,5.31256666667,24.7399333333,4.84606666667,2.9846,7.62366666667
336.11,4.134,4.4136,3.62533333333,4.281,3.84293333333,5.32216666667,24.8529333333,4.884,3.00813333333,7.6
336.47,4.24373333333,4.53813333333,3.70693333333,4.4022,3.98606666667,5.512,25.0566,5.0218,3.14166666667,7.68493333334
336.84,4.55626666667,4.80506666667,3.96893333333,4.7172,4.28546666667,5.81126666667,25.4046666666,5.34913333333,3.41366666667,7.9832
337.21,4.63386666667,4.888,4.0726,4.79766666667,4.42706666667,5.87936666667,25.5880666667,5.47553333333,3.45393333333,8.0634
337.57,4.67686666667,4.98166666667,4.22546666667,4.88513333333,4.5464,5.96526666667,25.6903333333,5.64033333333,3.51913333333,8.12546666667
337.94,4.7742,5.07473333334,4.3838,4.99033333333,4.6752,6.0943,25.9002666667,5.76246666667,3.652,8.23293333334
338.31,4.91386666667,5.2102,4.46326666667,5.09946666667,4.77046666667,6.16116666667,26.059,5.87313333333,3.79226666667,8.3514
