wavelength,Back_PhrUnim,Belly_PhrUnim,Breast_PhrUnim,Crissum_PhrUnim,Crown_PhrUnim,DorTail_PhrUnim,Rump_PhrUnim,Throat_PhrUnim,WingTip_PhrUnim
393.16,7.5628,15.4515333333,14.3622666667,13.2714,7.20353333333,7.10946666667,9.50513333333,13.0390666667,7.3766
393.52,7.57253333333,15.4243,14.3586666667,13.2504,7.212,7.09853333333,9.47513333333,13.0168666667,7.36893333333
393.88,7.67986666666,15.5244666667,14.4587333333,13.3526666667,7.31706666667,7.1724,9.55546666666,13.1172,7.44533333333
394.24,7.79253333333,15.5900333333,14.5460666667,13.4230666667,7.41713333333,7.2492,9.64346666667,13.2132666667,7.54
394.60,7.84653333333,15.6240333333,14.6041333333,13.4569333333,7.47213333333,7.2706,9.70180000001,13.2609333333,7.5762
394.96,7.88493333333,15.6414333333,14.61,13.4634,7.4838,7.306,9.73133333332,13.2931333333,7.6072
395.32,7.92633333333,15.6540666667,14.6401333333,13.4984,7.49446666667,7.3254,9.76313333331,13.3353333333,7.62046666667
395.68,7.95566666667,15.6790333333,14.6630666667,13.5136,7.51346666666,7.35526666667,9.77193333333,13.3673333333,7.63033333333
396.04,8.00553333333,15.7265,14.7320666667,13.5585333333,7.5402,7.3918,9.81466666667,13.4202666667,7.682
396.40,8.02033333333,15.7630666667,14.7632,13.58,7.55526666667,7.4006,9.83866666667,13.4488,7.6948
396.76,8.01833333333,15.7322333333,14.7734,13.5864666667,7.54313333334,7.38793333333,9.81993333333,13.4298666667,7.683
397.12,8.03073333333,15.7345333333,14.7876,13.5998666667,7.56973333333,7.39193333334,9.83006666667,13.4428666667,7.70406666667
397.48,8.05246666667,15.7918,14.8188,13.6536666667,7.59193333333,7.40326666667,9.86966666665,13.4514,7.72526666667
397.84,8.05286666667,15.7536,14.7828,13.6071333333,7.5608,7.3754,9.83546666669,13.4038,7.68026666667
398.20,8.0072,15.7633,14.7898,13.6038666666,7.53946666667,7.35326666667,9.80706666665,13.3924,7.6476
398.56,7.95206666667,15.7348666667,14.7226666667,13.5720666667,7.48766666667,7.30046666667,9.74806666668,13.3422666667,7.59553333333
398.92,7.9578,15.7579666667,14.7567333333,13.5836666667,7.5052,7.29073333333,9.74500000001,13.347,7.58386666667
399.28,7.95106666667,15.7771333333,14.7618666667,13.6016,7.50706666667,7.29133333333,9.73473333332,13.3217333333,7.5838
399.64,7.94853333333,15.7885666667,14.7590666667,13.6047333333,7.52146666667,7.2782,9.72899999999,13.3192666667,7.59686666667
400.00,7.94393333333,15.7775,14.7577333334,13.6069333333,7.53653333333,7.27713333333,9.69993333332,13.3043333333,7.58293333333
400.36,7.93773333333,15.7654333333,14.7464,13.5864,7.53446666667,7.2708,9.67353333333,13.2798666667,7.58293333333
400.72,7.98306666667,15.8327333333,14.79,13.6425333333,7.56806666667,7.29466666667,9.70713333333,13.3302666667,7.6158
401.08,8.00313333333,15.8469666667,14.7951333333,13.6687333333,7.5718,7.30946666667,9.69366666666,13.3355333333,7.61446666666
401.44,7.9894,15.8405333333,14.7970666667,13.6635333333,7.56406666667,7.30833333333,9.70193333333,13.3552,7.5922
401.80,7.92386666667,15.8139333333,14.7669333333,13.6283333333,7.5088,7.2618,9.65779999999,13.3082,7.54846666666
402.16,7.87773333333,15.7732333333,14.7294,13.5884666667,7.4548,7.205,9.61273333333,13.2556,7.4996
402.52,7.89326666667,15.7786666667,14.7657333333,13.6023333333,7.4728,7.21433333333,9.62053333335,13.2732666667,7.49946666667
402.88,7.90253333333,15.7998666667,14.7866666667,13.6202666667,7.4854,7.2178,9.64613333335,13.3016666667,7.51893333333
403.24,7.88546666666,15.8069,14.8014,13.5936666667,7.48286666666,7.20133333334,9.66906666667,13.3217333333,7.50953333333
403.60,7.87093333333,15.8106,14.7883333333,13.5970666667,7.46486666667,7.18506666667,9.66339999999,13.3102,7.4886
403.95,7.87573333333,15.8494,14.8056,13.6221333333,7.45633333333,7.17473333333,9.68246666667,13.3438666667,7.48833333333
404.31,7.88433333333,15.8574666667,14.8088666667,13.6486,7.47133333333,7.19213333333,9.70280000001,13.3673333333,7.4992
404.67,7.85493333333,15.8416333333,14.7894,13.6308,7.4576,7.1772,9.68246666666,13.3521333333,7.48253333333
405.03,7.84786666667,15.8324666667,14.8002666667,13.6283333334,7.45146666667,7.15626666667,9.68953333333,13.3628,7.47213333333
405.39,7.86793333333,15.8365,14.8086,13.6298,7.4466,7.15653333333,9.68753333333,13.3659333333,7.48126666667
405.75,7.87813333333,15.8444333333,14.8260666667,13.6498,7.46793333333,7.15806666667,9.70306666667,13.3800666667,7.49386666667
406.11,7.88626666667,15.8509,14.8234666667,13.6527333333,7.48453333333,7.16313333333,9.71173333333,13.3962,7.50093333333
406.47,7.88846666667,15.8499,14.8079333334,13.6626666667,7.4884,7.15126666667,9.72126666667,13.4068666667,7.49966666667
406.83,7.86906666667,15.8294,14.7814666667,13.6452,7.47293333333,7.12293333333,9.70066666667,13.3739333333,7.47346666667
407.19,7.89233333333,15.8363333333,14.7792666667,13.6631333333,7.48513333333,7.13466666667,9.68599999999,13.3711333333,7.487
407.55,7.9104,15.8377666667,14.8017333333,13.6674,7.50566666667,7.1444,9.70493333334,13.3898666667,7.505
407.90,7.88573333334,15.7985666667,14.7534,13.628,7.5016,7.1294,9.68886666667,13.3339333333,7.48866666667
408.26,7.88393333333,15.8083666667,14.7596666667,13.6287333333,7.48926666667,7.1,9.68026666665,13.3329333333,7.46526666667
408.62,7.90406666667,15.8124333333,14.7701333334,13.6360666667,7.51286666667,7.10673333333,9.68700000001,13.3377333333,7.46813333333
408.98,7.93773333334,15.8503,14.787,13.6591333333,7.5536,7.14666666667,9.72046666668,13.3627333333,7.4938
409.34,7.91093333333,15.8451,14.7614,13.6490666667,7.555,7.13786666666,9.71293333334,13.3553333333,7.49186666667
409.70,7.94326666667,15.8677,14.7833333333,13.6656,7.5726,7.16293333333,9.71926666667,13.3949333333,7.5112
410.06,7.96,15.8880333333,14.7876,13.6840666667,7.5654,7.17206666667,9.717,13.4011333334,7.51106666666
410.42,7.94866666667,15.8988,14.7985333333,13.6649333333,7.55673333333,7.17213333333,9.71073333334,13.3731333333,7.51293333334
410.77,7.93973333333,15.9139,14.8022666667,13.6635333333,7.55693333333,7.18893333333,9.69493333333,13.3794,7.51273333333
411.13,7.95646666667,15.9304333333,14.8225333333,13.6826,7.56773333333,7.19946666666,9.69353333333,13.3887333333,7.5264
411.49,7.95506666667,15.9395666667,14.8248,13.6883333333,7.5616,7.2084,9.68073333334,13.38,7.50613333333
411.85,7.99626666667,15.9863666667,14.884,13.7414,7.58553333333,7.24046666667,9.7108,13.4231333333,7.54133333333
412.21,7.99806666667,15.9640333333,14.8599333333,13.7287333333,7.57693333333,7.2418,9.69066666667,13.4062666667,7.5304
412.57,7.9946,15.9608,14.8728,13.721,7.5484,7.217,9.67440000001,13.4024,7.50893333333
412.92,7.97173333333,15.9439,14.8586,13.6921333333,7.50733333333,7.1766,9.62433333333,13.3702,7.4778
413.28,7.99126666667,15.9455666667,14.8713333333,13.6957333333,7.51506666667,7.17926666667,9.62193333333,13.3614,7.46413333333
413.64,7.96086666667,15.9411666667,14.8596666667,13.686,7.502,7.1538,9.60153333332,13.3241333333,7.44793333333
414.00,7.99566666667,15.9664,14.8945333333,13.7214,7.5372,7.1764,9.6292,13.3482666666,7.4776
414.36,8.0046,16.0083,14.9113333333,13.749,7.55666666666,7.19873333333,9.64626666667,13.3744666667,7.484
414.72,7.99646666667,16.0094,14.9106666667,13.7582666667,7.53213333333,7.16233333333,9.65073333334,13.3838,7.47126666667
415.07,7.9902,16.0081333333,14.8990666667,13.7537333333,7.52566666667,7.15186666667,9.65453333333,13.3808666667,7.4466
415.43,7.98253333333,15.9902666667,14.8880666667,13.7616666667,7.52686666667,7.13146666667,9.65846666667,13.3832,7.45706666667
415.79,7.97986666667,15.9892,14.8726,13.7503333333,7.5266,7.12526666667,9.64853333334,13.3814,7.4386
416.15,7.99433333333,16.0111333333,14.9078,13.7776666667,7.553,7.1414,9.66726666667,13.4050666667,7.45173333333
416.51,7.99766666667,16.0116666667,14.9028666667,13.7891333333,7.55326666667,7.1502,9.67733333335,13.4118666667,7.4808
416.86,8.0196,16.0162333333,14.9132,13.8076,7.56893333334,7.17713333333,9.70306666667,13.4245333333,7.50413333333
417.22,7.99893333333,16.0072333333,14.9026,13.7953333333,7.548,7.1598,9.69813333334,13.4132666667,7.5052
417.58,7.98453333333,15.9882666667,14.877,13.7695333333,7.53166666667,7.14033333334,9.67866666667,13.4032,7.4822
417.94,7.9828,15.9931333333,14.8908,13.7672666667,7.54253333333,7.14993333333,9.68059999999,13.4114666667,7.4902
418.29,7.99126666667,15.9768,14.8904666667,13.7778,7.548,7.15026666667,9.68246666668,13.421,7.50366666667
418.65,8.0126,15.9944666667,14.8956666667,13.7772666667,7.58686666667,7.18133333333,9.6946,13.4151333333,7.51786666667
419.01,8.0016,16.0010333333,14.9008,13.7740666667,7.58773333333,7.17666666667,9.68966666667,13.4104,7.52186666667
419.37,8.00546666667,16.0111666667,14.9064,13.7708666667,7.59066666667,7.1824,9.68486666665,13.4076,7.52173333333
419.73,7.99906666667,16.0149,14.9085333333,13.7656666667,7.58913333333,7.18213333333,9.6784,13.4143333333,7.52153333334
420.08,7.99866666667,16.0352666667,14.9029333333,13.7660666667,7.5946,7.1858,9.68806666667,13.41,7.53833333333
420.44,7.9842,16.0405333333,14.8946,13.7508,7.5898,7.17566666667,9.68106666667,13.3913333333,7.51913333333
420.80,7.98106666666,16.0540666667,14.9060666667,13.7473333333,7.5916,7.172,9.68006666666,13.3934,7.5228
421.16,7.984,16.0586333333,14.9066,13.7550666667,7.59666666667,7.1792,9.6706,13.3943333333,7.5136
421.51,7.9974,16.0679,14.9225333333,13.7679333333,7.61086666667,7.185,9.68093333333,13.3942666667,7.52606666667
421.87,7.9658,16.0379333333,14.8882666667,13.7448,7.584,7.15273333333,9.65186666666,13.3608666667,7.49846666667
422.23,7.96073333333,16.0415333333,14.8756666667,13.7366666667,7.58066666667,7.14213333333,9.63053333334,13.3532666667,7.48406666667
422.58,7.9566,16.0589666667,14.8790666666,13.7488,7.5662,7.12766666667,9.62866666666,13.3602,7.48213333333
422.94,7.95493333333,16.0582666667,14.8744666667,13.7449333333,7.5602,7.1196,9.61893333334,13.3492666667,7.4816
423.30,7.94833333333,16.0575666667,14.8655333333,13.738,7.54613333333,7.1072,9.60673333334,13.3536666667,7.47466666666
423.66,7.93353333333,16.0395666667,14.8448,13.7244666667,7.5292,7.0892,9.58313333333,13.3214,7.45453333333
424.01,7.92186666667,16.0233,14.8375333333,13.7148666667,7.51453333334,7.08113333333,9.56639999999,13.3125333333,7.43526666667
424.37,7.9328,16.0199666667,14.8297333333,13.7208666667,7.5198,7.08033333333,9.55679999999,13.3122,7.43693333333
424.73,7.9302,16.0144,14.8179333333,13.721,7.51886666667,7.07246666667,9.55113333333,13.3093333333,7.42586666667
425.08,7.953,16.0304,14.8303333333,13.7346666667,7.5324,7.08273333333,9.56026666667,13.3241333333,7.44766666667
425.44,7.94,16.0291333333,14.8178,13.7226666667,7.5212,7.0742,9.54679999999,13.3145333333,7.43326666667
425.80,7.96106666667,16.0559,14.8340666667,13.7381333334,7.5348,7.08653333333,9.56233333334,13.3375333333,7.44066666667
426.16,7.96626666667,16.0557666667,14.8448,13.7352666667,7.53046666667,7.08366666667,9.56880000001,13.3305333333,7.446
426.51,7.96786666667,16.0392333333,14.856,13.7327333333,7.53,7.09226666667,9.56266666667,13.3283333333,7.45013333333
426.87,7.97646666666,16.0397,14.8603333333,13.7483333333,7.53606666667,7.09666666667,9.56673333332,13.3438666667,7.45106666667
427.23,7.9782,16.0260666667,14.8564666667,13.7507333333,7.5402,7.0964,9.56326666666,13.3258,7.44013333333
427.58,7.9786,16.0326333334,14.8624666667,13.7402666667,7.5408,7.09093333333,9.56313333333,13.3399333333,7.44006666667
427.94,7.98766666667,16.0450666667,14.8722,13.7458666667,7.54626666667,7.077,9.55786666667,13.3403333333,7.44446666667
428.30,7.98286666667,16.0571333333,14.8836,13.7452666667,7.54666666667,7.0732,9.57046666667,13.3566666667,7.43833333333
428.65,7.9762,16.0582666666,14.8844666667,13.7432666667,7.5384,7.06446666667,9.55739999999,13.3475333333,7.4294
429.01,7.94033333333,16.0410333333,14.8684,13.7130666667,7.5084,7.02266666667,9.52979999999,13.3177333333,7.38373333333
429.37,7.96346666667,16.0729666667,14.8996666667,13.7520666667,7.523,7.03666666667,9.55413333334,13.3462,7.41546666667
429.72,7.94553333333,16.0668666667,14.9027333333,13.751,7.51253333333,7.02053333333,9.54353333333,13.3449333333,7.406
430.08,7.94833333333,16.0769,14.9095333333,13.7578,7.527,7.01986666667,9.54879999999,13.3543333333,7.39673333333
430.44,7.95953333333,16.1024333333,14.9140666667,13.7752666667,7.54973333333,7.03046666667,9.56793333333,13.3672666667,7.40326666667
430.79,7.97066666667,16.1320333333,14.9425333333,13.7964,7.56886666666,7.0506,9.5882,13.3913333333,7.41633333333
431.15,8.00246666667,16.2044333333,14.9921333333,13.8459333333,7.59966666667,7.08893333333,9.63293333335,13.4354,7.4492
431.50,8.02346666667,16.2231333333,15.0092,13.8934,7.62453333333,7.10693333334,9.65820000001,13.4416,7.47153333333
431.86,8.02746666667,16.2156666667,15.009,13.8968,7.62526666667,7.1148,9.66393333333,13.4466666666,7.4794
432.22,8.034,16.2134333333,15.0032666667,13.8952666667,7.62273333333,7.12146666667,9.64646666667,13.4343333333,7.4914
432.57,8.02586666667,16.2232,15.0038666667,13.9063333333,7.6196,7.12946666667,9.64159999999,13.4428666667,7.49986666666
432.93,8.01973333333,16.2209666667,14.9942,13.9113333333,7.62346666667,7.13286666667,9.64119999999,13.4384,7.51046666667
433.29,8.01446666667,16.2172,14.9890666667,13.9119333333,7.63153333334,7.13066666667,9.63393333333,13.4286,7.50086666667
433.64,8.03853333333,16.2301,15.0005333333,13.9256,7.6492,7.14506666667,9.64926666665,13.4325333333,7.51666666667
434.00,8.034,16.2359333333,15.0044,13.9282666666,7.6416,7.1398,9.63613333333,13.4274,7.52606666667
434.35,8.01953333333,16.2234,14.9916666667,13.9236,7.6214,7.1172,9.61366666667,13.4155333333,7.51293333333
434.71,8.02426666667,16.2296333333,14.9916,13.9301333333,7.6204,7.111,9.60886666667,13.4118666667,7.51373333333
435.07,8.01766666667,16.1969333333,14.9832666667,13.9032,7.6116,7.09173333333,9.58220000001,13.3978666667,7.5052
435.42,8.018,16.1956333333,14.9824,13.9078666667,7.61613333333,7.0894,9.58333333334,13.4012,7.5064
435.78,8.02926666667,16.2085333333,14.9976666667,13.921,7.63573333334,7.09553333333,9.5984,13.4055333333,7.51013333333
436.13,8.04146666667,16.23,15.0202,13.9494,7.65953333334,7.11093333333,9.6162,13.4204666667,7.5166
436.49,8.06446666667,16.2290666667,15.0231333333,13.9422,7.68266666667,7.11093333333,9.62953333334,13.4112666667,7.52213333333
436.84,8.08033333333,16.2417666667,15.0483333333,13.9520666667,7.69733333333,7.11653333333,9.63866666667,13.4243333333,7.53533333333
437.20,8.10326666667,16.2643,15.0653333333,13.9730666667,7.7084,7.13986666667,9.65553333332,13.4584,7.5544
437.56,8.09073333333,16.2580666667,15.0353333333,13.9573333333,7.70186666667,7.13433333333,9.63393333332,13.43,7.54633333333
437.91,8.10646666667,16.2741,15.0331333333,13.9804666667,7.71846666667,7.15953333333,9.65293333333,13.4413333333,7.55833333333
438.27,8.14293333334,16.3019,15.0624666667,14.0027333333,7.73953333333,7.19433333333,9.67573333333,13.4545333333,7.58853333333
438.62,8.135,16.2862,15.0474,13.9896666667,7.732,7.1836,9.66853333333,13.4336,7.58053333333
438.98,8.12793333334,16.2835333333,15.0372666667,13.9934,7.72633333333,7.1766,9.65819999999,13.4213333333,7.57926666667
439.33,8.14926666667,16.3118666667,15.0622,14.0084,7.74173333333,7.1978,9.675,13.4522666667,7.59826666667
439.69,8.14726666667,16.31,15.0456666667,14.0012666667,7.73373333333,7.2008,9.6718,13.4534666667,7.5998
440.04,8.14173333333,16.2946666667,15.0467333333,13.9964,7.73013333333,7.191,9.66886666669,13.4482,7.59986666667
440.40,8.1244,16.2958,15.0395333333,13.9901333333,7.7132,7.178,9.65139999999,13.4426,7.58706666667
440.75,8.117,16.2938333333,15.0417333333,13.9935333333,7.71366666667,7.17993333333,9.65046666667,13.4429333333,7.57353333333
441.11,8.11366666667,16.2932,15.0251333333,13.9854,7.70106666666,7.17306666667,9.6388,13.4291333333,7.56546666667
441.47,8.1192,16.3317666666,15.0640666667,14.0135333333,7.70653333333,7.1802,9.65793333333,13.4616666667,7.57406666667
441.82,8.11526666667,16.334,15.0727333333,14.0162,7.698,7.16826666667,9.65326666667,13.4510666667,7.56846666667
442.18,8.099,16.3213,15.0603333333,14.0086666667,7.69773333333,7.1564,9.64373333334,13.446,7.55133333333
442.53,8.1056,16.3295333333,15.0669333333,14.0154666667,7.701,7.16053333333,9.64279999999,13.4608,7.54793333333
442.89,8.1058,16.3318,15.0564,14.015,7.69593333333,7.15613333333,9.64593333333,13.4586666667,7.54373333333
443.24,8.0774,16.3137666667,15.0381333333,13.9956,7.66606666667,7.13646666667,9.62146666667,13.4349333333,7.5262
443.60,8.0732,16.3162333333,15.0424666667,14.003,7.65913333333,7.13106666667,9.60346666667,13.4286,7.52086666667
443.95,8.067,16.3264,15.0366666667,14.0088,7.65326666667,7.12806666667,9.59793333332,13.4301333333,7.5134
444.31,8.0774,16.3446333333,15.0530666667,14.0321333333,7.66013333333,7.14426666667,9.61146666667,13.4459333333,7.52953333333
444.66,8.08893333333,16.3656,15.0529333333,14.0438,7.66086666667,7.14606666667,9.61833333333,13.4580666667,7.54426666667
445.02,8.0996,16.3829666667,15.0678,14.0569333333,7.67713333333,7.15006666667,9.62513333333,13.4637333333,7.54946666667
445.37,8.09813333333,16.3656333333,15.0529333333,14.0542,7.67386666667,7.14806666667,9.62640000001,13.4538,7.5504
445.72,8.09126666667,16.3642333333,15.0557333333,14.0488,7.67013333333,7.1526,9.61733333333,13.4572666667,7.54386666667
446.08,8.06833333333,16.3565666667,15.0382,14.029,7.65773333333,7.13486666667,9.60506666667,13.4432,7.52906666667
446.43,8.06653333333,16.3576666667,15.0353333333,14.0384666667,7.65673333333,7.13226666667,9.60586666667,13.4435333333,7.53493333333
446.79,8.06533333333,16.3725333333,15.0504,14.0481333334,7.6704,7.14173333333,9.61059999999,13.4514666667,7.5492
447.14,8.07126666667,16.3720333333,15.0476,14.0519333333,7.67633333333,7.14213333333,9.60753333333,13.4425333333,7.55566666667
447.50,8.07453333333,16.3751666667,15.0519333333,14.0576,7.683,7.14406666667,9.61726666667,13.4495333333,7.55693333333
447.85,8.08746666667,16.3927666667,15.0592,14.0658666667,7.69393333333,7.14933333334,9.63186666667,13.4598666667,7.56826666667
448.21,8.09,16.3946666667,15.0499333333,14.0709333333,7.69966666667,7.1508,9.63353333333,13.457,7.56506666667
448.56,8.10373333333,16.4074666667,15.0582,14.0880666667,7.71593333333,7.162,9.64153333334,13.467,7.57853333333
448.92,8.06973333333,16.3639,15.032,14.0627333333,7.69206666667,7.13746666667,9.62039999999,13.4372,7.55286666667
449.27,8.0654,16.3619666667,15.0326,14.0573333333,7.69233333333,7.12466666667,9.60673333333,13.4354666667,7.54546666667
449.62,8.07426666667,16.3538666667,15.0234,14.0541333333,7.70066666667,7.11746666667,9.61393333333,13.4348666667,7.55393333333
449.98,8.09546666667,16.3615,15.0426,14.0804666667,7.70646666667,7.13266666667,9.63186666668,13.4415333333,7.571
450.33,8.10353333333,16.3666333333,15.0461333333,14.0738666667,7.71506666667,7.13066666667,9.63353333332,13.4388666667,7.56986666667
450.69,8.10486666667,16.3711,15.0512666667,14.0777333333,7.72193333333,7.1282,9.64673333334,13.4422666667,7.56526666667
451.04,8.1018,16.3747666667,15.056,14.079,7.725,7.13366666667,9.65393333333,13.4466,7.5556
451.40,8.09893333334,16.3800666667,15.062,14.0810666667,7.72186666667,7.13046666667,9.6548,13.4358666667,7.55846666667
451.75,8.10026666667,16.3711,15.072,14.0866,7.7308,7.1382,9.64753333333,13.4294666667,7.55333333333
452.10,8.107,16.3688333333,15.0856,14.0898,7.725,7.1296,9.63513333333,13.4322,7.54946666667
452.46,8.07066666667,16.3364666667,15.0537333333,14.0672,7.69486666667,7.10526666667,9.61146666667,13.3994,7.5166
452.81,8.09393333333,16.3604,15.0782666667,14.0868,7.70846666667,7.11886666667,9.61719999999,13.4184666667,7.52893333333
453.17,8.10586666667,16.3843333333,15.0936,14.1008666667,7.71013333333,7.13073333333,9.62313333334,13.4275333333,7.53426666667
453.52,8.11333333333,16.4043666667,15.1086666667,14.1173333333,7.71573333333,7.13533333333,9.62146666667,13.4470666667,7.53946666667
453.87,8.12406666667,16.426,15.1175333333,14.1284,7.73353333333,7.14913333334,9.61613333333,13.4664,7.5538
454.23,8.1154,16.4370666667,15.1186666666,14.1301333333,7.72866666667,7.15306666667,9.60940000001,13.4612666667,7.55713333333
454.58,8.11046666666,16.4287666667,15.1054,14.131,7.7136,7.14406666667,9.59879999999,13.4548666667,7.55026666667
454.93,8.12373333333,16.4395333333,15.1045333333,14.1393333333,7.71013333333,7.13313333333,9.60159999999,13.4598,7.5528
455.29,8.1134,16.4466666667,15.1064666667,14.1407333333,7.7064,7.1272,9.59913333333,13.4760666667,7.541
455.64,8.1006,16.4559666667,15.0922666667,14.1324666667,7.69073333333,7.11493333333,9.59393333333,13.4719333333,7.53966666667
456.00,8.08446666667,16.4459666667,15.0756,14.1288666667,7.68846666667,7.10886666667,9.59499999999,13.4688666667,7.53426666667
456.35,8.09686666667,16.4592,15.0881333334,14.1274,7.70053333333,7.1148,9.59433333333,13.4614,7.5498
456.70,8.10926666667,16.4787666667,15.0941333333,14.1430666667,7.71146666667,7.1228,9.61313333335,13.4672666667,7.573
457.06,8.11026666667,16.4677,15.0837333333,14.1422,7.71,7.1212,9.6018,13.4642,7.57453333333
457.41,8.1044,16.4646666667,15.0793333333,14.1412,7.71393333333,7.12733333333,9.61220000001,13.4566666667,7.57913333333
457.76,8.10533333333,16.4717333333,15.0854666667,14.1362,7.71066666666,7.1176,9.61086666667,13.4564666667,7.57786666667
458.12,8.11473333333,16.4902,15.1052666667,14.1636666667,7.72246666667,7.13433333333,9.62800000001,13.4716,7.5904
458.47,8.1324,16.5244666667,15.1361333333,14.1781333333,7.73733333333,7.15286666667,9.64186666667,13.4889333333,7.61186666667
458.82,8.14506666667,16.5468333333,15.1564,14.1946,7.7652,7.17986666667,9.6548,13.5142666667,7.6358
459.18,8.15953333333,16.5539666667,15.1628,14.2022666667,7.77706666667,7.19026666667,9.65799999999,13.5131333334,7.65213333333
459.53,8.16146666667,16.5458333333,15.1603333333,14.2066,7.77993333333,7.1916,9.65513333333,13.5014,7.6544
459.88,8.17593333333,16.5686,15.1840666667,14.2163333333,7.79746666667,7.20706666667,9.66766666667,13.5130666667,7.67226666667
460.24,8.179,16.5689,15.1871333333,14.2235333333,7.79413333333,7.2084,9.67353333332,13.5226666667,7.6762
460.59,8.16066666667,16.5421333333,15.1703333333,14.1996,7.77026666667,7.19486666667,9.64806666667,13.5078666667,7.65373333333
460.94,8.16353333333,16.538,15.1778666667,14.2098666667,7.77613333333,7.2008,9.65806666667,13.5124,7.65793333333
461.29,8.1772,16.5496,15.1862,14.2234666667,7.77826666667,7.2034,9.6608,13.5164666667,7.66573333333
461.65,8.17453333333,16.5385333333,15.1796,14.229,7.77886666667,7.2052,9.66466666668,13.5082666667,7.66066666667
462.00,8.17666666667,16.5388666667,15.1786666667,14.2241333333,7.7772,7.2002,9.66373333333,13.5126,7.66426666667
462.35,8.1768,16.5172,15.1631333333,14.2261333333,7.781,7.2008,9.65480000001,13.5122666667,7.6616
462.71,8.16133333333,16.5010333333,15.1514,14.2164,7.76966666667,7.18113333333,9.63946666667,13.4886,7.64273333333
463.06,8.16506666667,16.4913,15.1458,14.2136,7.76186666666,7.18,9.63686666665,13.4877333333,7.64213333333
463.41,8.15926666667,16.4853666667,15.1518,14.2135333333,7.74773333333,7.17906666667,9.63066666666,13.5036666667,7.63006666667
463.76,8.15713333333,16.4735666667,15.1290666667,14.1994,7.734,7.1648,9.61373333333,13.4900666667,7.6102
464.12,8.16433333333,16.484,15.1396666667,14.2049333333,7.7484,7.17453333333,9.62013333334,13.4969333333,7.6232
464.47,8.19193333333,16.5205333333,15.1743333333,14.2467333333,7.79513333333,7.20093333334,9.65386666668,13.5286,7.65353333333
464.82,8.18973333333,16.5238,15.1668666667,14.2349333333,7.80186666667,7.1976,9.64539999999,13.5149333333,7.65213333333
465.17,8.19046666667,16.5332,15.1660666667,14.2455333333,7.80826666667,7.2,9.65273333334,13.5320666667,7.64733333333
465.53,8.18673333333,16.5370666667,15.1634666667,14.2452,7.80366666667,7.18493333333,9.63833333334,13.5345333333,7.6434
465.88,8.1826,16.5285333333,15.1499333333,14.2366,7.80266666667,7.17513333333,9.63359999999,13.5208666667,7.63453333333
466.23,8.17333333333,16.5331333333,15.1502,14.2258,7.79533333333,7.16346666667,9.6304,13.5179333333,7.6142
466.58,8.18266666667,16.5394666667,15.1584,14.237,7.79526666667,7.17013333333,9.63573333333,13.5326,7.6234
466.94,8.17253333333,16.5682666667,15.1726,14.2589333333,7.81213333333,7.1748,9.63713333335,13.5446,7.62493333333
467.29,8.17966666667,16.597,15.1899333333,14.2688,7.8306,7.17866666667,9.6342,13.5525333333,7.63966666667
467.64,8.17213333333,16.5993333333,15.2022666667,14.2832666667,7.8312,7.17953333333,9.64626666668,13.5650666667,7.6582
467.99,8.16186666666,16.6100333333,15.2026,14.286,7.8282,7.16386666667,9.6358,13.5710666667,7.63166666667
468.35,8.17013333333,16.6208333333,15.2042,14.2953333333,7.82613333333,7.1628,9.63453333332,13.58,7.63806666667
468.70,8.17266666667,16.635,15.2152,14.301,7.82613333333,7.1674,9.64126666667,13.5918666667,7.63586666667
469.05,8.16,16.6287333333,15.2158666667,14.2906666667,7.82613333333,7.1486,9.61666666667,13.5735333333,7.63313333333
469.40,8.1816,16.6459,15.2424,14.3088666667,7.83793333333,7.16846666667,9.63853333333,13.5943333333,7.653
469.75,8.20813333333,16.6664666667,15.2654666667,14.3345333333,7.8554,7.2046,9.66013333334,13.629,7.67726666667
470.11,8.222,16.6786666666,15.2654666667,14.3541333333,7.8604,7.20846666667,9.66593333333,13.632,7.6932
470.46,8.2332,16.6740666667,15.2599333333,14.3633333333,7.8546,7.21506666667,9.67393333333,13.6216,7.69746666667
470.81,8.23573333333,16.6623333333,15.2538666667,14.3604,7.8484,7.20946666667,9.67580000001,13.6153333333,7.69106666667
471.16,8.2448,16.6569333333,15.2390666667,14.3504,7.8464,7.20686666667,9.68140000001,13.6068666667,7.6906
471.51,8.26933333333,16.6755666667,15.2681333333,14.3691333333,7.86393333333,7.2192,9.69286666668,13.6190666667,7.69773333333
471.87,8.30746666667,16.7068,15.2964666667,14.4027333333,7.89706666667,7.25553333333,9.71606666665,13.6512,7.73326666666
472.22,8.30126666667,16.7093333333,15.2832,14.3940666666,7.8882,7.26313333333,9.72373333334,13.6434666666,7.7402
472.57,8.29173333333,16.6961333333,15.2714666667,14.3896,7.868,7.2496,9.7136,13.6293333333,7.7386
472.92,8.27846666667,16.6924,15.263,14.3786,7.85433333333,7.2588,9.72053333333,13.6188,7.7184
473.27,8.2514,16.6860333333,15.2442666667,14.3582,7.8394,7.2394,9.69886666666,13.6013333333,7.70606666667
473.62,8.24766666667,16.6962666667,15.2507333333,14.3602666667,7.83973333333,7.23033333333,9.69746666666,13.5916666667,7.7078
