wavelength,Back_TanJohm,Belly_TanJohm,Breast_TanJohm,Crissum_TanJohm,Crown_TanJohm,DorTail_TanJohm,Patch10_TanJohm,Patch11_TanJohm,Patch12_TanJohm,Rump_TanJohm,Throat_TanJohm,WingTip_TanJohm
566.71,21.61,34.6942222222,73.0024444444,28.3886666667,40.4770222222,15.0048888889,22.9155555556,8.87022222222,42.8552222222,83.9726666667,6.58688888889,12.6516666667
567.05,21.6015555556,34.5958888889,72.7312222222,28.4156666667,40.4174444444,15.0046666667,22.8152222222,8.91433333334,42.632,83.8466666667,6.62,12.6836666667
567.39,21.6451111111,34.632,72.5807777778,28.4903333334,40.4659111111,15.0543333333,22.8044444445,9.00944444445,42.5277777778,83.9441111111,6.67044444445,12.7996666667
567.73,21.5893333333,34.5717777778,72.317,28.4335555556,40.3505111111,14.994,22.7068888889,9.004,42.2801111111,83.8326666667,6.678,12.8033333333
568.07,21.4771111111,34.3864444444,71.9632222222,28.354,40.1813555555,14.8873333333,22.5387777778,8.98366666666,41.974,83.671,6.64311111111,12.7581111111
568.41,21.4133333333,34.2736666667,71.7438888889,28.3412222222,40.0852444444,14.8075555556,22.4054444445,8.96433333333,41.7111111111,83.7206666667,6.62266666667,12.7052222222
568.75,21.3232222222,34.1503333333,71.5112222222,28.2732222222,39.9595555556,14.7116666667,22.2974444444,8.94922222222,41.4381111111,83.6141111111,6.60377777778,12.707
569.09,21.2805555556,34.1215555556,71.3828888889,28.2611111111,39.8686,14.66,22.2097777778,8.94455555556,41.2204444445,83.7097777778,6.59855555556,12.6847777778
569.43,21.2665555556,34.043,71.1573333333,28.29,39.8122666667,14.6633333333,22.1508888889,8.96911111112,41.0036666667,83.6772222222,6.64511111111,12.7836666666
569.77,21.2343333333,33.9325555556,70.8811111111,28.2747777778,39.6927777778,14.5925555556,21.9668888889,8.97077777777,40.7058888889,83.5507777778,6.66977777778,12.7931111111
570.11,21.2215555556,33.8995555555,70.7225555555,28.2733333333,39.6265777778,14.5791111111,21.9415555556,8.98499999999,40.5038888889,83.6092222222,6.72944444444,12.8313333333
570.45,21.0785555556,33.7214444444,70.397,28.1354444444,39.4479777778,14.4852222222,21.7621111111,8.93011111111,40.168,83.3846666667,6.70122222222,12.7791111111
570.79,20.9653333333,33.594,70.1246666667,28.0374444445,39.2853333333,14.3873333334,21.5912222222,8.87799999999,39.8963333333,83.3465555556,6.65255555555,12.7181111111
571.13,20.8384444444,33.4597777778,69.9081111111,27.9541111111,39.1018222222,14.2947777778,21.3966666667,8.7561111111,39.6124444444,83.2754444445,6.57955555556,12.615
571.47,20.8053333333,33.3585555556,69.74,27.9798888889,39.0083333333,14.2916666666,21.3273333333,8.777,39.3903333333,83.265,6.61522222222,12.6406666666
571.81,20.7504444445,33.3654444444,69.4773333333,27.9685555556,38.9099333333,14.259,21.2135555556,8.7988888889,39.1546666667,83.1371111111,6.63566666667,12.6565555556
572.15,20.6866666667,33.2938888889,69.2524444444,27.9556666667,38.7930666667,14.2256666667,21.1356666667,8.797,38.9454444445,83.0407777778,6.62111111111,12.7393333333
572.49,20.6903333333,33.2598888889,68.915,27.9665555555,38.6796,14.2718888889,21.0584444444,8.85077777777,38.7284444444,82.9131111111,6.702,12.7837777778
572.83,20.6316666667,33.1271111111,68.6536666667,27.9002222222,38.5716444444,14.225,20.964,8.83900000001,38.43,82.8277777778,6.66833333333,12.7632222222
573.17,20.5212222222,33.0228888889,68.3653333333,27.8136666667,38.3806666666,14.1295555556,20.7904444444,8.79966666668,38.1522222222,82.718,6.61477777778,12.7
573.51,20.4333333333,32.9416666667,68.0493333333,27.8086666667,38.2468444445,14.0995555555,20.6985555555,8.78488888889,37.8685555556,82.6314444445,6.60911111111,12.7245555555
573.85,20.3385555556,32.8098888889,67.7008888889,27.7837777778,38.0666,14.0427777778,20.577,8.74611111111,37.5614444444,82.525,6.57277777778,12.7241111111
574.19,20.3844444444,32.8047777778,67.5082222222,27.8855555556,38.0077555555,14.0688888889,20.5392222222,8.77911111111,37.4018888889,82.5673333333,6.62533333333,12.7667777778
574.53,20.3818888889,32.8255555556,67.3218888889,27.9275555555,37.9470666667,14.0808888889,20.5168888889,8.82599999999,37.2115555556,82.5116666667,6.68122222222,12.7947777778
574.87,20.3674444445,32.8158888889,66.981,27.9622222222,37.8653333333,14.0746666667,20.4661111111,8.90511111111,37.001,82.3921111111,6.76811111111,12.8795555556
575.21,20.2928888889,32.7383333334,66.7046666667,27.9367777778,37.7340222222,13.9987777778,20.3491111111,8.88333333333,36.7881111111,82.3756666667,6.70644444445,12.8717777778
575.55,20.2784444445,32.6944444444,66.5381111111,27.997,37.6787111111,13.986,20.3191111111,8.88977777778,36.647,82.4278888889,6.72011111111,12.9123333333
575.89,20.2327777778,32.6087777778,66.1958888889,27.9548888889,37.5575555556,13.9815555555,20.2112222222,8.89833333335,36.4118888889,82.3121111111,6.74822222222,12.8742222222
576.22,20.1632222222,32.6131111111,66.0083333333,27.9504444444,37.5225777778,13.9177777778,20.1334444444,8.88877777779,36.2428888889,82.3335555556,6.73444444445,12.8578888889
576.56,20.1345555555,32.5643333333,65.6963333333,27.96,37.3906444444,13.9164444444,20.0356666667,8.89211111111,36.0475555556,82.1537777778,6.78877777778,12.9062222222
576.90,20.1208888889,32.5288888889,65.4647777778,28.021,37.3594666667,13.9342222222,20.0186666667,8.94777777779,35.8538888889,82.0718888889,6.85144444444,12.956
577.24,20.0234444444,32.4213333333,65.1005555555,27.9736666667,37.2141777778,13.8623333334,19.9371111111,8.929,35.6311111111,81.9246666667,6.83044444444,12.9273333333
