wavelength,Back_PooHisf,Belly_PooHisf,Breast_PooHisf,Crissum_PooHisf,Crown_PooHisf,DorTail_PooHisf,Patch10_PooHisf,Patch11_PooHisf,Patch12_PooHisf,Rump_PooHisf,Throat_PooHisf,WingTip_PooHisf
352.19,4.09611111111,26.0815555555,9.04399999999,15.6844444444,4.38322222222,5.99455555556,17.2237777778,6.813,13.8462222222,7.06944444445,25.5478888889,7.9001111111
352.55,4.26288888889,26.2624444444,9.10811111111,15.7433333333,4.41955555555,6.06755555556,17.3526666667,6.88377777778,13.9583333334,7.20055555556,25.6432222222,7.93233333335
352.92,4.24777777778,26.214,9.06188888889,15.665,4.35355555556,6.06911111111,17.3211111111,6.80833333333,13.8257777778,7.17511111111,25.6433333333,7.87555555556
353.28,4.20433333333,26.2615555556,9.00766666667,15.6795555555,4.32788888889,6.02622222222,17.2905555555,6.769,13.8504444444,7.162,25.6515555555,7.85533333333
353.65,4.15877777778,26.3564444444,9.05744444446,15.7446666667,4.31155555556,6.07055555555,17.3447777778,6.77577777778,13.9078888889,7.177,25.6804444444,7.90477777777
354.01,4.14866666667,26.4351111111,9.08044444443,15.8143333333,4.35388888889,6.07933333333,17.3674444444,6.81088888889,13.9363333333,7.25688888889,25.7896666667,7.88866666668
354.38,4.22211111111,26.573,9.13966666667,15.8425555556,4.37511111111,6.16355555555,17.461,6.852,14.0423333334,7.29822222222,25.8616666667,7.97177777777
354.74,4.40277777778,26.7378888889,9.33511111112,16.0635555556,4.56777777778,6.30511111111,17.6656666667,7.005,14.2231111111,7.44733333333,26.1072222222,8.1401111111
355.11,4.42588888889,26.8748888889,9.40600000001,16.1488888889,4.57955555556,6.35333333333,17.7642222222,7.05022222222,14.2744444444,7.51066666667,26.2186666666,8.18322222223
355.47,4.35322222222,26.9148888889,9.37144444443,16.1241111111,4.52111111111,6.29133333333,17.8115555556,6.99033333333,14.1965555556,7.48955555556,26.2486666667,8.14722222222
355.83,4.359,26.984,9.35366666668,16.2568888889,4.52577777778,6.29833333333,17.8707777778,6.98711111111,14.1783333333,7.523,26.3185555556,8.20344444444
356.20,4.35133333333,27.0525555556,9.41066666668,16.2933333333,4.52733333333,6.30666666667,17.9395555555,7.02133333334,14.2337777778,7.53133333333,26.358,8.25277777777
356.56,4.27488888889,27.0656666666,9.40711111112,16.3333333333,4.534,6.28811111111,17.9802222222,6.98733333333,14.1963333333,7.46933333333,26.4142222222,8.24944444443
356.93,4.26544444445,27.0768888889,9.42533333334,16.2983333333,4.52933333334,6.25844444444,18.0414444445,7.02544444445,14.1997777778,7.42411111111,26.3951111111,8.17822222221
357.29,4.293,27.2191111111,9.51155555556,16.3613333334,4.565,6.29488888889,18.1702222222,7.03722222222,14.2108888889,7.44633333333,26.5054444444,8.20299999999
357.66,4.35355555556,27.2803333334,9.51355555555,16.3985555556,4.58188888889,6.33422222222,18.2714444444,7.07322222222,14.2267777778,7.50633333333,26.5668888889,8.16988888888
358.02,4.43744444445,27.3984444444,9.62022222222,16.5046666667,4.62788888889,6.40666666667,18.4595555556,7.18422222222,14.3256666666,7.59688888888,26.7012222222,8.26966666668
358.38,4.352,27.4131111111,9.548,16.4471111111,4.59055555556,6.27911111111,18.4256666667,7.08455555556,14.2522222222,7.53888888889,26.7144444445,8.18299999999
358.75,4.30588888889,27.4285555555,9.47677777777,16.3474444444,4.52144444444,6.20533333334,18.4588888889,7.045,14.2045555556,7.53788888889,26.6941111111,8.11699999999
359.11,4.38211111111,27.5115555556,9.5488888889,16.4003333333,4.59377777778,6.27666666667,18.5438888889,7.09588888889,14.2613333333,7.58822222222,26.7956666667,8.12566666668
359.48,4.42788888889,27.6402222222,9.63744444442,16.4738888889,4.63044444444,6.363,18.6258888889,7.14722222222,14.3478888889,7.64066666666,26.9175555556,8.17577777777
359.84,4.46633333333,27.6734444445,9.68977777777,16.4784444444,4.66633333333,6.36844444444,18.6992222222,7.17677777778,14.3558888889,7.629,26.9403333333,8.15388888888
360.20,4.54177777778,27.8047777778,9.73011111111,16.5244444444,4.71188888889,6.39011111111,18.7665555556,7.16722222222,14.3352222222,7.679,27.0175555556,8.11844444444
360.57,4.57744444444,27.9424444444,9.76577777778,16.5353333333,4.697,6.36822222222,18.7788888889,7.15844444444,14.366,7.69466666666,27.0584444444,8.05433333332
360.93,4.64122222222,28.0495555555,9.79966666666,16.6471111111,4.76477777778,6.38366666667,18.8556666667,7.17933333333,14.4147777778,7.75411111111,27.2004444444,8.09966666667
361.29,4.68511111111,28.0766666667,9.80566666667,16.635,4.78266666667,6.37566666667,18.8978888889,7.19133333333,14.4034444445,7.78677777778,27.2677777778,8.0891111111
361.66,4.67811111111,28.1367777778,9.81111111109,16.5896666667,4.79144444444,6.32344444445,18.9053333333,7.20066666667,14.4003333334,7.75655555556,27.3192222222,8.10755555554
362.02,4.74777777778,28.2266666667,9.84911111112,16.6878888889,4.86322222222,6.37188888889,18.918,7.23933333333,14.4575555555,7.81066666666,27.3334444445,8.15233333334
362.39,4.84388888889,28.3257777778,9.92877777779,16.7823333333,4.93888888889,6.44411111111,19.0214444444,7.339,14.5468888889,7.86999999999,27.3938888889,8.23233333335
362.75,4.92377777778,28.4303333333,10.0048888889,16.8532222222,5.00177777778,6.49922222222,19.0785555555,7.40655555556,14.6011111111,7.89177777777,27.4907777778,8.292
363.11,5.026,28.5557777778,10.0805555556,16.9258888889,5.04833333333,6.56833333334,19.1477777778,7.52166666667,14.7051111111,7.97233333332,27.5836666667,8.36688888891
363.48,5.05222222222,28.5643333333,10.0535555556,16.9285555556,5.05133333334,6.54422222222,19.144,7.52366666667,14.6697777778,7.96166666667,27.5993333333,8.33755555556
363.84,5.11022222222,28.6838888889,10.1024444444,16.9553333334,5.098,6.57955555555,19.2372222222,7.57288888889,14.7234444444,8.01255555557,27.6928888889,8.37699999999
364.20,5.16755555556,28.8176666666,10.1845555555,17.0406666667,5.16277777778,6.61811111111,19.3174444444,7.63688888889,14.8041111111,8.03933333332,27.8408888889,8.45022222223
364.57,5.20155555556,28.8475555556,10.1981111111,17.0462222222,5.212,6.59411111111,19.385,7.66833333334,14.7813333333,8.05733333333,27.9344444444,8.5078888889
364.93,5.20677777778,28.9516666667,10.2093333333,17.0308888889,5.18344444445,6.58111111111,19.4364444445,7.69166666667,14.7546666667,8.03766666667,27.978,8.52344444447
365.29,5.26388888889,29.1157777778,10.2531111111,17.1522222222,5.22655555556,6.60433333333,19.5232222222,7.74144444444,14.8321111111,8.04977777778,28.0893333333,8.56611111112
365.66,5.32155555555,29.1562222222,10.2895555555,17.2501111111,5.26344444445,6.61177777778,19.5705555555,7.76977777778,14.8574444445,8.088,28.136,8.56799999999
366.02,5.23455555556,29.1707777778,10.2255555556,17.19,5.18755555555,6.50811111111,19.5758888889,7.68755555555,14.7464444445,8.00555555557,28.2011111111,8.458
366.38,5.191,29.1672222222,10.2136666667,17.2256666667,5.14866666666,6.46277777778,19.601,7.63966666667,14.6965555556,7.98455555555,28.265,8.40200000002
366.75,5.18677777778,29.2405555556,10.2425555556,17.2755555556,5.168,6.47233333333,19.6111111111,7.635,14.7076666666,8.01233333333,28.3162222222,8.40655555554
367.11,5.12533333333,29.2067777778,10.2137777778,17.2632222222,5.15933333333,6.39144444444,19.6305555555,7.57022222222,14.6237777778,7.97311111112,28.3496666667,8.34966666667
367.47,5.18444444445,29.4432222222,10.3178888889,17.4514444444,5.23544444444,6.457,19.7814444445,7.62888888889,14.7452222222,8.04788888888,28.5066666667,8.4058888889
367.84,5.17244444445,29.4713333333,10.3674444445,17.4718888889,5.23633333333,6.48044444444,19.8354444444,7.64988888889,14.7682222222,8.10133333332,28.5718888889,8.40366666666
368.20,5.10211111111,29.452,10.2918888889,17.4318888889,5.17355555555,6.42788888889,19.8357777778,7.57311111111,14.7164444444,8.06844444443,28.5792222222,8.33966666669
368.56,5.11088888889,29.5468888889,10.3463333333,17.5238888889,5.21888888889,6.50811111111,19.991,7.61888888889,14.7826666667,8.10922222222,28.6574444445,8.38344444443
368.93,5.11477777778,29.6455555556,10.3811111111,17.6038888889,5.26444444445,6.51677777778,20.041,7.62311111111,14.8447777778,8.15166666665,28.6724444444,8.35655555557
369.29,5.073,29.6934444445,10.3677777778,17.5946666667,5.23311111111,6.47388888889,20.096,7.57455555556,14.821,8.1641111111,28.7212222222,8.34166666667
369.65,5.01777777778,29.7774444444,10.3351111111,17.5485555556,5.18266666667,6.41422222222,20.0875555556,7.49244444444,14.7804444444,8.10099999999,28.755,8.29911111113
370.01,5.01166666667,29.9371111111,10.3915555556,17.5888888889,5.23055555556,6.45822222222,20.1697777778,7.53355555555,14.8581111111,8.13311111111,28.8428888889,8.32900000001
370.38,4.99988888889,30.0344444444,10.4268888889,17.6003333333,5.25922222222,6.45277777778,20.2523333333,7.59533333333,14.8574444444,8.15200000001,28.8986666667,8.35288888887
370.74,5.01033333333,30.1135555556,10.4201111111,17.6196666667,5.25833333333,6.44033333333,20.3467777778,7.62144444445,14.8698888889,8.15288888888,28.9416666667,8.35311111111
371.10,4.96811111111,30.2484444445,10.3994444445,17.6226666667,5.22011111111,6.42177777778,20.4058888889,7.60577777778,14.8911111111,8.13311111111,28.9641111111,8.32077777779
371.46,4.899,30.2037777778,10.3645555555,17.5168888889,5.173,6.32955555556,20.3542222222,7.55422222222,14.7972222222,8.07988888889,28.8955555555,8.27588888888
371.83,4.95822222222,30.3287777778,10.3897777778,17.568,5.21811111111,6.34833333333,20.4328888889,7.58988888889,14.8312222222,8.11722222222,28.9968888889,8.31855555554
372.19,5.06955555556,30.482,10.5022222222,17.6857777778,5.31366666667,6.43966666667,20.5902222222,7.74066666667,14.9553333333,8.21166666668,29.1141111111,8.40433333333
372.55,5.08844444445,30.515,10.5246666667,17.6861111111,5.29722222222,6.42877777778,20.5947777778,7.76155555556,14.9712222222,8.25777777778,29.1122222222,8.38155555557
372.92,5.04866666667,30.5245555556,10.5096666667,17.6794444444,5.25066666667,6.39688888889,20.6133333333,7.70788888889,14.9378888889,8.22044444443,29.2044444444,8.33399999999
373.28,5.04266666667,30.493,10.4922222222,17.6672222222,5.24155555555,6.39133333333,20.6067777778,7.73733333333,14.9037777778,8.18655555556,29.1635555555,8.26155555554
373.64,5.02788888889,30.5047777778,10.4916666667,17.6863333333,5.23622222222,6.409,20.6981111111,7.77288888889,14.9177777778,8.2421111111,29.1981111111,8.24066666669
374.00,5.04722222222,30.541,10.4592222222,17.6822222222,5.17033333333,6.37544444444,20.7617777778,7.745,14.8882222222,8.22711111111,29.2061111111,8.21411111113
374.37,5.11622222222,30.6746666667,10.502,17.768,5.19311111111,6.41644444444,20.8594444445,7.78144444444,14.9392222222,8.27855555555,29.3104444444,8.25366666667
374.73,5.07533333333,30.6928888889,10.5466666667,17.787,5.16822222222,6.40011111111,20.891,7.75322222222,14.9264444444,8.22777777779,29.3615555555,8.20855555553
375.09,5.15055555556,30.7754444444,10.5907777778,17.8587777778,5.21488888889,6.43955555556,21.0015555556,7.77033333333,14.9878888889,8.29633333335,29.4575555556,8.25577777779
375.45,5.2,30.8852222222,10.6528888889,17.9265555556,5.23155555556,6.473,21.0835555556,7.80588888889,15.0663333333,8.33822222222,29.5688888889,8.25077777778
375.81,5.12166666667,30.8955555556,10.6292222222,17.9241111111,5.16677777778,6.39988888889,21.0575555556,7.76833333333,15.0255555556,8.29388888888,29.5441111111,8.17922222223
376.18,5.05122222222,30.8427777778,10.599,17.8908888889,5.09033333333,6.34211111111,20.9807777778,7.69611111111,14.9215555556,8.21922222223,29.5052222222,8.09822222221
376.54,5.04944444444,30.9572222222,10.5756666667,17.9074444444,5.07622222222,6.318,20.9943333333,7.67644444444,14.9051111111,8.17711111111,29.601,8.07177777778
376.90,5.10466666667,31.0444444444,10.6064444444,17.9728888889,5.10611111111,6.35855555555,21.0991111111,7.73666666667,14.9831111111,8.23800000001,29.68,8.14388888888
377.26,5.142,31.1262222222,10.6674444444,18.0502222222,5.13155555555,6.39377777778,21.1902222222,7.75411111111,15.0387777778,8.27733333332,29.7685555555,8.19566666666
377.63,5.19577777778,31.1854444444,10.7122222222,18.1113333334,5.16544444444,6.37455555556,21.2548888889,7.77933333333,15.0238888889,8.27422222223,29.7952222222,8.23422222223
377.99,5.18133333333,31.1961111111,10.7093333334,18.1104444445,5.14477777778,6.30911111111,21.2218888889,7.73666666667,15.0098888889,8.24044444443,29.8335555556,8.1788888889
378.35,5.17533333333,31.2994444445,10.7392222222,18.1222222222,5.151,6.31388888889,21.261,7.71488888889,15.0305555556,8.2681111111,29.8882222222,8.17122222222
378.71,5.17311111111,31.3967777778,10.6915555556,18.1282222222,5.13866666667,6.28733333333,21.2584444444,7.695,15.0316666667,8.29422222223,29.9368888889,8.14855555557
379.07,5.15077777778,31.422,10.6988888889,18.1246666667,5.13133333333,6.24377777778,21.2157777778,7.70266666667,14.9908888889,8.24577777778,29.9243333333,8.13766666667
379.44,5.16166666667,31.5008888889,10.7093333333,18.1795555555,5.17388888889,6.28,21.3351111111,7.73677777778,15.003,8.29600000001,30.03,8.19877777777
379.80,5.14888888889,31.5234444444,10.6718888889,18.1553333333,5.15766666667,6.26822222222,21.3378888889,7.69044444445,14.9787777778,8.22922222223,30.074,8.18644444446
380.16,5.15311111111,31.6254444444,10.6818888889,18.1695555556,5.18122222222,6.22666666667,21.4602222222,7.69655555556,15.0183333333,8.23955555557,30.1792222222,8.19155555555
380.52,5.128,31.6611111111,10.7227777778,18.2058888889,5.19688888889,6.23866666667,21.5421111111,7.73811111111,15.0322222222,8.26711111111,30.2211111111,8.20800000002
380.88,5.07633333333,31.7461111111,10.7597777778,18.2126666667,5.195,6.21411111111,21.5891111111,7.73211111111,14.9895555556,8.24744444446,30.2435555555,8.14688888889
381.24,5.078,31.8442222222,10.7855555556,18.2295555555,5.22044444444,6.207,21.6393333333,7.74377777778,15.0081111111,8.29277777777,30.3148888889,8.166
381.61,5.08255555556,31.9885555555,10.823,18.2744444444,5.24122222222,6.25622222222,21.7077777778,7.76866666667,15.1127777778,8.33111111112,30.4366666667,8.15777777777
381.97,5.12344444444,32.0674444444,10.8744444444,18.3383333333,5.29833333333,6.31388888889,21.7613333334,7.81844444445,15.1415555556,8.38677777777,30.4608888889,8.18722222223
382.33,5.177,32.1422222222,10.9311111111,18.3983333334,5.31088888889,6.33044444444,21.8181111111,7.86466666666,15.1631111111,8.37622222223,30.547,8.18466666667
382.69,5.20544444445,32.2255555556,11.009,18.505,5.35344444444,6.362,21.908,7.89266666667,15.2344444445,8.42711111111,30.6558888889,8.23266666668
383.05,5.20344444445,32.3228888889,11.0418888889,18.5223333333,5.37355555556,6.36388888889,21.9904444444,7.88544444444,15.2592222222,8.44077777777,30.7527777778,8.22188888887
383.41,5.19744444444,32.3252222222,11.0466666667,18.5,5.354,6.33311111111,21.9502222222,7.84533333334,15.2411111111,8.40855555555,30.7787777778,8.175
383.77,5.26,32.4576666667,11.1348888889,18.6098888889,5.43022222222,6.39322222222,22.0593333333,7.91188888889,15.3377777778,8.50844444443,30.8998888889,8.22288888889
384.14,5.34011111111,32.5383333333,11.1761111111,18.6763333333,5.47166666667,6.45611111111,22.1502222222,7.95911111111,15.4002222222,8.58944444443,30.9362222222,8.26577777779
384.50,5.40011111111,32.6171111111,11.2288888889,18.746,5.49433333333,6.45988888889,22.1842222222,7.95388888889,15.4324444444,8.58588888888,31.0291111111,8.26944444443
384.86,5.49544444445,32.755,11.2774444444,18.8181111111,5.541,6.49077777778,22.2742222222,8.00244444445,15.5166666667,8.62566666668,31.1625555556,8.33777777778
385.22,5.52711111111,32.8484444445,11.322,18.8954444445,5.56811111111,6.52088888889,22.3475555556,8.06233333333,15.5314444444,8.63966666666,31.2756666667,8.35822222222
385.58,5.59055555556,32.9746666667,11.3876666667,18.9994444445,5.612,6.58233333333,22.4467777778,8.13288888889,15.6027777778,8.7118888889,31.4076666667,8.4038888889
385.94,5.63744444444,33.0791111111,11.4597777778,19.0626666667,5.65533333333,6.60933333333,22.5691111111,8.18866666667,15.676,8.75022222222,31.5504444444,8.4752222222
386.30,5.62722222222,33.1354444445,11.4331111111,19.0863333333,5.655,6.59588888889,22.6133333333,8.19633333333,15.7065555556,8.77766666668,31.5944444445,8.48011111112
386.66,5.67755555555,33.1966666667,11.4475555556,19.0888888889,5.67211111111,6.61877777778,22.6726666667,8.24744444445,15.7314444445,8.79533333333,31.6548888889,8.49311111112
387.03,5.67644444445,33.2156666667,11.4332222222,19.1408888889,5.67155555556,6.64122222222,22.7012222222,8.27177777778,15.7397777778,8.80222222221,31.6875555555,8.49422222223
387.39,5.67211111111,33.32,11.4281111111,19.1727777778,5.66433333333,6.609,22.7768888889,8.26877777778,15.7704444445,8.80422222223,31.7271111111,8.47722222221
387.75,5.68233333333,33.41,11.4528888889,19.24,5.66822222222,6.59788888889,22.8178888889,8.29644444445,15.8037777778,8.82155555557,31.8122222222,8.47877777778
388.11,5.62977777778,33.4374444444,11.4026666667,19.2578888889,5.64933333334,6.53966666667,22.7747777778,8.25355555555,15.7784444444,8.77288888888,31.8503333333,8.42833333334
388.47,5.63133333333,33.451,11.4242222222,19.2313333333,5.67822222222,6.53055555556,22.8202222222,8.289,15.8012222222,8.82166666668,31.8712222222,8.44922222223
388.83,5.62822222222,33.425,11.4393333333,19.2353333333,5.71822222222,6.52044444444,22.7874444444,8.30622222222,15.7767777778,8.8368888889,31.858,8.45566666664
389.19,5.60188888889,33.51,11.4344444444,19.2215555555,5.706,6.48833333333,22.8175555556,8.26777777778,15.8108888889,8.84544444443,31.891,8.42433333333
389.55,5.60066666667,33.5322222222,11.4521111111,19.2555555556,5.70633333333,6.46666666667,22.8051111111,8.24711111111,15.809,8.85000000001,31.906,8.44488888888
389.91,5.60133333333,33.6071111111,11.4721111111,19.2951111111,5.69877777778,6.46744444444,22.8653333333,8.22988888889,15.8234444445,8.87033333334,31.9436666667,8.43133333333
390.27,5.64266666667,33.6631111111,11.5436666667,19.3656666667,5.757,6.50222222222,22.9495555555,8.25466666667,15.8756666667,8.92044444444,32.0072222222,8.46488888889
390.63,5.64788888889,33.6824444444,11.5505555556,19.3502222222,5.76177777778,6.47044444444,22.9518888889,8.22733333333,15.8722222222,8.9168888889,31.9958888889,8.43222222221
391.00,5.697,33.7524444444,11.6045555556,19.3972222222,5.77488888889,6.46522222222,23.0102222222,8.21788888889,15.8973333333,8.94822222224,32.0633333333,8.42666666667
391.36,5.74922222222,33.8273333333,11.6756666667,19.4838888889,5.84222222222,6.52155555556,23.0793333333,8.29377777778,15.9547777778,9.03088888889,32.1341111111,8.47699999999
391.72,5.75977777778,33.8967777778,11.6885555555,19.5012222222,5.84944444444,6.51944444444,23.143,8.29866666667,15.9596666667,9.04222222222,32.1693333333,8.47277777776
392.08,5.78711111111,33.9593333333,11.7661111111,19.5277777778,5.86366666667,6.53933333333,23.2076666667,8.32611111111,15.9764444444,9.06177777778,32.2201111111,8.49855555556
392.44,5.79455555556,34.0182222222,11.7492222222,19.5568888889,5.84088888889,6.52255555555,23.2456666667,8.30455555555,15.9822222222,9.0481111111,32.229,8.49455555556
392.80,5.80211111111,34.1151111111,11.7485555556,19.6228888889,5.82677777778,6.544,23.301,8.30755555556,16.0187777778,9.07188888889,32.3367777778,8.48055555556
393.16,5.848,34.1565555555,11.7763333333,19.6877777778,5.86233333333,6.57644444444,23.3607777778,8.34066666666,16.0404444445,9.11355555558,32.3703333333,8.51622222221
393.52,5.842,34.1605555556,11.7522222222,19.6462222222,5.84588888889,6.53477777778,23.3654444445,8.32733333333,15.9858888889,9.0667777778,32.3752222222,8.48255555558
393.88,5.84955555556,34.1381111111,11.7692222222,19.6553333333,5.85677777778,6.55122222222,23.3477777778,8.34544444444,15.9894444444,9.08422222221,32.3888888889,8.46744444447
394.24,5.86622222222,34.1853333333,11.7924444444,19.6346666667,5.87144444444,6.56655555556,23.3612222222,8.35611111111,15.9921111111,9.08366666667,32.4043333334,8.46877777779
394.60,5.81355555556,34.2085555555,11.7867777778,19.6787777778,5.859,6.55144444445,23.4024444444,8.33988888889,15.9717777778,9.07644444447,32.4477777778,8.46077777778
394.96,5.72322222222,34.1652222222,11.7183333333,19.604,5.78611111111,6.48133333333,23.3464444444,8.28488888889,15.9261111111,9.0182222222,32.41,8.39566666664
395.32,5.70122222222,34.1153333333,11.6791111111,19.5343333333,5.74388888889,6.44411111111,23.303,8.23133333333,15.8504444445,8.95777777777,32.355,8.36211111111
395.68,5.68433333334,34.1208888889,11.6741111111,19.4846666667,5.72911111111,6.41188888889,23.2764444445,8.21088888889,15.8402222222,8.92311111111,32.3681111111,8.34566666667
396.04,5.69088888889,34.1854444445,11.6616666667,19.4924444444,5.74044444445,6.41744444445,23.2822222222,8.21588888889,15.8606666667,8.953,32.4005555555,8.35211111113
396.40,5.73477777778,34.308,11.7293333333,19.5731111111,5.78744444444,6.47166666667,23.3716666667,8.27766666667,15.9364444444,9.00966666667,32.5324444445,8.3928888889
396.76,5.71277777778,34.2706666667,11.6976666667,19.53,5.73844444445,6.42088888889,23.3712222222,8.24622222222,15.9193333334,8.98288888888,32.4803333333,8.37944444442
397.12,5.73855555555,34.276,11.7201111111,19.5321111111,5.74088888889,6.40788888889,23.3814444444,8.26877777778,15.9263333333,8.97522222222,32.5221111111,8.3728888889
397.48,5.76166666667,34.3596666667,11.7817777778,19.6043333333,5.765,6.43544444444,23.4758888889,8.30044444444,16.0262222222,9.03200000002,32.6206666667,8.39822222221
397.84,5.76666666667,34.4295555556,11.7852222222,19.6224444444,5.757,6.391,23.5077777778,8.30866666667,16.0188888889,9.00088888888,32.6654444444,8.40233333331
398.20,5.70555555556,34.4204444445,11.7477777778,19.6314444444,5.688,6.33533333333,23.4602222222,8.27277777778,15.9871111111,8.9591111111,32.6847777778,8.34866666667
398.56,5.75388888889,34.4915555555,11.7718888889,19.6583333333,5.69811111111,6.34711111111,23.4991111111,8.30955555556,16.0118888889,8.97555555557,32.716,8.35866666669
398.92,5.84844444445,34.5975555556,11.8448888889,19.7637777778,5.79333333333,6.41788888889,23.5906666667,8.40888888889,16.0955555556,9.07111111112,32.8162222222,8.43833333331
399.28,5.88455555556,34.6935555556,11.9236666667,19.8807777778,5.82566666667,6.44244444445,23.664,8.47077777778,16.1853333333,9.14388888891,32.9233333333,8.4781111111
399.64,5.92033333333,34.6965555555,11.9316666667,19.934,5.86377777778,6.46844444445,23.7095555555,8.49488888889,16.1806666667,9.187,32.927,8.51733333334
400.00,5.93511111111,34.7001111111,11.9665555556,19.9883333333,5.86255555556,6.49044444444,23.7375555556,8.51111111111,16.1891111111,9.18255555558,32.9514444444,8.52555555557
400.36,5.92422222222,34.6961111111,11.9465555556,19.9974444445,5.84122222222,6.46344444444,23.735,8.51177777778,16.1584444444,9.16511111112,32.9423333334,8.51555555557
400.72,5.96188888889,34.8084444444,12.0041111111,20.054,5.87244444444,6.50944444444,23.7884444444,8.55255555556,16.2105555556,9.20777777778,32.9858888889,8.538
401.08,5.98733333333,34.9037777778,12.0521111111,20.1212222222,5.92055555555,6.55955555556,23.8376666667,8.59277777778,16.282,9.24822222223,33.0741111111,8.60522222223
401.44,5.99066666667,34.9356666667,12.0605555556,20.1307777778,5.92966666666,6.559,23.851,8.58455555555,16.2595555555,9.25544444447,33.0807777778,8.59422222223
401.80,6.02733333333,35.0187777778,12.1095555555,20.1886666667,5.97877777778,6.62955555556,23.9325555556,8.62188888889,16.3382222222,9.33333333336,33.1356666667,8.61733333332
402.16,6.09066666667,35.0977777778,12.1654444445,20.258,6.02466666667,6.67611111111,24.0504444445,8.679,16.4077777778,9.40811111111,33.2191111111,8.68044444443
402.52,6.09777777778,35.1487777778,12.1836666667,20.3016666667,6.01688888889,6.67,24.0857777778,8.686,16.4424444444,9.40777777778,33.2918888889,8.68322222222
402.88,6.12688888889,35.2421111111,12.2214444444,20.3244444444,6.00577777778,6.67833333333,24.1668888889,8.69244444444,16.4553333333,9.41055555554,33.3596666667,8.67155555556
403.24,6.13944444444,35.2657777778,12.2091111111,20.303,5.98488888889,6.66455555555,24.1895555556,8.67722222222,16.448,9.39244444446,33.3754444444,8.64466666666
403.60,6.12633333334,35.3405555556,12.2338888889,20.3022222222,5.96555555555,6.65177777778,24.197,8.66,16.4594444444,9.38688888891,33.3855555556,8.60799999999
403.95,6.14477777778,35.4256666666,12.2735555556,20.3293333333,5.98177777778,6.65488888889,24.2555555556,8.68522222222,16.5053333333,9.41488888891,33.4643333333,8.62055555556
404.31,6.11377777778,35.4443333333,12.2632222222,20.3177777778,5.97766666667,6.64466666667,24.2444444444,8.64022222222,16.4925555555,9.40700000002,33.4696666667,8.59788888888
404.67,6.10566666667,35.4416666667,12.2484444444,20.3072222222,5.97922222222,6.61522222222,24.2594444444,8.62222222222,16.4738888889,9.39433333332,33.4958888889,8.56711111111
405.03,6.05811111111,35.4168888889,12.1991111111,20.2682222222,5.92144444444,6.54811111111,24.2278888889,8.55922222222,16.4146666667,9.34111111111,33.4371111111,8.47366666668
405.39,6.04611111111,35.3813333334,12.174,20.2428888889,5.90322222222,6.53366666667,24.1956666666,8.54644444445,16.3805555556,9.32055555554,33.3903333333,8.43677777778
405.75,6.02211111111,35.3558888889,12.1408888889,20.2156666667,5.868,6.49022222222,24.1558888889,8.51344444444,16.3303333333,9.279,33.3791111111,8.40777777778
406.11,6.04866666667,35.415,12.1606666667,20.2338888889,5.89688888889,6.50022222222,24.1601111111,8.53566666667,16.3295555556,9.2748888889,33.3961111111,8.40888888888
406.47,6.08966666666,35.5026666667,12.213,20.298,5.96933333333,6.54511111111,24.2133333333,8.57666666667,16.3604444444,9.35,33.4646666667,8.4678888889
406.83,6.06455555556,35.5283333333,12.1977777778,20.3045555556,5.96477777778,6.52011111111,24.2215555555,8.55166666667,16.3457777778,9.34066666668,33.4777777778,8.48755555558
407.19,6.04322222222,35.5771111111,12.1981111111,20.329,5.96144444445,6.51311111111,24.2344444445,8.55022222222,16.3392222222,9.32366666668,33.5117777778,8.47733333332
407.55,6.05766666667,35.6332222222,12.2057777778,20.3842222222,5.98566666667,6.53455555556,24.2998888889,8.60033333333,16.3603333333,9.36311111111,33.5992222222,8.50111111112
407.90,6.06811111111,35.6697777778,12.2206666667,20.4144444445,6.01711111111,6.54222222222,24.3327777778,8.60444444445,16.3617777778,9.38722222223,33.6324444444,8.51377777778
408.26,6.14566666667,35.7431111111,12.3005555556,20.486,6.08311111111,6.58933333333,24.4067777778,8.67311111111,16.4185555556,9.4327777778,33.7054444445,8.545
408.62,6.15833333334,35.7943333333,12.343,20.5236666667,6.10388888889,6.60088888889,24.445,8.691,16.4302222222,9.44799999999,33.7427777778,8.5577777778
408.98,6.20322222222,35.8121111111,12.3884444444,20.5655555556,6.14466666667,6.64466666666,24.4784444445,8.74977777778,16.4714444444,9.48733333334,33.7906666667,8.60444444444
409.34,6.22555555556,35.9452222222,12.4455555556,20.6407777778,6.19366666667,6.69166666667,24.5724444444,8.79455555557,16.5336666667,9.54455555554,33.8857777778,8.64788888889
409.70,6.22588888889,36.015,12.4832222222,20.6953333333,6.22466666667,6.693,24.6152222222,8.82555555557,16.5636666667,9.56277777777,33.9424444444,8.67111111112
410.06,6.20822222222,36.0215555555,12.485,20.7148888889,6.21666666667,6.68388888889,24.6242222222,8.81155555556,16.5517777778,9.57100000002,33.9645555556,8.65444444446
410.42,6.191,36.0201111111,12.4662222222,20.6835555555,6.16055555556,6.64755555556,24.6313333333,8.79444444443,16.5421111111,9.53711111111,33.9672222222,8.6002222222
410.77,6.21033333333,36.0541111111,12.4998888889,20.7118888889,6.19033333333,6.67933333333,24.6276666667,8.83244444444,16.5835555555,9.56577777778,33.9903333333,8.6011111111
