wavelength,Back_PooHisf,Belly_PooHisf,Breast_PooHisf,Crissum_PooHisf,Crown_PooHisf,DorTail_PooHisf,Patch10_PooHisf,Patch11_PooHisf,Patch12_PooHisf,Rump_PooHisf,Throat_PooHisf,WingTip_PooHisf
752.22,16.9304444445,58.1315555556,29.0614444445,32.156,16.33,17.0351111111,42.6,22.9856666667,26.6254444444,20.0891111111,50.5288888889,17.4955555556
752.53,17.009,58.3151111111,29.1575555556,32.0541111111,16.4408888889,17.0993333333,42.6873333333,23.1777777778,26.6426666667,20.0685555555,50.494,17.6704444444
752.85,17.317,58.4255555555,29.2422222222,32.2642222222,16.6257777778,17.311,43.0826666667,23.3936666667,26.9051111111,20.222,50.6531111111,17.6682222222
753.16,17.4276666667,58.6755555555,29.2643333333,32.3168888889,16.5521111111,17.2953333333,42.999,23.4443333333,26.9406666667,20.1745555555,50.5903333333,17.5393333333
753.47,17.2497777778,58.6026666667,29.0606666667,32.0223333333,16.5027777778,17.061,42.8824444444,23.2321111111,26.7664444444,19.8423333334,50.4148888889,17.226
753.79,17.1231111111,58.176,28.8665555555,31.9507777778,16.3756666667,16.7745555555,42.725,23.0081111111,26.5323333333,19.6991111111,50.1668888889,17.0641111111
754.10,17.6995555556,58.4215555556,29.0655555555,32.3108888889,16.7777777778,17.0891111111,43.1047777778,23.224,26.9881111111,20.0587777778,50.4076666667,17.3912222222
754.42,17.9085555556,58.5228888889,29.133,32.4286666667,16.9712222222,17.3444444445,43.2504444444,23.4552222222,27.2464444444,20.2997777778,50.6747777778,17.6518888889
754.73,17.6586666667,58.4755555556,29.1278888889,32.3518888889,16.9062222222,17.2973333333,43.3095555556,23.3481111111,27.105,20.2656666667,50.6968888889,17.6524444444
755.05,17.8953333333,58.4927777778,29.3828888889,32.3502222222,17.0763333333,17.486,43.5493333333,23.4267777778,27.1862222222,20.3654444445,50.81,17.85
755.36,17.7736666667,58.1804444444,29.0855555556,32.1547777778,16.8538888889,17.4658888889,43.4092222222,23.2271111111,27.0635555555,20.2521111111,50.507,17.731
755.67,17.5332222222,58.0353333333,28.9363333333,31.8952222222,16.5007777778,17.3611111111,43.0616666667,23.0487777778,26.8222222222,20.0127777778,50.3778888889,17.4748888889
755.99,17.2923333333,57.718,28.6256666667,31.795,16.1984444444,17.1622222222,42.903,22.7535555556,26.6303333333,19.7976666667,50.1065555555,17.2304444444
756.30,17.1476666667,57.575,28.5004444444,31.6303333333,15.9966666667,17.0388888889,42.6112222222,22.4952222222,26.5371111111,19.6102222222,50.028,17.1723333333
756.62,16.8676666667,57.4567777778,28.3963333333,31.3885555555,15.7862222222,16.8176666667,42.431,22.1816666666,26.2771111111,19.3174444444,50.0265555555,17.092
756.93,16.8214444444,57.5995555556,28.5515555556,31.6613333333,15.94,16.9964444444,42.5003333333,22.3784444444,26.3448888889,19.4811111111,50.1141111111,17.237
757.24,16.6291111111,57.7004444444,28.4403333333,31.5776666667,15.7213333333,16.8737777778,42.3433333333,22.2411111111,26.2326666667,19.2794444444,50.0564444444,16.9681111111
757.56,16.2606666667,57.5228888889,28.4482222222,31.5391111111,15.3572222222,16.6352222222,42.0333333333,22.1215555556,26.0148888889,19.0683333333,50.0471111111,16.6633333333
757.87,16.1195555555,57.42,28.4537777778,31.5822222222,15.208,16.3332222222,41.945,21.8825555555,25.882,18.9838888889,49.8553333333,16.563
758.18,16.1776666667,57.4394444445,28.361,31.528,15.1052222222,16.1965555556,41.8404444445,21.7127777778,25.8263333333,18.9704444444,49.8095555556,16.6306666667
758.50,16.3093333333,57.5558888889,28.4958888889,31.5621111111,15.2495555556,16.3187777778,41.977,21.8616666666,26.0316666667,19.1246666667,49.8368888889,16.7701111111
758.81,16.6367777778,58.0953333333,29.0083333333,31.9911111111,15.54,16.6242222222,42.3102222222,22.1437777778,26.3208888889,19.4971111111,50.3285555556,17.1114444444
759.13,17.0224444445,58.1835555556,29.1886666667,32.238,15.9176666667,16.8197777778,42.5061111111,22.4593333333,26.5042222222,19.744,50.4307777778,17.4064444444
759.44,17.4621111111,58.6094444444,29.4996666667,32.541,16.2518888889,17.063,42.8316666667,22.6555555556,26.7328888889,20.0885555556,50.7706666667,17.6524444445
759.75,17.6567777778,58.8908888889,29.7395555556,32.7196666667,16.5391111111,17.174,43.1427777778,22.9446666667,26.9432222222,20.2633333333,50.9217777778,17.8497777778
760.07,17.8906666667,58.768,29.8526666666,32.8092222222,16.7838888889,17.3727777778,43.1557777778,23.1256666666,27.1674444444,20.5482222222,50.7801111111,17.983
760.38,17.9344444444,58.6321111111,29.7917777778,32.5994444445,16.5673333333,17.1667777778,43.0192222222,22.9563333333,27.0942222222,20.4211111111,50.7904444444,17.8212222222
760.69,18.164,58.4932222222,29.8696666667,32.5653333333,16.837,17.2702222222,42.9651111111,22.9514444445,27.0814444444,20.6083333333,50.5886666667,17.9936666667
761.01,17.9624444445,58.318,29.5341111111,32.2416666667,16.9722222222,17.1661111111,42.7852222222,22.7637777778,26.8177777778,20.4471111111,50.0478888889,17.8986666667
761.32,17.8968888889,57.982,29.3456666667,32.0237777778,16.8773333333,17.0283333333,42.663,22.6942222222,26.5141111111,20.3567777778,49.7528888889,17.7794444445
761.63,18.2267777778,58.0388888889,29.504,32.0916666667,17.1803333333,17.2955555556,42.7447777778,22.8565555556,26.6484444444,20.5657777778,49.8126666667,17.8842222222
761.94,18.2007777778,57.9581111111,29.3554444445,32.0587777778,17.1601111111,17.2396666667,42.6635555556,22.731,26.606,20.4748888889,49.6555555555,17.8025555556
762.26,17.9948888889,57.5595555556,29.0296666667,31.5901111111,16.924,16.9314444445,42.4256666667,22.3993333333,26.3066666667,20.1591111111,49.3832222222,17.5294444445
762.57,17.7535555555,57.4356666667,28.8333333333,31.3648888889,16.675,16.7108888889,42.295,22.1028888889,26.1112222222,19.9842222222,49.1852222222,17.3024444444
762.88,17.4775555556,57.2052222222,28.7211111111,31.1384444444,16.4566666667,16.4753333333,41.876,21.9368888889,25.9043333333,19.7025555556,48.9013333333,17.1482222222
763.20,17.4422222222,57.1794444444,28.5577777778,31.0527777778,16.3884444444,16.4911111111,41.7646666666,21.8642222222,25.8256666667,19.741,48.8757777778,17.1272222222
763.51,17.4517777778,57.327,28.5603333333,31.1178888889,16.3484444445,16.4821111111,41.8777777778,21.9367777778,25.7944444444,19.7395555556,49.043,17.1322222222
763.82,17.547,57.4605555556,28.6284444445,31.2386666667,16.5728888889,16.6678888889,41.9925555556,22.0548888889,25.8513333333,19.8945555556,49.0521111111,17.2824444444
764.14,17.4813333333,57.4721111111,28.6516666667,31.1634444444,16.532,16.6713333333,42.0647777778,22.1903333333,25.8863333334,19.8926666667,49.1442222222,17.2438888889
764.45,17.6518888889,57.4772222222,28.7071111111,31.195,16.4803333334,16.7458888889,42.1711111111,22.2035555555,25.996,19.9208888889,49.3362222222,17.3491111111
764.76,17.5225555555,57.513,28.6072222222,31.1545555556,16.456,16.7714444444,42.0463333333,22.0827777778,26.1154444444,19.8073333333,49.3077777778,17.2962222222
765.07,17.545,57.6356666667,28.6862222222,31.3861111111,16.5838888889,16.8723333333,42.2463333333,22.2398888889,26.365,19.8585555556,49.4728888889,17.4143333333
765.39,17.4627777778,57.7087777778,28.6083333333,31.3115555555,16.4705555555,16.8337777778,42.2016666667,22.1881111111,26.3418888889,19.8004444444,49.4564444444,17.384
765.70,17.5723333333,58.0045555556,28.8475555555,31.7703333334,16.7084444444,17.0538888889,42.4273333333,22.5537777778,26.7302222222,20.0936666667,49.7604444444,17.6638888889
766.01,17.8194444444,58.2253333333,29.1478888889,32.0674444444,17.0324444444,17.3613333333,42.6411111111,22.8095555555,26.9477777778,20.2748888889,49.9455555556,17.8958888889
766.32,18.1658888889,58.4675555556,29.3484444444,32.3594444444,17.2325555555,17.7226666667,43.1481111111,22.9602222222,27.283,20.6096666667,50.2775555556,18.1941111111
766.64,18.0922222222,58.2084444445,29.5115555555,32.4177777778,17.1826666667,17.7381111111,43.2398888889,22.9203333333,27.2942222222,20.4982222222,50.2758888889,18.1407777778
766.95,17.8664444444,57.8977777778,29.431,32.4262222222,17.0305555556,17.6362222222,43.0872222222,22.774,27.1905555556,20.3406666667,50.1776666667,18.0084444445
767.26,17.7847777778,57.6551111111,29.5584444444,32.4955555555,16.7893333333,17.6025555555,42.9827777778,22.6674444444,27.0346666667,20.291,49.9404444445,17.9985555556
767.57,17.807,57.7232222222,29.5472222222,32.5405555556,16.6828888889,17.6833333333,43.0223333333,22.6367777778,27.0595555556,20.3926666667,50.0128888889,18.0357777778
767.88,17.4942222222,57.5041111111,29.4817777778,32.3854444445,16.5727777778,17.5316666667,42.8984444445,22.6661111111,26.9391111111,20.3152222222,49.8457777778,17.9304444444
768.20,17.76,57.565,29.7157777778,32.4153333333,16.7264444444,17.8101111111,43.1177777778,23.0127777778,27.1162222222,20.452,50.1792222222,18.0455555556
768.51,17.0583333333,56.9125555555,29.3327777778,31.8415555556,16.2196666667,17.2957777778,42.557,22.6575555556,26.5432222222,20.1211111111,49.5686666667,17.5054444445
768.82,16.7642222222,56.8497777778,29.3528888889,31.807,16.166,17.1955555556,42.5885555556,22.7107777778,26.394,20.1466666666,49.6418888889,17.4033333334
769.13,16.3744444445,56.8077777778,29.1885555556,31.3716666667,15.8527777778,17.1383333333,42.3491111111,22.456,26.0998888889,19.9892222222,49.3991111111,17.08
769.44,16.0793333333,56.7687777778,28.9222222222,31.1514444445,15.4965555556,16.8982222222,42.3353333333,22.4022222222,26.0801111111,19.9931111111,49.5113333333,16.7395555556
769.76,15.7937777778,56.4895555555,28.8121111111,30.9332222222,15.3312222222,16.7232222222,42.0791111111,22.4273333333,25.936,19.8698888889,49.4631111111,16.3612222222
770.07,16.0645555556,56.6494444444,28.8121111111,31.1191111111,15.5085555556,16.9601111111,42.1507777778,22.6853333333,26.1125555556,20.2066666667,49.4553333333,16.6204444444
770.38,16.3451111111,56.8193333333,28.9388888889,31.145,15.7466666666,17.1444444445,42.3054444445,23.0751111111,26.1967777778,20.342,49.4193333334,16.9122222222
770.69,16.6982222222,56.8161111111,28.917,31.0868888889,16.1085555556,17.468,42.4996666667,23.4917777778,26.5711111111,20.5205555555,49.7524444445,17.1888888889
771.00,16.9767777778,57.3101111111,29.1534444444,31.5143333333,16.1866666667,17.7391111111,42.7863333333,23.7794444445,26.8661111111,20.5134444445,50.1033333333,17.4634444444
771.32,16.9537777778,57.377,29.0645555555,31.6941111111,15.8844444445,17.6776666667,42.6228888889,23.7402222222,26.9627777778,20.4426666667,50.0117777778,17.3228888889
771.63,16.8803333333,57.3883333333,29.0313333334,31.9276666667,15.7217777778,17.6401111111,42.6067777778,23.7892222222,26.8898888889,20.3988888889,50.0,17.341
771.94,17.4886666667,58.089,29.2426666667,32.2937777778,15.8833333333,18.1752222222,43.221,24.4077777778,27.3376666667,20.6991111111,50.5272222222,17.8512222222
772.25,17.3384444444,57.963,29.0527777778,32.1613333333,15.534,18.0934444444,43.0371111111,24.3845555556,27.3167777778,20.5941111111,50.4951111111,17.6426666667
772.56,17.9047777778,57.894,29.0995555555,32.4668888889,15.8418888889,18.1461111111,43.1891111111,24.5408888889,27.6227777778,20.77,50.3766666667,17.959
772.87,18.284,58.1413333333,29.4695555556,32.7836666667,16.367,18.5415555555,43.2803333333,24.8032222222,27.9683333333,20.9738888889,50.5967777778,18.5515555555
773.18,18.373,58.2168888889,29.4242222222,32.6615555556,16.3032222222,18.709,43.4122222222,24.8785555555,27.9706666667,20.8238888889,50.4033333333,18.6588888889
773.50,18.3552222222,58.2695555555,29.4868888889,32.7261111111,16.2892222222,18.7481111111,43.4344444444,24.8238888889,28.0021111111,20.6612222222,50.5406666667,18.6817777778
773.81,18.6581111111,58.5308888889,29.4384444445,32.7961111111,16.6072222222,18.7664444444,43.7058888889,24.867,28.2814444445,20.8066666667,50.9013333333,18.8646666667
774.12,18.4746666667,58.8445555555,29.1903333333,32.7534444444,16.2712222222,18.659,43.6431111111,24.4358888889,28.4156666667,20.6198888889,50.838,18.564
774.43,18.4162222222,58.4204444444,29.1518888889,32.8787777778,16.5081111111,18.7758888889,43.5298888889,24.3472222222,28.3856666667,20.8057777778,50.8085555556,18.4744444444
774.74,18.6537777778,58.692,29.3753333333,32.9971111111,16.7758888889,18.9683333333,44.0071111111,24.4358888889,28.3301111111,20.7392222222,50.9201111111,18.6056666667
775.05,18.6453333333,59.1597777778,29.4795555556,32.8881111111,16.6205555556,18.9708888889,43.9992222222,24.0946666667,28.2091111111,20.3713333333,51.11,18.4985555556
775.36,18.3244444444,58.6923333333,29.4195555555,32.6048888889,16.395,18.5476666667,43.6397777778,23.3147777778,27.8918888889,20.0478888889,50.6142222222,18.2161111111
775.67,18.7332222222,58.766,29.9208888889,33.0986666667,16.9913333334,18.9517777778,44.226,23.3687777778,28.1408888889,20.3165555556,50.9964444444,18.5533333333
775.98,18.3708888889,58.6322222222,29.9137777778,32.819,16.827,18.7303333333,44.1624444445,23.2458888889,27.9161111111,19.9204444445,51.2284444445,18.1938888889
776.30,17.7701111111,57.5413333333,29.2185555556,31.8235555556,16.0445555556,17.9967777778,43.46,22.5318888889,27.2827777778,19.1526666667,50.1188888889,17.5045555555
776.61,17.9996666667,57.4268888889,29.4364444444,32.0138888889,16.3657777778,17.9997777778,43.346,22.6856666667,27.3556666667,19.4845555556,50.2786666667,17.8341111111
776.92,17.5245555556,57.1992222222,29.2186666667,31.4842222222,16.0253333333,17.3802222222,42.9618888889,22.35,27.0643333333,19.1681111111,50.0026666667,17.4246666667
777.23,17.1994444444,56.8874444444,29.1652222222,31.5961111111,15.6342222222,17.4382222222,42.5964444445,22.2221111111,27.0618888889,19.1863333333,49.556,17.2382222222
777.54,16.9948888889,56.7012222222,29.0457777778,31.2701111111,15.471,17.1617777778,42.3868888889,22.3223333333,26.7044444444,19.0412222222,49.5828888889,17.3395555556
777.85,16.6528888889,56.1657777778,28.9455555555,30.7595555556,15.2382222222,16.8525555556,42.2422222222,22.1224444444,26.4878888889,18.8383333333,48.971,17.0355555556
778.16,16.3565555556,56.2817777778,28.8142222222,30.6127777778,15.1387777778,16.5017777778,42.115,22.0547777778,26.3393333333,18.8368888889,49.0755555556,16.9934444444
778.47,16.4377777778,56.1976666667,28.928,30.8935555555,15.3935555556,16.5383333333,42.4121111111,22.2501111111,26.7225555555,19.3523333333,49.101,17.225
778.78,16.5364444444,56.37,29.0167777778,31.3023333333,15.671,16.8535555556,42.5037777778,22.505,26.9631111111,19.665,49.2758888889,17.3793333333
779.09,16.833,56.2715555556,28.7331111111,31.0726666666,15.7845555556,17.0246666666,42.105,22.6674444444,27.0872222222,19.7757777778,48.9485555556,17.5715555555
779.40,17.0833333333,56.137,28.8598888889,31.2587777778,16.06,17.4355555556,42.2133333333,23.0777777778,27.4393333333,20.4496666667,48.823,18.0506666667
779.71,17.217,56.7755555556,29.0603333333,31.5912222222,16.3373333333,17.6935555555,42.8215555555,23.5048888889,27.5166666667,20.7754444445,49.3361111111,18.2555555556
780.02,17.2203333333,57.2918888889,29.1336666667,31.695,16.4532222222,17.832,43.1752222222,23.6472222222,27.6508888889,20.8492222222,49.5903333333,18.3686666667
780.33,17.1481111111,57.2255555556,28.9261111111,31.3906666667,16.2433333333,18.0005555555,43.0122222222,23.4226666667,27.5052222222,20.8362222222,49.2577777778,18.2498888889
780.64,17.0218888889,57.1932222222,28.8783333333,31.0091111111,16.1648888889,17.8731111111,43.1178888889,23.2315555556,27.3112222222,20.6257777778,49.322,17.9666666667
780.95,17.2607777778,57.1536666667,29.2811111111,31.2716666667,16.3696666667,17.9915555555,43.6838888889,23.4403333334,27.4213333333,20.7962222222,49.3285555556,18.0453333333
781.26,17.7488888889,57.8402222222,29.71,31.6271111111,16.8205555556,18.4542222222,44.2153333334,24.0307777778,27.8954444445,21.2394444444,49.9367777778,18.6894444444
781.57,18.355,57.9316666667,30.0357777778,31.7451111111,17.0515555555,19.2337777778,44.3171111111,24.3621111111,28.4112222222,21.7918888889,50.1061111111,19.058
781.88,18.57,58.3811111111,30.4583333333,31.7231111111,17.1572222222,19.4831111111,44.6542222222,24.6098888889,28.4717777778,21.9261111111,50.4225555556,19.1128888889
782.19,19.2353333333,58.8584444445,30.6501111111,32.0133333333,17.4631111111,19.762,45.0331111111,24.9921111111,28.8715555556,22.1045555556,51.1433333333,19.4151111111
782.50,19.5601111111,59.1487777778,31.246,32.5273333333,17.8103333333,20.1663333333,45.3255555555,25.5405555555,29.2713333333,22.3971111111,51.3561111111,19.5788888889
782.81,19.4986666667,59.0572222222,31.1582222222,32.5615555556,17.4703333333,20.0216666667,45.1013333333,25.2072222222,28.8876666667,21.8457777778,51.0588888889,19.2178888889
783.12,19.0968888889,58.9865555556,30.9161111111,32.5274444445,16.7445555556,19.9025555556,44.672,24.5677777778,28.6872222222,21.4944444445,51.0072222222,18.8693333333
783.43,18.3281111111,58.4581111111,30.2928888889,32.2761111111,16.1742222222,19.3132222222,44.0306666667,24.074,28.3556666667,20.8365555556,50.4663333333,18.0783333333
783.74,18.5031111111,58.3844444444,30.5307777778,32.72,16.294,19.2153333333,44.1213333333,24.3653333333,28.302,20.7516666666,50.5704444444,18.1865555556
784.05,18.6932222222,58.8192222222,31.0251111111,33.015,16.5836666667,19.5954444444,44.0928888889,24.7892222222,28.7697777778,20.9951111111,50.8061111111,18.8258888889
784.36,18.5961111111,58.7758888889,30.8184444444,32.9607777778,16.7398888889,19.5941111111,43.646,24.6238888889,28.9952222222,21.1375555556,50.6187777778,18.982
784.67,18.9497777778,59.0558888889,31.0935555555,33.0584444444,16.8243333333,19.6071111111,43.6196666667,24.4417777778,29.1692222222,21.0218888889,50.8214444445,19.1577777778
784.98,19.1967777778,59.2436666666,31.419,33.4472222222,17.1618888889,19.7322222222,43.7415555555,24.8794444444,29.3708888889,21.1445555556,51.0642222222,19.3843333333
785.29,18.8262222222,58.4832222222,30.9396666667,33.1685555556,17.1117777778,19.5845555555,43.1585555555,24.6621111111,28.9483333333,20.9297777778,50.4648888889,19.268
785.60,17.7516666666,57.3933333333,30.5506666667,32.3492222222,16.3768888889,18.8986666667,42.2352222222,23.9035555556,27.8072222222,20.3127777778,49.3906666667,18.6118888889
785.91,16.9655555555,56.9721111111,29.974,31.7414444445,15.731,18.1676666667,41.7414444444,23.0668888889,27.0694444444,19.6426666667,48.7457777778,18.0766666667
786.22,16.8735555556,56.619,29.6846666667,31.4042222222,15.6192222222,17.8351111111,41.388,22.6806666667,26.9404444444,19.8026666667,48.5767777778,17.9688888889
786.53,17.4585555556,56.5168888889,30.2581111111,31.99,16.608,18.2844444444,41.6652222222,23.4363333333,27.2447777778,20.2504444444,48.4132222222,18.6294444444
786.84,18.0021111111,56.6587777778,30.8132222222,32.0973333333,17.0553333333,18.6654444445,41.8944444445,23.5364444444,27.2683333333,20.6727777778,48.4716666667,18.8823333333
787.14,18.6317777778,57.1478888889,31.3891111111,32.4804444445,17.6716666667,19.2997777778,42.5182222222,24.0413333333,27.8287777778,21.244,48.9891111111,19.5025555555
787.45,18.4491111111,56.9281111111,30.9864444444,32.157,17.4093333333,18.8413333333,42.6856666667,23.5828888889,27.1776666666,20.7665555556,48.8116666667,18.8948888889
787.76,18.3868888889,56.9163333333,31.1948888889,32.0961111111,17.3972222222,18.811,43.0128888889,23.6952222222,27.0825555556,20.6964444445,48.9336666667,18.7166666667
788.07,17.9032222222,56.5753333333,30.6903333333,31.9327777778,17.1766666667,18.4365555555,42.5984444444,23.447,26.6935555556,20.4405555556,48.8748888889,18.2664444444
788.38,17.5123333333,56.1016666667,30.2031111111,31.507,16.7664444445,17.847,42.348,22.5922222222,26.1335555555,19.9611111111,48.5672222222,17.8411111111
788.69,17.1147777778,55.6972222222,29.7062222222,31.0447777778,16.2655555556,17.1622222222,41.8906666667,22.0925555555,25.7078888889,19.4681111111,48.1717777778,17.3626666667
789.00,17.6414444444,56.4945555555,30.2774444444,31.5393333333,17.0434444444,17.6175555556,42.5426666666,22.6108888889,26.6114444445,19.896,48.9413333333,17.8087777778
789.31,17.8652222222,56.8298888889,30.4446666667,31.5373333333,17.2403333333,17.6771111111,42.8362222222,22.9928888889,26.8462222222,20.0072222222,49.3782222222,17.8711111111
789.62,18.2715555556,57.4196666667,30.9815555555,31.9258888889,17.6111111111,18.1975555556,43.469,23.7714444444,27.2963333333,19.9753333333,49.5617777778,18.1666666667
789.92,18.7461111111,57.7232222222,30.9694444445,31.7911111111,17.7222222222,18.645,43.9135555556,23.8527777778,27.4996666667,20.0543333333,50.2212222222,18.2088888889
790.23,18.7418888889,57.489,30.8262222222,31.7027777778,17.6462222222,18.716,43.9611111111,24.0654444444,27.6746666667,20.0311111111,50.0903333333,18.3102222222
790.54,18.5445555555,57.3092222222,30.4541111111,31.5732222222,17.4387777778,18.5904444445,43.7507777778,24.1068888889,27.3852222222,19.7225555556,49.5681111111,18.0474444445
790.85,18.6973333333,57.3445555555,30.5305555556,31.6305555555,17.4253333333,18.9357777778,43.7091111111,24.2628888889,27.7943333333,20.1947777778,49.3076666667,18.1938888889
791.16,18.3878888889,57.0503333333,30.1413333334,31.4126666667,16.9813333333,18.6854444444,43.0783333334,24.0006666667,27.5376666667,19.8282222222,48.9821111111,17.7723333333
791.47,18.4707777778,56.9605555556,30.2981111111,31.3482222222,17.0112222222,18.7981111111,43.0394444444,24.3435555556,27.556,20.0533333333,48.6527777778,17.9251111111
791.78,18.5302222222,57.6267777778,30.7773333334,31.664,17.5948888889,19.1048888889,43.6407777778,25.0067777778,28.1516666667,20.4278888889,48.9816666667,18.246
792.08,18.9816666667,58.1254444444,31.2452222222,32.2996666667,18.1507777778,19.6941111111,44.3397777778,25.6302222222,28.5354444444,20.9233333333,49.326,18.7654444444
792.39,18.628,57.5415555556,30.6482222222,31.83,17.5582222222,19.1806666667,43.7591111111,25.3757777778,27.7952222222,20.5158888889,48.4651111111,18.4252222222
792.70,18.6834444445,57.5334444445,30.5503333333,31.7015555555,17.426,19.1213333333,43.42,25.1112222222,27.4704444445,20.301,48.4282222222,18.4925555556
793.01,18.6621111111,58.0535555555,30.5628888889,31.8691111111,17.693,19.0855555555,43.3464444444,24.9642222222,27.4546666666,20.5354444444,49.0094444444,18.5544444444
793.32,18.2571111111,58.366,30.8423333333,31.9172222222,17.5307777778,18.4095555556,43.1154444445,24.9818888889,27.6251111111,20.6754444444,49.1867777778,18.2425555555
793.62,18.2471111111,58.346,30.6808888889,31.8291111111,17.4623333333,18.16,43.0565555555,24.9255555556,27.5852222222,20.6235555555,49.277,18.2543333334
793.93,18.142,58.0401111111,30.6958888889,31.7742222222,17.4062222222,17.9817777778,43.0747777778,24.5466666667,27.6283333333,20.6631111111,49.5883333333,18.1712222222
794.24,18.0275555556,57.7721111111,30.4527777778,31.9254444445,17.5221111111,17.7315555556,42.7046666667,24.3883333333,27.536,20.4533333333,49.751,18.4247777778
794.55,17.845,58.1631111111,30.3745555556,32.223,17.6588888889,17.845,42.632,24.1278888889,27.5018888889,20.5888888889,50.025,18.5686666667
794.86,17.168,57.186,29.486,31.5118888889,17.288,17.5912222222,41.8536666667,23.1963333333,27.0437777778,19.7586666667,49.393,18.0006666667
795.16,16.8847777778,56.2616666667,28.8958888889,31.0695555555,16.587,17.4524444444,40.9968888889,22.9214444444,26.452,19.4532222222,48.5633333333,17.6255555556
795.47,16.954,56.3423333333,29.0163333333,30.9661111111,16.8034444444,17.9392222222,40.9621111111,23.3168888889,26.7238888889,19.7318888889,48.8095555556,17.9938888889
795.78,17.5381111111,56.5767777778,29.5956666667,31.5155555555,17.3271111111,18.5866666667,41.5304444445,23.7405555556,27.3351111111,20.3294444444,49.4416666667,18.2052222222
796.09,17.699,56.1034444444,29.6586666667,31.5158888889,17.3448888889,18.708,41.6783333334,23.8391111111,27.4471111111,20.6654444444,49.2816666667,18.1134444444
796.40,17.8082222222,55.6806666667,29.7677777778,31.5505555555,17.374,18.9592222222,42.0104444445,23.8206666667,27.2877777778,20.8536666667,49.0626666667,18.2947777778
796.70,17.9863333333,56.057,30.0078888889,32.073,17.2736666666,19.2333333333,42.3066666667,23.8056666666,27.2631111111,20.7904444444,49.0961111111,18.7318888889
797.01,18.7393333333,56.5064444444,30.7555555555,33.0446666667,18.0113333333,20.0576666667,42.8505555555,24.2358888889,27.7907777778,21.5073333333,49.6588888889,19.4018888889
797.32,18.829,56.4217777778,30.8976666667,33.0533333333,18.3925555555,20.2877777778,42.7837777778,24.4041111111,28.0773333333,21.8117777778,49.5962222222,19.7342222222
797.63,18.5667777778,56.2341111111,30.7712222222,32.701,18.264,20.1081111111,42.923,24.3166666666,27.9918888889,21.8665555556,49.4633333334,19.5216666667
797.93,19.1178888889,56.3947777778,31.1817777778,33.0534444444,18.665,20.4902222222,43.5384444444,24.8267777778,28.2374444444,22.1356666667,49.5138888889,19.8307777778
798.24,19.9165555555,57.745,32.3344444444,34.4965555556,19.3418888889,21.0591111111,44.9437777778,25.9373333333,29.0228888889,23.1802222222,50.5267777778,20.6896666667
798.55,20.5493333333,58.4345555556,32.9361111111,35.278,19.915,21.567,45.6852222222,26.4463333333,29.7434444444,23.7417777778,51.415,21.4206666667
798.85,20.7568888889,58.5716666666,33.113,35.5028888889,19.8178888889,21.5464444445,45.924,26.3052222222,29.8263333333,23.6305555556,51.5366666667,21.1552222222
799.16,20.7801111111,58.7928888889,33.1244444444,35.6694444445,19.6841111111,21.6598888889,45.764,26.3178888889,29.8434444444,23.4192222222,51.6978888889,21.2704444444
799.47,21.3036666667,59.9058888889,33.6641111111,36.6914444444,20.2161111111,22.4133333333,46.2743333333,26.9326666667,30.3717777778,23.5891111111,52.3367777778,21.9945555556
799.78,20.9616666667,60.2671111111,33.2957777778,36.8145555556,19.9415555556,22.1696666667,45.8997777778,27.1437777778,30.1823333333,23.1451111111,52.2468888889,21.832
800.08,20.9513333333,59.9034444444,32.9096666666,36.5588888889,20.4385555556,22.4153333333,45.3065555556,27.6773333333,30.3383333334,23.4187777778,51.8991111111,22.0587777778
800.39,20.7322222222,60.3431111111,32.857,36.3741111111,20.3841111111,22.5248888889,45.4882222222,27.8723333333,30.5423333333,23.4097777778,51.9855555556,21.9045555555
800.70,20.8438888889,61.302,32.7961111111,36.7673333333,20.1587777778,22.6115555556,45.7368888889,28.1011111111,30.6314444445,23.4758888889,52.3787777778,21.8483333333
801.00,20.7686666667,61.1346666667,32.6103333333,36.7203333333,19.8647777778,22.678,45.403,27.9585555556,30.0016666667,22.7723333333,51.7757777778,21.3655555556
801.31,20.4247777778,60.9155555556,32.247,36.3126666667,19.1068888889,22.2701111111,45.0194444444,27.4544444444,29.5231111111,22.2782222222,51.5854444445,20.7924444445
801.62,20.155,60.265,31.8246666667,35.5523333333,18.7658888889,22.2064444444,44.5242222222,26.8358888889,28.9753333333,21.7195555556,51.1575555556,20.5778888889
801.92,19.9663333333,59.8756666667,31.795,35.103,18.7391111111,22.0946666667,44.4683333333,26.638,28.543,21.473,50.7653333333,20.2854444444
802.23,20.139,59.7383333333,31.8087777778,35.0333333333,18.9335555556,21.8631111111,44.1571111111,26.4927777778,28.4403333334,21.7113333333,50.5587777778,20.5378888889
802.54,20.4941111111,59.9951111111,32.0616666667,35.4213333333,19.2544444445,22.1662222222,44.3564444444,26.9897777778,28.8136666667,22.1342222222,50.452,21.1743333333
802.84,20.1398888889,59.4226666667,31.8458888889,34.7162222222,18.9096666667,21.9488888889,44.171,26.7887777778,28.646,22.1818888889,50.0,21.0162222222
803.15,20.4614444444,59.1415555556,32.0951111111,34.2902222222,18.8936666667,22.2301111111,44.2758888889,26.6761111111,29.2892222222,22.4635555556,50.3617777778,21.153
