wavelength,Back_ChaEucm,Belly_ChaEucm,Breast_ChaEucm,Crissum_ChaEucm,Crown_ChaEucm,DorTail_ChaEucm,Patch10_ChaEucm,Patch11_ChaEucm,Patch12_ChaEucm,Rump_ChaEucm,Throat_ChaEucm,WingTip_ChaEucm
342.70,11.02825,8.79441666666,6.844,7.78025,5.24108333333,5.98591666667,7.01416666667,29.1632777778,18.1700833333,15.7305833333,4.53191666667,7.43966666666
343.06,11.3135,8.96849999999,7.00716666666,7.93558333333,5.20666666666,6.20466666667,7.21658333333,29.3134444444,18.1951666667,15.7664166667,4.55741666667,7.46783333334
343.43,11.0398333333,8.62275000001,6.887,7.74108333333,4.87608333333,5.92983333333,6.81808333334,29.3066666667,17.9820833334,15.489,4.34566666667,7.16958333333
343.79,10.98175,8.49675,6.77425,7.57074999999,4.64316666667,5.93675,6.69241666666,29.2169444445,18.0011666667,15.3866666667,4.24841666667,7.20316666667
344.16,11.2244166667,8.91958333332,7.02783333333,7.86708333334,4.956,6.295,6.94100000001,29.4831666667,17.9788333333,15.62725,4.54291666667,7.434
344.52,11.4914166667,9.22999999999,7.19266666666,8.00375,5.08983333333,6.5335,7.17941666668,29.5619444444,18.2358333334,15.9216666667,4.85883333333,7.58833333334
344.89,11.40525,9.23516666667,7.15691666667,7.92166666666,4.94758333333,6.634,7.07174999999,29.6341111111,18.20925,15.9476666667,4.974,7.45083333333
345.25,11.1760833333,9.06183333332,6.76566666667,7.61116666666,4.54708333333,6.33625,6.68108333332,29.4257222222,17.97425,15.8015,4.58625,7.09741666667
345.62,11.44625,9.30600000001,6.88058333334,7.69775000001,4.70158333333,6.51741666666,6.90016666666,29.8616111111,18.5084166666,16.0311666667,4.812,7.28291666666
345.99,11.805,9.82675000001,7.0985,8.04875,4.98441666667,6.77541666666,7.27300000001,30.3165,18.8710833334,16.4921666667,5.08783333333,7.66091666667
346.35,11.8205833334,9.87966666667,7.11691666667,8.04225,5.03375,6.83233333333,7.27875,30.2923888889,19.0864166667,16.5889166667,5.09183333333,7.69283333333
346.72,11.86875,9.79033333332,7.14833333333,7.86083333334,4.92741666667,6.66291666666,7.142,30.1908888889,18.7840833334,16.3625,4.86925,7.56291666667
347.08,11.51025,9.55074999999,6.93358333334,7.50650000001,4.84383333333,6.41925,6.81000000001,30.0607222222,18.5026666667,16.2240833333,4.60941666667,7.33083333333
347.45,11.7520833334,9.73091666666,7.12591666667,7.57883333332,5.151,6.52225,7.02749999999,30.5687222222,18.609,16.5289166667,4.72441666667,7.52633333333
347.81,11.9923333333,10.0145,7.39058333333,7.96408333334,5.48533333333,6.69816666666,7.45649999999,30.8675555556,18.8883333333,16.8645,4.95133333333,7.79266666667
348.18,12.3511666667,10.2264166667,7.84358333334,8.234,5.73866666667,6.93008333334,7.78383333334,31.1006111111,19.1819166667,17.077,5.22916666667,7.9825
348.54,12.1610833333,10.0878333333,7.66874999999,8.14066666666,5.49575,6.6985,7.54916666667,30.8391666667,19.1786666667,16.9723333334,4.87108333333,7.78191666666
348.91,12.3805,10.4035,7.84233333334,8.32008333332,5.69933333333,6.75425,7.80916666666,31.1922222222,19.2409166667,17.1375833333,4.73075,7.85558333333
349.27,12.853,10.8669166667,8.40583333333,8.68291666666,6.288,7.23158333334,8.47191666667,31.7761111111,19.7679166666,17.4255,5.16633333334,8.29366666667
349.64,12.9085,10.8821666667,8.59474999999,9.00650000001,6.33991666667,7.51641666667,8.58833333333,31.8387777778,19.706,17.6013333333,5.32025,8.40525
350.00,12.8031666667,10.4248333333,8.29425000001,8.67883333334,6.02691666667,7.28433333333,8.27458333332,31.6002777778,19.49425,17.2465833333,5.08866666667,8.05975
350.37,12.95925,10.6173333333,8.57275,8.82491666666,6.30833333333,7.47283333333,8.44966666667,31.9875,19.44875,17.4559166666,5.16316666667,8.28158333333
350.73,13.4159166667,10.92625,9.02350000001,9.15258333334,6.57241666667,7.71425,9.04274999999,32.4948888889,19.8981666666,18.01475,5.55341666667,8.59783333334
351.10,13.8056666666,11.335,9.44700000001,9.47266666667,6.72041666666,7.93641666667,9.56224999999,32.8852777778,20.3211666667,18.382,5.77966666667,8.92216666667
351.46,13.9080833333,11.3530833333,9.44841666667,9.38458333332,6.59416666667,7.99566666667,9.51824999999,32.7854444444,20.432,18.4314166667,5.75308333333,8.87483333333
351.83,13.7200833333,11.0774166667,9.16991666667,9.00516666666,6.14708333333,7.78191666667,9.10008333333,32.6195,20.3549166667,18.2001666666,5.393,8.44116666667
352.19,13.5108333333,10.8089166667,8.66091666666,8.65466666666,5.8075,7.50816666666,8.79316666666,32.4725,20.21925,18.0208333334,4.96333333333,8.17575
352.55,13.352,10.5994166667,8.51449999999,8.48325,5.58691666667,7.372,8.69533333334,32.5427777778,20.1375,17.834,4.85641666667,7.87766666667
352.92,13.1919166667,10.2691666667,8.30233333333,8.21533333333,5.27425,7.12966666667,8.44516666666,32.2495,19.8870833333,17.7403333334,4.691,7.61975
353.28,12.96575,10.0603333333,8.08666666667,8.09291666666,4.9655,6.85291666667,8.12366666667,32.2601111111,19.7755,17.6289166667,4.46575,7.40816666667
353.65,12.83325,9.92283333333,7.90533333333,7.81975000001,4.90341666667,6.59091666667,7.86258333333,32.3877222222,19.687,17.4309166666,4.31041666667,7.22058333333
354.01,12.6831666667,9.91950000001,7.90066666666,7.79258333333,4.86083333333,6.54891666667,7.95491666667,32.3960555555,19.64675,17.4296666667,4.2055,7.18575
354.38,12.4321666667,9.71549999999,7.66016666667,7.84308333334,4.67175,6.39625,7.80183333333,32.1876111111,19.70225,17.25725,4.14016666667,7.12858333333
354.74,11.6829166667,8.96150000001,6.86208333333,7.25166666666,3.89616666667,5.67566666667,6.86216666667,31.6352777778,19.0101666667,16.6784166667,3.46591666667,6.50141666667
355.11,11.3169166667,8.54483333333,6.38433333334,6.83591666667,3.64658333333,5.33275,6.37283333333,31.3747222222,18.7929166667,16.318,3.11508333333,6.14433333333
355.47,11.2150833333,8.57291666668,6.32658333333,6.88958333333,3.612,5.36225,6.34333333334,31.3972777778,18.8016666667,16.3045,3.06016666666,6.17616666666
355.83,11.08375,8.55208333334,6.32116666667,6.78033333333,3.61441666666,5.244,6.31558333333,31.4813333333,18.668,16.2620833333,3.10583333333,6.20641666667
356.20,10.95175,8.46216666666,6.32116666667,6.87374999999,3.579,5.17816666667,6.39083333333,31.559,18.5660833334,16.3393333333,3.09083333333,6.14933333333
356.56,11.2060833333,8.72958333332,6.59075,7.00783333333,3.7865,5.2915,6.55891666668,31.7173888889,18.6468333333,16.6085833333,3.31633333333,6.46383333333
356.93,11.3254166667,9.01258333333,6.78808333333,7.19775000001,4.14333333333,5.54325,6.67925,31.9054444444,18.8655,16.6563333333,3.57291666667,6.74666666667
357.29,11.36375,8.9885,6.7875,7.20216666667,4.26391666667,5.65116666667,6.60333333332,32.023,18.837,16.7178333334,3.5575,6.85916666667
357.66,11.319,9.11241666667,6.77025,7.34824999999,4.3275,5.70483333334,6.65475,31.9998333333,18.878,16.7570833333,3.61375,6.94616666667
358.02,11.5490833333,9.28658333333,6.9205,7.68116666666,4.65808333333,5.83875,6.84175,32.3060555555,19.1415833333,16.9926666667,3.8085,7.21708333334
358.38,11.7426666667,9.40966666667,7.13525,7.7245,4.77791666667,5.89333333333,6.94516666668,32.5833333333,19.2481666667,17.0271666667,3.85741666667,7.28133333333
358.75,12.1125833333,9.98749999999,7.62966666666,8.17650000001,5.40966666667,6.43166666667,7.47275,33.1210555556,19.9038333333,17.4129166667,4.27366666667,7.87691666667
359.11,12.006,9.92391666666,7.45675,8.12916666667,5.37475,6.316,7.32700000001,33.1231111111,19.7504166667,17.3204166667,4.19216666666,7.80475
359.48,11.9226666667,9.87866666666,7.43925,8.08616666667,5.49866666667,6.23983333333,7.3765,33.0427222222,19.7844166667,17.3226666667,4.29025,7.83908333334
359.84,11.7830833333,9.66733333334,7.25591666666,8.04216666666,5.38325,6.1435,7.16008333333,32.8438333333,19.51675,17.1708333334,4.145,7.75108333333
360.20,11.8494166667,9.77766666666,7.40283333333,8.03858333333,5.42783333334,6.21533333333,7.10791666666,32.9486666667,19.6901666667,17.1088333333,4.2065,7.9165
360.57,11.8346666667,9.80333333333,7.3055,8.09600000001,5.479,6.22433333333,7.09666666666,33.0767777778,19.8566666667,16.9328333333,4.19333333333,7.94825
360.93,11.6433333334,9.54108333334,7.02541666667,7.85583333334,5.17966666667,5.88183333333,6.94916666666,33.0525,19.772,16.7709166667,3.85566666667,7.74341666667
361.29,11.437,9.32733333334,6.744,7.643,4.93775,5.58041666667,6.79525,32.9520555556,19.656,16.51675,3.57308333334,7.4815
361.66,11.46575,9.33458333333,6.79458333333,7.52308333333,4.98675,5.54391666666,6.80241666667,32.9673888889,19.6976666667,16.464,3.51025,7.47616666667
362.02,11.3155,9.21749999999,6.72791666667,7.27466666666,4.74241666667,5.44825,6.60391666667,32.9479444445,19.6178333333,16.2440833333,3.41233333333,7.34058333333
362.39,11.313,9.37641666668,6.79166666667,7.41291666667,4.84358333333,5.57983333333,6.73416666667,32.9116111111,19.70025,16.3178333333,3.601,7.53575
362.75,11.0480833333,9.11999999999,6.49016666667,7.04141666667,4.45383333333,5.20216666666,6.32425,32.6880555555,19.3235833334,15.9609166667,3.25466666667,7.20725
363.11,10.9941666667,9.08924999999,6.46333333333,7.00091666666,4.33608333333,5.14258333333,6.38925,32.6450555556,19.4289166667,15.9459166666,3.19091666667,7.2425
363.48,10.9235833333,9.01191666666,6.21,6.92841666668,4.10275,4.99258333333,6.19416666667,32.7267777778,19.3765,15.8365,2.96141666667,7.12008333333
363.84,10.8849166666,9.03625000001,6.17183333333,6.95208333332,4.07941666666,4.9245,6.2205,32.8648333333,19.4660833333,15.8093333333,2.86016666667,7.11458333334
364.20,10.7891666667,8.91208333333,5.96908333333,6.83066666666,3.87966666667,4.71191666667,6.10225,32.7504444445,19.4015,15.7133333333,2.68891666666,6.90558333333
364.57,10.887,8.91258333332,6.10933333333,6.85783333333,3.86016666667,4.76483333333,6.04583333334,32.7949444444,19.3809166667,15.8251666667,2.75241666666,6.87883333333
364.93,11.287,9.36758333332,6.60958333333,7.31191666666,4.37091666666,5.23491666666,6.51583333334,33.0328333333,19.6459166667,16.2539166667,3.31558333333,7.33741666667
365.29,11.7135,9.81674999999,7.10141666667,7.72799999999,4.72716666667,5.62225,6.90116666667,33.1995555555,20.0214166667,16.6283333333,3.80658333333,7.76225
365.66,11.9371666666,10.084,7.276,8.11075,4.785,5.85941666667,7.09199999999,33.4419444445,20.3903333334,16.8335833333,3.98491666667,7.92683333333
366.02,12.0185,10.2166666667,7.25908333333,8.29041666667,4.90933333333,5.91941666667,7.12216666666,33.5387777778,20.3518333333,17.022,4.00616666667,8.04225
366.38,11.99525,9.98525,7.15583333333,8.17816666667,4.79633333333,5.78416666667,6.98766666668,33.4771111111,20.277,17.0160833334,3.82591666666,7.88916666667
366.75,12.1560833333,10.04025,7.13591666667,8.33324999999,4.87625,5.89958333334,7.18833333332,33.7686666667,20.4981666667,17.2545,3.91425,8.02850000001
367.11,12.2455,10.1008333333,7.23225,8.38166666668,4.94291666667,5.97791666667,7.20175000001,33.9358333333,20.6315,17.41675,3.95625,8.01758333334
367.47,12.0830833333,9.88625000001,7.12883333333,8.14800000001,4.75125,5.75258333333,7.03633333333,33.9187222222,20.4959166667,17.2049166666,3.69683333333,7.83041666667
367.84,12.38675,10.2869166667,7.472,8.47975000001,5.1145,6.06033333333,7.36541666667,34.3397222222,20.89775,17.559,4.09333333333,8.10691666667
368.20,12.51575,10.41325,7.61041666667,8.55966666668,5.26858333334,6.076,7.34866666667,34.4982777778,20.9908333334,17.61575,4.15566666667,8.14708333332
368.56,12.2688333333,10.2854166667,7.44858333333,8.40883333334,5.09591666667,5.91866666667,7.28833333334,34.5044444444,20.9356666667,17.5205,3.95775,8.07991666667
368.93,11.862,9.82458333333,6.96308333333,8.03325000001,4.60766666667,5.45416666667,6.79291666666,34.3512222222,20.6789166667,17.034,3.3315,7.63483333334
369.29,11.5609166667,9.67358333333,6.62991666667,7.87600000001,4.38416666667,5.18658333333,6.55358333333,34.3643888889,20.616,16.855,3.11558333334,7.3605
369.65,11.46225,9.54358333333,6.57616666667,7.71025,4.37958333333,5.0925,6.48191666667,34.4898888889,20.589,16.9086666666,3.102,7.33808333333
370.01,11.3454166667,9.47458333334,6.6595,7.57249999999,4.24725,4.9855,6.42233333333,34.4252777778,20.8601666666,16.74275,2.96283333333,7.15175
370.38,11.1966666667,9.42199999999,6.45241666667,7.47474999999,4.08941666667,4.85041666666,6.20466666667,34.4043333333,20.7736666667,16.6224166667,2.74391666667,6.957
370.74,11.1591666667,9.47333333333,6.56883333333,7.47300000001,4.05741666667,4.90041666667,6.21933333333,34.3552777778,20.8639166667,16.6361666667,2.81708333333,6.81333333333
371.10,11.2854166667,9.55650000001,6.64775,7.65483333334,4.15375,4.96633333334,6.34075,34.4658333333,20.8850833333,16.6320833333,2.98241666667,6.894
371.46,11.6426666666,9.97525,7.04633333333,8.10683333332,4.57083333333,5.32741666667,6.75558333334,34.8012777778,21.3058333333,17.0086666667,3.42508333333,7.23891666667
371.83,11.6589166667,9.94291666666,7.04408333334,7.94916666666,4.35441666667,5.26391666667,6.68549999999,34.8929444444,21.3669166666,16.9570833333,3.32125,7.19766666667
372.19,11.548,9.90866666666,6.96716666667,7.90199999999,4.252,5.19558333334,6.711,35.0351666667,21.35425,16.8800833334,3.20616666667,7.20625
372.55,11.55225,9.90025000001,6.87325,7.97475000001,4.27766666667,5.14008333334,6.65983333333,35.1233888889,21.3113333333,16.7904166666,3.0995,7.12941666667
372.92,11.7118333334,10.1011666667,7.02433333333,8.13791666668,4.3645,5.27341666666,6.79491666667,35.2256666667,21.5878333334,17.0533333333,3.35733333333,7.292
373.28,11.3961666667,9.818,6.85716666666,7.77616666667,4.122,5.01525,6.51266666667,35.0547222222,21.2396666667,16.8410833333,3.1095,7.02308333334
373.64,11.1659166667,9.56183333333,6.60241666667,7.50583333332,3.83741666667,4.7365,6.30266666666,34.7488888889,20.9093333333,16.4725833333,2.90441666667,6.6995
374.00,11.2865,9.65333333333,6.70008333333,7.60641666666,4.02683333334,4.85375,6.47874999999,34.8786666667,20.8563333333,16.66675,3.21216666666,6.8505
374.37,11.5621666667,9.90641666667,6.88475,7.79391666667,4.23291666666,4.99241666667,6.81866666667,35.2866111111,21.2069166666,16.8906666667,3.49008333333,7.04258333334
374.73,11.4526666667,9.84799999999,6.83075,7.79833333334,4.373,4.908,6.86341666666,35.2467222222,21.0435833333,16.7278333333,3.47491666667,7.05916666667
375.09,11.206,9.70949999999,6.72841666667,7.65924999999,4.24475,4.70625,6.65616666666,35.1546666667,20.9276666667,16.6225833333,3.36225,6.941
375.45,11.10575,9.72350000001,6.70425,7.65991666667,4.15083333333,4.64416666666,6.59066666667,35.0539444445,20.9940833333,16.6079166666,3.309,6.86875
375.81,10.9244166667,9.49183333334,6.46616666667,7.52158333334,3.98566666666,4.43916666667,6.37475,34.7788333333,20.8543333333,16.37325,3.09408333333,6.60725
376.18,10.84675,9.58816666667,6.53116666666,7.64816666668,4.055,4.62091666666,6.50875,34.8797222222,21.053,16.5474166667,3.32141666667,6.60925
376.54,10.863,9.63650000001,6.57391666667,7.65083333333,4.06991666667,4.63575,6.53391666666,34.8908333333,21.1016666667,16.6666666667,3.35075,6.574
376.90,10.7939166667,9.56883333333,6.62008333333,7.65441666666,4.0805,4.61216666666,6.53033333333,34.9354444444,21.1529166667,16.5839166667,3.35841666667,6.50875
377.26,11.1264166667,9.78450000001,6.90683333334,7.96700000001,4.35341666667,4.92391666667,6.82233333332,35.1436666667,21.4743333333,16.84275,3.64166666667,6.8435
377.63,11.1625,9.90558333334,7.03083333333,8.03208333332,4.39775,4.9545,6.86266666666,35.313,21.6315833333,16.9678333334,3.5785,6.91158333333
377.99,11.0903333333,9.86075,6.94791666667,8.06316666666,4.29841666667,4.9045,6.79200000001,35.1645555556,21.65775,16.94725,3.4635,6.82675
378.35,10.8910833333,9.74708333334,6.84716666667,7.90808333334,4.11308333333,4.787,6.60174999999,35.0062222222,21.554,16.81875,3.294,6.62916666667
378.71,11.1851666667,10.017,7.14483333333,8.24808333333,4.358,5.09908333333,6.86475000001,35.1342222222,21.8578333333,17.0594166667,3.59275,6.923
379.07,11.5138333333,10.25125,7.34716666667,8.45616666666,4.51125,5.3645,7.05366666666,35.5036666667,22.0993333333,17.2468333334,3.75383333333,7.14908333333
379.44,11.6579166667,10.3545833333,7.47575,8.52383333334,4.67516666667,5.52941666667,7.1355,35.5563333333,22.1009166667,17.4051666667,3.93,7.23416666666
379.80,11.709,10.5359166667,7.60708333333,8.7085,4.85533333333,5.667,7.26600000001,35.7496666667,22.3166666667,17.5871666667,4.12575,7.38208333333
380.16,11.8280833333,10.532,7.59125,8.62408333333,4.83516666667,5.54983333334,7.25966666667,35.7246666667,22.2918333333,17.5795,4.03841666667,7.34841666667
380.52,11.7636666666,10.61675,7.55283333334,8.56049999999,4.79791666667,5.56433333333,7.31550000001,35.6383888889,22.2481666667,17.4266666667,4.0445,7.34933333333
380.88,11.7226666667,10.6635833333,7.39566666666,8.49516666668,4.71458333333,5.45991666666,7.23041666667,35.7119444444,22.1335,17.331,3.94583333333,7.25758333333
381.24,11.5950833333,10.63825,7.27283333333,8.45699999999,4.53633333333,5.27558333333,7.19600000001,35.5457222222,22.0996666667,17.1249166667,3.83716666667,7.02866666666
381.61,11.73525,10.69025,7.29166666667,8.55741666666,4.68091666667,5.35008333333,7.34441666668,35.6255555556,22.1945833333,17.2435,3.98533333333,7.11375
381.97,11.654,10.5985833333,7.1695,8.40225000001,4.51758333333,5.2025,7.20558333334,35.827,22.0988333333,17.1715,3.79283333333,6.99266666667
382.33,11.5459166667,10.5404166667,7.13183333333,8.32358333334,4.48158333333,5.13366666667,7.10624999999,35.7406666667,22.0830833334,17.0554166667,3.71058333333,6.90383333333
382.69,11.3389166667,10.32,6.88,8.00441666668,4.09483333333,4.89966666667,6.85125,35.7672777778,21.9943333333,16.9445833333,3.39533333333,6.58616666667
383.05,11.1793333333,10.2033333333,6.75591666666,7.80124999999,3.97625,4.694,6.72458333333,35.6128333333,21.9461666667,16.85875,3.22066666667,6.37516666667
383.41,10.9878333333,10.05525,6.58966666667,7.59974999999,3.789,4.46058333333,6.62683333334,35.5504444444,21.8730833333,16.61375,2.99016666666,6.1855
383.77,10.9683333333,10.0838333333,6.595,7.47341666667,3.71516666666,4.3915,6.62875000001,35.5490555556,21.7744166667,16.6146666667,2.94091666667,6.12675
384.14,11.1291666667,10.3209166667,6.76175,7.65391666667,3.92416666667,4.60658333334,6.80675,35.6401111111,21.9289166667,16.7443333333,3.116,6.30091666667
384.50,11.2006666667,10.416,6.87908333334,7.81408333333,4.03233333333,4.70808333333,6.92641666668,35.8445555556,22.0855833333,16.8083333333,3.25966666666,6.48383333333
384.86,11.20225,10.4,6.91775,7.77225000001,4.02275,4.76391666667,6.98450000001,35.864,22.1484166667,16.8295,3.28716666667,6.49625
385.22,11.183,10.434,6.89833333333,7.70791666666,4.0225,4.78041666667,6.9185,35.9612777778,22.1645,16.9058333333,3.24458333334,6.518
385.58,11.0249166667,10.3995833333,6.83833333333,7.61991666668,3.95075,4.74075,6.80700000001,35.8080555555,22.1690833333,16.7775833333,3.17475,6.38358333333
385.94,10.9501666667,10.3828333333,6.70725,7.58250000001,3.89575,4.64666666667,6.75233333333,35.7421111111,22.23925,16.7005833334,3.07708333333,6.34316666667
386.30,10.92975,10.3858333333,6.64258333333,7.58475000001,3.91991666667,4.60691666667,6.80525,35.7315,22.2269166666,16.75925,3.06466666666,6.38741666666
386.66,11.00625,10.505,6.67666666666,7.65666666668,4.05125,4.62475,6.88266666667,35.7426666667,22.3104166667,16.7473333333,3.14908333333,6.45958333333
387.03,10.9540833333,10.5164166667,6.63791666667,7.68225000001,4.01983333333,4.6515,6.94816666667,35.7433888889,22.3099166667,16.6888333333,3.18025,6.45225
387.39,10.9595833333,10.5875,6.66325,7.749,4.04258333333,4.69558333333,7.09050000001,35.8667777778,22.3958333333,16.7465,3.23225,6.49791666667
387.75,10.86275,10.45575,6.55716666667,7.73933333334,3.97275,4.62991666667,7.01633333332,35.8316111111,22.4074166667,16.6143333334,3.137,6.43641666667
388.11,10.74775,10.3190833333,6.53166666667,7.65483333334,3.87025,4.54025,6.92708333334,35.8785555556,22.4510833333,16.5513333333,2.972,6.32558333333
388.47,10.8451666667,10.3569166667,6.55925,7.67250000001,3.92125,4.56558333333,7.01433333333,36.0153333333,22.5705833333,16.7079166667,2.9615,6.29591666667
388.83,10.8596666667,10.4471666667,6.66716666667,7.72,4.02433333333,4.58325,7.09041666667,36.0199444445,22.6934166666,16.7345,3.00941666666,6.30908333333
389.19,10.8825833333,10.45675,6.68641666667,7.71208333333,4.05425,4.579,7.15783333333,35.9755555556,22.7184166667,16.6960833333,3.01525,6.28491666666
389.55,11.02625,10.5539166667,6.73083333334,7.8,4.10708333333,4.62708333333,7.28533333333,36.3242222222,22.8404166667,16.8205833334,3.0245,6.36208333333
389.91,11.0825833333,10.7108333333,6.89375,7.8605,4.24858333334,4.76833333334,7.44724999999,36.3683888889,22.8225,16.833,3.15716666666,6.39241666667
390.27,11.1496666667,10.795,6.98433333333,7.90158333334,4.23725,4.76416666667,7.51366666666,36.5780555555,22.9855,16.8594166667,3.18358333333,6.39833333333
390.63,11.1864166667,10.8973333333,7.09325,7.97066666666,4.25775,4.7805,7.55474999999,36.7433888889,23.0296666667,16.9355,3.22341666667,6.47958333334
391.00,11.2314166667,11.02475,7.203,8.09425,4.35458333334,4.83533333333,7.66116666666,36.7859444444,23.0704166667,16.98775,3.27158333333,6.56558333333
391.36,11.259,11.0348333333,7.17483333333,8.05983333334,4.29108333334,4.826,7.56683333333,36.7936666667,23.0799166667,16.96225,3.27075,6.54883333333
391.72,11.2880833333,11.0723333333,7.13975,8.03491666666,4.28416666667,4.84,7.64433333334,36.8041666667,23.081,16.9675,3.2025,6.53316666667
392.08,11.1390833333,10.9615,6.91008333333,7.92524999999,4.12108333334,4.66825,7.49783333334,36.7207777778,22.9838333333,16.849,3.04816666667,6.39891666667
392.44,11.1183333333,10.92375,6.909,7.92566666666,4.07891666667,4.61458333333,7.45883333334,36.7683888889,23.0755,16.86575,3.04566666667,6.36858333333
392.80,11.0396666667,10.83225,6.81041666666,7.87366666666,3.965,4.54725,7.39750000001,36.7687777778,23.0290833333,16.84825,2.942,6.33175
393.16,11.0194166667,10.80325,6.78933333333,7.91741666667,3.95991666667,4.49808333333,7.38875000001,36.8930555556,23.1505,16.8571666667,2.87883333333,6.32883333333
393.52,10.965,10.8071666667,6.78291666666,7.85741666666,3.93,4.42708333333,7.38375000001,36.8816111111,23.2045833333,16.8245,2.85083333333,6.28591666667
393.88,10.9530833333,10.799,6.74258333334,7.85683333334,3.90466666667,4.3955,7.38966666668,37.0871111111,23.3476666666,16.88475,2.8425,6.28508333333
394.24,11.0899166667,10.8825,6.78716666666,7.95225,3.9975,4.48358333333,7.52100000001,37.2102777778,23.41575,16.97875,2.92541666667,6.35833333333
394.60,11.0705,10.82575,6.74675,7.95925000001,3.93066666667,4.45066666667,7.56641666666,37.1504444445,23.4733333333,16.9424166667,2.88808333334,6.30816666667
394.96,11.1321666667,10.812,6.74716666667,7.91366666667,3.97508333333,4.46725,7.67383333334,37.3481111111,23.6683333333,17.0110833333,2.87408333333,6.31308333333
395.32,11.0614166667,10.7100833333,6.63483333334,7.86233333334,3.88233333333,4.40216666666,7.63283333333,37.2830555556,23.64575,16.9424166667,2.75491666667,6.25925
395.68,11.1815,10.8153333333,6.795,8.00158333332,4.01308333334,4.46783333333,7.76558333332,37.4816111111,23.8351666667,17.0624166667,2.89741666667,6.39208333334
396.04,11.26075,10.8539166667,6.79008333333,7.98591666668,4.009,4.4655,7.87941666666,37.6269444445,23.83875,17.0835833333,2.915,6.37341666667
396.40,11.1635833333,10.7790833333,6.66375,7.85666666666,3.94825,4.35991666667,7.82408333334,37.5045,23.7496666667,16.9213333333,2.76791666667,6.31441666667
396.76,11.2246666667,10.7835,6.6005,7.90950000001,3.94741666667,4.37866666666,7.89708333334,37.5732222222,23.8465,16.9450833333,2.77375,6.34975
397.12,11.46525,10.9315,6.69933333333,8.00608333332,4.02833333333,4.5595,8.10925000001,37.7978888889,23.98025,17.1298333333,2.92541666667,6.46525
397.48,11.4129166667,10.8773333333,6.60883333333,7.98900000001,3.92408333334,4.52725,8.09691666667,37.7341111111,23.9316666666,17.094,2.881,6.45533333334
397.84,11.4709166667,10.9225,6.62316666667,7.99524999999,3.85858333333,4.50216666667,8.12066666667,37.5683333333,23.9256666666,16.9996666667,2.832,6.47283333334
398.20,11.3929166667,10.8718333333,6.62016666667,7.96666666667,3.81,4.49325,8.10658333334,37.5822777778,23.8355833334,16.916,2.78525,6.46075
398.56,11.3918333333,10.8875833333,6.55441666667,7.96566666668,3.881,4.52441666667,8.17425,37.6166666667,23.8446666666,17.0120833333,2.78016666667,6.43016666667
398.92,11.4098333333,10.8900833333,6.57841666666,8.00675,3.83633333334,4.50216666667,8.14766666666,37.6033888889,23.869,16.9536666667,2.78441666666,6.41033333333
399.28,11.5300833333,11.0155,6.67575,8.09825000001,3.90441666666,4.53533333334,8.24158333332,37.9551111111,24.0400833333,17.0575833333,2.80825,6.49983333334
399.64,11.4955833333,11.1045833333,6.62683333333,8.0555,3.85316666667,4.53908333333,8.24474999999,37.8938888889,24.041,16.9864166667,2.75658333333,6.46466666667
400.00,11.4375833333,11.07125,6.62133333334,8.04516666667,3.83441666667,4.4695,8.26491666668,37.7493333333,24.09125,16.8595833333,2.71608333333,6.44291666666
400.36,11.6228333333,11.2925,6.78583333333,8.27016666666,3.9965,4.66241666666,8.53508333334,37.8652222222,24.25925,16.9655,2.89841666667,6.53308333333
400.72,11.7823333333,11.5173333333,6.97975,8.36933333332,4.15933333333,4.7855,8.74283333333,37.9975555556,24.3569166667,17.0856666667,3.01058333333,6.64266666667
401.08,11.7063333333,11.6081666667,6.99991666667,8.44808333334,4.21341666667,4.7735,8.80016666667,38.1421111111,24.4063333333,17.1693333333,3.00683333333,6.691
401.44,11.81275,11.75125,7.0985,8.54383333333,4.29325,4.816,8.96966666667,38.3305555556,24.5198333333,17.2296666667,3.02758333333,6.72475
401.80,11.89575,11.8375,7.19008333333,8.63608333334,4.38433333333,4.90816666667,9.1155,38.4993333333,24.5925833333,17.3606666667,3.09683333333,6.78016666667
402.16,11.9093333334,11.96675,7.1795,8.62191666667,4.33825,4.89716666667,9.18041666666,38.6370555555,24.684,17.3833333333,3.07008333333,6.71466666667
402.52,11.9124166667,12.0021666667,7.12441666666,8.57575,4.21391666667,4.82375,9.19441666666,38.6811111111,24.76025,17.26325,3.005,6.64466666667
402.88,11.8371666666,12.0336666667,7.04891666666,8.55158333333,4.18525,4.80775,9.18308333333,38.6062777778,24.6789166667,17.19525,2.89208333333,6.59666666667
403.24,11.8378333333,12.1284166667,7.10441666667,8.58783333334,4.20066666667,4.80558333333,9.34358333333,38.528,24.73475,17.23325,2.95466666667,6.6395
403.60,11.77825,12.1074166667,7.05033333333,8.58116666666,4.11975,4.71766666667,9.36241666668,38.6403333333,24.7230833333,17.24775,2.86983333333,6.59216666666
403.95,11.73075,12.1105,6.97441666667,8.55574999999,4.02566666667,4.63391666666,9.32708333334,38.7257222222,24.73275,17.2521666667,2.78316666667,6.52958333333
404.31,11.6284166667,12.0673333333,6.90025,8.46616666667,3.85458333333,4.50075,9.22108333332,38.8633888889,24.7343333333,17.2383333333,2.651,6.45925
