wavelength,Back_SerAlbf,Belly_SerAlbf,Breast_SerAlbf,Crissum_SerAlbf,Crown_SerAlbf,DorTail_SerAlbf,Patch10_SerAlbf,Rump_SerAlbf,Throat_SerAlbf,WingTip_SerAlbf
527.63,3.1128,4.05916666667,4.57373333333,6.4322,58.6977333333,8.146,6.45526666667,3.70633333333,4.15033333333,7.5982
527.97,3.11913333333,4.07213333333,4.57953333333,6.432,58.7308666667,8.15186666667,6.44833333333,3.71026666667,4.1564,7.59
528.32,3.1156,4.06673333333,4.57826666667,6.42766666667,58.7487333333,8.14733333333,6.43413333333,3.70366666667,4.14833333333,7.57733333333
528.66,3.10053333333,4.047,4.56626666667,6.41453333333,58.7224,8.11683333333,6.41473333333,3.6904,4.13126666667,7.5572
529.01,3.1012,4.04693333333,4.5632,6.4168,58.7380666667,8.10873333333,6.40706666667,3.68366666667,4.12386666667,7.54986666667
529.35,3.1038,4.04746666667,4.56273333333,6.41306666667,58.7476,8.09726666667,6.39146666667,3.68306666667,4.1218,7.54513333334
529.70,3.1128,4.05363333333,4.5708,6.41746666667,58.7212,8.08553333333,6.38586666667,3.68506666667,4.1204,7.5354
530.04,3.11373333333,4.05493333333,4.57033333333,6.408,58.7576,8.0779,6.379,3.68373333334,4.11086666667,7.52366666667
530.39,3.12126666667,4.05566666667,4.57493333333,6.40533333333,58.7679333333,8.06396666667,6.3676,3.6862,4.11506666667,7.52533333333
530.73,3.13573333333,4.06853333333,4.579,6.4098,58.7832,8.06273333333,6.37286666667,3.69793333333,4.12693333333,7.53426666667
531.08,3.1256,4.0584,4.5756,6.40086666667,58.7616,8.04186666667,6.34773333333,3.69633333333,4.1182,7.523
531.42,3.12213333333,4.06796666667,4.59026666667,6.40006666667,58.7957333333,8.04776666667,6.34793333333,3.70253333333,4.11993333333,7.52546666667
531.77,3.11573333333,4.05473333333,4.58646666667,6.3984,58.7648,8.03726666667,6.34926666667,3.699,4.11493333333,7.5308
532.11,3.1134,4.05183333333,4.57553333333,6.3956,58.7392,8.02736666667,6.3552,3.69986666667,4.1188,7.52946666667
532.46,3.1226,4.07906666667,4.5866,6.40606666667,58.7782,8.04496666667,6.36486666666,3.70953333333,4.1312,7.54653333333
532.80,3.11106666667,4.06846666667,4.58426666667,6.39733333333,58.807,8.03676666667,6.358,3.70386666667,4.12326666667,7.54266666667
533.15,3.11746666667,4.06936666667,4.5878,6.4122,58.8310666667,8.0446,6.3572,3.71,4.1306,7.54433333333
533.49,3.1062,4.04746666667,4.57613333334,6.40106666667,58.8246,8.0324,6.3386,3.70006666667,4.1252,7.53426666667
533.84,3.0946,4.04403333333,4.5636,6.40173333333,58.8197333333,8.0296,6.3258,3.6974,4.12773333333,7.53266666667
534.18,3.0932,4.038,4.55793333333,6.40106666667,58.7902,8.01616666667,6.32366666666,3.69786666667,4.1274,7.5224
534.52,3.078,4.01843333333,4.54773333333,6.3844,58.772,7.97893333333,6.30953333333,3.68633333333,4.10953333333,7.4994
534.87,3.0778,4.0199,4.54753333333,6.3846,58.7566666667,7.9729,6.30686666667,3.681,4.10966666667,7.49026666667
535.21,3.0704,3.99883333333,4.5242,6.372,58.7375333333,7.93893333333,6.28673333333,3.66113333333,4.1014,7.47726666666
535.56,3.07226666667,4.0041,4.5302,6.37553333333,58.7361333334,7.92103333333,6.27086666667,3.6558,4.10446666667,7.46606666667
535.90,3.07126666667,4.01356666667,4.5388,6.38886666667,58.75,7.91766666667,6.2612,3.65426666666,4.1102,7.4698
536.25,3.0856,4.0125,4.5464,6.40093333333,58.7496666667,7.91226666667,6.26026666667,3.65933333333,4.12093333333,7.47126666666
536.59,3.1002,4.02916666667,4.55553333333,6.41773333333,58.8024666667,7.91636666667,6.26833333333,3.6692,4.13386666666,7.48366666667
536.93,3.0916,4.03,4.55666666667,6.40566666667,58.7630666667,7.9009,6.26486666667,3.65786666667,4.13726666667,7.4926
537.28,3.0894,4.04193333333,4.548,6.40273333333,58.7631333333,7.90026666667,6.26446666667,3.64926666667,4.1266,7.4904
537.62,3.10946666667,4.05583333333,4.56886666666,6.42386666667,58.8151333333,7.9058,6.282,3.66653333333,4.13213333333,7.50266666667
537.97,3.13153333333,4.077,4.5784,6.43253333333,58.8542666667,7.92253333333,6.29806666667,3.68486666667,4.14166666667,7.5124
538.31,3.1534,4.10653333333,4.60273333333,6.46333333333,58.8593333333,7.95586666667,6.3108,3.7008,4.16093333333,7.54326666667
538.65,3.14186666667,4.09643333333,4.59046666667,6.43953333333,58.8238666667,7.9488,6.30486666667,3.68846666667,4.14373333333,7.5416
539.00,3.1528,4.11516666667,4.60906666667,6.46166666667,58.8597333333,7.98183333333,6.319,3.70746666667,4.1596,7.57273333333
539.34,3.1532,4.1112,4.61173333333,6.4656,58.8805333333,8.00886666667,6.33426666667,3.71406666666,4.15806666667,7.59906666667
539.69,3.15746666667,4.10866666667,4.61273333333,6.4682,58.9386666667,8.02293333333,6.3454,3.709,4.15246666667,7.59906666667
540.03,3.1476,4.10706666667,4.61313333333,6.45906666667,58.929,8.03016666667,6.34106666667,3.70713333333,4.14693333333,7.60746666667
540.37,3.1526,4.1087,4.62466666667,6.45866666667,58.9414,8.0492,6.347,3.7158,4.15766666667,7.60833333333
540.72,3.16086666667,4.11253333333,4.63053333333,6.46106666667,58.9366,8.06176666666,6.35733333333,3.72553333333,4.15506666667,7.615
541.06,3.16273333333,4.10563333333,4.63766666667,6.46766666666,58.9642666667,8.05896666667,6.35873333333,3.7244,4.157,7.61593333333
541.40,3.15526666667,4.0969,4.62813333333,6.4542,58.9278666666,8.04356666667,6.34613333333,3.71153333333,4.146,7.6044
541.75,3.15213333334,4.10063333333,4.63866666667,6.46086666667,58.8902,8.02066666667,6.34993333333,3.70893333334,4.1438,7.60673333333
542.09,3.15493333333,4.10373333333,4.63813333333,6.46093333333,58.9195333333,8.0137,6.34413333333,3.71586666667,4.14506666667,7.6038
542.43,3.17086666667,4.12173333333,4.6532,6.47986666666,58.9761333333,8.0102,6.3584,3.73146666667,4.15973333333,7.61573333333
542.78,3.1698,4.12563333333,4.65,6.47046666667,59.0046,8.0051,6.35446666667,3.7316,4.15166666666,7.6132
543.12,3.176,4.132,4.65006666667,6.46586666667,58.9958,7.98283333333,6.344,3.73493333333,4.14953333333,7.5926
543.46,3.1852,4.14566666667,4.66693333333,6.4768,58.9732666667,7.9679,6.35026666667,3.75653333333,4.16353333333,7.6014
543.81,3.17686666667,4.12896666667,4.6502,6.46166666667,58.9490666667,7.93926666667,6.33793333333,3.7478,4.1534,7.57513333333
544.15,3.1634,4.12713333333,4.64526666667,6.4582,58.8960666667,7.90443333333,6.3254,3.7432,4.14733333333,7.56046666667
544.49,3.1712,4.1327,4.6516,6.46693333333,58.9215333333,7.9037,6.3286,3.74946666667,4.15693333333,7.56033333333
544.84,3.16946666667,4.1304,4.6436,6.45793333333,58.8828666667,7.89306666667,6.3278,3.75793333333,4.1618,7.5636
545.18,3.18613333333,4.1459,4.66153333333,6.4732,58.923,7.90496666667,6.337,3.78026666667,4.18406666667,7.58353333333
545.52,3.1816,4.12983333333,4.65873333333,6.4658,58.9678,7.91793333333,6.31926666667,3.782,4.19166666667,7.58393333333
545.87,3.16593333333,4.1147,4.6642,6.4612,59.0184666667,7.91363333333,6.31133333333,3.76813333333,4.1972,7.57366666666
546.21,3.16926666667,4.11226666667,4.66573333333,6.47446666667,59.0238,7.9187,6.30133333333,3.7702,4.20953333333,7.5764
546.55,3.17726666667,4.1142,4.68753333333,6.49206666667,59.0149333333,7.9183,6.3012,3.7746,4.23193333333,7.57633333333
546.90,3.16773333333,4.10443333333,4.68293333333,6.4756,59.0648,7.90593333333,6.29226666666,3.76533333333,4.23973333334,7.57693333333
547.24,3.15673333333,4.0911,4.65333333333,6.45306666667,59.0800666667,7.88853333333,6.262,3.74513333333,4.22693333333,7.56373333333
547.58,3.15926666667,4.099,4.665,6.45966666667,59.1904,7.88793333333,6.26333333333,3.7478,4.232,7.58093333333
547.92,3.173,4.10153333333,4.66326666666,6.4542,59.2173333333,7.89446666667,6.27486666667,3.7532,4.25146666667,7.59726666667
548.27,3.17506666667,4.10486666667,4.67146666667,6.4688,59.2918,7.88526666667,6.26766666667,3.7562,4.26313333333,7.60173333333
548.61,3.19346666667,4.11603333333,4.6928,6.48533333333,59.4054,7.89113333333,6.26986666667,3.76766666667,4.29026666667,7.62333333333
548.95,3.21886666667,4.1271,4.718,6.529,59.4283333333,7.9147,6.28886666667,3.78153333334,4.31606666667,7.64066666667
549.29,3.19753333333,4.1077,4.68273333334,6.49573333333,59.4665333333,7.8821,6.2622,3.73886666667,4.27233333333,7.60753333333
549.64,3.17673333333,4.0909,4.65593333333,6.4566,59.487,7.85826666667,6.2468,3.71666666667,4.23446666667,7.6022
549.98,3.13406666667,4.0665,4.62446666667,6.42933333333,59.5818,7.82613333333,6.21226666667,3.6778,4.19326666667,7.56566666667
550.32,3.12893333333,4.05433333333,4.60293333333,6.43226666667,59.627,7.82143333333,6.22186666667,3.6734,4.17906666667,7.5686
550.66,3.1124,4.0553,4.58926666667,6.43886666667,59.7153333333,7.83946666667,6.2124,3.66606666667,4.1666,7.57113333333
551.01,3.13053333333,4.0703,4.61553333333,6.4632,59.7985333333,7.86946666667,6.2512,3.68286666667,4.186,7.61606666667
551.35,3.1458,4.08023333333,4.6336,6.49306666667,59.8107333333,7.89323333333,6.27713333333,3.71126666667,4.21713333333,7.6396
551.69,3.16453333333,4.09656666667,4.6528,6.51806666666,59.8168666667,7.90606666667,6.287,3.72046666667,4.22473333333,7.6714
552.03,3.16406666667,4.09776666667,4.65953333333,6.50013333333,59.8752,7.9129,6.28873333333,3.71513333333,4.2278,7.6854
552.38,3.16786666667,4.10336666667,4.66166666667,6.50713333333,59.9209333333,7.90776666667,6.27526666667,3.70733333333,4.22926666667,7.69233333333
552.72,3.13086666667,4.08543333333,4.63,6.4774,59.9952,7.8782,6.24853333333,3.6846,4.20986666667,7.68893333333
553.06,3.15633333333,4.11,4.65066666667,6.5088,60.0366666667,7.8892,6.25593333333,3.71933333333,4.25226666667,7.72093333334
553.40,3.19113333333,4.1369,4.68406666667,6.5492,60.0392,7.91823333333,6.28546666667,3.7608,4.29826666667,7.73886666667
553.74,3.2218,4.15536666667,4.728,6.5592,60.0951333333,7.94616666667,6.31686666667,3.80106666666,4.335,7.77653333333
554.09,3.228,4.14666666667,4.72533333333,6.53206666667,60.0917333333,7.9367,6.29713333333,3.78186666667,4.3362,7.76313333333
554.43,3.24453333333,4.1426,4.72626666667,6.53013333333,60.0631333333,7.92196666667,6.305,3.78926666667,4.3506,7.74866666666
554.77,3.24866666667,4.1475,4.7282,6.528,60.0733333333,7.93296666667,6.29993333333,3.80066666667,4.36046666667,7.74286666667
555.11,3.26546666667,4.17683333333,4.74106666667,6.5352,60.0918,7.92493333333,6.2958,3.80486666667,4.3626,7.7464
555.45,3.2968,4.2048,4.78246666667,6.575,60.2084,7.97586666667,6.33166666667,3.8496,4.39306666667,7.78046666667
555.80,3.28366666667,4.18533333333,4.76246666667,6.59093333333,60.1464666667,7.9616,6.30926666667,3.84526666667,4.3778,7.77153333333
556.14,3.29313333333,4.2116,4.79606666667,6.60686666667,60.1339333333,7.9887,6.34073333333,3.8776,4.39373333333,7.7806
556.48,3.32286666667,4.24043333333,4.8162,6.61593333333,60.1303333333,7.9856,6.357,3.89833333333,4.41346666667,7.8066
556.82,3.35186666666,4.25523333333,4.85193333333,6.65026666667,60.1978,8.03106666667,6.3908,3.9262,4.44366666666,7.83993333333
557.16,3.33693333333,4.22816666667,4.8134,6.64466666667,60.2184,8.00643333333,6.35173333333,3.88433333333,4.4032,7.8242
557.50,3.31066666667,4.21433333333,4.7782,6.6248,60.1938666667,7.96843333333,6.3062,3.86866666667,4.38333333333,7.80166666667
557.85,3.3428,4.26103333333,4.82446666667,6.68466666667,60.2853333333,8.0017,6.3476,3.93213333333,4.4294,7.8556
558.19,3.39206666667,4.33663333333,4.87946666667,6.75046666667,60.317,8.03586666667,6.39486666667,3.98953333333,4.4796,7.92613333333
558.53,3.41126666667,4.36496666667,4.90506666667,6.78373333333,60.3348666667,8.04213333333,6.41506666667,4.0058,4.501,7.9558
558.87,3.39,4.34443333333,4.88546666667,6.77446666667,60.4282,8.03086666667,6.40893333333,3.99353333333,4.48793333333,7.95733333333
559.21,3.29153333333,4.25043333333,4.7884,6.68613333333,60.3631333333,7.9218,6.30033333333,3.89666666667,4.41093333333,7.8572
559.55,3.3048,4.2748,4.79853333333,6.6682,60.4513333333,7.92393333333,6.31186666667,3.89973333333,4.43333333333,7.8658
559.89,3.281,4.2476,4.75786666667,6.6228,60.4792,7.905,6.27486666667,3.85846666667,4.40146666667,7.86426666667
560.23,3.26306666667,4.22846666667,4.74993333333,6.60926666667,60.498,7.91183333334,6.25413333333,3.84813333333,4.397,7.84006666667
560.58,3.22953333333,4.22583333333,4.7318,6.59146666666,60.4642666667,7.88636666667,6.22693333333,3.81973333333,4.37173333333,7.8088
560.92,3.28606666667,4.2957,4.79086666667,6.63646666667,60.5029333333,7.92913333333,6.2772,3.8854,4.45013333333,7.86786666667
561.26,3.33633333333,4.32036666667,4.82813333333,6.68033333333,60.5548,7.97123333333,6.31846666667,3.90633333333,4.4986,7.91593333333
561.60,3.27646666667,4.2239,4.7482,6.57813333333,60.4572,7.89016666667,6.22013333333,3.81353333333,4.41326666667,7.82626666667
561.94,3.2142,4.1435,4.69,6.5106,60.4340666667,7.84816666667,6.15513333333,3.73426666667,4.3448,7.77333333333
562.28,3.15233333333,4.06633333333,4.62366666667,6.44206666667,60.4596,7.77966666667,6.07,3.6644,4.27466666667,7.69313333333
562.62,3.159,4.0589,4.61946666667,6.4298,60.4936666667,7.78583333333,6.05353333333,3.64586666667,4.26486666667,7.68773333333
562.96,3.21546666667,4.11396666667,4.66106666667,6.47166666667,60.5420666667,7.8415,6.10533333333,3.687,4.31933333333,7.74926666667
563.30,3.19253333333,4.1034,4.6564,6.48133333333,60.5431333333,7.83993333333,6.099,3.67746666667,4.32026666667,7.75586666667
563.64,3.202,4.13296666667,4.69133333333,6.53446666667,60.507,7.84176666667,6.1194,3.71093333333,4.36133333333,7.76186666667
563.99,3.17793333333,4.11126666667,4.67446666667,6.5068,60.5116666667,7.8275,6.10953333333,3.6974,4.35386666667,7.75553333333
564.33,3.15613333333,4.08376666667,4.653,6.4768,60.4836,7.784,6.08506666666,3.6896,4.34553333333,7.73413333333
564.67,3.126,4.06116666667,4.64853333334,6.45706666667,60.5182,7.7728,6.074,3.67673333333,4.32006666667,7.72146666667
565.01,3.12726666667,4.0804,4.65673333333,6.48973333333,60.4692666667,7.79656666667,6.08946666667,3.7012,4.3294,7.72973333333
565.35,3.13033333333,4.1086,4.6526,6.50233333333,60.4846666667,7.80776666667,6.0994,3.72333333333,4.34113333333,7.7436
565.69,3.13806666667,4.12103333333,4.66633333333,6.50166666667,60.4876666667,7.80433333333,6.0954,3.73333333333,4.36453333333,7.74746666667
566.03,3.1806,4.17323333333,4.70473333333,6.5378,60.4743333333,7.85616666667,6.13253333333,3.76293333333,4.41473333333,7.79946666667
566.37,3.16573333333,4.15283333333,4.6946,6.51266666667,60.3582,7.82543333333,6.10493333333,3.7434,4.4172,7.77666666667
566.71,3.14473333333,4.12676666667,4.69006666666,6.4916,60.3086666667,7.79166666667,6.07826666667,3.73353333333,4.39853333333,7.7512
567.05,3.15213333333,4.1288,4.688,6.48246666667,60.3042,7.7945,6.05746666667,3.74573333333,4.399,7.7412
567.39,3.1504,4.1327,4.6906,6.48453333333,60.3561333333,7.787,6.0526,3.73733333333,4.40793333333,7.72773333333
567.73,3.19346666667,4.19096666667,4.74073333333,6.544,60.3576666667,7.82636666667,6.0796,3.7778,4.44653333333,7.7538
568.07,3.2438,4.21863333333,4.78853333333,6.5868,60.4092,7.8885,6.11753333333,3.80826666667,4.4926,7.79053333333
568.41,3.23753333333,4.20103333333,4.77166666667,6.57193333333,60.3302,7.87393333333,6.10033333334,3.78833333333,4.50453333333,7.77226666667
568.75,3.22773333333,4.17853333333,4.76413333333,6.5308,60.3753333333,7.84366666667,6.08686666667,3.76466666667,4.49773333333,7.77273333333
569.09,3.26373333333,4.21126666667,4.81413333333,6.5906,60.4418,7.8891,6.12126666667,3.7928,4.55133333333,7.82653333333
569.43,3.27986666667,4.2263,4.8374,6.63653333333,60.4552666667,7.90976666667,6.13026666667,3.82153333333,4.5818,7.8514
569.77,3.26713333333,4.2062,4.84373333333,6.6486,60.3966666667,7.88756666667,6.1056,3.82886666667,4.57866666667,7.8272
570.11,3.30086666667,4.2535,4.87993333333,6.70826666667,60.5061333333,7.92873333333,6.148,3.8634,4.62406666667,7.87213333333
570.45,3.303,4.27476666667,4.881,6.7128,60.5260666667,7.9325,6.15073333333,3.85673333333,4.63386666667,7.86506666667
570.79,3.3248,4.30353333333,4.90153333333,6.741,60.5786,7.95,6.17206666667,3.86906666667,4.65553333333,7.9068
571.13,3.36346666667,4.31633333333,4.92566666667,6.75626666667,60.5622,7.9874,6.19246666667,3.89926666667,4.6822,7.95166666667
571.47,3.38193333333,4.3194,4.9258,6.75273333333,60.4632666667,7.97686666667,6.21293333333,3.8988,4.707,7.9554
571.81,3.3718,4.3355,4.91853333333,6.73273333333,60.4304666667,7.95413333333,6.2014,3.89866666667,4.7074,7.94726666667
572.15,3.39046666667,4.3637,4.93646666667,6.7688,60.4826,7.96866666667,6.22213333334,3.93166666667,4.72353333333,7.97526666667
572.49,3.39573333333,4.37686666667,4.94793333333,6.77813333333,60.4761333333,7.98866666667,6.21906666666,3.93846666667,4.73986666667,7.9808
572.83,3.40506666666,4.39426666667,4.96413333333,6.77533333333,60.5216666667,7.9733,6.23153333333,3.93746666667,4.75606666667,7.98253333333
573.17,3.39913333334,4.409,4.9568,6.74993333333,60.4494,7.98526666667,6.24286666667,3.934,4.76386666667,7.97333333333
573.51,3.3996,4.42713333333,4.95833333333,6.7334,60.4896666667,7.98373333333,6.25953333333,3.93766666667,4.78453333333,7.98913333333
573.85,3.39193333333,4.4171,4.96133333333,6.72513333333,60.4320666667,7.97203333333,6.25586666667,3.93373333334,4.793,7.98133333333
574.19,3.3942,4.42006666667,4.971,6.7444,60.5122666667,7.99513333333,6.25986666667,3.9514,4.80493333333,8.00733333333
574.53,3.3586,4.38553333333,4.93273333333,6.7008,60.5176,7.9495,6.2344,3.9142,4.79493333333,7.96193333333
574.87,3.3082,4.3532,4.88413333333,6.65173333333,60.4507333333,7.89396666667,6.1906,3.87493333333,4.75853333333,7.90886666667
575.21,3.28286666667,4.32143333333,4.86233333333,6.63086666667,60.5734,7.87593333333,6.15253333333,3.86046666667,4.74006666667,7.89066666667
575.55,3.2562,4.28303333333,4.8476,6.64106666667,60.6224,7.8592,6.13526666667,3.84073333333,4.7326,7.86973333333
575.89,3.219,4.26826666667,4.8238,6.6086,60.6357333334,7.8364,6.09593333333,3.80746666667,4.72906666667,7.83506666667
576.22,3.2304,4.2872,4.82813333333,6.63173333333,60.6798666667,7.83853333333,6.108,3.82713333333,4.76366666667,7.84153333333
576.56,3.22713333333,4.2897,4.84393333333,6.63473333333,60.6651333333,7.84206666667,6.10826666667,3.8512,4.78966666667,7.8354
576.90,3.244,4.29016666667,4.86413333333,6.653,60.7506666667,7.82423333333,6.10153333333,3.86533333333,4.807,7.82893333333
577.24,3.2502,4.28976666667,4.85773333333,6.68346666667,60.8598,7.8352,6.09666666667,3.86946666667,4.8164,7.8208
577.58,3.25393333333,4.29656666667,4.8458,6.67446666667,60.9418,7.8206,6.09233333333,3.8834,4.82193333333,7.811
577.92,3.265,4.30036666667,4.83833333333,6.66573333333,60.8818666667,7.7865,6.086,3.88186666667,4.83386666667,7.79326666667
578.26,3.28433333333,4.3078,4.85813333333,6.69626666667,60.8854,7.7916,6.09193333333,3.89946666667,4.83686666667,7.79846666667
578.60,3.30966666667,4.3194,4.884,6.71966666667,61.0155333333,7.80963333333,6.11073333333,3.91853333333,4.87026666667,7.84133333333
578.94,3.32746666667,4.33806666667,4.90073333333,6.743,60.9605333333,7.82366666667,6.13753333333,3.92453333333,4.90586666667,7.87
579.28,3.35646666667,4.38233333333,4.90946666667,6.75826666667,60.9506666667,7.84443333333,6.14846666667,3.94826666667,4.93893333333,7.923
579.61,3.37193333333,4.38496666667,4.9156,6.76426666667,60.9776,7.84893333333,6.15753333333,3.9612,4.95713333333,7.94913333333
579.95,3.31566666667,4.32993333333,4.85306666667,6.71206666667,60.976,7.7948,6.11006666667,3.91533333333,4.90426666667,7.90926666666
580.29,3.25793333333,4.2903,4.79573333333,6.66693333333,60.9248,7.74796666667,6.06633333333,3.87033333333,4.87213333333,7.87713333333
580.63,3.26186666667,4.3096,4.78626666667,6.69166666667,60.9773333333,7.75893333333,6.10146666667,3.87146666667,4.8962,7.91153333333
580.97,3.28773333333,4.3348,4.8198,6.68126666667,60.9575333333,7.75343333333,6.12553333333,3.87973333333,4.93846666666,7.9432
581.31,3.2942,4.35686666667,4.84526666667,6.70686666667,60.9908666667,7.77673333333,6.12533333333,3.89393333333,4.97086666667,7.97353333333
581.65,3.2398,4.31766666667,4.8056,6.65926666667,60.9422666666,7.75636666667,6.09246666667,3.85106666667,4.9568,7.9522
581.98,3.21766666667,4.31876666667,4.82766666667,6.661,60.9011333333,7.75503333333,6.09513333333,3.8704,4.9878,7.95066666666
582.32,3.21233333333,4.32726666667,4.84006666667,6.68553333333,60.9785333333,7.78393333333,6.1188,3.88046666667,5.00293333333,7.9386
582.66,3.17133333333,4.31283333333,4.84006666667,6.677,61.1539333333,7.7786,6.08613333333,3.87613333333,4.999,7.9362
583.00,3.11973333333,4.27076666667,4.79693333333,6.6376,61.1568666667,7.72183333333,6.0594,3.83186666667,4.9646,7.86126666667
583.34,3.1214,4.26813333333,4.79286666667,6.63673333333,61.1532,7.7054,6.06453333333,3.80513333333,4.9632,7.85406666667
583.68,3.1684,4.29413333333,4.85913333333,6.678,61.2224,7.74756666667,6.0894,3.8312,5.0114,7.8946
584.01,3.2266,4.32676666667,4.90526666667,6.73153333333,61.3092666667,7.78533333333,6.1084,3.86646666667,5.06573333333,7.92886666667
584.35,3.18806666667,4.28833333333,4.8742,6.70506666667,61.3134666667,7.74193333333,6.0594,3.82073333333,5.0418,7.89133333333
584.69,3.14846666667,4.25146666667,4.8462,6.68846666667,61.3176,7.728,6.02353333333,3.78653333333,5.01506666667,7.85553333333
585.03,3.11366666667,4.22183333333,4.80986666667,6.65546666667,61.2726,7.6866,5.998,3.74093333333,5.00406666667,7.7894
585.37,3.1746,4.2641,4.8644,6.73173333333,61.3196,7.72153333333,6.04646666667,3.79873333333,5.07173333333,7.83626666667
585.70,3.22193333333,4.28366666667,4.87846666667,6.74586666667,61.3515333333,7.7306,6.0704,3.79433333333,5.09453333333,7.84226666667
586.04,3.23886666667,4.3038,4.8748,6.71306666667,61.2308,7.72096666667,6.07306666667,3.781,5.12393333333,7.82673333333
586.38,3.22853333333,4.29323333333,4.83673333333,6.69773333333,61.1599333333,7.68726666667,6.0602,3.74986666667,5.11626666667,7.79226666667
586.72,3.32886666667,4.36666666667,4.93473333333,6.8006,61.2804,7.81153333333,6.13266666667,3.84226666667,5.237,7.9212
587.06,3.35093333333,4.35736666667,4.9582,6.79213333333,61.2479333333,7.79543333333,6.10513333333,3.86993333333,5.26446666667,7.90586666666
587.39,3.36133333333,4.38386666667,4.96506666667,6.80286666667,61.2116,7.7934,6.10746666667,3.8928,5.30146666666,7.9074
587.73,3.31746666667,4.3382,4.9098,6.73246666667,61.1897333333,7.74013333334,6.07953333333,3.82933333333,5.24433333333,7.86966666667
588.07,3.2936,4.29833333333,4.87933333333,6.68293333334,61.2365333333,7.7195,6.05486666667,3.80146666667,5.24573333333,7.8542
588.41,3.2942,4.2796,4.87013333333,6.66113333333,61.2121333333,7.7089,6.04406666667,3.79866666667,5.2644,7.847
588.74,3.29973333333,4.28103333333,4.87973333333,6.674,61.1872,7.72353333333,6.05366666667,3.82426666667,5.28306666667,7.88853333333
589.08,3.30746666667,4.30086666667,4.91,6.68913333333,61.2604,7.7549,6.06786666667,3.83413333333,5.3012,7.89626666667
589.42,3.34373333333,4.37273333333,4.95826666667,6.72886666667,61.3106,7.81246666667,6.1006,3.89466666667,5.3766,7.98413333333
589.76,3.3778,4.423,5.01533333333,6.8122,61.3518,7.84453333333,6.10966666667,3.9484,5.43413333333,8.04533333333
590.09,3.388,4.45486666667,5.04373333333,6.821,61.4058666667,7.84506666667,6.1258,3.97353333333,5.46226666667,8.07106666667
590.43,3.35853333333,4.42933333333,5.01833333334,6.76206666667,61.3560666666,7.7777,6.08473333333,3.9258,5.42726666667,8.0144
590.77,3.38406666667,4.46313333333,5.03113333333,6.8032,61.3908,7.81456666667,6.1174,3.9448,5.4676,8.0336
591.11,3.3176,4.37373333333,4.96526666667,6.7282,61.4014666667,7.74296666667,6.05433333333,3.86673333333,5.41673333333,7.957
591.44,3.3552,4.41236666667,4.99513333333,6.77093333333,61.3928,7.77843333333,6.06046666667,3.9054,5.46213333333,7.97846666667
591.78,3.4214,4.46816666667,5.0606,6.8414,61.3792,7.84223333333,6.09686666667,3.95506666667,5.51533333333,8.02073333333
592.12,3.4372,4.49623333333,5.07946666667,6.87766666667,61.3999333333,7.8552,6.1108,3.988,5.54373333333,8.0316
592.46,3.42553333333,4.4727,5.05446666667,6.84886666667,61.3997333333,7.8384,6.08926666667,3.95506666667,5.55806666667,8.02453333333
592.79,3.39266666667,4.43353333333,5.02286666667,6.8192,61.4715333334,7.7977,6.05793333333,3.9342,5.554,7.9978
593.13,3.34,4.36063333333,4.9668,6.7638,61.4382666667,7.74743333333,6.01733333333,3.88013333333,5.5176,7.9214
593.47,3.3222,4.2971,4.9286,6.70726666667,61.5623333333,7.7237,6.00226666667,3.84913333333,5.49293333333,7.92086666667
593.80,3.3132,4.2596,4.89866666667,6.683,61.5377333333,7.71276666667,5.97213333333,3.83266666667,5.49273333333,7.93706666667
594.14,3.3036,4.2415,4.8926,6.69686666667,61.5441333333,7.68216666666,5.97746666667,3.82853333333,5.50746666667,7.9384
594.48,3.2792,4.20726666667,4.87993333333,6.6784,61.5957333333,7.66543333333,5.9682,3.81213333333,5.51226666667,7.9384
594.81,3.33986666667,4.30266666667,4.94946666667,6.76453333333,61.4941333333,7.7479,6.031,3.87913333334,5.57213333333,8.0222
595.15,3.3418,4.3361,4.98226666667,6.79366666667,61.5514666667,7.77943333333,6.05826666667,3.91386666667,5.6266,8.03113333333
595.49,3.34973333333,4.35223333333,4.99706666667,6.7828,61.5801333333,7.78763333333,6.0568,3.95206666667,5.64346666667,8.0652
595.82,3.35533333333,4.35996666667,5.01086666667,6.81113333333,61.5600666667,7.80616666667,6.05406666667,3.95386666667,5.66393333333,8.08786666667
596.16,3.34813333333,4.35093333333,5.0134,6.81426666667,61.5576666667,7.78896666667,6.04753333333,3.9434,5.64986666667,8.0858
596.50,3.36286666667,4.37306666667,5.01946666667,6.81113333333,61.5006666667,7.8041,6.0542,3.95713333333,5.6798,8.0952
596.83,3.35993333333,4.3752,5.01693333333,6.817,61.5096,7.82356666667,6.03893333333,3.9658,5.70213333333,8.1104
597.17,3.31593333333,4.3388,4.98126666667,6.79286666666,61.4440666667,7.79006666667,5.98786666667,3.93346666667,5.67373333334,8.05693333333
597.51,3.34366666667,4.37286666667,5.0202,6.8364,61.4708,7.81266666667,6.0182,3.9624,5.7082,8.06253333333
597.84,3.36706666667,4.398,5.01893333333,6.8222,61.4567333333,7.8293,6.02033333333,3.989,5.73033333333,8.0786
598.18,3.37866666667,4.41806666667,5.0406,6.82846666667,61.3915333333,7.8421,6.01393333333,4.00986666667,5.73653333333,8.0766
