wavelength,Back_HemMelm,Belly_HemMelm,Breast_HemMelm,Crissum_HemMelm,Crown_HemMelm,DorTail_HemMelm,Patch10_HemMelm,Patch11_HemMelm,Rump_HemMelm,Throat_HemMelm,WingTip_HemMelm
379.44,7.54784444444,10.5164,11.6816,7.06006666666,7.6344,7.90233484848,4.5948,7.51146666667,5.77473333333,4.904,8.02193333333
379.80,7.60553333333,10.616,11.8337333333,7.12053333334,7.73293333333,7.94491939394,4.6402,7.61686666667,5.8418,4.968,8.08126666667
380.16,7.53856296296,10.5661333333,11.7814,7.06233333334,7.6676,7.89116060606,4.55473333333,7.5646,5.7884,4.88453333333,7.98826666667
380.52,7.54916296296,10.6175333333,11.8422666667,7.04946666666,7.67966666667,7.8948469697,4.55553333333,7.57086666667,5.77753333333,4.9166,7.96693333333
380.88,7.44011111111,10.5318666667,11.7943333333,6.95693333334,7.57493333333,7.82208484849,4.4204,7.4792,5.6526,4.81113333333,7.86053333333
381.24,7.44245185185,10.5032,11.8029333333,6.95913333333,7.63053333333,7.83966969697,4.3814,7.46986666667,5.61633333333,4.83526666667,7.9074
381.61,7.4511037037,10.507,11.8476666667,6.96359999999,7.6296,7.85072787879,4.37373333333,7.4584,5.65193333333,4.8694,7.91133333333
381.97,7.47965925926,10.608,11.9098,6.97106666666,7.65493333333,7.89124393939,4.4206,7.509,5.69433333333,4.9078,7.93826666667
382.33,7.54424444444,10.697,12.0096,7.03786666666,7.69073333333,7.97155212121,4.527,7.5846,5.7316,4.95466666667,8.0058
382.69,7.53434814815,10.7213333333,11.979,7.0388,7.70653333333,7.95769121212,4.52193333333,7.55686666667,5.69993333333,4.95313333333,7.9634
383.05,7.4826962963,10.6804,11.9007333333,6.97793333333,7.64266666667,7.87635636364,4.4208,7.43866666667,5.6214,4.86946666667,7.87393333333
383.41,7.40031851852,10.6174666667,11.8853333333,6.90099999999,7.54586666667,7.80117272727,4.3522,7.3394,5.55626666667,4.80933333333,7.81666666667
383.77,7.35395555556,10.5705333333,11.8383333333,6.84773333334,7.5248,7.75287181818,4.32553333333,7.30253333333,5.54106666667,4.80353333333,7.80073333333
384.14,7.45995555556,10.6786,11.9699333333,6.95853333333,7.6102,7.84969454545,4.44366666667,7.41846666667,5.64553333333,4.91946666667,7.92073333333
384.50,7.45765925926,10.6687333333,11.9678666667,6.95746666667,7.60193333333,7.8386230303,4.41933333333,7.40386666667,5.6684,4.89993333333,7.88213333333
384.86,7.49405925926,10.7152666667,12.0154666667,6.96199999999,7.64613333333,7.86175060606,4.48086666667,7.43193333333,5.7306,4.94033333333,7.9414
385.22,7.53868888889,10.8056666667,12.0594666667,7.01353333333,7.66673333333,7.88473515152,4.5096,7.46453333333,5.77886666666,4.9514,7.96473333333
385.58,7.55508148148,10.8304,12.0474,7.02046666667,7.6788,7.90144121212,4.50713333333,7.48013333333,5.82326666667,4.94586666667,7.96326666666
385.94,7.56865925926,10.8658,12.1014666667,7.05119999999,7.6684,7.89523727273,4.52093333333,7.5014,5.8578,4.95233333333,7.9866
386.30,7.50591851852,10.829,12.0722,7.02280000001,7.6296,7.83040727273,4.44853333333,7.47593333334,5.85086666667,4.91266666667,7.942
386.66,7.58786666667,10.9564666667,12.2090666667,7.09440000001,7.67233333333,7.91718393939,4.48773333333,7.5732,5.939,4.98673333333,8.0462
387.03,7.62128148148,11.0387333333,12.2722,7.14606666667,7.68613333334,7.95753787879,4.5494,7.64286666667,5.96666666667,5.02613333333,8.11646666667
387.39,7.65559259259,11.1121333333,12.3289333333,7.19079999999,7.7414,8.00795060606,4.58746666667,7.71086666667,5.99826666666,5.09093333333,8.152
387.75,7.65091111111,11.1441333334,12.3466,7.17719999999,7.7248,8.00602969697,4.58013333333,7.702,5.9702,5.07826666667,8.1134
388.11,7.58498518519,11.109,12.2572,7.0934,7.65706666667,7.93952606061,4.50753333333,7.63313333333,5.88353333334,5.02906666667,7.9976
388.47,7.55205185185,11.0978,12.2232666667,7.04960000001,7.6076,7.90406090909,4.44493333333,7.60386666667,5.8246,4.9896,7.9986
388.83,7.53451851852,11.1104666667,12.219,7.05759999999,7.5936,7.87922787879,4.397,7.58886666667,5.806,4.95366666667,7.97213333333
389.19,7.4738,11.0822,12.2292666667,7.02553333332,7.5328,7.8275869697,4.35186666667,7.54706666667,5.7516,4.9086,7.9028
389.55,7.49134814815,11.1247333333,12.2626,7.03746666667,7.54326666667,7.83111848485,4.3616,7.5594,5.72013333333,4.93313333333,7.90586666667
389.91,7.4412962963,11.1102666667,12.2259333333,6.98433333333,7.51333333333,7.78149606061,4.26993333333,7.518,5.63173333333,4.86786666667,7.85413333333
390.27,7.49174074074,11.1682666667,12.2518666667,7.02440000001,7.5102,7.81564606061,4.27413333333,7.5492,5.6282,4.88993333333,7.8724
390.63,7.41931851852,11.1068,12.1822,6.95213333333,7.4396,7.7404669697,4.21273333333,7.4836,5.55473333334,4.81673333333,7.7712
391.00,7.41873333333,11.1396,12.1864666667,6.94426666667,7.44846666667,7.74586727273,4.1928,7.479,5.552,4.8266,7.7744
391.36,7.38651851852,11.1061333333,12.1269333333,6.89106666667,7.38573333333,7.69993393939,4.13526666667,7.43173333333,5.50633333333,4.75093333333,7.70793333333
391.72,7.39413333333,11.1505333333,12.1236666667,6.89093333334,7.3862,7.70509515152,4.10553333334,7.4372,5.53006666667,4.75353333333,7.7136
392.08,7.42914074074,11.1968666667,12.2051333333,6.93413333333,7.42946666667,7.74592393939,4.12406666667,7.45546666667,5.58786666667,4.7882,7.80166666667
392.44,7.52811111111,11.2810666667,12.3028666667,7.03033333333,7.508,7.80849242424,4.2302,7.53486666667,5.68726666667,4.86366666667,7.87126666666
392.80,7.54883703703,11.3347333333,12.3684,7.07726666667,7.5194,7.82291545455,4.24266666666,7.5534,5.69393333333,4.8926,7.87753333333
393.16,7.55408148148,11.3412,12.3802666667,7.06226666666,7.5184,7.81696636364,4.23213333333,7.55746666667,5.71133333333,4.87586666666,7.85173333333
393.52,7.56413333334,11.354,12.4116666667,7.09226666667,7.54,7.84055575758,4.24466666667,7.60573333333,5.72753333333,4.88133333333,7.86473333333
393.88,7.58908888889,11.3862,12.4092,7.12186666667,7.54906666667,7.86483060606,4.29613333333,7.63333333333,5.74566666667,4.91406666666,7.88586666667
394.24,7.59998518518,11.4621333333,12.4700666667,7.10646666667,7.57833333334,7.88629575758,4.32593333333,7.65106666667,5.7874,4.9338,7.9054
394.60,7.68331851852,11.5550666667,12.578,7.22373333333,7.665,7.98155575757,4.41813333333,7.74633333334,5.8844,5.04026666667,8.02166666667
394.96,7.72275555556,11.5933333333,12.64,7.26746666666,7.70913333333,8.01602363636,4.4682,7.8004,5.95506666667,5.09213333333,8.04633333333
395.32,7.77432592593,11.6512666667,12.7082666667,7.32846666667,7.7672,8.04980666667,4.51173333333,7.83673333333,6.02093333334,5.14906666667,8.0644
395.68,7.78811111111,11.6742666667,12.7592,7.37593333333,7.751,8.07013060606,4.5344,7.83926666667,6.0272,5.131,8.04606666667
396.04,7.80874814815,11.7194,12.7982666667,7.41706666667,7.78533333333,8.09615848485,4.57233333333,7.89873333334,6.04886666666,5.14733333333,8.0402
396.40,7.77848148148,11.7240666667,12.8250666667,7.4124,7.7792,8.1155160606,4.5654,7.92353333334,6.0316,5.13606666667,8.03153333333
396.76,7.76840740741,11.7108666667,12.7813333333,7.36966666667,7.7326,8.08198606061,4.56293333333,7.93793333334,6.0248,5.1242,8.00093333333
397.12,7.82904444444,11.8004,12.8432666667,7.43193333334,7.79913333333,8.14612484848,4.61893333333,7.99746666667,6.06973333333,5.21486666667,8.1116
397.48,7.8482962963,11.873,12.9085333333,7.45360000001,7.83386666667,8.17070545455,4.65546666667,8.0212,6.1266,5.26846666667,8.1464
397.84,7.90011851852,11.9484666667,13.0128,7.50533333334,7.8822,8.21912,4.6858,8.05333333333,6.21486666667,5.30713333333,8.18813333334
398.20,7.95648148148,12.0202666667,13.0888,7.588,7.95093333333,8.28454181818,4.74506666667,8.1322,6.2936,5.39166666667,8.26753333333
398.56,7.9254962963,12.0271333333,13.0393333333,7.54646666667,7.917,8.24614090909,4.68553333333,8.09526666667,6.23586666667,5.34313333333,8.23886666667
398.92,7.95553333333,12.0738,13.1246,7.5786,7.92433333333,8.26435393939,4.6832,8.11893333333,6.22926666667,5.3538,8.24113333333
399.28,7.9632962963,12.1186,13.1808,7.61480000001,7.92726666667,8.29230515152,4.68873333334,8.16346666667,6.2306,5.37673333333,8.29726666667
399.64,7.99183703704,12.1830666667,13.2202,7.64720000001,7.96933333333,8.30215545455,4.72013333333,8.22586666667,6.2712,5.46606666667,8.4028
400.00,8.0482962963,12.2547333333,13.3073333334,7.70306666667,8.0198,8.3602469697,4.7632,8.29126666667,6.3208,5.5232,8.4772
400.36,8.07558518518,12.3263333333,13.3528,7.7442,8.04066666667,8.38211030303,4.80586666667,8.31193333333,6.36066666667,5.568,8.49726666667
400.72,8.16467407407,12.4274666667,13.4606666667,7.85253333333,8.14973333333,8.49840121212,4.8816,8.3736,6.4618,5.64613333333,8.57473333333
401.08,8.18642962963,12.4348666667,13.4848,7.86319999999,8.13946666667,8.50412909091,4.88833333333,8.38986666667,6.47026666667,5.62453333333,8.53533333333
401.44,8.1462,12.4089333333,13.4524,7.80533333333,8.07753333333,8.44143060606,4.82466666667,8.33993333334,6.41733333333,5.5712,8.46473333333
401.80,8.14431111111,12.3916666667,13.4443333333,7.78886666666,8.0556,8.45774333333,4.80426666667,8.36833333334,6.38713333333,5.55673333333,8.47446666667
402.16,8.12387407407,12.3773333333,13.4464666667,7.77573333334,8.03686666667,8.43055,4.77546666667,8.36513333333,6.33433333333,5.51693333333,8.41746666667
402.52,8.15499259259,12.4144,13.5074666667,7.78893333333,8.0932,8.42218424242,4.79873333333,8.42,6.4022,5.53646666667,8.40693333333
402.88,8.07633333333,12.3672,13.4708,7.72166666666,8.06066666667,8.36119636363,4.76273333333,8.36573333333,6.3416,5.47393333333,8.38493333333
403.24,8.05765925926,12.3614666667,13.4754,7.70193333333,8.0444,8.33175636364,4.74426666667,8.33746666667,6.32013333333,5.4552,8.357
403.60,8.0923037037,12.4061333333,13.5180666667,7.72606666667,8.08773333333,8.33638606061,4.752,8.37253333333,6.358,5.4492,8.3412
403.95,8.09137037037,12.4217333333,13.5047333333,7.72306666667,8.06666666667,8.31256060606,4.7384,8.3506,6.34406666667,5.4424,8.31453333333
404.31,8.09038518519,12.4146,13.5207333333,7.742,8.0764,8.29969242424,4.7188,8.33333333333,6.3124,5.44126666667,8.30953333333
404.67,8.1278074074,12.4757333333,13.5665333333,7.75433333333,8.0956,8.31365969697,4.755,8.3664,6.3516,5.48433333333,8.34946666667
405.03,8.1452962963,12.5156,13.6188,7.79059999999,8.13146666667,8.33272939394,4.77306666667,8.4142,6.3816,5.5312,8.41006666667
405.39,8.21907407408,12.6014,13.692,7.8804,8.2148,8.39731848485,4.84826666667,8.50853333333,6.43306666667,5.6176,8.50206666667
405.75,8.25131111111,12.6795333333,13.7420666667,7.93666666666,8.27513333333,8.4152369697,4.89226666667,8.55153333333,6.4882,5.6714,8.51153333333
406.11,8.28234074074,12.6918,13.7686,7.97433333333,8.30873333333,8.43866666667,4.90686666667,8.56486666667,6.52393333333,5.7088,8.53566666667
406.47,8.29076296296,12.7169333333,13.8104,7.97826666666,8.31366666667,8.46701030303,4.9112,8.58933333333,6.52153333333,5.72913333333,8.54693333333
406.83,8.37437777778,12.7936,13.864,8.03993333334,8.36873333333,8.52977090909,4.96666666667,8.68306666667,6.58613333334,5.7912,8.58046666667
407.19,8.38331851852,12.8290666667,13.8645333333,8.04086666667,8.35733333333,8.54505454545,4.957,8.70473333333,6.5852,5.79633333333,8.5686
407.55,8.34800740741,12.8233333333,13.8679333333,8.01366666666,8.3238,8.55672575758,4.9204,8.67913333333,6.53966666667,5.7874,8.54413333333
407.90,8.26236296296,12.7754666667,13.8292666666,7.9146,8.22786666667,8.47173909091,4.81986666667,8.61346666666,6.4558,5.68513333333,8.47593333333
408.26,8.21933333334,12.7762,13.7938666667,7.83993333334,8.15126666667,8.42835121212,4.75573333333,8.59633333333,6.4258,5.6372,8.43066666667
408.62,8.17175555556,12.7788666667,13.7952,7.81766666666,8.1232,8.36981848485,4.712,8.5862,6.37466666667,5.58646666667,8.38086666667
408.98,8.19440740741,12.8426666667,13.8364,7.84393333333,8.14386666667,8.39695818182,4.74586666667,8.60953333333,6.4002,5.61766666667,8.38733333333
409.34,8.17377777778,12.8646,13.8593333333,7.83433333333,8.12686666667,8.37409727273,4.7238,8.58093333334,6.40566666667,5.59346666666,8.35826666667
409.70,8.12717777778,12.8375333333,13.8468,7.78760000001,8.06733333333,8.2990769697,4.66893333333,8.53953333333,6.3474,5.5508,8.3296
410.06,8.12434814815,12.8933333333,13.8748,7.79179999999,8.05753333333,8.28183878788,4.65873333333,8.53213333333,6.3508,5.5504,8.32806666667
410.42,8.08483703704,12.8619333333,13.8569333333,7.78366666667,8.01913333333,8.23110787879,4.628,8.49993333333,6.31106666667,5.50453333333,8.29506666667
410.77,8.05774814815,12.8604666667,13.8337333333,7.76926666667,7.97666666667,8.20981424242,4.57933333333,8.44726666667,6.29086666667,5.4816,8.282
411.13,8.00675555555,12.8271333333,13.7974666667,7.72713333333,7.93033333333,8.13250878788,4.52326666667,8.40693333333,6.2554,5.40826666667,8.24306666667
411.49,7.97273333333,12.7947333333,13.7812,7.73333333333,7.9066,8.07966242424,4.4942,8.39133333333,6.22593333333,5.371,8.21033333333
411.85,8.06847407408,12.9118,13.8601333333,7.83933333333,8.0086,8.15513454545,4.5844,8.47226666667,6.3188,5.46773333333,8.27313333333
412.21,8.11417777778,12.9830666667,13.9234,7.88679999999,8.06446666667,8.19013393939,4.6124,8.53466666667,6.3788,5.51933333333,8.29846666667
412.57,8.09556296296,12.9748666667,13.9391333333,7.89066666666,8.0524,8.19850909091,4.5564,8.5378,6.3696,5.5168,8.2962
412.92,8.04994814815,12.9595333333,13.8915333333,7.8462,8.01053333333,8.13912,4.4964,8.49493333333,6.34693333333,5.4436,8.2226
413.28,8.01554814815,12.9141333333,13.8527333333,7.83606666667,7.97113333333,8.10062212121,4.44153333333,8.46746666667,6.31626666667,5.394,8.1728
413.64,8.02506666667,12.9312666667,13.8825333333,7.83546666667,7.98733333333,8.12124575758,4.43066666667,8.48593333333,6.32586666667,5.3902,8.1552
414.00,8.009,12.9741333333,13.9136,7.8322,7.9944,8.12636424242,4.4156,8.49906666667,6.303,5.3868,8.13946666667
414.36,8.05862222222,13.0675333333,13.9858,7.88126666667,8.01986666667,8.17549212121,4.44806666667,8.5516,6.34593333333,5.41586666667,8.16573333333
414.72,8.06062222222,13.0886666667,14.0256666667,7.88473333333,8.01466666667,8.17134636364,4.44993333334,8.55593333333,6.34533333333,5.41566666667,8.17026666667
415.07,8.15365185185,13.2405333333,14.1774666667,7.9854,8.08993333333,8.27015272727,4.536,8.6572,6.43286666667,5.52933333333,8.2556
415.43,8.21671851852,13.3221333333,14.2536,8.03559999999,8.12066666667,8.30111787879,4.588,8.70226666667,6.48506666667,5.57046666667,8.28753333333
415.79,8.2188962963,13.3604,14.3093333333,8.06133333333,8.11846666667,8.31963272727,4.59066666667,8.7266,6.49933333333,5.5882,8.33206666667
416.15,8.28137037037,13.4245333333,14.4179333333,8.13206666666,8.18266666667,8.39859848485,4.6674,8.7928,6.56366666667,5.6446,8.4038
416.51,8.30922962963,13.5058666667,14.4627333333,8.17773333333,8.1984,8.43887636364,4.71406666667,8.8302,6.60493333333,5.6672,8.4534
416.86,8.35631111111,13.5643333333,14.5278666667,8.2294,8.22046666666,8.4878730303,4.73853333333,8.89873333333,6.61633333333,5.7186,8.50813333333
417.22,8.37771851852,13.6194666667,14.5926,8.24053333334,8.1994,8.50257393939,4.74646666667,8.931,6.6242,5.72026666667,8.5382
417.58,8.38783703704,13.6552666667,14.6282,8.24913333333,8.19286666666,8.50798333333,4.75613333333,8.9336,6.62353333333,5.7452,8.556
417.94,8.40574074074,13.7024,14.6700666667,8.27620000001,8.20226666667,8.54515060606,4.7824,8.98886666667,6.65693333334,5.77313333333,8.59473333333
418.29,8.34834814815,13.6822666667,14.6592666667,8.24953333333,8.14873333333,8.51484818182,4.73553333333,8.93506666667,6.61273333333,5.7552,8.5624
418.65,8.35353333334,13.7270666667,14.6851333333,8.28093333333,8.15926666667,8.52987181818,4.73153333333,8.97093333333,6.626,5.77433333333,8.56866666667
419.01,8.33560740741,13.7178,14.6688,8.26979999999,8.13646666667,8.52209545455,4.72613333333,8.9504,6.61853333333,5.77506666667,8.55886666667
419.37,8.34151111111,13.7315333333,14.6798,8.26413333333,8.13466666667,8.54712757576,4.72126666667,8.95366666667,6.62406666667,5.7924,8.5732
419.73,8.3254,13.7329333333,14.6869333333,8.26086666667,8.107,8.53043848485,4.69446666667,8.96386666667,6.6088,5.79113333333,8.5466
420.08,8.27493333333,13.7129333333,14.6578666667,8.23879999999,8.05546666667,8.47219636364,4.64046666667,8.92986666667,6.55233333333,5.75353333333,8.49233333333
420.44,8.31068888889,13.7444666667,14.6743333333,8.25586666666,8.06506666667,8.48069333333,4.65453333333,8.94713333333,6.55706666667,5.78346666667,8.4996
420.80,8.2578,13.7163333333,14.6610666667,8.22166666667,8.02413333333,8.43085484848,4.60646666667,8.91026666667,6.52126666666,5.74326666667,8.4558
421.16,8.25954074074,13.7399333333,14.6723333333,8.24566666667,8.0452,8.44322727273,4.6066,8.9266,6.5194,5.77326666667,8.44866666667
421.51,8.2774,13.803,14.734,8.30580000001,8.08566666667,8.48349969697,4.62846666667,8.97,6.56533333333,5.80233333333,8.4828
421.87,8.2948,13.8182,14.7720666667,8.33586666667,8.0964,8.48682666667,4.63066666667,8.97486666667,6.57273333333,5.80793333333,8.48473333333
422.23,8.33819259259,13.8584,14.8106666667,8.36693333333,8.13453333334,8.51280272728,4.65693333334,9.03193333333,6.60633333333,5.84126666666,8.51473333333
422.58,8.34781481482,13.8855333333,14.8368,8.37746666667,8.1396,8.51870909091,4.66313333333,9.04926666666,6.62486666667,5.84846666667,8.51113333333
422.94,8.38185925926,13.9488666667,14.899,8.424,8.1802,8.54963393939,4.68486666667,9.1118,6.65866666667,5.87853333333,8.5392
423.30,8.38779259259,13.9766666667,14.9342666667,8.44393333334,8.18586666667,8.55531060606,4.68753333333,9.13753333333,6.66486666667,5.88186666667,8.54713333333
423.66,8.40149629629,14.0136,14.9649333333,8.46080000001,8.17973333333,8.57403909091,4.6888,9.15373333333,6.6834,5.88246666667,8.55773333333
424.01,8.44204444444,14.074,15.0326,8.50046666667,8.20813333333,8.61285939394,4.71613333333,9.20679999999,6.7298,5.92406666667,8.6076
424.37,8.4312,14.093,15.0742,8.51406666667,8.21293333333,8.62586484848,4.71246666667,9.22353333333,6.73913333333,5.9252,8.60613333333
424.73,8.4701037037,14.1563333333,15.1265333333,8.56806666667,8.2396,8.67497454546,4.74253333333,9.26599999999,6.77313333333,5.96933333333,8.6486
425.08,8.48518518519,14.2072666667,15.1670666667,8.5844,8.2428,8.69214393939,4.75206666667,9.28613333333,6.79286666667,5.97846666667,8.66946666667
425.44,8.49788148148,14.2220666667,15.1815333333,8.6034,8.22946666667,8.69418818182,4.7664,9.30593333333,6.79053333333,5.993,8.6678
425.80,8.51588148148,14.2473333333,15.1952666667,8.61306666668,8.22766666667,8.69308030303,4.77093333333,9.31940000001,6.80806666667,6.00466666667,8.681
426.16,8.542,14.3121333333,15.2548666667,8.64480000001,8.24453333333,8.71990454545,4.80326666667,9.35233333334,6.83353333333,6.02733333333,8.70413333333
426.51,8.55075555555,14.3486,15.2940666667,8.66186666667,8.24866666666,8.72172121212,4.80606666667,9.35533333333,6.83606666667,6.03673333333,8.70973333333
426.87,8.54331111111,14.3594666667,15.3178666667,8.6564,8.24753333333,8.70921060606,4.78526666667,9.35500000001,6.82813333333,6.03073333333,8.70786666667
427.23,8.55748888889,14.4224666666,15.3671333333,8.69279999999,8.2556,8.71834545455,4.7892,9.37633333333,6.85033333333,6.0504,8.71286666667
427.58,8.59038518518,14.4708666667,15.4467333333,8.7456,8.31093333333,8.73117696969,4.83026666667,9.40226666667,6.8788,6.09486666666,8.74446666667
427.94,8.58848888889,14.5106,15.4621333334,8.76586666665,8.3214,8.72756666667,4.8266,9.40620000001,6.8766,6.08886666667,8.73746666667
428.30,8.59558518518,14.5466,15.4956,8.7818,8.31846666667,8.72247696969,4.81466666666,9.43306666667,6.87793333334,6.09026666667,8.7484
428.65,8.63192592593,14.5950666667,15.5564,8.7906,8.34673333333,8.73098606061,4.83306666667,9.47013333334,6.90926666667,6.11353333333,8.76533333333
429.01,8.6348962963,14.6238666667,15.5877333333,8.82393333333,8.342,8.74180333333,4.83373333333,9.51299999999,6.92606666667,6.13086666667,8.77653333333
429.37,8.62497777778,14.6313333333,15.6096666667,8.80753333333,8.3206,8.72416909091,4.78653333333,9.50026666666,6.91366666667,6.0972,8.77086666667
429.72,8.64524444444,14.6733333333,15.6836,8.85226666667,8.3524,8.7630960606,4.82386666667,9.55586666667,6.94173333333,6.1442,8.77746666667
430.08,8.68192592593,14.7518,15.7436,8.91753333335,8.38173333333,8.80048454545,4.84306666667,9.59446666667,6.99586666667,6.19413333333,8.8136
430.44,8.72011851852,14.8137333333,15.8250666667,8.97533333334,8.4264,8.83110484848,4.86813333333,9.66633333333,7.03253333333,6.22686666667,8.85946666667
430.79,8.75054074074,14.8918666667,15.8793333333,9.02893333332,8.43253333333,8.86909878788,4.8858,9.69953333333,7.059,6.254,8.8728
431.15,8.80107407407,14.9640666667,15.9417333333,9.06966666668,8.46093333333,8.90950242424,4.9046,9.7626,7.09433333333,6.29853333333,8.91093333333
431.50,8.80905925926,15.0174666667,15.9443333333,9.07186666667,8.46506666666,8.91822515151,4.89626666667,9.80426666667,7.10186666667,6.3152,8.8994
431.86,8.85515555556,15.1042,16.0014666667,9.09933333333,8.4872,8.96978060606,4.91733333333,9.85486666666,7.1338,6.3548,8.94306666667
432.22,8.9044,15.1594,16.0748666667,9.14113333334,8.53133333333,9.01329878788,4.94633333333,9.90520000001,7.16866666667,6.40633333333,8.97673333333
432.57,8.9188074074,15.2024,16.1164,9.17119999999,8.54153333333,9.02637848485,4.94993333333,9.91926666667,7.1734,6.42433333333,8.99673333333
432.93,8.94908888888,15.2376,16.1426666666,9.20153333333,8.57806666667,9.04503212121,4.97953333333,9.92520000001,7.19166666667,6.4476,9.01046666667
433.29,8.97725925926,15.3039333333,16.1737333333,9.23893333333,8.60873333333,9.06464272727,5.0044,9.97173333333,7.2238,6.49246666667,9.04026666666
433.64,8.98226666667,15.3410666667,16.1815333333,9.24573333333,8.61433333333,9.08459090909,4.98133333333,9.97740000001,7.22233333333,6.49213333333,9.05406666666
434.00,8.94568888888,15.3225333333,16.1514,9.22513333333,8.569,9.04936333333,4.94213333333,9.95740000001,7.17326666667,6.4668,9.01433333333
434.35,8.96746666667,15.3736666667,16.1636666667,9.23639999999,8.57626666667,9.07659575757,4.9532,9.9744,7.1872,6.489,9.03259999999
434.71,8.95217037037,15.3705333333,16.1713333333,9.22686666665,8.5672,9.05797666667,4.9486,9.97366666668,7.19233333333,6.48866666667,9.0252
435.07,8.94144444444,15.3983333333,16.1844666667,9.23866666667,8.5646,9.06061757576,4.95306666667,9.9726,7.1922,6.49573333333,9.02919999999
435.42,8.9166888889,15.4083333333,16.2063333333,9.22886666667,8.54273333334,9.05271,4.93193333333,9.94293333333,7.18213333333,6.48093333333,9.02079999999
435.78,8.9186888889,15.4326666667,16.2380666667,9.25753333333,8.5388,9.05543909091,4.9334,9.95306666667,7.1922,6.50293333333,9.01953333333
436.13,8.90576296297,15.4566,16.2292,9.26853333333,8.51986666667,9.04086363636,4.9302,9.94019999999,7.20126666667,6.498,9.00893333333
436.49,8.92175555555,15.5278666667,16.2758,9.30246666667,8.542,9.06641848485,4.94733333333,9.9824,7.23333333333,6.51866666667,9.01473333333
436.84,8.9314962963,15.5737333333,16.3344666667,9.29913333334,8.53113333333,9.07318,4.92706666666,10.0086,7.24626666667,6.51946666667,9.01946666667
437.20,8.9441925926,15.6084666667,16.3754666667,9.30526666665,8.5394,9.08874909091,4.92073333333,10.0219333333,7.25893333333,6.5166,9.01406666667
437.56,8.9195925926,15.6378666667,16.3941333333,9.28553333335,8.49726666667,9.05841575758,4.89413333333,10.0191333333,7.2462,6.48786666667,8.9864
437.91,8.92283703704,15.6746,16.4378666667,9.2898,8.50526666667,9.06420757576,4.88953333333,10.0424666667,7.27046666667,6.49346666667,9.00046666667
438.27,8.93141481481,15.7006,16.4794,9.32453333333,8.5054,9.08008151515,4.8924,10.0766,7.28653333333,6.50993333333,9.00433333333
438.62,8.96991851851,15.7646666667,16.54,9.37439999999,8.53266666667,9.11326818182,4.9222,10.1274,7.3156,6.53793333333,9.04673333334
438.98,8.98422222222,15.8072666667,16.5842666667,9.3958,8.53853333333,9.14112393939,4.93593333333,10.1750666667,7.331,6.5652,9.07506666665
439.33,9.01254074075,15.8468,16.6194666667,9.44639999999,8.54453333334,9.1685169697,4.95426666667,10.228,7.351,6.59506666667,9.09820000001
439.69,8.97300740741,15.8122,16.5874666667,9.42186666668,8.50193333333,9.12702393939,4.92886666667,10.197,7.32033333333,6.56206666667,9.06506666667
440.04,8.98378518518,15.8542,16.6398,9.44959999999,8.5132,9.13531606061,4.92653333333,10.2350666667,7.32946666667,6.58406666667,9.07459999999
440.40,8.98225925926,15.851,16.6449333333,9.45900000001,8.4962,9.13192484849,4.91546666667,10.2334666667,7.33266666667,6.58333333333,9.07846666666
440.75,8.99775555555,15.8954,16.6864,9.4956,8.5118,9.14154515151,4.93766666667,10.2594,7.353,6.60313333333,9.09719999999
441.11,8.99778518519,15.9299333333,16.7190666667,9.53486666667,8.50446666667,9.14059515151,4.9514,10.2837333333,7.3636,6.63213333333,9.10886666667
441.47,8.97925185186,15.9344,16.6968666667,9.53553333335,8.4884,9.11721454545,4.9296,10.2782666667,7.3494,6.62626666667,9.09099999999
441.82,9.0084,15.9932666667,16.7599333333,9.56886666666,8.50793333333,9.14296393939,4.9504,10.3099333333,7.3726,6.65333333333,9.10666666667
442.18,8.99753333333,16.0075333333,16.7615333333,9.57193333333,8.4984,9.12414424243,4.93666666667,10.3112,7.36866666667,6.66246666667,9.10513333335
442.53,8.98787407408,16.0303333334,16.7725333333,9.58639999999,8.4892,9.1242869697,4.9202,10.303,7.365,6.66913333333,9.08666666667
442.89,9.00757037036,16.0631333333,16.8299333333,9.61506666668,8.4998,9.1284530303,4.918,10.3332666667,7.38333333333,6.67986666667,9.09186666667
443.24,9.03151111112,16.1334,16.8759333333,9.63693333334,8.5318,9.14833666666,4.91453333334,10.3696666667,7.39786666667,6.69026666667,9.11346666667
443.60,9.07955555555,16.2306666667,16.9844666667,9.68806666667,8.58073333333,9.21525484849,4.9326,10.4418666666,7.4452,6.73526666667,9.14053333332
443.95,9.08178518518,16.2683333333,17.0063333333,9.70093333335,8.56346666667,9.22751606061,4.92733333333,10.454,7.44233333333,6.72493333333,9.15006666667
444.31,9.07485185186,16.2926666667,17.0362666667,9.71706666668,8.55473333333,9.23296454545,4.92546666667,10.4813333333,7.44446666667,6.72573333333,9.13693333333
444.66,9.0645037037,16.3098,17.0587333334,9.71946666666,8.53933333333,9.24251818182,4.90373333333,10.4971333333,7.4462,6.73093333334,9.14013333334
445.02,9.06859259259,16.3365333333,17.0726,9.71806666667,8.53826666667,9.25236424243,4.89106666667,10.5084,7.441,6.7364,9.143
445.37,9.10421481481,16.3958666667,17.1462666667,9.77159999999,8.574,9.30599484849,4.93273333333,10.5638666667,7.47766666667,6.7746,9.1888
