wavelength,Back_TanDesm,Belly_TanDesm,Breast_TanDesm,Crissum_TanDesm,Crown_TanDesm,DorTail_TanDesm,Patch10_TanDesm,Patch11_TanDesm,Patch12_TanDesm,Patch13_TanDesm,Patch14_TanDesm,Patch15_TanDesm,Patch16_TanDesm,Rump_TanDesm,Throat_TanDesm,WingTip_TanDesm
578.26,13.223,53.309,35.9136666667,45.5815833333,37.7633472222,12.616,32.2606666667,35.1850833334,44.26275,68.374,37.4318333333,61.4390833333,69.6284166667,47.7638583333,6.539,10.0065416666
578.60,13.1513333333,53.1565833333,35.9409166666,45.5165833333,37.5023472222,12.494125,32.0579166667,35.2569166666,43.99175,67.7895,37.1331666667,60.9785,69.1545,47.3719,6.50941666667,9.98216666668
578.94,13.1055833334,53.02525,36.0005,45.4578333333,37.2254444444,12.4554166667,31.8664166667,35.2625,43.7205833333,67.1953333333,36.8558333333,60.5145,68.6406666667,46.9531583333,6.5155,9.99270833333
579.28,13.1045,52.9145833333,36.1009166667,45.4813333334,36.9989861111,12.442375,31.7110833334,35.34475,43.4700833333,66.71275,36.6355833333,60.1048333334,68.1938333333,46.6159083333,6.538,9.99475
579.61,13.0858333333,52.9471666667,36.2570833333,45.5574166667,36.8279166667,12.4382916667,31.58625,35.4631666667,43.3034166667,66.2855833334,36.41875,59.783,67.8535,46.3015166667,6.57216666666,10.029375
579.95,13.044,52.8006666667,36.2888333333,45.50125,36.5438888889,12.3774166667,31.3725833333,35.4940833333,42.9845,65.6981666667,36.0956666667,59.3029166666,67.3309166666,45.893875,6.55908333333,10.0227083333
580.29,12.9993333333,52.59425,36.2524166666,45.3535833333,36.2499583333,12.3011666667,31.1769166667,35.5161666667,42.6555,65.0080833333,35.7911666666,58.7526666667,66.6676666666,45.4145833333,6.56725,10.0208333333
580.63,12.9825,52.559,36.3555,45.37675,36.0340833333,12.2762083333,31.03525,35.6145,42.42925,64.4946666667,35.5574166667,58.3698333333,66.2465,45.069825,6.60008333333,10.0915833333
580.97,12.9225,52.4088333333,36.3568333333,45.268,35.685625,12.1782083333,30.79,35.58475,42.0995,63.8771666666,35.1976666667,57.87175,65.6760833333,44.5797083333,6.56866666667,10.0745
581.31,12.9054166666,52.2903333333,36.4576666667,45.2414166667,35.4489444444,12.149625,30.6166666666,35.6543333334,41.8584166667,63.3573333333,34.9325,57.4315,65.16925,44.2497083333,6.61525,10.1185833333
581.65,12.8845833333,52.1374166666,36.48675,45.1715833334,35.1766111111,12.1075416667,30.398,35.6781666667,41.5701666667,62.8023333333,34.6611666667,56.9468333333,64.6559166667,43.8364,6.61516666666,10.1247083333
581.98,12.84125,52.1075833333,36.6160833333,45.1899166667,34.9312916666,12.049625,30.2931666666,35.7571666667,41.3685,62.38375,34.4290833334,56.60425,64.23325,43.50835,6.59475,10.1104583333
582.32,12.8175,51.98925,36.6833333333,45.1226666666,34.6814444445,12.0129583333,30.10625,35.7891666667,41.0903333333,61.8338333334,34.1741666667,56.1909166667,63.685,43.1197166667,6.63633333334,10.133875
582.66,12.8451666667,52.0155,36.8421666667,45.1870833333,34.5073055555,12.0090416667,30.0435,35.9849166667,40.9389166667,61.4781666667,34.005,55.9463333333,63.3199166667,42.8454916666,6.68841666667,10.209375
583.00,12.8341666667,51.9125,36.8959166667,45.12625,34.2361944444,11.9950416667,29.8624166667,36.0225833333,40.6549166667,60.9125,33.7235833333,55.5026666667,62.7768333333,42.461975,6.7405,10.2407083333
583.34,12.8160833333,51.7545,36.9465833333,45.0579166667,33.8865833333,11.9411666667,29.6751666667,36.0666666667,40.3758333333,60.3270833333,33.4625833333,55.0010833333,62.24625,42.0881916667,6.76575,10.2771666667
583.68,12.767,51.6466666667,37.0305833334,45.0719166666,33.6414444445,11.9162083333,29.5235833333,36.1451666666,40.1911666667,59.8333333333,33.20125,54.6295833333,61.7888333333,41.7718583333,6.79333333333,10.286375
584.01,12.7525,51.6468333334,37.1605,45.12425,33.3832916667,11.9265,29.3279166667,36.21175,40.019,59.419,32.9879166667,54.3150833333,61.4510833333,41.504875,6.82941666667,10.3001666667
584.35,12.7125,51.4325,37.1454166667,44.9621666667,33.1035138889,11.8961666667,29.1071666667,36.1983333333,39.7126666667,58.8341666667,32.6744166667,53.8458333333,60.8708333333,41.105925,6.858,10.3127083333
584.69,12.67075,51.32325,37.2909166666,44.93175,32.8835,11.8904166667,28.9426666667,36.2811666667,39.49275,58.3653333333,32.44525,53.4621666667,60.4473333333,40.8029083333,6.89125,10.333875
585.03,12.6015833333,51.235,37.30625,44.8493333333,32.5958888889,11.8240416667,28.7465833333,36.2993333333,39.1736666666,57.8044166666,32.1213333334,53.02,59.9409166666,40.3981833333,6.85833333333,10.3093333333
585.37,12.5515,51.2045833333,37.442,44.9013333333,32.4030972222,11.7786666667,28.5963333333,36.3776666667,39.00225,57.4316666667,31.9106666666,52.716,59.5700833333,40.1109,6.87566666667,10.347625
585.70,12.49025,50.994,37.4909166667,44.7899166667,32.1149027778,11.7183333333,28.3646666667,36.3924166667,38.6930833333,56.8556666667,31.6080833333,52.2286666667,59.0151666667,39.688725,6.90975,10.3577916667
586.04,12.4665833333,50.8574166667,37.5218333334,44.708,31.8179305555,11.6970416666,28.1633333333,36.4190833334,38.4184166667,56.3499166667,31.31125,51.738,58.5030833333,39.3083583333,6.91758333334,10.374625
586.38,12.3446666667,50.546,37.4650833334,44.472,31.4413611111,11.6375,27.8345833334,36.32375,37.988,55.6190833333,30.9248333333,51.1018333334,57.8241666667,38.81355,6.92491666667,10.343125
586.72,12.3043333333,50.4495833333,37.5640833333,44.403,31.2080277778,11.6225833333,27.6558333333,36.4253333333,37.77125,55.12825,30.64225,50.71525,57.41725,38.5049916666,6.92425,10.3982083333
587.06,12.2350833333,50.28925,37.5835,44.2983333333,30.9396944444,11.558625,27.4048333333,36.4205,37.46775,54.60025,30.3143333333,50.3008333333,56.9005833333,38.0962166667,6.924,10.3685833333
587.39,12.2050833333,50.2766666667,37.6905833333,44.23175,30.726375,11.5386666667,27.22725,36.5255,37.2179166666,54.1640833333,30.11125,49.9425,56.5350833333,37.78395,6.93091666667,10.38575
587.73,12.13325,50.19275,37.7689166667,44.17625,30.5075416667,11.46375,27.059,36.62725,36.9453333333,53.7176666667,29.8323333334,49.537,56.0733333333,37.4399,6.89691666666,10.3941666667
588.07,12.0136666667,50.0754166666,37.8228333333,44.10775,30.1783055556,11.3413333333,26.8219166667,36.6466666667,36.6655,53.2045833333,29.5053333333,49.0948333333,55.5818333333,37.0084833334,6.81333333333,10.3169166667
588.41,11.9210833333,49.93125,37.8384166666,44.0349166667,29.888125,11.2565416667,26.59175,36.6906666667,36.3625833333,52.7144166667,29.2045833334,48.6281666667,55.0761666667,36.629275,6.78058333333,10.2685416667
588.74,11.8966666667,49.8468333333,37.9170833333,43.9920833333,29.6431111111,11.253125,26.3700833333,36.765,36.1266666667,52.2938333333,28.9790833334,48.2535833333,54.65725,36.3077916667,6.78691666667,10.2604583333
589.08,11.862,49.7600833333,37.9803333334,43.9293333333,29.4088888889,11.2337083333,26.1785,36.8199166667,35.8521666667,51.8189166667,28.7220833333,47.8383333333,54.2106666667,35.9537666667,6.77633333333,10.2963333333
589.42,11.7959166667,49.7036666667,38.0458333333,43.8925833333,29.1811944444,11.2169166667,25.9789166667,36.881,35.6335,51.3985833333,28.4781666667,47.4413333333,53.79,35.6324916666,6.74716666667,10.2999583333
589.76,11.7071666667,49.5610833333,38.0775,43.8228333334,28.9395555556,11.1424166667,25.76325,36.8851666667,35.3824166667,50.9499166667,28.20325,47.0905,53.3526666666,35.26995,6.68416666666,10.2685
590.09,11.73975,49.5955833333,38.2209166667,43.9240833333,28.79725,11.1335833333,25.687,37.0206666667,35.20025,50.66525,28.0686666666,46.8483333333,53.0445,35.0382416667,6.69125,10.3092083333
590.43,11.6778333333,49.4,38.1868333334,43.7528333333,28.4866111111,11.0307916667,25.4085833333,36.95275,34.8729166666,50.1420833333,27.7579166667,46.3629166667,52.512,34.6271416666,6.66691666667,10.2445833333
590.77,11.6674166667,49.32375,38.30925,43.7665833333,28.3139444445,11.0370833333,25.2509166667,37.0489166667,34.6904166667,49.7776666667,27.5895833333,46.0194166667,52.15275,34.34545,6.7005,10.3064583334
591.11,11.6110833333,49.1215833333,38.3036666667,43.6790833333,28.0303888889,10.956625,25.0295833333,37.0250833333,34.3890833334,49.2810833333,27.2953333333,45.5271666667,51.5808333334,33.9323,6.67566666667,10.318875
591.44,11.63225,49.0474166667,38.4035,43.72125,27.8615694444,11.0128333333,24.8914166667,37.0829166667,34.1559166667,48.8874166667,27.1075,45.1975,51.2185,33.668075,6.73408333333,10.392875
591.78,11.654,49.0004166667,38.4876666667,43.7106666667,27.6641805556,11.0464583333,24.76875,37.19775,33.9198333333,48.5159166666,26.94375,44.8444166667,50.8411666667,33.3951666667,6.81041666667,10.4667083333
592.12,11.6455833333,48.9065,38.4896666667,43.6128333333,27.421875,11.0026666667,24.5956666667,37.2251666667,33.65775,48.0495833334,26.72175,44.464,50.3953333333,33.039275,6.84308333333,10.4957916667
592.46,11.5876666667,48.7884166667,38.5491666667,43.5568333333,27.20025,10.96025,24.44525,37.2478333333,33.38675,47.6395833334,26.5098333333,44.0853333334,49.9813333333,32.7128416667,6.83341666667,10.5308333333
592.79,11.4946666667,48.608,38.5533333333,43.42825,26.8900277778,10.8862083333,24.19475,37.2551666666,33.0921666667,47.1614166667,26.20375,43.64525,49.5059166666,32.341575,6.79725,10.4449583333
593.13,11.42175,48.4238333333,38.5596666667,43.2803333334,26.6181944444,10.7881666667,23.9673333333,37.2374166667,32.7683333334,46.67175,25.9069166667,43.2220833333,49.022,31.9852333333,6.78883333333,10.405125
593.47,11.4254166667,48.3765,38.67925,43.29025,26.422,10.7775833333,23.8095,37.32975,32.527,46.2358333334,25.71025,42.8448333334,48.5751666666,31.7228583334,6.84033333333,10.430625
593.80,11.3273333333,48.2324166666,38.696,43.1975833333,26.1275555555,10.6934166667,23.59625,37.3545833333,32.26575,45.72425,25.4034166667,42.4056666667,48.12025,31.3818333333,6.81766666667,10.413875
594.14,11.2593333333,48.2005833333,38.8066666667,43.17375,25.9195972222,10.67525,23.4719166667,37.4579166667,32.0236666667,45.31625,25.1956666667,42.0765833334,47.6940833333,31.1028916667,6.81833333333,10.4190416667
594.48,11.176,47.9501666667,38.7358333333,42.9465,25.6081805556,10.57,23.2340833334,37.39125,31.6625833333,44.7046666667,24.8885833333,41.5525833334,47.11075,30.7173833333,6.76683333333,10.3862083333
594.81,11.1906666667,47.95675,38.8643333333,42.952,25.4318472222,10.5895416667,23.1406666667,37.5430833333,31.4975833334,44.32775,24.7123333333,41.2445833334,46.7951666667,30.468525,6.7945,10.4273333333
595.15,11.0593333333,47.78025,38.8613333334,42.8003333333,25.1231666667,10.4426666667,22.8959166667,37.5560833333,31.2161666667,43.8164166667,24.3963333334,40.82775,46.28425,30.0830416667,6.72575,10.3292916667
595.49,10.987,47.6290833333,38.8856666666,42.6900833334,24.8805555556,10.3776666667,22.6761666667,37.55175,30.946,43.3291666667,24.1365833333,40.4290833334,45.81075,29.749575,6.69633333333,10.2945416667
595.82,10.9421666667,47.5830833333,39.0173333333,42.7188333333,24.7202222222,10.3404583333,22.5255,37.65525,30.7625,43.0326666667,23.9703333333,40.1555833334,45.509,29.534375,6.69341666666,10.3080833333
596.16,10.88675,47.4989166667,39.1185833333,42.6915833334,24.5646805556,10.3114166667,22.3673333333,37.7319166667,30.60525,42.6845,23.75625,39.88175,45.18175,29.2937083334,6.71783333334,10.3046666667
596.50,10.8485833333,47.4044166667,39.1683333333,42.6551666667,24.3963611111,10.2760416667,22.2025,37.7360833334,30.41625,42.3246666667,23.5926666667,39.5844166667,44.8391666667,29.0180416666,6.73725,10.3507083333
596.83,10.8384166667,47.3738333333,39.22925,42.6480833334,24.2155,10.27225,22.0541666667,37.8075833333,30.2270833333,42.0425,23.44825,39.3575833333,44.5693333334,28.8151833333,6.74433333333,10.3885833333
597.17,10.8050833333,47.2956666666,39.2426666667,42.5864166667,24.0533611111,10.2775416667,21.91125,37.8393333333,30.0238333334,41.7425,23.2788333333,39.06575,44.3031666667,28.589,6.76325,10.4220833333
597.51,10.7776666667,47.1974166667,39.2440833333,42.4960833333,23.89625,10.2786666667,21.7490833334,37.8486666667,29.8088333333,41.4314166667,23.0999166666,38.7604166667,43.9329166667,28.3556833333,6.77158333333,10.4439583334
597.84,10.7349166667,47.0925833333,39.27825,42.4785833333,23.706,10.2347083333,21.6098333333,37.89825,29.6250833334,41.1399166667,22.8985,38.4744166667,43.6136666666,28.1064416667,6.75541666667,10.4670833333
598.18,10.6913333333,47.0685,39.355,42.4944166667,23.5560833333,10.2110833333,21.469,38.0120833333,29.43175,40.8978333334,22.7015833333,38.2326666666,43.3395833333,27.896225,6.75375,10.462625
598.52,10.5978333333,46.8869166667,39.34125,42.3800833333,23.3308055556,10.1440416667,21.2365833333,37.9489166666,29.1581666667,40.5269166667,22.4674166667,37.925,42.9344166667,27.6412,6.74041666667,10.433875
598.85,10.6155,46.8175833333,39.3893333333,42.3161666667,23.1692777778,10.1622916667,21.0799166666,37.976,28.9254166667,40.21775,22.3136666667,37.60375,42.62375,27.4077666667,6.76191666667,10.488875
599.19,10.61625,46.7665,39.4935833333,42.3415,23.0234861111,10.1781666667,20.9509166667,38.0891666667,28.756,39.9275833334,22.14675,37.3526666667,42.3423333333,27.2341833333,6.79241666667,10.55775
599.53,10.5976666666,46.6560833333,39.504,42.2634166667,22.8217916667,10.2045833333,20.79175,38.0984166667,28.51075,39.4994166667,21.9515,37.0251666667,41.8868333333,26.9701916667,6.80316666666,10.6026666667
599.86,10.6048333333,46.5883333333,39.5300833333,42.2348333334,22.6200694444,10.19325,20.6426666667,38.1524166666,28.2649166667,39.1290833333,21.7870833334,36.6850833333,41.52125,26.7283,6.81783333333,10.645625
600.20,10.6076666667,46.496,39.57925,42.1554166666,22.4674166666,10.2164166667,20.529,38.21675,28.02675,38.7875833333,21.5969166667,36.3413333333,41.1055,26.5153416667,6.84758333333,10.6732916666
600.53,10.56575,46.3715833334,39.6475833333,42.1089166667,22.2700833333,10.2129166667,20.4014166667,38.2640833334,27.8076666667,38.4219166667,21.4051666667,35.9720833333,40.70225,26.2539333333,6.8265,10.6661666667
600.87,10.5565833333,46.2876666667,39.7760833333,42.0925,22.0801527778,10.1774583333,20.2703333333,38.3383333333,27.6208333333,38.05775,21.21,35.70125,40.3225,26.0148166666,6.84783333333,10.6814583333
601.21,10.546,46.2205833333,39.9089166667,42.1039166667,21.8804583333,10.144875,20.0898333334,38.40825,27.4125,37.71875,21.0236666667,35.4098333334,40.006,25.793625,6.84866666667,10.64925
601.54,10.5175833333,46.1935,40.02275,42.1088333333,21.7308055555,10.1102083333,19.9180833334,38.4746666667,27.1944166666,37.3890833333,20.8791666667,35.1496666667,39.67525,25.5778166667,6.89291666667,10.6519166666
601.88,10.5176666666,46.1613333333,40.1423333333,42.1218333333,21.6224166667,10.12975,19.8235833333,38.5401666667,27.0293333333,37.0560833334,20.749,34.9144166666,39.366,25.360925,6.93175,10.6950416667
602.21,10.4728333333,46.078,40.2151666667,42.0695833334,21.4373888889,10.1065416667,19.6741666666,38.6214166667,26.7785,36.7006666667,20.564,34.6004166667,38.9890833333,25.1292166667,6.94983333333,10.6825416667
602.55,10.4483333333,45.9985,40.2769166667,42.02725,21.2934305555,10.074875,19.5675,38.6940833334,26.5895833333,36.3635,20.4174166667,34.3245833333,38.6460833333,24.907375,6.99616666667,10.71425
602.88,10.41375,45.9763333333,40.3909166667,42.0169166667,21.1296944444,10.0333333333,19.4373333334,38.7564166667,26.4184166666,36.1046666667,20.2650833333,34.067,38.3559166667,24.70085,7.00533333333,10.7104166667
603.22,10.3858333333,45.9448333333,40.487,41.9999166667,21.0146944445,10.0166666667,19.3068333333,38.8305833333,26.2464166667,35.8645833333,20.097,33.85275,38.0951666667,24.5128916667,7.0165,10.709
603.56,10.3485833333,45.7876666667,40.5024166666,41.9139166666,20.8433194444,9.97458333334,19.14725,38.8424166666,26.0481666667,35.5685,19.9135,33.5794166667,37.7518333333,24.2957333333,7.00958333333,10.6937083333
603.89,10.3064166667,45.7385,40.59575,41.9051666667,20.6806805556,9.91924999999,19.0310833334,38.90725,25.8688333333,35.30725,19.771,33.3729166666,37.5305833333,24.148425,7.00591666666,10.6845833333
604.23,10.2335,45.6569166667,40.6333333333,41.8318333333,20.5246527778,9.86754166668,18.88625,38.896,25.6775833333,34.96275,19.5878333333,33.1459166667,37.2185,23.9301416667,6.98541666667,10.6400833333
604.56,10.1771666666,45.6204166667,40.7029166666,41.8210833333,20.3775555556,9.84829166668,18.75325,38.94825,25.4968333334,34.7361666667,19.4580833333,32.91825,36.99325,23.76575,6.961,10.6338333333
604.90,10.14075,45.5203333333,40.6960833334,41.7419166666,20.2371944444,9.83441666668,18.6140833333,38.9538333333,25.3075,34.4629166667,19.3113333333,32.6603333333,36.6853333333,23.5840916667,6.965,10.6521666667
605.23,10.1419166667,45.397,40.7151666666,41.6881666666,20.1166388889,9.88654166666,18.5230833333,38.9426666666,25.1715,34.171,19.19,32.3956666667,36.4071666667,23.4287666667,6.97583333334,10.6949166667
605.57,10.12275,45.3475,40.7665833333,41.6566666667,19.9665694444,9.88245833333,18.41525,38.9589166666,25.0205,33.948,19.0701666666,32.1861666666,36.1728333333,23.2787583333,6.984,10.7055
605.90,10.1041666667,45.2393333333,40.7846666667,41.57025,19.8088888889,9.86854166666,18.2508333333,38.93375,24.8313333334,33.6759166667,18.9206666666,31.9006666667,35.8764166667,23.0550416667,6.968,10.710625
606.24,10.0173333333,45.1705833334,40.8099166667,41.5501666667,19.6247361111,9.81312500001,18.07775,38.9365833333,24.6275,33.4015833333,18.7351666667,31.6655,35.5893333333,22.8674666666,6.90491666667,10.6945416667
606.58,9.95925,45.036,40.7848333333,41.4435833333,19.4722916667,9.81729166668,17.92225,38.88675,24.3965,33.0543333334,18.5645,31.3525833334,35.2518333333,22.64045,6.91158333333,10.6999166667
606.91,9.89299999999,44.8185,40.7188333333,41.297,19.2322361111,9.74266666666,17.7240833333,38.8040833333,24.1293333333,32.6071666667,18.3259166666,30.976,34.87825,22.3698916667,6.87433333333,10.667875
607.25,9.80258333332,44.7084166667,40.7526666667,41.2076666667,19.0467222223,9.68549999999,17.5671666667,38.7825833333,23.85975,32.2511666667,18.1385,30.6670833333,34.5559166666,22.15135,6.8405,10.63175
607.58,9.72816666666,44.5645,40.721,41.1053333333,18.8466527778,9.61962499999,17.3776666667,38.72725,23.6344166667,31.8875,17.93525,30.37125,34.18125,21.886825,6.79541666666,10.577375
607.92,9.71708333334,44.4328333333,40.70025,41.024,18.7034305556,9.57691666668,17.20275,38.74525,23.4325,31.5985,17.7429166667,30.0608333334,33.8488333333,21.6971166667,6.79425,10.61125
608.25,9.64383333334,44.2375,40.6293333333,40.8729166667,18.5061944444,9.50554166668,17.0625,38.6709166667,23.1991666667,31.242,17.5184166667,29.7739166666,33.4680833333,21.4762583333,6.7745,10.57825
608.59,9.59466666667,44.1443333333,40.66525,40.8101666666,18.37775,9.47083333333,16.9524166666,38.6803333333,23.0213333333,30.9431666667,17.373,29.548,33.19275,21.2972666666,6.77766666667,10.5737083333
608.92,9.51458333334,44.0336666667,40.6566666667,40.7016666667,18.2061527778,9.41,16.7955833333,38.7008333333,22.76925,30.6455833333,17.2084166667,29.3098333333,32.9249166667,21.0878583333,6.72775,10.524375
609.26,9.46333333334,43.90425,40.6176666667,40.5883333333,18.0600833334,9.40045833333,16.6655,38.6809166666,22.551,30.3564166666,17.0435833333,29.0850833333,32.6175833333,20.9476083333,6.70225,10.5172916667
609.59,9.43725,43.8191666667,40.61975,40.5546666667,17.9494166667,9.42083333332,16.5886666666,38.70875,22.4095,30.1048333334,16.9363333333,28.9266666667,32.3901666667,20.83005,6.72025,10.5462083334
609.93,9.50175,43.72975,40.6755833334,40.4820833334,17.8882916667,9.52124999999,16.5334166667,38.7320833333,22.3195833333,29.9029166667,16.8628333333,28.77,32.1551666667,20.750275,6.80066666667,10.5900416667
610.26,9.52441666667,43.6214166667,40.6930833334,40.4375,17.7809583334,9.51604166667,16.4521666667,38.722,22.1563333333,29.6675,16.7303333333,28.5989166667,31.8794166667,20.63265,6.83758333333,10.59475
610.60,9.52616666667,43.6050833333,40.8034166667,40.4386666667,17.7013333333,9.56654166667,16.4096666667,38.788,22.0613333333,29.4988333333,16.6719166667,28.4721666667,31.6745,20.546875,6.87616666667,10.6284166667
610.93,9.56758333333,43.5710833334,40.8199166667,40.4065833333,17.6316527778,9.644125,16.3436666667,38.8406666667,22.0080833333,29.2946666667,16.6103333333,28.3145833334,31.45425,20.4339666667,6.94058333333,10.687875
611.27,9.58983333333,43.4826666667,40.85325,40.3520833333,17.5706805555,9.697375,16.2675833333,38.8579166667,21.8599166667,29.0891666667,16.5085,28.1069166667,31.2075,20.3070916667,6.96283333334,10.7385416667
611.60,9.59616666667,43.4369166667,40.9265833333,40.3326666667,17.4965972222,9.74624999999,16.1994166667,38.8849166666,21.7165833334,28.8930833333,16.4615,27.9649166666,30.9784166667,20.1830333333,6.998,10.754375
611.93,9.64308333334,43.3569166667,40.97725,40.30625,17.4282222222,9.79425000001,16.0790833333,38.9203333334,21.5754166667,28.673,16.3753333333,27.7866666667,30.7468333334,20.0569583333,7.04291666667,10.787
612.27,9.63549999999,43.2559166667,40.9620833333,40.2399166666,17.3210138889,9.80904166666,15.9921666667,38.9138333333,21.41775,28.4236666666,16.2698333333,27.5586666666,30.5346666667,19.9109666667,7.06366666667,10.7939166667
612.60,9.68116666666,43.2129166667,41.031,40.2429166667,17.2380277778,9.80054166668,15.8910833334,38.9384166666,21.3373333333,28.2853333333,16.1773333333,27.3984166667,30.3239166667,19.8091833333,7.09366666667,10.84525
612.94,9.67991666666,43.1515,41.12325,40.275,17.1194722222,9.80904166666,15.7534166667,38.98775,21.1976666667,28.0491666667,16.0325833334,27.1449166667,30.0980833334,19.6011333333,7.10508333334,10.8277083333
613.27,9.62999999999,43.0940833333,41.2055,40.2328333333,17.0085972222,9.74962499999,15.6176666667,39.0421666667,21.054,27.78875,15.89625,26.9319166667,29.8658333333,19.4219666667,7.07591666667,10.81075
613.61,9.497,42.9578333333,41.1820833333,40.159,16.7971388889,9.60654166667,15.44225,39.0441666667,20.8105833333,27.4734166667,15.67175,26.627,29.5834166667,19.16415,6.96608333333,10.6982916667
613.94,9.38708333334,42.7769166667,41.105,40.0211666667,16.6295694444,9.49775,15.2328333333,39.0014166667,20.5848333334,27.13975,15.4868333334,26.31375,29.2753333333,18.896875,6.83366666666,10.6191666667
614.28,9.31783333334,42.7771666667,41.1795,40.00875,16.5055277778,9.40870833334,15.0923333334,39.0721666667,20.4346666667,26.9334166667,15.3196666667,26.0844166667,29.0645,18.7068166667,6.76283333333,10.5755416667
614.61,9.22375000001,42.7274166667,41.2736666667,40.013,16.3254722222,9.31708333334,14.9706666667,39.0985,20.2249166666,26.7113333333,15.1443333333,25.892,28.8365833333,18.5180916667,6.69116666667,10.53
614.94,9.16408333333,42.6536666667,41.2605,39.9769166667,16.180625,9.26683333334,14.81225,39.09975,20.0574166667,26.4504166667,15.0000833333,25.6926666666,28.6235833333,18.3343083333,6.68341666667,10.4787916667
615.28,9.07416666667,42.6065833334,41.3191666666,39.9536666667,16.012,9.20108333333,14.6839166666,39.158,19.8885833333,26.25175,14.8276666667,25.49525,28.4910833333,18.1944666667,6.66058333333,10.4540416666
615.61,8.93816666668,42.5175833333,41.2910833333,39.8370833334,15.8279722222,9.137375,14.5285,39.0961666667,19.66675,25.9624166667,14.6578333333,25.2448333333,28.2128333333,17.9711833333,6.58916666667,10.3866666667
615.95,8.94641666666,42.5534166667,41.444,39.9015,15.7446805556,9.16487500001,14.4733333333,39.21075,19.5981666667,25.8320833333,14.587,25.1251666667,28.0725833333,17.881025,6.62958333333,10.4395416667
616.28,8.93658333333,42.5368333333,41.5525833334,39.9225,15.73,9.20041666667,14.4769166667,39.2883333333,19.49325,25.638,14.5289166666,25.0109166667,27.8868333333,17.7741333333,6.68258333333,10.4655833333
616.61,8.84216666667,42.488,41.6345833333,39.8960833333,15.6277777778,9.11812500001,14.3815833333,39.292,19.3434166667,25.4359166667,14.4269166667,24.8711666667,27.6786666667,17.6389916667,6.65766666667,10.4649166667
616.95,8.78233333333,42.4865833333,41.6975833333,39.9049166666,15.5110694444,9.074375,14.2921666667,39.3236666666,19.2033333333,25.2775833333,14.2681666666,24.6885833333,27.4988333333,17.4676916667,6.62341666667,10.4265416667
617.28,8.77908333332,42.4723333333,41.78425,39.9158333333,15.4379583334,9.08483333334,14.1855,39.3380833333,19.0931666666,25.1105833333,14.22325,24.5621666667,27.3256666667,17.3169583334,6.66766666667,10.4483333333
617.62,8.7995,42.64275,42.0273333333,40.0569166667,15.4613611111,9.17441666666,14.1976666667,39.5703333333,19.1329166667,25.0805833333,14.2344166667,24.56875,27.2830833333,17.3373833333,6.762,10.5620833333
617.95,8.898,42.6133333333,42.0656666667,40.0930833333,15.457,9.29500000001,14.2249166667,39.6271666666,19.0881666667,25.01175,14.2766666667,24.4946666667,27.2074166666,17.3392416667,6.89866666667,10.7060416667
618.28,8.94225000001,42.627,42.14175,40.1294166667,15.4879305556,9.35283333334,14.1705,39.72525,19.0525833333,24.8811666667,14.2751666666,24.40725,27.0735,17.3051,6.95375,10.788375
618.62,8.91716666667,42.5798333333,42.1558333333,40.07725,15.4238888889,9.39879166666,14.1715833334,39.7746666666,18.97675,24.7021666667,14.2309166667,24.2811666667,26.9030833333,17.2197916666,6.98875,10.8300833333
618.95,8.90975000001,42.576,42.1993333333,40.1125833334,15.3739305556,9.43016666667,14.0755,39.8158333333,18.9155,24.5569166667,14.1874166667,24.1659166667,26.70675,17.135725,7.00783333334,10.8392916667
619.28,8.948,42.67125,42.33,40.1950833333,15.4013333333,9.46425,14.0920833334,40.0036666667,18.9286666667,24.50475,14.1845,24.1218333333,26.6771666667,17.1160583334,7.07525,10.8985
619.62,8.90116666667,42.64875,42.34775,40.152,15.3322222222,9.43670833333,14.0059166667,40.0579166667,18.8350833333,24.3345833334,14.10625,24.03775,26.5034166667,16.9791833333,7.02733333333,10.875375
619.95,8.80433333333,42.5866666667,42.2845,40.0615,15.1355694444,9.35866666667,13.82325,40.0080833333,18.6796666667,24.0880833333,13.93275,23.7964166667,26.30925,16.7917333333,6.94466666667,10.8145833333
620.28,8.85433333333,42.5865,42.3029166667,40.0179166667,15.1134722222,9.389375,13.8073333333,40.0909166667,18.6103333333,23.9579166667,13.9089166667,23.7014166667,26.2056666667,16.7427416667,7.01233333334,10.890875
620.62,8.98408333332,42.62375,42.437,40.1344166666,15.1558333333,9.48645833334,13.8668333334,40.2100833333,18.6253333333,23.8895833333,13.9805,23.6791666666,26.1384166667,16.7663416667,7.14283333334,11.0318333333
620.95,8.97966666666,42.538,42.3926666667,40.0843333333,15.0940416667,9.47666666667,13.8166666667,40.2770833333,18.5044166667,23.7491666666,13.8803333333,23.5515,25.96475,16.6964333334,7.12116666667,11.0629166667
621.28,8.95258333334,42.4405833333,42.42025,40.039,14.964,9.45087500001,13.736,40.27775,18.3708333333,23.5879166666,13.8113333333,23.41225,25.7941666667,16.556225,7.10258333333,11.053
621.62,8.83841666668,42.32575,42.4444166666,39.9600833333,14.8277083333,9.35675,13.55025,40.2603333333,18.1881666667,23.3545,13.6525833333,23.2335,25.5393333334,16.3808,7.03666666667,10.9637916667
621.95,8.80816666666,42.264,42.4403333333,39.9234166666,14.6810972222,9.30541666666,13.4939166667,40.2683333333,18.036,23.1415,13.53,23.0664166667,25.3800833333,16.2525416667,7.02225,10.9244583333
