wavelength,Back_PooBolf,Belly_PooBolf,Breast_PooBolf,Crissum_PooBolf,Crown_PooBolf,DorTail_PooBolf,Patch10_PooBolf,Patch11_PooBolf,Rump_PooBolf,Throat_PooBolf,WingTip_PooBolf
219.34,-158.333333333,-9.6155,-168.2695,-149.999666667,-84.6155,-110.256666667,-129.487333333,-109.6155,-130.128,-170.512666667,-146.1535
219.72,-103.809666667,-12.8575,-108.5715,-102.381,-59.7621666667,-74.2856666667,-75.2376666667,-73.5715,-96.6666666667,-129.047333333,-105.0
220.10,-69.0476666667,-2.381,-63.0955,-68.2536666667,-40.873,-46.4283333333,-38.8886666667,-47.619,-66.2696666667,-94.841,-79.1665
220.47,-39.2523333333,5.6075,-39.252,-36.4486666667,-31.9311666667,-28.972,-21.4953333333,-28.5045,-46.106,-68.8473333333,-66.8225
220.85,-36.036,6.757,-36.036,-27.3273333333,-33.033,-21.6216666667,-11.7116666667,-27.027,-40.5406666667,-57.6576666667,-62.6125
221.23,-50.327,-4.4115,-43.1375,-32.026,-45.752,-26.7976666667,-18.301,-49.02,-44.771,-66.34,-73.5295
221.61,-44.6543333333,-12.2645,-35.3775,-27.673,-44.0251666667,-27.044,-20.755,-50.9435,-46.2263333333,-61.9493333333,-63.2075
221.98,-37.971,-3.0435,-33.478,-15.6523333333,-38.8408333333,-17.681,-12.7533333333,-48.6955,-37.391,-44.6376666667,-47.391
222.36,-34.9206666667,-0.7935,-26.1905,-14.815,-38.8891666667,-6.87866666667,-5.02666666667,-44.4445,-38.3596666667,-37.8306666667,-46.0315
222.74,-37.2883333333,5.5085,-25.0,-17.2316666667,-35.452,-0.565,-1.41233333333,-43.644,-44.068,-38.1356666667,-47.458
223.11,-45.912,-0.472,-45.283,-20.4403333333,-48.2705,-13.8366666667,-18.2386666667,-58.9625,-58.4906666667,-44.34,-58.019
223.49,-26.724,13.793,-36.638,-6.32166666667,-35.632,-1.43666666667,2.87333333333,-38.793,-35.0576666667,-24.4253333333,-40.517
223.87,-39.456,25.0,-52.041,-17.687,-50.3403333333,-10.8843333333,-1.36033333333,-54.082,-41.4966666667,-25.1696666667,-50.51
224.24,-67.47,10.8435,-89.759,-41.3653333333,-75.301,-28.1123333333,-36.5463333333,-77.711,-67.47,-50.6023333333,-65.0605
224.62,-88.557,-2.2385,-117.9105,-68.1593333333,-86.3181666667,-43.7813333333,-51.2436666667,-102.2385,-80.597,-58.2086666667,-76.866
225.00,-95.0,-17.5,-155.0,-94.4443333333,-99.7225,-66.111,-87.7776666667,-115.8335,-98.889,-75.5556666667,-95.833
225.38,-101.169333333,-28.0705,-171.9295,-111.111333333,-98.538,-84.7953333333,-90.6433333333,-127.193,-121.637333333,-87.1343333333,-113.158
225.75,-98.8696666667,-22.034,-159.322,-96.0453333333,-92.6553333333,-80.7906666667,-84.181,-120.339,-105.65,-84.1806666667,-111.8645
226.13,-95.3213333333,-29.8245,-158.772,-91.8126666667,-88.3041666667,-81.2866666667,-81.871,-103.5085,-106.432666667,-98.8306666667,-107.0175
226.51,-110.204,-37.755,-172.449,-97.959,-99.9996666667,-96.599,-93.197,-120.408,-115.646333333,-106.122333333,-109.1835
226.88,-98.305,-50.8475,-149.1525,-91.5253333333,-102.542333333,-88.7006666667,-89.2653333333,-112.712,-98.3053333333,-96.6103333333,-98.305
227.26,-49.187,-24.3905,-93.9025,-60.9756666667,-59.7561666667,-45.5286666667,-57.317,-63.4145,-56.9106666667,-63.0083333333,-62.805
227.64,-67.5213333333,-44.2305,-107.051,-90.5983333333,-70.5126666667,-51.7093333333,-76.9233333333,-78.205,-71.795,-70.9403333333,-78.8465
228.01,-57.037,-42.778,-79.4445,-68.8886666667,-53.7036666667,-32.2223333333,-50.0,-61.111,-62.9626666667,-55.926,-62.7775
228.39,-43.1373333333,-42.157,-67.647,-54.902,-47.059,-22.549,-36.9276666667,-50.0,-54.248,-49.346,-56.8625
228.76,-42.9823333333,-27.6315,-65.351,-44.152,-42.2513333333,-20.468,-34.7956666667,-47.807,-49.1226666667,-53.2163333333,-43.86
229.14,-29.2926666667,-17.0455,-42.424,-34.8486666667,-30.8078333333,-11.111,-21.2123333333,-34.8485,-40.909,-36.1113333333,-25.758
229.52,-20.2223333333,-13.0,-32.333,-28.889,-29.3333333333,-7.111,-17.778,-24.667,-31.7776666667,-27.7776666667,-13.6665
229.89,-21.6336666667,-15.894,-38.0795,-32.892,-30.905,-9.49266666667,-19.205,-23.841,-35.0996666667,-28.2563333333,-16.8875
230.27,-18.287,-10.0695,-32.639,-37.963,-31.4813333333,-7.40766666667,-21.991,-27.083,-33.102,-26.852,-23.611
230.65,-22.6666666667,-15.333,-36.0,-42.0,-34.0,-12.0003333333,-24.4446666667,-25.333,-33.111,-32.2223333333,-23.0
231.02,-21.0783333333,-18.3825,-38.9705,-40.4413333333,-31.3723333333,-16.6666666667,-22.059,-25.0,-35.5393333333,-32.1076666667,-21.6915
231.40,-28.184,-16.2605,-35.366,-44.1733333333,-39.1595,-18.97,-27.3713333333,-32.9265,-46.6123333333,-32.52,-22.3575
231.78,-30.2523333333,-18.0675,-41.5965,-42.017,-43.2773333333,-23.5293333333,-32.213,-34.874,-59.384,-38.0953333333,-21.4285
232.15,-28.0556666667,-18.3335,-46.25,-38.889,-39.4445,-27.2223333333,-44.1666666667,-30.8335,-59.9996666667,-34.1666666667,-15.8335
232.53,-27.5956666667,-11.0655,-44.672,-34.153,-33.1968333333,-23.224,-41.5303333333,-30.7375,-53.279,-30.6013333333,-5.3275
232.90,-21.4286666667,-17.857,-40.873,-39.6826666667,-35.5818333333,-23.016,-40.4763333333,-29.7615,-48.4126666667,-23.5453333333,-1.1905
233.28,-31.921,-27.5425,-55.085,-41.2426666667,-38.9833333333,-30.2263333333,-53.39,-36.441,-44.068,-31.638,-11.441
233.66,-33.908,-24.138,-57.7585,-33.621,-33.7641666667,-22.701,-51.1493333333,-32.3275,-39.9423333333,-29.3103333333,-10.7755
234.03,-21.0936666667,-16.797,-42.5785,-22.1353333333,-21.4843333333,-9.11466666667,-38.8023333333,-20.703,-30.2083333333,-13.281,3.906
234.41,-17.701,-22.4135,-42.069,-17.701,-19.8851666667,-11.4946666667,-31.724,-18.9655,-28.7356666667,-11.2643333333,4.8275
234.78,-17.6873333333,-21.7685,-44.2175,-15.873,-20.4085,-8.617,-35.1473333333,-18.3675,-29.7053333333,-9.52366666667,0.34
235.16,-17.7083333333,-16.25,-39.6875,-17.9166666667,-20.8333333333,-3.75,-34.1666666667,-17.5,-26.875,-10.625,-6.25
235.54,-12.6176666667,-12.9945,-38.1355,-12.053,-14.3125,-1.69466666667,-23.1636666667,-10.1695,-16.0076666667,-8.851,-3.6725
235.91,-2.05133333333,-3.5895,-25.641,-2.393,-6.0685,5.47,-12.6496666667,-0.7695,-2.05133333333,-1.36766666667,3.5895
236.29,2.819,-0.4975,-19.403,-1.49266666667,-4.7265,8.95533333333,-8.292,-1.7415,-1.161,0.497666666667,0.995
236.66,5.08766666667,-0.5265,-14.4735,-1.93,-3.3335,4.73666666667,-4.386,-0.5265,-2.63133333333,6.491,-1.579
237.04,6.66633333333,1.3515,-11.6215,-2.883,-1.7115,6.30633333333,-2.883,4.5945,-2.883,7.027,-5.4055
237.41,9.896,6.51,-7.552,-6.07633333333,-1.38883333333,8.854,0.173333333333,8.3335,-8.15966666667,5.55533333333,-0.521
237.79,8.87766666667,10.302,-4.774,-6.7,-1.25616666667,7.20266666667,-1.33966666667,5.7785,-10.8876666667,11.223,0.754
238.17,5.71433333333,13.333,-4.524,-7.30166666667,-0.7935,4.762,-4.44466666667,3.8095,-8.57133333333,10.3176666667,1.4285
238.54,1.58733333333,16.429,-5.714,-9.36533333333,-2.85733333333,3.492,-9.84133333333,3.333,-9.365,10.1586666667,1.6665
238.92,7.636,21.1455,1.9825,-2.79033333333,3.30416666667,3.818,-2.93666666667,4.6255,-2.34966666667,15.7123333333,11.013
239.29,16.6666666667,27.3255,8.5275,7.106,12.2091666667,7.881,4.522,15.6975,6.20166666667,18.4753333333,19.574
239.67,17.1263333333,25.0,7.931,7.93133333333,12.9883333333,10.0,2.644,15.862,8.27566666667,16.8963333333,20.6895
240.04,13.6696666667,18.139,4.574,6.309,11.2513333333,6.94,-0.526,15.457,5.46766666667,11.882,18.1385
240.42,14.4263333333,15.86,6.989,8.51266666667,12.724,7.79566666667,3.04666666667,19.355,9.22933333333,12.9033333333,18.5485
240.79,13.9463333333,13.678,6.092,7.433,10.3068333333,9.96166666667,0.996,17.5865,8.42933333333,9.732,16.092
241.17,11.8713333333,11.5695,5.131,6.90833333333,9.65816666667,8.92,-0.000333333333333,12.8775,7.24366666667,7.579,12.978
241.54,11.1113333333,10.582,5.9085,6.937,10.1115,7.81866666667,0.117333333333,11.8165,8.17166666667,8.64166666667,11.1995
241.92,10.8253333333,7.1545,4.582,5.73433333333,8.8155,6.324,0.964666666667,11.3345,7.074,5.895,9.405
242.29,10.8106666667,4.429,3.4535,5.005,7.5325,5.60566666667,1.55166666667,11.6365,6.50633333333,4.60466666667,8.4835
242.67,11.267,3.366,3.5065,5.65666666667,7.854,5.797,4.39433333333,12.342,7.667,5.47,9.8175
243.05,11.8176666667,2.3005,2.0975,4.33033333333,7.6905,7.08166666667,4.05933333333,13.1935,6.85633333333,3.834,8.7955
243.42,10.6646666667,-0.803,-1.205,2.27566666667,5.86766666667,5.578,0.981666666667,11.178,4.10533333333,1.65133333333,7.229
243.80,10.191,-1.1345,-1.268,1.55766666667,5.029,4.62833333333,1.73566666667,10.013,2.67033333333,1.33533333333,7.076
244.17,9.49233333333,-0.596,-1.854,0.0,3.86316666667,4.32666666667,1.678,9.2055,1.81,0.883333333333,6.424
244.55,8.76033333333,-0.657,-3.548,-1.577,2.10233333333,3.504,-0.306333333333,7.49,1.22666666667,-0.219,7.0305
244.92,8.56533333333,-0.443,-3.544,-1.266,2.74283333333,4.093,0.844,8.7345,2.36266666667,0.717,7.8485
245.30,9.61366666667,0.946,-2.837,-0.866666666667,2.955,5.35866666667,1.49733333333,11.584,2.561,2.08833333333,9.102
245.67,8.77566666667,0.1655,-4.093,-0.516333333333,1.41966666667,5.38333333333,0.811333333333,10.675,2.17533333333,1.401,8.462
246.05,9.442,1.966,-3.1755,0.503666666667,2.78916666667,7.02266666667,1.24333333333,12.1975,3.69633333333,1.24333333333,9.325
246.42,9.51966666667,3.5585,-1.8945,0.955,3.26583333333,8.01,2.34166666667,12.5695,4.25133333333,1.54,9.5195
246.79,10.3446666667,4.2895,-0.336,1.31766666667,4.4575,8.63466666667,1.906,13.3725,4.37333333333,1.34566666667,9.672
247.17,8.90266666667,3.6135,-0.196,1.283,4.01916666667,7.98633333333,1.02133333333,12.4505,4.18966666667,2.27833333333,9.819
247.54,8.358,3.735,0.444,1.45466666667,3.96933333333,8.40733333333,1.849,12.13,4.783,3.082,10.392
247.92,6.76266666667,2.554,-1.187,0.551333333333,2.842,7.554,1.10266666667,11.403,3.52533333333,1.51066666667,9.2445
248.29,7.25566666667,2.5795,-1.4485,0.989333333333,3.33316666667,7.774,1.62566666667,11.4135,3.86333333333,2.02566666667,9.3995
248.67,6.96433333333,2.585,-1.735,1.18066666667,3.18683333333,6.988,2.10133333333,11.2605,3.35266666667,1.65266666667,8.8525
249.04,6.63233333333,2.8685,-1.852,0.750333333333,2.6385,5.85833333333,1.67033333333,10.6025,2.83233333333,1.11333333333,8.2065
249.42,5.51266666667,1.932,-2.589,0.026,1.72566666667,5.10033333333,0.592666666667,9.119,2.11233333333,-0.489333333333,7.844
249.79,5.65133333333,1.7695,-2.5925,-0.0823333333333,2.30433333333,5.624,1.34433333333,10.041,2.27733333333,-1.23433333333,7.9835
250.17,5.09666666667,1.0985,-2.944,-0.439333333333,1.66983333333,4.27633333333,1.17133333333,9.4905,2.05033333333,-1.05466666667,8.128
250.54,4.108,0.0,-4.045,-0.846666666667,1.1445,2.60266666667,-0.815666666667,8.5135,0.940666666667,-2.44633333333,7.62
250.92,2.06633333333,-0.813,-5.285,-1.45666666667,0.0341666666667,1.79533333333,-1.05033333333,6.5045,0.203333333333,-3.38733333333,6.4025
251.29,2.52366666667,-0.7885,-5.31,-1.61233333333,0.227833333333,1.15666666667,-1.36666666667,6.7825,-0.385666666667,-4.41666666667,5.573
251.66,2.03333333333,-1.0345,-5.0655,-1.634,-0.236166666667,-0.0726666666667,-1.961,6.1545,-1.23466666667,-5.33766666667,5.0655
252.04,3.579,0.434,-3.796,0.361666666667,1.862,1.04833333333,-1.08433333333,8.08,0.687,-2.67566666667,5.6395
252.41,4.58,1.6355,-1.036,1.781,3.217,1.59933333333,-0.399666666667,9.542,1.41766666667,-2.47166666667,6.707
252.79,3.77733333333,1.815,-0.715,1.79666666667,3.31866666667,2.12666666667,-0.953333333333,9.296,0.88,-2.89666666667,6.546
253.16,4.00133333333,1.1565,-1.982,1.652,4.14833333333,2.019,-1.65166666667,10.022,0.0736666666667,-3.56066666667,5.672
253.54,5.21733333333,1.3585,-1.1955,3.84066666667,5.48933333333,2.06533333333,0.616,10.924,1.99266666667,-1.84766666667,6.1415
253.91,6.454,2.42,0.55,5.31733333333,6.32566666667,2.64,0.953666666667,10.836,2.75033333333,-0.55,6.5455
254.28,5.74466666667,1.871,-1.3035,4.195,5.59316666667,2.79666666667,-0.604333333333,9.6375,1.096,-1.92766666667,4.0815
254.66,7.12066666667,2.9445,-0.1155,5.735,6.15833333333,4.65766666667,1.34733333333,9.815,2.502,0.308,4.677
255.03,6.853,1.338,-2.0075,4.177,4.48116666667,2.83866666667,-0.527,10.0365,0.486666666667,-0.527333333333,2.1895
255.41,5.92766666667,1.804,-2.8355,4.296,3.1355,1.41766666667,-1.246,9.1495,0.429666666667,-2.105,0.3225
255.78,5.77,1.3315,-3.9285,4.128,2.4855,1.598,-1.86433333333,8.6555,0.843,-2.35233333333,-0.9985
256.15,5.797,1.2905,-3.6005,2.944,1.53983333333,1.76633333333,-2.67233333333,6.7935,0.951,-2.21933333333,-1.427
256.53,4.64066666667,1.071,-4.5515,2.588,0.981666666667,2.99,-1.696,4.953,1.071,-1.517,-1.406
