wavelength,Back_TacCrif,Belly_TacCrif,Breast_TacCrif,Crissum_TacCrif,Crown_TacCrif,DorTail_TacCrif,Patch10_TacCrif,Rump_TacCrif,Throat_TacCrif,WingTip_TacCrif
522.79,8.89813333333,21.6018666667,16.8608666667,16.4950666667,7.09033333333,8.19773333333,9.43693333334,8.56886666667,30.7085333333,6.6756
523.14,8.91580000001,21.6747333333,16.8980666667,16.5391333333,7.098,8.21633333333,9.44900000001,8.5888,30.7299333333,6.6982
523.48,8.95066666666,21.7422666667,16.9352,16.5926,7.12786666667,8.23576666667,9.42126666667,8.6222,30.7841333333,6.70973333334
523.83,8.98673333333,21.8216666667,16.9809333333,16.6528666667,7.14313333333,8.26403333333,9.41213333334,8.66313333333,30.8377333333,6.732
524.17,9.0364,21.898,17.0279333333,16.7196,7.18306666667,8.30696666667,9.37719999999,8.69506666667,30.9024,6.76926666667
524.52,9.06466666667,21.9407333333,17.0615333333,16.7509333333,7.20646666667,8.32656666667,9.37440000001,8.7312,30.9082666667,6.78486666667
524.87,9.07353333333,21.9710666667,17.0783333333,16.7642666667,7.21793333333,8.33566666667,9.34840000001,8.73813333333,30.9143333333,6.78313333333
525.21,9.0752,22.0215333333,17.1088666667,16.8028666667,7.22293333333,8.33933333333,9.36866666667,8.75053333333,30.9288,6.78446666666
525.56,9.11386666667,22.099,17.1722,16.861,7.2502,8.37966666667,9.38706666667,8.7866,30.9967333333,6.80746666667
525.90,9.11586666667,22.1431333333,17.2081333333,16.8995333333,7.25393333333,8.38513333333,9.40753333333,8.803,31.0318666667,6.79793333333
526.25,9.153,22.2491333333,17.2727333333,16.9767333333,7.27646666667,8.41556666667,9.40486666666,8.84466666667,31.1418666667,6.8252
526.59,9.18113333333,22.3486666667,17.3342,17.0435333333,7.29173333333,8.4444,9.39059999999,8.86473333333,31.2396666667,6.83513333333
526.94,9.20806666667,22.4257333333,17.3982666666,17.1046666667,7.31906666667,8.46593333334,9.39986666667,8.89026666667,31.3181333333,6.84193333333
527.28,9.22539999999,22.5044,17.4617333333,17.1574,7.33026666667,8.48689999999,9.41153333333,8.89846666667,31.4006,6.85206666667
527.63,9.24433333333,22.5710666667,17.5011333333,17.2006,7.35146666667,8.50726666667,9.42946666667,8.91713333333,31.4634,6.86353333333
527.97,9.2404,22.604,17.5280666667,17.2213333333,7.34646666667,8.51116666667,9.45159999999,8.9258,31.4812,6.86073333333
528.32,9.25239999999,22.6570666667,17.5607333333,17.2682,7.35406666667,8.52243333333,9.46440000001,8.93966666666,31.5274666667,6.8712
528.66,9.2644,22.7067333333,17.5954666667,17.3103333333,7.35966666667,8.5289,9.49673333334,8.9584,31.5737333333,6.87066666667
529.01,9.28653333332,22.7566,17.6328666667,17.3465333333,7.3794,8.54739999999,9.50960000001,8.98119999999,31.6180666667,6.8858
529.35,9.28626666666,22.7903333333,17.65,17.372,7.3806,8.54576666667,9.515,8.98646666667,31.643,6.8862
529.70,9.30766666666,22.8516,17.6916666667,17.411,7.402,8.56816666666,9.52059999999,9.00646666667,31.6976,6.89786666667
530.04,9.31613333333,22.8781333333,17.7127333333,17.4386,7.41446666667,8.56256666667,9.5418,9.01246666666,31.7062,6.8934
530.39,9.31906666667,22.9070666667,17.7394666666,17.466,7.42166666667,8.5666,9.57846666666,9.03066666667,31.7172666667,6.8906
530.73,9.34386666666,22.9578666667,17.7704666667,17.5124,7.447,8.59360000001,9.60953333333,9.05866666667,31.746,6.90573333333
531.08,9.35053333333,22.9865333333,17.7882,17.5449333333,7.4546,8.60473333333,9.63193333333,9.08933333333,31.7384,6.9054
531.42,9.3686,23.038,17.8281333333,17.5984666667,7.47786666667,8.61693333333,9.65793333333,9.11933333333,31.763,6.91586666666
531.77,9.39573333333,23.1168,17.8809333333,17.6762,7.50973333333,8.63613333333,9.69613333334,9.15686666666,31.8574,6.92693333333
532.11,9.4226,23.1787333333,17.9234,17.7217333333,7.53046666667,8.64836666666,9.70846666667,9.18566666666,31.9051333333,6.93493333333
532.46,9.43706666666,23.2314,17.9564,17.7622,7.54466666667,8.66956666667,9.69920000001,9.20366666666,31.9445333333,6.95213333333
532.80,9.43633333334,23.2858,17.9906666667,17.8072666667,7.54546666667,8.66893333333,9.69900000002,9.21273333333,31.988,6.9514
533.15,9.46933333333,23.3512666667,18.052,17.8688,7.5866,8.68746666667,9.71766666667,9.24806666667,32.0655333333,6.96453333333
533.49,9.47646666666,23.3859333333,18.0854666666,17.8958666667,7.58946666667,8.68256666666,9.75106666667,9.26159999999,32.1018,6.96713333333
533.84,9.48273333333,23.4556,18.1268,17.9406666667,7.597,8.69510000001,9.77326666666,9.28553333334,32.1604,6.971
534.18,9.50579999999,23.5193333333,18.1730666667,17.9972,7.6138,8.71136666667,9.77333333334,9.30540000001,32.2082666667,6.98506666667
534.52,9.51513333334,23.5828,18.2127333333,18.0456666667,7.6192,8.69970000001,9.78726666667,9.33120000001,32.2784,6.98986666667
534.87,9.55153333333,23.6954,18.2849333333,18.1298,7.662,8.72920000001,9.82219999999,9.36640000002,32.3784666667,7.0192
535.21,9.571,23.7608666667,18.3311333333,18.1856666667,7.67093333333,8.73876666666,9.83126666666,9.38773333334,32.448,7.02
535.56,9.59346666666,23.8134,18.3714,18.2216666667,7.68686666667,8.75483333334,9.83800000001,9.41820000001,32.459,7.0364
535.90,9.60346666666,23.8711333333,18.4144666667,18.2683333333,7.70646666667,8.76466666666,9.87639999999,9.43700000001,32.5139333333,7.03566666667
536.25,9.64420000001,23.9746,18.4733333333,18.3509333333,7.7458,8.79423333333,9.91279999999,9.47913333333,32.5968,7.05486666667
536.59,9.66866666667,24.0199333333,18.5264,18.3969333333,7.7702,8.81126666666,9.95719999999,9.50960000002,32.6293333333,7.06593333333
536.93,9.67386666667,24.0795333334,18.565,18.4512,7.76786666667,8.83036666667,10.0090666667,9.53646666665,32.6806,7.0662
537.28,9.71059999999,24.1769333333,18.6146666667,18.5406666667,7.8102,8.87416666667,10.0197333333,9.58586666667,32.7513333333,7.09293333333
537.62,9.72140000001,24.2297333333,18.6591333333,18.6005333333,7.8342,8.89613333333,10.0499333333,9.61606666667,32.8000666667,7.1062
537.97,9.74206666666,24.2721333333,18.6928,18.6354666667,7.8576,8.90376666667,10.1115333333,9.64233333334,32.8353333333,7.10706666667
538.31,9.75433333333,24.3359333333,18.7421333333,18.6853333333,7.88253333333,8.9459,10.1582,9.66406666667,32.8656,7.11526666667
538.65,9.76426666667,24.3596,18.7592,18.7087333334,7.88193333333,8.94720000001,10.171,9.68906666667,32.8528666667,7.10613333333
539.00,9.80053333333,24.4722,18.8178666667,18.7807333333,7.92406666667,8.98513333333,10.2042666667,9.74406666667,32.9269333333,7.13093333333
539.34,9.82873333334,24.5524666667,18.8625333333,18.8280666667,7.95566666667,9.0043,10.217,9.76640000001,32.9877333333,7.12993333333
539.69,9.84613333333,24.6264666667,18.9056666667,18.8838666666,7.97,9.0133,10.2168666667,9.78466666665,33.0388666667,7.138
540.03,9.86006666667,24.6740666667,18.9432666667,18.9332666667,7.97293333333,9.01996666667,10.2294666667,9.80493333333,33.0704666667,7.14886666667
540.37,9.88480000001,24.7582666667,18.9702666667,18.9797333333,7.99406666667,9.03833333334,10.2238,9.82933333333,33.1336,7.15246666667
540.72,9.92053333333,24.8118666667,19.0142,19.0229333333,8.01073333333,9.05653333333,10.2149333333,9.85953333334,33.1576,7.17386666667
541.06,9.92893333333,24.8638,19.0502666667,19.0646,8.0152,9.0577,10.2241333333,9.86753333335,33.205,7.1822
541.40,9.95833333333,24.9084666667,19.0881333333,19.1028666667,8.02646666667,9.07009999999,10.2384,9.89039999999,33.2395333333,7.18606666667
541.75,9.97373333334,24.9666666666,19.1246666667,19.1512666667,8.0446,9.08100000001,10.2403333333,9.91519999999,33.2772666667,7.20166666667
542.09,9.992,25.0316666667,19.1688,19.2026,8.05793333333,9.09413333333,10.2372,9.93173333332,33.3432666667,7.2156
542.43,10.0202,25.0926666667,19.2216,19.2597333333,8.087,9.10889999999,10.2564666667,9.95480000001,33.4239333333,7.2286
542.78,10.0262,25.1338,19.2546,19.2872,8.08966666667,9.11099999999,10.2749333333,9.96633333333,33.4658,7.23046666667
543.12,10.0401333333,25.1844,19.3030666667,19.3452666667,8.10346666667,9.12096666667,10.2853333333,9.99373333333,33.518,7.2516
543.46,10.0661333333,25.2638,19.3644,19.4176,8.1294,9.14706666666,10.3158,10.0318,33.6035333333,7.26886666667
543.81,10.044,25.2853333333,19.3728666667,19.4232,8.11506666667,9.13176666667,10.3384,10.0270666667,33.6188666667,7.24213333334
544.15,10.0678,25.3424,19.4315333334,19.4723333333,8.13386666667,9.14596666667,10.3701333333,10.0587333333,33.6902666666,7.25673333333
544.49,10.0791333333,25.4017333333,19.4609333333,19.5074,8.14966666667,9.15266666667,10.3954666667,10.0808666667,33.7341333333,7.24966666667
544.84,10.0953333333,25.458,19.4901333333,19.5354666667,8.1766,9.16443333334,10.4235333333,10.1060666667,33.7523333333,7.2478
545.18,10.1396,25.5706,19.5632,19.6150666667,8.22866666666,9.20893333334,10.4374,10.1572666667,33.8394,7.29386666667
545.52,10.1708,25.6587333333,19.6287333333,19.6914666667,8.2728,9.25976666667,10.4626666667,10.2114666667,33.9252666667,7.32093333333
545.87,10.1862,25.731,19.6717333333,19.7545333333,8.28133333333,9.26026666667,10.5056666667,10.2479333334,33.9555333333,7.3184
546.21,10.1992,25.8077333333,19.7055333333,19.8002666667,8.3046,9.2846,10.5253333333,10.2748666667,34.007,7.32986666667
546.55,10.232,25.8735333333,19.7716666667,19.8824,8.33906666666,9.31676666666,10.5482,10.3062,34.0715333333,7.3514
546.90,10.2160666667,25.9339333333,19.7941333333,19.9082,8.32433333334,9.30043333333,10.5779333333,10.2954,34.0962,7.30966666667
547.24,10.2038,25.9686,19.8167333333,19.931,8.33066666667,9.30063333333,10.6036666667,10.2954,34.1074,7.28866666667
547.58,10.2764,26.0782,19.9261333333,20.0292,8.41433333334,9.3608,10.6375333333,10.3677333333,34.217,7.34826666667
547.92,10.2888666667,26.1631333334,19.9657333333,20.0948,8.4192,9.37063333334,10.6564666667,10.3942,34.2616,7.3408
548.27,10.2992,26.2474,20.0345333333,20.1828666667,8.45220000001,9.39489999999,10.6881333333,10.4166666667,34.3462,7.35386666667
548.61,10.2976,26.3034666667,20.0853333333,20.2320666667,8.45020000001,9.40536666666,10.7196666667,10.4253333333,34.4314,7.34553333333
548.95,10.2782666667,26.341,20.1069333333,20.268,8.44160000001,9.37903333334,10.7500666667,10.4174666667,34.4591333333,7.29833333333
549.29,10.2642666667,26.3618,20.124,20.2811333333,8.42846666666,9.33853333333,10.7757333333,10.4062666667,34.4751333333,7.24313333333
549.64,10.3017333333,26.4273333333,20.1852666667,20.3028,8.48599999999,9.36953333334,10.7914666667,10.4356666667,34.5474,7.25306666667
549.98,10.3202,26.5004666667,20.2199333333,20.3524666666,8.50866666667,9.37613333333,10.7967333333,10.4455333333,34.5526,7.24466666667
550.32,10.3318,26.592,20.2504666667,20.3946,8.52040000001,9.36366666667,10.8521333333,10.4577333333,34.5829333333,7.22786666667
550.66,10.3891333333,26.7073333333,20.3228,20.4822666667,8.5626,9.40619999999,10.8490666666,10.5082,34.6703333333,7.2666
551.01,10.394,26.7593333333,20.3564666667,20.5170666667,8.54060000001,9.40300000001,10.869,10.5302666667,34.693,7.24853333333
551.35,10.3999333333,26.8450666667,20.3709333333,20.5766,8.53059999999,9.39933333334,10.8790666667,10.5407333333,34.7376666667,7.20413333333
551.69,10.4279333333,26.8926666667,20.4242,20.6428666667,8.57173333333,9.42600000001,10.9418,10.5808,34.8030666667,7.20213333333
552.03,10.4619333333,26.988,20.4678,20.6974666667,8.60819999999,9.44879999999,10.9780666667,10.6183333333,34.86,7.21506666667
552.38,10.5292,27.1266,20.5695333333,20.8245333333,8.6764,9.52386666667,11.0261333334,10.7071333333,34.9354,7.25866666667
552.72,10.5736666667,27.2407333333,20.6544666667,20.9055333333,8.72793333333,9.58433333333,11.065,10.7635333333,35.0584,7.29513333333
553.06,10.6319333333,27.4006666667,20.7616666667,21.0194666667,8.784,9.6506,11.074,10.8218666667,35.1965333333,7.3498
553.40,10.6137333333,27.443,20.783,21.0701333333,8.76,9.64396666667,11.1093333333,10.8355333333,35.2192,7.336
553.74,10.6233333333,27.4963333333,20.8418666667,21.1310666667,8.7646,9.66263333334,11.1999333333,10.889,35.289,7.35666666667
554.09,10.6152666667,27.5204,20.872,21.1629333333,8.77239999999,9.66770000001,11.2078,10.8977333333,35.3106,7.34026666667
554.43,10.6366,27.575,20.9275333333,21.2486,8.79353333333,9.69656666667,11.2855333333,10.9228666667,35.3728,7.34393333333
554.77,10.6918666667,27.6674,20.9991333333,21.3355333333,8.8702,9.75336666667,11.3041333333,10.9885333333,35.4340666667,7.40833333333
555.11,10.7043333333,27.7389333334,21.0612,21.3849333333,8.87653333334,9.76686666667,11.3076666667,10.9956,35.5002,7.42233333333
555.45,10.7303333333,27.8280666667,21.1172,21.4468666667,8.91486666666,9.77296666667,11.3572,11.0241333333,35.5324666667,7.45573333333
555.80,10.7321333333,27.8938,21.1514666667,21.4741333333,8.91086666666,9.78553333333,11.3654666667,11.0322666667,35.5614,7.44393333334
556.14,10.7205333333,27.9263333333,21.1554,21.4745333333,8.9044,9.74666666667,11.3610666667,11.022,35.5780666667,7.40366666667
556.48,10.7508,27.9958,21.1886666667,21.5246,8.91979999999,9.74793333333,11.3916,11.0444666667,35.5946,7.4134
556.82,10.7257333333,28.0204,21.1892,21.5367333333,8.9048,9.72623333333,11.4526666667,11.0399333333,35.5809333333,7.383
557.16,10.7839333333,28.1170666667,21.257,21.6123333333,8.9478,9.757,11.4935333333,11.0814666667,35.6642666667,7.3954
557.50,10.8204,28.2325333333,21.3202,21.6806666667,8.98260000001,9.77853333333,11.4717333333,11.0887333333,35.7602666667,7.39346666667
557.85,10.824,28.2842,21.3582666667,21.7392,9.00306666666,9.77603333333,11.5084666667,11.1325333333,35.7960666667,7.403
558.19,10.8674666667,28.3587333333,21.4027333333,21.7763333333,9.04966666668,9.79316666667,11.5044,11.1899333333,35.8372666667,7.41786666667
558.53,10.8763333333,28.4032,21.4444666667,21.8122666667,9.06306666666,9.78810000001,11.5374666667,11.2056666667,35.8634666667,7.38266666667
558.87,10.8838666667,28.4595333333,21.4592,21.8467333333,9.09380000001,9.78290000001,11.5792,11.2514,35.8929333333,7.37806666667
559.21,10.8488,28.4784666667,21.4646666667,21.8623333333,9.07713333334,9.7891,11.5254666667,11.2381333333,35.9116,7.34786666667
559.55,10.8704666667,28.5327333333,21.5213333333,21.9230666666,9.1198,9.78273333334,11.5388,11.2705333333,35.9468,7.34333333333
559.89,10.8849333333,28.6084,21.5611333333,21.9901333333,9.13373333333,9.79736666667,11.5378,11.2963333333,35.9983333333,7.35486666667
560.23,10.8838,28.6546,21.5821333333,22.0226666666,9.12093333333,9.7791,11.5496,11.2964,35.9996,7.3202
560.58,10.8776,28.6771333334,21.6010666667,22.0396,9.1168,9.74926666666,11.5447333334,11.2990666667,36.0059333333,7.2934
560.92,10.8752,28.7168,21.5996666667,22.0438666667,9.11466666666,9.74603333334,11.5804666667,11.3142666666,36.0028666667,7.27626666667
561.26,10.9066,28.7778666667,21.6489333333,22.0878,9.14373333333,9.75453333333,11.6196,11.3657333333,36.0107333333,7.28386666666
561.60,10.912,28.8390666667,21.6539333333,22.0791333333,9.12106666666,9.74296666667,11.614,11.359,36.0238666667,7.24433333333
561.94,10.8994666667,28.8838666667,21.6725333333,22.1110666667,9.12033333333,9.74176666667,11.6418666667,11.3624666667,36.0521333333,7.2104
562.28,10.9712,29.0421333333,21.7617333333,22.2172666667,9.18506666666,9.80696666666,11.6595333333,11.4352666667,36.1878666667,7.27293333333
562.62,11.0454,29.1549333333,21.8828666667,22.3120666667,9.2622,9.87076666667,11.6942666667,11.5076666667,36.2616666667,7.3326
562.96,11.1328666667,29.2874,21.9838,22.4008,9.33266666667,9.91233333334,11.7542666667,11.5718666667,36.3418,7.3902
563.30,11.163,29.3572666667,22.013,22.4513333333,9.36200000001,9.9225,11.8163333333,11.6104666667,36.3806666667,7.40813333333
563.64,11.2412,29.4534666667,22.0958,22.5293333333,9.44106666666,9.98363333333,11.882,11.6870666667,36.4416666667,7.46166666667
563.99,11.2875333333,29.5316666667,22.1637333333,22.5804,9.50126666666,10.0326,11.909,11.739,36.4889333333,7.49513333333
564.33,11.3565333333,29.6386,22.2373333333,22.6822,9.55886666667,10.0908666667,11.93,11.8144666667,36.5726,7.5382
564.67,11.4122666667,29.747,22.3182666667,22.7757333333,9.617,10.1538333333,11.9069333333,11.8404,36.6462,7.58466666667
565.01,11.4486666667,29.8259333333,22.3707333333,22.8688666667,9.66899999999,10.2147666667,11.9278,11.8938666667,36.7098,7.61073333333
565.35,11.4978,29.9062,22.4466666667,22.9886666667,9.74279999999,10.2758,11.9512666667,11.9536666667,36.772,7.6842
565.69,11.5246666667,29.9581333333,22.5124,23.0237333333,9.76073333332,10.2863333333,11.9924666667,11.9754666667,36.8148,7.70326666667
566.03,11.5193333333,29.9805333334,22.5152,23.0486,9.76220000001,10.2726,12.047,11.9860666667,36.8089333333,7.6722
566.37,11.5015333333,29.9856666667,22.4840666667,23.0504666666,9.7376,10.2553333333,12.0574,11.9627333333,36.7916666667,7.62406666667
566.71,11.5001333333,30.0171333333,22.4911333333,23.0723333333,9.74133333332,10.2525,12.0879333333,11.9937333333,36.8180666667,7.5988
567.05,11.537,30.1051333333,22.5545333333,23.1264,9.76420000001,10.2897333333,12.1110666667,12.0348,36.8804666667,7.62466666667
567.39,11.5307333333,30.1608666667,22.5832666667,23.1568666667,9.77006666666,10.2750666667,12.1058,12.042,36.9133333333,7.6254
567.73,11.5306,30.206,22.6306,23.2058,9.79626666667,10.2800666667,12.1114666667,12.0639333333,36.9632,7.6152
568.07,11.5508,30.2586,22.6506,23.2240666667,9.84113333335,10.3004333333,12.1388,12.0865333333,36.9545333333,7.63133333333
568.41,11.5824666667,30.3723333333,22.7283333333,23.2992,9.89306666667,10.3231,12.1534666667,12.1552666667,37.0156,7.6488
568.75,11.5631333333,30.3992,22.7303333333,23.287,9.8744,10.2746,12.1553333333,12.142,37.0000666667,7.63573333333
569.09,11.5928,30.494,22.7933333333,23.3139333333,9.90886666666,10.2984666667,12.2052666667,12.192,37.0597333333,7.63226666667
569.43,11.6016,30.5768,22.8084,23.3718666667,9.94460000001,10.3173333333,12.2326666667,12.2320666667,37.0656666667,7.64893333333
569.77,11.6138666667,30.6273333333,22.8296666667,23.3912666667,9.94673333332,10.3322333333,12.2213333333,12.2552,37.0682,7.64506666667
570.11,11.6835333333,30.75,22.8932666667,23.4967333333,10.0099333333,10.3922333333,12.2277333334,12.3356,37.1555333333,7.70713333333
570.45,11.7166666667,30.843,22.9524666667,23.577,10.0414666667,10.4189333333,12.2148666666,12.3574,37.2150666667,7.7286
570.79,11.7118666667,30.8806,22.962,23.6204,10.0534,10.4040333333,12.2078666666,12.3498666666,37.2080666667,7.70606666667
571.13,11.7102,30.9186,22.9922,23.652,10.0406666667,10.4123,12.2479333333,12.3591333333,37.2319333333,7.67
571.47,11.7490666667,31.0181333334,23.0198,23.7065333333,10.0788666667,10.4584,12.2642666667,12.4215333334,37.2996,7.7032
571.81,11.7778,31.1140666667,23.0855333333,23.7847333333,10.1083333333,10.4831,12.2937333333,12.4524,37.4053333333,7.74093333333
572.15,11.8134666667,31.1690666667,23.1256,23.8526,10.1450666667,10.5210666667,12.3228666667,12.4937333333,37.4536,7.7554
572.49,11.8550666667,31.2824666667,23.1998666666,23.9588666667,10.2042666667,10.5815333333,12.321,12.5577333333,37.5548666667,7.77513333333
572.83,11.8802666667,31.3526666667,23.2272,24.0315333333,10.2156,10.5993666667,12.3022,12.5768666667,37.5868,7.768
573.17,11.8949333333,31.4049333334,23.2767333333,24.1012666667,10.2444666667,10.6242333333,12.2945333333,12.6027333333,37.6552666667,7.782
573.51,11.9342666667,31.5080666667,23.3469333333,24.184,10.2910666667,10.6537333333,12.3168,12.6346,37.7606666667,7.80826666667
573.85,11.9276666667,31.5349333333,23.3808,24.2076,10.2943333333,10.6504666667,12.3512,12.6441333333,37.7652,7.79326666667
574.19,11.957,31.5996,23.4187333333,24.2584,10.3274666667,10.6818666667,12.3637333333,12.6849333333,37.8088,7.81033333333
574.53,12.0086,31.6742,23.488,24.3184666667,10.3838666667,10.7398333333,12.3832,12.7551333333,37.8792,7.84933333333
574.87,12.0614,31.7667333333,23.5445333333,24.3974,10.4551333333,10.7830666667,12.3894666667,12.802,37.9417333333,7.9126
575.21,12.0964,31.8262,23.5936,24.4902666667,10.499,10.792,12.4216,12.8428666667,37.9792666667,7.9548
575.55,12.1021333333,31.8622,23.6247333333,24.5226666667,10.4972,10.7834666667,12.4402,12.8492666666,37.9954,7.9306
575.89,12.0786,31.8753333333,23.638,24.5530666667,10.4928,10.7624,12.4716,12.8444,38.019,7.9272
576.22,12.0686666667,31.865,23.642,24.5538666667,10.484,10.7435666667,12.5664,12.8234,38.0148666667,7.90613333333
576.56,12.0934,31.9061333333,23.6963333334,24.5932,10.5181333333,10.7726333333,12.6235333333,12.8563333333,38.0674,7.94773333334
576.90,12.1618666667,31.9947333333,23.7473333333,24.6540666667,10.5756,10.8094,12.6819333333,12.9263333333,38.1354,7.9758
577.24,12.1925333333,32.0558666667,23.8038666667,24.707,10.6059333333,10.8314333333,12.6786,12.9672,38.1700666667,8.02066666667
577.58,12.1928,32.1071333333,23.8284,24.7154,10.6234666667,10.8249333333,12.6972,12.9695333333,38.1968666667,8.03533333333
577.92,12.1901333333,32.1330666667,23.8527333333,24.7105333333,10.6348666667,10.8127666667,12.7408,12.982,38.2217333333,8.0356
578.26,12.1952666667,32.1950666667,23.9020666667,24.7733333333,10.6241333333,10.8395666667,12.775,12.9915333333,38.2850666667,8.0422
578.60,12.1965333333,32.2493333333,23.9276,24.8091333333,10.6304,10.8386666667,12.8416666667,13.0182,38.3229333333,8.0306
578.94,12.218,32.3344666667,23.9882,24.8410666667,10.6278,10.8506333333,12.8848,13.0106666667,38.3684666667,8.01
579.28,12.243,32.3980666667,24.0342666667,24.909,10.6590666667,10.8963333333,12.8951333333,13.0612,38.4135333333,8.02946666667
579.61,12.2366,32.4454666667,24.0412666667,24.9209333333,10.6688666667,10.8721333333,12.8672666667,13.0734,38.4449333333,7.99653333333
579.95,12.267,32.5616666667,24.0782666667,24.9886666667,10.6802,10.9059666667,12.8652666667,13.1018,38.5136,7.9998
580.29,12.2656666667,32.6505333333,24.0996,25.0385333333,10.6750666667,10.8892333333,12.8844,13.1104666667,38.5818666667,7.9814
580.63,12.2380666667,32.7246,24.1344666667,25.0912,10.6515333333,10.8678,12.845,13.0986,38.6447333333,7.95546666667
580.97,12.1909333333,32.7570666667,24.1354,25.1048,10.6317333333,10.838,12.8554666667,13.0539333334,38.6522666667,7.87053333333
581.31,12.2671333333,32.8885333333,24.2367333333,25.2334666667,10.6777333333,10.9253666667,12.8773333333,13.126,38.7891333333,7.90913333333
581.65,12.2737333333,32.9818,24.3075333333,25.3381333333,10.6914,10.9621333333,12.8984,13.1426666667,38.8604,7.90146666667
581.98,12.2303333333,33.0266666667,24.2856666667,25.3238,10.6697333333,10.9035666667,12.9306666667,13.1306666667,38.9156666666,7.83613333333
582.32,12.2044666667,33.0152666667,24.2856,25.3413333333,10.6580666667,10.8609666667,12.9354666667,13.1046666667,38.932,7.8074
582.66,12.1571333333,33.0092666667,24.2475333334,25.3246666667,10.6149333334,10.8236333333,12.9109333334,13.1014666667,38.9296,7.75933333334
583.00,12.1587333333,33.0846666667,24.2778666667,25.3874666667,10.6232,10.8379333333,12.9010666667,13.1126,38.9923333333,7.7568
583.34,12.194,33.1732,24.3420666667,25.4176666667,10.6042,10.8848333333,12.9276666667,13.1295333333,39.0391333333,7.7534
583.68,12.2234666667,33.2302666667,24.4045333333,25.4737333333,10.6436,10.8909666667,12.9274,13.1636666667,39.085,7.80006666667
584.01,12.2532,33.2958666667,24.4904666667,25.5700666667,10.7298666667,10.9465,12.9492666667,13.2086,39.1532,7.82873333333
584.35,12.2698,33.3227333333,24.4912666666,25.5969333333,10.7513333333,10.9445666667,12.9782666667,13.2148666667,39.1722,7.8204
584.69,12.2779333333,33.3026666667,24.4752,25.6113333333,10.7672,10.9512333333,13.0164,13.2669333333,39.138,7.85586666667
585.03,12.2510666667,33.3352666667,24.4799333333,25.6563333333,10.7816666667,10.9061666667,13.0887333333,13.2937333333,39.1580666667,7.8216
585.37,12.2597333333,33.4042666666,24.5139333333,25.6843333334,10.7958666667,10.9091333333,13.0888,13.3339333333,39.1801333334,7.825
585.70,12.3402,33.4934666667,24.5838666667,25.8120666667,10.8837333333,10.9796,13.0997333333,13.4141333333,39.2349333333,7.8962
586.04,12.3699333333,33.5826666667,24.6368666667,25.8775333333,10.896,11.0158666667,13.1096666667,13.4540666667,39.2666,7.9122
586.38,12.4262666667,33.7172666667,24.7606666667,26.0200666667,10.9588,11.0744666667,13.1472666667,13.5124,39.4167333334,7.96266666667
586.72,12.4737333333,33.8029333334,24.8443333333,26.0914666667,10.9912,11.1087666667,13.2194,13.5769333334,39.4733333333,8.00966666667
587.06,12.4458666667,33.7943333333,24.8262666667,26.1022666667,10.9766666666,11.0742333333,13.2329333333,13.5684,39.4835333334,7.9968
587.39,12.4636,33.8660666667,24.8702,26.1538,10.9778666667,11.0990333333,13.2493333333,13.6068,39.5423333333,7.97473333333
587.73,12.4294,33.8483333333,24.8128666667,26.111,10.8990666667,11.0217333333,13.313,13.5593333334,39.4844666667,7.91873333333
588.07,12.4144,33.9188,24.8625333333,26.1596,10.9052,11.0238666667,13.3694666667,13.5942,39.5074666667,7.91553333333
588.41,12.5145333333,34.0871333333,25.0244666667,26.3090666667,10.9643333333,11.0944666667,13.453,13.6797333333,39.6583333333,7.9992
588.74,12.5130666667,34.132,25.0505333333,26.3136,10.959,11.0983333333,13.4056,13.6814666667,39.6678666667,7.98553333333
589.08,12.5408666667,34.1684,25.0799333333,26.3704666667,10.989,11.1195,13.4546666667,13.7276666667,39.6636666667,8.00206666667
589.42,12.5390666667,34.2206,25.1410666667,26.4007333333,10.9794666666,11.1273333333,13.5167333333,13.7474,39.7256,8.02693333333
589.76,12.5350666667,34.262,25.1726,26.4068,10.9654666666,11.1207666667,13.5267333333,13.7419333333,39.7509333334,7.99533333333
590.09,12.5312,34.3033333333,25.1788666667,26.4263333333,10.9729333333,11.1384333333,13.5642666667,13.7574,39.7549333333,7.9904
590.43,12.5096666667,34.3282666667,25.1622666667,26.4123333333,10.9736666667,11.1011666667,13.5575333333,13.7219333333,39.7874666667,7.93346666667
590.77,12.5395333333,34.4168666667,25.2309333333,26.5151333333,11.0142,11.1125,13.5834,13.7596666667,39.8765333333,7.94713333333
591.11,12.5032666667,34.4248,25.2119333333,26.5037333333,10.9977333333,11.0744666667,13.6114,13.7453333333,39.8754666667,7.9142
591.44,12.5145333333,34.5103333333,25.2925333333,26.5711333333,11.0176666666,11.1316,13.5680666667,13.8031333333,39.9855333333,7.93546666667
591.78,12.5568666667,34.5390666667,25.3226,26.5998666667,11.0255333333,11.1846333333,13.4883333333,13.8304,40.013,7.96673333333
592.12,12.5127333333,34.5556666667,25.2858,26.5974666667,10.9936,11.1556666667,13.4579333333,13.8174666667,40.015,7.91773333334
592.46,12.531,34.5961333333,25.3375333333,26.6715333333,11.0012666667,11.1827333333,13.4865333333,13.8456666667,40.0636666667,7.93
592.79,12.5460666667,34.6344666667,25.3660666667,26.6948666667,10.9938666667,11.1645666667,13.4720666667,13.8292666667,40.1027333333,7.917
