wavelength,Back_TacCrif,Belly_TacCrif,Breast_TacCrif,Crissum_TacCrif,Crown_TacCrif,DorTail_TacCrif,Patch10_TacCrif,Rump_TacCrif,Throat_TacCrif,WingTip_TacCrif
192.09,2932.0,2942.66666667,2282.7044,3034.66666667,2781.33333333,3030.0,10.5660666667,2667.52833333,2829.33333333,2961.33333333
192.47,-13286.6666667,-13446.6666667,-9830.63333333,-13800.0,-12366.6666667,-13606.6666667,9.50000000001,-11933.6333333,-12593.3333333,-13140.0
192.85,0.0,0.0,2.46526666666,0.0,0.0,0.0,7.743,-0.0694666666666,0.0,0.0
193.23,639.365,673.333333333,502.653466666,665.0792,602.2222,647.142833333,13.4328,580.397866667,617.1428,636.507866667
193.61,353.162333333,379.487133333,282.021533333,369.5726,347.179466667,350.512866667,14.4606666667,311.210066667,338.2906,354.187866667
193.99,389.2928,426.6666,314.890866667,412.525333333,398.5858,397.575733333,12.2272666667,349.362733333,380.404266667,396.161466667
194.37,306.515133333,331.363666667,258.554066667,317.5758,311.666666666,314.848366667,8.31720000003,278.667266667,286.212,307.575733333
194.75,314.920733333,342.063466667,268.640466667,328.412733333,321.746,329.5238,2.37346666667,291.390333333,301.9048,316.6666
195.13,266.666666667,299.848533333,234.338733333,280.757466667,279.848666667,279.772833333,2.52986666667,248.792466667,262.575733333,273.4848
195.51,278.018,324.144133333,259.1186,287.567533333,297.837933334,302.252333333,2.98960000001,256.027733333,272.072066667,293.873933334
195.89,195.646133333,224.217733334,188.977666666,203.401266667,207.619,208.843533333,3.602,179.866533333,185.714133334,214.013533333
196.27,182.261866667,201.666733333,173.825266667,182.738,188.690666667,192.4404,-1.16353333333,163.9668,173.9286,194.2858
196.65,195.897466667,218.461533333,193.3328,192.564,205.8974,207.6282,0.059733333332,176.380466667,181.282133333,217.1796
197.03,219.444466667,244.583333333,214.360266667,220.416666667,234.027733333,237.2917,4.62406666665,197.417933333,202.6388,242.360933333
197.40,398.889,454.444466667,396.294,398.611133333,434.722333333,461.1112,5.14773333334,365.945933333,361.6666,453.333266667
197.78,293.889,337.036933333,290.819066667,285.000066667,309.444333334,341.5741,4.40733333334,272.648333333,274.629666667,323.518533333
198.16,292.307666667,334.017066667,281.4188,278.4616,299.1452,332.136733333,1.19453333334,268.750066667,272.6496,309.743666667
198.54,376.5516,438.160866667,359.852,362.528666667,391.954,426.436833333,0.765066666668,341.3794,357.011466667,398.391
198.92,487.619133333,594.6032,486.872933333,467.619066667,515.238066667,555.396866667,-0.222333333339,439.2262,463.8094,530.4762
199.30,689.777733333,825.333333333,708.272066667,668.888866667,720.8888,788.666766667,1.37946666666,613.247133334,626.222133334,729.3334
199.68,1949.33333333,2346.66666667,1977.30386667,1934.66666667,2026.66666667,2229.33333333,0.560466666668,1739.764,1768.0,2025.33333333
200.06,9953.33333334,12220.0,10253.5736,9726.66666666,10653.3333333,11743.3333333,1.86193333333,9139.51953333,9346.66666666,10206.6666666
200.44,956.000000001,1198.66666667,1034.28146667,978.000000001,1064.66666667,1172.0,9.54073333332,918.148133333,894.000000001,1046.66666667
200.82,501.333333333,602.666666667,536.316533333,514.333333333,546.666666667,617.166666667,15.1820666667,488.840333333,471.666666667,538.0
201.19,489.206466667,579.682533333,522.505866667,480.634866666,512.381066667,582.381066667,12.6518666667,458.061333333,455.555533333,520.317466667
201.57,339.809533334,393.1428,353.853266667,339.809533333,342.095133333,383.714433333,9.91,314.2042,318.476266667,356.761866667
201.95,439.7222,506.111,465.2664,453.889066667,443.333466667,503.333466667,9.40639999999,406.7466,391.9444,477.2222
202.33,548.75,667.5,605.389933333,567.083333333,596.25,655.833333333,14.4648666667,517.087133334,462.916666667,638.75
202.71,-7260.0,-9160.0,-8465.05426667,-7906.66666666,-8120.0,-9443.33333332,16.9612,-7352.21706667,-6286.66666666,-9259.99999999
203.09,-342.745,-434.902,-423.607533333,-379.607933333,-387.058866667,-469.803966667,21.1110666667,-357.2584,-281.960733333,-459.2156
203.47,-168.444533333,-229.5556,-222.228133333,-186.666533333,-208.0,-236.3334,24.3752,-181.5932,-152.0,-244.0
203.85,-293.636333333,-372.727266667,-372.4512,-316.060666667,-345.757466667,-375.1515,27.4336666667,-308.7476,-270.303,-397.878666666
204.22,-147.193,-186.666866666,-191.113333333,-164.210466667,-180.0,-201.7544,30.6492666667,-162.514733333,-137.8946,-207.192866667
204.60,-114.117666667,-141.0458,-144.392466667,-126.928,-135.424866667,-149.2158,31.396,-121.5234,-108.888866667,-150.9802
204.98,-97.4268666666,-132.7484,-130.818733333,-117.894666667,-124.210466667,-133.274966667,29.0936,-107.543866667,-103.274866667,-137.894733333
205.36,-95.7692666668,-136.9232,-136.810066667,-122.051266667,-129.8718,-139.230733333,29.1492666667,-114.123533333,-108.846133333,-138.333333333
205.74,-58.7356,-96.4368000001,-97.5244666665,-76.8964666666,-95.4023333333,-97.4714000001,29.146,-80.9584666667,-73.4482666667,-93.3331999999
206.12,-49.8988666666,-78.4848,-82.3863999999,-60.9090666667,-87.3736666667,-76.7170999999,29.7392,-70.6438666665,-65.4545333333,-71.2122000001
206.50,-56.1025999999,-85.9487999999,-90.6538666667,-74.1537999999,-92.7180666666,-86.6667666667,29.2778,-81.8077333333,-79.8974666667,-73.6409333332
206.87,-131.403466667,-177.017533333,-174.052533333,-153.508866667,-198.245666667,-176.0525,29.2623333333,-175.744933333,-172.105266667,-157.894733333
207.25,-122.439066667,-163.902466667,-158.2356,-146.016333333,-190.731733333,-170.5691,31.0677333333,-163.711866666,-156.260133333,-151.3822
207.63,-160.606066667,-214.141466667,-201.772933333,-199.596133333,-235.353533333,-235.757566667,28.2092,-220.470533333,-208.686933333,-207.070666667
208.01,-111.166666667,-157.5,-146.807666667,-145.166666667,-171.333333334,-177.416666667,24.7692666667,-159.7564,-151.0,-156.166666667
208.39,-149.892533333,-219.139666667,-200.3402,-189.677466667,-218.924666667,-220.3226,22.2656666667,-205.254533333,-194.838666667,-202.3658
208.77,-127.381066667,-222.142933333,-188.7956,-164.047666667,-211.190466667,-212.0238,17.5069333333,-198.165333333,-189.762,-187.8572
209.14,-81.6666666667,-169.791666667,-133.1366,-99.9999999999,-162.291666667,-157.5,17.2246,-153.9038,-137.083333333,-131.25
209.52,-71.9298666666,-140.877133333,-125.350133333,-90.7015999999,-148.772066667,-148.420933333,15.7658,-138.44,-114.736933333,-111.5788
209.90,-80.9804000001,-159.411733333,-153.084866667,-104.313666667,-162.549,-169.0195,17.0199333333,-158.8886,-131.3726,-122.941133333
210.28,-101.075266667,-198.4946,-185.150466667,-128.172066667,-186.2366,-200.322566667,16.4405333333,-187.649533333,-158.4946,-155.268866667
210.66,-68.1903333335,-152.1904,-155.432133333,-89.5237333333,-138.476266667,-153.619066667,12.4169333333,-144.9668,-120.381,-113.333333333
211.03,-17.5439333334,-72.8655333333,-79.7267333334,-34.8538,-58.8302666666,-73.5672333333,11.0561333333,-60.0166666667,-47.2515333333,-40.4678000001
211.41,-51.9657999999,-131.7948,-142.878933333,-64.1024666667,-107.6922,-121.8804,7.54846666668,-117.218866667,-93.3333999999,-80.8549333332
211.79,-73.7255333334,-163.137266667,-174.498466667,-76.2745333334,-146.8626,-155.9803,7.79546666667,-147.2882,-117.647133333,-97.8430000001
212.17,-170.303,-302.121266667,-307.863133333,-164.848466667,-288.181666667,-286.363833333,10.6044,-271.843266667,-233.333333333,-175.7576
212.55,-160.289933333,-285.217466667,-292.502866667,-166.087066667,-293.333333333,-273.6231,10.4144,-254.071266667,-235.6522,-169.275266667
212.92,-321.428466667,-513.3334,-510.289133333,-318.571466667,-517.619,-485.7143,12.0419333333,-446.674,-427.1428,-322.857133333
213.30,-206.111133333,-303.3334,-299.738933333,-196.388933333,-298.333333333,-283.750033333,16.229,-250.420933333,-251.1112,-190.555733333
213.68,-216.6666,-344.848333333,-298.147266667,-210.606066667,-321.515266667,-286.9698,22.4962,-269.474066667,-263.030333333,-207.5758
214.06,-156.666666667,-254.523733333,-205.671266667,-155.2382,-244.2858,-217.619033333,24.0422,-197.083533334,-197.381,-164.761733333
214.44,-114.1178,-187.254866667,-149.9024,-116.274466667,-180.196133333,-162.549066667,28.9480666667,-148.9726,-142.549,-115.294133333
214.81,-113.666666667,-169.5,-134.022,-104.333333333,-162.666666667,-143.916666667,33.069,-140.513933333,-133.166666667,-115.166666667
215.19,-309.2064,-413.968333333,-342.336333333,-278.730133333,-406.349133333,-367.619066667,35.0413333333,-367.542933333,-355.238066667,-304.127
215.57,-104.000066667,-157.185266667,-126.043333333,-102.518533333,-153.037066667,-135.407366667,37.0310666667,-133.663733333,-130.0742,-96.8889333334
215.95,-84.706,-137.647,-108.145866667,-89.1504666668,-131.111066667,-105.359433333,35.7718,-116.8314,-112.941066667,-80.5228
216.32,-64.3334,-110.444466667,-86.6231333334,-71.7776666667,-100.4444,-83.6109333333,36.7552666667,-93.8686000001,-90.3331333334,-67.0000666667
216.70,-69.1804666669,-111.366133333,-86.7396666667,-69.6174666666,-94.2076,-83.1146333334,36.7276666667,-95.843,-81.6392666666,-71.3662000001
217.08,-32.7572666667,-65.9259333334,-52.8664666667,-42.1399333333,-56.7078666667,-46.7902,38.4804,-58.7399333333,-45.0206,-41.4814666667
217.46,-48.7922,-87.5362666667,-74.5452,-66.8600666666,-83.7682000001,-63.4298666667,39.1794,-83.1341333333,-68.5024,-59.0336666667
217.83,-44.0000666667,-72.4443333333,-70.9550666667,-58.2221999999,-75.111,-58.0888,39.0204,-78.2874666667,-64.3556666667,-54.0444666667
218.21,-49.7890666667,-72.4051333333,-75.3810666668,-62.8692666666,-74.7678666667,-60.2110666667,36.1206666667,-79.5969333334,-66.1604666667,-52.5738
218.59,-54.3458666667,-76.5402000001,-79.6244666668,-66.4133999999,-76.3712666668,-65.5273666667,32.1622,-85.3442666666,-70.3798,-56.9619333334
218.97,-61.0125333333,-84.3882000001,-86.9232,-77.2151999999,-86.6667333333,-69.3249333333,30.0909333333,-89.7750666666,-78.1434666667,-67.3418666667
219.34,-43.4432666667,-62.1246,-62.9771333333,-59.9268,-64.2491333333,-45.9708,29.4884,-69.8665333333,-57.9486,-53.8462666667
219.72,-81.194,-103.681533333,-102.749333333,-105.472533333,-108.955333333,-88.1096,26.7912666667,-113.248133333,-100.6966,-96.0199333333
220.10,-83.3334,-99.9047333334,-99.3094666667,-105.8094,-106.380933333,-90.8571333333,24.7916666667,-108.756,-94.6666666665,-95.4286666667
220.47,-64.7499999999,-79.4166666666,-78.3056666667,-88.5,-91.4166666667,-76.9583333333,28.1520666667,-89.2771999999,-74.3333333333,-78.5
220.85,-56.9348666667,-68.8887999999,-66.6055333333,-84.3678666667,-86.1301333334,-74.5211666667,28.4042666667,-79.6689999999,-67.2030666667,-71.1877333333
221.23,-70.244,-78.5366000001,-78.6856666666,-93.2520000001,-97.3982666666,-85.8129333333,25.2082666667,-91.7607333334,-78.4553333333,-82.439
221.61,-65.5262666667,-74.9123333334,-80.2579333333,-92.1052666667,-93.9474666668,-90.5704333333,24.4333333333,-90.6438666666,-70.4387333333,-81.4912666665
221.98,-68.2883333333,-83.1531333333,-79.2289333333,-93.9640000001,-97.1172000001,-92.4775666667,23.2026,-86.5323333333,-68.4685333333,-83.964
222.36,-51.5152,-62.6515333333,-58.3364,-71.0605333334,-78.7879333333,-74.2045666667,25.5333333333,-67.8818,-48.0304,-65.4545333333
222.74,-34.9685333333,-45.4716666667,-41.3024,-49.5598666667,-61.6353333333,-56.6982,25.436,-45.4726,-34.2139333333,-45.5974
223.11,-35.1402666667,-45.2959333333,-39.1500666667,-47.8506,-61.6198666666,-59.7508666667,26.8450666667,-41.4840666667,-31.9626,-40.6231333333
223.49,-27.3563333333,-36.7816666667,-35.3929333333,-40.5173333333,-53.7931333333,-56.5518,25.4054,-32.0342,-23.4483333333,-32.2988
223.87,-28.2952666667,-33.537,-36.3304,-37.5572,-49.9744666667,-52.3664,24.0659333333,-31.0356666667,-24.0713333334,-32.2646
224.24,-30.2985333333,-34.4278,-35.4304666667,-35.2239333333,-50.1492,-53.0597666667,25.055,-32.3580666666,-25.0248666667,-32.1393333333
224.62,-34.4533333333,-39.36,-42.1242666667,-38.4533333333,-53.1733333333,-58.9866666667,21.9882666667,-38.3831333333,-31.36,-36.2133333333
225.00,-28.7023333333,-35.2162666667,-39.8252666667,-30.6870666667,-46.8192666667,-50.4835666667,17.8167333333,-33.0744,-27.7354,-29.8728
225.38,-28.6168,-35.9184666667,-37.7634666667,-31.3832,-44.8073333333,-49.7959,19.7236666667,-31.3712,-28.2539333333,-30.4308
225.75,-25.1310666667,-30.824,-29.8981333333,-25.1687333333,-34.7940666667,-38.4831,15.8169333333,-26.1499333333,-25.0187333333,-25.3932666667
226.13,-21.2566,-26.0732666667,-26.8722,-21.7802,-27.8533333333,-32.4084333333,14.5803333333,-23.5166666667,-20.5583333333,-19.9999333333
226.51,-23.2631333333,-30.0351333333,-27.9582,-24.8420666667,-28.7368666667,-32.6316666667,19.4104666667,-21.8093333333,-22.5264,-20.4562666667
226.88,-23.1314,-29.5622,-26.6922,-25.8249333333,-27.0707333334,-30.7911333333,20.57,-21.8757333333,-22.8955333333,-19.6969333333
227.26,-17.5533333333,-22.4464,-21.1004666667,-19.5719333333,-20.4892666667,-23.3639,17.6590666666,-18.0659333333,-17.3089333333,-14.7095333333
227.64,-17.7306,-21.4184666667,-21.2252666667,-18.6949333333,-20.0568,-20.156,12.5642,-18.2198,-16.6242,-14.3547333333
228.01,-14.2744666667,-19.1372,-18.3531333333,-16.3137333333,-16.3398666667,-15.8955666667,10.6667333333,-14.8496,-13.2288,-10.5098666667
228.39,-10.6570666667,-14.9149333333,-19.5246,-14.0146666667,-12.4329333333,-11.5937333333,-3.22226666668,-11.468,-11.2166,-7.03159999999
228.76,-11.1187333333,-14.3623333333,-24.4585333333,-13.5348,-11.5436666667,-8.8927,-30.0900666667,-11.8144666667,-10.6040666667,-6.75620000001
229.14,-12.8107333333,-14.65,-34.1891333333,-13.5842666667,-11.2016666667,-8.41163333333,-19.0,-12.7868666667,-11.4315333333,-7.649
229.52,-12.8048,-12.8048666667,220.548800001,-12.2764666667,-9.69506666666,-6.79883333333,643.333333333,25.4065999999,-9.95946666667,-6.32106666667
229.89,-10.7862,-10.7860666667,51.7896666666,-10.5672,-8.79593333333,-5.1144,193.333333333,3.74133333333,-8.67666666667,-4.45766666667
230.27,-12.998,-12.8204666667,15.2635333334,-12.4260666667,-11.9525333333,-7.24866666667,102.380933333,-3.24599999999,-11.3215333333,-6.8442
230.65,-15.0499333333,-15.2494666667,0.29286666668,-14.3912,-14.4309333333,-9.62076666667,66.6666666667,-10.5289333334,-15.0496666667,-10.2195333333
231.02,-19.1794,-20.6564,-11.6411333333,-19.7126666667,-19.7744,-15.4461,63.1666666666,-14.9307333333,-20.4102,-17.3333333333
231.40,-19.1166666667,-22.1872666667,-11.5131333333,-20.8201333333,-20.5257333333,-16.0357333333,62.7957333332,-15.1398666667,-22.3764666667,-18.6331333333
231.78,-19.5022,-24.6536666667,-12.7994,-22.1427333333,-21.0173333333,-16.7966,61.9048666666,-13.6146666667,-24.4374666667,-19.0476
232.15,-17.1703333333,-21.8006,-11.7947333333,-18.8424666667,-18.3493333333,-14.7161333333,65.9260666666,-12.5032,-22.058,-16.4416666667
232.53,-16.0674,-19.7897333333,-22.1990666667,-16.656,-16.0462666666,-14.1641,86.6667333333,-17.3082,-19.6004,-14.5740666667
232.90,-17.5027333333,-20.2539333333,-12.9206,-17.5027333333,-17.4603333333,-16.3704333333,119.999933333,-11.4285333333,-20.4869333334,-15.0688
233.28,-13.8989333333,-16.7678,-0.59253333332,-15.1312666667,-14.8687333333,-14.5858333333,168.888666666,6.30966666669,-16.7878666667,-12.202
233.66,-14.7003333333,-17.6866666667,10.6799333333,-16.2144,-16.8455333333,-16.1199,274.4444,19.6775333333,-17.9390666667,-11.9872666667
234.03,-15.6900666667,-18.3227333333,-28.8491333333,-16.9000666667,-17.7706666667,-19.4905,-88.6666666667,-33.8089333333,-19.2570666667,-12.9299333333
234.41,-12.2152,-14.2028666667,-18.9877333333,-12.3396,-13.2713333333,-16.7184333333,-37.8948,-20.802,-16.646,-10.0206666667
234.78,-12.0041333333,-13.1673333333,-12.3998666666,-12.1080666667,-12.9388,-16.8950666667,6.16666666668,-13.0716,-16.4694666667,-9.69866666667
235.16,-9.66546666667,-8.97666666666,-10.1908666667,-8.40926666666,-8.99693333333,-12.3809333333,-6.15380000002,-8.88673333333,-11.8338666667,-4.94426666667
235.54,-9.22933333333,-5.85733333333,-7.91019999999,-6.18493333333,-6.97493333333,-11.0116,-7.94853333334,-4.482,-8.49706666667,-2.9094
235.91,-7.14673333334,-2.64086666667,-4.25913333334,-3.12093333333,-4.81993333333,-8.5594,-18.2978666667,-3.13673333333,-5.78006666667,-1.34806666667
236.29,-8.4408,-4.18306666667,-5.95800000001,-5.09806666667,-7.07753333333,-9.36516666666,-38.5365333334,-4.64566666667,-7.39500000001,-3.54813333333
236.66,-9.70713333334,-6.19453333334,-6.44093333333,-7.72426666667,-10.4815333333,-10.9159333333,-34.3056,-4.71593333333,-8.10186666667,-6.2512
237.04,-11.1491333333,-7.48340000001,-7.12053333333,-8.9078,-12.2507333333,-11.6525333333,-28.4354,-4.53046666667,-8.81293333332,-7.55933333333
237.41,-14.8324,-11.7357333333,-10.4638666667,-13.57,-16.8047333333,-15.7593333333,-13.1035333333,-7.50806666665,-13.8262666667,-12.0906
237.79,-17.3678666667,-14.2555333333,-12.8153333333,-15.6964666667,-19.1547333333,-18.5013666667,-23.4666666667,-9.97846666665,-16.3497333333,-15.4468
238.17,-15.6658,-11.9374666667,-10.4096666667,-13.6272,-16.8779333333,-14.6281,-87.5555999999,-9.29486666666,-13.719,-13.8108
238.54,-15.8879333333,-12.441,-11.958,-15.0130666667,-16.9553333333,-13.5695666667,-106.888933333,-11.986,-13.6483333333,-13.9632
238.92,-15.1896666667,-12.9136,-11.3105333333,-14.9152666667,-16.6747333333,-12.1549666667,-189.473666667,-13.2278666667,-13.1396,-13.8336666666
239.29,-15.2708,-13.4096,-12.3470666667,-15.4078666667,-17.4674666667,-12.4866,-82.1621333334,-14.8939333333,-14.0654666667,-13.9130666667
239.67,-15.2848,-14.8717333333,-14.9732666667,-15.926,-18.2905333333,-12.7849333333,-45.1643333333,-16.7834,-14.9286666667,-14.4303333333
240.04,-15.5898666667,-15.5385333333,-15.1088666667,-16.2308,-18.1922666667,-12.7692666667,-18.8976,-16.0871333333,-14.8462666667,-14.4231333333
240.42,-14.6482666667,-14.3282,-13.9258666667,-14.4767333334,-16.4665333333,-11.8183,-8.43040000001,-14.9678666667,-13.5392666667,-13.3219333333
240.79,-10.5374666667,-10.5279333333,-10.3079333333,-9.81426666666,-11.3490666667,-7.76636666666,-2.28026666666,-10.5264666667,-10.1857333333,-8.993
241.17,-5.89966666667,-6.54033333333,-6.15633333333,-5.04826666667,-6.43893333333,-3.9109,-1.46193333333,-6.46826666667,-5.85773333333,-4.7198
241.54,-4.01946666667,-4.2968,-4.66546666667,-3.2396,-4.04953333333,-1.91216666667,1.0924,-4.344,-3.51706666667,-2.8046
241.92,-0.946599999998,-1.51066666667,-1.6582,-0.530266666667,-0.973666666666,1.06413333333,2.33886666667,-1.511,-0.530333333332,0.073866666666
242.29,-0.350333333332,-1.05786666667,-1.18046666667,-0.159866666666,-0.713400000002,1.33473333333,4.12586666666,-0.9184,0.203,0.479799999999
242.67,0.752200000001,0.0804000000006,-0.0368666666674,1.0336,0.344466666665,1.97813333333,5.55359999999,0.360733333333,1.33213333333,1.52753333333
243.05,1.36653333333,1.31666666667,1.04466666667,2.0526,1.361,2.58653333333,5.42693333333,1.1706,2.3844,2.56726666667
243.42,1.70566666667,1.80793333333,1.1832,2.48046666667,1.6786,2.97826666667,4.7632,1.5418,2.71733333333,2.89486666667
243.80,1.7038,1.9268,0.903599999999,2.55313333333,1.57106666667,2.90876666667,4.9766,1.447,2.79733333333,2.9246
244.17,1.65353333333,1.8648,0.840733333334,2.46693333333,1.41053333333,2.66246666667,4.069,1.21573333333,2.9794,2.80506666666
244.55,1.712,1.774,0.748466666668,2.2292,1.21546666667,2.44373333333,3.35573333333,1.2184,3.1444,3.04626666667
244.92,0.398533333333,0.594933333334,-0.5348,0.595066666666,-0.3884,1.02616666667,3.51833333333,-0.0757333333334,1.95153333333,1.59853333333
245.30,-0.085066666666,0.359733333335,-0.845399999999,-0.293399999999,-0.965399999999,0.641233333335,3.83793333333,-0.409066666667,1.37213333333,1.13093333333
245.67,0.223133333333,0.442066666667,-0.471866666667,-0.0176,-0.932266666666,0.963133333333,1.9326,-0.171133333332,1.32626666667,1.53186666667
246.05,-0.3848,-0.3728,-1.176,-0.841866666666,-1.68773333333,0.370933333334,2.41593333333,-0.666999999999,0.537,0.637466666667
246.42,-0.590400000001,-0.668266666667,-1.37653333333,-1.1952,-1.95986666667,0.1503,2.58946666667,-0.929599999999,0.345199999999,0.575466666665
246.79,-0.945066666668,-1.21846666667,-1.7972,-1.70653333333,-2.46453333333,-0.1454,2.87413333333,-1.38626666667,0.0831333333326,0.249199999999
247.17,-0.763733333334,-1.24273333333,-1.75933333333,-1.64406666667,-2.31713333333,0.148833333333,3.3086,-1.18013333333,0.119733333333,0.310733333332
247.54,-0.251999999999,-0.639,-1.1466,-1.03846666667,-1.62213333333,0.7512,3.44686666667,-0.540933333334,0.964733333334,0.7342
247.92,0.430333333334,0.135466666667,-0.440133333334,-0.318333333333,-0.798600000001,1.69033333333,4.02413333333,0.298133333334,1.67993333333,1.3998
248.29,0.6118,0.493533333334,-0.291933333334,-0.0288666666654,-0.461733333333,1.9466,4.47413333333,0.6548,1.80666666667,1.65953333333
248.67,0.754266666667,0.679133333333,-0.0817999999994,0.164666666666,-0.2196,2.10526666667,4.95833333333,1.04746666667,1.8554,1.68473333333
249.04,0.738800000001,0.643933333334,-0.0712,0.225533333333,-0.0563333333332,2.17923333333,4.53313333333,1.1624,1.99973333333,1.6288
249.42,0.733733333333,0.483933333334,-0.122333333333,0.359066666667,-0.2624,2.0968,4.57346666667,1.24653333333,2.1546,1.55506666667
249.79,-0.0166666666681,-0.016733333334,-0.568333333333,-0.139533333333,-0.867800000001,1.48306666667,4.85493333333,0.762933333334,1.74573333333,0.798066666667
250.17,0.153400000001,0.281933333333,-0.405400000001,0.132133333335,-0.7174,1.71103333333,4.1414,0.665733333333,2.11986666667,1.0242
250.54,0.208666666667,0.4892,-0.2928,0.333666666667,-0.311066666665,2.0042,4.2464,0.876066666665,2.12746666667,0.997266666667
250.92,0.256399999999,0.973066666668,-0.135800000001,0.564666666667,-0.108066666665,2.2041,5.50226666667,1.00653333333,2.0982,1.07713333333
