wavelength,Back_SicAurm,Belly_SicAurm,Breast_SicAurm,Crissum_SicAurm,Crown_SicAurm,DorTail_SicAurm,Rump_SicAurm,Throat_SicAurm,WingTip_SicAurm
190.95,76.0000666667,102.1818,77.2121333333,103.394,87.3939999999,97.9394000001,81.2121333333,53.2121333333,104.727266667
191.33,85.0292000001,99.0644666667,84.4446,95.3215333333,87.2513333333,98.2456666667,81.8713333333,50.1754666666,99.1812666664
191.71,90.4762,115.102,96.1906000001,107.891133333,90.7483333333,113.333466667,86.6666666667,61.9049333333,105.306133333
192.09,122.745133334,144.3138,115.294066667,126.8628,97.451,130.5884,93.7254666667,71.9609333333,123.7254
192.47,98.4314666665,126.078466667,94.1175999999,108.431466667,70.9803333334,113.7256,67.6469333334,60.1962,110.3922
192.85,90.9721999999,113.194466666,82.0834666667,101.666733333,68.8888666667,96.389,66.6666666666,58.1944666667,100.8334
193.23,92.8572666667,104.7618,85.4762666666,91.0713333334,69.7619333333,95.9522666666,68.9285333333,67.2618666667,98.8095333333
193.61,87.2415333333,99.4251999999,81.9540000001,84.7125333334,65.8620666667,96.4369333333,68.0458666667,70.9196666667,93.2183333334
193.99,68.4210666667,80.7017333334,70.0,70.7017333333,45.4387333333,78.5964666666,52.2806,53.3333333333,76.8421333333
194.37,84.3750000001,99.7917333333,86.4584000001,80.8333333333,61.2499333333,93.7500666667,62.0835333333,63.8542666667,96.1457999999
194.75,80.1360666667,110.204066667,89.6599333333,78.7754,61.4967333334,97.1428666667,66.5305999999,55.1020666667,97.4149333334
195.13,103.2624,140.0,115.744666667,96.0282666666,86.8083999999,117.8724,88.6524666667,75.6028666666,120.709133333
195.51,115.333333333,176.666666667,142.833333333,124.5,104.333333333,144.166666667,109.0,100.833333333,138.333333333
195.89,139.375,202.916666667,154.791666667,145.416666667,120.0,159.166666667,122.5,106.041666667,165.625
196.27,113.787866667,161.515133333,132.4244,128.9394,112.8788,134.5456,112.878533333,93.9393333333,125.7576
196.65,145.370333333,191.111133333,171.8518,155.925866667,152.963,171.1112,145.555666667,113.148266667,144.074
197.03,136.8626,190.5882,169.999866667,143.921533333,156.078466667,165.6864,130.392133333,114.313733333,135.882466667
197.40,138.933333333,225.6,192.266666667,160.8,172.533333333,186.666666667,134.133333333,111.733333333,153.866666667
197.78,163.030266667,268.484866667,232.727266667,199.393933333,210.303,206.0606,182.727333333,121.818266667,179.697
198.16,359.393866667,510.909066666,440.000133333,395.151533333,468.484866667,400.606,403.030333334,255.757733333,353.939466666
198.54,199.666666666,281.666666666,251.0,241.333333334,250.666666667,235.666666667,231.333333333,141.0,189.0
198.92,673.3334,924.444399999,837.777933333,822.222333333,816.666666667,831.111066667,809.999933333,467.7778,664.444466666
199.30,-586.666666667,-844.999999999,-886.666666667,-846.666666667,-718.333333333,-839.999999999,-830.000000001,-290.0,-630.000000001
199.68,-207.5,-339.166666667,-343.333333333,-315.833333334,-212.5,-350.833333333,-297.5,-22.5,-248.333333333
200.06,119.298133333,185.614,182.807066667,146.315733333,125.614,167.017533333,157.894733333,53.3334,135.087733333
200.44,124.615333333,189.230666667,196.923066667,177.948666667,122.051333333,220.5128,147.692333333,26.6666666667,182.564066667
200.82,93.6000000001,116.266666667,89.0666666668,105.6,69.0666666668,140.533333333,89.5999999999,21.0666666666,127.2
201.19,117.777733333,205.185066667,143.7038,169.629666667,60.0,271.111133333,149.629666667,-65.9258666666,248.888866667
201.57,1233.33333333,2060.0,1733.33333333,1746.66666667,626.666666668,2673.33333334,1700.0,-400.000000001,2053.33333333
201.95,194.4444,275.5556,281.111066667,199.999933333,73.3333999999,445.5556,140.0,-82.2223333333,292.2222
202.33,80.8333333334,117.500066667,113.611066667,70.8333333334,44.9998666667,161.6666,70.8334000001,18.8890666665,98.0556000001
202.71,130.9522,188.095266667,174.285733333,112.8572,56.6666666667,250.4762,119.047533333,36.1904666668,166.190466667
203.09,49.7916666667,68.3333333333,58.1250000001,33.5416666667,8.54166666668,90.4166666667,37.4999999999,0.0,52.0833333333
203.47,51.2641999999,58.9656,46.092,40.1148666667,22.1839333333,67.9310666667,36.7816,18.6206666667,44.0229333333
203.85,58.4673333333,59.6167333333,54.9424666667,52.4904666667,42.7586,67.4329333333,51.2643333333,41.9158,57.088
204.22,70.0497333333,64.8756000001,56.1193333333,64.3781333333,50.1494,86.7662,62.3881333333,43.4825333334,67.0646
204.60,72.8394666667,74.9382666668,64.9382666667,56.4198,47.1606,89.3827333334,68.2715333333,43.5802,66.0494
204.98,91.9540666666,113.7932,107.586066667,77.7011333333,45.9770666666,129.6552,97.7011333333,54.9425999999,89.4253333334
205.36,82.9166666668,81.5278000001,87.7778000001,70.5555333333,45.6946666667,99.8611333333,76.6666666665,46.3889333333,66.1111999999
205.74,65.0617999999,56.7901333333,60.4937333333,46.2963333333,28.8888666667,72.4690666667,51.9752666667,32.3457333333,47.4073333333
206.12,69.5424666666,65.3594666666,60.7843333333,50.5882,34.1176666666,80.7843333333,61.3071333334,40.5229333333,64.4444666667
206.50,101.333333333,72.5333333333,76.2666666667,53.6,27.9999999999,109.6,68.8000000001,40.2666666668,95.4666666667
206.87,98.7879333335,75.1514666668,100.909,48.1818000001,48.1819333333,134.242333333,80.3031333334,48.7878666666,119.090933333
207.25,186.222333333,132.888933333,189.333466667,74.6666666667,99.9999999999,223.555533333,137.333466667,116.000133333,187.111133333
207.63,228.888933333,187.555533333,275.111066666,105.7778,184.4444,308.0,179.111066667,180.4444,265.333266667
208.01,-126.060666667,-78.7878,-137.575733333,63.6362666665,-59.3940666667,-252.7272,-24.2423999999,-67.2726666667,-113.9394
208.39,-362.2222,-283.333266667,-447.7778,6.6666666668,-154.444466667,-591.111133334,-140.0,-255.5556,-282.222266666
208.77,-708.888933334,-542.222266667,-664.444466666,-75.5555333334,-426.666666666,-1057.7778,-215.555666667,-488.888866665,-573.333399999
209.14,124.333333333,93.6666666667,126.0,24.3333333333,77.3333333333,170.333333333,53.6666666667,95.9999999999,110.0
209.52,115.897533333,96.6667333334,122.564133333,44.8718666667,81.5384000001,165.897533333,72.5641333334,126.153933333,111.538533333
209.90,306.666666667,282.2222,321.481466667,108.889,228.888866667,462.962933333,193.333333333,364.444266667,288.888733333
210.28,300.606,247.2728,303.0304,169.696933333,205.4546,405.454533333,202.424133333,342.424266667,247.2728
210.66,412.381,367.619066667,426.666733333,228.571466667,245.714466667,606.666666666,276.190533333,504.762,357.142933334
211.03,314.814733333,255.555533333,222.963,180.740733333,107.407466667,440.0,174.074133333,367.407533333,208.1482
211.41,512.222266667,477.7776,312.222266667,283.3334,126.6666,622.222200001,335.555533333,545.555466667,341.111133333
211.79,-713.333333333,-603.333333333,-210.0,-361.666666667,25.0000000001,-783.333333333,-366.666666667,-631.666666667,-378.333333333
212.17,2700.0,2280.0,773.333333335,1280.0,-546.666666668,2893.33333333,1546.66666667,2060.0,1506.66666667
212.55,259.0476,249.524,23.8094,58.0951999999,-123.809533333,323.809466667,104.761933333,271.428666667,109.5238
212.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213.30,-43.1578666667,-54.3860000001,52.2806666666,45.6139333334,136.8422,-79.6492000001,7.36846666667,-42.8069333333,26.3157333334
213.68,-90.9804000001,-84.7058666666,50.1961333334,38.8235999999,129.019466667,-117.647066667,-11.3724666665,-72.5488666667,-3.52939999993
214.06,-951.111133334,-928.888799999,-191.1112,-135.5556,468.889000001,-1084.4444,-564.444399999,-808.888933333,-473.333333333
214.44,-213.8888,-209.4444,-36.1111333332,6.66666660045e-05,128.8888,-250.5556,-118.889,-192.222266667,-76.1111333333
214.81,-332.380866667,-340.952466667,-70.4762,38.0952666668,221.9046,-401.904866667,-210.476066667,-272.381,-135.238066666
215.19,-123.137333333,-131.764733333,-44.3136,24.3137333333,79.6077999999,-152.156866667,-78.0393999999,-104.7058,-51.3725333333
215.57,-251.851866667,-257.777866667,-92.5928000001,-68.1480666668,67.4071999999,-356.2962,-163.703533333,-234.074,-110.3704
215.95,-186.6666,-242.424266667,-98.1818666666,-45.4545333335,27.8788,-292.121266667,-173.9394,-228.484866667,-114.545466666
216.32,-159.444333333,-210.0,-110.555666667,-48.3334,23.3333999999,-246.111133333,-164.4444,-230.5554,-95.0000000001
216.70,-27.6767999999,-45.0505999999,0.40386666666,4.44446666665,46.8685333334,-50.5050666667,-26.8686666667,-50.9092666667,-15.3535333333
217.08,-67.7778666667,-95.5555999999,-37.4999333333,-37.5,23.6111333333,-98.0554666666,-75.2778,-106.9446,-44.4444666667
217.46,-103.492133333,-143.1746,-61.9045999999,-70.7935999999,-19.3651999999,-159.682666667,-114.920666667,-182.5394,-78.0952666667
217.83,-25.7657333333,-64.8648666666,-12.4325333333,-11.8918666667,7.74773333332,-63.4235333334,-41.0812,-76.7569333333,-27.3874
218.21,-0.86013333334,-59.7849333333,8.17200000007,-5.16113333321,16.5590666667,-60.2151333333,-23.4408,-79.1398666667,-12.2580666667
218.59,18.5186,-44.1974000001,46.9137333333,32.0987333333,54.5678666666,-39.5061333333,-5.43206666666,-59.7531999999,12.8394
218.97,43.3333333333,-21.1111333333,85.1111333333,40.6666666666,84.4443999999,-9.11113333334,26.0000666667,-47.5555333332,44.6667333333
219.34,36.1110666666,-34.4443333333,105.2778,48.611,81.3889333333,-24.7222666666,18.6112,-71.9445333333,38.6111333333
219.72,38.8890000001,-31.3888666667,91.1110666667,56.9443999999,69.7221999999,-39.1666666667,8.88886666665,-90.8334,14.7222666667
220.10,63.4013333333,33.3333333333,89.2515333333,66.2584666665,75.9184,25.5782666667,41.3606,-1.08853333334,56.1904
220.47,47.3333333333,7.73333333332,64.5333333333,47.7333333334,52.7999999999,4.79999999999,18.4,-18.1333333333,31.4666666667
220.85,33.158,-12.1052666667,48.7720000001,41.9298,35.6140666666,-18.4210666667,-0.000133333333266,-50.1754666666,13.1578
221.23,51.6191333334,16.0000666667,75.2381333334,59.4285333333,46.4762000001,15.0476666667,17.9046666667,-47.2379333334,24.3810666667
221.61,71.9299333333,26.6667333333,96.1404,71.2281333333,57.5438666667,30.1753333334,15.7893333333,-84.5614666666,14.0351333333
221.98,49.6666666667,71.3333333333,22.0000000002,62.9999999999,55.6666666666,63.0000000002,102.0,195.0,90.0
222.36,72.6984,64.4444,54.9205999999,77.4603333333,82.5396666666,79.0476666666,104.761933333,198.412666667,110.158733333
222.74,132.666666667,123.666666667,127.666666667,182.0,171.333333333,136.666666667,181.0,269.0,184.666666667
223.11,204.666666667,163.0,195.0,219.666666667,251.666666667,175.333333333,231.666666667,311.666666667,231.666666667
223.49,160.277866667,107.5,152.2222,160.000066667,183.611133333,128.611133333,166.1112,242.777866667,154.999866667
223.87,188.484866667,118.181866667,177.575666667,176.9698,198.484866667,133.3334,174.848466666,249.393933334,176.969666667
224.24,111.589666667,89.5384666666,109.230666667,107.179333333,112.307733333,92.6153999999,101.230866667,131.7948,111.076733333
224.62,98.5654000001,67.9325333333,88.9451999999,93.0802000001,95.1898666666,78.7342000001,83.5443333333,113.755266667,90.3796666667
225.00,102.75,77.5,96.6666666668,103.25,104.083333333,86.6666666667,96.25,119.083333334,98.4166666668
225.38,106.590066667,85.7471333334,103.448133333,104.597733333,106.206933333,95.4789333334,101.7626,117.701133334,107.739466667
225.75,110.476066667,89.5238666666,103.663066667,107.033066667,109.157533333,98.4615333333,110.11,119.853533333,109.816933333
226.13,138.245666667,117.777733333,134.269,134.502933333,140.818666667,127.4854,143.625733333,154.619866667,134.736733333
226.51,134.074066667,119.894133333,131.322666667,136.190466667,136.825333333,126.455066667,146.9842,143.809533333,131.6402
226.88,109.1668,101.574133333,110.1852,107.592533333,107.129466667,105.555533333,118.981466667,116.8518,106.389
227.26,89.2248000001,83.8759999999,92.1705333333,93.4882666666,89.6898666666,89.4573333333,97.2091999999,92.7906666666,91.9379999999
227.64,84.1576,82.939,87.3832666667,91.8997333333,85.5196,83.9425333333,93.1182,86.4517333334,92.7598666667
228.01,72.1110666667,74.9998666667,75.2778666666,79.1112000001,71.9444666667,71.0556,81.3332666667,75.7778,77.3888666667
228.39,67.7381333333,68.8690666667,70.4763333332,74.9406,65.1190666667,65.1784666667,76.1904666667,71.4881333334,72.9166
228.76,65.3333333333,69.28,68.1066666667,72.6933333333,63.9466666667,61.2266666667,71.8933333333,64.9066666667,71.6266666667
229.14,59.5715333333,58.7618,57.9046666667,66.6666666667,56.5714,53.0475333333,61.1428666667,54.9524,61.9999333333
229.52,53.238,51.2857333333,52.619,61.2857333333,52.5714666667,46.4761333334,54.2856,49.381,52.1428
229.89,48.1819333334,46.7677333333,50.5050666667,59.6969333333,46.8182,42.8283333333,47.0706666667,44.7475333333,44.6970666667
230.27,42.8710666667,37.2748666667,44.3308,53.5766,40.0002,34.1604666666,39.2213333333,37.3722666667,41.8978
230.65,42.3232666667,32.9293333333,39.1414,50.4545333333,33.4343333333,27.2727333333,32.9796666667,33.4848,36.8182
231.02,44.2133333333,32.8533333333,42.08,52.5866666667,39.7866666667,29.28,33.44,35.2533333333,39.5733333333
231.40,47.1297333333,38.9351333333,49.1203333333,58.9352666666,45.463,33.8427333333,39.6759333333,41.7592,43.6575333334
231.78,51.0526,42.6754,53.3333333333,61.7983333333,47.7632,37.5876666666,43.2457333333,44.9562,46.5351333333
232.15,45.6716666667,31.8905333333,48.9054666667,61.3432666667,45.9204,32.0398666667,36.2189333333,37.811,44.7264
232.53,43.9153333333,28.3068,46.8254666667,60.2116,48.2540666666,24.5502666667,36.4549333333,34.4973333333,38.5714
232.90,43.5941333333,27.5362,49.3332666666,61.8550666667,50.8405333333,24.6956,38.3769333333,36.2898666667,39.0724666667
233.28,35.817,20.4575333333,45.6860666667,57.7779333333,48.889,17.7778,32.353,29.6078666667,35.817
233.66,30.6420666667,16.8807333333,39.1438666667,54.3729333333,43.5473333333,15.2906,26.7279333333,21.1620666667,32.7828
234.03,29.8575333333,13.9601333333,33.0484,49.5156666667,40.0568666667,14.245,21.7094666667,19.6580666667,33.6182
234.41,31.9882,14.2106666667,33.5087333333,51.8712,42.7485333333,18.5379333333,21.8713333333,17.7777333333,36.0232666667
234.78,28.257,18.5932666667,36.3914,55.5351333333,50.5198666667,19.5106666667,24.2201333333,22.3853333333,40.3669333333
235.16,27.3171333333,20.2709333333,35.0678,52.8997333333,45.7452,17.8861333333,24.9865333333,20.6502666667,36.8564
235.54,15.4921333333,9.14280000001,24.6348666667,45.3334,39.5556,6.03186666665,13.9048,7.17453333334,27.8096
235.91,17.265,14.017,25.356,45.8688666667,43.6468,7.4074,20.6836666667,8.71800000001,29.2878666667
236.29,31.5485333333,32.5458,39.6850666667,53.3858666667,55.958,22.7296666667,35.3804666667,23.0445333333,43.0446
236.66,30.6564,33.5858666667,38.6362666667,55.202,51.7171333333,26.2120666667,32.6262,24.3938,43.8384
237.04,28.4210666667,31.5790666667,36.5414,55.8896666667,50.0752,24.1604666667,30.4762,22.4561333333,44.0100666667
237.41,33.2008666667,39.7350666667,40.7946666667,58.4548666667,48.3884,30.4195333333,37.351,28.5651333333,46.2692666667
237.79,39.9549333333,46.5766,47.2973333333,62.4773333333,53.1530666667,36.6665333333,41.4413333333,32.3873333333,52.6125333333
238.17,40.2381333333,49.5238666666,49.8016,63.0555333333,53.4524,39.4841333333,45.0396,34.6031333333,52.7380666667
238.54,39.4238666667,49.7530666667,50.8642,64.4032,54.1974666667,38.3538666667,45.4322,35.3086,53.3333333333
238.92,33.3728666667,41.0318,43.8888666667,56.8254666667,45.754,31.7062,37.9364666667,26.389,48.1349333333
239.29,31.3108666667,38.8766,39.663,54.7940666667,43.7079333333,30.7864666667,35.5804666667,25.0937333333,48.0899333333
239.67,33.9870666667,40.7189333333,40.7842666667,54.2484,45.0654,36.1110666667,37.8432,27.9739333333,48.562
240.04,25.3068,33.7976666667,35.4892,48.3251333333,37.9768666667,31.7082666667,28.1591333333,21.4926,42.7196666667
240.42,18.0817333333,24.9685333333,27.7044,42.2326,28.4276666667,24.151,19.3710666667,13.3018666667,32.7986666666
240.79,16.7230666667,22.401,24.0111333333,38.3615333333,28.1639333333,22.373,18.3616,9.97173333332,30.8475333333
241.17,18.5748,23.2125333333,24.0579333333,34.9758666667,26.6425333333,23.0676,19.3961333333,10.314,30.0965333333
241.54,20.6972,21.9172,25.098,34.6841333333,27.6253333333,24.4009333333,18.5838,12.0696666667,29.5207333333
241.92,15.8002,17.6146666667,19.9592,29.1538666666,22.8746666667,19.7758,14.7807333333,9.86733333333,25.423
242.29,18.2496666667,18.1514666667,21.3765333333,29.5576666667,25.1327333334,22.1828,15.4965333333,9.91146666667,26.7846
242.67,19.7326,18.6096,20.6416666667,29.4296666667,24.3851333333,22.1569333334,15.8467333333,10.9982,26.5062
243.05,22.4917333333,20.9902,22.8878,30.231,25.9902,25.0825333334,18.4818,13.6798,27.5412666667
243.42,23.4294666667,21.6666666667,23.2371333333,30.2884666667,26.3942666667,26.3462,19.5192666667,14.4391333333,28.2211333333
243.80,19.7282,17.0743333333,18.7530666667,25.7713333333,21.247,22.398,15.8912,10.7114666667,24.8282
244.17,22.2874666667,18.3145333333,19.0068,26.5912666667,22.6334666667,23.3256666667,17.6522666667,12.7464666667,26.155
244.55,22.8134666667,19.0714,18.7386666667,25.9044,22.4394,23.6868,18.6833333333,13.4302666667,26.736
244.92,20.7112,17.0158,17.3587333333,23.0602666666,19.8223333333,22.4380666667,15.7206666667,11.5682666667,24.7366
245.30,17.6868,14.0213333333,13.7722,20.2373333333,16.6786666667,20.1423333333,12.7521333333,9.40673333333,21.8624666667
245.67,13.0648666667,10.5704666667,9.18340000001,15.7717333333,12.5281333333,16.566,9.17220000001,5.425,18.2101333333
246.05,15.3252666667,12.1138666667,11.4634,17.9980666667,13.7399333333,18.6992666667,11.6056666667,7.59153333334,19.9188
246.42,12.465,9.99513333334,8.57693333333,15.5330666667,10.7091333333,15.7452666667,8.95326666667,5.74046666667,17.7616
246.79,10.7468666667,8.68346666666,7.16153333333,13.464,9.13166666668,14.1549333334,8.36593333334,4.5752,16.648
247.17,10.5577333333,8.35333333333,6.61313333333,13.1459333333,9.23693333333,14.0293333333,8.01413333332,4.98873333333,16.3944
247.54,10.1985333333,8.19519999999,6.66673333333,12.9792,8.68733333333,13.9723333333,8.03966666667,5.0,16.753
247.92,10.8958,9.42286666667,7.08880000001,13.5227333333,9.19900000001,14.1516,8.10506666667,5.6848,17.3901333333
248.29,9.74093333335,8.75646666667,6.26086666667,12.2626,7.61659999999,13.6096666667,7.15879999999,5.00853333333,16.0362666667
248.67,9.43780000001,8.93313333333,6.37466666667,12.7579333333,7.552,14.2629333333,7.23333333333,6.04686666667,16.1929333333
249.04,11.3736,11.2913333333,8.23266666667,15.1008666667,9.12073333333,16.0075333333,9.65193333334,8.37913333333,17.729
249.42,13.7078666667,13.708,10.999,17.7810666667,11.1528,18.3380666667,11.4792666667,10.2400666667,19.8750666667
249.79,16.7019333333,16.0986666667,13.7456666667,20.9351333333,13.4238,20.7239333334,14.0673333333,13.4642666667,22.7452
250.17,16.6234666667,16.5910666667,13.0851333333,20.6904666667,12.9342666666,20.6902666667,13.8403333333,12.9773333333,22.3732
250.54,17.6286,17.2372,14.0491333333,20.7494,13.5347333333,21.7898,15.0559333333,14.0044666667,23.1096
250.92,17.9988666667,17.5298666667,15.0258,21.1662666667,14.1222666667,23.6364,15.3114666667,14.8999333333,23.2589333334
251.29,17.3239333333,17.3712,14.8135333333,20.8289333333,12.6346,23.3036666667,15.0976666667,13.9608,22.842
251.66,17.5952,17.0000666667,14.0118666666,20.2024,12.0714666667,22.7618,15.2379333333,13.9880666667,21.2500666667
252.04,19.8237333333,18.5655333333,16.6607333333,21.9752,14.074,25.4084666667,18.2716,16.3786,23.5508666666
252.41,18.7591333333,17.1776,16.3989333333,21.7762666667,13.0413333333,24.8539333333,18.2969333333,15.6568666667,23.1023333333
252.79,17.8325333333,15.4879333333,15.6146,19.3408666667,11.3436,22.9912666667,16.5526,12.8263333333,21.5082
253.16,16.6534666667,13.0544666666,13.9442666667,16.9986666667,9.08366666667,20.7304666667,15.2853333333,11.1154666667,20.3851333333
253.54,15.1777333333,12.1720666667,11.8442666667,15.2596,7.70493333334,19.3032666667,14.8906666667,10.8880666667,19.1939333333
253.91,13.4924666667,10.1661333333,9.63126666667,11.9885333333,4.87353333333,17.6427333333,13.7817333333,8.17059999999,16.8618
254.28,14.0969333333,10.3818666667,10.5432666667,12.4524666667,6.46099999999,17.8267333333,14.6843333333,9.38333333333,17.0632666667
254.66,13.6405333333,10.4454666667,10.4916666667,11.6588,5.3302,17.5882666666,14.0552666667,9.2782,16.9585333333
255.03,13.7756,10.2867333333,9.95913333333,11.5970666667,5.0942,17.9197333333,14.0704,9.40206666666,17.0516
255.41,12.8434666667,7.68153333333,7.1566,9.50146666667,3.11473333333,16.0105333333,12.3707333333,8.11886666667,15.8356
255.78,12.29,7.39166666668,8.11653333333,8.91253333334,2.847,16.5871333333,10.7692,8.71779999999,16.1979333333
256.15,8.27653333334,2.7122,3.16706666667,3.84953333333,-3.62206666666,11.5835333333,4.88186666667,3.28966666667,11.916
256.53,10.7546666667,5.21999999999,4.89000000001,5.47173333333,-0.393,12.9088,6.63513333333,6.19493333333,13.7106
256.90,12.0492,7.5546,6.0244,8.0874,1.5848,14.1666666667,7.93713333334,8.60646666667,15.3415333333
257.28,11.3583333334,7.02586666666,5.51766666667,7.60026666667,1.83126666667,14.0873333333,7.2292,8.01906666666,15.3082
257.65,10.7147333333,6.18673333332,5.70686666667,7.19873333333,1.617,14.147,6.66666666667,8.03333333334,14.9922666667
258.02,11.6847333333,7.90986666667,7.09913333333,8.70266666667,3.5856,15.3603333333,8.09006666667,9.51353333335,16.1622
258.40,9.3032,5.61366666667,4.83773333333,6.84893333334,1.56753333333,13.2461333333,5.97773333333,7.5614,14.2834666666
258.77,9.83993333333,5.99779999999,4.98033333333,7.62013333334,2.29813333333,13.2551333333,6.81613333333,7.71966666667,14.3152666667
259.15,10.7218666667,7.53919999999,6.03153333333,8.64933333334,3.60613333334,13.7440666667,8.0012,8.79053333334,14.7768666667
259.52,11.1330666667,8.15946666666,6.46286666667,8.79500000001,4.3944,13.9148666666,8.00960000001,8.95686666667,14.8262666667
259.89,10.7526,8.02680000001,6.0388,8.58459999999,4.17893333333,13.4263333333,7.70720000001,8.41026666667,14.3970666667
260.27,10.9422666667,8.6022,6.399,9.41066666667,5.57346666667,14.1418,8.45426666667,8.97806666666,14.7736666667
260.64,12.3258,10.2826,7.66866666667,11.0102666667,7.03606666667,15.6674,9.80140000001,10.6913333333,16.5519333333
261.01,11.4094666667,9.11613333333,6.45866666667,9.82673333333,6.34326666667,14.9047333333,8.71759999999,9.76899999999,15.6036666667
261.39,11.8094666667,9.68519999999,6.62546666666,10.0971333333,6.5196,15.3928666667,8.94380000001,10.2500666667,15.5104
261.76,11.9066666667,9.6948,6.20559999999,9.70713333333,6.33633333333,14.5794,8.47986666667,10.0685333333,15.2211333333
262.13,12.3838666667,10.3329333333,6.79860000001,9.7792,6.74573333333,14.8500666667,8.82953333333,10.6099333333,15.6809333333
262.51,13.5599333333,12.0394666667,7.93119999999,10.7016666667,7.6316,16.1842,10.1023333333,11.8129333333,17.1490666667
262.88,15.6614,14.9265333333,9.884,12.7608666667,10.1855333333,18.4068666667,12.2736666667,14.3079333333,19.1492
263.25,16.1894,15.4522,10.4020666667,13.3750666667,10.4774,18.8442,12.814,14.9664666667,19.9078666667
263.63,17.1440666667,16.3714666667,11.6059333333,14.6613333333,10.9202,20.0000666667,14.1146,16.2065333333,20.9028
264.00,17.8386,16.8627333333,11.4546666667,14.8927333333,10.9166666667,19.9725333333,14.3274666667,16.7078,20.9118666667
