wavelength,Back_SicAurm,Belly_SicAurm,Breast_SicAurm,Crissum_SicAurm,Crown_SicAurm,DorTail_SicAurm,Rump_SicAurm,Throat_SicAurm,WingTip_SicAurm
524.87,17.2068,33.5264666667,24.2966666667,37.9985333333,17.1581333333,13.8198666667,19.0718666667,26.8824,12.9349333333
525.21,17.1832666667,33.6514,24.3572,38.0875333333,17.1816666667,13.7156,19.0681333333,26.9959333333,12.9135333333
525.56,17.1878,33.7660666667,24.4504666667,38.2119333333,17.2398,13.6538666667,19.0940666667,27.1023333333,12.9350666667
525.90,17.1398,33.8598666667,24.4858,38.2701333333,17.2407333333,13.5259333333,19.0607333333,27.1620666667,12.9127333333
526.25,17.1209333333,33.9772666667,24.5427333333,38.3548666667,17.2735333333,13.4302,19.0619333333,27.2514666667,12.9033333333
526.59,17.0821333333,34.0312666667,24.5876,38.3814666667,17.2684,13.3366666667,19.0293333333,27.2878666667,12.8829333333
526.94,17.0594,34.1172666667,24.6418,38.4354666667,17.279,13.2679333333,19.0104666667,27.3560666667,12.8626
527.28,17.0446666666,34.1617333333,24.6838666667,38.4566,17.3008,13.2162666667,19.0096,27.4133333333,12.8482
527.63,17.0051333333,34.1929333333,24.6898,38.4792,17.2884666667,13.1444666667,18.9824,27.4298666667,12.8016
527.97,16.9936666666,34.2303333333,24.7150666666,38.5286,17.2896666667,13.0992666667,18.9670666667,27.4747333333,12.7818
528.32,17.0042666667,34.2673333333,24.7348666667,38.5518666667,17.3042,13.0866,18.9571333333,27.5161333333,12.7793333333
528.66,17.0313333333,34.3404,24.7900666667,38.607,17.3466666667,13.0971333333,18.9882,27.5831333333,12.8064
529.01,17.0104666667,34.3817333333,24.7981333333,38.6297333334,17.3437333333,13.0904666667,18.9816,27.5964666667,12.7861333333
529.35,16.9954,34.4298,24.8046666667,38.6274666667,17.3426,13.0838666667,18.9818666667,27.6232666667,12.7813333333
529.70,17.0265333333,34.5054,24.858,38.683,17.384,13.1241333333,19.0221333333,27.6966666667,12.8006666667
530.04,17.0250666667,34.5548,24.8914666667,38.7044,17.4022,13.1448,19.0441333333,27.7455333333,12.7930666667
530.39,17.04,34.6437333333,24.9396666667,38.7758666667,17.4418,13.1850666667,19.0833333333,27.8246,12.7928666667
530.73,17.0537333333,34.744,24.9829333333,38.8465333333,17.4724666667,13.2255333333,19.1366,27.9102666667,12.7884666667
531.08,17.1158,34.9109333333,25.0833333333,38.9996,17.5584666667,13.2937333333,19.2150666667,28.0324666667,12.8289333333
531.42,17.1441333333,34.9994,25.1468,39.0778,17.6012666667,13.3245333333,19.2626666667,28.1153333333,12.8457333333
531.77,17.1612666667,35.0899333333,25.2020666666,39.1330666667,17.6515333334,13.3693333333,19.3276666667,28.2091333333,12.8707333333
532.11,17.1958,35.2152666667,25.2843333333,39.2483333333,17.72,13.4019333333,19.3962666666,28.3135333333,12.8954
532.46,17.2396666667,35.3554666667,25.3694666667,39.3798,17.7907333333,13.4598666667,19.4642,28.4314,12.9248666667
532.80,17.2544,35.4466666667,25.4263333333,39.4518,17.8272,13.4706666667,19.4964,28.5126666667,12.9284
533.15,17.2904,35.547,25.5012,39.5709333333,17.8846,13.5022666667,19.5501333333,28.6017333334,12.934
533.49,17.3266666667,35.6422,25.5697333333,39.6537333333,17.9321333333,13.5403333333,19.611,28.6857333333,12.9542666667
533.84,17.3728666667,35.7506,25.6404666667,39.7762,17.9885333333,13.5882,19.6794,28.7731333333,12.9759333333
534.18,17.4374666667,35.8624,25.7116,39.8925333333,18.065,13.6404,19.7454666667,28.8803333333,13.0173333333
534.52,17.4474666667,35.895,25.7179333333,39.9325333333,18.0895333333,13.6427333333,19.7658666667,28.8944666666,13.0214666667
534.87,17.4522,35.9393333333,25.745,39.9570666667,18.1090666667,13.6847333333,19.8045333333,28.9398,13.0380666667
535.21,17.4757333333,36.0448,25.8126,40.0509333333,18.1639333333,13.7584666667,19.8718666667,29.0364,13.0654666667
535.56,17.5654666667,36.212,25.9252666667,40.2056,18.2571333333,13.8471333333,19.964,29.1667333333,13.1077333333
535.90,17.5702,36.2858,25.9630666667,40.2702666667,18.2851333333,13.8924,20.0058666667,29.2256666667,13.1174666667
536.25,17.581,36.3465333333,25.9984666667,40.3493333333,18.3190666667,13.9336666667,20.061,29.2802666666,13.1242
536.59,17.6594666667,36.4698,26.1096666667,40.4831333333,18.4180666667,14.0389333333,20.1844666667,29.4006666667,13.2028
536.93,17.6716666667,36.5212666667,26.1272666667,40.4916666667,18.4279333333,14.0648,20.2133333333,29.4346,13.2035333334
537.28,17.6711333333,36.5877333333,26.1594,40.5742666667,18.4423333333,14.0891333333,20.2354,29.4837333333,13.1894
537.62,17.7473333333,36.7107333333,26.2626,40.6893333333,18.5443333333,14.1865333333,20.3404,29.6212,13.2746666667
537.97,17.7606666667,36.8303333333,26.3520666667,40.7968,18.5962666666,14.2232666667,20.3845333333,29.7208,13.2871333333
538.31,17.813,36.9827333333,26.4904,40.9376666667,18.6894666667,14.2890666667,20.4585333333,29.8518,13.359
538.65,17.8373333333,37.1092666667,26.5544666667,41.0296666667,18.7313333333,14.274,20.4858,29.9580666667,13.3576
539.00,17.7964666667,37.1586,26.5789333333,41.0577333333,18.7487333333,14.1998666667,20.4664666667,29.98,13.3284666667
539.34,17.7787333334,37.1942666667,26.6038,41.0547333333,18.7561333334,14.1786,20.4566666667,29.9644666667,13.3295333333
539.69,17.7491333333,37.2316,26.6279333333,41.0647333333,18.7588,14.1194666667,20.4376666667,29.9974,13.3224
540.03,17.7048666667,37.2598,26.6332666667,41.0289333333,18.7447333333,14.0704,20.4094,30.0330666667,13.2974
540.37,17.6627333333,37.2759333333,26.6286,41.0169333333,18.7258,14.0017333333,20.3678,30.0346666667,13.2622
540.72,17.6856666667,37.3564666667,26.6656666667,41.0604666667,18.7649333333,14.0028666667,20.4012,30.0928666667,13.2906
541.06,17.6784,37.3858,26.6687333333,41.0724,18.7749333333,13.9811333333,20.3955333334,30.1156,13.2746666667
541.40,17.6269333333,37.3896,26.6446,41.0318,18.7212,13.9170666667,20.3410666667,30.0849333333,13.2145333333
541.75,17.6312,37.4358666666,26.6595333333,41.0564,18.7332666666,13.9368,20.3724666667,30.1101333334,13.2247333333
542.09,17.632,37.4586666667,26.6523333333,41.0614666667,18.738,13.9306666667,20.3832666667,30.1266666667,13.1894666667
542.43,17.6328666667,37.4861333333,26.6644666666,41.0768,18.7385333333,13.9611333333,20.3944,30.1304666667,13.1734
542.78,17.6884,37.5408,26.7022666667,41.1210666667,18.772,14.0490666667,20.4590666667,30.1906,13.2082
543.12,17.6788666667,37.573,26.7086666667,41.1391333333,18.772,14.0654,20.4726666666,30.249,13.1956666667
543.46,17.7240666667,37.6397333333,26.7505333333,41.2027333333,18.7924,14.1329333333,20.5309333333,30.3011333333,13.2046
543.81,17.7887333333,37.7335333333,26.8296,41.2924666667,18.8562,14.2108666667,20.5973333333,30.3509333333,13.2364666667
544.15,17.8482666667,37.8025333333,26.8851333333,41.3471333333,18.9000666667,14.3036666667,20.6631333333,30.4111333333,13.2794
544.49,17.8642666667,37.8510666667,26.9406666667,41.407,18.9397333333,14.3612,20.704,30.4842,13.2872
544.84,17.9269333333,37.947,27.0259333333,41.4766,19.0164666667,14.4448666667,20.7938,30.5711333333,13.3664
545.18,17.9724,38.0218,27.0887333333,41.5577333333,19.0978666667,14.5195333333,20.8653333334,30.642,13.4088
545.52,18.0138,38.0674,27.1499333333,41.5954,19.1354,14.5603333333,20.8986666667,30.6804666667,13.4364666667
545.87,18.0391333333,38.1457333333,27.2102666667,41.6639333333,19.1766,14.6290666667,20.9479333333,30.7426666667,13.4811333333
546.21,18.0744666667,38.2155333333,27.2704666666,41.7622666667,19.2518666667,14.6954666667,21.0193333333,30.8188666667,13.5364666667
546.55,18.1198,38.2938,27.3234,41.8379333333,19.3138,14.7647333333,21.0878,30.8782,13.5966666667
546.90,18.1945333333,38.4090666667,27.4116666667,41.9390666667,19.3808,14.8526666667,21.1821333333,30.9491333333,13.6556666667
547.24,18.2531333333,38.4902,27.4945333333,42.0053333333,19.4654,14.9453333333,21.2638666667,31.0210666666,13.7090666667
547.58,18.2966666667,38.5558666667,27.5418,42.0606,19.4873333333,14.9939333333,21.3104,31.0724,13.7426
547.92,18.3553333333,38.6667333333,27.6138,42.1811333333,19.5622,15.0618666667,21.3919333333,31.1588666667,13.7741333333
548.27,18.3821333333,38.7454666667,27.6408,42.2864666667,19.5712666667,15.112,21.4231333333,31.1837333333,13.7881333333
548.61,18.366,38.7877333333,27.6492,42.3311333333,19.5545333333,15.1284666667,21.4321333333,31.1956666667,13.7558666667
548.95,18.4228666667,38.9097333333,27.7396666667,42.4356666667,19.613,15.2335333333,21.5210666666,31.2926666667,13.8366666667
549.29,18.4252666667,38.94,27.7403333333,42.4664,19.628,15.2903333333,21.5593333333,31.2948,13.8223333333
549.64,18.4918,39.0060666667,27.7859333333,42.5229333333,19.6900666667,15.3584,21.6337333333,31.3494,13.8615333333
549.98,18.5522666667,39.1134666667,27.8629333333,42.5894,19.7393333333,15.4329333333,21.6844666667,31.4268,13.9081333333
550.32,18.5540666667,39.2148666667,27.9236,42.6316666667,19.7442666667,15.43,21.6915333333,31.4766666667,13.8892
550.66,18.5874666666,39.3257333334,27.9992666667,42.7205333333,19.802,15.4502,21.7175333333,31.5538666667,13.8939333333
551.01,18.654,39.4862,28.0735333333,42.8556,19.8893333333,15.4752,21.7848666667,31.6667333334,13.9246
551.35,18.7174666667,39.5994,28.1624,42.9905333333,20.015,15.561,21.8707333333,31.8037333333,13.9825333333
551.69,18.7325333333,39.6854,28.2173333333,43.0351333333,20.0444,15.5963333333,21.8984,31.8549333333,14.0082666667
552.03,18.7660666667,39.7692,28.2876666667,43.0708666667,20.0982666667,15.612,21.9349333333,31.9134,14.0214666667
552.38,18.847,39.8462666667,28.3824,43.1379333333,20.1752,15.6824,21.9934666667,31.9661333333,14.0762
552.72,18.8486666667,39.8475333333,28.3961333333,43.1240666667,20.1607333333,15.643,21.9797333333,31.9595333333,14.0490666667
553.06,18.9391333334,39.9348666666,28.5017333333,43.2197333333,20.2536666667,15.7104,22.0788,32.0822666667,14.1451333334
553.40,18.9556666667,40.0020666667,28.5461333333,43.3098666667,20.2912666667,15.7260666667,22.1073333333,32.1392,14.1670666667
553.74,18.952,39.9532,28.5278666667,43.2828666667,20.2922666667,15.7074,22.1190666667,32.1304,14.1669333334
554.09,19.0624666667,40.0406,28.6146,43.3711333333,20.4032666667,15.8116,22.2174666666,32.2559333333,14.2690666667
554.43,19.0228,39.9877333333,28.6026,43.3325333333,20.3795333333,15.8185333333,22.1869333333,32.2391333333,14.2454666667
554.77,18.9784666667,39.9623333333,28.5864,43.3218666667,20.3396666667,15.8172,22.1615333333,32.2374666667,14.2539333333
555.11,18.9711333333,39.984,28.5734666667,43.3133333333,20.3164666667,15.7772666667,22.1511333333,32.2452666666,14.2434666667
555.45,18.9009333333,39.8924666667,28.4899333333,43.2237333333,20.2328,15.6947333333,22.0788,32.1511333333,14.1714666667
555.80,18.9248666667,39.9301333333,28.5352666667,43.2698,20.277,15.7638666667,22.1325333333,32.232,14.2377333333
556.14,18.9786,40.0232,28.5892666667,43.3550666667,20.3510666667,15.8392,22.1830666667,32.3173333333,14.3094
556.48,19.0274666667,40.1232666667,28.6677333333,43.4641333333,20.4214666667,15.9104666667,22.2395333333,32.4216666667,14.3282
556.82,19.0676,40.2477333333,28.7256666667,43.5207333334,20.4668,15.9548666666,22.2728,32.4845333333,14.3596666667
557.16,19.1074666667,40.3752666667,28.8300666667,43.5938,20.4998666667,16.0074666667,22.3170666667,32.5579333333,14.3977333333
557.50,19.1707333333,40.5428,28.9281333334,43.7240666667,20.5583333333,16.0627333334,22.3552666667,32.6671333334,14.4352666667
557.85,19.0921333334,40.5020666667,28.8946,43.7004,20.5279333333,16.003,22.2896,32.6139333333,14.3773333333
558.19,19.1716,40.6331333333,28.9605333333,43.795,20.5957333333,16.0512666667,22.3545333333,32.7204,14.4450666667
558.53,19.2756666666,40.7533333333,29.1183333333,43.9159333333,20.7062,16.1334,22.4704,32.8558,14.5369333333
558.87,19.2737333333,40.7486666667,29.1309333333,43.9109333333,20.7047333333,16.1462,22.4762,32.8759333333,14.5274
559.21,19.4099333333,40.9210666667,29.2697333333,44.0731333334,20.8776666667,16.2528666667,22.594,33.0504,14.6338
559.55,19.4440666667,40.9546666667,29.3373333333,44.118,20.9242666667,16.2838666667,22.6264666667,33.1209333333,14.6508
559.89,19.3826,40.9242,29.2921333333,44.0565333333,20.8645333333,16.229,22.6115333333,33.0898,14.5832
560.23,19.4936666667,41.0039333333,29.3264666667,44.073,20.9106,16.3124666667,22.644,33.1703333334,14.677
560.58,19.5142666667,41.0454666667,29.3568,44.1048666667,20.9623333333,16.3434,22.671,33.2408666667,14.7122
560.92,19.5252,41.0158,29.3169333333,44.0690666667,20.9778,16.3504,22.6462,33.2566,14.7262
561.26,19.5812666667,41.0216,29.3631333333,44.0718,21.0566666667,16.4166666667,22.7053333333,33.2979333333,14.7901333333
561.60,19.6758666667,41.1404666666,29.4856,44.1772666667,21.1104666667,16.5044,22.8086,33.4067333333,14.8521333333
561.94,19.732,41.232,29.5436,44.2521333333,21.1933333333,16.5324,22.8619333333,33.4693333333,14.9267333333
562.28,19.7377333333,41.2439333333,29.5394,44.2521333333,21.1889333333,16.5288,22.8086666667,33.4688666667,14.9028
562.62,19.7826666667,41.355,29.6280666667,44.3658666667,21.2663333333,16.5934666667,22.8835333334,33.5482,14.9782666667
562.96,19.8046,41.4272,29.6954666667,44.4146,21.3151333333,16.6425333333,22.9333333333,33.6326666667,15.0166
563.30,19.8242666667,41.4628,29.7022,44.4226,21.3140666667,16.5953333333,22.9336666667,33.5956666667,15.0256
563.64,19.8814666667,41.5364,29.8076666667,44.4841333333,21.3737333333,16.6214,22.9448,33.6767333333,15.0937333334
563.99,19.8586,41.5474,29.8476,44.5732666667,21.4056,16.5831333333,22.9906,33.7122,15.1016
564.33,19.7918666667,41.4914666667,29.8046666667,44.5556666667,21.3416666667,16.4836666667,22.9064666667,33.6905333333,15.0211333333
564.67,19.8347333333,41.5836,29.8958,44.6478666667,21.3921333333,16.4856,22.9724666667,33.7827333333,15.0556666667
565.01,19.8036,41.6372,29.9302666667,44.7304,21.3546666667,16.4395333333,22.9464666667,33.8265333333,15.0342666667
565.35,19.7516,41.6398,29.8935333333,44.7361333333,21.3394666667,16.3256666667,22.8884666667,33.8191333333,14.9974
565.69,19.7561333333,41.62,29.8833333333,44.7793333333,21.3414666667,16.334,22.8971333333,33.8402,15.0026
566.03,19.7694666667,41.6564,29.8652666667,44.7906666667,21.3779333333,16.3348,22.9556666667,33.8914,15.0030666667
566.37,19.746,41.6296666667,29.8501333333,44.7484666667,21.3355333333,16.2864,22.9203333333,33.9003333333,14.9632666667
566.71,19.7614666667,41.6524,29.8465333333,44.7914,21.3296,16.2734666667,22.9404,33.9452,14.9788
567.05,19.7832,41.7646666667,29.8883333333,44.8782666667,21.3428,16.2997333333,22.9746,34.0538666666,14.9781333333
567.39,19.8136,41.8536,29.9243333333,44.9760666667,21.3962,16.3339333333,23.0348666667,34.1497333333,14.9818
567.73,19.7709333333,41.9060666667,29.8884,44.9674666667,21.3406,16.2868,22.9718666667,34.1364,14.9083333333
568.07,19.7950666667,41.9979333333,29.9249333333,45.0022666667,21.3592666667,16.3164666667,23.0101333333,34.1849333333,14.9162
568.41,19.8026,42.0035333333,29.9060666667,45.0162666667,21.3691333333,16.3348666667,22.9955333333,34.1888,14.9062666667
568.75,19.7364666667,41.9379333333,29.8076,44.8992666667,21.3171333333,16.2499333333,22.9348666667,34.1136666667,14.8442666667
569.09,19.7828666667,41.9722666667,29.8524666667,44.9536,21.3481333333,16.3248,22.9582,34.1606666667,14.8595333333
569.43,19.7380666667,41.9774666667,29.8521333333,44.9272,21.339,16.2672,22.9328,34.1784666667,14.8118
569.77,19.7172666667,42.0457333333,29.9112,44.9703333333,21.3427333333,16.2448666667,22.9188,34.1922,14.8036
570.11,19.7702666667,42.1289333333,29.975,45.0516666667,21.3858,16.2585333333,22.9709333333,34.2530666667,14.8400666666
570.45,19.7422,42.1226666667,29.9806666667,45.0936,21.3792,16.22,22.9305333333,34.248,14.8034666667
570.79,19.7635333333,42.0932,29.9784,45.107,21.4117333333,16.2400666667,22.9616,34.2584666667,14.8475333333
571.13,19.7482,42.075,29.9638666667,45.0993333333,21.4004,16.2062666667,22.9420666667,34.2339333333,14.8336
571.47,19.7704666667,42.0803333333,30.0112666667,45.0982666667,21.4576,16.2378,22.9844,34.3120666667,14.8624666667
571.81,19.7644666667,42.0602666667,30.0122666667,45.0940666667,21.4680666667,16.2143333333,22.9841333333,34.3072,14.8893333333
572.15,19.7308,42.0792666667,30.038,45.1347333333,21.4564666667,16.1787333333,23.0090666667,34.3420666667,14.8772
572.49,19.7930666666,42.1888666667,30.1219333333,45.2196666667,21.5304,16.2357333333,23.0730666667,34.456,14.9138666667
572.83,19.7426666667,42.1809333333,30.0761333333,45.1546666667,21.5255333333,16.1891333333,23.0452666667,34.4374666667,14.8932
573.17,19.7869333333,42.3109333333,30.1644666667,45.2616666667,21.5882,16.2525333333,23.1110666667,34.5238666667,14.9252
573.51,19.7926666667,42.3336666667,30.1668666667,45.2819333333,21.5784,16.2588,23.1122666667,34.5492666667,14.9143333334
573.85,19.7964666667,42.3535333333,30.1728,45.3423333333,21.5994666667,16.2794,23.1198,34.5718666667,14.9234
574.19,19.8124666667,42.3858,30.1840666667,45.3285333333,21.6074666667,16.3098,23.1478,34.5732666667,14.9243333333
574.53,19.7645333334,42.3974666667,30.1902,45.3048666667,21.6034666667,16.2879333333,23.119,34.5616,14.8544666667
574.87,19.7838666667,42.4708666667,30.2236,45.3717333333,21.6088666667,16.3156,23.1530666667,34.6238,14.8494666667
575.21,19.7953333334,42.4880666667,30.2229333333,45.3995333333,21.6071333333,16.34,23.1448,34.59,14.8430666667
575.55,19.8274,42.528,30.2626666667,45.4256666667,21.6242666667,16.4025333333,23.1700666667,34.6202,14.8362666667
575.89,19.8400666667,42.5634,30.2676666667,45.4334666667,21.6464,16.463,23.1962666667,34.6465333333,14.851
576.22,19.8527333333,42.5566,30.2734,45.4557333333,21.6782666667,16.5468,23.2390666667,34.6306,14.8698666667
576.56,19.8704,42.5526666666,30.2998,45.4864,21.6760666667,16.6088,23.2863333333,34.6382666667,14.8569333333
576.90,19.8788,42.5233333334,30.2366666667,45.4751333333,21.6392666666,16.654,23.2861333333,34.5928666667,14.8541333333
577.24,19.861,42.4403333333,30.1783333333,45.4030666667,21.6236666667,16.6988666667,23.2882666667,34.5412,14.8538666667
577.58,19.9228666667,42.4875333333,30.2334666667,45.4001333333,21.7187333333,16.8036666666,23.3752,34.5948,14.8874
577.92,19.9267333333,42.4644,30.1972666667,45.3968,21.7361333333,16.8593333333,23.3998666667,34.5621333333,14.8605333333
578.26,20.0488666667,42.5470666667,30.2570666667,45.4803333333,21.8434,17.0031333333,23.5052,34.6224666667,14.959
578.60,20.1066,42.5524,30.2725333333,45.4909333333,21.9248,17.1220666667,23.5743333333,34.6548666667,15.0177333333
578.94,20.1976,42.6328,30.3706,45.5990666666,22.0204666667,17.2526666667,23.7535333333,34.7664,15.1218
579.28,20.2653333334,42.7133333333,30.4060666667,45.6978,22.096,17.3615333333,23.8842,34.8400666667,15.1595333333
579.61,20.307,42.7385333333,30.4566,45.7489333333,22.1383333333,17.4503333333,23.9264,34.8509333334,15.1810666667
579.95,20.4318666667,42.823,30.5725333333,45.8836666667,22.2338,17.5927333333,24.0638666667,34.9852666667,15.2717333333
580.29,20.5088666667,42.9534666667,30.6356,45.9893333333,22.3134,17.6821333333,24.1423333333,35.0553333333,15.3190666667
580.63,20.5499333333,42.9588666667,30.6907333333,45.9900666667,22.3540666667,17.7526,24.2161333333,35.1140666667,15.3078666667
580.97,20.6409333333,43.0940666667,30.8010666667,46.1355333333,22.4948666667,17.8916666667,24.3505333333,35.2254,15.3453333333
581.31,20.5639333333,43.0222,30.7332,46.0834,22.3986,17.9106,24.2749333333,35.139,15.2652666667
581.65,20.5726,43.0816666667,30.8206666667,46.1258666667,22.4274666667,17.9885333333,24.3386,35.2352,15.3487333333
581.98,20.4888,43.0366666667,30.8013333333,46.0901333333,22.3612,17.9855333333,24.3079333333,35.2244666667,15.3064
582.32,20.5038,43.0828666667,30.8474,46.1136666667,22.4202666667,18.0362666666,24.3622,35.2669333333,15.3015333333
582.66,20.3781333334,43.0038666667,30.7344666667,46.0362666667,22.3442,17.9561333333,24.2208,35.1643333333,15.1924
583.00,20.2735333333,42.9904,30.6936666667,46.0484,22.2900666667,17.916,24.1754,35.1296,15.1544
583.34,20.2874666667,43.0378,30.6996,46.0181333333,22.3160666667,17.9318,24.1950666667,35.1391333333,15.1502666667
583.68,20.0844,42.9301333333,30.5312,45.8443333333,22.1618,17.7787333333,24.0141333333,34.9517333333,14.941
584.01,20.0582666667,42.9370666667,30.5327333333,45.8862,22.1472666666,17.8428666667,24.0418,34.9864,14.9605333333
584.35,20.0384,42.962,30.5649333333,45.9277333333,22.1691333333,17.8502,24.0764,34.9894666667,15.0060666667
584.69,19.9807333333,42.9531333333,30.5327333333,45.9118,22.1068666667,17.8226666667,24.0267333333,34.972,14.9578666667
585.03,20.0634666667,43.0741333334,30.6084,46.0381333334,22.2012666666,17.8654,24.1149333333,35.1118666667,15.0538666667
585.37,20.072,43.1053333334,30.5564,46.0376,22.2066,17.8866,24.0864,35.0976,15.0013333334
585.70,20.1923333333,43.2772,30.6414666667,46.1651333333,22.3355333333,17.9655333333,24.1977333333,35.1848666667,15.1200666667
586.04,20.1448,43.2432666667,30.6295333333,46.1376666667,22.2702,17.9438,24.1782666666,35.1236,15.1303333333
586.38,20.2025333333,43.3052666667,30.7098,46.1518666667,22.3163333333,18.015,24.2388,35.2,15.2252666667
586.72,20.2424666666,43.3016666667,30.7221333333,46.1362,22.3313333333,18.0186666666,24.2189333333,35.216,15.1971333333
587.06,20.2235333333,43.3496,30.769,46.1840666667,22.3498666667,17.9622666667,24.2315333333,35.2676666667,15.1728666667
587.39,20.3311333333,43.4898666667,30.9397333333,46.3491333333,22.486,18.0377333333,24.321,35.4202,15.3446666667
587.73,20.3802666667,43.5458,30.9897333333,46.3568666667,22.5491333333,17.9946,24.2976666667,35.4362,15.3572666667
588.07,20.3903333333,43.5574,30.9728666667,46.3388,22.5804,17.9740666667,24.2546,35.4402,15.3410666667
588.41,20.4023333333,43.5128666667,31.0036,46.2832,22.6066,17.9531333334,24.2518,35.4211333333,15.4120666667
588.74,20.3057333333,43.4558,30.9542,46.1696,22.5228666667,17.8444,24.1676666667,35.3296666667,15.3443333333
589.08,20.2365333333,43.4076666667,30.9732,46.1483333333,22.4648666667,17.7595333333,24.1381333333,35.2726666666,15.3124
589.42,20.1864,43.3901333333,30.9798,46.1392666667,22.4548,17.7371333333,24.1187333333,35.302,15.2653333333
589.76,20.1474666666,43.4662,30.964,46.2014666667,22.4634666667,17.6893333333,24.0668666667,35.3352666667,15.2259333333
590.09,20.1259333333,43.471,30.9667333333,46.1938,22.4532,17.6849333333,24.0502,35.3151333333,15.2016666667
590.43,20.1761333333,43.5489333334,31.0579333333,46.2743333333,22.5131333333,17.7393333333,24.1062666667,35.34,15.2801333333
590.77,20.1348,43.4842666667,31.0302666667,46.2374,22.4902,17.7762666667,24.0808,35.2629333334,15.302
591.11,20.0532,43.46,30.9537333333,46.1585333333,22.4416,17.7071333334,24.0394,35.2305333333,15.231
591.44,20.0816,43.5056666666,30.9874666667,46.2123333333,22.4668,17.7872666667,24.1217333333,35.2388666667,15.2989333333
591.78,20.1184,43.5798666667,31.0662,46.2450666667,22.4954666667,17.8372,24.1607333333,35.298,15.3432666667
592.12,20.1272,43.6416666667,31.0756,46.2798666667,22.5327333333,17.8526666667,24.1598666667,35.2853333333,15.3694
592.46,20.1494666667,43.6901333333,31.1164,46.3444666667,22.5535333333,17.8821333333,24.1892,35.3297333334,15.4008666667
592.79,20.3106666667,43.8744666667,31.2397333333,46.4754666667,22.7154666667,18.0003333333,24.3152666667,35.4874,15.5503333333
593.13,20.2288666667,43.782,31.1352666667,46.3964,22.6138,17.8926666667,24.2018,35.4029333333,15.4623333333
593.47,20.2926666667,43.7599333333,31.1740666667,46.3920666666,22.6146666667,17.8939333333,24.2087333333,35.4083333333,15.5221333333
593.80,20.3693333333,43.8590666667,31.2793333333,46.5526,22.718,17.9374,24.2978,35.5281333333,15.5629333333
594.14,20.3660666667,43.932,31.3081333333,46.5814666667,22.7360666667,17.8726,24.2656,35.5960666667,15.5634
594.48,20.4182666667,44.0201333333,31.3299333333,46.6178666667,22.7454666667,17.8331333333,24.2388666667,35.6866,15.5704
594.81,20.4474666667,44.0239333333,31.3766,46.6203333333,22.7272,17.798,24.2418,35.6914,15.5786666667
595.15,20.4509333334,44.0368666666,31.4107333333,46.5913333333,22.7391333334,17.7289333333,24.1925333333,35.7914666667,15.5940666667
595.49,20.5035333333,44.0346666667,31.4476666667,46.6043333333,22.7792666667,17.724,24.1881333333,35.8457333333,15.6801333334
595.82,20.5025333333,44.0946666667,31.4686666667,46.6292,22.7268,17.6582,24.1458,35.9294,15.6502666667
596.16,20.5724,44.1576666667,31.5248666667,46.672,22.7895333333,17.7426,24.1936666666,35.9788,15.7236
596.50,20.5580666667,44.1686,31.5592666666,46.6858,22.8064,17.7307333333,24.1516,36.0289333333,15.7287333333
596.83,20.6142666667,44.2361333333,31.6808,46.7671333333,22.8882,17.7754666667,24.21,36.1024,15.8123333333
597.17,20.6006666667,44.2099333333,31.6716,46.7336,22.8929333333,17.7696666667,24.2088666667,36.1166666667,15.7821333333
597.51,20.6452666667,44.2892,31.7042,46.7592666667,22.9470666667,17.8124,24.2264,36.1769333333,15.8523333333
597.84,20.673,44.2842,31.7410666667,46.7682,22.9785333333,17.8969333333,24.2713333333,36.2183333333,15.9113333333
598.18,20.6964,44.3222,31.7748,46.8226666667,23.0145333333,17.9852666667,24.3408,36.2577333333,15.9870666666
598.52,20.8317333333,44.5027333333,31.8921333333,46.9972,23.1496,18.1779333333,24.4590666667,36.4082666667,16.1171333334
598.85,20.8844666667,44.5827333333,31.9612,47.0663333333,23.2122,18.2793333334,24.5068666667,36.4485333333,16.1404666667
599.19,20.827,44.6248,31.9512666667,47.0960666667,23.1976666667,18.3046,24.4941333333,36.4537333333,16.0618666667
599.53,20.9099333333,44.6499333333,32.0448666667,47.1487333333,23.28,18.4316,24.6112,36.5240666667,16.1553333333
599.86,20.8632,44.6766666667,32.0168,47.1436,23.2236,18.3727333333,24.5927333333,36.5341333333,16.103
600.20,20.8372,44.6684,31.9860666667,47.1353333333,23.1435333333,18.3326,24.5882,36.5014,16.0301333333
600.53,20.8868666667,44.7578,31.9969333333,47.1672666667,23.1630666667,18.3916666667,24.6222666666,36.5641333333,16.0682
600.87,20.9974,44.9275333333,32.1458,47.279,23.2664666667,18.4882666667,24.7306,36.7292,16.1642
601.21,20.9692666667,44.9316,32.1422666667,47.2794666667,23.2404666667,18.4466,24.697,36.7385333333,16.1264
601.54,20.9196,44.8842666667,32.1017333333,47.1997333333,23.2083333333,18.3302,24.6184,36.6774666667,16.0419333333
601.88,21.0334,44.9114666667,32.1674666667,47.2577333333,23.2744,18.3292,24.6563333333,36.7508666667,16.071
602.21,21.0675333333,44.8801333333,32.1782666667,47.2604,23.3110666667,18.3154,24.6842666667,36.8098666667,16.1339333333
602.55,21.0656666667,44.8280666667,32.145,47.2942666667,23.3024,18.2302,24.6653333333,36.8108666667,16.1582666667
