wavelength,Back_ThrBonf,Belly_ThrBonf,Breast_ThrBonf,Crissum_ThrBonf,Crown_ThrBonf,DorTail_ThrBonf,Patch10_ThrBonf,Patch11_ThrBonf,Rump_ThrBonf,Throat_ThrBonf,WingTip_ThrBonf
184.49,47.6544666667,57.7600333333,47.7602666667,56.208,55.9082666667,49.80247,57.4780333333,48.9243333333,52.4044888889,54.2150333333,51.4620714286
184.87,48.7912666667,58.5348,48.9743333334,59.0476,58.6814,51.4285466667,60.7692333333,51.0624,56.4224,55.4762,55.1971777778
185.25,47.3032666667,56.4793666667,48.8762,58.5017333333,58.6516,49.4532866667,58.2022666667,48.1272666667,53.9325777778,51.7228333333,54.0128333333
185.63,42.7982,52.7365666666,47.2017333333,55.6996,56.4196,45.8785666667,53.6213333333,41.1521333333,47.9287777778,45.6994666667,50.2302873016
186.01,43.492,54.8526666667,48.9796666667,57.9137,59.4105333333,46.6484466667,53.492,41.7688,47.4679111111,47.7325,49.4893825397
186.39,49.762,57.9762,52.0952666667,62.8095,63.3809333333,50.4785033333,57.1665333333,48.5714666667,49.7935777778,52.4047666667,53.7257206349
186.77,52.8071333334,62.2222666667,54.7952666667,64.8831666667,69.1227333333,54.3362633333,62.1927999999,53.6258,46.4911777778,56.7252333333,57.6329904762
187.15,50.1076,63.7993,57.8495333333,68.1003666667,70.3942666666,54.6523766667,61.8638666667,57.4194,41.2664222222,57.5984666667,61.0052634921
187.53,46.2338666667,62.1643333333,62.3377333333,69.1342666667,67.7921999999,45.1730833333,54.2423666667,55.4977999999,34.632,53.3334333333,57.0027571428
187.91,62.7879333334,85.3333333333,79.8788000001,102.787733333,92.8485333333,60.5151133334,71.2727666666,77.2121999999,52.1211777777,78.3635999999,85.4804158732
188.29,63.3985999999,93.0718666667,87.4509333333,110.130866667,95.9476666668,61.17645,73.3987333334,89.0196666667,54.9455555555,86.3397666667,94.6343111111
188.67,77.6295999999,111.036966667,108.592666667,131.777933333,115.259333333,77.9481100001,80.4443666667,109.926,60.5432444445,105.555566667,107.745977778
189.05,92.2220666669,119.1667,133.889,138.981333333,137.5926,89.7593133335,95.4629999999,131.8518,54.5061555556,116.388833333,115.110144445
189.43,98.7036666668,127.0371,144.444466667,150.925866667,139.8148,101.564893333,106.944366667,146.111266667,66.9135777777,114.4446,124.55021746
189.81,152.381,191.666566667,214.047533333,221.0713,203.333466667,167.928576667,165.952466667,233.5714,113.095311111,169.523766667,188.452312698
190.19,112.753733333,140.8695,157.681066667,152.753666667,157.536133333,131.007246667,138.1883,176.377,96.4733555555,130.217333333,150.47625873
190.57,168.266666667,235.466666667,268.8,239.733333333,262.4,215.626666667,221.866666667,299.2,153.066666667,211.066666667,255.479365079
190.95,221.5686,328.431366667,369.411733333,342.353033333,370.9804,288.88238,312.9411,420.392266667,216.208977778,295.6863,354.818071429
191.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191.71,-252.8206,-370.5129,-412.820533333,-368.461566667,-414.8718,-337.12812,-366.1538,-489.7436,-205.641088889,-315.384633333,-386.923112698
192.09,-101.739066667,-159.854933333,-207.8262,-154.492766667,-199.420333333,-162.492783333,-165.7971,-244.3478,-65.7003111112,-117.826133333,-173.519677778
192.47,-152.963,-213.703833333,-304.444333333,-224.074233333,-298.888866667,-244.185093333,-244.074,-313.333333333,-85.1852222221,-172.4075,-237.310388889
192.85,-43.7333333333,-67.5999999999,-158.133333333,-83.7333333334,-138.933333333,-105.08,-123.6,-148.266666667,14.6666666667,-50.9333333333,-106.920634921
193.23,-0.19053333326,-20.0952333335,-72.5714666667,-31.0477333333,-63.9999333334,-49.40006,-59.1428999999,-85.9049333333,30.2223111111,-6.47626666653,-48.8979698414
193.61,14.4681333333,-1.41836666659,-39.8582,-3.75876666654,-33.7589333333,-23.6736166667,-27.9433666666,-49.0780666667,37.9668222222,-0.63836666666,-23.0292079366
193.99,14.5762666667,1.12986666667,-31.2994666667,3.6723666668,-21.5819333333,-13.7400233333,-20.6779333334,-35.2541333333,36.5348,-1.46893333339,-16.602015873
194.37,26.2392666667,19.1025333333,-10.5126666667,17.0085333333,4.44440000001,8.75645666667,0.0428,-7.3504,45.8689777778,18.8462666667,8.62441904763
194.75,26.4444666667,19.6111666667,-27.4445333333,11.0554666667,-2.88893333335,-2.96673333335,-9.9444,-17.2220666667,55.8888666667,17.6111,7.18786984126
195.13,5.19999999998,0.80000000006,-64.9333333333,-16.8666666667,-28.5333333333,-35.0866666667,-38.6,-52.9333333333,44.4444444444,0.20000000006,-21.4031746031
195.51,7.08346666668,3.88896666662,-67.361,-17.9166333333,-33.1944666667,-30.6597,-34.8612333333,-53.4720666667,44.9999333334,6.11109999994,-26.5840285714
195.89,1.96973333332,3.33330000006,-78.0302,-16.8940666666,-43.9394,-36.8635566666,-45.9090000002,-64.6968666667,47.8282444444,2.87893333334,-33.7625507936
196.27,17.9999999999,25.3333333334,-51.6,-1.8,-19.3333333334,-12.0933333333,-29.5333333333,-40.1333333333,61.688888889,16.7999999999,-12.219047619
196.65,25.7626666666,28.4182,-30.1695333333,5.2542,-4.63273333325,-1.80230666667,-15.5931999999,-27.4576666666,61.8455777779,20.1695333333,-6.42449365078
197.03,29.5098666667,28.8725666667,-19.5098666667,4.41170000006,0.294199999986,0.098110000006,-7.00983333334,-21.8627333333,58.8888888889,21.7646666666,-2.32503333334
197.40,27.6766,20.0503666667,-28.2828,-5.8586666666,-11.1110666667,-6.10094999999,-11.9696333333,-28.4848666667,59.8316888889,10.6566666667,-10.8658063492
197.78,25.2251333333,15.7206333333,-24.7747333333,-4.54970000014,-13.7836666667,-6.41887000001,-10.5856666666,-28.919,54.8949333334,9.00890000002,-8.38486031746
198.16,36.8036666666,22.1461000001,-14.7032666667,0.9132,-7.4886,3.93140666665,1.735,-24.1096,59.8173777778,16.3012,1.70679841268
198.54,33.8888666667,19.4443666667,-8.73013333334,1.9841666666,-6.50779999999,2.90083333331,10.7935333333,-22.8571333333,54.1270222222,13.1747,-0.58200000002
198.92,43.6578666667,37.0796333333,14.9263333333,19.4100333333,14.8672,26.2860066667,28.0531333333,2.53693333334,60.3539777778,29.9706333333,15.9866746032
199.30,56.9998666667,51.1111666666,32.9444,37.75,33.3332666667,42.0139333334,43.3056333333,22.6666,74.4815555556,44.5276,35.1943888889
199.68,58.0952,49.5238333334,37.4435333333,42.8571,36.742,42.4260633333,44.2105,26.1654666667,73.3166222222,45.6140333334,40.0286698413
200.06,55.5889333333,47.8445666667,35.3382,38.1956666667,34.1352666666,36.8647066667,39.7995,22.9071333333,68.2205555556,44.3608333333,37.602184127
200.44,60.4761333334,48.8095333334,41.0052666667,39.1533333333,36.9840666666,37.0927133333,46.2964333333,25.8201333333,72.0635111111,47.0106666667,40.9561349206
200.82,60.9655333333,51.1723666666,43.862,43.2644333333,40.1379333333,40.4551333333,52.4138,30.2529333333,71.3870222222,51.3104,45.6890222222
201.19,55.7017333334,45.0658666667,38.7719333333,39.1887333333,35.8332666667,37.25874,49.0789,26.4474666667,65.4239333333,45.8553,41.846147619
201.57,55.7736666667,47.2767999999,38.7362666667,40.8497,38.6492666667,38.3594833333,52.0261333333,27.8432,65.8096222222,48.0609666667,42.275115873
201.95,56.5753333334,48.379,38.7215333333,42.5571,40.1827333333,36.4679766667,53.3789,27.8538666667,65.8295777778,49.2237,41.8633825397
202.33,56.7124000001,50.4338666667,40.7762666667,43.5388,39.1782,33.4383366667,52.6027666667,30.0000666667,66.7884,51.8950333333,41.9297746032
202.71,59.6760000001,53.6343000001,42.8703333333,47.2224000001,42.5,35.12035,53.0556666667,33.0556,69.3364,54.1203,44.7233126984
203.09,55.1399333333,49.2258666666,41.2043333333,46.1289,39.4408,30.26447,48.5592333333,30.2364,62.6094444445,49.7203,42.9831047619
203.47,51.0568666667,44.5121666667,37.1951333333,40.9958666667,35.0812,29.1464233333,46.6667666666,25.8944,54.5935333333,44.7969,36.3318095238
203.85,50.9334666667,43.2888666667,34.7111333333,36.5556666667,32.3999333333,27.46658,47.0667333333,22.0444666667,50.8147777778,42.3556,31.5259063492
204.22,55.4668,46.2222666667,35.8222666667,40.6889666667,34.9334,33.7066,52.2,25.4222666667,55.2296666667,44.3333666667,36.2000333333
204.60,47.898,40.6156666667,27.0488,34.9256666667,28.9173333334,29.9618,43.3757,19.6603333333,49.1436222222,39.7451666667,29.8190555556
204.98,38.3583333333,28.8806333333,16.6667333333,24.801,16.8656,20.04228,30.6468333333,6.86573333333,39.0048888889,28.4824333333,17.4259206349
205.36,37.1264666667,28.0172666667,16.7816666667,26.8104,12.7012,18.3476433333,28.3909333334,1.89666666666,34.9808222222,29.5690333333,13.659015873
205.74,32.5412,24.7855000001,11.7492666667,20.5940333333,5.08239999998,11.2376566667,20.9242,-9.24086666666,25.6984888889,25.9075333333,3.69333492063
206.12,37.3334666667,32.8184666667,20.7272666667,21.7878333333,12.4240666667,20.4059566667,26.8182666667,-2.78793333333,30.5252888889,31.2121666667,11.8917428571
206.50,39.5977333333,37.2126,22.3564666667,23.9942666667,18.7930666667,27.79893,31.4367,0.574799999992,33.5633333333,33.7642666667,15.8975698413
206.87,41.6803333333,39.2681666667,24.8237333333,26.6937,21.3549333333,30.2115033333,34.3631,6.28733333333,34.8328666667,39.0514333333,21.6995888889
207.25,51.0143999999,45.5436333333,26.5941333333,29.1303666667,22.3913333333,32.64861,41.7754666667,2.10159999999,38.4299555555,45.1088333333,25.778147619
207.63,47.2851333333,41.1683666667,24.0548666667,25.2576666667,17.3883333333,28.5395366667,36.4262333334,-1.03086666667,35.8762444444,41.1341333333,25.8566
208.01,45.2329333334,42.6882333333,21.2187333333,24.3729,15.9856666667,23.9246933333,32.5809,0.430066666674,37.2043555556,41.0752666667,24.6083412698
208.39,41.4491333333,38.5507000001,22.6810666667,21.3768333333,11.884,17.8659666667,25.0725333333,-5.28980000001,32.1014222222,38.5146333333,16.9394015873
208.77,45.5038666667,37.8681000001,27.3642666667,24.1085666667,11.7054,16.7325,25.2327333333,-9.68986666666,35.2714222222,42.2869666667,17.7629904762
209.14,58.3660666667,51.5032333333,41.6994,37.5817333333,31.5033333333,32.3201366667,42.2874666667,13.3333333333,50.2833555556,58.5948,33.1979063492
209.52,54.8910666667,46.8536333333,34.0187333333,30.2804,29.0342666667,26.92537,42.0249333333,12.8349333333,51.028,53.9564333333,31.7252666667
209.90,49.1472,42.1189666667,31.7831333333,27.9328333333,28.2686666667,28.11113,38.7595,14.4702,48.5443333333,46.9250666667,32.398115873
210.28,46.472,41.4354333333,28.9051333333,28.005,28.4185333333,28.2847333333,39.0755666667,16.8856,49.5054888889,45.7664333333,32.5779095238
210.66,42.4195333333,37.7957666667,23.3332666667,23.414,23.2257333333,20.4730933333,35.1075,12.5268666667,46.2187111111,42.0430333333,29.950168254
211.03,37.6238,32.2113333333,21.0562,15.6433666667,17.8878,11.8977266667,32.4423666667,2.17833333333,45.0165333333,40.2971,25.5791206349
211.41,28.8288,24.9250333334,12.2523333333,8.67870000002,12.4924666667,10.9368966667,29.2793,-1.56166666667,39.4594222222,32.5825666667,17.5461269841
211.79,24.1888,22.9793666667,7.96453333334,4.63123333334,7.84653333332,11.00587,27.2564666667,-5.48666666667,36.8338222222,30.2949,13.0776444444
212.17,28.8889333333,25.3332333333,8.83346666666,6.58326666666,11.0554666667,13.61656,28.4722,-1.44426666667,39.5556,29.5278666667,16.2116238095
212.55,31.4203333333,27.6231666667,8.11593333334,3.971,15.7102666667,16.63485,34.4347666667,2.14500000001,41.8744444445,30.3767,19.1374380952
212.92,27.2726666667,25.8486,3.81813333333,-0.09093333334,10.5454,12.2363366667,30.0304,2.48486666667,33.4747555555,21.9696666667,13.9841285714
213.30,23.7837333333,25.7658,-1.02099999999,-1.982,5.16513333334,9.93392000001,23.6337,-2.22213333332,29.0892444445,16.0359666667,10.1144603175
213.68,20.7778,25.0277666667,-2.72213333333,-2.02783333334,4.88886666666,10.1721133333,22.1111,-1.72233333333,27.2221777778,12.5001333333,8.30955714286
214.06,22.2419333333,22.9499666667,-3.77573333333,-3.39226666667,3.53986666667,7.87314,20.6489333333,-1.06193333333,29.5574888889,10.59,7.64016349205
214.44,21.6992666667,18.7907666667,-7.32026666667,-5.91499999999,-4.90199999999,2.72563000001,13.7255666667,-4.90180000001,25.2288,5.26143333334,3.23064603175
214.81,17.4918,16.0396333333,-10.0329333333,-6.50163333332,-11.2871333333,-1.27065666667,8.05286666667,-8.71293333335,18.5478222222,-1.02306666667,-5.97193333334
215.19,19.8808666666,21.2499333333,-7.91673333333,-0.9227,-4.88086666667,5.16364,10.3571666667,-5.8334,21.369,3.006,-4.65281269841
215.57,12.0489333333,15.6880333333,-14.3119333333,-7.6147,-9.35773333334,-1.59940666667,-2.53816666667,-12.3546666667,15.0866666667,-2.29356666667,-14.5623634921
215.95,11.6837333333,19.4158,-12.0962666667,-3.71123333333,-5.6358,-5.25421333333,-5.56693333334,-13.1272666667,16.0824444445,0.48106666666,-14.1565063492
216.32,0.775066666673,15.3100333333,-16.2014666667,-10.3876333333,-13.8759333333,-9.01549333333,-12.7519,-22.9458,9.94828888888,-3.99229999999,-20.5462825397
216.70,-14.0,5.91666666667,-29.8333333333,-20.625,-28.6666666667,-18.1083333333,-31.0833333333,-36.4166666667,-1.05555555555,-14.0416666667,-33.9682539682
217.08,-8.91666666668,10.1666666667,-25.8333333333,-19.3333333333,-23.1666666667,-11.8208333333,-27.5833333333,-34.5833333333,8.36111111113,-6.83333333334,-32.4761904762
217.46,-7.46046666665,9.80159999999,-19.2062,-19.8808333333,-15.9524,-9.25402333333,-23.4919666667,-29.8412666667,10.7672666667,-7.81746666667,-28.1708142857
217.83,-2.44726666666,14.3037666667,-5.5696,-13.7130333333,-10.5484666667,-5.47682999999,-21.0970333333,-28.27,13.8395111111,-1.98316666667,-24.5188634921
218.21,-7.34166666666,11.8144,-2.02540000002,-13.4175333333,-9.1984,-9.16037333333,-20.2532333333,-25.9072,9.05760000001,2.36283333333,-25.1396619048
218.59,-11.7750666667,15.5411666667,1.12553333333,-11.8181666667,-6.83979999999,-6.23381666667,-19.567,-25.2815333333,9.61044444444,4.41566666666,-26.6152380952
218.97,1.20000000001,20.3333333333,15.2666666667,-1.6,8.06666666667,13.2666666667,-3.43333333334,-10.4666666667,20.6,19.8666666667,-5.9015873016
219.34,4.57533333333,21.2745,19.9999333333,2.18956666666,7.3856,15.9770566667,3.59456666668,-6.33979999999,19.8256888889,19.6732666667,-0.536955555548
219.72,13.5186,24.9074333333,26.2963333333,9.35193333334,11.7282666667,20.7314633333,12.3764,3.21,22.1399777778,24.3827,11.2742253968
220.10,19.2533333333,25.2,26.4533333333,14.8266666667,15.2,21.688,15.4933333333,11.2533333333,23.2888888889,23.3066666667,15.3917460317
220.47,26.5196,28.5048666667,32.9903333333,20.9314,21.6668,23.84064,21.2744333333,17.0098,26.6501333333,28.6274,21.2324968254
220.85,38.1016,40.9051,48.0354,32.4504666667,35.0551333333,34.62914,34.4812333333,29.4923333333,38.5283333333,39.9117,32.9528126984
221.23,33.7155333333,34.9681,42.3778,26.3481333333,32.5264666667,30.5628933333,29.6178,25.9023333333,32.1585111111,34.862,30.7147380952
221.61,30.8170666667,30.0441666667,37.6158666667,24.2384,28.1236,28.81663,26.1148333333,22.5166666667,29.4628444444,33.6864333333,28.6483730159
221.98,25.8216666667,24.2488666667,29.5775333333,16.784,23.1924666667,24.4318933333,19.0140333333,17.4179333333,24.5070666667,30.9155666667,23.9929142857
222.36,30.3703333333,27.5231666667,28.7962666667,20.2778666667,23.8889333333,28.16904,22.4075,20.926,25.6636,33.1018666667,26.463868254
222.74,30.8094,24.1904,28.238,16.881,25.9522666667,25.7928666667,21.8333,20.1428666667,25.9047777778,33.4762333333,25.6270857143
223.11,36.5053333333,31.9355,33.1182,22.4462333333,32.0968666667,27.35488,25.0806666667,27.5268666667,31.1649777778,35.5644333333,31.5553285714
223.49,30.1808,28.4237666667,26.7184666667,17.1059,28.5788666667,22.2531466667,20.0776,26.3049333333,29.4057333333,31.9121,26.1818015873
223.87,25.4872,26.564,23.4358,14.5641333333,25.4872666667,18.0691666667,17.1282,24.9743333333,27.2477555556,31.1794333333,22.3285380952
224.24,11.6393333333,17.1858333333,15.3005333333,0.491800000006,13.2786,8.35805333335,8.41526666666,13.2787333333,18.5610444445,23.3879333333,10.2445333333
224.62,3.08113333335,12.1846333333,8.17919999999,-6.7787,8.90759999999,5.61900000001,3.05323333332,7.1148,16.2090888889,19.6638666667,5.54483015876
225.00,-0.77133333334,6.52893333335,1.43253333334,-9.14586666667,4.46273333334,-0.024813333332,0.496033333327,1.48760000001,11.9743111111,15.0412,4.78282698411
225.38,-7.87359999999,0.316133333333,-4.88506666666,-13.7357333333,-3.10353333334,-9.34766000001,-5.11486666667,-7.01133333332,4.71257777778,7.95966666666,-4.4897031746
225.75,-12.6212666667,-1.1651,-9.64420000001,-19.0290333333,-4.33646666667,-16.9935666667,-8.41410000001,-10.9384,-1.61813333333,3.59216666666,-9.15854761906
226.13,-11.7284,2.62353333333,-7.16040000001,-15.4012333333,-1.79013333334,-14.9908266667,-6.41956666666,-9.19753333331,-2.32504444446,1.69763333332,-5.78930317461
226.51,-8.31840000001,6.69616666667,1.12106666667,-11.2684,2.47779999999,-13.8525066667,-3.00893333332,-7.07973333333,2.89077777777,1.41623333332,-2.44827777776
226.88,-0.882400000007,12.8921,5.73526666667,-2.13236666667,5.19619999999,-7.31371666668,2.4509,-0.980400000008,8.26793333333,5.26946666665,5.01396825396
227.26,-3.24333333334,5.65326666666,-1.21633333333,-6.44146666667,1.30626666667,-10.8693566667,-0.855933333333,-3.96393333333,3.67880000001,2.07220000001,0.157760317476
227.64,0.2778,8.33326666666,4.64279999999,-1.44853333334,4.44446666668,-5.00199,3.17450000001,-1.26993333333,5.42324444445,7.32153333333,5.04239047619
228.01,1.75646666667,6.94610000001,4.71073333334,-0.858333333332,5.38919999999,-3.87212999999,4.07173333333,-1.59686666667,7.13248888889,8.20359999999,6.03566507936
228.39,8.32413333333,11.3076333333,8.06626666667,3.00176666668,10.9391333333,1.50459666667,8.56369999999,6.00380000001,12.0197333333,12.3019666667,12.8404587302
228.76,3.88600000001,7.41536666666,1.71119999999,-2.54896666666,4.84846666666,-3.74696333333,3.45813333333,1.53286666666,5.37135555556,5.61490000001,6.73713015873
229.14,2.97393333334,5.16356666667,0.065466666674,-4.085,1.53599999999,-2.74493666667,2.02606666667,0.784466666672,4.99991111112,6.65033333334,4.38534285713
229.52,9.40840000001,12.6407666667,7.12840000001,3.40553333333,7.64806666666,4.73145000001,10.3896333333,9.17759999999,13.112,13.3622,14.4128952381
229.89,8.08246666667,11.7375333333,8.0822,3.75799999999,7.95373333333,4.45060666667,9.63980000001,8.62280000001,12.2522444444,12.3423666667,13.8475968254
230.27,9.45406666665,10.9988333333,8.19973333333,5.18006666665,9.38446666667,5.19159666667,10.4994,9.10566666667,13.3023555556,13.3796666667,13.1397650794
230.65,5.72086666667,8.29289999999,4.3366,2.07616666667,6.32066666667,2.86857666667,7.19736666667,6.55120000001,10.6035777778,11.3380333333,9.46012380952
231.02,0.024666666666,2.49083333335,-1.01599999999,-2.7508,2.20579999999,-1.45721,2.83763333334,1.04073333333,4.70057777777,7.07560000001,4.21901269842
231.40,0.201266666668,2.42770000001,-0.956000000006,-3.01900000001,1.61013333333,-0.373543333333,3.50953333333,1.30813333333,4.41097777779,6.66666666667,4.57862063493
231.78,-3.17713333333,-3.24233333333,-7.08333333335,-9.03653333334,-3.41146666665,-5.37239666667,-3.16409999999,-3.04706666666,0.138933333335,-0.0521,-0.728566666674
232.15,-5.62093333332,-4.96723333333,-8.07833333333,-11.1242333333,-5.33339999999,-6.76077,-4.47070000001,-5.77786666665,-0.793066666667,-3.94779999999,-2.98722857142
232.53,-3.83193333333,-3.91086666667,-7.50640000001,-9.60633333332,-4.06826666667,-5.54474666667,-3.21530000001,-6.50926666666,1.50473333333,-2.664,-2.50907619048
232.90,-5.44433333333,-6.97233333333,-9.13893333333,-9.84733333334,-5.58326666667,-8.52785,-4.49996666666,-8.05553333333,0.407422222222,-4.22226666667,-4.76847777777
233.28,-10.2813333333,-13.5259666667,-14.1924666667,-14.3555333333,-9.98513333335,-14.7896533333,-10.7112666667,-13.5406,-5.88639999999,-12.0443333333,-9.78205079365
233.66,-14.4983333333,-19.8058333333,-19.1262666667,-18.5275666667,-14.9513333333,-19.6585333333,-15.9869666666,-19.3852,-11.6504444444,-17.0066333333,-16.9063142857
234.03,-13.3,-20.4166666667,-20.4666666667,-17.7666666667,-17.2666666667,-18.6666666667,-14.9,-19.4333333334,-11.3222222222,-16.6333333333,-16.6484126984
234.41,-17.8387333334,-24.1209333333,-23.8829333333,-21.5384,-24.066,-22.1374733333,-17.8936666667,-21.6482666667,-14.3590666667,-21.5384333333,-20.205847619
234.78,-17.5091333333,-26.5933,-26.5202666667,-20.8791666667,-24.0658,-19.3407266667,-17.2893,-24.1759333333,-14.8351777778,-22.3443666667,-18.0367873016
235.16,-9.39853333334,-16.6178333333,-19.4796666667,-13.5123333333,-16.7153333333,-10.4795633333,-11.0405666667,-15.4146666667,-7.78324444444,-15.0405666667,-9.33806825398
235.54,-10.3492666667,-15.1904666667,-18.508,-12.2856666667,-15.9682666667,-10.2841966667,-10.9206666667,-15.7461333333,-7.73564444446,-13.4761,-9.21164603174
235.91,-10.628,-15.7971666667,-19.0339333333,-11.8196,-15.169,-11.21421,-10.8373333333,-16.6183333333,-8.87817777778,-12.7856666667,-9.88419047619
236.29,-6.87406666667,-11.1852,-15.5852,-9.39253333333,-11.8519333333,-9.10966666665,-8.62226666667,-13.4222,-7.66413333333,-7.25913333333,-7.0815920635
236.66,-9.49393333334,-11.8601666667,-14.8214,-10.3124333333,-13.2143333333,-10.46876,-10.5952,-14.8809333333,-10.4066888889,-8.25893333333,-8.64714444445
237.04,-4.7234,-6.78809999999,-9.77053333334,-7.31439999999,-7.90806666667,-5.46285333334,-7.139,-9.79766666667,-6.52279999999,-3.46823333333,-4.60317301587
237.41,-1.1028,-0.112766666666,-5.16286666667,-2.5565,-2.43126666668,0.269336666662,-1.39096666667,-3.33339999999,-1.9966,1.57903333334,2.29622222222
237.79,3.37926666666,5.73560000001,-0.069,1.68960000001,2.68966666666,5.44248,2.7126,1.3794,3.07284444445,5.62063333334,7.1854777778
238.17,7.40733333333,10.1058666667,4.82539999999,4.9629,7.28046666668,8.56193666665,5.54513333333,5.73533333335,6.58906666668,9.17453333333,10.596231746
238.54,6.135,8.87536666666,3.84446666667,2.5051,6.05300000001,5.81699666666,2.82183333333,4.66266666666,4.34913333333,7.80163333332,8.94192063491
238.92,5.14886666667,9.45229999999,3.3044,1.48896666666,4.8416,4.33152666667,1.489,5.39860000001,3.83602222222,7.32960000001,8.60985079364
239.29,2.26026666667,6.29633333333,1.55746666667,-0.607833333326,2.621,1.44727,-0.379833333334,2.43119999999,1.70308888889,5.65993333333,6.11315396825
239.67,1.7608,4.81196666667,0.940266666668,-1.1795,1.55560000001,0.0828399999994,-1.0342,1.41886666667,1.24788888889,4.23063333333,4.95930952381
240.04,2.41180000001,6.03676666667,2.56520000001,0.39166666666,2.65739999999,1.6727,0.130666666667,2.67280000001,2.4834,5.45313333333,6.36457777778
240.42,2.00406666666,5.13966666666,2.33126666667,1.19973333334,2.74033333333,2.30658,1.08373333333,2.89013333333,2.95364444445,4.83956666666,7.05047460318
240.79,0.655866666665,2.74433333334,-0.036333333334,-1.0017,0.412933333335,0.51065,-0.206266666666,1.10513333333,1.14555555555,2.31936666667,4.94605714286
241.17,1.91706666667,4.00110000001,0.807866666668,0.753800000001,0.98,2.00109666667,1.5564,2.45553333333,2.53824444445,2.57953333333,6.71388730157
241.54,2.30993333333,3.85483333333,0.857733333334,0.618866666666,0.857733333335,2.34075666667,1.2476,2.49513333333,2.61208888889,2.02246666667,6.01101269841
241.92,1.29,2.16956666667,-0.721799999998,-0.843633333333,-0.369733333333,1.18583333333,0.0046,1.75906666667,0.854022222223,0.942733333332,4.86612539683
242.29,-0.497666666669,0.038566666666,-2.46233333333,-2.4968,-2.17926666667,-0.068273333334,-1.00386666667,0.094466666666,-0.775111111111,-0.669366666667,3.53204444445
242.67,1.17593333334,1.80453333333,-0.405666666666,-0.064766666666,-0.210733333335,2.37024,1.45183333333,1.58953333333,0.835244444443,0.9773,5.53282222221
243.05,1.1512,1.38863333333,-0.101133333335,-0.093266666666,0.109000000002,2.38111333333,1.7853,1.06586666667,0.425333333334,1.11236666667,5.20050000001
243.42,1.82013333333,2.04866666667,0.539466666669,0.351933333333,0.629199999998,3.34274,2.6853,1.73033333333,0.991333333333,1.92506666667,5.79741269841
243.80,2.372,2.90593333333,0.972266666664,0.7956,1.5028,4.08243,3.36626666667,2.28373333333,1.57877777778,2.05906666667,6.54404444444
244.17,4.23326666667,4.67463333333,2.31226666667,2.36556666667,3.0238,6.03408999999,5.17263333333,4.01993333333,3.3748,3.46146666666,8.10672857142
