wavelength,Back_SicLuvf,Belly_SicLuvf,Breast_SicLuvf,Crissum_SicLuvf,Crown_SicLuvf,DorTail_SicLuvf,Patch10_SicLuvf,Rump_SicLuvf,Throat_SicLuvf,WingTip_SicLuvf
561.60,15.4647222222,57.25975,31.3302083333,49.2366666667,12.0321666667,13.596375,12.6066666666,17.3814166667,39.1945833333,12.8880833333
561.94,15.465,57.3435,31.3876666666,49.3485,12.01075,13.586625,12.6130833334,17.3698333334,39.2471666667,12.8678333333
562.28,15.4371111111,57.34025,31.4177083333,49.3174166666,11.9718333334,13.5890416667,12.58,17.37525,39.2175833333,12.7916666667
562.62,15.4337222222,57.3295833334,31.3893333333,49.279,11.9378333333,13.5634166666,12.574,17.3465833333,39.2074166667,12.7749166667
562.96,15.5276944444,57.3286666667,31.487375,49.3424166667,12.0600833333,13.6799166666,12.6670833333,17.4735,39.2747916667,12.88775
563.30,15.5622222222,57.3880833333,31.5019583334,49.39725,12.0415,13.6803333333,12.6743333333,17.484,39.3235416667,12.952
563.64,15.5717222222,57.33325,31.5302083334,49.3995,12.0373333333,13.6822083333,12.6645833333,17.4680833333,39.3452916666,12.9689166666
563.99,15.6732222222,57.447,31.5785833333,49.4815,12.12075,13.7918333333,12.7775833333,17.5648333333,39.4264583333,13.1053333333
564.33,15.7512222222,57.4904166667,31.6306666667,49.5203333333,12.1849166667,13.8663333333,12.8495,17.6158333334,39.4319166667,13.1838333333
564.67,15.7669722222,57.4859166667,31.6732916667,49.5231666667,12.1898333333,13.8817916666,12.805,17.6219166667,39.4783333333,13.2264166667
565.01,15.8661388889,57.6099166667,31.8199583333,49.60825,12.2589166667,13.9194166667,12.8631666666,17.6929166667,39.586,13.3053333333
565.35,15.8756388889,57.6704166667,31.8047916666,49.6443333334,12.239,13.9016666666,12.8646666666,17.68825,39.6151666667,13.2866666667
565.69,15.8699444445,57.6998333333,31.8282083333,49.6466666667,12.2534166667,13.9145833334,12.8754166667,17.6988333333,39.6155416667,13.29225
566.03,15.8813055556,57.6386666667,31.85775,49.6304166667,12.2460833333,13.9151666667,12.8723333333,17.67175,39.63,13.3135833333
566.37,15.8738333333,57.6275,31.9016666667,49.6411666667,12.2570833333,13.89925,12.87925,17.66675,39.6497083333,13.2699166667
566.71,15.8543888889,57.6983333333,31.9392916667,49.6579166667,12.2505,13.869625,12.8861666667,17.6478333334,39.6589166667,13.249
567.05,15.8293611111,57.6216666667,31.9586666667,49.5663333333,12.2686666667,13.866,12.8949166667,17.6213333334,39.6337916667,13.22275
567.39,15.8563055556,57.7431666667,32.0497916667,49.629,12.3290833333,13.91175,12.9538333333,17.7144166666,39.69175,13.2708333333
567.73,15.8713888889,57.6784166667,32.0944583333,49.59975,12.3506666667,13.9414583333,12.9536666667,17.723,39.651375,13.2833333333
568.07,15.8149722222,57.6773333333,32.1174583334,49.6224166667,12.3203333333,13.9160416667,12.87925,17.6825833333,39.679625,13.2243333333
568.41,15.8068888889,57.64525,32.092,49.5753333333,12.26625,13.8751666667,12.8504166667,17.6204166667,39.6589166667,13.1946666667
568.75,15.6900277778,57.4959166667,31.99725,49.4459166667,12.1738333333,13.7998333333,12.7345,17.5215,39.5432083333,13.0846666666
569.09,15.6772777778,57.4426666666,32.02975,49.4546666667,12.1394166666,13.7865,12.7145833334,17.50025,39.5460416666,13.0554166667
569.43,15.6885555555,57.41925,32.0435,49.4485833333,12.1429166667,13.7769583333,12.7138333333,17.5125,39.56775,13.07925
569.77,15.6776944444,57.4564166667,32.014125,49.4401666667,12.1461666667,13.7624166667,12.7023333334,17.498,39.5705833333,13.1209166667
570.11,15.7381666667,57.50175,32.069875,49.44475,12.199,13.8008333333,12.7526666667,17.5768333333,39.6205833333,13.2026666666
570.45,15.7073055555,57.43425,31.996125,49.3819166667,12.16725,13.7585,12.7293333333,17.5416666667,39.5998333333,13.1600833333
570.79,15.71,57.4788333333,32.0151666667,49.3935,12.1729166667,13.7469166667,12.721,17.5390833333,39.63,13.1371666666
571.13,15.6718333333,57.39875,31.99675,49.3291666667,12.1184166667,13.699,12.6805833333,17.4556666667,39.6050416667,13.0895833333
571.47,15.6822222222,57.4861666667,32.0445,49.4398333333,12.1379166666,13.6869166667,12.6620833333,17.4210833334,39.7052083334,13.0735833333
571.81,15.7189444444,57.5565,32.08125,49.4456666667,12.1665,13.7079583333,12.7378333333,17.46175,39.7699166667,13.11775
572.15,15.7435,57.6261666667,32.1645833333,49.4961666667,12.2375833333,13.7583333333,12.8080833333,17.515,39.8245833333,13.1871666667
572.49,15.8814444444,57.7625,32.2800833333,49.661,12.3425833333,13.889625,12.9465833333,17.6615,39.97775,13.32725
572.83,15.8665555556,57.7214166667,32.279625,49.6026666667,12.33825,13.873375,12.9538333333,17.6551666667,39.9660416667,13.3505
573.17,15.8874722222,57.6870833333,32.2747916667,49.55225,12.3678333333,13.905,12.9964166667,17.6748333334,39.9745416666,13.3603333333
573.51,15.9483611111,57.7298333334,32.3594583333,49.6271666667,12.4076666666,13.9256666667,13.0640833333,17.7550833333,40.0355416667,13.39025
573.85,15.8686944444,57.5983333333,32.258875,49.53575,12.3484166667,13.8810833334,12.99675,17.6739166667,39.952625,13.3273333333
574.19,15.8727777778,57.6560833334,32.364125,49.5789166667,12.3644166666,13.8965833333,12.9759166667,17.6815833333,39.9856666667,13.3711666667
574.53,15.8993055556,57.623,32.3515,49.59775,12.3511666667,13.8950416667,13.0049166667,17.7101666667,40.0234166667,13.4304166667
574.87,15.9867777777,57.76375,32.4539166667,49.7085833333,12.443,13.9937083333,13.0569166667,17.7925833333,40.166875,13.4788333333
575.21,15.9726388889,57.7259166667,32.4524583333,49.6394166666,12.4111666667,13.9660833333,13.0598333333,17.819,40.167875,13.4713333333
575.55,16.0180833333,57.6801666667,32.459625,49.60525,12.4569166667,14.0132083334,13.0803333333,17.8558333333,40.1741666667,13.52675
575.89,16.0210833333,57.6896666667,32.468875,49.6161666667,12.4470833333,13.9914583333,13.0868333334,17.8530833333,40.179,13.5198333333
576.22,15.9763055556,57.6430833333,32.4769166667,49.6079166667,12.4595833333,13.940875,13.0503333333,17.7869166667,40.1747916667,13.4371666667
576.56,15.9859444445,57.6866666666,32.5200833334,49.6251666667,12.5023333334,13.9768333334,13.0490833333,17.8083333333,40.2276666667,13.422
576.90,16.0502222222,57.7236666667,32.5645416667,49.6973333334,12.5508333333,14.0042083333,13.0769166667,17.8394166667,40.2958333333,13.4891666667
577.24,16.0069722222,57.752,32.5808333334,49.73675,12.5380833333,13.9911666667,13.01125,17.7674166667,40.3562083333,13.42775
577.58,16.0621388889,57.8814166667,32.7217916666,49.8549166666,12.5861666667,14.019375,13.0625,17.8109166667,40.4631666667,13.4553333333
577.92,16.1028055555,57.9444166666,32.7559166667,49.9135,12.59625,14.0474583334,13.11675,17.8249166667,40.5471666667,13.4403333333
578.26,16.1518055555,58.06775,32.8581666667,50.0140833333,12.69275,14.1255416667,13.1701666667,17.91725,40.6637083333,13.4760833333
578.60,16.1273333333,58.01275,32.8929583333,50.0215833333,12.6635833333,14.09825,13.1490833333,17.8885,40.6349166667,13.5069166666
578.94,16.1861388889,58.0995833333,32.9271666667,50.0995833333,12.7038333333,14.1485,13.1906666667,17.9103333333,40.703375,13.5393333333
579.28,16.0877222222,58.069,32.9039166667,50.083,12.6125,14.0254583333,13.1,17.7788333333,40.6464166667,13.4431666667
579.61,16.0836944444,58.0563333333,32.9285416667,50.0975833334,12.5944166667,14.0115833333,13.0441666667,17.7863333334,40.6545,13.4036666667
579.95,16.09425,58.0955,32.967125,50.0238333333,12.5861666667,14.0163333333,13.0760833333,17.8675833333,40.72575,13.4621666667
580.29,16.1596944444,58.0909166667,33.0210416667,50.0571666667,12.6045833333,14.0635,13.141,17.9126666667,40.789125,13.5323333333
580.63,16.1909444445,58.1194166667,33.10825,50.1189166667,12.6420833333,14.10025,13.13325,17.9105833334,40.803875,13.5374166667
580.97,16.2524166666,58.0620833333,33.1108333333,50.0416666667,12.6700833333,14.1298333333,13.23125,18.0071666667,40.8075833333,13.5895833333
581.31,16.3009166667,58.1088333333,33.147375,50.1190833333,12.7239166667,14.182875,13.2865833333,18.0303333334,40.8818333333,13.66025
581.65,16.3335833333,58.0909166667,33.1680833333,50.0821666667,12.7628333333,14.2185,13.3024166667,18.0813333333,40.8542916667,13.7635
581.98,16.3212777778,58.0756666667,33.1649583334,50.1374166667,12.7400833333,14.1945416667,13.2545,18.0224166666,40.858875,13.7465
582.32,16.3884166667,58.11725,33.1754166667,50.1619166667,12.7966666667,14.2697916667,13.338,18.08525,40.9229583333,13.8009166667
582.66,16.3988333333,58.087,33.238,50.17025,12.8895,14.3172083333,13.3390833333,18.1221666666,40.9590416667,13.823
583.00,16.4786944444,58.16925,33.3119166667,50.2251666667,12.9781666667,14.4260833333,13.4251666667,18.2225833333,41.0889583333,13.8545833333
583.34,16.5570277778,58.3115,33.411125,50.2934166667,13.0935,14.4978333333,13.5643333333,18.2984166666,41.2368333333,13.9538333333
583.68,16.6299722222,58.3491666667,33.4155,50.3775833334,13.1259166666,14.5315,13.60575,18.2876666667,41.2370416667,13.9550833333
584.01,16.5893888889,58.4016666667,33.3684583333,50.3928333333,13.0955833333,14.4784583333,13.5900833333,18.2678333333,41.2657916667,13.9285
584.35,16.5132222222,58.371,33.3527083333,50.3886666666,12.99625,14.4107083333,13.5675833333,18.23175,41.2548333333,13.864
584.69,16.5845833334,58.4364166667,33.4197083334,50.4688333333,13.0818333333,14.51875,13.594,18.2703333333,41.3210416667,13.9575833333
585.03,16.5018888889,58.3928333333,33.3629583334,50.3996666667,13.0265,14.4840833334,13.50325,18.2664166666,41.2972083333,13.873
585.37,16.5400555556,58.3269166666,33.3859166667,50.4495,13.0163333333,14.45425,13.4971666667,18.2649166667,41.4354166666,13.8786666667
585.70,16.5283888889,58.22375,33.3764583333,50.2710833333,13.0136666666,14.4963333333,13.47875,18.2329166667,41.3408333333,13.8909166667
586.04,16.5259722222,58.1565833333,33.3407083333,50.2765833333,13.0141666667,14.4647083333,13.4435833333,18.21625,41.3600833333,13.8559166667
586.38,16.4845555555,58.1324166667,33.32075,50.2274166667,12.938,14.4369166667,13.4445833333,18.1855833333,41.3534166667,13.83075
586.72,16.6223888889,58.1560833333,33.457625,50.33125,13.0319166667,14.5626666667,13.5271666667,18.2810833334,41.46625,13.9343333333
587.06,16.5473333333,58.0259166667,33.3673333333,50.282,12.9283333333,14.5156666667,13.4105,18.1755833333,41.4050833333,13.797
587.39,16.5255,58.028,33.4151666667,50.2903333333,12.9189166667,14.5210833334,13.4108333334,18.2171666667,41.4595833333,13.9009166667
587.73,16.5843611111,58.03775,33.460875,50.3419166667,12.9730833333,14.594125,13.4306666667,18.2926666667,41.5056666667,13.9424166667
588.07,16.5970555556,58.0914166666,33.5278333333,50.4030833333,13.0065,14.5957083333,13.4235,18.3250833334,41.6019583333,13.96225
588.41,16.5573888889,58.0550833333,33.5261666667,50.3594166667,12.934,14.5415,13.426,18.278,41.56925,13.9033333333
588.74,16.6776944445,58.0736666666,33.6381666667,50.3561666667,13.00025,14.619,13.5408333333,18.32425,41.624625,14.0215833333
589.08,16.5951944445,58.0904166667,33.5843333333,50.2971666667,12.9885833334,14.6285416667,13.5214166667,18.2766666667,41.556375,13.9754166667
589.42,16.61175,58.1339166667,33.6363333333,50.3813333333,13.00675,14.6203333333,13.54425,18.3090833333,41.6414166667,13.9173333333
589.76,16.6886944445,58.2505,33.7414166667,50.4370833333,13.1100833333,14.7145833333,13.6470833334,18.3805833333,41.6769166667,13.9786666667
590.09,16.7184444445,58.1786666667,33.771,50.4361666667,13.14425,14.7488333333,13.7200833333,18.4240833334,41.6064583333,14.0269166666
590.43,16.6684444444,58.224,33.7355416667,50.44875,13.0859166667,14.654,13.6929166667,18.4085833333,41.57275,13.9740833334
590.77,16.7201111111,58.2054166667,33.7474583333,50.4363333333,13.1328333333,14.7135416667,13.73525,18.4808333333,41.5991666667,14.0201666667
591.11,16.7440555556,58.2569166667,33.8035416667,50.454,13.1155833333,14.7505833334,13.7435833333,18.43875,41.636875,13.9346666667
591.44,16.7442777778,58.2915833333,33.8640833333,50.4605833333,13.10325,14.704625,13.7610833334,18.4043333333,41.6827916667,13.9066666667
591.78,16.8045555555,58.2743333333,33.8595,50.4231666667,13.1503333333,14.748625,13.8298333333,18.4555833333,41.7150833333,13.9233333333
592.12,16.8074722222,58.305,33.8925416667,50.5158333333,13.1703333333,14.7525,13.77475,18.4220833333,41.7544583333,13.9084166666
592.46,16.7455,58.3221666667,33.8747916667,50.5745,13.1948333334,14.753125,13.72825,18.4140833333,41.8260833333,13.8766666666
592.79,16.8592777778,58.4749166666,33.9935833333,50.6250833333,13.2736666666,14.8569583333,13.7849166667,18.4855,41.9345833333,13.9430833333
593.13,16.87375,58.50725,34.04375,50.7205833333,13.2794166667,14.8924583333,13.8253333333,18.5358333333,41.9897916667,14.0148333333
593.47,16.8368888889,58.4564166667,34.0742916667,50.663,13.2201666667,14.8295416666,13.7273333333,18.503,41.961125,14.0339166667
593.80,16.8393888889,58.5709166667,34.114625,50.6608333333,13.178,14.8090416666,13.6861666666,18.4961666667,41.98225,13.9985833333
594.14,16.78875,58.4768333333,34.0943333334,50.60475,13.1485833333,14.813625,13.63325,18.44325,41.9202083333,13.9725
594.48,16.8464166667,58.5449166667,34.1603333333,50.6416666666,13.1951666667,14.8269583333,13.6851666667,18.4359166667,41.9515416667,14.0813333333
594.81,16.8503611111,58.548,34.1279583333,50.6620833333,13.2113333333,14.789,13.676,18.4606666666,41.9427083333,14.1193333333
595.15,16.8513611111,58.5639166667,34.1763333333,50.6784166667,13.24575,14.8303333333,13.701,18.5144166667,41.9170416667,14.1299166667
595.49,16.7989722223,58.6308333333,34.159625,50.69775,13.189,14.7837083333,13.5805,18.422,41.88275,14.13875
595.82,16.7842777778,58.6640833333,34.1928333334,50.6551666667,13.1548333334,14.7852083333,13.6045833333,18.4465833333,41.898625,14.1238333333
596.16,16.8044166667,58.6370833333,34.179875,50.5794166667,13.098,14.7420416667,13.6095,18.3974166667,41.8237083333,14.1243333334
596.50,16.7166666667,58.5841666667,34.12675,50.5798333333,13.02175,14.6424166667,13.5458333333,18.3291666666,41.764125,14.0859166667
596.83,16.82675,58.68925,34.2215833333,50.6526666666,13.0723333333,14.7024166667,13.6346666667,18.3758333333,41.8450833333,14.1535833333
597.17,16.8296944444,58.7458333333,34.2188333333,50.66125,13.0656666667,14.7046666667,13.67175,18.3989166667,41.9259166666,14.14125
597.51,16.8397222222,58.7840833333,34.2417916667,50.736,13.118,14.7300833334,13.7205833333,18.4409166667,42.0538333333,14.2195833333
597.84,16.8786944444,58.8600833333,34.2962916666,50.7741666667,13.15675,14.74225,13.7810833333,18.4605,42.091125,14.2465833333
598.18,16.8755555556,58.8665833333,34.3586666667,50.8159166667,13.206,14.7640416666,13.7968333334,18.49025,42.1335416667,14.2394166667
598.52,16.9206111111,58.9853333333,34.471875,50.88325,13.286,14.8435,13.8351666667,18.5538333333,42.2322083333,14.2764166667
598.85,16.9837222222,58.9868333334,34.5342916666,50.8851666667,13.3604166667,14.8958333333,13.8733333333,18.5518333334,42.281375,14.3218333333
599.19,17.0225555555,58.94025,34.5656666667,50.8421666667,13.429,14.9604583333,13.9905,18.6354166667,42.3455416667,14.3314166667
599.53,17.1289444444,59.07275,34.6729166667,50.92925,13.5985833333,15.079125,14.0878333333,18.7488333333,42.4551666667,14.4431666667
599.86,17.1674444444,59.0501666667,34.7445416667,50.9131666667,13.64025,15.14075,14.1131666667,18.8086666667,42.4595833333,14.4665
600.20,17.201,58.98375,34.83125,50.8755833334,13.68,15.1988333333,14.1673333333,18.87275,42.5215,14.4199166666
600.53,17.0956944445,58.84475,34.7533333333,50.7211666666,13.6500833333,15.1492083333,14.0610833333,18.8035833333,42.417875,14.3541666667
600.87,17.0917222222,58.7899166667,34.7758333333,50.71575,13.667,15.186875,14.0263333333,18.7673333333,42.396375,14.3579166667
601.21,17.1196944445,58.72575,34.7899166667,50.6748333334,13.6565,15.2238333333,14.019,18.74825,42.3758333334,14.36775
601.54,17.1875555555,58.8313333334,34.9174583333,50.722,13.6298333333,15.32175,14.0261666667,18.8081666667,42.4828333333,14.4915833334
601.88,17.15125,58.761,34.8468333333,50.6329166667,13.5260833333,15.2620833333,13.9575833333,18.75225,42.4305833333,14.44425
602.21,17.08675,58.6801666667,34.7515833333,50.5225,13.4311666667,15.2202083333,13.9265,18.6918333333,42.3882916667,14.4315833333
602.55,17.1105555556,58.7291666667,34.7697916667,50.5985833333,13.3768333333,15.217,13.9411666666,18.72175,42.4467083334,14.5121666667
602.88,17.1785,58.7915,34.8572916667,50.7025833333,13.4178333333,15.274,14.0189166667,18.7819166667,42.52,14.5905
603.22,17.1176111111,58.71775,34.797875,50.6258333333,13.34625,15.2070833333,13.954,18.70775,42.480625,14.5276666667
603.56,17.0678611111,58.7083333333,34.7829166666,50.6299166666,13.3076666667,15.179875,13.9668333333,18.6894166667,42.475125,14.5031666667
603.89,17.1577222222,58.8215833333,34.8545,50.7230833334,13.3730833333,15.2222083334,14.0336666666,18.7365833334,42.5120833333,14.62075
604.23,17.1441111111,58.8976666667,34.9020833333,50.7801666667,13.3555,15.1809166667,14.0398333333,18.75025,42.58425,14.63
604.56,17.1822777778,58.9255,34.9224166667,50.80475,13.3635833333,15.1770833333,14.0938333333,18.7658333333,42.58875,14.6073333334
604.90,17.1624166667,58.9055,34.9095,50.7728333334,13.32925,15.1264166666,14.0453333333,18.7169166667,42.5530416667,14.5610833333
605.23,17.1011388889,58.7861666667,34.81125,50.7388333334,13.3354166667,15.0664583333,14.0110833333,18.6575833333,42.4882083334,14.4836666667
605.57,17.1910555555,58.90525,34.9127916667,50.8558333333,13.3920833333,15.1523333333,14.0976666666,18.7358333333,42.5915,14.5311666667
605.90,17.2560555556,58.9200833333,34.9934583333,50.8995,13.4468333333,15.1724583333,14.1364166667,18.7506666666,42.6089583333,14.55
606.24,17.2218333333,58.93125,34.989875,50.8834166667,13.44975,15.2019583333,14.1024166667,18.7320833333,42.6148333333,14.48125
606.58,17.1655277778,58.93125,34.99425,50.82675,13.4025,15.1566666667,14.0341666667,18.6660833333,42.5762083333,14.3894166666
606.91,17.1719166667,58.9026666666,35.02975,50.8068333333,13.4195,15.1516666666,14.0515833333,18.6825,42.5767916666,14.4004166667
607.25,17.3009444444,59.0074166667,35.145125,50.8980833333,13.5358333333,15.2616666667,14.10775,18.7698333334,42.7045,14.5106666667
607.58,17.2701388889,58.9493333333,35.111125,50.88725,13.5085833333,15.2795416667,14.0806666667,18.76925,42.711125,14.49075
607.92,17.301,58.8683333334,35.0961666667,50.82525,13.5365833333,15.3320833334,14.1290833333,18.7958333333,42.6933333333,14.49425
608.25,17.2957222222,58.8203333333,35.0830833333,50.7735833333,13.5609166666,15.369125,14.11,18.7770833333,42.6982083333,14.5681666667
608.59,17.3350277778,58.8935833334,35.101125,50.8139166667,13.63725,15.43875,14.14525,18.8380833333,42.833,14.6014166667
608.92,17.2988055556,58.87275,35.0982083333,50.7280833333,13.597,15.4102083333,14.1525,18.8173333333,42.8965,14.5308333333
609.26,17.2380833334,58.7309166667,35.015,50.59475,13.5854166667,15.3826666667,14.12375,18.81125,42.85775,14.5456666666
609.59,17.1388888889,58.53175,34.8703333333,50.4633333333,13.555,15.341125,14.043,18.7206666667,42.791125,14.4819166667
609.93,17.134,58.4425,34.825375,50.3608333333,13.5771666667,15.314625,14.0421666667,18.6938333333,42.777625,14.4678333334
610.26,17.1513055555,58.3393333333,34.7735,50.2886666667,13.6030833333,15.3449166667,14.0524166667,18.69425,42.786875,14.4885833333
610.60,17.1521111111,58.2925833333,34.7522916667,50.2739166667,13.6226666666,15.3796666666,14.0338333333,18.68,42.8268333333,14.4703333333
610.93,17.1711111111,58.2701666667,34.7455833333,50.30575,13.6484166667,15.4169166667,14.0833333333,18.7243333333,42.8364583333,14.4754166667
611.27,17.1611944445,58.23,34.7626666667,50.2351666667,13.67975,15.4335,14.0940833333,18.70575,42.87125,14.5266666666
611.60,17.1628888889,58.2145,34.75825,50.24875,13.70325,15.436625,14.11425,18.6980833333,42.8577083334,14.561
611.93,17.1249166667,58.2985833333,34.81125,50.3513333333,13.6319166667,15.3633333333,14.06025,18.6781666667,42.884875,14.4605833333
612.27,17.1647222222,58.2279166667,34.8970833333,50.2920833333,13.64375,15.3945416667,14.1029166666,18.7113333333,42.8830833333,14.4819166667
612.60,17.2722777778,58.2323333333,34.967625,50.3424166667,13.74575,15.499125,14.1609166667,18.8176666667,42.9233333334,14.6526666667
612.94,17.30025,58.4413333333,35.0918333333,50.5024166666,13.7953333333,15.5035,14.1835833334,18.8413333334,43.0489166667,14.6763333333
613.27,17.4193888889,58.5885,35.27525,50.6768333334,13.8475,15.58825,14.2899166667,18.9375,43.1503333333,14.7608333333
613.61,17.4452777778,58.5896666667,35.306625,50.7306666667,13.8404166667,15.5745,14.2915,18.9385,43.133625,14.7893333333
613.94,17.5413333333,58.8254166667,35.4509583333,50.9555,13.9050833333,15.651125,14.3734166667,19.0368333333,43.28525,14.9116666666
614.28,17.5783888889,59.0165833333,35.5850416666,51.1573333333,13.8855,15.6529166667,14.4388333333,19.0986666667,43.3292916667,15.00325
614.61,17.5570277778,59.1035833333,35.641375,51.1786666667,13.8735,15.6120833334,14.42225,19.0909166667,43.3505833334,14.9895
614.94,17.5702222222,59.2895,35.6339583333,51.3079166667,13.8640833333,15.5665416667,14.4046666666,19.0515,43.3997083333,14.89625
615.28,17.5611666667,59.3993333333,35.6845416667,51.3371666667,13.8744166667,15.5652916667,14.3576666667,19.0415833333,43.4629583333,14.8696666667
615.61,17.6162777778,59.2524166666,35.6395833334,51.22675,13.9005833333,15.62325,14.4431666667,19.0573333333,43.461625,14.9676666667
615.95,17.635,59.45,35.6775416667,51.436,13.9308333333,15.6192083333,14.4255833333,19.07025,43.5530416667,14.9760833334
616.28,17.6693888889,59.5098333333,35.73,51.5360833333,13.9734166667,15.6324583333,14.4681666667,19.1155,43.5518333333,14.9714166667
616.61,17.6715555556,59.4175,35.779625,51.4433333333,14.005,15.681,14.4738333333,19.1029166666,43.522875,14.9671666666
616.95,17.7798333333,59.4785833334,35.8482083333,51.4604166667,14.1249166667,15.794,14.5856666667,19.2521666666,43.5725,15.0143333333
617.28,17.7881944444,59.4975833334,35.91125,51.4553333333,14.1626666667,15.810125,14.5990833333,19.2893333333,43.60375,15.079
617.62,17.7195555556,59.4034166667,35.8815,51.35975,14.1323333333,15.780375,14.54175,19.2211666667,43.5155,14.9736666667
617.95,17.8063055556,59.3630833333,35.91275,51.351,14.20625,15.842125,14.54725,19.2095,43.5975833333,14.9921666667
618.28,17.7263611111,59.3690833333,35.8774583333,51.3146666667,14.1634166667,15.7855833333,14.4225,19.1071666667,43.5700416667,14.8998333333
618.62,17.7671388889,59.307,35.969625,51.3204166667,14.2244166667,15.8364166667,14.4789166667,19.1815833334,43.61175,14.9128333333
618.95,17.7451388889,59.2946666667,35.94825,51.2636666667,14.21075,15.8416666666,14.4025,19.1556666667,43.6145833333,14.8689166666
619.28,17.8076944444,59.3779166667,36.0549583333,51.3470833333,14.3434166667,15.9100833333,14.4823333334,19.2445833334,43.718125,14.8713333333
619.62,17.793,59.3090833333,36.0922083333,51.35775,14.3430833333,15.9117083333,14.4950833333,19.2524166667,43.6775416667,14.8996666666
619.95,17.7461666667,59.30275,36.0529583334,51.3379166667,14.331,15.8938333333,14.46875,19.2505833333,43.6684583333,14.9281666667
620.28,17.7594444445,59.3980833333,36.1080416667,51.4111666666,14.2993333333,15.89125,14.4653333333,19.2835833333,43.7004583333,14.9645833333
620.62,17.7105277778,59.4889166667,36.1357916667,51.4814166667,14.2801666667,15.861875,14.4120833333,19.2778333333,43.7643333333,15.0431666667
620.95,17.8113333333,59.6836666667,36.2645,51.66675,14.3195,16.000125,14.54425,19.3483333333,43.952125,15.156
621.28,17.9164444444,59.8406666666,36.42675,51.7998333333,14.4445,16.1157916667,14.6290833333,19.4870833334,44.115,15.325
621.62,17.9173333333,59.861,36.4353333333,51.8475833334,14.4644166666,16.163375,14.7438333333,19.5729166667,44.1202916667,15.37825
621.95,18.0473888889,59.8198333333,36.5900416667,51.9756666667,14.57425,16.2624583333,14.9196666667,19.7159166667,44.3241666667,15.5406666667
622.28,18.0640555555,59.72625,36.5295,51.9405,14.4955833333,16.2295416667,14.9035,19.6715833334,44.2453333333,15.5723333334
622.62,18.139,59.717,36.576625,52.0295833333,14.4543333333,16.243875,15.00575,19.6418333334,44.262125,15.56975
622.95,18.2030833333,59.8499166667,36.6300416667,52.1005833333,14.4496666667,16.31125,14.9884166667,19.6443333334,44.2951666667,15.6205
623.28,18.1497222222,59.7799166667,36.5585833334,52.0053333334,14.39975,16.2714166667,14.9361666666,19.5518333334,44.1719583333,15.5431666667
623.62,18.2298611111,59.9290833333,36.7579166667,52.1310833333,14.4324166666,16.279125,14.9926666667,19.57175,44.3142083333,15.586
623.95,18.3170555555,59.9109166667,36.778625,52.1808333334,14.5155833333,16.3723333333,15.11475,19.6061666667,44.3385416667,15.6310833333
624.28,18.2784722222,59.9010833333,36.83625,52.1674166666,14.44475,16.2915,15.0759166667,19.54425,44.2986666667,15.5065
624.62,18.1863888889,59.8194166667,36.78275,52.0634166667,14.3839166667,16.2206666667,14.98575,19.5385,44.1915,15.4089166667
624.95,18.0628055555,59.5416666667,36.5869166666,51.8165833334,14.2064166667,16.0896666667,14.88825,19.3794166666,44.041375,15.2656666667
625.28,18.0355,59.62,36.6505416667,51.8463333333,14.1400833333,16.0251666667,14.8110833334,19.32675,44.1288333333,15.194
625.61,18.0484722222,59.6315,36.6322083333,51.751,14.1453333333,16.0525416667,14.8024166667,19.3331666667,44.0137083333,15.1765833333
625.95,18.0474444444,59.7078333333,36.717125,51.7705833334,14.194,16.1127916667,14.8296666667,19.4345833333,44.0550416667,15.2415
626.28,18.0311666667,59.7425,36.788875,51.7821666667,14.2548333333,16.133125,14.8228333333,19.5206666667,44.1444583334,15.3054166667
626.61,17.9366944444,59.6738333333,36.727125,51.7010833333,14.2091666667,16.0695,14.80725,19.5220833333,44.1325,15.2875833333
626.94,17.9691388889,59.7159166667,36.7985416667,51.7395,14.2415,16.0904166667,14.8470833333,19.5516666667,44.2317916667,15.33975
627.28,17.9378055555,59.6125,36.675375,51.58,14.1709166667,16.0872916667,14.7564166667,19.47825,44.142375,15.2923333333
627.61,17.8699722222,59.6124166667,36.5813333334,51.47225,14.0900833333,16.0275416667,14.6333333334,19.4048333333,44.095375,15.2123333333
627.94,17.9501666667,59.559,36.5467916667,51.4406666667,14.1406666667,16.055625,14.692,19.4271666667,44.1130833333,15.2911666666
628.27,17.9754722222,59.4815,36.5647083333,51.42725,14.1701666667,16.037625,14.72125,19.3914166667,44.119875,15.232
628.61,18.0225555556,59.6030833333,36.6602916667,51.5425833333,14.2335833333,16.0399583333,14.7436666667,19.4634166666,44.1393333333,15.2719166667
628.94,17.9853888889,59.535,36.5882916667,51.4813333333,14.1969166667,15.9565833334,14.66875,19.416,44.0873333334,15.2365
629.27,17.8670555555,59.5193333333,36.5250833333,51.4649166666,14.0408333333,15.80975,14.5421666667,19.2640833334,44.0647916667,15.0976666667
629.60,17.8600555556,59.4765833333,36.4954583333,51.5041666667,14.03725,15.7637916667,14.51875,19.2,44.009375,15.02625
629.94,17.9033888889,59.3698333333,36.440125,51.42725,14.0530833333,15.7937916666,14.5304166667,19.1743333333,43.935875,15.0789166667
630.27,17.9812222222,59.3858333333,36.5109583333,51.516,14.1578333333,15.8717083333,14.59675,19.2248333333,44.0245833333,15.1415833333
