wavelength,Back_LopGrim,Belly_LopGrim,Breast_LopGrim,Crissum_LopGrim,Crown_LopGrim,DorTail_LopGrim,Patch10_LopGrim,Rump_LopGrim,Throat_LopGrim,WingTip_LopGrim
533.49,11.7715333333,47.4666666667,23.025,49.718,10.9558666667,7.26513333333,47.7694,16.8145333333,22.4882,10.447
533.84,11.7562,47.4560666666,23.0086666667,49.7006,10.9358666667,7.2472,47.7459333333,16.7944666667,22.4590666667,10.4357333334
534.18,11.7406666667,47.4280666667,22.9893333333,49.6756666667,10.9254,7.23033333333,47.7075333333,16.7726,22.4284,10.4257333333
534.52,11.7417333333,47.4155333333,22.9878,49.6888,10.9234666667,7.22726666667,47.686,16.7703333333,22.4332666667,10.4269333333
534.87,11.7564666667,47.4274666666,22.9995333333,49.7028666667,10.9447333333,7.24353333333,47.6761333333,16.7853333333,22.4395333333,10.4496
535.21,11.7814666667,47.452,23.0082666667,49.7283333333,10.9539333333,7.248,47.6936666667,16.8059333333,22.4551333333,10.4650666667
535.56,11.8104,47.4808,23.0270666667,49.7651333333,10.9874,7.27146666667,47.7021333333,16.8258,22.4857333333,10.4990666667
535.90,11.8238666667,47.4622666667,23.0268,49.7424666667,10.9890666667,7.273,47.6617333333,16.8182,22.4649333333,10.5053333333
536.25,11.8310666667,47.4513333333,23.0277333333,49.7452,10.9984,7.27846666667,47.6409333334,16.8174,22.4612,10.5153333333
536.59,11.8362666667,47.4715333333,23.0417333333,49.7844,11.0144,7.28806666667,47.6739333333,16.8224,22.4716666667,10.5383333333
536.93,11.8427333333,47.4814,23.0519333333,49.7999333333,11.0329333333,7.299,47.6784,16.8443333333,22.4841333333,10.5605333333
537.28,11.8562,47.506,23.0711333333,49.8043333333,11.0516666667,7.3188,47.6871333333,16.8568,22.4841333333,10.5922
537.62,11.8680666667,47.5096,23.0787333333,49.8014666667,11.0707333333,7.32733333333,47.689,16.8630666667,22.4886666666,10.6056
537.97,11.87,47.5424,23.0996,49.8302666667,11.0758666667,7.32973333333,47.7301333333,16.8704,22.5040666667,10.6112
538.31,11.8729333333,47.5424666667,23.0996666667,49.8041333333,11.0939333333,7.33606666667,47.7404,16.8654666667,22.4826666667,10.6166
538.65,11.8785333333,47.5737333334,23.1152,49.8232666667,11.0788666667,7.33626666667,47.7804666667,16.8630666667,22.4967333333,10.6187333334
539.00,11.8634,47.5906666667,23.1117333333,49.8271333333,11.0623333333,7.33046666667,47.7914,16.8423333333,22.4925333333,10.6115333333
539.34,11.8758,47.6256,23.1354666667,49.8501333333,11.0564,7.34453333333,47.8575333333,16.8626666667,22.5094666667,10.6174
539.69,11.8574,47.6236,23.1182,49.8438,11.043,7.3326,47.8589333333,16.8371333333,22.5047333333,10.6131333333
540.03,11.8559333333,47.6550666667,23.113,49.867,11.0366666667,7.33546666667,47.9068,16.8444,22.5174666667,10.6122666667
540.37,11.8544,47.6772666667,23.1135333333,49.8768666667,11.0216666667,7.32513333333,47.9155333333,16.8358666667,22.5186666667,10.6009333333
540.72,11.8341333334,47.6637333333,23.0867333333,49.8638,10.9976,7.30566666667,47.9142666667,16.8073333333,22.5011333333,10.5883333333
541.06,11.8360666667,47.6974,23.0840666667,49.8865333333,11.0022,7.3034,47.942,16.8127333333,22.5133333333,10.5917333333
541.40,11.8503333333,47.7421333333,23.1126666667,49.9433333333,11.0164,7.327,47.9873333333,16.8342666667,22.5502666667,10.6161333333
541.75,11.8482666667,47.7272666667,23.1084,49.9295333334,11.0142,7.32966666667,47.9613333333,16.8326,22.5446,10.6258666667
542.09,11.8389333333,47.7165333333,23.0923333333,49.931,10.9957333333,7.3056,47.9568666667,16.8253333333,22.5360666666,10.6281333333
542.43,11.8527333333,47.7436666667,23.11,49.9841333333,11.0132,7.3084,47.9651333333,16.8432666667,22.5460666667,10.6437333333
542.78,11.8689333333,47.7654,23.1318666667,50.0124,11.0363333333,7.321,47.9798666667,16.8711333333,22.5555333333,10.6670666667
543.12,11.8756666667,47.7503333333,23.1239333333,50.0068666667,11.0607333333,7.32366666667,47.95,16.8758666667,22.557,10.6922666667
543.46,11.8918,47.7385333333,23.1383333333,50.0172,11.081,7.33933333333,47.9390666667,16.906,22.568,10.7234
543.81,11.8970666667,47.7093333333,23.1398,50.0116,11.0963333333,7.34633333333,47.8932666667,16.9139333333,22.5549333333,10.7385333333
544.15,11.8944666667,47.6848666667,23.1339333333,49.99,11.0990666667,7.3442,47.8568,16.9278,22.5452,10.7552666667
544.49,11.8987333333,47.6918,23.153,50.0020666667,11.1128666667,7.34493333334,47.8454666667,16.9373333333,22.5678666667,10.7812
544.84,11.8918,47.6740666667,23.1584,49.9844666667,11.1047333333,7.3412,47.8177333333,16.9244666667,22.5631333333,10.7784
545.18,11.8988,47.6895333333,23.1674,50.0098,11.1053333333,7.33953333333,47.8254666667,16.9387333333,22.5648,10.7916
545.52,11.9183333333,47.7124,23.1813333333,50.0485333333,11.1284666667,7.35353333333,47.852,16.9697333333,22.5859333333,10.8224
545.87,11.9377333333,47.7542,23.2196666667,50.1140666667,11.1525333333,7.3798,47.8822,17.0003333333,22.6241333333,10.8424666666
546.21,11.9438666667,47.7778666667,23.2224666667,50.1188666667,11.1544,7.3858,47.9005333333,17.0031333334,22.6297333333,10.848
546.55,11.9562,47.7898666667,23.2353333333,50.1427333333,11.1628,7.38846666667,47.8972,17.0002,22.649,10.8624666667
546.90,11.946,47.8306666667,23.2521333333,50.1967333333,11.1547333333,7.38206666667,47.9151333333,17.0022,22.6573333333,10.8496
547.24,11.9688666667,47.9071333333,23.2833333333,50.2825333333,11.1634666667,7.3912,47.9674666667,17.0191333333,22.6828666667,10.8461333333
547.58,11.9887333333,48.0176666667,23.3402,50.3872666667,11.1768,7.40733333333,48.05,17.0493333333,22.7325333333,10.8719333333
547.92,12.02,48.1012666667,23.3853333333,50.5138666667,11.2188,7.43306666667,48.1316666667,17.0666,22.7930666667,10.8987333333
548.27,12.041,48.1522,23.4028,50.5756,11.2392,7.45313333333,48.1542,17.0952666667,22.8023333333,10.8942
548.61,12.0498666667,48.2028666667,23.4256666667,50.6542,11.2484,7.46086666667,48.1898,17.1161333333,22.8192666667,10.9049333333
548.95,12.0504666667,48.2164,23.4347333333,50.6834666666,11.2633333333,7.45646666667,48.1661333333,17.1069333333,22.8214,10.9060666666
549.29,12.0692,48.3268666667,23.4852666667,50.7835333333,11.2797333334,7.4736,48.2260666667,17.1242,22.8490666667,10.9057333333
549.64,12.1012666667,48.3989333333,23.5330666667,50.8527333333,11.309,7.50173333333,48.2893333333,17.1478,22.8632,10.9230666667
549.98,12.0885333333,48.3717333333,23.5092666667,50.8333333333,11.303,7.48173333333,48.2373333333,17.1336,22.8538666667,10.9207333333
550.32,12.0700666667,48.3757333333,23.498,50.8508,11.2986,7.47473333333,48.246,17.1461333333,22.8312,10.9006666667
550.66,12.0558,48.3572666667,23.4840666667,50.8202666667,11.277,7.45966666667,48.2112,17.1230666667,22.8025333333,10.8918
551.01,12.0506,48.3766666667,23.5152,50.8142,11.2728,7.45706666667,48.2103333333,17.1171333333,22.8017333333,10.8905333333
551.35,12.0396,48.3503333333,23.4852,50.7938,11.2712,7.44906666666,48.169,17.0983333333,22.7772,10.8774
551.69,12.043,48.3572666667,23.4906,50.7803333333,11.2459333334,7.4454,48.1599333333,17.0979333333,22.7532666667,10.8658
552.03,12.0407333333,48.4144,23.5103333333,50.8244,11.2487333333,7.4434,48.2046666667,17.119,22.7697333333,10.8797333333
552.38,12.0326,48.4292666667,23.5128,50.8456,11.2410666667,7.43006666667,48.2125333333,17.1168,22.7743333333,10.8892666667
552.72,12.0309333333,48.4672666667,23.5154,50.8748666667,11.2431333333,7.4266,48.2433333333,17.1274,22.7868666667,10.8906666667
553.06,12.002,48.4424666667,23.4886666666,50.8645333333,11.2292666667,7.38886666667,48.2229333333,17.107,22.7773333333,10.8742
553.40,12.0035333333,48.4740666667,23.4734,50.891,11.2317333333,7.3698,48.2194,17.1198,22.7861333333,10.8665333333
553.74,11.9954,48.5335333333,23.5088,50.9848,11.2364666667,7.3858,48.2805333333,17.1178666667,22.8086,10.8786666667
554.09,11.9976,48.5344666667,23.5168,50.9924,11.2383333334,7.38146666667,48.28,17.11,22.8217333333,10.8822
554.43,12.0418666667,48.6056,23.5596666667,51.0584,11.2764,7.41826666667,48.3464666667,17.1684,22.8700666667,10.9335333333
554.77,12.0512666667,48.6566,23.5578,51.1013333333,11.295,7.41993333333,48.3774,17.1889333333,22.8843333333,10.9619333333
555.11,12.0867333333,48.6592666667,23.6081333333,51.0829333334,11.3302,7.4572,48.3875333333,17.2168,22.8962666667,11.0209333333
555.45,12.1174,48.6954,23.6406,51.1440666667,11.3876,7.48833333333,48.4177333333,17.2668,22.9405333333,11.0658
555.80,12.1306,48.6985333333,23.6415333333,51.147,11.3969333333,7.50206666667,48.4100666667,17.2594666667,22.9182666667,11.0896
556.14,12.1444666667,48.7024,23.6392,51.1647333333,11.429,7.5216,48.4272,17.2784666666,22.9081333333,11.0994666666
556.48,12.1342,48.6925333333,23.6421333333,51.1706,11.4202,7.51873333333,48.3998,17.2754666667,22.8905333333,11.0812666667
556.82,12.1810666667,48.7544666666,23.6840666667,51.2192666667,11.4384666667,7.57533333333,48.4456666667,17.3163333333,22.9314666667,11.1270666667
557.16,12.1846666667,48.7937333333,23.7213333333,51.2708666667,11.4490666667,7.60686666667,48.4637333333,17.32,22.9594,11.1512
557.50,12.2051333333,48.8130666667,23.7117333334,51.2700666667,11.4716,7.61986666667,48.4780666667,17.3489333333,22.9772666666,11.144
557.85,12.2347333333,48.8469333333,23.7382666667,51.3040666667,11.4854,7.658,48.5074,17.3812666667,22.9837333333,11.1940666667
558.19,12.2242666667,48.8054,23.7218,51.3046666667,11.4649333333,7.65346666667,48.4658,17.3456,22.972,11.1627333333
558.53,12.2554,48.832,23.7672,51.3574666667,11.5084666667,7.6858,48.5081333333,17.3864,23.0126,11.1954
558.87,12.2412666667,48.8760666667,23.7401333333,51.4174666667,11.4810666667,7.6458,48.5466,17.3676,23.0160666667,11.147
559.21,12.23,48.9105333333,23.7363333333,51.4138,11.4558,7.627,48.5836666667,17.339,23.005,11.127
559.55,12.2407333334,48.9194666667,23.7434666667,51.4546,11.4504666667,7.62133333333,48.6164,17.3428,23.018,11.1258666667
559.89,12.2658,48.9594,23.7732,51.4916666667,11.4602666667,7.65073333333,48.6712,17.3806,23.0668666667,11.15
560.23,12.2925333333,49.0093333333,23.7976666667,51.5155333333,11.482,7.65986666667,48.7427333333,17.3943333333,23.1000666667,11.187
560.58,12.2626,48.956,23.7556666667,51.4486,11.4662666667,7.61726666667,48.6916666667,17.3709333333,23.0551333333,11.1657333333
560.92,12.2656666667,48.9546,23.7376,51.4408,11.4508666667,7.59,48.6896,17.3706,23.0338666667,11.1553333333
561.26,12.257,48.9341333333,23.7295333333,51.4160666667,11.4527333333,7.591,48.6486666667,17.3578666667,23.0242,11.1509333333
561.60,12.2356666667,48.9425333333,23.7107333333,51.4246,11.4382666667,7.55066666667,48.6242666667,17.3359333333,23.0292666667,11.1362
561.94,12.2308,49.0084,23.7353333333,51.4689333333,11.4534,7.52553333334,48.6765333333,17.3316666667,23.0347333333,11.1359333334
562.28,12.1684666667,48.9461333333,23.6588,51.407,11.3953333333,7.4656,48.6240666667,17.2496,22.9656,11.0621333333
562.62,12.1929333333,48.964,23.6926666667,51.4277333333,11.4276666667,7.49386666667,48.6546666667,17.2783333333,23.0038666667,11.1026666667
562.96,12.1816666667,48.9656666667,23.6936,51.4098,11.4234666667,7.48986666667,48.648,17.2808,22.9807333333,11.1242
563.30,12.1974,49.0012,23.7322,51.4324,11.4459333333,7.5138,48.6744666667,17.3049333333,23.0258666667,11.1506
563.64,12.203,49.0095333333,23.7456666667,51.4494666667,11.4521333333,7.5094,48.6504,17.2959333333,23.0298666667,11.1443333333
563.99,12.1934,48.9693333333,23.7121333333,51.3775333333,11.4532,7.51413333333,48.6012,17.2872666667,23.0094,11.1468666667
564.33,12.2124666667,49.0146,23.752,51.4191333333,11.4858,7.56093333333,48.6472666667,17.3103333333,23.0346,11.1776
564.67,12.2084666667,48.9477333333,23.7352,51.3508,11.4834666667,7.58593333333,48.6030666667,17.3063333333,23.0174,11.196
565.01,12.2314666666,48.9642666667,23.7658,51.3668,11.5022,7.6066,48.6419333333,17.3342666667,23.0327333333,11.2378666667
565.35,12.2435333333,49.0042666667,23.7642,51.3818666667,11.5294,7.65,48.6921333333,17.3586666667,23.0444,11.258
565.69,12.2354,48.9818,23.7603333333,51.3529333333,11.5304666667,7.6636,48.6556666667,17.3744666667,23.0488,11.2850666667
566.03,12.2646,48.9882,23.7799333333,51.364,11.5540666667,7.68813333333,48.655,17.4086,23.0716666667,11.339
566.37,12.2554666667,49.0054666667,23.7901333333,51.3844666666,11.5572666667,7.69586666667,48.651,17.4156666667,23.0704,11.3382666667
566.71,12.2749333333,49.0003333334,23.7994666667,51.3960666667,11.5679333333,7.71466666667,48.6428,17.438,23.1008,11.3544666667
567.05,12.2685333333,48.9924,23.7875333333,51.3635333334,11.5690666667,7.72013333333,48.633,17.4362,23.0862666667,11.3652
567.39,12.3036666667,49.0438666666,23.8158666666,51.4006,11.6028666667,7.75346666667,48.685,17.4700666667,23.1143333333,11.4124
567.73,12.3082,49.0614666667,23.8279333333,51.4546666667,11.5878666667,7.74186666667,48.7273333333,17.4791333333,23.115,11.4072666667
568.07,12.2976,49.0814666667,23.8254,51.4508,11.583,7.72093333333,48.7355333333,17.4652,23.1056666667,11.4078
568.41,12.3049333333,49.1775333333,23.8660666667,51.5306,11.6045333333,7.73126666667,48.8064,17.494,23.1401333333,11.423
568.75,12.3121333333,49.2198,23.8804666667,51.5694,11.6128666667,7.7302,48.8577333333,17.4981333334,23.1360666667,11.4215333333
569.09,12.3009333333,49.2164666667,23.8918,51.5598,11.5930666667,7.70666666667,48.8533333333,17.4794,23.1216,11.4043333333
569.43,12.3204666667,49.2611333334,23.9020666667,51.5881333333,11.5914666667,7.71406666667,48.9236666667,17.4938666667,23.1204666667,11.4089333333
569.77,12.337,49.3470666667,23.931,51.6386,11.6072666667,7.73393333333,48.9942666667,17.5270666667,23.1508666667,11.4253333333
570.11,12.3352666667,49.3332,23.9160666667,51.6000666667,11.5946666667,7.72833333333,49.0168666667,17.5210666667,23.1372,11.4309333333
570.45,12.328,49.3336666666,23.905,51.6161333333,11.5947333333,7.72893333333,49.0482,17.5185333333,23.1364666667,11.4326
570.79,12.2989333333,49.2807333333,23.8756666667,51.5914,11.5771333333,7.6938,48.9996666667,17.4918666667,23.085,11.4080666667
571.13,12.2693333333,49.2722666667,23.8585333333,51.5684,11.5440666667,7.6646,48.9606666667,17.4647333334,23.0659333333,11.376
571.47,12.3174,49.3127333333,23.9073333333,51.6078,11.5992,7.71046666667,48.9922666666,17.4996,23.1096,11.4293333333
571.81,12.3420666667,49.3086,23.9172,51.6274,11.6136,7.72346666667,48.9676666667,17.5166666667,23.1323333333,11.4514666667
572.15,12.349,49.2524,23.9227333333,51.5906,11.6071333333,7.72733333334,48.9410666667,17.5137333333,23.1243333333,11.4732
572.49,12.3662,49.2472666667,23.9398,51.6047333334,11.5986666667,7.74393333333,48.9142,17.5184,23.141,11.4872
572.83,12.3751333333,49.2041333333,23.9397333333,51.5960666667,11.6126666667,7.753,48.8844,17.526,23.1496,11.5061333333
573.17,12.3589333333,49.1930666667,23.9348666667,51.5816666667,11.6099333333,7.74133333334,48.857,17.5176666667,23.1574666667,11.4933333333
573.51,12.3558666667,49.1783333333,23.9448,51.6032,11.6126,7.75266666667,48.8532666667,17.5146,23.1626666667,11.4934
573.85,12.3552,49.2121333333,23.9575333333,51.6517333333,11.6150666667,7.747,48.8527333333,17.5255333333,23.1805333333,11.4926
574.19,12.3516,49.2441333333,23.9580666667,51.6589333333,11.6042,7.7346,48.8309333333,17.5122666667,23.1701333333,11.4741333333
574.53,12.3928666667,49.3122666667,23.9886666667,51.7178,11.6312,7.7704,48.8694666666,17.5433333333,23.2334,11.5056666667
574.87,12.4144666667,49.308,23.9997333333,51.7244666667,11.6551333333,7.787,48.8904666667,17.5614666667,23.2480666667,11.5357333333
575.21,12.3731333333,49.2920666667,23.9586,51.7104,11.6198,7.75813333333,48.8566666667,17.5335333333,23.2148,11.4932
575.55,12.3777333333,49.2862,23.9688,51.7335333333,11.6133333333,7.77386666667,48.8819333333,17.5442666667,23.2223333333,11.5006666667
575.89,12.3937333333,49.3999333333,23.9835333333,51.8359333333,11.6103333333,7.76726666667,48.9457333333,17.5454,23.2507333333,11.4778
576.22,12.3781333333,49.4423333333,23.9806666666,51.8556666667,11.6123333333,7.76306666667,48.9714666667,17.5498,23.2560666667,11.4818666667
576.56,12.3860666667,49.4836,23.9990666667,51.8956,11.6101333333,7.77446666667,48.9860666666,17.5600666667,23.2718,11.4860666667
576.90,12.4194666667,49.5709333333,24.0424,51.9894666667,11.6361333333,7.80273333333,49.0418,17.5916666667,23.2992666667,11.5302666667
577.24,12.423,49.5640666667,24.0508666667,51.9995333333,11.6266666667,7.8046,49.0131333333,17.591,23.297,11.5551333333
577.58,12.4616,49.6170666667,24.0757333333,52.0498,11.6641333333,7.84033333333,49.0428666667,17.609,23.3042666667,11.585
577.92,12.485,49.6425333333,24.1095333333,52.0765333333,11.6975333333,7.8764,49.0805333333,17.638,23.3211333333,11.6288666667
578.26,12.464,49.6898,24.1494666667,52.1407333333,11.6864,7.84986666667,49.1424,17.6341333333,23.3279333333,11.6276666666
578.60,12.4816666667,49.7454666667,24.1798666667,52.1984666667,11.701,7.8842,49.1662666666,17.659,23.3376666667,11.6513333333
578.94,12.4676666667,49.7058,24.1929333334,52.1792,11.7007333333,7.88013333333,49.1111333333,17.6473333333,23.3364,11.6677333333
579.28,12.4612,49.7506,24.199,52.2090666667,11.6950666667,7.84746666667,49.1187333333,17.6415333333,23.3403333333,11.6592
579.61,12.4564666667,49.6981333333,24.2004,52.1531333333,11.7292,7.85893333333,49.0752,17.66,23.3473333333,11.6974
579.95,12.5039333333,49.7442666666,24.2424,52.2235333333,11.7795333333,7.894,49.1125333333,17.7132666667,23.3913333333,11.7696666667
580.29,12.4912,49.7466,24.2354666667,52.2031333333,11.7723333333,7.87126666667,49.0733333333,17.6962,23.3648666667,11.7645333333
580.63,12.4679333334,49.6466666667,24.1902,52.1190666667,11.7568666667,7.86446666667,48.9812,17.6455333333,23.3427333333,11.7243333333
580.97,12.4731333334,49.6887333333,24.1991333333,52.1448666667,11.77,7.8446,49.0080666666,17.6492,23.3517333334,11.7122
581.31,12.4785333333,49.6940666667,24.2243333333,52.1552,11.764,7.84133333333,49.0318,17.6640666667,23.3903333333,11.7281333333
581.65,12.4786,49.7176,24.2352666667,52.1777333333,11.7748,7.82826666667,49.0276666667,17.6757333333,23.4193333333,11.7381333333
581.98,12.4775333333,49.7160666667,24.2348666667,52.1782666667,11.7752,7.83913333333,49.0201333333,17.6816666667,23.4033333333,11.7364666667
582.32,12.4466,49.6534,24.2089333333,52.1309333334,11.7714,7.8212,48.9942,17.6501333333,23.3977333333,11.7311333333
582.66,12.5048666667,49.7653333333,24.2402666667,52.2482,11.7956,7.85946666667,49.0924,17.6920666667,23.4628666667,11.7683333333
583.00,12.5282,49.8320666667,24.2543333333,52.3128666667,11.8269333333,7.89106666667,49.1452,17.7158,23.5040666667,11.7978
583.34,12.5148,49.7912666667,24.2064666667,52.2908666667,11.8312666667,7.89186666667,49.1176,17.7021333333,23.4722666667,11.7813333333
583.68,12.4694666667,49.7304666667,24.1726,52.176,11.8028666667,7.8772,49.0455333333,17.6565333333,23.4253333333,11.7140666667
584.01,12.4753333333,49.7147333333,24.1865333333,52.1738666667,11.8227333333,7.89133333333,49.0768666667,17.6766,23.4446,11.7286666667
584.35,12.5251333333,49.7805333333,24.2373333333,52.2198666667,11.8476,7.91686666667,49.1623333333,17.733,23.4908666667,11.7932666667
584.69,12.5364,49.7663333333,24.2469333333,52.2178,11.8640666667,7.93673333333,49.1829333333,17.7673333333,23.5062666667,11.8132666667
585.03,12.5209333334,49.7070666667,24.2259333333,52.1533333333,11.8527333333,7.93546666667,49.1195333333,17.7455333333,23.4698,11.7969333333
585.37,12.4980666667,49.6118,24.1954666667,52.0978,11.7904666667,7.90646666667,49.0727333333,17.6954,23.4202666667,11.7585333333
585.70,12.5306,49.6385333333,24.1944,52.0952666667,11.815,7.92466666667,49.0886,17.7406,23.4586666667,11.7891333333
586.04,12.5581333333,49.6725333333,24.2162666667,52.1024666667,11.8483333333,7.94386666667,49.0745333333,17.7699333334,23.4878,11.8256666667
586.38,12.5268,49.6230666667,24.2206666667,52.0348666667,11.8294,7.93386666667,49.0222666667,17.7709333333,23.4845333333,11.8224
586.72,12.5831333333,49.6263333333,24.2788666667,52.0426666667,11.9017333333,7.97746666667,49.0353333333,17.8257333333,23.4931333333,11.8924
587.06,12.5715333333,49.6527333333,24.298,52.0680666667,11.8700666667,7.967,49.064,17.8062666667,23.5012,11.8840666667
587.39,12.5732666667,49.6642,24.3091333333,52.1383333333,11.8695333333,7.9562,49.0988666667,17.8062,23.4977333333,11.8989333333
587.73,12.6096666667,49.7472666667,24.3426666667,52.2062666667,11.8865333333,7.9826,49.1552666666,17.8288,23.5154,11.9146666667
588.07,12.6154666667,49.809,24.3672,52.2672,11.9152,7.99893333333,49.1974,17.8524,23.533,11.9409333333
588.41,12.627,49.8034,24.3582666667,52.2363333333,11.9141333333,8.02633333333,49.1680666667,17.8294666667,23.5339333333,11.9592
588.74,12.6285333333,49.7999333334,24.3222,52.2202666667,11.891,8.0014,49.1288,17.8078666667,23.5396,11.9509333333
589.08,12.6505333333,49.8802,24.3542666667,52.2474,11.9279333333,8.04786666667,49.15,17.8332,23.5794,11.9750666667
589.42,12.6501333333,49.8386,24.3454666667,52.2117333333,11.9163333333,8.04766666666,49.1042,17.7832,23.5451333333,11.9613333333
589.76,12.6232666667,49.8746666667,24.3301333333,52.2444666667,11.8760666667,8.00706666667,49.1367333333,17.7690666667,23.5358666667,11.9278666667
590.09,12.6499333333,49.8982666666,24.3506666667,52.2481333334,11.9104666667,8.02773333333,49.1468,17.7624,23.5252,11.9311333333
590.43,12.62,49.9133333333,24.3390666667,52.2458666667,11.8490666667,8.0354,49.1807333333,17.7290666667,23.5368,11.8832666667
590.77,12.6368,49.9000666667,24.3456666667,52.225,11.8578666667,8.04146666666,49.1586666667,17.7306,23.5358666667,11.9118
591.11,12.6646,49.9342666667,24.3653333333,52.2198666667,11.8712666667,8.05713333333,49.1664666667,17.752,23.5678,11.9473333333
591.44,12.7195333333,49.9415333333,24.3903333333,52.2211333333,11.9015333333,8.089,49.1738,17.7688666667,23.6085333333,11.9946
591.78,12.6924,49.8827333333,24.3569333333,52.1765333333,11.8794666666,8.06186666667,49.1057333333,17.7234,23.5556,11.9568
592.12,12.6519333333,49.8901333333,24.3355333333,52.1734,11.8440666667,8.0048,49.0748666667,17.7011333333,23.5344666667,11.91
592.46,12.6271333333,49.8635333333,24.3533333333,52.1774666667,11.8565333333,8.01713333333,49.0866666667,17.7063333333,23.5186,11.9367333333
592.79,12.6136666667,49.8795333333,24.3564666667,52.2271333333,11.8594666667,7.99386666667,49.1042,17.6956666667,23.5122,11.9465333333
593.13,12.6670666667,49.9539333333,24.4052,52.3158666667,11.8872,8.06413333333,49.1708666667,17.7658,23.5816,12.0049333333
593.47,12.7260666667,49.9525333333,24.4402666667,52.3254666666,11.9144666667,8.11806666667,49.2004666667,17.7976666667,23.5948,12.0481333333
593.80,12.7446,49.9909333333,24.4428,52.3760666667,11.9198666667,8.14,49.2683333333,17.8425333333,23.6096,12.0945333333
594.14,12.7117333333,49.9813333334,24.4148,52.316,11.9104666667,8.09666666667,49.2418,17.8260666667,23.5772666667,12.0846
594.48,12.7616666667,50.0554,24.469,52.3668666667,11.9378666667,8.1288,49.2882,17.8522666667,23.6313333333,12.1231333333
594.81,12.7400666666,50.0485333333,24.4492666667,52.3664666667,11.918,8.10506666667,49.3022,17.8395333334,23.6263333333,12.1083333333
595.15,12.6912666666,50.0248666667,24.4103333333,52.3408666667,11.8912,8.0674,49.2831333333,17.8076666667,23.6115333333,12.0882
595.49,12.7178666667,50.0758666667,24.4426,52.3898,11.9082666667,8.0856,49.3405333333,17.8353333333,23.6608,12.1249333333
595.82,12.7474666667,50.1192666667,24.4838,52.4064,11.9353333333,8.1436,49.3804,17.8784666667,23.6914666667,12.1789333334
596.16,12.7969333333,50.2198,24.5292666667,52.4798666667,11.9808666667,8.1814,49.4762,17.929,23.7572,12.2218666666
596.50,12.8214666667,50.2242666667,24.5383333333,52.4316,11.997,8.2132,49.4954666667,17.965,23.7736666667,12.2694666667
596.83,12.8162,50.2412,24.5211333333,52.4199333333,12.0216666667,8.19746666667,49.4906,17.9634666667,23.7698,12.2689333333
597.17,12.7836,50.2050666667,24.4953333333,52.3524666667,12.0025333333,8.18673333333,49.4479333333,17.939,23.7456,12.2366
597.51,12.7563333333,50.1938666667,24.4741333333,52.3413333334,11.9766666667,8.17133333333,49.4231333333,17.9134666667,23.7256666667,12.2124666667
597.84,12.7670666667,50.1856666667,24.489,52.3575333333,11.9988,8.2052,49.4122,17.9174666667,23.7293333333,12.24
598.18,12.7364666667,50.1755333333,24.4836666667,52.3556666667,11.9861333333,8.19833333333,49.4212666667,17.916,23.7075333333,12.2348
598.52,12.7839333333,50.2342,24.5277333333,52.4226666667,12.0394,8.2468,49.4654666667,17.9436,23.7456666667,12.2808666667
598.85,12.7896,50.2466,24.5434666667,52.4329333333,12.0409333333,8.26693333333,49.449,17.9693333334,23.7523333333,12.3074
599.19,12.7998,50.2306666667,24.5569333333,52.4284666667,12.0469333333,8.2802,49.4281333333,17.9703333333,23.7512666667,12.3045333333
599.53,12.7861333333,50.2524666667,24.5312,52.4412666667,12.0398,8.24913333333,49.4483333333,17.9656666666,23.7404,12.2906666667
599.86,12.7782666667,50.2414,24.5362,52.4208,12.0370666667,8.24413333333,49.4202,17.9644,23.7216666666,12.2848666667
600.20,12.8258,50.3132,24.5912,52.5401333333,12.0784,8.28046666667,49.512,17.9944666667,23.7816,12.315
600.53,12.8058,50.26,24.5903333333,52.4886666666,12.0274666667,8.24566666667,49.5205333333,17.9487333333,23.7529333334,12.2984
600.87,12.8184,50.3654666667,24.6248666667,52.6009333333,12.0252,8.22746666667,49.6206,17.9924,23.7822666667,12.3222
601.21,12.8236,50.3188,24.621,52.5499333333,12.0013333333,8.19353333333,49.6014,17.9806666667,23.7634,12.3049333333
601.54,12.8288666667,50.3144,24.5919333333,52.4905333333,11.977,8.17006666667,49.5870666667,17.9907333333,23.7543333333,12.3106666667
601.88,12.8361333333,50.2924666667,24.5716666667,52.4422666667,11.9832,8.16633333334,49.5628,18.0122,23.7189333333,12.3219333333
602.21,12.8038666667,50.1953333333,24.5521333333,52.3366666667,11.9448,8.13226666667,49.4738666667,17.9806,23.6614666667,12.2944
602.55,12.8490666667,50.2975333333,24.586,52.4203333333,11.9940666667,8.15626666667,49.5834666667,18.0134666666,23.6986666667,12.3112666667
602.88,12.8465333333,50.2782666667,24.5682,52.3504666667,11.9904,8.14226666667,49.5568,18.0261333333,23.6770666667,12.3146
603.22,12.8303333333,50.2464,24.5629333333,52.3457333334,11.9687333333,8.1234,49.538,17.9884,23.6258666667,12.3171333333
603.56,12.8071333333,50.26,24.5410666667,52.383,11.9312666667,8.08786666667,49.5604,17.9572666667,23.6072,12.2899333333
603.89,12.7728666667,50.213,24.5164,52.3335333333,11.9144,8.07426666667,49.5222,17.9353333333,23.5701333333,12.2769333333
604.23,12.7847333333,50.2801333334,24.5533333333,52.3789333334,11.953,8.11493333333,49.5251333333,17.9788666667,23.6043333333,12.3252666667
