wavelength,Back_ConSpmf,Belly_ConSpmf,Breast_ConSpmf,Crissum_ConSpmf,Crown_ConSpmf,DorTail_ConSpmf,Rump_ConSpmf,Throat_ConSpmf,WingTip_ConSpmf
186.39,-43.6036000001,47.3873333333,-0.36033333334,-18.3783333333,5.0448666666,-20.5404,-8.28833333333,63.964,66.4865333333
186.77,-30.6666666666,108.8,38.9333333334,21.0666666667,49.5999999999,12.0,37.0666666668,119.2,135.466666667
187.15,-101.111133333,43.7036666667,-37.0370666667,-47.0369333333,-21.1110666667,-53.3333999998,-51.4815333331,76.2961999999,108.888933333
187.53,-61.1594666667,42.0289333333,-6.9565333334,-13.6230666667,-21.4491999999,-21.7390666667,-21.4492666667,49.2752000001,72.1738666667
187.91,-105.666666667,20.0,-52.6666666668,-59.6666666666,-78.6666666666,-62.3333333333,-73.3333333331,6.66666666673,36.6666666667
188.29,1313.33333333,143.333333333,576.666666666,919.999999999,1100.0,730.000000001,836.666666667,103.333333334,-119.999999999
188.67,-205.714333333,97.1429999999,55.2381333332,-152.381066667,-149.523733333,-51.4286000001,-84.7618666666,83.8095333334,200.9522
189.05,13.125,74.1666666667,67.2916666668,13.9583333333,24.7916666666,42.0833333333,40.8333333331,77.5000000001,115.833333333
189.43,17.9310000001,91.7242000001,85.5171333334,26.2069333334,28.0461333333,56.3219999999,52.6436,81.3791999999,127.1264
189.81,79.8095999999,119.809533333,119.238066667,76.1904,84.5715333334,104.761866667,101.714266667,120.9524,159.238133333
190.19,114.6236,168.6022,161.9356,108.602,113.3334,138.709666667,135.2688,162.3656,194.408533334
190.57,91.9608000001,137.0588,135.490266667,99.0197333333,100.5882,117.843,119.607866667,154.313666667,162.352866667
190.95,59.3828,84.9383333333,92.4692666667,63.0864666666,63.8272000001,74.0740666667,71.9752666666,99.6296666669,105.061733333
191.33,66.8852666667,97.9235333335,96.2840666665,69.6173999999,74.3169333333,74.8631333333,86.3387333333,104.0438,109.398866667
191.71,70.5881333334,112.026133333,110.849733333,84.8367333332,92.1569999999,77.1241999999,94.7714,119.215733333,125.097933333
192.09,70.0528666666,108.571466667,108.5714,85.6085333333,97.2486000001,75.2380000001,93.1218666667,111.428533333,120.1058
192.47,84.4897333332,137.0068,135.9182,104.4898,120.9524,87.4830666668,109.659866667,132.381,152.380933333
192.85,97.3610666667,147.222333333,144.3056,123.472333333,141.111,109.444533333,129.583333333,145.416733333,157.2222
193.23,108.5,165.166666667,153.5,132.5,149.833333333,116.166666667,129.833333333,155.5,163.0
193.61,101.304466667,146.666666667,138.985466667,107.2464,132.608666667,102.028933333,116.087,134.347733333,157.681266667
193.99,72.6436666667,108.505666667,104.942466667,76.2068666666,92.8734666667,67.4712666666,90.6896666667,92.1839333333,119.080533333
194.37,69.8611333333,116.666733333,114.0278,85.1389333333,102.361066667,65.6944666667,91.6666000001,93.4721333333,129.444333333
194.75,119.444466667,184.814733333,180.370533333,127.963066667,150.370333333,114.8148,145.3704,139.629533333,195.370266667
195.13,126.315666667,181.228,172.806866667,134.0352,156.4914,124.210666667,144.7368,135.789266667,189.298333333
195.51,122.499933333,158.0556,165.2778,131.388866667,131.944333333,118.6112,129.722266667,123.750066667,169.5834
195.89,140.680266667,169.251866667,177.959066667,138.367266667,142.176733333,126.938733333,138.639466667,130.748333333,186.5306
196.27,163.749933333,166.249933333,171.805666667,134.027733333,138.888933333,140.2778,143.889,133.611133333,192.777866667
196.65,153.719866667,147.343066667,150.5314,127.246333333,135.072466667,132.946733333,137.681133333,122.415533333,167.246466667
197.03,137.25,130.416666667,135.833333333,112.833333333,117.083333333,116.916666667,120.5,111.416666667,153.75
197.40,136.776533333,128.0586,138.754666667,115.9706,123.443266667,125.714333333,125.567733333,116.556733333,151.648333333
197.78,138.2222,132.2222,141.333333333,123.8518,125.185066667,126.518666667,128.074066667,124.0,152.0742
198.16,148.838933333,147.5656,153.707866667,139.550533333,140.374666667,143.820333333,139.700266667,142.7716,166.0674
198.54,137.186466667,136.513666667,140.0002,122.935933333,128.5016,135.107066667,130.519866667,131.0092,152.538133333
198.92,124.065066667,120.813,122.818466667,111.924133333,119.186933333,122.981066666,114.525733333,117.2358,136.747933333
199.30,130.192866667,127.8236,130.909133333,118.292066667,125.124,127.493133333,119.779533333,124.022,141.983466667
199.68,138.798733333,137.357333333,141.261333333,128.1082,138.378333333,137.897866667,129.1892,133.1532,152.0722
200.06,134.080533333,134.9426,137.413733333,124.770066667,136.436933333,138.908,129.138,132.4138,142.6436
200.44,135.4354,137.117066667,142.6426,130.510466667,140.3002,141.922,131.4114,136.756733333,146.726866667
200.82,133.672333333,135.762733333,140.564933333,125.084666667,134.463266667,135.988666667,125.6496,136.214733333,139.265466667
201.19,147.222266667,149.382733333,152.592533333,137.962866667,148.4568,148.333266667,135.061533333,148.827066667,147.037266667
201.57,157.6778,162.546733333,162.1724,152.884,156.9288,156.9288,144.494466667,156.029866667,160.3744
201.95,174.329533333,177.547933333,177.777733333,166.8966,176.6282,174.8658,157.8544,167.279733333,172.9502
202.33,178.650733333,185.5556,188.889,170.952466667,182.5398,177.6984,164.682466666,172.301466667,183.253933333
202.71,190.137066667,189.680533333,201.735266667,188.4018,190.5938,186.392533333,173.059333334,180.0,195.433733334
203.09,191.288933333,188.3556,203.733333333,187.555666667,187.0222,181.688933333,170.399933333,185.333333333,198.311066667
203.47,202.9224,198.538666667,209.954333334,193.242,194.611866667,194.2466,181.004533333,193.424666667,211.141533333
203.85,192.5542,188.398066667,198.2682,180.779266667,184.415533333,189.264133333,172.640733333,188.571466667,202.943666667
204.22,183.534133333,172.931666667,184.899466667,167.550266667,165.140666667,174.297266667,155.501933333,173.0122,195.743
204.60,194.341066667,187.441866667,201.550533333,180.775266667,180.155,187.131933333,171.472866667,187.054266667,205.7364
204.98,212.761866667,200.0952,223.2382,203.047666667,202.761866667,211.3334,188.190533333,200.476133333,231.5238
205.36,238.222333333,219.5556,246.666666667,223.888866667,216.222266667,234.777733334,200.333266667,216.555533333,259.777733333
205.74,222.7778,209.166666666,227.5,204.8148,203.3334,216.4814,188.425933333,205.6482,236.4816
206.12,216.894866667,198.356133333,216.347,194.4292,188.9498,207.123266667,175.251066667,197.3516,227.762466667
206.50,233.0392,207.156933333,225.196133333,204.607933333,196.960733333,226.666666667,178.627466667,206.666666667,234.313666667
206.87,287.241333333,250.919533333,271.494266667,240.9196,240.689733333,274.023,211.264333333,246.8966,274.4828
207.25,307.777733333,270.0,301.728333333,258.1482,252.098866667,297.160533333,236.7902,263.2098,293.9508
207.63,429.6296,365.925933333,418.3334,352.5926,348.889,410.000066666,325.185266667,359.814733333,397.222266667
208.01,548.275866667,444.597666667,520.6896,454.023066667,438.8506,522.758533333,406.8966,442.298866667,487.356333333
208.39,646.4,517.333333333,601.066666667,550.666666667,524.0,631.466666667,481.066666667,524.533333333,560.0
208.77,777.666666666,614.666666667,702.333333333,655.666666667,619.666666667,762.666666667,565.0,609.333333333,664.666666667
209.14,415.087733333,339.1228,382.2808,353.684266667,324.035133333,408.947466666,306.140333333,338.771866667,346.666533333
209.52,308.888866667,259.7532,292.222333333,266.049333333,253.9506,311.851933333,241.111066667,262.345666667,269.6296
209.90,411.453,329.230666667,384.2736,351.794866667,334.359066667,409.230933333,306.666666667,340.171,349.059933333
210.28,430.427333333,344.273533333,404.102533333,379.3162,367.3504,434.7008,340.512866667,358.632466667,368.376066667
210.66,491.919133333,377.575666667,450.9092,434.1414,407.878933333,486.666666667,379.595933333,393.737466667,415.959666667
211.03,456.952333333,347.619066667,417.5238,415.618933333,383.809533333,460.571333333,356.1906,370.666733333,396.952333333
211.41,756.190533333,562.222266667,676.8254,707.936533333,648.5714,763.809466667,564.444533333,592.381066667,637.460266667
211.79,758.484666667,566.060466667,675.757533333,710.303,648.181933334,776.666666667,559.393866667,617.272733333,657.8788
212.17,1504.66666667,1159.33333333,1362.0,1422.0,1320.66666667,1561.33333333,1134.0,1254.0,1325.33333333
212.55,-14253.3333333,-10860.0,-12786.6666667,-13020.0,-12493.3333333,-14526.6666667,-10546.6666667,-11780.0,-12440.0
212.92,-8.86646176639e+15,-6.56774945658e+15,-7.70644368055e+15,-7.97085956776e+15,-7.63394255019e+15,-8.94749244149e+15,-6.42274719585e+15,-7.25864258123e+15,-7.74909140429e+15
213.30,-2008.5714,-1445.71433333,-1699.04746667,-1801.90473333,-1726.66673333,-2027.61893333,-1454.28566667,-1613.3334,-1782.8572
213.68,-870.952266667,-576.666733333,-719.047533333,-781.428466667,-731.4286,-862.380933333,-606.6666,-687.619066667,-727.619133333
214.06,-384.691266667,-239.999933333,-325.925866667,-351.358133333,-312.592533333,-403.4568,-284.6914,-290.123466667,-337.037
214.44,-209.430866667,-118.211266667,-174.471666667,-188.7804,-158.0488,-237.073266667,-145.691133333,-160.6506,-189.431
214.81,-154.902,-84.0522666667,-131.634,-138.9542,-116.470666667,-179.3466,-111.372466667,-114.640466667,-140.653466667
215.19,-122.352933333,-65.0979333333,-109.411866667,-108.888866667,-91.7646666667,-157.777666667,-82.6142666667,-92.0261333334,-116.209133333
215.57,-154.309,-88.2926666667,-122.2764,-126.504,-101.626,-195.284666667,-106.504066667,-113.333066667,-155.284533333
215.95,-289.333333333,-161.333333333,-240.666666667,-254.666666667,-181.0,-387.666666667,-230.333333333,-215.333333333,-303.666666667
216.32,6473.33333333,3493.33333333,5693.33333333,5746.66666667,4160.0,8440.00000001,4653.33333333,4413.33333333,6886.66666667
216.70,2983.33333334,1566.66666666,2870.0,2800.0,1873.33333333,4053.33333333,2173.33333333,2153.33333334,3493.33333333
217.08,654.000000001,369.333333333,670.666666667,642.0,452.666666667,903.333333332,492.666666667,517.333333333,773.333333333
217.46,1716.66666667,1108.33333333,1791.66666667,1735.0,1245.0,2335.0,1370.0,1363.33333333,2116.66666667
217.83,-878.333333333,-566.666666667,-943.333333334,-851.666666666,-635.833333333,-1210.83333333,-675.833333333,-660.000000001,-1110.0
218.21,-850.833333333,-509.166666667,-811.666666667,-759.166666667,-605.0,-1199.16666667,-550.0,-637.500000001,-1009.16666667
218.59,6780.0,4226.66666667,6480.0,5693.33333333,4753.33333333,9399.99999999,4360.0,4733.33333333,7873.33333333
218.97,-777.142799999,-400.0,-727.618933334,-546.666666667,-478.0952,-1114.2856,-430.4762,-463.809466667,-907.619
219.34,-4.89595868582e+15,-2.86166226323e+15,-4.35433259427e+15,-3.71888151048e+15,-3.34784631391e+15,-6.20097903238e+15,-3.32225767966e+15,-3.45873039564e+15,-5.42052568787e+15
219.72,-2482.22226667,-1342.2222,-2251.11113333,-1897.7778,-1771.11113333,-3202.22226667,-1651.1112,-1777.77766667,-2588.88873333
220.10,1321.11113333,737.777599999,1192.2222,1006.66666667,1016.66666667,1635.55553334,906.666799999,949.999999999,1350.00006666
220.47,-560.476066667,-303.333333333,-479.999933333,-399.047666667,-410.000133333,-681.904933333,-378.0952,-427.619,-538.095333333
220.85,-369.206333333,-193.0158,-303.492,-259.6824,-268.888733333,-450.476266666,-249.523933333,-275.238066667,-341.587333333
221.23,-148.943,-53.9837999999,-111.382133333,-80.3252,-86.9919333333,-176.748,-74.6341333333,-91.5447999998,-131.382066667
221.61,-39.6443333333,9.60013333334,-20.0000666667,-2.13340000001,-1.86659999998,-57.8666000001,-0.711066666646,-13.8665333333,-30.0444
221.98,-40.5479333333,-0.730599999994,-16.347,-6.75793333333,-3.28773333332,-60.0913333334,-8.12786666669,-18.1735333333,-36.4384666667
222.36,-53.6842,-16.6665333333,-33.1578666666,-25.1754666667,-17.3684,-65.4386666666,-25.1754,-35.8771333333,-53.5088
222.74,-70.3999333333,-29.8667333333,-46.5778666667,-44.8888,-30.4888666667,-75.4667333333,-40.9778,-56.9777333334,-68.4444
223.11,-70.0953333334,-27.7142666667,-46.6666666666,-49.5237333333,-30.5714,-80.0953333333,-37.6191333333,-62.1904666667,-72.9524
223.49,-42.5704666667,-9.15680000002,-20.9638,-21.5260666667,-1.68673333332,-42.8915333333,-12.1286,-34.0562666667,-39.9998666666
223.87,-22.3333333333,5.6,-3.53333333333,-3.46666666668,8.0,-20.2666666667,2.33333333332,-19.1333333333,-24.6
224.24,-9.90979999999,13.8137333333,5.46546666667,4.98506666666,15.7358,-8.88893333333,13.8138666667,-8.76886666667,-13.9940666667
224.62,-0.917466666658,20.6118,9.66360000002,11.0091333333,22.997,-0.550466666654,17.9817333333,-3.30273333334,-11.9876666667
225.00,8.86946666668,28.0579333333,17.3332666667,25.6812,29.2174666666,11.8261333333,24.4637333333,5.27526666668,-2.0868
225.38,14.8908666667,33.4579333333,22.7414,30.2802666667,32.5234,15.6386,23.6136666666,6.10573333334,-0.249133333342
225.75,1.03693333333,26.0,10.4445333333,20.8889333334,16.9629333333,5.70373333334,10.9630666667,-7.11106666666,-18.5184666667
226.13,12.3076,43.8461333333,23.9101333333,38.0768666667,32.1153333333,21.7948,27.1794,11.4102666667,1.41026666667
226.51,8.7598,46.6666666666,22.4032666667,43.4883333333,31.1627333333,22.2480666667,19.1472,11.7054,-2.86819999999
226.88,25.4237333334,49.774,31.5819333333,47.4577333333,36.6102666667,29.3784,28.8701333333,23.5027333333,12.5989333333
227.26,21.212,43.4711333333,29.9725333333,44.3526,31.4048666667,27.0522666667,22.6996,17.5206666667,9.47660000002
227.64,17.6811333334,42.5506666667,23.8261333333,37.6810666667,22.6668,19.3622,14.2607333333,10.7826,2.89853333333
228.01,28.8172666667,47.4192666667,29.1398666666,46.5592,30.5913333333,27.2582,22.4193333333,22.742,13.3870666667
228.39,21.7493333333,35.6973333333,25.0592,39.2435333333,24.6809333333,20.6146666667,12.8132,17.3522,8.74699999999
228.76,14.5588,32.2058,23.3332,35.2941333333,19.6568666667,16.6665333333,7.64699999999,13.9706,5.98046666665
229.14,20.8001333333,31.6001333333,26.0888666667,32.9778666667,21.1111333333,20.3556666667,10.7110666667,17.8665333333,13.2
229.52,25.935,35.8942,30.8128666667,36.9106,26.5854,26.9105333333,17.195,23.8212,21.5852
229.89,23.9430666667,32.4796,29.9594,34.9186666667,25.2844666666,25.9349333333,13.5772,21.4633333333,21.2194
230.27,18.5596666667,26.0906,25.3496666667,27.9834666667,17.7365333333,21.4815333333,8.64186666665,14.5678666667,19.5473333333
230.65,26.1825333333,30.5771333333,29.3108666667,31.8434,23.5381333333,27.5232666667,18.5102666667,19.4042666667,25.2513333333
231.02,24.9562666667,30.8332666667,29.1228666667,33.0702,21.9738,31.1404,14.9124,19.7369333333,26.0527333333
231.40,23.8965333333,31.5493333333,27.5116666667,31.6901333333,21.5493333333,30.1876666667,13.4272666667,18.4038,23.7558666667
231.78,26.1504,36.0092666667,32.0657333333,36.0564,24.3662666667,35.9624666667,15.7276666667,21.4553333333,26.6197333333
232.15,12.8682666667,23.4624666667,22.1187333333,24.1343333333,10.9559333333,24.5994,2.32566666665,6.77013333333,17.1060666667
232.53,23.3096666667,36.3592666667,31.253,31.4894,20.2364666666,36.4065333333,16.4064666667,19.2435333333,28.2744666667
232.90,23.7745333333,32.5980666667,32.1569333333,32.8430666667,19.6567333333,38.7745333333,14.3627333333,19.5098666667,28.9704666667
233.28,17.7427333333,32.1258666667,32.8084666667,31.1811333333,18.4252,34.9080666667,11.4436,16.0631333333,23.0448666667
233.66,6.94926666668,21.8644,25.1411333333,21.243,6.94919999998,26.8362666667,-2.31639999999,5.48019999999,13.2768
234.03,12.2598666667,28.1354666667,30.0001333333,24.5197333333,12.2034666667,29.435,7.57066666666,9.20906666667,19.548
234.41,14.2857333333,26.6137333333,26.6136666666,24.3914666667,12.6983333334,27.8835333333,5.23806666669,7.24873333333,13.4920666667
234.78,21.4009333333,31.8357333333,34.0097333333,31.4008,19.9033333333,34.0096,13.1883333333,15.6037333333,22.1256666667
235.16,25.564,33.5338666667,40.9022,36.7418666667,27.4686666667,38.4461333333,19.7994,20.4512666667,28.1201333333
235.54,21.9697333333,29.8990666667,41.7171333333,34.6969333333,23.6363333333,37.4243333333,17.9798666666,17.0202666667,25.8079333333
235.91,23.8222,30.5333333333,39.9556,34.0888666667,23.2444666667,34.8001333333,22.1333333333,20.2666,27.9111333333
236.29,33.206,39.7452,49.0446,41.7410666667,32.1868,46.1572,29.1719333333,30.9979333333,33.7155333333
236.66,27.619,33.0737333333,41.948,36.7532,26.2771333333,40.7359333333,22.9869333333,25.0217333333,27.7489333333
237.04,33.7458,39.2440666667,43.2646666667,40.3093333333,30.9964666667,41.7182666667,31.4089333333,30.3779333333,31.9586666666
237.41,30.8876666667,38.0568666667,38.8274,37.9564666667,28.4422,40.3685333333,28.4087333334,29.2463333333,30.1842666667
237.79,33.9850666667,38.8740666666,40.2668,39.0813333333,30.4297333333,40.2962666667,32.0295333333,30.8148,34.3406
238.17,34.6164666667,37.9636,39.8884,38.9121333333,30.1255333333,40.4462,31.8270666667,30.4323333333,34.5048666667
238.54,34.9377333333,37.0400666667,42.3237333333,39.4192,30.0693333334,41.6322,32.0055333333,32.2821333333,38.1742666667
238.92,31.6736,35.1314,40.1937333333,37.4550666667,27.0816,39.8338666667,29.6542666667,28.9349333333,36.3485333333
239.29,29.1188,33.3588666667,34.9170666667,33.8186666667,23.8825333333,36.9603333333,27.1264666667,26.4369333333,34.0485333333
239.67,32.7742,35.2042666667,34.9462,35.3548,26.9033333333,38.9246666667,30.4516,29.1614,38.3226
240.04,32.6686666667,32.9045333333,34.1693333333,34.5767333333,27.76,39.1211333333,30.5252,27.8886666667,39.0354
240.42,27.6308666667,28.041,28.2462,29.1487333333,21.8872666667,32.5332666667,26.4204,23.1795333333,34.2358
240.79,27.2269333333,26.2744,28.0112,29.2622666667,22.5208666667,31.7646,26.7787333333,23.5666,34.5845333333
241.17,22.9282666667,22.523,24.9171333333,25.046,17.79,28.6556666667,23.0571333333,20.1657333333,32.1363333333
241.54,21.8722666667,19.8074,22.9396,23.1146,15.9930666667,27.1215333333,23.1671333333,18.3027333333,31.041
241.92,21.6751333333,19.5726666667,22.2734666667,22.6836666667,15.4871333333,27.5042,23.641,18.7009333333,30.9743333333
242.29,22.1509333333,20.0821333333,22.3316666667,23.1854666667,16.1904666667,27.8818666667,23.1528666667,19.7866666667,31.166
242.67,22.0202,20.2862,20.1851333333,21.33,14.6465333333,27.2559333333,23.3164666667,18.2659333333,30.2019333333
243.05,21.6248,19.1793333333,19.263,20.6364,15.0418666667,27.0352666667,23.9195333333,19.1959333333,30.3349333333
243.42,20.0822666667,17.8107333333,17.8107333333,19.7036666667,12.7737333333,24.3456666667,23.0287333334,17.4485333333,28.8888
243.80,17.5556,14.4444666667,15.1964666667,17.795,9.67506666667,21.9828666667,20.1196666667,15.3674,26.5299333333
244.17,16.7312666667,14.1423333333,14.0290666667,16.8446,9.10993333332,20.971,19.0776666667,15.4692666667,24.6279333333
244.55,18.0062666667,15.4674,15.3894,18.3177333333,11.0435333333,23.7227333333,20.7164666667,16.7756,27.0093333333
244.92,17.2817333333,15.2468,12.9993333333,16.6135333334,9.40020000001,22.9614,18.9369333333,15.52,25.6036666666
245.30,16.2746,13.3334,11.0923333333,14.9720666667,9.70593333333,20.9944,17.9971333333,13.4874,24.1737333333
245.67,17.1139333333,14.392,12.3378,15.211,10.8001333333,21.6509333333,18.0213333333,14.8456,24.3604666667
246.05,14.7493333333,12.0944666667,9.94673333333,12.4012666667,9.52206666666,19.1976666667,15.9882,13.0148,21.8407333333
246.42,10.9433333333,9.06806666667,6.89533333333,9.23953333333,6.42653333334,16.1920666667,13.8248,9.94853333333,19.051
246.79,9.3882,7.59500000001,6.83546666667,8.1012,5.72786666666,14.7785333333,12.1307333333,9.72573333333,17.9746
247.17,8.37620000001,6.43406666667,5.34153333333,6.26213333334,4.35019999999,12.7567333333,10.1770666667,7.53666666666,16.3986666667
247.54,6.57746666666,5.15646666667,4.53053333333,4.65966666666,3.7158,12.3099333333,9.33933333333,6.35866666668,15.0621333333
247.92,5.07433333333,3.72900000001,2.25526666667,2.65086666667,2.44306666667,10.7022,8.52620000002,4.8666,14.006
248.29,4.0746,3.45926666667,2.36,2.06766666667,1.63393333333,10.7715333333,7.90733333334,4.5386,13.6862666667
248.67,2.7172,1.99046666667,1.2534,0.558200000001,0.95846666666,9.63673333332,7.25646666665,3.50706666667,12.9963333333
249.04,-0.316466666668,-0.971866666668,-1.07353333333,-2.57613333333,-1.52540000001,5.96606666667,4.93786666666,0.395466666665,10.8926
249.42,-2.805,-3.06926666667,-3.107,-5.74853333333,-3.77353333333,4.00006666667,2.75473333333,-0.792466666666,9.98726666667
249.79,-9.45286666667,-9.45300000001,-9.59886666666,-11.7578,-9.65706666666,-2.7424,-2.24646666666,-6.57913333334,5.47040000001
250.17,-14.4310666667,-14.0758666667,-14.2534666667,-15.5770666667,-15.2704,-7.08639999999,-5.60133333333,-10.5731333334,1.695
250.54,-14.9495333333,-15.0168,-15.3869333333,-16.9191333333,-16.4476666667,-8.13133333333,-6.21206666666,-11.0606666667,0.656399999999
250.92,-20.0187333333,-18.7488,-20.8216,-20.112,-19.8692,-12.4557333333,-8.27253333333,-14.5659333333,-2.31546666667
251.29,-20.0975333333,-19.6882,-20.9552666667,-18.8304,-19.7077333333,-12.4172,-6.33526666667,-13.4307333333,-1.13053333333
251.66,-19.8784,-20.3647333333,-22.3911333333,-20.3039333333,-20.4254666666,-14.1034,-8.40926666667,-13.4753333333,-0.283733333332
252.04,-22.7563333333,-23.2905333333,-23.4402,-22.9488,-23.0341333333,-17.8846,-10.8546,-15.5982666667,-3.35466666667
252.41,-18.9516666667,-21.9077333333,-21.4886,-19.7276,-19.3920666667,-15.9329333333,-8.63733333333,-13.9204,-0.775599999999
252.79,-18.8223333333,-21.3772666667,-22.0358,-18.7826,-18.8024,-16.6067333333,-9.42106666666,-14.2713333333,-3.59286666667
253.16,-12.2097333333,-15.4869333333,-15.9364,-13.1273333333,-13.0524,-9.77513333333,-2.32206666667,-9.30713333333,1.06746666667
253.54,-12.4445333333,-15.7036666667,-16.5370666667,-12.4814666667,-13.7406666667,-10.0001333333,-1.61106666667,-9.07406666667,-0.926000000001
253.91,-6.87826666667,-9.92946666666,-11.2699333333,-8.02466666668,-8.3422,-4.90306666667,3.13926666667,-4.97346666667,2.68073333333
254.28,-6.8084,-9.78720000001,-12.1808666667,-9.41500000001,-7.55326666667,-5.01773333333,1.73766666666,-5.81566666667,2.02106666667
254.66,-11.4118666667,-14.0392666667,-16.8432,-14.8234666667,-11.8236,-8.15686666667,-2.43139999999,-10.0196,-1.35293333333
255.03,-9.95139999999,-13.9747333333,-15.7823333333,-15.0438,-12.1283333333,-7.54139999999,-2.23513333333,-9.91240000001,-2.83773333333
255.41,-14.7154666667,-16.7887333333,-19.9187333333,-19.6952,-15.996,-11.7886666667,-6.23973333333,-13.3128666666,-7.2968
255.78,-14.9275333333,-16.9150666667,-20.9938,-20.1449333333,-17.3084,-12.2568666667,-5.83853333335,-14.2236,-8.71633333335
256.15,-12.4637333333,-12.7922666667,-17.9903333333,-17.5846,-13.8744,-9.46866666666,-3.38166666666,-10.1837333333,-6.08693333333
256.53,-14.9387333334,-13.9565333333,-19.9999333334,-20.4343333333,-16.1473333333,-11.5581333333,-4.79699999999,-11.6147333333,-8.47966666667
256.90,-16.0494666667,-14.0916,-20.2468666667,-21.1639333333,-16.3845333333,-12.8042,-5.62626666668,-11.6402666667,-7.5838
257.28,-15.3252666667,-13.0762666667,-18.7950666667,-19.4539333333,-15.2288,-11.2128,-6.9238,-9.95986666666,-6.66673333333
257.65,-9.53713333333,-7.6592,-12.5552666667,-13.2932,-9.75173333334,-5.28506666667,-2.8036,-5.4058,-1.395
258.02,-8.13146666667,-5.46719999999,-9.91933333333,-10.3228666667,-8.39666666667,-2.95273333333,-1.73013333333,-3.69093333334,0.438333333333
258.40,-5.34133333334,-2.35940000001,-5.82326666667,-6.1848,-5.0502,-0.190799999998,2.0984,-0.351333333334,3.253
258.77,-0.564200000001,1.94860000001,-0.923066666668,-0.888933333334,-0.247866666666,3.53846666667,6.1196,3.52993333333,7.4702
259.15,0.888933333336,3.28266666667,0.678466666667,0.740666666666,1.44266666667,4.91233333333,7.20466666667,4.38980000001,9.2632
259.52,2.1786,4.41546666667,2.12066666667,2.08426666667,2.8178,6.30366666667,8.09013333334,5.04006666667,10.0072666667
259.89,3.54346666667,5.6572,3.977,3.706,3.98366666667,7.55426666667,9.20053333333,6.34820000001,11.1789333333
260.27,2.55166666667,4.88973333334,3.4402,3.55366666667,3.31986666667,7.12760000001,8.60393333334,5.52446666667,10.7147333333
260.64,0.134066666668,2.42786666667,1.08646666667,1.54933333334,1.01273333333,4.59420000001,6.39173333333,2.84373333333,8.62513333333
261.01,0.606000000001,2.56726666667,1.64786666667,1.96806666667,1.076,5.34566666667,6.66660000001,2.88053333333,8.99553333333
261.39,0.048466666666,2.3972,1.04313333333,1.6718,0.677133333334,4.82886666667,6.73573333333,2.41113333333,8.21413333333
