wavelength,Back_ConSpmf,Belly_ConSpmf,Breast_ConSpmf,Crissum_ConSpmf,Crown_ConSpmf,DorTail_ConSpmf,Rump_ConSpmf,Throat_ConSpmf,WingTip_ConSpmf
547.24,22.4142,52.3264,41.1069333333,40.4559333333,20.3926666667,16.8344,27.6992,43.1285333333,15.2462
547.58,22.4224,52.3896,41.1295333333,40.5118666667,20.3882,16.8110666667,27.6948666667,43.1448,15.2312
547.92,22.4647333333,52.4324,41.1450666667,40.5708,20.4144,16.8242666667,27.7152,43.2094666667,15.2704666666
548.27,22.5498666667,52.5819333333,41.2295333333,40.7016666667,20.4839333334,16.9046666667,27.7793333333,43.3243333333,15.3472666667
548.61,22.5850666667,52.6174666667,41.2705333333,40.7236666667,20.5276666667,16.9672666667,27.8252,43.3748,15.4172666667
548.95,22.6011333333,52.6664666667,41.3403333333,40.7674666667,20.5743333333,17.0148,27.8877333333,43.4095333333,15.4563333333
549.29,22.6699333333,52.7215333333,41.446,40.8378666667,20.6325333333,17.0847333333,27.9278666667,43.4598,15.5524666667
549.64,22.7635333333,52.8376666667,41.5648,40.9350666667,20.6938,17.1804,28.0028,43.5792666667,15.6368
549.98,22.7524666667,52.8636,41.5932,40.9619333333,20.6693333333,17.1781333333,28.0052666667,43.5877333333,15.6571333333
550.32,22.7063333333,52.8683333333,41.5934,40.986,20.6534666667,17.1515333333,27.9863333333,43.5496,15.6215333333
550.66,22.7954666667,52.9926,41.7105333333,41.0933333334,20.7116666667,17.2235333333,28.0898666667,43.6694666667,15.7219333333
551.01,22.8295333334,52.9764666667,41.6998666667,41.0999333333,20.7294,17.2538666667,28.0785333333,43.6766666667,15.7407333333
551.35,22.8766666667,53.0418666667,41.7750666666,41.1613333333,20.8012,17.3191333333,28.1234,43.7749333333,15.8369333333
551.69,22.8311333333,53.0183333333,41.7719333333,41.1127333333,20.7754666667,17.3424,28.0615333333,43.7298666667,15.8365333333
552.03,22.7723333333,52.92,41.7591333333,41.048,20.7267333333,17.2968,28.0016666667,43.6533333333,15.7993333333
552.38,22.8414,53.0282,41.8634,41.1448,20.7663333333,17.3297333333,28.0451333333,43.7433333333,15.8606666666
552.72,22.8668,53.0824,41.8690666667,41.1621333334,20.7854666667,17.3604666667,28.0506,43.8027333334,15.9218666667
553.06,22.8819333333,53.1464666667,41.8948,41.2264666667,20.7810666667,17.3861333333,28.0427333333,43.8298666667,15.9383333333
553.40,22.8318,53.1014,41.886,41.2099333333,20.749,17.3677333333,28.0052666667,43.7948,15.8977333333
553.74,22.8062666667,53.0532666667,41.8278666667,41.2063333333,20.7105333333,17.3718,27.967,43.7627333333,15.8964
554.09,22.7897333333,53.07,41.8075333333,41.2034,20.6781333333,17.3863333333,27.9129333333,43.7746666667,15.9114
554.43,22.7792,53.1039333333,41.8492666667,41.2068666667,20.6619333333,17.3865333333,27.8918,43.8187333333,15.8852666667
554.77,22.7524,53.1319333333,41.8616666667,41.2311333333,20.6453333334,17.3816,27.9032,43.8660666667,15.8738666667
555.11,22.6546666666,53.1181333333,41.7892666667,41.1572,20.5444,17.3025333333,27.8190666667,43.8195333333,15.7908
555.45,22.7,53.1909333333,41.8479333333,41.2062,20.5774,17.3584,27.8555333333,43.8944666667,15.8265333333
555.80,22.6889333333,53.1753333333,41.8104,41.1888666667,20.5338666667,17.3587333333,27.8456,43.9088666667,15.8098666667
556.14,22.6914,53.1788666667,41.7884666667,41.1790666667,20.5166666667,17.3694666667,27.8328666667,43.9241333333,15.8194
556.48,22.7069333333,53.1949333333,41.8296,41.2237333333,20.5156,17.3898666666,27.8582666667,43.9399333333,15.8171333333
556.82,22.6386,53.1165333333,41.7584,41.1419333333,20.4542666667,17.3424666667,27.7700666667,43.8947333333,15.7834
557.16,22.59,53.1104,41.7111333333,41.0958,20.4213333334,17.3135333333,27.6932,43.9036666667,15.7974666667
557.50,22.5909333334,53.1704,41.7422,41.1186666667,20.4332,17.2862,27.6658666667,43.9360666667,15.8319333333
557.85,22.6082666667,53.2449333333,41.7992,41.1229333333,20.4421333333,17.31,27.7028666667,44.0242,15.8774666666
558.19,22.6754,53.2586,41.7851333333,41.1374666667,20.4829333333,17.3787333334,27.7642666667,44.0308,15.9966
558.53,22.6300666667,53.2650666667,41.7973333333,41.1016666667,20.4064,17.3608666667,27.7020666667,43.9774666666,15.9842666667
558.87,22.6827333333,53.2810666667,41.8360666667,41.1495333333,20.4233333333,17.4066,27.743,44.0296666667,16.0418666667
559.21,22.6961333334,53.2584666666,41.8326,41.1776666667,20.4080666667,17.3890666667,27.74,43.9831333334,16.0847333333
559.55,22.6788,53.3434,41.8791333333,41.2064666667,20.4212666667,17.3716666667,27.7316,44.0483333333,16.1126666667
559.89,22.6258666667,53.2924,41.8460666667,41.1961333333,20.4,17.3586,27.7204666667,44.0174,16.114
560.23,22.5205333333,53.1859333333,41.7698666666,41.0964666666,20.3171333333,17.2808666667,27.6150666667,43.9208666667,16.0856666667
560.58,22.4989333333,53.1910666667,41.7606,41.0575333333,20.2435333333,17.2376666667,27.5849333333,43.9199333333,16.0452666667
560.92,22.5048,53.205,41.8052666666,41.0906,20.2239333333,17.2189333333,27.5972,43.9278,16.0258666667
561.26,22.5158666667,53.2391333333,41.8506,41.1117333333,20.2192666667,17.2592666667,27.6326,43.9716666667,16.0562
561.60,22.5250666667,53.2040666667,41.8564666667,41.1282,20.2363333333,17.2578666667,27.6239333333,43.9549333333,16.0734666667
561.94,22.4574666666,53.1772,41.8498,41.0944666667,20.2219333333,17.2372,27.5412666667,43.9609333333,16.0279333333
562.28,22.5323333333,53.2986,41.9549333333,41.1922,20.3230666667,17.2932,27.6161333333,44.1126,16.136
562.62,22.5015333333,53.3842666667,42.0136,41.2118666667,20.3161333333,17.2752666667,27.6281333333,44.1312666667,16.1365333333
562.96,22.4585333333,53.3995333333,41.9882666667,41.1754,20.3284666667,17.2936666667,27.6358666667,44.1496666667,16.1228
563.30,22.4032,53.3307333333,41.9006666667,41.1172666667,20.2764,17.2556,27.5664666667,44.0665333333,16.0973333333
563.64,22.4227333333,53.3989333333,41.964,41.1562666667,20.3124666667,17.2685333333,27.5908666667,44.127,16.1101333333
563.99,22.473,53.4542,41.9748,41.2075333333,20.3500666667,17.3146,27.6121333333,44.1524,16.155
564.33,22.408,53.4579333333,41.9417333334,41.1751333333,20.3463333333,17.3135333333,27.5426,44.1532666666,16.1549333333
564.67,22.3373333333,53.4175333333,41.8146,41.1072,20.29,17.2532,27.4682666667,44.1236666667,16.1522666667
565.01,22.3565333333,53.4313333333,41.8018,41.0929333333,20.3104,17.277,27.4835333333,44.1362,16.1737333333
565.35,22.3273333333,53.4743333333,41.7907333334,41.1078666667,20.2873333333,17.2706666667,27.4789333333,44.1751333333,16.1887333333
565.69,22.231,53.4212666667,41.7338,41.0795333334,20.2251333333,17.2127333333,27.4301333333,44.098,16.1638
566.03,22.128,53.336,41.6329333333,40.9872,20.1231333334,17.151,27.3380666667,43.9938,16.096
566.37,22.1748666667,53.2880666667,41.5964,40.9852666667,20.1487333333,17.2262,27.3381333333,43.9904,16.1671333333
566.71,22.1362666667,53.3001333333,41.5878666666,40.9739333333,20.1016,17.2055333333,27.2975333333,44.0284666667,16.1657333333
567.05,22.0976,53.3010666667,41.6003333333,40.9876666667,20.068,17.2081333333,27.2972666667,44.0472666667,16.1690666667
567.39,22.0202666667,53.2800666667,41.5346,40.9178,20.0018,17.1722,27.1902,44.001,16.1487333333
567.73,21.9837333333,53.3115333333,41.5171333333,40.9354666667,19.9688666667,17.1842,27.1754,44.057,16.1439333333
568.07,22.0198666667,53.3284666667,41.5798,40.9553333334,20.0108666667,17.2146,27.2227333333,44.0619333333,16.1879333333
568.41,22.0208666667,53.3486,41.6261333333,40.9454666667,20.0318,17.2465333333,27.25,44.0678666667,16.2263333333
568.75,21.9256666667,53.3222,41.592,40.9425333333,19.9314,17.1879333333,27.1709333333,44.0628,16.1815333333
569.09,21.8814,53.2782666667,41.6010666667,40.8902,19.8953333333,17.1568666667,27.1144,44.0313333333,16.1666
569.43,21.8596666667,53.2488,41.5776666667,40.8574,19.8168666667,17.102,27.0556666667,43.9911333333,16.1682
569.77,21.9082666667,53.3380666667,41.6438,40.936,19.8406,17.1322666667,27.0876,44.08,16.2182666667
570.11,21.8674666667,53.2898666667,41.6332,40.9055333333,19.8075333334,17.1068666667,27.0336,44.0367333333,16.1952
570.45,21.8398666667,53.3299333333,41.6635333333,40.9061333333,19.7651333333,17.0731333334,27.0058666667,44.0478666667,16.1522
570.79,21.904,53.4321333333,41.7378666667,40.9543333333,19.841,17.1350666667,27.0693333333,44.1303333334,16.2252
571.13,21.8614,53.3972666667,41.6977333333,40.9208,19.7908,17.1242666667,27.0444666667,44.0916666667,16.1975333333
571.47,21.8448666667,53.3771333333,41.7169333334,40.8834666667,19.756,17.0888,27.0310666667,44.0838666666,16.1815333333
571.81,21.8346666667,53.3966666666,41.6876,40.9251333333,19.7237333333,17.0611333333,27.0377333333,44.1038,16.1684666667
572.15,21.8420666667,53.4601333333,41.7485333333,40.9792666667,19.7370666667,17.0958,27.0674,44.1672666667,16.1758
572.49,21.8634,53.5106,41.7794,40.9802,19.767,17.0972666667,27.063,44.1959333333,16.1855333333
572.83,21.8296666667,53.5529333333,41.78,41.0133333333,19.7257333333,17.083,27.0391333333,44.1897333333,16.1578666666
573.17,21.8632666667,53.5998666667,41.8202666667,41.0302666667,19.7757333333,17.1562666667,27.0783333333,44.274,16.1799333333
573.51,21.7746666667,53.435,41.7360666666,40.8944,19.7376666667,17.1011333333,26.9930666667,44.155,16.1355333333
573.85,21.6766,53.4335333334,41.712,40.8252,19.6646,17.0128,26.9038666667,44.1475333333,16.0304
574.19,21.7069333333,53.4611333333,41.7656,40.8916666667,19.7056,17.0441333333,26.931,44.1989333333,16.0892
574.53,21.6150666667,53.3977333333,41.7029333333,40.8343333333,19.6035333334,16.9781333333,26.8258666667,44.154,15.9993333333
574.87,21.6772666667,53.4348666667,41.7875333333,40.899,19.6476666667,17.0392,26.8857333333,44.2195333333,16.0684666667
575.21,21.6694666667,53.5187333333,41.8530666667,40.9568,19.6622666667,17.0554,26.8770666667,44.2514,16.0932666667
575.55,21.5753333334,53.4190666667,41.8107333333,40.8848666667,19.5891333333,17.0234,26.7978,44.1734,16.0526666667
575.89,21.5121333333,53.3482666667,41.7550666667,40.8264,19.5186,16.9882,26.7027333333,44.0878666667,16.0403333333
576.22,21.5191333333,53.2964666667,41.764,40.7992,19.5470666667,17.0470666667,26.7042,44.0692,16.0924666667
576.56,21.5520666667,53.2400666667,41.7657333333,40.7620666667,19.5900666667,17.0838666667,26.7089333333,44.0903333333,16.1095333333
576.90,21.5504666667,53.2870666667,41.8307333334,40.7916666667,19.5976666666,17.0992666667,26.706,44.1484,16.1348
577.24,21.6071333334,53.4070666667,41.9307333333,40.9007333333,19.6309333333,17.1866,26.7617333333,44.2486666667,16.1775333333
577.58,21.6956,53.5110666667,42.0662666667,41.0262,19.7114,17.3256,26.8721333333,44.3385333333,16.3195333333
577.92,21.6893333333,53.4645333333,42.0646,40.9890666667,19.676,17.333,26.8263333333,44.3189333333,16.3186
578.26,21.8026666667,53.549,42.2114,41.0826,19.7776,17.4762666667,26.8732666667,44.3821333333,16.4593333333
578.60,21.7202666667,53.4786,42.1904,41.0382666667,19.7031333333,17.4016666667,26.7786666666,44.2828,16.3794
578.94,21.7497333333,53.4253333333,42.2081333334,41.019,19.7523333333,17.4706,26.8258666667,44.2558,16.3915333333
579.28,21.8688,53.5589333333,42.4117333333,41.1368,19.8296666667,17.5367333333,26.9016,44.422,16.4944
579.61,21.8346666667,53.5422,42.4758666667,41.1525333333,19.8065333333,17.4979333333,26.8754666667,44.4478,16.4618
579.95,21.8422,53.5760666667,42.5453333333,41.2051333333,19.8092,17.495,26.8768666667,44.4739333333,16.4608
580.29,21.8114666667,53.5811333334,42.5612,41.2071333333,19.7546666667,17.4826666667,26.8651333333,44.4492666667,16.4869333333
580.63,21.8428666667,53.5935333333,42.6000666667,41.2400666666,19.7726666667,17.5006,26.8851333333,44.4304666667,16.5192
580.97,21.8104666667,53.5998666667,42.6007333333,41.2213333333,19.7365333333,17.4936666667,26.8610666667,44.406,16.5129333333
581.31,21.755,53.427,42.5187333333,41.0920666667,19.6462,17.4247333333,26.7398666667,44.2854666667,16.4437333333
581.65,21.7204,53.4331333333,42.5614,41.0784666667,19.644,17.4396,26.7347333333,44.2662,16.4530666667
581.98,21.6939333333,53.4226,42.5302,41.0490666667,19.597,17.3897333333,26.7492,44.2477333333,16.4186666667
582.32,21.7142666667,53.5058,42.5730666667,41.0654666667,19.6082666667,17.395,26.7536666667,44.3310666667,16.4490666667
582.66,21.646,53.4423333333,42.5470666667,41.0017333333,19.5176666667,17.3105333333,26.6872,44.2988666667,16.4242666667
583.00,21.5334666667,53.345,42.4001333333,40.8554,19.3733333333,17.2093333334,26.5448,44.1736,16.3098
583.34,21.5233333333,53.2766,42.3482666667,40.8215333333,19.3211333333,17.2466,26.51,44.1184,16.3043333333
583.68,21.3948666667,53.2182666667,42.2605333333,40.7058,19.1798,17.1197333333,26.4289333333,44.0729333333,16.2137333333
584.01,21.4391333333,53.2906,42.3117333333,40.7479333333,19.2276,17.1897333334,26.4209333333,44.1390666667,16.2524
584.35,21.3314666667,53.1766666667,42.24,40.6636,19.0818666667,17.1105333333,26.2726666667,44.0126666667,16.1244
584.69,21.3307333334,53.0770666667,42.2494,40.6469333333,19.0896666667,17.0870666667,26.2144,44.0121333333,16.1460666667
585.03,21.4185333333,53.2719333333,42.404,40.8751333333,19.2054,17.2187333333,26.3590666667,44.1912666667,16.2815333333
585.37,21.4276,53.2762666667,42.3838,40.8748,19.2079333333,17.2432666667,26.3212,44.2268,16.3014666667
585.70,21.4594666667,53.2788,42.4556,40.8932666667,19.2306,17.2736666667,26.3305333333,44.2701333333,16.3766
586.04,21.4804666667,53.2564,42.4645333333,40.94,19.2238,17.3243333333,26.3432,44.2594,16.4249333333
586.38,21.4713333333,53.2702666667,42.4808666667,40.9540666667,19.2284,17.3443333333,26.2682,44.2472666667,16.4731333333
586.72,21.5610666666,53.2744666667,42.5338,40.9874,19.3700666667,17.5033333333,26.3234666666,44.223,16.6578666667
587.06,21.7118,53.4508,42.6718666667,41.1767333333,19.5181333333,17.6252666667,26.4854666667,44.3913333333,16.842
587.39,21.7776666667,53.4744666667,42.7533333333,41.3040666667,19.5221333333,17.7451333333,26.4815333333,44.4594666667,16.9038
587.73,21.7918,53.4295333333,42.7176,41.2854666667,19.5394,17.7468666667,26.478,44.4071333333,16.9480666666
588.07,21.8466,53.5228666667,42.7548,41.3674666666,19.6375333333,17.8319333333,26.5907333333,44.5252,17.0917333333
588.41,21.8561333333,53.5964666667,42.7992,41.438,19.6442,17.8881333333,26.6459333333,44.5488666667,17.1378666667
588.74,21.8176,53.5722,42.771,41.3846666666,19.6066,17.8682666667,26.5664666667,44.5343333333,17.0983333333
589.08,21.8642666667,53.5377333333,42.7630666667,41.3703333333,19.6375333333,17.8926,26.5904666667,44.4947333333,17.1423333333
589.42,21.7638666667,53.4128666667,42.625,41.2969333333,19.5856666667,17.8677333333,26.4622666667,44.3488666667,17.1067333333
589.76,21.7203333333,53.3580666667,42.5673333333,41.2455333333,19.5746666667,17.8634,26.4092,44.3046666667,17.1032666667
590.09,21.7815333333,53.3887333333,42.6006666667,41.3027333333,19.6184,17.9470666667,26.4542,44.3833333333,17.1630666667
590.43,21.7714666667,53.4819333333,42.6889333333,41.4179333333,19.6136,17.9598666667,26.502,44.5315333333,17.1798666667
590.77,21.7432,53.489,42.6971333333,41.3597333333,19.5839333333,17.9845333333,26.4377333333,44.5365333333,17.1006
591.11,21.7063333334,53.4632,42.6724,41.3212666667,19.5832666667,17.9915333333,26.4274666667,44.4537333333,17.1254
591.44,21.6754666667,53.5013333333,42.7222,41.3715333333,19.5542666667,18.028,26.4439333333,44.4792,17.1398
591.78,21.6205333333,53.5196,42.7830666667,41.3761333333,19.5331333333,18.0212666667,26.4046,44.4946666667,17.1172
592.12,21.6939333333,53.6166666667,42.8333333333,41.4264,19.5958666667,18.1019333333,26.4206,44.5823333333,17.1774666667
592.46,21.6461333334,53.5287333333,42.7564666667,41.3456,19.5381333333,18.0808,26.3628666667,44.4617333334,17.1902666667
592.79,21.5858,53.5554666667,42.7758,41.4131333334,19.5444,18.0854,26.3617333333,44.4682,17.2075333333
593.13,21.6897333333,53.6654,42.9072666667,41.5630666667,19.6463333333,18.2115333333,26.4912666667,44.6285333333,17.2913333333
593.47,21.6910666667,53.7311333333,42.9460666667,41.5492,19.6428,18.2268,26.4892,44.7073333333,17.2741333333
593.80,21.5248666667,53.5646,42.7884666667,41.374,19.48,18.1007333333,26.306,44.576,17.1541333333
594.14,21.4065333333,53.5427333333,42.7179333333,41.2958,19.3933333333,18.0226666667,26.2420666666,44.4968666667,17.0426
594.48,21.3638,53.5267333334,42.672,41.3134666667,19.3675333333,18.006,26.2276666667,44.5108,17.0818
594.81,21.3984666667,53.5179333333,42.6435333333,41.304,19.3972666667,18.0338,26.2625333333,44.5460666667,17.1206666667
595.15,21.4225333333,53.5894666667,42.6692,41.3512666667,19.4055333333,18.0436666667,26.2828666667,44.6256666667,17.1421333333
595.49,21.4264,53.5225333333,42.5641333333,41.3186666667,19.3682666667,18.0438,26.2170666667,44.5729333333,17.1344
595.82,21.3180666667,53.4012,42.4630666667,41.2408,19.2426666667,17.964,26.1172666667,44.5102,17.0654
596.16,21.3146666667,53.3827333333,42.4297333333,41.2308,19.2287333334,17.9739333333,26.1171333333,44.5231333333,17.0921333333
596.50,21.3859333333,53.4362666667,42.4834666667,41.2777333333,19.2464666667,18.0365333333,26.1164666667,44.5837333333,17.1664
596.83,21.3613333333,53.512,42.5421333333,41.2944,19.2138666667,18.0071333333,26.0976,44.6254,17.1494
597.17,21.3034,53.4474,42.4694666667,41.2614666667,19.1332,17.9643333333,26.0382,44.5657333333,17.1405333333
597.51,21.4509333333,53.6462,42.6215333333,41.4601333333,19.2512,18.1042666667,26.2091333333,44.7334,17.2739333333
597.84,21.4797333333,53.5998,42.5867333333,41.4558,19.2266,18.1239333333,26.1694666667,44.7115333333,17.31
598.18,21.513,53.5321333333,42.5994,41.4502,19.2129333333,18.1486666667,26.1382666667,44.6557333333,17.3465333333
598.52,21.5428666667,53.5865333333,42.6854666667,41.5126,19.2699333333,18.1729333333,26.1428,44.6899333333,17.3792666666
598.85,21.4364,53.4260666667,42.6152,41.3918,19.2028,18.1015333333,26.0194666666,44.5805333333,17.3478666667
599.19,21.4509333333,53.5311333333,42.7436,41.4697333333,19.2168,18.1201333333,26.0785333333,44.6912,17.4239333333
599.53,21.502,53.5977333333,42.7925333333,41.5412666667,19.2460666667,18.1417333333,26.1132666666,44.7439333333,17.4792666667
599.86,21.5404666667,53.68,42.8997333333,41.6265333333,19.3092,18.1761333334,26.1581333333,44.8492,17.5254666667
600.20,21.4885333334,53.7466666667,42.9262,41.6216666667,19.2814666667,18.1374666667,26.1912666667,44.8907333334,17.5207333333
600.53,21.5088,53.731,42.9068,41.6351333333,19.2907333333,18.1478666666,26.1747333333,44.8614666667,17.5450666667
600.87,21.5286,53.7629333333,42.9400666667,41.6626,19.3278666667,18.1654666667,26.1534666667,44.8868666666,17.5710666667
601.21,21.4204,53.6098,42.8208666667,41.5071333333,19.2526,18.0696,26.0059333333,44.7810666667,17.4852666667
601.54,21.409,53.7112666667,42.8628666667,41.5748666667,19.319,18.1394666667,26.0572666667,44.8386666667,17.5470666667
601.88,21.3078,53.7210666667,42.7734,41.5362666667,19.2795333333,18.0641333333,25.9963333333,44.806,17.5458
602.21,21.2757333333,53.7011333333,42.6888666667,41.501,19.3004,18.1072,25.9906666667,44.7918,17.595
602.55,21.2505333334,53.7873333333,42.6722666667,41.5259333333,19.2803333333,18.1284666667,25.9715333333,44.7878,17.5942
602.88,21.2487333333,53.7652,42.6468,41.4951333333,19.3038666667,18.1318666667,25.9728,44.7546666667,17.6241333333
603.22,21.1976,53.7917333333,42.6367333333,41.4423333333,19.2852666667,18.1338,25.9458,44.7235333333,17.6408666667
603.56,21.1502,53.7792666666,42.5612666667,41.4396666667,19.2390666667,18.1045333333,25.9076,44.7262666667,17.648
603.89,21.0658,53.7080666667,42.4614,41.4129333333,19.1870666667,18.0442,25.8245333333,44.6830666667,17.5696
604.23,20.9668666667,53.6171333333,42.3390666667,41.3012666667,19.106,17.976,25.713,44.6172,17.5524666667
604.56,20.9896666667,53.6834,42.3926,41.3722666667,19.1872666667,18.0585333333,25.8018666666,44.6782,17.6610666667
604.90,21.0201333333,53.8063333333,42.4993333333,41.4655333333,19.2489333333,18.0969333333,25.8971333333,44.7482666667,17.7436
605.23,21.0199333333,53.7546666667,42.4702,41.4051333333,19.2325333333,18.0796,25.8396666666,44.7566666667,17.7516
605.57,21.0522,53.7770666667,42.5229333333,41.4325333333,19.2830666667,18.1193333333,25.8762,44.8054,17.7802
605.90,21.019,53.7578666666,42.5274,41.4124666667,19.2194666667,18.0496666667,25.8284666667,44.8024666667,17.7619333333
606.24,21.1142666667,53.7907333333,42.6009333333,41.5041333333,19.3354,18.1119333333,25.9348,44.9076,17.8680666667
606.58,21.1001333333,53.8066,42.5914666667,41.5087333333,19.331,18.1274,25.9222666667,44.948,17.8675333333
606.91,21.1062,53.8016666666,42.5834666667,41.4971333333,19.3546666667,18.1188,25.9157333334,44.9842666667,17.8552
607.25,21.1208666667,53.9484666667,42.7068,41.5457333333,19.4001333333,18.1301333333,25.9251333333,45.0827333333,17.9044
607.58,21.1793333333,53.9578,42.7561333333,41.5659333333,19.4562,18.1652666667,25.9756,45.1193333333,18.0354
607.92,21.1815333333,54.0454,42.8208666667,41.6135333333,19.4900666667,18.2308666667,26.0450666667,45.2348666667,18.059
608.25,21.1182,53.9774,42.7823333333,41.4912666667,19.3807333333,18.1132666667,25.9386,45.1896666667,17.9802666667
608.59,21.0592666667,53.8867333333,42.6961333333,41.4021333333,19.2993333333,18.0326666667,25.8364,45.1598666667,17.9036666667
608.92,21.1040666667,53.9228666667,42.7785333333,41.4562,19.3818,18.0645333333,25.89,45.1958,17.9757333333
609.26,21.0873333333,53.9566666667,42.8008,41.4648,19.4081333333,18.0560666667,25.8856666667,45.2224,18.0028
609.59,21.0574666667,53.9732,42.8098,41.4802,19.3906,18.0612666667,25.8554,45.2272666666,17.9738666667
609.93,20.9862666667,53.9578666667,42.8091333333,41.3828666667,19.3108666667,17.9741333333,25.7628,45.2106666667,17.9326666667
610.26,20.9183333333,53.947,42.8326666667,41.3318,19.3112666667,17.9420666667,25.7081333333,45.1659333333,17.9224
610.60,20.9474666666,53.9846,42.9248,41.4200666667,19.3396,17.9822,25.7534666667,45.2121333333,18.0274
610.93,20.8470666667,53.8422,42.8463333333,41.3303333333,19.2529333333,17.8996,25.6552666667,45.0960666667,17.9216666667
611.27,20.7378,53.7289333333,42.7538666667,41.1966666667,19.1510666667,17.8089333333,25.5436,44.9584,17.8078
611.60,20.7246,53.6997333333,42.7923333333,41.2005333333,19.1574666667,17.7345333333,25.4930666667,44.9438666667,17.8149333333
611.93,20.7724666667,53.8423333333,42.8869333333,41.3164666667,19.2524,17.8126666667,25.5496666667,45.0539333333,17.8675333333
612.27,20.7086,53.8061333333,42.8742,41.3104666667,19.2688,17.8318,25.5488,44.9953333333,17.9064
612.60,20.6138666667,53.7493333333,42.8248666667,41.2404666667,19.1731333333,17.7692,25.4900666667,44.9482,17.8696
612.94,20.5374666667,53.6641333333,42.7881333333,41.1406666667,19.0677333333,17.6908666666,25.397,44.8462666667,17.8056666667
613.27,20.428,53.6273333333,42.7388,41.0170666667,18.9609333333,17.5484666667,25.3047333333,44.7864,17.7408666667
613.61,20.3079333333,53.4845333333,42.5737333333,40.9214,18.8293333333,17.4850666667,25.1993333333,44.6089333334,17.6257333333
613.94,20.3368,53.4064,42.4921333333,40.9314,18.7698666667,17.4420666667,25.1268666667,44.5800666667,17.591
614.28,20.2976,53.3006,42.4182,40.8485333333,18.7982666667,17.456,25.0770666667,44.4799333334,17.5702
614.61,20.2430666667,53.2948666666,42.421,40.7771333333,18.7544666667,17.4432,25.0856666667,44.4041333333,17.566
614.94,20.3034666667,53.3851333333,42.4804,40.8290666667,18.7922,17.4892666667,25.1224666667,44.5154666667,17.6265333333
615.28,20.0682666667,53.2526,42.3242666667,40.669,18.6163333333,17.3552666667,24.9490666667,44.3185333333,17.4512
615.61,19.9668,53.0500666667,42.1654666667,40.5791333333,18.5724,17.2806666667,24.9206666667,44.1662666667,17.4516666667
615.95,20.0192666667,53.1268,42.2581333333,40.5963333333,18.61,17.3228,24.9494666667,44.1958,17.5366
616.28,19.9598666667,53.1129333333,42.2558,40.5403333333,18.5564,17.2592,24.9485333333,44.197,17.4756
616.61,19.9243333333,53.0717333334,42.1966666667,40.5047333333,18.5309333333,17.256,24.9070666667,44.1608,17.4555333333
616.95,20.0148,53.2287333333,42.3384,40.6715333333,18.6541333333,17.4202,25.0301333333,44.3196,17.5570666667
617.28,20.0287333333,53.2818666667,42.4358666667,40.7281333333,18.7358,17.4863333333,25.0891333333,44.4268,17.6172666667
617.62,20.0470666667,53.3857333333,42.5183333333,40.7769333333,18.8217333333,17.5374666667,25.1497333333,44.53,17.6765333333
617.95,19.8729333333,53.4094666667,42.4690666667,40.7272666667,18.6766666667,17.3736666667,25.034,44.5040666667,17.5418
618.28,20.0114,53.4682666667,42.5588666667,40.8226,18.8213333333,17.5172,25.13,44.6640666667,17.6676666667
618.62,19.8912666667,53.4826666667,42.5657333333,40.7932,18.7534,17.4539333333,25.0267333333,44.605,17.6343333333
618.95,20.1021333333,53.5879333333,42.6693333333,40.8816666667,18.8440666667,17.5120666666,25.1593333333,44.7387333334,17.7768666667
619.28,20.1664666667,53.6722666667,42.7996,40.9161333333,18.9071333333,17.5862666667,25.1683333333,44.7942666667,17.8484
619.62,20.0375333333,53.5378666667,42.6398666667,40.8325333333,18.7618666667,17.4440666667,25.0296,44.6771333333,17.6832
619.95,20.2068,53.7230666667,42.8049333333,41.0209333333,18.9091333333,17.6202,25.1113333333,44.8128666667,17.8224
620.28,20.2044666667,53.7463333333,42.8506,41.0778666667,18.9385333333,17.6148666667,25.109,44.8426,17.8316
620.62,20.0944,53.5524666667,42.7071333333,40.9284,18.8000666667,17.4746666667,24.95,44.7064,17.7662666667
620.95,20.0975333333,53.5311333333,42.6990666667,40.9254666667,18.7715333333,17.42,24.8876666667,44.6351333333,17.8114
621.28,20.0597333333,53.5541333333,42.7072666667,40.9438,18.739,17.4053333333,24.904,44.5950666667,17.8098666667
621.62,20.2156666667,53.5434,42.7809333333,40.9528,18.8493333333,17.5784,25.0037333333,44.5986666667,17.9132
621.95,20.0952,53.4644666667,42.6168,40.8724,18.7195333333,17.4927333333,24.9074666667,44.4882666667,17.8668666667
622.28,20.0457333334,53.3694,42.5477333333,40.8043333333,18.6716,17.4841333333,24.8914,44.4520666667,17.8172
622.62,19.9340666667,53.3276,42.4918,40.7566666667,18.6360666667,17.4736,24.7940666667,44.4068,17.765
622.95,19.9042,53.3681333333,42.4313333333,40.7528666667,18.5345333334,17.4654666667,24.6891333333,44.4205333333,17.7089333333
623.28,19.902,53.3616666667,42.4632,40.7514666667,18.543,17.5307333333,24.6668,44.4671333333,17.7246
623.62,19.8448,53.4032,42.408,40.7511333333,18.5408666667,17.5372,24.6718666667,44.5261333334,17.7594666667
623.95,19.8730666667,53.481,42.4150666667,40.7531333333,18.5234,17.6011333333,24.7068,44.5415333333,17.8121333333
624.28,19.8324666667,53.5039333333,42.3846666667,40.7564,18.517,17.638,24.6884,44.4733333333,17.7633333333
