wavelength,Back_TanDowf,Belly_TanDowf,Breast_TanDowf,Crissum_TanDowf,Crown_TanDowf,DorTail_TanDowf,Patch10_TanDowf,Patch11_TanDowf,Patch12_TanDowf,Rump_TanDowf,Throat_TanDowf,WingTip_TanDowf
533.49,8.93333333333,21.5405,22.0566666667,16.3103333334,10.8026666667,10.44,22.6085,58.1656666666,46.3181666667,42.3338333334,7.48966666667,11.6756666666
533.84,8.9415,21.6031666666,22.125,16.3796666666,10.8481666667,10.4681666667,22.5211666667,58.216,46.3675,42.4478333334,7.49583333333,11.6925
534.18,8.96616666668,21.6808333334,22.1828333333,16.443,10.88,10.4951666667,22.4395,58.2563333333,46.4628333333,42.6251666667,7.507,11.7293333333
534.52,8.95066666667,21.7235,22.2041666666,16.4423333333,10.8683333333,10.4673333333,22.3043333333,58.2203333333,46.4543333334,42.6928333334,7.49483333334,11.6913333333
534.87,8.93666666667,21.7578333333,22.2356666666,16.4616666667,10.865,10.4426666667,22.1808333333,58.177,46.4555,42.7858333333,7.47983333333,11.676
535.21,8.96666666665,21.8398333334,22.316,16.5623333333,10.9393333333,10.4705,22.1223333333,58.1998333333,46.494,42.9528333334,7.511,11.7186666666
535.56,8.95666666668,21.8921666666,22.316,16.5683333334,10.9306666667,10.4415,22.0028333333,58.093,46.501,43.0098333334,7.481,11.7008333333
535.90,8.99933333332,21.9268333333,22.376,16.6195,10.9843333333,10.4528333333,21.9025,58.1308333333,46.5145,43.1666666667,7.48416666667,11.706
536.25,9.05283333332,21.966,22.4386666667,16.6871666667,11.0241666667,10.4635,21.8265,58.1265,46.5496666666,43.3038333333,7.50416666667,11.7135
536.59,9.05983333335,21.9986666667,22.4731666667,16.7521666666,11.0563333334,10.4836666667,21.7308333333,58.0463333334,46.5678333333,43.393,7.5305,11.7073333334
536.93,9.09183333335,22.051,22.5413333333,16.8143333333,11.1108333333,10.5086666667,21.6725,58.0683333333,46.6,43.5448333333,7.55616666667,11.722
537.28,9.14299999999,22.155,22.6443333333,16.9103333333,11.2143333334,10.5646666666,21.6458333333,58.104,46.7113333333,43.7315,7.597,11.7908333333
537.62,9.13800000001,22.1903333334,22.6675,16.943,11.2053333334,10.5271666667,21.5016666667,58.0333333334,46.7543333333,43.8688333333,7.59116666666,11.78
537.97,9.13099999999,22.2345,22.7201666667,17.0013333333,11.2356666667,10.5066666667,21.3523333333,57.9733333333,46.8395,43.9965,7.58866666667,11.7758333333
538.31,9.14966666667,22.256,22.819,17.0938333333,11.2831666667,10.5388333333,21.241,58.0101666667,46.9283333333,44.2318333333,7.60783333333,11.7956666666
538.65,9.16316666669,22.3568333334,22.9333333333,17.192,11.3401666666,10.5626666666,21.1433333334,58.1,47.1185,44.4883333333,7.63083333333,11.816
539.00,9.12566666665,22.3655,22.9778333333,17.1515,11.2918333333,10.5066666667,20.9526666666,58.0803333333,47.1855,44.6263333333,7.60416666666,11.7748333333
539.34,9.14533333333,22.4366666667,23.1046666666,17.2275,11.313,10.5258333333,20.8465,58.1835,47.3505,44.8776666667,7.6285,11.793
539.69,9.14916666665,22.514,23.1823333334,17.301,11.31,10.5261666667,20.7243333333,58.1686666666,47.4773333334,45.0081666667,7.62933333333,11.7826666667
540.03,9.13966666668,22.5781666667,23.2415,17.3343333333,11.2866666667,10.5276666666,20.6221666666,58.1865,47.6035,45.1555,7.60116666666,11.7908333333
540.37,9.14483333331,22.6221666667,23.2903333333,17.3688333334,11.2806666667,10.5055,20.5301666667,58.1908333333,47.6963333333,45.277,7.5845,11.7941666666
540.72,9.1255,22.641,23.3,17.3953333333,11.2501666667,10.487,20.4218333333,58.0951666667,47.7313333334,45.3163333334,7.56133333333,11.782
541.06,9.08333333332,22.6331666666,23.2926666667,17.3783333333,11.209,10.4371666667,20.2875,58.042,47.7015,45.3436666667,7.54666666667,11.7365
541.40,9.10283333335,22.664,23.348,17.4276666666,11.2221666667,10.4535,20.2286666667,58.0466666666,47.7313333334,45.425,7.55716666667,11.7376666667
541.75,9.12166666665,22.7081666667,23.3951666667,17.4806666667,11.239,10.4573333333,20.1833333333,58.0498333333,47.7616666667,45.5336666666,7.555,11.728
542.09,9.10583333331,22.7453333334,23.4248333334,17.497,11.2378333334,10.4486666667,20.1178333333,57.9698333333,47.7735,45.5673333333,7.5435,11.7206666667
542.43,9.12733333333,22.7881666667,23.429,17.5461666667,11.2563333333,10.441,20.0691666666,57.8646666667,47.699,45.6181666666,7.56433333333,11.7296666667
542.78,9.18966666668,22.8723333333,23.4783333334,17.671,11.312,10.4843333333,20.0846666667,57.842,47.7385,45.7511666667,7.61116666667,11.76
543.12,9.22850000001,22.929,23.5208333333,17.7278333333,11.3585,10.51,20.0708333334,57.7685,47.679,45.8018333333,7.656,11.7936666667
543.46,9.24216666665,22.9703333333,23.553,17.763,11.3581666666,10.5058333333,20.0426666666,57.7101666666,47.66,45.8853333334,7.673,11.8131666667
543.81,9.27766666665,23.061,23.6058333333,17.861,11.4163333333,10.5325,20.0153333333,57.6458333333,47.6395,46.0041666667,7.73083333333,11.837
544.15,9.27400000002,23.061,23.6481666666,17.8806666667,11.4151666667,10.5115,19.9306666667,57.5455,47.5615,46.0815,7.72766666667,11.8126666666
544.49,9.27116666669,23.0883333334,23.6821666667,17.9068333333,11.4013333333,10.4975,19.838,57.4836666667,47.5458333334,46.2096666666,7.7085,11.8028333333
544.84,9.27416666666,23.1445,23.7251666667,17.9443333333,11.3885,10.4998333333,19.7793333333,57.4273333334,47.5661666667,46.357,7.68683333333,11.7996666667
545.18,9.29283333332,23.23,23.7883333333,18.0075,11.4175,10.5206666667,19.7326666666,57.3683333333,47.606,46.5398333334,7.70766666667,11.8305
545.52,9.28533333335,23.2968333333,23.8645,18.074,11.4006666667,10.5231666667,19.6903333333,57.2933333333,47.5708333333,46.6448333334,7.72766666666,11.8413333334
545.87,9.28016666667,23.3651666666,23.8965,18.133,11.417,10.5031666667,19.6075,57.2648333333,47.5375,46.8125,7.72083333333,11.8223333333
546.21,9.24116666665,23.3698333334,23.9318333333,18.1631666666,11.4003333333,10.4745,19.5018333333,57.2563333333,47.5661666666,46.88,7.66383333333,11.8073333333
546.55,9.2445,23.4511666667,23.989,18.1951666667,11.4235,10.479,19.4233333333,57.2241666666,47.5668333333,46.9701666667,7.63416666667,11.8096666666
546.90,9.18699999998,23.4505,23.9773333333,18.2135,11.4048333334,10.4228333333,19.3138333334,57.0856666666,47.5308333334,47.0283333333,7.57316666667,11.7715
547.24,9.18483333333,23.5071666667,23.9846666667,18.2461666667,11.4478333334,10.4211666667,19.243,56.9265,47.4761666667,47.0611666666,7.55833333333,11.7446666667
547.58,9.15400000001,23.5008333333,24.033,18.2591666666,11.4448333334,10.3616666667,19.1678333333,56.8568333333,47.4195,47.1053333334,7.51316666667,11.7071666667
547.92,9.15966666665,23.5918333334,24.0958333333,18.3568333334,11.4961666667,10.3706666666,19.1465,56.8,47.3938333334,47.2011666666,7.53166666667,11.7331666667
548.27,9.21566666668,23.693,24.191,18.4553333333,11.5981666667,10.3938333333,19.1601666666,56.805,47.3943333333,47.3251666666,7.59266666667,11.7585
548.61,9.26200000002,23.7878333333,24.2805,18.5956666666,11.6488333334,10.4118333333,19.1445,56.7158333333,47.377,47.4555,7.61966666667,11.776
548.95,9.28599999999,23.8565,24.3516666666,18.683,11.7023333334,10.4173333333,19.1266666667,56.6833333333,47.3353333334,47.5186666666,7.60866666667,11.7895
549.29,9.38683333335,23.9575,24.4388333333,18.7783333333,11.8095,10.4948333333,19.1346666666,56.618,47.351,47.5881666666,7.6495,11.8605
549.64,9.47583333335,24.0201666666,24.5711666667,18.874,11.8445,10.5595,19.1193333333,56.5571666667,47.404,47.6818333333,7.72083333333,11.9513333334
549.98,9.57166666666,24.1305,24.6931666667,18.9963333333,11.9053333334,10.6525,19.124,56.4788333333,47.4325,47.8381666666,7.79816666667,12.0153333334
550.32,9.5775,24.1216666667,24.7461666667,19.0355,11.9085,10.6351666667,19.0311666667,56.304,47.329,47.8916666667,7.80183333333,12.014
550.66,9.59716666669,24.1793333334,24.7833333334,19.0756666667,11.9158333334,10.6136666666,18.9295,56.2796666667,47.3611666667,48.0118333333,7.77933333333,11.9731666667
551.01,9.61500000002,24.2081666667,24.8288333334,19.1755,11.906,10.6351666667,18.8215,56.1663333333,47.3628333333,48.1548333333,7.8025,12.017
551.35,9.69050000001,24.3478333333,24.9,19.2728333333,11.9748333333,10.6956666667,18.7535,56.068,47.3586666666,48.2546666666,7.87633333333,12.1103333333
551.69,9.7185,24.4028333333,24.9105,19.3098333333,11.9805,10.7361666666,18.6381666667,55.9836666666,47.3656666667,48.3425,7.83533333333,12.1256666666
552.03,9.70466666669,24.4628333333,24.9493333333,19.3575,11.9801666666,10.7365,18.516,55.8656666667,47.2585,48.3688333333,7.82383333334,12.1405
552.38,9.73533333332,24.4928333333,24.9746666667,19.378,12.0285,10.7531666666,18.4295,55.7155,47.1606666667,48.3805,7.85266666667,12.1965
552.72,9.73883333332,24.5328333333,24.9446666667,19.4048333333,11.9843333333,10.7171666666,18.305,55.594,47.0905,48.4056666666,7.83316666666,12.1823333333
553.06,9.70733333334,24.5416666667,24.93,19.41,11.9775,10.6615,18.182,55.4143333334,46.9845,48.4248333333,7.84283333333,12.1928333334
553.40,9.67499999999,24.5823333334,24.8776666667,19.4208333334,11.9631666667,10.5943333334,18.0715,55.2595,46.9026666667,48.42,7.78,12.1458333334
553.74,9.6315,24.5963333333,24.8731666667,19.4213333333,11.9773333333,10.532,17.9453333333,55.0746666667,46.792,48.429,7.7615,12.0861666666
554.09,9.59283333331,24.64,24.8396666666,19.4243333333,11.9193333333,10.4883333333,17.8268333334,54.9313333333,46.7188333333,48.4738333334,7.6985,12.0521666667
554.43,9.62183333334,24.666,24.863,19.4775,11.9123333333,10.5313333334,17.7663333334,54.6833333334,46.5481666667,48.4045,7.73333333334,12.0973333334
554.77,9.60816666666,24.7536666667,24.934,19.5136666667,11.9358333334,10.4953333334,17.7226666667,54.6301666666,46.4488333333,48.4808333334,7.68983333334,12.0773333333
555.11,9.61,24.7645,24.898,19.5025,11.8981666667,10.4575,17.6675,54.4663333333,46.3023333333,48.4545,7.6665,12.0606666667
555.45,9.64200000001,24.7528333333,24.8816666666,19.5263333333,11.8763333334,10.4221666667,17.5921666667,54.2085,46.07,48.447,7.65616666667,12.0588333333
555.80,9.59033333335,24.7445,24.8365,19.5558333333,11.8005,10.3313333333,17.5428333333,54.0401666667,45.9826666667,48.4506666667,7.59766666667,12.0506666667
556.14,9.55533333333,24.784,24.8473333334,19.5711666667,11.7423333334,10.3,17.4503333333,53.923,45.9775,48.4746666667,7.532,12.0161666667
556.48,9.57533333335,24.8708333333,24.93,19.6496666666,11.7808333333,10.3746666667,17.4265,53.743,45.9366666666,48.5648333334,7.56266666666,12.0683333334
556.82,9.49633333334,24.8561666667,24.86,19.6401666666,11.7203333334,10.3248333333,17.3061666667,53.5618333333,45.8431666667,48.678,7.45383333333,12.0076666666
557.16,9.58083333335,24.9726666667,24.9211666667,19.7905,11.771,10.4408333333,17.3001666667,53.4575,45.8193333334,48.8143333333,7.514,12.1371666667
557.50,9.54733333334,24.9803333333,24.9041666666,19.7816666667,11.6706666667,10.3881666666,17.1791666666,53.2668333333,45.7053333333,48.8728333334,7.39133333333,12.1065
557.85,9.57600000002,25.097,24.9318333333,19.908,11.7333333333,10.4438333333,17.1388333333,53.195,45.6785,48.9478333334,7.468,12.1726666666
558.19,9.64850000001,25.2361666666,25.0401666667,20.0698333333,11.8625,10.5086666667,17.1426666667,53.1926666667,45.779,49.2245,7.5105,12.2675
558.53,9.73816666667,25.3015,25.0553333333,20.1716666666,11.8605,10.5671666667,17.1205,53.0541666667,45.7233333333,49.3203333333,7.56633333333,12.3743333333
558.87,9.77316666665,25.3821666667,25.1576666667,20.3053333333,11.9238333334,10.6415,17.0865,52.929,45.7245,49.5085,7.59416666667,12.4533333334
559.21,9.81466666665,25.5485,25.2135,20.4085,11.9565,10.7375,17.075,52.9131666667,45.8038333333,49.605,7.68816666666,12.5405
559.55,9.93083333332,25.671,25.3153333334,20.5441666666,12.0585,10.8513333333,17.0898333333,52.8478333333,45.7996666666,49.7636666667,7.75766666667,12.6445
559.89,9.93716666665,25.7173333333,25.295,20.6473333333,12.056,10.889,17.0546666667,52.7295,45.7045,49.8846666667,7.82416666667,12.6886666667
560.23,9.96100000001,25.7271666666,25.264,20.6811666667,12.0491666666,10.846,16.987,52.6413333333,45.6778333334,50.0141666666,7.8035,12.6618333333
560.58,10.086,25.8318333333,25.3068333333,20.7775,12.0983333333,10.8988333333,16.994,52.5196666667,45.6208333334,50.0571666667,7.89383333333,12.7325
560.92,10.0666666667,25.8788333334,25.2735,20.7953333334,12.0753333333,10.8575,16.9661666667,52.3881666667,45.5165,50.1165,7.8855,12.6875
561.26,10.0846666667,25.9821666667,25.2551666666,20.8806666667,12.116,10.9176666666,16.9616666666,52.3043333334,45.4901666666,50.1941666667,7.9565,12.7526666667
561.60,10.1455,25.9816666667,25.3075,20.9453333333,12.1201666667,10.9325,16.9153333333,52.1386666666,45.391,50.1938333333,7.9725,12.8076666667
561.94,10.1795,26.0535,25.3216666667,21.0446666666,12.1218333333,10.956,16.8798333333,52.0531666667,45.2915,50.2425,7.9815,12.8595
562.28,10.1606666667,26.1031666666,25.3075,21.0851666667,12.1633333333,10.9585,16.7818333333,51.8673333334,45.1596666667,50.2501666667,7.97316666666,12.8401666666
562.62,10.1313333333,26.1156666667,25.2498333333,21.0778333334,12.1388333334,10.9235,16.6816666667,51.6748333333,45.0531666667,50.2265,7.90333333333,12.789
562.96,10.1545,26.1803333333,25.2845,21.1813333333,12.181,10.946,16.637,51.5011666666,44.9963333333,50.279,7.88966666667,12.8025
563.30,10.1391666666,26.1941666666,25.2225,21.1755,12.1568333334,10.987,16.5351666666,51.2651666667,44.8871666667,50.2633333333,7.88416666667,12.7711666667
563.64,10.1721666666,26.2336666667,25.2238333334,21.213,12.1978333333,11.011,16.452,51.0786666666,44.8141666666,50.2606666667,7.91116666667,12.794
563.99,10.1846666667,26.2946666667,25.1805,21.2738333333,12.1933333333,11.0443333334,16.3595,50.8895,44.684,50.1563333333,7.94166666667,12.8388333333
564.33,10.1115,26.3228333334,25.1273333334,21.2981666667,12.1346666667,11.0145,16.2183333334,50.7706666667,44.6186666667,50.2033333334,7.8815,12.8316666667
564.67,10.1008333333,26.3698333333,25.1468333333,21.3186666666,12.1533333333,10.9861666666,16.1311666666,50.5041666667,44.5486666666,50.1825,7.90466666667,12.8255
565.01,10.1301666667,26.4045,25.126,21.361,12.1653333333,10.986,16.0688333333,50.3656666667,44.4323333333,50.1936666667,7.94166666667,12.8281666666
565.35,10.02,26.4106666667,25.0165,21.3611666667,12.0885,10.91,15.9506666667,50.1556666667,44.2928333334,50.178,7.85883333334,12.765
565.69,9.98399999999,26.401,24.9345,21.3026666666,12.0381666667,10.8768333333,15.8463333333,49.8816666667,44.149,50.0683333333,7.83,12.7226666666
566.03,9.91216666668,26.3716666667,24.8623333333,21.3095,11.98,10.8278333334,15.7523333333,49.7421666667,44.0465,50.0461666667,7.76916666667,12.6778333333
566.37,9.89216666667,26.4103333334,24.8111666666,21.3466666667,11.9553333334,10.8368333334,15.6785,49.5333333333,43.8893333333,50.0468333333,7.79066666667,12.6615
566.71,9.80550000002,26.3955,24.7008333334,21.2761666667,11.8806666667,10.706,15.5405,49.3348333333,43.7231666667,50.0268333333,7.703,12.5765
567.05,9.79233333331,26.4598333333,24.6461666667,21.283,11.9041666666,10.6715,15.4618333333,49.1686666667,43.6266666667,49.9975,7.70483333333,12.6096666666
567.39,9.79566666669,26.5698333333,24.6386666667,21.344,11.9213333334,10.665,15.4398333333,49.0765,43.5611666666,50.1291666667,7.701,12.6261666667
567.73,9.77433333334,26.6263333334,24.6481666667,21.4075,11.965,10.6781666667,15.4105,48.9355,43.4861666666,50.1726666667,7.732,12.6511666666
568.07,9.77133333335,26.6411666667,24.6226666667,21.4661666667,11.976,10.7006666667,15.3638333334,48.7103333334,43.3475,50.0683333333,7.75216666666,12.679
568.41,9.72100000001,26.606,24.5238333333,21.468,11.924,10.6695,15.2425,48.534,43.1356666666,49.9706666667,7.70666666667,12.6556666666
568.75,9.76000000002,26.7305,24.6173333333,21.5853333334,11.9881666666,10.7273333333,15.2545,48.4458333333,43.1081666666,50.0386666667,7.73966666667,12.717
569.09,9.83816666666,26.7686666667,24.623,21.6803333333,12.0771666667,10.7793333333,15.2288333333,48.3015,43.0016666666,50.0626666667,7.80833333333,12.7341666666
569.43,9.80666666667,26.8245,24.6158333333,21.7161666667,12.0786666667,10.7828333333,15.2008333333,48.0881666667,42.877,49.9935,7.865,12.7555
569.77,9.95083333333,26.9726666667,24.6723333333,21.8411666666,12.1755,10.8591666666,15.2206666667,48.0,42.8826666666,50.0553333333,7.99883333333,12.8631666666
570.11,9.994,27.1196666667,24.7661666667,21.9716666667,12.2593333333,10.9253333334,15.2528333333,47.9476666667,42.9406666667,50.1311666667,8.10416666666,12.9721666667
570.45,9.98333333334,27.121,24.7525,22.0343333333,12.2703333333,10.9188333334,15.218,47.7436666667,42.8478333333,50.0801666667,8.11866666667,12.9945
570.79,9.94500000001,27.1136666667,24.7148333334,22.0815,12.2018333334,10.8518333333,15.1308333333,47.5386666667,42.7296666667,50.0906666667,8.06783333333,12.9596666667
571.13,9.91316666669,27.1005,24.6616666667,22.0856666666,12.1833333333,10.81,15.0436666667,47.3078333333,42.5896666667,49.9865,7.98483333333,12.9005
571.47,9.84483333333,27.0753333333,24.5788333333,22.0598333333,12.142,10.744,14.9363333333,47.0751666667,42.4221666666,49.9081666667,7.9035,12.8281666666
571.81,9.81433333334,27.1563333333,24.566,22.1266666666,12.1691666667,10.748,14.936,46.949,42.367,49.976,7.939,12.8088333333
572.15,9.81650000002,27.191,24.5046666667,22.1893333333,12.1808333333,10.7848333333,14.8908333334,46.7588333333,42.273,49.9028333333,7.95833333334,12.828
572.49,9.82633333335,27.1813333334,24.3891666666,22.2111666667,12.1513333333,10.7813333334,14.8135,46.4471666666,42.0963333334,49.8173333333,7.92783333333,12.8533333333
572.83,9.7935,27.2596666667,24.317,22.1675,12.1076666667,10.7668333334,14.7686666667,46.2515,42.0068333334,49.7516666667,7.91233333333,12.8618333333
573.17,9.80350000001,27.3005,24.2663333333,22.228,12.1096666666,10.7705,14.7231666667,46.041,41.8631666667,49.7391666667,7.89683333333,12.85
573.51,9.72249999999,27.2805,24.153,22.241,12.0568333333,10.7186666667,14.651,45.8128333333,41.7258333333,49.6885,7.86866666666,12.8035
573.85,9.68566666668,27.2718333333,24.0515,22.2628333333,12.018,10.6755,14.5721666667,45.5873333333,41.5635,49.6336666667,7.80383333333,12.7633333333
574.19,9.74366666668,27.4081666667,24.0428333333,22.3645,12.086,10.785,14.6206666667,45.4961666666,41.5415,49.6515,7.89733333334,12.8293333334
574.53,9.77883333335,27.4915,24.0591666667,22.4468333333,12.1356666667,10.8333333333,14.6333333333,45.384,41.4858333334,49.643,7.94416666666,12.8803333334
574.87,9.77083333334,27.5375,24.0243333334,22.481,12.145,10.8141666667,14.6033333334,45.2086666667,41.3973333333,49.5173333333,8.00633333334,12.9031666666
575.21,9.79133333332,27.618,23.9893333334,22.511,12.1663333333,10.8075,14.5728333334,45.068,41.3046666667,49.4943333333,8.046,12.9285
575.55,9.84183333331,27.6761666667,23.9811666667,22.5091666666,12.195,10.8095,14.5296666667,44.8486666667,41.165,49.3961666667,8.05083333333,12.9716666667
575.89,9.93049999998,27.8155,24.0335,22.6101666667,12.2688333333,10.8685,14.574,44.7868333334,41.1416666667,49.4653333334,8.13566666666,13.0581666667
576.22,9.88583333335,27.823,23.9606666666,22.589,12.2355,10.8433333333,14.534,44.574,40.9885,49.339,8.14016666666,13.0148333334
576.56,10.0116666667,27.9225,24.0613333333,22.8128333333,12.3733333333,10.9958333333,14.6253333333,44.5036666666,40.9735,49.3466666667,8.27983333333,13.1481666667
576.90,10.0745,27.9973333333,24.0566666667,22.934,12.4341666667,11.054,14.6476666667,44.4428333333,40.9178333333,49.376,8.34566666667,13.2265
577.24,10.0288333333,28.0395,24.0226666667,22.9328333334,12.4238333333,11.0726666667,14.5811666666,44.1865,40.7146666667,49.2238333333,8.32316666666,13.2113333333
577.58,10.0903333333,28.097,23.9745,22.9893333333,12.4738333334,11.1168333333,14.603,44.0456666666,40.6065,49.1023333333,8.35433333333,13.2458333333
577.92,10.0771666667,28.1475,23.9651666666,23.0561666667,12.4825,11.1086666666,14.5765,43.8231666667,40.436,49.0386666667,8.3565,13.307
578.26,10.127,28.262,23.9523333333,23.157,12.5596666667,11.1965,14.6196666666,43.6355,40.2806666666,48.974,8.46383333333,13.3178333334
578.60,10.2225,28.3848333334,23.983,23.317,12.6395,11.359,14.693,43.501,40.1586666667,48.984,8.499,13.4248333333
578.94,10.2375,28.3775,23.9163333333,23.3816666666,12.654,11.428,14.6306666667,43.226,39.971,48.9121666666,8.5275,13.4923333333
579.28,10.267,28.409,23.881,23.538,12.7073333334,11.5365,14.6211666666,43.0615,39.8653333334,48.8313333334,8.59016666667,13.5026666667
579.61,10.2028333333,28.4323333333,23.8285,23.5798333333,12.701,11.543,14.586,42.7881666666,39.718,48.7183333333,8.5555,13.465
579.95,10.255,28.5401666666,23.8715,23.7776666666,12.8175,11.6273333334,14.6446666667,42.7676666667,39.7176666667,48.7655,8.67533333333,13.5336666667
580.29,10.1298333333,28.5633333333,23.7723333333,23.7071666667,12.7253333334,11.5195,14.5023333334,42.5103333334,39.5351666666,48.6496666666,8.56916666667,13.4375
580.63,10.09,28.574,23.7156666667,23.7021666667,12.722,11.5061666666,14.428,42.2778333333,39.4171666667,48.5386666667,8.56283333333,13.3685
580.97,10.047,28.5636666667,23.5971666667,23.7141666667,12.6765,11.4455,14.3558333334,42.114,39.2628333333,48.4618333334,8.52233333333,13.338
581.31,10.0158333333,28.5435,23.5208333333,23.7071666667,12.629,11.3861666667,14.2368333333,41.867,39.0363333334,48.3315,8.4895,13.3221666667
581.65,10.0088333333,28.5031666667,23.4238333334,23.6875,12.6258333334,11.4223333334,14.1608333333,41.6506666666,38.8566666667,48.2433333333,8.51483333333,13.2091666667
581.98,9.97633333335,28.5045,23.3218333333,23.6246666667,12.6163333333,11.4195,14.0676666667,41.447,38.6995,48.1208333333,8.45166666667,13.1901666667
582.32,9.89316666666,28.3593333333,23.1795,23.5125,12.5523333333,11.298,13.9081666667,41.2341666666,38.4861666667,47.9291666666,8.402,13.0785
582.66,9.90183333332,28.4056666666,23.1533333333,23.5545,12.5201666667,11.254,13.9143333333,41.055,38.3685,47.7576666667,8.4075,13.0746666667
583.00,9.82716666667,28.4443333334,23.099,23.5648333333,12.4253333334,11.1396666667,13.8375,40.8251666666,38.1681666666,47.6536666667,8.33216666666,13.0298333334
583.34,9.87366666665,28.4726666667,23.0591666667,23.5568333333,12.3836666667,11.1185,13.7876666667,40.6956666666,38.0668333334,47.546,8.33883333333,13.008
583.68,9.85916666665,28.5651666667,23.0128333334,23.4925,12.3705,11.096,13.7013333333,40.492,37.9218333334,47.4666666667,8.28866666666,12.9858333333
584.01,9.89950000001,28.5701666667,22.9033333333,23.4976666666,12.3518333333,11.0563333333,13.6448333333,40.222,37.684,47.3401666666,8.28483333333,12.9583333333
584.35,9.87050000001,28.6625,22.9205,23.5963333333,12.3058333333,11.0158333333,13.6381666667,40.1306666667,37.6163333333,47.3186666667,8.27283333334,12.9993333333
584.69,10.1008333333,28.877,23.1076666666,23.842,12.5248333333,11.2686666667,13.7908333334,40.111,37.6263333333,47.3333333333,8.48433333333,13.1788333333
585.03,10.0688333333,28.9285,23.0791666666,23.8601666667,12.5256666667,11.3146666666,13.7498333334,39.9311666667,37.4981666667,47.2835,8.50483333334,13.1408333333
585.37,10.0871666667,28.9491666667,23.0306666667,23.8923333333,12.524,11.2513333333,13.6871666667,39.7546666666,37.3465,47.1571666666,8.4385,13.1755
585.70,10.0395,28.9475,23.0026666667,23.9228333333,12.4725,11.2425,13.6445,39.5596666667,37.2496666667,46.979,8.418,13.114
586.04,10.0403333333,29.106,23.0051666666,24.0603333334,12.4741666666,11.2796666667,13.6773333333,39.3668333334,37.1295,46.9185,8.451,13.1541666667
586.38,10.0266666667,29.2295,23.0401666667,24.1308333333,12.4735,11.3378333333,13.6985,39.2561666667,37.0686666667,46.8425,8.4505,13.1106666666
586.72,10.0153333333,29.2675,23.0291666666,24.1485,12.487,11.3878333333,13.6731666666,39.1503333333,36.9031666667,46.8068333333,8.49683333333,13.1203333334
587.06,10.0075,29.3663333333,23.097,24.2653333334,12.557,11.4448333334,13.6666666667,39.0168333334,36.7818333334,46.8053333333,8.52366666667,13.1973333333
587.39,10.0521666666,29.3875,23.1465,24.3721666666,12.5581666666,11.5116666667,13.6501666667,38.868,36.739,46.741,8.60616666667,13.235
587.73,10.031,29.4975,23.1898333333,24.4801666666,12.5928333334,11.6115,13.6486666667,38.7981666667,36.751,46.7323333333,8.58866666667,13.2976666667
588.07,9.92083333334,29.378,23.0013333333,24.3548333334,12.4665,11.4793333333,13.4466666666,38.4733333333,36.483,46.496,8.41816666666,13.1556666666
588.41,9.82866666667,29.4315,22.985,24.3673333333,12.3748333333,11.4141666667,13.3606666667,38.3118333334,36.4253333333,46.4125,8.3245,13.1263333334
588.74,9.80216666669,29.5258333334,23.0221666667,24.4833333334,12.3225,11.409,13.3008333333,38.1661666666,36.4121666667,46.3735,8.3145,13.1425
589.08,9.85049999999,29.6506666667,23.0493333333,24.5415,12.3045,11.4545,13.3198333334,38.1046666666,36.3815,46.298,8.3845,13.1863333333
589.42,9.81650000002,29.6628333333,22.973,24.5673333333,12.2415,11.3851666667,13.2326666667,37.9431666667,36.2368333333,46.1691666666,8.33566666666,13.2
589.76,9.85116666665,29.7208333333,22.9283333334,24.6063333333,12.2103333333,11.4001666666,13.1821666667,37.7995,36.1466666667,46.111,8.35266666666,13.229
590.09,9.92799999999,29.7553333333,22.8728333334,24.6961666667,12.1958333333,11.4105,13.1565,37.6711666667,36.04,46.0346666667,8.35516666666,13.2653333333
590.43,9.94616666667,29.7705,22.7535,24.687,12.1655,11.342,13.0978333333,37.4485,36.0551666666,45.8323333333,8.31683333333,13.2571666667
590.77,9.94766666667,29.7575,22.6236666667,24.693,12.1258333333,11.3308333333,13.0846666667,37.2981666667,35.9026666666,45.6671666667,8.26616666667,13.2288333333
591.11,9.895,29.7758333334,22.5365,24.7215,12.0956666667,11.3031666667,13.0476666667,37.1276666667,35.7341666666,45.4951666667,8.191,13.2085
591.44,9.90933333332,29.7463333333,22.3965,24.7135,12.0298333334,11.2505,13.0023333333,36.9276666666,35.5535,45.288,8.214,13.2543333334
591.78,10.0488333333,29.9345,22.4843333333,24.8455,12.1598333333,11.3855,13.082,36.8491666666,35.5208333333,45.2593333333,8.30566666667,13.3663333333
592.12,10.0093333333,29.863,22.2886666667,24.7585,12.082,11.3315,13.009,36.561,35.2918333333,45.079,8.273,13.2911666667
592.46,10.0043333333,29.8551666666,22.1808333334,24.7038333333,12.1066666666,11.2818333334,12.9943333333,36.3676666666,35.0928333333,44.8718333333,8.2155,13.2795
592.79,9.94300000002,29.7876666667,22.0938333333,24.7063333334,12.0883333333,11.199,12.8485,36.078,34.9313333333,44.7076666666,8.13416666667,13.2128333333
593.13,9.88466666668,29.7423333333,22.0148333333,24.6901666667,12.0326666667,11.1006666667,12.742,35.8313333334,34.7433333333,44.5218333334,8.09683333333,13.1731666667
593.47,9.88733333331,29.7768333334,21.9973333333,24.7413333333,12.0713333333,11.1406666667,12.7558333334,35.6966666667,34.7011666666,44.426,8.13283333334,13.2235
