wavelength,Back_MelMelm,Belly_MelMelm,Breast_MelMelm,Crissum_MelMelm,Crown_MelMelm,DorTail_MelMelm,Patch10_MelMelm,Patch11_MelMelm,Rump_MelMelm,Throat_MelMelm,WingTip_MelMelm
336.11,7.82626666667,14.4115615385,12.4156,12.8876,9.0765,7.80153333333,7.46906666667,12.9162666667,7.84902333333,4.4664,8.7308
336.47,7.53560000001,14.2152230769,12.2042666667,12.7451333333,8.89356666667,7.6815,7.21233333333,12.6207333333,7.52203666667,4.19176666667,8.57426666667
336.84,7.76733333334,14.2793589744,12.4878,12.9497333333,9.12663333334,7.93756666667,7.37606666667,12.7896,7.73408666667,4.35103333333,8.9236
337.21,7.73333333334,14.296648718,12.6076666667,13.0165333333,9.2429,8.08153333333,7.3722,12.9538666666,7.88737333333,4.42296666667,9.06506666667
337.57,8.03406666667,14.5990410257,12.8922,13.4193333333,9.41133333334,8.42943333333,7.58016666667,13.1575333333,8.07499666667,4.6733,9.36113333333
337.94,7.91566666667,14.6772564102,12.9272666667,13.4522,9.37533333333,8.45353333333,7.64876666667,13.1650666667,8.13280333333,4.61163333333,9.3002
338.31,7.97400000001,14.8351102564,12.9935333333,13.6272,9.5309,8.71383333333,7.68386666667,13.2636,8.35124,4.6903,9.43733333333
338.67,8.24119999999,15.0748615385,13.2586,13.8325333333,9.85790000001,8.92193333333,7.89856666666,13.5793333333,8.62697333333,4.94053333333,9.579
339.04,8.62819999999,15.4075358974,13.6259333333,14.1225333333,10.1129,9.16283333333,8.34093333333,13.8787333333,8.89802666667,5.26866666667,9.84753333334
339.40,8.5552,15.3302692308,13.5374666667,14.0081333333,10.0305,9.06913333333,8.28676666667,13.7380666667,8.88732333333,5.18443333333,9.68306666666
339.77,8.52200000001,15.3638846154,13.5582666667,14.0183333333,9.95366666665,9.0769,8.23490000001,13.7738666667,8.88028666668,5.12886666667,9.63313333333
340.14,8.88246666667,15.6764410256,13.9324666667,14.3419333333,10.404,9.34286666667,8.5671,14.1222,9.17043333333,5.36193333333,9.89620000001
340.50,9.10906666667,15.9070051282,14.2356666667,14.6631333333,10.6693,9.42286666667,8.77886666667,14.5188666667,9.38078333333,5.5106,10.2268666667
340.87,8.89293333333,15.8807282051,14.1542,14.5554666667,10.5721333333,9.31126666667,8.58346666667,14.5016666667,9.17942666666,5.40476666667,10.0718
341.23,9.05753333333,15.9733948718,14.1204666667,14.5356,10.6225666667,9.2565,8.54646666667,14.5819333333,9.18926000001,5.58273333333,10.1104666667
341.60,9.13226666667,16.0854974359,14.2501333333,14.6958666667,10.7474666667,9.2636,8.59093333333,14.74,9.28720333333,5.72613333333,10.1645333333
341.96,9.26,16.0948076923,14.2833333333,14.6983333333,10.7633333333,9.1625,8.56916666666,14.7533333333,9.34458333333,5.76333333333,10.27
342.33,9.43413333334,16.1760897436,14.3457333333,14.8168,10.8366333333,9.16173333333,8.71449999999,14.9248,9.46768333334,5.9061,10.3122
342.70,9.21299999999,16.1071564102,14.2732,14.7262,10.6260333333,8.89276666667,8.51730000001,14.82,9.27746999999,5.62263333333,10.2483333333
343.06,9.22073333333,16.1002897436,14.2844,14.7857333333,10.7679666667,8.80926666667,8.45736666667,14.8726666667,9.36356000001,5.60763333333,10.2592
343.43,9.03833333334,15.9213282051,14.1896,14.8113333333,10.6898,8.6438,8.34323333333,14.7847333333,9.19886,5.3894,10.1632666667
343.79,8.97426666667,15.8873435898,14.1076666667,14.805,10.5992,8.469,8.24236666667,14.7292,9.08784666666,5.28923333333,10.1481333333
344.16,8.9726,15.8481717949,14.0451333333,14.7706666667,10.4578,8.35283333333,8.15216666667,14.6399333333,9.01303333333,5.22156666667,10.0677333333
344.52,9.25806666667,16.1199974359,14.345,15.0471333333,10.6224333333,8.59386666667,8.39153333334,14.8620666667,9.27092666667,5.41436666667,10.1856666667
344.89,9.42753333334,16.2493948718,14.4398,15.2484,10.7316666667,8.60626666667,8.56249999999,14.9478,9.47056333333,5.49743333333,10.2051333333
345.25,9.58846666666,16.4724205128,14.7514,15.5128666667,10.9189666667,8.64883333333,8.72476666667,15.1417333333,9.60205999999,5.5194,10.2922666667
345.62,9.53986666667,16.4473615385,14.7529333333,15.4665333333,10.8813,8.56406666667,8.6623,15.1149333333,9.57493666667,5.3788,10.0688666667
345.99,9.33966666668,16.3360666667,14.623,15.4422666667,10.7773666667,8.46336666667,8.50456666667,15.1212,9.38197,5.13886666667,9.81153333333
346.35,9.18126666666,16.2942153846,14.5662,15.3871333333,10.6636666667,8.2348,8.33583333333,15.0978666667,9.24159666665,4.8881,9.60946666667
346.72,9.25973333333,16.2721384615,14.5452666667,15.4265333333,10.6936,8.20213333333,8.34306666666,15.0854,9.23378666667,4.8034,9.49113333333
347.08,9.23213333333,16.310525641,14.4805333333,15.2968,10.5780666667,8.14306666667,8.30993333333,15.0943333333,9.11683666667,4.724,9.3972
347.45,9.29840000001,16.4377948718,14.4815333333,15.3224,10.6262,8.1585,8.3659,15.2150666667,9.12230333332,4.8416,9.36866666667
347.81,9.28733333333,16.468474359,14.5794666667,15.3548,10.6707666667,8.16726666667,8.39069999999,15.2310666666,9.19650333335,4.78756666667,9.2488
348.18,9.36113333333,16.6111410257,14.7306666667,15.439,10.8354,8.3098,8.51783333334,15.4148666667,9.28094000001,4.8203,9.273
348.54,9.21740000001,16.5306769231,14.5693333333,15.2579333333,10.756,8.11496666667,8.40993333333,15.2833333333,9.18423333334,4.74813333333,9.15466666667
348.91,9.26826666667,16.6244051282,14.6378666667,15.3338,10.7749,8.17583333333,8.45229999999,15.3815333333,9.24091999999,4.75233333333,9.19226666667
349.27,9.0542,16.5242923077,14.3932666667,15.2247333333,10.5817666667,7.98136666667,8.31303333334,15.2544666667,9.09252666668,4.6359,9.01866666667
349.64,8.91093333334,16.3367128205,14.2377333333,15.0907333333,10.4273,7.74843333333,8.16386666667,15.1274666667,8.95525,4.5018,9.10893333333
350.00,9.05753333333,16.5044025641,14.4334,15.1423333333,10.6060666667,7.7901,8.24059999999,15.2426,9.10662333335,4.65106666667,9.3342
350.37,9.08553333333,16.6088102564,14.4916666667,15.2082,10.6711666667,7.89836666667,8.26796666666,15.2183333333,9.10076666666,4.70713333333,9.36833333333
350.73,8.89419999999,16.5940435897,14.4407333333,15.1362666667,10.6139,7.80023333333,8.1787,15.1803333333,9.01917333334,4.74163333333,9.2946
351.10,8.99580000001,16.7293307692,14.5692666667,15.4236666667,10.8106666666,7.95683333333,8.30516666666,15.3431333333,9.18896000001,4.89053333333,9.40826666667
351.46,9.06706666666,16.8464717949,14.7755333333,15.5779333334,10.93,7.99446666667,8.36063333333,15.467,9.29570999999,4.97826666667,9.58606666667
351.83,9.09399999999,16.9381435897,14.7664,15.6381333333,10.9831666667,8.07323333333,8.37403333333,15.616,9.31569333333,5.09916666667,9.66226666667
352.19,9.22846666666,17.0334512821,14.9425333333,15.8314666667,11.1551,8.154,8.40383333333,15.7678666667,9.42956,5.2327,9.76046666667
352.55,9.25426666667,17.0283,14.9615333333,15.8770666667,11.1706,8.13356666667,8.35639999999,15.8715333333,9.38672999999,5.2662,9.78506666667
352.92,9.21326666667,16.9845589743,14.9720666667,15.9152666666,11.2394,8.03523333333,8.28506666667,15.9221333333,9.33764,5.2517,9.80419999999
353.28,9.3524,17.1108948718,15.1574666667,16.1012666666,11.5098,8.2323,8.43953333333,16.1159333333,9.51043666666,5.3298,9.97313333333
353.65,9.31373333334,17.1794538462,15.1520666667,16.1454,11.5292,8.2517,8.43473333333,16.0948,9.44916,5.29046666667,9.81573333333
354.01,9.34500000001,17.2479923077,15.2508,16.2783333333,11.4750333333,8.26273333333,8.4698,16.1534666667,9.43770333332,5.32023333333,9.6812
354.38,9.58299999999,17.3418487179,15.4131333333,16.4905333333,11.6684666667,8.37796666667,8.60196666667,16.4244,9.68175666665,5.53886666667,9.7604
354.74,9.73613333333,17.3616102564,15.4540666667,16.6705333333,11.73,8.47103333333,8.63833333333,16.5335333333,9.70922666667,5.53716666667,9.82126666667
355.11,9.66186666668,17.2961615385,15.4721333333,16.7000666667,11.5886333333,8.37406666667,8.55793333333,16.4722,9.68170333335,5.46783333333,9.69046666667
355.47,9.70026666666,17.4214307692,15.4778,16.7977333333,11.6332,8.47776666667,8.54676666667,16.5647333333,9.68867000001,5.45613333333,9.66033333333
355.83,9.7498,17.406248718,15.5011333333,16.9155333333,11.6096,8.38036666667,8.61976666666,16.6046,9.67335666665,5.43196666667,9.65393333333
356.20,9.52173333333,17.2752666667,15.3026666667,16.7551333333,11.3737333333,8.1508,8.50999999999,16.4406,9.52296333333,5.16153333333,9.5312
356.56,9.53246666667,17.3589794872,15.3149333333,16.8240666667,11.3936333333,8.21156666667,8.52106666666,16.4683333333,9.56046333332,5.0929,9.5018
356.93,9.53693333333,17.458725641,15.2867333333,16.8489333333,11.3415,8.2545,8.5714,16.5034,9.59283,5.04443333333,9.45006666667
357.29,9.41919999999,17.3688076923,15.1852,16.7785333333,11.1560666667,8.10023333333,8.45313333333,16.4085333333,9.47771666667,4.8748,9.27733333333
357.66,9.54766666667,17.479025641,15.2717333333,16.9047333333,11.2954,8.13966666667,8.53123333333,16.6156666667,9.61071666669,4.96903333333,9.35846666667
358.02,9.56286666666,17.5655641026,15.2846,17.0253333333,11.352,8.1879,8.55136666667,16.7300666667,9.64757666668,4.927,9.42313333333
358.38,9.5108,17.5634820513,15.2971333333,17.0808666667,11.3353666667,8.1611,8.56423333334,16.7498,9.64724666667,4.8776,9.51066666667
358.75,9.5386,17.6778461539,15.3208,17.2020666667,11.4024666667,8.17603333333,8.66260000001,16.8328666666,9.75656333332,4.88606666667,9.60213333333
359.11,9.33726666667,17.4777307692,15.0873333333,17.0108666667,11.3046333333,7.95826666667,8.42543333333,16.7416666666,9.53670999999,4.6059,9.38253333333
359.48,9.42339999999,17.5716282051,15.2106,17.1631333333,11.4045,7.9582,8.58506666667,16.8864666667,9.66394666666,4.70626666667,9.4344
359.84,9.35953333333,17.566451282,15.2374,17.1616,11.4385666667,7.8538,8.52963333333,16.8502,9.60567999999,4.6368,9.39453333333
360.20,9.44280000001,17.7133692308,15.3122,17.3254666667,11.5789333333,7.90116666667,8.54836666667,17.0054,9.68451333333,4.6842,9.3698
360.57,9.50573333333,17.7636051282,15.4382,17.4685333333,11.6746666667,7.95083333333,8.6554,17.1203333333,9.75874000001,4.79663333333,9.4552
360.93,9.64906666667,17.8644102564,15.6386,17.6372,11.8727,8.09203333333,8.82080000001,17.3274666667,9.85284333333,4.9659,9.60693333333
361.29,9.86339999999,18.0098179487,15.7852666667,17.8184,12.0770333333,8.2703,8.97786666666,17.5496,10.00239,5.20553333333,9.82773333333
361.66,9.88033333333,17.9965333333,15.8058666667,17.8775333333,12.1397333333,8.28396666667,9.01256666667,17.6133333333,9.99707,5.2176,9.92073333333
362.02,10.0044666667,18.0347358974,15.8607333333,17.9074666667,12.2582666667,8.3065,9.11886666667,17.6887333333,10.03287,5.32643333333,9.99700000001
362.39,9.9698,17.9822025641,15.7937333333,17.8846666667,12.1649666667,8.19423333333,9.03133333334,17.6199333333,9.90313,5.20826666667,9.8458
362.75,10.0096,17.9611230769,15.8362666667,17.8888666667,12.1810666667,8.15703333333,8.98253333334,17.6732666667,9.88434000001,5.21526666667,9.75906666667
363.11,10.1282,18.1384974359,15.9604,18.0752,12.2929,8.22153333333,9.16326666666,17.8034,10.00338,5.33003333333,9.88253333333
363.48,10.0908,18.0365076923,15.8798666667,17.996,12.2238,8.13193333333,9.10216666667,17.7624,9.91122666667,5.25973333333,9.872
363.84,10.088,18.0306974359,15.8094666667,18.0180666667,12.2470666667,8.1452,9.05179999999,17.836,9.92919000002,5.19556666667,9.80393333333
364.20,10.0105333333,17.9113128205,15.7658,18.0078666667,12.2167,8.08043333333,8.96403333333,17.7719333333,9.81624333333,5.13843333333,9.73540000001
364.57,10.0674,17.9844051282,15.7424,18.1718666667,12.3518333333,8.08983333333,9.0091,17.8622,9.84628666667,5.16403333333,9.84080000001
364.93,9.96953333333,17.8837769231,15.5980666667,18.1525333333,12.2777333333,7.98696666667,8.86393333334,17.8096666667,9.77836666668,5.01016666667,9.69386666667
365.29,9.83326666667,17.8053153846,15.5074,18.1161333333,12.2071333333,7.8355,8.79760000001,17.7614,9.66626333334,4.82196666667,9.54926666667
365.66,9.77706666667,17.8068076923,15.5300666667,18.1597333333,12.1732,7.7127,8.72383333333,17.7390666667,9.64039333333,4.7405,9.42146666667
366.02,9.68773333333,17.7303564103,15.4711333333,18.1836666667,12.0970666666,7.6196,8.66979999999,17.7388,9.63793333333,4.62886666667,9.3252
366.38,9.68353333333,17.8195076923,15.5085333333,18.2445333333,12.1909,7.6486,8.71516666666,17.82,9.64121333332,4.61016666667,9.4468
366.75,9.558,17.7701948718,15.4182,18.2331333333,12.0914666667,7.59213333333,8.69236666667,17.7794,9.55644333333,4.50783333333,9.43653333333
367.11,9.60626666667,17.8088974359,15.4887333333,18.3158666666,12.1841666667,7.6659,8.73213333333,17.891,9.58503,4.58823333333,9.4996
367.47,9.61733333333,17.8621230769,15.5359333333,18.4288666667,12.2842333333,7.6979,8.70903333333,18.0164,9.61591333335,4.5821,9.45353333333
367.84,9.53406666667,17.8102358974,15.4799333333,18.4684666667,12.2076333333,7.5854,8.59816666667,18.047,9.48755333335,4.48056666667,9.37853333333
368.20,9.60979999999,17.9547692308,15.5084666667,18.6046,12.2468,7.60653333333,8.71413333333,18.2142666667,9.56869333333,4.5098,9.42513333333
368.56,9.45333333334,17.7142589744,15.3766,18.4160666667,12.0262666667,7.4641,8.5197,18.102,9.39251000001,4.3463,9.1602
368.93,9.38366666667,17.6440564102,15.2928666667,18.3656,11.9623333333,7.30876666667,8.43966666667,18.0508666667,9.26004999999,4.3036,9.10133333333
369.29,9.40726666667,17.7080871795,15.3092,18.4850666667,12.046,7.38033333333,8.41976666666,18.0954666667,9.32495000001,4.34943333333,9.0606
369.65,9.54813333334,17.7803846154,15.3846666667,18.6550666667,12.2391666667,7.5455,8.58749999999,18.3529333333,9.44932333331,4.49463333333,9.17413333333
370.01,9.51186666667,17.7619025641,15.3572,18.7342666667,12.2964666667,7.52936666667,8.52106666666,18.3508666667,9.38113,4.4516,9.10406666667
370.38,9.38626666666,17.6545179487,15.1998,18.6913333333,12.1946666667,7.3358,8.37439999999,18.3142666667,9.28052666668,4.3392,8.90466666667
370.74,9.59959999999,17.7903384615,15.3172,18.8610666667,12.4289,7.46243333333,8.49500000001,18.5772666667,9.44335666667,4.4773,8.96966666667
371.10,9.77466666667,17.9199461538,15.51,19.0858,12.6213,7.61916666667,8.62259999999,18.7702666667,9.56115333334,4.58733333333,9.06033333333
371.46,9.76959999999,17.8985282051,15.4823333333,19.1338666667,12.6146,7.59203333333,8.63713333334,18.7842,9.54732333333,4.5047,9.0832
371.83,9.92426666667,18.0068282051,15.6184666667,19.2764666667,12.7789666667,7.7818,8.80833333333,18.9218666667,9.64838666666,4.72143333333,9.18926666667
372.19,10.0420666667,18.0720153846,15.6614,19.3902666667,12.8862666667,7.87763333333,8.89883333334,19.0014666667,9.70285333335,4.885,9.33066666667
372.55,10.2009333333,18.1953025641,15.7659333333,19.5766666667,13.0512333333,7.9667,9.00999999999,19.2206666667,9.76775666667,4.95266666667,9.40406666667
372.92,10.2799333333,18.2408435897,15.8224666667,19.6932666667,13.1067333333,8.0285,9.11803333334,19.2737333333,9.82466333335,4.97016666667,9.4486
373.28,10.2780666667,18.1646794872,15.8178666667,19.7272666667,13.0990666667,8.005,9.09973333333,19.3237333333,9.79090666667,4.9702,9.4782
373.64,10.2478,18.195825641,15.7528,19.7166666667,13.0212666667,7.97946666667,9.01680000001,19.29,9.70044999999,4.87306666667,9.41786666667
374.00,10.3144666667,18.1650051282,15.6909333333,19.7613333333,13.0152333333,8.04983333333,9.04596666667,19.3778666667,9.75552333333,4.91326666667,9.52159999999
374.37,10.4656666667,18.2638589743,15.8889333334,19.9713333333,13.2338,8.27973333333,9.22816666667,19.5754,9.91131666666,5.08,9.69993333333
374.73,10.4690666667,18.2374717949,15.9753333333,20.073,13.3076666667,8.31533333333,9.24656666666,19.6288,9.89646333333,5.16473333333,9.79753333333
375.09,10.3285333333,18.0768717949,15.7437333333,19.9915333333,13.1564666667,8.1412,9.09766666667,19.5237333333,9.75325999999,5.01683333333,9.69786666667
375.45,10.4621333333,18.1512051282,15.7980666667,20.2198,13.2969666667,8.2851,9.20280000001,19.6419333333,9.85504666667,5.1751,9.77886666667
375.81,10.4766,18.1217487179,15.7443333333,20.2844666667,13.3537333333,8.27343333333,9.19190000001,19.7431333333,9.93508666668,5.1388,9.80546666667
376.18,10.4433333333,18.0633512821,15.7588,20.3613333333,13.3803666667,8.2668,9.17213333333,19.8600666667,9.96732666665,5.0903,9.75473333333
376.54,10.3886,18.0414897436,15.7456666667,20.3468666667,13.3474666667,8.2336,9.15210000001,19.8403333333,9.95923666667,5.0252,9.75266666667
376.90,10.4382666667,18.0970153846,15.821,20.4733333333,13.4249,8.28023333333,9.20223333334,20.0366666667,10.0380266667,5.06903333333,9.82953333333
377.26,10.2776,18.0094641026,15.6441333333,20.4477333333,13.2878666667,8.1194,9.10346666667,19.9674,9.90702333335,4.90086666667,9.71633333333
377.63,10.2226666667,17.9120948718,15.5387333333,20.4357333333,13.2846333334,8.09963333333,9.01479999999,19.9754666667,9.91479000001,4.8817,9.67426666667
377.99,10.1998,17.9727717949,15.6390666667,20.5109333333,13.3366,8.05683333333,9.0249,20.0392666667,9.91592333333,4.8696,9.67346666667
378.35,10.1873333333,17.9267846154,15.5772,20.5468,13.3388666667,8.02376666667,8.98836666667,20.0800666667,9.86562666666,4.80526666667,9.6224
378.71,9.99433333333,17.7855769231,15.4004,20.4661333333,13.1849,7.87186666667,8.82866666667,19.9976666667,9.70469666666,4.57433333333,9.46893333333
379.07,9.94713333334,17.7368384615,15.417,20.4864666667,13.244,7.86376666667,8.77503333333,20.1202666667,9.69924,4.55623333333,9.44533333333
379.44,9.89279999999,17.6740076923,15.3742666667,20.4605333333,13.209,7.80043333333,8.69336666666,20.156,9.65696666668,4.552,9.38466666667
379.80,9.94906666667,17.7047717949,15.4061333333,20.5371333333,13.2138666667,7.82766666667,8.72383333333,20.1869333333,9.67844999999,4.608,9.39953333333
380.16,10.0450666667,17.724874359,15.4558,20.6337333333,13.2933,7.90736666667,8.76773333333,20.2073333333,9.69033666667,4.69063333333,9.47893333333
380.52,10.1245333333,17.7185025641,15.4752,20.7327333333,13.408,7.99043333333,8.84813333333,20.3027333333,9.73370666667,4.80693333333,9.5018
380.88,10.1104666667,17.6267230769,15.3608666667,20.7237333333,13.4582333333,7.94613333333,8.7797,20.2910666667,9.68742666667,4.76153333333,9.45826666667
381.24,10.237,17.5828128205,15.4363333333,20.7705333333,13.6274,8.0559,8.80226666667,20.4587333333,9.71495333333,4.85086666667,9.52006666667
381.61,10.3176666667,17.5848179487,15.5523333333,20.903,13.7034666667,8.11686666667,8.91136666666,20.5524,9.75881333333,4.93253333333,9.6506
381.97,10.4014,17.5594641026,15.521,21.0467333333,13.8155,8.18456666667,8.98573333333,20.6606,9.79602,5.05123333333,9.71573333333
382.33,10.4906,17.5997615385,15.5981333333,21.1538666667,13.913,8.31396666667,9.1187,20.7978,9.90428999999,5.22996666667,9.8182
382.69,10.7408,17.7009692308,15.7257333333,21.3456666667,14.1311666667,8.49803333333,9.34186666667,21.0143333333,10.0898133333,5.4421,9.99599999999
383.05,10.8897333333,17.7306179487,15.7550666667,21.5022,14.2163,8.57366666667,9.41303333334,21.1004666667,10.1678166667,5.54766666667,10.0658666667
383.41,10.9068,17.7426615385,15.7795333334,21.5747333333,14.286,8.60633333333,9.42216666667,21.1634666667,10.2003833333,5.579,10.1295333333
383.77,10.9171333333,17.6788333333,15.7591333333,21.6358666667,14.3506666667,8.6563,9.47636666667,21.2157333333,10.2021766667,5.59313333333,10.1966
384.14,10.8716666667,17.6110051282,15.7192,21.6558,14.3223333333,8.58893333333,9.42546666667,21.2658,10.16381,5.51176666667,10.1523333333
384.50,10.7405333333,17.5132,15.5838666667,21.6574,14.2272666667,8.46726666667,9.28656666667,21.2478666667,10.07074,5.33953333333,10.0607333333
384.86,10.7768666667,17.5429794872,15.6484666667,21.7694,14.2355,8.44746666667,9.32256666667,21.2928666667,10.08004,5.43183333333,10.114
385.22,10.8041333333,17.6335128205,15.6759333333,21.9016666667,14.2827666667,8.47436666667,9.38883333333,21.3827333333,10.1355766667,5.53493333333,10.1644666667
385.58,10.7636,17.5916230769,15.6168,21.9392666667,14.2857666667,8.42516666667,9.34883333333,21.4533333333,10.0608933333,5.48756666667,10.1034666667
385.94,10.7486,17.5572282051,15.5468666667,21.9416,14.2761333333,8.3788,9.29003333333,21.5161333333,9.98866666667,5.4112,10.0504
386.30,10.6187333333,17.4488512821,15.4056666667,21.8870666667,14.1793333333,8.20856666667,9.12033333334,21.4764666667,9.82086666667,5.2438,9.91673333334
386.66,10.5451333333,17.3947769231,15.3661333333,21.9049333333,14.1901333333,8.1135,9.03983333334,21.5174666667,9.77015666667,5.19106666667,9.8516
387.03,10.5330666667,17.4166230769,15.3366,21.929,14.2277,8.1119,9.05073333333,21.5678,9.74457999999,5.166,9.83286666667
387.39,10.5678,17.4073,15.3407333333,21.9954,14.2929333333,8.1224,9.10616666667,21.6596,9.72183666666,5.16876666667,9.83593333333
387.75,10.6038666667,17.4343153846,15.3886666667,22.0577333333,14.3355666667,8.12516666667,9.11986666667,21.7567333333,9.72468666666,5.18973333333,9.84479999999
388.11,10.5387333333,17.3546769231,15.2369333333,22.0404666667,14.3140333333,8.05023333333,9.04923333334,21.7646,9.63931333333,5.116,9.75786666666
388.47,10.6055333333,17.3700205128,15.2498,22.0922,14.3995333333,8.07703333333,9.11086666666,21.8432,9.67826333334,5.21683333333,9.80673333333
388.83,10.5244,17.2951282051,15.1421333333,22.0478666667,14.3945666667,8.10476666667,9.07869999999,21.88,9.61801666667,5.1194,9.76760000001
389.19,10.5443333333,17.2679871795,15.1782,22.0785333333,14.4211666667,8.13993333333,9.12653333334,21.9274,9.63073999999,5.08603333333,9.78833333334
389.55,10.56,17.2555820513,15.1579333333,22.1076,14.4361666667,8.15363333333,9.14166666666,21.9550666667,9.64301999999,5.12053333333,9.79119999999
389.91,10.4856666667,17.2040282051,15.134,22.1334666667,14.4007,8.15636666667,9.1511,21.9259333333,9.60641999999,5.1038,9.74046666667
390.27,10.6166666667,17.2443641026,15.227,22.3288,14.5506333333,8.31286666667,9.29356666666,22.0614666667,9.75595,5.23266666667,9.84960000001
390.63,10.6048,17.2407846154,15.1598666667,22.4077333333,14.5113333333,8.34683333333,9.31546666667,22.0294666667,9.72738333334,5.26123333333,9.8378
391.00,10.5710666667,17.1703230769,15.1142666667,22.4110666667,14.4871333333,8.33553333333,9.28816666667,22.0291333333,9.68978666665,5.24146666667,9.81319999999
391.36,10.4978666667,17.048674359,14.98,22.3452666667,14.3821333334,8.28946666667,9.21406666667,21.9602666667,9.61721666667,5.18086666667,9.73953333334
391.72,10.4674666667,17.0152128205,14.9034,22.3816666667,14.3953,8.3356,9.20933333333,21.9912,9.59316,5.21063333333,9.76713333333
392.08,10.5868666667,17.0689948718,15.0602,22.4896,14.5298,8.46403333333,9.34559999999,22.1699333333,9.70759666667,5.37743333333,9.87946666667
392.44,10.6629333333,17.0730794872,15.0952666667,22.6124,14.6204,8.5557,9.40649999999,22.2614666667,9.74478,5.4389,9.99659999999
392.80,10.6702,17.0236461538,15.0634666667,22.6933333333,14.6366,8.5452,9.3788,22.3202666667,9.7443,5.48983333333,9.98580000001
393.16,10.7014666667,16.9702820513,15.0097333333,22.7586666667,14.6766,8.5834,9.39776666666,22.3878,9.76584999999,5.585,9.99113333333
393.52,10.7447333333,16.9155282051,15.0109333333,22.8255333333,14.754,8.653,9.47306666667,22.48,9.76684999999,5.61056666667,10.035
393.88,10.8564,16.912674359,15.0664,22.9226666667,14.8700666667,8.77586666667,9.56976666667,22.6282666667,9.85099666668,5.74846666667,10.1172666667
394.24,10.8126,16.8391923077,14.9786666667,22.8938666667,14.8461,8.7334,9.56403333334,22.6397333333,9.78320333333,5.7307,10.1187333333
394.60,10.8314666667,16.7333846154,14.94,22.9157333333,14.9053333333,8.7499,9.57349999999,22.7128666667,9.79537666666,5.7447,10.1268
394.96,10.8198666667,16.6097230769,14.8411333333,22.942,14.9036,8.76076666667,9.56603333335,22.7155333333,9.76811666666,5.75443333333,10.1465333333
395.32,10.8915333333,16.6000948718,14.9068,23.0947333333,15.0293333333,8.81756666667,9.6172,22.8865333333,9.81432333334,5.77273333333,10.2222666667
395.68,10.8612666667,16.4735307692,14.8578,23.1120666667,15.0423333333,8.73113333333,9.55646666667,22.9051333333,9.7414,5.7323,10.139
396.04,10.8617333333,16.3745666667,14.7516,23.1574666667,15.0503333333,8.7132,9.49783333333,22.9053333333,9.69599000001,5.72036666667,10.1528
396.40,10.7858,16.2340769231,14.6382666667,23.1022,14.9688333333,8.64403333333,9.39683333333,22.8712,9.60210666667,5.6913,10.0665333333
396.76,10.805,16.1376717949,14.6308,23.1205333333,15.0029333333,8.67906666667,9.42366666667,22.8839333333,9.59682333333,5.66933333333,10.0864666667
397.12,10.7458,15.9732333333,14.5198,23.0778666667,14.9591666667,8.62143333333,9.36456666667,22.8788,9.48993666667,5.56173333333,10.048
397.48,10.6841333333,15.8978589743,14.4068666667,23.0749333333,14.9395,8.5543,9.2748,22.8392666667,9.42976333333,5.51406666667,10.0184
397.84,10.6231333333,15.8196487179,14.2863333333,23.0512666667,14.9403,8.46873333333,9.20376666667,22.8208666667,9.38092333333,5.4771,10.0142666667
398.20,10.5729333333,15.6924384616,14.1981333333,23.0386666667,14.9074,8.3991,9.11349999999,22.8415333333,9.31598666666,5.4469,9.98340000001
398.56,10.5228,15.647151282,14.1333333333,23.0162,14.9157,8.34773333333,9.01993333334,22.8898666667,9.26250333332,5.42496666667,9.97866666667
398.92,10.4542666667,15.5488307692,14.0568666667,22.9668666667,14.8873666667,8.28883333333,9.00303333334,22.9149333333,9.19395666666,5.37623333333,9.93620000001
399.28,10.3892,15.4500410256,13.9318,22.9347333333,14.8576,8.20796666667,8.96176666667,22.8956,9.11462,5.35256666667,9.86773333333
399.64,10.3104,15.3150641026,13.7824666667,22.8933333333,14.7879666667,8.15886666667,8.8861,22.8360666667,9.04436333333,5.27423333333,9.82093333333
400.00,10.197,15.2148564103,13.6985333333,22.8530666667,14.7420333333,8.1141,8.84286666667,22.8074,8.95605333334,5.203,9.7692
400.36,10.1724666667,15.1433179487,13.6548,22.8994,14.7705333333,8.07496666667,8.84806666667,22.8376,8.92441,5.161,9.74266666667
400.72,10.1516,15.1114,13.6034,22.959,14.7935333333,8.0614,8.82483333333,22.9231333333,8.91219333334,5.19166666667,9.72733333333
401.08,10.1731333333,15.0791333333,13.5594,23.0344666667,14.8482,8.04593333333,8.8374,22.9704,8.93434666667,5.23593333333,9.75253333333
401.44,10.2222666667,15.0472641026,13.5244,23.1333333333,14.888,8.08093333333,8.86766666667,23.0457333333,8.95063999999,5.29783333333,9.7622
401.80,10.2108666667,14.9361153846,13.4686,23.1944666667,14.8742333333,8.06363333333,8.8357,23.0962,8.87363999999,5.22916666667,9.74686666667
402.16,10.2538,14.9656589744,13.4513333333,23.2929333333,14.9483,8.1373,8.8857,23.1608,8.89702333332,5.28216666667,9.81973333334
402.52,10.275,14.9009692308,13.4453333333,23.3634666667,14.9279666667,8.1619,8.8891,23.1875333333,8.85796,5.29386666667,9.81099999999
402.88,10.3528,14.9179487179,13.4908,23.5122666667,14.9881333333,8.2096,8.88993333333,23.2978,8.89681999999,5.37553333333,9.90633333333
