wavelength,Back_LoxViof,Belly_LoxViof,Breast_LoxViof,Crissum_LoxViof,Crown_LoxViof,DorTail_LoxViof,Patch10_LoxViof,Rump_LoxViof,Throat_LoxViof,WingTip_LoxViof
358.02,5.7058,5.37753333333,4.482,4.50886666667,4.06926666667,6.49286666667,2.84246666667,6.4874,2.781,7.9576
358.38,5.79526666667,5.44173333333,4.52733333333,4.5424,4.148,6.58,2.9016,6.56546666667,2.83706666667,8.02260000001
358.75,5.75246666667,5.40936666667,4.51693333334,4.501,4.11946666667,6.5762,2.9026,6.5368,2.81573333333,8.0026
359.11,5.64226666667,5.32476666667,4.42686666667,4.42213333333,4.05566666667,6.49753333333,2.80826666667,6.4384,2.72006666667,7.95393333335
359.48,5.6722,5.3387,4.45506666667,4.44033333333,4.05393333333,6.49073333333,2.80246666667,6.47933333333,2.7284,8.01073333333
359.84,5.55766666666,5.2157,4.3238,4.31446666667,3.939,6.37266666667,2.64666666667,6.34026666667,2.59373333333,7.85633333333
360.20,5.54166666667,5.1864,4.312,4.28033333333,3.9226,6.37386666667,2.61086666667,6.323,2.569,7.84426666665
360.57,5.53333333333,5.1949,4.34773333333,4.2648,3.9082,6.36573333333,2.60006666667,6.34026666667,2.57713333333,7.8376
360.93,5.555,5.19823333333,4.3638,4.22333333333,3.89933333333,6.37353333333,2.5872,6.35073333333,2.61686666667,7.84840000001
361.29,5.52053333333,5.1848,4.32713333333,4.15213333333,3.8576,6.352,2.5444,6.30426666667,2.5924,7.83760000001
361.66,5.47913333333,5.17636666667,4.277,4.09613333333,3.8186,6.30786666667,2.51413333333,6.25846666667,2.55326666667,7.80813333335
362.02,5.48173333333,5.19126666667,4.28506666667,4.10926666667,3.7814,6.27633333333,2.52646666667,6.26426666667,2.5506,7.7996
362.39,5.45466666667,5.16253333333,4.2684,4.10506666667,3.73266666667,6.24833333333,2.53566666667,6.23346666667,2.52126666666,7.79013333333
362.75,5.51573333333,5.1989,4.2934,4.1776,3.7704,6.28633333333,2.58626666667,6.27353333333,2.52893333333,7.84126666666
363.11,5.5902,5.2712,4.3908,4.26526666667,3.8296,6.3538,2.65493333333,6.37026666667,2.6016,7.9184
363.48,5.53873333333,5.22193333333,4.36566666667,4.2264,3.79146666667,6.3174,2.6264,6.33093333334,2.58566666667,7.84106666665
363.84,5.58073333333,5.2452,4.45113333333,4.2496,3.84746666667,6.345,2.70413333333,6.402,2.644,7.90393333334
364.20,5.6444,5.2768,4.49746666666,4.27813333333,3.9054,6.36726666667,2.76126666666,6.45486666667,2.70446666667,7.93019999999
364.57,5.64113333334,5.2395,4.50273333333,4.27473333333,3.9092,6.3578,2.7534,6.46686666667,2.69573333333,7.90553333334
364.93,5.69873333333,5.32136666667,4.54446666667,4.35686666667,3.94853333333,6.39386666667,2.80586666667,6.54726666667,2.77266666667,7.99593333333
365.29,5.70513333333,5.32813333334,4.56373333333,4.40786666666,3.96486666667,6.3992,2.80633333333,6.58446666667,2.824,7.98466666668
365.66,5.74546666667,5.35843333333,4.59873333333,4.45066666667,4.00306666667,6.4406,2.85753333333,6.64946666667,2.8746,7.99579999999
366.02,5.7726,5.3828,4.58666666667,4.46326666666,4.0622,6.48486666667,2.85526666667,6.66886666667,2.8952,8.01386666666
366.38,5.78773333333,5.3878,4.61873333333,4.47113333333,4.09846666667,6.47413333333,2.84206666667,6.69433333333,2.9144,8.01033333333
366.75,5.68186666667,5.30306666667,4.51473333333,4.34926666667,3.98706666667,6.34353333333,2.731,6.60093333333,2.8798,7.92373333333
367.11,5.6656,5.27616666667,4.4594,4.3182,3.9616,6.335,2.71653333333,6.56846666667,2.89173333333,7.85806666667
367.47,5.77506666667,5.38856666667,4.57206666667,4.42426666667,4.06273333333,6.44273333333,2.82206666667,6.67366666667,2.98793333333,7.95120000001
367.84,5.83473333334,5.46076666667,4.6134,4.522,4.11726666667,6.5402,2.87026666667,6.72106666667,3.02593333334,7.99333333333
368.20,5.80853333333,5.4569,4.606,4.5304,4.09386666667,6.53613333333,2.86813333333,6.6882,2.99773333333,7.95966666667
368.56,5.77953333333,5.44233333333,4.57806666667,4.5216,4.10166666667,6.5284,2.87966666667,6.65893333333,2.9666,7.93566666667
368.93,5.6442,5.31583333333,4.4786,4.4124,4.0478,6.438,2.78733333333,6.52906666667,2.80886666667,7.78146666667
369.29,5.61893333333,5.3058,4.46093333333,4.37393333333,4.0172,6.3892,2.7782,6.5048,2.74153333333,7.79000000001
369.65,5.55086666667,5.2352,4.3878,4.259,3.915,6.3262,2.661,6.38313333333,2.64066666667,7.70113333333
370.01,5.4962,5.1966,4.35466666667,4.2102,3.85933333334,6.28833333333,2.61946666667,6.34553333333,2.6184,7.6446
370.38,5.51493333333,5.21733333333,4.36153333333,4.21866666666,3.8786,6.31193333333,2.6404,6.36606666667,2.6542,7.67546666667
370.74,5.52186666667,5.21803333333,4.37866666667,4.24066666667,3.9068,6.31866666667,2.66586666667,6.3804,2.62406666667,7.64226666667
371.10,5.56873333333,5.2607,4.44146666667,4.29613333333,3.94353333333,6.3366,2.70393333333,6.43066666667,2.64073333333,7.67879999999
371.46,5.47426666666,5.15933333333,4.34826666667,4.19813333333,3.84353333333,6.23846666667,2.63413333333,6.34293333333,2.55553333333,7.61560000001
371.83,5.45026666667,5.15786666667,4.33106666667,4.1494,3.8186,6.19573333333,2.62426666667,6.3344,2.53046666667,7.60379999999
372.19,5.38066666667,5.10296666667,4.25393333333,4.0636,3.7566,6.14193333333,2.54826666667,6.30226666667,2.46486666667,7.55426666667
372.55,5.36233333334,5.11043333333,4.23426666667,4.03606666667,3.7362,6.11346666667,2.5398,6.26193333333,2.46713333333,7.56693333334
372.92,5.39113333333,5.1324,4.2436,4.05786666667,3.7336,6.1418,2.55373333333,6.28026666667,2.49793333333,7.61753333333
373.28,5.4318,5.1633,4.27566666667,4.08326666667,3.77126666667,6.18753333333,2.58966666667,6.31653333333,2.55193333333,7.61493333333
373.64,5.45686666667,5.199,4.32386666667,4.15273333333,3.8372,6.20686666667,2.6564,6.36706666667,2.62066666667,7.66146666667
374.00,5.40426666667,5.14393333334,4.27986666667,4.1068,3.77913333333,6.1392,2.6184,6.29586666667,2.57466666667,7.59119999999
374.37,5.315,5.08816666667,4.23206666667,4.0536,3.72493333333,6.07573333333,2.57106666667,6.21566666666,2.5056,7.52400000001
374.73,5.3334,5.11483333333,4.26073333333,4.08126666667,3.74606666667,6.14373333333,2.5844,6.2432,2.55606666667,7.55359999999
375.09,5.28073333333,5.05913333333,4.1894,4.01613333334,3.691,6.09573333333,2.54406666666,6.17973333333,2.50066666667,7.49773333334
375.45,5.34286666667,5.13406666667,4.25953333333,4.09806666667,3.78906666667,6.16713333333,2.59253333333,6.2556,2.5632,7.54679999999
375.81,5.37566666667,5.14653333333,4.29033333333,4.14813333333,3.8216,6.21126666667,2.60293333333,6.27573333333,2.5902,7.57006666667
376.18,5.4728,5.23513333334,4.36226666667,4.25866666667,3.9106,6.28366666667,2.6838,6.33286666666,2.68993333333,7.64133333333
376.54,5.45933333333,5.2242,4.3404,4.21706666667,3.8728,6.24873333333,2.6236,6.31306666667,2.664,7.5786
376.90,5.48453333333,5.24976666667,4.39033333333,4.23853333333,3.90533333333,6.269,2.65906666667,6.3638,2.7032,7.59719999999
377.26,5.4914,5.257,4.3814,4.25446666667,3.9094,6.26646666667,2.63886666667,6.36286666667,2.70173333333,7.60639999999
377.63,5.54386666667,5.30663333333,4.42453333333,4.31433333333,3.9424,6.31013333333,2.68053333333,6.40813333333,2.7448,7.63686666667
377.99,5.58046666667,5.33546666667,4.4756,4.35526666667,3.98353333333,6.35726666667,2.71166666667,6.47053333333,2.77693333333,7.68020000001
378.35,5.65166666667,5.3659,4.49606666667,4.40373333333,4.01133333333,6.39993333333,2.7488,6.5226,2.8266,7.7156
378.71,5.70573333333,5.41643333333,4.53406666667,4.443,4.04933333333,6.40653333333,2.79406666667,6.5502,2.86026666667,7.76046666666
379.07,5.7372,5.44403333333,4.56273333333,4.46453333333,4.0696,6.42733333333,2.82533333333,6.59033333333,2.87673333333,7.81060000001
379.44,5.73893333333,5.43013333333,4.54053333333,4.43806666667,4.0304,6.40546666667,2.82286666667,6.56506666667,2.85786666666,7.81560000001
379.80,5.70353333333,5.39363333333,4.4858,4.372,3.98846666667,6.3358,2.80313333333,6.52333333333,2.81206666667,7.75506666667
380.16,5.672,5.36963333333,4.46566666667,4.3438,3.94966666667,6.29866666667,2.78773333333,6.5024,2.77906666667,7.7742
380.52,5.72393333333,5.3926,4.51773333333,4.4016,3.99006666667,6.35613333333,2.84153333333,6.53406666667,2.79586666667,7.81579999999
380.88,5.7566,5.42243333333,4.52766666667,4.44273333333,4.03606666667,6.37513333333,2.861,6.55986666667,2.8234,7.82373333332
381.24,5.779,5.43143333333,4.56546666667,4.4704,4.08113333333,6.40733333333,2.9216,6.59726666667,2.84866666667,7.81666666667
381.61,5.76453333334,5.40626666667,4.57233333333,4.4452,4.0784,6.39093333333,2.91273333333,6.59206666667,2.82006666667,7.82673333333
381.97,5.801,5.43433333333,4.6046,4.4878,4.1196,6.40886666667,2.95926666667,6.62113333333,2.86246666667,7.85833333332
382.33,5.72286666667,5.37126666667,4.5588,4.4324,4.05906666667,6.35906666667,2.90386666667,6.56913333333,2.8004,7.7814
382.69,5.708,5.34926666667,4.5426,4.42773333333,4.04746666667,6.36426666667,2.88446666667,6.5882,2.79333333333,7.78233333333
383.05,5.67066666666,5.3017,4.49366666667,4.40086666667,4.0326,6.32566666667,2.83626666667,6.539,2.7606,7.72620000001
383.41,5.67293333333,5.27833333333,4.50693333333,4.42173333333,4.04273333333,6.3242,2.83413333334,6.5394,2.7552,7.72599999999
383.77,5.71713333333,5.3413,4.58186666667,4.5152,4.10593333333,6.3846,2.8872,6.60193333333,2.83006666667,7.80426666666
384.14,5.7444,5.3606,4.62053333333,4.5204,4.14666666667,6.406,2.91073333333,6.63053333333,2.831,7.77726666666
384.50,5.71453333333,5.3481,4.58006666667,4.47866666667,4.13013333333,6.34566666667,2.89446666667,6.6168,2.80233333333,7.7178
384.86,5.65526666666,5.28116666667,4.54106666667,4.40893333333,4.05766666667,6.2878,2.8554,6.577,2.75626666667,7.66566666667
385.22,5.6118,5.256,4.48106666667,4.34733333333,3.99233333333,6.24433333333,2.77506666667,6.5432,2.70953333333,7.6288
385.58,5.58793333333,5.2561,4.4444,4.3114,3.97646666666,6.22433333333,2.75406666667,6.5294,2.6852,7.59133333333
385.94,5.6012,5.279,4.44606666667,4.319,3.98866666667,6.2354,2.74466666667,6.5318,2.69373333333,7.59266666666
386.30,5.64166666667,5.3151,4.46626666667,4.34026666667,4.0082,6.24953333333,2.755,6.56366666667,2.70513333333,7.63959999999
386.66,5.61013333333,5.29206666667,4.42486666667,4.3122,3.982,6.19126666667,2.72226666667,6.5168,2.65873333333,7.58573333334
387.03,5.62033333333,5.30146666667,4.44853333333,4.31653333333,3.99193333333,6.1896,2.72966666667,6.5416,2.669,7.59700000001
387.39,5.5872,5.3038,4.40873333333,4.2702,3.966,6.13926666667,2.6944,6.512,2.648,7.5472
387.75,5.59013333333,5.29396666667,4.38206666666,4.22266666667,3.9372,6.11306666667,2.66273333333,6.50593333333,2.61653333333,7.51966666667
388.11,5.5536,5.26876666667,4.33173333333,4.19913333333,3.89313333333,6.07313333333,2.6386,6.47586666667,2.6082,7.49066666667
388.47,5.56913333333,5.28816666667,4.3362,4.24486666666,3.9098,6.10046666667,2.65433333333,6.497,2.6414,7.54473333334
388.83,5.566,5.2973,4.31486666667,4.24826666667,3.90546666667,6.08686666667,2.6446,6.48153333333,2.6346,7.55333333333
389.19,5.61946666667,5.34576666667,4.3748,4.3064,3.9702,6.12933333333,2.72686666667,6.526,2.68886666667,7.61859999999
389.55,5.649,5.3637,4.391,4.3498,3.98873333333,6.14266666667,2.76173333333,6.55093333333,2.71486666667,7.64646666667
389.91,5.61453333333,5.3258,4.35266666667,4.31106666667,3.9378,6.11926666667,2.74093333333,6.51766666667,2.66613333333,7.61679999999
390.27,5.56706666667,5.2922,4.31726666667,4.2742,3.90826666667,6.065,2.7104,6.46346666667,2.63946666667,7.57633333333
390.63,5.605,5.30956666667,4.3568,4.28786666666,3.9236,6.11313333333,2.74866666667,6.48166666667,2.66906666667,7.61073333333
391.00,5.5942,5.29713333333,4.34026666667,4.2776,3.90206666667,6.1016,2.74546666667,6.46746666667,2.66666666667,7.61593333333
391.36,5.5834,5.2654,4.32513333333,4.26153333333,3.8926,6.10346666667,2.72586666667,6.45326666667,2.649,7.59533333333
391.72,5.53073333333,5.20593333333,4.294,4.23666666667,3.85093333333,6.05606666667,2.69366666667,6.4012,2.62386666667,7.58699999999
392.08,5.52926666667,5.19373333333,4.29966666667,4.25193333333,3.86873333333,6.047,2.6988,6.41846666667,2.6288,7.59639999999
392.44,5.52933333333,5.1736,4.3148,4.2246,3.85766666667,6.04913333333,2.69446666667,6.41113333333,2.6298,7.57839999999
392.80,5.58613333333,5.19503333333,4.34893333334,4.2614,3.88666666667,6.08913333333,2.7286,6.438,2.6594,7.60473333333
393.16,5.55,5.17776666667,4.33973333333,4.23453333333,3.86073333333,6.05153333333,2.7018,6.4102,2.64613333333,7.57293333334
393.52,5.5052,5.1506,4.31433333333,4.20106666667,3.8282,6.0134,2.6682,6.387,2.62173333333,7.55033333334
393.88,5.53846666667,5.1811,4.33466666667,4.22126666667,3.84733333333,6.01486666667,2.67433333334,6.40833333333,2.6494,7.55
394.24,5.5386,5.18736666667,4.32726666667,4.23073333333,3.85533333333,6.00533333333,2.6854,6.4202,2.65353333333,7.5332
394.60,5.49533333333,5.1559,4.288,4.20006666667,3.83226666667,5.9556,2.6574,6.4148,2.626,7.5082
394.96,5.49986666667,5.1684,4.2946,4.20626666667,3.8366,5.93973333333,2.66413333333,6.41553333333,2.62226666667,7.48686666667
395.32,5.53773333333,5.196,4.34013333333,4.24473333333,3.86233333333,5.9514,2.70933333333,6.45213333333,2.662,7.51999999999
395.68,5.58506666667,5.2501,4.3758,4.2856,3.91153333333,5.98113333333,2.7466,6.49713333333,2.6934,7.53446666667
396.04,5.59686666667,5.25823333333,4.38353333333,4.2978,3.90893333333,5.9924,2.74926666667,6.49333333333,2.70033333333,7.55066666667
396.40,5.62026666667,5.27313333333,4.40986666667,4.33293333333,3.93053333333,6.00366666667,2.76246666667,6.51593333333,2.7266,7.59000000001
396.76,5.59493333333,5.28483333333,4.4156,4.342,3.93626666667,6.00673333333,2.76593333333,6.525,2.7448,7.60986666666
397.12,5.65066666667,5.33243333333,4.4438,4.4,3.9976,6.05926666667,2.8094,6.59733333333,2.78753333333,7.67326666666
397.48,5.6652,5.3416,4.45866666666,4.42466666667,4.01446666667,6.07733333333,2.82213333333,6.61873333333,2.8052,7.68520000001
397.84,5.68526666667,5.36163333333,4.48406666667,4.44093333333,4.05706666667,6.10053333333,2.85226666667,6.6554,2.83653333333,7.73499999999
398.20,5.77986666667,5.45043333333,4.57886666667,4.51353333333,4.1406,6.19546666667,2.9196,6.7462,2.92853333333,7.82200000001
398.56,5.8256,5.50743333333,4.62846666667,4.56706666667,4.19026666667,6.23853333333,2.95513333333,6.7822,2.99426666667,7.85426666668
398.92,5.8774,5.57696666667,4.67346666667,4.62713333333,4.24593333333,6.30626666667,3.003,6.8346,3.0606,7.91940000001
399.28,5.8668,5.59273333333,4.64853333334,4.641,4.26333333333,6.31586666667,3.01073333333,6.85413333333,3.0662,7.93233333334
399.64,5.85226666667,5.58423333333,4.6326,4.631,4.2568,6.30953333333,3.01653333333,6.863,3.06846666667,7.91086666667
400.00,5.8482,5.5897,4.62773333333,4.59946666667,4.24033333333,6.29866666667,3.003,6.86306666667,3.06026666667,7.89533333333
400.36,5.8354,5.5914,4.6248,4.5966,4.2438,6.29926666667,3.00793333333,6.87366666667,3.05913333333,7.89126666668
400.72,5.82126666667,5.5675,4.5934,4.56246666667,4.21333333333,6.25486666667,2.97086666667,6.86006666667,3.02413333333,7.83233333334
401.08,5.8166,5.5447,4.5902,4.544,4.18453333333,6.23746666667,2.97166666667,6.84606666667,3.02533333333,7.81480000001
401.44,5.84546666667,5.57293333333,4.6116,4.5688,4.20853333333,6.25973333333,2.99566666667,6.84826666667,3.039,7.82473333334
401.80,5.785,5.50076666667,4.55813333333,4.53773333333,4.15693333333,6.21033333333,2.95086666666,6.78713333333,2.98013333333,7.77199999999
402.16,5.73813333333,5.43936666667,4.48406666667,4.48066666667,4.0982,6.1602,2.90213333333,6.72673333333,2.91593333333,7.69746666667
402.52,5.7052,5.39903333333,4.44446666667,4.4578,4.0744,6.1336,2.87746666667,6.67506666667,2.8738,7.67759999999
402.88,5.68486666667,5.3568,4.41933333333,4.4144,4.03933333334,6.09946666667,2.84606666667,6.6492,2.84353333333,7.63220000001
403.24,5.67953333333,5.34476666667,4.41626666667,4.3944,4.0102,6.0868,2.83206666667,6.61446666667,2.82386666667,7.63353333334
403.60,5.68773333333,5.34063333334,4.4168,4.39493333333,4.0156,6.09673333333,2.83646666667,6.6016,2.8174,7.63260000001
403.95,5.7222,5.36403333333,4.44566666667,4.44966666666,4.0476,6.12653333333,2.8624,6.642,2.8436,7.65226666667
404.31,5.7004,5.3492,4.41046666667,4.42933333333,4.02106666667,6.09086666667,2.83753333333,6.60573333333,2.8278,7.5986
404.67,5.69613333333,5.35723333333,4.41,4.447,4.02733333334,6.1022,2.85673333333,6.60273333333,2.823,7.59973333334
405.03,5.64946666667,5.32426666667,4.3656,4.41606666667,3.99066666667,6.05926666667,2.79866666667,6.55153333333,2.7774,7.54173333333
405.39,5.6134,5.28236666667,4.328,4.3722,3.95206666667,6.01153333333,2.75066666667,6.51953333333,2.74866666667,7.49980000001
405.75,5.61293333333,5.2989,4.33953333333,4.378,3.95293333333,6.0072,2.75873333333,6.52526666667,2.77366666667,7.49706666667
406.11,5.58666666667,5.2824,4.32173333333,4.3714,3.93486666667,5.978,2.74726666667,6.5042,2.76753333333,7.49399999999
406.47,5.58573333333,5.28346666667,4.33173333333,4.37813333333,3.92846666667,5.9758,2.7542,6.52326666667,2.76886666667,7.49373333333
406.83,5.52986666667,5.2337,4.2762,4.35173333333,3.8758,5.94053333333,2.7216,6.48426666667,2.7266,7.44706666666
407.19,5.50893333333,5.22133333333,4.26946666667,4.3404,3.8652,5.9126,2.7122,6.4802,2.71966666667,7.4146
407.55,5.4874,5.22226666667,4.2532,4.33993333333,3.845,5.89726666667,2.6892,6.46933333333,2.70926666667,7.3958
407.90,5.4588,5.19756666667,4.2262,4.31086666667,3.8204,5.86466666667,2.6624,6.41893333333,2.67886666667,7.35453333333
408.26,5.47946666667,5.2109,4.2452,4.34033333333,3.83893333333,5.8752,2.6936,6.4558,2.6904,7.39206666666
408.62,5.4944,5.2114,4.25926666667,4.34373333333,3.84413333333,5.8712,2.69073333333,6.46486666667,2.70306666667,7.40146666667
408.98,5.52286666667,5.2295,4.2742,4.3692,3.8498,5.88926666667,2.7256,6.48006666667,2.71733333333,7.42379999999
409.34,5.5552,5.2623,4.31053333333,4.40413333333,3.88266666667,5.94746666666,2.7702,6.53086666667,2.7466,7.46106666667
409.70,5.5528,5.24666666667,4.2908,4.39146666667,3.86746666667,5.92873333333,2.7618,6.52253333333,2.71846666667,7.45026666666
410.06,5.57993333333,5.25796666667,4.3302,4.4242,3.9132,5.95546666667,2.78766666667,6.55346666667,2.738,7.48066666667
410.42,5.59206666667,5.27396666667,4.3268,4.4256,3.91246666667,5.95306666667,2.78706666667,6.5462,2.7334,7.47106666666
410.77,5.65946666666,5.34353333333,4.3934,4.49286666667,3.98426666667,6.00933333333,2.8406,6.6212,2.78886666667,7.53853333333
411.13,5.68793333333,5.37826666667,4.41053333333,4.53,4.01086666667,6.0408,2.85406666667,6.6388,2.81126666667,7.55766666667
411.49,5.6836,5.3581,4.41466666667,4.5332,4.00773333333,6.0338,2.85833333333,6.63413333333,2.80906666667,7.56066666666
411.85,5.68346666667,5.3654,4.42866666667,4.54493333333,4.0184,6.0354,2.88753333333,6.64013333334,2.811,7.57253333333
412.21,5.68846666666,5.37216666667,4.42933333333,4.5424,4.02113333333,6.03573333333,2.89273333333,6.61773333333,2.79833333333,7.56646666667
412.57,5.70246666667,5.38593333333,4.42626666667,4.55266666667,4.02433333333,6.05326666666,2.9132,6.62306666667,2.8086,7.58573333334
412.92,5.69606666667,5.38106666667,4.43346666667,4.56353333333,4.04126666667,6.05866666667,2.929,6.63206666667,2.824,7.60239999999
413.28,5.68186666667,5.37243333333,4.4054,4.559,4.03353333333,6.03206666667,2.91693333333,6.5956,2.8208,7.5974
413.64,5.68313333333,5.3702,4.39986666666,4.5652,4.04666666667,6.03366666667,2.91906666667,6.59946666667,2.8384,7.59893333334
414.00,5.67213333333,5.37716666667,4.37906666667,4.56313333333,4.03686666667,6.0278,2.9232,6.58773333333,2.84253333333,7.60679999999
414.36,5.66333333333,5.35856666667,4.374,4.56146666667,4.04306666667,6.02466666667,2.93506666667,6.5796,2.8628,7.60673333333
414.72,5.64386666666,5.34333333333,4.364,4.5314,4.0346,6.00846666667,2.94286666667,6.55566666667,2.86806666667,7.60526666667
415.07,5.66153333333,5.3497,4.37593333333,4.54526666667,4.051,6.01193333334,2.96913333333,6.5578,2.8958,7.63433333334
415.43,5.6554,5.35153333333,4.3708,4.53306666667,4.04106666666,5.9884,2.96726666667,6.54073333333,2.90846666667,7.62740000001
415.79,5.63193333333,5.32196666667,4.344,4.50013333333,4.01106666666,5.9708,2.9274,6.53386666667,2.9048,7.62406666666
416.15,5.61953333333,5.30863333333,4.35893333333,4.51006666667,4.01173333333,5.97946666667,2.92313333333,6.5356,2.92326666667,7.61986666666
416.51,5.59253333333,5.279,4.34873333333,4.4914,3.9898,5.95226666666,2.906,6.49866666667,2.91306666667,7.58693333333
416.86,5.5984,5.2715,4.34426666667,4.48113333333,3.96846666667,5.94246666667,2.88253333333,6.4948,2.91226666667,7.58180000001
417.22,5.59906666667,5.26403333333,4.3434,4.4832,3.9652,5.94166666667,2.88526666667,6.494,2.91733333333,7.56446666666
417.58,5.58706666667,5.2676,4.3352,4.48433333333,3.94593333333,5.9284,2.87806666667,6.49006666667,2.9054,7.57426666667
417.94,5.56986666667,5.2496,4.32306666667,4.46766666667,3.9256,5.91433333334,2.85633333333,6.47906666667,2.8872,7.5348
418.29,5.54013333333,5.22923333333,4.30946666666,4.4474,3.89513333333,5.88753333333,2.8212,6.4622,2.86213333333,7.50446666666
418.65,5.5094,5.1956,4.276,4.42413333333,3.86493333333,5.85393333333,2.77766666667,6.41946666667,2.8258,7.46979999999
419.01,5.4744,5.16876666667,4.2428,4.39986666667,3.82893333333,5.83706666667,2.74433333333,6.40173333333,2.7938,7.43193333333
419.37,5.4514,5.1393,4.22,4.38933333333,3.80313333333,5.81853333333,2.7194,6.37613333333,2.76506666667,7.41373333334
419.73,5.435,5.122,4.19046666667,4.38313333333,3.78126666667,5.79706666667,2.7104,6.3464,2.74753333333,7.38673333333
420.08,5.42226666667,5.11916666667,4.1664,4.37133333333,3.76713333333,5.7804,2.7042,6.34093333333,2.73533333333,7.37473333333
420.44,5.41833333333,5.11553333333,4.15566666667,4.37786666667,3.75966666667,5.769,2.69993333334,6.34193333333,2.73266666667,7.36613333333
420.80,5.41026666667,5.11683333333,4.1578,4.38426666667,3.76686666667,5.76133333333,2.70873333333,6.3428,2.73313333333,7.36080000001
421.16,5.41493333333,5.12816666667,4.16893333333,4.39693333333,3.77466666667,5.762,2.71126666667,6.35286666667,2.74706666666,7.37366666667
421.51,5.4286,5.13666666667,4.181,4.41286666667,3.7938,5.78873333334,2.7242,6.36346666667,2.76046666666,7.37179999999
421.87,5.419,5.1357,4.17246666666,4.41613333333,3.78646666667,5.77666666667,2.72246666667,6.35446666667,2.76313333333,7.36613333333
422.23,5.42926666667,5.1392,4.171,4.42706666667,3.78906666667,5.78053333333,2.73226666667,6.36353333333,2.7712,7.3756
422.58,5.43593333333,5.1472,4.18326666667,4.43673333333,3.794,5.7848,2.74153333333,6.37673333333,2.78053333333,7.39066666666
422.94,5.44466666667,5.14676666667,4.18866666667,4.44993333333,3.80273333333,5.787,2.7556,6.38633333333,2.79166666666,7.40113333334
423.30,5.47446666667,5.1763,4.20706666667,4.47993333333,3.8372,5.8146,2.78506666667,6.4194,2.81786666667,7.42266666667
423.66,5.48446666667,5.18696666667,4.22833333333,4.49613333333,3.8528,5.83133333333,2.8016,6.4366,2.83453333333,7.43786666667
424.01,5.49366666667,5.1917,4.24046666667,4.50986666667,3.85913333333,5.83646666667,2.81353333333,6.4454,2.84606666667,7.4428
424.37,5.49506666667,5.19163333333,4.24053333333,4.50253333333,3.8626,5.8326,2.81573333333,6.44353333333,2.8412,7.4474
424.73,5.49426666667,5.19566666667,4.2394,4.50453333333,3.8688,5.83246666667,2.82033333333,6.4376,2.84253333333,7.44893333333
425.08,5.472,5.1682,4.21113333333,4.47913333333,3.8458,5.80293333333,2.80893333333,6.41113333333,2.81433333333,7.422
425.44,5.4674,5.16133333333,4.21073333333,4.47653333333,3.8408,5.78033333333,2.81053333333,6.40053333333,2.81306666667,7.419
425.80,5.47566666667,5.16733333333,4.22106666667,4.48126666667,3.85033333333,5.79086666667,2.8286,6.4066,2.8212,7.43413333333
426.16,5.47706666667,5.17296666667,4.22293333333,4.48286666666,3.8584,5.78826666667,2.8374,6.39466666667,2.8244,7.437
426.51,5.49113333333,5.17843333333,4.2258,4.4964,3.873,5.795,2.8566,6.39666666667,2.8352,7.43553333333
426.87,5.4866,5.1827,4.22953333333,4.49673333333,3.87126666667,5.7808,2.86206666667,6.38093333333,2.8394,7.42446666666
427.23,5.47146666667,5.17276666667,4.22793333333,4.4926,3.8636,5.76566666667,2.8632,6.36973333333,2.84353333333,7.41853333333
427.58,5.47393333333,5.1785,4.2288,4.49593333333,3.8768,5.75633333333,2.8734,6.37166666667,2.85306666667,7.41626666667
427.94,5.4702,5.17166666667,4.21593333333,4.49093333333,3.87946666667,5.7388,2.86693333333,6.35666666666,2.85406666667,7.41746666667
428.30,5.46753333333,5.1781,4.21053333333,4.49946666667,3.88946666667,5.746,2.8722,6.3634,2.86586666667,7.4222
428.65,5.462,5.16383333333,4.19773333333,4.50306666667,3.8754,5.74673333334,2.87173333333,6.3598,2.85893333333,7.40379999999
429.01,5.47346666667,5.17166666667,4.20886666667,4.52886666667,3.88933333333,5.75673333333,2.88393333333,6.3776,2.88033333333,7.41913333333
429.37,5.47966666667,5.18506666667,4.21613333333,4.54446666667,3.8906,5.77286666667,2.89733333333,6.3952,2.9024,7.42313333334
429.72,5.49266666667,5.18413333333,4.2262,4.56266666667,3.89606666667,5.77093333333,2.8908,6.41126666667,2.9118,7.42753333333
430.08,5.51093333333,5.1985,4.2382,4.58533333333,3.90846666667,5.77786666667,2.906,6.43033333333,2.92273333333,7.43893333333
430.44,5.51166666667,5.20303333333,4.2352,4.59113333334,3.89826666667,5.77853333333,2.9046,6.4464,2.92026666667,7.4384
430.79,5.5186,5.1968,4.237,4.594,3.89333333333,5.78093333333,2.90093333333,6.44873333333,2.91353333333,7.43019999999
431.15,5.51493333333,5.19776666667,4.23033333333,4.58933333333,3.88766666667,5.7806,2.8954,6.44766666667,2.90826666667,7.44106666667
431.50,5.51513333333,5.2054,4.23373333333,4.5926,3.88066666666,5.77506666667,2.89353333333,6.44306666667,2.90566666667,7.44046666667
431.86,5.5096,5.2041,4.2322,4.58393333333,3.8762,5.77353333333,2.88206666667,6.44186666667,2.89986666667,7.4398
432.22,5.51946666667,5.21163333333,4.2494,4.599,3.87973333333,5.78,2.8896,6.4514,2.908,7.45053333334
432.57,5.5322,5.2246,4.259,4.6064,3.88633333333,5.78226666667,2.90046666667,6.46306666667,2.91966666667,7.46440000001
