wavelength,Back_IncPulf,Belly_IncPulf,Breast_IncPulf,Crissum_IncPulf,Crown_IncPulf,DorTail_IncPulf,Patch10_IncPulf,Patch11_IncPulf,Rump_IncPulf,Throat_IncPulf,WingTip_IncPulf
583.34,12.1798333333,41.35325,20.121,26.3448333333,11.3444166667,7.778,13.8179166667,36.5790833333,16.1809166667,6.49258333333,9.26100000001
583.68,12.2126666666,41.4068333333,20.147,26.38625,11.3861666667,7.80308333333,13.8709166667,36.6248333333,16.213,6.5225,9.28974999999
584.01,12.2169166667,41.4429166667,20.16525,26.43525,11.395,7.81008333334,13.90675,36.6585833334,16.2215833333,6.52841666667,9.32099999999
584.35,12.2184166667,41.4595,20.1715833333,26.4304166667,11.3825,7.78316666667,13.9266666667,36.6473333333,16.2063333333,6.51216666667,9.283
584.69,12.2505,41.5121666667,20.2310833333,26.465,11.3949166667,7.79541666667,14.00775,36.699,16.24625,6.54725,9.30408333333
585.03,12.268,41.5579166667,20.2730833333,26.4983333333,11.4290833333,7.82891666667,14.0676666667,36.73275,16.287,6.589,9.3335
585.37,12.2876666667,41.6003333334,20.2744166667,26.5155,11.4429166667,7.85666666667,14.0843333333,36.7648333333,16.3048333333,6.59733333333,9.36591666668
585.70,12.2509166666,41.55025,20.2486666667,26.4885,11.4383333333,7.84783333333,14.0865833333,36.6965833333,16.28175,6.57833333333,9.35633333335
586.04,12.278,41.5683333333,20.2779166667,26.5003333333,11.45025,7.83925,14.1395,36.72125,16.2904166666,6.5775,9.35250000001
586.38,12.287,41.5878333333,20.2690833333,26.49125,11.4699166667,7.84891666667,14.1755833333,36.6993333333,16.2795,6.57741666667,9.36708333333
586.72,12.4315833333,41.7056666667,20.4013333333,26.6445,11.6141666667,7.98258333333,14.3248333333,36.8060833333,16.4366666667,6.68516666667,9.50216666666
587.06,12.3624166667,41.69625,20.3254166667,26.5974166667,11.5580833334,7.93833333333,14.2593333333,36.7723333333,16.3845,6.6255,9.44366666667
587.39,12.3999166667,41.7229166667,20.3185,26.6149166667,11.56075,7.937,14.26975,36.7645833333,16.3751666666,6.6195,9.44999999999
587.73,12.4175,41.7654166667,20.3344166667,26.6405,11.5924166666,7.95366666667,14.3155,36.7799166667,16.398,6.66116666667,9.46549999999
588.07,12.4438333333,41.80975,20.3644166667,26.6651666667,11.6488333333,8.01316666667,14.3801666667,36.8231666667,16.4375833333,6.68058333333,9.51741666668
588.41,12.4281666667,41.857,20.36425,26.6795833333,11.655,8.00266666667,14.3868333333,36.814,16.4295833333,6.64691666666,9.52325
588.74,12.4233333333,41.8758333333,20.3700833333,26.6775,11.6295833333,7.98725,14.4168333333,36.7939166667,16.41725,6.6085,9.52158333333
589.08,12.3885,41.8564166667,20.3369166667,26.64925,11.58125,7.95208333333,14.4115833333,36.743,16.3643333334,6.56383333333,9.47641666666
589.42,12.4433333334,41.9310833333,20.3686666667,26.7078333333,11.61675,7.97725,14.4730833334,36.806,16.4051666667,6.59083333333,9.51141666666
589.76,12.4064166666,41.9125833333,20.31725,26.6785833333,11.5954166667,7.96,14.4573333333,36.7439166667,16.3848333333,6.54875,9.48225
590.09,12.4155,41.99025,20.35225,26.7345,11.6204166667,7.9595,14.508,36.82375,16.4269166667,6.54858333333,9.49541666666
590.43,12.274,41.8783333333,20.2343333334,26.6225833334,11.49125,7.85375,14.4159166667,36.68925,16.2888333333,6.44883333334,9.36658333334
590.77,12.30375,41.97425,20.30375,26.7220833333,11.5674166667,7.87991666667,14.5303333333,36.72975,16.3573333333,6.48908333333,9.41008333333
591.11,12.3156666667,42.0201666667,20.32925,26.7338333333,11.5795,7.88291666667,14.58075,36.7545833333,16.3800833333,6.50441666667,9.43841666667
591.44,12.3233333333,42.0369166667,20.346,26.7545,11.5921666667,7.88975,14.6099166666,36.7716666666,16.391,6.503,9.43983333332
591.78,12.3005833333,41.9756666667,20.3055833334,26.7525833333,11.5615833333,7.84983333333,14.5928333333,36.6923333333,16.3455,6.49308333333,9.403
592.12,12.3323333333,41.9883333333,20.28125,26.7694166667,11.5744166667,7.86908333333,14.6295833333,36.68375,16.3533333333,6.51558333333,9.42608333334
592.46,12.34775,41.9958333333,20.2680833333,26.7820833333,11.61875,7.86908333334,14.6673333333,36.6863333333,16.3785833333,6.5175,9.42900000001
592.79,12.3811666666,42.0641666667,20.2865833333,26.8305833333,11.6634166667,7.87783333333,14.7208333334,36.717,16.4035833333,6.54183333334,9.45266666667
593.13,12.40775,42.08525,20.28625,26.8593333334,11.6616666667,7.89616666667,14.742,36.7279166667,16.4126666667,6.54333333334,9.45941666666
593.47,12.4641666667,42.16125,20.3479166667,26.9123333333,11.70975,7.94216666667,14.8430833333,36.7783333333,16.4571666667,6.58783333333,9.50625000002
593.80,12.5073333334,42.1728333333,20.3556666666,26.90075,11.7405833333,7.96316666667,14.87825,36.7683333334,16.4840833334,6.61233333333,9.52325
594.14,12.5476666667,42.2308333333,20.3903333333,26.9216666667,11.7755833333,7.98816666667,14.9265,36.813,16.5243333333,6.63975,9.58108333334
594.48,12.53825,42.17825,20.3701666667,26.8775,11.75125,7.98358333333,14.9243333333,36.7518333333,16.5,6.62991666667,9.59966666667
594.81,12.5383333333,42.1700833334,20.3721666667,26.8655,11.7424166667,7.98133333333,14.9586666667,36.7451666667,16.518,6.61741666667,9.59208333333
595.15,12.5581666667,42.1925,20.3498333333,26.8470833333,11.7238333333,7.9695,14.964,36.7334166667,16.5205833334,6.58858333333,9.58175
595.49,12.6024166667,42.268,20.4005,26.8805833333,11.74925,8.02058333333,15.0400833333,36.7956666666,16.5786666667,6.61616666667,9.62150000001
595.82,12.6061666666,42.2974166667,20.4288333333,26.91775,11.7461666667,8.00641666667,15.0931666666,36.8126666667,16.57975,6.61066666667,9.62091666668
596.16,12.6639166667,42.3741666667,20.4640833334,26.9675,11.77675,8.05058333334,15.1444166666,36.8628333333,16.6189166667,6.65891666667,9.67350000001
596.50,12.6435833333,42.3995,20.454,26.951,11.7708333333,8.0515,15.1431666667,36.862,16.6158333334,6.64333333334,9.67491666666
596.83,12.6175,42.4306666666,20.44825,26.9429166667,11.7658333333,8.00991666667,15.1576666667,36.84075,16.5980833333,6.62825,9.68166666667
597.17,12.63475,42.4634166667,20.4628333333,26.96675,11.7765833333,8.01008333334,15.16925,36.8804166667,16.6034166667,6.64416666666,9.71258333333
597.51,12.5968333333,42.4713333333,20.447,26.9728333333,11.7656666667,8.00125,15.15125,36.8585833333,16.5673333333,6.63891666667,9.70025
597.84,12.6313333333,42.53,20.4633333334,27.00525,11.7931666667,8.02475,15.2083333333,36.8810833333,16.5893333333,6.663,9.70224999998
598.18,12.68325,42.60575,20.4808333333,27.0256666667,11.794,8.01766666667,15.2440833333,36.90925,16.5974166666,6.65933333333,9.69091666665
598.52,12.7295,42.68525,20.5191666667,27.0885833333,11.8441666667,8.0595,15.301,36.9373333333,16.6431666667,6.69041666667,9.73275000001
598.85,12.7436666667,42.75175,20.547,27.1389166667,11.8923333333,8.09525,15.3536666666,36.9546666666,16.6559166667,6.70741666667,9.76775
599.19,12.7600833333,42.83625,20.554,27.19,11.91,8.08141666667,15.3865833333,37.0001666667,16.6798333333,6.6985,9.78824999999
599.53,12.78475,42.8806666667,20.5530833333,27.201,11.95625,8.09325,15.3961666667,36.9915,16.6906666667,6.71158333333,9.81549999998
599.86,12.7685833333,42.9061666667,20.5653333334,27.2198333333,11.9483333333,8.07316666666,15.4056666667,37.0124166666,16.7034166667,6.69075,9.79383333331
600.20,12.8065833333,42.93625,20.6054166667,27.2891666666,11.94725,8.07283333333,15.4853333333,37.0495833333,16.76125,6.71866666666,9.82666666666
600.53,12.8189166667,42.9701666667,20.6270833333,27.3098333333,11.9615833333,8.09,15.5410833333,37.1006666666,16.80575,6.70675,9.81950000001
600.87,12.8098333333,42.98275,20.6256666667,27.3235833333,11.9323333333,8.08483333334,15.5526666667,37.0784166667,16.8035833333,6.68916666667,9.81525
601.21,12.82825,42.9804166667,20.6376666667,27.3336666667,11.9549166667,8.08791666667,15.61175,37.0921666667,16.8341666667,6.68166666666,9.82558333335
601.54,12.8186666667,42.9018333333,20.5923333333,27.3085833334,11.9218333333,8.04716666666,15.60875,37.0283333333,16.80175,6.65033333334,9.79950000002
601.88,12.8015833333,42.8615,20.59525,27.28825,11.93425,8.07783333334,15.6223333333,37.00075,16.8046666667,6.65375,9.81558333332
602.21,12.7619166667,42.8541666667,20.5634166666,27.2564166666,11.89125,8.06083333333,15.6188333334,36.9640833333,16.7503333333,6.61233333333,9.78175
602.55,12.775,42.8565,20.573,27.2641666667,11.8850833333,8.067,15.6775,36.9416666667,16.7665833333,6.6115,9.79500000001
602.88,12.7883333333,42.88625,20.5878333333,27.2765,11.8928333334,8.06025,15.70125,36.9185833333,16.7488333333,6.59375,9.78883333334
603.22,12.8086666667,42.90525,20.6130833333,27.274,11.888,8.10083333333,15.7535833333,36.93175,16.7956666666,6.60391666667,9.79350000001
603.56,12.8004166667,42.8979166667,20.6054166667,27.2528333334,11.8726666667,8.09683333334,15.7643333333,36.8870833333,16.7546666666,6.59566666667,9.78225
603.89,12.83975,42.9111666666,20.6205,27.2435833333,11.92925,8.12925,15.7978333334,36.8626666667,16.755,6.61525,9.80941666665
604.23,12.8800833333,42.9489166666,20.629,27.2690833333,11.9494166667,8.15191666667,15.8258333333,36.85625,16.7655,6.64775,9.84458333333
604.56,12.8753333333,42.9495,20.59025,27.2554166667,11.9605833333,8.14508333334,15.85175,36.84,16.7623333333,6.64308333333,9.83208333335
604.90,12.9414166667,43.0701666667,20.6469166667,27.3420833333,12.0110833333,8.18308333334,15.9154166667,36.9008333334,16.8263333334,6.69508333333,9.90600000001
605.23,12.9471666667,43.1670833333,20.6785833333,27.39375,12.061,8.21233333333,15.9694166666,36.9251666667,16.8519166666,6.7265,9.94075000001
605.57,12.9636666667,43.2418333334,20.69,27.4459166667,12.0614166667,8.19841666667,16.0148333333,36.96175,16.873,6.73441666667,9.95091666667
605.90,12.983,43.277,20.7163333333,27.5103333334,12.088,8.19941666667,16.0615833333,36.9910833333,16.8839166667,6.74183333334,9.96491666666
606.24,13.0498333333,43.346,20.76,27.5820833333,12.1483333333,8.2555,16.139,37.0490833333,16.9488333333,6.81625,10.0298333333
606.58,13.0908333333,43.3819166667,20.81275,27.64375,12.2090833333,8.32533333333,16.2120833334,37.0780833333,17.0031666667,6.88558333333,10.08425
606.91,13.1019166667,43.3918333333,20.797,27.67325,12.21775,8.31608333333,16.2415833334,37.0895833333,17.0044166667,6.87666666667,10.09425
607.25,13.1160833333,43.46275,20.807,27.7335833333,12.2598333334,8.32675,16.3114166667,37.1298333333,17.0429166667,6.87725,10.1225
607.58,13.10425,43.4980833333,20.8045,27.7566666667,12.2235833333,8.31375,16.3175,37.1335833333,17.0306666666,6.84875,10.09925
607.92,13.0865833333,43.45875,20.79925,27.7411666666,12.2134166667,8.32341666667,16.3154166667,37.1214166667,17.04775,6.85183333334,10.08675
608.25,13.0725833333,43.4334166667,20.7981666667,27.7203333334,12.1835,8.33225,16.3164166667,37.0770833333,17.0255,6.82283333333,10.0588333333
608.59,13.01675,43.3343333333,20.7329166667,27.638,12.1233333333,8.2975,16.28675,36.9601666667,16.9334166667,6.76833333334,10.0015833333
608.92,13.0395833334,43.3680833334,20.7559166667,27.6999166667,12.1660833334,8.3345,16.3446666666,37.0065,16.9645833333,6.77891666667,10.0188333333
609.26,13.0401666667,43.40675,20.763,27.7273333333,12.2109166667,8.36858333333,16.3649166667,36.9929166667,16.9714166667,6.78066666667,10.01775
609.59,13.0391666667,43.39575,20.73975,27.7008333334,12.2280833333,8.38825,16.35675,36.9601666666,16.9579166667,6.80441666667,10.0326666667
609.93,13.0303333333,43.44725,20.7185833334,27.71575,12.2306666667,8.36991666667,16.369,36.9660833333,16.928,6.77183333333,10.0139166667
610.26,12.98225,43.4059166667,20.6471666667,27.6586666666,12.1541666667,8.30825,16.3359166667,36.89875,16.8635833333,6.71866666667,9.96841666665
610.60,12.97875,43.4604166667,20.6483333333,27.7128333333,12.16225,8.31041666667,16.3581666667,36.8980833333,16.8545833333,6.738,9.96675000001
610.93,13.00675,43.5163333334,20.66275,27.7655833333,12.1689166667,8.34366666666,16.4044166667,36.9029166667,16.8661666667,6.76983333334,9.97524999999
611.27,13.054,43.5948333334,20.6943333334,27.8536666666,12.2348333333,8.38916666667,16.486,36.9611666667,16.9020833333,6.8245,10.0214166666
611.60,13.048,43.6190833333,20.6690833333,27.8888333334,12.2428333333,8.38258333334,16.52375,36.9390833333,16.8579166666,6.81141666667,10.012
611.93,13.099,43.7229166667,20.7103333333,27.97775,12.3024166667,8.392,16.60425,36.99025,16.9183333333,6.84725,10.0570833333
612.27,13.1515833333,43.8534166666,20.7454166667,28.05875,12.35125,8.42466666667,16.6785,37.0761666667,16.9891666667,6.90058333333,10.0908333333
612.60,13.1808333333,43.9016666667,20.7659166666,28.0929166666,12.3291666667,8.42525,16.7186666666,37.0859166667,17.0225,6.88133333333,10.1246666667
612.94,13.2014166666,43.939,20.7644166667,28.1341666666,12.32975,8.42716666667,16.7765833333,37.1308333333,17.0265,6.88758333333,10.1438333333
613.27,13.2165833333,44.0179166667,20.7885833333,28.2005,12.3324166667,8.41866666667,16.8305833333,37.1695833333,17.0574166666,6.87433333333,10.1574166667
613.61,13.1869166667,43.993,20.7741666667,28.1755833333,12.2941666666,8.39766666666,16.8309166667,37.1683333333,17.0508333333,6.87175,10.1228333333
613.94,13.25025,44.0980833333,20.831,28.24875,12.3888333333,8.46025,16.8994166667,37.2418333334,17.1103333333,6.91316666667,10.1895
614.28,13.3105833333,44.1373333333,20.9028333333,28.2631666667,12.46625,8.54091666667,16.9995833333,37.26625,17.1588333333,6.98458333333,10.2688333333
614.61,13.3588333333,44.1576666667,20.9440833333,28.2903333333,12.4985,8.56408333334,17.02925,37.3026666666,17.2248333333,7.02125,10.3223333333
614.94,13.3653333333,44.1411666666,20.9248333334,28.2585,12.4790833333,8.55283333333,17.036,37.2578333333,17.2330833333,6.99716666667,10.3195
615.28,13.4386666667,44.2904166667,21.0376666667,28.3375,12.5508333333,8.60483333333,17.1363333333,37.3474166667,17.325,7.04225,10.37925
615.61,13.405,44.28375,21.02175,28.3215833333,12.52225,8.58033333333,17.1120833334,37.3236666667,17.27875,7.02325,10.3556666667
615.95,13.4535,44.31425,21.0665833333,28.35925,12.5526666667,8.62558333333,17.15625,37.3355,17.3066666666,7.01925,10.3873333333
616.28,13.4494166667,44.3525,21.0728333333,28.3226666667,12.5748333333,8.62433333333,17.1586666667,37.32375,17.2983333333,7.03366666667,10.3609166667
616.61,13.4771666667,44.3516666667,21.0738333334,28.31425,12.5934166667,8.64325,17.1769166667,37.313,17.3218333333,7.06141666667,10.385
616.95,13.5166666666,44.3681666666,21.109,28.3276666667,12.6490833334,8.69091666667,17.2565,37.3006666667,17.3528333333,7.112,10.4029166667
617.28,13.6120833333,44.5025,21.1896666667,28.4285,12.7183333333,8.77216666667,17.3701666667,37.3870833333,17.4553333333,7.176,10.4978333333
617.62,13.6158333334,44.5579166667,21.168,28.4629166667,12.7058333333,8.772,17.4403333334,37.3730833333,17.4625833334,7.17441666666,10.473
617.95,13.64425,44.6509166667,21.1816666666,28.49925,12.7093333333,8.74525,17.4605,37.40625,17.473,7.12675,10.4625
618.28,13.6589166667,44.6928333333,21.16175,28.5113333333,12.7364166667,8.75416666667,17.5051666667,37.3651666667,17.4725,7.13616666667,10.4706666667
618.62,13.6558333333,44.7259166667,21.17675,28.5325,12.7295,8.76466666667,17.51,37.3825,17.4549166666,7.13625,10.4519166667
618.95,13.6439166667,44.673,21.1056666666,28.4789166667,12.6941666667,8.719,17.5003333333,37.304,17.3970833333,7.08658333333,10.39725
619.28,13.7156666666,44.7645,21.13475,28.53025,12.7275833333,8.7765,17.5745,37.3625,17.4568333333,7.11608333333,10.4305833333
619.62,13.6996666666,44.7785,21.1090833334,28.51075,12.7115,8.76866666667,17.6024166667,37.37125,17.44075,7.08108333333,10.403
619.95,13.6931666667,44.71175,21.074,28.5065,12.6926666667,8.75033333333,17.5916666666,37.3290833333,17.4085833333,7.06091666667,10.38575
620.28,13.7029166667,44.7193333333,21.118,28.5354166667,12.71275,8.76708333333,17.6256666667,37.33725,17.4266666667,7.05325,10.3945833333
620.62,13.7651666666,44.78275,21.12125,28.5935833334,12.7494166666,8.77566666667,17.6634166667,37.4170833333,17.4655833334,7.07533333334,10.4214166667
620.95,13.716,44.72525,21.0860833333,28.5635,12.7359166666,8.74433333333,17.6228333333,37.3465833333,17.4236666666,7.03275,10.385
621.28,13.739,44.6865,21.13725,28.54425,12.7343333333,8.75566666667,17.6418333334,37.3766666667,17.43475,7.046,10.4153333333
621.62,13.704,44.6473333333,21.1051666667,28.5288333334,12.7374166667,8.723,17.64175,37.34675,17.4156666667,7.03958333333,10.3973333333
621.95,13.70425,44.5985833333,21.11575,28.5270833333,12.7296666666,8.71741666667,17.6695,37.3594166667,17.4043333333,7.04491666667,10.3766666667
622.28,13.7451666667,44.654,21.1485833333,28.5658333333,12.78275,8.74308333333,17.7604166667,37.41125,17.4585,7.08925,10.419
622.62,13.7356666667,44.669,21.1563333333,28.596,12.7845,8.77775,17.7903333333,37.4378333333,17.487,7.10733333333,10.4448333333
622.95,13.7804166667,44.7106666666,21.2110833334,28.6723333334,12.8495,8.80866666667,17.8784166667,37.4528333333,17.51975,7.15616666667,10.5061666667
623.28,13.834,44.7358333334,21.2605833333,28.7405833333,12.9235833333,8.85449999999,17.9905,37.4921666667,17.5723333333,7.22325,10.5815833334
623.62,13.8963333334,44.8115,21.3050833333,28.77475,12.963,8.88033333334,18.0641666667,37.5255833333,17.6353333333,7.25208333333,10.629
623.95,13.9108333333,44.8748333333,21.3188333333,28.8259166667,12.9439166667,8.86458333334,18.1190833333,37.5483333334,17.6736666666,7.25725,10.64175
624.28,13.8979166666,44.90675,21.3536666667,28.8150833333,12.9145833333,8.87008333332,18.1511666667,37.5315833333,17.6744166667,7.241,10.6643333333
624.62,13.9380833334,44.9721666667,21.40125,28.8474166667,12.9484166667,8.90024999999,18.2196666667,37.5690833334,17.7009166667,7.27125,10.7203333333
624.95,13.9491666667,45.0093333333,21.3975833333,28.9083333333,12.993,8.914,18.24675,37.5930833333,17.73025,7.28416666666,10.7614166667
625.28,13.9901666667,45.05575,21.3934166667,28.9355,12.9861666666,8.93675,18.32225,37.6179166667,17.768,7.28858333333,10.788
625.61,14.0023333334,45.1218333333,21.3999166667,28.9305,13.0100833333,8.95058333334,18.3511666667,37.6645,17.772,7.25916666667,10.8015833333
625.95,14.0619166666,45.19975,21.4519166666,28.976,13.05625,9.00616666665,18.4111666667,37.6965833333,17.8253333333,7.29291666667,10.87725
626.28,14.0796666666,45.22,21.4566666667,28.9975833334,13.08325,9.004,18.452,37.71375,17.8464166667,7.31583333334,10.9170833333
626.61,14.0431666667,45.1663333333,21.41075,28.93675,13.0623333334,9.00841666666,18.4418333333,37.6664166667,17.8361666667,7.28491666667,10.88925
626.94,13.9996666667,45.127,21.3583333333,28.86475,12.9948333333,8.94791666666,18.3789166666,37.5919166667,17.7953333333,7.24941666667,10.8534166667
627.28,13.9801666667,45.16725,21.3711666667,28.8996666667,12.9949166667,8.94216666666,18.3914166667,37.6210833333,17.7616666667,7.23641666666,10.8374166667
627.61,13.9950833333,45.1888333334,21.359,28.9065833333,13.034,8.98441666668,18.43575,37.6085,17.76575,7.25716666667,10.8808333333
627.94,14.022,45.2298333334,21.3624166666,28.9405833333,13.05575,9.00391666667,18.471,37.61225,17.7941666666,7.27258333333,10.8946666667
628.27,14.1104166667,45.2731666667,21.4315833333,28.9919166666,13.11025,9.06891666668,18.56325,37.6305,17.8603333333,7.32708333333,10.9431666667
628.61,14.1141666667,45.2846666667,21.396,28.9764166666,13.081,9.05641666667,18.574,37.60625,17.8555,7.28975,10.9009166667
628.94,14.13375,45.3348333333,21.44975,29.02475,13.118,9.11633333333,18.605,37.6310833333,17.87975,7.33558333333,10.9310833333
629.27,14.163,45.3481666667,21.4846666667,29.08325,13.1503333333,9.17191666667,18.6603333333,37.6156666667,17.937,7.3935,10.9733333333
629.60,14.1115,45.3043333333,21.4295,29.0620833333,13.1314166667,9.15233333332,18.6559166667,37.58175,17.9038333334,7.35825,10.9095833333
629.94,14.18125,45.3928333333,21.5016666667,29.1195833333,13.15725,9.20241666667,18.7105833333,37.6313333333,17.9449166667,7.35716666667,10.9283333333
630.27,14.24325,45.4836666667,21.5823333333,29.2131666667,13.2075,9.22441666667,18.793,37.68525,17.9869166666,7.42008333334,10.9736666667
630.60,14.27275,45.5381666667,21.6105833333,29.27875,13.2490833333,9.25258333334,18.8310833334,37.7075833334,18.0051666666,7.41225,10.9870833333
630.93,14.3226666667,45.61025,21.6245,29.3060833333,13.2809166667,9.33233333335,18.9235833333,37.7294166667,18.066,7.46,11.049
631.26,14.3596666667,45.6055,21.627,29.2760833334,13.2810833333,9.31600000002,18.9559166667,37.6900833333,18.0705833333,7.462,11.0551666667
631.60,14.3505833334,45.5898333333,21.6060833333,29.2855833333,13.2808333333,9.31658333334,18.9555833333,37.6879166667,18.0683333333,7.44333333333,11.0474166667
631.93,14.27425,45.5613333333,21.54875,29.23075,13.2485,9.26300000001,18.8948333334,37.6594166667,18.02275,7.36866666667,11.0056666667
632.26,14.26875,45.6020833333,21.6035833334,29.2674166667,13.2711666667,9.29458333334,18.97825,37.7033333333,18.0486666666,7.40341666667,11.0378333333
632.59,14.2446666667,45.60925,21.582,29.2509166666,13.2704166667,9.25208333333,18.96575,37.69,18.019,7.35916666667,11.0289166667
632.92,14.2543333333,45.6351666667,21.5695,29.2500833333,13.273,9.23241666666,18.9801666666,37.69875,18.0386666667,7.33883333333,11.05725
633.26,14.2493333333,45.64425,21.5546666667,29.2493333333,13.2481666667,9.22599999998,19.00725,37.7033333333,18.0354166667,7.31775,11.0670833333
633.59,14.2853333333,45.6876666667,21.6018333333,29.3024166667,13.3224166666,9.29758333332,19.111,37.7539166666,18.0713333333,7.39616666667,11.12325
633.92,14.27475,45.7415833333,21.6018333333,29.29475,13.34275,9.29041666667,19.1011666667,37.7700833334,18.06925,7.372,11.14975
634.25,14.237,45.7019166666,21.5633333333,29.27225,13.303,9.25549999999,19.1265833333,37.7558333333,18.0496666667,7.37483333333,11.1301666667
634.58,14.16725,45.6201666667,21.525,29.22125,13.2631666667,9.19974999999,19.1095,37.6928333334,18.0129166666,7.33691666667,11.0848333333
634.91,14.1964166667,45.68825,21.569,29.3140833334,13.2936666667,9.26858333333,19.173,37.7775833333,18.0149166666,7.38383333333,11.11575
635.25,14.202,45.679,21.577,29.29925,13.2681666667,9.27541666667,19.2499166667,37.7888333333,17.9923333334,7.40008333333,11.1085
635.58,14.1545,45.6204166667,21.52375,29.29925,13.1795833333,9.21849999999,19.2366666667,37.7620833333,17.9131666667,7.36916666667,11.0498333333
635.91,14.1508333333,45.5775,21.492,29.27225,13.14925,9.18558333334,19.20925,37.6910833333,17.8825,7.33841666667,11.0473333333
636.24,14.1806666667,45.5610833333,21.4850833334,29.2818333333,13.1220833333,9.21450000001,19.2675833333,37.6901666667,17.8849166667,7.33866666667,11.0588333333
636.57,14.1955833334,45.5509166666,21.4934166667,29.2699166667,13.1095,9.20408333333,19.3071666666,37.6968333333,17.8585,7.3215,11.0324166667
636.90,14.1650833333,45.4841666667,21.4414166667,29.1963333333,13.0721666667,9.15241666666,19.2765,37.6058333333,17.8261666667,7.27158333333,11.0044166667
637.23,14.05425,45.3976666666,21.3165833333,29.091,12.9800833333,9.02358333333,19.1925833333,37.4775833333,17.77725,7.149,10.9014166667
637.56,14.0318333334,45.3890833333,21.2910833334,29.08325,12.9565833334,9.00916666666,19.2356666667,37.4935833334,17.7675,7.11158333334,10.8549166667
637.90,14.1224166667,45.4840833333,21.3851666667,29.1809166666,13.0441666666,9.09658333333,19.3494166667,37.5493333333,17.8571666667,7.19541666667,10.91225
638.23,14.1755833333,45.5203333333,21.4284166667,29.2130833333,13.0563333334,9.13600000001,19.3794166667,37.5488333333,17.9058333333,7.21175,10.9393333333
638.56,14.19125,45.5390833333,21.428,29.1705833333,13.0818333333,9.10008333334,19.3894166667,37.5035,17.90675,7.183,10.9245
638.89,14.1435833333,45.5993333333,21.37875,29.16925,13.09625,9.04900000002,19.3558333333,37.4634166667,17.91675,7.14658333334,10.91675
639.22,14.2348333333,45.7400833334,21.4353333334,29.2399166667,13.2136666667,9.15008333334,19.4768333334,37.5235,18.0294166667,7.21725,10.9981666667
639.55,14.3481666667,45.95425,21.5693333334,29.3810833333,13.3471666667,9.25591666668,19.6330833333,37.6968333333,18.1283333333,7.29091666667,11.10975
639.88,14.3470833333,45.9825833334,21.6016666667,29.3665,13.3729166667,9.23258333334,19.6443333333,37.6679166667,18.13075,7.30391666667,11.10275
640.21,14.3340833333,46.0858333333,21.64625,29.4244166666,13.3914166667,9.25383333332,19.7305833333,37.7095833333,18.1643333334,7.34891666666,11.1648333333
640.54,14.4520833333,46.2813333333,21.7866666666,29.613,13.5174166666,9.35958333334,19.86075,37.8765,18.2801666667,7.46975,11.2785
640.87,14.55275,46.40575,21.8941666667,29.707,13.6065,9.43583333334,19.97625,37.99725,18.3225833333,7.56391666667,11.39825
641.20,14.6350833333,46.47525,21.9551666667,29.7851666667,13.6643333333,9.48891666667,20.0765833333,38.0288333333,18.3795833333,7.62133333333,11.4835833333
641.53,14.6396666667,46.5725833333,21.9776666667,29.8055,13.6753333333,9.51341666667,20.08225,38.0700833333,18.39525,7.56433333333,11.5009166667
641.87,14.7139166667,46.6453333334,21.9876666667,29.8741666667,13.7591666667,9.53558333333,20.1771666667,38.1923333333,18.4228333333,7.58766666667,11.5476666667
642.20,14.7025,46.646,21.9866666667,29.9343333333,13.7191666667,9.50224999999,20.1996666666,38.2645833333,18.4623333333,7.5495,11.5021666667
642.53,14.8144166667,46.7185833333,22.12725,30.035,13.78625,9.58225000001,20.2978333333,38.3344166667,18.53675,7.6385,11.6189166666
642.86,14.88,46.82275,22.20325,30.1228333333,13.8464166667,9.61433333335,20.40975,38.4208333333,18.59225,7.67,11.68125
643.19,14.8881666667,46.8004166667,22.19025,30.1434166667,13.8335833333,9.62866666665,20.4505,38.4265833333,18.64025,7.68666666667,11.6674166667
643.52,14.97975,46.8845833334,22.2478333333,30.24825,13.9358333333,9.73491666666,20.5778333333,38.5439166666,18.7410833333,7.77441666667,11.78
643.85,15.0211666667,46.8003333333,22.18625,30.185,13.9081666667,9.73708333334,20.5345,38.4644166667,18.72475,7.76641666667,11.7509166667
644.18,14.9859166667,46.7848333333,22.1849166667,30.165,13.905,9.69750000001,20.5739166666,38.4424166667,18.7148333333,7.77016666667,11.76225
644.51,14.99925,46.78975,22.09975,30.19425,13.8768333333,9.73899999999,20.6098333333,38.4219166666,18.698,7.7225,11.7569166666
644.84,15.00325,46.7479166667,22.07,30.1505833333,13.84,9.73041666667,20.58075,38.3526666667,18.6679166667,7.71408333334,11.7445833333
645.17,15.0389166667,46.81,22.0855833333,30.1975833333,13.8925,9.73083333333,20.6334166667,38.4209166667,18.69325,7.76583333333,11.78575
645.50,14.99075,46.7993333333,22.0546666667,30.1635833333,13.84275,9.68216666667,20.5916666667,38.3898333333,18.6748333334,7.72716666667,11.7551666667
645.83,14.971,46.7833333334,22.0148333333,30.0961666666,13.8635833333,9.72533333335,20.6121666667,38.3298333334,18.6589166667,7.74358333333,11.7888333334
646.16,14.97025,46.8205,22.0018333333,30.1158333333,13.8845833334,9.71691666666,20.6774166667,38.4023333334,18.68775,7.69991666667,11.763
646.49,14.9339166667,46.7859166667,21.96925,30.03975,13.8435833334,9.68058333334,20.6995833333,38.3074166667,18.6446666667,7.68341666667,11.7295
