wavelength,Back_IncPulf,Belly_IncPulf,Breast_IncPulf,Crissum_IncPulf,Crown_IncPulf,DorTail_IncPulf,Patch10_IncPulf,Patch11_IncPulf,Rump_IncPulf,Throat_IncPulf,WingTip_IncPulf
190.19,167.621583333,196.093833333,186.28475,160.59025,165.972166667,186.371416667,184.6355,182.552083334,165.27775,152.430583333,199.565916666
190.57,202.333333333,242.77775,234.666583333,193.999833333,207.6665,231.33325,225.5555,223.000083334,204.4445,186.111166666,246.333416667
190.95,240.277833333,294.166583333,283.0555,232.638916667,248.0555,278.1945,272.22225,273.889,245.833333334,226.388916667,291.527833333
191.33,271.794833333,331.250166667,325.480666667,263.30125,277.40375,314.903833333,305.9295,310.737083333,276.762916667,255.609166667,323.557833333
191.71,359.008833333,450.675583334,430.855916667,353.828833333,365.540583333,427.477333333,413.5135,410.3605,368.018,336.486416667,425.450416667
192.09,673.684166667,831.578916666,801.31575,663.596583334,694.73675,825.438583333,768.85975,762.71925,700.877,627.193,782.456166666
192.47,1703.57141667,2120.238,2090.47625,1653.57141667,1744.04733333,2092.85716667,1941.66666666,1958.33333333,1770.23808333,1616.66666667,1953.5715
192.85,979.166666666,1268.05558333,1237.50008333,961.805666668,1025.6945,1232.63891667,1115.97216667,1177.08333333,1048.61125,956.944499999,1145.83333333
193.23,966.666666666,1271.96975,1271.96958333,933.333333333,993.939416667,1224.99991667,1133.33333333,1172.7275,1031.06066667,940.909083334,1128.03025
193.61,388.888833333,528.395083333,533.950666666,397.530833334,416.358083334,508.02475,472.22225,481.481416667,426.85175,395.987583333,482.09875
193.99,330.376416667,440.860083333,462.096833334,337.90325,346.236583333,420.16125,387.90325,407.258083333,353.7635,329.57,402.150583333
194.37,228.888833333,282.037166667,322.592583333,221.296416667,225.5555,273.703666667,260.0,261.29625,232.777833333,224.4445,265.3705
194.75,186.290333334,220.43025,247.715,179.16675,177.284833333,206.85475,203.4945,202.957,181.048416667,184.139916667,205.51075
195.13,156.25,182.708333333,200.9375,149.895833333,149.583333333,171.666666667,166.666666667,166.458333333,151.458333333,156.041666667,169.375
195.51,167.9105,199.502416667,215.049916667,164.676666667,165.671583333,182.83575,187.189083333,181.592083333,157.835916666,166.915416666,187.189
195.89,154.566166667,176.25575,197.94525,148.74425,148.744333334,164.155333333,172.3745,164.840166667,137.7855,156.9635,172.260333333
196.27,137.148583333,155.622416667,176.305166667,124.497833333,125.401666667,136.04425,150.200833333,143.07225,117.3695,139.156666667,151.606333334
196.65,129.2135,142.696666666,164.606833333,118.726666667,117.603083333,126.21725,144.4755,131.55425,109.831416667,130.805333333,142.6965
197.03,141.5685,151.0785,171.86275,124.117666667,122.843,133.725416667,152.745,137.156833333,114.607916667,138.039333333,151.5685
197.40,163.405833333,178.62325,196.739083333,138.768083333,142.391333333,151.811583333,171.980666667,154.589333333,130.917833333,153.260833333,171.739166667
197.78,198.132083333,206.896666667,225.431083333,161.925333333,168.247083333,174.856416667,203.017166667,178.01725,154.166666666,177.442416666,192.2415
198.16,180.303083334,188.888833334,200.252333333,142.5505,153.409,156.060666667,183.45975,162.373583333,140.27775,157.323333333,178.409166667
198.54,163.311833333,180.62775,175.324833333,129.220833333,145.021583333,145.887416667,171.104,151.623416667,131.710083333,140.909,165.80075
198.92,175.0,193.333333333,194.23075,140.512833333,153.846083333,154.743583333,188.974166667,166.282083333,141.666666667,144.615333333,177.564083333
199.30,193.055583334,223.4375,233.33325,165.4515,173.437583333,163.888833334,226.909666666,187.499916667,152.256916667,163.54175,204.340333333
199.68,183.333333333,216.357833333,223.14825,157.098833333,162.345666667,161.419583333,213.426,178.858,153.857916666,160.8025,189.506166667
200.06,196.2765,243.794416667,240.60275,164.361833333,180.851166667,173.758916666,232.97875,201.595666667,174.1135,173.758833334,208.333333333
200.44,226.351333334,294.36925,283.108166667,197.973,218.918916667,215.31525,298.198333333,243.468416667,218.6935,209.009083333,244.369416667
200.82,331.4815,425.617166667,402.469083333,277.160666666,299.38275,317.284,416.358,361.41975,306.790166667,302.77775,340.123583333
201.19,471.75925,593.055583333,589.81475,386.111166667,419.4445,441.20375,598.148083334,518.981416667,433.796333333,429.62975,461.574
201.57,280.88225,318.382416666,332.107833334,226.715666667,245.588333333,249.754833333,348.28425,291.421416667,250.000083333,251.96075,262.745
201.95,307.5,358.055583333,377.777666667,254.4445,272.222166667,276.389,396.9445,320.833333334,279.166666667,287.777833333,298.888833333
202.33,680.303000001,796.212083334,861.363666666,564.394083333,571.96975,568.939416667,971.212083333,697.727166667,599.2425,629.5455,598.484833333
202.71,-1947.22216667,-2219.4445,-2675.0,-1630.5555,-1541.66666667,-1519.44441667,-3047.22225,-2080.5555,-1724.99991667,-1958.33333333,-1613.88883333
203.09,898.809416668,953.571416666,1177.38116667,740.476083334,721.428416667,751.1905,1348.8095,977.381,783.333250001,971.428583335,752.381
203.47,327.4305,315.624916667,393.402833333,252.777833334,259.374916666,295.138833333,432.638916667,331.250083334,279.861083334,323.611166667,263.1945
203.85,481.111166667,423.888916666,599.999916666,365.5555,377.777833333,452.222166667,669.444416667,477.777833333,397.222166667,483.888833333,377.22225
204.22,299.999916666,244.13575,360.8025,225.617166667,217.5925,277.1605,389.814833334,270.987666666,241.358,277.160583333,223.148083333
204.60,347.348416667,258.712166666,428.409083333,266.287833333,230.681666667,321.590833333,431.818,311.363583333,274.621333333,306.06075,253.787833333
204.98,280.333333333,211.0,355.333333333,224.0,193.666666667,256.0,348.0,243.333333333,229.666666667,254.333333333,207.333333333
205.36,161.3095,119.642916667,199.206333333,138.690416667,111.904666667,146.82525,203.5715,140.872916667,141.865,150.1985,120.238166667
205.74,133.673416667,104.421833333,169.728,127.551,92.3470000001,131.632583333,171.76875,126.360583333,129.081666667,131.802666667,108.8435
206.12,142.763166667,100.219333333,184.2105,127.41225,87.2808333334,140.350916667,177.850833333,132.017666667,137.499833333,138.81575,105.263166667
206.50,134.375,96.0416666666,168.958333333,122.916666667,89.5833333333,140.208333333,159.166666666,124.791666667,136.25,135.416666667,100.416666667
206.87,220.833333333,154.166666667,290.416666667,200.0,128.75,220.416666667,255.0,191.666666667,205.0,205.416666667,145.833333333
207.25,231.111083333,185.0,311.111,210.5555,99.4444166667,205.0,292.222333334,183.888916667,239.4445,191.666583333,126.666666667
207.63,227.380833333,213.09525,328.571416667,212.499916667,111.309583333,181.547583333,319.642916667,200.595416667,263.6905,203.571416667,150.59525
208.01,148.913083333,152.536166667,205.43475,135.507166666,79.7103333333,121.0145,186.231833334,141.304333334,178.261083333,129.347916667,118.47825
208.39,182.142833333,202.976333333,270.238083333,201.78575,99.4046666666,152.380833333,264.881083333,210.71425,247.619083333,198.809666667,155.9525
208.77,243.75,275.0,315.27775,256.944416667,165.277916667,205.555583333,323.611166667,293.750083333,299.3055,251.388833333,200.0
209.14,183.75,180.833333333,197.083333333,179.583333333,115.0,146.666666667,224.166666667,200.416666667,206.666666667,155.0,137.5
209.52,364.583333333,402.083333333,452.083333333,331.250000001,211.458333333,322.916666667,480.208333333,401.041666667,419.791666667,313.541666667,306.25
209.90,-313.888833333,-400.0,-458.33325,-247.222250001,-131.944333333,-218.055583334,-458.333166667,-331.944333333,-355.5555,-243.055666667,-226.389
210.28,273.148,361.111083334,384.259333333,293.518583333,165.74075,256.481583333,393.518666667,363.888833334,321.296416666,269.444333333,231.481416667
210.66,328.703833334,436.11125,464.81475,309.25925,181.481583333,299.074083333,449.999833333,432.4075,382.407416667,346.29625,312.037083333
211.03,150.641083333,182.05125,189.743583333,143.26925,95.83325,149.0385,198.717833333,197.756416667,182.692333333,152.564166667,137.1795
211.41,138.63625,162.62625,169.949583333,142.424333333,101.767583333,147.727166667,172.727166667,181.81825,157.07075,137.878916667,133.838416666
211.79,190.47625,241.269833333,227.777833333,207.9365,134.523833333,217.0635,248.412583333,266.269666667,222.619166667,197.22225,189.6825
212.17,401.851833333,524.074000001,475.0,469.4445,258.333416667,415.74075,538.888833334,585.18525,469.4445,423.148166667,395.370333334
212.55,417.857,620.238166667,555.952249999,528.571416667,311.904916667,445.238166666,601.190583333,648.8095,510.714416667,436.904833334,436.904833333
212.92,150.4385,224.561416667,199.561583333,206.578833333,106.578916667,156.579,219.29825,209.210583333,194.298333334,164.035,161.403583333
213.30,239.583333333,401.041666667,416.666666667,429.166666666,233.333333333,292.708333334,495.833333333,446.875,403.125,361.458333333,317.708333333
213.68,936.111083333,1205.55558333,1313.88883334,1477.77766667,869.444333333,938.88875,1650.00008333,1483.33325,1327.77775,1177.77766666,944.444499998
214.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214.44,522.916666667,542.708333333,632.291666666,693.75,457.291666667,516.666666667,804.166666666,630.208333333,632.291666667,558.333333334,461.458333333
214.81,211.805583334,200.347166667,254.513833333,277.77775,201.04175,201.736083333,314.236,238.541666667,238.1945,213.1945,183.680416667
215.19,170.707083334,152.52525,194.191916667,214.646333333,155.555583333,153.788,243.9395,188.383916667,176.76775,163.888916667,153.282916666
215.57,200.0,167.628166667,222.756416667,243.910083333,183.653916667,174.0385,291.666666667,227.884666667,211.218166667,196.4745,177.243583333
215.95,265.625,208.333333333,309.375,327.083333333,234.895833333,202.604166666,420.833333333,303.125,279.6875,249.479166667,225.520833334
216.32,141.944416667,108.611083334,163.888833333,175.0,134.444416667,115.83325,234.166666667,163.611083334,143.888666667,130.27775,116.388833333
216.70,230.392166667,164.215833333,261.2745,280.392,198.529416666,187.25475,396.5685,289.705833333,233.8235,211.274333333,170.098
217.08,1105.55541667,752.777749999,1411.11108334,1336.11116667,1038.88891667,830.555583331,2130.55566667,1661.111,1149.99991667,1011.11125,872.22225
217.46,450.0,332.291666667,544.791666667,526.041666667,359.375,325.0,752.083333333,642.708333333,437.5,369.791666666,335.416666667
217.83,110.784166667,89.9509166666,138.725416667,137.5,96.8137499999,99.0195,191.421583333,163.725666667,116.911833333,100.0,107.10775
218.21,91.6665833333,82.5757500001,121.02275,115.340916667,90.9091666667,88.4469166665,155.681833333,138.825583333,100.1895,85.0378333333,96.5909166668
218.59,98.4125833333,89.2856666667,126.785583333,126.984083333,89.0874999998,92.4603333331,158.531833333,156.547666667,105.555583333,89.2857500001,111.70625
218.97,128.787916667,129.166666666,177.272666667,188.636416667,101.893916667,139.772666667,240.151416667,261.363583334,150.757416667,111.363666667,173.106083333
219.34,-587.5,-966.666666668,-1512.5,-1400.0,-637.500000001,-1041.66666667,-1937.5,-2125.0,-1166.66666667,-654.166666668,-1183.33333333
219.72,-345.833333333,-612.500000001,-862.5,-702.083333335,-377.083333332,-583.333333333,-1064.58333334,-1112.5,-650.0,-387.5,-627.083333332
220.10,-2191.66666667,-2725.0,-3975.0,-3066.66666666,-1766.66666667,-3150.0,-4683.33333333,-5275.0,-3283.33333333,-2058.33333333,-2833.33333333
220.47,-2483.33333334,-2708.33333333,-4316.66666667,-2933.33333334,-1508.33333334,-3166.66666667,-4491.66666667,-5166.66666666,-3700.0,-2175.0,-2775.0
220.85,194.583333333,207.916666667,296.25,220.416666666,150.833333333,220.0,282.5,319.166666667,253.333333334,175.0,198.75
221.23,143.229166667,146.09375,203.125,165.364583333,114.0625,159.114583333,200.260416667,219.010416667,178.125,128.90625,142.708333333
221.61,125.694333333,132.407416667,181.9445,142.129666667,104.861166666,133.101833333,187.037,192.824166667,153.93525,116.203833333,127.083333333
221.98,165.333333333,181.666666667,243.666666667,184.666666667,131.666666667,165.666666667,247.666666666,265.333333333,193.0,153.666666667,157.333333333
222.36,163.9785,174.193583333,215.3225,164.247416667,132.527,156.989333333,226.344166667,244.8925,181.451583333,152.1505,158.33325
222.74,123.076833333,143.162333333,165.171,115.171,104.273583333,112.179416667,178.6325,193.803333333,139.529916666,123.931666667,123.290666667
223.11,117.857166667,134.126916667,157.738,104.5635,112.30175,109.52375,168.055666667,179.365083333,134.920666667,125.992083333,114.6825
223.49,116.50325,124.836583333,142.320333333,101.307166667,114.215666667,100.653666667,149.019666667,167.156833333,127.451,122.875583333,118.300666667
223.87,109.413666667,114.969083333,135.648166667,93.36425,109.104916667,95.9876666668,132.253166667,151.6975,115.586333333,120.679083333,113.2715
224.24,95.2054166665,100.913166667,117.580166666,87.6713333334,98.1735000001,81.3926666667,108.105,122.260416667,97.7169166667,104.338083333,101.027333333
224.62,99.5554999999,107.444416667,123.777833333,95.9999166667,105.6665,86.2223333334,110.888916667,131.444333333,102.33325,111.66675,108.889
225.00,94.1358333334,99.3826666666,108.84775,86.3169166667,95.6790000001,77.5720000001,101.028833333,119.135916667,96.9135000001,105.658583333,107.201583333
225.38,91.9754166667,95.0617500001,101.131666666,79.1151666667,92.9013333334,72.01625,91.6667500001,114.711916667,91.6666666668,103.189416667,103.0865
225.75,78.9967500001,83.7583333334,85.8841666668,70.3230833333,84.4388333334,68.5375,78.5712500001,99.8299166667,82.22775,91.2415000001,91.4115833332
226.13,82.4765833333,86.2150000001,84.1120833332,72.0405833333,87.383,72.6635833333,80.4518333334,101.012416667,88.3958333334,89.4080833333,94.081
226.51,68.02175,69.6476666667,70.05425,60.8401666667,71.6125833334,58.6721666667,65.9891666667,81.0976666667,71.0028333333,74.0516666667,76.28725
226.88,68.8690833334,63.869,67.2024166667,60.7735833333,69.0475,60.3570833333,63.869,76.1309166667,69.1665833333,69.64275,73.2739166667
227.26,57.2744166667,52.44,54.6961666667,50.1840833333,54.65,47.6519166667,52.7164166667,61.8324166666,54.558,54.9723333334,60.359
227.64,46.6076666667,41.5929166666,44.3215,40.7078333333,43.3258333334,40.6341666667,44.43225,49.8525833333,43.1415833333,43.7684166667,47.8245
228.01,39.7096666667,36.774,37.3105833333,37.437,36.8371666667,35.85875,40.4356666667,44.6336666667,37.2159166667,38.1629166667,41.6035833334
228.39,34.7173333333,32.0338333333,31.6101666666,33.8983333333,32.65525,32.3446666667,36.1299166666,40.0565833333,33.7005833333,34.1525,36.7796666667
228.76,32.7236666667,29.9034166666,29.0398333333,32.36775,30.7164166666,30.5895,34.4511666667,37.0935833334,31.8598333334,31.60575,34.7054166667
229.14,31.2910833333,28.4975833334,29.3425833333,31.5259166667,30.2346666666,29.9295,33.2629166667,35.6105,30.2816666667,30.1643333333,32.55875
229.52,30.7835833333,30.058,30.4933333333,31.447,29.8923333333,30.4310833333,33.1468333333,35.6135,30.1824166666,30.3276666667,32.0895
229.89,30.9325,30.0396666666,30.7935833333,31.1706666667,29.6429166667,30.41675,33.2539166667,35.5755,29.60325,29.9404166667,32.5793333334
230.27,29.684,28.7245,29.8908333333,30.5114166667,28.104,28.9879166667,32.0354166667,34.0295,27.57725,29.176,30.7375
230.65,28.70375,29.3703333333,29.0555833333,30.11125,27.62975,28.7778333333,31.9815,34.5185833334,27.75925,28.2408333334,29.83325
231.02,25.3951666667,28.0850833333,26.4296666667,27.3701666667,24.9059166667,25.5079166667,29.4205,31.5275,25.3574166667,25.7899166667,27.0316666667
231.40,26.1904166667,29.9508333334,28.118,29.346,27.02175,26.8519166667,31.028,33.52225,28.0233333333,27.3241666667,28.42025
231.78,27.80425,32.5775833333,30.8075833333,31.5831666667,29.59425,28.9179166667,33.43275,36.2569166667,30.5091666667,29.7335833334,30.94675
232.15,29.657,33.6190833333,32.14875,32.312,31.4543333333,29.5343333333,33.8846666667,37.0710833333,32.1690833333,30.6575833333,32.14875
232.53,31.3925,36.3500833333,35.0211666667,34.17725,33.98725,32.0675833334,35.9494166667,39.95775,34.3249166667,32.02525,34.40925
232.90,30.377,36.0325,34.4474166666,33.2261666667,33.2476666667,32.0479166666,35.6255,39.803,34.1688333334,30.934,33.52625
233.28,29.3315833333,35.3341666667,32.5495833333,32.0131666667,32.11625,31.1675,34.5915833333,39.08825,33.0445,29.5173333333,32.8381666667
233.66,28.2183333333,34.2710833333,31.4153333333,31.202,31.0316666667,30.2215833333,34.1859166667,38.64025,32.3741666667,28.7936666667,32.7791666667
234.03,28.2521666666,33.74,31.2600833333,30.6505,30.691,29.7966666667,33.4553333333,38.882,32.8049166667,29.4919166666,31.9105833333
234.41,26.5131666667,32.0895,30.5348333334,27.9021666667,29.1873333333,28.54475,31.34325,37.5829166667,31.8201666667,28.0886666667,30.8665
234.78,25.1440833333,29.8971666667,29.753,27.7571666667,28.2714166666,27.5103333333,29.7943333333,36.5844166667,30.8848333333,27.6750833333,29.9176666666
235.16,23.7954166667,28.0606666667,28.3765833333,27.5473333333,27.17225,27.4881666667,29.0086666667,36.23625,29.9368333333,26.65875,28.9296666667
235.54,22.4613333333,26.2401666667,26.8023333333,26.2015833333,25.69775,26.3760833333,27.2286666667,34.3216666667,27.94575,24.8644166667,26.9961666667
235.91,21.39275,24.4599166667,25.3279166667,24.3055833334,23.4568333333,24.3055,24.9229166667,33.0245,26.7746666667,22.5695,25.2508333333
236.29,20.5285,24.0206666666,25.8868333333,23.8728333333,22.6901666667,23.3370833333,24.1315,33.0191666667,26.0715833333,21.5078333333,24.50125
236.66,19.5044166667,21.8570833333,23.9044166667,22.0904166667,21.6594166667,21.4798333334,22.89875,30.92675,24.0660833334,20.7255833334,22.86275
237.04,17.629,19.71675,21.6234166667,19.517,19.6985833334,19.5351666667,20.57,28.52225,21.5504166667,19.3719166667,20.6608333333
237.41,15.5836666667,17.4376666667,19.38325,17.3825833333,17.7314166667,17.5293333333,18.3004166667,26.505,20.02575,17.25375,18.0065833334
237.79,14.7313333333,15.51975,17.7956666666,15.9679166666,16.4515833334,15.6630833334,16.7921666667,24.40875,18.4230833334,15.41225,16.0395
238.17,13.2166666667,13.8005,16.75525,15.198,14.2073333333,14.1544166667,14.96825,22.8769166667,16.7375,13.6058333333,14.4550833333
238.54,13.3266666667,13.9715833333,15.7406666667,15.70775,13.8226666667,13.6739166667,14.8644166667,23.14825,16.2201666667,13.2441666667,14.0873333333
238.92,13.9301666667,14.319,15.0340833334,15.1275833333,13.5261666666,13.57275,14.9564166667,23.0565,15.68725,13.07525,14.3500833333
239.29,14.8244166667,14.6804166667,15.5585,14.4500833333,14.407,13.7306666667,15.4719166666,23.0570833334,16.1919166667,13.3419166667,14.8099166667
239.67,14.4785,14.1773333333,14.8061666667,13.7055,13.36475,13.6266666667,15.0025,22.8249166667,15.57925,13.10275,14.5441666666
240.04,13.9271666667,14.0188333333,13.4343333334,13.5945833333,13.2623333333,13.2508333334,14.4199166666,22.1800833333,15.1420833333,13.2509166666,14.6720833333
240.42,12.7969166667,12.6536666667,11.7425,11.8446666667,12.0290833333,12.6125833333,13.5238333333,20.905,14.30175,12.2031666667,13.77975
240.79,10.6768333333,11.11125,10.0796666667,10.0434166667,9.96216666667,10.9390833333,11.9435,19.4535,12.9298333333,10.45075,12.1335833333
241.17,10.3451666667,10.8859166667,9.83624999998,9.83625000001,9.93958333334,10.64725,11.7445833334,19.3544166666,12.9373333334,10.1146666667,12.1023333333
241.54,9.40716666667,10.3020833333,9.19233333333,8.97766666666,8.992,10.0300833333,11.0251666667,18.7714166667,12.0131666667,9.21383333332,11.4833333334
241.92,8.75483333333,9.99366666667,8.74183333333,8.60566666667,8.54741666667,10.1101666667,10.4863333334,18.3463333333,11.686,8.7225,11.1155
242.29,8.243,9.42916666668,8.225,8.0865,8.29125,9.94099999999,10.0311666667,17.6903333333,11.1935833333,8.0985,10.72375
242.67,8.09091666667,9.12391666668,8.47758333333,7.9005,8.31033333333,10.0068333333,9.89725000002,17.4168333333,10.9590833333,8.02741666667,10.6764166667
243.05,7.82441666667,8.56833333333,8.55141666667,7.47766666666,8.15441666667,9.7035,9.61966666667,17.0135,10.7495,7.74608333333,10.40825
243.42,7.56175,8.267,8.31125,7.33591666666,7.85375,9.46875000001,9.08291666668,16.76025,10.2953333333,7.468,10.1410833333
243.80,7.05541666667,7.962,8.13675,7.19733333334,7.89641666667,9.26708333333,8.80299999999,16.5410833333,10.0535833333,7.345,9.87883333332
244.17,6.86708333333,7.65616666667,8.28533333333,7.26708333333,7.84816666667,9.20758333333,8.70658333332,16.4055833333,9.74616666668,7.04308333333,9.42100000001
244.55,6.08208333334,6.75425,7.57766666667,6.71783333333,7.239,8.44808333333,7.87991666667,15.5253333333,8.79191666667,6.13416666667,8.53141666667
244.92,5.48108333333,6.20558333333,6.78308333334,6.231,6.64641666666,7.86741666667,6.98575,14.924,7.92791666667,5.41041666667,7.95841666667
245.30,5.0925,5.87675,6.42958333333,5.90041666667,6.06583333333,7.45949999999,6.33975,14.3094166666,7.26566666667,5.06891666667,7.50666666667
245.67,5.43475,6.087,6.95525,6.34608333333,6.51891666666,7.67658333334,6.588,14.6019166667,7.54283333334,5.67225,7.82783333333
246.05,5.02583333333,5.59616666666,6.50075,6.025,6.186,7.15733333332,6.20575,14.2284166667,7.126,5.56483333333,7.55875
246.42,5.13375,5.50041666667,6.37025,6.0325,6.17991666667,7.09316666667,6.38483333333,14.22575,7.06066666667,5.6045,7.53166666667
246.79,5.09841666667,5.45933333333,6.2205,6.00391666667,6.25983333333,7.10291666667,6.332,14.2814166667,7.17525,5.666,7.57541666667
247.17,5.02425,5.4875,6.14575,5.95966666667,6.10583333334,7.06566666666,6.17916666667,14.4058333333,7.18166666667,5.63691666666,7.46491666667
247.54,4.70158333333,5.35075,5.90725,5.76791666667,5.8465,6.87816666666,5.92175,14.2550833334,6.9915,5.40866666666,7.3275
247.92,4.813,5.28366666667,5.88075,5.76016666667,5.70416666667,6.8365,5.86666666667,14.22525,7.07758333333,5.35375,7.299
248.29,4.80916666667,5.28916666666,5.9245,5.73058333333,5.58608333333,6.8015,5.86083333334,14.258,7.08741666667,5.32541666667,7.3205
248.67,5.43758333333,5.91975,6.54133333334,6.41033333333,6.12883333333,7.31891666667,6.47983333333,14.9219166667,7.6785,5.98666666667,7.92641666667
249.04,5.96458333333,6.37725,7.15766666667,6.90691666667,6.65933333333,7.86066666667,6.98675,15.3825,8.17391666667,6.56541666666,8.37041666668
249.42,6.10533333333,6.432,7.2165,7.16558333333,6.90191666667,8.01883333333,7.29125,15.6606666667,8.42008333333,6.70425,8.62375
249.79,5.9725,6.246,6.90516666667,7.02441666667,6.63525,7.98283333333,7.14008333333,15.5730833333,8.31716666667,6.49358333333,8.41708333334
250.17,6.26366666666,6.66316666667,7.21883333333,7.31241666667,6.89233333333,8.36466666667,7.43758333333,15.8959166667,8.62841666667,6.67008333333,8.58683333332
250.54,5.72183333333,6.45366666667,6.9225,6.97516666667,6.5135,7.808,6.83625,15.7435833333,8.35583333334,6.3035,8.11941666666
250.92,5.35191666667,6.25,6.66258333333,6.65041666667,5.89391666666,7.25308333333,6.36333333333,15.5136666666,7.95300000001,5.80491666667,7.65366666667
251.29,5.36508333333,6.32725,6.53783333333,6.61091666667,5.80325,7.21225,6.22,15.3865,7.84783333334,5.7645,7.616
251.66,5.45383333333,6.23116666667,6.51358333333,6.67708333333,5.88666666667,7.05691666666,6.3945,15.26225,7.90483333334,5.71441666667,7.4765
252.04,5.26091666667,6.40508333333,6.47333333333,6.53716666667,5.99466666667,6.95183333333,6.36866666667,15.249,7.61308333333,5.69383333334,7.554
