wavelength,Back_DigCarm,Belly_DigCarm,Breast_DigCarm,Crissum_DigCarm,Crown_DigCarm,DorTail_DigCarm,Patch10_DigCarm,Rump_DigCarm,Throat_DigCarm,WingTip_DigCarm
331.71,6.4976,12.9693333333,9.98953333333,5.0818,4.85626666667,7.58897777778,12.5698,7.43993333333,5.76626666667,7.51393333333
332.08,6.48533333333,13.0311333333,10.012,5.16013333333,4.8628,7.52144074074,12.6492666667,7.46666666667,5.7122,7.51933333333
332.44,6.2274,12.9889333333,9.77333333333,5.10553333333,4.61873333334,7.24368148148,12.4532666667,7.1628,5.42786666667,7.30026666667
332.81,6.19473333333,13.1698,9.91280000001,5.15733333333,4.64653333333,7.30965185185,12.4953333333,7.1728,5.52793333333,7.27106666667
333.18,6.07133333333,13.1236,9.73446666667,5.02033333333,4.49693333334,7.17217407407,12.3448,7.01093333333,5.35526666667,7.13026666667
333.54,5.9726,13.1746,9.68620000001,5.02753333333,4.45906666667,7.10587037037,12.3429333333,6.9238,5.28006666667,7.0886
333.91,6.12853333333,13.4200666667,9.8222,5.2182,4.58893333334,7.26264444445,12.565,7.03,5.4828,7.30933333333
334.28,6.0366,13.3318,9.72940000001,5.02666666667,4.3906,7.14037037037,12.4475333333,6.92246666667,5.35053333334,7.2124
334.64,5.61566666667,13.0536666667,9.39433333335,4.67806666667,3.96413333333,6.79623703704,12.1792666667,6.64606666667,4.98853333333,6.9008
335.01,5.51106666667,13.1131333333,9.38200000001,4.5436,3.8958,6.69160740741,12.1617333333,6.6754,4.8588,6.8664
335.38,5.60886666667,13.2384666667,9.4066,4.56533333333,3.98833333333,6.69768518519,12.2238,6.76713333333,4.92726666667,7.01833333333
335.74,5.52853333333,13.1951333333,9.27573333333,4.44546666667,3.97153333333,6.57575185185,12.1176666667,6.71193333333,4.81346666667,6.8754
336.11,5.16526666667,12.9466,8.9554,4.0334,3.651,6.24662592593,11.8120666667,6.33473333333,4.45393333333,6.43746666667
336.47,5.11446666667,12.8394666667,8.88506666668,3.9962,3.55946666667,6.20392222222,11.7588,6.29253333333,4.3898,6.24373333333
336.84,4.9652,12.7178,8.5946,3.84886666666,3.39066666667,6.06122222222,11.6124666667,6.17686666667,4.18546666667,6.1064
337.21,4.929,12.7222,8.54673333333,3.78766666667,3.3204,6.05871111111,11.5806,6.09946666667,4.1246,6.01853333333
337.57,4.78173333333,12.6782666667,8.45446666666,3.7054,3.1884,5.98522222222,11.5169333333,5.96773333333,4.02406666667,5.88973333333
337.94,4.88373333333,12.8490666667,8.59646666668,3.92226666666,3.38093333333,6.19784814815,11.6484,6.124,4.23766666666,6.0166
338.31,4.83386666667,12.8527333333,8.53733333334,4.015,3.4138,6.20838148148,11.6764,6.0928,4.29506666666,5.97206666667
338.67,5.07926666667,13.1109333333,8.76080000001,4.179,3.66153333333,6.42966296296,11.8336,6.27446666667,4.46193333333,6.0684
339.04,4.965,12.9863333333,8.67633333333,4.06506666667,3.5768,6.37131111111,11.7972,6.0788,4.35293333333,5.9658
339.40,4.7342,12.7666,8.51640000001,3.89333333333,3.38673333333,6.23205925926,11.6385333333,5.85006666667,4.11253333334,5.7232
339.77,4.78326666667,12.8996666667,8.67119999999,4.02093333333,3.513,6.30151111111,11.7292666667,5.90313333333,4.26046666667,5.81
340.14,4.9976,13.082,8.88546666665,4.27906666667,3.7568,6.49163703704,11.9209333334,6.09993333333,4.50933333333,6.07233333333
340.50,4.95566666666,13.2361333333,9.01353333333,4.3458,3.8594,6.57433703704,11.9685333333,6.18146666667,4.5742,6.16853333333
340.87,4.88186666667,13.2300666667,9.02446666667,4.26893333333,3.8212,6.48384814815,11.9112,6.09493333333,4.50273333333,6.0782
341.23,4.96966666667,13.3179333333,9.15846666666,4.416,3.93873333333,6.53368518519,11.9859333333,6.2852,4.60226666667,6.15106666667
341.60,5.037,13.3672,9.14426666667,4.4264,3.96153333333,6.56494814815,11.9512666667,6.40026666667,4.62753333333,6.149
341.96,4.80546666667,13.2425333333,9.00040000001,4.1998,3.74986666666,6.29371851852,11.7356666667,6.20786666667,4.4474,5.87213333333
342.33,4.6698,13.1588,8.94013333334,4.04026666667,3.5608,6.22950370371,11.6033333333,6.07526666667,4.2752,5.715
342.70,4.42333333333,13.0686,8.71186666666,3.923,3.44326666667,6.00585555555,11.4678666667,5.86613333333,4.1464,5.61006666667
343.06,4.2412,13.016,8.56033333333,3.8196,3.3322,5.87531851852,11.3546666667,5.72893333333,4.06873333333,5.47366666667
343.43,4.1678,13.1044666667,8.47293333335,3.81073333333,3.27933333333,5.87639629629,11.4084666667,5.72373333333,4.0752,5.41173333333
343.79,4.25993333333,13.2586,8.50946666666,3.8822,3.32046666667,5.98154814815,11.5432,5.85946666667,4.10906666666,5.46493333333
344.16,4.06826666667,13.2183333333,8.39813333334,3.7116,3.148,5.86302962963,11.4544,5.78113333333,3.96473333333,5.36406666667
344.52,4.079,13.2357333333,8.36786666666,3.66873333333,3.1646,5.87391111111,11.4359333333,5.77873333333,3.95126666667,5.38026666667
344.89,4.187,13.3254666667,8.45753333333,3.75933333333,3.24,6.00306666667,11.5414666667,5.8838,4.101,5.51153333333
345.25,4.12846666667,13.4192,8.42386666666,3.71873333333,3.18033333333,5.91375925926,11.5874,5.81,4.07993333333,5.4986
345.62,4.00046666667,13.4008666667,8.38686666667,3.61566666667,3.08686666667,5.8235,11.5682666667,5.74526666667,4.0296,5.40213333333
345.99,3.87686666667,13.3098,8.29619999999,3.49273333333,2.98626666667,5.71391481481,11.4398666667,5.63006666667,3.87813333333,5.29093333333
346.35,3.99766666667,13.3994,8.36573333333,3.58526666667,3.143,5.75306666667,11.5166,5.77853333333,4.01986666667,5.36086666667
346.72,4.00893333333,13.3568666667,8.44826666668,3.6044,3.12253333333,5.84848148148,11.5204666667,5.82173333333,4.0504,5.31313333333
347.08,4.1666,13.4747333333,8.61526666668,3.78253333333,3.23433333333,6.02410740741,11.6644,6.0086,4.18353333333,5.4322
347.45,4.1532,13.5064666667,8.71393333333,3.7922,3.25233333334,6.06027777778,11.6222666667,6.01353333334,4.24833333333,5.48286666667
347.81,3.93133333333,13.3015333333,8.54293333333,3.5658,3.0474,5.8859962963,11.3431333333,5.794,4.0682,5.229
348.18,3.9122,13.2012,8.50933333335,3.56153333333,3.0868,5.91187407407,11.2447333333,5.7584,4.03846666667,5.1324
348.54,3.8504,13.1234,8.45799999999,3.473,3.02593333333,5.82935185185,11.2172666667,5.6896,3.994,5.052
348.91,3.8246,13.1535333333,8.56179999999,3.41686666667,3.05153333333,5.8075962963,11.2045333333,5.68986666667,3.97466666667,4.97073333333
349.27,3.8372,13.0038,8.56886666666,3.41113333333,3.11006666667,5.87657407407,11.1142,5.6974,4.0248,4.96793333333
349.64,3.7966,12.9744666667,8.60646666666,3.39726666667,3.18686666667,5.89328148148,11.0541333333,5.59953333333,3.97546666667,5.002
