wavelength,Back_PhrAlaf,Belly_PhrAlaf,Breast_PhrAlaf,Crissum_PhrAlaf,Crown_PhrAlaf,DorTail_PhrAlaf,Patch10_PhrAlaf,Rump_PhrAlaf,Throat_PhrAlaf,WingTip_PhrAlaf
202.33,85.7144444446,-15.3437777778,44.9735555556,231.216888889,191.005222222,-40.7407777776,-22.2222222221,69.3122222223,99.4707777777,-29.1006666667
202.71,85.6631111112,-6.45155555557,51.2544444445,163.440888889,118.638,7.88522222233,-0.358555555567,68.4587777777,82.4373333332,-16.8458888889
203.09,126.666666667,-468.888888888,-111.111111111,644.444444442,111.111111111,-373.333333333,-417.777777779,-42.222222222,62.2222222233,-648.888888889
203.47,411.111111113,2677.77777778,777.777777779,-2666.66666667,622.222222222,2177.77777778,2722.22222223,1044.44444444,366.66666667,4100.0
203.85,100.0,-463.888888888,33.3333333337,813.888888888,-19.4444444447,-322.222222221,-547.222222221,-97.2222222223,83.3333333333,-1058.33333333
204.22,69.2308888889,-105.982888889,43.589888889,252.136666667,30.769333333,-67.5212222224,-153.846111111,7.69233333333,54.701,-323.931666667
204.60,66.1375555557,-43.3863333332,33.3332222223,155.026555555,33.8624444443,-35.449888889,-100.529111111,10.053,23.2804444443,-208.994666667
204.98,75.4902222222,4.5752222222,59.1504444443,136.274666666,54.2483333333,20.9151111112,-37.9084444442,38.888888889,42.8106666667,-104.902111111
205.36,83.1745555556,-4.127,64.4442222223,136.825444444,46.0315555555,30.1587777778,-37.7776666667,36.8254444445,53.3332222223,-96.8254444446
205.74,54.2858888889,-16.8255555556,46.0317777777,126.349222222,27.619,20.3174444444,-52.6983333332,27.3015555556,39.6825555556,-113.968333333
206.12,43.6314444444,-5.14911111113,38.2115555556,110.840111111,26.0163333334,11.9241111111,-41.4634444444,31.1653333335,44.9863333333,-93.4959999998
206.50,49.6968888889,16.7677777778,56.1615555556,102.626444444,51.1111111111,23.0302222222,0.403888889,45.0505555556,61.0101111111,-44.4444444444
206.87,50.9578888889,36.207,63.2183333334,108.046111111,63.0268888889,31.6092222222,16.091888889,52.6819999999,64.3677777778,-31.4177777778
207.25,58.6744444445,48.7328888889,78.3625555556,122.222,84.4054444445,46.9785555556,35.2826666668,64.7173333332,74.8536666667,-14.2301111111
207.63,68.388,48.6697777778,74.1784444445,107.668444444,84.5071111112,53.3646666667,42.0968888889,69.0139999999,76.5258888889,2.3332743145e-11
208.01,72.6052222221,41.3793333333,76.2451111111,118.199222222,93.1033333332,53.0651111111,43.1034444446,77.0114444443,79.3103333333,-8.81211111113
208.39,57.6864444444,33.3334444444,58.4474444445,98.3257777779,75.646888889,46.1186666667,39.2695555556,64.3835555557,70.0152222221,-3.8052222222
208.77,61.2794444443,31.3131111111,61.2794444445,103.030222222,77.6094444443,45.2861111111,42.4242222223,71.2122222221,75.4207777777,-6.06055555553
209.14,56.8736666667,24.4823333333,59.1337777778,101.129777778,71.1865555556,33.8983333333,39.1713333333,69.8683333333,78.1543333335,-22.4106666667
209.52,53.0863333334,24.897,52.4692222222,95.6789999999,77.1604444443,25.5143333333,40.3294444442,71.399111111,75.926111111,-39.712
209.90,53.6688888889,23.0606666667,53.8783333333,84.9056666666,70.2305555557,15.7232222222,41.2997777778,63.1027777778,72.3270000001,-44.6541111111
210.28,53.2494444444,19.4967777778,52.2012222222,79.6647777778,59.958111111,16.3522222222,37.3166666665,50.524111111,64.779888889,-47.1697777778
210.66,48.2904444444,5.12822222222,35.0426666667,65.1707777779,37.8206666667,10.0427777778,19.0171111111,36.965888889,50.2136666665,-66.6665555556
211.03,48.2994444445,-0.453666666667,25.3968888889,63.9454444444,35.3741111111,-0.90711111111,11.3377777778,31.745888889,44.4445555557,-75.736888889
211.41,55.018,10.3942222222,31.7205555555,50.717,34.767,7.8852222222,16.8458888889,40.1432222222,42.8315555556,-52.6883333334
211.79,49.8818888889,-3.07333333334,21.2764444444,43.4990000001,24.3497777778,-13.7115555556,5.91033333347,32.6242222223,28.6052222222,-81.0876666666
212.17,47.6766666667,8.08088888888,26.2627777778,39.7981111111,24.0405555555,-12.9294444445,8.0808888889,23.8383333332,27.8786666667,-61.212
212.55,61.9046666667,2.64544444445,39.4181111111,46.031888889,18.5184444445,-28.3068888889,-7.67200000013,22.4868888889,23.8097777777,-75.396888889
212.92,78.0781111111,13.5136666667,60.9610000002,63.3635555554,20.7206666667,-15.9157777778,-12.913,31.5316666668,31.5317777778,-64.5645555554
213.30,80.6268888888,16.8091111111,64.3874444445,70.3703333333,28.205,-1.13955555554,-9.40155555553,33.3332222221,31.9087777779,-38.1765555556
213.68,81.6537777778,24.8062222222,75.1936666668,87.0799999999,33.0747777778,16.796,5.42633333333,44.4443333335,43.1524444443,-19.6383333333
214.06,74.8298888889,31.0656666667,69.3877777778,85.9411111112,42.8571111111,26.3038888889,4.53522222223,50.5668888889,45.8049999999,-15.1927777778
214.44,81.6425555555,30.1931111111,64.0097777779,86.9565555554,49.516888889,24.6377777778,4.1061111111,55.5556666668,47.5844444445,-24.6376666666
214.81,110.394333333,43.7275555556,87.8136666668,115.412,79.9285555554,26.5232222222,2.15055555557,84.9462222223,66.3081111111,-50.5375555556
215.19,85.7777777777,13.7777777778,67.1111111113,94.6666666663,73.7777777778,12.0,-39.9999999998,67.111111111,58.2222222223,-109.777777778
215.57,90.872888889,28.5715555555,65.0792222224,110.714222222,94.4445555555,45.635,-24.6032222222,70.6350000001,74.9999999998,-68.2538888889
215.95,106.296333333,47.037,68.5185555556,138.148222222,107.407333333,66.2964444446,-11.8518888888,80.3704444443,94.8149999999,-52.222
216.32,200.000111111,98.1482222223,116.049222222,236.419888889,182.716,124.074222222,-14.1976666667,132.099,169.753222222,-85.8024444444
216.70,474.074111111,190.740666667,174.073888889,596.296444443,462.962888889,259.259111111,-88.888777778,290.740777778,387.037,-461.111
217.08,479.629666667,225.925888889,157.407444444,611.111222222,520.370444444,209.259333333,-85.1852222223,275.925888889,407.407444445,-509.259333333
217.46,-205.050555555,-56.5656666668,43.4342222223,-219.191888889,-225.252555555,-31.3132222221,116.161333333,-76.7676666668,-118.181666667,368.686777778
217.83,-2411.11111111,-1222.22222222,-33.3333333333,-2211.11111111,-2688.88888889,-633.333333333,1122.22222222,-1122.22222222,-1555.55555556,3555.55555556
218.21,3511.11111111,2288.88888889,1244.44444444,3044.44444444,3333.33333333,1588.88888889,66.6666666667,2000.0,2388.88888889,-2166.66666667
218.59,670.370333332,450.000111111,355.555555556,598.148333333,651.851777778,322.222222222,177.777888889,418.518666665,500.0,-242.592666667
218.97,188.383666667,124.747444445,109.091,183.838444445,196.97,94.9494444444,72.222,127.272666667,145.454555555,-42.9292222222
219.34,298.518555555,182.963,177.036888889,288.148222222,272.592666667,138.518555555,118.518444444,194.074111111,220.740777778,-53.3333333334
219.72,403.333333333,232.222222222,211.111111111,362.222222222,334.444444445,110.0,134.444444444,216.666666667,255.555555556,-161.111111111
220.10,302.777777778,222.222333333,173.148222222,278.703555556,257.407444444,64.8148888888,115.740777778,160.185111111,184.259333334,-159.259444444
220.47,124.359,109.401777778,94.871777778,128.632444445,129.914555555,44.017,75.213777778,90.1711111112,98.2906666667,-44.8717777778
220.85,142.943,128.528666667,118.318222222,135.735666667,143.843888889,89.7897777777,100.300333333,108.708666667,115.615555555,23.7236666667
221.23,157.958,137.237333333,129.429555556,148.348333333,163.063,113.213222222,130.330222222,127.928,129.729777778,45.6456666667
221.61,114.545444444,112.121222222,108.888888889,119.393888889,126.262666667,88.686888889,101.616111111,101.414222222,104.444555556,49.495
221.98,127.314888889,118.055444445,118.749888889,139.583444445,141.666555556,100.231444444,115.509222222,107.175888889,117.824111111,51.3888888889
222.36,128.282888889,109.848333333,112.121222222,136.111222222,145.707,98.2324444443,118.686888889,97.727111111,112.878777778,39.1413333333
222.74,108.785444445,92.248222222,90.1809999999,119.121555555,130.232555556,83.2043333333,94.0567777778,77.0025555554,90.4392222223,20.9304444444
223.11,107.575888889,98.485111111,87.6262222222,110.858555556,113.888888889,76.0101111111,84.0908888888,69.4446666667,86.8686666666,19.9494444444
223.49,95.7854444443,88.3141111111,84.4827777779,95.5936666666,96.7434444443,65.7087777778,79.8850000001,70.1151111112,78.7355555554,38.3141111111
223.87,90.6433333332,84.2105555557,84.9903333333,86.5496666668,89.083888889,64.7174444445,75.4386666666,68.4211111111,74.8538888889,38.0117777778
224.24,82.1255555555,75.8452222222,74.8791111111,72.7857777779,81.9644444445,64.4122222222,68.2770000001,67.4717777778,71.3364444445,42.673
224.62,74.885888889,67.5798888889,63.3181111111,69.4063333332,71.5372222222,60.1218888889,60.2738888889,62.1004444444,64.9924444444,34.7032222222
225.00,54.4161111111,51.7093333333,45.4415555555,50.5698888889,48.7178888889,39.1737777778,47.0083333333,43.02,46.7236666666,20.3704444444
225.38,35.6322222222,40.4852222222,33.2056666667,36.909,30.1404444444,27.2028888889,34.2272222222,30.396,32.9503333333,17.6243333333
225.75,30.8028888889,34.3235555556,29.2627777778,33.6633333333,19.0318888889,26.8427777778,30.8032222222,24.5324444444,28.6027777778,17.1616666667
226.13,33.913,42.8984444445,30.4347777778,31.2078888889,20.1932222222,29.0821111111,33.5266666667,28.8888888889,26.9564444444,20.8696666667
226.51,30.6995555556,43.4567777778,28.3127777778,31.6873333333,20.247,29.7942222222,30.8643333333,29.2181111111,27.7365555556,20.0821111111
226.88,33.7474444445,44.3064444444,32.9191111111,32.9883333333,24.8447777778,32.9193333333,36.0248888889,32.298,31.8842222222,26.363
227.26,31.5205555555,38.0701111111,30.9941111111,31.8127777778,24.4444444444,31.462,35.8481111111,29.6492222222,29.4152222222,27.6022222222
227.64,26.7725555555,30.582,23.1217777778,27.4603333333,21.0053333333,27.4603333334,31.1111111111,23.1745555556,25.1323333333,23.5977777778
228.01,22.5833333333,25.2033333333,18.5185555556,23.6224444444,18.5185555556,24.345,27.3714444444,19.6928888889,23.5321111111,20.3252222222
228.39,19.2645555556,18.705,15.9072222222,19.7044444444,14.6683333333,19.864,24.3005555556,15.5474444444,20.9032222222,16.3468888889
228.76,18.7546666667,16.2192222222,14.8397777778,18.8666666667,15.5482222222,19.1275555556,23.8628888889,14.1312222222,20.358,14.616
229.14,19.4004444444,15.344,14.7091111111,20.141,16.6136666667,20.0,23.9507777778,15.1321111111,21.6577777778,15.873
229.52,22.2547777778,17.1066666667,16.4222222222,22.32,18.8335555556,21.603,25.4806666667,15.9661111111,24.0468888889,16.5201111111
229.89,23.0577777778,17.1773333333,17.2392222222,22.5317777778,20.5816666666,22.2222222222,27.0814444445,18.0131111111,24.915,16.713
230.27,21.6184444445,13.6473333333,15.459,21.5278888889,19.6558888889,19.9576666667,25.6944444444,16.4554444445,23.5807777778,15.3081111111
230.65,22.3663333333,13.7305555556,15.8895555556,20.8404444444,19.1998888889,19.2572222222,26.1371111111,15.7455555556,23.2874444445,16.2636666667
231.02,20.8368888889,13.292,14.6773333333,19.9823333333,17.8306666667,18.5677777778,25.5525555555,15.2372222222,21.8978888889,15.6792222222
231.40,22.4336666667,15.6402222222,15.3985555556,20.9238888889,18.7198888889,19.7464444444,26.5095555556,16.7573333334,23.1883333333,14.9153333333
231.78,22.4984444444,16.6053333333,15.3776666666,20.1044444444,18.5081111111,20.1657777778,26.7034444444,16.8201111111,22.5598888889,13.8735555555
232.15,25.6761111111,19.9741111111,18.247,23.2973333333,20.4301111111,23.3302222222,30.2703333333,19.3874444444,23.7862222222,15.51
232.53,27.0043333333,22.4332222222,19.0575555556,24.3671111111,22.1516666667,25.176,31.8213333333,19.6555555555,23.8396666667,18.0732222222
232.90,25.4221111111,22.6441111111,18.4598888889,22.5035555556,20.2884444445,24.1561111111,30.5557777778,18.6006666667,21.3783333333,17.7917777778
233.28,25.542,24.0176666667,20.393,22.5611111111,22.0527777778,24.6613333334,31.3007777778,18.8685555556,20.359,18.0894444445
233.66,24.5115555555,23.7373333333,20.2021111111,20.8754444444,21.3468888889,22.9964444444,30.7406666667,18.0471111111,18.1481111111,16.2963333334
234.03,23.0497777778,23.4956666667,19.6435555556,19.707,20.5985555555,21.1396666667,28.7488888889,16.4277777778,16.7782222222,17.383
234.41,19.4445555555,21.8255555555,18.7423333333,18.376,19.9021111111,20.5738888889,26.7092222222,15.0795555555,16.6056666667,17.4603333333
234.78,14.7943333333,17.2805555556,15.2854444445,15.5002222222,17.1885555555,18.0478888889,23.7262222222,11.8783333334,12.8912222222,13.6585555555
235.16,13.0701111111,15.7895555555,14.0056666667,16.199,15.3801111111,16.7543333333,21.9297777778,10.3508888889,11.696,12.1052222222
235.54,11.6497777778,13.2935555555,13.8322222222,15.4196666667,13.8888888889,16.7516666667,20.9751111111,9.07011111111,10.3457777778,12.3582222222
235.91,12.0393333333,13.7865555555,14.4144444444,16.1071111111,13.6772222222,17.3628888889,21.4306666667,10.1827777778,10.7834444444,12.9674444445
236.29,10.3,10.9488888889,12.2193333333,14.3822222222,12.4627777778,14.7606666667,19.2483333333,9.00233333333,9.43511111112,10.8137777778
236.66,11.3183333333,11.655,12.7687777778,16.0321111111,12.9501111111,15.3328888889,20.513,10.9558888889,10.3084444444,10.5931111111
237.04,13.7253333333,14.7563333333,14.2532222222,19.3815555555,15.1332222222,17.5715555556,22.4735555555,13.4237777778,12.9965555556,13.7254444445
237.41,12.8566666667,14.9458888889,13.1515555555,19.3708888889,13.4708888889,17.8713333333,22.468,13.4956666667,13.9872222222,13.9381111111
237.79,12.9225555555,14.6858888889,12.7053333333,19.7584444444,12.1498888889,18.4782222222,22.4636666667,14.5168888889,14.3963333333,13.4781111111
238.17,13.9776666667,14.9017777778,13.0536666667,19.6873333333,12.6035555555,19.5452222222,24.07,15.3518888889,15.9441111111,13.1246666667
238.54,15.9065555556,15.7893333333,13.6841111111,20.4208888889,12.4677777778,19.8831111111,24.7718888889,15.5322222222,16.7484444444,13.7776666667
238.92,16.5315555555,17.229,15.2495555556,21.7274444445,13.2253333333,20.985,26.2932222222,16.734,18.2634444444,15.2046666667
239.29,17.9217777778,18.555,17.0268888889,22.0912222222,15.5206666667,22.7461111111,28.5528888889,17.8564444445,19.9736666667,16.6993333333
239.67,14.154,15.9208888889,13.0936666667,18.5117777778,12.9563333333,18.7671111111,25.1866666667,14.8802222222,16.2741111111,14.0362222222
240.04,12.3898888889,14.4462222222,11.9923333333,16.0531111111,11.6813333333,16.4678888889,23.0516666667,12.701,14.6188888889,12.9082222222
240.42,11.5377777778,14.4224444445,12.1854444445,15.3788888889,11.3758888889,15.8645555555,22.6047777778,11.8911111111,13.5834444444,13.0978888889
240.79,9.68044444444,12.3744444445,10.5053333333,13.2121111111,9.70633333336,14.2174444444,21.0235555555,9.91244444443,11.6654444444,11.7684444444
241.17,8.76966666667,10.7508888889,9.7041111111,11.719,9.09611111109,13.0813333333,20.4661111111,9.14111111112,10.4018888889,10.4244444444
241.54,7.87611111111,9.42000000001,8.51533333332,10.2555555556,7.98433333333,11.7404444444,18.8692222222,7.93522222222,8.86944444444,8.84977777778
241.92,7.34255555556,8.99700000001,7.80255555557,9.39511111111,7.95288888889,11.235,18.2413333333,7.28044444445,8.351,8.67833333334
242.29,6.34922222222,7.65688888889,6.66177777778,8.31477777778,6.73566666666,9.94311111111,16.9834444444,5.97911111111,7.07288888889,7.63222222222
242.67,6.247,7.63011111111,6.38688888889,8.04966666667,6.71322222222,9.9998888889,17.2727777778,6.07622222222,6.91522222222,7.45922222221
243.05,6.60544444445,7.75988888889,6.22555555555,7.92366666667,6.65766666667,9.85255555557,17.1804444444,6.03211111111,6.92577777778,7.52899999999
243.42,6.72255555555,7.45277777778,5.58411111111,7.38811111111,6.05688888889,9.46433333334,16.6237777778,5.80622222222,6.42877777778,7.18788888889
243.80,7.16533333333,7.77055555556,6.004,7.53566666666,6.28922222222,10.05,16.9941111111,5.98288888889,6.83044444444,7.37888888889
244.17,7.295,8.075,6.16344444445,7.90655555555,6.55,10.4293333333,17.3308888889,6.38833333333,6.99288888889,7.583
244.55,6.74944444445,7.64366666667,5.59344444445,7.32044444444,5.88911111111,9.89333333332,17.0965555556,6.04066666667,6.57033333333,6.97622222222
244.92,6.79744444445,7.62322222222,5.69422222222,7.20033333333,5.92566666667,9.80966666666,17.1753333333,6.07744444444,6.53333333333,6.89
245.30,6.44544444444,7.38711111111,5.67477777778,7.05055555555,5.38733333333,9.729,16.786,5.91344444444,6.59811111111,6.67755555556
245.67,6.53022222222,7.70788888889,6.07388888889,7.46555555556,5.80344444444,10.1364444445,17.2527777778,6.44566666666,6.88533333333,7.24588888889
246.05,6.06477777778,7.30722222222,5.77944444444,7.33277777778,5.46888888889,9.73100000001,16.9621111111,5.99855555556,6.39044444444,6.96633333333
246.42,5.85955555555,7.38577777778,5.82233333334,7.47866666666,5.595,9.73322222223,17.0308888889,6.18411111111,6.30022222222,7.23733333333
246.79,5.48355555556,6.95411111111,5.49633333333,7.15322222222,5.07255555556,9.19566666667,16.6328888889,5.80988888889,5.831,6.86077777778
247.17,5.09955555556,6.643,5.22188888889,6.85611111111,4.70888888889,8.82977777778,16.5028888889,5.53788888889,5.45877777778,6.66688888889
247.54,4.89533333333,6.56833333333,5.31544444445,6.98455555556,4.61033333333,8.72522222222,16.5692222222,5.48811111111,5.518,6.72211111111
247.92,5.15311111111,6.83122222222,5.49955555556,7.43022222222,4.83566666667,8.87377777778,16.8055555556,5.72711111111,5.78833333333,7.07666666667
248.29,5.21955555556,6.85066666667,5.506,7.51244444444,4.79111111111,8.942,16.918,5.65455555556,5.76088888889,7.04877777778
248.67,5.89155555555,7.36733333333,5.99433333333,8.30155555555,5.33977777778,9.55777777777,17.438,6.12522222222,6.48255555555,7.77777777778
249.04,6.19044444445,7.80033333333,6.37488888889,8.94388888889,5.60066666667,9.96411111111,17.8226666667,6.45455555556,7.01888888889,8.20933333333
249.42,6.42944444444,8.082,6.64,9.27133333334,5.73711111111,10.082,18.298,6.686,7.19077777778,8.56
249.79,6.44211111111,7.96588888889,6.67066666667,9.2198888889,5.67811111111,10.135,18.411,6.54422222222,7.161,8.63966666667
250.17,6.64355555555,7.91155555556,6.777,9.26011111111,5.60222222222,10.3814444445,18.7202222222,6.71466666667,7.30655555555,8.82833333334
250.54,7.26566666667,8.38833333333,7.18455555555,9.86433333332,5.847,10.8961111111,19.2555555556,7.19422222222,7.87722222222,9.10955555556
250.92,7.77422222222,9.27377777777,7.95322222222,10.7068888889,6.61766666666,11.6843333333,20.0624444445,7.65633333333,8.61877777778,9.76488888887
251.29,7.89255555555,9.31577777779,8.12977777778,11.0138888889,6.97622222222,11.8821111111,20.0065555556,7.76311111111,8.72288888889,9.65566666666
