wavelength,Back_PhrAlaf,Belly_PhrAlaf,Breast_PhrAlaf,Crissum_PhrAlaf,Crown_PhrAlaf,DorTail_PhrAlaf,Patch10_PhrAlaf,Rump_PhrAlaf,Throat_PhrAlaf,WingTip_PhrAlaf
521.06,7.67311111111,43.5043333333,22.5395555556,36.5648888889,6.882,7.80522222222,41.1586666667,9.29133333332,22.5091111111,6.86555555556
521.41,7.68411111111,43.5201111111,22.5571111111,36.5766666667,6.90133333333,7.82255555556,41.1335555555,9.31144444446,22.5211111111,6.871
521.75,7.66577777778,43.533,22.5571111111,36.6452222222,6.89233333333,7.80622222222,41.1163333333,9.30977777779,22.524,6.85666666667
522.10,7.664,43.5275555556,22.5571111111,36.6633333333,6.87688888889,7.78477777778,41.0544444445,9.30177777778,22.507,6.85388888889
522.45,7.65,43.5085555556,22.53,36.6641111111,6.85633333333,7.76177777778,41.0251111111,9.30022222221,22.5027777778,6.83733333333
522.79,7.63977777778,43.5552222222,22.5654444444,36.6826666667,6.86744444444,7.75544444445,41.0327777778,9.30022222221,22.5254444445,6.83277777778
523.14,7.63388888889,43.5366666667,22.5667777778,36.7054444445,6.85622222222,7.74788888889,41.0322222222,9.27244444444,22.5368888889,6.81677777778
523.48,7.649,43.5995555556,22.6186666667,36.7501111111,6.86222222222,7.759,41.0754444445,9.284,22.5634444445,6.83233333333
523.83,7.65588888889,43.6725555555,22.6437777778,36.7806666666,6.872,7.789,41.1034444445,9.30044444444,22.5954444444,6.84844444445
524.17,7.68766666667,43.7504444444,22.6901111111,36.853,6.90388888889,7.81444444445,41.1522222222,9.32577777778,22.6362222222,6.87122222222
524.52,7.724,43.812,22.7316666667,36.9487777778,6.95233333333,7.86188888889,41.2008888889,9.36644444444,22.6815555555,6.91933333333
524.87,7.73055555555,43.8234444445,22.7531111111,36.9888888889,6.95688888889,7.86455555556,41.2147777778,9.376,22.6893333333,6.92611111111
525.21,7.74533333333,43.8337777778,22.7617777778,37.017,6.97788888889,7.87211111111,41.243,9.37933333332,22.7098888889,6.936
525.56,7.79833333334,43.9233333333,22.8314444445,37.1091111111,7.00933333333,7.914,41.3373333333,9.42166666666,22.7586666666,6.97222222222
525.90,7.81444444444,44.0016666667,22.8722222222,37.1896666667,7.03377777778,7.94988888889,41.427,9.437,22.8074444445,6.99766666667
526.25,7.82144444445,44.0835555555,22.9143333333,37.2708888889,7.05911111111,7.96644444445,41.4911111111,9.44133333332,22.8351111111,7.00955555555
526.59,7.85755555556,44.236,22.9884444445,37.4237777778,7.07133333333,7.99722222222,41.6276666666,9.47022222221,22.9018888889,7.03322222222
526.94,7.89166666667,44.3795555555,23.0644444444,37.5525555556,7.10477777778,8.034,41.7462222222,9.51744444444,22.9758888889,7.07466666667
527.28,7.90833333334,44.4884444444,23.1261111111,37.6825555556,7.13022222222,8.06155555556,41.8478888889,9.54977777779,23.04,7.09877777778
527.63,7.92866666667,44.57,23.1835555555,37.7783333334,7.15444444444,8.08955555556,41.8988888889,9.57011111112,23.0833333333,7.11844444444
527.97,7.94388888889,44.6211111111,23.2143333334,37.8481111111,7.15544444444,8.10211111111,41.9534444444,9.58766666667,23.1125555556,7.13411111111
528.32,7.95644444445,44.67,23.2404444445,37.8781111111,7.16388888889,8.11366666667,41.9808888889,9.59777777778,23.1281111111,7.14477777778
528.66,7.98088888889,44.732,23.2776666666,37.9225555556,7.18544444444,8.134,42.02,9.62477777778,23.1566666667,7.16788888889
529.01,7.98600000001,44.7617777778,23.2961111111,37.9502222222,7.18733333333,8.14311111111,42.0342222222,9.63044444446,23.1591111111,7.16955555556
529.35,7.98411111112,44.7537777778,23.2985555555,37.9507777778,7.184,8.139,42.0133333333,9.62311111112,23.1572222222,7.17166666666
529.70,7.99644444446,44.775,23.3114444444,37.9762222222,7.197,8.14788888889,42.0017777778,9.6368888889,23.1645555555,7.16988888889
530.04,8.01155555557,44.7901111111,23.329,38.0017777778,7.21022222222,8.16511111111,41.9985555556,9.65444444444,23.1767777778,7.18944444444
530.39,8.01544444446,44.7408888889,23.3184444444,37.9697777778,7.21533333334,8.16533333333,41.9312222222,9.65699999999,23.1523333333,7.19211111111
530.73,8.01800000001,44.7153333333,23.3031111111,37.9542222222,7.21222222222,8.16377777778,41.8834444444,9.65255555554,23.1247777778,7.187
531.08,8.02444444445,44.6884444444,23.2924444444,37.9224444445,7.20633333333,8.15655555556,41.8216666667,9.64177777777,23.0823333333,7.17866666667
531.42,8.02633333333,44.6732222222,23.2886666667,37.9041111111,7.20366666667,8.14211111111,41.7987777778,9.64533333335,23.0674444444,7.17266666667
531.77,8.03844444443,44.6633333334,23.2941111111,37.8981111111,7.215,8.14255555556,41.7542222222,9.648,23.0636666667,7.17633333333
532.11,8.04955555556,44.6693333333,23.2951111111,37.9437777778,7.21455555555,8.141,41.7468888889,9.65255555554,23.074,7.17677777778
532.46,8.04388888889,44.6561111111,23.2808888889,37.9568888889,7.21144444445,8.13666666666,41.7263333333,9.64077777779,23.0663333333,7.17
532.80,8.0558888889,44.6826666666,23.2908888889,37.9868888889,7.21155555556,8.14111111111,41.7237777778,9.65099999999,23.082,7.17644444445
533.15,8.07955555554,44.7417777778,23.3214444444,38.0443333333,7.23688888889,8.165,41.767,9.67622222221,23.1102222222,7.20488888889
533.49,8.0878888889,44.7618888889,23.3434444445,38.0671111111,7.24088888889,8.16488888889,41.784,9.68355555556,23.1228888889,7.20822222222
533.84,8.09900000001,44.7844444445,23.3678888889,38.0937777778,7.249,8.17355555556,41.7923333333,9.69844444444,23.1441111111,7.20655555556
534.18,8.11355555555,44.8034444445,23.375,38.1435555555,7.26822222222,8.18866666667,41.8061111111,9.7198888889,23.1664444444,7.22233333333
534.52,8.12777777777,44.831,23.4131111111,38.1803333333,7.28655555556,8.21,41.808,9.73811111111,23.1775555555,7.22977777778
534.87,8.13933333335,44.865,23.4427777778,38.2198888889,7.30477777778,8.22522222222,41.8226666667,9.75688888889,23.2018888889,7.23222222222
535.21,8.15911111111,44.8713333333,23.4478888889,38.2525555556,7.32422222222,8.24733333334,41.7927777778,9.774,23.2075555556,7.25022222222
535.56,8.15055555554,44.8994444445,23.4677777778,38.2966666666,7.32744444444,8.25266666667,41.801,9.77366666667,23.2067777778,7.24555555555
535.90,8.16622222221,44.9133333333,23.5033333333,38.3298888889,7.34044444444,8.27033333334,41.7905555556,9.79422222221,23.2232222222,7.25688888889
536.25,8.18688888888,44.9542222222,23.5395555555,38.381,7.36144444445,8.28611111111,41.7963333333,9.81844444446,23.2473333333,7.26166666667
536.59,8.20533333335,44.9985555555,23.5774444444,38.4295555555,7.38533333333,8.29744444444,41.8088888889,9.83655555555,23.2668888889,7.27688888889
536.93,8.19566666666,44.9794444445,23.5654444444,38.4187777778,7.38855555556,8.28911111111,41.7676666667,9.83566666665,23.2628888889,7.25866666667
537.28,8.21366666667,44.9931111111,23.5785555556,38.4512222222,7.40266666667,8.29422222222,41.7435555555,9.84966666665,23.2627777778,7.269
537.62,8.21611111111,44.9913333333,23.5883333333,38.4577777778,7.40055555556,8.28544444445,41.7147777778,9.84777777779,23.243,7.27177777778
537.97,8.20066666666,45.0077777778,23.5918888889,38.4664444445,7.38322222222,8.266,41.6892222222,9.82133333333,23.2334444444,7.24944444445
538.31,8.22700000001,45.0593333333,23.6368888889,38.5202222222,7.41777777778,8.28155555556,41.7158888889,9.84488888889,23.2757777778,7.28455555556
538.65,8.23522222223,45.0711111111,23.6351111111,38.5685555556,7.43833333333,8.29711111111,41.7137777778,9.85866666668,23.302,7.31344444444
539.00,8.24866666666,45.1483333333,23.6775555555,38.6328888889,7.45577777778,8.30033333333,41.8022222222,9.8681111111,23.3333333333,7.31088888889
539.34,8.26633333335,45.1767777778,23.6961111111,38.649,7.47622222222,8.30988888889,41.7858888889,9.87166666667,23.3354444445,7.32922222222
539.69,8.26333333333,45.2308888889,23.6992222222,38.6651111111,7.47622222222,8.30133333333,41.8245555556,9.87288888889,23.3393333333,7.33133333333
540.03,8.28288888889,45.3138888889,23.7537777778,38.7434444444,7.48766666667,8.32577777778,41.8813333333,9.88633333332,23.3804444444,7.35566666667
540.37,8.29466666665,45.3464444444,23.7847777778,38.7925555556,7.49911111111,8.345,41.9193333333,9.90755555554,23.4001111111,7.35977777778
540.72,8.30399999999,45.3952222222,23.8004444445,38.8227777778,7.50233333333,8.34822222222,41.948,9.92144444446,23.4026666667,7.37522222222
541.06,8.30844444446,45.4473333333,23.8217777778,38.8483333333,7.51022222222,8.35855555556,41.9836666667,9.92155555556,23.4265555556,7.38666666666
541.40,8.31911111112,45.481,23.839,38.9005555556,7.52022222222,8.37555555555,41.9971111111,9.9371111111,23.4351111111,7.39633333334
541.75,8.33666666667,45.5168888889,23.8647777778,38.9326666667,7.536,8.386,42.0276666667,9.95744444444,23.4546666667,7.40855555555
542.09,8.32111111111,45.4951111111,23.8375555555,38.9248888889,7.51711111111,8.36611111111,41.996,9.94333333332,23.4353333333,7.386
542.43,8.33199999999,45.5338888889,23.8572222222,38.9546666667,7.52311111111,8.36244444444,42.0177777778,9.956,23.4426666667,7.38588888889
542.78,8.34233333333,45.5538888889,23.8653333333,38.9852222222,7.52944444444,8.37122222222,41.9913333333,9.96466666665,23.4518888889,7.40377777778
543.12,8.355,45.5902222222,23.892,39.032,7.53966666666,8.38566666667,42.0182222222,9.99199999999,23.4841111111,7.40955555556
543.46,8.356,45.5904444444,23.9084444445,39.0604444445,7.54533333333,8.39822222222,41.9886666667,10.0014444445,23.4748888889,7.404
543.81,8.35911111112,45.5862222222,23.8943333333,39.0822222222,7.56655555556,8.39088888889,41.9711111111,10.0087777778,23.4691111111,7.40288888889
544.15,8.35599999999,45.5987777778,23.9094444444,39.1091111111,7.573,8.38755555556,41.9454444444,10.0073333333,23.469,7.40788888889
544.49,8.37311111112,45.6486666667,23.9406666667,39.1936666667,7.59033333333,8.40677777778,41.9726666667,10.021,23.5008888889,7.40077777778
544.84,8.39211111111,45.655,23.9645555556,39.2381111111,7.60888888889,8.42844444444,41.9557777778,10.0608888889,23.5197777778,7.408
545.18,8.41400000001,45.6861111111,23.9772222222,39.2534444445,7.62855555556,8.44511111111,41.972,10.0832222222,23.5608888889,7.42355555556
545.52,8.422,45.7374444444,24.0073333333,39.3154444445,7.63844444445,8.47088888889,41.9761111111,10.1125555556,23.5864444444,7.44366666667
545.87,8.45966666667,45.8083333333,24.0606666666,39.3782222222,7.66322222222,8.49188888889,42.0166666667,10.1313333333,23.6202222222,7.46433333334
546.21,8.47533333335,45.8242222222,24.067,39.4138888889,7.66988888889,8.51388888889,41.9907777778,10.1446666667,23.6211111111,7.48044444444
546.55,8.48388888888,45.8334444445,24.0877777778,39.433,7.668,8.522,41.9888888889,10.1594444445,23.6141111111,7.49255555555
546.90,8.50422222222,45.9095555555,24.11,39.5036666667,7.68277777778,8.537,42.0131111111,10.1741111111,23.6242222222,7.50422222222
547.24,8.54577777778,45.9877777778,24.1587777778,39.5625555556,7.72155555556,8.559,42.052,10.2098888889,23.6798888889,7.54322222222
547.58,8.54411111112,46.0072222222,24.1708888889,39.5774444445,7.70155555556,8.55666666667,42.0242222222,10.2041111111,23.6761111111,7.53533333333
547.92,8.57833333332,46.0987777778,24.189,39.6744444444,7.72288888889,8.57833333333,42.065,10.2464444444,23.7197777778,7.55811111111
548.27,8.58744444446,46.1517777778,24.2274444444,39.7204444444,7.73666666667,8.58455555555,42.0635555556,10.2558888889,23.7367777778,7.58411111111
548.61,8.57588888889,46.2451111111,24.2485555555,39.8255555556,7.74244444445,8.56955555555,42.127,10.2466666667,23.7577777778,7.58977777778
548.95,8.5888888889,46.3261111111,24.2933333333,39.9403333334,7.75733333333,8.565,42.1568888889,10.2544444445,23.7655555556,7.59433333333
549.29,8.60644444443,46.3901111111,24.3195555556,39.9932222222,7.77077777778,8.56211111111,42.1782222222,10.2486666667,23.7742222222,7.58777777778
549.64,8.59677777778,46.4444444445,24.3342222222,40.0664444445,7.78944444444,8.57988888889,42.1748888889,10.2662222222,23.7872222222,7.59622222222
549.98,8.61544444443,46.5571111111,24.3928888889,40.1711111111,7.819,8.58466666667,42.248,10.2892222222,23.8373333333,7.61144444445
550.32,8.64588888889,46.6554444445,24.4323333333,40.2743333333,7.85266666667,8.61077777778,42.327,10.3164444444,23.8911111111,7.61477777778
550.66,8.65366666668,46.6292222222,24.4371111111,40.2733333333,7.85533333333,8.60066666667,42.2934444444,10.3363333333,23.8744444444,7.60633333333
551.01,8.64622222222,46.6281111111,24.4243333333,40.2893333333,7.85933333333,8.59166666667,42.2555555555,10.3125555556,23.8403333333,7.60233333333
551.35,8.68388888888,46.6796666666,24.4638888889,40.3521111111,7.89533333333,8.62844444444,42.3048888889,10.3441111111,23.861,7.62266666667
551.69,8.67466666665,46.6884444444,24.4908888889,40.3463333333,7.89777777778,8.61888888889,42.323,10.3154444444,23.8466666667,7.61455555555
552.03,8.7041111111,46.7946666667,24.5268888889,40.4165555556,7.92777777778,8.65144444444,42.3655555556,10.3523333334,23.8796666667,7.63855555555
552.38,8.77355555555,46.8708888889,24.5882222222,40.472,7.96888888889,8.71933333333,42.4092222222,10.4186666667,23.929,7.69844444444
552.72,8.80033333332,46.9496666667,24.6235555556,40.5141111111,7.98311111111,8.74377777778,42.4453333333,10.4425555556,23.9694444444,7.71444444444
553.06,8.80622222222,46.9526666666,24.6401111111,40.5305555555,7.99533333334,8.75544444445,42.4028888889,10.4533333333,23.9641111111,7.71955555555
553.40,8.82255555555,46.9722222222,24.6351111111,40.5291111111,8.00488888889,8.74266666667,42.3935555556,10.4534444445,23.9606666667,7.71444444445
553.74,8.83944444446,47.0126666667,24.6504444444,40.5288888889,8.004,8.75655555556,42.3908888889,10.4494444445,23.977,7.71866666667
554.09,8.83966666667,47.0013333333,24.6697777778,40.534,8.00744444444,8.745,42.3415555556,10.4407777778,23.958,7.71422222222
554.43,8.87366666666,47.1227777778,24.7173333333,40.6496666667,8.05344444444,8.77766666667,42.4161111111,10.4583333333,24.0294444445,7.74066666667
554.77,8.88655555554,47.1768888889,24.7512222222,40.7143333333,8.06333333333,8.79255555556,42.4571111111,10.4768888889,24.0627777778,7.75344444444
555.11,8.88511111112,47.2693333333,24.7928888889,40.7684444445,8.07233333333,8.79511111111,42.488,10.5011111111,24.0962222222,7.77855555556
555.45,8.89577777777,47.299,24.7824444445,40.7888888889,8.07988888889,8.80366666666,42.459,10.519,24.0926666666,7.771
555.80,8.92277777779,47.3062222222,24.834,40.8258888889,8.08044444444,8.78555555556,42.4822222222,10.516,24.1123333333,7.74833333333
556.14,8.89999999999,47.3341111111,24.8346666667,40.8541111111,8.06866666667,8.76066666667,42.4722222222,10.4768888889,24.1086666666,7.71677777778
556.48,8.88111111111,47.3268888889,24.847,40.8517777778,8.09444444444,8.75577777778,42.4346666667,10.4662222222,24.0906666667,7.71144444445
556.82,8.90666666668,47.3742222222,24.8925555556,40.8657777778,8.12933333333,8.74477777778,42.4736666667,10.489,24.1063333333,7.71888888889
557.16,8.9141111111,47.4501111111,24.9491111111,40.9715555556,8.143,8.765,42.562,10.511,24.137,7.74855555555
557.50,8.92288888888,47.4091111111,24.9765555556,40.982,8.15144444444,8.76277777778,42.5586666666,10.5302222222,24.1154444444,7.74844444445
557.85,8.95822222221,47.5023333333,25.0243333334,41.0664444444,8.19677777778,8.80388888889,42.6173333333,10.5832222222,24.196,7.79488888889
558.19,8.93055555556,47.5002222222,25.0256666667,41.0408888889,8.13633333333,8.77366666667,42.5984444444,10.5616666666,24.1563333333,7.75
558.53,8.93266666667,47.5518888889,25.0688888889,41.0864444444,8.12755555556,8.75533333333,42.6306666667,10.554,24.1796666667,7.72555555556
558.87,8.95388888889,47.5896666667,25.0824444444,41.1335555555,8.15088888889,8.75633333333,42.6558888889,10.56,24.2012222222,7.696
559.21,8.95266666668,47.6625555556,25.1218888889,41.2241111111,8.17244444444,8.75955555556,42.7135555556,10.5686666667,24.232,7.70677777778
559.55,8.9418888889,47.6871111111,25.0846666667,41.2564444444,8.17866666667,8.77477777778,42.6877777778,10.5736666667,24.2011111111,7.71944444445
559.89,8.96044444443,47.7055555556,25.0957777778,41.271,8.19311111111,8.78288888889,42.6955555555,10.5866666667,24.1827777778,7.71566666667
560.23,8.95211111111,47.7356666667,25.0976666667,41.3194444445,8.16966666667,8.77133333333,42.7312222222,10.5693333333,24.182,7.71066666667
560.58,8.95222222222,47.8008888889,25.0748888889,41.3997777778,8.13211111111,8.767,42.7863333333,10.5727777778,24.2091111111,7.69944444445
560.92,8.95511111112,47.8317777778,25.0883333334,41.3912222222,8.13877777778,8.78411111111,42.7572222222,10.5926666667,24.2358888889,7.70111111111
561.26,8.95788888889,47.935,25.0758888889,41.4497777778,8.14433333333,8.80855555555,42.7757777778,10.5963333333,24.2568888889,7.70488888889
561.60,8.93466666667,47.9525555556,25.0624444444,41.4584444445,8.12111111111,8.77466666667,42.7596666667,10.5813333333,24.2155555556,7.67177777778
561.94,8.98122222221,48.024,25.1187777778,41.5314444444,8.18955555556,8.80522222222,42.7938888889,10.631,24.2781111111,7.73044444444
562.28,9.03455555555,48.0936666667,25.1568888889,41.6137777778,8.23233333333,8.859,42.8446666666,10.6753333333,24.32,7.76422222222
562.62,9.05577777778,48.1056666667,25.1841111111,41.6281111111,8.23988888889,8.879,42.8276666666,10.7046666667,24.3116666667,7.81188888889
562.96,9.08833333333,48.1178888889,25.173,41.6377777778,8.23977777778,8.896,42.8163333333,10.7187777778,24.331,7.82877777778
563.30,9.0611111111,48.1156666667,25.1737777778,41.6331111111,8.19966666667,8.88544444445,42.7761111111,10.7204444444,24.3153333333,7.81522222222
563.64,9.07211111112,48.1382222222,25.1802222222,41.6632222222,8.20411111111,8.865,42.7697777778,10.7362222222,24.3332222222,7.83366666667
563.99,9.1338888889,48.176,25.218,41.6723333333,8.23733333333,8.90933333333,42.7542222222,10.7851111111,24.3603333333,7.862
564.33,9.18377777777,48.2204444444,25.277,41.7265555556,8.31755555556,8.98255555556,42.7661111111,10.834,24.3967777778,7.93066666667
564.67,9.21566666666,48.3058888889,25.3243333333,41.8176666667,8.32911111111,8.999,42.8223333333,10.8731111111,24.4327777778,7.94777777778
565.01,9.24311111112,48.3275555556,25.3752222222,41.9005555556,8.36155555556,9.01622222222,42.8527777778,10.9094444445,24.4611111111,7.98777777778
565.35,9.24033333335,48.3644444444,25.3913333333,41.936,8.37211111111,9.034,42.8812222222,10.9231111111,24.4832222222,7.96855555556
565.69,9.24388888888,48.3531111111,25.3761111111,41.9315555556,8.36522222222,9.03211111111,42.8665555556,10.9187777778,24.4593333333,7.94788888889
566.03,9.22455555555,48.4103333333,25.374,41.985,8.36911111111,9.006,42.8872222222,10.9241111111,24.4707777778,7.94144444444
566.37,9.22222222223,48.4561111111,25.3798888889,42.0384444445,8.35777777778,8.99455555556,42.8983333334,10.9142222222,24.505,7.92322222222
566.71,9.24766666668,48.5305555556,25.4456666667,42.1205555556,8.396,9.02911111111,42.9542222222,10.9495555556,24.5313333333,7.94977777778
567.05,9.3051111111,48.5817777778,25.4914444444,42.183,8.44555555556,9.06477777778,43.0102222222,10.9767777778,24.5721111111,7.97133333333
567.39,9.33055555555,48.6902222222,25.5422222222,42.2696666667,8.47577777778,9.09866666667,43.056,11.0022222222,24.616,7.97988888889
567.73,9.32255555556,48.7225555555,25.5556666667,42.3407777778,8.50022222222,9.10222222222,43.1064444444,11.0074444445,24.6158888889,7.99677777778
568.07,9.32255555557,48.7996666667,25.5988888889,42.3952222222,8.49066666667,9.09266666667,43.1613333333,11.0075555556,24.6002222222,7.98077777778
568.41,9.3581111111,48.7794444444,25.5931111111,42.405,8.50188888889,9.10244444445,43.1257777778,10.9853333334,24.5905555555,7.98533333334
568.75,9.36699999999,48.8021111111,25.5941111111,42.4167777778,8.51088888889,9.111,43.1001111111,10.9833333333,24.5814444445,7.96422222222
569.09,9.39844444443,48.8385555555,25.6282222222,42.4495555556,8.51111111111,9.12755555555,43.1033333334,10.973,24.584,8.00444444444
569.43,9.40377777777,48.8944444444,25.6617777778,42.5025555556,8.51722222222,9.12733333333,43.1486666667,10.9788888889,24.6036666667,8.01288888889
569.77,9.41577777777,48.8784444445,25.6498888889,42.469,8.50011111111,9.12977777778,43.1077777778,10.9797777778,24.5767777778,8.01455555556
570.11,9.4288888889,48.941,25.6858888889,42.5048888889,8.52044444444,9.17077777778,43.1628888889,10.9962222222,24.5764444445,8.04077777778
570.45,9.42622222222,48.985,25.6891111111,42.5147777778,8.51433333334,9.17522222222,43.141,10.9833333333,24.5918888889,8.04022222222
570.79,9.42822222221,49.0082222222,25.6947777778,42.5168888889,8.534,9.17233333333,43.1275555556,11.0014444445,24.6053333333,8.06177777778
571.13,9.44355555557,48.9918888889,25.7161111111,42.5227777778,8.54566666667,9.19311111111,43.1323333333,11.0204444444,24.6001111111,8.09344444445
571.47,9.42522222223,49.0663333333,25.7206666667,42.5387777778,8.51644444444,9.18122222222,43.1435555555,11.0225555555,24.6115555556,8.07111111111
571.81,9.41988888888,49.0421111111,25.71,42.5507777778,8.50844444445,9.17066666667,43.1152222222,11.0365555556,24.6197777778,8.06755555555
572.15,9.41688888888,49.0457777778,25.7116666666,42.5833333333,8.52477777778,9.17866666667,43.1292222222,11.0625555556,24.612,8.06822222222
572.49,9.38711111111,49.0751111111,25.7336666667,42.6294444444,8.50044444444,9.15944444445,43.1544444444,11.0406666667,24.6095555556,8.04111111111
572.83,9.40955555555,49.0991111111,25.7503333333,42.6594444445,8.51011111111,9.15966666667,43.1711111111,11.0572222222,24.6267777778,8.03377777778
573.17,9.38533333332,49.1148888889,25.7324444444,42.6791111111,8.48188888889,9.13555555555,43.1464444444,11.0361111111,24.6091111111,8.01711111111
573.51,9.40166666665,49.1775555556,25.7671111111,42.7318888889,8.51411111111,9.16433333333,43.2014444445,11.0558888889,24.6514444445,8.04122222222
573.85,9.40577777777,49.1524444444,25.7618888889,42.7421111111,8.52777777778,9.16422222222,43.1892222222,11.0687777778,24.665,8.03866666667
574.19,9.41522222222,49.1693333333,25.7875555556,42.7936666667,8.53477777778,9.15722222222,43.201,11.0847777778,24.6674444444,8.04
574.53,9.40633333334,49.2173333333,25.8022222222,42.8466666667,8.53922222222,9.15144444445,43.2137777778,11.0805555556,24.6738888889,8.02
574.87,9.3951111111,49.2278888889,25.79,42.852,8.54911111111,9.13488888889,43.1745555555,11.077,24.6624444445,8.00355555556
575.21,9.40844444443,49.2127777778,25.8027777778,42.8638888889,8.54822222222,9.13733333333,43.1367777778,11.066,24.6556666667,7.99922222222
575.55,9.43366666667,49.2957777778,25.8514444444,42.886,8.56788888889,9.14344444444,43.1728888889,11.0711111111,24.6768888889,8.023
575.89,9.43022222222,49.3661111111,25.8793333333,42.9382222222,8.56944444444,9.14844444445,43.1955555555,11.0834444444,24.6925555555,8.03088888889
576.22,9.46699999999,49.4185555556,25.9124444444,42.9486666667,8.59977777778,9.17444444444,43.2105555555,11.112,24.7237777778,8.06255555556
576.56,9.441,49.4027777778,25.9056666667,42.9527777778,8.61322222222,9.16966666667,43.192,11.1152222222,24.7006666667,8.06511111111
576.90,9.477,49.481,25.9703333334,43.0487777778,8.67677777778,9.20822222222,43.2461111111,11.1587777778,24.757,8.09766666667
577.24,9.50977777777,49.5076666667,26.0041111111,43.0882222222,8.70122222222,9.22222222222,43.2205555556,11.1821111111,24.78,8.10988888889
577.58,9.536,49.5494444444,26.0362222222,43.1112222222,8.71333333333,9.24,43.2218888889,11.188,24.7791111111,8.13133333333
577.92,9.56433333332,49.5868888889,26.0796666667,43.1216666667,8.73133333334,9.24488888889,43.2483333333,11.2033333333,24.8052222222,8.16
578.26,9.64077777777,49.6212222222,26.1295555555,43.1755555556,8.78355555557,9.30211111111,43.2897777778,11.2684444444,24.8573333333,8.21622222222
578.60,9.61455555557,49.6154444445,26.1143333333,43.1838888889,8.74533333332,9.30011111111,43.3082222222,11.2514444445,24.8292222222,8.20088888889
578.94,9.64166666667,49.6814444445,26.1424444445,43.2331111111,8.77333333332,9.29888888889,43.3645555555,11.278,24.8522222222,8.19744444444
579.28,9.59966666668,49.6831111111,26.1152222222,43.2796666666,8.7858888889,9.30088888889,43.3577777778,11.2278888889,24.8648888889,8.16333333333
579.61,9.61011111111,49.7385555556,26.136,43.2978888889,8.8048888889,9.30744444444,43.4121111111,11.2305555556,24.9018888889,8.16622222222
579.95,9.62466666666,49.7915555556,26.1493333333,43.3378888889,8.82766666665,9.32744444444,43.4654444444,11.2644444445,24.9233333333,8.17377777778
580.29,9.6601111111,49.9015555556,26.1786666666,43.41,8.82111111111,9.33966666667,43.5105555556,11.277,24.9647777778,8.20877777778
580.63,9.65511111112,49.9003333333,26.1481111111,43.3283333333,8.80111111111,9.33866666667,43.4593333333,11.2673333333,24.9206666667,8.204
580.97,9.61277777779,49.912,26.161,43.3792222222,8.78344444445,9.32811111111,43.4823333334,11.2586666667,24.8952222222,8.19466666667
581.31,9.5721111111,50.0025555556,26.1713333333,43.4532222222,8.77022222222,9.29555555555,43.5108888889,11.2437777778,24.8962222222,8.16555555555
581.65,9.55822222223,50.0327777778,26.1448888889,43.465,8.75455555556,9.277,43.5096666667,11.2336666667,24.8576666667,8.135
581.98,9.50022222221,50.0212222222,26.1082222222,43.4432222222,8.67711111111,9.22833333333,43.452,11.1703333333,24.7896666667,8.07966666667
582.32,9.54199999999,50.0831111111,26.1494444444,43.5105555555,8.70655555556,9.218,43.4568888889,11.1793333333,24.8231111111,8.07222222222
582.66,9.55933333335,50.0755555556,26.1612222222,43.5265555556,8.70444444444,9.23777777778,43.4171111111,11.1633333333,24.8296666667,8.08177777778
583.00,9.59799999999,49.9658888889,26.1154444444,43.4473333333,8.69688888889,9.24366666667,43.3041111111,11.1914444444,24.7851111111,8.08122222222
583.34,9.6238888889,49.9281111111,26.1068888889,43.4246666667,8.707,9.24,43.2346666667,11.1918888889,24.7718888889,8.09355555556
583.68,9.62444444443,49.884,26.0991111111,43.3712222222,8.68111111111,9.21311111111,43.1325555556,11.1617777778,24.7455555556,8.09922222222
584.01,9.62744444445,49.8672222222,26.1132222222,43.3654444445,8.70566666667,9.23055555556,43.1097777778,11.1898888889,24.7754444444,8.07833333333
584.35,9.66044444444,49.8405555555,26.1533333333,43.3968888889,8.73355555556,9.26044444444,43.101,11.2245555555,24.8042222222,8.12433333334
584.69,9.69888888889,49.8831111111,26.1913333333,43.4195555555,8.75833333332,9.28033333333,43.1434444444,11.2366666667,24.8217777778,8.12588888889
585.03,9.75677777777,49.8898888889,26.23,43.4644444444,8.82188888889,9.32177777778,43.1817777778,11.2772222222,24.8762222222,8.17344444444
585.37,9.80655555555,49.8957777778,26.272,43.5002222222,8.88655555554,9.40788888889,43.2047777778,11.3253333333,24.9503333333,8.23055555556
585.70,9.80466666668,49.9428888889,26.3046666667,43.521,8.91788888889,9.40255555556,43.2531111111,11.3353333333,24.9624444445,8.25177777778
586.04,9.80866666668,49.9596666667,26.3313333333,43.5048888889,8.9018888889,9.422,43.3041111111,11.3523333333,24.9987777778,8.26344444444
586.38,9.84555555554,50.0557777778,26.3787777778,43.5984444444,8.95333333332,9.44766666667,43.3928888889,11.4052222222,25.0407777778,8.30311111111
586.72,9.85455555554,50.2022222222,26.4825555556,43.7288888889,8.96888888888,9.488,43.4534444445,11.4625555556,25.0781111111,8.36055555556
587.06,9.8361111111,50.2624444444,26.5246666667,43.7955555556,8.958,9.47322222222,43.465,11.4594444444,25.0917777778,8.338
587.39,9.90955555554,50.3858888889,26.5993333333,43.9843333334,9.0451111111,9.528,43.6334444444,11.5444444444,25.2113333333,8.38533333333
587.73,9.94333333334,50.4881111111,26.6546666667,44.0854444444,9.10433333334,9.56477777778,43.7434444445,11.5678888889,25.2525555556,8.42922222222
