wavelength,Back_TanDowm,Belly_TanDowm,Breast_TanDowm,Crissum_TanDowm,Crown_TanDowm,DorTail_TanDowm,Patch10_TanDowm,Patch11_TanDowm,Patch12_TanDowm,Rump_TanDowm,Throat_TanDowm,WingTip_TanDowm
182.97,184.722166667,246.759333333,170.833333334,194.4445,113.889,244.4445,310.185166666,298.611166667,196.2965,212.499833334,175.463,166.666666667
183.35,308.730333333,412.698333333,289.6825,296.825333333,184.127,396.031666666,516.666666667,492.0635,306.349,360.317666667,270.634833334,285.714166667
183.73,156.977,194.961166666,143.798166667,165.891666666,94.5736666666,186.434166667,250.775166667,239.147333333,154.2635,187.597,120.542666666,145.349
184.11,133.3335,163.8365,124.214166667,160.063,91.5093333335,160.691833333,213.8365,210.691833333,147.798833333,165.723166667,117.295666667,135.849166666
184.49,115.686333334,154.248333333,120.2615,148.365833334,91.1766666667,155.228666667,198.692833333,190.849666667,143.137333334,154.248333333,108.8235,125.1635
184.87,112.8205,153.525666667,119.230833334,138.4615,82.6923333335,153.846333333,190.064,175.320333333,123.077,154.166666667,107.692333333,115.064166667
185.25,122.8685,166.666666667,122.8685,137.596833334,62.4031666665,165.116333333,205.814166667,193.023166667,110.852833333,175.193833333,107.752,105.814
185.63,99.2426666665,145.8335,96.2121666666,122.727166666,48.4848333333,125.000166667,190.151666667,173.485,92.4241666665,145.833333333,90.5304999999,64.3940000002
186.01,78.142,104.645,78.4153333334,95.0818333334,41.5301666667,99.1801666665,136.0655,139.070833333,61.202,106.8305,71.0383333333,63.1148333334
186.39,60.7955,75.3788333335,57.5756666667,60.4166666667,32.3863333333,72.7273333334,99.0531666665,92.9924999998,48.106,77.6513333333,58.3333333333,48.1061666666
186.77,52.5253333334,61.4476666667,38.2155,46.8013333333,20.8753333333,51.6836666666,79.2928333331,73.2323333333,36.7001666666,63.973,49.8316666667,36.3636666667
187.15,36.3096666667,55.3571666667,26.9841666667,37.1033333334,2.18233333335,50.7936666666,81.3490000001,75.1985,31.7461666667,62.4998333333,38.8886666666,33.1348333333
187.53,27.2278333333,41.4191666667,20.627,26.4026666666,1.98016666667,32.8383333334,59.9008333334,58.2508333333,29.8678333333,49.0098333334,30.528,20.7918333333
187.91,26.2625,49.3266666666,23.5691666666,28.451,2.35683333333,34.8486666667,66.4985000002,62.4578333333,36.3633333333,56.7341666666,37.8786666667,30.6396666667
188.29,30.1136666667,57.0076666666,21.9696666667,23.8636666667,2.27266666667,40.909,74.0530000001,75.7575,32.3861666666,63.6361666666,39.3938333333,34.091
188.67,29.717,54.5596666667,24.6856666667,25.3146666666,4.08816666667,39.6225,71.0691666667,70.9118333333,28.3016666667,58.0188333333,36.6351666667,35.0628333333
189.05,15.3845,45.9935,14.7433333333,14.1023333333,-4.80766666666,24.6793333334,58.6538333334,62.9805,20.0321666666,42.1473333334,19.0705,21.4741666666
189.43,22.8683333334,45.8656666667,20.2841666667,23.6435,3.35916666667,27.907,58.2688333334,60.8528333334,25.5815,37.0801666667,23.2558333333,27.6483333333
189.81,19.3548333334,46.6398333333,15.4571666667,25.6721666667,-1.07516666667,32.7958333334,61.1556666667,62.4998333334,24.4621666666,37.3656666667,26.2098333334,33.871
190.19,14.3273333334,48.9766666667,7.60216666665,24.7076666667,-5.40933333333,25.0,66.0816666665,59.7951666667,22.953,35.6726666667,17.9825,29.0938333334
190.57,32.2326666666,68.3961666667,20.912,43.5533333333,3.1445,34.5911666666,82.3898333333,80.5031666667,34.2766666667,44.1825,26.7295,47.1696666667
190.95,29.6703333334,65.7508333331,10.9891666667,38.6448333334,-1.46516666666,29.1208333333,91.7581666666,80.9523333333,34.7985,36.4466666667,18.4981666667,42.4906666667
191.33,30.1223333333,52.9053333335,12.691,25.994,0.7645,24.7705,74.0059999998,71.2538333334,31.8041666667,32.7218333333,21.8656666667,37.003
191.71,29.0378333334,59.4501666667,9.4501666667,29.8968333333,-4.63916666666,37.629,81.4433333333,75.4295,27.835,34.1926666667,15.292,47.5946666666
192.09,36.1701666667,65.7801666669,16.1346666667,28.369,1.5955,46.2763333333,82.8013333334,76.5958333334,23.4043333333,41.6666666667,15.071,45.9218333334
192.47,31.8481666667,63.8613333335,22.4423333333,29.7031666666,-2.97016666665,48.845,74.7523333332,63.5313333334,19.3068333333,32.1783333333,6.93083333335,49.0098333333
192.85,40.9575,70.5675,28.9005,37.9433333333,1.4185,56.0285,84.9289999998,68.7945,30.1416666667,36.8793333334,10.8156666666,50.8866666667
193.23,37.0748333333,66.8369999998,30.4421666666,34.3536666667,4.08183333335,54.5915,81.8026666669,70.0678333333,27.8911666667,44.0476666667,17.687,52.381
193.61,28.1008333334,64.3410000002,22.6745,28.2946666667,0.194,60.4651666666,80.8136666667,68.6048333334,20.5425,47.8681666666,5.42633333333,55.4261666666
193.99,30.6668333333,63.3334999998,22.8886666666,20.0,-3.33333333335,52.8886666666,73.3335,60.6666666667,10.6665,44.6668333334,-4.4445,57.3336666667
194.37,25.625,50.2083333333,27.2916666667,15.0,-10.4166666667,48.5416666667,58.75,52.0833333333,6.45833333335,41.0416666667,-3.54166666665,49.375
194.75,9.70466666669,35.865,20.0423333334,0.63283333335,-20.0421666667,45.9915,48.7341666667,35.021,1.89883333335,39.0295,-11.1813333333,35.8648333333
195.13,8.33316666665,35.038,29.1665,4.1665,-15.1513333334,46.7801666667,41.0985,33.3331666667,2.6515,43.5608333334,-4.735,33.9015
195.51,13.1111666667,51.5555,36.889,12.6666666667,-9.11116666665,55.1111666667,49.1113333333,34.6665,6.889,48.4445,-9.5555,39.5558333334
195.89,21.2301666667,51.7858333333,44.6428333333,19.4445,8.13483333335,51.1905,57.9368333333,43.6506666667,16.2696666667,53.7698333333,8.53166666667,43.0556666667
196.27,26.1628333334,45.349,47.2868333334,21.5116666667,11.8216666666,48.6435,55.6201666667,41.085,16.279,45.5428333333,17.4418333334,51.938
196.65,10.476,27.8571666667,35.238,3.57133333335,-2.619,23.8098333333,42.1426666667,25.2381666666,0.0,40.7141666667,3.8095,29.762
197.03,10.5485,21.9408333333,29.1138333334,1.05466666665,-2.3208333333,18.9875,28.0591666667,19.1981666667,-3.5865,44.9366666666,-2.10966666667,31.4346666667
197.40,17.5555,32.2223333334,36.0,7.33333333335,0.0,23.111,39.3333333333,15.1108333334,4.2225,51.111,-3.111,48.4441666667
197.78,30.8988333334,37.266,47.5656666667,13.4831666667,14.9813333333,31.648,45.5055,30.3368333333,24.9063333333,54.4946666666,12.7341666666,48.8765
198.16,39.1893333333,38.9641666667,54.7298333334,7.2071666667,14.1893333334,40.5405,53.6033333331,34.6846666667,26.5765,59.6846666667,8.10816666669,47.5223333334
198.54,43.0553333333,45.0,61.6666666667,1.66666666665,20.5555,56.9443333333,64.7223333332,29.4443333333,26.389,69.4445000002,6.111,54.4443333333
198.92,55.2083333333,59.0278333334,57.9863333334,-15.2778333333,28.8195,51.7361666666,64.5833333332,24.3055,16.6665,73.2638333333,-0.6945,67.3611666668
199.30,57.0988333334,64.8146666666,53.395,0.9256666667,41.6666666667,67.9011666666,68.5185000002,40.1233333334,37.3455,74.6916666665,-1.54333333333,72.222
199.68,67.5213333333,71.3674999998,60.2565,-22.2221666667,29.9145,87.6069999998,85.0426666668,44.872,15.8116666667,98.7178333331,-15.8118333333,92.3076666666
200.06,95.4953333335,84.6846666669,61.7118333333,-11.7116666667,30.18,105.405166667,92.3424999998,54.9550000001,6.75683333335,104.5045,-18.4685,126.126333333
200.44,145.555666667,121.111166666,28.8888333331,-131.111,-56.6666666668,172.222333333,147.777666666,27.7778333335,-51.1110000001,153.333166667,-184.444333333,207.777666666
200.82,135.0875,114.912333333,26.3156666666,-89.4736666666,-8.772,200.877333333,145.614,44.7368333335,-22.807,140.350666667,-107.017833333,245.613833333
201.19,319.4445,116.666666667,-63.8886666668,-422.222166667,-94.4444999998,569.444166666,419.444666667,13.888666667,-161.111,197.222166667,-461.111166667,591.666833333
201.57,-2050.0,-550.0,-299.999999998,2200.0,50.0,-3816.66666666,-2550.0,-600.0,66.666666665,-966.66666667,2216.66666667,-3033.33333333
201.95,-52.4999999999,-6.66666666665,6.66666666665,133.333333333,54.1666666667,-125.0,-94.1666666667,-0.8333333335,60.8333333333,-5.0,150.0,-83.3333333332
202.33,-380.555333333,-186.111,-219.444666667,88.8888333335,-100.000166667,-619.4445,-430.555333333,-163.888833333,-149.999833333,-297.222166667,250.0,-538.889
202.71,-226.666666667,-96.6666666665,-100.0,51.6666666665,-66.666666667,-300.0,-233.333333333,-146.666666667,-138.333333333,-126.666666667,216.666666666,-276.666666667
203.09,-119.4445,-4.6298333333,-53.7036666668,16.6666666667,2.77783333335,-213.888833334,-120.3705,-74.0741666665,-63.8886666665,-58.3331666665,90.7408333332,-131.481333334
203.47,-23.8638333333,19.697,-7.57566666665,28.4091666666,36.3636666667,-53.409,-19.6968333334,4.92416666665,16.6666666666,17.8031666667,56.0606666667,-37.1211666665
203.85,-107.936333333,-6.34883333332,-73.0158333331,-32.5398333334,-6.34933333335,-191.269833333,-92.0635,-15.8726666665,-65.8730000002,-2.381,70.6348333335,-151.587333333
204.22,-65.6249999998,37.5,-91.6666666668,-40.625,16.6666666667,-213.541666667,-71.875,31.2499999999,-112.5,-13.5416666665,91.6666666668,-131.25
204.60,183.333333333,-27.7778333334,275.926,174.073833333,131.4815,514.814833333,174.073833333,75.9258333335,274.074166667,140.740666667,-16.6666666665,316.666666667
204.98,136.666666667,37.5,192.5,162.5,106.666666667,311.666666666,120.833333334,95.0000000001,196.666666667,110.0,61.6666666668,165.0
205.36,259.722,138.889,304.166666667,284.722166667,179.166666666,516.666666667,148.611,165.277833334,306.9445,179.166666667,141.666666667,294.4445
205.74,183.333333334,107.777833333,181.111166666,236.6665,146.666666667,382.222166667,83.3333333333,105.555833333,236.666666667,128.888833333,82.2220000002,244.4445
206.12,679.166666667,229.166666667,600.0,791.666666666,404.166666667,1466.66666666,158.333333333,104.166666667,745.833333335,370.833333333,291.666666667,987.499999998
206.50,266.666833333,68.0555,186.111166666,223.611,127.778,491.666666667,29.1668333331,-22.222166667,265.277833333,65.2778333334,86.1109999998,330.5555
206.87,165.333333333,63.3333333333,109.333333333,120.666666667,96.0000000001,268.666666666,36.6666666667,0.6666666665,136.0,78.0000000001,110.0,200.0
207.25,162.666666667,66.0,124.0,123.333333333,116.666666667,251.333333334,54.0,33.3333333335,148.0,56.6666666667,105.333333333,194.0
207.63,221.154,89.1026666665,142.948666667,142.949,197.435833333,282.692166667,96.7948333331,81.4103333331,199.359166667,134.615333333,164.7435,220.513
208.01,418.182,78.7878333332,266.666833333,262.121333333,386.363666667,521.211833333,150.000166667,99.9999999999,331.818166667,268.181666667,318.181833333,431.818166667
208.39,-2316.66666666,-483.333333333,-1100.0,-1008.33333333,-2208.33333334,-2666.66666666,-508.333333333,-408.333333334,-1691.66666667,-766.666666668,-1425.0,-1883.33333333
208.77,-1076.66666667,-380.0,-550.0,-583.333333333,-1006.66666667,-1133.33333333,-316.666666667,-250.0,-879.999999998,-396.666666667,-773.333333334,-913.333333331
209.14,-566.666833333,-200.0,-234.848333333,-225.7575,-466.666666667,-442.424166667,-195.454666667,-95.4546666669,-401.515333333,-195.454666667,-346.969666666,-365.151666667
209.52,-533.333333334,-197.435833333,-260.2565,-234.615333333,-451.282166666,-462.820666667,-229.487166667,-179.4875,-456.410166667,-287.1795,-364.102333333,-405.128166667
209.90,-813.333333333,-275.0,-403.333333333,-390.0,-568.333333333,-696.666666667,-366.666666666,-285.0,-605.0,-401.666666667,-606.666666667,-615.0
210.28,-1466.66666666,-527.777666666,-663.889,-741.666666667,-1133.33316667,-1163.88916667,-580.555666666,-605.555666667,-1186.11116667,-766.666833333,-1077.77766667,-1183.3335
210.66,-173.983666667,-32.9268333334,-40.6503333334,-66.2603333334,-126.016333333,-128.455166667,-47.1545,-66.2601666665,-124.390333333,-78.4551666667,-129.268333333,-138.618
211.03,-117.295833333,-13.5218333333,-17.61,-49.9998333333,-83.3333333333,-81.4465000002,-14.7798333334,-33.6476666667,-78.6166666665,-40.2516666666,-74.2136666666,-98.4276666666
211.41,-136.2965,-21.8518333334,-16.2963333333,-61.8518333334,-115.926,-95.1851666665,-9.99999999999,-31.852,-95.9256666666,-60.3705,-99.6294999998,-132.592666667
211.79,-125.609666666,-5.691,-1.626,-52.8455,-93.9025,-91.057,17.0731666667,-2.8455,-79.2681666666,-35.7723333333,-74.3903333331,-143.0895
212.17,-180.5555,-41.2036666666,-12.0368333334,-62.963,-114.351833333,-135.648166667,11.1111666666,-25.9258333332,-121.759333333,-48.1481666666,-121.296166667,-177.777666667
212.55,-233.333333333,-54.4118333331,-50.9803333334,-103.9215,-150.0,-184.803833333,-28.4313333333,-40.6861666665,-162.254833333,-100.980333333,-156.862833333,-237.254833333
212.92,-119.696666666,-15.7578333333,-5.15133333335,-33.0303333334,-64.5453333334,-87.5756666668,4.84816666666,0.3028333333,-69.0908333332,-33.3333333333,-65.4546666666,-120.606
213.30,-90.1038333333,7.0315,10.4166666667,-14.0625,-46.3538333333,-52.0831666665,29.6875,11.198,-44.7915,-9.89583333334,-45.0518333333,-104.426833333
213.68,-102.924,12.8653333334,2.047,-13.7426666667,-52.9238333334,-62.8655,28.9473333334,24.2688333334,-40.936,-4.09333333335,-53.2165,-105.263333333
214.06,-83.631,21.726,8.33333333335,9.52383333334,-60.119,-51.4883333333,39.881,30.357,-33.3333333333,-4.76183333335,-39.5833333333,-92.5595
214.44,-101.923,12.1795,-5.44866666665,5.128,-80.1283333331,-80.4485,29.1666666666,30.1283333335,-46.1538333331,-19.8718333334,-59.9358333333,-105.448833333
214.81,-130.894333333,-10.1625,-30.0814999999,-8.13,-107.7235,-93.0893333335,28.8616666667,38.6178333331,-59.3496666668,-42.6828333334,-74.7968333332,-120.7315
215.19,-134.090833334,-9.46966666665,-39.7726666666,-8.3335,-107.9545,-108.333333333,31.4395,12.8786666667,-69.6968333332,-35.9846666666,-81.8183333331,-114.015
215.57,-117.753666667,13.4056666666,-23.5508333333,11.9566666666,-89.4926666667,-86.9563333333,45.6521666666,28.6231666667,-59.4201666669,-24.6376666667,-49.6376666667,-81.8841666667
215.95,-143.410833333,-8.52700000015,-54.2638333335,-8.52716666665,-120.155,-108.914833333,26.7441666666,7.3641666667,-84.8838333333,-46.5116666667,-77.5191666667,-88.7595000001
216.32,-114.625833333,-6.4626666667,-54.4218333333,-2.38083333335,-108.163166667,-97.2788333332,26.1905,-0.68016666665,-58.8434999998,-45.238,-61.2245,-78.9115
216.70,-81.2865,9.649,-21.345,4.38583333335,-73.3918333334,-66.6668333333,45.9065,9.35666666665,-33.6258333334,-32.456,-47.3683333333,-41.5201666667
217.08,-216.145833333,-38.0208333335,-91.6666666665,-59.3749999998,-230.729166667,-167.708333333,2.08333333335,-62.5000000001,-146.354166667,-131.25,-168.75,-119.791666667
217.46,-347.826,-122.4635,-182.608666666,-163.043666667,-362.318833334,-305.797,-79.7101666666,-148.551,-242.753833333,-233.333333334,-308.6955,-194.927666667
217.83,-679.487166667,-275.640833333,-298.718,-347.435833333,-716.6665,-503.846166666,-196.153833333,-319.231,-551.282,-435.8975,-611.538666666,-435.8975
218.21,-453.174666667,-161.111166666,-186.508,-254.761833333,-445.238166666,-312.698166667,-138.889,-193.650833333,-366.666833333,-276.984166667,-374.603166667,-244.4445
218.59,-815.278,-302.777833333,-319.4445,-530.5555,-813.889,-537.5,-297.222166667,-381.944333334,-670.833333335,-472.222166667,-650.000166667,-501.388833333
218.97,2256.66666666,1076.66666667,1040.0,1560.0,2333.33333334,1756.66666666,1133.33333333,1310.0,1973.33333333,1426.66666666,1906.66666667,1753.33333334
219.34,805.5555,405.5555,390.000166666,584.4445,816.666666667,594.444333334,514.4445,497.777666667,735.555666665,593.333166667,667.777833333,670.000166667
219.72,678.947333333,390.350833333,355.263,540.350833333,641.227833333,522.807,459.649166667,464.9125,628.947333333,542.9825,595.614,607.895
220.10,634.920666666,359.523833334,324.603,496.825333333,591.269833333,507.9365,448.412666667,498.412666667,588.888833333,538.095,561.111166666,557.143166666
220.47,558.333333333,316.666666667,284.027666667,461.805666667,526.389,426.388833333,411.111,436.8055,572.916833333,494.4445,518.0555,490.972333333
220.85,685.087833333,384.2105,363.158,551.754333333,682.456,495.613833333,530.701833333,566.6665,702.6315,589.473666666,620.175333334,654.385666667
221.23,5375.0,2933.33333334,2708.33333334,4466.66666666,5066.66666666,4025.0,4050.0,4475.0,5475.0,4975.0,4950.0,5358.33333334
221.61,10933.3333333,5050.0,5450.0,8883.33333334,10466.6666666,7983.33333335,7633.33333333,8833.33333334,11383.3333333,10333.3333334,9433.33333334,11100.0
221.98,-1507.14283333,-699.999999998,-852.381166665,-1230.95233334,-1464.28583333,-1197.619,-1073.8095,-1392.85716667,-1457.14283333,-1516.6665,-1328.57116667,-1569.0475
222.36,1410.41666667,762.5,864.583333333,1175.0,1329.16666666,1104.16666667,964.583333333,1366.66666667,1350.0,1418.75,1216.66666666,1547.91666666
222.74,-4991.66666666,-2575.0,-3308.33333334,-4258.33333333,-4791.66666666,-4041.66666667,-3516.66666666,-5016.66666666,-5008.33333334,-5833.33333334,-4858.33333334,-5475.0
223.11,-436.842166667,-179.824833333,-310.526166667,-388.596666667,-427.193,-352.631666666,-323.684333334,-486.842,-453.508833333,-564.912166666,-467.543833334,-500.0
223.49,-462.745,-215.686333333,-327.450833333,-411.764666667,-500.9805,-377.451,-336.2745,-497.058833333,-464.706,-617.646833333,-545.098,-502.941166666
223.87,-315.942,-126.8115,-226.811666667,-258.695666667,-336.232,-218.840666667,-216.666666667,-354.3475,-291.304333333,-392.7535,-360.8695,-302.898333333
224.24,-342.982333334,-157.894833333,-259.649,-337.719333334,-378.070166667,-209.649166667,-236.842,-371.052666667,-328.9475,-434.2105,-450.877166666,-358.772
224.62,-923.8095,-342.857166667,-700.0,-873.809666666,-1009.52366667,-511.904666666,-635.714333333,-1011.90466666,-842.857166665,-1159.52366667,-1164.28566667,-973.809666665
225.00,3150.0,1200.0,2475.0,2983.33333333,3166.66666666,1883.33333333,2141.66666667,3266.66666666,2708.33333334,4116.66666666,4033.33333334,2933.33333334
225.38,326.0,144.0,252.666666666,300.0,311.333333334,186.0,230.0,334.666666667,289.333333333,413.333333334,374.0,294.0
225.75,238.095166667,129.0475,204.286,240.000166666,231.4285,147.142833333,199.047666667,260.476333333,218.5715,316.190666666,287.619166667,236.666666667
226.13,175.850333333,98.6395000001,152.381,182.653,162.925,98.6396666668,149.319666666,189.795833334,172.109,236.3945,205.782333333,169.727666667
226.51,165.8915,87.5968333334,136.821833333,161.240333334,150.3875,81.0076666667,161.240333333,182.1705,173.643333333,249.224666667,214.728666667,155.0385
226.88,137.499833333,92.7780000002,103.611166666,131.111166666,116.944333333,70.0,132.5,149.999833333,139.1665,176.111166667,156.389,136.944333333
227.26,124.5615,90.5700000002,93.4211666665,111.842166666,102.631333334,60.7455,114.035,125.4385,121.052666667,154.824666666,136.4035,115.131333333
227.64,107.2695,77.3049999998,86.1701666667,103.723166666,86.1701666667,56.0281666666,101.063666667,114.893666666,109.042666667,131.7375,122.517666667,110.461166667
228.01,105.673833333,83.3333333333,84.9288333332,109.5745,91.8439999998,62.7658333334,110.815666667,109.397333334,116.134666667,140.248333333,128.546,114.538833333
228.39,109.019666667,80.5883333332,82.7450000002,106.2745,90.0001666668,67.255,117.058666667,111.568666667,123.529333333,147.058833333,124.51,121.764666667
228.76,106.666666667,82.7451666666,77.6469999998,108.4315,90.3921666668,65.4901666666,118.0395,113.137166667,117.254833334,146.666666666,120.195833333,121.372666667
229.14,108.614333333,85.5805,77.341,104.119833333,93.6329999998,63.1086666666,117.2285,115.168666667,116.292166667,144.569333333,115.543166666,124.719166667
229.52,116.4445,94.0,81.7778333331,113.777833334,94.6666666669,60.8891666666,124.4445,121.111,130.666666667,149.5555,121.5555,140.889
229.89,106.164333333,90.8674999998,69.178,100.684833333,77.6255000001,48.63,111.872166666,108.219166667,127.625333334,138.127833334,105.936166667,119.6345
230.27,90.8888333333,81.3335,52.8888333333,84.0,62.4443333333,34.8891666666,95.5554999998,84.2221666666,108.666666667,123.5555,85.1111666667,100.666666667
230.65,94.3223333334,87.5458333333,67.9486666667,87.3626666667,74.1758333333,57.8756666666,97.9854999998,90.6591666666,99.8168333332,119.414166666,88.2783333331,105.128166667
231.02,100.422,87.131,75.5276666665,89.0295,73.8396666667,60.1268333333,110.337833334,90.0845,106.751,129.114,99.789,113.502333333
231.40,92.4909999999,81.5018333333,71.9781666666,82.2345,68.4981666667,58.7911666667,97.9855000001,86.6301666666,96.7033333334,112.6375,88.828,98.9013333331
231.78,88.4976666667,90.6103333333,61.2675,69.014,49.061,48.5913333334,106.572833334,77.4646666667,92.2535000001,126.525666667,76.9955,86.3849999998
232.15,68.9655,68.5821666667,50.5746666667,50.3831666667,33.5251666667,38.314,80.8426666666,70.881,71.4556666667,96.7433333335,59.004,71.2641666665
232.53,63.1068333334,69.4175,46.2781666666,49.0291666667,37.2168333333,36.5696666667,71.3591666666,68.2846666667,62.2975,90.1293333332,53.8836666667,66.0193333335
232.90,64.8811666667,72.1726666667,51.1905,49.1071666667,38.988,42.4106666667,73.2143333333,68.1548333333,67.1133333333,87.9461666667,59.5238333333,67.8573333333
233.28,52.7363333333,65.4226666667,49.2536666666,47.8853333334,32.9601666667,46.1441666667,67.786,62.8111666667,62.3133333333,75.0,57.4626666666,58.7061666666
233.66,45.9375,54.2708333333,45.0,42.8125,30.5208333333,45.1041666667,62.0833333333,52.7083333333,55.5208333333,64.375,49.2708333333,51.0416666667
234.03,43.9395,53.5713333333,45.4545,42.0995,30.9525,46.9695,62.554,55.9521666667,52.1645,67.8573333333,47.9436666666,56.1686666666
234.41,44.8051666666,55.8441666666,48.8095,46.3203333333,35.173,52.7058333334,66.6666666667,57.5756666666,55.4113333333,70.0216666667,53.1385,56.1686666667
234.78,37.6125,50.5631666667,38.8513333333,40.3153333333,24.7748333333,44.144,56.0811666667,45.8331666667,46.0588333334,62.4998333333,42.9055,49.8875
235.16,34.8171666666,47.1461666667,37.5573333333,35.7306666666,21.2328333334,41.6665,48.4018333333,47.1463333334,38.6985,58.9041666666,35.2741666667,42.9221666667
235.54,17.361,30.6715,21.0648333333,21.2963333333,4.62966666667,28.125,35.1851666666,28.0091666666,23.1481666666,46.065,18.1711666667,32.523
235.91,19.98,27.1083333333,26.004,20.0801666667,7.02833333334,27.9116666666,31.0241666667,29.3173333333,24.4981666667,39.558,18.1728333333,33.3335
236.29,26.3053333333,35.0403333334,34.1366666667,21.6866666666,12.3493333333,33.2328333333,36.1446666666,32.5301666667,31.1246666667,46.4858333334,21.0843333333,34.7391666667
236.66,32.5926666667,38.8886666666,40.0,24.1668333333,15.0928333334,36.0185,41.852,32.037,33.3335,48.9813333334,25.8333333334,37.8703333334
237.04,29.6725,38.439,40.655,24.4703333333,10.2118333333,33.9113333333,38.921,33.7186666667,27.4565,47.977,21.1946666667,35.3563333334
237.41,34.4718333333,40.1655,40.3728333333,22.3601666666,8.0745,31.0556666667,38.82,35.4036666666,27.122,51.5526666666,18.53,35.7141666667
237.79,30.18,39.4145,38.739,11.8241666667,-2.47766666667,25.7883333333,34.1218333334,34.0091666667,15.5406666667,46.7343333334,14.302,27.2525
238.17,29.3456666667,41.2063333334,35.276,11.7586666667,-0.6135,24.7441666667,32.6176666667,33.9466666667,17.7913333333,39.775,16.3598333333,27.1985
238.54,20.9073333333,37.7713333334,29.2898333333,4.33916666667,-9.86200000001,17.1598333333,28.7968333333,29.9803333333,10.158,29.9803333333,4.3391666667,23.866
238.92,18.0156666667,35.549,31.1176666667,5.20266666666,-9.345,14.74,28.131,35.0673333333,11.1755,29.3835,7.2255,21.002
239.29,15.1266666667,33.6955,25.9961666666,2.71716666667,-11.9565,11.5035,29.4383333334,30.2535,11.9563333333,27.989,5.0725,14.9455
239.67,21.4673333333,35.2355,28.9855,7.78966666667,-8.78633333334,16.4855,36.0506666667,38.5868333334,16.5758333333,29.7103333334,9.69183333335,17.482
240.04,20.5466666667,32.8923333334,28.2186666667,9.612,-5.11466666667,17.6368333333,36.508,40.0351666666,13.3155,30.1586666667,8.3775,14.991
240.42,17.3675,25.3116666666,21.1838333334,8.80033333335,-5.0625,12.3833333333,29.9066666667,34.6571666666,10.6696666667,24.7663333333,4.36133333334,13.3178333333
240.79,4.89733333332,14.692,13.4281666667,1.73766666667,-15.8768333333,4.81850000001,20.0631666666,28.594,0.0,13.112,-6.31916666665,2.44866666666
241.17,0.984833333335,9.69683333335,11.1363333333,-1.13633333333,-16.2121666666,1.81833333332,17.8788333334,23.409,-3.485,9.84849999998,-12.2728333333,-1.51533333333
241.54,-0.719,10.3266666667,14.8366666667,4.11766666667,-11.6993333333,5.09799999999,18.4968333334,23.2025,-1.7645,9.99983333333,-8.03916666669,1.83000000001
241.92,1.53116666667,12.5441666666,17.3143333333,8.42166666667,-5.53583333333,8.9515,21.7315,25.9716666667,2.0615,13.722,-5.59483333333,8.12699999999
242.29,1.96383333333,9.25950000002,18.2941666666,7.9685,-4.71366666667,9.14716666667,22.2225,23.5128333334,1.90783333333,14.9271666666,-5.89233333335,7.35133333332
242.67,4.612,11.0063333333,21.3311666666,10.5346666667,-0.157166666665,11.7923333333,24.5281666667,25.9431666667,4.66433333333,18.0816666667,1.31033333333,11.2685
243.05,7.88166666665,12.2488333333,21.6868333334,12.0985,1.757,13.6545,27.1081666666,26.2551666666,6.37533333331,19.528,2.00800000001,12.701
243.42,9.21700000001,14.0876666667,22.3493333333,13.1805,3.10416666666,14.1833333333,27.0296666667,28.5576666667,8.45283333334,20.3916666667,3.19983333335,15.616
