wavelength,Back_CerOlim,Belly_CerOlim,Breast_CerOlim,Crissum_CerOlim,Crown_CerOlim,DorTail_CerOlim,Rump_CerOlim,Throat_CerOlim,WingTip_CerOlim
184.87,80.8890666667,74.0000666667,103.5556,74.111,57.1110666666,97.5556,75.1111333334,78.7777333334,94.1112000001
185.25,85.7628,72.5423999999,107.570533333,80.5648,66.4406000001,105.197733333,81.9209333335,88.9265333333,103.615866667
185.63,100.000066667,84.5238666667,118.3334,99.1667333332,80.1190666667,115.4762,99.1666000001,109.642866667,121.1904
186.01,115.0,97.7778,134.305466667,116.388866667,86.5277333333,142.0834,124.722266667,130.138866667,150.8334
186.39,110.340266667,93.4692666667,127.619133333,113.877533333,85.4422666666,137.006866667,130.612333333,125.8504,147.8912
186.77,101.954066667,83.3333999999,118.5058,108.850533333,78.2760000001,119.310333333,117.0114,122.069,129.1954
187.15,103.333266667,71.5555999999,152.000133333,121.7778,52.2220666667,130.000066667,121.7778,130.666666667,157.999866667
187.53,82.5926666667,42.2222666667,177.777733333,116.296333334,20.3703999999,142.962933333,126.296333333,147.407266667,186.666733333
187.91,37.7778666665,19.4444,253.8888,156.666466667,-7.7777333334,155.555466667,130.555466667,166.666666667,224.999866667
188.29,46.6665333333,38.4847333333,169.697,113.9394,3.33333333333,90.3030666665,115.151466667,111.212066667,133.939466667
188.67,-21.8183333333,-20.6060666666,110.302933333,50.6061333333,-61.2121999999,30.9090666667,69.6969333333,63.0301333335,63.6362666667
189.05,-48.8094666667,-44.0475999999,44.0475333333,-9.2858,-74.9999333333,-18.3332666666,19.5238666666,10.4762666666,10.9524
189.43,-78.4849333334,-62.4243333333,50.3030666667,-14.8486,-106.0606,-38.1818666668,13.0303333333,0.90906666652,-17.8787333334
189.81,-220.666666667,-176.0,69.3333333333,-75.3333333333,-274.666666667,-91.3333333334,-28.0,-20.0,-108.666666667
190.19,-159.999933333,-137.333266667,29.7779333333,-36.8889333334,-198.2222,-82.6666000001,-60.8889333333,-40.0000000001,-102.2222
190.57,-569.999866667,-542.222333333,-112.222266667,-297.777733333,-692.2222,-398.888933333,-368.888933333,-317.777733333,-446.666666667
190.95,444.242333333,482.4242,223.030266667,352.7272,553.333333334,355.7576,366.0606,383.636333333,427.8786
191.33,476.296333333,563.7036,242.962866667,387.407466667,605.925933333,355.5556,359.2592,404.444399999,547.407466667
191.71,196.25,266.25,72.5000000001,142.083333333,306.666666667,151.25,132.916666667,174.166666667,244.583333333
192.09,144.210533333,220.000066667,57.5439333333,129.473666667,245.964933333,117.192933333,108.421133333,122.807,178.947266667
192.47,109.122866667,152.982466667,78.4211333333,110.000066667,157.894733333,105.263133333,102.631666667,106.491133333,131.754466667
192.85,112.098733334,180.0,88.1483333333,120.740866667,183.456866667,113.086333333,115.061666667,122.716066667,139.5062
193.23,101.234666667,164.691466667,75.8026000001,97.5308666667,185.926066667,99.7530000001,104.1976,114.074,129.3826
193.61,168.5714,299.047733333,130.476133333,156.190466667,344.761866667,176.666666667,192.380933333,220.476133333,244.285733333
193.99,554.666666667,945.333333333,432.0,530.666666667,1050.66666667,602.666666667,596.000000001,733.333333334,724.0
194.37,770.000000001,1178.33333333,604.999999999,781.666666666,1346.66666667,898.333333335,794.999999999,938.333333333,1026.66666667
194.75,-395.238066667,-584.762,-323.809533333,-371.428533333,-724.761933334,-447.6192,-404.761933333,-428.571333334,-529.523866667
195.13,351.111133333,451.111133333,257.777866667,250.0,714.444466667,423.3334,350.000066667,308.888866667,457.7776
195.51,-56.3636000001,-110.909,-7.87866666668,4.2423333332,-266.666733333,-115.757666667,-60.0001333335,-12.7272000001,-107.8788
195.89,-118.095266667,-216.190533334,-60.9523999999,-30.4761333334,-438.095266666,-236.190533333,-183.8096,-60.9523333334,-212.380933333
196.27,-36.2500000001,-78.7499999998,-30.0000000001,4.16666666654,-175.416666667,-74.5833333335,-42.9166666667,-9.1666666666,-102.916666667
196.65,-78.4314666667,-99.2156666665,-54.1176666667,-16.8627333334,-178.431333333,-76.4705999999,-55.2941333333,-0.3921333334,-119.2156
197.03,-7.47473333331,-5.65666666667,17.3736666666,27.0708,-56.9696666667,-3.43433333326,1.21213333334,42.6262666667,-32.9293333333
197.40,-12.1666666667,-19.3333333333,10.5,7.00000000002,-46.0,-4.33333333326,-21.0,30.8333333333,-37.3333333334
197.78,-25.0878,-24.7368,-1.22806666667,-17.7192,-65.0876666666,-18.2456666667,-26.8420666667,31.2279333333,-41.9296666667
198.16,-17.971,-9.99986666668,0.724599999986,-7.68120000001,-48.9854,-17.6811333333,-17.3912666667,33.1884666667,-32.7535333334
198.54,-8.55539999999,-7.00000000002,5.22226666667,-1.66666666667,-30.4445333333,-4.66666666668,-7.11113333333,31.9998666667,-14.9998
198.92,9.06666666667,7.28886666665,20.2666666667,15.4666666667,-8.26666666667,9.95566666666,4.17766666668,35.1998666666,4.6222
199.30,-9.57260000001,-6.23933333334,2.13686666667,-3.07693333334,-20.4273333334,-4.1026,-11.2820666667,16.5812,-3.58973333334
199.68,-23.6586,-17.5608666667,-10.0814,-16.8292,-31.2195333334,-18.6178,-25.6097333333,4.95920000001,-13.5772
200.06,-41.0979333333,-28.8628,-27.5293333333,-31.4509333333,-44.7058666666,-32.9413333334,-39.1372666667,-10.9804666667,-33.8824666667
200.44,-51.8988,-42.3628666667,-42.4472666667,-43.7130666667,-58.1433333333,-46.5824,-55.865,-23.8820666666,-47.0042666667
200.82,-30.5926,-21.7778,-21.3334,-26.2963333333,-33.5556,-23.7777333334,-37.8518666667,-10.6667333333,-23.2594
201.19,-53.2456666667,-46.9299333333,-45.7894666667,-45.5262,-60.8771333333,-50.0876666667,-59.1228,-33.5965333333,-46.1402666667
201.57,-42.393,-38.0342,-43.6750666667,-37.5214,-61.5384666667,-48.2906666667,-50.0854,-29.7436666667,-40.5128
201.95,-42.5570666667,-42.6484666667,-49.6803333333,-38.0823333333,-62.9224666667,-50.0457333333,-61.5524666666,-35.251,-47.6711333334
202.33,-58.8359333333,-60.6348,-67.5132,-54.6031333333,-80.2116000001,-59.4709333333,-77.3545999999,-53.4391333333,-63.5979333333
202.71,-86.5277999999,-90.4165999999,-108.194533333,-84.0278666668,-116.111066667,-97.9166666667,-113.333333333,-84.4444666667,-105.277733333
203.09,-179.770066667,-182.988533333,-225.517266667,-185.287333333,-229.425466667,-194.252866667,-206.666733333,-175.632066666,-224.8276
203.47,-118.9744,-125.641,-154.0172,-117.435866667,-160.0,-132.136666667,-138.1196,-115.5556,-159.829133333
203.85,-113.833333333,-121.333333333,-166.333333333,-114.5,-163.166666667,-126.666666667,-133.5,-130.666666667,-155.833333334
204.22,-89.0276666666,-97.0832666668,-139.722266667,-90.9722666665,-129.3056,-100.416666667,-101.666733333,-99.4445333334,-114.444466667
204.60,-92.7536666666,-109.420266667,-148.695533333,-96.8116666665,-138.840533333,-112.028866667,-100.579733333,-111.884066667,-117.6812
204.98,-105.891533333,-131.3178,-183.410733333,-113.4884,-175.1938,-145.5814,-117.054266667,-138.759733334,-157.364466667
205.36,-116.5,-149.833333333,-213.666666667,-137.833333333,-199.833333333,-158.166666667,-141.5,-156.333333333,-180.666666667
205.74,-226.086933333,-283.768133333,-395.072466667,-270.434866667,-360.0,-293.0436,-266.9566,-296.8116,-336.231933333
206.12,-270.158733333,-328.254066667,-453.3334,-295.873,-400.634933333,-327.936533333,-299.682466666,-324.444466667,-361.5872
206.50,-210.000133333,-256.153933333,-352.307533333,-223.589866667,-314.1026,-267.692133333,-247.6922,-254.871733333,-282.564
206.87,-237.948666667,-274.1026,-373.3332,-251.281933333,-336.153866667,-287.179533333,-278.461533333,-285.128266667,-290.512733333
207.25,-268.0,-306.4,-417.066666667,-282.133333333,-362.666666667,-334.933333333,-305.6,-309.6,-316.0
207.63,-448.444533333,-531.111133333,-723.5556,-496.4444,-608.888933333,-571.555533333,-524.888866667,-535.999933333,-564.4446
208.01,-621.481533333,-799.999933333,-1102.96293333,-748.148133333,-906.666666666,-890.3704,-791.111133332,-788.888866666,-849.629599999
208.39,-961.110999999,-1236.66673333,-1591.111,-1143.3334,-1360.00006667,-1320.0,-1218.88893333,-1218.88886666,-1313.33326667
208.77,-1633.33333333,-1933.33333333,-2483.33333333,-1835.0,-2126.66666667,-2108.33333333,-2023.33333333,-1943.33333333,-2205.0
209.14,-1386.66666667,-1508.0,-1966.66666667,-1461.33333333,-1637.33333333,-1620.0,-1661.33333333,-1557.33333333,-1657.33333333
209.52,-844.999999999,-881.666666667,-1136.66666667,-889.166666667,-919.999999999,-972.499999999,-984.999999999,-929.166666668,-1010.83333333
209.90,-661.818133333,-635.757533333,-839.394,-662.424333333,-653.939400001,-729.696933333,-746.6666,-694.545533333,-764.848399999
210.28,-476.25,-443.333333333,-564.166666667,-503.333333333,-457.083333333,-522.916666667,-539.166666667,-514.166666667,-555.0
210.66,-633.846133333,-596.923133333,-792.820533333,-700.512666667,-629.230799999,-703.589733333,-729.2308,-675.897466667,-748.718066667
211.03,-310.0,-292.222266667,-393.888866667,-331.944466667,-289.999933333,-337.499933333,-353.055533333,-323.888933333,-375.277733333
211.41,-396.333333333,-389.333333333,-490.666666667,-423.0,-359.666666667,-430.0,-468.666666667,-422.0,-452.0
211.79,-333.043533333,-325.507266666,-410.4348,-357.101533333,-299.7102,-361.449333333,-418.260866667,-360.0,-376.232066667
212.17,-480.370533333,-465.9258,-558.8888,-491.8518,-408.888866667,-467.4074,-589.259266667,-486.6666,-520.0
212.55,-209.411666667,-185.294133333,-251.372666667,-222.352866667,-174.313666667,-203.1374,-275.098,-210.784266667,-232.941266667
212.92,-106.4052,-85.4901333335,-127.843066667,-115.6864,-81.3072,-92.1568000001,-149.542466667,-106.405266667,-111.372533333
213.30,-79.8785999999,-73.4545999999,-105.575866667,-100.484933333,-58.3031333333,-75.7575333333,-128.363533333,-81.2122000001,-93.2121333333
213.68,-44.1790666667,-35.4229333333,-68.8557333333,-57.9104,-26.5671333334,-39.1044666667,-90.8458666667,-49.5522666667,-51.0448000001
214.06,-33.6937333333,-27.6576666667,-55.045,-44.2342,-20.4503333334,-25.5856,-72.3424,-34.5948,-32.4324
214.44,-36.6137333333,-24.9735333333,-62.3280666667,-45.1850666667,-21.0581999999,-25.3967333333,-76.6138,-33.4392666667,-35.9788666667
214.81,-23.6065333333,-9.7268,-42.0764666667,-30.929,1.96719999999,-6.1202,-65.3552666667,-15.082,-22.1858666667
215.19,-14.9999333333,-7.4358,-45.2564,-37.3076,4.23079999994,-9.10260000002,-79.1025333333,-12.3077333333,-24.7436
215.57,-44.6846666667,-12.973,-69.3694666666,-61.6216666667,-12.9730666668,-10.4505333333,-121.081133334,-27.5676666667,-57.2973333333
215.95,-47.4285333333,-15.2382,-77.7144,-62.0952666668,-12.7619333333,-9.14293333334,-118.857133334,-30.4762000001,-63.4286666667
216.32,-60.8333333333,-2.91666666668,-89.9999999999,-67.7083333333,-21.2500000001,-22.7083333333,-135.0,-33.3333333334,-81.25
216.70,-102.592733333,-33.7037333334,-163.333333333,-121.481333333,-51.1110666667,-52.5928,-228.889,-62.963,-139.259333333
217.08,-620.0,-441.666666666,-1000.0,-806.666666666,-501.666666668,-606.666666667,-1336.66666667,-551.666666667,-953.333333335
217.46,-514.666666667,-293.333333333,-754.666666666,-545.333333333,-414.666666667,-489.333333333,-994.666666667,-450.666666667,-689.333333333
217.83,322.222266667,239.4444,420.000066667,321.111133333,271.6668,324.444533333,481.666666667,264.999933333,381.666666667
218.21,280.000066667,172.307733333,359.999933333,273.846066667,209.7436,285.128133333,430.256266667,208.717866666,351.282266667
218.59,-388.333333333,-151.666666667,-690.000000001,-306.666666667,-174.999999999,-570.000000001,-878.333333333,-205.0,-595.0
218.97,331.111066667,173.333466667,556.666666667,266.6668,297.777799999,484.444400001,651.111133333,339.999933333,494.444533333
219.34,141.111133333,84.1666,164.444466667,97.2220666667,115.833466667,140.277666667,201.388866667,124.999866667,143.055666667
219.72,348.333333333,198.333333333,410.0,223.333333333,239.166666667,390.0,540.0,283.333333333,301.666666666
220.10,-511.111133334,-79.9999999994,-582.222200001,-171.111199999,-199.999999999,-657.777866666,-875.5556,-322.2222,-311.111133333
220.47,-32.2221999999,47.7778666667,-61.6666666667,7.77779999986,36.6666666665,-86.1111333334,-127.222266667,-26.6666666668,30.0000666666
220.85,26.4443333333,70.8889333334,14.4446,54.0001333333,74.0000000001,15.7779333333,-8.88886666662,28.6666,50.6666666666
221.23,29.1056666667,72.8455333332,21.6259333333,61.6258666667,76.0975333333,27.9675333334,11.5448,39.9999333333,57.0731333333
221.61,24.8365333333,61.8301999999,24.5752666667,52.2876,69.6731999999,28.3660666667,6.40520000001,35.4248666667,49.5422666666
221.98,25.1192,54.5238,30.5952,48.2142666667,71.6666666666,27.9762,8.45246666666,32.8571333333,48.9285333333
222.36,27.8124666667,47.8122666667,30.3122666667,46.1457333333,69.8955999999,25.729,18.1249333333,26.2499333333,48.9581333333
222.74,4.09346666667,27.3684666667,9.00586666666,23.0409333333,47.1345999999,8.88886666665,-7.83626666666,-1.75433333334,27.7192666667
223.11,-0.459733333334,24.2528666666,14.2527333333,26.0919333333,49.5402000001,11.0344666667,-3.56320000002,3.56313333332,30.0
223.49,16.0001333333,33.2547333334,24.6274,33.5688,49.4117333333,20.2354,19.2158,14.0392,34.0393333333
223.87,30.8526666667,49.1472666667,42.4032,51.3178666667,61.0853333333,36.4341333334,38.3721333333,26.7441333333,47.5192
224.24,16.9696666667,40.2596666666,37.1429333333,44.6752666667,52.8138666667,29.1775333333,24.2424666667,12.3809333333,42.0779333333
224.62,18.6956,40.5798666666,43.2608,50.4348,56.0145333333,33.2609333333,30.4347333333,15.7971333333,40.8694666667
225.00,6.50206666667,26.5844666667,38.1892666667,40.1644666667,46.8312,21.7283333334,22.716,6.58433333332,33.8272666667
225.38,-1.53146666667,22.7929333333,35.6756666667,38.2882666667,44.7747999999,16.2163333333,19.91,1.0812,31.1711333333
225.75,-10.9194666667,18.161,38.8504666667,42.7586,45.6321333334,14.5976,27.2414,1.03453333334,32.4137333333
226.13,4.38600000001,28.9474666667,42.8070666667,46.6666666667,44.2105333333,24.9122666667,34.5613333333,15.2630666667,38.8597333333
226.51,6.37673333333,26.3044,44.4927333333,44.2029333333,40.29,25.4346666667,28.1884,16.9566,37.6812666667
226.88,12.7636,27.6353333333,42.3932,40.2848666667,39.8290666667,27.1226,29.5727333333,22.3932666667,37.322
227.26,14.9333333333,26.6667333333,37.5555333333,35.2444666667,36.7110666667,26.6666666667,28.711,22.4444,38.2666
227.64,13.6444666667,25.2,36.0889333333,35.4222,35.3776666667,28.6224,27.2888666667,23.8667333333,38.3999333333
228.01,9.40946666667,18.8572,28.381,25.8667333333,27.3524666667,20.7618666667,19.0094666667,16.9904666667,27.6952
228.39,14.369,21.5211333333,28.4790666667,25.1132,28.3171333333,20.8413333333,22.233,20.1618666667,27.7994
228.76,15.3912666667,20.029,26.1160666667,21.6520666667,25.0434666667,18.8405333333,21.0725333333,18.7827333333,26.2028666667
229.14,14.359,18.6894,23.6468,20.5128,23.6183333333,16.8945333333,20.0,15.2991333333,25.2420666667
229.52,14.402,18.1171333333,24.4020666667,21.0432666667,22.7226,18.5750666667,20.4327333333,14.1476666667,24.6056
229.89,17.0420666667,20.8875333333,26.8260666667,22.7531333333,24.9601333333,21.8658666666,22.7531333333,16.7007333333,25.2332
230.27,17.815,21.5162,27.5807333333,23.5674666667,26.4214666667,22.7647333333,24.0357333333,18.4394,25.7302
230.65,16.2072,19.4346666667,26.0070666667,22.2144666667,25.6066,21.3663333334,23.5806666667,17.3380666667,24.0989333333
231.02,15.13,19.4799333333,26.7849333333,23.2152,27.4233333333,21.7022,25.0118666667,17.3995333334,25.6500666667
231.40,15.4226666667,19.6009333333,28.3096666667,24.6948,28.1455333333,21.9953333333,26.5962,17.1597333333,24.4601333333
231.78,17.177,20.8902666667,30.6624,25.6026,29.3810666667,23.2356,29.2074,18.4364,25.2768
232.15,21.0571333333,22.7399333333,33.9158,29.6440666667,32.686,27.0118666667,34.0884,21.5533333333,29.6870666667
232.53,19.9333333333,20.9332666667,33.7555333333,28.8222,32.4,26.9998666667,33.2888,20.8,29.0223333333
232.90,21.5039333333,21.4590666667,35.7576,31.6722,34.1864,29.0684666667,36.0719333333,22.9181333333,31.4928666667
233.28,22.2086,22.5766666667,36.9939333333,32.1881333334,34.7648,30.8180666667,37.1165333333,23.6400666667,32.3108666667
233.66,24.4173333333,24.9442666666,39.6961333333,34.0222,37.3454666667,32.1378666667,40.0404666667,26.5248,35.1366666667
234.03,24.4855333333,23.9712666667,39.2387333333,33.4774,37.1399333334,30.1440666667,39.7326,25.5968,35.1440666667
234.41,22.2911333333,23.3642666667,37.9152666666,32.2394,35.1084,28.6275333333,38.3487333334,22.9516,34.1383333333
234.78,24.3645333333,26.8868666667,40.1801333333,34.1339333333,36.8568666667,32.1320666667,41.1812666667,25.2452666667,36.1562
235.16,25.2070666667,27.85,40.5128,34.0434,36.5481333333,32.5444,42.4457333333,26.2918666667,35.4437333333
235.54,25.1136666666,27.3484,39.5454,32.7462,35.6818,31.6478666667,41.2500666667,26.6856666667,35.1894
235.91,24.7281333333,28.0797333333,37.2462666667,31.8116,34.8732666667,29.7284,39.3478666667,25.8152666667,34.6558
236.29,23.0645333333,28.7276,36.5232666667,31.1648666667,33.8887333333,28.9069333333,39.0142666667,26.0393333333,34.5161333334
236.66,22.5022,28.5860666667,36.1954666666,31.8080666667,33.7446,28.3805333333,39.2116666667,26.3924666667,34.3102666667
237.04,19.4473333334,26.9775333333,33.9206666667,28.8946,31.4335333333,25.6132,36.3731333333,24.9396,31.7616666667
237.41,20.0001333333,27.4266666667,33.5404666667,29.0672666667,31.1917333333,25.6303333333,36.2176,25.4231333333,31.8478666667
237.79,21.4272,27.5902,33.0310666667,29.2862,31.0326666667,27.0192666667,36.0873333333,26.3307333333,32.4769333333
238.17,18.2405333333,25.4398666667,29.5722,26.3276666667,28.0386666667,25.2139333333,33.2041333333,23.9870666667,30.799
238.54,17.9828,23.5461333333,27.8644,24.7124,26.0364,23.814,31.5682666667,22.3956,29.6454
238.92,14.7094666667,18.9755333333,23.0123333333,20.7798666667,21.2385333333,18.1958,26.9724666667,17.8440666667,25.7186
239.29,13.4353333333,17.695,21.9694,19.6935333333,19.5186,17.4325333333,24.7264666667,16.0320666667,24.4639333333
239.67,13.1014666667,16.7550666667,20.0408,17.9276,18.282,16.9460666667,23.1900666667,14.6283333333,23.2583333333
240.04,11.788,14.1635333333,18.4418,15.9387333333,16.1558666667,16.2836,21.3282,13.1800666667,21.0856666667
240.42,11.7567333333,12.3986,16.5877333333,14.2231333333,14.3581333333,15.3490666667,18.4684666667,11.6102666667,19.3357333333
240.79,11.9460666667,12.535,15.2494,13.2833333333,13.4631333333,15.3991333333,17.5248666667,10.9281333333,18.4433333333
241.17,12.3675333333,12.5571333333,14.6616,13.3247333333,13.6265333333,16.1794,17.5852,10.8582666667,18.3871333333
241.54,11.2318,11.3241333333,13.1794,11.8398,12.2786,14.8036666667,15.7735333333,9.65366666667,17.0207333333
241.92,9.4338,9.73826666667,11.2668,9.96453333334,10.3255333333,12.555,13.7864,7.99006666667,15.1239333333
242.29,10.0065333333,10.026,11.1481333333,10.1760666667,10.0001333333,12.4005333333,13.3528666667,7.80179999999,14.8337333333
242.67,9.56346666667,9.45846666667,10.4301333333,9.62539999999,9.43346666665,12.3492666666,13.0424666667,7.66326666667,13.8286
243.05,10.4259333333,10.1638,10.7833333333,10.0566666667,9.93153333333,13.7146,13.8278666667,8.57906666667,14.0542
243.42,10.2404666667,9.83493333333,9.97386666667,9.38893333334,9.23826666667,13.2522666667,13.4086666667,8.24786666667,13.6982
243.80,10.4894666667,10.1844,9.86173333333,9.67773333335,9.33786666666,13.7132666667,13.6096666666,8.48586666667,13.7708
244.17,10.1429333333,10.115,9.257,9.55426666667,8.8926,13.2212,13.2491333333,8.09066666667,13.7258
244.55,10.2926,10.3090666667,9.14953333333,9.4996,9.17680000001,13.1529333333,13.3058666667,8.0994,13.5794
244.92,8.95313333335,8.77606666667,7.73953333333,8.24486666667,7.81246666666,11.4636,11.552,6.6198,12.0573333333
245.30,7.9016,7.52759999999,6.39606666667,6.95193333333,6.24353333333,9.75640000001,9.84993333333,5.14633333333,10.3123333333
245.67,7.38466666668,6.93026666667,5.65786666667,6.24846666667,5.21246666667,9.16153333334,8.99333333333,4.75806666667,9.38426666666
246.05,6.98046666667,6.27326666667,5.07206666667,5.51586666667,4.65373333333,8.86793333334,8.37413333334,4.43186666667,8.7298
246.42,6.19966666667,5.42906666667,4.17593333333,4.77906666667,4.172,8.30893333333,7.85766666667,3.8294,8.06366666667
246.79,6.13713333333,5.46066666667,4.3372,4.64833333333,4.126,8.14813333333,7.65066666667,3.83613333333,8.17673333335
247.17,6.10780000001,5.66273333334,4.42106666667,4.86946666667,4.34393333333,8.17593333333,7.55020000001,4.0428,8.60119999999
247.54,6.24986666666,5.71433333333,4.34186666667,4.89973333333,4.33533333333,8.19293333333,7.19259999999,4.1462,8.36946666667
247.92,5.73586666667,5.18093333333,4.0652,4.47886666667,3.80826666667,7.50033333333,6.607,3.78306666667,7.75426666667
248.29,5.09799999999,4.52173333333,3.3224,3.64173333333,3.0656,6.8922,5.73666666667,3.18146666667,7.12066666667
248.67,4.25886666667,3.6354,2.34413333333,2.6844,1.98466666667,5.9384,4.90146666667,2.3028,6.15466666666
249.04,4.243,3.59233333333,2.21113333333,2.52333333333,1.90573333333,5.97606666667,4.7842,2.2078,6.15533333333
249.42,4.12326666667,3.7974,2.19253333333,2.57173333333,1.8846,6.03253333333,4.80693333333,2.39466666666,6.2628
249.79,3.33346666667,3.1114,1.52693333333,1.97466666667,1.42373333333,5.3234,3.99926666667,1.61886666667,5.61806666666
250.17,3.23026666667,3.22613333333,1.24666666667,1.9226,1.22653333333,5.17293333333,3.76453333333,1.53813333333,5.51713333333
250.54,3.05386666667,3.1882,1.36446666667,1.63746666667,0.801466666667,4.84733333333,3.07126666667,1.26933333333,5.1288
250.92,2.55773333333,2.8394,0.738733333335,1.3666,0.466266666666,4.32586666667,2.41926666667,0.964866666667,4.49673333333
251.29,2.5236,2.57146666667,0.533333333333,0.947666666668,0.209533333333,3.90953333333,1.86193333333,0.661866666667,3.95233333333
251.66,2.5344,2.684,0.743333333333,1.1056,0.463333333333,3.88606666667,2.19646666667,0.777133333334,4.05986666667
252.04,3.73006666667,4.02506666667,1.57226666667,2.2884,1.58193333333,5.14753333333,3.28013333333,2.08513333333,5.2442
252.41,4.60186666666,4.6262,2.50313333333,2.90226666667,2.43973333333,5.4542,4.17826666667,2.82446666667,5.63913333333
252.79,4.17406666667,4.36086666667,2.34006666667,2.73333333333,2.237,5.31466666667,3.57913333333,2.7138,5.4278
253.16,4.38326666667,4.636,2.69926666667,3.08566666667,2.35753333333,5.55726666667,4.0168,3.4572,5.77013333333
253.54,4.13453333333,4.32146666667,2.39073333333,2.83546666667,2.09746666667,5.44346666667,3.76046666667,3.52286666667,5.50406666667
253.91,4.26273333333,4.49126666667,2.31053333333,2.80373333333,1.97313333333,5.62306666667,3.81626666667,3.63973333333,5.47246666667
254.28,3.95373333333,4.14673333334,2.24426666667,2.59726666667,1.8528,5.2936,3.485,3.336,4.985
254.66,3.87606666667,4.41,2.1878,2.7562,2.17046666667,5.39186666667,3.90473333333,3.5832,5.33453333333
255.03,3.901,4.3298,2.0954,2.56653333333,2.04706666667,5.2898,3.7622,3.40586666667,5.50119999999
255.41,2.72066666667,3.49046666667,1.18066666667,2.111,1.02026666667,4.45933333333,2.88106666667,2.86173333333,4.4082
255.78,1.82113333333,2.35966666667,0.119533333334,1.44893333333,-2.0000445744e-12,3.52273333333,2.16026666667,2.0406,4.20733333333
256.15,0.0134666666666,0.338533333332,-1.8612,-0.636199999999,-2.0778,1.6448,0.189533333333,-0.277466666666,2.42986666667
256.53,0.299466666667,0.807266666665,-1.9662,0.0129999999993,-2.21353333333,2.2918,0.279866666667,-0.0196000000006,2.77986666667
256.90,1.7166,1.97033333333,-0.9188,1.2934,-0.773666666666,3.49353333333,1.66213333333,1.29353333333,4.08586666667
257.28,2.381,2.26606666667,-0.404933333333,1.6036,-0.268266666666,3.86973333333,1.93213333333,1.4834,4.37886666667
257.65,2.10473333333,1.5952,-0.742866666667,1.07146666667,-0.633266666666,3.28573333333,1.257,0.861866666667,3.8618
258.02,3.43546666667,2.79813333333,0.535199999999,2.1692,0.694466666667,4.22786666667,2.25506666667,1.94033333333,5.06133333333
258.40,3.5984,2.88693333333,0.955466666667,2.26633333333,0.983266666667,4.23293333333,2.472,1.95266666667,5.05233333333
258.77,3.9482,2.95886666667,1.24506666667,2.46573333333,1.17813333333,4.37133333334,2.70013333333,2.24053333333,5.02266666666
259.15,4.09846666667,3.18586666667,1.6066,2.71853333333,1.39066666667,4.56266666667,2.9536,2.2978,5.0792
259.52,4.65253333333,3.68646666666,2.19653333333,3.15486666667,1.91193333333,5.06933333333,3.48433333333,2.74553333334,5.77573333333
259.89,4.53193333333,3.62973333333,2.08286666667,2.8032,1.81373333333,5.0584,3.2542,2.5978,5.53306666667
260.27,4.60966666667,3.81953333333,2.2056,2.98626666667,2.0434,5.1028,3.3152,2.71226666667,5.54553333333
260.64,4.37053333333,3.61853333333,2.14,2.78553333333,1.92253333333,4.86193333333,3.0208,2.47286666667,5.25806666667
