wavelength,Back_SpoSchf,Belly_SpoSchf,Breast_SpoSchf,Crissum_SpoSchf,Crown_SpoSchf,DorTail_SpoSchf,Patch10_SpoSchf,Patch11_SpoSchf,Rump_SpoSchf,Throat_SpoSchf,WingTip_SpoSchf
382.33,5.70173333333,37.8422,14.4051,14.7862666667,6.5108,7.07553333333,5.0234,8.45839999999,6.01286666667,19.2798,7.48213333333
382.69,5.80813333333,37.9496666667,14.4854,14.8764666667,6.60226666667,7.14026666667,5.10526666667,8.55573333333,6.12593333333,19.3627333333,7.57693333333
383.05,5.849,38.1020666667,14.5447333333,14.9956,6.67266666667,7.17206666667,5.17513333333,8.63250000001,6.19486666667,19.4238,7.62606666667
383.41,5.86946666666,38.1808666667,14.6138,15.0433333333,6.70586666667,7.20413333333,5.2012,8.67373333334,6.21086666667,19.4791333333,7.65326666667
383.77,5.89933333333,38.2792,14.6830333333,15.0998666667,6.7336,7.24026666667,5.21753333333,8.69643333333,6.222,19.563,7.67893333333
384.14,5.93306666667,38.3081333333,14.7447333333,15.1468,6.76146666667,7.2544,5.2218,8.75296666666,6.24153333333,19.587,7.68293333333
384.50,5.83133333333,38.313,14.7158666666,15.0508666667,6.662,7.15953333333,5.1472,8.71863333333,6.1492,19.5364666667,7.56846666667
384.86,5.75333333333,38.3059333333,14.6478333333,14.997,6.5836,7.06833333333,5.06106666667,8.68663333333,6.08313333333,19.4897333333,7.507
385.22,5.74093333333,38.3676666667,14.6850333333,15.0512666667,6.57813333333,7.06313333333,5.0488,8.69996666666,6.06033333333,19.4718666667,7.49073333333
385.58,5.75053333333,38.3699333333,14.6912,15.0935333333,6.58093333333,7.06966666667,5.02266666667,8.71023333334,6.0618,19.4897333333,7.5136
385.94,5.73506666667,38.3723333333,14.6619333333,15.0838,6.55973333333,7.0614,5.00386666667,8.7159,6.04586666666,19.4745333333,7.48446666667
386.30,5.72733333333,38.3737333333,14.6281333333,15.0684666666,6.5484,7.05073333333,4.96053333334,8.7317,6.02806666667,19.5015333333,7.47293333333
386.66,5.6492,38.2770666666,14.5744,14.9984,6.48206666667,6.98826666667,4.89013333333,8.64903333333,5.93193333334,19.3961333333,7.38006666667
387.03,5.60386666667,38.2260666667,14.537,14.9451333333,6.41473333333,6.9704,4.82506666667,8.59330000001,5.87566666667,19.3514,7.31333333333
387.39,5.62286666667,38.3066666667,14.5786333333,15.0002666667,6.457,6.9774,4.84013333333,8.63249999999,5.89653333333,19.3655333333,7.34533333333
387.75,5.6398,38.3648,14.6272333333,15.0700666667,6.50253333333,6.9896,4.84233333333,8.6854,5.91913333333,19.4194666667,7.3884
388.11,5.5948,38.4000666666,14.6275333333,15.0548,6.4916,6.9668,4.82666666666,8.66033333334,5.9126,19.3938666667,7.38226666666
388.47,5.6512,38.4438,14.6786666667,15.1547333333,6.5494,7.02213333333,4.89126666667,8.71050000001,5.9896,19.4362,7.45826666667
388.83,5.6906,38.5252,14.7836,15.2003333333,6.59226666667,7.09213333333,4.93533333333,8.75736666667,6.03933333333,19.4796,7.48266666667
389.19,5.716,38.5359333333,14.7912,15.1952,6.60026666667,7.12713333333,4.9462,8.75956666667,6.0656,19.5433333333,7.50906666667
389.55,5.65313333333,38.5954,14.7649666667,15.1988,6.599,7.08946666667,4.91046666666,8.72723333333,6.03566666667,19.5322666667,7.49606666666
389.91,5.61833333334,38.5605333333,14.7599333333,15.2212666667,6.5852,7.04786666667,4.9112,8.69493333333,6.002,19.5095333333,7.48106666667
390.27,5.58633333333,38.5401333333,14.7234333333,15.2012,6.55033333333,7.00546666667,4.88086666667,8.65896666666,5.991,19.4665333333,7.4462
390.63,5.65106666667,38.6715333333,14.7740333333,15.2690666667,6.5844,7.03533333333,4.9204,8.7287,6.0282,19.5582666667,7.508
391.00,5.64526666667,38.7712666667,14.8132,15.3302,6.605,7.0328,4.93013333333,8.7549,6.04893333333,19.5904,7.52206666667
391.36,5.6924,38.7012666667,14.7837666667,15.3176666667,6.6162,7.04713333333,4.9506,8.78586666666,6.09773333333,19.5746,7.53166666667
391.72,5.73653333333,38.7978,14.8193333333,15.3874666667,6.65913333334,7.08406666667,5.00313333333,8.83996666666,6.16106666667,19.6184666667,7.5702
392.08,5.7702,38.7988666667,14.8152666667,15.4208,6.653,7.0922,5.00573333333,8.84560000001,6.15566666667,19.6218666667,7.57093333333
392.44,5.76573333333,38.7230666667,14.817,15.4052666667,6.63966666667,7.0854,4.9952,8.82333333334,6.14653333333,19.6308,7.53986666667
392.80,5.72173333333,38.7109333333,14.7967,15.4168666667,6.62326666667,7.0516,4.95306666667,8.7852,6.09393333333,19.6237333333,7.5242
393.16,5.70033333333,38.6571333333,14.7859666667,15.4551333333,6.60913333333,7.03046666667,4.93246666667,8.79440000001,6.07426666667,19.6175333333,7.52766666667
393.52,5.72,38.6076666667,14.7707666667,15.4612,6.58846666667,7.01933333333,4.9522,8.79886666667,6.06846666667,19.5956666667,7.5082
393.88,5.70433333333,38.5700666667,14.7493333333,15.447,6.5546,6.99506666667,4.91846666667,8.81293333334,6.0496,19.5872,7.48246666667
394.24,5.72846666667,38.5726666667,14.8196333333,15.4852666667,6.573,7.02526666666,4.9598,8.83823333334,6.066,19.6194666667,7.5112
394.60,5.6944,38.6186666667,14.8263,15.5086,6.56513333334,7.03386666667,4.9472,8.81796666667,6.0896,19.631,7.4988
394.96,5.73673333333,38.6206,14.8290333333,15.5389333333,6.5856,7.04726666667,4.98506666667,8.85843333333,6.11573333333,19.6420666667,7.54153333333
395.32,5.73613333333,38.6172,14.8680333333,15.6036,6.62913333333,7.07913333333,5.00913333333,8.87319999999,6.12886666667,19.6698,7.5484
395.68,5.69013333333,38.4258,14.8272333333,15.5568666667,6.59953333333,7.05906666667,4.9924,8.83433333333,6.0952,19.5760666667,7.50486666667
396.04,5.63953333333,38.3890666667,14.8245,15.5484,6.57906666667,7.04286666667,4.958,8.80930000001,6.06133333333,19.5687333333,7.46
396.40,5.59166666667,38.3475333333,14.7808666667,15.5260666667,6.52866666667,7.00506666667,4.90813333333,8.8048,6.00813333333,19.5242666667,7.43
396.76,5.58853333333,38.3463333333,14.7699666666,15.4980666667,6.52526666667,6.9928,4.91666666666,8.78253333333,6.0216,19.5182666667,7.42186666667
397.12,5.55506666667,38.2783333333,14.7295666667,15.4246,6.4766,6.9594,4.87673333333,8.72533333333,5.97693333333,19.4338666667,7.36673333333
397.48,5.567,38.2933333333,14.7669666667,15.4372666667,6.48146666667,6.985,4.8992,8.74073333334,6.0036,19.4683333333,7.3716
397.84,5.61753333333,38.3786,14.8374333333,15.515,6.52466666667,7.02126666667,4.93593333333,8.77490000001,6.05313333333,19.537,7.4136
398.20,5.61186666667,38.3368,14.7588333333,15.5139333333,6.5114,7.02853333333,4.91793333333,8.80203333333,6.04533333333,19.5220666667,7.408
398.56,5.60093333333,38.2531333333,14.7327666666,15.5066666667,6.49713333334,7.02746666667,4.9186,8.81023333333,6.01153333334,19.5092666667,7.39133333333
