wavelength,Back_ParGulm,Belly_ParGulm,Breast_ParGulm,Crissum_ParGulm,Crown_ParGulm,DorTail_ParGulm,Rump_ParGulm,Throat_ParGulm,WingTip_ParGulm
549.98,9.45059999999,59.0988,49.7594666667,56.9742666667,5.91503333333,8.23923333333,7.71403333334,7.12791666666,9.24723333334
550.32,9.38766666666,59.1331,49.723,56.9550666667,5.83373333333,8.18556666667,7.64127777777,7.07091666667,9.16893333333
550.66,9.33942222223,59.0613333333,49.6591333333,56.9083333333,5.7738,8.13626666667,7.59882222222,7.03575,9.11856666667
551.01,9.3608888889,59.1274333333,49.6720666667,56.9506,5.77503333333,8.14793333333,7.59473333333,7.04675,9.11023333333
551.35,9.34857777778,59.2267,49.7529333333,57.0224666667,5.7734,8.1483,7.59186666666,7.0555,9.12930000001
551.69,9.40635555555,59.3469666667,49.8347333333,57.0676,5.8368,8.20093333333,7.62655555556,7.09275,9.16846666667
552.03,9.43348888888,59.3097,49.8608666667,57.0466666667,5.8524,8.2444,7.65203333333,7.13433333333,9.21616666667
552.38,9.42931111112,59.2851666667,49.8611333333,57.0232,5.84176666666,8.24943333333,7.63428888889,7.132,9.21136666667
552.72,9.47242222222,59.2352666667,49.857,57.0366,5.8553,8.26173333333,7.64727777777,7.16766666667,9.20886666666
553.06,9.49677777778,59.2869333333,49.9328,57.071,5.88966666667,8.31646666667,7.69098888888,7.19416666667,9.25343333333
553.40,9.47204444445,59.3299666667,49.9638,57.1284666667,5.85013333333,8.29516666667,7.65374444445,7.15516666667,9.21910000001
553.74,9.43539999999,59.2986,49.9498666667,57.1419333333,5.82113333333,8.27916666667,7.61294444445,7.12866666667,9.20296666667
554.09,9.51495555556,59.2666333333,49.9759333333,57.1832,5.90853333333,8.3576,7.68386666667,7.18433333333,9.30100000001
554.43,9.62753333333,59.4070333333,50.0986666667,57.3154,6.03413333333,8.46476666667,7.77511111112,7.27208333333,9.38870000001
554.77,9.72586666666,59.3925666667,50.1591333333,57.3268666667,6.14496666667,8.58333333333,7.89383333334,7.39858333333,9.49593333334
555.11,9.70955555555,59.373,50.1552,57.3036666667,6.13156666667,8.58403333333,7.89368888888,7.36425,9.47426666666
555.45,9.66326666666,59.2758666667,50.0672666667,57.267,6.07126666667,8.5379,7.85200000001,7.3255,9.41806666667
555.80,9.68604444445,59.2899333333,50.1071333333,57.3015333333,6.1004,8.521,7.86093333333,7.33783333333,9.392
556.14,9.69715555556,59.3162666667,50.1718666667,57.3484666666,6.14433333333,8.52906666667,7.89888888889,7.37716666667,9.43356666667
556.48,9.67093333333,59.3715666667,50.1958,57.3679333333,6.15206666667,8.50296666667,7.89534444445,7.37325,9.44406666666
556.82,9.64700000001,59.3949,50.1789333333,57.4072666667,6.12796666667,8.48083333333,7.86264444445,7.3455,9.38783333333
557.16,9.63473333333,59.3777333333,50.1797333333,57.4476,6.1244,8.47296666667,7.83181111112,7.34083333333,9.39186666667
557.50,9.66802222223,59.4242666667,50.2463333333,57.4886666667,6.1615,8.49783333333,7.8695,7.37633333333,9.40670000001
557.85,9.68166666667,59.5032666667,50.3596,57.5954666667,6.20993333333,8.54393333333,7.90111111111,7.41175,9.42129999999
