wavelength,Back_TanPalm,Belly_TanPalm,Breast_TanPalm,Crissum_TanPalm,Crown_TanPalm,DorTail_TanPalm,Patch10_TanPalm,Patch11_TanPalm,Patch12_TanPalm,Rump_TanPalm,Throat_TanPalm,WingTip_TanPalm
196.27,-27.0833333332,-107.291666667,-109.895833333,-171.354166667,-313.020833334,-306.25,-49.4791666666,-43.2291666668,-43.2291666666,-229.6875,-164.583333334,-179.6875
196.65,230.555583333,450.000166666,433.333416667,637.499958333,931.944416666,979.166583336,252.777666667,356.944416666,284.722166667,802.77775,594.444499999,716.666583334
197.03,117.12975,188.888833333,182.8705,213.657541667,320.833416667,361.574083333,106.481416667,147.684916667,129.166666667,314.351916667,230.09275,274.537
197.40,319.697166667,446.21225,426.515166667,424.242416667,612.87875,706.818166667,277.27275,373.484833333,313.636416667,640.909083333,478.03025,567.424333334
197.78,212.121166667,235.606,235.227333334,227.840916666,326.51525,389.01525,165.1515,220.075583333,196.969666667,339.015083334,264.393916667,320.07575
198.16,164.722166667,180.555583333,184.722333333,172.500125,248.055416667,287.22225,129.722166667,172.500083333,156.388833333,252.222166667,200.83325,239.72225
198.54,205.68175,208.712166667,238.636333333,238.447,327.651416667,371.590833333,145.075833333,235.606,204.924166667,322.348583333,250.378833333,293.939416667
198.92,147.777833333,142.77775,175.8335,156.111208334,248.333416666,276.111166667,108.333416667,175.277583333,164.999833333,223.611083333,189.1665,200.555583333
199.30,104.078,91.1348333334,128.723333333,114.627625,165.957583333,183.510583333,72.5177499999,124.1135,121.09925,142.375833333,132.8015,136.170166667
199.68,95.83325,86.5591666668,116.532166667,100.87375,145.5645,158.33325,70.5645000001,112.096666667,108.467666667,121.505416667,118.279416666,119.085916667
200.06,111.818083333,92.8787499999,126.515083333,115.075791667,165.909083333,178.333416666,79.0908333334,124.545416667,114.696916667,132.121166667,135.605916667,132.42425
200.44,138.333333333,101.875,161.25,145.208333333,211.041666667,226.458333333,97.7083333333,139.375,138.958333333,156.25,173.333333333,169.583333333
200.82,252.450916667,165.686166667,315.196083333,262.499916666,422.549166667,438.235083333,150.490166667,231.862833333,240.68625,285.784416667,305.392166667,299.50975
201.19,168.229166667,115.364583333,203.125,191.927083333,258.072916667,261.197916667,111.71875,157.8125,159.895833334,184.635416667,194.010416667,184.375
201.57,108.5,74.5,131.166666666,131.75,164.333333333,167.5,65.9999999999,99.8333333333,99.5,115.166666667,123.166666667,113.833333333
201.95,101.100666667,72.9559999999,124.685583333,128.852125,151.257833333,153.459166667,56.4465000001,96.8552499999,86.9497499999,105.817666667,111.792416667,99.9998333333
202.33,114.622583333,80.0314999999,132.547166667,140.644625,160.377333333,163.522,65.4086666667,101.572333333,101.257833333,117.452916667,115.251666667,107.704416667
202.71,107.729416667,84.5410833334,124.154583333,124.818791667,146.73925,144.56525,74.5169166666,95.0484166667,101.690833334,111.352583333,104.710166667,104.831
203.09,110.173166667,91.7749166666,124.13425,128.192833333,143.939333334,139.718583333,75.1083333333,95.8873333334,101.190333334,109.8485,101.731583333,104.5455
203.47,119.444333333,100.241583333,126.811416667,132.36725,160.386416667,150.2415,80.4348333334,100.966416667,101.328666667,116.666666666,108.454166667,115.33825
203.85,123.774583334,107.475416667,126.715833333,144.485333333,165.073666667,150.490166667,81.0049166668,105.392083333,103.308833334,120.098,110.049083333,116.91175
204.22,123.35875,111.111,132.828166667,156.628916667,167.5505,150.757416667,79.7980833333,112.499833333,104.41925,123.86375,100.88375,117.676916667
204.60,136.8055,129.305416667,147.916583333,176.458416667,189.166583334,162.777833333,86.6665833333,130.138916667,120.972416667,136.8055,110.139083333,134.027666667
204.98,121.857916667,115.983666667,131.420833333,165.573625,176.912416667,145.765083334,72.9508333333,120.082083333,110.792416667,120.49175,103.142083333,128.6885
205.36,120.424833333,112.908416667,131.209,183.251708334,184.15025,145.751583333,61.60125,121.895583333,110.4575,118.3005,91.9934166666,138.235083333
205.74,140.891583333,120.542583333,151.550333333,214.728625,213.17825,166.279,75.7753333333,144.379916667,128.682083333,134.302333333,105.426416667,171.124083333
206.12,136.347583333,121.2765,147.695166667,217.375958333,213.829916667,160.106416667,89.8935833334,141.844,128.545916667,133.688166666,114.893583333,176.595916667
206.50,118.840666667,109.239083333,139.855083333,214.855083334,209.601416667,146.92025,75.9056666666,140.76075,110.144833333,111.9565,101.086916667,169.202833333
206.87,124.999916667,104.528916667,135.326,216.304083333,198.188416667,146.37675,64.1304166666,139.3115,104.34775,104.89125,87.6811666667,159.601416667
207.25,161.90475,127.142916667,168.095333333,284.404708333,257.618916667,177.857166667,81.9048333334,189.0475,137.857166667,134.285666667,105.714333333,201.666666667
207.63,187.121333333,147.22225,207.82825,319.69675,280.302916667,199.999916667,106.313083333,209.848416667,174.242416667,156.313083334,126.76775,216.919166667
208.01,188.0,149.666666667,229.666666667,367.5,312.0,214.666666667,92.6666666665,230.666666667,189.0,154.666666667,127.666666667,239.333333333
208.39,272.777833333,191.111083333,319.444416666,557.5,460.555583333,303.888833333,122.22225,349.999833333,290.000083333,210.000083333,185.555416667,370.000083334
208.77,228.333416667,177.222166666,274.4445,507.222375,438.333333333,281.111083333,107.22225,323.33325,266.111166667,196.111166667,151.111166667,344.444416667
209.14,228.75,197.083333333,263.333333333,453.541666667,387.083333333,297.916666667,141.666666667,298.333333333,255.833333334,212.916666667,162.5,305.0
209.52,264.91225,250.87725,305.263166666,485.745541667,446.49125,392.105333333,186.842083333,324.122666667,308.33325,253.947416667,215.789416666,338.596416667
209.90,320.58825,331.372583333,359.313666667,568.137083333,537.745166667,479.411833333,254.41175,376.96075,410.29425,324.019583333,270.588083333,414.215666667
210.28,533.333333333,539.166666666,590.833333333,916.666666667,892.5,809.166666667,412.5,614.166666667,686.666666668,530.833333334,420.0,695.0
210.66,668.5185,662.963083333,716.666583334,1071.296125,1081.4815,969.444416666,503.70375,695.370416667,845.370416666,645.370333333,550.925916667,828.703666666
211.03,5741.66666666,6233.33333333,6666.66666668,9995.83333333,10008.3333333,9141.66666666,4983.33333333,6183.33333334,7524.99999999,6000.0,5500.0,7866.66666667
211.41,-164.506166667,-214.197416667,-207.4075,-337.191416667,-323.45675,-318.827333334,-161.111083333,-172.222166667,-255.555416667,-189.1975,-178.395083333,-268.21
211.79,-148.774416667,-186.764666667,-183.578333334,-292.769708333,-267.401833333,-286.029333333,-135.049,-157.843166667,-215.68625,-170.098083333,-166.911666667,-224.754916666
212.17,-167.521416667,-176.709333333,-191.23925,-283.654125,-263.247833334,-286.32475,-150.0,-150.854666667,-216.880333333,-180.982916667,-166.239333333,-217.094083333
212.55,-400.793833334,-395.238166667,-434.920583333,-607.142958333,-574.206333333,-633.333416666,-348.8095,-344.84125,-482.936666667,-408.730083333,-384.920666666,-472.222333333
212.92,-399.637583333,-358.33325,-422.826,-607.971083333,-538.043416667,-616.666583333,-347.826,-333.695666667,-462.681166666,-398.913166667,-374.27525,-448.913083333
213.30,-223.026416667,-187.28075,-234.649083333,-343.53075,-312.28075,-345.83325,-190.789416666,-188.157916667,-260.745666667,-219.5175,-207.675333333,-253.947416667
213.68,-255.303083333,-209.8485,-263.383666667,-393.181875,-351.51525,-381.818,-207.828333334,-223.232333333,-286.363666667,-246.212083333,-235.606166667,-286.86875
214.06,-392.029166667,-308.695666667,-401.811583333,-582.065333334,-519.203083333,-563.76825,-311.232,-343.478083333,-402.173833333,-368.840583333,-358.695666667,-426.44925
214.44,-282.291666667,-216.666666667,-294.53125,-409.375,-361.979166667,-408.854166667,-214.583333333,-243.489583333,-282.8125,-280.46875,-241.666666667,-298.4375
214.81,-207.170666667,-166.279083333,-216.279166667,-304.166541666,-257.558333334,-304.263583334,-160.65875,-186.240416667,-206.976833333,-215.116333333,-172.28675,-225.775166667
215.19,-179.166833333,-138.715416667,-181.25,-255.902833333,-222.048666666,-259.722333333,-133.159833333,-170.3125,-185.069416666,-184.02775,-150.520833333,-197.743083334
215.57,-211.382,-146.748083333,-209.75625,-293.191083333,-248.780583333,-296.341416667,-153.6585,-209.146166667,-205.691083333,-213.008083333,-172.1545,-220.935083333
215.95,-191.25,-122.916666667,-196.25,-275.9375,-248.75,-273.75,-146.25,-209.791666667,-192.083333333,-199.791666666,-154.791666667,-217.291666667
216.32,-121.24175,-74.5098333333,-131.20925,-191.421791667,-172.875666666,-185.130916666,-88.8889166668,-149.019833333,-126.30725,-127.77775,-102.124083333,-151.96075
216.70,-69.8809166667,-46.66675,-81.4286666666,-124.10725,-107.619083333,-116.666833333,-49.5238333333,-94.4048333332,-75.8332500001,-81.78575,-62.2618333333,-97.0238333333
217.08,-68.15925,-56.46775,-89.5521666667,-120.708833333,-113.557,-113.806083333,-47.8855833333,-92.6617499998,-76.8655000001,-83.7063333334,-61.06975,-97.5125
217.46,-66.1538333334,-58.9745,-93.5896666667,-118.525708333,-111.41025,-105.769333333,-45.76925,-87.8205000001,-72.0513333334,-83.8461666666,-60.3846666666,-86.1536666666
217.83,-59.5771666667,-53.7313333333,-92.1640833333,-112.313208333,-109.577166667,-98.3830833334,-49.5025,-83.4576666667,-69.4031666667,-77.4875833333,-56.0945,-79.6019166667
218.21,-53.9681666667,-53.5714166667,-87.6984166668,-112.764583333,-110.3175,-94.5767499998,-46.95775,-84.9209166668,-69.4444166666,-76.8517499999,-53.5715,-78.307
218.59,-52.6315833333,-58.1870833333,-94.0056666668,-118.567208333,-124.12275,-95.7601666666,-48.9765833333,-92.6900833334,-82.89475,-75.7309166667,-64.9122499999,-80.2630833333
218.97,-47.16975,-51.415,-86.6351666666,-113.52225,-120.440166667,-83.0190000001,-38.0503333333,-93.39625,-80.9748333335,-69.49675,-67.6099166668,-68.71075
219.34,-68.4783333333,-63.2245833334,-108.5145,-131.340625,-142.210166667,-95.4709166667,-52.3550833333,-107.789916667,-99.4565000002,-90.2172499999,-77.8985833334,-86.413
219.72,-143.5485,-132.795583333,-206.720333333,-239.113041667,-257.795666667,-172.043166666,-112.365666667,-184.94625,-178.4945,-172.580666667,-155.645083333,-181.989166667
220.10,-186.728333334,-184.568,-238.580166667,-299.074,-294.4445,-218.518416667,-140.740833333,-223.7655,-224.691416667,-216.666583334,-201.234583333,-231.172833334
220.47,-277.174083333,-272.463833333,-305.797083333,-388.043541667,-378.260916667,-303.9855,-215.942,-322.46375,-300.3625,-303.985666666,-275.3625,-314.492833334
220.85,-342.46025,-327.380916667,-365.476166667,-445.833166667,-459.523916667,-366.269833333,-275.0,-403.571416667,-340.873083333,-351.587333333,-328.96825,-382.142833333
221.23,-413.888833333,-368.5185,-390.27775,-529.166625,-526.388833333,-431.944416667,-314.814833334,-471.29625,-394.907333333,-424.074,-369.907333333,-437.963083333
221.61,-532.22225,-459.999916666,-462.22225,-651.388916667,-643.888916667,-568.33325,-401.666666667,-592.222083333,-496.111,-510.5555,-452.222166667,-571.111083333
221.98,-255.46875,-218.229166667,-200.78125,-306.25,-294.270833333,-265.104166666,-173.697916667,-266.145833333,-223.4375,-239.84375,-209.635416667,-261.458333333
222.36,-149.836583333,-126.634,-108.006416667,-172.794291667,-163.398666666,-152.287583333,-94.281,-152.450833333,-130.392166667,-127.614416667,-116.339833333,-143.300833333
222.74,-130.790833333,-108.192166667,-82.4858333332,-148.446208333,-141.242916667,-134.039583333,-84.4631666668,-134.321916667,-108.333333333,-112.429416667,-105.225916667,-129.519666667
223.11,-137.648916667,-119.196583333,-90.9225833333,-165.996958333,-153.422583334,-147.916833333,-94.7916666667,-147.470166667,-121.72625,-127.232166667,-117.559416667,-141.517833333
223.49,-148.090333333,-142.187583333,-98.7846666665,-189.322916667,-165.624916667,-165.104166667,-100.34725,-159.02775,-133.680666667,-135.937416667,-133.33325,-157.8125
223.87,-115.8805,-113.207666666,-71.85525,-149.371083333,-137.42125,-133.333333333,-80.5031666668,-120.754916667,-107.7045,-107.389916667,-108.64775,-126.572583333
224.24,-99.8511666668,-91.6666666666,-51.9345,-124.404875,-120.684583333,-105.20825,-66.6666666667,-97.6189166667,-87.7975833333,-89.5834166667,-84.8215833334,-100.2975
224.62,-132.751916667,-130.23275,-81.97675,-167.635583333,-171.511666666,-146.7055,-89.72875,-131.782833334,-126.938083333,-129.457416667,-122.286916667,-135.65875
225.00,-124.305583333,-130.787083333,-70.6019166667,-168.402833333,-170.3705,-136.57425,-83.1018333334,-119.212916667,-138.65725,-124.768583333,-123.611166666,-128.47225
225.38,-68.1818333333,-69.2424166667,-34.5454166666,-96.2879166667,-100.151666667,-71.6666666667,-43.9394166667,-68.0303333334,-80.0,-66.6664999999,-72.7274166667,-72.1210833333
225.75,-65.8044166666,-66.5229166667,-39.5114166667,-91.9540833333,-98.1321666667,-72.2700833334,-48.8505833333,-66.3790833333,-79.7414166667,-68.8219166667,-74.2817499999,-71.2644166666
226.13,-49.72675,-49.04375,-33.19675,-78.8934166667,-84.6995,-56.4206666667,-41.5301666666,-58.3335,-69.26225,-55.8743333333,-61.0655,-63.2514166667
226.51,-53.889,-54.02775,-45.1389166667,-84.8609166667,-99.0277500002,-59.8613333334,-40.8333333333,-58.88875,-74.02775,-68.7500833333,-68.7501666667,-73.7498333333
226.88,-27.94125,-37.9903333334,-32.23025,-59.497625,-66.6666666667,-34.6814166667,-21.4461666667,-31.6174166667,-47.05875,-36.7648333333,-37.0098333333,-45.83325
227.26,-23.7269166667,-32.0601666666,-25.11575,-44.5603333334,-55.9028333333,-29.861,-18.8656666667,-21.52775,-36.5740833333,-28.588,-26.5045833333,-40.1621666667
227.64,-20.37025,-20.64825,-20.0,-40.6018333333,-49.9999166667,-24.81475,-21.1111666667,-24.0739166666,-28.6110833333,-26.6666666666,-21.4814166667,-32.31475
228.01,-11.6351666667,-10.4559166667,-12.4214166667,-28.6555833333,-36.71375,-16.4308333333,-11.5565833333,-21.2260833333,-16.8241666667,-17.217,-10.456,-18.7106666667
228.39,-6.08475,-5.02658333334,-10.3175833333,-21.1970833334,-28.50525,-11.8385833333,-5.09249999998,-17.5264166667,-10.7804166667,-10.119,-6.746,-12.63225
228.76,7.50549999998,6.23625,4.5805,-7.97479166667,-8.60933333332,3.256,4.58075,-5.96041666667,1.76608333333,4.30474999999,7.61583333333,-1.04858333332
229.14,6.05608333332,2.18016666667,2.3255,-10.7074166667,-10.3680833333,-0.04850000001,2.03483333334,-8.18816666667,0.82366666666,1.16275,5.28108333333,-5.28099999999
229.52,5.572,-2.36691666666,-1.82458333333,-11.4891666667,-11.9328333333,-3.59950000002,1.62708333333,-10.5029166667,0.443833333325,1.23275000001,2.9585,-8.28391666666
229.89,8.47775000002,-2.07125,1.44491666667,-9.10412500001,-8.815,-0.52991666665,4.04633333333,-8.67049999999,3.51650000002,4.62425,5.97308333332,-7.41808333333
230.27,6.69641666666,-5.15875,2.23216666667,-7.86216666667,-7.98608333334,-1.48825,2.57933333334,-8.82924999999,3.27383333333,6.39891666667,6.15066666666,-5.15875
230.65,12.3529166667,-1.2745,6.32341666667,-4.04400000001,-1.66658333333,0.931333333342,5.39224999999,-6.86283333334,7.40199999998,11.2745,11.1765,0.58825
231.02,9.11458333334,-2.23958333333,4.84374999999,-8.22916666666,-4.53125,-1.97916666667,2.55208333334,-14.4270833333,3.85416666667,5.72916666666,7.76041666667,-2.13541666668
231.40,3.11841666667,-5.87933333333,1.48258333335,-10.7360833333,-10.3781666667,-5.41900000001,0.204499999992,-19.683,1.89158333333,2.76058333334,5.31675,-3.22099999999
231.78,6.56558333334,-4.84858333334,4.84858333333,-5.32816666667,-7.67675,-4.74758333333,3.78783333334,-14.2425,4.94949999998,5.30308333332,6.31308333333,0.909083333325
232.15,6.42249999999,-5.99783333333,6.21016666668,-6.23695833333,-8.22725,-6.31649999999,2.70691666667,-15.97675,4.40541666666,4.88325,5.30775,-0.58383333335
232.53,2.04075,-8.50341666667,2.15416666666,-10.8277916667,-10.2608333333,-11.1678333333,-4.25166666667,-20.1246666667,-0.907000000007,1.19050000001,0.793583333333,-8.10658333334
232.90,-3.75583333333,-11.2678333333,-1.17358333334,-13.8790416667,-18.2510833333,-16.9600833334,-10.5046666667,-22.0659166667,-3.57983333334,-4.69491666667,-9.62441666667,-13.4390833333
233.28,-5.64108333332,-9.74366666666,-1.60258333332,-15.4808333333,-18.4614166667,-22.0514166667,-11.5385,-24.0385833333,-2.69233333332,-6.79483333333,-10.2564166667,-11.859
233.66,-3.61758333334,-6.33075,4.90950000001,-15.5685416667,-18.6694166667,-22.0285,-13.75975,-22.8036666667,-4.65141666667,-7.10591666667,-11.9508333333,-11.82175
234.03,-2.39024999999,-4.71575,10.3359166667,-12.8229166667,-18.8629166667,-19.8319166667,-11.9510833333,-23.9018333333,-4.58675000001,-7.3645,-12.46775,-10.0774166667
234.41,0.826999999993,-0.318083333325,12.5318333333,-12.3729166667,-17.6208333333,-19.6564166666,-9.66916666668,-22.77375,-2.60808333332,-7.25199999999,-10.878,-14.3130833333
234.78,1.47758333333,2.71875000001,15.7210833333,-9.69254166667,-13.889,-17.3169166667,-9.92908333335,-19.799,-0.295333333335,-3.54616666667,-10.10625,-13.5934166666
235.16,-2.24133333333,-1.55175,14.1379166667,-14.5400416666,-17.8736666666,-19.88525,-14.0804166667,-20.977,-3.10341666668,-8.39083333334,-14.7125,-17.2988333333
235.54,1.81408333333,1.75750000001,18.76425,-13.8605416667,-15.2494166667,-16.72325,-12.4715,-15.24925,-1.53058333334,-5.15858333332,-12.64175,-17.517
235.91,5.87908333333,7.56641666667,23.2616666667,-8.767875,-8.99791666667,-11.2983333334,-7.20858333332,-12.01425,0.56233333334,-0.869166666658,-4.19224999999,-13.0368333333
236.29,5.60358333334,7.47124999999,23.7069166666,-10.2012083333,-8.57283333332,-11.39825,-6.99225,-11.8774166667,-1.81983333333,-1.38883333333,-4.50191666668,-10.8238333333
236.66,13.3166666667,13.191,28.2664166667,0.293166666667,-3.22449999999,-3.09883333332,-0.293083333335,-2.26133333334,5.61133333334,4.52258333334,4.69008333335,-2.5545
237.04,12.4999166666,10.7605,25.5259166667,-2.99354166667,-2.83191666668,-2.71033333333,-0.202333333332,-4.77350000001,5.58241666666,4.28816666667,5.50149999998,-2.79133333333
237.41,12.3821666667,10.0629166667,22.91675,-4.579375,-3.73433333334,-0.23583333334,-1.92608333333,-6.28958333333,3.77358333334,4.32391666667,3.341,-4.08808333333
237.79,15.3418333333,12.5175,24.16325,-1.95270833333,0.313833333333,4.07958333334,2.92891666667,-1.42966666667,8.26366666664,7.32225,10.042,1.56899999999
238.17,16.3474166667,14.7509166667,22.4139166667,-0.973791666667,1.85175,3.83133333333,2.9055,-0.0319166666675,8.17366666668,8.23766666666,11.2388333333,3.03333333334
238.54,13.6141666667,10.2259166667,19.2306666666,-3.708625,-0.579916666668,2.22825,0.579999999999,-2.96074999999,4.54824999999,3.84625,7.96691666666,0.0305833333308
238.92,11.4003333333,7.00250000001,14.58325,-7.30604166667,-2.98033333333,0.868,-1.794,-5.72899999999,2.31483333333,1.01275,5.67141666668,-1.88066666667
239.29,14.0198333333,9.82708333333,16.0376666667,-2.38479166666,1.23175,3.01358333334,2.01766666667,-2.35858333333,6.368,5.68658333333,9.59108333333,1.5985
