wavelength,Back_CisLevm,Belly_CisLevm,Breast_CisLevm,Crissum_CisLevm,Crown_CisLevm,DorTail_CisLevm,Patch10_CisLevm,Patch11_CisLevm,Rump_CisLevm,Throat_CisLevm,WingTip_CisLevm
375.09,35.1599333333,37.0831,6.2527,34.6148,8.71386666667,6.25733333332,27.1892666667,27.4468666667,33.7712574359,5.44386666667,4.36313333333
375.45,35.1403333333,37.0951,6.13583333333,34.6443333333,8.58973333333,6.19440000001,27.1610666667,27.3612666667,33.7676723077,5.34086666667,4.272
375.81,35.2336,37.2419666667,6.13633333333,34.7645333333,8.60006666667,6.23833333333,27.1526,27.3592,33.8349912821,5.3336,4.22866666667
376.18,35.3002,37.2649333333,6.07716666667,34.821,8.52800000001,6.19173333333,27.1371333333,27.3515333333,33.8499184616,5.28866666667,4.1586
376.54,35.3934666667,37.4203666667,6.07256666667,34.9517333333,8.53413333333,6.1514,27.2054666667,27.3853333333,33.9239276923,5.2854,4.0962
376.90,35.4736666667,37.4829,6.04833333333,35.0476666667,8.54080000001,6.13093333333,27.1976666667,27.4182666667,34.0007579487,5.2864,4.0436
377.26,35.5050666667,37.5823666667,6.00786666667,35.0895333333,8.48073333334,6.09259999999,27.1825333333,27.4085333334,34.0528348718,5.26246666667,4.00926666667
377.63,35.6302,37.7281666667,5.9835,35.2225333333,8.4426,6.04653333334,27.2592666667,27.4748,34.1481523077,5.22813333333,3.9904
377.99,35.7707333333,37.9106,6.06176666667,35.3758,8.49273333334,6.10753333333,27.3572666667,27.5978666667,34.2784184615,5.28226666667,4.0208
378.35,35.9388,38.0815333333,6.188,35.5033333333,8.5574,6.15933333334,27.4445333333,27.6826666667,34.4235225641,5.364,4.11006666667
378.71,36.0627333333,38.2496,6.15266666667,35.6146,8.49206666667,6.121,27.4439333333,27.7042,34.4923907692,5.31773333333,4.05193333333
379.07,36.0464666667,38.2236333333,6.07786666667,35.6048,8.41926666666,6.02113333334,27.3982,27.6385333333,34.4808112821,5.26273333333,3.9832
379.44,36.1327333333,38.3397666667,6.0749,35.7096,8.45893333333,5.99246666667,27.3765333333,27.6778,34.5592753846,5.2884,3.99706666666
379.80,36.3589333333,38.5279,6.0877,35.8511333333,8.4844,5.98540000001,27.4860666666,27.8094,34.7217205128,5.342,4.05513333333
380.16,36.5003333333,38.6886666667,6.16603333333,35.9684666667,8.57113333334,6.0594,27.5642,27.9353333333,34.8445425641,5.41726666667,4.11113333333
380.52,36.4882,38.7719333333,6.08866666667,35.9537333333,8.51353333333,6.01866666667,27.5004,27.874,34.8730507692,5.34146666667,4.0678
380.88,36.5594,38.8799333333,6.0912,35.9804,8.54166666666,6.02853333333,27.5436,27.9186666667,34.9468528205,5.34853333333,4.1014
381.24,36.6139333333,38.9088333333,6.03946666667,35.9946666667,8.4934,5.97760000001,27.4606,27.8502666667,34.9253692308,5.28206666667,4.03686666667
381.61,36.7272,39.0668333333,6.11706666667,36.1068,8.5542,6.02519999999,27.5362,27.9065333333,35.0398010256,5.33553333333,4.09513333333
381.97,36.7839333333,39.1355666667,6.04963333333,36.1203333333,8.50873333333,5.94779999999,27.5134666667,27.8826,35.0628635897,5.26066666667,4.01926666667
382.33,36.8152666667,39.2211,6.00506666667,36.0919333333,8.4848,5.89353333333,27.4843333333,27.8906,35.0743374359,5.2084,3.98786666667
382.69,36.8694,39.2531,6.04516666667,36.1396,8.54479999999,5.92413333333,27.4090666667,27.8882666667,35.0705148718,5.2498,4.02193333333
383.05,37.0472666667,39.4376666667,6.11283333333,36.309,8.60079999999,5.9772,27.4854,28.0345333333,35.2222394872,5.30093333333,4.08
383.41,37.3279333334,39.6458,6.2126,36.5064666667,8.6962,6.09586666667,27.6526,28.2078666667,35.4065446154,5.38253333333,4.15446666667
383.77,37.3610666667,39.6917666667,6.2446,36.5407333333,8.71633333334,6.09853333333,27.7108,28.2468,35.4686476923,5.39533333333,4.14506666667
384.14,37.4250666667,39.7878666667,6.2138,36.5970666667,8.69913333333,6.03193333334,27.7149333333,28.2174666667,35.5263841026,5.36526666667,4.11113333333
384.50,37.5917333333,39.9162,6.2692,36.7014,8.74086666667,6.0422,27.7823333333,28.2950666667,35.6139102564,5.40106666667,4.15113333333
384.86,37.7187333334,40.0306,6.3176,36.7967333333,8.73986666667,6.04086666667,27.8122666667,28.341,35.6602071795,5.38886666667,4.16346666667
385.22,37.8337333333,40.1821666667,6.3792,36.9104,8.80026666667,6.0842,27.9132666667,28.4412666667,35.7809046154,5.42746666667,4.20713333333
385.58,37.9158666667,40.2504,6.39276666667,36.9644,8.84233333333,6.12233333333,27.9193333334,28.488,35.8550676923,5.47186666667,4.23053333333
385.94,38.0542,40.4407333333,6.4636,37.1028,8.9508,6.22473333333,28.0243333333,28.6145333333,35.9680307692,5.5556,4.31833333333
386.30,38.1292,40.5379666667,6.4064,37.2,8.93160000001,6.1962,28.0414666667,28.6573333333,36.0291553846,5.52773333333,4.28506666667
386.66,38.1754,40.6254333333,6.3732,37.2354,8.89013333333,6.17646666667,28.1067333333,28.6694,36.0866425641,5.4934,4.25566666667
387.03,38.2178,40.7148333333,6.36783333333,37.253,8.86219999999,6.18326666667,28.0993333333,28.6660666667,36.1080220513,5.49133333333,4.24446666667
387.39,38.1995333334,40.7860333334,6.30486666667,37.2362666667,8.81646666666,6.11580000001,28.0648,28.6411333333,36.0866579487,5.44333333333,4.1806
387.75,38.3454666667,40.9876,6.34843333333,37.402,8.87366666666,6.16286666667,28.12,28.7444,36.2151451282,5.4796,4.20406666667
388.11,38.4012,41.0552333333,6.32676666667,37.4486666667,8.87373333334,6.14946666666,28.1052,28.7662,36.2333841026,5.45073333333,4.2042
388.47,38.4921333333,41.1375666667,6.28826666667,37.505,8.83553333333,6.12506666666,28.1176,28.7883333333,36.3014964102,5.44706666667,4.1626
388.83,38.5921333333,41.2929333333,6.2973,37.6134,8.83613333333,6.1368,28.1482,28.8222666667,36.3936758974,5.46,4.14173333333
389.19,38.6603333333,41.3816666667,6.23813333333,37.6656666667,8.78213333333,6.06826666667,28.1304666667,28.7939333333,36.4447528205,5.41746666667,4.0614
389.55,38.7252666667,41.4927666667,6.1918,37.6974,8.73159999999,6.01766666666,28.1508,28.8026,36.4665369231,5.34833333333,3.99333333333
389.91,38.7974666667,41.5615,6.16396666667,37.7472,8.69973333333,5.94986666666,28.1732666667,28.7817333333,36.5602717949,5.29433333333,3.93666666667
390.27,38.8508666667,41.6087666667,6.16226666667,37.7678,8.70846666667,5.94233333334,28.1411333333,28.8008,36.5956738462,5.25966666667,3.8954
390.63,39.0103333333,41.7383,6.1771,37.8716666667,8.73233333333,5.93753333333,28.162,28.8731333333,36.68494,5.25773333333,3.8906
391.00,39.1167333333,41.8667333333,6.21423333333,37.9637333333,8.7598,5.95613333333,28.2386,28.9349333333,36.7951851282,5.28193333333,3.91113333333
391.36,39.2353333333,41.9966,6.28856666667,38.0543333333,8.82120000001,5.99499999999,28.2798666667,28.9775333333,36.8998584615,5.32786666667,3.95326666667
391.72,39.2486666667,42.0138666666,6.2604,38.0590666667,8.79919999999,5.98633333333,28.2654666667,28.9384,36.8931958974,5.30286666667,3.94393333333
392.08,39.2863333333,42.0784666667,6.23273333333,38.0714666667,8.77173333333,5.97880000001,28.2805333333,28.9326,36.9213523077,5.2796,3.905
392.44,39.3776666667,42.1961,6.26473333333,38.1354,8.82253333334,5.9974,28.3251333333,28.9735333333,36.9915979487,5.302,3.9412
392.80,39.3452666667,42.1621666667,6.17963333333,38.0956666667,8.75506666667,5.93160000001,28.2626,28.8980666667,36.9528292308,5.23406666667,3.8794
393.16,39.4014666667,42.2486666667,6.2077,38.1492666667,8.78686666666,5.96253333333,28.3149333333,28.9690666667,37.0174533333,5.25166666667,3.9248
393.52,39.482,42.3404666667,6.202,38.2172666667,8.79940000001,5.96433333333,28.3115333333,29.0112666667,37.0784117949,5.26493333334,3.9356
393.88,39.5053333333,42.3886666667,6.1782,38.249,8.77346666667,5.95620000001,28.26,29.0176,37.0448328205,5.27173333333,3.90993333333
394.24,39.6490666666,42.5765333333,6.21373333333,38.3834666667,8.78166666667,5.96573333333,28.3481333333,29.0836,37.1599297436,5.30946666667,3.9198
394.60,39.7556666667,42.675,6.24433333333,38.5017333333,8.82440000001,6.02733333333,28.4466666667,29.1358666667,37.2501846154,5.35473333333,3.94153333333
394.96,39.8264,42.7826,6.2331,38.5617333333,8.85160000001,6.016,28.4386666667,29.1404,37.2579061538,5.3546,3.94413333333
395.32,39.8586666667,42.8197666667,6.2108,38.6208666667,8.81813333334,5.99253333334,28.4322,29.1221333333,37.27916,5.3306,3.93873333333
395.68,39.9599333333,42.9348666667,6.2037,38.6766666667,8.79420000001,5.98446666667,28.4265333334,29.1748666667,37.3354984616,5.336,3.91673333333
396.04,40.1416,43.1950666667,6.27756666667,38.8802666666,8.86113333334,6.0578,28.5438666667,29.3121333333,37.5220282051,5.41726666667,3.98433333333
396.40,40.1974666667,43.2733666667,6.303,38.9489333333,8.88366666667,6.08093333333,28.5458,29.3576,37.5740630769,5.42946666667,3.98733333333
396.76,40.4035333333,43.5256,6.399,39.1564666667,8.98946666667,6.16466666667,28.6581333333,29.5342666667,37.7375005128,5.51386666667,4.06213333333
397.12,40.5254,43.6796666667,6.4228,39.2770666667,9.01873333334,6.19693333333,28.6727333333,29.5595333333,37.8022117949,5.5508,4.0978
397.48,40.6475333333,43.8032333333,6.45903333333,39.4127333333,9.02386666666,6.22253333334,28.7241333333,29.6409333333,37.8967379487,5.59,4.09733333333
397.84,40.805,43.9747333333,6.47363333333,39.5648666667,9.00213333334,6.22626666667,28.7853333333,29.7362666667,38.0375302564,5.58786666667,4.09373333333
398.20,40.8684,44.0183,6.45963333333,39.6019333333,9.01519999999,6.24866666667,28.7778,29.7749333333,38.0694266667,5.61393333334,4.09546666667
398.56,40.9435333333,44.2078666667,6.4744,39.689,9.05446666667,6.23833333333,28.7922666667,29.8277333333,38.1565379487,5.63573333333,4.121
398.92,41.0914,44.3369333333,6.46306666667,39.832,9.02893333334,6.22766666667,28.8355333333,29.9122,38.2710205128,5.60706666667,4.09653333334
399.28,41.2154,44.5012333333,6.49116666667,39.9498,9.07433333333,6.28893333333,28.8905333333,30.0291333333,38.3659205128,5.651,4.1122
399.64,41.2820666666,44.6326,6.53213333333,40.012,9.13013333333,6.28620000001,28.9382666667,30.0661333333,38.4263902564,5.65266666666,4.1432
400.00,41.3712,44.6801666667,6.54733333333,40.0578,9.14413333333,6.279,28.9128,30.089,38.4691738461,5.64833333333,4.12353333333
400.36,41.4712,44.7966666667,6.54713333333,40.1674,9.12673333333,6.27926666667,28.9492666667,30.1417333333,38.5521841026,5.63673333333,4.10086666667
400.72,41.5785333333,44.8899666667,6.5731,40.2199333333,9.16233333334,6.29206666667,28.9946666666,30.1693333333,38.6338528205,5.68066666666,4.12333333333
401.08,41.7342,45.0502666667,6.6288,40.3642666667,9.20546666667,6.33526666667,29.0925333333,30.3038666667,38.7811676923,5.72986666667,4.16146666667
401.44,41.8032,45.1471666667,6.63506666667,40.4309333333,9.24639999999,6.34686666667,29.1197333334,30.3266666667,38.8363558974,5.71833333333,4.1914
401.80,41.8402666667,45.2183666667,6.6356,40.4244666667,9.29533333333,6.34666666667,29.1115333333,30.3128,38.84794,5.7388,4.21026666667
402.16,41.8907333333,45.3147,6.62466666666,40.4836,9.2888,6.32406666667,29.1080666667,30.2795333333,38.8937046154,5.70886666667,4.1958
402.52,41.9432666666,45.3559666667,6.57386666667,40.4984,9.22920000001,6.2896,29.0572,30.2588,38.9134435897,5.6408,4.13446666667
402.88,41.9471333333,45.4179333334,6.56236666667,40.5126666667,9.25420000001,6.28566666667,29.0318666667,30.2618,38.9486953846,5.63573333333,4.11713333333
403.24,42.0195333333,45.5178,6.50806666667,40.5511333333,9.21433333334,6.23033333334,29.0168,30.244,38.9996384615,5.58966666667,4.0576
403.60,42.0540666667,45.5523,6.4717,40.6007333334,9.1626,6.22126666667,28.9804666667,30.2361333333,39.0059948718,5.57926666667,4.02773333333
403.95,42.1333333333,45.677,6.47143333333,40.7154666667,9.15473333333,6.2308,29.0322666667,30.2831333333,39.0711676923,5.57326666667,4.03906666667
404.31,42.1735333333,45.7361333333,6.382,40.7186,9.07146666666,6.14460000001,28.9790666667,30.2495333333,39.0730374359,5.49206666667,3.95953333333
404.67,42.1708666667,45.8153,6.32136666666,40.7614666667,9.00386666667,6.08833333333,28.9565333334,30.2322,39.1060979487,5.41873333333,3.89673333333
405.03,42.1905333333,45.8443333333,6.27253333333,40.7519333333,8.97573333333,6.05720000001,28.8996,30.2043333333,39.0918784615,5.39526666667,3.86106666667
405.39,42.2513333333,45.9169666667,6.2867,40.7984666667,8.98560000001,6.07326666666,28.8896,30.2194,39.1330317949,5.41026666667,3.87693333333
405.75,42.3530666667,46.0302333333,6.3104,40.8705333333,8.99366666667,6.1088,28.9218,30.2512666667,39.2173338462,5.432,3.91053333333
406.11,42.4591333333,46.1328,6.3267,40.9532,9.00380000001,6.11913333333,28.9517333333,30.3374666667,39.2920589744,5.433,3.91613333333
406.47,42.5586666667,46.2701333333,6.37736666667,41.0527333333,9.04226666667,6.15986666667,29.0249333333,30.3986666667,39.3923630769,5.49406666667,3.9678
406.83,42.6982,46.4169333333,6.43196666667,41.1531333333,9.06920000001,6.21533333334,29.0981333333,30.4476666667,39.4788928205,5.5414,4.0414
407.19,42.7819333333,46.5260666667,6.45866666667,41.2041333333,9.07333333334,6.23346666667,29.1207333333,30.4884,39.5404451282,5.5582,4.0828
407.55,42.9471333333,46.7282666667,6.47376666667,41.3074666667,9.08246666667,6.22333333334,29.2074,30.5426,39.6763020513,5.5528,4.0606
407.90,43.0224,46.7982333333,6.4502,41.3091333333,9.08413333333,6.2176,29.1821333333,30.5360666667,39.6920794872,5.55673333333,4.05486666667
408.26,43.1810666667,46.9841,6.57533333333,41.4772,9.24513333333,6.37613333334,29.331,30.665,39.8561651282,5.69606666667,4.19946666667
408.62,43.3608666667,47.1649333333,6.612,41.6022,9.29033333333,6.4374,29.3990666667,30.7546,39.9969123077,5.73446666667,4.2288
408.98,43.4644666667,47.3173,6.64133333333,41.7168,9.31839999999,6.46080000001,29.4626,30.791,40.0875082051,5.7342,4.2254
409.34,43.5542,47.4440666667,6.6289,41.7897333334,9.31673333333,6.46006666667,29.4970666666,30.8535333333,40.155174359,5.7204,4.19986666667
409.70,43.5971333333,47.5485333333,6.62813333333,41.8614,9.32413333333,6.45479999999,29.5046666667,30.8979333333,40.2040087179,5.7006,4.17206666667
410.06,43.6171333333,47.6359666667,6.62293333333,41.9138666667,9.33339999999,6.48066666667,29.5127333333,30.8872666667,40.2426512821,5.7274,4.20373333333
410.42,43.6671333333,47.7071,6.58286666667,41.9536,9.29353333333,6.41999999999,29.4632,30.8894,40.2359784615,5.68226666667,4.15226666667
410.77,43.6798,47.7521,6.5378,41.9626,9.26533333333,6.35413333333,29.4246,30.8785333333,40.2537533333,5.62413333333,4.05753333333
411.13,43.7159333333,47.7947,6.50996666667,42.0139333333,9.26033333333,6.32146666667,29.4026666667,30.8725333333,40.2826666667,5.601,4.011
411.49,43.7440666667,47.8653,6.49373333333,42.0749333333,9.27186666666,6.31480000001,29.3602,30.9113333333,40.3281102564,5.60406666667,4.0174
411.85,43.7899333333,47.9502,6.49983333333,42.1312666667,9.25200000001,6.28726666667,29.3500666667,30.9543333333,40.3744235897,5.58353333333,3.99266666667
412.21,43.8328,47.9916333334,6.44406666667,42.1561333333,9.18919999999,6.2082,29.3015333334,30.9192,40.3820476923,5.52233333333,3.92966666667
412.57,43.8241333333,48.0277333333,6.42066666667,42.1596,9.17193333333,6.1588,29.2428666667,30.8961333333,40.3620194872,5.50933333333,3.89173333333
412.92,43.9318,48.1785,6.41923333333,42.2326666667,9.15786666667,6.15373333333,29.2699333333,30.9494,40.4591261538,5.50066666667,3.89346666666
413.28,43.9502,48.2734333333,6.36883333333,42.2490666667,9.09953333333,6.08806666667,29.2414,30.9156,40.4929738462,5.44546666667,3.82926666667
413.64,44.0594,48.4117666667,6.3654,42.3591333333,9.08733333333,6.08160000001,29.259,30.9473333333,40.5623066667,5.44393333333,3.83226666667
414.00,44.1912666667,48.5749,6.36356666667,42.4724666667,9.067,6.04253333333,29.2766,30.9992,40.6686041026,5.40386666667,3.7882
414.36,44.1845333333,48.6199666667,6.3783,42.456,9.06286666666,6.07373333333,29.2564,31.0075333334,40.6628753846,5.38913333333,3.8018
414.72,44.2713333333,48.6902666667,6.40066666667,42.5334,9.07873333333,6.12533333334,29.2786,31.0362666667,40.7334923077,5.42006666667,3.84906666667
415.07,44.3668,48.8095,6.40326666667,42.6064,9.08099999999,6.13266666666,29.2928,31.0828,40.780574359,5.40506666667,3.857
415.43,44.4556,48.8744,6.44673333333,42.6734666667,9.12313333334,6.18799999999,29.3426666667,31.1162666667,40.8184415385,5.44866666667,3.90386666667
415.79,44.5033333333,48.9849666667,6.43156666667,42.7308666667,9.1338,6.20386666667,29.3534666667,31.1296,40.8480964103,5.44566666667,3.9184
416.15,44.5702,49.1084666667,6.4439,42.779,9.13573333333,6.20939999999,29.3724,31.1930666667,40.8967548718,5.4474,3.90406666667
416.51,44.6446666667,49.1715666667,6.44936666667,42.8647333333,9.14833333334,6.2324,29.3997333333,31.2364,40.9563405128,5.43693333333,3.9154
416.86,44.6681333333,49.2066333333,6.45423333333,42.8967333334,9.14073333334,6.23333333333,29.3873333333,31.2528,40.9539846154,5.44113333333,3.90806666667
417.22,44.735,49.2746333333,6.48613333333,42.9530666667,9.17280000001,6.25886666667,29.4024666667,31.3092666667,41.0036210256,5.46953333333,3.93633333334
417.58,44.7177333333,49.2625,6.45973333333,42.9052,9.13340000001,6.21006666667,29.3618,31.2706,40.98576,5.43946666667,3.90433333333
417.94,44.7422666667,49.3144333333,6.4732,42.935,9.145,6.23233333333,29.3733333333,31.3058,40.9842025641,5.4582,3.92146666667
418.29,44.8181333333,49.4033,6.48863333333,43.0219333333,9.1752,6.25,29.4051333333,31.3552,41.0569938462,5.4966,3.94286666667
418.65,44.8488,49.4809333333,6.48876666667,43.0388666666,9.17373333333,6.24079999999,29.4111333333,31.3770666667,41.0760702564,5.51813333333,3.94606666667
419.01,44.8388666667,49.4948,6.4937,43.0152666667,9.16699999999,6.24846666666,29.4042666667,31.3916,41.0780082051,5.53246666667,3.94746666667
419.37,44.8588666667,49.5465,6.4524,43.0340666667,9.12173333333,6.20806666667,29.3856,31.3879333333,41.0859471795,5.496,3.8954
419.73,44.9234666667,49.6225,6.4832,43.0902666667,9.1426,6.22046666667,29.4181333333,31.4222666667,41.1518410257,5.5192,3.9012
420.08,44.9440666667,49.6706333333,6.49013333333,43.1214,9.167,6.22560000001,29.4246666667,31.4456666667,41.1597789744,5.54333333333,3.92946666667
420.44,44.9708,49.7284666667,6.5015,43.1471333333,9.17893333333,6.22826666667,29.4234666667,31.4660666666,41.1779928205,5.56853333333,3.927
420.80,44.9687333334,49.7448333333,6.48303333333,43.1348666667,9.1686,6.2042,29.3916666667,31.4417333333,41.1698210256,5.54993333333,3.9082
421.16,44.9854666667,49.7838333334,6.48216666667,43.1650666667,9.15766666667,6.20986666667,29.3732666667,31.4276666667,41.1767702564,5.54846666667,3.9024
421.51,45.0551333333,49.878,6.49816666667,43.2370666667,9.18613333334,6.23479999999,29.3952,31.4689333333,41.2246825641,5.55326666667,3.91413333333
421.87,45.0867333333,49.9334,6.4826,43.2576666667,9.16526666666,6.20973333333,29.3608666667,31.4500666667,41.2339533333,5.54013333333,3.88346666667
422.23,45.1684666667,50.037,6.47853333333,43.3228666667,9.16426666667,6.2108,29.3878,31.486,41.3148815385,5.52853333333,3.8632
422.58,45.2404666667,50.1381666667,6.46846666667,43.3866666667,9.15099999999,6.18526666667,29.3866,31.5108666667,41.3630523077,5.49873333333,3.8324
422.94,45.2764666666,50.2045666667,6.45406666667,43.4307333333,9.14540000001,6.17946666667,29.3777333333,31.5142666667,41.4040517949,5.48313333333,3.8164
423.30,45.3316666667,50.3018666667,6.46453333333,43.4796666667,9.15413333333,6.18160000001,29.3839333333,31.5383333333,41.4463020513,5.482,3.82066666667
423.66,45.3332666667,50.3192,6.43606666667,43.4651333334,9.13213333333,6.15499999999,29.3582,31.5072666667,41.4352276923,5.4542,3.79326666667
424.01,45.3366,50.338,6.4382,43.4762,9.11526666666,6.15813333333,29.3235333333,31.4817333333,41.4308194872,5.44693333333,3.78866666667
424.37,45.3918666667,50.4023666667,6.4519,43.5044,9.11926666666,6.1786,29.3356666667,31.4932,41.4510441026,5.45013333333,3.8054
424.73,45.4715333333,50.4894,6.45496666667,43.5704,9.13006666666,6.18453333333,29.3593333333,31.5309333333,41.509485641,5.45466666667,3.82026666667
425.08,45.567,50.6112333333,6.46773333333,43.6457333333,9.1466,6.18826666667,29.3954666667,31.5813333333,41.5737661538,5.4738,3.8334
425.44,45.6295333333,50.6884,6.47346666667,43.7045333333,9.14639999999,6.18733333334,29.4132666667,31.6095333333,41.6292523077,5.49,3.82973333333
425.80,45.6958,50.7362666667,6.4848,43.7504666667,9.15300000001,6.20019999999,29.4351333333,31.6348,41.6642984615,5.5018,3.83993333333
426.16,45.7166666667,50.7649666667,6.47966666667,43.7456,9.14499999999,6.19046666667,29.4079333333,31.6109333333,41.641005641,5.4952,3.84746666667
426.51,45.7568666667,50.8217666667,6.48793333333,43.7661333333,9.15900000001,6.21673333333,29.4106666667,31.6274666667,41.6609579487,5.51513333333,3.8654
426.87,45.9046666667,50.9751,6.5191,43.8918,9.19373333333,6.23853333334,29.4769333333,31.6888,41.7452584616,5.55273333333,3.8974
427.23,45.9716,51.0374,6.50236666667,43.9384666667,9.17560000001,6.22026666667,29.4812,31.7049333333,41.7889605128,5.5312,3.87746666667
427.58,46.1098,51.1874666667,6.51106666667,44.0662666667,9.18066666667,6.23113333334,29.5045333333,31.7815333333,41.8748687179,5.53746666667,3.8794
427.94,46.2331333333,51.3242,6.49536666667,44.1571333333,9.17359999999,6.20986666667,29.5376666667,31.838,41.9719215385,5.51373333333,3.851
428.30,46.3073333333,51.4246666667,6.47593333333,44.2258666667,9.15673333333,6.17146666667,29.5410666667,31.8444,42.0317933334,5.50206666667,3.83746666667
428.65,46.3608,51.4939333333,6.47386666667,44.2692666667,9.14906666667,6.172,29.5430666667,31.8782,42.0653892308,5.50746666667,3.826
429.01,46.3769333333,51.5250666667,6.44976666667,44.2847333333,9.12466666667,6.15273333334,29.525,31.8728666666,42.082914359,5.4824,3.8128
429.37,46.4506666667,51.6290333333,6.43743333333,44.3431333333,9.11746666666,6.14413333334,29.54,31.8942666667,42.132868718,5.46093333333,3.80106666667
429.72,46.5473333333,51.7914333333,6.45753333334,44.4472,9.16253333333,6.15606666667,29.5952666667,31.9460666667,42.2413733333,5.46413333333,3.8274
430.08,46.6291333333,51.9139666667,6.4521,44.5521333333,9.17093333334,6.13093333333,29.6248666667,31.9903333333,42.3104815385,5.46246666667,3.80006666667
430.44,46.7124666667,52.0001666667,6.46786666667,44.6400666667,9.19720000001,6.13393333334,29.6499333333,32.0260666667,42.3649620513,5.47073333333,3.81393333333
430.79,46.7381333333,52.0644,6.47586666667,44.6535333333,9.19400000001,6.12226666666,29.6499333333,32.0344,42.3976517949,5.4772,3.79766666667
431.15,46.7982666667,52.1410333333,6.52103333333,44.7078,9.25066666667,6.1712,29.6638,32.0796666666,42.4370148718,5.52713333333,3.85
431.50,46.8712666667,52.2377333333,6.5365,44.7762,9.27793333334,6.19099999999,29.6978,32.1170666667,42.4872266667,5.54586666667,3.86433333333
431.86,46.8954,52.3060666667,6.54013333333,44.8135333333,9.26213333333,6.17879999999,29.6903333334,32.1060666667,42.5168112821,5.53186666667,3.83826666667
432.22,46.9404666667,52.3745,6.51033333333,44.8462,9.23753333333,6.16513333333,29.6808666667,32.1246666667,42.5553241026,5.50526666667,3.82426666667
432.57,46.9895333333,52.4507,6.50106666667,44.8692,9.23226666667,6.15166666667,29.6819333333,32.1144666667,42.5869061539,5.491,3.81
432.93,47.0394,52.5164,6.47363333333,44.8878,9.20833333333,6.12186666667,29.6746666667,32.1039333333,42.6164764103,5.457,3.77213333333
433.29,47.0394666667,52.5286,6.45073333333,44.8782,9.17493333334,6.09379999999,29.642,32.0846666667,42.5890682051,5.4356,3.75073333333
433.64,46.9944666667,52.4850666667,6.41443333333,44.8191333333,9.13906666667,6.06686666667,29.5771333333,32.0565333333,42.5466374359,5.415,3.71453333333
434.00,47.0009333334,52.4781333333,6.38746666667,44.8056,9.091,6.04386666666,29.543,32.0235333333,42.5424507692,5.3752,3.69486666667
434.35,47.021,52.5138333333,6.3606,44.8204666667,9.0516,6.01386666666,29.5302,32.0044,42.5476169231,5.33606666667,3.65106666667
434.71,47.0653333333,52.5944333333,6.3352,44.8832666667,9.03033333333,6.00533333334,29.5029333333,32.0178,42.5689276923,5.2952,3.63046666667
435.07,47.0762666667,52.6273333333,6.3119,44.8978,8.99073333333,5.97733333333,29.4663333333,31.9802,42.5607230769,5.26273333333,3.59366666667
435.42,47.1076666667,52.6708333333,6.31243333333,44.9140666667,8.97306666667,5.9736,29.4531333333,31.9836666667,42.5864605128,5.24826666667,3.5874
435.78,47.2238666667,52.7884333333,6.3189,44.9994666667,8.99233333333,6.00466666666,29.4954,32.038,42.6481046154,5.27193333333,3.6206
436.13,47.2897333334,52.8625666667,6.33453333333,45.0299333333,9.00459999999,6.00406666667,29.5020666667,32.0616666667,42.6701958974,5.26186666667,3.60653333333
436.49,47.3344,52.9154666667,6.35036666667,45.0853333333,9.01713333333,6.0144,29.5050666666,32.0858666667,42.6941589744,5.26106666667,3.61006666667
436.84,47.4032,53.0124666667,6.39116666667,45.1551333333,9.06486666667,6.06073333333,29.5278666667,32.1412666667,42.7344774359,5.30306666667,3.64533333333
437.20,47.5036,53.1453,6.419,45.2311333333,9.11593333334,6.09539999999,29.5632666667,32.1938666667,42.8117364103,5.333,3.66486666667
437.56,47.5872,53.2562333333,6.41873333333,45.3013333333,9.11413333333,6.1084,29.6134666667,32.2368666667,42.8943969231,5.34186666667,3.67466666667
437.91,47.6624666667,53.3806,6.4612,45.3852,9.16379999999,6.15333333333,29.6637333333,32.3026666667,42.9742235897,5.3984,3.712
438.27,47.7198666667,53.4576,6.47113333333,45.4406,9.18433333333,6.17326666666,29.6685333333,32.3514666667,43.0239764103,5.41633333333,3.7308
438.62,47.7544,53.4934,6.49483333333,45.4666666667,9.20166666667,6.19079999999,29.6982,32.3780666667,43.0687220513,5.4442,3.75253333333
438.98,47.8583333333,53.6306333334,6.53953333333,45.5652,9.25906666666,6.23273333334,29.8040666666,32.4620666667,43.2014805128,5.49053333333,3.79953333333
439.33,47.8724,53.6591333333,6.55466666667,45.5848,9.29006666667,6.25426666667,29.8229333333,32.4669333333,43.224771282,5.51873333333,3.82633333333
439.69,47.8927333333,53.6854666667,6.55376666667,45.5743333333,9.28439999999,6.23153333333,29.8019333333,32.4574,43.2280282051,5.5196,3.8068
440.04,47.9439333333,53.7712333333,6.56756666667,45.6460666667,9.28953333333,6.2458,29.8244666667,32.4914666667,43.3008441026,5.5384,3.8222
440.40,47.9964,53.8491666667,6.5447,45.6707333333,9.27206666667,6.22293333333,29.8399333333,32.4989333333,43.3464969231,5.52513333333,3.80246666667
440.75,48.0112,53.8565,6.54626666667,45.6687333333,9.26520000001,6.21319999999,29.8292666667,32.4899333333,43.3632189744,5.52153333333,3.79066666667
441.11,48.0593333333,53.8945666667,6.54833333333,45.7254,9.26940000001,6.21760000001,29.8378666667,32.5148,43.4107476923,5.52493333334,3.80306666667
441.47,48.1776,54.0209,6.56556666667,45.8141333333,9.28513333334,6.21839999999,29.8640666667,32.5388,43.4783969231,5.521,3.79653333333
